capital,faixa_remuneracao_media_sm,CLT U/ PJ Ind,CLT U/ PF Ind,CLT R/ PJ Ind,CLT R/ PF Ind,Estatutário,Estatutário RGPS,Estatutário não Efetivo,Avulso,Temporário,Aprendiz,CLT U/ PJ Determinado,CLT U/ PF Determinado,CLT R/ PJ Determinado,CLT R/ PF Determinado,Diretor,Contrat Prazo Determinado,Contrat TMP Determinado,Contrat Lei Estadual,Contrat Lei Municipal,sexo,ano
porto_velho___ro,"00:ate_0,50",223,1,0,0,7,1,1,0,0,309,35,0,0,0,0,0,0,0,0,F,2018
porto_velho___ro,"01:0,51_a_1,00",2.421,34,15,17,20,20,93,3,0,337,231,0,0,0,3,114,0,0,8,F,2018
porto_velho___ro,"02:1,01_a_1,50",14.626,101,29,36,351,17,565,1,0,12,330,0,0,0,6,48,0,0,115,F,2018
porto_velho___ro,"03:1,51_a_2,00",6.089,29,9,14,1.480,1,200,0,0,0,78,0,0,0,3,25,1,0,75,F,2018
porto_velho___ro,"04:2,01_a_3,00",3.323,16,28,2,5.275,19,342,0,0,0,52,0,0,0,0,11,4,0,65,F,2018
porto_velho___ro,"05:3,01_a_4,00",1.370,9,17,1,1.699,114,364,0,0,0,21,0,0,0,1,9,18,0,60,F,2018
porto_velho___ro,"06:4,01_a_5,00",641,2,20,0,1.505,5,102,0,0,0,11,0,0,0,2,1,11,0,19,F,2018
porto_velho___ro,"07:5,01_a_7,00",749,2,10,1,1.564,11,449,0,0,0,15,0,0,0,2,0,13,0,28,F,2018
porto_velho___ro,"08:7,01_a_10,00",400,0,0,0,1.213,2,133,0,0,0,6,0,0,0,0,0,6,0,43,F,2018
porto_velho___ro,"09:10,01_a_15,00",192,0,0,0,1.068,4,64,0,0,0,6,0,0,0,1,0,1,0,13,F,2018
porto_velho___ro,"10:15,01_a_20,00",50,0,0,0,452,0,6,0,0,0,1,0,0,0,0,0,0,0,0,F,2018
porto_velho___ro,"11:mais_de_20,00",42,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,2018
rio_branco___ac,"00:ate_0,50",149,2,0,1,2,0,1,0,0,225,22,0,0,0,0,1,0,0,0,F,2018
rio_branco___ac,"01:0,51_a_1,00",3.346,21,1,15,10,1,15,0,0,118,175,0,0,0,0,9,0,0,15,F,2018
rio_branco___ac,"02:1,01_a_1,50",11.294,77,1,24,113,36,415,0,0,6,195,0,0,0,0,11,0,1,93,F,2018
rio_branco___ac,"03:1,51_a_2,00",3.212,18,1,5,1.027,161,1.182,0,0,0,36,0,0,0,0,1,2,18,53,F,2018
rio_branco___ac,"04:2,01_a_3,00",2.078,13,0,2,2.445,978,1.674,0,0,0,28,0,0,0,3,4,15,35,68,F,2018
rio_branco___ac,"05:3,01_a_4,00",785,6,0,1,3.033,356,3.202,0,0,0,21,0,0,0,0,0,16,54,8,F,2018
rio_branco___ac,"06:4,01_a_5,00",459,3,0,0,1.941,224,892,0,0,0,21,0,0,0,1,1,5,21,11,F,2018
rio_branco___ac,"07:5,01_a_7,00",335,1,1,0,2.782,226,491,0,0,0,8,0,0,0,0,2,4,30,17,F,2018
rio_branco___ac,"08:7,01_a_10,00",239,1,0,0,1.842,87,358,0,0,0,0,0,0,0,0,0,2,16,2,F,2018
rio_branco___ac,"09:10,01_a_15,00",121,0,0,0,827,46,230,0,0,0,0,0,0,0,0,0,1,0,0,F,2018
rio_branco___ac,"10:15,01_a_20,00",38,0,0,0,244,8,47,0,0,0,0,0,0,0,0,0,0,0,0,F,2018
rio_branco___ac,"11:mais_de_20,00",30,0,0,0,172,8,15,0,0,0,0,0,0,0,0,0,0,0,0,F,2018
manaus___am,"00:ate_0,50",662,6,0,2,12,0,11,0,49,2.306,164,1,0,0,0,5,0,0,1,F,2018
manaus___am,"01:0,51_a_1,00",11.860,63,15,13,142,133,296,0,428,1.314,875,3,0,1,6,78,0,0,108,F,2018
manaus___am,"02:1,01_a_1,50",59.926,217,101,125,1.323,344,760,0,1.182,69,1.212,1,2,0,9,174,2,1,623,F,2018
manaus___am,"03:1,51_a_2,00",24.747,53,59,24,10.852,106,5.200,0,817,4,524,1,0,0,8,199,0,0,467,F,2018
manaus___am,"04:2,01_a_3,00",15.966,39,37,11,16.219,200,3.531,0,418,6,348,0,0,0,7,46,23,0,1.444,F,2018
manaus___am,"05:3,01_a_4,00",6.803,19,16,4,5.534,90,1.200,0,57,3,117,0,0,0,5,16,54,0,107,F,2018
manaus___am,"06:4,01_a_5,00",3.691,7,5,0,5.639,85,2.217,0,65,0,75,0,0,0,2,9,16,0,705,F,2018
manaus___am,"07:5,01_a_7,00",3.261,5,12,1,6.714,101,876,0,52,1,68,0,0,0,4,5,13,0,184,F,2018
manaus___am,"08:7,01_a_10,00",1.929,5,2,1,4.233,99,434,0,14,0,20,0,0,0,0,6,5,0,315,F,2018
manaus___am,"09:10,01_a_15,00",940,6,2,1,2.401,49,331,0,2,0,7,0,0,0,1,0,1,0,16,F,2018
manaus___am,"10:15,01_a_20,00",304,0,0,0,1.413,7,105,0,0,0,0,0,0,0,0,0,0,0,0,F,2018
manaus___am,"11:mais_de_20,00",214,0,0,0,1.094,1,18,0,0,0,1,0,0,0,4,0,0,0,0,F,2018
boa_vista___rr,"00:ate_0,50",121,0,1,0,21,3,8,0,0,171,40,0,0,0,0,0,0,4,1,F,2018
boa_vista___rr,"01:0,51_a_1,00",2.503,20,10,13,43,5,744,0,0,168,163,1,0,0,1,2,0,130,11,F,2018
boa_vista___rr,"02:1,01_a_1,50",11.143,85,15,33,923,60,1.992,0,0,1,326,0,0,1,1,1,1,364,112,F,2018
boa_vista___rr,"03:1,51_a_2,00",2.352,11,7,10,1.381,111,573,0,0,0,66,0,0,0,1,0,2,430,19,F,2018
boa_vista___rr,"04:2,01_a_3,00",1.984,1,2,1,2.585,68,755,0,0,0,19,0,0,0,0,2,34,685,10,F,2018
boa_vista___rr,"05:3,01_a_4,00",932,2,0,0,2.680,49,476,0,0,0,12,0,0,0,1,1,21,1.059,204,F,2018
boa_vista___rr,"06:4,01_a_5,00",337,0,1,0,3.113,84,303,0,1,0,3,0,0,0,0,1,4,371,12,F,2018
boa_vista___rr,"07:5,01_a_7,00",292,0,0,0,2.497,45,197,0,1,0,7,0,0,0,0,0,6,170,3,F,2018
boa_vista___rr,"08:7,01_a_10,00",147,0,0,0,1.920,29,114,0,0,0,1,0,0,0,0,0,0,56,0,F,2018
boa_vista___rr,"09:10,01_a_15,00",73,0,0,0,1.006,44,97,0,0,0,0,0,0,0,0,0,0,45,0,F,2018
boa_vista___rr,"10:15,01_a_20,00",31,0,0,0,269,1,28,0,0,0,0,0,0,0,0,0,0,6,0,F,2018
boa_vista___rr,"11:mais_de_20,00",32,0,0,0,233,0,7,0,0,0,0,0,0,0,2,0,0,2,0,F,2018
belem___pa,"00:ate_0,50",911,3,2,0,22,0,1,1,1,1.200,62,0,0,0,0,2,0,0,0,F,2018
belem___pa,"01:0,51_a_1,00",7.288,123,16,2,768,0,615,8,31,527,344,1,0,0,7,147,0,0,0,F,2018
belem___pa,"02:1,01_a_1,50",42.451,475,72,3,6.055,5,2.825,1,40,2,560,1,0,0,5,205,166,0,0,F,2018
belem___pa,"03:1,51_a_2,00",15.436,129,30,0,6.187,3,2.110,0,10,0,134,0,0,0,4,57,3,0,0,F,2018
belem___pa,"04:2,01_a_3,00",9.664,30,10,0,6.001,20,3.239,0,10,0,112,0,0,0,3,46,56,0,0,F,2018
belem___pa,"05:3,01_a_4,00",4.089,20,2,0,8.978,10,2.230,0,3,0,42,0,0,0,4,22,54,0,0,F,2018
belem___pa,"06:4,01_a_5,00",2.276,8,4,0,6.556,18,1.287,0,1,0,12,0,0,0,3,11,22,0,0,F,2018
belem___pa,"07:5,01_a_7,00",2.358,3,0,0,10.486,156,1.836,0,1,0,14,0,0,0,4,6,14,0,0,F,2018
belem___pa,"08:7,01_a_10,00",1.438,3,0,0,6.471,7,651,0,3,0,5,0,0,0,1,1,8,0,0,F,2018
belem___pa,"09:10,01_a_15,00",938,0,0,0,3.189,43,422,0,0,0,0,0,0,0,5,0,4,0,0,F,2018
belem___pa,"10:15,01_a_20,00",257,3,0,0,1.520,12,96,0,0,0,1,0,0,0,1,0,5,0,0,F,2018
belem___pa,"11:mais_de_20,00",203,0,0,0,1.679,11,49,0,0,0,0,0,0,0,3,0,0,0,0,F,2018
macapa___ap,"00:ate_0,50",135,1,0,0,73,0,17,0,0,236,21,0,0,0,0,3,0,0,0,F,2018
macapa___ap,"01:0,51_a_1,00",2.700,14,1,2,767,8,497,0,0,49,82,0,0,0,0,45,0,0,0,F,2018
macapa___ap,"02:1,01_a_1,50",11.238,74,4,4,465,41,667,2,0,0,128,0,0,0,1,306,0,3,3,F,2018
macapa___ap,"03:1,51_a_2,00",2.788,25,2,0,1.168,4,834,0,0,1,24,0,0,0,4,53,0,1,1,F,2018
macapa___ap,"04:2,01_a_3,00",1.858,7,0,0,1.476,7,1.541,0,0,0,13,0,0,0,0,132,2,0,0,F,2018
macapa___ap,"05:3,01_a_4,00",670,5,0,0,2.130,3,1.408,0,0,0,9,0,0,0,0,6,13,0,0,F,2018
macapa___ap,"06:4,01_a_5,00",383,1,0,0,2.945,0,415,0,0,0,1,0,0,0,0,5,1,0,1,F,2018
macapa___ap,"07:5,01_a_7,00",309,1,0,0,5.769,0,446,0,0,0,1,0,0,0,0,8,0,0,0,F,2018
macapa___ap,"08:7,01_a_10,00",179,0,0,0,3.523,0,310,0,0,0,2,0,0,0,1,1,0,0,0,F,2018
macapa___ap,"09:10,01_a_15,00",78,1,0,0,994,0,143,0,0,0,0,0,0,0,0,0,0,0,0,F,2018
macapa___ap,"10:15,01_a_20,00",33,0,0,0,302,0,11,0,0,0,0,0,0,0,0,0,0,0,0,F,2018
macapa___ap,"11:mais_de_20,00",33,0,0,0,366,0,95,0,0,0,0,0,0,0,1,0,0,0,0,F,2018
palmas___to,"00:ate_0,50",292,0,1,0,10,4,2,0,0,270,43,0,0,0,0,1,0,67,0,F,2018
palmas___to,"01:0,51_a_1,00",2.203,25,1,2,68,5,518,0,0,260,211,0,0,0,1,6,0,4.112,88,F,2018
palmas___to,"02:1,01_a_1,50",11.633,94,14,2,1.477,6,305,0,1,6,405,0,0,0,0,12,0,3.040,364,F,2018
palmas___to,"03:1,51_a_2,00",3.768,32,3,0,1.659,22,361,0,0,0,127,0,0,0,0,9,0,858,106,F,2018
palmas___to,"04:2,01_a_3,00",2.532,22,5,0,3.644,115,504,0,0,0,89,0,0,0,3,6,16,2.542,52,F,2018
palmas___to,"05:3,01_a_4,00",1.198,4,3,0,2.489,10,449,0,0,0,64,0,0,0,2,6,45,3.003,47,F,2018
palmas___to,"06:4,01_a_5,00",610,0,0,0,4.346,1,110,0,0,0,20,0,0,0,0,0,25,167,73,F,2018
palmas___to,"07:5,01_a_7,00",470,0,0,0,4.173,10,305,0,0,0,10,0,0,0,1,0,6,109,72,F,2018
palmas___to,"08:7,01_a_10,00",275,0,0,0,2.210,6,53,0,0,0,1,0,0,0,0,0,1,131,22,F,2018
palmas___to,"09:10,01_a_15,00",149,0,0,0,1.798,1,24,0,0,0,1,0,0,0,0,0,0,82,5,F,2018
palmas___to,"10:15,01_a_20,00",37,0,0,0,650,0,38,0,0,0,0,0,0,0,0,0,0,8,0,F,2018
palmas___to,"11:mais_de_20,00",47,1,0,0,736,0,0,0,0,0,0,0,0,0,2,0,0,12,0,F,2018
sao_luiz___ma,"00:ate_0,50",946,2,0,0,1,0,4,0,0,349,85,0,0,0,1,4,0,0,3,F,2018
sao_luiz___ma,"01:0,51_a_1,00",9.599,34,6,0,22,163,3.158,0,0,1.025,300,0,0,0,5,37,0,0,9,F,2018
sao_luiz___ma,"02:1,01_a_1,50",49.737,148,39,0,1.254,283,2.729,0,3.461,83,666,1,1,0,6,1.075,0,1,32,F,2018
sao_luiz___ma,"03:1,51_a_2,00",16.009,39,16,0,2.756,89,640,0,445,2,189,0,0,0,7,497,0,1,3,F,2018
sao_luiz___ma,"04:2,01_a_3,00",11.817,26,19,0,4.830,206,1.591,0,480,0,175,0,0,0,9,553,5,1,4,F,2018
sao_luiz___ma,"05:3,01_a_4,00",4.953,6,14,0,8.349,111,685,0,938,0,96,0,0,0,6,306,35,1,2,F,2018
sao_luiz___ma,"06:4,01_a_5,00",2.126,5,2,0,7.335,144,434,0,58,0,25,0,0,0,12,45,19,0,0,F,2018
sao_luiz___ma,"07:5,01_a_7,00",2.050,3,4,0,5.238,335,434,1,3,0,15,0,0,0,8,6,17,0,1,F,2018
sao_luiz___ma,"08:7,01_a_10,00",1.356,0,1,0,3.529,204,193,0,10,0,16,0,0,0,1,1,4,1,0,F,2018
sao_luiz___ma,"09:10,01_a_15,00",623,3,1,0,1.707,37,20,0,0,0,3,0,0,0,1,0,0,0,0,F,2018
sao_luiz___ma,"10:15,01_a_20,00",264,0,0,0,739,214,3,0,0,0,1,0,0,0,0,0,0,0,0,F,2018
sao_luiz___ma,"11:mais_de_20,00",144,0,0,0,727,9,2,0,0,0,0,0,0,0,0,0,0,0,0,F,2018
terezina___pi,"00:ate_0,50",522,3,0,0,21,0,12,0,0,780,67,0,0,0,1,1,0,0,0,F,2018
terezina___pi,"01:0,51_a_1,00",12.168,27,4,2,378,6,694,0,7,505,475,3,0,0,10,29,0,0,0,F,2018
terezina___pi,"02:1,01_a_1,50",36.995,176,24,3,2.331,4,3.146,0,193,18,661,0,0,0,4,58,1,5,0,F,2018
terezina___pi,"03:1,51_a_2,00",7.837,42,13,0,4.852,5,1.374,0,49,1,65,0,0,0,6,10,51,0,0,F,2018
terezina___pi,"04:2,01_a_3,00",5.098,14,7,1,5.214,3,1.014,0,28,0,58,0,0,0,3,4,359,73,0,F,2018
terezina___pi,"05:3,01_a_4,00",2.507,24,2,0,7.706,0,709,0,9,0,19,0,0,0,1,3,147,7,0,F,2018
terezina___pi,"06:4,01_a_5,00",1.266,1,2,0,2.478,1,418,0,4,0,3,0,0,0,1,0,33,0,0,F,2018
terezina___pi,"07:5,01_a_7,00",1.033,3,0,0,3.416,2,491,0,0,0,2,0,0,0,3,0,44,0,0,F,2018
terezina___pi,"08:7,01_a_10,00",667,2,0,0,2.613,3,148,0,0,0,3,0,0,0,2,0,6,0,0,F,2018
terezina___pi,"09:10,01_a_15,00",405,0,1,0,2.149,1,42,0,0,0,0,0,0,0,0,0,4,0,0,F,2018
terezina___pi,"10:15,01_a_20,00",155,0,0,0,862,0,2,0,0,0,0,0,0,0,0,0,0,0,0,F,2018
terezina___pi,"11:mais_de_20,00",81,1,0,0,595,0,0,0,0,0,0,0,0,0,1,0,0,0,0,F,2018
fortaleza___ce,"00:ate_0,50",2.210,3,1,0,59,0,0,0,5,1.714,270,0,0,0,0,3,0,310,1,F,2018
fortaleza___ce,"01:0,51_a_1,00",32.390,88,11,0,1.620,1,153,2,42,2.375,1.374,3,0,0,12,61,9,801,27,F,2018
fortaleza___ce,"02:1,01_a_1,50",122.132,1.083,76,2,2.330,15,284,2,88,32,1.674,3,0,0,8,261,201,903,975,F,2018
fortaleza___ce,"03:1,51_a_2,00",29.334,125,27,0,10.000,17,470,1,27,3,301,0,0,0,4,106,0,966,435,F,2018
fortaleza___ce,"04:2,01_a_3,00",21.369,82,17,0,9.024,25,1.043,0,23,0,294,0,0,0,9,62,81,2.111,850,F,2018
fortaleza___ce,"05:3,01_a_4,00",10.073,38,6,0,6.090,9,768,0,19,0,111,0,0,0,0,72,36,806,2.273,F,2018
fortaleza___ce,"06:4,01_a_5,00",6.077,7,6,0,6.156,7,796,0,3,0,82,0,0,0,0,26,21,35,432,F,2018
fortaleza___ce,"07:5,01_a_7,00",5.846,16,2,0,9.465,18,654,0,1,0,51,0,0,0,6,11,28,1,177,F,2018
fortaleza___ce,"08:7,01_a_10,00",3.308,7,2,0,6.940,8,191,0,1,0,14,0,0,0,3,14,1,0,21,F,2018
fortaleza___ce,"09:10,01_a_15,00",2.425,3,0,0,3.650,2,153,0,0,0,4,0,0,0,0,6,2,0,14,F,2018
fortaleza___ce,"10:15,01_a_20,00",1.016,4,0,0,2.049,0,34,0,0,0,0,0,0,0,0,2,2,0,1,F,2018
fortaleza___ce,"11:mais_de_20,00",465,5,0,0,1.991,0,8,0,0,0,0,0,0,0,2,0,0,0,0,F,2018
natal___rn,"00:ate_0,50",911,2,0,0,87,5,9,7,7,1.256,68,1,0,0,0,6,0,0,0,F,2018
natal___rn,"01:0,51_a_1,00",11.577,76,9,0,357,15,21,42,53,526,410,2,1,0,3,37,0,0,0,F,2018
natal___rn,"02:1,01_a_1,50",41.535,225,40,2,2.460,26,181,26,495,2,634,1,0,0,0,58,0,0,2,F,2018
natal___rn,"03:1,51_a_2,00",9.837,35,9,0,3.922,15,107,1,385,2,124,0,1,0,2,10,0,0,3,F,2018
natal___rn,"04:2,01_a_3,00",6.341,35,4,1,10.287,36,283,1,602,0,99,0,0,0,2,8,43,1,0,F,2018
natal___rn,"05:3,01_a_4,00",2.708,30,3,0,7.623,173,167,0,500,0,65,0,0,0,3,6,60,0,1,F,2018
natal___rn,"06:4,01_a_5,00",1.516,16,1,0,4.480,119,360,0,0,0,23,0,0,0,1,1,30,1,0,F,2018
natal___rn,"07:5,01_a_7,00",1.364,12,0,0,4.141,165,216,0,0,0,30,0,0,0,3,2,24,0,0,F,2018
natal___rn,"08:7,01_a_10,00",729,13,2,0,2.171,189,92,0,1,0,38,0,0,0,0,2,2,0,0,F,2018
natal___rn,"09:10,01_a_15,00",411,7,0,0,2.309,169,78,0,0,0,18,0,0,0,0,2,2,0,0,F,2018
natal___rn,"10:15,01_a_20,00",149,4,0,0,1.310,76,1,0,0,0,2,0,0,0,0,0,0,0,0,F,2018
natal___rn,"11:mais_de_20,00",76,4,0,0,665,48,0,0,0,0,2,0,0,0,4,0,0,0,0,F,2018
joao_pessoa___pb,"00:ate_0,50",727,7,0,1,26,0,11,0,4,316,124,1,0,0,0,0,0,0,0,F,2018
joao_pessoa___pb,"01:0,51_a_1,00",10.393,54,3,2,735,1,4.387,0,14,701,783,5,1,0,2,6,0,0,0,F,2018
joao_pessoa___pb,"02:1,01_a_1,50",32.248,417,26,1,2.117,2,11.931,0,73,11,501,1,1,0,2,28,0,0,0,F,2018
joao_pessoa___pb,"03:1,51_a_2,00",7.004,29,4,0,2.525,2,4.557,0,3,4,89,0,0,0,0,5,2,0,0,F,2018
joao_pessoa___pb,"04:2,01_a_3,00",5.529,13,4,0,5.760,8,6.506,0,0,1,73,0,1,0,2,4,33,0,0,F,2018
joao_pessoa___pb,"05:3,01_a_4,00",2.254,6,2,0,3.995,2,1.455,0,0,0,44,0,0,0,1,2,26,0,0,F,2018
joao_pessoa___pb,"06:4,01_a_5,00",1.296,0,0,0,3.247,0,595,0,1,0,29,0,0,0,1,3,26,0,0,F,2018
joao_pessoa___pb,"07:5,01_a_7,00",1.116,4,0,0,2.786,0,498,0,0,0,15,0,0,0,1,0,19,0,0,F,2018
joao_pessoa___pb,"08:7,01_a_10,00",645,2,0,0,1.748,0,569,0,0,0,9,0,0,0,0,3,1,0,0,F,2018
joao_pessoa___pb,"09:10,01_a_15,00",343,3,0,0,1.672,0,310,0,0,0,7,0,0,0,0,0,1,0,0,F,2018
joao_pessoa___pb,"10:15,01_a_20,00",98,3,0,0,1.282,0,75,0,0,0,4,0,0,0,0,0,12,0,0,F,2018
joao_pessoa___pb,"11:mais_de_20,00",54,1,0,0,580,0,43,0,0,0,0,0,0,0,3,0,0,0,0,F,2018
recife___pe,"00:ate_0,50",1.265,1,0,0,130,5,342,2,10,2.290,103,0,19,0,0,8,0,1,0,F,2018
recife___pe,"01:0,51_a_1,00",18.080,93,61,1,849,32,649,3,136,704,809,2,56,0,20,116,5,1.715,10,F,2018
recife___pe,"02:1,01_a_1,50",79.139,675,256,2,10.664,69,1.437,6,780,17,1.288,6,81,0,10,281,253,3.079,0,F,2018
recife___pe,"03:1,51_a_2,00",28.217,152,30,4,5.278,176,1.271,3,181,1,321,2,2,0,7,108,14,10.065,0,F,2018
recife___pe,"04:2,01_a_3,00",20.172,70,14,0,11.420,360,1.900,2,205,1,253,0,1,0,6,65,102,8.218,0,F,2018
recife___pe,"05:3,01_a_4,00",10.223,35,11,1,9.798,107,897,2,46,1,128,0,0,0,4,23,84,264,0,F,2018
recife___pe,"06:4,01_a_5,00",5.764,13,3,0,6.806,88,932,1,54,1,98,0,0,0,3,21,31,88,0,F,2018
recife___pe,"07:5,01_a_7,00",6.035,16,6,0,9.519,133,674,0,53,0,68,0,0,0,16,20,43,28,1,F,2018
recife___pe,"08:7,01_a_10,00",4.012,13,1,0,8.783,63,410,0,25,0,20,0,0,0,0,24,9,220,2,F,2018
recife___pe,"09:10,01_a_15,00",2.197,4,1,0,5.339,87,447,1,14,0,7,0,0,0,2,1,3,19,0,F,2018
recife___pe,"10:15,01_a_20,00",656,4,1,0,2.527,2,19,0,0,0,5,0,0,0,0,3,0,1,0,F,2018
recife___pe,"11:mais_de_20,00",420,1,0,0,2.264,23,14,0,0,0,2,0,0,0,6,4,0,0,0,F,2018
maceio___al,"00:ate_0,50",703,5,0,0,12,0,0,0,2,914,92,0,0,0,0,1,0,0,0,F,2018
maceio___al,"01:0,51_a_1,00",13.673,91,5,2,205,0,137,0,13,526,505,0,0,0,5,32,0,0,0,F,2018
maceio___al,"02:1,01_a_1,50",35.826,329,7,3,2.458,4,323,0,32,3,661,0,0,0,2,123,0,0,0,F,2018
maceio___al,"03:1,51_a_2,00",9.562,27,3,0,4.861,1,640,0,0,1,159,0,0,0,1,63,0,0,0,F,2018
maceio___al,"04:2,01_a_3,00",6.441,29,0,0,6.245,3,423,0,1,1,106,0,0,0,0,30,2,0,0,F,2018
maceio___al,"05:3,01_a_4,00",3.386,8,0,0,3.120,0,391,0,0,0,43,0,0,0,3,10,14,0,0,F,2018
maceio___al,"06:4,01_a_5,00",1.553,2,0,0,3.291,0,306,0,4,0,15,0,0,0,0,1,25,0,0,F,2018
maceio___al,"07:5,01_a_7,00",1.500,2,1,0,3.031,0,214,0,0,0,13,0,0,0,1,13,16,0,0,F,2018
maceio___al,"08:7,01_a_10,00",823,1,1,0,1.638,0,80,0,0,0,15,0,0,0,0,3,8,0,0,F,2018
maceio___al,"09:10,01_a_15,00",351,1,0,0,1.480,0,20,0,0,0,5,0,0,0,1,1,0,0,0,F,2018
maceio___al,"10:15,01_a_20,00",85,0,0,0,586,0,6,0,0,0,1,0,0,0,0,0,0,0,0,F,2018
maceio___al,"11:mais_de_20,00",58,0,0,0,600,0,0,0,0,0,1,0,0,0,0,0,1,0,0,F,2018
aracaju___se,"00:ate_0,50",979,8,2,0,100,4,112,1,0,1.046,103,0,0,0,1,7,0,0,0,F,2018
aracaju___se,"01:0,51_a_1,00",9.572,87,33,4,314,17,139,0,0,334,321,0,2,0,5,40,1,16,0,F,2018
aracaju___se,"02:1,01_a_1,50",30.929,304,91,4,1.999,15,687,1,14,4,299,0,0,0,4,45,0,675,1,F,2018
aracaju___se,"03:1,51_a_2,00",8.582,41,12,0,1.960,6,529,1,7,0,64,1,0,0,2,23,0,951,0,F,2018
aracaju___se,"04:2,01_a_3,00",5.797,41,2,0,2.222,14,909,0,0,0,66,0,0,0,5,15,3,667,2,F,2018
aracaju___se,"05:3,01_a_4,00",2.699,4,5,0,2.100,23,562,0,3,0,11,0,0,0,1,14,5,444,0,F,2018
aracaju___se,"06:4,01_a_5,00",1.391,12,5,0,4.684,69,279,0,1,0,16,0,0,0,2,14,0,260,1,F,2018
aracaju___se,"07:5,01_a_7,00",1.226,2,1,0,2.998,24,191,0,0,0,10,0,0,0,0,2,1,224,0,F,2018
aracaju___se,"08:7,01_a_10,00",712,1,0,0,1.411,17,104,0,0,0,4,0,0,0,2,1,0,161,0,F,2018
aracaju___se,"09:10,01_a_15,00",417,1,0,0,799,47,48,0,0,0,2,0,0,0,0,0,0,120,0,F,2018
aracaju___se,"10:15,01_a_20,00",136,0,0,0,397,33,1,0,0,0,1,0,0,0,0,0,0,53,0,F,2018
aracaju___se,"11:mais_de_20,00",111,3,0,0,522,76,3,0,0,0,0,0,0,0,2,0,0,33,0,F,2018
salvador___ba,"00:ate_0,50",1.846,3,2,0,13,19,4,0,15,3.133,477,0,0,0,0,4,0,1,0,F,2018
salvador___ba,"01:0,51_a_1,00",29.996,62,22,1,81,28,2.428,3,103,1.699,2.446,0,0,0,7,56,1,7.008,0,F,2018
salvador___ba,"02:1,01_a_1,50",92.045,420,31,4,565,28,2.962,1,231,30,3.775,4,0,0,8,97,157,3.061,0,F,2018
salvador___ba,"03:1,51_a_2,00",31.372,99,9,1,3.264,4,3.464,1,89,0,1.363,0,0,0,3,43,14,1.618,0,F,2018
salvador___ba,"04:2,01_a_3,00",26.230,86,9,0,8.360,11,4.061,1,27,0,1.305,3,1,0,3,55,183,499,0,F,2018
salvador___ba,"05:3,01_a_4,00",11.950,46,3,0,9.661,7,1.782,1,10,0,522,0,0,0,1,30,108,89,0,F,2018
salvador___ba,"06:4,01_a_5,00",6.859,10,0,0,7.868,4,2.040,0,3,0,138,0,0,0,3,25,15,89,0,F,2018
salvador___ba,"07:5,01_a_7,00",7.776,18,1,0,12.469,2,830,2,1,0,195,0,0,0,1,11,5,29,0,F,2018
salvador___ba,"08:7,01_a_10,00",4.746,9,0,0,11.159,6,742,0,1,0,115,0,0,0,0,6,5,1,0,F,2018
salvador___ba,"09:10,01_a_15,00",2.510,2,0,0,6.587,2,564,1,2,0,17,0,0,0,1,5,8,1,0,F,2018
salvador___ba,"10:15,01_a_20,00",865,1,0,0,2.931,0,147,0,0,0,0,0,0,0,1,2,12,0,6,F,2018
salvador___ba,"11:mais_de_20,00",457,1,0,0,2.884,0,122,0,0,0,3,0,0,0,2,4,1,0,0,F,2018
belo_horizonte___mg,"00:ate_0,50",3.350,17,5,0,51,0,9,2,28,4.958,510,1,0,0,0,6,0,0,0,F,2018
belo_horizonte___mg,"01:0,51_a_1,00",35.468,161,79,5,248,0,1.670,0,310,1.836,2.351,2,2,0,56,63,0,0,141,F,2018
belo_horizonte___mg,"02:1,01_a_1,50",149.996,1.533,217,18,1.510,1,33.112,0,529,16,2.926,8,3,0,5,254,212,0,1.647,F,2018
belo_horizonte___mg,"03:1,51_a_2,00",60.824,746,148,1,5.593,2,2.845,1,93,2,1.039,0,0,0,15,103,2,0,1.970,F,2018
belo_horizonte___mg,"04:2,01_a_3,00",55.063,330,101,0,36.675,0,2.846,0,91,1,918,1,0,0,11,130,98,0,884,F,2018
belo_horizonte___mg,"05:3,01_a_4,00",22.050,81,40,0,22.821,5,1.779,1,44,0,372,0,1,0,11,55,70,0,954,F,2018
belo_horizonte___mg,"06:4,01_a_5,00",13.488,40,25,0,18.595,9,1.196,0,37,0,183,0,0,0,3,22,34,0,419,F,2018
belo_horizonte___mg,"07:5,01_a_7,00",13.470,42,14,0,18.642,15,1.081,0,24,0,143,0,0,0,9,22,48,0,222,F,2018
belo_horizonte___mg,"08:7,01_a_10,00",9.449,39,8,0,12.156,11,750,0,12,0,75,0,0,0,2,20,36,0,241,F,2018
belo_horizonte___mg,"09:10,01_a_15,00",5.123,14,3,0,8.817,7,506,0,1,0,27,0,0,0,1,8,1,0,30,F,2018
belo_horizonte___mg,"10:15,01_a_20,00",1.602,3,1,0,4.923,0,135,0,1,0,3,0,0,0,14,1,6,0,2,F,2018
belo_horizonte___mg,"11:mais_de_20,00",976,5,0,0,5.611,0,135,0,0,0,7,0,0,0,13,1,0,0,0,F,2018
vitoria___es,"00:ate_0,50",387,0,1,0,5,1,76,103,0,996,53,0,0,0,0,4,0,0,0,F,2018
