capital,faixa_remuneracao_media_sm,Analfabeto,Até 5ª Incompleto,5ª Completo Fundamental,6ª a 9ª Fundamental,Fundamental Completo,Médio Incompleto,Médio Completo,Superior Incompleto,Superior Completo,sexo,ano
campo_grande___ms,"03:1,51_a_2,00",11,467,649,1.189,2.061,1.219,6.948,1.032,1.519,F,2017
campo_grande___ms,"04:2,01_a_3,00",1,94,251,361,895,671,5.657,1.151,6.220,F,2017
campo_grande___ms,"05:3,01_a_4,00",0,22,52,79,315,229,2.166,619,4.371,F,2017
campo_grande___ms,"06:4,01_a_5,00",0,4,13,39,203,117,1.431,437,3.898,F,2017
campo_grande___ms,"07:5,01_a_7,00",0,7,6,39,155,84,1.102,298,4.517,F,2017
campo_grande___ms,"08:7,01_a_10,00",0,1,5,17,113,50,738,200,4.398,F,2017
campo_grande___ms,"09:10,01_a_15,00",0,0,0,6,22,17,219,67,2.150,F,2017
campo_grande___ms,"10:15,01_a_20,00",0,0,0,1,3,4,82,14,932,F,2017
campo_grande___ms,"11:mais_de_20,00",0,3,1,0,3,1,41,18,1.101,F,2017
cuiaba___mt,"00:ate_0,50",2,42,5,11,708,61,25,4,12,F,2017
cuiaba___mt,"01:0,51_a_1,00",8,36,60,103,1.732,385,474,19,108,F,2017
cuiaba___mt,"02:1,01_a_1,50",53,1.049,1.000,2.267,4.533,4.114,10.958,776,519,F,2017
cuiaba___mt,"03:1,51_a_2,00",2,207,284,595,1.882,1.098,5.119,627,730,F,2017
cuiaba___mt,"04:2,01_a_3,00",2,442,75,224,3.316,1.839,3.897,950,1.884,F,2017
cuiaba___mt,"05:3,01_a_4,00",1,545,15,39,2.016,1.410,1.161,480,1.935,F,2017
cuiaba___mt,"06:4,01_a_5,00",0,95,7,40,3.287,991,560,291,1.534,F,2017
cuiaba___mt,"07:5,01_a_7,00",0,50,2,35,5.128,880,813,321,2.444,F,2017
cuiaba___mt,"08:7,01_a_10,00",0,47,4,20,773,277,393,170,2.519,F,2017
cuiaba___mt,"09:10,01_a_15,00",0,7,2,3,139,75,279,122,2.043,F,2017
cuiaba___mt,"10:15,01_a_20,00",0,2,0,2,48,9,91,47,910,F,2017
cuiaba___mt,"11:mais_de_20,00",0,0,0,1,95,36,85,31,858,F,2017
goiania___go,"00:ate_0,50",0,5,9,254,17,1.046,48,18,80,F,2017
goiania___go,"01:0,51_a_1,00",18,261,432,1.518,1.075,2.070,2.926,358,435,F,2017
goiania___go,"02:1,01_a_1,50",182,1.699,4.779,5.966,11.922,10.830,24.911,2.673,2.169,F,2017
goiania___go,"03:1,51_a_2,00",20,1.150,3.158,2.059,3.063,4.596,10.942,1.761,2.244,F,2017
goiania___go,"04:2,01_a_3,00",9,682,1.423,2.122,1.798,6.515,7.160,2.202,5.390,F,2017
goiania___go,"05:3,01_a_4,00",0,360,248,1.044,463,4.413,2.634,1.453,7.015,F,2017
goiania___go,"06:4,01_a_5,00",0,240,278,645,330,3.078,2.038,914,7.957,F,2017
goiania___go,"07:5,01_a_7,00",0,333,250,825,259,2.885,1.966,936,10.935,F,2017
goiania___go,"08:7,01_a_10,00",0,89,120,297,122,789,1.067,402,6.111,F,2017
goiania___go,"09:10,01_a_15,00",0,36,19,63,39,176,517,233,3.171,F,2017
goiania___go,"10:15,01_a_20,00",0,9,5,38,33,29,117,70,1.511,F,2017
goiania___go,"11:mais_de_20,00",0,35,5,18,2,45,72,61,1.719,F,2017
brasilia___df,"00:ate_0,50",1,9,6,29,72,94,280,43,200,F,2017
brasilia___df,"01:0,51_a_1,00",21,72,109,468,613,1.483,2.061,134,731,F,2017
brasilia___df,"02:1,01_a_1,50",318,2.079,3.143,6.792,14.592,9.068,35.542,1.972,2.070,F,2017
brasilia___df,"03:1,51_a_2,00",150,574,1.012,1.848,5.351,3.240,23.536,2.439,2.113,F,2017
brasilia___df,"04:2,01_a_3,00",28,379,332,750,2.478,1.762,18.017,3.577,4.447,F,2017
brasilia___df,"05:3,01_a_4,00",6,223,100,434,1.149,600,8.033,2.199,5.099,F,2017
brasilia___df,"06:4,01_a_5,00",4,162,110,621,1.249,250,8.320,1.789,5.906,F,2017
brasilia___df,"07:5,01_a_7,00",8,348,392,932,2.098,590,11.501,2.368,9.173,F,2017
brasilia___df,"08:7,01_a_10,00",1,402,320,631,1.655,610,9.902,3.495,15.986,F,2017
brasilia___df,"09:10,01_a_15,00",0,169,57,125,770,230,6.841,2.934,26.757,F,2017
brasilia___df,"10:15,01_a_20,00",0,78,14,21,162,57,1.636,452,9.406,F,2017
brasilia___df,"11:mais_de_20,00",0,263,39,65,235,88,2.223,418,21.512,F,2017
porto_velho___ro,"00:ate_0,50",1,3,6,17,7,24,25,1,5,M,2017
porto_velho___ro,"01:0,51_a_1,00",15,33,62,204,283,204,454,23,56,M,2017
porto_velho___ro,"02:1,01_a_1,50",94,363,484,1.965,2.664,1.774,6.318,201,113,M,2017
porto_velho___ro,"03:1,51_a_2,00",43,325,724,1.379,1.744,1.096,4.769,169,145,M,2017
porto_velho___ro,"04:2,01_a_3,00",17,238,452,684,1.094,666,4.214,214,654,M,2017
porto_velho___ro,"05:3,01_a_4,00",5,94,169,233,450,189,3.059,173,1.019,M,2017
porto_velho___ro,"06:4,01_a_5,00",0,145,106,255,382,94,2.546,77,646,M,2017
porto_velho___ro,"07:5,01_a_7,00",4,190,87,305,614,102,3.827,127,554,M,2017
porto_velho___ro,"08:7,01_a_10,00",0,81,74,191,268,92,2.111,100,906,M,2017
porto_velho___ro,"09:10,01_a_15,00",0,15,29,27,91,67,1.127,97,843,M,2017
porto_velho___ro,"10:15,01_a_20,00",0,2,4,5,25,13,567,42,790,M,2017
porto_velho___ro,"11:mais_de_20,00",0,6,2,8,33,8,855,26,1.067,M,2017
rio_branco___ac,"00:ate_0,50",0,2,0,9,3,45,12,0,1,M,2017
rio_branco___ac,"01:0,51_a_1,00",38,152,134,139,138,90,175,6,22,M,2017
rio_branco___ac,"02:1,01_a_1,50",251,1.677,886,1.664,1.934,1.243,3.255,115,226,M,2017
rio_branco___ac,"03:1,51_a_2,00",109,866,336,755,1.004,485,2.294,130,207,M,2017
rio_branco___ac,"04:2,01_a_3,00",33,717,223,672,929,372,1.942,311,296,M,2017
rio_branco___ac,"05:3,01_a_4,00",6,287,112,349,500,176,1.166,192,346,M,2017
rio_branco___ac,"06:4,01_a_5,00",1,176,36,322,518,89,1.130,299,497,M,2017
rio_branco___ac,"07:5,01_a_7,00",1,241,41,154,469,70,830,485,673,M,2017
rio_branco___ac,"08:7,01_a_10,00",0,73,16,77,214,22,457,166,584,M,2017
rio_branco___ac,"09:10,01_a_15,00",0,17,6,15,69,16,327,117,585,M,2017
rio_branco___ac,"10:15,01_a_20,00",0,1,0,5,21,4,113,19,403,M,2017
rio_branco___ac,"11:mais_de_20,00",0,0,1,1,13,0,118,17,714,M,2017
manaus___am,"00:ate_0,50",1,4,4,55,20,237,77,4,17,M,2017
manaus___am,"01:0,51_a_1,00",18,91,137,437,578,1.066,1.353,44,255,M,2017
manaus___am,"02:1,01_a_1,50",304,1.323,1.461,4.942,7.369,6.788,24.542,628,460,M,2017
manaus___am,"03:1,51_a_2,00",179,1.219,1.320,3.543,5.108,3.641,23.676,543,462,M,2017
manaus___am,"04:2,01_a_3,00",164,1.505,1.416,3.454,6.052,3.770,28.282,1.247,2.461,M,2017
manaus___am,"05:3,01_a_4,00",29,1.201,641,1.547,2.753,1.382,13.705,1.130,2.538,M,2017
manaus___am,"06:4,01_a_5,00",14,578,286,901,1.720,742,7.265,874,1.685,M,2017
manaus___am,"07:5,01_a_7,00",8,164,132,532,1.009,488,7.341,1.245,3.407,M,2017
manaus___am,"08:7,01_a_10,00",2,108,64,231,776,369,4.809,982,4.354,M,2017
manaus___am,"09:10,01_a_15,00",1,22,18,61,302,182,2.564,595,3.375,M,2017
manaus___am,"10:15,01_a_20,00",0,12,6,20,114,55,666,246,2.397,M,2017
manaus___am,"11:mais_de_20,00",0,14,6,17,116,97,697,250,3.649,M,2017
boa_vista___rr,"00:ate_0,50",0,0,0,1,2,11,2,0,0,M,2017
boa_vista___rr,"01:0,51_a_1,00",8,20,118,101,170,95,216,9,10,M,2017
boa_vista___rr,"02:1,01_a_1,50",72,304,476,677,1.266,780,2.632,83,53,M,2017
boa_vista___rr,"03:1,51_a_2,00",34,171,165,305,439,293,778,30,37,M,2017
boa_vista___rr,"04:2,01_a_3,00",18,139,105,328,608,161,757,68,123,M,2017
boa_vista___rr,"05:3,01_a_4,00",3,98,32,264,277,69,398,45,162,M,2017
boa_vista___rr,"06:4,01_a_5,00",0,110,10,301,438,27,643,52,139,M,2017
boa_vista___rr,"07:5,01_a_7,00",0,70,6,278,348,17,727,79,254,M,2017
boa_vista___rr,"08:7,01_a_10,00",1,7,2,58,114,12,419,59,475,M,2017
boa_vista___rr,"09:10,01_a_15,00",0,7,3,13,43,4,262,23,307,M,2017
boa_vista___rr,"10:15,01_a_20,00",0,2,0,4,4,2,82,6,230,M,2017
boa_vista___rr,"11:mais_de_20,00",0,2,3,5,20,0,126,24,358,M,2017
belem___pa,"00:ate_0,50",1,10,226,85,73,290,142,13,109,M,2017
belem___pa,"01:0,51_a_1,00",85,358,618,1.095,1.509,1.131,2.847,187,368,M,2017
belem___pa,"02:1,01_a_1,50",380,2.093,2.173,7.782,12.038,6.677,18.793,694,709,M,2017
belem___pa,"03:1,51_a_2,00",185,1.152,1.461,4.560,7.111,3.097,11.521,643,929,M,2017
belem___pa,"04:2,01_a_3,00",169,721,808,2.520,6.519,2.884,14.112,953,2.399,M,2017
belem___pa,"05:3,01_a_4,00",27,240,277,1.182,4.005,2.765,7.968,655,2.396,M,2017
belem___pa,"06:4,01_a_5,00",2,130,153,561,1.510,737,3.963,660,3.760,M,2017
belem___pa,"07:5,01_a_7,00",9,230,109,737,1.383,469,3.618,527,4.869,M,2017
belem___pa,"08:7,01_a_10,00",2,76,28,225,709,309,2.363,372,3.939,M,2017
belem___pa,"09:10,01_a_15,00",1,14,6,102,281,260,1.363,261,3.173,M,2017
belem___pa,"10:15,01_a_20,00",0,0,5,7,60,93,453,124,2.032,M,2017
belem___pa,"11:mais_de_20,00",0,1,1,6,21,37,371,99,2.763,M,2017
macapa___ap,"00:ate_0,50",1,1,2,3,13,52,27,2,6,M,2017
macapa___ap,"01:0,51_a_1,00",28,48,66,148,384,302,944,49,33,M,2017
macapa___ap,"02:1,01_a_1,50",112,333,376,1.009,1.622,958,4.179,162,89,M,2017
macapa___ap,"03:1,51_a_2,00",30,192,174,428,912,408,2.407,114,100,M,2017
macapa___ap,"04:2,01_a_3,00",26,93,161,368,1.068,310,2.598,152,243,M,2017
macapa___ap,"05:3,01_a_4,00",1,37,37,181,359,80,1.821,80,155,M,2017
macapa___ap,"06:4,01_a_5,00",0,54,17,220,288,30,1.341,63,265,M,2017
macapa___ap,"07:5,01_a_7,00",0,49,14,252,301,27,3.400,93,385,M,2017
macapa___ap,"08:7,01_a_10,00",0,11,6,47,76,18,2.044,57,527,M,2017
macapa___ap,"09:10,01_a_15,00",0,1,0,5,27,11,1.117,51,434,M,2017
macapa___ap,"10:15,01_a_20,00",0,1,0,1,8,1,329,19,270,M,2017
macapa___ap,"11:mais_de_20,00",0,0,1,4,27,3,477,11,422,M,2017
palmas___to,"00:ate_0,50",0,0,0,2,1,7,7,1,7,M,2017
palmas___to,"01:0,51_a_1,00",11,25,27,90,213,191,510,30,33,M,2017
palmas___to,"02:1,01_a_1,50",57,333,257,2.112,2.689,945,4.143,81,105,M,2017
palmas___to,"03:1,51_a_2,00",22,196,217,814,1.547,382,2.511,78,130,M,2017
palmas___to,"04:2,01_a_3,00",10,138,182,667,1.415,369,4.511,125,479,M,2017
palmas___to,"05:3,01_a_4,00",1,56,41,255,425,110,2.321,69,835,M,2017
palmas___to,"06:4,01_a_5,00",1,25,25,118,453,44,2.687,56,990,M,2017
palmas___to,"07:5,01_a_7,00",1,11,16,71,264,30,1.768,76,2.621,M,2017
palmas___to,"08:7,01_a_10,00",0,7,4,31,130,19,854,51,1.394,M,2017
palmas___to,"09:10,01_a_15,00",0,2,0,6,46,4,488,33,1.051,M,2017
palmas___to,"10:15,01_a_20,00",0,2,2,1,8,1,96,19,739,M,2017
palmas___to,"11:mais_de_20,00",1,0,0,0,4,0,71,23,799,M,2017
sao_luiz___ma,"00:ate_0,50",30,268,18,16,18,43,42,6,34,M,2017
sao_luiz___ma,"01:0,51_a_1,00",36,239,148,203,412,323,1.497,66,180,M,2017
sao_luiz___ma,"02:1,01_a_1,50",220,1.226,1.672,2.497,6.709,3.181,24.419,494,1.260,M,2017
sao_luiz___ma,"03:1,51_a_2,00",105,813,932,1.599,3.628,1.364,11.637,292,573,M,2017
sao_luiz___ma,"04:2,01_a_3,00",29,319,889,944,2.888,915,9.602,413,1.649,M,2017
sao_luiz___ma,"05:3,01_a_4,00",15,158,187,341,989,234,4.134,555,2.964,M,2017
sao_luiz___ma,"06:4,01_a_5,00",9,122,100,616,1.648,137,3.519,421,2.877,M,2017
sao_luiz___ma,"07:5,01_a_7,00",5,276,132,438,789,122,4.241,482,1.815,M,2017
sao_luiz___ma,"08:7,01_a_10,00",0,11,52,44,129,50,1.921,250,1.645,M,2017
sao_luiz___ma,"09:10,01_a_15,00",0,3,26,29,95,10,1.195,231,1.938,M,2017
sao_luiz___ma,"10:15,01_a_20,00",0,3,7,13,36,10,591,104,1.100,M,2017
sao_luiz___ma,"11:mais_de_20,00",0,0,6,2,16,4,278,66,1.829,M,2017
terezina___pi,"00:ate_0,50",62,42,18,38,46,93,76,26,124,M,2017
terezina___pi,"01:0,51_a_1,00",187,745,567,713,947,639,1.454,123,384,M,2017
terezina___pi,"02:1,01_a_1,50",774,5.025,3.545,5.032,6.808,5.104,13.536,1.870,1.301,M,2017
terezina___pi,"03:1,51_a_2,00",141,1.024,1.203,1.237,1.943,1.233,5.341,555,1.232,M,2017
terezina___pi,"04:2,01_a_3,00",162,2.255,740,870,2.072,831,4.900,757,2.670,M,2017
terezina___pi,"05:3,01_a_4,00",175,1.245,165,228,773,240,3.012,591,2.249,M,2017
terezina___pi,"06:4,01_a_5,00",35,227,58,280,446,96,1.517,148,1.220,M,2017
terezina___pi,"07:5,01_a_7,00",14,411,51,237,438,107,1.490,161,2.197,M,2017
terezina___pi,"08:7,01_a_10,00",0,76,23,96,185,66,1.066,135,1.970,M,2017
terezina___pi,"09:10,01_a_15,00",0,54,14,19,44,34,747,107,1.351,M,2017
terezina___pi,"10:15,01_a_20,00",0,6,3,3,5,7,343,33,905,M,2017
terezina___pi,"11:mais_de_20,00",0,1,1,2,12,7,220,30,1.205,M,2017
fortaleza___ce,"00:ate_0,50",66,18,29,56,212,219,322,65,155,M,2017
fortaleza___ce,"01:0,51_a_1,00",296,764,615,1.842,4.609,2.614,5.917,418,664,M,2017
fortaleza___ce,"02:1,01_a_1,50",1.505,8.076,6.575,15.043,31.239,14.082,49.876,2.189,1.846,M,2017
fortaleza___ce,"03:1,51_a_2,00",642,4.586,2.692,4.764,8.479,3.627,17.921,1.324,1.897,M,2017
fortaleza___ce,"04:2,01_a_3,00",248,1.467,1.114,2.332,3.836,2.092,11.520,1.572,3.667,M,2017
fortaleza___ce,"05:3,01_a_4,00",60,524,546,1.058,6.780,1.879,7.889,1.125,4.045,M,2017
fortaleza___ce,"06:4,01_a_5,00",15,269,155,422,1.967,729,4.340,864,2.655,M,2017
fortaleza___ce,"07:5,01_a_7,00",8,338,100,493,1.492,699,4.371,1.059,5.048,M,2017
fortaleza___ce,"08:7,01_a_10,00",4,93,41,124,407,241,2.640,777,5.527,M,2017
fortaleza___ce,"09:10,01_a_15,00",2,52,11,28,177,68,1.484,691,4.450,M,2017
fortaleza___ce,"10:15,01_a_20,00",0,9,4,5,39,22,607,374,2.701,M,2017
fortaleza___ce,"11:mais_de_20,00",1,23,9,14,59,156,586,658,4.346,M,2017
natal___rn,"00:ate_0,50",2,5,5,29,15,190,119,21,78,M,2017
natal___rn,"01:0,51_a_1,00",74,300,342,489,598,1.670,1.643,138,372,M,2017
natal___rn,"02:1,01_a_1,50",812,4.226,4.246,7.404,8.481,6.600,21.749,613,840,M,2017
natal___rn,"03:1,51_a_2,00",138,935,1.751,2.861,2.530,1.915,8.192,382,1.027,M,2017
natal___rn,"04:2,01_a_3,00",68,582,1.478,2.259,1.598,1.988,9.075,547,3.400,M,2017
natal___rn,"05:3,01_a_4,00",14,177,782,2.489,869,579,4.637,410,2.333,M,2017
natal___rn,"06:4,01_a_5,00",2,74,208,699,597,212,2.168,230,1.602,M,2017
natal___rn,"07:5,01_a_7,00",2,94,161,351,395,250,1.881,283,1.628,M,2017
natal___rn,"08:7,01_a_10,00",0,57,68,177,428,170,1.296,210,1.716,M,2017
natal___rn,"09:10,01_a_15,00",4,29,27,66,151,91,785,213,2.322,M,2017
natal___rn,"10:15,01_a_20,00",0,2,6,2,35,20,305,92,1.345,M,2017
natal___rn,"11:mais_de_20,00",0,1,5,1,9,14,302,99,2.544,M,2017
joao_pessoa___pb,"00:ate_0,50",1,16,3,18,15,15,33,22,135,M,2017
joao_pessoa___pb,"01:0,51_a_1,00",216,1.133,453,554,4.479,404,1.263,87,356,M,2017
joao_pessoa___pb,"02:1,01_a_1,50",701,4.025,2.849,5.323,9.558,3.830,13.236,1.526,2.127,M,2017
joao_pessoa___pb,"03:1,51_a_2,00",129,1.667,1.080,1.679,4.070,1.333,6.270,751,1.431,M,2017
joao_pessoa___pb,"04:2,01_a_3,00",112,799,832,892,3.021,750,4.001,1.827,7.268,M,2017
joao_pessoa___pb,"05:3,01_a_4,00",6,261,147,223,1.153,194,1.601,934,2.647,M,2017
joao_pessoa___pb,"06:4,01_a_5,00",0,131,80,176,759,86,873,314,1.194,M,2017
joao_pessoa___pb,"07:5,01_a_7,00",1,106,61,227,1.460,63,1.170,302,1.326,M,2017
joao_pessoa___pb,"08:7,01_a_10,00",1,90,35,61,548,32,780,295,1.571,M,2017
joao_pessoa___pb,"09:10,01_a_15,00",0,88,12,4,287,15,229,136,1.341,M,2017
joao_pessoa___pb,"10:15,01_a_20,00",0,14,3,3,193,2,216,34,1.072,M,2017
joao_pessoa___pb,"11:mais_de_20,00",0,8,4,1,440,2,198,46,1.774,M,2017
recife___pe,"00:ate_0,50",7,78,75,56,43,75,132,24,143,M,2017
recife___pe,"01:0,51_a_1,00",158,441,369,950,2.350,1.157,2.352,195,518,M,2017
recife___pe,"02:1,01_a_1,50",1.052,6.226,7.217,12.325,21.863,10.572,39.134,1.826,1.580,M,2017
recife___pe,"03:1,51_a_2,00",466,3.298,3.839,5.606,9.759,3.645,16.291,1.185,1.370,M,2017
recife___pe,"04:2,01_a_3,00",522,1.302,2.180,2.989,9.652,2.913,15.668,1.931,3.087,M,2017
recife___pe,"05:3,01_a_4,00",154,422,2.262,1.576,5.458,3.627,12.046,1.756,2.936,M,2017
recife___pe,"06:4,01_a_5,00",14,113,356,567,2.501,689,5.287,1.369,3.546,M,2017
recife___pe,"07:5,01_a_7,00",6,131,288,375,1.985,710,5.331,1.439,5.775,M,2017
recife___pe,"08:7,01_a_10,00",0,46,75,319,683,359,3.674,959,5.347,M,2017
recife___pe,"09:10,01_a_15,00",1,26,32,69,349,133,1.938,690,5.213,M,2017
recife___pe,"10:15,01_a_20,00",0,1,10,20,64,45,663,334,3.268,M,2017
recife___pe,"11:mais_de_20,00",0,3,6,14,100,23,414,402,5.248,M,2017
maceio___al,"00:ate_0,50",20,163,8,14,70,33,37,16,68,M,2017
maceio___al,"01:0,51_a_1,00",246,849,262,426,830,470,901,90,238,M,2017
maceio___al,"02:1,01_a_1,50",1.219,5.126,3.349,5.289,7.561,5.414,12.380,1.359,666,M,2017
maceio___al,"03:1,51_a_2,00",382,2.403,1.423,2.001,2.753,2.457,5.440,912,1.203,M,2017
maceio___al,"04:2,01_a_3,00",135,1.759,965,1.320,1.986,1.495,4.526,1.151,1.444,M,2017
maceio___al,"05:3,01_a_4,00",12,427,355,573,1.237,1.712,1.499,2.936,1.335,M,2017
maceio___al,"06:4,01_a_5,00",4,154,144,221,479,586,850,1.131,1.223,M,2017
maceio___al,"07:5,01_a_7,00",2,85,130,317,397,519,959,1.545,1.811,M,2017
maceio___al,"08:7,01_a_10,00",0,40,52,285,201,274,779,410,1.740,M,2017
maceio___al,"09:10,01_a_15,00",0,10,14,34,50,161,437,282,1.613,M,2017
maceio___al,"10:15,01_a_20,00",0,1,5,1,18,33,256,127,1.044,M,2017
maceio___al,"11:mais_de_20,00",0,1,10,15,11,21,209,163,1.730,M,2017
aracaju___se,"00:ate_0,50",6,8,10,62,46,86,117,32,72,M,2017
aracaju___se,"01:0,51_a_1,00",165,879,784,1.280,1.202,692,1.537,147,387,M,2017
aracaju___se,"02:1,01_a_1,50",383,2.665,2.334,5.252,6.601,4.304,12.875,560,549,M,2017
aracaju___se,"03:1,51_a_2,00",62,885,696,2.687,3.038,1.431,5.397,337,547,M,2017
aracaju___se,"04:2,01_a_3,00",24,348,412,1.618,2.222,958,4.893,607,1.206,M,2017
aracaju___se,"05:3,01_a_4,00",2,101,135,442,553,330,4.972,839,2.145,M,2017
aracaju___se,"06:4,01_a_5,00",4,107,65,283,381,170,2.693,486,1.434,M,2017
aracaju___se,"07:5,01_a_7,00",8,109,67,179,238,169,2.023,416,1.868,M,2017
aracaju___se,"08:7,01_a_10,00",1,41,37,95,148,109,1.254,366,1.927,M,2017
aracaju___se,"09:10,01_a_15,00",0,16,14,23,49,93,711,198,1.606,M,2017
aracaju___se,"10:15,01_a_20,00",0,9,0,13,29,29,450,109,1.030,M,2017
aracaju___se,"11:mais_de_20,00",0,0,3,10,25,15,436,95,2.200,M,2017
salvador___ba,"00:ate_0,50",8,19,21,254,96,383,234,19,71,M,2017
salvador___ba,"01:0,51_a_1,00",101,490,446,1.172,1.443,1.823,4.558,276,465,M,2017
salvador___ba,"02:1,01_a_1,50",928,5.235,6.068,11.648,16.598,13.681,50.407,1.946,1.173,M,2017
salvador___ba,"03:1,51_a_2,00",385,3.047,3.423,6.195,8.396,5.595,26.842,1.603,1.779,M,2017
salvador___ba,"04:2,01_a_3,00",225,2.961,3.145,4.841,6.227,4.563,26.346,2.693,4.438,M,2017
salvador___ba,"05:3,01_a_4,00",29,745,1.032,1.932,2.755,2.068,15.496,1.919,4.382,M,2017
salvador___ba,"06:4,01_a_5,00",8,409,381,1.828,2.051,5.246,19.406,2.053,4.766,M,2017
salvador___ba,"07:5,01_a_7,00",2,367,287,1.211,1.328,1.326,10.035,1.414,6.860,M,2017
salvador___ba,"08:7,01_a_10,00",5,78,85,256,692,426,4.785,915,6.823,M,2017
salvador___ba,"09:10,01_a_15,00",1,39,44,157,306,172,2.708,634,6.792,M,2017
salvador___ba,"10:15,01_a_20,00",1,12,6,23,56,39,1.254,237,4.056,M,2017
salvador___ba,"11:mais_de_20,00",0,8,15,32,125,21,1.147,227,5.518,M,2017
belo_horizonte___mg,"00:ate_0,50",7,38,72,212,176,515,257,36,360,M,2017
belo_horizonte___mg,"01:0,51_a_1,00",120,620,1.422,3.407,2.363,2.812,2.993,242,773,M,2017
belo_horizonte___mg,"02:1,01_a_1,50",1.151,6.278,13.852,24.364,31.888,17.259,44.710,2.058,2.334,M,2017
belo_horizonte___mg,"03:1,51_a_2,00",634,7.099,12.175,18.081,23.297,9.686,30.994,1.926,4.028,M,2017
belo_horizonte___mg,"04:2,01_a_3,00",368,3.809,9.366,12.078,17.401,6.884,32.999,3.264,9.325,M,2017
belo_horizonte___mg,"05:3,01_a_4,00",78,1.222,4.545,5.952,7.347,2.837,26.376,2.241,8.895,M,2017
belo_horizonte___mg,"06:4,01_a_5,00",20,514,2.534,2.046,3.341,1.310,16.654,1.757,7.047,M,2017
belo_horizonte___mg,"07:5,01_a_7,00",17,2.336,8.208,2.378,3.751,2.012,20.881,1.989,10.228,M,2017
belo_horizonte___mg,"08:7,01_a_10,00",2,1.514,2.472,612,1.277,848,12.155,1.417,12.057,M,2017
belo_horizonte___mg,"09:10,01_a_15,00",2,47,483,234,836,588,8.027,1.163,12.343,M,2017
belo_horizonte___mg,"10:15,01_a_20,00",1,3,39,33,113,63,1.971,388,8.480,M,2017
belo_horizonte___mg,"11:mais_de_20,00",0,5,32,56,164,61,1.104,376,13.739,M,2017
vitoria___es,"00:ate_0,50",8,32,49,66,274,258,45,23,118,M,2017
vitoria___es,"01:0,51_a_1,00",44,181,131,201,928,868,382,73,295,M,2017
vitoria___es,"02:1,01_a_1,50",222,1.143,1.232,3.076,5.523,3.252,8.989,555,576,M,2017
vitoria___es,"03:1,51_a_2,00",131,883,1.187,2.165,3.432,1.704,5.885,538,687,M,2017
vitoria___es,"04:2,01_a_3,00",110,907,949,1.415,2.249,1.134,7.031,914,1.350,M,2017
vitoria___es,"05:3,01_a_4,00",9,3.705,288,381,744,387,3.314,531,1.518,M,2017
vitoria___es,"06:4,01_a_5,00",1,230,78,199,490,199,2.699,408,1.203,M,2017
vitoria___es,"07:5,01_a_7,00",3,1.451,136,184,395,234,3.078,546,2.672,M,2017
vitoria___es,"08:7,01_a_10,00",5,721,111,88,298,170,2.433,370,2.948,M,2017
vitoria___es,"09:10,01_a_15,00",5,367,131,30,168,125,1.299,243,4.077,M,2017
vitoria___es,"10:15,01_a_20,00",0,43,62,5,76,45,552,81,2.098,M,2017
vitoria___es,"11:mais_de_20,00",0,34,79,9,85,55,524,87,3.127,M,2017
rio_de_janeiro___rj,"00:ate_0,50",11,22,92,134,204,488,354,70,672,M,2017
rio_de_janeiro___rj,"01:0,51_a_1,00",64,386,660,1.897,2.735,4.875,6.539,757,2.274,M,2017
rio_de_janeiro___rj,"02:1,01_a_1,50",1.426,10.830,24.809,33.494,69.839,26.945,66.825,3.885,5.417,M,2017
rio_de_janeiro___rj,"03:1,51_a_2,00",1.571,11.570,20.690,27.976,51.012,18.640,56.905,4.417,5.085,M,2017
rio_de_janeiro___rj,"04:2,01_a_3,00",1.393,13.339,22.995,25.491,52.980,16.704,69.955,9.773,8.732,M,2017
rio_de_janeiro___rj,"05:3,01_a_4,00",486,5.056,10.547,10.617,26.251,7.659,37.260,8.066,10.741,M,2017
rio_de_janeiro___rj,"06:4,01_a_5,00",204,1.726,3.386,4.478,13.079,4.607,24.082,9.414,13.635,M,2017
rio_de_janeiro___rj,"07:5,01_a_7,00",156,1.157,2.380,3.398,9.994,7.075,26.065,8.999,31.127,M,2017
rio_de_janeiro___rj,"08:7,01_a_10,00",90,873,1.143,2.165,7.081,4.336,19.271,7.162,27.006,M,2017
rio_de_janeiro___rj,"09:10,01_a_15,00",51,690,472,839,2.362,1.617,11.233,4.385,26.839,M,2017
rio_de_janeiro___rj,"10:15,01_a_20,00",9,194,153,242,633,386,3.770,1.479,17.934,M,2017
rio_de_janeiro___rj,"11:mais_de_20,00",2,134,105,195,397,687,3.561,2.897,37.524,M,2017
sao_paulo___sp,"00:ate_0,50",3,42,78,210,2.367,636,1.086,262,1.661,M,2017
sao_paulo___sp,"01:0,51_a_1,00",63,439,848,1.833,4.183,7.485,9.897,1.393,4.994,M,2017
sao_paulo___sp,"02:1,01_a_1,50",757,5.643,9.892,16.387,29.175,20.545,57.689,4.663,6.655,M,2017
sao_paulo___sp,"03:1,51_a_2,00",2.039,16.428,32.553,46.644,87.462,45.919,141.052,9.205,9.637,M,2017
sao_paulo___sp,"04:2,01_a_3,00",2.595,26.827,45.873,64.259,116.253,46.053,179.620,16.732,22.995,M,2017
sao_paulo___sp,"05:3,01_a_4,00",994,11.425,20.755,27.229,47.747,22.846,108.113,16.017,25.721,M,2017
sao_paulo___sp,"06:4,01_a_5,00",426,5.752,10.774,14.940,24.947,14.365,65.812,12.297,28.239,M,2017
