capital,faixa_remuneracao_media_sm,total_pessoas,sexo,ano
boa_vista___rr,"05:3,01_a_4,00",2.192,M,2009
boa_vista___rr,"06:4,01_a_5,00",2.125,M,2009
boa_vista___rr,"07:5,01_a_7,00",4.296,M,2009
boa_vista___rr,"08:7,01_a_10,00",2.003,M,2009
boa_vista___rr,"09:10,01_a_15,00",1.082,M,2009
boa_vista___rr,"10:15,01_a_20,00",462,M,2009
boa_vista___rr,"11:mais_de_20,00",773,M,2009
belem___pa,"00:ate_0,50",1.039,M,2009
belem___pa,"01:0,51_a_1,00",9.410,M,2009
belem___pa,"02:1,01_a_1,50",64.650,M,2009
belem___pa,"03:1,51_a_2,00",35.376,M,2009
belem___pa,"04:2,01_a_3,00",34.300,M,2009
belem___pa,"05:3,01_a_4,00",19.490,M,2009
belem___pa,"06:4,01_a_5,00",10.134,M,2009
belem___pa,"07:5,01_a_7,00",13.542,M,2009
belem___pa,"08:7,01_a_10,00",9.002,M,2009
belem___pa,"09:10,01_a_15,00",5.280,M,2009
belem___pa,"10:15,01_a_20,00",2.378,M,2009
belem___pa,"11:mais_de_20,00",3.758,M,2009
macapa___ap,"00:ate_0,50",168,M,2009
macapa___ap,"01:0,51_a_1,00",2.189,M,2009
macapa___ap,"02:1,01_a_1,50",12.231,M,2009
macapa___ap,"03:1,51_a_2,00",6.936,M,2009
macapa___ap,"04:2,01_a_3,00",6.626,M,2009
macapa___ap,"05:3,01_a_4,00",2.689,M,2009
macapa___ap,"06:4,01_a_5,00",2.223,M,2009
macapa___ap,"07:5,01_a_7,00",7.247,M,2009
macapa___ap,"08:7,01_a_10,00",3.178,M,2009
macapa___ap,"09:10,01_a_15,00",1.660,M,2009
macapa___ap,"10:15,01_a_20,00",744,M,2009
macapa___ap,"11:mais_de_20,00",1.105,M,2009
palmas___to,"00:ate_0,50",109,M,2009
palmas___to,"01:0,51_a_1,00",2.397,M,2009
palmas___to,"02:1,01_a_1,50",13.358,M,2009
palmas___to,"03:1,51_a_2,00",8.921,M,2009
palmas___to,"04:2,01_a_3,00",7.958,M,2009
palmas___to,"05:3,01_a_4,00",6.674,M,2009
palmas___to,"06:4,01_a_5,00",3.818,M,2009
palmas___to,"07:5,01_a_7,00",4.939,M,2009
palmas___to,"08:7,01_a_10,00",3.014,M,2009
palmas___to,"09:10,01_a_15,00",1.519,M,2009
palmas___to,"10:15,01_a_20,00",1.232,M,2009
palmas___to,"11:mais_de_20,00",1.025,M,2009
sao_luiz___ma,"00:ate_0,50",456,M,2009
sao_luiz___ma,"01:0,51_a_1,00",7.778,M,2009
sao_luiz___ma,"02:1,01_a_1,50",61.100,M,2009
sao_luiz___ma,"03:1,51_a_2,00",21.441,M,2009
sao_luiz___ma,"04:2,01_a_3,00",20.752,M,2009
sao_luiz___ma,"05:3,01_a_4,00",12.405,M,2009
sao_luiz___ma,"06:4,01_a_5,00",9.557,M,2009
sao_luiz___ma,"07:5,01_a_7,00",9.785,M,2009
sao_luiz___ma,"08:7,01_a_10,00",6.098,M,2009
sao_luiz___ma,"09:10,01_a_15,00",3.492,M,2009
sao_luiz___ma,"10:15,01_a_20,00",2.053,M,2009
sao_luiz___ma,"11:mais_de_20,00",2.534,M,2009
terezina___pi,"00:ate_0,50",676,M,2009
terezina___pi,"01:0,51_a_1,00",8.265,M,2009
terezina___pi,"02:1,01_a_1,50",60.244,M,2009
terezina___pi,"03:1,51_a_2,00",18.191,M,2009
terezina___pi,"04:2,01_a_3,00",16.467,M,2009
terezina___pi,"05:3,01_a_4,00",10.311,M,2009
terezina___pi,"06:4,01_a_5,00",3.868,M,2009
terezina___pi,"07:5,01_a_7,00",5.704,M,2009
terezina___pi,"08:7,01_a_10,00",4.679,M,2009
terezina___pi,"09:10,01_a_15,00",3.368,M,2009
terezina___pi,"10:15,01_a_20,00",1.237,M,2009
terezina___pi,"11:mais_de_20,00",1.843,M,2009
fortaleza___ce,"00:ate_0,50",1.433,M,2009
fortaleza___ce,"01:0,51_a_1,00",26.125,M,2009
fortaleza___ce,"02:1,01_a_1,50",175.212,M,2009
fortaleza___ce,"03:1,51_a_2,00",52.620,M,2009
fortaleza___ce,"04:2,01_a_3,00",36.556,M,2009
fortaleza___ce,"05:3,01_a_4,00",21.122,M,2009
fortaleza___ce,"06:4,01_a_5,00",15.054,M,2009
fortaleza___ce,"07:5,01_a_7,00",15.371,M,2009
fortaleza___ce,"08:7,01_a_10,00",11.046,M,2009
fortaleza___ce,"09:10,01_a_15,00",8.344,M,2009
fortaleza___ce,"10:15,01_a_20,00",3.934,M,2009
fortaleza___ce,"11:mais_de_20,00",5.893,M,2009
natal___rn,"00:ate_0,50",543,M,2009
natal___rn,"01:0,51_a_1,00",4.976,M,2009
natal___rn,"02:1,01_a_1,50",68.360,M,2009
natal___rn,"03:1,51_a_2,00",23.645,M,2009
natal___rn,"04:2,01_a_3,00",20.495,M,2009
natal___rn,"05:3,01_a_4,00",14.940,M,2009
natal___rn,"06:4,01_a_5,00",5.431,M,2009
natal___rn,"07:5,01_a_7,00",6.229,M,2009
natal___rn,"08:7,01_a_10,00",5.073,M,2009
natal___rn,"09:10,01_a_15,00",4.008,M,2009
natal___rn,"10:15,01_a_20,00",2.032,M,2009
natal___rn,"11:mais_de_20,00",3.130,M,2009
joao_pessoa___pb,"00:ate_0,50",450,M,2009
joao_pessoa___pb,"01:0,51_a_1,00",12.988,M,2009
joao_pessoa___pb,"02:1,01_a_1,50",60.743,M,2009
joao_pessoa___pb,"03:1,51_a_2,00",21.684,M,2009
joao_pessoa___pb,"04:2,01_a_3,00",18.248,M,2009
joao_pessoa___pb,"05:3,01_a_4,00",7.216,M,2009
joao_pessoa___pb,"06:4,01_a_5,00",3.510,M,2009
joao_pessoa___pb,"07:5,01_a_7,00",4.979,M,2009
joao_pessoa___pb,"08:7,01_a_10,00",4.258,M,2009
joao_pessoa___pb,"09:10,01_a_15,00",2.895,M,2009
joao_pessoa___pb,"10:15,01_a_20,00",1.529,M,2009
joao_pessoa___pb,"11:mais_de_20,00",2.649,M,2009
recife___pe,"00:ate_0,50",1.047,M,2009
recife___pe,"01:0,51_a_1,00",10.163,M,2009
recife___pe,"02:1,01_a_1,50",132.766,M,2009
recife___pe,"03:1,51_a_2,00",61.189,M,2009
recife___pe,"04:2,01_a_3,00",50.242,M,2009
recife___pe,"05:3,01_a_4,00",31.671,M,2009
recife___pe,"06:4,01_a_5,00",12.725,M,2009
recife___pe,"07:5,01_a_7,00",18.411,M,2009
recife___pe,"08:7,01_a_10,00",13.797,M,2009
recife___pe,"09:10,01_a_15,00",9.810,M,2009
recife___pe,"10:15,01_a_20,00",4.172,M,2009
recife___pe,"11:mais_de_20,00",6.714,M,2009
maceio___al,"00:ate_0,50",466,M,2009
maceio___al,"01:0,51_a_1,00",5.078,M,2009
maceio___al,"02:1,01_a_1,50",54.207,M,2009
maceio___al,"03:1,51_a_2,00",20.162,M,2009
maceio___al,"04:2,01_a_3,00",15.848,M,2009
maceio___al,"05:3,01_a_4,00",6.749,M,2009
maceio___al,"06:4,01_a_5,00",6.996,M,2009
maceio___al,"07:5,01_a_7,00",7.985,M,2009
maceio___al,"08:7,01_a_10,00",5.285,M,2009
maceio___al,"09:10,01_a_15,00",2.704,M,2009
maceio___al,"10:15,01_a_20,00",1.398,M,2009
maceio___al,"11:mais_de_20,00",1.999,M,2009
aracaju___se,"00:ate_0,50",843,M,2009
aracaju___se,"01:0,51_a_1,00",8.045,M,2009
aracaju___se,"02:1,01_a_1,50",44.478,M,2009
aracaju___se,"03:1,51_a_2,00",15.525,M,2009
aracaju___se,"04:2,01_a_3,00",12.126,M,2009
aracaju___se,"05:3,01_a_4,00",6.073,M,2009
aracaju___se,"06:4,01_a_5,00",5.241,M,2009
aracaju___se,"07:5,01_a_7,00",8.089,M,2009
aracaju___se,"08:7,01_a_10,00",4.865,M,2009
aracaju___se,"09:10,01_a_15,00",2.747,M,2009
aracaju___se,"10:15,01_a_20,00",1.357,M,2009
aracaju___se,"11:mais_de_20,00",2.547,M,2009
salvador___ba,"00:ate_0,50",1.945,M,2009
salvador___ba,"01:0,51_a_1,00",12.348,M,2009
salvador___ba,"02:1,01_a_1,50",142.171,M,2009
salvador___ba,"03:1,51_a_2,00",70.664,M,2009
salvador___ba,"04:2,01_a_3,00",61.202,M,2009
salvador___ba,"05:3,01_a_4,00",35.160,M,2009
salvador___ba,"06:4,01_a_5,00",32.378,M,2009
salvador___ba,"07:5,01_a_7,00",24.936,M,2009
salvador___ba,"08:7,01_a_10,00",16.525,M,2009
salvador___ba,"09:10,01_a_15,00",11.021,M,2009
salvador___ba,"10:15,01_a_20,00",6.522,M,2009
salvador___ba,"11:mais_de_20,00",7.831,M,2009
belo_horizonte___mg,"00:ate_0,50",2.755,M,2009
belo_horizonte___mg,"01:0,51_a_1,00",18.788,M,2009
belo_horizonte___mg,"02:1,01_a_1,50",182.835,M,2009
belo_horizonte___mg,"03:1,51_a_2,00",116.588,M,2009
belo_horizonte___mg,"04:2,01_a_3,00",116.712,M,2009
belo_horizonte___mg,"05:3,01_a_4,00",74.468,M,2009
belo_horizonte___mg,"06:4,01_a_5,00",33.342,M,2009
belo_horizonte___mg,"07:5,01_a_7,00",49.881,M,2009
belo_horizonte___mg,"08:7,01_a_10,00",32.739,M,2009
belo_horizonte___mg,"09:10,01_a_15,00",23.328,M,2009
belo_horizonte___mg,"10:15,01_a_20,00",10.075,M,2009
belo_horizonte___mg,"11:mais_de_20,00",16.793,M,2009
vitoria___es,"00:ate_0,50",909,M,2009
vitoria___es,"01:0,51_a_1,00",2.752,M,2009
vitoria___es,"02:1,01_a_1,50",25.529,M,2009
vitoria___es,"03:1,51_a_2,00",17.901,M,2009
vitoria___es,"04:2,01_a_3,00",16.410,M,2009
vitoria___es,"05:3,01_a_4,00",10.702,M,2009
vitoria___es,"06:4,01_a_5,00",8.706,M,2009
vitoria___es,"07:5,01_a_7,00",11.090,M,2009
vitoria___es,"08:7,01_a_10,00",8.343,M,2009
vitoria___es,"09:10,01_a_15,00",6.576,M,2009
vitoria___es,"10:15,01_a_20,00",3.064,M,2009
vitoria___es,"11:mais_de_20,00",3.878,M,2009
rio_de_janeiro___rj,"00:ate_0,50",2.795,M,2009
rio_de_janeiro___rj,"01:0,51_a_1,00",19.594,M,2009
rio_de_janeiro___rj,"02:1,01_a_1,50",326.254,M,2009
rio_de_janeiro___rj,"03:1,51_a_2,00",236.592,M,2009
rio_de_janeiro___rj,"04:2,01_a_3,00",242.620,M,2009
rio_de_janeiro___rj,"05:3,01_a_4,00",121.850,M,2009
rio_de_janeiro___rj,"06:4,01_a_5,00",69.362,M,2009
rio_de_janeiro___rj,"07:5,01_a_7,00",92.610,M,2009
rio_de_janeiro___rj,"08:7,01_a_10,00",66.046,M,2009
rio_de_janeiro___rj,"09:10,01_a_15,00",52.698,M,2009
rio_de_janeiro___rj,"10:15,01_a_20,00",26.971,M,2009
rio_de_janeiro___rj,"11:mais_de_20,00",45.792,M,2009
sao_paulo___sp,"00:ate_0,50",6.972,M,2009
sao_paulo___sp,"01:0,51_a_1,00",40.303,M,2009
sao_paulo___sp,"02:1,01_a_1,50",266.838,M,2009
sao_paulo___sp,"03:1,51_a_2,00",538.512,M,2009
sao_paulo___sp,"04:2,01_a_3,00",566.027,M,2009
sao_paulo___sp,"05:3,01_a_4,00",278.178,M,2009
sao_paulo___sp,"06:4,01_a_5,00",181.667,M,2009
sao_paulo___sp,"07:5,01_a_7,00",231.297,M,2009
sao_paulo___sp,"08:7,01_a_10,00",141.560,M,2009
sao_paulo___sp,"09:10,01_a_15,00",103.120,M,2009
sao_paulo___sp,"10:15,01_a_20,00",52.515,M,2009
sao_paulo___sp,"11:mais_de_20,00",88.385,M,2009
curitiba___pr,"00:ate_0,50",716,M,2009
curitiba___pr,"01:0,51_a_1,00",7.091,M,2009
curitiba___pr,"02:1,01_a_1,50",68.644,M,2009
curitiba___pr,"03:1,51_a_2,00",72.922,M,2009
curitiba___pr,"04:2,01_a_3,00",95.298,M,2009
curitiba___pr,"05:3,01_a_4,00",49.373,M,2009
curitiba___pr,"06:4,01_a_5,00",37.504,M,2009
curitiba___pr,"07:5,01_a_7,00",32.657,M,2009
curitiba___pr,"08:7,01_a_10,00",22.259,M,2009
curitiba___pr,"09:10,01_a_15,00",16.549,M,2009
curitiba___pr,"10:15,01_a_20,00",8.060,M,2009
curitiba___pr,"11:mais_de_20,00",11.518,M,2009
florianopolis___sc,"00:ate_0,50",373,M,2009
florianopolis___sc,"01:0,51_a_1,00",1.982,M,2009
florianopolis___sc,"02:1,01_a_1,50",13.554,M,2009
florianopolis___sc,"03:1,51_a_2,00",21.363,M,2009
florianopolis___sc,"04:2,01_a_3,00",19.658,M,2009
florianopolis___sc,"05:3,01_a_4,00",18.466,M,2009
florianopolis___sc,"06:4,01_a_5,00",11.521,M,2009
florianopolis___sc,"07:5,01_a_7,00",11.195,M,2009
florianopolis___sc,"08:7,01_a_10,00",8.264,M,2009
florianopolis___sc,"09:10,01_a_15,00",7.528,M,2009
florianopolis___sc,"10:15,01_a_20,00",4.474,M,2009
florianopolis___sc,"11:mais_de_20,00",5.659,M,2009
porto_alegre___rs,"00:ate_0,50",1.306,M,2009
porto_alegre___rs,"01:0,51_a_1,00",6.824,M,2009
porto_alegre___rs,"02:1,01_a_1,50",61.603,M,2009
porto_alegre___rs,"03:1,51_a_2,00",63.203,M,2009
porto_alegre___rs,"04:2,01_a_3,00",74.599,M,2009
porto_alegre___rs,"05:3,01_a_4,00",37.701,M,2009
porto_alegre___rs,"06:4,01_a_5,00",19.906,M,2009
porto_alegre___rs,"07:5,01_a_7,00",26.102,M,2009
porto_alegre___rs,"08:7,01_a_10,00",19.429,M,2009
porto_alegre___rs,"09:10,01_a_15,00",15.389,M,2009
porto_alegre___rs,"10:15,01_a_20,00",8.167,M,2009
porto_alegre___rs,"11:mais_de_20,00",12.283,M,2009
campo_grande___ms,"00:ate_0,50",203,M,2009
campo_grande___ms,"01:0,51_a_1,00",3.076,M,2009
campo_grande___ms,"02:1,01_a_1,50",38.019,M,2009
campo_grande___ms,"03:1,51_a_2,00",24.468,M,2009
campo_grande___ms,"04:2,01_a_3,00",20.647,M,2009
campo_grande___ms,"05:3,01_a_4,00",11.854,M,2009
campo_grande___ms,"06:4,01_a_5,00",7.115,M,2009
campo_grande___ms,"07:5,01_a_7,00",9.503,M,2009
campo_grande___ms,"08:7,01_a_10,00",5.759,M,2009
campo_grande___ms,"09:10,01_a_15,00",3.774,M,2009
campo_grande___ms,"10:15,01_a_20,00",1.911,M,2009
campo_grande___ms,"11:mais_de_20,00",3.270,M,2009
cuiaba___mt,"00:ate_0,50",265,M,2009
cuiaba___mt,"01:0,51_a_1,00",2.329,M,2009
cuiaba___mt,"02:1,01_a_1,50",30.775,M,2009
cuiaba___mt,"03:1,51_a_2,00",20.724,M,2009
cuiaba___mt,"04:2,01_a_3,00",19.643,M,2009
cuiaba___mt,"05:3,01_a_4,00",10.413,M,2009
cuiaba___mt,"06:4,01_a_5,00",8.710,M,2009
cuiaba___mt,"07:5,01_a_7,00",8.254,M,2009
cuiaba___mt,"08:7,01_a_10,00",5.206,M,2009
cuiaba___mt,"09:10,01_a_15,00",3.779,M,2009
cuiaba___mt,"10:15,01_a_20,00",1.827,M,2009
cuiaba___mt,"11:mais_de_20,00",2.242,M,2009
goiania___go,"00:ate_0,50",2.496,M,2009
goiania___go,"01:0,51_a_1,00",13.256,M,2009
goiania___go,"02:1,01_a_1,50",84.042,M,2009
goiania___go,"03:1,51_a_2,00",48.915,M,2009
goiania___go,"04:2,01_a_3,00",42.031,M,2009
goiania___go,"05:3,01_a_4,00",19.775,M,2009
goiania___go,"06:4,01_a_5,00",12.314,M,2009
goiania___go,"07:5,01_a_7,00",24.793,M,2009
goiania___go,"08:7,01_a_10,00",11.972,M,2009
goiania___go,"09:10,01_a_15,00",6.325,M,2009
goiania___go,"10:15,01_a_20,00",2.960,M,2009
goiania___go,"11:mais_de_20,00",4.867,M,2009
brasilia___df,"00:ate_0,50",1.286,M,2009
brasilia___df,"01:0,51_a_1,00",11.871,M,2009
brasilia___df,"02:1,01_a_1,50",138.727,M,2009
brasilia___df,"03:1,51_a_2,00",82.089,M,2009
brasilia___df,"04:2,01_a_3,00",110.047,M,2009
brasilia___df,"05:3,01_a_4,00",49.231,M,2009
brasilia___df,"06:4,01_a_5,00",28.371,M,2009
brasilia___df,"07:5,01_a_7,00",54.627,M,2009
brasilia___df,"08:7,01_a_10,00",67.406,M,2009
brasilia___df,"09:10,01_a_15,00",54.795,M,2009
brasilia___df,"10:15,01_a_20,00",24.811,M,2009
brasilia___df,"11:mais_de_20,00",49.649,M,2009
porto_velho___ro,"00:ate_0,50",577,F,2021
porto_velho___ro,"01:0,51_a_1,00",3.316,F,2021
porto_velho___ro,"02:1,01_a_1,50",16.237,F,2021
porto_velho___ro,"03:1,51_a_2,00",8.004,F,2021
porto_velho___ro,"04:2,01_a_3,00",9.137,F,2021
porto_velho___ro,"05:3,01_a_4,00",3.683,F,2021
porto_velho___ro,"06:4,01_a_5,00",2.319,F,2021
porto_velho___ro,"07:5,01_a_7,00",2.844,F,2021
porto_velho___ro,"08:7,01_a_10,00",1.803,F,2021
porto_velho___ro,"09:10,01_a_15,00",1.349,F,2021
porto_velho___ro,"10:15,01_a_20,00",509,F,2021
porto_velho___ro,"11:mais_de_20,00",357,F,2021
rio_branco___ac,"00:ate_0,50",403,F,2021
rio_branco___ac,"01:0,51_a_1,00",3.726,F,2021
rio_branco___ac,"02:1,01_a_1,50",12.266,F,2021
rio_branco___ac,"03:1,51_a_2,00",5.716,F,2021
rio_branco___ac,"04:2,01_a_3,00",7.343,F,2021
rio_branco___ac,"05:3,01_a_4,00",7.482,F,2021
rio_branco___ac,"06:4,01_a_5,00",3.579,F,2021
rio_branco___ac,"07:5,01_a_7,00",3.897,F,2021
rio_branco___ac,"08:7,01_a_10,00",2.547,F,2021
rio_branco___ac,"09:10,01_a_15,00",1.225,F,2021
rio_branco___ac,"10:15,01_a_20,00",337,F,2021
rio_branco___ac,"11:mais_de_20,00",225,F,2021
manaus___am,"00:ate_0,50",3.219,F,2021
manaus___am,"01:0,51_a_1,00",15.335,F,2021
manaus___am,"02:1,01_a_1,50",66.071,F,2021
manaus___am,"03:1,51_a_2,00",43.061,F,2021
manaus___am,"04:2,01_a_3,00",38.295,F,2021
manaus___am,"05:3,01_a_4,00",14.025,F,2021
manaus___am,"06:4,01_a_5,00",12.516,F,2021
manaus___am,"07:5,01_a_7,00",11.297,F,2021
manaus___am,"08:7,01_a_10,00",7.063,F,2021
manaus___am,"09:10,01_a_15,00",3.757,F,2021
manaus___am,"10:15,01_a_20,00",1.829,F,2021
manaus___am,"11:mais_de_20,00",1.332,F,2021
boa_vista___rr,"00:ate_0,50",370,F,2021
boa_vista___rr,"01:0,51_a_1,00",3.814,F,2021
boa_vista___rr,"02:1,01_a_1,50",15.058,F,2021
boa_vista___rr,"03:1,51_a_2,00",4.963,F,2021
boa_vista___rr,"04:2,01_a_3,00",6.146,F,2021
boa_vista___rr,"05:3,01_a_4,00",5.437,F,2021
boa_vista___rr,"06:4,01_a_5,00",4.230,F,2021
boa_vista___rr,"07:5,01_a_7,00",3.218,F,2021
boa_vista___rr,"08:7,01_a_10,00",2.267,F,2021
boa_vista___rr,"09:10,01_a_15,00",1.265,F,2021
boa_vista___rr,"10:15,01_a_20,00",335,F,2021
boa_vista___rr,"11:mais_de_20,00",276,F,2021
belem___pa,"00:ate_0,50",2.205,F,2021
belem___pa,"01:0,51_a_1,00",9.877,F,2021
belem___pa,"02:1,01_a_1,50",52.866,F,2021
belem___pa,"03:1,51_a_2,00",24.103,F,2021
belem___pa,"04:2,01_a_3,00",19.191,F,2021
belem___pa,"05:3,01_a_4,00",15.454,F,2021
belem___pa,"06:4,01_a_5,00",10.198,F,2021
belem___pa,"07:5,01_a_7,00",14.878,F,2021
belem___pa,"08:7,01_a_10,00",8.588,F,2021
belem___pa,"09:10,01_a_15,00",4.601,F,2021
belem___pa,"10:15,01_a_20,00",1.895,F,2021
belem___pa,"11:mais_de_20,00",1.945,F,2021
macapa___ap,"00:ate_0,50",486,F,2021
macapa___ap,"01:0,51_a_1,00",4.165,F,2021
macapa___ap,"02:1,01_a_1,50",12.936,F,2021
macapa___ap,"03:1,51_a_2,00",4.905,F,2021
macapa___ap,"04:2,01_a_3,00",5.036,F,2021
macapa___ap,"05:3,01_a_4,00",4.244,F,2021
macapa___ap,"06:4,01_a_5,00",3.752,F,2021
macapa___ap,"07:5,01_a_7,00",6.534,F,2021
macapa___ap,"08:7,01_a_10,00",4.016,F,2021
macapa___ap,"09:10,01_a_15,00",1.216,F,2021
macapa___ap,"10:15,01_a_20,00",346,F,2021
macapa___ap,"11:mais_de_20,00",495,F,2021
palmas___to,"00:ate_0,50",690,F,2021
palmas___to,"01:0,51_a_1,00",7.500,F,2021
palmas___to,"02:1,01_a_1,50",17.359,F,2021
palmas___to,"03:1,51_a_2,00",6.945,F,2021
palmas___to,"04:2,01_a_3,00",9.530,F,2021
palmas___to,"05:3,01_a_4,00",7.320,F,2021
palmas___to,"06:4,01_a_5,00",5.352,F,2021
palmas___to,"07:5,01_a_7,00",5.156,F,2021
palmas___to,"08:7,01_a_10,00",2.699,F,2021
palmas___to,"09:10,01_a_15,00",2.060,F,2021
palmas___to,"10:15,01_a_20,00",733,F,2021
palmas___to,"11:mais_de_20,00",798,F,2021
sao_luiz___ma,"00:ate_0,50",1.395,F,2021
sao_luiz___ma,"01:0,51_a_1,00",14.358,F,2021
sao_luiz___ma,"02:1,01_a_1,50",59.516,F,2021
sao_luiz___ma,"03:1,51_a_2,00",20.693,F,2021
sao_luiz___ma,"04:2,01_a_3,00",19.716,F,2021
sao_luiz___ma,"05:3,01_a_4,00",15.502,F,2021
sao_luiz___ma,"06:4,01_a_5,00",10.205,F,2021
sao_luiz___ma,"07:5,01_a_7,00",8.115,F,2021
sao_luiz___ma,"08:7,01_a_10,00",5.316,F,2021
sao_luiz___ma,"09:10,01_a_15,00",2.395,F,2021
sao_luiz___ma,"10:15,01_a_20,00",1.221,F,2021
sao_luiz___ma,"11:mais_de_20,00",882,F,2021
terezina___pi,"00:ate_0,50",1.407,F,2021
terezina___pi,"01:0,51_a_1,00",14.308,F,2021
terezina___pi,"02:1,01_a_1,50",43.619,F,2021
terezina___pi,"03:1,51_a_2,00",14.305,F,2021
terezina___pi,"04:2,01_a_3,00",11.876,F,2021
terezina___pi,"05:3,01_a_4,00",11.134,F,2021
terezina___pi,"06:4,01_a_5,00",4.207,F,2021
terezina___pi,"07:5,01_a_7,00",4.994,F,2021
terezina___pi,"08:7,01_a_10,00",3.444,F,2021
terezina___pi,"09:10,01_a_15,00",2.602,F,2021
terezina___pi,"10:15,01_a_20,00",1.019,F,2021
terezina___pi,"11:mais_de_20,00",678,F,2021
fortaleza___ce,"00:ate_0,50",4.576,F,2021
fortaleza___ce,"01:0,51_a_1,00",38.969,F,2021
fortaleza___ce,"02:1,01_a_1,50",130.069,F,2021
fortaleza___ce,"03:1,51_a_2,00",41.816,F,2021
fortaleza___ce,"04:2,01_a_3,00",34.990,F,2021
fortaleza___ce,"05:3,01_a_4,00",20.301,F,2021
fortaleza___ce,"06:4,01_a_5,00",13.648,F,2021
fortaleza___ce,"07:5,01_a_7,00",16.276,F,2021
fortaleza___ce,"08:7,01_a_10,00",10.510,F,2021
fortaleza___ce,"09:10,01_a_15,00",6.259,F,2021
fortaleza___ce,"10:15,01_a_20,00",3.108,F,2021
fortaleza___ce,"11:mais_de_20,00",2.471,F,2021
natal___rn,"00:ate_0,50",2.359,F,2021
natal___rn,"01:0,51_a_1,00",13.129,F,2021
natal___rn,"02:1,01_a_1,50",45.687,F,2021
natal___rn,"03:1,51_a_2,00",14.453,F,2021
natal___rn,"04:2,01_a_3,00",17.743,F,2021
natal___rn,"05:3,01_a_4,00",11.339,F,2021
natal___rn,"06:4,01_a_5,00",6.548,F,2021
natal___rn,"07:5,01_a_7,00",5.957,F,2021
natal___rn,"08:7,01_a_10,00",3.239,F,2021
natal___rn,"09:10,01_a_15,00",2.996,F,2021
natal___rn,"10:15,01_a_20,00",1.542,F,2021
natal___rn,"11:mais_de_20,00",799,F,2021
joao_pessoa___pb,"00:ate_0,50",1.217,F,2021
joao_pessoa___pb,"01:0,51_a_1,00",17.087,F,2021
joao_pessoa___pb,"02:1,01_a_1,50",47.359,F,2021
joao_pessoa___pb,"03:1,51_a_2,00",14.224,F,2021
joao_pessoa___pb,"04:2,01_a_3,00",17.934,F,2021
joao_pessoa___pb,"05:3,01_a_4,00",7.787,F,2021
joao_pessoa___pb,"06:4,01_a_5,00",5.198,F,2021
joao_pessoa___pb,"07:5,01_a_7,00",4.439,F,2021
joao_pessoa___pb,"08:7,01_a_10,00",2.977,F,2021
joao_pessoa___pb,"09:10,01_a_15,00",2.336,F,2021
joao_pessoa___pb,"10:15,01_a_20,00",1.474,F,2021
joao_pessoa___pb,"11:mais_de_20,00",681,F,2021
recife___pe,"00:ate_0,50",4.176,F,2021
recife___pe,"01:0,51_a_1,00",23.341,F,2021
recife___pe,"02:1,01_a_1,50",98.043,F,2021
recife___pe,"03:1,51_a_2,00",45.832,F,2021
recife___pe,"04:2,01_a_3,00",42.789,F,2021
recife___pe,"05:3,01_a_4,00",21.624,F,2021
recife___pe,"06:4,01_a_5,00",13.903,F,2021
recife___pe,"07:5,01_a_7,00",16.612,F,2021
recife___pe,"08:7,01_a_10,00",13.582,F,2021
recife___pe,"09:10,01_a_15,00",8.122,F,2021
recife___pe,"10:15,01_a_20,00",3.218,F,2021
recife___pe,"11:mais_de_20,00",2.734,F,2021
maceio___al,"00:ate_0,50",1.729,F,2021
maceio___al,"01:0,51_a_1,00",15.194,F,2021
maceio___al,"02:1,01_a_1,50",39.771,F,2021
maceio___al,"03:1,51_a_2,00",15.318,F,2021
maceio___al,"04:2,01_a_3,00",13.281,F,2021
maceio___al,"05:3,01_a_4,00",6.975,F,2021
maceio___al,"06:4,01_a_5,00",5.197,F,2021
maceio___al,"07:5,01_a_7,00",4.791,F,2021
maceio___al,"08:7,01_a_10,00",2.569,F,2021
maceio___al,"09:10,01_a_15,00",1.859,F,2021
maceio___al,"10:15,01_a_20,00",678,F,2021
maceio___al,"11:mais_de_20,00",660,F,2021
aracaju___se,"00:ate_0,50",2.363,F,2021
aracaju___se,"01:0,51_a_1,00",10.885,F,2021
aracaju___se,"02:1,01_a_1,50",35.072,F,2021
aracaju___se,"03:1,51_a_2,00",12.179,F,2021
aracaju___se,"04:2,01_a_3,00",9.743,F,2021
aracaju___se,"05:3,01_a_4,00",5.871,F,2021
aracaju___se,"06:4,01_a_5,00",6.734,F,2021
aracaju___se,"07:5,01_a_7,00",4.679,F,2021
aracaju___se,"08:7,01_a_10,00",2.413,F,2021
aracaju___se,"09:10,01_a_15,00",1.434,F,2021
aracaju___se,"10:15,01_a_20,00",621,F,2021
aracaju___se,"11:mais_de_20,00",750,F,2021
salvador___ba,"00:ate_0,50",5.517,F,2021
salvador___ba,"01:0,51_a_1,00",43.941,F,2021
salvador___ba,"02:1,01_a_1,50",103.419,F,2021
salvador___ba,"03:1,51_a_2,00",41.344,F,2021
salvador___ba,"04:2,01_a_3,00",40.834,F,2021
salvador___ba,"05:3,01_a_4,00",24.210,F,2021
salvador___ba,"06:4,01_a_5,00",17.054,F,2021
salvador___ba,"07:5,01_a_7,00",21.340,F,2021
salvador___ba,"08:7,01_a_10,00",16.790,F,2021
salvador___ba,"09:10,01_a_15,00",9.700,F,2021
salvador___ba,"10:15,01_a_20,00",3.965,F,2021
