capital,faixa_remuneracao_media_sm,10 A 14,15 A 17,18 A 24,25 A 29,30 A 39,40 A 49,50 A 64,65 OU MAIS,sexo,ano
brasilia___df,"09:10,01_a_15,00",0,0,69,1.738,16.092,14.391,9.149,687,F,2017
brasilia___df,"10:15,01_a_20,00",0,0,7,283,4.265,4.808,3.998,315,F,2017
brasilia___df,"11:mais_de_20,00",0,0,15,321,5.337,6.668,6.058,615,F,2017
porto_velho___ro,"00:ate_0,50",8,223,123,20,43,21,45,9,M,2017
porto_velho___ro,"01:0,51_a_1,00",11,169,363,202,397,298,298,45,M,2017
porto_velho___ro,"02:1,01_a_1,50",0,48,4.901,3.372,5.108,3.034,2.275,335,M,2017
porto_velho___ro,"03:1,51_a_2,00",0,4,2.047,2.537,5.116,3.026,2.003,221,M,2017
porto_velho___ro,"04:2,01_a_3,00",0,0,1.181,2.456,6.742,4.059,2.566,268,M,2017
porto_velho___ro,"05:3,01_a_4,00",0,0,396,1.350,3.743,1.736,2.143,274,M,2017
porto_velho___ro,"06:4,01_a_5,00",0,0,84,461,2.006,1.382,966,136,M,2017
porto_velho___ro,"07:5,01_a_7,00",0,0,102,570,1.591,1.479,2.319,293,M,2017
porto_velho___ro,"08:7,01_a_10,00",0,0,32,237,1.086,915,1.496,198,M,2017
porto_velho___ro,"09:10,01_a_15,00",0,0,17,230,941,791,969,144,M,2017
porto_velho___ro,"10:15,01_a_20,00",0,0,2,27,238,346,684,71,M,2017
porto_velho___ro,"11:mais_de_20,00",0,0,6,31,301,347,733,96,M,2017
rio_branco___ac,"00:ate_0,50",5,110,88,5,9,5,3,0,M,2017
rio_branco___ac,"01:0,51_a_1,00",3,87,535,251,364,223,100,15,M,2017
rio_branco___ac,"02:1,01_a_1,50",0,14,3.845,3.109,4.649,2.352,1.472,133,M,2017
rio_branco___ac,"03:1,51_a_2,00",0,2,996,1.561,3.219,1.750,952,111,M,2017
rio_branco___ac,"04:2,01_a_3,00",0,0,493,1.207,3.160,2.110,1.516,204,M,2017
rio_branco___ac,"05:3,01_a_4,00",0,0,118,501,1.894,1.162,864,94,M,2017
rio_branco___ac,"06:4,01_a_5,00",0,0,106,523,1.384,786,706,53,M,2017
rio_branco___ac,"07:5,01_a_7,00",0,0,36,236,1.203,1.371,1.138,120,M,2017
rio_branco___ac,"08:7,01_a_10,00",0,0,9,99,575,595,470,69,M,2017
rio_branco___ac,"09:10,01_a_15,00",0,0,5,84,423,429,432,82,M,2017
rio_branco___ac,"10:15,01_a_20,00",0,0,2,7,135,203,268,59,M,2017
rio_branco___ac,"11:mais_de_20,00",0,0,0,11,173,217,245,44,M,2017
manaus___am,"00:ate_0,50",14,1.094,1.022,26,54,37,30,3,M,2017
manaus___am,"01:0,51_a_1,00",2,532,2.280,705,1.125,747,514,66,M,2017
manaus___am,"02:1,01_a_1,50",4,131,19.493,15.614,23.969,13.234,7.217,561,M,2017
manaus___am,"03:1,51_a_2,00",1,7,7.266,9.831,20.726,12.730,7.441,655,M,2017
manaus___am,"04:2,01_a_3,00",1,3,3.584,7.031,18.665,12.840,8.346,712,M,2017
manaus___am,"05:3,01_a_4,00",0,0,623,2.575,7.764,5.402,3.478,336,M,2017
manaus___am,"06:4,01_a_5,00",0,0,281,1.932,6.338,2.861,1.957,227,M,2017
manaus___am,"07:5,01_a_7,00",0,0,240,1.443,5.312,5.007,3.309,385,M,2017
manaus___am,"08:7,01_a_10,00",0,0,62,642,3.578,3.286,2.289,412,M,2017
manaus___am,"09:10,01_a_15,00",0,0,30,496,2.244,2.151,2.027,274,M,2017
manaus___am,"10:15,01_a_20,00",0,0,3,60,769,935,935,119,M,2017
manaus___am,"11:mais_de_20,00",0,0,2,43,620,1.028,1.479,185,M,2017
boa_vista___rr,"00:ate_0,50",3,123,99,7,13,33,16,3,M,2017
boa_vista___rr,"01:0,51_a_1,00",3,118,449,246,341,184,98,17,M,2017
boa_vista___rr,"02:1,01_a_1,50",0,18,3.825,2.947,4.569,2.145,1.102,101,M,2017
boa_vista___rr,"03:1,51_a_2,00",0,0,739,1.149,2.349,1.251,597,49,M,2017
boa_vista___rr,"04:2,01_a_3,00",0,0,582,966,2.322,1.536,775,85,M,2017
boa_vista___rr,"05:3,01_a_4,00",0,0,164,416,1.321,932,690,97,M,2017
boa_vista___rr,"06:4,01_a_5,00",0,0,64,277,779,567,369,35,M,2017
boa_vista___rr,"07:5,01_a_7,00",0,1,71,245,894,931,1.451,250,M,2017
boa_vista___rr,"08:7,01_a_10,00",0,0,21,90,701,886,578,61,M,2017
boa_vista___rr,"09:10,01_a_15,00",0,0,8,93,421,427,456,56,M,2017
boa_vista___rr,"10:15,01_a_20,00",0,0,1,10,141,214,247,28,M,2017
boa_vista___rr,"11:mais_de_20,00",0,0,1,9,134,284,291,34,M,2017
belem___pa,"00:ate_0,50",8,450,772,104,186,105,68,3,M,2017
belem___pa,"01:0,51_a_1,00",5,331,2.304,2.037,1.920,936,595,43,M,2017
belem___pa,"02:1,01_a_1,50",0,38,10.851,12.313,21.807,13.004,6.991,660,M,2017
belem___pa,"03:1,51_a_2,00",0,4,2.526,4.886,11.864,8.875,6.890,913,M,2017
belem___pa,"04:2,01_a_3,00",0,1,1.883,5.350,14.554,9.949,6.718,704,M,2017
belem___pa,"05:3,01_a_4,00",0,0,238,1.789,7.688,7.300,3.925,432,M,2017
belem___pa,"06:4,01_a_5,00",0,0,108,632,2.780,3.840,2.972,358,M,2017
belem___pa,"07:5,01_a_7,00",0,0,90,765,4.093,4.149,4.968,907,M,2017
belem___pa,"08:7,01_a_10,00",0,0,23,415,2.407,3.182,3.799,644,M,2017
belem___pa,"09:10,01_a_15,00",0,0,8,356,1.736,1.779,2.535,498,M,2017
belem___pa,"10:15,01_a_20,00",0,0,1,39,560,890,1.116,194,M,2017
belem___pa,"11:mais_de_20,00",0,0,0,52,536,823,1.632,369,M,2017
macapa___ap,"00:ate_0,50",5,146,163,22,39,81,123,14,M,2017
macapa___ap,"01:0,51_a_1,00",1,45,634,635,1.319,902,580,68,M,2017
macapa___ap,"02:1,01_a_1,50",0,4,3.413,3.695,6.320,3.595,1.766,126,M,2017
macapa___ap,"03:1,51_a_2,00",0,0,633,1.184,3.245,2.660,1.385,100,M,2017
macapa___ap,"04:2,01_a_3,00",0,0,325,1.034,3.323,2.390,1.262,115,M,2017
macapa___ap,"05:3,01_a_4,00",0,0,70,272,895,728,662,115,M,2017
macapa___ap,"06:4,01_a_5,00",0,0,33,111,428,392,336,50,M,2017
macapa___ap,"07:5,01_a_7,00",0,0,19,101,473,930,1.834,348,M,2017
macapa___ap,"08:7,01_a_10,00",0,0,16,105,445,620,677,119,M,2017
macapa___ap,"09:10,01_a_15,00",0,0,4,39,318,383,526,122,M,2017
macapa___ap,"10:15,01_a_20,00",0,0,0,8,95,175,375,44,M,2017
macapa___ap,"11:mais_de_20,00",0,0,0,14,135,178,344,57,M,2017
palmas___to,"00:ate_0,50",3,279,179,11,32,16,12,1,M,2017
palmas___to,"01:0,51_a_1,00",3,160,736,394,662,620,646,121,M,2017
palmas___to,"02:1,01_a_1,50",0,70,5.145,3.191,4.023,2.123,1.280,136,M,2017
palmas___to,"03:1,51_a_2,00",1,2,1.508,1.802,3.225,1.654,876,82,M,2017
palmas___to,"04:2,01_a_3,00",0,0,834,1.901,4.546,2.621,1.282,140,M,2017
palmas___to,"05:3,01_a_4,00",0,0,215,912,2.343,1.474,827,102,M,2017
palmas___to,"06:4,01_a_5,00",0,0,135,594,1.612,1.011,649,57,M,2017
palmas___to,"07:5,01_a_7,00",0,0,27,280,1.587,1.328,1.133,113,M,2017
palmas___to,"08:7,01_a_10,00",0,0,13,173,1.836,1.606,549,46,M,2017
palmas___to,"09:10,01_a_15,00",0,0,2,91,818,1.551,946,98,M,2017
palmas___to,"10:15,01_a_20,00",0,0,1,29,358,496,339,44,M,2017
palmas___to,"11:mais_de_20,00",0,0,0,11,188,577,785,104,M,2017
sao_luiz___ma,"00:ate_0,50",0,50,154,38,86,107,85,4,M,2017
sao_luiz___ma,"01:0,51_a_1,00",7,165,1.533,670,1.510,1.292,996,213,M,2017
sao_luiz___ma,"02:1,01_a_1,50",0,27,11.515,10.764,17.808,9.843,5.617,495,M,2017
sao_luiz___ma,"03:1,51_a_2,00",1,1,2.599,5.298,11.332,6.892,4.575,520,M,2017
sao_luiz___ma,"04:2,01_a_3,00",0,0,1.467,4.426,10.829,6.041,4.787,598,M,2017
sao_luiz___ma,"05:3,01_a_4,00",0,0,331,1.496,5.193,4.764,3.627,577,M,2017
sao_luiz___ma,"06:4,01_a_5,00",0,0,319,1.695,4.351,2.175,1.699,265,M,2017
sao_luiz___ma,"07:5,01_a_7,00",0,0,144,917,3.897,3.932,3.867,685,M,2017
sao_luiz___ma,"08:7,01_a_10,00",0,0,36,380,2.008,1.652,2.148,466,M,2017
sao_luiz___ma,"09:10,01_a_15,00",0,0,13,212,1.606,1.217,1.654,331,M,2017
sao_luiz___ma,"10:15,01_a_20,00",0,0,14,40,445,645,648,126,M,2017
sao_luiz___ma,"11:mais_de_20,00",0,0,4,47,429,595,876,211,M,2017
terezina___pi,"00:ate_0,50",4,192,191,48,117,115,89,3,M,2017
terezina___pi,"01:0,51_a_1,00",3,248,1.381,909,1.489,909,781,83,M,2017
terezina___pi,"02:1,01_a_1,50",0,49,12.410,11.792,21.856,12.364,7.775,877,M,2017
terezina___pi,"03:1,51_a_2,00",0,1,1.686,3.448,8.268,5.181,3.901,451,M,2017
terezina___pi,"04:2,01_a_3,00",0,0,656,2.166,6.146,4.061,3.921,579,M,2017
terezina___pi,"05:3,01_a_4,00",0,0,240,1.219,3.821,3.649,2.269,303,M,2017
terezina___pi,"06:4,01_a_5,00",0,0,114,514,1.632,1.510,1.721,175,M,2017
terezina___pi,"07:5,01_a_7,00",0,0,39,382,1.279,938,1.810,350,M,2017
terezina___pi,"08:7,01_a_10,00",0,0,10,299,1.684,1.231,2.560,412,M,2017
terezina___pi,"09:10,01_a_15,00",0,0,4,162,1.324,1.079,1.731,431,M,2017
terezina___pi,"10:15,01_a_20,00",0,0,1,22,387,542,861,230,M,2017
terezina___pi,"11:mais_de_20,00",0,0,3,20,329,415,760,173,M,2017
fortaleza___ce,"00:ate_0,50",4,256,1.258,540,1.127,496,291,24,M,2017
fortaleza___ce,"01:0,51_a_1,00",2,405,6.333,2.944,5.067,2.965,1.781,124,M,2017
fortaleza___ce,"02:1,01_a_1,50",0,84,35.088,33.393,55.658,34.416,23.005,1.975,M,2017
fortaleza___ce,"03:1,51_a_2,00",0,4,5.822,10.903,24.253,16.734,11.914,948,M,2017
fortaleza___ce,"04:2,01_a_3,00",0,2,2.729,8.054,19.518,12.800,9.340,895,M,2017
fortaleza___ce,"05:3,01_a_4,00",0,0,1.272,5.872,14.026,5.575,3.862,423,M,2017
fortaleza___ce,"06:4,01_a_5,00",0,0,218,1.438,5.650,6.601,3.376,326,M,2017
fortaleza___ce,"07:5,01_a_7,00",0,0,126,1.200,4.439,4.435,7.213,998,M,2017
fortaleza___ce,"08:7,01_a_10,00",0,0,35,660,3.337,2.499,3.241,648,M,2017
fortaleza___ce,"09:10,01_a_15,00",0,0,10,297,2.876,2.258,2.751,586,M,2017
fortaleza___ce,"10:15,01_a_20,00",0,0,3,74,1.001,1.496,1.968,314,M,2017
fortaleza___ce,"11:mais_de_20,00",0,0,10,51,777,1.283,2.740,391,M,2017
natal___rn,"00:ate_0,50",0,172,706,78,176,89,165,21,M,2017
natal___rn,"01:0,51_a_1,00",2,95,1.257,867,1.291,776,650,62,M,2017
natal___rn,"02:1,01_a_1,50",0,34,11.796,11.818,19.378,11.700,7.547,416,M,2017
natal___rn,"03:1,51_a_2,00",0,1,1.733,4.072,8.801,5.452,4.360,353,M,2017
natal___rn,"04:2,01_a_3,00",0,0,774,3.160,8.868,5.887,5.089,362,M,2017
natal___rn,"05:3,01_a_4,00",0,0,201,1.065,5.478,3.139,2.689,214,M,2017
natal___rn,"06:4,01_a_5,00",0,0,72,501,2.798,3.185,1.935,147,M,2017
natal___rn,"07:5,01_a_7,00",0,0,37,395,1.756,1.712,2.616,334,M,2017
natal___rn,"08:7,01_a_10,00",0,0,16,199,1.172,1.413,1.464,187,M,2017
natal___rn,"09:10,01_a_15,00",0,0,5,158,1.623,1.422,1.569,213,M,2017
natal___rn,"10:15,01_a_20,00",0,0,1,25,512,893,1.089,122,M,2017
natal___rn,"11:mais_de_20,00",0,0,0,6,310,627,1.217,163,M,2017
joao_pessoa___pb,"00:ate_0,50",0,36,187,66,189,94,102,15,M,2017
joao_pessoa___pb,"01:0,51_a_1,00",1,120,1.893,1.506,3.096,2.185,2.025,221,M,2017
joao_pessoa___pb,"02:1,01_a_1,50",1,48,10.009,10.311,18.618,12.264,8.951,597,M,2017
joao_pessoa___pb,"03:1,51_a_2,00",0,0,1.465,3.149,8.087,5.461,3.770,323,M,2017
joao_pessoa___pb,"04:2,01_a_3,00",0,0,746,2.659,10.421,6.307,5.025,437,M,2017
joao_pessoa___pb,"05:3,01_a_4,00",0,1,123,688,2.239,1.693,1.896,255,M,2017
joao_pessoa___pb,"06:4,01_a_5,00",0,0,65,376,1.264,887,1.058,173,M,2017
joao_pessoa___pb,"07:5,01_a_7,00",0,0,35,329,1.499,1.266,2.599,457,M,2017
joao_pessoa___pb,"08:7,01_a_10,00",0,0,12,209,1.152,951,1.511,313,M,2017
joao_pessoa___pb,"09:10,01_a_15,00",0,0,10,120,1.122,783,1.278,295,M,2017
joao_pessoa___pb,"10:15,01_a_20,00",0,0,3,6,337,609,931,130,M,2017
joao_pessoa___pb,"11:mais_de_20,00",0,0,0,8,181,428,954,237,M,2017
recife___pe,"00:ate_0,50",5,335,1.545,101,187,173,349,74,M,2017
recife___pe,"01:0,51_a_1,00",0,201,2.495,1.117,1.954,1.442,1.564,221,M,2017
recife___pe,"02:1,01_a_1,50",1,76,21.150,21.057,37.574,27.122,18.044,1.202,M,2017
recife___pe,"03:1,51_a_2,00",0,1,5.166,9.610,23.944,18.904,13.188,953,M,2017
recife___pe,"04:2,01_a_3,00",0,2,2.492,6.650,17.429,13.217,10.743,1.059,M,2017
recife___pe,"05:3,01_a_4,00",0,0,705,3.429,10.317,5.182,5.222,565,M,2017
recife___pe,"06:4,01_a_5,00",0,0,172,1.558,7.176,5.963,3.742,372,M,2017
recife___pe,"07:5,01_a_7,00",0,0,121,1.268,6.891,6.336,5.975,710,M,2017
recife___pe,"08:7,01_a_10,00",0,0,44,736,4.610,4.257,5.013,724,M,2017
recife___pe,"09:10,01_a_15,00",0,0,29,333,3.196,3.035,3.611,701,M,2017
recife___pe,"10:15,01_a_20,00",0,0,3,66,875,1.404,1.706,277,M,2017
recife___pe,"11:mais_de_20,00",0,0,3,39,765,1.564,2.542,450,M,2017
maceio___al,"00:ate_0,50",3,187,501,52,132,89,48,4,M,2017
maceio___al,"01:0,51_a_1,00",2,188,1.493,778,1.579,998,604,124,M,2017
maceio___al,"02:1,01_a_1,50",0,50,12.390,10.378,18.749,12.247,6.589,376,M,2017
maceio___al,"03:1,51_a_2,00",0,1,1.736,3.461,8.731,6.547,3.903,240,M,2017
maceio___al,"04:2,01_a_3,00",0,1,641,2.033,5.939,4.674,3.096,255,M,2017
maceio___al,"05:3,01_a_4,00",0,0,155,814,2.287,1.732,1.581,239,M,2017
maceio___al,"06:4,01_a_5,00",0,0,120,708,2.367,1.567,1.233,123,M,2017
maceio___al,"07:5,01_a_7,00",0,0,38,258,1.523,2.613,2.500,246,M,2017
maceio___al,"08:7,01_a_10,00",0,0,24,187,960,1.418,2.244,234,M,2017
maceio___al,"09:10,01_a_15,00",0,0,15,75,798,659,1.142,208,M,2017
maceio___al,"10:15,01_a_20,00",0,0,5,32,289,582,579,106,M,2017
maceio___al,"11:mais_de_20,00",0,0,1,3,222,435,881,147,M,2017
aracaju___se,"00:ate_0,50",9,291,549,70,139,91,92,8,M,2017
aracaju___se,"01:0,51_a_1,00",3,92,1.275,751,1.237,693,681,54,M,2017
aracaju___se,"02:1,01_a_1,50",0,25,9.031,8.340,14.087,8.276,4.401,243,M,2017
aracaju___se,"03:1,51_a_2,00",0,0,1.445,3.028,6.946,4.723,3.381,247,M,2017
aracaju___se,"04:2,01_a_3,00",0,1,544,1.765,5.263,3.781,3.299,278,M,2017
aracaju___se,"05:3,01_a_4,00",0,0,358,1.577,2.952,1.543,1.461,174,M,2017
aracaju___se,"06:4,01_a_5,00",0,0,34,445,3.021,1.595,1.101,101,M,2017
aracaju___se,"07:5,01_a_7,00",0,0,21,239,1.560,3.296,2.488,194,M,2017
aracaju___se,"08:7,01_a_10,00",0,0,16,158,887,1.428,1.283,154,M,2017
aracaju___se,"09:10,01_a_15,00",0,0,6,75,765,933,1.312,176,M,2017
aracaju___se,"10:15,01_a_20,00",0,0,1,33,378,525,462,61,M,2017
aracaju___se,"11:mais_de_20,00",0,0,0,11,251,521,1.024,120,M,2017
salvador___ba,"00:ate_0,50",10,567,1.673,84,248,179,121,10,M,2017
salvador___ba,"01:0,51_a_1,00",3,280,4.577,1.781,3.372,2.423,1.734,131,M,2017
salvador___ba,"02:1,01_a_1,50",0,93,24.488,21.650,42.412,26.122,15.724,966,M,2017
salvador___ba,"03:1,51_a_2,00",0,21,4.970,9.521,26.657,19.631,13.570,808,M,2017
salvador___ba,"04:2,01_a_3,00",0,9,2.025,6.350,20.860,15.398,11.787,982,M,2017
salvador___ba,"05:3,01_a_4,00",0,0,562,2.971,10.059,7.440,6.137,645,M,2017
salvador___ba,"06:4,01_a_5,00",0,0,289,2.624,12.371,8.071,4.041,477,M,2017
salvador___ba,"07:5,01_a_7,00",0,0,141,1.268,8.443,12.294,9.777,1.209,M,2017
salvador___ba,"08:7,01_a_10,00",0,0,67,629,3.855,4.976,5.549,745,M,2017
salvador___ba,"09:10,01_a_15,00",0,0,34,463,4.088,3.417,4.014,561,M,2017
salvador___ba,"10:15,01_a_20,00",0,0,10,71,1.201,1.778,2.282,363,M,2017
salvador___ba,"11:mais_de_20,00",0,0,15,56,787,1.742,3.535,627,M,2017
belo_horizonte___mg,"00:ate_0,50",50,2.648,1.339,184,403,223,181,28,M,2017
belo_horizonte___mg,"01:0,51_a_1,00",5,1.993,4.118,1.475,2.487,1.481,1.176,190,M,2017
belo_horizonte___mg,"02:1,01_a_1,50",0,556,38.921,24.150,34.045,21.659,18.031,1.964,M,2017
belo_horizonte___mg,"03:1,51_a_2,00",0,31,13.333,18.220,33.679,23.385,18.261,1.573,M,2017
belo_horizonte___mg,"04:2,01_a_3,00",0,13,5.989,16.247,41.035,29.097,21.058,1.561,M,2017
belo_horizonte___mg,"05:3,01_a_4,00",0,1,1.818,7.416,17.788,12.310,8.778,632,M,2017
belo_horizonte___mg,"06:4,01_a_5,00",0,1,2.075,9.254,20.730,9.896,5.925,427,M,2017
belo_horizonte___mg,"07:5,01_a_7,00",0,0,281,4.596,23.135,10.550,8.793,912,M,2017
belo_horizonte___mg,"08:7,01_a_10,00",0,0,96,1.708,11.380,16.607,7.076,677,M,2017
belo_horizonte___mg,"09:10,01_a_15,00",0,0,43,778,6.734,9.325,6.743,654,M,2017
belo_horizonte___mg,"10:15,01_a_20,00",0,0,11,94,2.557,3.891,3.427,376,M,2017
belo_horizonte___mg,"11:mais_de_20,00",0,0,34,72,1.627,4.282,6.575,752,M,2017
vitoria___es,"00:ate_0,50",28,758,96,29,53,47,54,5,M,2017
vitoria___es,"01:0,51_a_1,00",8,218,333,205,385,257,212,16,M,2017
vitoria___es,"02:1,01_a_1,50",0,22,4.722,3.372,4.857,2.910,2.370,256,M,2017
vitoria___es,"03:1,51_a_2,00",0,1,1.646,2.533,4.913,3.456,2.799,264,M,2017
vitoria___es,"04:2,01_a_3,00",0,1,943,2.914,7.665,4.994,3.443,264,M,2017
vitoria___es,"05:3,01_a_4,00",0,0,801,3.227,6.445,2.414,1.631,102,M,2017
vitoria___es,"06:4,01_a_5,00",0,0,59,822,3.325,2.095,1.187,115,M,2017
vitoria___es,"07:5,01_a_7,00",0,2,35,538,3.360,3.390,2.565,234,M,2017
vitoria___es,"08:7,01_a_10,00",0,0,23,267,2.149,2.390,2.208,231,M,2017
vitoria___es,"09:10,01_a_15,00",0,0,3,135,1.759,1.803,2.173,169,M,2017
vitoria___es,"10:15,01_a_20,00",0,0,2,60,670,914,987,115,M,2017
vitoria___es,"11:mais_de_20,00",0,0,1,11,498,755,1.350,218,M,2017
rio_de_janeiro___rj,"00:ate_0,50",2,94,582,727,1.873,724,451,47,M,2017
rio_de_janeiro___rj,"01:0,51_a_1,00",24,2.437,12.367,2.841,5.742,3.208,2.228,361,M,2017
rio_de_janeiro___rj,"02:1,01_a_1,50",1,401,62.303,47.536,69.937,45.389,40.955,4.831,M,2017
rio_de_janeiro___rj,"03:1,51_a_2,00",0,32,31.532,42.577,72.941,51.603,43.347,4.651,M,2017
rio_de_janeiro___rj,"04:2,01_a_3,00",0,32,14.713,33.964,86.854,66.323,54.473,5.593,M,2017
rio_de_janeiro___rj,"05:3,01_a_4,00",0,14,3.626,18.326,48.549,29.251,27.583,3.496,M,2017
rio_de_janeiro___rj,"06:4,01_a_5,00",0,1,1.367,6.719,24.601,17.873,14.726,1.920,M,2017
rio_de_janeiro___rj,"07:5,01_a_7,00",0,1,851,6.455,27.592,32.161,26.660,3.283,M,2017
rio_de_janeiro___rj,"08:7,01_a_10,00",0,0,447,4.428,20.265,22.145,19.536,2.385,M,2017
rio_de_janeiro___rj,"09:10,01_a_15,00",0,4,141,2.969,15.970,13.159,16.279,2.325,M,2017
rio_de_janeiro___rj,"10:15,01_a_20,00",0,0,43,765,7.402,7.920,8.437,1.214,M,2017
rio_de_janeiro___rj,"11:mais_de_20,00",0,0,77,453,7.855,11.238,14.565,2.312,M,2017
sao_paulo___sp,"00:ate_0,50",30,1.042,932,461,1.009,908,1.196,120,M,2017
sao_paulo___sp,"01:0,51_a_1,00",59,7.493,19.076,3.630,6.718,5.126,6.111,800,M,2017
sao_paulo___sp,"02:1,01_a_1,50",4,2.944,119.580,62.441,84.743,50.005,38.201,3.877,M,2017
sao_paulo___sp,"03:1,51_a_2,00",0,517,106.818,93.193,153.477,97.457,71.221,6.182,M,2017
sao_paulo___sp,"04:2,01_a_3,00",0,61,50.304,85.668,187.531,136.644,97.720,7.561,M,2017
sao_paulo___sp,"05:3,01_a_4,00",0,27,15.837,44.138,107.059,72.548,50.300,4.288,M,2017
sao_paulo___sp,"06:4,01_a_5,00",0,19,5.162,19.822,62.549,51.224,30.394,2.430,M,2017
sao_paulo___sp,"07:5,01_a_7,00",0,3,4.020,21.508,58.129,59.934,40.269,3.041,M,2017
sao_paulo___sp,"08:7,01_a_10,00",0,0,1.361,15.278,48.374,36.325,34.736,3.233,M,2017
sao_paulo___sp,"09:10,01_a_15,00",0,2,334,7.438,40.936,28.373,25.284,2.956,M,2017
sao_paulo___sp,"10:15,01_a_20,00",0,1,74,1.545,17.359,15.480,13.363,1.540,M,2017
sao_paulo___sp,"11:mais_de_20,00",0,2,65,1.093,18.470,24.604,22.530,3.094,M,2017
curitiba___pr,"00:ate_0,50",2,32,106,84,171,117,98,20,M,2017
curitiba___pr,"01:0,51_a_1,00",56,2.219,2.831,634,936,674,512,88,M,2017
curitiba___pr,"02:1,01_a_1,50",1,704,21.733,10.427,12.737,7.793,6.252,790,M,2017
curitiba___pr,"03:1,51_a_2,00",0,97,17.396,14.604,21.952,14.391,11.176,1.145,M,2017
curitiba___pr,"04:2,01_a_3,00",0,6,9.080,15.808,32.554,23.194,15.509,1.207,M,2017
curitiba___pr,"05:3,01_a_4,00",0,2,1.847,6.268,16.813,13.102,8.669,652,M,2017
curitiba___pr,"06:4,01_a_5,00",0,3,1.146,6.425,14.808,7.748,5.826,453,M,2017
curitiba___pr,"07:5,01_a_7,00",0,2,391,3.167,13.949,12.660,8.360,611,M,2017
curitiba___pr,"08:7,01_a_10,00",0,0,116,1.666,8.685,8.175,7.210,529,M,2017
curitiba___pr,"09:10,01_a_15,00",0,0,92,722,5.764,5.348,6.142,572,M,2017
curitiba___pr,"10:15,01_a_20,00",0,0,8,120,1.847,2.514,2.996,306,M,2017
curitiba___pr,"11:mais_de_20,00",0,0,23,109,1.710,3.131,4.273,632,M,2017
florianopolis___sc,"00:ate_0,50",0,27,22,21,59,45,41,5,M,2017
florianopolis___sc,"01:0,51_a_1,00",28,618,930,244,448,311,215,30,M,2017
florianopolis___sc,"02:1,01_a_1,50",0,152,4.553,2.377,3.017,1.710,1.218,157,M,2017
florianopolis___sc,"03:1,51_a_2,00",0,56,5.634,4.652,6.598,3.539,2.477,218,M,2017
florianopolis___sc,"04:2,01_a_3,00",0,8,2.694,4.528,8.785,5.630,3.723,284,M,2017
florianopolis___sc,"05:3,01_a_4,00",0,0,517,1.641,4.391,2.962,1.958,170,M,2017
florianopolis___sc,"06:4,01_a_5,00",0,0,298,2.843,4.950,2.011,1.607,153,M,2017
florianopolis___sc,"07:5,01_a_7,00",0,0,172,1.486,6.853,4.004,3.554,274,M,2017
florianopolis___sc,"08:7,01_a_10,00",0,0,35,717,4.430,5.253,3.948,279,M,2017
florianopolis___sc,"09:10,01_a_15,00",0,0,10,262,2.976,2.515,3.339,300,M,2017
florianopolis___sc,"10:15,01_a_20,00",0,0,3,82,1.148,1.489,1.872,161,M,2017
florianopolis___sc,"11:mais_de_20,00",0,0,6,56,943,1.571,2.707,350,M,2017
porto_alegre___rs,"00:ate_0,50",10,302,234,103,255,195,174,33,M,2017
porto_alegre___rs,"01:0,51_a_1,00",41,2.060,2.304,632,1.070,705,653,127,M,2017
porto_alegre___rs,"02:1,01_a_1,50",0,433,14.955,8.279,11.803,6.901,5.773,763,M,2017
porto_alegre___rs,"03:1,51_a_2,00",0,60,11.697,11.912,19.875,13.155,11.081,1.137,M,2017
porto_alegre___rs,"04:2,01_a_3,00",0,40,5.396,10.270,23.157,16.428,14.850,1.234,M,2017
porto_alegre___rs,"05:3,01_a_4,00",0,9,1.095,3.997,10.636,7.834,6.666,782,M,2017
porto_alegre___rs,"06:4,01_a_5,00",0,6,775,4.067,7.305,4.183,4.036,430,M,2017
porto_alegre___rs,"07:5,01_a_7,00",0,1,264,3.257,11.345,5.193,5.873,613,M,2017
porto_alegre___rs,"08:7,01_a_10,00",0,2,77,1.193,7.711,7.366,5.279,639,M,2017
porto_alegre___rs,"09:10,01_a_15,00",0,2,47,507,5.148,6.441,6.390,524,M,2017
porto_alegre___rs,"10:15,01_a_20,00",0,0,12,96,1.762,2.549,3.293,328,M,2017
porto_alegre___rs,"11:mais_de_20,00",0,0,40,109,1.581,2.989,4.169,752,M,2017
campo_grande___ms,"00:ate_0,50",7,261,74,35,63,59,31,1,M,2017
campo_grande___ms,"01:0,51_a_1,00",6,690,1.139,338,566,355,238,31,M,2017
campo_grande___ms,"02:1,01_a_1,50",0,454,10.281,6.766,9.272,5.578,4.212,377,M,2017
campo_grande___ms,"03:1,51_a_2,00",0,13,4.089,5.050,9.115,5.838,4.013,421,M,2017
campo_grande___ms,"04:2,01_a_3,00",0,0,1.856,3.926,9.002,5.863,4.052,357,M,2017
campo_grande___ms,"05:3,01_a_4,00",0,0,541,2.087,4.462,2.973,2.044,181,M,2017
campo_grande___ms,"06:4,01_a_5,00",0,0,145,947,3.363,1.921,1.468,102,M,2017
campo_grande___ms,"07:5,01_a_7,00",0,0,80,704,3.372,2.927,2.440,207,M,2017
campo_grande___ms,"08:7,01_a_10,00",0,0,35,377,1.939,2.299,1.607,124,M,2017
campo_grande___ms,"09:10,01_a_15,00",0,0,13,263,1.438,1.359,1.381,126,M,2017
campo_grande___ms,"10:15,01_a_20,00",0,0,0,43,478,752,716,75,M,2017
