;;Sexo Trabalhador
Capital; Faixa Remun Média (SM); 01:Masculino;02:Feminino;Total
;04:2,01 a 3,00;31.072;17.429;48.501
;05:3,01 a 4,00;18.489;18.954;37.443
;06:4,01 a 5,00;11.027;8.015;19.042
;07:5,01 a 7,00;11.266;8.167;19.433
;08:7,01 a 10,00;6.997;5.004;12.001
;09:10,01 a 15,00;5.378;2.933;8.311
;10:15,01 a 20,00;2.067;938;3.005
;11:Mais de 20,00;2.659;1.163;3.822
;{ñ class};1.926;615;2.541
221100:Terezina - PI;Total;160.489;112.233;272.722
;00:Até 0,50;743;479;1.222
;01:0,51 a 1,00;9.643;3.957;13.600
;02:1,01 a 1,50;72.160;51.324;123.484
;03:1,51 a 2,00;24.282;14.203;38.485
;04:2,01 a 3,00;18.966;13.013;31.979
;05:3,01 a 4,00;10.681;13.752;24.433
;06:4,01 a 5,00;3.849;3.969;7.818
;07:5,01 a 7,00;6.403;4.249;10.652
;08:7,01 a 10,00;5.464;3.185;8.649
;09:10,01 a 15,00;3.827;2.319;6.146
;10:15,01 a 20,00;1.575;716;2.291
;11:Mais de 20,00;1.561;688;2.249
;{ñ class};1.335;379;1.714
230440:Fortaleza - CE;Total;458.932;341.113;800.045
;00:Até 0,50;2.000;2.358;4.358
;01:0,51 a 1,00;26.398;22.316;48.714
;02:1,01 a 1,50;213.910;174.770;388.680
;03:1,51 a 2,00;71.273;33.958;105.231
;04:2,01 a 3,00;47.350;33.893;81.243
;05:3,01 a 4,00;20.002;19.064;39.066
;06:4,01 a 5,00;21.396;11.244;32.640
;07:5,01 a 7,00;20.786;18.538;39.324
;08:7,01 a 10,00;12.146;9.799;21.945
;09:10,01 a 15,00;9.781;7.037;16.818
;10:15,01 a 20,00;4.791;3.132;7.923
;11:Mais de 20,00;5.882;3.093;8.975
;{ñ class};3.217;1.911;5.128
240810:Natal - RN;Total;181.850;138.821;320.671
;00:Até 0,50;820;1.135;1.955
;01:0,51 a 1,00;6.716;7.021;13.737
;02:1,01 a 1,50;74.928;59.368;134.296
;03:1,51 a 2,00;28.018;16.525;44.543
;04:2,01 a 3,00;22.291;17.800;40.091
;05:3,01 a 4,00;17.545;13.693;31.238
;06:4,01 a 5,00;6.116;5.984;12.100
;07:5,01 a 7,00;7.807;5.716;13.523
;08:7,01 a 10,00;5.540;3.915;9.455
;09:10,01 a 15,00;4.759;3.188;7.947
;10:15,01 a 20,00;2.595;1.722;4.317
;11:Mais de 20,00;3.239;1.528;4.767
;{ñ class};1.476;1.226;2.702
250750:João Pessoa - PB;Total;169.686;123.534;293.220
;00:Até 0,50;535;485;1.020
;01:0,51 a 1,00;13.184;17.381;30.565
;02:1,01 a 1,50;73.052;49.731;122.783
;03:1,51 a 2,00;24.563;14.731;39.294
;04:2,01 a 3,00;22.873;16.895;39.768
;05:3,01 a 4,00;11.507;7.537;19.044
;06:4,01 a 5,00;4.314;3.467;7.781
;07:5,01 a 7,00;5.891;4.650;10.541
;08:7,01 a 10,00;4.712;3.095;7.807
;09:10,01 a 15,00;3.642;2.792;6.434
;10:15,01 a 20,00;1.823;1.138;2.961
;11:Mais de 20,00;2.261;1.027;3.288
;{ñ class};1.329;605;1.934
261160:Recife - PE;Total;421.082;315.633;736.715
;00:Até 0,50;1.886;2.447;4.333
;01:0,51 a 1,00;10.788;14.298;25.086
;02:1,01 a 1,50;147.703;118.232;265.935
;03:1,51 a 2,00;78.087;52.501;130.588
;04:2,01 a 3,00;60.075;39.627;99.702
;05:3,01 a 4,00;36.387;27.483;63.870
;06:4,01 a 5,00;18.255;14.070;32.325
;07:5,01 a 7,00;22.797;18.436;41.233
;08:7,01 a 10,00;16.782;12.706;29.488
;09:10,01 a 15,00;11.865;8.243;20.108
;10:15,01 a 20,00;4.863;2.780;7.643
;11:Mais de 20,00;6.228;3.043;9.271
;{ñ class};5.366;1.767;7.133
270430:Maceió - AL;Total;160.476;99.221;259.697
;00:Até 0,50;804;580;1.384
;01:0,51 a 1,00;7.699;5.251;12.950
;02:1,01 a 1,50;70.421;44.977;115.398
;03:1,51 a 2,00;26.406;12.605;39.011
;04:2,01 a 3,00;17.110;11.551;28.661
;05:3,01 a 4,00;9.905;5.630;15.535
;06:4,01 a 5,00;5.887;4.326;10.213
;07:5,01 a 7,00;7.680;5.956;13.636
;08:7,01 a 10,00;4.542;3.250;7.792
;09:10,01 a 15,00;3.023;1.867;4.890
;10:15,01 a 20,00;1.391;718;2.109
;11:Mais de 20,00;1.884;797;2.681
;{ñ class};3.724;1.713;5.437
280030:Aracaju - SE;Total;127.255;94.558;221.813
;00:Até 0,50;970;1.101;2.071
;01:0,51 a 1,00;8.546;6.149;14.695
;02:1,01 a 1,50;48.245;37.035;85.280
;03:1,51 a 2,00;21.001;11.507;32.508
;04:2,01 a 3,00;14.342;10.196;24.538
;05:3,01 a 4,00;6.357;6.490;12.847
;06:4,01 a 5,00;4.013;4.698;8.711
;07:5,01 a 7,00;7.582;7.401;14.983
;08:7,01 a 10,00;6.308;4.906;11.214
;09:10,01 a 15,00;3.750;2.335;6.085
;10:15,01 a 20,00;2.128;990;3.118
;11:Mais de 20,00;2.590;1.016;3.606
;{ñ class};1.423;734;2.157
292740:Salvador - BA;Total;475.763;364.537;840.300
;00:Até 0,50;2.363;2.104;4.467
;01:0,51 a 1,00;16.577;21.254;37.831
;02:1,01 a 1,50;154.006;134.307;288.313
;03:1,51 a 2,00;86.860;43.148;130.008
;04:2,01 a 3,00;68.967;41.037;110.004
;05:3,01 a 4,00;35.942;27.777;63.719
;06:4,01 a 5,00;33.776;23.328;57.104
;07:5,01 a 7,00;29.762;32.035;61.797
;08:7,01 a 10,00;16.429;19.635;36.064
;09:10,01 a 15,00;11.627;9.270;20.897
;10:15,01 a 20,00;5.922;3.632;9.554
;11:Mais de 20,00;7.689;4.118;11.807
;{ñ class};5.843;2.892;8.735
310620:Belo Horizonte - MG;Total;746.716;664.431;1.411.147
;00:Até 0,50;2.889;4.503;7.392
;01:0,51 a 1,00;19.921;30.403;50.324
;02:1,01 a 1,50;177.289;239.688;416.977
;03:1,51 a 2,00;138.828;86.298;225.126
;04:2,01 a 3,00;131.829;113.050;244.879
;05:3,01 a 4,00;77.057;54.597;131.654
;06:4,01 a 5,00;42.664;36.161;78.825
;07:5,01 a 7,00;54.503;40.659;95.162
;08:7,01 a 10,00;38.895;21.915;60.810
;09:10,01 a 15,00;25.910;15.847;41.757
;10:15,01 a 20,00;11.372;7.429;18.801
;11:Mais de 20,00;16.239;8.477;24.716
;{ñ class};9.320;5.404;14.724
320530:Vitória - ES;Total;125.304;111.560;236.864
;00:Até 0,50;1.454;1.491;2.945
;01:0,51 a 1,00;2.510;2.837;5.347
;02:1,01 a 1,50;23.296;36.078;59.374
;03:1,51 a 2,00;18.254;16.065;34.319
;04:2,01 a 3,00;18.501;13.585;32.086
;05:3,01 a 4,00;14.040;11.385;25.425
;06:4,01 a 5,00;9.355;7.646;17.001
;07:5,01 a 7,00;12.541;8.370;20.911
;08:7,01 a 10,00;9.530;5.918;15.448
;09:10,01 a 15,00;7.336;4.287;11.623
;10:15,01 a 20,00;3.105;1.479;4.584
;11:Mais de 20,00;3.500;1.295;4.795
;{ñ class};1.882;1.124;3.006
330455:Rio de Janeiro - RJ;Total;1.505.973;1.066.071;2.572.044
;00:Até 0,50;3.663;3.417;7.080
;01:0,51 a 1,00;27.020;28.216;55.236
;02:1,01 a 1,50;338.261;374.650;712.911
;03:1,51 a 2,00;296.523;167.552;464.075
;04:2,01 a 3,00;293.478;141.477;434.955
;05:3,01 a 4,00;132.948;76.529;209.477
;06:4,01 a 5,00;75.255;58.633;133.888
;07:5,01 a 7,00;97.567;72.720;170.287
;08:7,01 a 10,00;75.924;52.411;128.335
;09:10,01 a 15,00;57.765;40.057;97.822
;10:15,01 a 20,00;31.154;17.181;48.335
;11:Mais de 20,00;48.734;19.595;68.329
;{ñ class};27.681;13.633;41.314
355030:São Paulo - SP;Total;2.826.584;2.410.674;5.237.258
;00:Até 0,50;12.143;29.745;41.888
;01:0,51 a 1,00;43.575;69.503;113.078
;02:1,01 a 1,50;381.052;578.384;959.436
;03:1,51 a 2,00;602.391;447.744;1.050.135
;04:2,01 a 3,00;600.621;385.855;986.476
;05:3,01 a 4,00;300.077;229.307;529.384
;06:4,01 a 5,00;214.387;167.833;382.220
;07:5,01 a 7,00;222.479;189.686;412.165
;08:7,01 a 10,00;151.954;130.130;282.084
;09:10,01 a 15,00;114.507;88.522;203.029
;10:15,01 a 20,00;56.817;32.909;89.726
;11:Mais de 20,00;84.703;34.220;118.923
;{ñ class};41.878;26.836;68.714
410690:Curitiba - PR;Total;496.529;470.868;967.397
;00:Até 0,50;918;1.309;2.227
;01:0,51 a 1,00;8.153;13.200;21.353
;02:1,01 a 1,50;69.291;120.814;190.105
;03:1,51 a 2,00;87.029;87.067;174.096
;04:2,01 a 3,00;117.598;81.921;199.519
;05:3,01 a 4,00;56.660;56.726;113.386
;06:4,01 a 5,00;33.589;30.257;63.846
;07:5,01 a 7,00;46.471;31.603;78.074
;08:7,01 a 10,00;28.857;21.195;50.052
;09:10,01 a 15,00;20.381;10.918;31.299
;10:15,01 a 20,00;8.550;4.561;13.111
;11:Mais de 20,00;11.448;4.488;15.936
;{ñ class};7.584;6.809;14.393
420540:Florianópolis - SC;Total;136.601;134.108;270.709
;00:Até 0,50;304;302;606
;01:0,51 a 1,00;2.267;5.352;7.619
;02:1,01 a 1,50;15.029;26.440;41.469
;03:1,51 a 2,00;22.033;23.313;45.346
;04:2,01 a 3,00;23.366;18.667;42.033
;05:3,01 a 4,00;17.942;9.935;27.877
;06:4,01 a 5,00;12.295;9.440;21.735
;07:5,01 a 7,00;13.101;17.491;30.592
;08:7,01 a 10,00;9.147;9.449;18.596
;09:10,01 a 15,00;8.302;6.040;14.342
;10:15,01 a 20,00;4.890;2.383;7.273
;11:Mais de 20,00;5.408;2.285;7.693
;{ñ class};2.517;3.011;5.528
431490:Porto Alegre - RS;Total;383.337;383.791;767.128
;00:Até 0,50;1.470;1.863;3.333
;01:0,51 a 1,00;10.093;16.302;26.395
;02:1,01 a 1,50;63.255;99.867;163.122
;03:1,51 a 2,00;71.864;67.748;139.612
;04:2,01 a 3,00;79.249;76.152;155.401
;05:3,01 a 4,00;39.359;32.112;71.471
;06:4,01 a 5,00;22.434;18.882;41.316
;07:5,01 a 7,00;28.602;21.702;50.304
;08:7,01 a 10,00;22.051;17.967;40.018
;09:10,01 a 15,00;17.073;13.114;30.187
;10:15,01 a 20,00;8.756;5.825;14.581
;11:Mais de 20,00;11.124;5.852;16.976
;{ñ class};8.007;6.405;14.412
500270:Campo Grande - MS;Total;147.246;118.582;265.828
;00:Até 0,50;257;414;671
;01:0,51 a 1,00;4.023;4.994;9.017
;02:1,01 a 1,50;41.680;46.826;88.506
;03:1,51 a 2,00;29.667;17.668;47.335
;04:2,01 a 3,00;25.078;13.163;38.241
;05:3,01 a 4,00;13.050;9.274;22.324
;06:4,01 a 5,00;6.352;6.216;12.568
;07:5,01 a 7,00;9.583;6.684;16.267
;08:7,01 a 10,00;6.305;5.995;12.300
;09:10,01 a 15,00;4.131;3.302;7.433
;10:15,01 a 20,00;1.861;1.102;2.963
;11:Mais de 20,00;3.068;1.162;4.230
;{ñ class};2.191;1.782;3.973
510340:Cuiabá - MT;Total;137.404;105.056;242.460
;00:Até 0,50;510;611;1.121
;01:0,51 a 1,00;3.154;4.445;7.599
;02:1,01 a 1,50;31.281;32.958;64.239
;03:1,51 a 2,00;26.987;14.604;41.591
;04:2,01 a 3,00;23.582;12.924;36.506
;05:3,01 a 4,00;13.772;9.910;23.682
;06:4,01 a 5,00;8.924;6.816;15.740
;07:5,01 a 7,00;11.283;9.567;20.850
;08:7,01 a 10,00;6.583;5.826;12.409
;09:10,01 a 15,00;4.822;3.793;8.615
;10:15,01 a 20,00;2.213;1.431;3.644
;11:Mais de 20,00;2.809;1.359;4.168
;{ñ class};1.484;812;2.296
520870:Goiânia - GO;Total;327.899;278.672;606.571
;00:Até 0,50;2.329;2.428;4.757
;01:0,51 a 1,00;14.049;17.253;31.302
;02:1,01 a 1,50;88.551;96.924;185.475
;03:1,51 a 2,00;64.676;40.331;105.007
;04:2,01 a 3,00;58.610;34.801;93.411
;05:3,01 a 4,00;24.383;19.463;43.846
;06:4,01 a 5,00;14.465;16.937;31.402
;07:5,01 a 7,00;26.785;26.617;53.402
;08:7,01 a 10,00;14.000;11.355;25.355
;09:10,01 a 15,00;8.386;6.718;15.104
;10:15,01 a 20,00;3.833;2.123;5.956
;11:Mais de 20,00;4.670;1.912;6.582
;{ñ class};3.162;1.810;4.972
530010:Brasília - DF;Total;741.754;439.895;1.181.649
;00:Até 0,50;2.380;1.864;4.244
;01:0,51 a 1,00;13.335;10.153;23.488
;02:1,01 a 1,50;150.190;135.740;285.930
;03:1,51 a 2,00;112.513;47.577;160.090
;04:2,01 a 3,00;106.132;37.881;144.013
;05:3,01 a 4,00;59.566;24.604;84.170
;06:4,01 a 5,00;30.720;19.715;50.435
;07:5,01 a 7,00;63.911;35.718;99.629
;08:7,01 a 10,00;68.036;38.144;106.180
;09:10,01 a 15,00;57.123;46.595;103.718
;10:15,01 a 20,00;28.395;15.268;43.663
;11:Mais de 20,00;41.105;22.114;63.219
;{ñ class};8.348;4.522;12.870
{ñ class};Total;16.494.992;11.572.785;28.067.777
;00:Até 0,50;53.003;64.551;117.554
;01:0,51 a 1,00;690.654;756.009;1.446.663
;02:1,01 a 1,50;4.534.268;4.995.305;9.529.573
;03:1,51 a 2,00;3.621.896;2.232.348;5.854.244
;04:2,01 a 3,00;3.494.106;1.592.193;5.086.299
;05:3,01 a 4,00;1.478.646;704.688;2.183.334
;06:4,01 a 5,00;729.569;372.030;1.101.599
;07:5,01 a 7,00;681.974;348.013;1.029.987
;08:7,01 a 10,00;423.823;187.621;611.444
;09:10,01 a 15,00;273.552;106.853;380.405
;10:15,01 a 20,00;111.990;34.058;146.048
;11:Mais de 20,00;115.718;20.988;136.706
;{ñ class};285.793;158.128;443.921
Total;Total;27.302.180;20.156.532;47.458.712
;00:Até 0,50;96.497;127.739;224.236
;01:0,51 a 1,00;973.425;1.092.612;2.066.037
;02:1,01 a 1,50;7.075.096;7.727.089;14.802.185
;03:1,51 a 2,00;5.650.027;3.558.448;9.208.475
;04:2,01 a 3,00;5.432.243;2.823.667;8.255.910
;05:3,01 a 4,00;2.471.200;1.433.488;3.904.688
;06:4,01 a 5,00;1.354.516;873.360;2.227.876
;07:5,01 a 7,00;1.450.629;969.095;2.419.724
;08:7,01 a 10,00;974.423;606.219;1.580.642
;09:10,01 a 15,00;682.851;404.197;1.087.048
;10:15,01 a 20,00;311.236;147.583;458.819
;11:Mais de 20,00;396.896;147.111;544.007
;{ñ class};433.141;245.924;679.065

Seleções vigentes
Variável;Critério;Valor
Ano;igual a;2012
Vínculo Ativo 31/12;igual a;Sim
