;;Sexo Trabalhador
Capital; Faixa Remun Média (SM); 01:Masculino;02:Feminino;Total
330455:Rio de Janeiro - RJ;Total;1.281.857;892.711;2.174.568
;00:Até 0,50;2.980;2.964;5.944
;01:0,51 a 1,00;22.920;25.038;47.958
;02:1,01 a 1,50;279.429;266.648;546.077
;03:1,51 a 2,00;223.610;132.525;356.135
;04:2,01 a 3,00;236.296;114.808;351.104
;05:3,01 a 4,00;127.147;79.566;206.713
;06:4,01 a 5,00;77.246;72.716;149.962
;07:5,01 a 7,00;99.669;67.469;167.138
;08:7,01 a 10,00;70.806;47.473;118.279
;09:10,01 a 15,00;49.639;33.386;83.025
;10:15,01 a 20,00;27.228;15.936;43.164
;11:Mais de 20,00;45.214;20.684;65.898
;{ñ class};19.673;13.498;33.171
355030:São Paulo - SP;Total;2.314.670;1.891.501;4.206.171
;00:Até 0,50;7.372;14.712;22.084
;01:0,51 a 1,00;37.130;77.579;114.709
;02:1,01 a 1,50;189.830;270.198;460.028
;03:1,51 a 2,00;453.619;396.788;850.407
;04:2,01 a 3,00;543.957;329.173;873.130
;05:3,01 a 4,00;281.890;183.504;465.394
;06:4,01 a 5,00;185.983;151.827;337.810
;07:5,01 a 7,00;201.451;178.433;379.884
;08:7,01 a 10,00;138.277;117.418;255.695
;09:10,01 a 15,00;96.750;77.095;173.845
;10:15,01 a 20,00;51.567;32.391;83.958
;11:Mais de 20,00;91.309;37.022;128.331
;{ñ class};35.535;25.361;60.896
410690:Curitiba - PR;Total;390.363;348.078;738.441
;00:Até 0,50;624;825;1.449
;01:0,51 a 1,00;5.776;9.955;15.731
;02:1,01 a 1,50;59.523;91.402;150.925
;03:1,51 a 2,00;61.832;59.700;121.532
;04:2,01 a 3,00;84.837;59.946;144.783
;05:3,01 a 4,00;43.056;39.277;82.333
;06:4,01 a 5,00;32.314;22.909;55.223
;07:5,01 a 7,00;37.389;25.483;62.872
;08:7,01 a 10,00;22.477;16.863;39.340
;09:10,01 a 15,00;16.857;9.011;25.868
;10:15,01 a 20,00;8.897;4.041;12.938
;11:Mais de 20,00;11.687;4.179;15.866
;{ñ class};5.094;4.487;9.581
420540:Florianópolis - SC;Total;119.875;116.165;236.040
;00:Até 0,50;340;416;756
;01:0,51 a 1,00;2.018;3.838;5.856
;02:1,01 a 1,50;12.124;18.503;30.627
;03:1,51 a 2,00;18.313;21.571;39.884
;04:2,01 a 3,00;19.947;18.369;38.316
;05:3,01 a 4,00;12.003;11.229;23.232
;06:4,01 a 5,00;14.263;10.888;25.151
;07:5,01 a 7,00;13.437;13.379;26.816
;08:7,01 a 10,00;8.716;6.806;15.522
;09:10,01 a 15,00;6.446;4.080;10.526
;10:15,01 a 20,00;4.626;2.081;6.707
;11:Mais de 20,00;5.660;2.111;7.771
;{ñ class};1.982;2.894;4.876
431490:Porto Alegre - RS;Total;331.605;322.665;654.270
;00:Até 0,50;1.095;1.375;2.470
;01:0,51 a 1,00;7.319;10.124;17.443
;02:1,01 a 1,50;45.137;61.358;106.495
;03:1,51 a 2,00;55.429;59.588;115.017
;04:2,01 a 3,00;69.210;70.245;139.455
;05:3,01 a 4,00;38.547;30.760;69.307
;06:4,01 a 5,00;21.758;18.190;39.948
;07:5,01 a 7,00;26.221;22.122;48.343
;08:7,01 a 10,00;21.489;18.334;39.823
;09:10,01 a 15,00;17.622;13.374;30.996
;10:15,01 a 20,00;9.685;6.397;16.082
;11:Mais de 20,00;13.955;7.374;21.329
;{ñ class};4.138;3.424;7.562
500270:Campo Grande - MS;Total;121.398;94.460;215.858
;00:Até 0,50;187;271;458
;01:0,51 a 1,00;2.443;2.988;5.431
;02:1,01 a 1,50;34.129;31.582;65.711
;03:1,51 a 2,00;22.749;14.457;37.206
;04:2,01 a 3,00;20.372;14.116;34.488
;05:3,01 a 4,00;11.032;8.242;19.274
;06:4,01 a 5,00;6.806;5.655;12.461
;07:5,01 a 7,00;8.154;6.365;14.519
;08:7,01 a 10,00;5.748;5.020;10.768
;09:10,01 a 15,00;3.194;2.280;5.474
;10:15,01 a 20,00;2.040;1.045;3.085
;11:Mais de 20,00;3.265;1.174;4.439
;{ñ class};1.279;1.265;2.544
510340:Cuiabá - MT;Total;111.241;94.449;205.690
;00:Até 0,50;730;1.196;1.926
;01:0,51 a 1,00;3.443;5.001;8.444
;02:1,01 a 1,50;29.277;27.747;57.024
;03:1,51 a 2,00;19.186;11.693;30.879
;04:2,01 a 3,00;18.743;14.134;32.877
;05:3,01 a 4,00;9.923;8.989;18.912
;06:4,01 a 5,00;7.601;7.697;15.298
;07:5,01 a 7,00;8.480;8.457;16.937
;08:7,01 a 10,00;4.921;3.828;8.749
;09:10,01 a 15,00;3.475;2.610;6.085
;10:15,01 a 20,00;1.849;1.111;2.960
;11:Mais de 20,00;2.366;1.048;3.414
;{ñ class};1.247;938;2.185
520870:Goiânia - GO;Total;247.682;203.161;450.843
;00:Até 0,50;1.976;1.974;3.950
;01:0,51 a 1,00;11.355;9.960;21.315
;02:1,01 a 1,50;70.379;67.369;137.748
;03:1,51 a 2,00;43.310;27.098;70.408
;04:2,01 a 3,00;37.527;25.471;62.998
;05:3,01 a 4,00;18.690;18.076;36.766
;06:4,01 a 5,00;12.014;16.308;28.322
;07:5,01 a 7,00;23.213;18.779;41.992
;08:7,01 a 10,00;12.800;9.109;21.909
;09:10,01 a 15,00;6.351;4.256;10.607
;10:15,01 a 20,00;2.954;1.666;4.620
;11:Mais de 20,00;5.412;2.020;7.432
;{ñ class};1.701;1.075;2.776
530010:Brasília - DF;Total;603.051;341.613;944.664
;00:Até 0,50;782;940;1.722
;01:0,51 a 1,00;8.325;6.286;14.611
;02:1,01 a 1,50;113.856;84.461;198.317
;03:1,51 a 2,00;73.993;38.724;112.717
;04:2,01 a 3,00;87.351;32.885;120.236
;05:3,01 a 4,00;51.276;17.020;68.296
;06:4,01 a 5,00;23.318;15.503;38.821
;07:5,01 a 7,00;55.014;31.145;86.159
;08:7,01 a 10,00;67.069;33.613;100.682
;09:10,01 a 15,00;49.271;41.439;90.710
;10:15,01 a 20,00;22.780;13.284;36.064
;11:Mais de 20,00;44.729;23.329;68.058
;{ñ class};5.287;2.984;8.271
{ñ class};Total;13.561.967;8.552.583;22.114.550
;00:Até 0,50;37.694;46.946;84.640
;01:0,51 a 1,00;630.468;636.748;1.267.216
;02:1,01 a 1,50;3.682.759;3.513.645;7.196.404
;03:1,51 a 2,00;2.821.990;1.664.830;4.486.820
;04:2,01 a 3,00;2.800.186;1.197.615;3.997.801
;05:3,01 a 4,00;1.226.772;510.631;1.737.403
;06:4,01 a 5,00;630.070;275.128;905.198
;07:5,01 a 7,00;614.081;277.965;892.046
;08:7,01 a 10,00;412.915;173.037;585.952
;09:10,01 a 15,00;259.529;91.970;351.499
;10:15,01 a 20,00;111.519;33.991;145.510
;11:Mais de 20,00;123.466;21.867;145.333
;{ñ class};210.518;108.210;318.728
Total;Total;22.246.439;15.360.991;37.607.430
;00:Até 0,50;65.134;83.186;148.320
;01:0,51 a 1,00;847.590;906.354;1.753.944
;02:1,01 a 1,50;5.537.107;5.322.217;10.859.324
;03:1,51 a 2,00;4.303.926;2.746.547;7.050.473
;04:2,01 a 3,00;4.385.104;2.261.965;6.647.069
;05:3,01 a 4,00;2.105.576;1.126.346;3.231.922
;06:4,01 a 5,00;1.195.724;736.842;1.932.566
;07:5,01 a 7,00;1.285.927;826.900;2.112.827
;08:7,01 a 10,00;897.911;538.097;1.436.008
;09:10,01 a 15,00;600.562;340.967;941.529
;10:15,01 a 20,00;290.203;137.445;427.648
;11:Mais de 20,00;412.211;152.583;564.794
;{ñ class};319.464;181.542;501.006

Seleções vigentes
Variável;Critério;Valor
Ano;igual a;2007
Vínculo Ativo 31/12;igual a;Sim
