CBO 2002 Gr Grupo = 1:MEMBROS SUPERIORES DO PODER PUBLICO, DIRIGENTES DE ORGANIZACOES DE INTERESSE PUBLICO 
;;Sexo Trabalhador;Faixa Etária
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;02:1,01 a 1,50;0;0;70;243;968;2.077;1.513;153;0;5.024;0;1;79;419;1.968;3.962;3.679;144;0;10.252;0;1;149;662;2.936;6.039;5.192;297;0;15.276
;03:1,51 a 2,00;0;0;49;144;383;639;450;62;0;1.727;0;0;48;126;606;1.326;991;68;0;3.165;0;0;97;270;989;1.965;1.441;130;0;4.892
;04:2,01 a 3,00;0;0;203;237;521;1.275;963;62;0;3.261;0;0;67;176;1.326;4.226;2.775;141;0;8.711;0;0;270;413;1.847;5.501;3.738;203;0;11.972
;05:3,01 a 4,00;0;0;69;306;1.330;1.286;840;50;0;3.881;0;0;31;60;574;2.524;2.318;82;0;5.589;0;0;100;366;1.904;3.810;3.158;132;0;9.470
;06:4,01 a 5,00;0;0;19;119;2.359;1.906;512;41;0;4.956;0;0;19;53;297;715;860;40;0;1.984;0;0;38;172;2.656;2.621;1.372;81;0;6.940
;07:5,01 a 7,00;0;0;18;94;960;924;269;28;0;2.293;0;0;11;104;351;443;303;13;0;1.225;0;0;29;198;1.311;1.367;572;41;0;3.518
;08:7,01 a 10,00;0;0;9;52;266;510;237;15;0;1.089;0;0;2;33;180;251;133;11;0;610;0;0;11;85;446;761;370;26;0;1.699
;09:10,01 a 15,00;0;0;2;46;254;239;195;10;0;746;0;0;0;13;74;126;120;4;0;337;0;0;2;59;328;365;315;14;0;1.083
;10:15,01 a 20,00;0;0;2;12;64;171;73;5;0;327;0;0;0;6;29;33;20;1;0;89;0;0;2;18;93;204;93;6;0;416
;11:Mais de 20,00;0;0;1;33;279;454;342;31;0;1.140;0;0;0;42;216;266;158;19;0;701;0;0;1;75;495;720;500;50;0;1.841
;{ñ class};0;0;0;0;0;1;3;0;0;4;0;0;0;3;1;0;0;0;0;4;0;0;0;3;1;1;3;0;0;8
261160:Recife - PE;Total;0;2;514;1.465;2.915;3.742;2.911;320;0;11.869;0;1;372;860;1.997;2.859;2.828;217;0;9.134;0;3;886;2.325;4.912;6.601;5.739;537;0;21.003
;00:Até 0,50;0;0;0;1;3;4;5;0;0;13;0;0;0;0;0;16;11;0;0;27;0;0;0;1;3;20;16;0;0;40
;01:0,51 a 1,00;0;1;4;6;12;48;52;4;0;127;0;0;3;2;13;42;37;2;0;99;0;1;7;8;25;90;89;6;0;226
;02:1,01 a 1,50;0;1;198;651;519;574;551;82;0;2.576;0;0;84;89;231;631;1.191;108;0;2.334;0;1;282;740;750;1.205;1.742;190;0;4.910
;03:1,51 a 2,00;0;0;68;122;247;305;343;52;0;1.137;0;1;68;103;246;339;339;36;0;1.132;0;1;136;225;493;644;682;88;0;2.269
;04:2,01 a 3,00;0;0;97;146;359;324;270;35;0;1.231;0;0;88;157;330;422;290;12;0;1.299;0;0;185;303;689;746;560;47;0;2.530
;05:3,01 a 4,00;0;0;48;110;219;205;135;18;0;735;0;0;40;94;186;250;131;11;0;712;0;0;88;204;405;455;266;29;0;1.447
;06:4,01 a 5,00;0;0;21;74;160;176;140;8;0;579;0;0;17;85;152;159;106;3;0;522;0;0;38;159;312;335;246;11;0;1.101
;07:5,01 a 7,00;0;0;41;99;280;569;292;17;0;1.298;0;0;28;119;213;310;184;6;0;860;0;0;69;218;493;879;476;23;0;2.158
;08:7,01 a 10,00;0;0;19;105;245;436;349;31;0;1.185;0;0;27;106;195;222;196;8;0;754;0;0;46;211;440;658;545;39;0;1.939
;09:10,01 a 15,00;0;0;13;79;256;266;287;32;0;933;0;0;8;61;170;217;183;19;0;658;0;0;21;140;426;483;470;51;0;1.591
;10:15,01 a 20,00;0;0;4;36;172;203;132;9;0;556;0;0;7;27;90;91;61;7;0;283;0;0;11;63;262;294;193;16;0;839
;11:Mais de 20,00;0;0;1;36;443;628;350;31;0;1.489;0;0;2;17;169;151;94;4;0;437;0;0;3;53;612;779;444;35;0;1.926
