CBO 2002 Gr Grupo = 1:MEMBROS SUPERIORES DO PODER PUBLICO, DIRIGENTES DE ORGANIZACOES DE INTERESSE PUBLICO 
;;Sexo Trabalhador;Faixa Etária
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;08:7,01 a 10,00;0;0;1;11;31;24;17;3;0;87;0;0;2;10;45;21;6;3;0;87;0;0;3;21;76;45;23;6;0;174
;09:10,01 a 15,00;0;0;0;6;22;30;9;0;0;67;0;0;2;10;20;13;1;0;0;46;0;0;2;16;42;43;10;0;0;113
;10:15,01 a 20,00;0;0;0;8;24;20;11;0;0;63;0;0;1;5;11;11;3;0;0;31;0;0;1;13;35;31;14;0;0;94
;11:Mais de 20,00;0;0;0;4;60;83;53;5;0;205;0;0;0;2;18;24;12;1;0;57;0;0;0;6;78;107;65;6;0;262
211130:São Luiz - MA;Total;0;0;103;267;1.657;2.030;1.607;191;0;5.855;0;0;116;379;2.068;3.514;2.704;101;0;8.882;0;0;219;646;3.725;5.544;4.311;292;0;14.737
;00:Até 0,50;0;0;0;0;0;0;2;0;0;2;0;0;1;1;0;2;5;0;0;9;0;0;1;1;0;2;7;0;0;11
;01:0,51 a 1,00;0;0;2;2;3;4;1;0;0;12;0;0;1;3;5;4;6;0;0;19;0;0;3;5;8;8;7;0;0;31
;02:1,01 a 1,50;0;0;27;32;167;246;204;30;0;706;0;0;28;38;307;609;706;14;0;1.702;0;0;55;70;474;855;910;44;0;2.408
;03:1,51 a 2,00;0;0;15;39;221;270;307;40;0;892;0;0;35;143;398;365;193;4;0;1.138;0;0;50;182;619;635;500;44;0;2.030
;04:2,01 a 3,00;0;0;27;57;564;580;420;53;0;1.701;0;0;28;72;655;954;608;30;0;2.347;0;0;55;129;1.219;1.534;1.028;83;0;4.048
;05:3,01 a 4,00;0;0;10;28;168;227;160;18;0;611;0;0;6;31;272;700;566;28;0;1.603;0;0;16;59;440;927;726;46;0;2.214
;06:4,01 a 5,00;0;0;8;18;74;139;108;11;0;358;0;0;1;20;95;322;249;7;0;694;0;0;9;38;169;461;357;18;0;1.052
;07:5,01 a 7,00;0;0;7;27;88;137;121;12;0;392;0;0;10;22;129;279;221;6;0;667;0;0;17;49;217;416;342;18;0;1.059
;08:7,01 a 10,00;0;0;2;30;62;66;52;0;0;212;0;0;3;18;54;88;60;3;0;226;0;0;5;48;116;154;112;3;0;438
;09:10,01 a 15,00;0;0;2;19;78;52;44;4;0;199;0;0;1;19;48;53;33;6;0;160;0;0;3;38;126;105;77;10;0;359
;10:15,01 a 20,00;0;0;0;5;58;67;25;1;0;156;0;0;1;1;19;20;6;0;0;47;0;0;1;6;77;87;31;1;0;203
;11:Mais de 20,00;0;0;3;8;173;242;162;20;0;608;0;0;1;11;84;114;46;3;0;259;0;0;4;19;257;356;208;23;0;867
;{ñ class};0;0;0;2;1;0;1;2;0;6;0;0;0;0;2;4;5;0;0;11;0;0;0;2;3;4;6;2;0;17
221100:Terezina - PI;Total;0;1;108;252;618;520;227;16;0;1.742;0;1;77;149;431;312;189;18;1;1.178;0;2;185;401;1.049;832;416;34;1;2.920
;00:Até 0,50;0;0;0;0;2;4;4;0;0;10;0;0;0;0;0;0;2;0;0;2;0;0;0;0;2;4;6;0;0;12
;01:0,51 a 1,00;0;0;4;3;6;9;1;0;0;23;0;0;3;1;6;4;1;2;0;17;0;0;7;4;12;13;2;2;0;40
;02:1,01 a 1,50;0;0;45;49;60;44;16;1;0;215;0;1;31;39;62;55;21;5;0;214;0;1;76;88;122;99;37;6;0;429
;03:1,51 a 2,00;0;0;19;52;91;56;13;1;0;232;0;0;13;25;57;29;11;0;0;135;0;0;32;77;148;85;24;1;0;367
;04:2,01 a 3,00;0;0;24;63;137;66;21;1;0;312;0;0;11;33;94;51;17;1;0;207;0;0;35;96;231;117;38;2;0;519
;05:3,01 a 4,00;0;1;9;20;64;51;20;1;0;166;0;0;7;16;50;49;68;4;0;194;0;1;16;36;114;100;88;5;0;360
;06:4,01 a 5,00;0;0;1;17;41;48;20;4;0;131;0;0;4;9;26;27;27;3;1;97;0;0;5;26;67;75;47;7;1;228
;07:5,01 a 7,00;0;0;4;22;60;58;22;2;0;168;0;0;4;11;39;30;16;1;0;101;0;0;8;33;99;88;38;3;0;269
;08:7,01 a 10,00;0;0;1;6;39;47;21;0;0;114;0;0;2;3;29;20;10;1;0;65;0;0;3;9;68;67;31;1;0;179
;09:10,01 a 15,00;0;0;0;12;48;44;27;3;0;134;0;0;2;3;28;15;4;0;0;52;0;0;2;15;76;59;31;3;0;186
;10:15,01 a 20,00;0;0;0;2;17;30;15;3;0;67;0;0;0;6;14;6;1;0;0;27;0;0;0;8;31;36;16;3;0;94
;11:Mais de 20,00;0;0;1;6;52;61;46;0;0;166;0;0;0;3;25;25;10;1;0;64;0;0;1;9;77;86;56;1;0;230
;{ñ class};0;0;0;0;1;2;1;0;0;4;0;0;0;0;1;1;1;0;0;3;0;0;0;0;2;3;2;0;0;7
230440:Fortaleza - CE;Total;0;10;525;936;2.682;2.283;1.196;142;0;7.774;0;3;424;816;2.363;1.871;770;73;0;6.320;0;13;949;1.752;5.045;4.154;1.966;215;0;14.094
;00:Até 0,50;0;0;0;0;2;0;0;0;0;2;0;0;0;0;1;0;1;0;0;2;0;0;0;0;3;0;1;0;0;4
;01:0,51 a 1,00;0;5;12;15;31;21;3;4;0;91;0;1;11;8;21;13;4;1;0;59;0;6;23;23;52;34;7;5;0;150
;02:1,01 a 1,50;0;2;184;169;251;171;56;7;0;840;0;1;161;159;302;135;32;2;0;792;0;3;345;328;553;306;88;9;0;1.632
;03:1,51 a 2,00;0;1;87;114;217;135;71;8;0;633;0;1;74;94;220;116;45;4;0;554;0;2;161;208;437;251;116;12;0;1.187
;04:2,01 a 3,00;0;1;111;175;429;271;128;16;0;1.131;0;0;78;197;361;256;116;10;0;1.018;0;1;189;372;790;527;244;26;0;2.149
;05:3,01 a 4,00;0;0;42;94;244;189;86;12;0;667;0;0;35;92;219;151;60;1;0;558;0;0;77;186;463;340;146;13;0;1.225
;06:4,01 a 5,00;0;0;48;107;272;196;134;10;0;767;0;0;29;78;267;157;63;9;0;603;0;0;77;185;539;353;197;19;0;1.370
;07:5,01 a 7,00;0;1;17;77;271;229;139;7;0;741;0;0;18;80;264;262;114;14;0;752;0;1;35;157;535;491;253;21;0;1.493
;08:7,01 a 10,00;0;0;12;91;289;293;142;12;0;839;0;0;10;53;309;311;126;9;0;818;0;0;22;144;598;604;268;21;0;1.657
;09:10,01 a 15,00;0;0;7;48;233;218;101;17;0;624;0;0;4;31;210;194;79;10;0;528;0;0;11;79;443;412;180;27;0;1.152
;10:15,01 a 20,00;0;0;3;13;121;133;46;10;0;326;0;0;2;9;59;102;40;7;0;219;0;0;5;22;180;235;86;17;0;545
;11:Mais de 20,00;0;0;1;33;321;425;288;39;0;1.107;0;0;2;14;129;174;89;6;0;414;0;0;3;47;450;599;377;45;0;1.521
;{ñ class};0;0;1;0;1;2;2;0;0;6;0;0;0;1;1;0;1;0;0;3;0;0;1;1;2;2;3;0;0;9
240810:Natal - RN;Total;0;2;193;292;692;648;341;37;0;2.205;0;1;154;249;596;482;233;13;0;1.728;0;3;347;541;1.288;1.130;574;50;0;3.933
;00:Até 0,50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1
;01:0,51 a 1,00;0;1;6;2;3;1;3;1;0;17;0;0;3;2;4;3;0;0;0;12;0;1;9;4;7;4;3;1;0;29
;02:1,01 a 1,50;0;1;74;63;72;34;22;5;0;271;0;0;50;55;91;25;5;2;0;228;0;1;124;118;163;59;27;7;0;499
;03:1,51 a 2,00;0;0;32;45;65;50;7;1;0;200;0;0;41;45;59;34;11;1;0;191;0;0;73;90;124;84;18;2;0;391
;04:2,01 a 3,00;0;0;46;75;142;108;53;3;0;427;0;1;37;78;161;126;40;3;0;446;0;1;83;153;303;234;93;6;0;873
;05:3,01 a 4,00;0;0;15;30;72;58;26;0;0;201;0;0;13;17;75;66;25;2;0;198;0;0;28;47;147;124;51;2;0;399
;06:4,01 a 5,00;0;0;10;20;57;47;26;1;0;161;0;0;6;20;44;51;28;0;0;149;0;0;16;40;101;98;54;1;0;310
;07:5,01 a 7,00;0;0;5;18;42;55;38;7;0;165;0;0;3;15;52;47;40;0;0;157;0;0;8;33;94;102;78;7;0;322
;08:7,01 a 10,00;0;0;4;11;43;49;32;3;0;142;0;0;1;8;24;33;34;1;0;101;0;0;5;19;67;82;66;4;0;243
;09:10,01 a 15,00;0;0;1;11;61;49;38;1;0;161;0;0;0;7;37;36;16;0;0;96;0;0;1;18;98;85;54;1;0;257
;10:15,01 a 20,00;0;0;0;4;39;49;20;3;0;115;0;0;0;1;14;20;12;0;0;47;0;0;0;5;53;69;32;3;0;162
;11:Mais de 20,00;0;0;0;12;94;144;74;12;0;336;0;0;0;1;35;41;21;4;0;102;0;0;0;13;129;185;95;16;0;438
;{ñ class};0;0;0;1;2;4;2;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;2;0;0;9
250750:João Pessoa - PB;Total;0;2;430;957;4.198;7.556;5.271;432;0;18.846;0;0;589;1.394;7.766;16.324;12.172;572;0;38.817;0;2;1.019;2.351;11.964;23.880;17.443;1.004;0;57.663
;00:Até 0,50;0;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2
;01:0,51 a 1,00;0;0;76;118;488;520;408;77;0;1.687;0;0;141;252;1.084;1.252;1.054;127;0;3.910;0;0;217;370;1.572;1.772;1.462;204;0;5.597
;02:1,01 a 1,50;0;2;146;323;1.185;1.908;1.254;111;0;4.929;0;0;234;584;2.406;3.671;2.980;98;0;9.973;0;2;380;907;3.591;5.579;4.234;209;0;14.902
;03:1,51 a 2,00;0;0;88;168;469;780;564;61;0;2.130;0;0;99;168;1.013;2.156;1.741;88;0;5.265;0;0;187;336;1.482;2.936;2.305;149;0;7.395
;04:2,01 a 3,00;0;0;74;149;578;1.304;1.014;54;0;3.173;0;0;70;156;1.564;4.874;3.252;130;0;10.046;0;0;144;305;2.142;6.178;4.266;184;0;13.219
;05:3,01 a 4,00;0;0;15;54;299;835;493;33;0;1.729;0;0;18;47;784;2.148;1.435;52;0;4.484;0;0;33;101;1.083;2.983;1.928;85;0;6.213
;06:4,01 a 5,00;0;0;13;38;290;635;387;13;0;1.376;0;0;13;63;278;1.151;856;30;0;2.391;0;0;26;101;568;1.786;1.243;43;0;3.767
;07:5,01 a 7,00;0;0;8;34;339;508;322;24;0;1.235;0;0;7;48;296;502;489;19;0;1.361;0;0;15;82;635;1.010;811;43;0;2.596
;08:7,01 a 10,00;0;0;4;16;72;200;140;10;0;442;0;0;3;15;69;175;80;8;0;350;0;0;7;31;141;375;220;18;0;792
;09:10,01 a 15,00;0;0;0;18;76;199;208;9;0;510;0;0;1;11;51;170;141;4;0;378;0;0;1;29;127;369;349;13;0;888
;10:15,01 a 20,00;0;0;1;10;51;73;68;6;0;209;0;0;0;9;42;39;30;5;0;125;0;0;1;19;93;112;98;11;0;334
;11:Mais de 20,00;0;0;5;29;351;593;412;34;0;1.424;0;0;3;41;179;186;114;11;0;534;0;0;8;70;530;779;526;45;0;1.958
261160:Recife - PE;Total;0;1;633;1.622;3.563;4.355;3.217;551;1;13.943;0;3;436;977;2.804;3.741;3.158;320;0;11.439;0;4;1.069;2.599;6.367;8.096;6.375;871;1;25.382
;00:Até 0,50;0;0;0;1;4;4;4;0;0;13;0;0;0;1;0;18;7;0;0;26;0;0;0;2;4;22;11;0;0;39
;01:0,51 a 1,00;0;0;7;12;25;46;27;9;0;126;0;0;1;8;31;54;44;8;0;146;0;0;8;20;56;100;71;17;0;272
;02:1,01 a 1,50;0;1;233;652;450;654;551;76;0;2.617;0;2;81;100;327;771;1.263;101;0;2.645;0;3;314;752;777;1.425;1.814;177;0;5.262
;03:1,51 a 2,00;0;0;96;121;255;260;318;52;0;1.102;0;1;88;134;261;325;304;35;0;1.148;0;1;184;255;516;585;622;87;0;2.250
;04:2,01 a 3,00;0;0;119;208;373;354;248;27;1;1.330;0;0;108;163;411;454;254;18;0;1.408;0;0;227;371;784;808;502;45;1;2.738
;05:3,01 a 4,00;0;0;43;107;248;271;144;14;0;827;0;0;37;80;240;333;181;14;0;885;0;0;80;187;488;604;325;28;0;1.712
;06:4,01 a 5,00;0;0;41;114;292;250;173;16;0;886;0;0;32;118;277;261;113;5;0;806;0;0;73;232;569;511;286;21;0;1.692
;07:5,01 a 7,00;0;0;52;113;474;612;373;41;0;1.665;0;0;41;112;409;438;240;16;0;1.256;0;0;93;225;883;1.050;613;57;0;2.921
;08:7,01 a 10,00;0;0;21;118;346;634;412;66;0;1.597;0;0;30;132;310;429;262;40;0;1.203;0;0;51;250;656;1.063;674;106;0;2.800
;09:10,01 a 15,00;0;0;18;77;295;325;281;65;0;1.061;0;0;15;47;202;320;243;49;0;876;0;0;33;124;497;645;524;114;0;1.937
;10:15,01 a 20,00;0;0;3;40;200;197;156;35;0;631;0;0;2;37;123;129;92;9;0;392;0;0;5;77;323;326;248;44;0;1.023
;11:Mais de 20,00;0;0;0;59;600;745;526;150;0;2.080;0;0;1;42;212;198;152;25;0;630;0;0;1;101;812;943;678;175;0;2.710
;{ñ class};0;0;0;0;1;3;4;0;0;8;0;0;0;3;1;11;3;0;0;18;0;0;0;3;2;14;7;0;0;26
270430:Maceió - AL;Total;0;4;507;1.133;3.795;5.907;3.827;302;2;15.477;1;1;392;1.078;4.828;10.517;6.338;260;0;23.415;1;5;899;2.211;8.623;16.424;10.165;562;2;38.892
