CBO 2002 Gr Grupo = 1:MEMBROS SUPERIORES DO PODER PUBLICO, DIRIGENTES DE ORGANIZACOES DE INTERESSE PUBLICO 
;;Sexo Trabalhador;Faixa Etária
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;00:Até 0,50;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;2;0;0;0;0;2;0;1;0;0;3
;01:0,51 a 1,00;0;0;22;17;35;14;17;2;0;107;0;0;26;16;26;16;13;0;0;97;0;0;48;33;61;30;30;2;0;204
;02:1,01 a 1,50;0;0;58;69;142;56;37;6;0;368;0;0;72;68;126;68;33;3;0;370;0;0;130;137;268;124;70;9;0;738
;03:1,51 a 2,00;0;0;39;71;125;75;45;2;0;357;0;0;51;95;136;83;41;2;0;408;0;0;90;166;261;158;86;4;0;765
;04:2,01 a 3,00;0;0;42;82;201;116;70;12;0;523;0;0;56;113;219;128;84;6;0;606;0;0;98;195;420;244;154;18;0;1.129
;05:3,01 a 4,00;0;0;28;62;141;102;65;8;0;406;0;0;38;73;204;126;54;5;0;500;0;0;66;135;345;228;119;13;0;906
;06:4,01 a 5,00;0;0;32;52;135;92;59;4;0;374;0;0;43;48;153;107;59;5;0;415;0;0;75;100;288;199;118;9;0;789
;07:5,01 a 7,00;0;0;18;37;98;75;56;3;0;287;0;0;16;28;99;82;42;4;0;271;0;0;34;65;197;157;98;7;0;558
;08:7,01 a 10,00;0;0;5;14;70;36;27;4;0;156;0;0;10;24;60;44;42;5;0;185;0;0;15;38;130;80;69;9;0;341
;09:10,01 a 15,00;0;0;0;8;56;33;31;5;0;133;0;0;0;5;37;26;15;0;0;83;0;0;0;13;93;59;46;5;0;216
;10:15,01 a 20,00;0;0;0;2;20;20;16;0;0;58;0;0;0;0;19;18;10;1;0;48;0;0;0;2;39;38;26;1;0;106
;11:Mais de 20,00;0;0;0;2;27;42;41;7;0;119;0;0;0;0;9;16;23;1;0;49;0;0;0;2;36;58;64;8;0;168
;{ñ class};0;0;1;3;13;13;9;2;0;41;0;0;2;4;12;5;1;0;0;24;0;0;3;7;25;18;10;2;0;65
150140:Belém - PA;Total;0;1;274;912;3.310;3.658;2.961;571;0;11.687;1;0;285;1.126;3.620;3.344;2.775;457;0;11.608;1;1;559;2.038;6.930;7.002;5.736;1.028;0;23.295
;00:Até 0,50;0;0;0;5;5;3;6;0;0;19;0;0;9;11;33;17;6;0;0;76;0;0;9;16;38;20;12;0;0;95
;01:0,51 a 1,00;0;0;21;40;114;72;41;8;0;296;0;0;28;37;83;60;33;9;0;250;0;0;49;77;197;132;74;17;0;546
;02:1,01 a 1,50;0;0;84;133;257;241;213;28;0;956;0;0;68;152;333;258;155;30;0;996;0;0;152;285;590;499;368;58;0;1.952
;03:1,51 a 2,00;0;0;39;104;222;219;189;47;0;820;0;0;46;120;296;238;130;13;0;843;0;0;85;224;518;457;319;60;0;1.663
;04:2,01 a 3,00;0;0;66;194;551;496;332;49;0;1.688;1;0;55;268;644;471;335;28;0;1.802;1;0;121;462;1.195;967;667;77;0;3.490
;05:3,01 a 4,00;0;0;26;163;511;478;349;39;0;1.566;0;0;38;216;676;644;392;37;0;2.003;0;0;64;379;1.187;1.122;741;76;0;3.569
;06:4,01 a 5,00;0;0;14;90;351;450;287;61;0;1.253;0;0;10;111;439;374;307;46;0;1.287;0;0;24;201;790;824;594;107;0;2.540
;07:5,01 a 7,00;0;0;10;85;337;463;403;89;0;1.387;0;0;14;114;397;442;387;80;0;1.434;0;0;24;199;734;905;790;169;0;2.821
;08:7,01 a 10,00;0;0;4;15;228;251;261;65;0;824;0;0;6;29;236;254;302;65;0;892;0;0;10;44;464;505;563;130;0;1.716
;09:10,01 a 15,00;0;0;0;43;356;274;308;85;0;1.066;0;0;3;32;199;214;314;65;0;827;0;0;3;75;555;488;622;150;0;1.893
;10:15,01 a 20,00;0;0;0;6;168;243;170;30;0;617;0;0;0;2;113;88;140;28;0;371;0;0;0;8;281;331;310;58;0;988
;11:Mais de 20,00;0;0;0;0;117;398;327;54;0;896;0;0;0;1;73;198;219;50;0;541;0;0;0;1;190;596;546;104;0;1.437
;{ñ class};0;1;10;34;93;70;75;16;0;299;0;0;8;33;98;86;55;6;0;286;0;1;18;67;191;156;130;22;0;585
160030:Macapá - AP;Total;0;0;208;352;922;760;483;65;0;2.790;0;0;185;365;1.036;763;369;27;0;2.745;0;0;393;717;1.958;1.523;852;92;0;5.535
;00:Até 0,50;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2;0;0;0;0;2
;01:0,51 a 1,00;0;0;3;8;22;35;14;0;0;82;0;0;7;11;23;17;15;3;0;76;0;0;10;19;45;52;29;3;0;158
;02:1,01 a 1,50;0;0;55;79;186;134;67;8;0;529;0;0;43;75;215;160;61;3;0;557;0;0;98;154;401;294;128;11;0;1.086
;03:1,51 a 2,00;0;0;66;90;194;157;84;12;0;603;0;0;42;103;224;168;74;2;0;613;0;0;108;193;418;325;158;14;0;1.216
;04:2,01 a 3,00;0;0;35;69;198;143;102;12;0;559;0;0;33;73;229;155;66;6;0;562;0;0;68;142;427;298;168;18;0;1.121
;05:3,01 a 4,00;0;0;9;23;69;65;32;6;0;204;0;0;17;25;73;43;24;1;0;183;0;0;26;48;142;108;56;7;0;387
;06:4,01 a 5,00;0;0;11;15;48;39;39;6;0;158;0;0;16;25;73;66;23;1;0;204;0;0;27;40;121;105;62;7;0;362
;07:5,01 a 7,00;0;0;18;41;74;70;36;2;0;241;0;0;11;24;71;53;27;3;0;189;0;0;29;65;145;123;63;5;0;430
;08:7,01 a 10,00;0;0;5;14;66;53;31;4;0;173;0;0;11;15;74;57;40;5;0;202;0;0;16;29;140;110;71;9;0;375
;09:10,01 a 15,00;0;0;2;4;26;14;16;5;0;67;0;0;2;7;19;17;9;0;0;54;0;0;4;11;45;31;25;5;0;121
;10:15,01 a 20,00;0;0;0;2;5;10;2;0;0;19;0;0;0;3;9;2;1;0;0;15;0;0;0;5;14;12;3;0;0;34
;11:Mais de 20,00;0;0;0;2;8;25;43;4;0;82;0;0;0;0;7;19;14;2;0;42;0;0;0;2;15;44;57;6;0;124
;{ñ class};0;0;4;5;25;15;17;6;0;72;0;0;3;4;18;6;15;1;0;47;0;0;7;9;43;21;32;7;0;119
172100:Palmas - TO;Total;0;0;156;281;792;596;403;66;0;2.294;0;0;109;314;793;555;354;16;0;2.141;0;0;265;595;1.585;1.151;757;82;0;4.435
;00:Até 0,50;0;0;1;1;0;2;1;0;0;5;0;0;0;0;0;1;1;0;0;2;0;0;1;1;0;3;2;0;0;7
;01:0,51 a 1,00;0;0;18;9;14;10;3;1;0;55;0;0;8;8;9;3;2;0;0;30;0;0;26;17;23;13;5;1;0;85
;02:1,01 a 1,50;0;0;44;49;57;41;12;3;0;206;0;0;28;40;70;35;11;1;0;185;0;0;72;89;127;76;23;4;0;391
;03:1,51 a 2,00;0;0;35;54;95;54;25;5;0;268;0;0;38;74;103;63;29;0;0;307;0;0;73;128;198;117;54;5;0;575
;04:2,01 a 3,00;0;0;26;55;112;61;39;6;0;299;0;0;11;56;121;55;25;0;0;268;0;0;37;111;233;116;64;6;0;567
;05:3,01 a 4,00;0;0;10;27;104;71;30;3;0;245;0;0;7;27;117;62;25;2;0;240;0;0;17;54;221;133;55;5;0;485
;06:4,01 a 5,00;0;0;3;25;76;58;22;3;0;187;0;0;6;19;66;51;37;1;0;180;0;0;9;44;142;109;59;4;0;367
;07:5,01 a 7,00;0;0;10;35;123;63;28;4;0;263;0;0;5;46;123;64;35;3;0;276;0;0;15;81;246;127;63;7;0;539
;08:7,01 a 10,00;0;0;5;17;87;53;33;2;0;197;0;0;4;29;110;62;27;1;0;233;0;0;9;46;197;115;60;3;0;430
;09:10,01 a 15,00;0;0;1;2;42;58;46;9;0;158;0;0;0;6;23;39;51;3;0;122;0;0;1;8;65;97;97;12;0;280
;10:15,01 a 20,00;0;0;0;4;59;42;50;5;0;160;0;0;0;4;32;41;34;1;0;112;0;0;0;8;91;83;84;6;0;272
;11:Mais de 20,00;0;0;0;0;15;72;105;20;0;212;0;0;0;0;4;69;75;3;0;151;0;0;0;0;19;141;180;23;0;363
;{ñ class};0;0;3;3;8;11;9;5;0;39;0;0;2;5;15;10;2;1;0;35;0;0;5;8;23;21;11;6;0;74
211130:São Luiz - MA;Total;0;0;294;1.256;6.218;6.671;8.957;2.159;0;25.555;0;0;189;878;4.470;6.429;13.937;3.280;0;29.183;0;0;483;2.134;10.688;13.100;22.894;5.439;0;54.738
;00:Até 0,50;0;0;6;2;4;2;1;1;0;16;0;0;0;1;1;3;3;2;0;10;0;0;6;3;5;5;4;3;0;26
;01:0,51 a 1,00;0;0;33;22;56;47;52;12;0;222;0;0;14;33;104;89;78;18;0;336;0;0;47;55;160;136;130;30;0;558
;02:1,01 a 1,50;0;0;105;191;371;306;359;88;0;1.420;0;0;91;225;642;545;474;98;0;2.075;0;0;196;416;1.013;851;833;186;0;3.495
;03:1,51 a 2,00;0;0;50;110;301;305;1.079;284;0;2.129;0;0;29;133;349;491;1.775;368;0;3.145;0;0;79;243;650;796;2.854;652;0;5.274
;04:2,01 a 3,00;0;0;36;163;467;392;1.131;386;0;2.575;0;0;32;152;514;562;1.936;486;0;3.682;0;0;68;315;981;954;3.067;872;0;6.257
;05:3,01 a 4,00;0;0;15;62;782;1.967;2.326;525;0;5.677;0;0;9;51;997;2.089;2.694;631;0;6.471;0;0;24;113;1.779;4.056;5.020;1.156;0;12.148
;06:4,01 a 5,00;0;0;16;493;1.615;499;1.102;283;0;4.008;0;0;4;133;411;928;4.545;1.143;0;7.164;0;0;20;626;2.026;1.427;5.647;1.426;0;11.172
;07:5,01 a 7,00;0;0;20;150;1.686;1.501;900;120;0;4.377;0;0;2;99;971;913;983;127;0;3.095;0;0;22;249;2.657;2.414;1.883;247;0;7.472
;08:7,01 a 10,00;0;0;7;31;428;866;1.131;318;0;2.781;0;0;3;16;258;492;1.057;296;0;2.122;0;0;10;47;686;1.358;2.188;614;0;4.903
;09:10,01 a 15,00;0;0;1;10;274;289;341;62;0;977;0;0;0;6;93;123;173;73;0;468;0;0;1;16;367;412;514;135;0;1.445
;10:15,01 a 20,00;0;0;0;7;90;163;151;20;0;431;0;0;0;1;56;45;69;20;0;191;0;0;0;8;146;208;220;40;0;622
;11:Mais de 20,00;0;0;0;7;120;299;335;52;0;813;0;0;1;5;35;119;129;17;0;306;0;0;1;12;155;418;464;69;0;1.119
;{ñ class};0;0;5;8;24;35;49;8;0;129;0;0;4;23;39;30;21;1;0;118;0;0;9;31;63;65;70;9;0;247
221100:Terezina - PI;Total;0;1;323;775;2.362;1.624;2.086;350;0;7.521;0;0;344;856;2.762;2.052;2.177;320;0;8.511;0;1;667;1.631;5.124;3.676;4.263;670;0;16.032
;00:Até 0,50;0;0;0;1;2;1;1;0;0;5;0;0;2;0;3;2;1;1;0;9;0;0;2;1;5;3;2;1;0;14
;01:0,51 a 1,00;0;1;48;77;171;112;125;19;0;553;0;0;59;89;227;168;134;22;0;699;0;1;107;166;398;280;259;41;0;1.252
;02:1,01 a 1,50;0;0;113;202;398;268;190;34;0;1.205;0;0;121;239;554;340;252;30;0;1.536;0;0;234;441;952;608;442;64;0;2.741
;03:1,51 a 2,00;0;0;49;94;277;169;145;25;0;759;0;0;34;109;323;226;148;24;0;864;0;0;83;203;600;395;293;49;0;1.623
;04:2,01 a 3,00;0;0;46;133;359;227;229;40;0;1.034;0;0;43;134;393;301;218;34;0;1.123;0;0;89;267;752;528;447;74;0;2.157
;05:3,01 a 4,00;0;0;22;69;205;140;156;33;0;625;0;0;25;82;258;159;150;28;0;702;0;0;47;151;463;299;306;61;0;1.327
;06:4,01 a 5,00;0;0;14;73;189;122;142;21;0;561;0;0;21;88;247;138;124;17;0;635;0;0;35;161;436;260;266;38;0;1.196
;07:5,01 a 7,00;0;0;23;65;236;183;278;41;0;826;0;0;25;79;325;301;319;65;0;1.114;0;0;48;144;561;484;597;106;0;1.940
;08:7,01 a 10,00;0;0;0;38;239;139;189;43;0;648;0;0;4;20;229;207;278;24;0;762;0;0;4;58;468;346;467;67;0;1.410
;09:10,01 a 15,00;0;0;0;9;129;89;311;26;0;564;0;0;1;4;105;79;216;29;0;434;0;0;1;13;234;168;527;55;0;998
;10:15,01 a 20,00;0;0;0;1;54;44;129;22;0;250;0;0;0;2;45;28;218;28;0;321;0;0;0;3;99;72;347;50;0;571
;11:Mais de 20,00;0;0;0;1;58;106;161;39;0;365;0;0;0;2;16;75;110;16;0;219;0;0;0;3;74;181;271;55;0;584
;{ñ class};0;0;8;12;45;24;30;7;0;126;0;0;9;8;37;28;9;2;0;93;0;0;17;20;82;52;39;9;0;219
230440:Fortaleza - CE;Total;0;1;1.999;7.826;24.699;17.819;14.695;3.345;0;70.384;0;1;1.406;5.218;17.026;12.302;16.517;6.990;0;59.460;0;2;3.405;13.044;41.725;30.121;31.212;10.335;0;129.844
;00:Até 0,50;0;0;80;279;697;332;130;9;0;1.527;0;0;77;256;718;418;216;18;0;1.703;0;0;157;535;1.415;750;346;27;0;3.230
;01:0,51 a 1,00;0;1;237;664;1.473;718;431;284;0;3.808;0;1;254;736;1.840;887;727;931;0;5.376;0;2;491;1.400;3.313;1.605;1.158;1.215;0;9.184
;02:1,01 a 1,50;0;0;355;800;1.719;881;1.283;317;0;5.355;0;0;361;943;2.207;1.291;1.401;561;0;6.764;0;0;716;1.743;3.926;2.172;2.684;878;0;12.119
;03:1,51 a 2,00;0;0;169;507;1.184;930;970;292;0;4.052;0;0;174;544;1.565;964;1.484;804;0;5.535;0;0;343;1.051;2.749;1.894;2.454;1.096;0;9.587
;04:2,01 a 3,00;0;0;250;863;1.975;1.297;1.450;457;0;6.292;0;0;204;823;2.232;1.626;2.847;1.660;0;9.392;0;0;454;1.686;4.207;2.923;4.297;2.117;0;15.684
;05:3,01 a 4,00;0;0;548;3.104;9.314;1.782;993;230;0;15.971;0;0;126;875;2.768;1.392;1.821;607;0;7.589;0;0;674;3.979;12.082;3.174;2.814;837;0;23.560
;06:4,01 a 5,00;0;0;204;871;3.658;3.009;934;217;0;8.893;0;0;71;364;1.840;1.073;1.024;568;0;4.940;0;0;275;1.235;5.498;4.082;1.958;785;0;13.833
;07:5,01 a 7,00;0;0;23;170;1.543;5.100;4.052;463;0;11.351;0;0;26;138;1.225;1.604;3.089;945;0;7.027;0;0;49;308;2.768;6.704;7.141;1.408;0;18.378
;08:7,01 a 10,00;0;0;9;74;947;1.225;1.503;383;0;4.141;0;0;9;60;683;1.017;1.612;381;0;3.762;0;0;18;134;1.630;2.242;3.115;764;0;7.903
;09:10,01 a 15,00;0;0;2;33;518;828;744;277;0;2.402;0;0;2;22;321;434;654;225;0;1.658;0;0;4;55;839;1.262;1.398;502;0;4.060
;10:15,01 a 20,00;0;0;1;18;323;494;605;146;0;1.587;0;0;0;5;183;318;474;140;0;1.120;0;0;1;23;506;812;1.079;286;0;2.707
;11:Mais de 20,00;0;0;1;3;363;664;1.251;239;0;2.521;0;0;0;5;219;406;721;122;0;1.473;0;0;1;8;582;1.070;1.972;361;0;3.994
;{ñ class};0;0;120;440;985;559;349;31;0;2.484;0;0;102;447;1.225;872;447;28;0;3.121;0;0;222;887;2.210;1.431;796;59;0;5.605
240810:Natal - RN;Total;0;0;214;746;2.482;2.427;3.080;532;0;9.481;0;1;254;935;3.813;3.927;3.967;497;0;13.394;0;1;468;1.681;6.295;6.354;7.047;1.029;0;22.875
;00:Até 0,50;0;0;0;0;3;2;24;7;0;36;0;0;1;1;5;0;31;11;0;49;0;0;1;1;8;2;55;18;0;85
;01:0,51 a 1,00;0;0;24;49;101;59;94;22;0;349;0;0;28;64;140;94;69;21;0;416;0;0;52;113;241;153;163;43;0;765
;02:1,01 a 1,50;0;0;79;179;345;220;236;29;0;1.088;0;0;87;199;522;375;322;39;0;1.544;0;0;166;378;867;595;558;68;0;2.632
;03:1,51 a 2,00;0;0;65;223;494;347;392;62;0;1.583;0;1;81;220;614;594;555;49;0;2.114;0;1;146;443;1.108;941;947;111;0;3.697
;04:2,01 a 3,00;0;0;27;145;552;464;742;121;0;2.051;0;0;28;212;1.108;942;811;87;0;3.188;0;0;55;357;1.660;1.406;1.553;208;0;5.239
;05:3,01 a 4,00;0;0;13;60;328;435;361;54;0;1.251;0;0;23;109;610;758;702;49;0;2.251;0;0;36;169;938;1.193;1.063;103;0;3.502
;06:4,01 a 5,00;0;0;2;30;170;245;338;38;0;823;0;0;0;37;241;438;571;59;0;1.346;0;0;2;67;411;683;909;97;0;2.169
;07:5,01 a 7,00;0;0;1;32;174;189;286;50;0;732;0;0;3;70;306;345;446;69;0;1.239;0;0;4;102;480;534;732;119;0;1.971
;08:7,01 a 10,00;0;0;0;8;109;123;111;32;0;383;0;0;0;10;120;133;213;34;0;510;0;0;0;18;229;256;324;66;0;893
;09:10,01 a 15,00;0;0;1;7;77;78;88;28;0;279;0;0;0;4;51;58;95;38;0;246;0;0;1;11;128;136;183;66;0;525
;10:15,01 a 20,00;0;0;0;1;22;52;57;29;0;161;0;0;0;0;20;31;21;17;0;89;0;0;0;1;42;83;78;46;0;250
;11:Mais de 20,00;0;0;0;0;65;136;148;35;0;384;0;0;0;0;38;107;64;13;0;222;0;0;0;0;103;243;212;48;0;606
;{ñ class};0;0;2;12;42;77;203;25;0;361;0;0;3;9;38;52;67;11;0;180;0;0;5;21;80;129;270;36;0;541
250750:João Pessoa - PB;Total;0;2;692;2.187;7.478;5.833;6.172;1.160;0;23.524;0;0;739;2.442;9.189;7.079;7.172;1.082;2;27.705;0;2;1.431;4.629;16.667;12.912;13.344;2.242;2;51.229
;00:Até 0,50;0;0;0;0;3;3;6;0;0;12;0;0;4;0;0;4;1;0;0;9;0;0;4;0;3;7;7;0;0;21
;01:0,51 a 1,00;0;0;90;303;714;466;470;91;0;2.134;0;0;108;308;928;658;589;61;1;2.653;0;0;198;611;1.642;1.124;1.059;152;1;4.787
;02:1,01 a 1,50;0;0;250;468;1.165;900;1.046;169;0;3.998;0;0;235;580;2.136;1.886;1.771;182;1;6.791;0;0;485;1.048;3.301;2.786;2.817;351;1;10.789
;03:1,51 a 2,00;0;0;92;249;799;582;466;87;0;2.275;0;0;116;341;1.363;1.043;840;116;0;3.819;0;0;208;590;2.162;1.625;1.306;203;0;6.094
;04:2,01 a 3,00;0;2;123;596;1.693;1.007;928;138;0;4.487;0;0;172;768;2.296;1.357;1.139;177;0;5.909;0;2;295;1.364;3.989;2.364;2.067;315;0;10.396
;05:3,01 a 4,00;0;0;44;149;1.287;1.104;901;144;0;3.629;0;0;49;166;972;740;1.134;246;0;3.307;0;0;93;315;2.259;1.844;2.035;390;0;6.936
;06:4,01 a 5,00;0;0;38;200;531;422;415;46;0;1.652;0;0;24;118;577;317;317;54;0;1.407;0;0;62;318;1.108;739;732;100;0;3.059
;07:5,01 a 7,00;0;0;23;105;540;507;514;87;0;1.776;0;0;15;72;450;464;618;75;0;1.694;0;0;38;177;990;971;1.132;162;0;3.470
;08:7,01 a 10,00;0;0;18;54;297;314;552;136;0;1.371;0;0;7;44;199;219;389;82;0;940;0;0;25;98;496;533;941;218;0;2.311
;09:10,01 a 15,00;0;0;4;26;167;183;215;78;0;673;0;0;2;21;109;128;128;30;0;418;0;0;6;47;276;311;343;108;0;1.091
;10:15,01 a 20,00;0;0;4;24;131;157;347;106;0;769;0;0;2;11;72;98;122;24;0;329;0;0;6;35;203;255;469;130;0;1.098
;11:Mais de 20,00;0;0;0;5;96;146;259;65;0;571;0;0;0;1;45;146;85;27;0;304;0;0;0;6;141;292;344;92;0;875
;{ñ class};0;0;6;8;55;42;53;13;0;177;0;0;5;12;42;19;39;8;0;125;0;0;11;20;97;61;92;21;0;302
261160:Recife - PE;Total;0;0;373;995;4.013;3.831;3.303;669;0;13.184;0;0;377;1.099;4.270;3.729;2.708;521;0;12.704;0;0;750;2.094;8.283;7.560;6.011;1.190;0;25.888
