CBO 2002 Gr Grupo = 1:MEMBROS SUPERIORES DO PODER PUBLICO, DIRIGENTES DE ORGANIZACOES DE INTERESSE PUBLICO 
;;Sexo Trabalhador;Faixa Etária
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;01:0,51 a 1,00;0;0;8;8;12;6;10;3;0;47;0;0;2;14;21;13;13;2;0;65;0;0;10;22;33;19;23;5;0;112
;02:1,01 a 1,50;0;0;128;114;187;140;95;13;0;677;0;0;155;161;277;162;101;13;0;869;0;0;283;275;464;302;196;26;0;1.546
;03:1,51 a 2,00;0;0;47;71;127;90;61;6;2;404;0;0;83;107;166;96;56;4;1;513;0;0;130;178;293;186;117;10;3;917
;04:2,01 a 3,00;0;0;40;57;127;92;46;5;0;367;0;0;52;92;141;78;56;4;0;423;0;0;92;149;268;170;102;9;0;790
;05:3,01 a 4,00;0;0;24;44;86;40;39;5;0;238;0;0;37;64;138;57;43;3;0;342;0;0;61;108;224;97;82;8;0;580
;06:4,01 a 5,00;0;0;17;21;57;41;27;2;0;165;0;0;23;27;72;53;28;6;0;209;0;0;40;48;129;94;55;8;0;374
;07:5,01 a 7,00;0;1;21;30;58;57;47;3;1;218;0;0;29;48;84;65;36;2;0;264;0;1;50;78;142;122;83;5;1;482
;08:7,01 a 10,00;0;0;5;17;38;35;29;2;0;126;0;0;4;15;50;42;25;1;0;137;0;0;9;32;88;77;54;3;0;263
;09:10,01 a 15,00;0;0;0;9;30;22;21;10;0;92;0;0;0;9;19;23;19;1;0;71;0;0;0;18;49;45;40;11;0;163
;10:15,01 a 20,00;0;0;0;1;4;9;5;1;0;20;0;0;0;1;5;5;6;0;0;17;0;0;0;2;9;14;11;1;0;37
;11:Mais de 20,00;0;0;1;3;28;41;43;4;0;120;0;0;0;0;10;15;11;1;0;37;0;0;1;3;38;56;54;5;0;157
;{ñ class};0;0;0;0;2;0;1;1;0;4;0;0;0;1;0;1;2;2;0;6;0;0;0;1;2;1;3;3;0;10
150140:Belém - PA;Total;0;1;448;1.231;3.670;2.918;2.377;344;0;10.989;0;0;428;1.266;3.649;2.824;2.156;180;0;10.503;0;1;876;2.497;7.319;5.742;4.533;524;0;21.492
;00:Até 0,50;0;0;4;0;0;1;2;0;0;7;0;0;0;0;2;1;0;0;0;3;0;0;4;0;2;2;2;0;0;10
;01:0,51 a 1,00;0;0;34;23;27;22;19;1;0;126;0;0;14;21;38;25;20;0;0;118;0;0;48;44;65;47;39;1;0;244
;02:1,01 a 1,50;0;0;108;164;291;299;127;13;0;1.002;0;0;102;157;282;205;97;15;0;858;0;0;210;321;573;504;224;28;0;1.860
;03:1,51 a 2,00;0;1;74;147;285;194;134;22;0;857;0;0;78;144;298;180;112;6;0;818;0;1;152;291;583;374;246;28;0;1.675
;04:2,01 a 3,00;0;0;74;226;563;334;214;31;0;1.442;0;0;81;231;540;319;166;17;0;1.354;0;0;155;457;1.103;653;380;48;0;2.796
;05:3,01 a 4,00;0;0;47;169;599;342;237;22;0;1.416;0;0;45;268;616;416;211;13;0;1.569;0;0;92;437;1.215;758;448;35;0;2.985
;06:4,01 a 5,00;0;0;69;214;578;374;294;44;0;1.573;0;0;69;229;714;464;282;12;0;1.770;0;0;138;443;1.292;838;576;56;0;3.343
;07:5,01 a 7,00;0;0;26;161;571;477;408;57;0;1.700;0;0;28;140;526;490;358;36;0;1.578;0;0;54;301;1.097;967;766;93;0;3.278
;08:7,01 a 10,00;0;0;8;67;263;280;290;56;0;964;0;0;8;33;254;280;317;25;0;917;0;0;16;100;517;560;607;81;0;1.881
;09:10,01 a 15,00;0;0;3;31;144;205;240;28;0;651;0;0;1;21;127;181;266;21;0;617;0;0;4;52;271;386;506;49;0;1.268
;10:15,01 a 20,00;0;0;0;16;105;102;92;22;0;337;0;0;1;11;70;69;101;8;0;260;0;0;1;27;175;171;193;30;0;597
;11:Mais de 20,00;0;0;1;13;237;285;296;46;0;878;0;0;0;11;176;190;210;26;0;613;0;0;1;24;413;475;506;72;0;1.491
;{ñ class};0;0;0;0;7;3;24;2;0;36;0;0;1;0;6;4;16;1;0;28;0;0;1;0;13;7;40;3;0;64
160030:Macapá - AP;Total;1;0;187;318;763;505;302;35;0;2.111;0;2;207;320;752;410;230;23;0;1.944;1;2;394;638;1.515;915;532;58;0;4.055
;00:Até 0,50;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;2
;01:0,51 a 1,00;0;0;24;27;80;56;29;2;0;218;0;0;35;40;98;61;32;2;0;268;0;0;59;67;178;117;61;4;0;486
;02:1,01 a 1,50;0;0;66;85;155;92;54;4;0;456;0;0;50;82;152;71;44;4;0;403;0;0;116;167;307;163;98;8;0;859
;03:1,51 a 2,00;0;0;47;73;147;69;49;8;0;393;0;1;40;67;134;64;32;8;0;346;0;1;87;140;281;133;81;16;0;739
;04:2,01 a 3,00;0;0;14;43;96;65;33;4;0;255;0;0;34;52;125;67;30;3;0;311;0;0;48;95;221;132;63;7;0;566
;05:3,01 a 4,00;0;0;15;26;75;61;22;3;0;202;0;0;10;27;64;34;27;2;0;164;0;0;25;53;139;95;49;5;0;366
;06:4,01 a 5,00;0;0;7;18;50;40;24;4;0;143;0;0;13;19;62;18;10;2;0;124;0;0;20;37;112;58;34;6;0;267
;07:5,01 a 7,00;0;0;10;25;70;36;30;5;0;176;0;0;21;22;72;39;22;2;0;178;0;0;31;47;142;75;52;7;0;354
;08:7,01 a 10,00;0;0;2;12;35;31;22;0;0;102;0;0;0;3;22;31;10;0;0;66;0;0;2;15;57;62;32;0;0;168
;09:10,01 a 15,00;0;0;2;8;21;18;14;1;0;64;0;0;4;4;10;12;8;0;0;38;0;0;6;12;31;30;22;1;0;102
;10:15,01 a 20,00;0;0;0;0;7;11;7;2;0;27;0;0;0;3;2;2;3;0;0;10;0;0;0;3;9;13;10;2;0;37
;11:Mais de 20,00;0;0;0;1;25;24;17;1;0;68;0;0;0;0;11;10;12;0;0;33;0;0;0;1;36;34;29;1;0;101
;{ñ class};0;0;0;0;2;2;1;1;0;6;0;0;0;1;0;1;0;0;0;2;0;0;0;1;2;3;1;1;0;8
172100:Palmas - TO;Total;0;0;107;255;589;331;237;32;0;1.551;0;1;106;257;422;262;112;7;0;1.167;0;1;213;512;1.011;593;349;39;0;2.718
;00:Até 0,50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1
;01:0,51 a 1,00;0;0;3;1;2;0;0;0;0;6;0;0;0;2;2;1;0;0;0;5;0;0;3;3;4;1;0;0;0;11
;02:1,01 a 1,50;0;0;36;32;37;19;3;0;0;127;0;1;17;16;25;11;2;0;0;72;0;1;53;48;62;30;5;0;0;199
;03:1,51 a 2,00;0;0;26;44;75;31;9;1;0;186;0;0;30;55;56;20;4;1;0;166;0;0;56;99;131;51;13;2;0;352
;04:2,01 a 3,00;0;0;23;51;112;43;26;4;0;259;0;0;32;50;66;26;8;0;0;182;0;0;55;101;178;69;34;4;0;441
;05:3,01 a 4,00;0;0;6;23;60;24;13;0;0;126;0;0;8;30;52;26;5;0;0;121;0;0;14;53;112;50;18;0;0;247
;06:4,01 a 5,00;0;0;3;21;60;16;15;0;0;115;0;0;10;43;56;17;7;0;0;133;0;0;13;64;116;33;22;0;0;248
;07:5,01 a 7,00;0;0;8;51;62;41;24;2;0;188;0;0;6;40;76;43;16;0;0;181;0;0;14;91;138;84;40;2;0;369
;08:7,01 a 10,00;0;0;2;18;51;28;19;1;0;119;0;0;3;13;39;36;11;1;0;103;0;0;5;31;90;64;30;2;0;222
;09:10,01 a 15,00;0;0;0;8;63;43;20;2;0;136;0;0;0;6;19;23;14;1;0;63;0;0;0;14;82;66;34;3;0;199
;10:15,01 a 20,00;0;0;0;3;24;26;37;4;0;94;0;0;0;2;6;21;21;1;0;51;0;0;0;5;30;47;58;5;0;145
;11:Mais de 20,00;0;0;0;2;42;59;66;18;0;187;0;0;0;0;25;36;24;2;0;87;0;0;0;2;67;95;90;20;0;274
;{ñ class};0;0;0;1;1;1;5;0;0;8;0;0;0;0;0;1;0;1;0;2;0;0;0;1;1;2;5;1;0;10
211130:São Luiz - MA;Total;0;1;313;618;1.570;1.099;784;78;0;4.463;0;1;346;781;1.576;901;436;50;0;4.091;0;2;659;1.399;3.146;2.000;1.220;128;0;8.554
;01:0,51 a 1,00;0;0;8;7;18;8;10;2;0;53;0;0;8;7;12;8;5;2;0;42;0;0;16;14;30;16;15;4;0;95
;02:1,01 a 1,50;0;0;114;96;195;121;80;8;0;614;0;1;135;156;273;155;58;5;0;783;0;1;249;252;468;276;138;13;0;1.397
;03:1,51 a 2,00;0;0;58;101;196;134;74;7;0;570;0;0;77;161;328;164;51;9;0;790;0;0;135;262;524;298;125;16;0;1.360
;04:2,01 a 3,00;0;1;59;147;308;192;126;9;0;842;0;0;58;177;319;164;84;6;0;808;0;1;117;324;627;356;210;15;0;1.650
;05:3,01 a 4,00;0;0;28;65;125;102;62;2;0;384;0;0;24;70;125;80;34;1;0;334;0;0;52;135;250;182;96;3;0;718
;06:4,01 a 5,00;0;0;32;93;134;63;58;7;0;387;0;0;33;105;136;62;33;4;0;373;0;0;65;198;270;125;91;11;0;760
;07:5,01 a 7,00;0;0;4;35;143;118;98;7;0;405;0;0;8;56;153;93;52;13;0;375;0;0;12;91;296;211;150;20;0;780
;08:7,01 a 10,00;0;0;6;31;125;79;64;11;0;316;0;0;1;31;90;74;39;7;0;242;0;0;7;62;215;153;103;18;0;558
;09:10,01 a 15,00;0;0;2;26;120;99;74;10;0;331;0;0;1;11;84;56;37;1;0;190;0;0;3;37;204;155;111;11;0;521
;10:15,01 a 20,00;0;0;2;11;74;55;47;10;0;199;0;0;0;3;31;19;23;2;0;78;0;0;2;14;105;74;70;12;0;277
;11:Mais de 20,00;0;0;0;6;126;116;82;5;0;335;0;0;0;3;23;20;16;0;0;62;0;0;0;9;149;136;98;5;0;397
;{ñ class};0;0;0;0;6;12;9;0;0;27;0;0;1;1;2;6;4;0;0;14;0;0;1;1;8;18;13;0;0;41
221100:Terezina - PI;Total;0;2;287;705;1.518;1.363;1.159;103;0;5.137;0;1;256;719;1.319;1.118;743;42;0;4.198;0;3;543;1.424;2.837;2.481;1.902;145;0;9.335
;00:Até 0,50;0;0;0;1;17;60;18;0;0;96;0;0;0;0;1;5;0;0;0;6;0;0;0;1;18;65;18;0;0;102
;01:0,51 a 1,00;0;0;3;4;20;50;28;1;0;106;0;1;2;6;14;10;6;0;0;39;0;1;5;10;34;60;34;1;0;145
;02:1,01 a 1,50;0;1;95;135;238;153;54;2;0;678;0;0;100;150;236;137;46;3;0;672;0;1;195;285;474;290;100;5;0;1.350
;03:1,51 a 2,00;0;1;51;120;224;127;83;2;0;608;0;0;39;111;219;103;28;1;0;501;0;1;90;231;443;230;111;3;0;1.109
;04:2,01 a 3,00;0;0;62;126;274;170;116;4;0;752;0;0;63;147;249;157;71;5;0;692;0;0;125;273;523;327;187;9;0;1.444
;05:3,01 a 4,00;0;0;20;65;157;100;87;8;0;437;0;0;13;68;144;85;43;1;0;354;0;0;33;133;301;185;130;9;0;791
;06:4,01 a 5,00;0;0;26;73;120;94;66;10;0;389;0;0;15;69;92;64;40;0;0;280;0;0;41;142;212;158;106;10;0;669
;07:5,01 a 7,00;0;0;22;131;195;162;154;15;0;679;0;0;15;130;165;130;104;5;0;549;0;0;37;261;360;292;258;20;0;1.228
;08:7,01 a 10,00;0;0;6;21;87;156;167;8;0;445;0;0;9;11;76;166;123;7;0;392;0;0;15;32;163;322;290;15;0;837
;09:10,01 a 15,00;0;0;2;19;63;145;201;25;0;455;0;0;0;20;42;160;174;14;0;410;0;0;2;39;105;305;375;39;0;865
;10:15,01 a 20,00;0;0;0;7;62;48;53;12;0;182;0;0;0;4;45;52;40;4;0;145;0;0;0;11;107;100;93;16;0;327
;11:Mais de 20,00;0;0;0;3;53;90;129;16;0;291;0;0;0;3;34;47;66;2;0;152;0;0;0;6;87;137;195;18;0;443
;{ñ class};0;0;0;0;8;8;3;0;0;19;0;0;0;0;2;2;2;0;0;6;0;0;0;0;10;10;5;0;0;25
230440:Fortaleza - CE;Total;0;5;2.672;6.738;17.398;15.382;14.206;2.802;0;59.203;0;8;2.291;5.553;14.153;16.111;27.855;5.491;1;71.463;0;13;4.963;12.291;31.551;31.493;42.061;8.293;1;130.666
;00:Até 0,50;0;1;21;34;50;22;15;2;0;145;0;0;27;49;56;27;23;2;0;184;0;1;48;83;106;49;38;4;0;329
;01:0,51 a 1,00;0;3;187;233;313;186;106;23;0;1.051;0;0;182;213;391;235;111;27;0;1.159;0;3;369;446;704;421;217;50;0;2.210
;02:1,01 a 1,50;0;1;642;798;1.686;1.297;2.335;866;0;7.625;0;4;686;1.155;3.774;4.984;7.851;2.231;0;20.685;0;5;1.328;1.953;5.460;6.281;10.186;3.097;0;28.310
;03:1,51 a 2,00;0;0;378;727;1.488;996;1.250;208;0;5.047;0;1;404;1.025;2.064;1.575;2.645;642;0;8.356;0;1;782;1.752;3.552;2.571;3.895;850;0;13.403
;04:2,01 a 3,00;0;0;505;1.025;1.752;1.280;1.606;336;0;6.504;0;1;551;1.316;2.460;2.232;4.435;926;0;11.921;0;1;1.056;2.341;4.212;3.512;6.041;1.262;0;18.425
;05:3,01 a 4,00;0;0;225;852;1.664;905;1.153;189;0;4.988;0;1;270;955;1.740;1.229;2.595;471;0;7.261;0;1;495;1.807;3.404;2.134;3.748;660;0;12.249
;06:4,01 a 5,00;0;0;607;2.130;5.647;3.535;868;126;0;12.913;0;1;107;341;862;792;1.343;216;0;3.662;0;1;714;2.471;6.509;4.327;2.211;342;0;16.575
;07:5,01 a 7,00;0;0;63;466;2.151;3.568;2.649;272;0;9.169;0;0;28;205;1.065;2.243;4.727;523;1;8.792;0;0;91;671;3.216;5.811;7.376;795;1;17.961
;08:7,01 a 10,00;0;0;16;173;989;1.205;1.300;235;0;3.918;0;0;18;111;715;1.281;1.757;183;0;4.065;0;0;34;284;1.704;2.486;3.057;418;0;7.983
;09:10,01 a 15,00;0;0;7;165;740;885;1.107;226;0;3.130;0;0;3;97;494;596;1.052;135;0;2.377;0;0;10;262;1.234;1.481;2.159;361;0;5.507
;10:15,01 a 20,00;0;0;2;36;313;474;520;95;0;1.440;0;0;0;18;190;266;466;64;0;1.004;0;0;2;54;503;740;986;159;0;2.444
;11:Mais de 20,00;0;0;0;62;550;1.001;1.266;220;0;3.099;0;0;0;31;271;595;823;69;0;1.789;0;0;0;93;821;1.596;2.089;289;0;4.888
;{ñ class};0;0;19;37;55;28;31;4;0;174;0;0;15;37;71;56;27;2;0;208;0;0;34;74;126;84;58;6;0;382
240810:Natal - RN;Total;0;6;228;599;1.454;1.082;855;80;0;4.304;0;7;291;635;1.368;785;481;34;0;3.601;0;13;519;1.234;2.822;1.867;1.336;114;0;7.905
;00:Até 0,50;0;1;2;0;1;0;0;0;0;4;0;2;9;0;0;1;0;0;0;12;0;3;11;0;1;1;0;0;0;16
;01:0,51 a 1,00;0;0;9;6;20;17;4;1;0;57;0;0;9;7;14;12;8;1;0;51;0;0;18;13;34;29;12;2;0;108
;02:1,01 a 1,50;0;3;99;132;198;148;65;3;0;648;0;3;138;190;275;146;50;2;0;804;0;6;237;322;473;294;115;5;0;1.452
;03:1,51 a 2,00;0;1;40;145;214;141;86;3;0;630;0;2;61;130;204;121;56;0;0;574;0;3;101;275;418;262;142;3;0;1.204
;04:2,01 a 3,00;0;1;43;120;264;180;110;3;0;721;0;0;50;149;276;135;57;4;0;671;0;1;93;269;540;315;167;7;0;1.392
;05:3,01 a 4,00;0;0;11;52;145;102;64;5;0;379;0;0;10;49;142;74;24;1;0;300;0;0;21;101;287;176;88;6;0;679
;06:4,01 a 5,00;0;0;12;45;87;68;45;1;0;258;0;0;7;35;89;50;25;3;0;209;0;0;19;80;176;118;70;4;0;467
;07:5,01 a 7,00;0;0;9;30;121;101;111;11;0;383;0;0;3;39;100;55;53;1;0;251;0;0;12;69;221;156;164;12;0;634
;08:7,01 a 10,00;0;0;2;45;108;78;77;10;0;320;0;0;2;22;73;59;46;5;0;207;0;0;4;67;181;137;123;15;0;527
;09:10,01 a 15,00;0;0;1;14;99;62;84;11;0;271;0;0;0;10;58;51;54;9;0;182;0;0;1;24;157;113;138;20;0;453
;10:15,01 a 20,00;0;0;0;5;66;44;56;8;0;179;0;0;0;2;39;11;38;3;0;93;0;0;0;7;105;55;94;11;0;272
;11:Mais de 20,00;0;0;0;4;131;135;146;23;0;439;0;0;0;2;94;67;66;5;0;234;0;0;0;6;225;202;212;28;0;673
;{ñ class};0;0;0;1;0;6;7;1;0;15;0;0;2;0;4;3;4;0;0;13;0;0;2;1;4;9;11;1;0;28
250750:João Pessoa - PB;Total;0;2;1.688;3.371;7.108;6.670;6.529;532;0;25.900;0;4;2.066;4.304;9.814;10.463;9.452;663;0;36.766;0;6;3.754;7.675;16.922;17.133;15.981;1.195;0;62.666
;00:Até 0,50;0;0;0;0;0;0;6;1;0;7;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;7;1;0;8
;01:0,51 a 1,00;0;0;577;701;1.538;1.557;1.255;113;0;5.741;0;0;720;1.089;2.837;3.044;2.425;164;0;10.279;0;0;1.297;1.790;4.375;4.601;3.680;277;0;16.020
;02:1,01 a 1,50;0;1;629;955;1.738;1.391;1.006;87;0;5.807;0;2;904;1.619;3.372;3.167;1.966;104;0;11.134;0;3;1.533;2.574;5.110;4.558;2.972;191;0;16.941
;03:1,51 a 2,00;0;0;186;362;612;546;491;41;0;2.238;0;1;180;576;1.159;956;843;70;0;3.785;0;1;366;938;1.771;1.502;1.334;111;0;6.023
;04:2,01 a 3,00;0;1;196;811;1.644;962;1.003;70;0;4.687;0;1;193;578;1.147;1.376;1.789;132;0;5.216;0;2;389;1.389;2.791;2.338;2.792;202;0;9.903
;05:3,01 a 4,00;0;0;31;171;280;340;795;37;0;1.654;0;0;24;137;279;666;1.155;84;0;2.345;0;0;55;308;559;1.006;1.950;121;0;3.999
;06:4,01 a 5,00;0;0;23;88;215;164;188;17;0;695;0;0;17;102;176;159;205;12;0;671;0;0;40;190;391;323;393;29;0;1.366
;07:5,01 a 7,00;0;0;24;114;409;566;393;27;0;1.533;0;0;20;91;309;425;321;20;0;1.186;0;0;44;205;718;991;714;47;0;2.719
;08:7,01 a 10,00;0;0;13;104;263;479;413;37;0;1.309;0;0;5;59;245;322;312;22;0;965;0;0;18;163;508;801;725;59;0;2.274
;09:10,01 a 15,00;0;0;8;43;150;180;350;48;0;779;0;0;3;39;125;114;246;30;0;557;0;0;11;82;275;294;596;78;0;1.336
;10:15,01 a 20,00;0;0;0;17;155;135;149;15;0;471;0;0;0;8;88;77;63;7;0;243;0;0;0;25;243;212;212;22;0;714
;11:Mais de 20,00;0;0;0;5;104;342;475;39;0;965;0;0;0;5;76;151;123;18;0;373;0;0;0;10;180;493;598;57;0;1.338
;{ñ class};0;0;1;0;0;8;5;0;0;14;0;0;0;1;1;6;3;0;0;11;0;0;1;1;1;14;8;0;0;25
261160:Recife - PE;Total;0;3;606;1.879;5.404;5.403;5.605;572;0;19.472;0;1;594;2.046;5.543;4.212;4.327;486;0;17.209;0;4;1.200;3.925;10.947;9.615;9.932;1.058;0;36.681
;00:Até 0,50;0;2;0;0;0;13;16;3;0;34;0;0;0;0;4;2;9;0;0;15;0;2;0;0;4;15;25;3;0;49
;01:0,51 a 1,00;0;0;11;6;33;70;205;26;0;351;0;0;12;14;23;56;190;24;0;319;0;0;23;20;56;126;395;50;0;670
;02:1,01 a 1,50;0;1;146;200;380;361;358;53;0;1.499;0;1;156;237;507;492;503;48;0;1.944;0;2;302;437;887;853;861;101;0;3.443
;03:1,51 a 2,00;0;0;123;243;487;485;486;71;0;1.895;0;0;127;266;537;428;537;93;0;1.988;0;0;250;509;1.024;913;1.023;164;0;3.883
;04:2,01 a 3,00;0;0;141;290;701;539;604;83;0;2.358;0;0;131;301;655;491;614;110;0;2.302;0;0;272;591;1.356;1.030;1.218;193;0;4.660
;05:3,01 a 4,00;0;0;45;159;419;353;383;32;0;1.391;0;0;53;212;507;364;520;42;0;1.698;0;0;98;371;926;717;903;74;0;3.089
