CBO 2002 Gr Grupo = 1:MEMBROS SUPERIORES DO PODER PUBLICO, DIRIGENTES DE ORGANIZACOES DE INTERESSE PUBLICO 
;;Sexo Trabalhador;Faixa Etária
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;01:10 A 14;02:15 A 17;03:18 A 24;04:25 A 29;05:30 A 39;06:40 A 49;07:50 A 64;08:65 OU MAIS;{ñ class};Total;01:10 A 14;02:15 A 17;03:18 A 24;04:25 A 29;05:30 A 39;06:40 A 49;07:50 A 64;08:65 OU MAIS;{ñ class};Total;01:10 A 14;02:15 A 17;03:18 A 24;04:25 A 29;05:30 A 39;06:40 A 49;07:50 A 64;08:65 OU MAIS;{ñ class};Total
110020:Porto Velho - RO;Total;0;1;148;255;621;695;412;43;0;2.175;0;2;144;224;497;408;209;19;0;1.503;0;3;292;479;1.118;1.103;621;62;0;3.678
;01:0,51 a 1,00;0;1;10;21;20;25;25;3;0;105;0;2;9;17;24;26;13;2;0;93;0;3;19;38;44;51;38;5;0;198
;02:1,01 a 1,50;0;0;28;27;54;56;23;5;0;193;0;0;37;42;69;41;11;1;0;201;0;0;65;69;123;97;34;6;0;394
;03:1,51 a 2,00;0;0;22;38;49;36;14;0;0;159;0;0;21;28;46;22;3;1;0;121;0;0;43;66;95;58;17;1;0;280
;04:2,01 a 3,00;0;0;35;52;116;89;43;3;0;338;0;0;31;40;97;40;23;3;0;234;0;0;66;92;213;129;66;6;0;572
;05:3,01 a 4,00;0;0;16;34;85;53;33;4;0;225;0;0;19;30;65;23;15;1;0;153;0;0;35;64;150;76;48;5;0;378
;06:4,01 a 5,00;0;0;5;14;45;47;22;6;0;139;0;0;8;17;29;30;18;5;0;107;0;0;13;31;74;77;40;11;0;246
;07:5,01 a 7,00;0;0;11;11;40;54;44;6;0;166;0;0;5;13;36;27;21;1;0;103;0;0;16;24;76;81;65;7;0;269
;08:7,01 a 10,00;0;0;6;17;54;79;49;1;0;206;0;0;3;16;41;80;36;1;0;177;0;0;9;33;95;159;85;2;0;383
;09:10,01 a 15,00;0;0;3;10;39;68;48;6;0;174;0;0;4;8;35;44;33;2;0;126;0;0;7;18;74;112;81;8;0;300
;10:15,01 a 20,00;0;0;10;13;40;50;29;5;0;147;0;0;5;9;21;29;15;1;0;80;0;0;15;22;61;79;44;6;0;227
;11:Mais de 20,00;0;0;2;18;77;133;80;4;0;314;0;0;2;3;33;46;20;1;0;105;0;0;4;21;110;179;100;5;0;419
;{ñ class};0;0;0;0;2;5;2;0;0;9;0;0;0;1;1;0;1;0;0;3;0;0;0;1;3;5;3;0;0;12
120040:Rio Branco - AC;Total;0;2;132;256;454;303;135;7;0;1.289;0;1;105;217;378;195;77;7;0;980;0;3;237;473;832;498;212;14;0;2.269
;01:0,51 a 1,00;0;0;0;1;0;3;0;0;0;4;0;0;1;1;5;2;1;1;0;11;0;0;1;2;5;5;1;1;0;15
;02:1,01 a 1,50;0;2;43;57;56;25;10;0;0;193;0;1;28;28;37;9;5;0;0;108;0;3;71;85;93;34;15;0;0;301
;03:1,51 a 2,00;0;0;37;48;55;19;9;0;0;168;0;0;31;36;54;13;3;1;0;138;0;0;68;84;109;32;12;1;0;306
;04:2,01 a 3,00;0;0;30;53;90;45;14;1;0;233;0;0;25;52;41;14;2;0;0;134;0;0;55;105;131;59;16;1;0;367
;05:3,01 a 4,00;0;0;9;16;50;27;13;0;0;115;0;0;6;24;34;15;4;0;0;83;0;0;15;40;84;42;17;0;0;198
;06:4,01 a 5,00;0;0;4;24;21;20;8;0;0;77;0;0;5;23;31;14;5;0;0;78;0;0;9;47;52;34;13;0;0;155
;07:5,01 a 7,00;0;0;7;29;47;27;14;0;0;124;0;0;6;32;45;26;11;1;0;121;0;0;13;61;92;53;25;1;0;245
;08:7,01 a 10,00;0;0;1;15;41;29;15;3;0;104;0;0;2;14;41;20;12;1;0;90;0;0;3;29;82;49;27;4;0;194
;09:10,01 a 15,00;0;0;1;5;56;45;18;0;0;125;0;0;1;5;70;53;20;0;0;149;0;0;2;10;126;98;38;0;0;274
;10:15,01 a 20,00;0;0;0;3;7;11;3;0;0;24;0;0;0;0;10;7;3;0;0;20;0;0;0;3;17;18;6;0;0;44
;11:Mais de 20,00;0;0;0;5;30;51;31;3;0;120;0;0;0;2;10;22;11;3;0;48;0;0;0;7;40;73;42;6;0;168
;{ñ class};0;0;0;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2
130260:Manaus - AM;Total;0;2;361;964;2.317;1.810;1.202;138;0;6.794;0;5;350;935;1.846;1.189;675;38;0;5.038;0;7;711;1.899;4.163;2.999;1.877;176;0;11.832
;00:Até 0,50;0;0;0;1;2;1;2;0;0;6;0;0;0;0;0;0;3;0;0;3;0;0;0;1;2;1;5;0;0;9
;01:0,51 a 1,00;0;0;11;231;257;41;17;4;0;561;0;0;3;79;139;24;6;1;0;252;0;0;14;310;396;65;23;5;0;813
;02:1,01 a 1,50;0;0;123;111;136;55;36;5;0;466;0;3;78;83;133;51;35;3;0;386;0;3;201;194;269;106;71;8;0;852
;03:1,51 a 2,00;0;1;36;65;101;66;23;1;0;293;0;1;25;81;106;48;22;0;0;283;0;2;61;146;207;114;45;1;0;576
;04:2,01 a 3,00;0;1;53;86;203;123;75;15;0;556;0;0;49;92;179;113;69;3;0;505;0;1;102;178;382;236;144;18;0;1.061
;05:3,01 a 4,00;0;0;36;66;163;129;81;9;0;484;0;0;49;114;194;105;58;7;0;527;0;0;85;180;357;234;139;16;0;1.011
;06:4,01 a 5,00;0;0;25;73;184;104;92;4;0;482;0;1;41;89;145;73;51;1;0;401;0;1;66;162;329;177;143;5;0;883
;07:5,01 a 7,00;0;0;34;105;240;183;108;7;0;677;0;0;54;141;254;169;90;3;0;711;0;0;88;246;494;352;198;10;0;1.388
;08:7,01 a 10,00;0;0;27;96;274;238;158;19;0;812;0;0;33;131;277;201;117;6;0;765;0;0;60;227;551;439;275;25;0;1.577
;09:10,01 a 15,00;0;0;10;68;226;190;153;19;0;666;0;0;10;67;216;143;75;6;0;517;0;0;20;135;442;333;228;25;0;1.183
;10:15,01 a 20,00;0;0;5;27;144;136;78;10;0;400;0;0;4;21;94;67;34;2;0;222;0;0;9;48;238;203;112;12;0;622
;11:Mais de 20,00;0;0;1;34;382;541;374;45;0;1.377;0;0;4;36;108;191;112;6;0;457;0;0;5;70;490;732;486;51;0;1.834
;{ñ class};0;0;0;1;5;3;5;0;0;14;0;0;0;1;1;4;3;0;0;9;0;0;0;2;6;7;8;0;0;23
140010:Boa Vista - RR;Total;0;2;76;110;251;200;127;19;0;785;0;2;49;111;221;155;65;4;0;607;0;4;125;221;472;355;192;23;0;1.392
;00:Até 0,50;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;2
;01:0,51 a 1,00;0;2;7;4;6;3;1;0;0;23;0;0;5;2;7;3;1;0;0;18;0;2;12;6;13;6;2;0;0;41
;02:1,01 a 1,50;0;0;25;20;37;21;14;3;0;120;0;0;18;28;54;54;16;0;0;170;0;0;43;48;91;75;30;3;0;290
;03:1,51 a 2,00;0;0;13;15;27;23;4;2;0;84;0;0;9;17;21;8;3;0;0;58;0;0;22;32;48;31;7;2;0;142
;04:2,01 a 3,00;0;0;13;25;42;31;9;3;0;123;0;0;9;21;29;12;9;0;0;80;0;0;22;46;71;43;18;3;0;203
;05:3,01 a 4,00;0;0;8;9;17;14;6;2;0;56;0;0;4;11;25;7;5;2;0;54;0;0;12;20;42;21;11;4;0;110
;06:4,01 a 5,00;0;0;4;7;23;17;8;3;0;62;0;0;0;14;18;11;2;0;0;45;0;0;4;21;41;28;10;3;0;107
;07:5,01 a 7,00;0;0;4;12;29;20;20;1;0;86;0;0;2;8;23;21;8;1;0;63;0;0;6;20;52;41;28;2;0;149
;08:7,01 a 10,00;0;0;0;6;16;20;11;2;0;55;0;0;2;6;18;17;10;1;0;54;0;0;2;12;34;37;21;3;0;109
;09:10,01 a 15,00;0;0;2;5;19;8;15;0;0;49;0;0;0;3;17;9;7;0;0;36;0;0;2;8;36;17;22;0;0;85
;10:15,01 a 20,00;0;0;0;4;9;6;13;0;0;32;0;0;0;0;4;7;2;0;0;13;0;0;0;4;13;13;15;0;0;45
;11:Mais de 20,00;0;0;0;3;26;37;26;3;0;95;0;0;0;1;5;6;2;0;0;14;0;0;0;4;31;43;28;3;0;109
150140:Belém - PA;Total;0;7;327;782;1.907;1.728;1.341;146;0;6.238;0;6;256;740;1.708;1.691;997;80;0;5.478;0;13;583;1.522;3.615;3.419;2.338;226;0;11.716
;00:Até 0,50;0;1;1;0;1;0;0;0;0;3;0;1;1;0;0;0;0;0;0;2;0;2;2;0;1;0;0;0;0;5
;01:0,51 a 1,00;0;5;15;9;17;10;10;3;0;69;0;5;11;11;6;5;6;0;0;44;0;10;26;20;23;15;16;3;0;113
;02:1,01 a 1,50;0;1;79;121;159;88;55;3;0;506;0;0;71;103;139;70;27;0;0;410;0;1;150;224;298;158;82;3;0;916
;03:1,51 a 2,00;0;0;51;90;131;93;91;5;0;461;0;0;34;75;125;102;30;6;0;372;0;0;85;165;256;195;121;11;0;833
;04:2,01 a 3,00;0;0;62;123;223;173;156;14;0;751;0;0;39;131;265;195;90;5;0;725;0;0;101;254;488;368;246;19;0;1.476
;05:3,01 a 4,00;0;0;26;61;192;149;93;8;0;529;0;0;27;74;147;156;62;6;0;472;0;0;53;135;339;305;155;14;0;1.001
;06:4,01 a 5,00;0;0;49;113;241;173;138;18;0;732;0;0;38;108;287;195;129;12;0;769;0;0;87;221;528;368;267;30;0;1.501
;07:5,01 a 7,00;0;0;19;98;261;212;146;14;0;750;0;0;11;86;208;230;122;10;0;667;0;0;30;184;469;442;268;24;0;1.417
;08:7,01 a 10,00;0;0;17;64;229;241;221;30;0;802;0;0;13;62;192;259;187;9;0;722;0;0;30;126;421;500;408;39;0;1.524
;09:10,01 a 15,00;0;0;1;40;158;183;152;17;0;551;0;0;3;31;118;199;130;8;0;489;0;0;4;71;276;382;282;25;0;1.040
;10:15,01 a 20,00;0;0;3;33;73;93;72;12;0;286;0;0;8;27;54;78;65;6;0;238;0;0;11;60;127;171;137;18;0;524
;11:Mais de 20,00;0;0;3;30;222;307;204;21;0;787;0;0;0;32;164;199;148;17;0;560;0;0;3;62;386;506;352;38;0;1.347
;{ñ class};0;0;1;0;0;6;3;1;0;11;0;0;0;0;3;3;1;1;0;8;0;0;1;0;3;9;4;2;0;19
160030:Macapá - AP;Total;0;0;65;101;302;260;135;12;0;875;0;0;67;112;223;209;51;0;0;662;0;0;132;213;525;469;186;12;0;1.537
;00:Até 0,50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1
;01:0,51 a 1,00;0;0;3;1;9;2;0;0;0;15;0;0;4;4;2;4;1;0;0;15;0;0;7;5;11;6;1;0;0;30
;02:1,01 a 1,50;0;0;18;16;13;5;2;1;0;55;0;0;17;12;11;11;2;0;0;53;0;0;35;28;24;16;4;1;0;108
;03:1,51 a 2,00;0;0;12;15;25;17;6;2;0;77;0;0;8;18;16;8;3;0;0;53;0;0;20;33;41;25;9;2;0;130
;04:2,01 a 3,00;0;0;12;9;41;22;10;0;0;94;0;0;12;23;36;27;4;0;0;102;0;0;24;32;77;49;14;0;0;196
;05:3,01 a 4,00;0;0;8;15;43;29;15;0;0;110;0;0;11;21;43;35;5;0;0;115;0;0;19;36;86;64;20;0;0;225
;06:4,01 a 5,00;0;0;5;6;20;26;13;1;0;71;0;0;4;8;20;20;11;0;0;63;0;0;9;14;40;46;24;1;0;134
;07:5,01 a 7,00;0;0;5;13;44;34;25;2;0;123;0;0;8;10;36;36;8;0;0;98;0;0;13;23;80;70;33;2;0;221
;08:7,01 a 10,00;0;0;0;11;33;27;16;0;0;87;0;0;1;3;18;30;5;0;0;57;0;0;1;14;51;57;21;0;0;144
;09:10,01 a 15,00;0;0;2;8;17;13;7;1;0;48;0;0;0;1;14;15;3;0;0;33;0;0;2;9;31;28;10;1;0;81
;10:15,01 a 20,00;0;0;0;5;21;12;11;0;0;49;0;0;2;7;4;4;2;0;0;19;0;0;2;12;25;16;13;0;0;68
;11:Mais de 20,00;0;0;0;2;33;73;29;5;0;142;0;0;0;5;21;19;7;0;0;52;0;0;0;7;54;92;36;5;0;194
;{ñ class};0;0;0;0;3;0;1;0;0;4;0;0;0;0;1;0;0;0;0;1;0;0;0;0;4;0;1;0;0;5
172100:Palmas - TO;Total;0;2;101;181;426;343;186;15;0;1.254;0;1;124;228;434;299;85;7;0;1.178;0;3;225;409;860;642;271;22;0;2.432
;00:Até 0,50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;3;0;0;0;3
;01:0,51 a 1,00;0;0;2;1;6;1;1;0;0;11;0;0;7;2;2;2;0;0;0;13;0;0;9;3;8;3;1;0;0;24
;02:1,01 a 1,50;0;1;18;10;18;6;4;0;0;57;0;1;13;26;22;6;0;0;0;68;0;2;31;36;40;12;4;0;0;125
;03:1,51 a 2,00;0;1;12;11;23;20;15;0;0;82;0;0;7;15;22;19;12;1;0;76;0;1;19;26;45;39;27;1;0;158
;04:2,01 a 3,00;0;0;18;32;40;27;19;2;0;138;0;0;12;26;30;22;6;4;0;100;0;0;30;58;70;49;25;6;0;238
;05:3,01 a 4,00;0;0;9;24;36;23;10;2;0;104;0;0;17;20;25;5;6;0;0;73;0;0;26;44;61;28;16;2;0;177
;06:4,01 a 5,00;0;0;9;15;26;20;9;0;0;79;0;0;19;22;25;10;4;1;0;81;0;0;28;37;51;30;13;1;0;160
;07:5,01 a 7,00;0;0;25;41;72;35;17;2;0;192;0;0;44;77;155;80;19;0;0;375;0;0;69;118;227;115;36;2;0;567
;08:7,01 a 10,00;0;0;3;13;94;65;37;2;0;214;0;0;1;14;81;71;19;0;0;186;0;0;4;27;175;136;56;2;0;400
;09:10,01 a 15,00;0;0;2;11;32;46;22;0;0;113;0;0;3;12;38;37;9;0;0;99;0;0;5;23;70;83;31;0;0;212
;10:15,01 a 20,00;0;0;3;18;28;25;11;1;0;86;0;0;1;12;13;14;4;0;0;44;0;0;4;30;41;39;15;1;0;130
;11:Mais de 20,00;0;0;0;5;50;75;40;6;0;176;0;0;0;2;20;29;6;1;0;58;0;0;0;7;70;104;46;7;0;234
;{ñ class};0;0;0;0;1;0;1;0;0;2;0;0;0;0;1;1;0;0;0;2;0;0;0;0;2;1;1;0;0;4
