capital,faixa_remuneracao_media_sm,Analfabeto,Até 5ª Incompleto,5ª Completo Fundamental,6ª a 9ª Fundamental,Fundamental Completo,Médio Incompleto,Médio Completo,Superior Incompleto,Superior Completo,Mestrado,Doutorado,sexo,ano
palmas___to,"04:2,01_a_3,00",3,101,47,99,457,265,5875,290,2200,39,4,M,2020
palmas___to,"05:3,01_a_4,00",1,22,9,34,159,67,1971,136,3123,40,9,M,2020
palmas___to,"06:4,01_a_5,00",0,5,1,10,27,20,1131,72,2180,52,9,M,2020
palmas___to,"07:5,01_a_7,00",0,4,1,8,38,19,958,81,2615,86,40,M,2020
palmas___to,"08:7,01_a_10,00",0,4,2,1,12,4,1317,48,2184,134,59,M,2020
palmas___to,"09:10,01_a_15,00",0,2,1,0,6,2,775,20,1982,166,147,M,2020
palmas___to,"10:15,01_a_20,00",0,0,2,0,4,0,195,17,1158,66,32,M,2020
palmas___to,"11:mais_de_20,00",0,0,0,0,12,1,132,9,1594,30,38,M,2020
sao_luiz___ma,"00:ate_0,50",5,7,8,17,72,65,790,22,120,3,0,M,2020
sao_luiz___ma,"01:0,51_a_1,00",53,222,234,398,946,650,10404,343,872,27,2,M,2020
sao_luiz___ma,"02:1,01_a_1,50",189,855,757,1720,4220,2255,45048,1080,2731,45,11,M,2020
sao_luiz___ma,"03:1,51_a_2,00",47,606,531,871,1971,923,21123,667,1718,49,5,M,2020
sao_luiz___ma,"04:2,01_a_3,00",23,319,317,511,1186,566,15668,762,3667,102,11,M,2020
sao_luiz___ma,"05:3,01_a_4,00",6,302,369,97,376,209,6744,514,6835,84,12,M,2020
sao_luiz___ma,"06:4,01_a_5,00",2,65,55,45,152,54,5346,775,3628,102,15,M,2020
sao_luiz___ma,"07:5,01_a_7,00",0,89,123,87,241,92,5474,784,5349,108,19,M,2020
sao_luiz___ma,"08:7,01_a_10,00",0,84,118,19,141,57,3117,355,4354,112,32,M,2020
sao_luiz___ma,"09:10,01_a_15,00",0,16,9,11,75,15,1017,200,2864,138,33,M,2020
sao_luiz___ma,"10:15,01_a_20,00",0,9,10,1,25,6,531,83,1573,57,30,M,2020
sao_luiz___ma,"11:mais_de_20,00",0,5,0,0,3,1,93,37,1837,54,30,M,2020
terezina___pi,"00:ate_0,50",7,52,31,49,58,329,561,42,219,12,0,M,2020
terezina___pi,"01:0,51_a_1,00",125,547,397,945,1941,1595,12039,670,1228,51,2,M,2020
terezina___pi,"02:1,01_a_1,50",436,2541,1206,2732,5775,4189,29253,1639,4238,206,7,M,2020
terezina___pi,"03:1,51_a_2,00",110,742,374,799,1755,1189,10572,854,3028,433,8,M,2020
terezina___pi,"04:2,01_a_3,00",47,623,195,448,1027,617,6725,672,2694,245,15,M,2020
terezina___pi,"05:3,01_a_4,00",16,662,34,74,582,338,3363,1006,3722,1309,27,M,2020
terezina___pi,"06:4,01_a_5,00",11,179,17,41,195,95,1335,229,1723,479,17,M,2020
terezina___pi,"07:5,01_a_7,00",7,110,13,63,134,49,1297,184,1897,212,45,M,2020
terezina___pi,"08:7,01_a_10,00",33,363,8,23,216,87,1165,153,2821,212,82,M,2020
terezina___pi,"09:10,01_a_15,00",2,143,5,4,47,24,429,51,2954,211,164,M,2020
terezina___pi,"10:15,01_a_20,00",0,62,1,0,8,4,174,26,1497,43,38,M,2020
terezina___pi,"11:mais_de_20,00",0,51,2,2,1,0,47,8,1314,68,56,M,2020
fortaleza___ce,"00:ate_0,50",21,61,38,127,285,386,2380,330,1715,29,2,M,2020
fortaleza___ce,"01:0,51_a_1,00",380,1373,909,2959,5645,3844,32803,1788,4957,166,34,M,2020
fortaleza___ce,"02:1,01_a_1,50",928,4185,2743,8964,16627,10197,95448,4192,6453,194,26,M,2020
fortaleza___ce,"03:1,51_a_2,00",199,1717,1088,3367,5714,3027,37059,2198,5265,124,32,M,2020
fortaleza___ce,"04:2,01_a_3,00",84,1080,627,1704,3052,1502,26131,2672,8661,294,49,M,2020
fortaleza___ce,"05:3,01_a_4,00",4,233,129,410,603,349,15967,3032,8081,250,63,M,2020
fortaleza___ce,"06:4,01_a_5,00",5,123,65,182,344,151,8010,1478,5990,263,52,M,2020
fortaleza___ce,"07:5,01_a_7,00",2,105,31,196,499,157,9793,1117,8129,418,94,M,2020
fortaleza___ce,"08:7,01_a_10,00",0,34,8,50,98,75,2500,468,6802,443,173,M,2020
fortaleza___ce,"09:10,01_a_15,00",0,6,3,24,51,29,1226,260,6013,377,334,M,2020
fortaleza___ce,"10:15,01_a_20,00",0,0,0,4,7,7,737,97,3878,223,195,M,2020
fortaleza___ce,"11:mais_de_20,00",0,1,0,1,6,26,455,75,4305,259,127,M,2020
natal___rn,"00:ate_0,50",11,23,8,65,69,402,1091,62,271,5,0,M,2020
natal___rn,"01:0,51_a_1,00",111,474,270,707,1226,1384,11007,421,1215,50,9,M,2020
natal___rn,"02:1,01_a_1,50",237,1533,1020,2732,3840,4205,31584,1088,2982,56,12,M,2020
natal___rn,"03:1,51_a_2,00",65,450,548,1292,1402,1416,13738,666,1640,48,18,M,2020
natal___rn,"04:2,01_a_3,00",132,212,435,804,1393,734,9772,1043,5373,71,15,M,2020
natal___rn,"05:3,01_a_4,00",41,39,90,268,296,172,4845,538,5170,65,18,M,2020
natal___rn,"06:4,01_a_5,00",14,14,49,198,110,739,3130,326,3166,69,13,M,2020
natal___rn,"07:5,01_a_7,00",7,17,30,537,195,581,3085,239,3358,75,24,M,2020
natal___rn,"08:7,01_a_10,00",0,1,11,283,75,160,1404,102,2341,107,35,M,2020
natal___rn,"09:10,01_a_15,00",0,0,6,45,116,81,1016,120,3343,247,101,M,2020
natal___rn,"10:15,01_a_20,00",0,0,3,10,10,13,277,58,2218,118,124,M,2020
natal___rn,"11:mais_de_20,00",0,1,1,0,7,5,39,14,1891,107,79,M,2020
joao_pessoa___pb,"00:ate_0,50",4,36,19,37,51,101,649,67,325,9,0,M,2020
joao_pessoa___pb,"01:0,51_a_1,00",146,425,302,807,3181,1071,9797,777,1212,47,11,M,2020
joao_pessoa___pb,"02:1,01_a_1,50",433,1959,1412,3880,7757,3569,30542,1312,3454,47,4,M,2020
joao_pessoa___pb,"03:1,51_a_2,00",68,599,490,1315,3174,1056,10407,706,1869,49,11,M,2020
joao_pessoa___pb,"04:2,01_a_3,00",16,326,245,494,4446,414,5352,746,9703,95,20,M,2020
joao_pessoa___pb,"05:3,01_a_4,00",1,93,67,140,3448,87,1463,313,3314,75,30,M,2020
joao_pessoa___pb,"06:4,01_a_5,00",0,17,7,80,1470,34,884,173,1736,96,27,M,2020
joao_pessoa___pb,"07:5,01_a_7,00",0,40,16,81,1612,28,1050,202,2250,114,53,M,2020
joao_pessoa___pb,"08:7,01_a_10,00",0,28,8,10,1119,19,379,126,2281,196,98,M,2020
joao_pessoa___pb,"09:10,01_a_15,00",0,16,1,6,504,13,178,66,2263,165,174,M,2020
joao_pessoa___pb,"10:15,01_a_20,00",0,1,0,1,650,1,95,26,1526,81,43,M,2020
joao_pessoa___pb,"11:mais_de_20,00",0,0,0,0,320,0,12,9,1262,40,45,M,2020
recife___pe,"00:ate_0,50",12,120,63,143,138,331,2241,125,418,27,10,M,2020
recife___pe,"01:0,51_a_1,00",103,676,716,1316,1834,1850,17805,945,2069,147,48,M,2020
recife___pe,"02:1,01_a_1,50",561,4325,3042,6353,9025,6807,68198,2952,6419,196,45,M,2020
recife___pe,"03:1,51_a_2,00",202,2455,1743,3481,4538,3114,35528,2194,7512,162,38,M,2020
recife___pe,"04:2,01_a_3,00",115,1044,719,1719,2933,1408,19902,2305,9891,404,72,M,2020
recife___pe,"05:3,01_a_4,00",22,245,210,660,723,378,6515,1331,9765,354,108,M,2020
recife___pe,"06:4,01_a_5,00",7,94,96,1508,331,215,7483,1557,7393,442,84,M,2020
recife___pe,"07:5,01_a_7,00",5,94,124,1084,263,276,5300,1267,9157,564,167,M,2020
recife___pe,"08:7,01_a_10,00",1,10,20,417,152,106,2538,877,9935,592,366,M,2020
recife___pe,"09:10,01_a_15,00",0,6,20,141,86,108,1484,454,7804,486,499,M,2020
recife___pe,"10:15,01_a_20,00",0,0,0,7,11,12,345,152,3730,184,179,M,2020
recife___pe,"11:mais_de_20,00",0,1,0,5,0,5,105,47,4827,221,114,M,2020
maceio___al,"00:ate_0,50",0,20,14,75,68,296,762,65,188,7,4,M,2020
maceio___al,"01:0,51_a_1,00",118,757,392,748,1382,1268,12189,607,1085,46,11,M,2020
maceio___al,"02:1,01_a_1,50",305,2425,1249,2642,4155,3512,31456,1332,2375,122,20,M,2020
maceio___al,"03:1,51_a_2,00",69,772,441,976,1470,1446,12095,917,2865,818,135,M,2020
maceio___al,"04:2,01_a_3,00",30,303,148,378,643,518,6333,738,3149,474,40,M,2020
maceio___al,"05:3,01_a_4,00",4,63,30,69,145,108,1877,347,2303,419,116,M,2020
maceio___al,"06:4,01_a_5,00",11,24,13,27,71,73,1596,1177,2798,383,71,M,2020
maceio___al,"07:5,01_a_7,00",2,24,9,88,213,82,2139,640,2784,626,110,M,2020
maceio___al,"08:7,01_a_10,00",1,9,1,19,63,56,1208,327,2207,474,168,M,2020
maceio___al,"09:10,01_a_15,00",0,2,2,5,18,20,416,146,1768,263,223,M,2020
maceio___al,"10:15,01_a_20,00",0,0,0,1,4,4,149,34,990,171,83,M,2020
maceio___al,"11:mais_de_20,00",8,1,0,0,2,2,119,31,1216,288,70,M,2020
aracaju___se,"00:ate_0,50",3,31,17,129,122,358,778,89,208,15,6,M,2020
aracaju___se,"01:0,51_a_1,00",47,473,283,725,1011,1092,8417,456,934,50,8,M,2020
aracaju___se,"02:1,01_a_1,50",154,1291,876,2458,3238,3203,24583,1316,1469,41,11,M,2020
aracaju___se,"03:1,51_a_2,00",30,397,361,1019,1573,1234,11754,855,1399,41,12,M,2020
aracaju___se,"04:2,01_a_3,00",5,137,100,396,739,458,5938,755,2019,52,16,M,2020
aracaju___se,"05:3,01_a_4,00",1,15,16,59,263,74,2183,398,1684,131,26,M,2020
aracaju___se,"06:4,01_a_5,00",2,12,11,30,111,66,1347,574,3023,180,22,M,2020
aracaju___se,"07:5,01_a_7,00",0,15,19,71,233,260,2180,852,3419,349,24,M,2020
aracaju___se,"08:7,01_a_10,00",0,6,8,39,95,77,965,285,1979,166,25,M,2020
aracaju___se,"09:10,01_a_15,00",0,4,1,15,10,23,541,182,1658,114,29,M,2020
aracaju___se,"10:15,01_a_20,00",0,0,0,0,5,5,119,32,1114,94,10,M,2020
aracaju___se,"11:mais_de_20,00",0,0,0,0,0,3,58,14,1525,85,43,M,2020
salvador___ba,"00:ate_0,50",5,27,9,109,85,789,2367,121,324,4,1,M,2020
salvador___ba,"01:0,51_a_1,00",119,569,735,1060,1805,2644,30001,973,1925,132,19,M,2020
salvador___ba,"02:1,01_a_1,50",335,2948,2133,4843,7212,7495,83749,2486,4586,157,28,M,2020
salvador___ba,"03:1,51_a_2,00",95,1534,1577,2676,3903,3494,42480,1642,5260,170,31,M,2020
salvador___ba,"04:2,01_a_3,00",89,941,778,1667,2657,2175,27933,2141,7783,271,79,M,2020
salvador___ba,"05:3,01_a_4,00",22,309,174,417,834,526,10926,2415,8936,249,84,M,2020
salvador___ba,"06:4,01_a_5,00",3,93,77,275,401,248,11917,4300,6697,202,75,M,2020
salvador___ba,"07:5,01_a_7,00",2,94,56,556,735,494,12739,2669,9895,370,187,M,2020
salvador___ba,"08:7,01_a_10,00",2,18,29,52,161,296,4107,940,8883,379,359,M,2020
salvador___ba,"09:10,01_a_15,00",1,6,16,4,122,91,1641,903,7571,368,519,M,2020
salvador___ba,"10:15,01_a_20,00",0,2,3,3,41,20,513,224,4197,157,267,M,2020
salvador___ba,"11:mais_de_20,00",0,0,1,2,32,16,161,113,5243,227,151,M,2020
belo_horizonte___mg,"00:ate_0,50",6,103,66,312,289,2112,2521,236,664,35,9,M,2020
belo_horizonte___mg,"01:0,51_a_1,00",143,1276,908,2071,3481,4283,22285,1494,2674,106,23,M,2020
belo_horizonte___mg,"02:1,01_a_1,50",667,6116,4528,9486,14901,12985,80499,4791,6298,185,40,M,2020
belo_horizonte___mg,"03:1,51_a_2,00",493,5077,3900,7535,11689,7469,54905,4489,7163,165,61,M,2020
belo_horizonte___mg,"04:2,01_a_3,00",314,2640,2687,5894,9140,5477,59748,7728,16002,418,100,M,2020
belo_horizonte___mg,"05:3,01_a_4,00",78,438,524,1098,2090,1217,20067,3799,15105,407,115,M,2020
belo_horizonte___mg,"06:4,01_a_5,00",30,147,218,359,803,454,17699,7840,16990,419,120,M,2020
belo_horizonte___mg,"07:5,01_a_7,00",20,86,244,224,504,326,22889,2160,19749,640,233,M,2020
belo_horizonte___mg,"08:7,01_a_10,00",7,31,1019,93,270,305,11535,741,18762,799,422,M,2020
belo_horizonte___mg,"09:10,01_a_15,00",3,4,482,21,152,126,4989,346,13739,1015,784,M,2020
belo_horizonte___mg,"10:15,01_a_20,00",1,1,38,3,43,20,1112,71,7455,411,780,M,2020
belo_horizonte___mg,"11:mais_de_20,00",0,0,6,4,26,24,477,87,10412,335,561,M,2020
vitoria___es,"00:ate_0,50",1,9,9,191,119,400,245,28,80,1,0,M,2020
vitoria___es,"01:0,51_a_1,00",19,70,59,232,523,537,2601,222,463,23,0,M,2020
vitoria___es,"02:1,01_a_1,50",67,362,272,1065,1938,1548,10503,905,1189,41,1,M,2020
vitoria___es,"03:1,51_a_2,00",36,491,365,938,1586,915,8235,783,1435,43,2,M,2020
vitoria___es,"04:2,01_a_3,00",15,371,243,423,973,563,9088,946,4212,131,17,M,2020
vitoria___es,"05:3,01_a_4,00",3,43,57,68,206,144,5268,1205,4874,293,34,M,2020
vitoria___es,"06:4,01_a_5,00",0,15,33,37,110,63,2984,813,3942,206,42,M,2020
vitoria___es,"07:5,01_a_7,00",2,11,67,33,117,73,3209,600,5058,268,57,M,2020
vitoria___es,"08:7,01_a_10,00",0,7,71,19,79,78,1956,285,4787,263,85,M,2020
vitoria___es,"09:10,01_a_15,00",0,2,60,1,58,36,919,160,3858,164,154,M,2020
vitoria___es,"10:15,01_a_20,00",0,1,15,0,15,7,315,27,2258,135,33,M,2020
vitoria___es,"11:mais_de_20,00",0,0,3,0,5,2,127,12,2376,160,42,M,2020
rio_de_janeiro___rj,"00:ate_0,50",9,67,67,244,407,1013,3512,264,1711,36,10,M,2020
rio_de_janeiro___rj,"01:0,51_a_1,00",151,925,1231,2489,7208,6063,36419,2086,5806,129,48,M,2020
rio_de_janeiro___rj,"02:1,01_a_1,50",751,6671,6299,13996,35115,21324,147773,6529,11038,333,92,M,2020
rio_de_janeiro___rj,"03:1,51_a_2,00",658,6167,6534,13893,27637,14627,106650,6599,15177,452,63,M,2020
rio_de_janeiro___rj,"04:2,01_a_3,00",638,6682,7320,15403,28689,11184,95131,12095,27043,1064,232,M,2020
rio_de_janeiro___rj,"05:3,01_a_4,00",484,4067,2995,4694,8682,3079,43046,9048,24039,930,236,M,2020
rio_de_janeiro___rj,"06:4,01_a_5,00",128,3054,793,1367,3186,1033,24337,4684,17636,722,208,M,2020
rio_de_janeiro___rj,"07:5,01_a_7,00",284,1792,856,808,3699,2542,37285,9875,28774,1420,410,M,2020
rio_de_janeiro___rj,"08:7,01_a_10,00",99,518,699,267,1799,2572,19203,3984,30422,1688,742,M,2020
rio_de_janeiro___rj,"09:10,01_a_15,00",33,100,225,62,1450,834,7114,1911,32357,2077,1068,M,2020
rio_de_janeiro___rj,"10:15,01_a_20,00",12,21,73,25,313,88,1940,584,17323,1177,837,M,2020
rio_de_janeiro___rj,"11:mais_de_20,00",5,8,32,13,305,78,1811,520,24786,2709,1097,M,2020
sao_paulo___sp,"00:ate_0,50",41,135,94,710,1045,1742,9138,432,1764,63,44,M,2020
sao_paulo___sp,"01:0,51_a_1,00",240,1214,1126,3131,7483,11187,92027,4120,8856,359,134,M,2020
sao_paulo___sp,"02:1,01_a_1,50",1558,8620,7730,19381,42780,34179,395994,15485,25410,500,213,M,2020
sao_paulo___sp,"03:1,51_a_2,00",1506,11527,9670,23545,48854,33653,380378,16637,32077,576,215,M,2020
sao_paulo___sp,"04:2,01_a_3,00",1659,10552,11673,25676,48850,28153,362441,22640,69740,1123,391,M,2020
sao_paulo___sp,"05:3,01_a_4,00",559,3979,5461,10250,16317,8685,165081,14406,71035,964,355,M,2020
sao_paulo___sp,"06:4,01_a_5,00",231,1413,1960,3624,6022,3277,82190,9570,62035,927,393,M,2020
sao_paulo___sp,"07:5,01_a_7,00",193,852,1087,1977,4513,2356,74367,10456,94869,1662,915,M,2020
sao_paulo___sp,"08:7,01_a_10,00",91,249,320,632,2404,1171,30505,7465,93056,2132,1247,M,2020
sao_paulo___sp,"09:10,01_a_15,00",64,63,106,159,458,340,11063,4135,84980,2723,2348,M,2020
sao_paulo___sp,"10:15,01_a_20,00",38,14,17,26,108,98,2792,1262,41321,1727,1483,M,2020
sao_paulo___sp,"11:mais_de_20,00",58,6,18,36,55,96,1932,1208,58135,3247,1917,M,2020
curitiba___pr,"00:ate_0,50",4,74,22,73,163,260,1149,107,323,15,8,M,2020
curitiba___pr,"01:0,51_a_1,00",36,262,166,675,1375,2610,11957,1104,1582,128,57,M,2020
curitiba___pr,"02:1,01_a_1,50",199,1487,1127,3097,7109,6324,48434,3162,4301,112,50,M,2020
curitiba___pr,"03:1,51_a_2,00",168,1813,1446,3550,7945,5511,46495,3189,5227,123,84,M,2020
curitiba___pr,"04:2,01_a_3,00",125,1467,1518,3566,8589,5244,51240,4065,11602,343,110,M,2020
curitiba___pr,"05:3,01_a_4,00",24,400,457,888,2424,1508,18893,2320,13563,463,112,M,2020
curitiba___pr,"06:4,01_a_5,00",9,108,145,296,739,470,12473,3484,14468,395,122,M,2020
curitiba___pr,"07:5,01_a_7,00",6,84,102,236,530,367,9605,1791,20499,600,164,M,2020
curitiba___pr,"08:7,01_a_10,00",2,15,24,66,227,185,4780,904,16009,690,288,M,2020
curitiba___pr,"09:10,01_a_15,00",1,7,12,10,73,42,1576,407,12035,701,689,M,2020
curitiba___pr,"10:15,01_a_20,00",2,0,0,0,19,11,454,88,6152,388,556,M,2020
curitiba___pr,"11:mais_de_20,00",0,1,0,1,10,14,140,68,7511,359,398,M,2020
florianopolis___sc,"00:ate_0,50",3,8,8,39,40,118,400,34,305,4,2,M,2020
florianopolis___sc,"01:0,51_a_1,00",17,45,33,219,288,626,2869,281,2053,41,9,M,2020
florianopolis___sc,"02:1,01_a_1,50",56,194,200,678,1524,1183,11384,1157,2476,60,8,M,2020
florianopolis___sc,"03:1,51_a_2,00",30,208,340,866,1932,1336,13053,1078,2446,67,11,M,2020
florianopolis___sc,"04:2,01_a_3,00",27,293,297,821,2012,1012,11314,1526,5388,103,18,M,2020
florianopolis___sc,"05:3,01_a_4,00",7,65,96,274,568,269,3401,827,4464,169,37,M,2020
florianopolis___sc,"06:4,01_a_5,00",2,20,52,143,230,109,1627,455,9500,242,44,M,2020
florianopolis___sc,"07:5,01_a_7,00",2,6,66,136,202,83,1516,460,12755,407,95,M,2020
florianopolis___sc,"08:7,01_a_10,00",1,4,18,37,74,55,804,270,8793,476,248,M,2020
florianopolis___sc,"09:10,01_a_15,00",3,1,6,13,37,27,489,143,6982,605,553,M,2020
florianopolis___sc,"10:15,01_a_20,00",1,0,0,1,13,5,181,37,3901,303,218,M,2020
florianopolis___sc,"11:mais_de_20,00",0,0,1,1,6,13,69,17,3876,341,156,M,2020
porto_alegre___rs,"00:ate_0,50",7,16,10,175,187,398,830,99,197,18,3,M,2020
porto_alegre___rs,"01:0,51_a_1,00",17,285,131,1218,1325,2402,6757,641,845,64,14,M,2020
porto_alegre___rs,"02:1,01_a_1,50",111,833,781,3691,7081,5474,31913,2514,2695,113,30,M,2020
porto_alegre___rs,"03:1,51_a_2,00",137,982,917,4070,7550,4592,31358,3029,5137,346,46,M,2020
porto_alegre___rs,"04:2,01_a_3,00",99,797,747,2969,5312,3144,27069,4035,9639,374,53,M,2020
porto_alegre___rs,"05:3,01_a_4,00",26,229,248,983,1539,888,10446,2581,8225,300,56,M,2020
porto_alegre___rs,"06:4,01_a_5,00",8,70,64,423,638,384,5613,1579,6913,244,60,M,2020
porto_alegre___rs,"07:5,01_a_7,00",7,52,51,324,507,293,5388,2057,17830,397,131,M,2020
porto_alegre___rs,"08:7,01_a_10,00",2,16,10,141,280,187,4051,1256,14193,557,242,M,2020
porto_alegre___rs,"09:10,01_a_15,00",1,2,9,75,301,270,3464,818,12734,570,341,M,2020
porto_alegre___rs,"10:15,01_a_20,00",1,1,1,8,48,60,990,239,6070,233,195,M,2020
porto_alegre___rs,"11:mais_de_20,00",1,1,0,5,37,13,186,134,7576,428,307,M,2020
campo_grande___ms,"00:ate_0,50",4,22,11,77,48,248,467,27,145,3,0,M,2020
campo_grande___ms,"01:0,51_a_1,00",28,129,109,402,619,1460,4350,386,648,36,7,M,2020
campo_grande___ms,"02:1,01_a_1,50",142,786,595,2241,3256,3483,21638,1418,1524,35,7,M,2020
campo_grande___ms,"03:1,51_a_2,00",50,564,534,1727,2717,2087,15852,1351,2117,37,12,M,2020
campo_grande___ms,"04:2,01_a_3,00",41,489,439,1414,2284,1420,11950,1248,3543,98,17,M,2020
campo_grande___ms,"05:3,01_a_4,00",12,102,120,321,556,392,4203,913,3837,89,16,M,2020
campo_grande___ms,"06:4,01_a_5,00",4,40,32,121,159,158,2199,953,3710,153,29,M,2020
campo_grande___ms,"07:5,01_a_7,00",1,23,19,77,154,148,2618,868,5043,178,42,M,2020
campo_grande___ms,"08:7,01_a_10,00",0,5,3,10,40,55,1063,452,3807,183,92,M,2020
campo_grande___ms,"09:10,01_a_15,00",0,0,0,5,13,28,535,210,3156,305,123,M,2020
campo_grande___ms,"10:15,01_a_20,00",0,0,0,1,5,7,145,23,1430,104,180,M,2020
campo_grande___ms,"11:mais_de_20,00",0,1,0,0,6,6,68,22,2172,89,70,M,2020
cuiaba___mt,"00:ate_0,50",2,9,3,40,41,285,366,15,39,0,1,M,2020
cuiaba___mt,"01:0,51_a_1,00",9,97,65,169,287,871,4094,146,483,10,4,M,2020
cuiaba___mt,"02:1,01_a_1,50",77,398,304,777,1545,2137,18273,723,1159,30,8,M,2020
cuiaba___mt,"03:1,51_a_2,00",53,446,343,821,1706,1691,16251,761,1731,39,4,M,2020
cuiaba___mt,"04:2,01_a_3,00",14,272,211,656,1030,1130,11697,775,2685,67,3,M,2020
cuiaba___mt,"05:3,01_a_4,00",3,70,62,251,417,394,4836,379,2420,73,11,M,2020
cuiaba___mt,"06:4,01_a_5,00",1,33,19,75,149,109,2401,223,2712,250,64,M,2020
cuiaba___mt,"07:5,01_a_7,00",1,23,12,53,93,72,3082,217,7703,512,150,M,2020
cuiaba___mt,"08:7,01_a_10,00",0,2,3,8,23,25,2444,119,6009,269,73,M,2020
cuiaba___mt,"09:10,01_a_15,00",1,3,1,3,18,10,912,66,4298,219,66,M,2020
cuiaba___mt,"10:15,01_a_20,00",0,0,0,1,8,3,216,26,2255,137,71,M,2020
cuiaba___mt,"11:mais_de_20,00",1,2,0,0,3,2,130,14,2613,231,70,M,2020
goiania___go,"00:ate_0,50",6,42,23,341,143,1454,1069,93,350,39,5,M,2020
goiania___go,"01:0,51_a_1,00",78,331,266,725,1296,2421,12856,776,2903,97,17,M,2020
goiania___go,"02:1,01_a_1,50",394,1749,1343,4482,5977,6356,49604,2301,5059,95,16,M,2020
goiania___go,"03:1,51_a_2,00",139,1287,1308,3369,4438,3403,29714,1722,5358,91,8,M,2020
goiania___go,"04:2,01_a_3,00",98,1271,1486,2914,3653,2571,22991,1854,7516,137,37,M,2020
goiania___go,"05:3,01_a_4,00",35,252,348,866,1087,719,8006,958,4906,120,42,M,2020
goiania___go,"06:4,01_a_5,00",28,119,132,273,833,286,4926,544,4979,142,45,M,2020
goiania___go,"07:5,01_a_7,00",36,143,85,230,752,237,6836,592,7852,163,63,M,2020
goiania___go,"08:7,01_a_10,00",17,127,29,349,274,104,9473,322,8400,275,110,M,2020
goiania___go,"09:10,01_a_15,00",7,55,7,76,80,47,3457,171,5723,385,346,M,2020
goiania___go,"10:15,01_a_20,00",3,6,1,11,15,12,516,33,2814,199,192,M,2020
goiania___go,"11:mais_de_20,00",3,2,0,3,5,8,735,29,3520,88,98,M,2020
brasilia___df,"00:ate_0,50",4,56,34,469,189,1724,1811,184,540,25,20,M,2020
brasilia___df,"01:0,51_a_1,00",99,466,430,1356,3054,3003,17455,1200,2793,85,19,M,2020
brasilia___df,"02:1,01_a_1,50",503,3014,2287,6777,50140,10678,79538,4485,6982,176,45,M,2020
brasilia___df,"03:1,51_a_2,00",233,2164,1546,4234,15929,5518,43156,3030,6118,162,57,M,2020
brasilia___df,"04:2,01_a_3,00",106,1104,991,2920,54012,3590,39219,4191,11809,328,106,M,2020
brasilia___df,"05:3,01_a_4,00",38,304,304,1441,4486,1684,41932,2342,9430,349,97,M,2020
brasilia___df,"06:4,01_a_5,00",27,182,104,705,1000,431,14703,1473,10354,349,107,M,2020
brasilia___df,"07:5,01_a_7,00",25,178,111,693,956,373,22845,1680,18564,731,260,M,2020
brasilia___df,"08:7,01_a_10,00",8,85,28,360,2218,340,24583,1043,28628,1079,340,M,2020
brasilia___df,"09:10,01_a_15,00",2,45,20,141,1603,272,12327,868,39409,1515,739,M,2020
brasilia___df,"10:15,01_a_20,00",1,5,7,31,169,52,1550,319,23599,826,752,M,2020
brasilia___df,"11:mais_de_20,00",0,4,5,19,177,39,1040,229,28231,1840,1301,M,2020
porto_velho___ro,"00:ate_0,50",1,2,1,6,11,17,22,2,11,0,0,F,2008
porto_velho___ro,"01:0,51_a_1,00",21,29,74,118,388,209,4143,39,100,3,1,F,2008
porto_velho___ro,"02:1,01_a_1,50",46,142,281,962,1598,1125,10841,488,300,4,0,F,2008
porto_velho___ro,"03:1,51_a_2,00",6,45,122,228,445,316,4820,318,657,8,2,F,2008
porto_velho___ro,"04:2,01_a_3,00",7,56,261,178,509,169,6332,368,2683,24,2,F,2008
porto_velho___ro,"05:3,01_a_4,00",3,75,154,84,162,63,5206,154,1584,15,1,F,2008
porto_velho___ro,"06:4,01_a_5,00",2,52,68,94,153,33,1468,90,1052,18,0,F,2008
porto_velho___ro,"07:5,01_a_7,00",0,161,20,260,491,35,1525,109,1198,24,0,F,2008
porto_velho___ro,"08:7,01_a_10,00",0,9,1,33,94,19,944,72,1410,27,6,F,2008
porto_velho___ro,"09:10,01_a_15,00",0,2,0,4,13,3,367,50,973,19,6,F,2008
porto_velho___ro,"10:15,01_a_20,00",0,0,0,1,1,2,151,10,347,7,2,F,2008
porto_velho___ro,"11:mais_de_20,00",0,0,1,2,2,0,339,2,478,3,6,F,2008
rio_branco___ac,"00:ate_0,50",1,4,0,15,6,91,22,4,3,0,0,F,2008
rio_branco___ac,"01:0,51_a_1,00",6,22,26,59,88,112,286,18,42,1,0,F,2008
rio_branco___ac,"02:1,01_a_1,50",61,714,332,886,1468,800,4567,276,122,2,0,F,2008
rio_branco___ac,"03:1,51_a_2,00",8,597,49,555,622,218,2261,312,199,2,0,F,2008
rio_branco___ac,"04:2,01_a_3,00",3,885,20,846,1065,174,2246,614,601,5,1,F,2008
rio_branco___ac,"05:3,01_a_4,00",0,248,8,216,413,76,1104,292,818,4,0,F,2008
rio_branco___ac,"06:4,01_a_5,00",0,169,4,95,412,56,1222,556,1010,4,3,F,2008
rio_branco___ac,"07:5,01_a_7,00",0,133,1,76,293,50,1155,510,1664,14,2,F,2008
rio_branco___ac,"08:7,01_a_10,00",0,36,0,19,62,9,460,156,1052,3,2,F,2008
rio_branco___ac,"09:10,01_a_15,00",0,24,0,9,35,6,283,134,756,10,1,F,2008
