capital,faixa_remuneracao_media_sm,Analfabeto,Até 5ª Incompleto,5ª Completo Fundamental,6ª a 9ª Fundamental,Fundamental Completo,Médio Incompleto,Médio Completo,Superior Incompleto,Superior Completo,Mestrado,Doutorado,sexo,ano
porto_velho___ro,"00:ate_0,50",0,3,7,46,11,194,85,28,96,30,1,F,2017
porto_velho___ro,"01:0,51_a_1,00",3,24,26,68,75,221,829,62,551,97,1,F,2017
porto_velho___ro,"02:1,01_a_1,50",38,189,171,625,1173,1418,12917,756,7028,166,5,F,2017
porto_velho___ro,"03:1,51_a_2,00",15,139,90,258,436,570,6226,445,4478,450,1,F,2017
porto_velho___ro,"04:2,01_a_3,00",2,64,59,65,168,133,2603,434,7312,4011,10,F,2017
porto_velho___ro,"05:3,01_a_4,00",0,54,11,89,392,18,1369,152,6404,927,6,F,2017
porto_velho___ro,"06:4,01_a_5,00",0,4,9,24,32,14,657,79,2023,279,4,F,2017
porto_velho___ro,"07:5,01_a_7,00",0,42,3,54,166,16,831,70,2430,282,10,F,2017
porto_velho___ro,"08:7,01_a_10,00",0,3,0,6,25,7,238,38,1716,333,17,F,2017
porto_velho___ro,"09:10,01_a_15,00",0,1,0,7,25,2,227,10,1224,349,54,F,2017
porto_velho___ro,"10:15,01_a_20,00",0,0,0,0,1,1,69,2,467,56,7,F,2017
porto_velho___ro,"11:mais_de_20,00",0,0,0,2,0,1,11,1,458,72,9,F,2017
rio_branco___ac,"00:ate_0,50",0,0,0,13,4,134,52,9,13,0,0,F,2017
rio_branco___ac,"01:0,51_a_1,00",1,16,14,25,136,81,1130,179,153,4,0,F,2017
rio_branco___ac,"02:1,01_a_1,50",25,334,289,363,951,492,10229,690,1076,6,1,F,2017
rio_branco___ac,"03:1,51_a_2,00",1,102,44,236,354,112,3350,356,971,8,1,F,2017
rio_branco___ac,"04:2,01_a_3,00",0,136,19,319,291,96,2957,336,5044,41,2,F,2017
rio_branco___ac,"05:3,01_a_4,00",0,23,3,45,99,34,1230,130,3528,49,4,F,2017
rio_branco___ac,"06:4,01_a_5,00",0,10,0,6,31,17,482,94,3160,50,3,F,2017
rio_branco___ac,"07:5,01_a_7,00",0,1,0,3,34,16,303,53,2751,68,10,F,2017
rio_branco___ac,"08:7,01_a_10,00",0,1,0,2,29,8,106,17,1393,83,3,F,2017
rio_branco___ac,"09:10,01_a_15,00",0,0,0,1,10,0,98,11,920,42,22,F,2017
rio_branco___ac,"10:15,01_a_20,00",0,0,0,0,0,0,12,2,299,11,5,F,2017
rio_branco___ac,"11:mais_de_20,00",0,0,0,0,0,0,4,1,249,15,9,F,2017
manaus___am,"00:ate_0,50",1,5,1,83,50,1067,471,56,45,5,1,F,2017
manaus___am,"01:0,51_a_1,00",9,58,52,250,540,1034,3701,257,467,22,6,F,2017
manaus___am,"02:1,01_a_1,50",70,764,743,2844,6162,4267,54883,2775,4198,62,16,F,2017
manaus___am,"03:1,51_a_2,00",9,658,409,591,1544,1069,25410,1785,10408,78,6,F,2017
manaus___am,"04:2,01_a_3,00",1,344,81,332,643,358,15029,1760,12223,167,24,F,2017
manaus___am,"05:3,01_a_4,00",2,134,26,68,290,97,4540,767,9974,129,16,F,2017
manaus___am,"06:4,01_a_5,00",0,53,2,13,67,45,2784,471,5336,96,37,F,2017
manaus___am,"07:5,01_a_7,00",0,34,8,21,90,55,2564,452,7504,126,32,F,2017
manaus___am,"08:7,01_a_10,00",0,12,3,6,23,16,838,250,5773,209,62,F,2017
manaus___am,"09:10,01_a_15,00",0,11,5,4,33,16,630,109,3000,147,113,F,2017
manaus___am,"10:15,01_a_20,00",0,1,0,1,2,5,188,35,1194,44,24,F,2017
manaus___am,"11:mais_de_20,00",0,0,0,0,0,1,64,19,1219,43,36,F,2017
boa_vista___rr,"00:ate_0,50",0,0,0,8,19,145,63,11,21,6,0,F,2017
boa_vista___rr,"01:0,51_a_1,00",1,10,15,36,176,179,828,76,231,3,0,F,2017
boa_vista___rr,"02:1,01_a_1,50",39,101,223,183,2281,462,10086,531,1780,6,0,F,2017
boa_vista___rr,"03:1,51_a_2,00",5,13,22,10,404,61,2172,228,963,14,0,F,2017
boa_vista___rr,"04:2,01_a_3,00",0,6,30,10,90,34,3181,209,2728,25,4,F,2017
boa_vista___rr,"05:3,01_a_4,00",0,38,5,158,115,11,895,110,2759,25,0,F,2017
boa_vista___rr,"06:4,01_a_5,00",0,6,4,16,36,5,438,71,2283,18,2,F,2017
boa_vista___rr,"07:5,01_a_7,00",0,40,1,202,346,13,1352,61,3030,20,2,F,2017
boa_vista___rr,"08:7,01_a_10,00",0,0,4,1,5,1,363,33,1910,63,3,F,2017
boa_vista___rr,"09:10,01_a_15,00",0,0,0,0,10,1,87,8,950,66,41,F,2017
boa_vista___rr,"10:15,01_a_20,00",0,0,1,0,0,1,22,3,323,25,13,F,2017
boa_vista___rr,"11:mais_de_20,00",0,0,0,0,0,0,5,0,277,17,19,F,2017
belem___pa,"00:ate_0,50",3,39,26,145,218,649,585,51,157,12,0,F,2017
belem___pa,"01:0,51_a_1,00",6,70,56,310,674,669,2994,237,741,35,10,F,2017
belem___pa,"02:1,01_a_1,50",72,413,363,2337,6778,3242,38867,1813,4125,52,25,F,2017
belem___pa,"03:1,51_a_2,00",8,43,56,955,1243,897,15334,944,3310,71,14,F,2017
belem___pa,"04:2,01_a_3,00",5,16,32,259,717,331,10403,945,6224,306,36,F,2017
belem___pa,"05:3,01_a_4,00",2,4,5,105,340,266,3987,397,9005,171,20,F,2017
belem___pa,"06:4,01_a_5,00",0,2,2,42,103,133,2440,299,7854,297,21,F,2017
belem___pa,"07:5,01_a_7,00",0,5,0,12,91,39,2230,301,12361,471,46,F,2017
belem___pa,"08:7,01_a_10,00",0,1,0,9,15,15,909,291,8124,745,60,F,2017
belem___pa,"09:10,01_a_15,00",0,0,1,10,20,2,313,79,4282,183,282,F,2017
belem___pa,"10:15,01_a_20,00",0,0,0,4,8,0,78,12,1733,43,41,F,2017
belem___pa,"11:mais_de_20,00",0,0,0,1,1,0,50,6,1947,54,65,F,2017
macapa___ap,"00:ate_0,50",1,2,0,16,22,178,126,38,108,0,0,F,2017
macapa___ap,"01:0,51_a_1,00",2,25,13,36,173,169,1164,79,3176,13,2,F,2017
macapa___ap,"02:1,01_a_1,50",18,101,116,362,1185,683,8847,535,6612,23,0,F,2017
macapa___ap,"03:1,51_a_2,00",5,6,17,28,102,71,3300,252,5622,16,0,F,2017
macapa___ap,"04:2,01_a_3,00",8,1,7,14,75,27,2009,157,4276,22,2,F,2017
macapa___ap,"05:3,01_a_4,00",0,11,0,61,347,5,660,52,1176,27,2,F,2017
macapa___ap,"06:4,01_a_5,00",0,1,0,5,6,5,378,32,681,18,2,F,2017
macapa___ap,"07:5,01_a_7,00",0,19,1,72,257,6,1915,46,1317,26,6,F,2017
macapa___ap,"08:7,01_a_10,00",0,1,0,0,6,6,511,38,1530,151,16,F,2017
macapa___ap,"09:10,01_a_15,00",0,0,0,3,7,2,119,13,828,39,73,F,2017
macapa___ap,"10:15,01_a_20,00",0,0,0,0,4,0,89,10,261,6,19,F,2017
macapa___ap,"11:mais_de_20,00",0,0,0,0,0,1,36,5,293,6,13,F,2017
palmas___to,"00:ate_0,50",0,1,0,18,8,327,132,20,28,3,2,F,2017
palmas___to,"01:0,51_a_1,00",0,1925,11,31,260,202,2068,101,138,6,3,F,2017
palmas___to,"02:1,01_a_1,50",7,1585,52,218,1312,560,12795,679,907,13,1,F,2017
palmas___to,"03:1,51_a_2,00",2,231,6,28,142,117,4749,331,1109,8,0,F,2017
palmas___to,"04:2,01_a_3,00",0,297,0,15,74,44,4853,310,3069,33,4,F,2017
palmas___to,"05:3,01_a_4,00",0,22,0,4,27,10,1830,95,6321,41,8,F,2017
palmas___to,"06:4,01_a_5,00",0,7,0,3,10,3,2503,50,3955,59,7,F,2017
palmas___to,"07:5,01_a_7,00",0,7,4,1,6,5,1042,47,5519,37,20,F,2017
palmas___to,"08:7,01_a_10,00",0,1,0,0,3,2,512,22,2024,175,20,F,2017
palmas___to,"09:10,01_a_15,00",0,0,0,0,10,1,289,15,1396,114,118,F,2017
palmas___to,"10:15,01_a_20,00",0,0,0,0,0,0,28,1,590,44,22,F,2017
palmas___to,"11:mais_de_20,00",0,0,0,0,0,0,70,4,627,7,19,F,2017
sao_luiz___ma,"00:ate_0,50",1,0,1,6,34,48,345,12,110,1,1,F,2017
sao_luiz___ma,"01:0,51_a_1,00",4,113,140,320,550,546,5974,344,1153,13,2,F,2017
sao_luiz___ma,"02:1,01_a_1,50",32,195,385,796,1798,1430,43127,1928,6493,43,1,F,2017
sao_luiz___ma,"03:1,51_a_2,00",4,316,314,104,347,271,11623,1012,3889,42,2,F,2017
sao_luiz___ma,"04:2,01_a_3,00",0,157,205,21,89,1097,7823,1034,8141,93,6,F,2017
sao_luiz___ma,"05:3,01_a_4,00",0,22,34,13,53,5624,2195,321,4976,93,9,F,2017
sao_luiz___ma,"06:4,01_a_5,00",0,9,18,7,27,5330,1115,320,4229,142,21,F,2017
sao_luiz___ma,"07:5,01_a_7,00",0,2,11,7,14,2944,1432,243,4412,169,28,F,2017
sao_luiz___ma,"08:7,01_a_10,00",0,1,4,1,3,1244,444,97,3329,187,29,F,2017
sao_luiz___ma,"09:10,01_a_15,00",0,0,4,0,14,79,382,100,2552,135,46,F,2017
sao_luiz___ma,"10:15,01_a_20,00",0,0,3,0,0,2,128,15,842,65,52,F,2017
sao_luiz___ma,"11:mais_de_20,00",0,0,0,0,1,2,7,2,899,19,29,F,2017
terezina___pi,"00:ate_0,50",1,3,5,13,24,247,233,14,134,7,0,F,2017
terezina___pi,"01:0,51_a_1,00",25,42,35,246,221,464,3223,232,1174,40,0,F,2017
terezina___pi,"02:1,01_a_1,50",65,559,485,1275,3250,2899,40266,2661,7264,456,23,F,2017
terezina___pi,"03:1,51_a_2,00",3,62,32,79,286,235,9418,880,3830,792,7,F,2017
terezina___pi,"04:2,01_a_3,00",0,29,5,27,146,112,6311,776,4319,804,9,F,2017
terezina___pi,"05:3,01_a_4,00",0,46,4,4,57,18,2539,292,6708,894,11,F,2017
terezina___pi,"06:4,01_a_5,00",0,18,0,6,29,12,1062,118,5522,586,9,F,2017
terezina___pi,"07:5,01_a_7,00",1,5,1,3,19,6,898,89,3283,546,25,F,2017
terezina___pi,"08:7,01_a_10,00",0,0,1,1,8,3,886,54,2410,448,9,F,2017
terezina___pi,"09:10,01_a_15,00",0,3,1,1,7,2,517,22,1839,462,92,F,2017
terezina___pi,"10:15,01_a_20,00",0,0,0,0,0,1,112,6,760,154,9,F,2017
terezina___pi,"11:mais_de_20,00",0,0,0,0,1,0,92,1,557,122,20,F,2017
fortaleza___ce,"00:ate_0,50",10,16,10,39,146,463,1172,274,2077,14,3,F,2017
fortaleza___ce,"01:0,51_a_1,00",13,124,115,384,979,1387,9449,1188,5798,85,18,F,2017
fortaleza___ce,"02:1,01_a_1,50",175,1303,1887,5776,13197,8172,114673,7408,14139,658,21,F,2017
fortaleza___ce,"03:1,51_a_2,00",9,150,103,793,924,986,21244,3216,9419,648,26,F,2017
fortaleza___ce,"04:2,01_a_3,00",3,54,28,287,497,458,12579,3177,16251,1052,85,F,2017
fortaleza___ce,"05:3,01_a_4,00",1,27,15,142,199,129,3999,1302,11690,2006,83,F,2017
fortaleza___ce,"06:4,01_a_5,00",0,24,8,45,146,79,2099,767,7145,1893,78,F,2017
fortaleza___ce,"07:5,01_a_7,00",0,18,3,110,153,64,2458,722,11352,2296,205,F,2017
fortaleza___ce,"08:7,01_a_10,00",0,8,1,26,33,31,815,324,6078,1877,196,F,2017
fortaleza___ce,"09:10,01_a_15,00",0,0,0,7,19,15,490,215,4536,1233,284,F,2017
fortaleza___ce,"10:15,01_a_20,00",0,0,0,3,5,1,168,111,2242,306,112,F,2017
fortaleza___ce,"11:mais_de_20,00",0,0,0,1,2,2,81,46,2314,195,84,F,2017
natal___rn,"00:ate_0,50",0,14,15,71,62,539,824,52,155,5,1,F,2017
natal___rn,"01:0,51_a_1,00",15,92,80,214,372,510,3326,205,837,28,3,F,2017
natal___rn,"02:1,01_a_1,50",88,1142,1016,2586,3241,3676,40290,2252,4587,63,15,F,2017
natal___rn,"03:1,51_a_2,00",6,43,243,914,340,362,9147,855,2840,32,15,F,2017
natal___rn,"04:2,01_a_3,00",2,17,114,971,117,158,6828,827,9119,99,24,F,2017
natal___rn,"05:3,01_a_4,00",1,3,47,351,36,42,3246,320,6715,55,14,F,2017
natal___rn,"06:4,01_a_5,00",0,2,9,74,29,27,1632,140,4406,75,11,F,2017
natal___rn,"07:5,01_a_7,00",0,6,8,29,41,24,904,93,4301,77,30,F,2017
natal___rn,"08:7,01_a_10,00",0,0,0,12,7,9,312,48,2729,81,26,F,2017
natal___rn,"09:10,01_a_15,00",0,1,3,4,4,1,313,42,2665,118,59,F,2017
natal___rn,"10:15,01_a_20,00",0,0,0,2,0,4,91,26,1333,28,21,F,2017
natal___rn,"11:mais_de_20,00",0,0,1,0,0,0,10,4,936,17,23,F,2017
joao_pessoa___pb,"00:ate_0,50",0,6,6,5,18,64,248,28,246,5,1,F,2017
joao_pessoa___pb,"01:0,51_a_1,00",16,80,128,569,5189,544,6652,459,984,32,3,F,2017
joao_pessoa___pb,"02:1,01_a_1,50",68,436,673,1802,9514,2020,27857,2199,5659,52,12,F,2017
joao_pessoa___pb,"03:1,51_a_2,00",3,52,26,230,2459,181,5210,752,3783,64,14,F,2017
joao_pessoa___pb,"04:2,01_a_3,00",0,27,16,107,4550,81,2735,647,7770,140,28,F,2017
joao_pessoa___pb,"05:3,01_a_4,00",0,5,3,38,1257,21,674,207,3776,138,28,F,2017
joao_pessoa___pb,"06:4,01_a_5,00",0,1,2,31,530,11,359,98,2223,169,31,F,2017
joao_pessoa___pb,"07:5,01_a_7,00",0,11,1,33,1225,5,710,72,2185,174,79,F,2017
joao_pessoa___pb,"08:7,01_a_10,00",0,18,0,4,781,3,246,37,1751,179,45,F,2017
joao_pessoa___pb,"09:10,01_a_15,00",0,3,0,9,470,3,127,23,1984,150,165,F,2017
joao_pessoa___pb,"10:15,01_a_20,00",0,0,0,2,208,0,18,2,1018,37,22,F,2017
joao_pessoa___pb,"11:mais_de_20,00",0,0,0,0,189,0,2,3,663,19,17,F,2017
recife___pe,"00:ate_0,50",0,16,12,37,44,508,1824,143,366,23,7,F,2017
recife___pe,"01:0,51_a_1,00",11,99,90,370,437,576,6842,599,1736,85,21,F,2017
recife___pe,"02:1,01_a_1,50",148,1464,1232,3547,5151,5085,80410,4934,12883,203,25,F,2017
recife___pe,"03:1,51_a_2,00",8,278,320,906,942,912,24914,2915,13950,149,38,F,2017
recife___pe,"04:2,01_a_3,00",1,129,130,218,302,398,11457,2272,19198,581,95,F,2017
recife___pe,"05:3,01_a_4,00",1,27,68,193,96,106,4406,1287,16838,622,142,F,2017
recife___pe,"06:4,01_a_5,00",1,8,9,96,47,39,1807,586,9527,455,109,F,2017
recife___pe,"07:5,01_a_7,00",0,14,12,74,54,47,2013,612,13877,648,143,F,2017
recife___pe,"08:7,01_a_10,00",0,3,4,33,28,26,757,339,10669,610,230,F,2017
recife___pe,"09:10,01_a_15,00",0,0,1,16,33,17,439,163,6380,327,390,F,2017
recife___pe,"10:15,01_a_20,00",0,0,0,0,0,2,71,25,2563,120,87,F,2017
recife___pe,"11:mais_de_20,00",0,0,0,0,0,0,15,16,2643,93,61,F,2017
maceio___al,"00:ate_0,50",1,12,4,33,38,227,443,59,150,5,2,F,2017
maceio___al,"01:0,51_a_1,00",11,134,59,201,318,490,3400,253,704,40,7,F,2017
maceio___al,"02:1,01_a_1,50",84,969,654,1662,3902,2889,32562,2151,3576,59,15,F,2017
maceio___al,"03:1,51_a_2,00",4,234,83,326,1533,1363,6482,1662,2971,69,5,F,2017
maceio___al,"04:2,01_a_3,00",0,191,173,191,641,1192,3831,1050,4091,108,18,F,2017
maceio___al,"05:3,01_a_4,00",0,63,128,47,449,154,1347,893,3612,92,45,F,2017
maceio___al,"06:4,01_a_5,00",0,31,42,32,164,245,899,693,2183,93,28,F,2017
maceio___al,"07:5,01_a_7,00",0,23,15,41,171,183,879,810,2860,119,44,F,2017
maceio___al,"08:7,01_a_10,00",0,5,32,22,53,120,425,282,2053,203,48,F,2017
maceio___al,"09:10,01_a_15,00",0,2,6,21,29,39,243,118,1414,87,151,F,2017
maceio___al,"10:15,01_a_20,00",0,1,6,1,7,4,59,20,655,33,26,F,2017
maceio___al,"11:mais_de_20,00",0,0,0,0,2,2,15,40,595,30,22,F,2017
aracaju___se,"00:ate_0,50",1,17,5,77,52,394,407,87,183,4,11,F,2017
aracaju___se,"01:0,51_a_1,00",3,53,46,144,322,445,2943,277,782,27,2,F,2017
aracaju___se,"02:1,01_a_1,50",39,381,431,1065,2200,2347,28576,2568,3704,41,14,F,2017
aracaju___se,"03:1,51_a_2,00",2,24,32,202,535,314,6862,1091,2566,30,3,F,2017
aracaju___se,"04:2,01_a_3,00",0,12,7,104,520,185,4276,1007,4155,84,10,F,2017
aracaju___se,"05:3,01_a_4,00",0,3,2,24,128,52,1313,387,5049,229,16,F,2017
aracaju___se,"06:4,01_a_5,00",1,4,2,19,35,21,622,343,5447,272,15,F,2017
aracaju___se,"07:5,01_a_7,00",0,2,3,11,36,11,596,197,3716,465,29,F,2017
aracaju___se,"08:7,01_a_10,00",0,1,0,2,12,7,353,97,1907,249,28,F,2017
aracaju___se,"09:10,01_a_15,00",0,0,0,5,4,2,240,57,1453,158,35,F,2017
aracaju___se,"10:15,01_a_20,00",0,0,0,0,1,1,27,6,535,89,19,F,2017
aracaju___se,"11:mais_de_20,00",0,0,0,0,0,0,11,1,774,40,20,F,2017
salvador___ba,"00:ate_0,50",1,11,5,52,63,972,1417,107,259,7,2,F,2017
salvador___ba,"01:0,51_a_1,00",22,113,138,247,606,1211,16819,948,1828,68,8,F,2017
salvador___ba,"02:1,01_a_1,50",96,847,869,2043,4079,4744,98993,4931,11167,116,39,F,2017
salvador___ba,"03:1,51_a_2,00",7,156,187,344,758,846,29335,2442,8390,138,30,F,2017
salvador___ba,"04:2,01_a_3,00",6,98,86,283,542,627,20960,2347,14740,295,70,F,2017
salvador___ba,"05:3,01_a_4,00",3,49,17,51,121,231,8375,1176,12434,313,84,F,2017
salvador___ba,"06:4,01_a_5,00",0,15,11,28,60,152,5713,1254,13298,278,56,F,2017
salvador___ba,"07:5,01_a_7,00",0,33,4,53,121,125,5570,930,16567,548,124,F,2017
salvador___ba,"08:7,01_a_10,00",0,15,5,8,21,62,3255,858,18027,598,217,F,2017
salvador___ba,"09:10,01_a_15,00",0,3,3,7,17,15,1472,269,8993,548,335,F,2017
salvador___ba,"10:15,01_a_20,00",0,1,1,2,4,4,302,31,3446,108,198,F,2017
salvador___ba,"11:mais_de_20,00",0,0,0,1,1,7,160,37,3705,99,130,F,2017
belo_horizonte___mg,"00:ate_0,50",29,120,169,393,435,3381,1505,112,450,13,5,F,2017
belo_horizonte___mg,"01:0,51_a_1,00",83,516,755,1502,2116,2962,9910,732,1545,64,10,F,2017
belo_horizonte___mg,"02:1,01_a_1,50",341,3533,5584,11649,19932,14267,111206,6570,8866,91,21,F,2017
belo_horizonte___mg,"03:1,51_a_2,00",76,727,1147,2219,4357,3170,47806,7351,14628,113,31,F,2017
belo_horizonte___mg,"04:2,01_a_3,00",30,181,353,650,2016,1326,43212,12074,36098,305,56,F,2017
belo_horizonte___mg,"05:3,01_a_4,00",2,22,68,142,650,334,11111,4071,26900,504,80,F,2017
belo_horizonte___mg,"06:4,01_a_5,00",0,12,14,31,247,110,7663,3707,20996,790,78,F,2017
belo_horizonte___mg,"07:5,01_a_7,00",0,12,21,76,246,72,5906,1644,24326,1239,165,F,2017
belo_horizonte___mg,"08:7,01_a_10,00",0,2,122,12,56,50,3101,395,17854,1093,201,F,2017
belo_horizonte___mg,"09:10,01_a_15,00",0,3,12,7,47,21,1223,138,11950,1216,570,F,2017
belo_horizonte___mg,"10:15,01_a_20,00",0,0,1,1,5,3,241,55,5596,352,167,F,2017
belo_horizonte___mg,"11:mais_de_20,00",0,0,0,1,9,2,124,36,6918,255,217,F,2017
vitoria___es,"00:ate_0,50",1,7,14,140,140,755,143,6,78,1,0,F,2017
vitoria___es,"01:0,51_a_1,00",2,25,30,71,321,297,761,75,368,9,3,F,2017
vitoria___es,"02:1,01_a_1,50",38,382,385,1279,3026,2176,18085,1485,2530,24,7,F,2017
vitoria___es,"03:1,51_a_2,00",6,144,103,378,1152,662,9029,1038,2911,25,4,F,2017
vitoria___es,"04:2,01_a_3,00",4,74,14,52,413,217,8001,1177,11242,136,9,F,2017
vitoria___es,"05:3,01_a_4,00",0,6,5,16,45,56,2069,603,8036,192,16,F,2017
vitoria___es,"06:4,01_a_5,00",0,2,1,9,22,15,818,211,5067,143,23,F,2017
vitoria___es,"07:5,01_a_7,00",0,2,3,8,32,22,713,198,5895,244,24,F,2017
vitoria___es,"08:7,01_a_10,00",0,0,1,7,9,9,307,104,3587,228,37,F,2017
vitoria___es,"09:10,01_a_15,00",0,1,1,1,9,1,231,63,2875,189,111,F,2017
vitoria___es,"10:15,01_a_20,00",0,0,0,0,0,1,22,13,1105,124,27,F,2017
vitoria___es,"11:mais_de_20,00",0,0,0,0,1,0,8,3,978,100,19,F,2017
rio_de_janeiro___rj,"00:ate_0,50",2,25,24,47,133,202,1033,206,1897,16,11,F,2017
rio_de_janeiro___rj,"01:0,51_a_1,00",15,129,188,877,1286,5042,17325,1867,5560,146,34,F,2017
rio_de_janeiro___rj,"02:1,01_a_1,50",377,6990,6771,15222,39670,22505,177033,10601,21919,287,59,F,2017
rio_de_janeiro___rj,"03:1,51_a_2,00",801,1830,2337,5785,13593,8079,99152,9840,31373,344,53,F,2017
rio_de_janeiro___rj,"04:2,01_a_3,00",32,343,823,2736,5009,2998,64296,11679,49120,1735,134,F,2017
rio_de_janeiro___rj,"05:3,01_a_4,00",3,269,171,424,1426,607,20700,5575,45684,2059,187,F,2017
rio_de_janeiro___rj,"06:4,01_a_5,00",1,63,61,100,596,212,13298,3110,30330,1308,131,F,2017
rio_de_janeiro___rj,"07:5,01_a_7,00",0,52,63,189,1256,202,17136,3440,46758,2817,339,F,2017
rio_de_janeiro___rj,"08:7,01_a_10,00",0,21,50,48,242,90,7153,1859,39553,2156,464,F,2017
rio_de_janeiro___rj,"09:10,01_a_15,00",0,7,25,22,115,48,2856,767,30569,1683,813,F,2017
rio_de_janeiro___rj,"10:15,01_a_20,00",0,4,7,4,30,12,643,186,13187,889,467,F,2017
rio_de_janeiro___rj,"11:mais_de_20,00",0,2,11,14,30,20,468,190,13841,1150,648,F,2017
sao_paulo___sp,"00:ate_0,50",4,23,546,154,1188,1233,3595,347,2115,50,38,F,2017
sao_paulo___sp,"01:0,51_a_1,00",128,503,1038,2311,6931,11327,44463,3400,12854,220,134,F,2017
sao_paulo___sp,"02:1,01_a_1,50",1040,9445,14161,29067,62352,40759,335693,20829,40025,446,139,F,2017
sao_paulo___sp,"03:1,51_a_2,00",329,3438,6107,13647,32780,23572,267698,23058,57710,691,152,F,2017
sao_paulo___sp,"04:2,01_a_3,00",132,1250,2806,5270,15803,9436,181188,27846,147800,1319,274,F,2017
sao_paulo___sp,"05:3,01_a_4,00",10,243,863,1018,3959,2410,71060,14278,127185,1319,323,F,2017
sao_paulo___sp,"06:4,01_a_5,00",2,85,267,316,1457,957,30195,7411,102841,1084,301,F,2017
sao_paulo___sp,"07:5,01_a_7,00",2,39,129,258,1282,701,24170,6247,129159,1866,634,F,2017
sao_paulo___sp,"08:7,01_a_10,00",0,14,31,55,346,304,11150,3642,106145,2333,881,F,2017
sao_paulo___sp,"09:10,01_a_15,00",0,5,21,25,117,103,4389,1800,70131,2138,1705,F,2017
sao_paulo___sp,"10:15,01_a_20,00",0,2,6,9,29,32,883,465,26660,995,1017,F,2017
sao_paulo___sp,"11:mais_de_20,00",0,3,3,10,24,25,558,388,27824,1224,1164,F,2017
curitiba___pr,"00:ate_0,50",7,25,16,65,118,54,273,31,253,8,3,F,2017
curitiba___pr,"01:0,51_a_1,00",28,199,421,922,1804,2759,5253,514,1184,74,20,F,2017
curitiba___pr,"02:1,01_a_1,50",220,1763,2356,5372,12419,8016,54904,3754,5661,110,28,F,2017
curitiba___pr,"03:1,51_a_2,00",55,959,1234,2365,5944,4481,46353,4079,9899,146,34,F,2017
curitiba___pr,"04:2,01_a_3,00",11,217,384,701,2226,1748,35284,4120,23937,315,74,F,2017
curitiba___pr,"05:3,01_a_4,00",1,59,86,146,558,407,13680,1755,33815,336,76,F,2017
curitiba___pr,"06:4,01_a_5,00",2,7,26,35,144,128,5840,1027,24381,404,67,F,2017
curitiba___pr,"07:5,01_a_7,00",0,11,21,30,173,124,7492,791,28809,568,108,F,2017
curitiba___pr,"08:7,01_a_10,00",0,4,7,13,45,46,2007,276,18520,677,181,F,2017
curitiba___pr,"09:10,01_a_15,00",0,1,1,5,21,20,684,124,10108,659,262,F,2017
curitiba___pr,"10:15,01_a_20,00",0,1,1,1,3,3,87,33,4060,251,216,F,2017
curitiba___pr,"11:mais_de_20,00",0,1,1,0,0,3,26,8,4064,169,139,F,2017
florianopolis___sc,"00:ate_0,50",0,4,4,18,33,49,107,16,135,3,2,F,2017
florianopolis___sc,"01:0,51_a_1,00",12,63,70,356,499,745,1771,351,787,25,3,F,2017
florianopolis___sc,"02:1,01_a_1,50",45,290,432,1179,2819,1557,13626,1695,2194,51,6,F,2017
florianopolis___sc,"03:1,51_a_2,00",36,181,223,592,1632,1279,15030,1712,3319,61,7,F,2017
florianopolis___sc,"04:2,01_a_3,00",9,56,92,252,807,531,9839,1872,7165,113,20,F,2017
florianopolis___sc,"05:3,01_a_4,00",1,12,21,34,123,91,2304,603,8041,192,45,F,2017
florianopolis___sc,"06:4,01_a_5,00",0,4,13,24,45,30,948,323,9768,360,43,F,2017
florianopolis___sc,"07:5,01_a_7,00",0,4,10,24,56,8,830,218,13000,405,84,F,2017
florianopolis___sc,"08:7,01_a_10,00",0,0,1,3,21,5,351,85,8878,584,65,F,2017
florianopolis___sc,"09:10,01_a_15,00",0,4,1,4,18,6,311,55,5663,544,467,F,2017
florianopolis___sc,"10:15,01_a_20,00",0,0,0,0,3,1,47,17,2202,150,94,F,2017
florianopolis___sc,"11:mais_de_20,00",0,0,0,0,0,0,14,3,1911,109,45,F,2017
porto_alegre___rs,"00:ate_0,50",11,32,33,188,185,254,490,58,206,1,1,F,2017
porto_alegre___rs,"01:0,51_a_1,00",48,243,185,1307,1453,2282,5008,583,1019,40,3,F,2017
porto_alegre___rs,"02:1,01_a_1,50",149,815,821,3800,8542,6524,44759,3739,7543,238,16,F,2017
porto_alegre___rs,"03:1,51_a_2,00",69,482,620,2634,5648,3688,33415,5014,16984,420,44,F,2017
porto_alegre___rs,"04:2,01_a_3,00",13,151,222,899,2045,1383,26041,6320,31373,607,67,F,2017
porto_alegre___rs,"05:3,01_a_4,00",11,40,53,222,444,294,9065,2618,17804,367,58,F,2017
porto_alegre___rs,"06:4,01_a_5,00",1,18,13,101,208,164,5085,1552,12243,252,58,F,2017
porto_alegre___rs,"07:5,01_a_7,00",0,7,16,72,236,129,4102,1548,16645,478,114,F,2017
porto_alegre___rs,"08:7,01_a_10,00",0,1,2,21,122,88,2752,939,13503,701,251,F,2017
porto_alegre___rs,"09:10,01_a_15,00",0,1,1,14,55,48,1226,445,11425,714,445,F,2017
porto_alegre___rs,"10:15,01_a_20,00",0,0,0,1,5,8,149,118,4631,207,186,F,2017
porto_alegre___rs,"11:mais_de_20,00",0,1,0,0,1,0,35,50,4729,206,177,F,2017
