;;Sexo Trabalhador;Escolaridade após 2005
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
230440:Fortaleza - CE;Total;1.944;16.654;10.845;31.024;57.639;31.727;239.885;18.643;64.511;5.395;739;479.006;151;2.561;3.054;10.141;21.827;16.409;188.269;19.793;83.758;12.510;801;359.274;2.095;19.215;13.899;41.165;79.466;48.136;428.154;38.436;148.269;17.905;1.540;838.280
;00:Até 0,50;14;13;19;97;201;446;730;259;711;12;2;2.504;3;11;14;95;156;556;949;200;725;15;0;2.724;17;24;33;192;357;1.002;1.679;459;1.436;27;2;5.228
;01:0,51 a 1,00;187;970;506;1.516;3.181;2.742;10.579;916;2.402;74;6;23.079;16;326;203;702;1.671;2.222;13.306;1.121;3.402;90;7;23.066;203;1.296;709;2.218;4.852;4.964;23.885;2.037;5.804;164;13;46.145
;02:1,01 a 1,50;1.112;7.843;5.505;16.378;32.484;18.113;117.851;4.078;5.020;141;20;208.545;124;1.669;2.537;7.873;17.366;11.211;125.908;6.878;10.508;376;22;184.472;1.236;9.512;8.042;24.251;49.850;29.324;243.759;10.956;15.528;517;42;393.017
;03:1,51 a 2,00;399;4.359;2.517;6.557;10.499;4.958;42.400;2.667;4.559;180;24;79.119;1;317;160;679;1.042;1.226;21.315;3.447;7.944;278;16;36.425;400;4.676;2.677;7.236;11.541;6.184;63.715;6.114;12.503;458;40;115.544
;04:2,01 a 3,00;149;1.981;1.442;3.516;5.688;2.925;30.445;3.366;7.786;504;41;57.843;0;84;49;366;612;629;13.964;3.597;14.778;1.029;49;35.157;149;2.065;1.491;3.882;6.300;3.554;44.409;6.963;22.564;1.533;90;93.000
;05:3,01 a 4,00;19;592;383;1.169;1.521;818;9.488;1.573;6.290;626;76;22.555;0;41;26;130;228;191;4.168;1.564;10.689;1.895;74;19.006;19;633;409;1.299;1.749;1.009;13.656;3.137;16.979;2.521;150;41.561
;06:4,01 a 5,00;10;190;129;464;1.580;723;14.257;2.537;6.872;455;42;27.259;0;17;4;52;126;80;2.418;932;6.979;1.605;51;12.264;10;207;133;516;1.706;803;16.675;3.469;13.851;2.060;93;39.523
;07:5,01 a 7,00;8;216;70;444;1.162;489;6.592;1.304;8.051;859;96;19.291;1;17;4;76;187;98;3.031;1.025;11.212;3.448;115;19.214;9;233;74;520;1.349;587;9.623;2.329;19.263;4.307;211;38.505
;08:7,01 a 10,00;4;127;38;257;428;135;3.649;816;7.072;636;86;13.248;0;12;2;22;67;30;1.196;422;6.514;1.743;141;10.149;4;139;40;279;495;165;4.845;1.238;13.586;2.379;227;23.397
;09:10,01 a 15,00;0;23;10;89;146;54;1.554;533;6.420;1.037;111;9.977;0;3;0;6;48;17;662;284;4.916;1.348;135;7.419;0;26;10;95;194;71;2.216;817;11.336;2.385;246;17.396
;10:15,01 a 20,00;0;2;3;26;35;16;615;227;3.463;387;113;4.887;0;0;0;5;22;6;155;125;2.469;315;91;3.188;0;2;3;31;57;22;770;352;5.932;702;204;8.075
;11:Mais de 20,00;2;7;8;61;64;21;331;194;5.252;411;116;6.467;1;0;1;2;29;4;113;62;2.963;240;95;3.510;3;7;9;63;93;25;444;256;8.215;651;211;9.977
;{ñ class};40;331;215;450;650;287;1.394;173;613;73;6;4.232;5;64;54;133;273;139;1.084;136;659;128;5;2.680;45;395;269;583;923;426;2.478;309;1.272;201;11;6.912
240810:Natal - RN;Total;814;7.523;5.305;12.507;14.128;14.610;91.277;4.455;29.879;678;219;181.395;53;2.165;2.394;6.537;4.971;6.676;70.026;4.837;38.902;577;177;137.315;867;9.688;7.699;19.044;19.099;21.286;161.303;9.292;68.781;1.255;396;318.710
;00:Até 0,50;0;15;19;44;30;353;347;22;171;10;0;1.011;1;30;17;56;60;477;583;30;131;5;1;1.391;1;45;36;100;90;830;930;52;302;15;1;2.402
;01:0,51 a 1,00;35;224;188;512;560;646;2.516;133;644;27;2;5.487;8;156;136;239;443;769;3.130;251;769;26;4;5.931;43;380;324;751;1.003;1.415;5.646;384;1.413;53;6;11.418
;02:1,01 a 1,50;553;4.383;2.590;4.917;7.535;7.471;40.554;1.156;1.633;33;3;70.828;31;1.747;1.235;2.126;3.578;4.414;38.617;2.015;3.047;42;6;56.858;584;6.130;3.825;7.043;11.113;11.885;79.171;3.171;4.680;75;9;127.686
;03:1,51 a 2,00;140;1.355;1.021;2.263;2.749;2.131;15.780;697;1.543;29;5;27.713;5;51;610;2.000;473;514;9.662;832;2.366;46;6;16.565;145;1.406;1.631;4.263;3.222;2.645;25.442;1.529;3.909;75;11;44.278
;04:2,01 a 3,00;49;827;797;1.674;1.685;1.710;13.961;887;4.656;51;8;26.305;1;33;185;994;152;223;7.677;897;8.120;68;16;18.366;50;860;982;2.668;1.837;1.933;21.638;1.784;12.776;119;24;44.671
;05:3,01 a 4,00;9;295;396;1.297;489;1.513;8.529;601;4.184;40;8;17.361;0;9;113;804;47;77;5.594;328;6.638;67;12;13.689;9;304;509;2.101;536;1.590;14.123;929;10.822;107;20;31.050
;06:4,01 a 5,00;3;116;84;368;140;281;2.850;309;2.769;31;6;6.957;0;5;23;163;26;28;1.982;171;4.209;57;10;6.674;3;121;107;531;166;309;4.832;480;6.978;88;16;13.631
;07:5,01 a 7,00;0;80;90;808;314;155;2.702;229;3.055;54;19;7.506;0;9;12;61;56;27;1.133;130;4.284;71;25;5.808;0;89;102;869;370;182;3.835;359;7.339;125;44;13.314
;08:7,01 a 10,00;0;63;30;337;354;123;1.855;143;2.811;113;10;5.839;0;4;1;10;15;12;550;67;3.589;77;16;4.341;0;67;31;347;369;135;2.405;210;6.400;190;26;10.180
;09:10,01 a 15,00;1;28;5;99;42;49;944;125;3.536;128;39;4.996;0;3;1;7;5;2;355;35;2.757;65;40;3.270;1;31;6;106;47;51;1.299;160;6.293;193;79;8.266
;10:15,01 a 20,00;0;1;4;13;15;5;340;39;1.908;34;40;2.399;0;0;1;0;1;2;101;20;1.358;18;14;1.515;0;1;5;13;16;7;441;59;3.266;52;54;3.914
;11:Mais de 20,00;0;2;5;10;4;9;249;85;2.719;101;76;3.260;0;1;0;2;0;3;107;33;1.370;12;27;1.555;0;3;5;12;4;12;356;118;4.089;113;103;4.815
;{ñ class};24;134;76;165;211;164;650;29;250;27;3;1.733;7;117;60;75;115;128;535;28;264;23;0;1.352;31;251;136;240;326;292;1.185;57;514;50;3;3.085
250750:João Pessoa - PB;Total;1.144;7.857;5.312;12.011;36.160;10.163;64.520;4.299;31.535;557;156;173.714;65;795;1.023;3.663;33.831;3.598;47.564;4.595;32.911;677;167;128.889;1.209;8.652;6.335;15.674;69.991;13.761;112.084;8.894;64.446;1.234;323;302.603
;00:Até 0,50;1;20;13;20;31;63;167;22;259;7;0;603;0;5;10;17;16;34;162;35;199;1;0;479;1;25;23;37;47;97;329;57;458;8;0;1.082
;01:0,51 a 1,00;40;193;189;553;5.295;570;3.539;249;628;20;1;11.277;8;64;97;488;8.615;572;5.218;356;828;25;2;16.273;48;257;286;1.041;13.910;1.142;8.757;605;1.456;45;3;27.550
;02:1,01 a 1,50;773;4.092;2.829;6.184;12.730;5.651;31.620;1.261;2.782;24;6;67.952;53;495;748;2.098;11.491;2.445;29.144;1.968;4.855;25;2;53.324;826;4.587;3.577;8.282;24.221;8.096;60.764;3.229;7.637;49;8;121.276
;03:1,51 a 2,00;226;1.758;1.287;2.757;4.871;2.186;14.021;834;2.017;15;8;29.980;1;103;124;703;3.182;358;6.387;930;3.687;32;7;15.514;227;1.861;1.411;3.460;8.053;2.544;20.408;1.764;5.704;47;15;45.494
;04:2,01 a 3,00;60;936;568;1.352;6.077;1.114;7.965;830;6.997;68;17;25.984;0;50;25;155;4.638;104;3.365;756;7.852;143;18;17.106;60;986;593;1.507;10.715;1.218;11.330;1.586;14.849;211;35;43.090
;05:3,01 a 4,00;13;429;200;481;1.954;264;2.354;302;6.527;60;12;12.596;0;18;3;49;2.340;25;871;198;4.396;71;21;7.992;13;447;203;530;4.294;289;3.225;500;10.923;131;33;20.588
;06:4,01 a 5,00;2;132;66;192;739;79;1.165;206;2.007;57;11;4.656;0;4;4;44;585;12;442;119;2.500;77;9;3.796;2;136;70;236;1.324;91;1.607;325;4.507;134;20;8.452
;07:5,01 a 7,00;2;56;40;176;1.398;67;1.516;238;2.279;68;33;5.873;0;3;1;56;1.090;11;891;118;2.607;104;32;4.913;2;59;41;232;2.488;78;2.407;356;4.886;172;65;10.786
;08:7,01 a 10,00;0;68;17;98;1.533;24;1.071;165;2.431;94;20;5.521;0;24;0;6;1.018;5;510;53;1.797;94;31;3.538;0;92;17;104;2.551;29;1.581;218;4.228;188;51;9.059
;09:10,01 a 15,00;0;21;3;29;447;7;341;114;2.566;85;30;3.643;0;6;0;7;447;2;140;36;2.205;71;35;2.949;0;27;3;36;894;9;481;150;4.771;156;65;6.592
;10:15,01 a 20,00;0;4;0;5;288;0;173;33;1.334;27;7;1.871;0;2;0;4;137;0;49;4;967;20;5;1.188;0;6;0;9;425;0;222;37;2.301;47;12;3.059
;11:Mais de 20,00;0;0;1;0;555;5;32;16;1.525;19;11;2.164;0;0;0;0;189;0;10;4;795;6;5;1.009;0;0;1;0;744;5;42;20;2.320;25;16;3.173
;{ñ class};27;148;99;164;242;133;556;29;183;13;0;1.594;3;21;11;36;83;30;375;18;223;8;0;808;30;169;110;200;325;163;931;47;406;21;0;2.402
261160:Recife - PE;Total;1.310;19.119;15.009;28.713;37.784;27.186;201.443;16.112;75.191;2.689;799;425.355;82;2.779;3.097;6.258;10.138;11.443;163.961;15.521;114.424;3.100;778;331.581;1.392;21.898;18.106;34.971;47.922;38.629;365.404;31.633;189.615;5.789;1.577;756.936
;00:Até 0,50;2;113;17;245;72;825;966;41;255;9;3;2.548;1;24;23;150;92;856;1.544;62;316;5;0;3.073;3;137;40;395;164;1.681;2.510;103;571;14;3;5.621
;01:0,51 a 1,00;27;366;274;565;775;1.111;5.249;252;1.025;92;9;9.745;3;105;131;342;638;1.019;11.040;415;1.449;93;8;15.243;30;471;405;907;1.413;2.130;16.289;667;2.474;185;17;24.988
;02:1,01 a 1,50;709;6.320;5.782;10.542;16.586;12.164;75.543;2.436;3.404;133;30;133.649;60;1.432;1.682;3.180;6.964;6.800;88.460;4.118;6.584;142;19;119.441;769;7.752;7.464;13.722;23.550;18.964;164.003;6.554;9.988;275;49;253.090
;03:1,51 a 2,00;347;4.507;3.609;6.347;8.976;5.636;42.849;2.588;6.528;133;28;81.548;10;674;624;1.246;1.171;1.483;31.726;3.443;15.262;158;21;55.818;357;5.181;4.233;7.593;10.147;7.119;74.575;6.031;21.790;291;49;137.366
;04:2,01 a 3,00;122;3.271;2.313;4.709;5.985;3.407;32.291;3.163;9.691;271;38;65.261;1;350;312;518;450;627;15.815;3.059;21.295;368;54;42.849;123;3.621;2.625;5.227;6.435;4.034;48.106;6.222;30.986;639;92;108.110
;05:3,01 a 4,00;32;1.255;986;2.548;2.103;1.263;17.429;2.340;8.304;316;49;36.625;0;73;150;360;201;207;6.184;1.703;18.652;536;81;28.147;32;1.328;1.136;2.908;2.304;1.470;23.613;4.043;26.956;852;130;64.772
;06:4,01 a 5,00;19;923;1.010;1.389;929;1.407;8.923;1.341;5.749;215;46;21.951;1;39;47;129;127;102;2.715;966;11.295;387;71;15.879;20;962;1.057;1.518;1.056;1.509;11.638;2.307;17.044;602;117;37.830
;07:5,01 a 7,00;4;346;396;1.085;837;518;8.813;1.854;10.681;409;68;25.011;0;22;47;147;179;84;3.230;883;14.203;434;79;19.308;4;368;443;1.232;1.016;602;12.043;2.737;24.884;843;147;44.319
;08:7,01 a 10,00;2;81;130;442;563;311;4.589;1.132;10.002;454;112;17.818;0;5;6;33;71;34;1.169;464;11.071;470;110;13.433;2;86;136;475;634;345;5.758;1.596;21.073;924;222;31.251
;09:10,01 a 15,00;1;43;36;100;172;79;2.085;545;9.807;340;234;13.442;0;2;4;9;33;18;598;203;8.252;302;205;9.626;1;45;40;109;205;97;2.683;748;18.059;642;439;23.068
;10:15,01 a 20,00;0;2;14;20;24;26;600;185;3.774;132;96;4.873;0;0;0;0;1;6;109;45;2.616;78;84;2.939;0;2;14;20;25;32;709;230;6.390;210;180;7.812
;11:Mais de 20,00;0;13;9;7;21;78;296;156;5.635;137;73;6.425;0;2;0;0;1;53;39;51;3.045;91;38;3.320;0;15;9;7;22;131;335;207;8.680;228;111;9.745
;{ñ class};45;1.879;433;714;741;361;1.810;79;336;48;13;6.459;6;51;71;144;210;154;1.332;109;384;36;8;2.505;51;1.930;504;858;951;515;3.142;188;720;84;21;8.964
270430:Maceió - AL;Total;1.720;13.101;6.945;10.303;18.898;18.978;68.075;7.643;15.998;623;265;162.549;73;2.047;2.208;2.263;9.061;8.942;49.114;8.963;22.490;709;282;106.152;1.793;15.148;9.153;12.566;27.959;27.920;117.189;16.606;38.488;1.332;547;268.701
;00:Até 0,50;16;70;16;108;57;321;313;24;95;4;1;1.025;0;5;11;46;27;258;277;35;88;5;0;752;16;75;27;154;84;579;590;59;183;9;1;1.777
;01:0,51 a 1,00;156;703;243;490;594;978;2.303;136;448;17;3;6.071;15;102;119;204;421;763;2.540;200;513;28;2;4.907;171;805;362;694;1.015;1.741;4.843;336;961;45;5;10.978
;02:1,01 a 1,50;1.010;6.700;3.180;4.963;8.633;6.326;33.037;1.165;1.215;42;6;66.277;46;1.278;1.304;1.602;4.839;3.411;30.055;1.847;2.580;40;11;47.013;1.056;7.978;4.484;6.565;13.472;9.737;63.092;3.012;3.795;82;17;113.290
;03:1,51 a 2,00;331;2.532;1.261;1.937;3.260;3.139;12.688;983;1.639;43;2;27.815;1;271;296;203;1.121;1.324;7.022;1.277;2.560;47;9;14.131;332;2.803;1.557;2.140;4.381;4.463;19.710;2.260;4.199;90;11;41.946
;04:2,01 a 3,00;59;1.148;880;1.518;2.249;2.609;8.601;1.340;2.018;63;12;20.497;0;206;299;39;1.370;1.852;3.827;1.770;3.866;79;18;13.326;59;1.354;1.179;1.557;3.619;4.461;12.428;3.110;5.884;142;30;33.823
;05:3,01 a 4,00;7;368;209;331;701;611;3.024;921;1.752;58;9;7.991;0;60;34;25;236;216;1.395;812;3.060;76;27;5.941;7;428;243;356;937;827;4.419;1.733;4.812;134;36;13.932
;06:4,01 a 5,00;1;415;366;143;1.051;1.436;1.854;569;1.338;47;20;7.240;0;35;40;8;439;216;830;630;2.236;75;24;4.533;1;450;406;151;1.490;1.652;2.684;1.199;3.574;122;44;11.773
;07:5,01 a 7,00;7;225;398;155;1.044;1.929;1.960;868;1.728;60;35;8.409;0;28;44;21;271;554;1.102;1.331;2.484;72;59;5.966;7;253;442;176;1.315;2.483;3.062;2.199;4.212;132;94;14.375
;08:7,01 a 10,00;0;49;75;131;522;850;1.617;647;1.626;140;26;5.683;0;6;9;0;79;157;659;643;2.064;158;27;3.802;0;55;84;131;601;1.007;2.276;1.290;3.690;298;53;9.485
;09:10,01 a 15,00;0;4;14;23;125;230;925;342;1.697;83;92;3.535;0;2;2;4;38;18;409;184;1.485;74;71;2.287;0;6;16;27;163;248;1.334;526;3.182;157;163;5.822
;10:15,01 a 20,00;0;0;1;0;18;92;323;211;932;27;18;1.622;0;1;0;0;5;4;64;47;654;27;8;810;0;1;1;0;23;96;387;258;1.586;54;26;2.432
;11:Mais de 20,00;0;2;1;2;8;30;117;378;1.375;32;40;1.985;0;0;0;0;6;3;41;126;691;18;24;909;0;2;1;2;14;33;158;504;2.066;50;64;2.894
;{ñ class};133;885;301;502;636;427;1.313;59;135;7;1;4.399;11;53;50;111;209;166;893;61;209;10;2;1.775;144;938;351;613;845;593;2.206;120;344;17;3;6.174
280030:Aracaju - SE;Total;419;5.069;4.126;8.893;12.933;11.227;60.388;5.907;21.955;1.152;198;132.267;30;676;807;2.757;5.180;4.655;49.525;5.778;30.895;1.474;156;101.933;449;5.745;4.933;11.650;18.113;15.882;109.913;11.685;52.850;2.626;354;234.200
;00:Até 0,50;0;35;16;149;67;278;266;34;135;4;0;984;0;16;11;95;53;335;334;46;155;3;0;1.048;0;51;27;244;120;613;600;80;290;7;0;2.032
;01:0,51 a 1,00;38;401;238;587;681;895;2.780;167;430;13;6;6.236;1;94;105;222;460;621;3.725;276;727;11;1;6.243;39;495;343;809;1.141;1.516;6.505;443;1.157;24;7;12.479
;02:1,01 a 1,50;254;2.363;1.922;3.260;5.233;4.685;26.137;1.493;1.259;32;6;46.644;27;446;578;1.155;2.718;2.728;27.836;2.284;2.961;28;12;40.773;281;2.809;2.500;4.415;7.951;7.413;53.973;3.777;4.220;60;18;87.417
;03:1,51 a 2,00;83;1.366;1.192;2.508;3.373;3.228;12.194;820;1.026;33;6;25.829;1;47;43;890;828;484;7.817;1.002;1.990;19;5;13.126;84;1.413;1.235;3.398;4.201;3.712;20.011;1.822;3.016;52;11;38.955
;04:2,01 a 3,00;25;343;387;1.333;1.897;989;8.540;1.015;1.952;63;12;16.556;0;17;15;238;722;280;4.942;1.026;3.755;62;6;11.063;25;360;402;1.571;2.619;1.269;13.482;2.041;5.707;125;18;27.619
;05:3,01 a 4,00;4;115;131;204;458;298;2.880;431;1.889;115;8;6.533;0;13;14;50;172;77;1.741;358;3.705;132;11;6.273;4;128;145;254;630;375;4.621;789;5.594;247;19;12.806
;06:4,01 a 5,00;1;89;46;103;235;103;1.398;334;2.321;155;17;4.802;1;3;11;10;51;22;772;240;4.451;250;17;5.828;2;92;57;113;286;125;2.170;574;6.772;405;34;10.630
;07:5,01 a 7,00;2;68;57;172;348;286;2.614;875;3.710;280;23;8.435;0;10;3;29;50;21;906;306;5.331;424;10;7.090;2;78;60;201;398;307;3.520;1.181;9.041;704;33;15.525
;08:7,01 a 10,00;0;30;22;177;307;227;1.728;344;2.790;166;23;5.814;0;1;0;3;15;11;555;133;3.904;261;15;4.898;0;31;22;180;322;238;2.283;477;6.694;427;38;10.712
;09:10,01 a 15,00;0;9;8;52;57;48;809;270;2.514;102;30;3.899;0;1;0;12;10;5;311;54;1.916;127;47;2.483;0;10;8;64;67;53;1.120;324;4.430;229;77;6.382
;10:15,01 a 20,00;0;2;0;34;9;8;317;71;1.506;71;18;2.036;0;0;1;3;1;0;89;23;863;82;11;1.073;0;2;1;37;10;8;406;94;2.369;153;29;3.109
;11:Mais de 20,00;0;0;0;73;2;13;123;17;2.303;104;48;2.683;0;0;0;3;0;0;32;3;983;65;20;1.106;0;0;0;76;2;13;155;20;3.286;169;68;3.789
;{ñ class};12;248;107;241;266;169;602;36;120;14;1;1.816;0;28;26;47;100;71;465;27;154;10;1;929;12;276;133;288;366;240;1.067;63;274;24;2;2.745
292740:Salvador - BA;Total;875;13.038;10.837;24.062;33.265;32.167;269.342;17.070;71.627;2.125;726;475.134;88;1.795;2.094;5.472;9.741;12.792;212.605;16.154;110.533;2.661;826;374.761;963;14.833;12.931;29.534;43.006;44.959;481.947;33.224;182.160;4.786;1.552;849.895
;00:Até 0,50;1;22;19;199;112;1.094;896;44;220;7;1;2.615;0;14;21;135;62;1.073;1.070;59;306;9;0;2.749;1;36;40;334;174;2.167;1.966;103;526;16;1;5.364
;01:0,51 a 1,00;69;340;298;741;992;1.996;7.813;442;1.155;59;6;13.911;12;120;232;355;662;1.769;13.875;597;2.750;65;9;20.446;81;460;530;1.096;1.654;3.765;21.688;1.039;3.905;124;15;34.357
;02:1,01 a 1,50;459;4.688;4.028;9.310;12.560;12.109;96.030;2.170;3.309;104;15;144.782;67;1.126;1.293;3.607;6.160;6.560;106.093;3.881;7.227;89;51;136.154;526;5.814;5.321;12.917;18.720;18.669;202.123;6.051;10.536;193;66;280.936
;03:1,51 a 2,00;191;3.416;2.888;5.934;7.953;6.250;55.766;2.632;4.875;73;10;89.988;6;256;256;504;1.040;1.264;31.756;2.973;8.645;121;17;46.838;197;3.672;3.144;6.438;8.993;7.514;87.522;5.605;13.520;194;27;136.826
;04:2,01 a 3,00;88;2.822;2.085;3.835;5.747;4.532;41.984;2.417;6.688;222;45;70.465;0;104;148;318;705;716;22.815;2.760;11.927;264;53;39.810;88;2.926;2.233;4.153;6.452;5.248;64.799;5.177;18.615;486;98;110.275
;05:3,01 a 4,00;31;719;596;1.288;2.359;1.656;17.683;1.738;6.731;184;44;33.029;1;45;37;224;450;526;12.456;1.474;12.521;242;40;28.016;32;764;633;1.512;2.809;2.182;30.139;3.212;19.252;426;84;61.045
;06:4,01 a 5,00;4;242;221;537;720;1.460;18.256;3.670;6.744;146;60;32.060;0;13;16;45;137;300;7.673;1.401;11.226;203;46;21.060;4;255;237;582;857;1.760;25.929;5.071;17.970;349;106;53.120
;07:5,01 a 7,00;2;178;171;618;874;2.095;17.531;2.297;10.367;271;61;34.465;0;14;5;77;199;234;7.991;1.415;18.994;427;64;29.420;2;192;176;695;1.073;2.329;25.522;3.712;29.361;698;125;63.885
;08:7,01 a 10,00;1;156;58;717;766;290;6.454;858;10.221;387;103;20.011;0;13;7;14;81;121;4.514;1.107;19.653;569;139;26.218;1;169;65;731;847;411;10.968;1.965;29.874;956;242;46.229
;09:10,01 a 15,00;0;48;25;65;146;116;3.178;425;8.956;275;136;13.370;0;9;7;11;22;31;1.906;277;8.912;444;170;11.789;0;57;32;76;168;147;5.084;702;17.868;719;306;25.159
;10:15,01 a 20,00;0;4;8;36;59;16;851;143;4.705;109;131;6.062;0;1;1;10;7;9;333;48;3.465;92;141;4.107;0;5;9;46;66;25;1.184;191;8.170;201;272;10.169
;11:Mais de 20,00;0;0;6;53;20;29;525;152;7.218;228;99;8.330;0;0;0;8;3;10;188;51;4.378;102;84;4.824;0;0;6;61;23;39;713;203;11.596;330;183;13.154
;{ñ class};29;403;434;729;957;524;2.375;82;438;60;15;6.046;2;80;71;164;213;179;1.935;111;529;34;12;3.330;31;483;505;893;1.170;703;4.310;193;967;94;27;9.376
310620:Belo Horizonte - MG;Total;1.861;30.299;30.648;50.323;78.762;53.940;311.956;26.299;126.257;4.275;1.112;715.732;573;7.917;11.041;26.738;50.756;36.995;260.279;32.303;205.468;5.951;930;638.951;2.434;38.216;41.689;77.061;129.518;90.935;572.235;58.602;331.725;10.226;2.042;1.354.683
;00:Até 0,50;4;66;50;406;142;2.756;871;74;277;7;3;4.656;40;160;207;570;501;2.690;1.053;82;356;6;1;5.666;44;226;257;976;643;5.446;1.924;156;633;13;4;10.322
;01:0,51 a 1,00;54;1.804;552;2.242;1.464;4.098;5.176;420;1.175;33;8;17.026;91;902;1.062;2.957;2.532;4.906;9.359;711;2.024;36;3;24.583;145;2.706;1.614;5.199;3.996;9.004;14.535;1.131;3.199;69;11;41.609
;02:1,01 a 1,50;728;8.880;7.116;14.820;25.249;18.309;69.078;3.237;3.710;111;23;151.261;339;4.962;6.942;17.990;35.709;21.777;114.002;6.284;8.509;96;23;216.633;1.067;13.842;14.058;32.810;60.958;40.086;183.080;9.521;12.219;207;46;367.894
;03:1,51 a 2,00;531;9.481;7.237;13.204;20.111;11.618;57.421;3.855;5.293;107;27;128.885;45;1.167;1.343;3.042;5.997;4.271;51.593;6.036;12.386;128;17;86.025;576;10.648;8.580;16.246;26.108;15.889;109.014;9.891;17.679;235;44;214.910
;04:2,01 a 3,00;327;5.714;6.179;11.682;18.810;10.204;66.296;6.414;13.925;282;45;139.878;21;355;607;1.066;3.176;1.934;46.295;10.281;47.668;261;39;111.703;348;6.069;6.786;12.748;21.986;12.138;112.591;16.695;61.593;543;84;251.581
;05:3,01 a 4,00;65;1.549;1.918;3.194;5.539;2.959;28.466;3.901;12.258;262;57;60.168;1;39;104;197;1.053;526;14.199;3.912;32.227;385;47;52.690;66;1.588;2.022;3.391;6.592;3.485;42.665;7.813;44.485;647;104;112.858
;06:4,01 a 5,00;22;574;773;1.172;2.089;1.117;36.725;4.203;12.714;332;42;59.763;0;17;47;76;330;173;8.993;2.563;25.784;569;48;38.600;22;591;820;1.248;2.419;1.290;45.718;6.766;38.498;901;90;98.363
;07:5,01 a 7,00;18;463;1.828;1.074;1.791;1.039;20.786;1.841;17.341;583;94;46.858;0;21;83;109;366;155;6.916;1.425;30.111;1.476;95;40.757;18;484;1.911;1.183;2.157;1.194;27.702;3.266;47.452;2.059;189;87.615
;08:7,01 a 10,00;6;571;3.133;658;1.213;798;15.814;1.178;18.011;722;99;42.203;0;3;137;17;111;76;3.319;508;17.418;957;130;22.676;6;574;3.270;675;1.324;874;19.133;1.686;35.429;1.679;229;64.879
;09:10,01 a 15,00;1;145;384;162;392;208;7.010;699;17.253;826;206;27.286;0;4;10;9;69;32;1.621;225;13.356;1.203;207;16.736;1;149;394;171;461;240;8.631;924;30.609;2.029;413;44.022
;10:15,01 a 20,00;0;9;46;25;69;34;1.386;206;9.041;437;114;11.367;0;3;0;0;13;3;297;83;6.621;481;106;7.607;0;12;46;25;82;37;1.683;289;15.662;918;220;18.974
;11:Mais de 20,00;0;9;15;29;57;28;615;161;14.661;487;372;16.434;0;0;0;1;10;1;173;48;8.435;282;198;9.148;0;9;15;30;67;29;788;209;23.096;769;570;25.582
;{ñ class};105;1.034;1.417;1.655;1.836;772;2.312;110;598;86;22;9.947;36;284;499;704;889;451;2.459;145;573;71;16;6.127;141;1.318;1.916;2.359;2.725;1.223;4.771;255;1.171;157;38;16.074
320530:Vitória - ES;Total;220;3.771;2.723;5.029;9.950;7.566;55.355;6.392;31.613;990;140;123.749;36;1.227;1.360;2.925;7.860;5.791;47.184;5.818;40.916;1.044;111;114.272;256;4.998;4.083;7.954;17.810;13.357;102.539;12.210;72.529;2.034;251;238.021
;00:Até 0,50;0;3;2;440;135;636;71;11;49;1;0;1.348;2;7;12;290;227;742;91;9;43;1;1;1.425;2;10;14;730;362;1.378;162;20;92;2;1;2.773
;01:0,51 a 1,00;5;34;45;168;387;414;587;39;149;4;3;1.835;1;38;50;159;584;531;850;56;173;6;0;2.448;6;72;95;327;971;945;1.437;95;322;10;3;4.283
;02:1,01 a 1,50;107;685;506;1.684;3.194;2.355;9.854;522;571;10;1;19.489;30;687;630;1.982;5.044;3.161;19.879;1.112;1.346;10;2;33.883;137;1.372;1.136;3.666;8.238;5.516;29.733;1.634;1.917;20;3;53.372
;03:1,51 a 2,00;55;604;523;1.187;2.601;1.484;9.077;852;866;14;0;17.263;2;151;148;262;989;658;9.776;1.202;1.856;28;5;15.077;57;755;671;1.449;3.590;2.142;18.853;2.054;2.722;42;5;32.340
;04:2,01 a 3,00;23;867;730;825;1.734;1.384;10.758;1.327;2.722;59;5;20.434;1;172;354;80;377;383;8.269;1.473;5.509;50;6;16.674;24;1.039;1.084;905;2.111;1.767;19.027;2.800;8.231;109;11;37.108
;05:3,01 a 4,00;5;211;219;226;497;439;8.458;1.050;3.134;108;7;14.354;0;62;110;25;92;141;4.289;824;7.945;134;9;13.631;5;273;329;251;589;580;12.747;1.874;11.079;242;16;27.985
;06:4,01 a 5,00;2;79;88;98;223;261;5.315;1.053;2.715;70;7;9.911;0;9;10;20;39;48;1.292;419;4.898;89;11;6.835;2;88;98;118;262;309;6.607;1.472;7.613;159;18;16.746
;07:5,01 a 7,00;2;259;151;116;267;238;5.904;770;4.792;108;13;12.620;0;22;11;24;51;28;1.463;399;7.309;172;19;9.498;2;281;162;140;318;266;7.367;1.169;12.101;280;32;22.118
