;;Sexo Trabalhador;Escolaridade após 2005
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;04:2,01 a 3,00;26;594;223;531;1.112;457;5.388;285;961;7;1;9.585;1;363;16;430;806;142;3.411;358;1.918;10;1;7.456;27;957;239;961;1.918;599;8.799;643;2.879;17;2;17.041
;05:3,01 a 4,00;4;197;53;212;403;152;3.567;281;1.687;9;1;6.566;0;94;8;119;328;60;1.773;256;2.432;7;0;5.077;4;291;61;331;731;212;5.340;537;4.119;16;1;11.643
;06:4,01 a 5,00;1;77;27;104;214;66;1.576;262;1.771;6;1;4.105;0;44;2;45;192;31;966;191;3.267;14;1;4.753;1;121;29;149;406;97;2.542;453;5.038;20;2;8.858
;07:5,01 a 7,00;0;126;19;108;358;49;1.277;170;1.682;19;5;3.813;0;29;1;9;123;18;726;144;3.199;21;3;4.273;0;155;20;117;481;67;2.003;314;4.881;40;8;8.086
;08:7,01 a 10,00;0;29;15;90;101;23;547;63;1.271;27;2;2.168;0;8;0;2;30;9;280;51;1.732;28;1;2.141;0;37;15;92;131;32;827;114;3.003;55;3;4.309
;09:10,01 a 15,00;0;5;6;4;24;2;204;42;1.094;14;16;1.411;0;0;1;2;7;2;107;13;848;17;8;1.005;0;5;7;6;31;4;311;55;1.942;31;24;2.416
;10:15,01 a 20,00;0;1;6;1;1;0;61;5;639;9;5;728;0;0;0;0;0;0;22;5;390;5;1;423;0;1;6;1;1;0;83;10;1.029;14;6;1.151
;11:Mais de 20,00;0;1;6;1;1;0;68;7;832;19;31;966;0;0;0;0;0;0;7;2;413;3;9;434;0;1;6;1;1;0;75;9;1.245;22;40;1.400
;{ñ class};10;60;29;46;75;55;274;6;42;0;0;597;2;17;15;17;26;14;129;13;42;0;0;275;12;77;44;63;101;69;403;19;84;0;0;872
130260:Manaus - AM;Total;498;6.195;4.532;16.057;29.834;22.490;182.678;10.119;44.220;902;282;317.807;69;2.332;2.028;6.458;12.271;11.970;127.407;10.380;58.609;769;227;232.520;567;8.527;6.560;22.515;42.105;34.460;310.085;20.499;102.829;1.671;509;550.327
;00:Até 0,50;1;11;7;174;65;1.601;351;20;68;1;0;2.299;1;7;5;111;48;1.289;295;23;74;0;1;1.854;2;18;12;285;113;2.890;646;43;142;1;1;4.153
;01:0,51 a 1,00;23;99;101;411;1.045;1.744;2.464;93;374;16;7;6.377;5;76;67;351;625;1.648;3.184;192;471;14;4;6.637;28;175;168;762;1.670;3.392;5.648;285;845;30;11;13.014
;02:1,01 a 1,50;234;1.595;1.355;6.177;9.698;8.523;49.949;1.321;1.499;24;8;80.383;53;818;850;3.838;7.255;6.107;55.497;2.528;2.853;33;5;79.837;287;2.413;2.205;10.015;16.953;14.630;105.446;3.849;4.352;57;13;160.220
;03:1,51 a 2,00;133;1.510;1.147;3.759;6.531;4.556;42.468;1.345;1.749;31;11;63.240;7;496;614;1.093;2.129;1.442;28.286;1.881;3.057;39;10;39.054;140;2.006;1.761;4.852;8.660;5.998;70.754;3.226;4.806;70;21;102.294
;04:2,01 a 3,00;69;1.982;1.189;3.153;6.621;3.519;42.156;2.297;8.141;68;18;69.213;3;812;406;809;1.528;1.012;23.609;2.568;14.447;89;27;45.310;72;2.794;1.595;3.962;8.149;4.531;65.765;4.865;22.588;157;45;114.523
;05:3,01 a 4,00;14;511;384;1.044;2.459;1.202;15.693;1.317;4.484;57;17;27.182;0;54;42;105;221;196;5.684;1.149;7.252;90;9;14.802;14;565;426;1.149;2.680;1.398;21.377;2.466;11.736;147;26;41.984
;06:4,01 a 5,00;6;103;112;383;764;372;10.764;1.004;4.502;57;16;18.083;0;14;9;32;89;71;3.699;687;8.344;54;25;13.024;6;117;121;415;853;443;14.463;1.691;12.846;111;41;31.107
;07:5,01 a 7,00;4;105;72;420;1.156;378;9.266;1.190;5.571;80;18;18.260;0;17;10;21;99;64;3.541;666;8.209;115;13;12.755;4;122;82;441;1.255;442;12.807;1.856;13.780;195;31;31.015
;08:7,01 a 10,00;0;73;44;189;733;232;4.673;806;6.468;161;24;13.403;0;3;3;4;50;31;1.390;408;6.969;148;24;9.030;0;76;47;193;783;263;6.063;1.214;13.437;309;48;22.433
;09:10,01 a 15,00;0;20;20;50;188;125;2.005;419;5.251;180;58;8.316;0;6;4;5;40;16;729;146;3.703;114;40;4.803;0;26;24;55;228;141;2.734;565;8.954;294;98;13.119
;10:15,01 a 20,00;1;10;10;14;75;24;627;146;2.357;63;24;3.351;0;0;0;2;8;6;192;45;1.471;20;17;1.761;1;10;10;16;83;30;819;191;3.828;83;41;5.112
;11:Mais de 20,00;0;11;7;25;45;12;578;126;3.480;137;67;4.488;0;0;0;5;1;3;127;24;1.500;38;39;1.737;0;11;7;30;46;15;705;150;4.980;175;106;6.225
;{ñ class};13;165;84;258;454;202;1.684;35;276;27;14;3.212;0;29;18;82;178;85;1.174;63;259;15;13;1.916;13;194;102;340;632;287;2.858;98;535;42;27;5.128
140010:Boa Vista - RR;Total;113;680;669;1.335;4.862;2.066;21.523;1.025;9.544;232;68;42.117;13;295;232;761;3.454;1.234;19.253;1.235;14.944;212;47;41.680;126;975;901;2.096;8.316;3.300;40.776;2.260;24.488;444;115;83.797
;00:Até 0,50;0;0;2;20;9;122;50;7;10;1;0;221;0;2;0;11;4;149;47;2;9;1;0;225;0;2;2;31;13;271;97;9;19;2;0;446
;01:0,51 a 1,00;9;25;24;45;217;220;876;34;118;5;0;1.573;2;14;6;35;206;167;1.113;85;170;3;0;1.801;11;39;30;80;423;387;1.989;119;288;8;0;3.374
;02:1,01 a 1,50;59;252;206;358;2.003;893;8.745;261;582;5;1;13.365;4;146;155;241;1.899;672;9.790;441;1.198;13;0;14.559;63;398;361;599;3.902;1.565;18.535;702;1.780;18;1;27.924
;03:1,51 a 2,00;31;133;138;188;942;400;4.027;163;405;9;2;6.438;5;7;24;15;508;103;2.326;187;711;7;0;3.893;36;140;162;203;1.450;503;6.353;350;1.116;16;2;10.331
;04:2,01 a 3,00;9;100;103;161;697;277;3.210;204;1.697;12;5;6.475;1;7;14;13;189;68;2.100;256;2.886;15;4;5.553;10;107;117;174;886;345;5.310;460;4.583;27;9;12.028
;05:3,01 a 4,00;2;46;45;152;257;64;1.296;102;892;5;4;2.865;0;53;13;174;127;18;1.300;116;1.627;20;0;3.448;2;99;58;326;384;82;2.596;218;2.519;25;4;6.313
;06:4,01 a 5,00;0;15;64;61;117;23;597;66;1.086;11;2;2.042;0;6;6;10;30;24;369;60;1.943;9;2;2.459;0;21;70;71;147;47;966;126;3.029;20;4;4.501
;07:5,01 a 7,00;0;79;30;271;441;26;1.657;81;1.816;26;8;4.435;0;54;5;252;430;14;1.631;36;3.410;19;1;5.852;0;133;35;523;871;40;3.288;117;5.226;45;9;10.287
;08:7,01 a 10,00;0;5;22;36;64;16;562;61;1.011;40;6;1.823;0;0;3;1;9;9;292;32;1.528;34;5;1.913;0;5;25;37;73;25;854;93;2.539;74;11;3.736
;09:10,01 a 15,00;0;0;7;4;36;6;258;26;794;48;9;1.188;0;0;1;1;11;3;103;13;829;51;12;1.024;0;0;8;5;47;9;361;39;1.623;99;21;2.212
;10:15,01 a 20,00;0;0;1;3;5;1;53;14;459;17;8;561;0;0;1;0;2;1;40;4;271;18;9;346;0;0;2;3;7;2;93;18;730;35;17;907
;11:Mais de 20,00;0;1;5;5;5;0;42;3;610;51;23;745;0;0;0;0;0;1;11;1;300;20;14;347;0;1;5;5;5;1;53;4;910;71;37;1.092
;{ñ class};3;24;22;31;69;18;150;3;64;2;0;386;1;6;4;8;39;5;131;2;62;2;0;260;4;30;26;39;108;23;281;5;126;4;0;646
150140:Belém - PA;Total;706;4.590;4.752;15.397;34.759;19.515;113.211;5.921;43.043;1.720;553;244.167;105;871;1.161;5.498;12.107;8.021;83.997;6.093;58.663;2.781;432;179.729;811;5.461;5.913;20.895;46.866;27.536;197.208;12.014;101.706;4.501;985;423.896
;00:Até 0,50;0;11;78;123;39;438;222;21;208;8;3;1.151;3;41;30;154;88;403;230;8;120;8;0;1.085;3;52;108;277;127;841;452;29;328;16;3;2.236
;01:0,51 a 1,00;37;190;296;503;1.247;1.069;3.224;132;678;35;6;7.417;12;118;61;346;1.038;858;3.666;163;547;26;12;6.847;49;308;357;849;2.285;1.927;6.890;295;1.225;61;18;14.264
;02:1,01 a 1,50;331;2.050;1.918;5.902;13.447;7.753;37.935;1.286;1.742;59;20;72.443;78;564;833;3.319;7.759;4.473;40.394;1.887;3.293;66;16;62.682;409;2.614;2.751;9.221;21.206;12.226;78.329;3.173;5.035;125;36;135.125
;03:1,51 a 2,00;172;1.251;1.119;4.449;6.919;3.823;20.137;814;1.543;49;14;40.290;5;67;140;1.003;1.399;1.086;15.689;1.116;2.453;53;15;23.026;177;1.318;1.259;5.452;8.318;4.909;35.826;1.930;3.996;102;29;63.316
;04:2,01 a 3,00;130;626;726;2.247;6.331;2.730;24.876;1.079;3.496;140;17;42.398;2;38;41;366;835;482;11.388;1.170;5.597;325;33;20.277;132;664;767;2.613;7.166;3.212;36.264;2.249;9.093;465;50;62.675
;05:3,01 a 4,00;15;96;182;747;2.845;1.840;12.308;559;3.858;127;23;22.600;0;5;8;122;453;305;4.537;433;7.823;192;18;13.896;15;101;190;869;3.298;2.145;16.845;992;11.681;319;41;36.496
;06:4,01 a 5,00;3;60;66;449;1.573;945;4.516;462;3.551;131;24;11.780;0;6;4;47;192;170;2.681;388;6.494;247;17;10.246;3;66;70;496;1.765;1.115;7.197;850;10.045;378;41;22.026
;07:5,01 a 7,00;0;87;43;309;930;426;4.656;669;7.077;323;43;14.563;0;9;3;35;142;95;3.073;431;11.013;535;48;15.384;0;96;46;344;1.072;521;7.729;1.100;18.090;858;91;29.947
;08:7,01 a 10,00;1;73;26;269;668;182;2.752;473;8.609;438;31;13.522;0;3;0;15;32;30;1.106;314;11.008;899;23;13.430;1;76;26;284;700;212;3.858;787;19.617;1.337;54;26.952
;09:10,01 a 15,00;0;8;9;77;177;64;1.165;270;6.147;202;148;8.267;0;0;0;10;28;7;497;119;5.870;260;131;6.922;0;8;9;87;205;71;1.662;389;12.017;462;279;15.189
;10:15,01 a 20,00;0;0;4;3;36;9;355;74;2.432;92;67;3.072;0;0;0;2;5;1;82;21;1.828;86;43;2.068;0;0;4;5;41;10;437;95;4.260;178;110;5.140
;11:Mais de 20,00;0;1;10;8;17;8;213;63;3.530;100;153;4.103;0;0;0;0;0;0;79;13;2.430;78;74;2.674;0;1;10;8;17;8;292;76;5.960;178;227;6.777
;{ñ class};17;137;275;311;530;228;852;19;172;16;4;2.561;5;20;41;79;136;111;575;30;187;6;2;1.192;22;157;316;390;666;339;1.427;49;359;22;6;3.753
160030:Macapá - AP;Total;150;1.263;644;2.089;4.186;3.625;36.290;1.386;7.536;126;47;57.342;17;252;217;855;2.472;1.515;31.622;1.395;10.338;127;25;48.835;167;1.515;861;2.944;6.658;5.140;67.912;2.781;17.874;253;72;106.177
;00:Até 0,50;0;7;3;26;16;243;93;8;17;2;0;415;0;0;0;26;8;217;80;15;20;0;1;367;0;7;3;52;24;460;173;23;37;2;1;782
;01:0,51 a 1,00;13;153;53;155;272;332;1.378;49;133;7;1;2.546;2;32;33;44;125;182;1.274;62;175;3;2;1.934;15;185;86;199;397;514;2.652;111;308;10;3;4.480
;02:1,01 a 1,50;101;649;281;900;1.927;1.759;9.764;366;396;8;3;16.154;10;146;150;524;1.503;863;8.886;490;705;5;1;13.283;111;795;431;1.424;3.430;2.622;18.650;856;1.101;13;4;29.437
;03:1,51 a 2,00;20;230;145;306;627;511;4.431;180;326;4;3;6.783;1;21;21;58;130;108;4.007;253;656;6;1;5.262;21;251;166;364;757;619;8.438;433;982;10;4;12.045
;04:2,01 a 3,00;11;85;101;241;534;574;6.726;249;684;7;1;9.213;4;7;7;29;87;105;3.584;229;1.027;6;1;5.086;15;92;108;270;621;679;10.310;478;1.711;13;2;14.299
;05:3,01 a 4,00;4;32;24;102;216;89;2.266;125;518;9;2;3.387;0;20;3;55;229;8;1.820;99;977;10;0;3.221;4;52;27;157;445;97;4.086;224;1.495;19;2;6.608
;06:4,01 a 5,00;0;6;9;19;55;52;2.243;86;1.069;8;0;3.547;0;2;1;14;33;3;2.183;62;1.573;6;0;3.877;0;8;10;33;88;55;4.426;148;2.642;14;0;7.424
;07:5,01 a 7,00;0;69;7;269;384;22;4.388;122;1.293;9;0;6.563;0;20;0;95;315;12;4.925;79;2.155;13;1;7.615;0;89;7;364;699;34;9.313;201;3.448;22;1;14.178
;08:7,01 a 10,00;0;6;5;48;57;12;2.975;106;1.083;26;2;4.320;0;1;0;0;6;6;3.651;53;1.487;35;5;5.244;0;7;5;48;63;18;6.626;159;2.570;61;7;9.564
;09:10,01 a 15,00;0;1;3;2;20;10;1.249;55;913;26;8;2.287;0;0;0;3;10;0;785;28;940;28;4;1.798;0;1;3;5;30;10;2.034;83;1.853;54;12;4.085
;10:15,01 a 20,00;0;0;2;3;25;2;328;26;445;6;6;843;0;0;0;1;9;3;190;13;297;7;3;523;0;0;2;4;34;5;518;39;742;13;9;1.366
;11:Mais de 20,00;0;1;1;2;3;3;345;12;629;11;20;1.027;0;0;0;0;0;2;195;9;302;5;6;519;0;1;1;2;3;5;540;21;931;16;26;1.546
;{ñ class};1;24;10;16;50;16;104;2;30;3;1;257;0;3;2;6;17;6;42;3;24;3;0;106;1;27;12;22;67;22;146;5;54;6;1;363
172100:Palmas - TO;Total;159;2.195;601;1.954;5.223;3.227;36.546;1.569;14.612;386;128;66.600;13;2.921;116;379;2.389;1.661;30.841;1.600;23.527;305;90;63.842;172;5.116;717;2.333;7.612;4.888;67.387;3.169;38.139;691;218;130.442
;00:Até 0,50;0;2;0;55;9;312;61;7;9;0;0;455;0;0;0;23;4;310;65;1;13;0;0;416;0;2;0;78;13;622;126;8;22;0;0;871
;01:0,51 a 1,00;6;410;24;76;657;295;1.501;62;90;2;0;3.123;0;387;13;42;214;240;1.945;73;125;4;0;3.043;6;797;37;118;871;535;3.446;135;215;6;0;6.166
;02:1,01 a 1,50;68;955;211;669;1.969;1.197;9.866;317;340;7;0;15.599;8;1.706;86;252;1.817;856;11.641;499;721;2;0;17.588;76;2.661;297;921;3.786;2.053;21.507;816;1.061;9;0;33.187
;03:1,51 a 2,00;44;381;161;531;792;579;6.553;242;426;6;2;9.717;1;276;6;43;157;148;4.158;325;653;4;0;5.771;45;657;167;574;949;727;10.711;567;1.079;10;2;15.488
;04:2,01 a 3,00;30;310;144;405;1.269;569;7.537;363;1.269;15;17;11.928;2;488;0;12;123;64;5.135;316;2.501;11;4;8.656;32;798;144;417;1.392;633;12.672;679;3.770;26;21;20.584
;05:3,01 a 4,00;9;65;30;106;266;129;2.239;184;1.356;24;4;4.412;0;40;1;3;26;15;1.833;108;3.217;36;3;5.282;9;105;31;109;292;144;4.072;292;4.573;60;7;9.694
;06:4,01 a 5,00;1;27;3;35;85;70;1.590;106;2.484;26;6;4.433;0;14;2;1;9;9;2.595;61;5.161;19;2;7.873;1;41;5;36;94;79;4.185;167;7.645;45;8;12.306
;07:5,01 a 7,00;0;13;5;35;62;33;3.888;122;2.494;34;6;6.692;0;5;4;2;16;6;2.543;84;5.715;24;5;8.404;0;18;9;37;78;39;6.431;206;8.209;58;11;15.096
;08:7,01 a 10,00;0;3;2;12;38;13;1.812;65;1.871;98;9;3.923;0;1;1;0;5;5;434;41;2.147;94;7;2.735;0;4;3;12;43;18;2.246;106;4.018;192;16;6.658
;09:10,01 a 15,00;0;1;4;6;14;4;996;57;1.624;110;29;2.845;0;0;0;0;9;1;283;37;1.607;69;37;2.043;0;1;4;6;23;5;1.279;94;3.231;179;66;4.888
;10:15,01 a 20,00;0;0;0;0;10;3;107;18;952;29;15;1.134;0;0;1;0;0;1;72;28;737;28;14;881;0;0;1;0;10;4;179;46;1.689;57;29;2.015
;11:Mais de 20,00;0;3;2;0;5;3;279;21;1.683;35;39;2.070;0;0;0;1;0;1;79;20;899;13;18;1.031;0;3;2;1;5;4;358;41;2.582;48;57;3.101
;{ñ class};1;25;15;24;47;20;117;5;14;0;1;269;2;4;2;0;9;5;58;7;31;1;0;119;3;29;17;24;56;25;175;12;45;1;1;388
211130:São Luiz - MA;Total;644;5.189;6.173;8.282;26.835;8.458;115.989;4.775;25.386;603;132;202.466;39;842;1.406;1.452;25.981;3.028;77.731;4.882;35.475;713;109;151.658;683;6.031;7.579;9.734;52.816;11.486;193.720;9.657;60.861;1.316;241;354.124
;00:Até 0,50;5;44;5;31;11;83;252;9;54;0;0;494;0;0;0;21;16;83;165;9;75;0;0;369;5;44;5;52;27;166;417;18;129;0;0;863
;01:0,51 a 1,00;31;252;243;488;659;641;3.884;195;457;7;0;6.857;3;107;148;170;348;476;4.816;315;774;9;0;7.166;34;359;391;658;1.007;1.117;8.700;510;1.231;16;0;14.023
;02:1,01 a 1,50;366;1.908;1.679;3.684;7.047;3.410;41.585;876;2.217;46;3;62.821;27;315;650;1.059;2.860;1.835;46.639;1.531;4.620;34;7;59.577;393;2.223;2.329;4.743;9.907;5.245;88.224;2.407;6.837;80;10;122.398
;03:1,51 a 2,00;133;1.090;1.184;1.951;5.054;2.158;25.439;639;1.370;21;7;39.046;6;181;234;107;2.345;306;10.963;834;2.790;16;1;17.783;139;1.271;1.418;2.058;7.399;2.464;36.402;1.473;4.160;37;8;56.829
;04:2,01 a 3,00;56;934;1.292;1.164;3.581;1.213;19.286;842;3.417;60;6;31.851;1;184;232;34;2.295;165;8.179;1.051;6.780;57;5;18.983;57;1.118;1.524;1.198;5.876;1.378;27.465;1.893;10.197;117;11;50.834
;05:3,01 a 4,00;17;401;527;307;6.649;297;7.665;569;2.177;44;9;18.662;0;22;47;13;8.371;50;2.306;354;4.997;85;3;16.248;17;423;574;320;15.020;347;9.971;923;7.174;129;12;34.910
;06:4,01 a 5,00;5;261;615;126;1.617;264;6.151;590;1.774;57;11;11.471;0;14;39;8;4.420;23;1.286;275;3.483;88;11;9.647;5;275;654;134;6.037;287;7.437;865;5.257;145;22;21.118
;07:5,01 a 7,00;5;59;203;137;999;121;5.375;467;3.006;111;16;10.499;0;7;21;9;3.509;10;1.564;266;4.105;130;14;9.635;5;66;224;146;4.508;131;6.939;733;7.111;241;30;20.134
;08:7,01 a 10,00;1;58;82;131;651;51;3.151;302;3.363;81;12;7.883;0;0;5;2;1.462;8;621;100;3.130;113;11;5.452;1;58;87;133;2.113;59;3.772;402;6.493;194;23;13.335
;09:10,01 a 15,00;2;20;67;36;93;48;1.354;184;3.364;72;19;5.259;0;1;4;0;273;10;475;105;2.544;81;15;3.508;2;21;71;36;366;58;1.829;289;5.908;153;34;8.767
;10:15,01 a 20,00;0;14;23;3;22;6;417;58;1.592;54;25;2.214;0;0;0;0;0;4;74;6;928;73;30;1.115;0;14;23;3;22;10;491;64;2.520;127;55;3.329
;11:Mais de 20,00;0;3;8;0;9;11;194;25;2.469;37;22;2.778;0;0;2;1;3;4;91;18;1.102;16;12;1.249;0;3;10;1;12;15;285;43;3.571;53;34;4.027
;{ñ class};23;145;245;224;443;155;1.236;19;126;13;2;2.631;2;11;24;28;79;54;552;18;147;11;0;926;25;156;269;252;522;209;1.788;37;273;24;2;3.557
221100:Terezina - PI;Total;1.016;10.950;6.461;13.349;17.987;13.806;70.761;4.593;23.125;4.056;160;166.264;43;1.248;772;2.013;4.691;5.109;63.967;4.907;34.526;5.250;122;122.648;1.059;12.198;7.233;15.362;22.678;18.915;134.728;9.500;57.651;9.306;282;288.912
;00:Até 0,50;7;51;9;66;33;162;170;12;185;4;0;699;0;2;1;50;42;165;142;5;124;6;0;537;7;53;10;116;75;327;312;17;309;10;0;1.236
;01:0,51 a 1,00;116;542;327;605;561;894;1.768;135;671;17;0;5.636;4;44;48;130;192;538;2.167;186;704;26;0;4.039;120;586;375;735;753;1.432;3.935;321;1.375;43;0;9.675
;02:1,01 a 1,50;605;4.790;3.705;7.235;10.083;7.962;34.219;1.504;3.166;122;12;73.403;31;922;642;1.639;3.678;3.846;38.192;2.494;5.602;181;21;57.248;636;5.712;4.347;8.874;13.761;11.808;72.411;3.998;8.768;303;33;130.651
;03:1,51 a 2,00;166;1.553;1.217;2.589;2.922;2.420;11.452;718;2.387;302;3;25.729;5;125;37;110;317;295;8.297;855;3.805;595;2;14.443;171;1.678;1.254;2.699;3.239;2.715;19.749;1.573;6.192;897;5;40.172
;04:2,01 a 3,00;69;987;750;1.741;2.221;1.495;9.995;726;2.101;769;5;20.859;0;39;11;40;225;143;7.212;729;3.294;1.132;7;12.832;69;1.026;761;1.781;2.446;1.638;17.207;1.455;5.395;1.901;12;33.691
;05:3,01 a 4,00;16;2.307;134;310;1.014;392;3.593;685;3.666;458;11;12.586;0;66;5;6;72;42;3.312;283;8.408;945;6;13.145;16;2.373;139;316;1.086;434;6.905;968;12.074;1.403;17;25.731
;06:4,01 a 5,00;2;285;71;139;317;143;2.004;298;1.826;278;8;5.371;0;21;3;7;33;16;1.307;133;4.353;666;7;6.546;2;306;74;146;350;159;3.311;431;6.179;944;15;11.917
;07:5,01 a 7,00;2;161;49;235;333;109;2.589;220;2.157;367;10;6.232;0;2;1;6;47;15;1.387;125;3.005;642;8;5.238;2;163;50;241;380;124;3.976;345;5.162;1.009;18;11.470
;08:7,01 a 10,00;0;57;29;167;215;57;2.993;142;2.364;441;6;6.471;1;2;0;2;10;4;1.058;38;2.231;408;6;3.760;1;59;29;169;225;61;4.051;180;4.595;849;12;10.231
;09:10,01 a 15,00;2;24;17;44;64;27;1.102;91;2.288;708;55;4.422;0;3;1;2;11;2;514;35;1.782;375;40;2.765;2;27;18;46;75;29;1.616;126;4.070;1.083;95;7.187
;10:15,01 a 20,00;0;12;1;4;9;8;309;39;1.072;320;8;1.782;0;0;0;1;1;1;91;8;582;144;5;833;0;12;1;5;10;9;400;47;1.654;464;13;2.615
;11:Mais de 20,00;1;1;2;4;1;2;211;12;1.101;265;42;1.642;0;0;0;0;1;0;103;2;547;125;20;798;1;1;2;4;2;2;314;14;1.648;390;62;2.440
;{ñ class};30;180;150;210;214;135;356;11;141;5;0;1.432;2;22;23;20;62;42;185;14;89;5;0;464;32;202;173;230;276;177;541;25;230;10;0;1.896
