capital,faixa_remuneracao_media_sm,analfabeto,ate_5a_incompleto,5a_completo_fundamental,6a_a_9a_fundamental,fundamental_completo,medio_incompleto,medio_completo,superior_incompleto,superior_completo,mestrado,doutorado,sexo,ano
Aracaju - SE,"00:ate_0,50",6,24,15,82,54,121,155,29,93,1,0,M,2007
Aracaju - SE,"01:0,51_a_1,00",155,1.025,585,1.628,1.342,853,2.354,141,444,5,5,M,2007
Aracaju - SE,"02:1,01_a_1,50",422,3.006,2.017,5.380,6.965,4.867,15.445,642,643,11,10,M,2007
Aracaju - SE,"03:1,51_a_2,00",86,1.180,767,2.505,2.611,1.417,5.319,314,529,5,1,M,2007
Aracaju - SE,"04:2,01_a_3,00",27,323,349,1.964,2.486,984,5.139,656,1.712,9,6,M,2007
Aracaju - SE,"05:3,01_a_4,00",9,76,110,852,1.032,868,3.773,1.001,2.247,21,5,M,2007
Aracaju - SE,"06:4,01_a_5,00",2,47,48,400,511,274,2.031,379,1.407,15,3,M,2007
Aracaju - SE,"07:5,01_a_7,00",5,51,45,204,280,164,1.689,389,1.914,42,2,M,2007
Aracaju - SE,"08:7,01_a_10,00",1,32,33,77,109,88,1.027,258,1.752,43,8,M,2007
Aracaju - SE,"09:10,01_a_15,00",0,17,10,17,44,49,641,208,1.411,71,10,M,2007
Aracaju - SE,"10:15,01_a_20,00",0,7,2,5,16,13,343,76,814,23,26,M,2007
Aracaju - SE,"11:mais_de_20,00",0,0,2,1,13,9,403,81,2.009,16,19,M,2007
Salvador - BA,"00:ate_0,50",12,17,52,215,94,441,313,22,129,1,1,M,2007
Salvador - BA,"01:0,51_a_1,00",111,464,435,1.134,1.514,1.785,5.178,285,603,14,1,M,2007
Salvador - BA,"02:1,01_a_1,50",904,5.851,6.153,11.864,17.296,13.532,60.565,1.850,1.341,31,5,M,2007
Salvador - BA,"03:1,51_a_2,00",359,3.487,3.611,6.130,7.507,5.688,29.231,1.720,1.966,44,6,M,2007
Salvador - BA,"04:2,01_a_3,00",171,2.599,2.735,4.400,5.521,4.201,26.657,2.818,5.322,98,12,M,2007
Salvador - BA,"05:3,01_a_4,00",31,658,805,1.662,2.374,1.896,16.444,2.109,4.674,90,17,M,2007
Salvador - BA,"06:4,01_a_5,00",5,461,326,1.858,1.795,4.723,19.532,2.170,5.382,74,15,M,2007
Salvador - BA,"07:5,01_a_7,00",5,207,194,678,1.072,1.067,9.474,1.425,7.315,151,35,M,2007
Salvador - BA,"08:7,01_a_10,00",2,68,87,215,726,365,4.675,854,7.310,205,40,M,2007
Salvador - BA,"09:10,01_a_15,00",0,32,33,90,259,147,2.425,608,6.936,196,84,M,2007
Salvador - BA,"10:15,01_a_20,00",0,11,6,10,61,29,1.144,216,4.015,63,30,M,2007
Salvador - BA,"11:mais_de_20,00",0,11,10,22,90,24,1.124,189,5.447,87,29,M,2007
Belo Horizonte - MG,"00:ate_0,50",9,36,61,196,214,547,284,50,444,3,1,M,2007
Belo Horizonte - MG,"01:0,51_a_1,00",116,709,1.221,3.017,2.238,3.057,3.505,275,2.024,10,2,M,2007
Belo Horizonte - MG,"02:1,01_a_1,50",1.208,6.742,14.769,25.342,35.277,18.730,53.959,2.329,8.634,22,6,M,2007
Belo Horizonte - MG,"03:1,51_a_2,00",592,4.919,11.792,17.530,23.673,9.393,36.090,2.199,8.188,35,8,M,2007
Belo Horizonte - MG,"04:2,01_a_3,00",381,3.834,8.221,12.204,17.484,7.263,36.580,3.742,12.527,41,13,M,2007
Belo Horizonte - MG,"05:3,01_a_4,00",88,1.223,3.929,5.731,6.587,2.623,33.196,2.649,9.942,74,17,M,2007
Belo Horizonte - MG,"06:4,01_a_5,00",31,578,1.800,2.312,3.342,1.193,15.008,1.913,7.609,114,13,M,2007
Belo Horizonte - MG,"07:5,01_a_7,00",10,2.637,8.656,1.501,2.782,1.933,21.840,2.085,11.007,258,33,M,2007
Belo Horizonte - MG,"08:7,01_a_10,00",2,642,1.479,653,1.392,856,12.982,1.528,12.670,260,41,M,2007
Belo Horizonte - MG,"09:10,01_a_15,00",2,38,357,144,523,330,6.769,1.099,13.003,334,46,M,2007
Belo Horizonte - MG,"10:15,01_a_20,00",1,4,27,28,100,69,1.453,345,8.387,205,59,M,2007
Belo Horizonte - MG,"11:mais_de_20,00",0,4,32,50,146,49,928,348,13.665,249,249,M,2007
Vitória - ES,"00:ate_0,50",12,26,19,101,233,306,46,18,80,1,0,M,2007
Vitória - ES,"01:0,51_a_1,00",46,154,112,298,1.014,757,482,53,241,0,0,M,2007
Vitória - ES,"02:1,01_a_1,50",274,1.068,1.250,3.579,5.624,3.274,8.959,523,514,5,0,M,2007
Vitória - ES,"03:1,51_a_2,00",147,822,1.456,2.247,3.488,1.722,6.932,651,719,5,0,M,2007
Vitória - ES,"04:2,01_a_3,00",75,753,914,1.320,2.031,1.092,7.710,1.186,1.553,18,2,M,2007
Vitória - ES,"05:3,01_a_4,00",33,3.375,309,328,703,422,3.891,598,1.730,21,3,M,2007
Vitória - ES,"06:4,01_a_5,00",3,296,94,197,434,222,3.132,441,1.402,10,4,M,2007
Vitória - ES,"07:5,01_a_7,00",1,800,123,214,381,231,3.529,552,3.154,27,1,M,2007
Vitória - ES,"08:7,01_a_10,00",3,1.023,135,125,305,174,2.518,389,3.809,34,7,M,2007
Vitória - ES,"09:10,01_a_15,00",4,242,112,27,149,109,1.316,282,4.606,29,12,M,2007
Vitória - ES,"10:15,01_a_20,00",1,40,65,8,78,39,524,79,2.413,12,1,M,2007
Vitória - ES,"11:mais_de_20,00",0,18,39,6,53,41,471,76,3.142,15,8,M,2007
Rio de Janeiro - RJ,"00:ate_0,50",11,16,57,115,260,373,814,348,977,8,1,M,2007
Rio de Janeiro - RJ,"01:0,51_a_1,00",79,347,699,1.758,3.549,5.228,7.513,1.263,2.460,18,6,M,2007
Rio de Janeiro - RJ,"02:1,01_a_1,50",1.694,12.497,25.487,35.694,74.652,30.797,86.845,5.949,5.699,95,20,M,2007
Rio de Janeiro - RJ,"03:1,51_a_2,00",1.476,10.637,19.490,28.415,56.273,19.298,74.180,7.686,6.066,68,21,M,2007
Rio de Janeiro - RJ,"04:2,01_a_3,00",1.334,12.580,21.867,25.283,54.555,16.223,81.708,12.738,9.798,156,54,M,2007
Rio de Janeiro - RJ,"05:3,01_a_4,00",460,4.738,9.007,9.980,29.708,7.706,44.679,9.557,11.129,133,50,M,2007
Rio de Janeiro - RJ,"06:4,01_a_5,00",163,1.501,2.812,4.370,17.292,4.397,26.294,9.821,10.432,122,42,M,2007
Rio de Janeiro - RJ,"07:5,01_a_7,00",128,1.305,2.471,3.720,27.641,6.968,28.890,9.002,19.316,159,69,M,2007
Rio de Janeiro - RJ,"08:7,01_a_10,00",88,882,1.268,2.102,12.786,3.847,20.353,6.708,22.481,213,78,M,2007
Rio de Janeiro - RJ,"09:10,01_a_15,00",49,549,525,758,5.146,1.266,10.535,4.201,26.184,323,103,M,2007
Rio de Janeiro - RJ,"10:15,01_a_20,00",6,132,156,260,2.472,351,4.058,1.496,17.890,253,154,M,2007
Rio de Janeiro - RJ,"11:mais_de_20,00",2,92,93,171,2.641,354,3.632,2.681,34.505,527,516,M,2007
São Paulo - SP,"00:ate_0,50",15,89,79,1.621,1.421,665,1.145,318,2.015,4,0,M,2007
São Paulo - SP,"01:0,51_a_1,00",73,635,1.088,4.253,4.096,8.706,10.438,1.782,6.022,32,5,M,2007
São Paulo - SP,"02:1,01_a_1,50",874,5.938,11.495,20.342,34.280,24.877,79.071,5.256,7.593,77,27,M,2007
São Paulo - SP,"03:1,51_a_2,00",2.231,18.660,33.841,50.915,96.557,51.574,177.514,10.637,11.507,134,49,M,2007
São Paulo - SP,"04:2,01_a_3,00",2.650,26.244,42.667,64.905,114.056,46.691,203.946,19.041,23.387,263,107,M,2007
São Paulo - SP,"05:3,01_a_4,00",940,10.982,18.553,25.553,43.947,19.794,114.445,18.340,29.021,185,130,M,2007
São Paulo - SP,"06:4,01_a_5,00",381,5.052,9.272,13.191,23.766,15.105,72.803,13.586,32.537,170,120,M,2007
São Paulo - SP,"07:5,01_a_7,00",238,3.627,6.832,9.741,19.209,9.988,78.115,16.368,56.846,337,150,M,2007
São Paulo - SP,"08:7,01_a_10,00",90,1.695,2.797,4.128,8.964,5.067,47.565,13.204,53.888,478,401,M,2007
São Paulo - SP,"09:10,01_a_15,00",19,570,1.011,1.431,2.938,2.283,23.088,9.271,54.938,716,485,M,2007
São Paulo - SP,"10:15,01_a_20,00",5,112,173,289,637,628,7.703,3.899,36.746,489,886,M,2007
São Paulo - SP,"11:mais_de_20,00",1,86,129,186,554,458,7.702,4.418,74.417,1.413,1.945,M,2007
Curitiba - PR,"00:ate_0,50",0,71,20,63,56,69,113,18,212,2,0,M,2007
Curitiba - PR,"01:0,51_a_1,00",14,246,146,726,788,1.671,1.349,111,707,16,2,M,2007
Curitiba - PR,"02:1,01_a_1,50",262,1.579,2.613,5.625,12.209,9.832,24.754,1.283,1.339,24,3,M,2007
Curitiba - PR,"03:1,51_a_2,00",317,1.775,3.159,6.004,12.075,8.017,26.486,1.551,2.407,31,10,M,2007
Curitiba - PR,"04:2,01_a_3,00",192,4.108,4.494,7.290,14.600,8.241,36.802,3.179,5.861,55,15,M,2007
Curitiba - PR,"05:3,01_a_4,00",95,1.478,2.223,3.045,5.925,3.225,17.451,2.206,7.330,62,16,M,2007
Curitiba - PR,"06:4,01_a_5,00",46,729,996,1.608,2.970,5.800,12.275,1.644,6.176,55,15,M,2007
Curitiba - PR,"07:5,01_a_7,00",22,453,658,3.710,3.554,6.444,11.258,2.560,8.620,88,22,M,2007
Curitiba - PR,"08:7,01_a_10,00",4,188,227,624,911,1.865,6.795,1.888,9.760,189,26,M,2007
Curitiba - PR,"09:10,01_a_15,00",1,54,86,286,400,805,3.785,1.186,9.943,275,36,M,2007
Curitiba - PR,"10:15,01_a_20,00",0,6,14,43,89,333,1.164,419,6.490,290,49,M,2007
Curitiba - PR,"11:mais_de_20,00",0,3,6,14,57,93,729,325,10.073,201,186,M,2007
Florianópolis - SC,"00:ate_0,50",0,3,8,67,13,142,46,9,52,0,0,M,2007
Florianópolis - SC,"01:0,51_a_1,00",5,17,37,108,331,327,527,71,593,2,0,M,2007
Florianópolis - SC,"02:1,01_a_1,50",50,204,364,1.086,2.468,1.572,4.922,554,900,4,0,M,2007
Florianópolis - SC,"03:1,51_a_2,00",38,206,533,1.238,3.079,2.023,9.126,836,1.229,5,0,M,2007
Florianópolis - SC,"04:2,01_a_3,00",29,296,779,1.836,3.490,1.646,7.941,1.152,2.772,5,1,M,2007
Florianópolis - SC,"05:3,01_a_4,00",22,171,359,871,1.332,518,4.756,814,3.148,12,0,M,2007
Florianópolis - SC,"06:4,01_a_5,00",13,112,193,595,997,453,6.443,756,4.688,10,3,M,2007
Florianópolis - SC,"07:5,01_a_7,00",14,147,270,803,1.386,483,3.921,636,5.750,22,5,M,2007
Florianópolis - SC,"08:7,01_a_10,00",0,55,67,186,429,200,2.208,436,5.083,47,5,M,2007
Florianópolis - SC,"09:10,01_a_15,00",0,34,51,61,146,101,1.146,259,4.468,139,41,M,2007
Florianópolis - SC,"10:15,01_a_20,00",0,4,15,21,49,48,677,125,3.529,52,106,M,2007
Florianópolis - SC,"11:mais_de_20,00",0,4,1,14,31,26,513,114,4.818,81,58,M,2007
Porto Alegre - RS,"00:ate_0,50",3,18,17,128,281,365,199,22,62,0,0,M,2007
Porto Alegre - RS,"01:0,51_a_1,00",18,104,276,1.401,1.390,2.024,1.606,178,320,2,0,M,2007
Porto Alegre - RS,"02:1,01_a_1,50",200,1.678,1.537,5.503,10.326,6.854,16.661,1.400,963,12,3,M,2007
Porto Alegre - RS,"03:1,51_a_2,00",184,2.074,2.006,7.208,12.232,6.593,20.205,2.060,2.838,22,7,M,2007
Porto Alegre - RS,"04:2,01_a_3,00",186,1.553,2.299,8.055,13.025,6.628,27.441,4.407,5.562,46,8,M,2007
Porto Alegre - RS,"05:3,01_a_4,00",95,705,1.070,3.816,7.581,4.215,13.800,3.283,3.925,48,9,M,2007
Porto Alegre - RS,"06:4,01_a_5,00",23,310,441,2.063,3.603,1.828,7.865,2.353,3.223,38,11,M,2007
Porto Alegre - RS,"07:5,01_a_7,00",17,271,430,1.901,3.649,1.998,9.116,3.300,5.425,92,22,M,2007
Porto Alegre - RS,"08:7,01_a_10,00",9,143,223,749,1.344,1.254,6.706,2.806,8.064,154,37,M,2007
Porto Alegre - RS,"09:10,01_a_15,00",0,39,80,238,722,666,4.149,2.363,9.151,142,72,M,2007
Porto Alegre - RS,"10:15,01_a_20,00",0,8,18,47,171,138,1.640,917,6.574,115,57,M,2007
Porto Alegre - RS,"11:mais_de_20,00",0,1,11,83,185,112,1.095,753,11.284,128,303,M,2007
Campo Grande - MS,"00:ate_0,50",0,7,15,11,25,34,42,5,47,1,0,M,2007
Campo Grande - MS,"01:0,51_a_1,00",7,64,116,318,322,690,606,59,255,5,1,M,2007
Campo Grande - MS,"02:1,01_a_1,50",245,2.034,2.506,4.996,6.598,4.974,11.345,778,643,10,0,M,2007
Campo Grande - MS,"03:1,51_a_2,00",74,1.176,1.764,3.129,4.630,2.718,7.893,656,703,6,0,M,2007
Campo Grande - MS,"04:2,01_a_3,00",30,751,1.513,2.663,3.404,1.996,6.763,997,2.228,27,0,M,2007
Campo Grande - MS,"05:3,01_a_4,00",6,237,397,883,1.235,755,4.287,1.143,2.054,33,2,M,2007
Campo Grande - MS,"06:4,01_a_5,00",1,84,125,384,660,338,2.648,659,1.879,24,4,M,2007
Campo Grande - MS,"07:5,01_a_7,00",1,87,107,496,682,424,3.002,588,2.712,45,10,M,2007
Campo Grande - MS,"08:7,01_a_10,00",0,15,26,96,269,179,1.919,421,2.749,65,9,M,2007
Campo Grande - MS,"09:10,01_a_15,00",0,6,9,24,67,71,732,215,1.954,105,11,M,2007
Campo Grande - MS,"10:15,01_a_20,00",0,0,0,1,7,15,368,53,1.484,49,63,M,2007
Campo Grande - MS,"11:mais_de_20,00",0,5,7,10,41,13,190,83,2.766,102,48,M,2007
Cuiabá - MT,"00:ate_0,50",1,219,1,31,337,99,25,4,12,1,0,M,2007
Cuiabá - MT,"01:0,51_a_1,00",24,340,131,439,1.312,593,478,25,97,4,0,M,2007
Cuiabá - MT,"02:1,01_a_1,50",173,1.072,1.211,3.533,5.849,4.981,11.535,494,408,20,1,M,2007
Cuiabá - MT,"03:1,51_a_2,00",96,609,1.016,2.103,4.108,2.740,7.575,470,450,18,1,M,2007
Cuiabá - MT,"04:2,01_a_3,00",52,549,683,1.556,3.756,2.873,6.900,875,1.477,22,0,M,2007
Cuiabá - MT,"05:3,01_a_4,00",10,218,268,532,2.752,1.421,2.878,554,1.277,12,1,M,2007
Cuiabá - MT,"06:4,01_a_5,00",5,94,72,238,3.151,861,1.708,313,1.141,16,2,M,2007
Cuiabá - MT,"07:5,01_a_7,00",1,132,42,189,3.213,1.111,1.678,312,1.780,19,3,M,2007
Cuiabá - MT,"08:7,01_a_10,00",0,145,14,75,936,367,1.031,231,2.099,19,4,M,2007
Cuiabá - MT,"09:10,01_a_15,00",1,16,6,35,235,253,529,175,2.201,21,3,M,2007
Cuiabá - MT,"10:15,01_a_20,00",0,8,1,7,101,70,270,74,1.301,14,3,M,2007
Cuiabá - MT,"11:mais_de_20,00",0,4,0,1,439,132,155,53,1.549,21,12,M,2007
Goiânia - GO,"00:ate_0,50",2,39,56,638,42,1.011,56,25,105,2,0,M,2007
Goiânia - GO,"01:0,51_a_1,00",51,499,612,1.690,1.716,2.891,3.145,277,459,14,1,M,2007
Goiânia - GO,"02:1,01_a_1,50",489,3.283,5.431,8.362,13.482,13.558,22.678,1.624,1.455,12,5,M,2007
Goiânia - GO,"03:1,51_a_2,00",230,2.587,3.940,5.310,8.018,6.769,13.903,1.331,1.203,18,1,M,2007
Goiânia - GO,"04:2,01_a_3,00",98,2.103,3.144,4.182,6.413,5.411,11.679,1.729,2.742,22,4,M,2007
Goiânia - GO,"05:3,01_a_4,00",18,960,1.147,2.029,2.269,2.553,5.386,1.281,3.016,23,8,M,2007
Goiânia - GO,"06:4,01_a_5,00",10,546,572,1.002,1.133,1.564,3.574,813,2.761,34,5,M,2007
Goiânia - GO,"07:5,01_a_7,00",2,1.182,4.841,3.578,1.759,3.123,3.504,864,4.298,51,11,M,2007
Goiânia - GO,"08:7,01_a_10,00",1,726,694,1.251,677,1.993,2.127,760,4.490,70,11,M,2007
Goiânia - GO,"09:10,01_a_15,00",0,150,178,267,197,593,1.126,411,3.313,92,24,M,2007
Goiânia - GO,"10:15,01_a_20,00",0,20,25,41,50,136,590,142,1.822,88,40,M,2007
Goiânia - GO,"11:mais_de_20,00",1,99,40,153,35,470,336,343,3.817,51,67,M,2007
Brasília - DF,"00:ate_0,50",1,23,13,79,92,234,206,52,77,5,0,M,2007
Brasília - DF,"01:0,51_a_1,00",57,249,214,1.116,1.553,2.203,2.252,222,448,10,1,M,2007
Brasília - DF,"02:1,01_a_1,50",946,4.856,6.069,13.990,26.893,15.519,41.950,1.885,1.701,33,14,M,2007
Brasília - DF,"03:1,51_a_2,00",425,3.598,3.816,8.442,17.629,7.942,28.407,1.954,1.721,47,12,M,2007
Brasília - DF,"04:2,01_a_3,00",217,2.633,3.086,6.161,37.221,5.738,25.285,3.241,3.679,72,18,M,2007
Brasília - DF,"05:3,01_a_4,00",63,935,1.471,2.834,5.975,2.605,31.203,2.543,3.549,87,11,M,2007
Brasília - DF,"06:4,01_a_5,00",16,552,410,1.333,2.530,921,11.773,1.875,3.792,98,18,M,2007
Brasília - DF,"07:5,01_a_7,00",14,1.181,478,2.212,4.104,874,35.915,2.458,7.590,163,25,M,2007
Brasília - DF,"08:7,01_a_10,00",6,1.320,773,2.501,10.066,1.001,34.914,2.741,13.515,184,48,M,2007
Brasília - DF,"09:10,01_a_15,00",3,654,379,1.017,2.877,609,10.866,2.346,30.141,316,63,M,2007
Brasília - DF,"10:15,01_a_20,00",0,118,66,171,513,154,3.681,830,16.818,308,121,M,2007
Brasília - DF,"11:mais_de_20,00",0,510,99,220,686,190,5.095,797,35.856,905,371,M,2007
Porto Velho - RO,"00:ate_0,50",0,1,4,195,38,157,58,2,31,3,0,F,2013
Porto Velho - RO,"01:0,51_a_1,00",6,25,36,115,161,349,917,45,198,1,1,F,2013
Porto Velho - RO,"02:1,01_a_1,50",32,251,278,1.005,1.871,1.900,17.817,590,752,13,0,F,2013
Porto Velho - RO,"03:1,51_a_2,00",8,235,159,386,723,771,10.568,464,1.300,11,0,F,2013
Porto Velho - RO,"04:2,01_a_3,00",2,198,163,282,466,300,6.713,524,4.203,13,4,F,2013
Porto Velho - RO,"05:3,01_a_4,00",0,22,25,74,143,71,6.955,238,5.143,17,5,F,2013
Porto Velho - RO,"06:4,01_a_5,00",0,7,23,58,63,29,1.966,126,1.650,24,1,F,2013
Porto Velho - RO,"07:5,01_a_7,00",0,66,5,98,248,27,1.816,103,1.985,27,1,F,2013
Porto Velho - RO,"08:7,01_a_10,00",0,8,1,17,48,9,760,67,1.637,58,7,F,2013
Porto Velho - RO,"09:10,01_a_15,00",0,2,0,11,25,4,374,24,1.242,48,11,F,2013
Porto Velho - RO,"10:15,01_a_20,00",0,0,1,1,2,1,167,7,546,6,2,F,2013
Porto Velho - RO,"11:mais_de_20,00",0,0,0,0,1,0,70,4,569,7,7,F,2013
Rio Branco - AC,"00:ate_0,50",0,0,0,8,3,89,35,2,10,0,0,F,2013
Rio Branco - AC,"01:0,51_a_1,00",2,33,28,48,121,189,665,32,73,0,1,F,2013
Rio Branco - AC,"02:1,01_a_1,50",22,477,273,615,1.184,821,8.797,513,506,3,0,F,2013
Rio Branco - AC,"03:1,51_a_2,00",4,322,77,350,603,229,3.847,357,579,3,0,F,2013
Rio Branco - AC,"04:2,01_a_3,00",1,409,16,472,885,157,3.278,428,1.894,8,0,F,2013
Rio Branco - AC,"05:3,01_a_4,00",0,100,3,100,348,57,1.564,236,2.686,3,0,F,2013
Rio Branco - AC,"06:4,01_a_5,00",0,40,4,26,209,35,886,178,3.275,8,0,F,2013
Rio Branco - AC,"07:5,01_a_7,00",0,25,2,14,132,17,714,126,2.900,23,3,F,2013
Rio Branco - AC,"08:7,01_a_10,00",0,5,0,4,27,11,281,61,1.503,8,2,F,2013
Rio Branco - AC,"09:10,01_a_15,00",0,0,0,1,14,7,125,17,696,9,1,F,2013
Rio Branco - AC,"10:15,01_a_20,00",0,0,0,0,0,0,22,4,351,7,1,F,2013
Rio Branco - AC,"11:mais_de_20,00",0,0,0,0,0,0,11,3,386,4,12,F,2013
Manaus - AM,"00:ate_0,50",0,11,6,120,55,1.340,311,28,71,3,0,F,2013
Manaus - AM,"01:0,51_a_1,00",5,69,69,342,622,1.504,2.734,196,412,31,3,F,2013
Manaus - AM,"02:1,01_a_1,50",58,1.026,1.227,3.937,7.646,6.187,56.349,2.421,2.320,56,13,F,2013
Manaus - AM,"03:1,51_a_2,00",8,413,400,1.041,1.911,1.436,27.756,1.946,3.534,47,15,F,2013
Manaus - AM,"04:2,01_a_3,00",0,884,437,849,1.458,1.010,23.561,2.602,16.585,88,25,F,2013
Manaus - AM,"05:3,01_a_4,00",0,57,54,117,309,247,6.317,1.240,6.736,105,11,F,2013
Manaus - AM,"06:4,01_a_5,00",0,16,8,24,111,81,3.690,786,7.325,91,20,F,2013
Manaus - AM,"07:5,01_a_7,00",0,17,11,23,100,59,3.024,656,6.457,144,32,F,2013
Manaus - AM,"08:7,01_a_10,00",0,5,7,3,47,33,1.350,389,6.695,190,24,F,2013
Manaus - AM,"09:10,01_a_15,00",0,3,4,4,50,16,677,159,3.669,156,35,F,2013
Manaus - AM,"10:15,01_a_20,00",0,0,0,2,8,6,182,54,1.289,31,17,F,2013
Manaus - AM,"11:mais_de_20,00",0,1,0,5,2,4,137,22,1.551,36,35,F,2013
Boa Vista - RR,"00:ate_0,50",0,0,0,11,7,116,37,5,5,0,0,F,2013
Boa Vista - RR,"01:0,51_a_1,00",0,18,20,83,323,216,1.354,100,192,4,0,F,2013
Boa Vista - RR,"02:1,01_a_1,50",7,177,107,302,2.141,613,9.530,496,1.230,17,3,F,2013
Boa Vista - RR,"03:1,51_a_2,00",1,10,27,41,538,79,2.025,249,578,39,2,F,2013
Boa Vista - RR,"04:2,01_a_3,00",0,3,18,20,225,36,2.182,244,2.590,30,1,F,2013
Boa Vista - RR,"05:3,01_a_4,00",0,61,11,200,134,28,822,124,1.720,40,1,F,2013
Boa Vista - RR,"06:4,01_a_5,00",0,1,8,13,31,9,498,81,2.161,16,0,F,2013
Boa Vista - RR,"07:5,01_a_7,00",0,63,6,290,451,10,1.522,64,2.875,26,1,F,2013
Boa Vista - RR,"08:7,01_a_10,00",0,0,1,24,9,2,195,35,1.345,40,1,F,2013
Boa Vista - RR,"09:10,01_a_15,00",0,0,2,12,11,2,88,10,801,52,9,F,2013
Boa Vista - RR,"10:15,01_a_20,00",0,0,0,4,2,0,39,2,240,14,11,F,2013
Boa Vista - RR,"11:mais_de_20,00",0,0,0,0,3,1,21,0,261,15,18,F,2013
Belém - PA,"00:ate_0,50",2,15,21,92,61,439,201,12,129,9,0,F,2013
Belém - PA,"01:0,51_a_1,00",16,183,105,428,1.076,859,3.535,213,549,36,9,F,2013
Belém - PA,"02:1,01_a_1,50",68,644,742,3.689,8.016,4.566,41.463,1.839,3.205,59,17,F,2013
Belém - PA,"03:1,51_a_2,00",10,82,85,858,1.501,944,15.072,1.150,2.504,50,12,F,2013
Belém - PA,"04:2,01_a_3,00",4,30,38,396,874,546,11.067,1.126,5.325,318,14,F,2013
Belém - PA,"05:3,01_a_4,00",0,10,13,145,437,387,4.531,528,8.275,211,20,F,2013
Belém - PA,"06:4,01_a_5,00",0,6,3,58,164,153,2.920,423,6.771,251,13,F,2013
Belém - PA,"07:5,01_a_7,00",0,12,2,35,146,89,3.147,451,11.687,578,29,F,2013
Belém - PA,"08:7,01_a_10,00",0,3,2,19,43,29,1.159,285,10.177,811,29,F,2013
Belém - PA,"09:10,01_a_15,00",0,0,2,9,26,3,485,122,5.640,243,88,F,2013
Belém - PA,"10:15,01_a_20,00",0,0,0,3,4,0,87,16,1.716,102,36,F,2013
Belém - PA,"11:mais_de_20,00",0,0,0,0,1,0,70,14,2.340,60,71,F,2013
Macapá - AP,"00:ate_0,50",0,0,0,16,5,214,104,13,9,2,1,F,2013
Macapá - AP,"01:0,51_a_1,00",1,36,22,53,110,182,1.249,73,156,2,2,F,2013
Macapá - AP,"02:1,01_a_1,50",16,199,174,570,1.520,953,8.738,519,643,11,0,F,2013
Macapá - AP,"03:1,51_a_2,00",1,16,26,76,197,154,4.684,277,573,2,0,F,2013
Macapá - AP,"04:2,01_a_3,00",2,9,9,16,83,60,2.181,236,810,10,1,F,2013
Macapá - AP,"05:3,01_a_4,00",0,22,0,65,256,7,1.281,105,794,13,1,F,2013
Macapá - AP,"06:4,01_a_5,00",0,1,1,8,15,4,2.382,69,891,11,2,F,2013
Macapá - AP,"07:5,01_a_7,00",0,22,0,98,330,5,5.370,67,1.555,17,0,F,2013
Macapá - AP,"08:7,01_a_10,00",0,0,1,1,4,5,3.382,36,1.106,23,4,F,2013
Macapá - AP,"09:10,01_a_15,00",0,0,0,1,7,1,726,24,834,23,3,F,2013
Macapá - AP,"10:15,01_a_20,00",0,0,0,1,6,2,158,9,282,3,1,F,2013
Macapá - AP,"11:mais_de_20,00",0,0,0,0,0,1,185,5,272,4,6,F,2013
Palmas - TO,"00:ate_0,50",0,1,1,13,6,163,49,1,12,1,0,F,2013
Palmas - TO,"01:0,51_a_1,00",0,1.148,15,66,847,314,2.009,81,112,2,0,F,2013
Palmas - TO,"02:1,01_a_1,50",11,521,74,231,1.358,842,9.507,528,680,5,1,F,2013
Palmas - TO,"03:1,51_a_2,00",0,515,7,28,148,131,4.574,287,796,2,2,F,2013
Palmas - TO,"04:2,01_a_3,00",0,209,0,6,74,67,4.382,299,1.682,7,5,F,2013
Palmas - TO,"05:3,01_a_4,00",0,9,1,1,19,13,1.798,114,2.470,21,1,F,2013
Palmas - TO,"06:4,01_a_5,00",0,2,1,1,12,7,3.700,70,5.727,8,11,F,2013
Palmas - TO,"07:5,01_a_7,00",0,1,5,1,25,3,1.044,79,5.491,22,2,F,2013
