;;Sexo Trabalhador;Escolaridade após 2005
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
230440:Fortaleza - CE;Total;2.575;17.841;12.629;32.462;62.194;34.542;216.259;18.094;56.208;5.663;465;458.932;151;3.255;2.881;11.303;24.796;17.960;171.558;19.577;74.546;14.553;533;341.113;2.726;21.096;15.510;43.765;86.990;52.502;387.817;37.671;130.754;20.216;998;800.045
;00:Até 0,50;46;18;28;61;243;387;734;104;374;4;1;2.000;6;13;49;74;182;545;1.013;95;370;11;0;2.358;52;31;77;135;425;932;1.747;199;744;15;1;4.358
;01:0,51 a 1,00;266;1.098;886;2.158;4.779;3.362;11.430;720;1.616;70;13;26.398;18;263;238;944;2.063;2.461;13.076;1.028;2.157;62;6;22.316;284;1.361;1.124;3.102;6.842;5.823;24.506;1.748;3.773;132;19;48.714
;02:1,01 a 1,50;1.458;8.529;6.785;18.211;37.038;20.717;113.427;3.711;3.908;108;18;213.910;117;2.123;2.329;8.420;19.716;12.357;114.563;6.357;8.673;102;13;174.770;1.575;10.652;9.114;26.631;56.754;33.074;227.990;10.068;12.581;210;31;388.680
;03:1,51 a 2,00;478;4.415;2.739;6.220;9.994;5.067;35.466;2.600;3.900;378;16;71.273;3;457;121;851;1.043;1.260;18.312;3.430;7.039;1.428;14;33.958;481;4.872;2.860;7.071;11.037;6.327;53.778;6.030;10.939;1.806;30;105.231
;04:2,01 a 3,00;187;2.199;1.404;3.330;4.650;2.624;22.114;3.535;6.540;733;34;47.350;0;177;52;501;647;678;12.065;3.923;13.644;2.171;35;33.893;187;2.376;1.456;3.831;5.297;3.302;34.179;7.458;20.184;2.904;69;81.243
;05:3,01 a 4,00;53;640;300;841;1.212;691;7.604;1.853;6.136;623;49;20.002;0;63;21;146;296;257;4.130;1.904;9.741;2.426;80;19.064;53;703;321;987;1.508;948;11.734;3.757;15.877;3.049;129;39.066
;06:4,01 a 5,00;21;242;119;378;1.568;609;10.873;2.113;4.991;458;24;21.396;0;43;11;73;149;93;2.172;870;5.884;1.908;41;11.244;21;285;130;451;1.717;702;13.045;2.983;10.875;2.366;65;32.640
;07:5,01 a 7,00;3;254;99;585;1.545;596;8.065;1.528;7.242;802;67;20.786;1;48;3;95;226;115;3.213;1.034;10.573;3.143;87;18.538;4;302;102;680;1.771;711;11.278;2.562;17.815;3.945;154;39.324
;08:7,01 a 10,00;2;130;34;217;378;147;3.222;850;6.389;724;53;12.146;0;20;3;16;102;31;1.430;407;6.070;1.635;85;9.799;2;150;37;233;480;178;4.652;1.257;12.459;2.359;138;21.945
;09:10,01 a 15,00;2;30;15;66;135;42;1.383;526;6.573;953;56;9.781;0;2;2;22;47;13;557;269;5.003;1.042;80;7.037;2;32;17;88;182;55;1.940;795;11.576;1.995;136;16.818
;10:15,01 a 20,00;1;6;5;22;36;21;591;262;3.351;429;67;4.791;0;0;1;16;30;3;168;114;2.390;354;56;3.132;1;6;6;38;66;24;759;376;5.741;783;123;7.923
;11:Mais de 20,00;1;8;9;19;43;14;326;191;4.866;338;67;5.882;0;0;0;1;30;2;90;59;2.664;213;34;3.093;1;8;9;20;73;16;416;250;7.530;551;101;8.975
;{ñ class};57;272;206;354;573;265;1.024;101;322;43;0;3.217;6;46;51;144;265;145;769;87;338;58;2;1.911;63;318;257;498;838;410;1.793;188;660;101;2;5.128
240810:Natal - RN;Total;961;7.550;5.802;15.927;15.821;14.737;86.793;4.376;29.147;599;137;181.850;61;881;2.094;9.127;6.332;6.976;70.138;4.744;37.786;535;147;138.821;1.022;8.431;7.896;25.054;22.153;21.713;156.931;9.120;66.933;1.134;284;320.671
;00:Até 0,50;0;10;8;56;45;245;281;28;145;1;1;820;1;14;12;69;48;312;534;31;113;1;0;1.135;1;24;20;125;93;557;815;59;258;2;1;1.955
;01:0,51 a 1,00;78;202;286;732;776;835;2.962;132;682;30;1;6.716;14;70;80;409;567;1.016;3.639;269;926;29;2;7.021;92;272;366;1.141;1.343;1.851;6.601;401;1.608;59;3;13.737
;02:1,01 a 1,50;664;4.405;3.148;7.081;9.022;7.894;40.104;1.146;1.413;46;5;74.928;40;677;1.433;5.160;5.013;4.768;37.573;1.975;2.673;48;8;59.368;704;5.082;4.581;12.241;14.035;12.662;77.677;3.121;4.086;94;13;134.296
;03:1,51 a 2,00;123;1.450;1.145;2.892;2.690;2.128;14.807;669;2.090;21;3;28.018;1;43;286;1.275;290;410;10.021;883;3.262;47;7;16.525;124;1.493;1.431;4.167;2.980;2.538;24.828;1.552;5.352;68;10;44.543
;04:2,01 a 3,00;59;980;712;1.812;1.546;1.390;10.451;831;4.469;31;10;22.291;2;16;151;1.246;125;194;7.793;807;7.396;59;11;17.800;61;996;863;3.058;1.671;1.584;18.244;1.638;11.865;90;21;40.091
;05:3,01 a 4,00;16;229;186;1.460;518;1.487;9.249;637;3.715;41;7;17.545;0;13;77;598;33;70;6.392;296;6.165;42;7;13.693;16;242;263;2.058;551;1.557;15.641;933;9.880;83;14;31.238
;06:4,01 a 5,00;1;68;126;526;172;280;2.157;244;2.495;47;0;6.116;0;4;13;99;31;37;1.358;148;4.258;26;10;5.984;1;72;139;625;203;317;3.515;392;6.753;73;10;12.100
;07:5,01 a 7,00;2;68;72;939;443;152;2.908;239;2.911;57;16;7.807;0;4;4;71;66;21;1.212;140;4.104;69;25;5.716;2;72;76;1.010;509;173;4.120;379;7.015;126;41;13.523
;08:7,01 a 10,00;1;30;29;181;339;118;1.769;164;2.757;144;8;5.540;1;1;1;5;8;6;533;67;3.156;122;15;3.915;2;31;30;186;347;124;2.302;231;5.913;266;23;9.455
;09:10,01 a 15,00;0;3;7;59;42;45;848;130;3.502;63;60;4.759;0;2;0;6;5;0;344;51;2.667;61;52;3.188;0;5;7;65;47;45;1.192;181;6.169;124;112;7.947
;10:15,01 a 20,00;0;0;4;36;13;3;455;57;1.983;33;11;2.595;0;0;1;6;1;2;154;21;1.522;8;7;1.722;0;0;5;42;14;5;609;78;3.505;41;18;4.317
;11:Mais de 20,00;0;1;2;11;6;6;237;73;2.820;70;13;3.239;0;0;0;0;0;2;93;31;1.392;9;1;1.528;0;1;2;11;6;8;330;104;4.212;79;14;4.767
;{ñ class};17;104;77;142;209;154;565;26;165;15;2;1.476;2;37;36;183;145;138;492;25;152;14;2;1.226;19;141;113;325;354;292;1.057;51;317;29;4;2.702
250750:João Pessoa - PB;Total;1.342;8.746;6.254;13.188;37.878;10.471;56.742;4.140;30.413;418;94;169.686;82;951;960;4.023;38.496;3.352;38.709;4.187;32.168;515;91;123.534;1.424;9.697;7.214;17.211;76.374;13.823;95.451;8.327;62.581;933;185;293.220
;00:Até 0,50;4;17;10;21;28;33;150;20;247;5;0;535;0;4;4;16;13;42;156;21;225;4;0;485;4;21;14;37;41;75;306;41;472;9;0;1.020
;01:0,51 a 1,00;71;403;270;775;6.553;773;3.134;270;915;18;2;13.184;12;74;129;597;10.983;569;3.634;380;975;26;2;17.381;83;477;399;1.372;17.536;1.342;6.768;650;1.890;44;4;30.565
;02:1,01 a 1,50;1.055;5.052;3.854;7.592;14.557;6.506;30.489;1.177;2.737;32;1;73.052;68;599;680;2.321;13.367;2.262;24.266;1.657;4.471;38;2;49.731;1.123;5.651;4.534;9.913;27.924;8.768;54.755;2.834;7.208;70;3;122.783
;03:1,51 a 2,00;124;1.484;1.133;2.485;4.337;1.736;10.393;751;2.096;22;2;24.563;1;154;94;730;3.694;308;5.208;896;3.620;23;3;14.731;125;1.638;1.227;3.215;8.031;2.044;15.601;1.647;5.716;45;5;39.294
;04:2,01 a 3,00;56;868;597;1.300;5.530;946;6.279;755;6.470;63;9;22.873;0;50;24;135;4.847;95;2.653;691;8.287;101;12;16.895;56;918;621;1.435;10.377;1.041;8.932;1.446;14.757;164;21;39.768
;05:3,01 a 4,00;11;378;174;329;1.704;199;2.113;329;6.227;35;8;11.507;0;14;7;56;2.178;19;708;199;4.289;56;11;7.537;11;392;181;385;3.882;218;2.821;528;10.516;91;19;19.044
;06:4,01 a 5,00;1;125;58;206;606;64;925;209;2.059;51;10;4.314;0;3;3;53;546;7;348;118;2.309;67;13;3.467;1;128;61;259;1.152;71;1.273;327;4.368;118;23;7.781
;07:5,01 a 7,00;2;80;35;202;1.563;59;1.552;257;2.052;63;26;5.891;0;3;2;60;1.064;6;895;114;2.408;84;14;4.650;2;83;37;262;2.627;65;2.447;371;4.460;147;40;10.541
;08:7,01 a 10,00;0;74;17;75;1.207;28;790;177;2.266;64;14;4.712;0;20;0;6;864;7;383;49;1.683;71;12;3.095;0;94;17;81;2.071;35;1.173;226;3.949;135;26;7.807
;09:10,01 a 15,00;0;28;6;28;537;7;308;110;2.565;41;12;3.642;0;12;0;10;431;2;135;28;2.130;28;16;2.792;0;40;6;38;968;9;443;138;4.695;69;28;6.434
;10:15,01 a 20,00;0;76;3;3;309;2;169;36;1.210;9;6;1.823;0;0;0;4;174;0;57;9;879;10;5;1.138;0;76;3;7;483;2;226;45;2.089;19;11;2.961
;11:Mais de 20,00;0;27;0;4;729;3;50;19;1.416;9;4;2.261;0;0;0;0;279;0;8;4;735;1;0;1.027;0;27;0;4;1.008;3;58;23;2.151;10;4;3.288
;{ñ class};18;134;97;168;218;115;390;30;153;6;0;1.329;1;18;17;35;56;35;258;21;157;6;1;605;19;152;114;203;274;150;648;51;310;12;1;1.934
261160:Recife - PE;Total;1.686;19.493;17.219;29.389;42.164;27.948;196.393;16.964;67.285;2.079;462;421.082;93;2.715;3.559;4.647;10.567;11.011;157.823;16.656;105.925;2.226;411;315.633;1.779;22.208;20.778;34.036;52.731;38.959;354.216;33.620;173.210;4.305;873;736.715
;00:Até 0,50;2;218;19;103;96;539;612;54;225;16;2;1.886;2;19;20;56;81;618;1.254;59;326;12;0;2.447;4;237;39;159;177;1.157;1.866;113;551;28;2;4.333
;01:0,51 a 1,00;59;470;407;698;1.207;1.140;5.424;257;1.011;101;14;10.788;9;117;189;356;702;1.126;9.862;424;1.407;99;7;14.298;68;587;596;1.054;1.909;2.266;15.286;681;2.418;200;21;25.086
;02:1,01 a 1,50;966;7.562;7.456;14.078;20.378;13.403;78.150;2.572;2.953;165;20;147.703;65;1.175;1.889;3.256;7.180;6.511;87.343;4.433;6.219;141;20;118.232;1.031;8.737;9.345;17.334;27.558;19.914;165.493;7.005;9.172;306;40;265.935
;03:1,51 a 2,00;415;4.398;4.100;6.595;9.457;5.297;39.005;2.379;6.291;134;16;78.087;9;757;624;547;1.203;1.425;30.049;3.202;14.523;146;16;52.501;424;5.155;4.724;7.142;10.660;6.722;69.054;5.581;20.814;280;32;130.588
;04:2,01 a 3,00;141;2.935;2.431;4.344;6.131;3.470;28.669;3.178;8.507;239;30;60.075;3;431;402;164;487;627;13.742;3.242;20.205;287;37;39.627;144;3.366;2.833;4.508;6.618;4.097;42.411;6.420;28.712;526;67;99.702
;05:3,01 a 4,00;44;1.131;1.128;1.537;2.033;1.569;19.167;2.342;7.200;205;31;36.387;1;109;223;39;253;229;6.571;1.907;17.770;337;44;27.483;45;1.240;1.351;1.576;2.286;1.798;25.738;4.249;24.970;542;75;63.870
;06:4,01 a 5,00;13;797;933;586;721;1.350;7.896;1.314;4.474;149;22;18.255;0;40;76;31;157;139;2.758;969;9.636;229;35;14.070;13;837;1.009;617;878;1.489;10.654;2.283;14.110;378;57;32.325
;07:5,01 a 7,00;4;222;247;560;895;459;8.667;2.192;9.225;266;60;22.797;0;12;43;62;231;94;3.244;1.129;13.268;297;56;18.436;4;234;290;622;1.126;553;11.911;3.321;22.493;563;116;41.233
;08:7,01 a 10,00;0;59;64;162;438;251;4.639;1.319;9.507;271;72;16.782;1;8;25;15;68;70;1.344;549;10.293;283;50;12.706;1;67;89;177;506;321;5.983;1.868;19.800;554;122;29.488
;09:10,01 a 15,00;0;19;30;96;156;94;1.885;704;8.540;263;78;11.865;0;0;5;12;39;38;623;318;6.908;224;76;8.243;0;19;35;108;195;132;2.508;1.022;15.448;487;154;20.108
;10:15,01 a 20,00;0;6;4;26;39;27;635;304;3.663;102;57;4.863;0;6;0;0;2;6;114;172;2.375;66;39;2.780;0;12;4;26;41;33;749;476;6.038;168;96;7.643
;11:Mais de 20,00;0;10;7;12;27;48;267;273;5.409;127;48;6.228;0;2;0;0;0;25;40;164;2.719;69;24;3.043;0;12;7;12;27;73;307;437;8.128;196;72;9.271
;{ñ class};42;1.666;393;592;586;301;1.377;76;280;41;12;5.366;3;39;63;109;164;103;879;88;276;36;7;1.767;45;1.705;456;701;750;404;2.256;164;556;77;19;7.133
270430:Maceió - AL;Total;2.117;15.838;8.762;11.046;20.849;20.664;59.464;7.731;13.322;528;155;160.476;66;2.398;2.496;2.525;9.619;10.012;42.879;9.485;19.141;458;142;99.221;2.183;18.236;11.258;13.571;30.468;30.676;102.343;17.216;32.463;986;297;259.697
;00:Até 0,50;13;70;10;71;81;273;175;24;85;2;0;804;0;8;5;31;39;231;164;27;72;3;0;580;13;78;15;102;120;504;339;51;157;5;0;1.384
;01:0,51 a 1,00;326;1.193;495;671;969;1.130;2.286;153;456;20;0;7.699;9;136;137;255;646;817;2.424;219;579;29;0;5.251;335;1.329;632;926;1.615;1.947;4.710;372;1.035;49;0;12.950
;02:1,01 a 1,50;1.255;8.117;4.392;5.768;10.440;7.824;30.393;1.147;1.045;37;3;70.421;41;1.510;1.542;1.788;5.557;4.372;26.097;1.802;2.233;33;2;44.977;1.296;9.627;5.934;7.556;15.997;12.196;56.490;2.949;3.278;70;5;115.398
;03:1,51 a 2,00;386;2.988;1.630;2.115;3.418;3.641;10.198;1.023;973;28;6;26.406;4;338;352;227;980;1.507;5.747;1.326;2.093;23;8;12.605;390;3.326;1.982;2.342;4.398;5.148;15.945;2.349;3.066;51;14;39.011
;04:2,01 a 3,00;83;1.543;747;1.261;1.978;1.836;6.714;1.274;1.628;42;4;17.110;0;207;242;36;1.167;1.532;3.247;1.670;3.384;48;18;11.551;83;1.750;989;1.297;3.145;3.368;9.961;2.944;5.012;90;22;28.661
;05:3,01 a 4,00;8;669;571;308;1.433;1.947;2.670;847;1.397;47;8;9.905;0;86;79;26;318;414;1.279;972;2.400;46;10;5.630;8;755;650;334;1.751;2.361;3.949;1.819;3.797;93;18;15.535
;06:4,01 a 5,00;0;299;273;111;742;985;1.618;746;1.057;44;12;5.887;0;37;24;17;421;191;821;953;1.816;42;4;4.326;0;336;297;128;1.163;1.176;2.439;1.699;2.873;86;16;10.213
;07:5,01 a 7,00;1;182;339;137;724;1.933;1.806;1.000;1.471;73;14;7.680;0;16;52;30;195;702;1.113;1.624;2.152;50;22;5.956;1;198;391;167;919;2.635;2.919;2.624;3.623;123;36;13.636
;08:7,01 a 10,00;0;37;36;129;392;461;1.383;582;1.394;116;12;4.542;0;6;7;4;64;85;694;511;1.760;101;18;3.250;0;43;43;133;456;546;2.077;1.093;3.154;217;30;7.792
;09:10,01 a 15,00;0;12;14;20;82;178;762;311;1.513;67;64;3.023;0;3;0;3;18;10;300;125;1.311;55;42;1.867;0;15;14;23;100;188;1.062;436;2.824;122;106;4.890
;10:15,01 a 20,00;0;1;1;0;11;37;265;181;859;20;16;1.391;0;0;0;0;5;1;44;44;595;18;11;718;0;1;1;0;16;38;309;225;1.454;38;27;2.109
;11:Mais de 20,00;0;1;1;1;6;33;106;389;1.308;23;16;1.884;0;1;0;0;0;3;40;138;603;5;7;797;0;2;1;1;6;36;146;527;1.911;28;23;2.681
;{ñ class};45;726;253;454;573;386;1.088;54;136;9;0;3.724;12;50;56;108;209;147;909;74;143;5;0;1.713;57;776;309;562;782;533;1.997;128;279;14;0;5.437
280030:Aracaju - SE;Total;432;5.089;4.602;10.661;15.038;11.821;55.617;5.071;17.758;1.004;162;127.255;30;779;873;3.562;5.915;4.748;45.703;4.989;26.478;1.341;140;94.558;462;5.868;5.475;14.223;20.953;16.569;101.320;10.060;44.236;2.345;302;221.813
;00:Até 0,50;0;16;13;73;60;269;360;39;137;3;0;970;0;10;9;68;47;298;482;39;146;2;0;1.101;0;26;22;141;107;567;842;78;283;5;0;2.071
;01:0,51 a 1,00;85;589;655;1.019;1.626;883;3.091;178;402;17;1;8.546;4;132;157;302;557;656;3.388;313;622;13;5;6.149;89;721;812;1.321;2.183;1.539;6.479;491;1.024;30;6;14.695
;02:1,01 a 1,50;224;2.296;2.040;4.000;6.706;5.887;25.148;998;923;16;7;48.245;23;518;592;1.331;3.141;2.614;25.038;1.571;2.164;36;7;37.035;247;2.814;2.632;5.331;9.847;8.501;50.186;2.569;3.087;52;14;85.280
;03:1,51 a 2,00;82;1.185;1.125;2.419;2.952;2.395;9.414;643;742;40;4;21.001;1;41;47;976;640;499;6.859;871;1.538;31;4;11.507;83;1.226;1.172;3.395;3.592;2.894;16.273;1.514;2.280;71;8;32.508
;04:2,01 a 3,00;25;507;422;1.604;1.689;946;6.951;719;1.420;53;6;14.342;0;21;19;526;937;381;4.597;877;2.786;46;6;10.196;25;528;441;2.130;2.626;1.327;11.548;1.596;4.206;99;12;24.538
;05:3,01 a 4,00;4;143;118;304;543;310;2.654;523;1.646;103;9;6.357;0;9;12;113;345;128;1.782;445;3.515;131;10;6.490;4;152;130;417;888;438;4.436;968;5.161;234;19;12.847
;06:4,01 a 5,00;1;52;55;163;248;117;1.305;297;1.647;123;5;4.013;1;5;13;78;78;42;880;224;3.128;243;6;4.698;2;57;68;241;326;159;2.185;521;4.775;366;11;8.711
;07:5,01 a 7,00;0;50;48;225;349;243;2.687;810;2.881;267;22;7.582;0;12;4;75;60;45;1.253;316;5.213;406;17;7.401;0;62;52;300;409;288;3.940;1.126;8.094;673;39;14.983
;08:7,01 a 10,00;1;42;30;412;542;507;1.968;357;2.309;124;16;6.308;0;0;0;17;23;20;587;183;3.890;173;13;4.906;1;42;30;429;565;527;2.555;540;6.199;297;29;11.214
;09:10,01 a 15,00;0;9;5;92;80;101;1.053;309;1.986;94;21;3.750;0;2;0;17;8;9;358;84;1.681;139;37;2.335;0;11;5;109;88;110;1.411;393;3.667;233;58;6.085
;10:15,01 a 20,00;0;2;1;59;32;23;435;125;1.361;64;26;2.128;0;0;0;8;3;4;129;26;746;57;17;990;0;2;1;67;35;27;564;151;2.107;121;43;3.118
;11:Mais de 20,00;0;0;0;104;5;5;131;34;2.179;89;43;2.590;0;0;0;6;1;0;36;3;894;59;17;1.016;0;0;0;110;6;5;167;37;3.073;148;60;3.606
;{ñ class};10;198;90;187;206;135;420;39;125;11;2;1.423;1;29;20;45;75;52;314;37;155;5;1;734;11;227;110;232;281;187;734;76;280;16;3;2.157
292740:Salvador - BA;Total;978;13.467;13.821;29.549;41.897;36.220;256.456;17.161;63.917;1.729;568;475.763;105;1.926;2.483;7.012;11.829;13.631;209.175;17.233;98.381;2.161;601;364.537;1.083;15.393;16.304;36.561;53.726;49.851;465.631;34.394;162.298;3.890;1.169;840.300
;00:Até 0,50;5;27;31;231;129;1.021;718;30;164;6;1;2.363;1;14;19;112;66;898;794;40;153;6;1;2.104;6;41;50;343;195;1.919;1.512;70;317;12;2;4.467
;01:0,51 a 1,00;104;425;415;1.010;1.730;2.571;9.076;321;851;62;12;16.577;10;170;308;478;1.026;2.455;14.869;595;1.273;57;13;21.254;114;595;723;1.488;2.756;5.026;23.945;916;2.124;119;25;37.831
;02:1,01 a 1,50;534;5.219;5.621;11.172;16.553;13.802;96.039;2.340;2.614;101;11;154.006;74;1.235;1.458;4.799;7.328;6.542;103.512;4.186;5.064;97;12;134.307;608;6.454;7.079;15.971;23.881;20.344;199.551;6.526;7.678;198;23;288.313
;03:1,51 a 2,00;181;3.478;3.631;7.005;10.099;6.901;49.426;2.026;4.015;79;19;86.860;10;270;297;577;1.165;1.286;29.303;2.898;7.252;81;9;43.148;191;3.748;3.928;7.582;11.264;8.187;78.729;4.924;11.267;160;28;130.008
;04:2,01 a 3,00;98;2.438;2.347;5.517;6.921;5.270;37.109;3.405;5.695;145;22;68.967;2;80;219;519;1.097;1.069;23.070;3.242;11.474;223;42;41.037;100;2.518;2.566;6.036;8.018;6.339;60.179;6.647;17.169;368;64;110.004
;05:3,01 a 4,00;21;815;711;1.381;2.283;1.719;19.174;3.000;6.648;168;22;35.942;1;30;49;136;421;570;12.957;1.870;11.499;205;39;27.777;22;845;760;1.517;2.704;2.289;32.131;4.870;18.147;373;61;63.719
;06:4,01 a 5,00;6;272;273;703;814;2.605;19.477;2.729;6.746;99;52;33.776;0;12;27;60;129;245;8.696;1.588;12.368;161;42;23.328;6;284;300;763;943;2.850;28.173;4.317;19.114;260;94;57.104
;07:5,01 a 7,00;4;230;222;1.156;1.405;1.351;14.025;1.744;9.295;278;52;29.762;1;11;11;91;279;248;8.884;1.690;20.334;438;48;32.035;5;241;233;1.247;1.684;1.599;22.909;3.434;29.629;716;100;61.797
;08:7,01 a 10,00;0;158;79;483;614;280;5.248;770;8.445;238;114;16.429;0;10;4;23;51;111;3.580;721;14.617;410;108;19.635;0;168;83;506;665;391;8.828;1.491;23.062;648;222;36.064
;09:10,01 a 15,00;0;39;37;84;195;104;2.458;387;8.015;195;113;11.627;0;13;4;16;28;29;1.448;197;7.095;290;150;9.270;0;52;41;100;223;133;3.906;584;15.110;485;263;20.897
;10:15,01 a 20,00;0;4;16;49;65;22;1.014;177;4.393;107;75;5.922;0;3;2;10;10;9;352;66;3.014;76;90;3.632;0;7;18;59;75;31;1.366;243;7.407;183;165;9.554
;11:Mais de 20,00;0;1;9;68;29;32;543;150;6.615;187;55;7.689;0;4;0;10;2;7;137;39;3.815;68;36;4.118;0;5;9;78;31;39;680;189;10.430;255;91;11.807
;{ñ class};25;361;429;690;1.060;542;2.149;82;421;64;20;5.843;6;74;85;181;227;162;1.573;101;423;49;11;2.892;31;435;514;871;1.287;704;3.722;183;844;113;31;8.735
310620:Belo Horizonte - MG;Total;2.247;31.452;41.793;63.063;91.210;56.277;310.877;23.583;121.805;3.455;954;746.716;509;9.357;20.222;32.367;51.591;37.983;272.635;27.872;205.720;5.495;680;664.431;2.756;40.809;62.015;95.430;142.801;94.260;583.512;51.455;327.525;8.950;1.634;1.411.147
;00:Até 0,50;3;61;38;172;193;1.522;586;39;263;11;1;2.889;18;226;269;504;533;1.515;925;67;437;7;2;4.503;21;287;307;676;726;3.037;1.511;106;700;18;3;7.392
;01:0,51 a 1,00;90;1.011;790;3.192;2.224;5.149;6.005;345;1.080;18;17;19.921;89;979;1.369;3.504;3.325;6.352;12.088;713;1.940;28;16;30.403;179;1.990;2.159;6.696;5.549;11.501;18.093;1.058;3.020;46;33;50.324
;02:1,01 a 1,50;961;10.734;11.418;21.400;31.716;20.964;73.581;3.033;3.378;93;11;177.289;325;6.564;14.966;23.407;35.620;22.905;123.319;5.439;7.050;68;25;239.688;1.286;17.298;26.384;44.807;67.336;43.869;196.900;8.472;10.428;161;36;416.977
;03:1,51 a 2,00;659;9.093;9.761;15.812;24.487;12.016;58.742;3.368;4.780;94;16;138.828;32;816;1.816;2.636;6.185;3.823;53.571;5.591;11.738;76;14;86.298;691;9.909;11.577;18.448;30.672;15.839;112.313;8.959;16.518;170;30;225.126
;04:2,01 a 3,00;355;5.951;7.781;13.151;18.670;9.617;56.879;5.791;13.418;177;39;131.829;8;344;797;1.090;3.069;1.994;44.182;8.070;53.269;202;25;113.050;363;6.295;8.578;14.241;21.739;11.611;101.061;13.861;66.687;379;64;244.879
;05:3,01 a 4,00;51;1.482;2.465;3.639;5.718;2.825;44.552;3.746;12.352;193;34;77.057;2;42;127;241;1.016;516;16.513;3.615;32.195;302;28;54.597;53;1.524;2.592;3.880;6.734;3.341;61.065;7.361;44.547;495;62;131.654
;06:4,01 a 5,00;14;544;1.088;1.467;2.339;1.168;22.021;2.160;11.586;239;38;42.664;1;22;73;95;355;195;7.165;1.874;25.784;571;26;36.161;15;566;1.161;1.562;2.694;1.363;29.186;4.034;37.370;810;64;78.825
;07:5,01 a 7,00;11;1.095;4.641;1.667;2.347;1.344;23.455;2.206;17.190;481;66;54.503;0;23;209;160;431;177;7.601;1.326;29.172;1.502;58;40.659;11;1.118;4.850;1.827;2.778;1.521;31.056;3.532;46.362;1.983;124;95.162
;08:7,01 a 10,00;3;561;2.058;612;1.124;775;14.835;1.486;16.865;494;82;38.895;0;5;54;25;96;82;3.400;626;16.746;795;86;21.915;3;566;2.112;637;1.220;857;18.235;2.112;33.611;1.289;168;60.810
;09:10,01 a 15,00;1;64;221;199;465;193;6.353;840;16.822;616;136;25.910;1;2;6;8;73;32;1.502;274;12.743;1.122;84;15.847;2;66;227;207;538;225;7.855;1.114;29.565;1.738;220;41.757
;10:15,01 a 20,00;0;8;28;33;93;32;1.136;275;9.221;454;92;11.372;0;5;1;1;11;3;319;94;6.426;489;80;7.429;0;13;29;34;104;35;1.455;369;15.647;943;172;18.801
;11:Mais de 20,00;0;10;11;24;96;52;709;214;14.193;530;400;16.239;0;0;0;0;10;2;193;58;7.696;288;230;8.477;0;10;11;24;106;54;902;272;21.889;818;630;24.716
;{ñ class};99;838;1.493;1.695;1.738;620;2.023;80;657;55;22;9.320;33;329;535;696;867;387;1.857;125;524;45;6;5.404;132;1.167;2.028;2.391;2.605;1.007;3.880;205;1.181;100;28;14.724
320530:Vitória - ES;Total;303;5.585;3.093;6.754;11.732;8.340;46.891;5.853;35.846;796;111;125.304;24;1.356;1.502;3.110;9.103;6.208;45.084;5.871;38.306;917;79;111.560;327;6.941;4.595;9.864;20.835;14.548;91.975;11.724;74.152;1.713;190;236.864
;00:Até 0,50;4;12;15;330;235;724;87;2;42;3;0;1.454;2;12;6;225;340;760;102;6;37;0;1;1.491;6;24;21;555;575;1.484;189;8;79;3;1;2.945
;01:0,51 a 1,00;34;94;83;259;576;546;726;37;152;2;1;2.510;3;32;34;197;929;521;905;54;152;9;1;2.837;37;126;117;456;1.505;1.067;1.631;91;304;11;2;5.347
;02:1,01 a 1,50;148;1.052;828;2.223;4.170;2.932;10.746;542;644;11;0;23.296;18;658;803;2.112;5.834;3.570;20.350;1.123;1.588;20;2;36.078;166;1.710;1.631;4.335;10.004;6.502;31.096;1.665;2.232;31;2;59.374
;03:1,51 a 2,00;67;849;682;1.841;2.821;1.680;8.770;655;866;22;1;18.254;0;260;338;276;895;737;10.457;1.253;1.827;20;2;16.065;67;1.109;1.020;2.117;3.716;2.417;19.227;1.908;2.693;42;3;34.319
;04:2,01 a 3,00;16;560;590;1.228;1.971;1.266;8.925;1.063;2.842;35;5;18.501;0;168;241;78;351;351;6.957;1.424;3.966;42;7;13.585;16;728;831;1.306;2.322;1.617;15.882;2.487;6.808;77;12;32.086
;05:3,01 a 4,00;5;272;154;244;530;402;6.344;1.107;4.912;61;9;14.040;0;22;23;40;109;97;2.490;807;7.693;102;2;11.385;5;294;177;284;639;499;8.834;1.914;12.605;163;11;25.425
;06:4,01 a 5,00;0;373;69;136;195;210;3.617;1.003;3.698;45;9;9.355;0;27;7;37;53;42;1.290;501;5.584;101;4;7.646;0;400;76;173;248;252;4.907;1.504;9.282;146;13;17.001
;07:5,01 a 7,00;1;1.663;159;135;285;225;3.389;664;5.913;100;7;12.541;0;89;5;31;69;32;1.218;366;6.398;147;15;8.370;1;1.752;164;166;354;257;4.607;1.030;12.311;247;22;20.911
