;;Sexo Trabalhador;Escolaridade após 2005
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;11:Mais de 20,00;0;2;12;10;11;10;488;15;1.376;20;25;1.969;0;0;0;0;1;0;70;4;569;7;7;658;0;2;12;10;12;10;558;19;1.945;27;32;2.627
;{ñ class};7;135;134;207;206;78;371;6;96;0;1;1.241;1;15;21;37;47;31;176;8;59;1;1;397;8;150;155;244;253;109;547;14;155;1;2;1.638
120040:Rio Branco - AC;Total;350;2.842;1.605;2.466;5.021;3.157;28.841;1.646;9.537;77;36;55.578;31;1.431;419;1.654;3.546;1.626;20.331;1.964;14.892;77;20;45.991;381;4.273;2.024;4.120;8.567;4.783;49.172;3.610;24.429;154;56;101.569
;00:Até 0,50;0;0;1;6;6;144;24;1;4;1;0;187;0;0;0;8;3;89;35;2;10;0;0;147;0;0;1;14;9;233;59;3;14;1;0;334
;01:0,51 a 1,00;44;105;93;90;161;282;763;11;49;0;0;1.598;2;33;28;48;121;189;665;32;73;0;1;1.192;46;138;121;138;282;471;1.428;43;122;0;1;2.790
;02:1,01 a 1,50;192;1.028;651;808;1.569;1.298;10.016;301;247;2;0;16.112;22;477;273;615;1.184;821;8.797;513;506;3;0;13.211;214;1.505;924;1.423;2.753;2.119;18.813;814;753;5;0;29.323
;03:1,51 a 2,00;63;659;402;523;1.096;622;6.375;241;284;4;1;10.270;4;322;77;350;603;229;3.847;357;579;3;0;6.371;67;981;479;873;1.699;851;10.222;598;863;7;1;16.641
;04:2,01 a 3,00;34;614;257;514;1.108;456;5.675;324;939;3;1;9.925;1;409;16;472;885;157;3.278;428;1.894;8;0;7.548;35;1.023;273;986;1.993;613;8.953;752;2.833;11;1;17.473
;05:3,01 a 4,00;7;235;60;212;469;162;2.792;327;1.777;2;0;6.043;0;100;3;100;348;57;1.564;236;2.686;3;0;5.097;7;335;63;312;817;219;4.356;563;4.463;5;0;11.140
;06:4,01 a 5,00;0;80;41;96;190;54;1.164;173;1.432;6;1;3.237;0;40;4;26;209;35;886;178;3.275;8;0;4.661;0;120;45;122;399;89;2.050;351;4.707;14;1;7.898
;07:5,01 a 7,00;0;40;25;70;194;49;944;130;1.462;13;3;2.930;0;25;2;14;132;17;714;126;2.900;23;3;3.956;0;65;27;84;326;66;1.658;256;4.362;36;6;6.886
;08:7,01 a 10,00;0;25;13;88;120;24;510;74;1.127;10;3;1.994;0;5;0;4;27;11;281;61;1.503;8;2;1.902;0;30;13;92;147;35;791;135;2.630;18;5;3.896
;09:10,01 a 15,00;0;3;6;4;27;6;210;43;987;8;1;1.295;0;0;0;1;14;7;125;17;696;9;1;870;0;3;6;5;41;13;335;60;1.683;17;2;2.165
;10:15,01 a 20,00;0;0;4;2;3;0;61;6;459;12;2;549;0;0;0;0;0;0;22;4;351;7;1;385;0;0;4;2;3;0;83;10;810;19;3;934
;11:Mais de 20,00;0;2;7;1;1;0;66;6;750;16;24;873;0;0;0;0;0;0;11;3;386;4;12;416;0;2;7;1;1;0;77;9;1.136;20;36;1.289
;{ñ class};10;51;45;52;77;60;241;9;20;0;0;565;2;20;16;16;20;14;106;7;33;1;0;235;12;71;61;68;97;74;347;16;53;1;0;800
130260:Manaus - AM;Total;614;7.911;5.489;17.784;31.821;23.820;184.996;10.223;42.259;1.054;299;326.270;71;2.534;2.238;6.559;12.461;12.011;127.192;10.544;56.829;1.007;234;231.680;685;10.445;7.727;24.343;44.282;35.831;312.188;20.767;99.088;2.061;533;557.950
;00:Até 0,50;0;21;7;204;74;1.755;412;18;41;5;2;2.539;0;11;6;120;55;1.340;311;28;71;3;0;1.945;0;32;13;324;129;3.095;723;46;112;8;2;4.484
;01:0,51 a 1,00;24;169;86;472;1.192;1.804;2.361;119;334;28;2;6.591;5;69;69;342;622;1.504;2.734;196;412;31;3;5.987;29;238;155;814;1.814;3.308;5.095;315;746;59;5;12.578
;02:1,01 a 1,50;313;2.237;1.814;6.720;10.569;9.437;51.476;1.239;1.196;48;21;85.070;58;1.026;1.227;3.937;7.646;6.187;56.349;2.421;2.320;56;13;81.240;371;3.263;3.041;10.657;18.215;15.624;107.825;3.660;3.516;104;34;166.310
;03:1,51 a 2,00;133;1.978;1.324;4.141;6.582;4.721;42.489;1.373;1.966;36;9;64.752;8;413;400;1.041;1.911;1.436;27.756;1.946;3.534;47;15;38.507;141;2.391;1.724;5.182;8.493;6.157;70.245;3.319;5.500;83;24;103.259
;04:2,01 a 3,00;93;2.380;1.426;3.596;7.189;3.451;42.292;2.220;8.945;83;26;71.701;0;884;437;849;1.458;1.010;23.561;2.602;16.585;88;25;47.499;93;3.264;1.863;4.445;8.647;4.461;65.853;4.822;25.530;171;51;119.200
;05:3,01 a 4,00;25;568;433;1.159;2.588;1.243;16.927;1.357;3.746;91;16;28.153;0;57;54;117;309;247;6.317;1.240;6.736;105;11;15.193;25;625;487;1.276;2.897;1.490;23.244;2.597;10.482;196;27;43.346
;06:4,01 a 5,00;8;159;122;540;1.043;459;11.000;1.080;4.232;58;10;18.711;0;16;8;24;111;81;3.690;786;7.325;91;20;12.152;8;175;130;564;1.154;540;14.690;1.866;11.557;149;30;30.863
;07:5,01 a 7,00;3;135;83;401;1.135;347;8.764;1.234;4.493;115;37;16.747;0;17;11;23;100;59;3.024;656;6.457;144;32;10.523;3;152;94;424;1.235;406;11.788;1.890;10.950;259;69;27.270
;08:7,01 a 10,00;0;62;50;180;665;248;4.540;833;6.312;190;25;13.105;0;5;7;3;47;33;1.350;389;6.695;190;24;8.743;0;67;57;183;712;281;5.890;1.222;13.007;380;49;21.848
;09:10,01 a 15,00;0;27;20;31;207;116;1.948;475;5.014;159;56;8.053;0;3;4;4;50;16;677;159;3.669;156;35;4.773;0;30;24;35;257;132;2.625;634;8.683;315;91;12.826
;10:15,01 a 20,00;1;11;5;15;76;21;660;132;2.256;69;24;3.270;0;0;0;2;8;6;182;54;1.289;31;17;1.589;1;11;5;17;84;27;842;186;3.545;100;41;4.859
;11:Mais de 20,00;0;12;7;20;41;18;530;102;3.483;134;60;4.407;0;1;0;5;2;4;137;22;1.551;36;35;1.793;0;13;7;25;43;22;667;124;5.034;170;95;6.200
;{ñ class};14;152;112;305;460;200;1.597;41;241;38;11;3.171;0;32;15;92;142;88;1.104;45;185;29;4;1.736;14;184;127;397;602;288;2.701;86;426;67;15;4.907
140010:Boa Vista - RR;Total;90;719;721;1.574;5.663;1.976;19.816;1.141;8.927;275;74;40.976;9;340;205;1.008;3.884;1.116;18.357;1.412;14.021;293;48;40.693;99;1.059;926;2.582;9.547;3.092;38.173;2.553;22.948;568;122;81.669
;00:Até 0,50;0;2;1;11;3;117;35;3;5;0;0;177;0;0;0;11;7;116;37;5;5;0;0;181;0;2;1;22;10;233;72;8;10;0;0;358
;01:0,51 a 1,00;3;42;41;92;298;232;901;44;116;4;2;1.775;0;18;20;83;323;216;1.354;100;192;4;0;2.310;3;60;61;175;621;448;2.255;144;308;8;2;4.085
;02:1,01 a 1,50;49;296;162;424;2.543;927;8.562;322;625;11;0;13.921;7;177;107;302;2.141;613;9.530;496;1.230;17;3;14.623;56;473;269;726;4.684;1.540;18.092;818;1.855;28;3;28.544
;03:1,51 a 2,00;30;110;125;218;995;373;3.515;181;387;22;4;5.960;1;10;27;41;538;79;2.025;249;578;39;2;3.589;31;120;152;259;1.533;452;5.540;430;965;61;6;9.549
;04:2,01 a 3,00;4;88;110;177;766;185;2.507;202;1.390;19;2;5.450;0;3;18;20;225;36;2.182;244;2.590;30;1;5.349;4;91;128;197;991;221;4.689;446;3.980;49;3;10.799
;05:3,01 a 4,00;1;53;112;181;287;61;1.131;120;967;19;1;2.933;0;61;11;200;134;28;822;124;1.720;40;1;3.141;1;114;123;381;421;89;1.953;244;2.687;59;2;6.074
;06:4,01 a 5,00;0;12;69;53;125;27;770;73;1.251;9;1;2.390;0;1;8;13;31;9;498;81;2.161;16;0;2.818;0;13;77;66;156;36;1.268;154;3.412;25;1;5.208
;07:5,01 a 7,00;0;84;50;333;498;21;1.427;104;1.517;25;2;4.061;0;63;6;290;451;10;1.522;64;2.875;26;1;5.308;0;147;56;623;949;31;2.949;168;4.392;51;3;9.369
;08:7,01 a 10,00;0;5;17;36;50;9;498;45;927;50;4;1.641;0;0;1;24;9;2;195;35;1.345;40;1;1.652;0;5;18;60;59;11;693;80;2.272;90;5;3.293
;09:10,01 a 15,00;0;0;8;10;44;5;285;35;782;53;14;1.236;0;0;2;12;11;2;88;10;801;52;9;987;0;0;10;22;55;7;373;45;1.583;105;23;2.223
;10:15,01 a 20,00;0;0;0;4;6;0;60;4;381;19;17;491;0;0;0;4;2;0;39;2;240;14;11;312;0;0;0;8;8;0;99;6;621;33;28;803
;11:Mais de 20,00;0;1;6;7;5;0;41;6;565;42;27;700;0;0;0;0;3;1;21;0;261;15;18;319;0;1;6;7;8;1;62;6;826;57;45;1.019
;{ñ class};3;26;20;28;43;19;84;2;14;2;0;241;1;7;5;8;9;4;44;2;23;0;1;104;4;33;25;36;52;23;128;4;37;2;1;345
150140:Belém - PA;Total;1.482;5.707;5.560;17.804;38.680;21.430;117.592;6.018;42.729;1.544;476;259.022;105;1.003;1.039;5.795;12.480;8.103;84.205;6.203;58.474;2.734;338;180.479;1.587;6.710;6.599;23.599;51.160;29.533;201.797;12.221;101.203;4.278;814;439.501
;00:Até 0,50;0;6;92;112;50;495;218;23;185;6;2;1.189;2;15;21;92;61;439;201;12;129;9;0;981;2;21;113;204;111;934;419;35;314;15;2;2.170
;01:0,51 a 1,00;43;270;335;573;1.394;1.147;4.587;151;614;36;10;9.160;16;183;105;428;1.076;859;3.535;213;549;36;9;7.009;59;453;440;1.001;2.470;2.006;8.122;364;1.163;72;19;16.169
;02:1,01 a 1,50;837;2.811;2.519;7.384;15.149;8.567;40.274;1.228;1.628;50;9;80.456;68;644;742;3.689;8.016;4.566;41.463;1.839;3.205;59;17;64.308;905;3.455;3.261;11.073;23.165;13.133;81.737;3.067;4.833;109;26;144.764
;03:1,51 a 2,00;411;1.433;1.312;4.631;7.778;3.867;19.284;848;1.604;49;20;41.237;10;82;85;858;1.501;944;15.072;1.150;2.504;50;12;22.268;421;1.515;1.397;5.489;9.279;4.811;34.356;1.998;4.108;99;32;63.505
;04:2,01 a 3,00;144;681;660;2.718;6.801;2.945;24.731;1.119;3.380;137;9;43.325;4;30;38;396;874;546;11.067;1.126;5.325;318;14;19.738;148;711;698;3.114;7.675;3.491;35.798;2.245;8.705;455;23;63.063
;05:3,01 a 4,00;19;142;162;884;3.657;2.447;13.346;690;4.118;109;27;25.601;0;10;13;145;437;387;4.531;528;8.275;211;20;14.557;19;152;175;1.029;4.094;2.834;17.877;1.218;12.393;320;47;40.158
;06:4,01 a 5,00;4;78;73;428;1.276;884;4.806;470;3.847;134;19;12.019;0;6;3;58;164;153;2.920;423;6.771;251;13;10.762;4;84;76;486;1.440;1.037;7.726;893;10.618;385;32;22.781
;07:5,01 a 7,00;2;77;65;365;1.060;529;5.153;591;7.556;316;29;15.743;0;12;2;35;146;89;3.147;451;11.687;578;29;16.176;2;89;67;400;1.206;618;8.300;1.042;19.243;894;58;31.919
;08:7,01 a 10,00;2;86;26;307;696;216;2.732;476;8.110;353;22;13.026;0;3;2;19;43;29;1.159;285;10.177;811;29;12.557;2;89;28;326;739;245;3.891;761;18.287;1.164;51;25.583
;09:10,01 a 15,00;0;8;9;77;227;103;1.124;264;5.988;174;128;8.102;0;0;2;9;26;3;485;122;5.640;243;88;6.618;0;8;11;86;253;106;1.609;386;11.628;417;216;14.720
;10:15,01 a 20,00;0;1;5;7;35;11;373;77;2.289;86;68;2.952;0;0;0;3;4;0;87;16;1.716;102;36;1.964;0;1;5;10;39;11;460;93;4.005;188;104;4.916
;11:Mais de 20,00;0;1;9;7;14;10;196;63;3.264;86;131;3.781;0;0;0;0;1;0;70;14;2.340;60;71;2.556;0;1;9;7;15;10;266;77;5.604;146;202;6.337
;{ñ class};20;113;293;311;543;209;768;18;146;8;2;2.431;5;18;26;63;131;88;468;24;156;6;0;985;25;131;319;374;674;297;1.236;42;302;14;2;3.416
160030:Macapá - AP;Total;159;1.343;866;2.372;4.580;3.629;35.404;1.356;6.353;127;43;56.232;20;308;234;912;2.550;1.596;30.476;1.435;7.953;122;21;45.627;179;1.651;1.100;3.284;7.130;5.225;65.880;2.791;14.306;249;64;101.859
;00:Até 0,50;0;3;0;19;18;204;128;4;8;0;0;384;0;0;0;16;5;214;104;13;9;2;1;364;0;3;0;35;23;418;232;17;17;2;1;748
;01:0,51 a 1,00;30;228;69;147;279;312;1.452;57;107;10;1;2.692;1;36;22;53;110;182;1.249;73;156;2;2;1.886;31;264;91;200;389;494;2.701;130;263;12;3;4.578
;02:1,01 a 1,50;94;636;437;1.060;2.050;1.791;10.054;342;339;11;4;16.818;16;199;174;570;1.520;953;8.738;519;643;11;0;13.343;110;835;611;1.630;3.570;2.744;18.792;861;982;22;4;30.161
;03:1,51 a 2,00;26;240;201;404;805;627;5.999;212;259;1;3;8.777;1;16;26;76;197;154;4.684;277;573;2;0;6.006;27;256;227;480;1.002;781;10.683;489;832;3;3;14.783
;04:2,01 a 3,00;8;100;103;263;619;510;4.486;239;565;8;2;6.903;2;9;9;16;83;60;2.181;236;810;10;1;3.417;10;109;112;279;702;570;6.667;475;1.375;18;3;10.320
;05:3,01 a 4,00;1;33;22;89;221;90;1.653;110;526;9;1;2.755;0;22;0;65;256;7;1.281;105;794;13;1;2.544;1;55;22;154;477;97;2.934;215;1.320;22;2;5.299
;06:4,01 a 5,00;0;11;11;26;58;28;2.720;106;610;4;0;3.574;0;1;1;8;15;4;2.382;69;891;11;2;3.384;0;12;12;34;73;32;5.102;175;1.501;15;2;6.958
;07:5,01 a 7,00;0;74;8;297;408;22;4.487;114;1.112;14;3;6.539;0;22;0;98;330;5;5.370;67;1.555;17;0;7.464;0;96;8;395;738;27;9.857;181;2.667;31;3;14.003
;08:7,01 a 10,00;0;5;4;41;56;8;2.668;93;917;29;1;3.822;0;0;1;1;4;5;3.382;36;1.106;23;4;4.562;0;5;5;42;60;13;6.050;129;2.023;52;5;8.384
;09:10,01 a 15,00;0;2;2;3;14;12;1.027;48;865;25;7;2.005;0;0;0;1;7;1;726;24;834;23;3;1.619;0;2;2;4;21;13;1.753;72;1.699;48;10;3.624
;10:15,01 a 20,00;0;0;3;2;26;2;293;18;431;5;4;784;0;0;0;1;6;2;158;9;282;3;1;462;0;0;3;3;32;4;451;27;713;8;5;1.246
;11:Mais de 20,00;0;1;0;2;1;2;339;8;579;9;17;958;0;0;0;0;0;1;185;5;272;4;6;473;0;1;0;2;1;3;524;13;851;13;23;1.431
;{ñ class};0;10;6;19;25;21;98;5;35;2;0;221;0;3;1;7;17;8;36;2;28;1;0;103;0;13;7;26;42;29;134;7;63;3;0;324
172100:Palmas - TO;Total;124;2.003;520;1.930;5.446;2.958;29.162;1.491;13.755;288;112;57.789;13;2.422;108;348;2.511;1.548;27.685;1.575;21.572;238;79;58.099;137;4.425;628;2.278;7.957;4.506;56.847;3.066;35.327;526;191;115.888
;00:Até 0,50;0;4;0;25;5;170;42;1;26;1;0;274;0;1;1;13;6;163;49;1;12;1;0;247;0;5;1;38;11;333;91;2;38;2;0;521
;01:0,51 a 1,00;15;463;35;170;1.432;398;1.559;59;91;2;0;4.224;0;1.148;15;66;847;314;2.009;81;112;2;0;4.594;15;1.611;50;236;2.279;712;3.568;140;203;4;0;8.818
;02:1,01 a 1,50;47;824;172;687;1.430;1.181;9.331;311;336;3;0;14.322;11;521;74;231;1.358;842;9.507;528;680;5;1;13.758;58;1.345;246;918;2.788;2.023;18.838;839;1.016;8;1;28.080
;03:1,51 a 2,00;31;368;138;447;970;556;6.309;240;404;3;5;9.471;0;515;7;28;148;131;4.574;287;796;2;2;6.490;31;883;145;475;1.118;687;10.883;527;1.200;5;7;15.961
;04:2,01 a 3,00;25;235;116;380;1.149;425;5.970;335;923;14;12;9.584;0;209;0;6;74;67;4.382;299;1.682;7;5;6.731;25;444;116;386;1.223;492;10.352;634;2.605;21;17;16.315
;05:3,01 a 4,00;2;42;28;112;210;114;1.997;187;1.135;19;1;3.847;0;9;1;1;19;13;1.798;114;2.470;21;1;4.447;2;51;29;113;229;127;3.795;301;3.605;40;2;8.294
;06:4,01 a 5,00;0;17;2;33;64;44;1.249;86;2.346;14;8;3.863;0;2;1;1;12;7;3.700;70;5.727;8;11;9.539;0;19;3;34;76;51;4.949;156;8.073;22;19;13.402
;07:5,01 a 7,00;0;10;9;27;79;31;1.196;126;2.943;37;5;4.463;0;1;5;1;25;3;1.044;79;5.491;22;2;6.673;0;11;14;28;104;34;2.240;205;8.434;59;7;11.136
;08:7,01 a 10,00;0;5;5;11;43;9;858;62;1.963;94;10;3.060;0;0;0;1;11;3;290;46;1.947;104;5;2.407;0;5;5;12;54;12;1.148;108;3.910;198;15;5.467
;09:10,01 a 15,00;0;2;0;5;13;5;432;43;1.563;61;35;2.159;0;0;1;0;2;2;228;33;1.483;43;30;1.822;0;2;1;5;15;7;660;76;3.046;104;65;3.981
;10:15,01 a 20,00;0;0;0;0;3;3;74;20;696;16;9;821;0;0;0;0;0;0;26;20;512;11;6;575;0;0;0;0;3;3;100;40;1.208;27;15;1.396
;11:Mais de 20,00;0;0;2;2;4;3;53;17;1.317;23;27;1.448;0;0;0;0;0;0;23;15;640;11;16;705;0;0;2;2;4;3;76;32;1.957;34;43;2.153
;{ñ class};4;33;13;31;44;19;92;4;12;1;0;253;2;16;3;0;9;3;55;2;20;1;0;111;6;49;16;31;53;22;147;6;32;2;0;364
211130:São Luiz - MA;Total;580;3.966;4.777;8.844;42.340;9.231;104.561;3.677;22.865;580;128;201.549;36;564;952;1.444;35.666;3.083;70.317;4.126;31.711;703;101;148.703;616;4.530;5.729;10.288;78.006;12.314;174.878;7.803;54.576;1.283;229;350.252
;00:Até 0,50;1;32;7;24;24;67;96;3;58;2;1;315;0;0;1;23;15;74;97;6;77;1;0;294;1;32;8;47;39;141;193;9;135;3;1;609
;01:0,51 a 1,00;73;346;243;581;1.288;689;4.070;134;340;16;0;7.780;2;99;119;173;510;422;4.641;241;628;7;2;6.844;75;445;362;754;1.798;1.111;8.711;375;968;23;2;14.624
;02:1,01 a 1,50;322;1.715;1.850;4.416;9.906;4.435;42.006;834;2.048;45;3;67.580;28;310;554;1.029;5.047;2.148;44.848;1.444;3.933;34;0;59.375;350;2.025;2.404;5.445;14.953;6.583;86.854;2.278;5.981;79;3;126.955
;03:1,51 a 2,00;115;877;980;1.980;6.270;1.783;23.244;647;1.763;31;6;37.696;6;91;127;115;4.766;215;9.405;752;3.075;25;2;18.579;121;968;1.107;2.095;11.036;1.998;32.649;1.399;4.838;56;8;56.275
;04:2,01 a 3,00;28;498;780;939;5.008;1.566;16.284;741;2.949;64;4;28.861;0;37;71;43;4.517;120;5.677;874;5.662;71;6;17.078;28;535;851;982;9.525;1.686;21.961;1.615;8.611;135;10;45.939
;05:3,01 a 4,00;11;141;232;272;9.019;222;6.232;406;2.000;55;9;18.599;0;12;17;24;11.676;28;1.956;286;4.264;90;6;18.359;11;153;249;296;20.695;250;8.188;692;6.264;145;15;36.958
;06:4,01 a 5,00;0;50;204;121;4.512;130;3.214;294;1.730;55;14;10.324;0;4;20;7;3.781;11;1.008;184;3.215;88;14;8.332;0;54;224;128;8.293;141;4.222;478;4.945;143;28;18.656
;07:5,01 a 7,00;4;42;108;172;2.881;108;4.326;219;2.813;81;17;10.771;0;2;13;8;2.436;11;1.430;193;4.180;135;16;8.424;4;44;121;180;5.317;119;5.756;412;6.993;216;33;19.195
;08:7,01 a 10,00;1;65;57;116;1.496;70;2.587;207;2.815;66;21;7.501;0;0;2;2;1.923;10;475;65;2.913;106;14;5.510;1;65;59;118;3.419;80;3.062;272;5.728;172;35;13.011
;09:10,01 a 15,00;1;8;42;23;1.125;21;1.057;124;2.642;68;5;5.116;0;0;3;0;647;0;267;58;1.928;65;5;2.973;1;8;45;23;1.772;21;1.324;182;4.570;133;10;8.089
;10:15,01 a 20,00;0;1;11;4;181;3;313;36;1.376;54;26;2.005;0;0;0;0;110;0;45;5;774;61;24;1.019;0;1;11;4;291;3;358;41;2.150;115;50;3.024
;11:Mais de 20,00;0;3;4;1;221;3;111;14;2.216;34;21;2.628;0;0;0;0;160;0;12;3;957;13;12;1.157;0;3;4;1;381;3;123;17;3.173;47;33;3.785
;{ñ class};24;188;259;195;409;134;1.021;18;115;9;1;2.373;0;9;25;20;78;44;456;15;105;7;0;759;24;197;284;215;487;178;1.477;33;220;16;1;3.132
221100:Terezina - PI;Total;1.222;12.047;7.138;13.313;18.325;14.141;66.658;4.414;21.439;4.770;133;163.600;54;1.342;788;2.075;4.433;5.033;58.267;4.334;30.512;8.148;96;115.082;1.276;13.389;7.926;15.388;22.758;19.174;124.925;8.748;51.951;12.918;229;278.682
;00:Até 0,50;13;43;15;60;26;171;115;11;166;6;0;626;1;7;4;26;34;168;126;12;109;4;2;493;14;50;19;86;60;339;241;23;275;10;2;1.119
;01:0,51 a 1,00;128;720;450;879;873;1.080;1.646;118;534;11;0;6.439;9;58;47;139;209;574;1.436;140;582;22;2;3.218;137;778;497;1.018;1.082;1.654;3.082;258;1.116;33;2;9.657
;02:1,01 a 1,50;773;5.370;4.357;7.688;10.584;8.505;33.103;1.457;3.318;83;14;75.252;39;1.003;673;1.717;3.475;3.783;35.151;2.236;5.667;133;22;53.899;812;6.373;5.030;9.405;14.059;12.288;68.254;3.693;8.985;216;36;129.151
;03:1,51 a 2,00;165;1.818;1.200;2.246;2.865;2.376;11.227;647;2.480;474;4;25.502;3;128;33;120;307;272;8.080;732;3.322;995;4;13.996;168;1.946;1.233;2.366;3.172;2.648;19.307;1.379;5.802;1.469;8;39.498
;04:2,01 a 3,00;105;1.089;701;1.400;1.909;1.192;8.303;625;2.061;657;4;18.046;0;50;11;38;199;136;6.798;622;3.508;1.215;2;12.579;105;1.139;712;1.438;2.108;1.328;15.101;1.247;5.569;1.872;6;30.625
;05:3,01 a 4,00;12;2.420;126;312;965;362;3.745;888;2.961;1.182;9;12.982;0;73;2;4;87;40;2.966;281;6.586;2.918;5;12.962;12;2.493;128;316;1.052;402;6.711;1.169;9.547;4.100;14;25.944
;06:4,01 a 5,00;2;213;66;132;347;144;1.615;209;1.375;465;9;4.577;0;6;3;8;20;14;955;109;3.198;1.350;2;5.665;2;219;69;140;367;158;2.570;318;4.573;1.815;11;10.242
;07:5,01 a 7,00;2;93;43;166;282;98;2.653;180;2.121;391;6;6.035;0;1;1;5;38;10;1.156;102;2.644;696;8;4.661;2;94;44;171;320;108;3.809;282;4.765;1.087;14;10.696
;08:7,01 a 10,00;0;76;28;212;229;61;2.310;138;2.075;507;6;5.642;1;2;0;2;15;8;830;44;1.945;368;8;3.223;1;78;28;214;244;69;3.140;182;4.020;875;14;8.865
;09:10,01 a 15,00;0;25;11;34;51;26;1.134;79;2.126;591;31;4.108;0;2;1;1;10;1;463;32;1.761;260;20;2.551;0;27;12;35;61;27;1.597;111;3.887;851;51;6.659
;10:15,01 a 20,00;0;12;4;5;7;7;310;43;966;224;14;1.592;0;0;0;0;1;1;73;11;572;93;3;754;0;12;4;5;8;8;383;54;1.538;317;17;2.346
;11:Mais de 20,00;0;1;5;11;0;4;181;9;1.130;175;36;1.552;0;0;0;0;1;0;73;2;551;87;18;732;0;1;5;11;1;4;254;11;1.681;262;54;2.284
;{ñ class};22;167;132;168;187;115;316;10;126;4;0;1.247;1;12;13;15;37;26;160;11;67;7;0;349;23;179;145;183;224;141;476;21;193;11;0;1.596
