;;Sexo Trabalhador;Escolaridade após 2005
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
230440:Fortaleza - CE;Total;2.244;16.252;11.658;31.799;62.010;32.625;226.969;18.436;60.991;3.819;540;467.343;164;2.567;2.727;10.367;23.310;17.070;177.439;19.265;80.252;5.140;499;338.800;2.408;18.819;14.385;42.166;85.320;49.695;404.408;37.701;141.243;8.959;1.039;806.143
;00:Até 0,50;16;23;15;67;242;537;790;248;618;8;1;2.565;2;15;40;97;213;652;1.035;188;615;24;0;2.881;18;38;55;164;455;1.189;1.825;436;1.233;32;1;5.446
;01:0,51 a 1,00;236;964;752;1.709;4.310;2.935;10.694;883;2.238;83;4;24.808;20;203;225;735;1.971;2.270;12.534;1.010;3.017;87;7;22.079;256;1.167;977;2.444;6.281;5.205;23.228;1.893;5.255;170;11;46.887
;02:1,01 a 1,50;1.251;7.446;6.000;17.410;35.360;19.065;114.128;3.997;5.129;92;17;209.895;131;1.817;2.205;8.077;18.369;11.936;119.974;6.546;10.631;107;10;179.803;1.382;9.263;8.205;25.487;53.729;31.001;234.102;10.543;15.760;199;27;389.698
;03:1,51 a 2,00;454;4.153;2.881;6.556;11.331;5.227;41.579;2.513;3.983;102;13;78.792;5;190;114;631;1.006;962;18.428;3.241;7.143;139;9;31.868;459;4.343;2.995;7.187;12.337;6.189;60.007;5.754;11.126;241;22;110.660
;04:2,01 a 3,00;156;2.041;1.203;3.405;5.091;2.479;24.254;3.461;7.360;204;38;49.692;0;115;63;371;669;641;12.797;3.708;15.189;270;30;33.853;156;2.156;1.266;3.776;5.760;3.120;37.051;7.169;22.549;474;68;83.545
;05:3,01 a 4,00;44;694;336;1.040;1.470;771;8.452;1.607;5.899;222;19;20.554;0;51;17;125;256;205;4.139;1.676;9.839;339;49;16.696;44;745;353;1.165;1.726;976;12.591;3.283;15.738;561;68;37.250
;06:4,01 a 5,00;18;210;114;343;1.544;604;12.550;2.287;5.832;230;28;23.760;0;29;7;41;161;96;2.319;908;5.973;366;23;9.923;18;239;121;384;1.705;700;14.869;3.195;11.805;596;51;33.683
;07:5,01 a 7,00;11;239;85;449;1.319;504;7.294;1.437;7.617;483;49;19.487;1;37;3;81;198;105;3.055;984;10.695;968;37;16.164;12;276;88;530;1.517;609;10.349;2.421;18.312;1.451;86;35.651
;08:7,01 a 10,00;2;137;42;251;476;144;3.647;893;6.839;546;55;13.032;0;16;3;15;88;31;1.335;457;6.594;923;54;9.516;2;153;45;266;564;175;4.982;1.350;13.433;1.469;109;22.548
;09:10,01 a 15,00;4;27;11;94;159;43;1.500;532;6.608;982;122;10.082;0;3;1;9;47;11;613;270;4.914;1.223;113;7.204;4;30;12;103;206;54;2.113;802;11.522;2.205;235;17.286
;10:15,01 a 20,00;3;7;5;57;51;29;596;230;3.365;405;80;4.828;0;0;1;3;37;2;162;122;2.341;349;86;3.103;3;7;6;60;88;31;758;352;5.706;754;166;7.931
;11:Mais de 20,00;6;13;7;51;70;21;327;189;5.026;404;111;6.225;0;0;0;2;23;2;93;45;2.760;246;78;3.249;6;13;7;53;93;23;420;234;7.786;650;189;9.474
;{ñ class};43;298;207;367;587;266;1.158;159;477;58;3;3.623;5;91;48;180;272;157;955;110;541;99;3;2.461;48;389;255;547;859;423;2.113;269;1.018;157;6;6.084
240810:Natal - RN;Total;827;6.686;4.758;13.954;14.183;14.232;89.227;4.405;29.150;502;166;178.090;54;815;1.753;8.244;5.587;6.550;69.403;4.656;38.687;450;84;136.283;881;7.501;6.511;22.198;19.770;20.782;158.630;9.061;67.837;952;250;314.373
;00:Até 0,50;1;4;7;29;42;220;275;16;136;3;0;733;1;14;13;72;55;351;598;25;102;3;0;1.234;2;18;20;101;97;571;873;41;238;6;0;1.967
;01:0,51 a 1,00;55;159;206;661;505;629;2.817;127;767;23;1;5.950;13;71;53;226;391;686;3.026;213;942;18;4;5.643;68;230;259;887;896;1.315;5.843;340;1.709;41;5;11.593
;02:1,01 a 1,50;549;3.855;2.446;5.777;8.266;7.450;39.702;1.125;1.477;23;51;70.721;34;636;1.208;4.775;4.380;4.681;37.978;1.961;2.789;52;7;58.501;583;4.491;3.654;10.552;12.646;12.131;77.680;3.086;4.266;75;58;129.222
;03:1,51 a 2,00;131;1.241;978;2.578;2.456;2.265;16.681;713;1.724;18;19;28.804;1;28;231;1.086;359;409;10.013;822;2.979;44;5;15.977;132;1.269;1.209;3.664;2.815;2.674;26.694;1.535;4.703;62;24;44.781
;04:2,01 a 3,00;50;907;637;1.782;1.386;1.404;11.843;858;4.827;35;19;23.748;0;15;121;1.175;132;172;7.421;856;8.378;51;8;18.329;50;922;758;2.957;1.518;1.576;19.264;1.714;13.205;86;27;42.077
;05:3,01 a 4,00;11;232;192;1.170;372;1.478;9.007;626;3.784;32;2;16.906;0;11;66;569;29;66;6.142;308;6.170;51;8;13.420;11;243;258;1.739;401;1.544;15.149;934;9.954;83;10;30.326
;06:4,01 a 5,00;4;82;62;386;149;295;2.615;285;2.578;32;7;6.495;1;4;11;86;29;28;1.553;158;4.265;33;8;6.176;5;86;73;472;178;323;4.168;443;6.843;65;15;12.671
;07:5,01 a 7,00;2;70;103;923;348;157;2.509;225;2.952;48;8;7.345;0;3;5;61;50;22;997;121;3.957;55;15;5.286;2;73;108;984;398;179;3.506;346;6.909;103;23;12.631
;08:7,01 a 10,00;0;26;28;341;366;120;1.614;147;2.798;103;4;5.547;0;2;1;12;13;12;516;73;3.329;71;11;4.040;0;28;29;353;379;132;2.130;220;6.127;174;15;9.587
;09:10,01 a 15,00;0;5;12;118;47;53;915;128;3.317;72;23;4.690;0;2;0;7;4;2;355;41;2.750;40;14;3.215;0;7;12;125;51;55;1.270;169;6.067;112;37;7.905
;10:15,01 a 20,00;0;0;3;21;12;9;346;36;1.719;25;15;2.186;0;0;1;2;0;2;105;14;1.303;10;1;1.438;0;0;4;23;12;11;451;50;3.022;35;16;3.624
;11:Mais de 20,00;0;1;1;11;7;10;281;93;2.790;77;16;3.287;0;0;0;1;0;3;116;37;1.406;8;1;1.572;0;1;1;12;7;13;397;130;4.196;85;17;4.859
;{ñ class};24;104;83;157;227;142;622;26;281;11;1;1.678;4;29;43;172;145;116;583;27;317;14;2;1.452;28;133;126;329;372;258;1.205;53;598;25;3;3.130
250750:João Pessoa - PB;Total;1.257;7.929;5.731;13.490;37.076;10.172;60.255;4.159;30.862;454;118;171.503;65;851;1.059;3.891;35.029;3.402;42.870;4.307;32.487;538;122;124.621;1.322;8.780;6.790;17.381;72.105;13.574;103.125;8.466;63.349;992;240;296.124
;00:Até 0,50;4;14;11;22;43;38;148;23;244;5;0;552;0;2;6;13;20;34;192;26;199;0;0;492;4;16;17;35;63;72;340;49;443;5;0;1.044
;01:0,51 a 1,00;46;258;248;691;5.310;642;3.255;273;618;12;2;11.355;8;66;126;544;8.794;503;4.247;364;900;12;3;15.567;54;324;374;1.235;14.104;1.145;7.502;637;1.518;24;5;26.922
;02:1,01 a 1,50;920;4.373;3.198;7.340;14.124;5.940;31.253;1.207;2.712;31;15;71.113;54;553;729;2.221;12.049;2.345;26.760;1.811;4.587;31;1;51.141;974;4.926;3.927;9.561;26.173;8.285;58.013;3.018;7.299;62;16;122.254
;03:1,51 a 2,00;178;1.723;1.213;2.868;4.765;2.005;11.874;796;2.174;26;5;27.627;1;98;137;741;3.730;333;5.850;883;3.844;33;4;15.654;179;1.821;1.350;3.609;8.495;2.338;17.724;1.679;6.018;59;9;43.281
;04:2,01 a 3,00;64;809;633;1.382;5.986;1.012;7.021;793;8.074;70;10;25.854;0;42;24;136;4.958;94;2.865;679;8.245;112;16;17.171;64;851;657;1.518;10.944;1.106;9.886;1.472;16.319;182;26;43.025
;05:3,01 a 4,00;7;362;187;415;1.658;228;2.226;273;5.155;29;12;10.552;0;20;4;53;1.993;23;769;198;4.180;37;17;7.294;7;382;191;468;3.651;251;2.995;471;9.335;66;29;17.846
;06:4,01 a 5,00;3;86;49;255;700;68;1.019;198;1.902;49;7;4.336;0;4;3;51;568;11;388;122;2.275;70;9;3.501;3;90;52;306;1.268;79;1.407;320;4.177;119;16;7.837
;07:5,01 a 7,00;2;48;37;182;1.530;62;1.468;250;2.238;62;29;5.908;0;9;7;67;1.145;10;853;105;2.519;98;26;4.839;2;57;44;249;2.675;72;2.321;355;4.757;160;55;10.747
;08:7,01 a 10,00;0;64;36;130;1.366;28;994;165;2.413;83;16;5.295;0;29;10;14;881;5;469;58;1.708;94;21;3.289;0;93;46;144;2.247;33;1.463;223;4.121;177;37;8.584
;09:10,01 a 15,00;0;21;5;28;510;6;324;109;2.565;51;16;3.635;0;6;3;10;479;3;145;25;2.192;33;19;2.915;0;27;8;38;989;9;469;134;4.757;84;35;6.550
;10:15,01 a 20,00;0;2;4;9;288;0;174;30;1.227;17;2;1.753;0;2;0;4;137;0;51;7;906;11;5;1.123;0;4;4;13;425;0;225;37;2.133;28;7;2.876
;11:Mais de 20,00;1;2;0;2;560;4;35;13;1.364;10;4;1.995;0;0;0;0;199;0;9;4;707;2;1;922;1;2;0;2;759;4;44;17;2.071;12;5;2.917
;{ñ class};32;167;110;166;236;139;464;29;176;9;0;1.528;2;20;10;37;76;41;272;25;225;5;0;713;34;187;120;203;312;180;736;54;401;14;0;2.241
261160:Recife - PE;Total;1.487;20.943;17.045;30.138;43.259;28.092;199.701;15.991;74.000;2.276;554;433.486;90;2.804;3.555;4.542;10.380;11.095;160.915;15.459;110.630;2.505;491;322.466;1.577;23.747;20.600;34.680;53.639;39.187;360.616;31.450;184.630;4.781;1.045;755.952
;00:Até 0,50;3;242;17;168;69;664;806;48;231;9;3;2.260;1;20;16;97;64;757;1.534;48;311;8;0;2.856;4;262;33;265;133;1.421;2.340;96;542;17;3;5.116
;01:0,51 a 1,00;41;466;333;635;1.224;1.181;4.885;260;969;81;15;10.090;8;140;188;326;733;1.131;9.991;423;1.374;69;12;14.395;49;606;521;961;1.957;2.312;14.876;683;2.343;150;27;24.485
;02:1,01 a 1,50;802;7.480;6.814;13.315;19.333;12.693;77.221;2.437;3.530;159;21;143.805;60;1.221;1.870;3.085;7.107;6.368;88.258;4.105;6.873;142;20;119.109;862;8.701;8.684;16.400;26.440;19.061;165.479;6.542;10.403;301;41;262.914
;03:1,51 a 2,00;394;4.830;3.971;7.003;10.120;5.523;40.914;2.489;7.043;114;16;82.417;9;823;709;590;1.171;1.551;31.219;3.195;15.708;130;17;55.122;403;5.653;4.680;7.593;11.291;7.074;72.133;5.684;22.751;244;33;137.539
;04:2,01 a 3,00;143;3.529;2.681;5.016;6.805;3.635;29.948;3.028;9.631;270;34;64.720;4;398;376;162;430;628;14.031;3.060;20.937;349;45;40.420;147;3.927;3.057;5.178;7.235;4.263;43.979;6.088;30.568;619;79;105.140
;05:3,01 a 4,00;36;1.380;1.268;1.788;2.573;1.579;19.541;2.136;8.416;234;41;38.992;2;84;191;44;233;227;6.559;1.791;17.967;378;50;27.526;38;1.464;1.459;1.832;2.806;1.806;26.100;3.927;26.383;612;91;66.518
;06:4,01 a 5,00;13;936;996;631;874;1.439;8.893;1.372;5.766;156;34;21.110;0;40;73;24;138;108;2.872;948;10.625;267;41;15.136;13;976;1.069;655;1.012;1.547;11.765;2.320;16.391;423;75;36.246
;07:5,01 a 7,00;4;269;361;546;802;578;8.826;2.023;10.183;306;73;23.971;0;19;51;57;209;95;3.374;1.001;14.103;367;62;19.338;4;288;412;603;1.011;673;12.200;3.024;24.286;673;135;43.309
;08:7,01 a 10,00;1;80;136;231;555;316;4.449;1.123;9.587;338;80;16.896;0;6;11;14;68;39;1.244;498;9.985;356;44;12.265;1;86;147;245;623;355;5.693;1.621;19.572;694;124;29.161
;09:10,01 a 15,00;0;34;35;85;187;68;1.883;597;9.105;303;109;12.406;0;2;4;8;30;8;577;189;7.172;253;113;8.356;0;36;39;93;217;76;2.460;786;16.277;556;222;20.762
;10:15,01 a 20,00;0;0;8;20;22;22;522;220;3.717;136;63;4.730;0;0;0;0;0;6;113;42;2.404;76;54;2.695;0;0;8;20;22;28;635;262;6.121;212;117;7.425
;11:Mais de 20,00;0;2;3;12;15;69;255;185;5.487;131;55;6.214;0;5;0;0;2;57;36;59;2.787;78;28;3.052;0;7;3;12;17;126;291;244;8.274;209;83;9.266
;{ñ class};50;1.695;422;688;680;325;1.558;73;335;39;10;5.875;6;46;66;135;195;120;1.107;100;384;32;5;2.196;56;1.741;488;823;875;445;2.665;173;719;71;15;8.071
270430:Maceió - AL;Total;1.846;14.364;8.216;10.799;19.210;19.765;63.203;7.737;14.122;469;204;159.935;71;2.102;2.349;2.351;9.397;9.574;45.267;9.179;20.557;524;219;101.590;1.917;16.466;10.565;13.150;28.607;29.339;108.470;16.916;34.679;993;423;261.525
;00:Até 0,50;5;79;9;118;70;282;250;30;90;2;0;935;0;6;10;41;36;273;233;35;76;1;0;711;5;85;19;159;106;555;483;65;166;3;0;1.646
;01:0,51 a 1,00;95;762;344;606;833;1.035;2.729;154;438;30;0;7.026;11;122;134;275;725;794;2.867;215;613;33;2;5.791;106;884;478;881;1.558;1.829;5.596;369;1.051;63;2;12.817
;02:1,01 a 1,50;1.049;7.311;3.974;5.304;8.796;7.068;31.298;1.214;1.163;42;8;67.227;47;1.320;1.439;1.623;4.850;4.009;27.411;1.846;2.640;46;8;45.239;1.096;8.631;5.413;6.927;13.646;11.077;58.709;3.060;3.803;88;16;112.466
;03:1,51 a 2,00;508;2.937;1.621;2.141;3.297;3.396;11.367;1.289;1.163;28;2;27.749;1;309;331;186;1.079;1.608;5.999;1.349;2.120;37;7;13.026;509;3.246;1.952;2.327;4.376;5.004;17.366;2.638;3.283;65;9;40.775
;04:2,01 a 3,00;120;1.427;831;1.357;2.078;2.140;7.398;1.241;1.853;53;14;18.512;0;172;240;44;1.227;1.418;3.374;1.705;3.821;56;14;12.071;120;1.599;1.071;1.401;3.305;3.558;10.772;2.946;5.674;109;28;30.583
;05:3,01 a 4,00;4;559;426;376;1.324;1.679;2.765;839;1.364;53;13;9.402;0;62;60;26;331;365;1.353;894;2.483;63;27;5.664;4;621;486;402;1.655;2.044;4.118;1.733;3.847;116;40;15.066
;06:4,01 a 5,00;0;311;323;140;678;788;1.596;581;1.083;53;13;5.566;0;41;29;13;445;122;795;860;1.912;63;20;4.300;0;352;352;153;1.123;910;2.391;1.441;2.995;116;33;9.866
;07:5,01 a 7,00;2;187;337;160;931;1.999;1.844;910;1.538;44;24;7.976;0;13;44;25;308;645;1.027;1.435;2.249;57;43;5.846;2;200;381;185;1.239;2.644;2.871;2.345;3.787;101;67;13.822
;08:7,01 a 10,00;0;35;75;143;465;731;1.545;532;1.476;100;24;5.126;0;3;9;2;136;133;718;479;1.845;107;23;3.455;0;38;84;145;601;864;2.263;1.011;3.321;207;47;8.581
;09:10,01 a 15,00;0;4;10;20;135;196;875;346;1.604;34;75;3.299;0;3;1;3;39;13;356;128;1.413;37;57;2.050;0;7;11;23;174;209;1.231;474;3.017;71;132;5.349
;10:15,01 a 20,00;0;2;1;1;14;47;248;188;905;9;11;1.426;0;0;0;0;5;1;58;42;580;10;6;702;0;2;1;1;19;48;306;230;1.485;19;17;2.128
;11:Mais de 20,00;0;2;2;1;14;29;111;367;1.306;17;19;1.868;0;1;0;0;7;3;37;127;651;6;12;844;0;3;2;1;21;32;148;494;1.957;23;31;2.712
;{ñ class};63;748;263;432;575;375;1.177;46;139;4;1;3.823;12;50;52;113;209;190;1.039;64;154;8;0;1.891;75;798;315;545;784;565;2.216;110;293;12;1;5.714
280030:Aracaju - SE;Total;455;5.236;4.591;10.156;13.886;10.885;56.027;5.736;20.235;1.073;188;128.468;29;705;825;3.041;5.124;4.123;45.991;5.777;28.940;1.414;150;96.119;484;5.941;5.416;13.197;19.010;15.008;102.018;11.513;49.175;2.487;338;224.587
;00:Até 0,50;0;19;14;125;52;206;174;25;134;1;0;750;1;9;9;90;43;255;243;47;167;1;2;867;1;28;23;215;95;461;417;72;301;2;2;1.617
;01:0,51 a 1,00;60;521;447;719;1.249;757;2.603;240;452;21;1;7.070;4;85;146;247;466;564;2.995;343;704;11;3;5.568;64;606;593;966;1.715;1.321;5.598;583;1.156;32;4;12.638
;02:1,01 a 1,50;273;2.465;2.310;4.085;6.034;5.364;25.665;1.466;1.250;32;8;48.952;23;487;579;1.173;2.631;2.391;26.773;2.198;2.884;34;10;39.183;296;2.952;2.889;5.258;8.665;7.755;52.438;3.664;4.134;66;18;88.135
;03:1,51 a 2,00;82;1.334;1.030;2.602;3.161;2.564;10.322;742;1.017;30;7;22.891;1;39;35;977;764;461;6.777;881;1.970;23;3;11.931;83;1.373;1.065;3.579;3.925;3.025;17.099;1.623;2.987;53;10;34.822
;04:2,01 a 3,00;28;427;423;1.334;1.690;876;7.216;803;1.701;56;15;14.569;0;22;18;255;846;261;4.598;1.025;3.484;57;14;10.580;28;449;441;1.589;2.536;1.137;11.814;1.828;5.185;113;29;25.149
;05:3,01 a 4,00;5;121;136;285;502;298;2.878;519;2.020;104;11;6.879;0;6;10;82;184;82;1.662;416;3.920;156;8;6.526;5;127;146;367;686;380;4.540;935;5.940;260;19;13.405
;06:4,01 a 5,00;1;59;49;114;226;106;1.333;304;2.241;164;14;4.611;0;7;4;61;42;22;753;231;4.463;264;12;5.859;1;66;53;175;268;128;2.086;535;6.704;428;26;10.470
;07:5,01 a 7,00;0;49;55;204;363;333;2.541;878;3.456;251;20;8.150;0;12;3;61;46;19;845;327;5.082;406;12;6.813;0;61;58;265;409;352;3.386;1.205;8.538;657;32;14.963
;08:7,01 a 10,00;0;25;19;281;319;207;1.554;354;2.196;148;18;5.121;0;1;0;18;12;13;504;172;2.965;200;13;3.898;0;26;19;299;331;220;2.058;526;5.161;348;31;9.019
;09:10,01 a 15,00;0;11;4;68;64;42;789;270;2.219;87;29;3.583;0;1;0;18;8;8;319;73;1.550;129;40;2.146;0;12;4;86;72;50;1.108;343;3.769;216;69;5.729
;10:15,01 a 20,00;0;2;2;43;11;14;360;85;1.313;72;19;1.921;0;0;0;3;2;0;96;20;728;71;13;933;0;2;2;46;13;14;456;105;2.041;143;32;2.854
;11:Mais de 20,00;0;0;0;97;3;2;115;19;2.101;94;45;2.476;0;0;0;4;0;0;40;3;860;58;18;983;0;0;0;101;3;2;155;22;2.961;152;63;3.459
;{ñ class};6;203;102;199;212;116;477;31;135;13;1;1.495;0;36;21;52;80;47;386;41;163;4;2;832;6;239;123;251;292;163;863;72;298;17;3;2.327
292740:Salvador - BA;Total;994;13.802;12.856;27.414;39.312;34.205;254.045;14.595;61.093;1.756;603;460.675;85;1.969;2.368;5.265;10.631;12.974;199.084;14.476;86.115;2.155;641;335.763;1.079;15.771;15.224;32.679;49.943;47.179;453.129;29.071;147.208;3.911;1.244;796.438
;00:Até 0,50;2;25;28;186;128;899;616;33;442;11;2;2.372;1;17;32;103;52;876;773;43;355;7;0;2.259;3;42;60;289;180;1.775;1.389;76;797;18;2;4.631
;01:0,51 a 1,00;113;411;379;926;1.416;2.374;8.026;267;980;63;4;14.959;7;178;350;482;813;2.198;12.868;475;1.491;68;13;18.943;120;589;729;1.408;2.229;4.572;20.894;742;2.471;131;17;33.902
;02:1,01 a 1,50;519;5.399;5.105;10.702;15.492;13.489;97.091;2.235;2.760;81;9;152.882;67;1.293;1.383;3.256;6.658;6.547;104.691;4.119;5.340;92;11;133.457;586;6.692;6.488;13.958;22.150;20.036;201.782;6.354;8.100;173;20;286.339
;03:1,51 a 2,00;196;3.524;3.526;6.380;9.263;6.953;51.430;1.891;4.360;73;15;87.611;4;248;275;494;1.107;1.110;28.200;2.625;7.316;62;15;41.456;200;3.772;3.801;6.874;10.370;8.063;79.630;4.516;11.676;135;30;129.067
;04:2,01 a 3,00;112;2.486;2.207;4.780;6.673;4.904;38.172;2.525;5.216;171;32;67.278;1;78;165;372;850;832;21.073;2.664;9.284;186;35;35.540;113;2.564;2.372;5.152;7.523;5.736;59.245;5.189;14.500;357;67;102.818
;05:3,01 a 4,00;20;910;629;1.377;2.392;1.631;16.966;1.807;5.722;133;31;31.618;0;32;53;198;472;489;11.689;1.401;10.065;242;32;24.673;20;942;682;1.575;2.864;2.120;28.655;3.208;15.787;375;63;56.291
;06:4,01 a 5,00;1;281;277;627;792;1.534;14.809;2.545;5.691;111;50;26.718;0;12;20;49;133;348;6.191;1.204;10.210;144;43;18.354;1;293;297;676;925;1.882;21.000;3.749;15.901;255;93;45.072
;07:5,01 a 7,00;3;174;166;769;1.032;1.442;14.803;1.838;8.129;246;62;28.664;1;10;3;82;200;230;6.894;1.037;14.285;404;53;23.199;4;184;169;851;1.232;1.672;21.697;2.875;22.414;650;115;51.863
;08:7,01 a 10,00;1;180;62;776;795;268;5.687;710;7.814;285;93;16.671;0;14;5;26;81;129;3.013;520;12.584;441;118;16.931;1;194;67;802;876;397;8.700;1.230;20.398;726;211;33.602
;09:10,01 a 15,00;0;34;31;67;170;119;2.742;371;8.017;241;128;11.920;0;4;5;13;26;28;1.592;182;7.299;330;162;9.641;0;38;36;80;196;147;4.334;553;15.316;571;290;21.561
;10:15,01 a 20,00;0;5;11;46;63;21;971;167;4.559;117;100;6.060;0;6;1;10;10;13;357;68;3.228;81;100;3.874;0;11;12;56;73;34;1.328;235;7.787;198;200;9.934
;11:Mais de 20,00;0;3;6;66;20;25;483;123;6.907;186;68;7.887;0;4;0;9;1;10;156;43;3.892;73;55;4.243;0;7;6;75;21;35;639;166;10.799;259;123;12.130
;{ñ class};27;370;429;712;1.076;546;2.249;83;496;38;9;6.035;4;73;76;171;228;164;1.587;95;766;25;4;3.193;31;443;505;883;1.304;710;3.836;178;1.262;63;13;9.228
310620:Belo Horizonte - MG;Total;1.875;26.999;34.153;56.342;84.511;55.397;313.350;24.313;121.417;3.914;1.145;723.416;497;7.952;12.819;28.095;54.581;37.775;268.775;31.953;205.041;5.916;862;654.266;2.372;34.951;46.972;84.437;139.092;93.172;582.125;56.266;326.458;9.830;2.007;1.377.682
;00:Até 0,50;1;46;60;205;157;1.710;665;68;271;7;0;3.190;13;178;246;443;503;1.749;972;83;349;8;7;4.551;14;224;306;648;660;3.459;1.637;151;620;15;7;7.741
;01:0,51 a 1,00;62;864;837;2.656;1.995;4.706;5.655;412;1.106;26;13;18.332;82;919;1.432;3.165;3.092;5.784;10.765;735;2.017;32;12;28.035;144;1.783;2.269;5.821;5.087;10.490;16.420;1.147;3.123;58;25;46.367
;02:1,01 a 1,50;783;9.051;8.370;18.526;29.127;20.232;72.475;3.360;3.476;96;32;165.528;330;5.330;8.214;19.696;39.576;22.984;122.030;6.599;7.817;70;28;232.674;1.113;14.381;16.584;38.222;68.703;43.216;194.505;9.959;11.293;166;60;398.202
;03:1,51 a 2,00;493;7.767;7.939;13.773;21.293;11.749;56.469;3.827;4.609;116;47;128.082;26;758;1.280;2.589;5.566;3.943;51.696;6.211;12.062;114;15;84.260;519;8.525;9.219;16.362;26.859;15.692;108.165;10.038;16.671;230;62;212.342
;04:2,01 a 3,00;342;5.371;6.543;12.831;19.051;10.107;63.254;6.279;13.360;255;70;137.463;14;350;658;1.015;3.028;1.917;44.256;9.831;51.662;257;45;113.033;356;5.721;7.201;13.846;22.079;12.024;107.510;16.110;65.022;512;115;250.496
;05:3,01 a 4,00;52;1.305;2.062;3.293;5.309;2.904;40.330;3.781;12.338;234;57;71.665;1;40;122;214;1.026;537;17.009;4.066;33.058;388;60;56.521;53;1.345;2.184;3.507;6.335;3.441;57.339;7.847;45.396;622;117;128.186
;06:4,01 a 5,00;19;465;853;1.288;2.039;1.036;27.672;2.149;11.760;274;63;47.618;2;19;50;89;343;189;7.571;2.101;25.154;599;47;36.164;21;484;903;1.377;2.382;1.225;35.243;4.250;36.914;873;110;83.782
;07:5,01 a 7,00;11;806;3.750;1.249;2.115;1.310;22.212;1.972;16.507;641;101;50.674;0;21;176;128;399;165;7.336;1.307;28.971;1.577;91;40.171;11;827;3.926;1.377;2.514;1.475;29.548;3.279;45.478;2.218;192;90.845
;08:7,01 a 10,00;4;335;2.087;666;1.154;726;14.069;1.234;17.527;576;110;38.488;0;5;60;26;98;75;3.146;512;16.464;891;117;21.394;4;340;2.147;692;1.252;801;17.215;1.746;33.991;1.467;227;59.882
;09:10,01 a 15,00;3;51;234;169;383;186;6.599;749;17.137;703;170;26.384;0;4;10;13;68;25;1.461;244;12.722;1.162;135;15.844;3;55;244;182;451;211;8.060;993;29.859;1.865;305;42.228
;10:15,01 a 20,00;0;10;42;27;82;32;1.242;214;8.787;457;114;11.007;0;3;0;1;9;2;282;89;6.425;464;105;7.380;0;13;42;28;91;34;1.524;303;15.212;921;219;18.387
;11:Mais de 20,00;0;10;10;26;67;35;596;174;13.960;462;347;15.687;0;0;0;1;16;2;164;48;7.810;285;191;8.517;0;10;10;27;83;37;760;222;21.770;747;538;24.204
;{ñ class};105;918;1.366;1.633;1.739;664;2.112;94;579;67;21;9.298;29;325;571;715;857;403;2.087;127;530;69;9;5.722;134;1.243;1.937;2.348;2.596;1.067;4.199;221;1.109;136;30;15.020
320530:Vitória - ES;Total;293;5.126;2.831;6.160;11.063;8.125;54.742;6.133;30.219;898;132;125.722;30;1.293;1.479;3.114;8.776;5.949;47.487;5.824;39.420;917;89;114.378;323;6.419;4.310;9.274;19.839;14.074;102.229;11.957;69.639;1.815;221;240.100
;00:Até 0,50;3;9;6;359;228;705;72;8;54;2;0;1.446;0;7;6;216;293;742;109;7;49;0;1;1.430;3;16;12;575;521;1.447;181;15;103;2;1;2.876
;01:0,51 a 1,00;21;75;59;217;517;366;674;40;151;6;0;2.126;6;40;45;161;743;435;838;49;168;3;1;2.489;27;115;104;378;1.260;801;1.512;89;319;9;1;4.615
;02:1,01 a 1,50;140;902;598;1.906;3.663;2.769;10.905;557;582;15;1;22.038;23;668;678;2.167;5.717;3.403;20.933;1.194;1.277;10;0;36.070;163;1.570;1.276;4.073;9.380;6.172;31.838;1.751;1.859;25;1;58.108
;03:1,51 a 2,00;71;685;509;1.476;2.730;1.652;9.114;913;969;15;0;18.134;1;141;144;290;984;699;9.645;1.166;1.791;18;4;14.883;72;826;653;1.766;3.714;2.351;18.759;2.079;2.760;33;4;33.017
;04:2,01 a 3,00;22;641;736;1.372;1.957;1.339;10.412;1.050;2.215;45;7;19.796;0;180;391;86;363;368;7.784;1.419;4.580;49;7;15.227;22;821;1.127;1.458;2.320;1.707;18.196;2.469;6.795;94;14;35.023
;05:3,01 a 4,00;6;250;188;284;521;456;8.749;1.181;3.404;92;7;15.138;0;84;150;42;85;141;4.068;821;8.088;121;6;13.606;6;334;338;326;606;597;12.817;2.002;11.492;213;13;28.744
;06:4,01 a 5,00;1;237;102;129;228;216;4.612;886;2.476;61;4;8.952;0;15;11;29;50;52;1.433;450;5.033;79;9;7.161;1;252;113;158;278;268;6.045;1.336;7.509;140;13;16.113
;07:5,01 a 7,00;2;1.351;156;107;292;265;4.884;752;4.384;107;17;12.317;0;85;8;23;61;30;1.369;388;6.946;148;17;9.075;2;1.436;164;130;353;295;6.253;1.140;11.330;255;34;21.392
;08:7,01 a 10,00;1;803;169;40;185;155;3.078;429;4.923;130;19;9.932;0;38;5;6;13;20;576;191;4.795;142;11;5.797;1;841;174;46;198;175;3.654;620;9.718;272;30;15.729
