;;Sexo Trabalhador;Escolaridade após 2005
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;{ñ class};34;150;164;234;1.027;89;264;20;68;3;0;2.053;9;38;37;111;363;53;215;25;97;2;0;950;43;188;201;345;1.390;142;479;45;165;5;0;3.003
330455:Rio de Janeiro - RJ;Total;5.634;46.259;86.488;115.132;291.586;98.265;394.233;72.259;168.733;2.141;1.127;1.281.857;2.214;14.020;26.047;42.538;105.172;62.234;350.613;92.067;195.259;1.729;818;892.711;7.848;60.279;112.535;157.670;396.758;160.499;744.846;164.326;363.992;3.870;1.945;2.174.568
;00:Até 0,50;11;16;57;115;260;373;814;348;977;8;1;2.980;9;17;42;57;249;322;963;279;1.023;3;0;2.964;20;33;99;172;509;695;1.777;627;2.000;11;1;5.944
;01:0,51 a 1,00;79;347;699;1.758;3.549;5.228;7.513;1.263;2.460;18;6;22.920;62;240;649;1.256;3.185;4.413;10.550;1.539;3.125;17;2;25.038;141;587;1.348;3.014;6.734;9.641;18.063;2.802;5.585;35;8;47.958
;02:1,01 a 1,50;1.694;12.497;25.487;35.694;74.652;30.797;86.845;5.949;5.699;95;20;279.429;1.492;10.229;16.464;23.518;52.704;25.302;119.084;9.142;8.620;87;6;266.648;3.186;22.726;41.951;59.212;127.356;56.099;205.929;15.091;14.319;182;26;546.077
;03:1,51 a 2,00;1.476;10.637;19.490;28.415;56.273;19.298;74.180;7.686;6.066;68;21;223.610;397;2.128;4.321;10.801;15.319;9.435;66.929;10.408;12.683;86;18;132.525;1.873;12.765;23.811;39.216;71.592;28.733;141.109;18.094;18.749;154;39;356.135
;04:2,01 a 3,00;1.334;12.580;21.867;25.283;54.555;16.223;81.708;12.738;9.798;156;54;236.296;67;525;2.077;3.223;9.003;6.067;57.434;18.702;17.519;142;49;114.808;1.401;13.105;23.944;28.506;63.558;22.290;139.142;31.440;27.317;298;103;351.104
;05:3,01 a 4,00;460;4.738;9.007;9.980;29.708;7.706;44.679;9.557;11.129;133;50;127.147;11;161;532;888;5.816;6.564;31.358;15.015;19.015;132;74;79.566;471;4.899;9.539;10.868;35.524;14.270;76.037;24.572;30.144;265;124;206.713
;06:4,01 a 5,00;163;1.501;2.812;4.370;17.292;4.397;26.294;9.821;10.432;122;42;77.246;9;136;234;751;4.311;5.820;23.263;17.151;20.907;98;36;72.716;172;1.637;3.046;5.121;21.603;10.217;49.557;26.972;31.339;220;78;149.962
;07:5,01 a 7,00;128;1.305;2.471;3.720;27.641;6.968;28.890;9.002;19.316;159;69;99.669;8;92;186;577;3.535;2.515;19.273;10.424;30.592;209;58;67.469;136;1.397;2.657;4.297;31.176;9.483;48.163;19.426;49.908;368;127;167.138
;08:7,01 a 10,00;88;882;1.268;2.102;12.786;3.847;20.353;6.708;22.481;213;78;70.806;3;50;139;266;4.067;651;10.174;4.412;27.372;226;113;47.473;91;932;1.407;2.368;16.853;4.498;30.527;11.120;49.853;439;191;118.279
;09:10,01 a 15,00;49;549;525;758;5.146;1.266;10.535;4.201;26.184;323;103;49.639;0;29;51;81;1.838;262;4.116;2.129;24.471;298;111;33.386;49;578;576;839;6.984;1.528;14.651;6.330;50.655;621;214;83.025
;10:15,01 a 20,00;6;132;156;260;2.472;351;4.058;1.496;17.890;253;154;27.228;0;16;16;42;1.378;83;1.336;654;12.138;173;100;15.936;6;148;172;302;3.850;434;5.394;2.150;30.028;426;254;43.164
;11:Mais de 20,00;2;92;93;171;2.641;354;3.632;2.681;34.505;527;516;45.214;0;6;18;27;1.709;90;1.111;1.300;15.964;216;243;20.684;2;98;111;198;4.350;444;4.743;3.981;50.469;743;759;65.898
;{ñ class};144;983;2.556;2.506;4.611;1.457;4.732;809;1.796;66;13;19.673;156;391;1.318;1.051;2.058;710;5.022;912;1.830;42;8;13.498;300;1.374;3.874;3.557;6.669;2.167;9.754;1.721;3.626;108;21;33.171
355030:São Paulo - SP;Total;7.856;77.251;133.282;202.140;357.267;188.372;830.585;117.033;392.210;4.342;4.332;2.314.670;2.562;20.023;49.469;80.505;170.856;103.718;763.980;119.734;574.291;3.463;2.900;1.891.501;10.418;97.274;182.751;282.645;528.123;292.090;1.594.565;236.767;966.501;7.805;7.232;4.206.171
;00:Até 0,50;15;89;79;1.621;1.421;665;1.145;318;2.015;4;0;7.372;6;38;62;2.140;3.519;963;3.332;755;3.894;3;0;14.712;21;127;141;3.761;4.940;1.628;4.477;1.073;5.909;7;0;22.084
;01:0,51 a 1,00;73;635;1.088;4.253;4.096;8.706;10.438;1.782;6.022;32;5;37.130;113;717;1.459;2.322;9.060;9.788;32.477;4.073;17.533;28;9;77.579;186;1.352;2.547;6.575;13.156;18.494;42.915;5.855;23.555;60;14;114.709
;02:1,01 a 1,50;874;5.938;11.495;20.342;34.280;24.877;79.071;5.256;7.593;77;27;189.830;997;7.353;13.856;23.526;38.751;23.152;133.611;10.339;18.477;108;28;270.198;1.871;13.291;25.351;43.868;73.031;48.029;212.682;15.595;26.070;185;55;460.028
;03:1,51 a 2,00;2.231;18.660;33.841;50.915;96.557;51.574;177.514;10.637;11.507;134;49;453.619;719;5.187;16.837;26.087;58.661;36.428;209.433;17.793;25.446;165;32;396.788;2.950;23.847;50.678;77.002;155.218;88.002;386.947;28.430;36.953;299;81;850.407
;04:2,01 a 3,00;2.650;26.244;42.667;64.905;114.056;46.691;203.946;19.041;23.387;263;107;543.957;365;3.157;10.318;18.343;35.997;18.520;166.282;26.678;49.224;227;62;329.173;3.015;29.401;52.985;83.248;150.053;65.211;370.228;45.719;72.611;490;169;873.130
;05:3,01 a 4,00;940;10.982;18.553;25.553;43.947;19.794;114.445;18.340;29.021;185;130;281.890;46;711;3.551;3.053;10.888;5.656;71.760;18.040;69.512;216;71;183.504;986;11.693;22.104;28.606;54.835;25.450;186.205;36.380;98.533;401;201;465.394
;06:4,01 a 5,00;381;5.052;9.272;13.191;23.766;15.105;72.803;13.586;32.537;170;120;185.983;19;318;729;1.232;5.055;3.437;46.407;12.292;82.082;182;74;151.827;400;5.370;10.001;14.423;28.821;18.542;119.210;25.878;114.619;352;194;337.810
;07:5,01 a 7,00;238;3.627;6.832;9.741;19.209;9.988;78.115;16.368;56.846;337;150;201.451;9;196;440;801;3.589;2.412;40.762;12.717;117.083;314;110;178.433;247;3.823;7.272;10.542;22.798;12.400;118.877;29.085;173.929;651;260;379.884
;08:7,01 a 10,00;90;1.695;2.797;4.128;8.964;5.067;47.565;13.204;53.888;478;401;138.277;1;413;140;287;1.312;1.056;29.830;8.445;75.191;500;243;117.418;91;2.108;2.937;4.415;10.276;6.123;77.395;21.649;129.079;978;644;255.695
;09:10,01 a 15,00;19;570;1.011;1.431;2.938;2.283;23.088;9.271;54.938;716;485;96.750;1;316;56;102;339;431;14.728;4.615;55.554;645;308;77.095;20;886;1.067;1.533;3.277;2.714;37.816;13.886;110.492;1.361;793;173.845
;10:15,01 a 20,00;5;112;173;289;637;628;7.703;3.899;36.746;489;886;51.567;1;311;20;26;103;121;4.394;1.347;24.913;419;736;32.391;6;423;193;315;740;749;12.097;5.246;61.659;908;1.622;83.958
;11:Mais de 20,00;1;86;129;186;554;458;7.702;4.418;74.417;1.413;1.945;91.309;0;188;26;36;113;105;2.921;1.132;30.666;619;1.216;37.022;1;274;155;222;667;563;10.623;5.550;105.083;2.032;3.161;128.331
;{ñ class};339;3.561;5.345;5.585;6.842;2.536;7.050;913;3.293;44;27;35.535;285;1.118;1.975;2.550;3.469;1.649;8.043;1.508;4.716;37;11;25.361;624;4.679;7.320;8.135;10.311;4.185;15.093;2.421;8.009;81;38;60.896
410690:Curitiba - PR;Total;974;11.092;15.169;29.761;54.714;46.883;144.266;16.447;69.370;1.301;386;390.363;1.610;12.511;9.790;15.549;35.040;24.457;120.716;14.834;112.071;1.306;194;348.078;2.584;23.603;24.959;45.310;89.754;71.340;264.982;31.281;181.441;2.607;580;738.441
;00:Até 0,50;0;71;20;63;56;69;113;18;212;2;0;624;3;31;131;69;182;48;165;22;172;2;0;825;3;102;151;132;238;117;278;40;384;4;0;1.449
;01:0,51 a 1,00;14;246;146;726;788;1.671;1.349;111;707;16;2;5.776;33;291;907;1.221;2.129;1.898;2.597;161;705;11;2;9.955;47;537;1.053;1.947;2.917;3.569;3.946;272;1.412;27;4;15.731
;02:1,01 a 1,50;262;1.579;2.613;5.625;12.209;9.832;24.754;1.283;1.339;24;3;59.523;258;1.661;4.008;7.355;17.956;11.455;43.994;2.296;2.386;27;6;91.402;520;3.240;6.621;12.980;30.165;21.287;68.748;3.579;3.725;51;9;150.925
;03:1,51 a 2,00;317;1.775;3.159;6.004;12.075;8.017;26.486;1.551;2.407;31;10;61.832;1.012;1.151;2.552;4.009;8.093;4.879;26.684;2.420;8.762;134;4;59.700;1.329;2.926;5.711;10.013;20.168;12.896;53.170;3.971;11.169;165;14;121.532
;04:2,01 a 3,00;192;4.108;4.494;7.290;14.600;8.241;36.802;3.179;5.861;55;15;84.837;46;6.191;745;1.152;3.182;2.407;22.892;3.579;19.657;88;7;59.946;238;10.299;5.239;8.442;17.782;10.648;59.694;6.758;25.518;143;22;144.783
;05:3,01 a 4,00;95;1.478;2.223;3.045;5.925;3.225;17.451;2.206;7.330;62;16;43.056;56;1.212;700;558;1.363;894;10.234;2.080;22.076;90;14;39.277;151;2.690;2.923;3.603;7.288;4.119;27.685;4.286;29.406;152;30;82.333
;06:4,01 a 5,00;46;729;996;1.608;2.970;5.800;12.275;1.644;6.176;55;15;32.314;40;360;127;195;460;668;5.165;1.265;14.561;59;9;22.909;86;1.089;1.123;1.803;3.430;6.468;17.440;2.909;20.737;114;24;55.223
;07:5,01 a 7,00;22;453;658;3.710;3.554;6.444;11.258;2.560;8.620;88;22;37.389;119;985;164;317;421;1.232;4.442;1.483;16.187;119;14;25.483;141;1.438;822;4.027;3.975;7.676;15.700;4.043;24.807;207;36;62.872
;08:7,01 a 10,00;4;188;227;624;911;1.865;6.795;1.888;9.760;189;26;22.477;10;309;37;96;164;495;2.037;863;12.657;184;11;16.863;14;497;264;720;1.075;2.360;8.832;2.751;22.417;373;37;39.340
;09:10,01 a 15,00;1;54;86;286;400;805;3.785;1.186;9.943;275;36;16.857;0;60;13;30;65;82;802;387;7.281;262;29;9.011;1;114;99;316;465;887;4.587;1.573;17.224;537;65;25.868
;10:15,01 a 20,00;0;6;14;43;89;333;1.164;419;6.490;290;49;8.897;0;44;0;2;14;17;246;124;3.363;208;23;4.041;0;50;14;45;103;350;1.410;543;9.853;498;72;12.938
;11:Mais de 20,00;0;3;6;14;57;93;729;325;10.073;201;186;11.687;0;5;1;1;4;1;144;48;3.793;110;72;4.179;0;8;7;15;61;94;873;373;13.866;311;258;15.866
;{ñ class};21;402;527;723;1.080;488;1.305;77;452;13;6;5.094;33;211;405;544;1.007;381;1.314;106;471;12;3;4.487;54;613;932;1.267;2.087;869;2.619;183;923;25;9;9.581
420540:Florianópolis - SC;Total;174;1.333;2.781;7.117;14.142;7.653;42.657;5.798;37.616;384;220;119.875;157;623;1.600;4.098;8.262;4.851;33.845;5.740;56.530;343;116;116.165;331;1.956;4.381;11.215;22.404;12.504;76.502;11.538;94.146;727;336;236.040
;00:Até 0,50;0;3;8;67;13;142;46;9;52;0;0;340;1;4;11;66;38;139;65;13;79;0;0;416;1;7;19;133;51;281;111;22;131;0;0;756
;01:0,51 a 1,00;5;17;37;108;331;327;527;71;593;2;0;2.018;10;78;125;354;565;414;986;141;1.164;0;1;3.838;15;95;162;462;896;741;1.513;212;1.757;2;1;5.856
;02:1,01 a 1,50;50;204;364;1.086;2.468;1.572;4.922;554;900;4;0;12.124;81;251;669;1.863;3.549;1.616;7.394;881;2.191;8;0;18.503;131;455;1.033;2.949;6.017;3.188;12.316;1.435;3.091;12;0;30.627
;03:1,51 a 2,00;38;206;533;1.238;3.079;2.023;9.126;836;1.229;5;0;18.313;24;99;315;771;2.110;1.536;11.074;1.386;4.250;5;1;21.571;62;305;848;2.009;5.189;3.559;20.200;2.222;5.479;10;1;39.884
;04:2,01 a 3,00;29;296;779;1.836;3.490;1.646;7.941;1.152;2.772;5;1;19.947;11;50;191;509;1.021;709;7.139;1.508;7.216;14;1;18.369;40;346;970;2.345;4.511;2.355;15.080;2.660;9.988;19;2;38.316
;05:3,01 a 4,00;22;171;359;871;1.332;518;4.756;814;3.148;12;0;12.003;5;30;97;126;232;161;2.071;601;7.885;20;1;11.229;27;201;456;997;1.564;679;6.827;1.415;11.033;32;1;23.232
;06:4,01 a 5,00;13;112;193;595;997;453;6.443;756;4.688;10;3;14.263;8;26;48;89;162;57;1.465;431;8.584;14;4;10.888;21;138;241;684;1.159;510;7.908;1.187;13.272;24;7;25.151
;07:5,01 a 7,00;14;147;270;803;1.386;483;3.921;636;5.750;22;5;13.437;1;15;26;63;124;42;1.259;343;11.453;46;7;13.379;15;162;296;866;1.510;525;5.180;979;17.203;68;12;26.816
;08:7,01 a 10,00;0;55;67;186;429;200;2.208;436;5.083;47;5;8.716;0;19;7;42;88;34;1.073;202;5.281;54;6;6.806;0;74;74;228;517;234;3.281;638;10.364;101;11;15.522
;09:10,01 a 15,00;0;34;51;61;146;101;1.146;259;4.468;139;41;6.446;0;3;11;9;31;26;480;110;3.256;126;28;4.080;0;37;62;70;177;127;1.626;369;7.724;265;69;10.526
;10:15,01 a 20,00;0;4;15;21;49;48;677;125;3.529;52;106;4.626;0;1;8;5;14;12;150;36;1.773;31;51;2.081;0;5;23;26;63;60;827;161;5.302;83;157;6.707
;11:Mais de 20,00;0;4;1;14;31;26;513;114;4.818;81;58;5.660;0;0;4;2;5;3;192;25;1.843;24;13;2.111;0;4;5;16;36;29;705;139;6.661;105;71;7.771
;{ñ class};3;80;104;231;391;114;431;36;586;5;1;1.982;16;47;88;199;323;102;497;63;1.555;1;3;2.894;19;127;192;430;714;216;928;99;2.141;6;4;4.876
431490:Porto Alegre - RS;Total;767;7.099;8.684;32.024;55.422;33.047;111.515;23.967;57.745;805;530;331.605;384;2.813;5.559;15.306;29.235;17.957;113.611;27.950;108.682;740;428;322.665;1.151;9.912;14.243;47.330;84.657;51.004;225.126;51.917;166.427;1.545;958;654.270
;00:Até 0,50;3;18;17;128;281;365;199;22;62;0;0;1.095;13;37;52;185;418;369;227;21;53;0;0;1.375;16;55;69;313;699;734;426;43;115;0;0;2.470
;01:0,51 a 1,00;18;104;276;1.401;1.390;2.024;1.606;178;320;2;0;7.319;71;344;370;1.192;2.236;2.018;3.114;349;427;2;1;10.124;89;448;646;2.593;3.626;4.042;4.720;527;747;4;1;17.443
;02:1,01 a 1,50;200;1.678;1.537;5.503;10.326;6.854;16.661;1.400;963;12;3;45.137;144;1.176;1.918;5.247;11.758;6.784;28.532;2.638;3.139;19;3;61.358;344;2.854;3.455;10.750;22.084;13.638;45.193;4.038;4.102;31;6;106.495
;03:1,51 a 2,00;184;2.074;2.006;7.208;12.232;6.593;20.205;2.060;2.838;22;7;55.429;63;492;1.320;3.862;6.993;3.688;26.283;3.865;12.991;27;4;59.588;247;2.566;3.326;11.070;19.225;10.281;46.488;5.925;15.829;49;11;115.017
;04:2,01 a 3,00;186;1.553;2.299;8.055;13.025;6.628;27.441;4.407;5.562;46;8;69.210;57;316;1.226;2.982;4.227;2.455;24.728;7.226;26.973;44;11;70.245;243;1.869;3.525;11.037;17.252;9.083;52.169;11.633;32.535;90;19;139.455
;05:3,01 a 4,00;95;705;1.070;3.816;7.581;4.215;13.800;3.283;3.925;48;9;38.547;11;128;282;709;1.170;859;10.346;4.298;12.888;41;28;30.760;106;833;1.352;4.525;8.751;5.074;24.146;7.581;16.813;89;37;69.307
;06:4,01 a 5,00;23;310;441;2.063;3.603;1.828;7.865;2.353;3.223;38;11;21.758;1;68;100;268;659;471;6.314;2.587;7.664;42;16;18.190;24;378;541;2.331;4.262;2.299;14.179;4.940;10.887;80;27;39.948
;07:5,01 a 7,00;17;271;430;1.901;3.649;1.998;9.116;3.300;5.425;92;22;26.221;5;73;85;228;589;502;6.311;2.770;11.469;75;15;22.122;22;344;515;2.129;4.238;2.500;15.427;6.070;16.894;167;37;48.343
;08:7,01 a 10,00;9;143;223;749;1.344;1.254;6.706;2.806;8.064;154;37;21.489;0;26;33;75;333;301;3.995;2.070;11.308;159;34;18.334;9;169;256;824;1.677;1.555;10.701;4.876;19.372;313;71;39.823
;09:10,01 a 15,00;0;39;80;238;722;666;4.149;2.363;9.151;142;72;17.622;0;12;28;18;122;139;1.910;1.297;9.630;154;64;13.374;0;51;108;256;844;805;6.059;3.660;18.781;296;136;30.996
;10:15,01 a 20,00;0;8;18;47;171;138;1.640;917;6.574;115;57;9.685;0;2;1;4;20;26;473;400;5.307;111;53;6.397;0;10;19;51;191;164;2.113;1.317;11.881;226;110;16.082
;11:Mais de 20,00;0;1;11;83;185;112;1.095;753;11.284;128;303;13.955;0;2;0;4;17;20;303;220;6.545;64;199;7.374;0;3;11;87;202;132;1.398;973;17.829;192;502;21.329
;{ñ class};32;195;276;832;913;372;1.032;125;354;6;1;4.138;19;137;144;532;693;325;1.075;209;288;2;0;3.424;51;332;420;1.364;1.606;697;2.107;334;642;8;1;7.562
500270:Campo Grande - MS;Total;380;4.560;6.743;13.250;18.215;12.324;40.028;5.682;19.593;475;148;121.398;85;1.553;2.132;4.673;9.113;6.281;33.831;5.071;31.017;569;135;94.460;465;6.113;8.875;17.923;27.328;18.605;73.859;10.753;50.610;1.044;283;215.858
;00:Até 0,50;0;7;15;11;25;34;42;5;47;1;0;187;0;4;5;19;38;31;77;9;86;2;0;271;0;11;20;30;63;65;119;14;133;3;0;458
;01:0,51 a 1,00;7;64;116;318;322;690;606;59;255;5;1;2.443;16;63;127;320;406;620;870;84;475;3;4;2.988;23;127;243;638;728;1.310;1.476;143;730;8;5;5.431
;02:1,01 a 1,50;245;2.034;2.506;4.996;6.598;4.974;11.345;778;643;10;0;34.129;55;881;1.275;3.142;5.529;3.713;14.021;1.280;1.672;13;1;31.582;300;2.915;3.781;8.138;12.127;8.687;25.366;2.058;2.315;23;1;65.711
;03:1,51 a 2,00;74;1.176;1.764;3.129;4.630;2.718;7.893;656;703;6;0;22.749;8;449;476;681;1.646;967;7.357;1.004;1.861;8;0;14.457;82;1.625;2.240;3.810;6.276;3.685;15.250;1.660;2.564;14;0;37.206
;04:2,01 a 3,00;30;751;1.513;2.663;3.404;1.996;6.763;997;2.228;27;0;20.372;1;75;130;217;663;459;5.489;1.078;5.970;33;1;14.116;31;826;1.643;2.880;4.067;2.455;12.252;2.075;8.198;60;1;34.488
;05:3,01 a 4,00;6;237;397;883;1.235;755;4.287;1.143;2.054;33;2;11.032;0;24;48;64;251;187;2.194;645;4.783;44;2;8.242;6;261;445;947;1.486;942;6.481;1.788;6.837;77;4;19.274
;06:4,01 a 5,00;1;84;125;384;660;338;2.648;659;1.879;24;4;6.806;0;6;13;47;150;87;1.131;358;3.816;43;4;5.655;1;90;138;431;810;425;3.779;1.017;5.695;67;8;12.461
;07:5,01 a 7,00;1;87;107;496;682;424;3.002;588;2.712;45;10;8.154;0;4;4;39;140;66;1.226;306;4.501;71;8;6.365;1;91;111;535;822;490;4.228;894;7.213;116;18;14.519
;08:7,01 a 10,00;0;15;26;96;269;179;1.919;421;2.749;65;9;5.748;1;0;3;13;68;39;757;181;3.863;92;3;5.020;1;15;29;109;337;218;2.676;602;6.612;157;12;10.768
;09:10,01 a 15,00;0;6;9;24;67;71;732;215;1.954;105;11;3.194;0;0;0;3;9;12;219;63;1.838;117;19;2.280;0;6;9;27;76;83;951;278;3.792;222;30;5.474
;10:15,01 a 20,00;0;0;0;1;7;15;368;53;1.484;49;63;2.040;0;0;0;0;2;4;52;13;866;61;47;1.045;0;0;0;1;9;19;420;66;2.350;110;110;3.085
;11:Mais de 20,00;0;5;7;10;41;13;190;83;2.766;102;48;3.265;0;1;1;1;3;2;34;11;995;81;45;1.174;0;6;8;11;44;15;224;94;3.761;183;93;4.439
;{ñ class};16;94;158;239;275;117;233;25;119;3;0;1.279;4;46;50;127;208;94;404;39;291;1;1;1.265;20;140;208;366;483;211;637;64;410;4;1;2.544
510340:Cuiabá - MT;Total;380;3.474;3.572;8.941;26.617;15.591;35.015;3.596;13.838;187;30;111.241;69;2.629;1.215;4.006;27.725;10.922;26.585;3.912;17.192;166;28;94.449;449;6.103;4.787;12.947;54.342;26.513;61.600;7.508;31.030;353;58;205.690
;00:Até 0,50;1;219;1;31;337;99;25;4;12;1;0;730;0;90;3;10;965;84;23;1;20;0;0;1.196;1;309;4;41;1.302;183;48;5;32;1;0;1.926
;01:0,51 a 1,00;24;340;131;439;1.312;593;478;25;97;4;0;3.443;7;349;53;640;2.500;535;676;25;210;4;2;5.001;31;689;184;1.079;3.812;1.128;1.154;50;307;8;2;8.444
;02:1,01 a 1,50;173;1.072;1.211;3.533;5.849;4.981;11.535;494;408;20;1;29.277;54;771;689;2.503;5.671;3.724;12.679;892;757;6;1;27.747;227;1.843;1.900;6.036;11.520;8.705;24.214;1.386;1.165;26;2;57.024
;03:1,51 a 2,00;96;609;1.016;2.103;4.108;2.740;7.575;470;450;18;1;19.186;5;225;183;474;2.383;1.029;5.576;666;1.142;9;1;11.693;101;834;1.199;2.577;6.491;3.769;13.151;1.136;1.592;27;2;30.879
;04:2,01 a 3,00;52;549;683;1.556;3.756;2.873;6.900;875;1.477;22;0;18.743;2;444;116;179;4.039;1.810;4.025;1.007;2.496;16;0;14.134;54;993;799;1.735;7.795;4.683;10.925;1.882;3.973;38;0;32.877
;05:3,01 a 4,00;10;218;268;532;2.752;1.421;2.878;554;1.277;12;1;9.923;0;563;107;33;2.767;1.409;1.278;465;2.356;10;1;8.989;10;781;375;565;5.519;2.830;4.156;1.019;3.633;22;2;18.912
;06:4,01 a 5,00;5;94;72;238;3.151;861;1.708;313;1.141;16;2;7.601;0;74;7;46;3.823;1.064;722;254;1.685;19;3;7.697;5;168;79;284;6.974;1.925;2.430;567;2.826;35;5;15.298
;07:5,01 a 7,00;1;132;42;189;3.213;1.111;1.678;312;1.780;19;3;8.480;0;42;4;43;4.172;849;659;262;2.394;29;3;8.457;1;174;46;232;7.385;1.960;2.337;574;4.174;48;6;16.937
;08:7,01 a 10,00;0;145;14;75;936;367;1.031;231;2.099;19;4;4.921;0;35;5;19;626;249;380;130;2.365;15;4;3.828;0;180;19;94;1.562;616;1.411;361;4.464;34;8;8.749
;09:10,01 a 15,00;1;16;6;35;235;253;529;175;2.201;21;3;3.475;0;2;1;3;132;81;250;102;2.005;31;3;2.610;1;18;7;38;367;334;779;277;4.206;52;6;6.085
;10:15,01 a 20,00;0;8;1;7;101;70;270;74;1.301;14;3;1.849;0;2;0;1;52;15;77;53;891;17;3;1.111;0;10;1;8;153;85;347;127;2.192;31;6;2.960
;11:Mais de 20,00;0;4;0;1;439;132;155;53;1.549;21;12;2.366;0;0;0;0;88;33;74;25;811;10;7;1.048;0;4;0;1;527;165;229;78;2.360;31;19;3.414
;{ñ class};17;68;127;202;428;90;253;16;46;0;0;1.247;1;32;47;55;507;40;166;30;60;0;0;938;18;100;174;257;935;130;419;46;106;0;0;2.185
520870:Goiânia - GO;Total;923;12.402;20.916;28.796;36.049;40.270;68.457;9.643;29.570;479;177;247.682;264;4.223;10.095;13.727;18.585;34.564;58.717;11.135;51.239;483;129;203.161;1.187;16.625;31.011;42.523;54.634;74.834;127.174;20.778;80.809;962;306;450.843
;00:Até 0,50;2;39;56;638;42;1.011;56;25;105;2;0;1.976;0;12;72;622;29;1.029;59;18;133;0;0;1.974;2;51;128;1.260;71;2.040;115;43;238;2;0;3.950
;01:0,51 a 1,00;51;499;612;1.690;1.716;2.891;3.145;277;459;14;1;11.355;24;146;323;909;1.595;2.274;3.843;294;547;5;0;9.960;75;645;935;2.599;3.311;5.165;6.988;571;1.006;19;1;21.315
;02:1,01 a 1,50;489;3.283;5.431;8.362;13.482;13.558;22.678;1.624;1.455;12;5;70.379;205;1.690;4.750;5.370;11.162;10.501;28.178;2.724;2.772;14;3;67.369;694;4.973;10.181;13.732;24.644;24.059;50.856;4.348;4.227;26;8;137.748
;03:1,51 a 2,00;230;2.587;3.940;5.310;8.018;6.769;13.903;1.331;1.203;18;1;43.310;21;786;2.741;1.858;2.792;3.931;11.010;1.722;2.223;13;1;27.098;251;3.373;6.681;7.168;10.810;10.700;24.913;3.053;3.426;31;2;70.408
;04:2,01 a 3,00;98;2.103;3.144;4.182;6.413;5.411;11.679;1.729;2.742;22;4;37.527;8;564;1.198;1.662;1.654;5.393;7.020;2.159;5.774;37;2;25.471;106;2.667;4.342;5.844;8.067;10.804;18.699;3.888;8.516;59;6;62.998
;05:3,01 a 4,00;18;960;1.147;2.029;2.269;2.553;5.386;1.281;3.016;23;8;18.690;0;248;217;947;443;4.074;2.712;1.458;7.955;18;4;18.076;18;1.208;1.364;2.976;2.712;6.627;8.098;2.739;10.971;41;12;36.766
;06:4,01 a 5,00;10;546;572;1.002;1.133;1.564;3.574;813;2.761;34;5;12.014;0;150;153;741;315;3.299;1.948;1.033;8.632;32;5;16.308;10;696;725;1.743;1.448;4.863;5.522;1.846;11.393;66;10;28.322
;07:5,01 a 7,00;2;1.182;4.841;3.578;1.759;3.123;3.504;864;4.298;51;11;23.213;0;245;424;1.002;267;2.853;1.763;951;11.186;77;11;18.779;2;1.427;5.265;4.580;2.026;5.976;5.267;1.815;15.484;128;22;41.992
;08:7,01 a 10,00;1;726;694;1.251;677;1.993;2.127;760;4.490;70;11;12.800;0;238;102;338;116;746;1.121;394;5.974;68;12;9.109;1;964;796;1.589;793;2.739;3.248;1.154;10.464;138;23;21.909
;09:10,01 a 15,00;0;150;178;267;197;593;1.126;411;3.313;92;24;6.351;0;50;31;78;45;241;527;184;2.998;81;21;4.256;0;200;209;345;242;834;1.653;595;6.311;173;45;10.607
;10:15,01 a 20,00;0;20;25;41;50;136;590;142;1.822;88;40;2.954;0;8;3;23;15;43;126;55;1.257;102;34;1.666;0;28;28;64;65;179;716;197;3.079;190;74;4.620
;11:Mais de 20,00;1;99;40;153;35;470;336;343;3.817;51;67;5.412;0;44;8;45;3;67;72;65;1.650;31;35;2.020;1;143;48;198;38;537;408;408;5.467;82;102;7.432
;{ñ class};21;208;236;293;258;198;353;43;89;2;0;1.701;6;42;73;132;149;113;338;78;138;5;1;1.075;27;250;309;425;407;311;691;121;227;7;1;2.776
530010:Brasília - DF;Total;1.817;17.042;17.376;40.893;111.179;38.497;232.574;21.072;119.592;2.285;724;603.051;502;4.583;5.308;12.526;30.938;18.538;135.928;23.392;107.743;1.733;422;341.613;2.319;21.625;22.684;53.419;142.117;57.035;368.502;44.464;227.335;4.018;1.146;944.664
;00:Até 0,50;1;23;13;79;92;234;206;52;77;5;0;782;2;3;3;43;93;251;374;77;91;3;0;940;3;26;16;122;185;485;580;129;168;8;0;1.722
;01:0,51 a 1,00;57;249;214;1.116;1.553;2.203;2.252;222;448;10;1;8.325;24;102;111;504;690;1.819;2.321;259;448;6;2;6.286;81;351;325;1.620;2.243;4.022;4.573;481;896;16;3;14.611
;02:1,01 a 1,50;946;4.856;6.069;13.990;26.893;15.519;41.950;1.885;1.701;33;14;113.856;349;1.838;3.134;6.831;16.194;9.362;41.375;2.755;2.601;17;5;84.461;1.295;6.694;9.203;20.821;43.087;24.881;83.325;4.640;4.302;50;19;198.317
