;;Sexo Trabalhador;Escolaridade após 2005
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;00:Até 0,50;53;23;27;46;291;226;312;63;247;2;2;1.292;6;11;70;52;220;238;513;58;230;3;1;1.402;59;34;97;98;511;464;825;121;477;5;3;2.694
;01:0,51 a 1,00;364;772;702;1.854;5.317;3.078;9.181;536;1.122;18;0;22.944;49;237;304;911;2.840;2.516;9.610;684;1.710;16;1;18.878;413;1.009;1.006;2.765;8.157;5.594;18.791;1.220;2.832;34;1;41.822
;02:1,01 a 1,50;1.664;7.432;6.452;15.458;34.348;15.780;70.709;2.758;2.587;45;6;157.239;216;2.693;3.705;9.273;20.703;11.296;73.818;4.484;5.507;56;7;131.758;1.880;10.125;10.157;24.731;55.051;27.076;144.527;7.242;8.094;101;13;288.997
;03:1,51 a 2,00;618;3.449;2.414;4.590;7.970;3.442;22.116;1.758;2.578;363;8;49.306;11;685;230;1.274;1.621;1.544;13.533;2.371;4.958;494;2;26.723;629;4.134;2.644;5.864;9.591;4.986;35.649;4.129;7.536;857;10;76.029
;04:2,01 a 3,00;148;1.962;1.000;2.597;3.905;1.932;14.561;2.628;4.531;657;12;33.933;3;293;101;563;815;899;9.564;2.936;9.177;2.006;13;26.370;151;2.255;1.101;3.160;4.720;2.831;24.125;5.564;13.708;2.663;25;60.303
;05:3,01 a 4,00;26;592;342;788;5.601;1.437;7.959;1.534;4.004;577;29;22.889;0;114;31;222;415;331;4.527;1.654;7.313;3.005;43;17.655;26;706;373;1.010;6.016;1.768;12.486;3.188;11.317;3.582;72;40.544
;06:4,01 a 5,00;8;318;111;391;2.134;919;4.467;1.153;2.882;457;12;12.852;1;49;8;80;203;142;2.078;733;4.159;1.888;21;9.362;9;367;119;471;2.337;1.061;6.545;1.886;7.041;2.345;33;22.214
;07:5,01 a 7,00;3;282;71;615;1.600;711;5.158;1.214;5.001;456;19;15.130;0;123;9;172;392;237;3.829;1.354;8.336;1.918;29;16.399;3;405;80;787;1.992;948;8.987;2.568;13.337;2.374;48;31.529
;08:7,01 a 10,00;2;79;30;207;431;175;2.758;754;4.916;631;30;10.013;0;38;2;55;164;57;1.739;470;5.548;1.539;47;9.659;2;117;32;262;595;232;4.497;1.224;10.464;2.170;77;19.672
;09:10,01 a 15,00;0;50;11;25;161;56;1.383;609;4.145;929;38;7.407;0;9;1;4;98;11;442;224;3.373;748;39;4.949;0;59;12;29;259;67;1.825;833;7.518;1.677;77;12.356
;10:15,01 a 20,00;0;14;1;23;41;28;570;298;2.555;231;35;3.796;0;1;0;19;41;7;112;105;1.562;220;48;2.115;0;15;1;42;82;35;682;403;4.117;451;83;5.911
;11:Mais de 20,00;1;24;9;10;47;139;551;698;3.958;404;82;5.923;0;10;2;5;27;65;162;372;2.103;415;49;3.210;1;34;11;15;74;204;713;1.070;6.061;819;131;9.133
;{ñ class};94;162;167;325;448;170;626;62;194;37;2;2.287;10;42;61;106;213;105;412;65;162;21;2;1.199;104;204;228;431;661;275;1.038;127;356;58;4;3.486
240810:Natal - RN;Total;1.019;6.188;8.767;17.514;16.389;14.330;62.668;4.057;21.335;229;63;152.559;168;1.258;3.550;11.412;6.070;7.256;61.031;4.013;30.193;306;54;125.311;1.187;7.446;12.317;28.926;22.459;21.586;123.699;8.070;51.528;535;117;277.870
;00:Até 0,50;1;2;8;23;32;139;152;18;95;3;0;473;1;3;2;24;34;260;344;22;81;6;0;777;2;5;10;47;66;399;496;40;176;9;0;1.250
;01:0,51 a 1,00;75;207;246;419;539;730;1.720;133;402;11;0;4.482;21;133;143;369;473;789;2.807;201;600;15;0;5.551;96;340;389;788;1.012;1.519;4.527;334;1.002;26;0;10.033
;02:1,01 a 1,50;725;4.000;4.394;8.096;8.814;7.362;27.698;856;1.221;11;3;63.180;131;929;2.143;6.894;4.434;5.052;31.290;1.319;2.096;12;1;54.301;856;4.929;6.537;14.990;13.248;12.414;58.988;2.175;3.317;23;4;117.481
;03:1,51 a 2,00;127;950;1.564;3.089;2.806;2.233;10.692;500;1.072;17;0;23.050;12;103;728;1.692;603;684;8.207;731;2.022;23;1;14.806;139;1.053;2.292;4.781;3.409;2.917;18.899;1.231;3.094;40;1;37.856
;04:2,01 a 3,00;65;540;1.385;1.835;1.984;1.397;8.042;706;3.927;25;5;19.911;1;29;299;1.371;180;233;10.028;710;7.394;28;5;20.278;66;569;1.684;3.206;2.164;1.630;18.070;1.416;11.321;53;10;40.189
;05:3,01 a 4,00;12;188;599;1.842;622;1.699;6.335;524;2.188;15;3;14.027;0;17;123;557;63;86;3.530;313;4.591;34;4;9.318;12;205;722;2.399;685;1.785;9.865;837;6.779;49;7;23.345
;06:4,01 a 5,00;3;77;268;1.261;327;240;2.393;290;1.708;22;3;6.592;0;11;31;234;53;43;1.570;161;3.087;31;6;5.227;3;88;299;1.495;380;283;3.963;451;4.795;53;9;11.819
;07:5,01 a 7,00;0;80;137;623;547;215;2.562;356;1.978;32;6;6.536;0;10;31;153;110;26;1.427;200;2.875;50;5;4.887;0;90;168;776;657;241;3.989;556;4.853;82;11;11.423
;08:7,01 a 10,00;0;51;56;172;390;141;1.346;268;2.086;30;10;4.550;1;7;12;26;24;23;644;157;2.643;41;6;3.584;1;58;68;198;414;164;1.990;425;4.729;71;16;8.134
;09:10,01 a 15,00;0;10;14;57;87;61;827;241;2.462;42;8;3.809;0;1;2;7;7;10;331;120;2.437;45;11;2.971;0;11;16;64;94;71;1.158;361;4.899;87;19;6.780
;10:15,01 a 20,00;0;1;4;5;28;11;232;69;1.519;7;20;1.896;0;0;3;0;0;1;85;32;1.126;11;12;1.270;0;1;7;5;28;12;317;101;2.645;18;32;3.166
;11:Mais de 20,00;0;1;3;3;7;3;282;78;2.575;11;5;2.968;0;0;2;0;1;1;82;29;1.125;8;3;1.251;0;1;5;3;8;4;364;107;3.700;19;8;4.219
;{ñ class};11;81;89;89;206;99;387;18;102;3;0;1.085;1;15;31;85;88;48;686;18;116;2;0;1.090;12;96;120;174;294;147;1.073;36;218;5;0;2.175
250750:João Pessoa - PB;Total;1.360;7.225;5.709;10.591;31.879;7.995;38.023;4.809;24.056;175;38;131.860;371;1.097;1.317;3.889;32.318;3.002;29.949;6.452;26.202;240;37;104.874;1.731;8.322;7.026;14.480;64.197;10.997;67.972;11.261;50.258;415;75;236.734
;00:Até 0,50;5;10;4;17;115;9;62;18;158;2;0;400;4;5;6;10;27;9;74;15;128;1;1;280;9;15;10;27;142;18;136;33;286;3;1;680
;01:0,51 a 1,00;83;410;242;505;5.744;435;2.549;124;497;6;0;10.595;21;101;130;264;9.936;311;2.924;170;758;15;0;14.630;104;511;372;769;15.680;746;5.473;294;1.255;21;0;25.225
;02:1,01 a 1,50;949;4.633;3.398;6.645;11.756;5.105;19.185;1.571;1.846;17;1;55.106;199;666;849;2.648;8.782;2.204;17.911;2.644;3.846;22;0;39.771;1.148;5.299;4.247;9.293;20.538;7.309;37.096;4.215;5.692;39;1;94.877
;03:1,51 a 2,00;242;954;1.137;1.696;4.405;1.227;6.829;643;2.003;16;2;19.154;134;155;228;408;3.017;284;3.752;828;3.096;20;0;11.922;376;1.109;1.365;2.104;7.422;1.511;10.581;1.471;5.099;36;2;31.076
;04:2,01 a 3,00;53;529;545;928;3.562;801;4.332;884;7.924;24;3;19.585;8;96;53;228;4.216;109;2.475;1.570;7.984;32;0;16.771;61;625;598;1.156;7.778;910;6.807;2.454;15.908;56;3;36.356
;05:3,01 a 4,00;4;173;106;218;1.773;166;1.549;510;2.788;27;6;7.320;0;21;25;76;2.801;34;791;665;2.929;34;4;7.380;4;194;131;294;4.574;200;2.340;1.175;5.717;61;10;14.700
;06:4,01 a 5,00;0;125;107;209;802;83;782;258;1.111;8;7;3.492;0;10;9;92;741;16;419;225;1.188;14;12;2.726;0;135;116;301;1.543;99;1.201;483;2.299;22;19;6.218
;07:5,01 a 7,00;6;111;57;213;1.065;67;1.271;281;1.666;30;5;4.772;2;10;3;108;885;7;920;175;1.773;52;7;3.942;8;121;60;321;1.950;74;2.191;456;3.439;82;12;8.714
;08:7,01 a 10,00;0;78;32;68;1.611;23;681;296;1.804;15;5;4.613;0;21;0;20;1.301;4;372;87;1.688;22;2;3.517;0;99;32;88;2.912;27;1.053;383;3.492;37;7;8.130
;09:10,01 a 15,00;0;75;13;14;337;13;244;136;1.554;16;3;2.405;0;3;0;10;296;3;78;47;1.244;17;8;1.706;0;78;13;24;633;16;322;183;2.798;33;11;4.111
;10:15,01 a 20,00;0;28;4;2;123;3;163;41;1.187;3;4;1.558;0;0;0;2;112;0;35;9;641;2;3;804;0;28;4;4;235;3;198;50;1.828;5;7;2.362
;11:Mais de 20,00;0;4;4;4;138;1;199;29;1.386;5;2;1.772;0;0;0;4;108;0;85;5;743;2;0;947;0;4;4;8;246;1;284;34;2.129;7;2;2.719
;{ñ class};18;95;60;72;448;62;177;18;132;6;0;1.088;3;9;14;19;96;21;113;12;184;7;0;478;21;104;74;91;544;83;290;30;316;13;0;1.566
261160:Recife - PE;Total;4.394;14.514;17.554;28.099;61.893;24.547;126.678;13.687;42.041;1.169;278;334.854;241;1.432;2.710;4.871;61.570;8.896;94.956;13.422;53.301;1.154;212;242.765;4.635;15.946;20.264;32.970;123.463;33.443;221.634;27.109;95.342;2.323;490;577.619
;00:Até 0,50;78;38;13;37;85;81;197;31;204;6;1;771;2;10;12;40;69;92;349;42;302;2;0;920;80;48;25;77;154;173;546;73;506;8;1;1.691
;01:0,51 a 1,00;166;494;312;800;1.401;1.075;3.175;287;630;20;2;8.362;15;108;204;386;1.257;962;4.716;469;993;32;0;9.142;181;602;516;1.186;2.658;2.037;7.891;756;1.623;52;2;17.504
;02:1,01 a 1,50;1.266;7.706;7.514;14.204;22.808;11.585;51.328;2.288;1.791;78;10;120.578;142;990;1.738;3.446;17.024;5.745;52.453;3.764;3.988;79;8;89.377;1.408;8.696;9.252;17.650;39.832;17.330;103.781;6.052;5.779;157;18;209.955
;03:1,51 a 2,00;425;3.831;4.081;6.409;11.516;4.040;21.950;1.741;1.833;67;8;55.901;12;174;339;448;11.707;883;15.902;2.433;3.416;67;10;35.391;437;4.005;4.420;6.857;23.223;4.923;37.852;4.174;5.249;134;18;91.292
;04:2,01 a 3,00;411;1.543;2.550;3.582;9.741;2.891;18.676;2.351;3.676;103;20;45.544;52;63;228;192;13.184;568;10.300;2.715;8.122;111;14;35.549;463;1.606;2.778;3.774;22.925;3.459;28.976;5.066;11.798;214;34;81.093
;05:3,01 a 4,00;278;384;2.059;1.357;6.199;3.272;12.623;1.908;3.337;84;5;31.506;12;16;79;52;9.866;240;3.598;1.312;6.569;96;7;21.847;290;400;2.138;1.409;16.065;3.512;16.221;3.220;9.906;180;12;53.353
;06:4,01 a 5,00;45;140;374;412;3.961;485;4.367;1.163;2.778;88;10;13.823;0;12;22;38;5.061;108;1.854;789;4.743;111;13;12.751;45;152;396;450;9.022;593;6.221;1.952;7.521;199;23;26.574
;07:5,01 a 7,00;5;108;276;629;4.197;460;6.505;1.454;5.614;149;34;19.431;0;6;10;101;2.535;83;2.957;819;7.997;173;33;14.714;5;114;286;730;6.732;543;9.462;2.273;13.611;322;67;34.145
;08:7,01 a 10,00;2;43;76;186;818;280;3.823;1.046;7.388;182;35;13.879;0;7;4;30;480;59;1.280;511;7.618;185;24;10.198;2;50;80;216;1.298;339;5.103;1.557;15.006;367;59;24.077
;09:10,01 a 15,00;0;24;33;87;378;102;2.090;783;5.668;173;53;9.391;0;2;2;11;196;28;589;284;4.153;157;47;5.469;0;26;35;98;574;130;2.679;1.067;9.821;330;100;14.860
;10:15,01 a 20,00;0;7;6;27;80;34;702;273;3.450;83;37;4.699;0;0;7;2;16;10;119;109;2.199;64;28;2.554;0;7;13;29;96;44;821;382;5.649;147;65;7.253
;11:Mais de 20,00;0;1;9;17;130;19;524;312;5.432;124;61;6.629;0;0;4;0;20;1;121;93;2.952;63;25;3.279;0;1;13;17;150;20;645;405;8.384;187;86;9.908
;{ñ class};1.718;195;251;352;579;223;718;50;240;12;2;4.340;6;44;61;125;155;117;718;82;249;14;3;1.574;1.724;239;312;477;734;340;1.436;132;489;26;5;5.914
270430:Maceió - AL;Total;1.969;10.449;7.874;11.872;19.509;16.283;35.110;4.775;14.422;163;29;122.455;196;1.167;3.130;4.044;9.617;9.868;27.177;5.178;21.078;167;35;81.657;2.165;11.616;11.004;15.916;29.126;26.151;62.287;9.953;35.500;330;64;204.112
;00:Até 0,50;33;139;32;22;76;63;43;26;79;2;1;516;0;1;11;14;13;29;45;17;54;1;0;185;33;140;43;36;89;92;88;43;133;3;1;701
;01:0,51 a 1,00;374;1.254;274;482;758;580;1.049;93;345;6;1;5.216;31;85;108;247;547;450;1.209;139;427;6;0;3.249;405;1.339;382;729;1.305;1.030;2.258;232;772;12;1;8.465
;02:1,01 a 1,50;1.127;5.040;3.698;5.867;9.488;5.969;16.816;753;786;10;0;49.554;147;730;1.956;2.392;5.185;3.930;15.392;1.155;1.527;15;2;32.431;1.274;5.770;5.654;8.259;14.673;9.899;32.208;1.908;2.313;25;2;81.985
;03:1,51 a 2,00;276;1.867;1.620;2.106;2.888;2.001;6.422;531;529;14;2;18.256;4;120;456;568;794;1.092;4.891;654;1.120;13;1;9.713;280;1.987;2.076;2.674;3.682;3.093;11.313;1.185;1.649;27;3;27.969
;04:2,01 a 3,00;82;1.088;1.069;1.525;2.250;1.650;4.464;801;2.040;19;1;14.989;4;107;356;486;1.449;2.474;2.324;1.048;4.198;23;2;12.471;86;1.195;1.425;2.011;3.699;4.124;6.788;1.849;6.238;42;3;27.460
;05:3,01 a 4,00;4;359;374;417;1.042;840;2.157;617;1.291;21;1;7.123;0;56;130;114;492;542;1.101;624;2.346;19;2;5.426;4;415;504;531;1.534;1.382;3.258;1.241;3.637;40;3;12.549
;06:4,01 a 5,00;1;94;375;645;1.330;2.248;1.030;456;1.072;17;5;7.273;0;9;47;59;367;339;678;350;2.089;10;3;3.951;1;103;422;704;1.697;2.587;1.708;806;3.161;27;8;11.224
;07:5,01 a 7,00;2;76;226;470;944;1.713;1.140;578;1.969;19;6;7.143;0;19;15;73;535;335;585;462;3.310;21;10;5.365;2;95;241;543;1.479;2.048;1.725;1.040;5.279;40;16;12.508
;08:7,01 a 10,00;0;19;66;103;285;796;817;411;2.117;18;5;4.637;0;4;14;35;134;582;428;536;3.548;32;6;5.319;0;23;80;138;419;1.378;1.245;947;5.665;50;11;9.956
;09:10,01 a 15,00;0;10;11;11;143;185;465;280;1.476;17;3;2.601;0;1;1;3;24;25;128;135;1.222;16;8;1.563;0;11;12;14;167;210;593;415;2.698;33;11;4.164
;10:15,01 a 20,00;0;2;4;1;22;52;193;103;932;5;3;1.317;0;1;1;0;5;2;28;16;502;4;1;560;0;3;5;1;27;54;221;119;1.434;9;4;1.877
;11:Mais de 20,00;0;2;4;1;21;67;149;102;1.733;13;1;2.093;0;0;3;0;9;4;37;21;673;5;0;752;0;2;7;1;30;71;186;123;2.406;18;1;2.845
;{ñ class};70;499;121;222;262;119;365;24;53;2;0;1.737;10;34;32;53;63;64;331;21;62;2;0;672;80;533;153;275;325;183;696;45;115;4;0;2.409
280030:Aracaju - SE;Total;734;5.003;3.919;12.325;14.910;9.775;40.963;4.379;14.659;424;93;107.184;125;728;767;4.696;6.070;4.413;33.389;3.992;22.162;500;103;76.945;859;5.731;4.686;17.021;20.980;14.188;74.352;8.371;36.821;924;196;184.129
;00:Até 0,50;4;11;10;75;58;97;352;37;96;0;0;740;3;9;8;49;53;107;384;22;103;0;0;738;7;20;18;124;111;204;736;59;199;0;0;1.478
;01:0,51 a 1,00;122;603;502;1.139;994;749;2.257;142;346;6;1;6.861;17;122;136;434;673;633;2.979;247;542;4;1;5.788;139;725;638;1.573;1.667;1.382;5.236;389;888;10;2;12.649
;02:1,01 a 1,50;460;2.419;1.831;5.265;6.959;5.018;16.749;753;653;12;0;40.119;96;485;499;2.518;3.005;2.473;16.317;1.163;1.435;8;1;28.000;556;2.904;2.330;7.783;9.964;7.491;33.066;1.916;2.088;20;1;68.119
;03:1,51 a 2,00;101;1.191;859;2.704;2.780;1.481;6.083;396;527;9;2;16.133;5;44;52;980;919;477;4.461;519;1.074;8;3;8.542;106;1.235;911;3.684;3.699;1.958;10.544;915;1.601;17;5;24.675
;04:2,01 a 3,00;25;332;352;1.466;1.982;880;5.177;669;1.593;15;5;12.496;0;18;21;491;1.068;436;4.184;723;3.146;27;7;10.121;25;350;373;1.957;3.050;1.316;9.361;1.392;4.739;42;12;22.617
;05:3,01 a 4,00;1;93;111;338;513;383;2.888;831;2.113;60;7;7.338;0;15;16;66;157;121;1.593;501;3.818;109;7;6.403;1;108;127;404;670;504;4.481;1.332;5.931;169;14;13.741
;06:4,01 a 5,00;1;65;48;689;697;596;2.347;460;1.429;38;10;6.380;1;8;16;87;76;57;1.075;293;2.918;46;13;4.590;2;73;64;776;773;653;3.422;753;4.347;84;23;10.970
;07:5,01 a 7,00;3;85;60;358;485;301;2.443;461;1.849;88;7;6.140;0;13;2;32;59;51;1.151;257;3.594;130;19;5.308;3;98;62;390;544;352;3.594;718;5.443;218;26;11.448
;08:7,01 a 10,00;1;52;56;100;123;102;1.051;237;1.747;90;6;3.565;0;4;1;3;18;24;614;140;2.643;68;10;3.525;1;56;57;103;141;126;1.665;377;4.390;158;16;7.090
;09:10,01 a 15,00;1;30;14;34;56;58;679;200;1.358;60;6;2.496;0;1;3;0;4;4;334;69;1.377;85;10;1.887;1;31;17;34;60;62;1.013;269;2.735;145;16;4.383
;10:15,01 a 20,00;0;5;2;5;18;14;341;85;809;26;29;1.334;0;0;1;0;3;1;97;25;441;8;26;602;0;5;3;5;21;15;438;110;1.250;34;55;1.936
;11:Mais de 20,00;0;2;3;2;14;5;405;89;2.054;17;17;2.608;0;0;0;0;1;0;57;12;1.008;4;6;1.088;0;2;3;2;15;5;462;101;3.062;21;23;3.696
;{ñ class};15;115;71;150;231;91;191;19;85;3;3;974;3;9;12;36;34;29;143;21;63;3;0;353;18;124;83;186;265;120;334;40;148;6;3;1.327
292740:Salvador - BA;Total;1.479;12.901;15.177;29.778;40.147;34.109;195.669;15.858;52.530;1.209;290;399.147;287;2.058;3.101;8.798;12.871;13.604;175.520;18.010;84.871;1.459;267;320.846;1.766;14.959;18.278;38.576;53.018;47.713;371.189;33.868;137.401;2.668;557;719.993
;00:Até 0,50;4;22;33;171;97;439;290;19;120;0;0;1.195;0;10;7;135;32;345;312;33;129;1;0;1.004;4;32;40;306;129;784;602;52;249;1;0;2.199
;01:0,51 a 1,00;135;503;441;1.013;1.555;1.931;5.468;264;567;13;2;11.892;21;134;166;434;820;1.726;7.899;455;673;13;1;12.342;156;637;607;1.447;2.375;3.657;13.367;719;1.240;26;3;24.234
;02:1,01 a 1,50;830;5.234;6.061;11.963;17.735;13.731;71.212;2.999;1.506;75;6;131.352;234;1.098;1.639;4.377;7.488;6.994;74.149;3.958;3.154;40;5;103.136;1.064;6.332;7.700;16.340;25.223;20.725;145.361;6.957;4.660;115;11;234.488
;03:1,51 a 2,00;283;2.953;3.518;6.587;7.692;5.666;33.144;1.984;2.632;58;2;64.519;18;380;610;2.386;1.623;1.480;24.768;2.589;5.007;46;8;38.915;301;3.333;4.128;8.973;9.315;7.146;57.912;4.573;7.639;104;10;103.434
;04:2,01 a 3,00;150;2.251;2.911;4.806;5.795;4.034;27.735;2.773;4.862;105;11;55.433;4;188;412;765;1.551;1.409;25.657;4.016;10.509;134;11;44.656;154;2.439;3.323;5.571;7.346;5.443;53.392;6.789;15.371;239;22;100.089
;05:3,01 a 4,00;19;753;936;1.711;2.525;1.732;14.499;1.833;4.958;96;13;29.075;0;28;71;117;368;542;13.408;1.954;9.695;152;16;26.351;19;781;1.007;1.828;2.893;2.274;27.907;3.787;14.653;248;29;55.426
;06:4,01 a 5,00;6;283;364;705;1.070;3.935;19.366;2.535;5.351;72;23;33.710;0;17;21;74;171;224;11.278;2.024;10.341;101;22;24.273;6;300;385;779;1.241;4.159;30.644;4.559;15.692;173;45;57.983
;07:5,01 a 7,00;3;367;246;1.716;1.571;1.500;12.317;1.534;7.392;154;28;26.828;0;43;23;175;352;423;10.193;1.752;18.758;259;20;31.998;3;410;269;1.891;1.923;1.923;22.510;3.286;26.150;413;48;58.826
;08:7,01 a 10,00;2;85;97;208;711;343;4.971;885;7.516;192;52;15.062;0;53;32;74;100;115;3.628;589;12.536;286;51;17.464;2;138;129;282;811;458;8.599;1.474;20.052;478;103;32.526
;09:10,01 a 15,00;1;32;40;75;286;143;2.575;538;6.859;228;72;10.849;0;17;11;39;51;39;1.463;317;6.452;248;54;8.691;1;49;51;114;337;182;4.038;855;13.311;476;126;19.540
;10:15,01 a 20,00;0;11;18;8;71;32;876;220;4.416;75;45;5.772;0;7;1;7;12;14;348;94;3.167;91;48;3.789;0;18;19;15;83;46;1.224;314;7.583;166;93;9.561
;11:Mais de 20,00;0;11;20;35;82;34;1.151;187;5.973;110;29;7.632;0;2;1;1;16;15;339;54;3.796;52;26;4.302;0;13;21;36;98;49;1.490;241;9.769;162;55;11.934
;{ñ class};46;396;492;780;957;589;2.065;87;378;31;7;5.828;10;81;107;214;287;278;2.078;175;654;36;5;3.925;56;477;599;994;1.244;867;4.143;262;1.032;67;12;9.753
310620:Belo Horizonte - MG;Total;2.870;24.329;53.503;73.534;97.899;49.069;250.374;21.966;99.423;1.951;559;675.477;1.163;8.184;24.399;33.349;52.498;28.289;212.080;25.018;199.828;4.641;390;589.839;4.033;32.513;77.902;106.883;150.397;77.358;462.454;46.984;299.251;6.592;949;1.265.316
;00:Até 0,50;20;46;58;212;245;780;479;63;271;2;1;2.177;28;227;347;506;527;804;743;117;554;4;0;3.857;48;273;405;718;772;1.584;1.222;180;825;6;1;6.034
;01:0,51 a 1,00;133;613;1.283;3.252;2.457;3.510;4.360;468;1.089;23;5;17.193;164;827;1.905;3.555;3.613;3.651;9.638;922;2.202;15;4;26.496;297;1.440;3.188;6.807;6.070;7.161;13.998;1.390;3.291;38;9;43.689
;02:1,01 a 1,50;1.377;7.585;15.257;26.656;37.376;20.106;59.373;2.401;2.502;32;6;172.671;778;5.640;18.092;23.473;35.664;17.298;94.258;4.552;6.144;34;5;205.938;2.155;13.225;33.349;50.129;73.040;37.404;153.631;6.953;8.646;66;11;378.609
;03:1,51 a 2,00;652;6.677;11.088;17.640;23.237;9.372;38.478;2.584;3.387;37;8;113.160;67;565;1.717;2.864;5.874;2.960;38.805;4.599;9.574;28;10;67.063;719;7.242;12.805;20.504;29.111;12.332;77.283;7.183;12.961;65;18;180.223
;04:2,01 a 3,00;404;4.140;9.308;13.851;17.787;7.660;44.905;5.148;11.414;58;12;114.687;47;401;847;1.297;3.210;1.873;33.577;6.853;56.128;49;8;104.290;451;4.541;10.155;15.148;20.997;9.533;78.482;12.001;67.542;107;20;218.977
;05:3,01 a 4,00;83;1.322;3.841;5.285;6.479;2.771;40.872;3.326;9.287;66;15;73.347;2;71;208;285;1.223;652;13.363;3.196;32.004;158;11;51.173;85;1.393;4.049;5.570;7.702;3.423;54.235;6.522;41.291;224;26;124.520
;06:4,01 a 5,00;35;479;1.593;1.573;2.905;1.174;15.132;2.309;8.647;102;13;33.962;2;21;71;167;492;249;6.677;1.758;22.964;362;19;32.782;37;500;1.664;1.740;3.397;1.423;21.809;4.067;31.611;464;32;66.744
;07:5,01 a 7,00;19;2.057;7.245;2.061;3.246;1.780;21.611;2.181;11.648;301;45;52.194;0;20;332;210;601;267;6.751;1.421;26.217;1.437;26;37.282;19;2.077;7.577;2.271;3.847;2.047;28.362;3.602;37.865;1.738;71;89.476
;08:7,01 a 10,00;5;422;1.393;634;1.359;819;13.306;1.591;13.403;265;36;33.233;0;10;44;40;169;102;3.778;831;17.559;763;33;23.329;5;432;1.437;674;1.528;921;17.084;2.422;30.962;1.028;69;56.562
;09:10,01 a 15,00;3;32;345;199;601;328;7.276;1.074;13.518;462;76;23.914;0;2;4;10;61;39;1.970;425;11.314;1.079;53;14.957;3;34;349;209;662;367;9.246;1.499;24.832;1.541;129;38.871
;10:15,01 a 20,00;1;5;40;28;138;65;1.617;367;8.863;260;64;11.448;0;5;2;2;27;11;406;112;6.229;455;56;7.305;1;10;42;30;165;76;2.023;479;15.092;715;120;18.753
;11:Mais de 20,00;1;7;59;49;157;55;992;345;14.878;333;270;17.146;0;9;25;8;25;6;458;103;8.452;249;162;9.497;1;16;84;57;182;61;1.450;448;23.330;582;432;26.643
;{ñ class};137;944;1.993;2.094;1.912;649;1.973;109;516;10;8;10.345;75;386;805;932;1.012;377;1.656;129;487;8;3;5.870;212;1.330;2.798;3.026;2.924;1.026;3.629;238;1.003;18;11;16.215
320530:Vitória - ES;Total;596;7.236;4.753;9.430;15.240;8.388;42.601;5.391;23.932;231;91;117.889;156;2.207;2.380;4.221;7.914;5.550;39.690;5.899;33.691;230;96;102.034;752;9.443;7.133;13.651;23.154;13.938;82.291;11.290;57.623;461;187;219.923
;00:Até 0,50;8;31;21;105;211;294;89;17;63;0;0;839;1;17;28;51;134;299;113;37;88;0;0;768;9;48;49;156;345;593;202;54;151;0;0;1.607
;01:0,51 a 1,00;26;198;132;316;885;694;780;109;412;2;1;3.555;11;156;105;274;572;755;2.561;305;977;3;0;5.719;37;354;237;590;1.457;1.449;3.341;414;1.389;5;1;9.274
;02:1,01 a 1,50;250;1.068;1.188;3.766;5.372;3.013;8.943;450;536;8;0;24.594;93;1.010;1.129;3.127;5.286;2.995;14.849;910;943;9;3;30.354;343;2.078;2.317;6.893;10.658;6.008;23.792;1.360;1.479;17;3;54.948
;03:1,51 a 2,00;154;855;1.216;2.404;3.502;1.657;7.304;605;784;8;1;18.490;26;320;659;310;834;749;8.561;1.206;1.603;6;1;14.275;180;1.175;1.875;2.714;4.336;2.406;15.865;1.811;2.387;14;2;32.765
;04:2,01 a 3,00;82;626;982;1.691;2.381;1.098;7.404;1.191;1.458;14;1;16.928;15;216;357;163;435;430;6.533;1.450;2.915;15;2;12.531;97;842;1.339;1.854;2.816;1.528;13.937;2.641;4.373;29;3;29.459
;05:3,01 a 4,00;27;485;290;348;687;454;4.382;761;2.270;24;2;9.730;4;58;30;57;127;111;2.356;749;6.903;15;1;10.411;31;543;320;405;814;565;6.738;1.510;9.173;39;3;20.141
;06:4,01 a 5,00;1;1.028;108;161;309;262;3.373;665;1.731;23;3;7.664;0;62;8;43;66;51;1.320;419;4.442;18;1;6.430;1;1.090;116;204;375;313;4.693;1.084;6.173;41;4;14.094
;07:5,01 a 7,00;3;2.034;183;217;402;345;4.682;618;2.905;22;4;11.415;0;206;10;62;112;38;1.542;371;4.978;30;4;7.353;3;2.240;193;279;514;383;6.224;989;7.883;52;8;18.768
;08:7,01 a 10,00;4;647;179;117;276;248;2.777;471;3.789;48;9;8.565;0;100;5;22;41;34;841;207;4.345;54;8;5.657;4;747;184;139;317;282;3.618;678;8.134;102;17;14.222
;09:10,01 a 15,00;2;126;143;33;164;130;1.464;290;4.101;49;21;6.523;0;35;11;5;9;15;393;143;3.296;44;21;3.972;2;161;154;38;173;145;1.857;433;7.397;93;42;10.495
;10:15,01 a 20,00;0;2;82;8;76;47;565;99;2.408;14;22;3.323;0;0;0;2;3;1;107;36;1.507;26;18;1.700;0;2;82;10;79;48;672;135;3.915;40;40;5.023
