;;Sexo Trabalhador;Escolaridade após 2005
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;08:7,01 a 10,00;0;73;80;172;252;60;1.733;105;1.094;37;3;3.609;0;9;1;33;94;19;944;72;1.410;27;6;2.615;0;82;81;205;346;79;2.677;177;2.504;64;9;6.224
;09:10,01 a 15,00;0;15;29;25;79;35;1.184;99;1.178;18;8;2.670;0;2;0;4;13;3;367;50;973;19;6;1.437;0;17;29;29;92;38;1.551;149;2.151;37;14;4.107
;10:15,01 a 20,00;0;3;5;1;30;7;418;23;701;20;8;1.216;0;0;0;1;1;2;151;10;347;7;2;521;0;3;5;2;31;9;569;33;1.048;27;10;1.737
;11:Mais de 20,00;0;2;0;5;35;4;772;18;1.171;11;9;2.027;0;0;1;2;2;0;339;2;478;3;6;833;0;2;1;7;37;4;1.111;20;1.649;14;15;2.860
;{ñ class};6;30;66;100;124;57;231;4;39;3;0;660;2;12;4;21;21;6;87;6;34;1;0;194;8;42;70;121;145;63;318;10;73;4;0;854
120040:Rio Branco - AC;Total;444;4.039;1.681;4.046;6.744;2.833;16.478;1.924;5.555;57;30;43.831;81;2.846;447;2.793;4.480;1.596;13.663;2.880;6.976;49;19;35.830;525;6.885;2.128;6.839;11.224;4.429;30.141;4.804;12.531;106;49;79.661
;00:Até 0,50;0;1;1;14;14;84;15;0;5;0;0;134;1;4;0;15;6;91;22;4;3;0;0;146;1;5;1;29;20;175;37;4;8;0;0;280
;01:0,51 a 1,00;41;132;117;99;138;159;367;14;31;3;0;1.101;6;22;26;59;88;112;286;18;42;1;0;660;47;154;143;158;226;271;653;32;73;4;0;1.761
;02:1,01 a 1,50;250;1.347;737;1.406;2.338;1.248;5.263;183;84;6;2;12.864;61;714;332;886;1.468;800;4.567;276;122;2;0;9.228;311;2.061;1.069;2.292;3.806;2.048;9.830;459;206;8;2;22.092
;03:1,51 a 2,00;90;804;392;821;1.404;575;3.240;207;134;4;0;7.671;8;597;49;555;622;218;2.261;312;199;2;0;4.823;98;1.401;441;1.376;2.026;793;5.501;519;333;6;0;12.494
;04:2,01 a 3,00;40;826;224;750;1.109;376;2.510;351;335;4;1;6.526;3;885;20;846;1.065;174;2.246;614;601;5;1;6.460;43;1.711;244;1.596;2.174;550;4.756;965;936;9;2;12.986
;05:3,01 a 4,00;4;361;106;413;576;169;1.566;333;479;4;3;4.014;0;248;8;216;413;76;1.104;292;818;4;0;3.179;4;609;114;629;989;245;2.670;625;1.297;8;3;7.193
;06:4,01 a 5,00;1;255;33;266;510;89;1.625;364;677;4;1;3.825;0;169;4;95;412;56;1.222;556;1.010;4;3;3.531;1;424;37;361;922;145;2.847;920;1.687;8;4;7.356
;07:5,01 a 7,00;1;173;31;136;378;75;912;223;1.048;10;1;2.988;0;133;1;76;293;50;1.155;510;1.664;14;2;3.898;1;306;32;212;671;125;2.067;733;2.712;24;3;6.886
;08:7,01 a 10,00;0;81;6;72;137;16;439;127;790;7;2;1.677;0;36;0;19;62;9;460;156;1.052;3;2;1.799;0;117;6;91;199;25;899;283;1.842;10;4;3.476
;09:10,01 a 15,00;0;22;7;11;41;15;275;82;748;3;2;1.206;0;24;0;9;35;6;283;134;756;10;1;1.258;0;46;7;20;76;21;558;216;1.504;13;3;2.464
;10:15,01 a 20,00;0;0;0;1;12;2;60;19;429;7;4;534;0;1;0;0;2;0;22;2;296;3;4;330;0;1;0;1;14;2;82;21;725;10;8;864
;11:Mais de 20,00;0;2;0;1;21;4;131;21;786;5;14;985;0;1;0;0;1;0;17;5;404;0;6;434;0;3;0;1;22;4;148;26;1.190;5;20;1.419
;{ñ class};17;35;27;56;66;21;75;0;9;0;0;306;2;12;7;17;13;4;18;1;9;1;0;84;19;47;34;73;79;25;93;1;18;1;0;390
130260:Manaus - AM;Total;704;7.345;6.448;18.647;31.445;20.505;136.554;9.329;30.254;513;173;261.917;135;3.592;2.918;5.776;11.558;10.225;94.987;9.608;39.143;492;118;178.552;839;10.937;9.366;24.423;43.003;30.730;231.541;18.937;69.397;1.005;291;440.469
;00:Até 0,50;0;1;5;105;43;493;166;3;13;1;0;830;1;5;5;62;18;437;140;5;15;3;0;691;1;6;10;167;61;930;306;8;28;4;0;1.521
;01:0,51 a 1,00;15;178;154;528;689;1.277;1.434;76;250;6;2;4.609;6;83;64;265;403;1.015;1.814;120;357;5;3;4.135;21;261;218;793;1.092;2.292;3.248;196;607;11;5;8.744
;02:1,01 a 1,50;301;1.681;1.651;5.924;8.993;7.432;29.436;752;629;19;8;56.826;93;1.399;1.294;3.389;7.000;5.480;34.711;1.445;1.007;29;2;55.849;394;3.080;2.945;9.313;15.993;12.912;64.147;2.197;1.636;48;10;112.675
;03:1,51 a 2,00;195;1.385;1.422;3.972;5.675;4.218;28.552;820;856;30;6;47.131;23;304;583;712;1.220;1.299;18.336;1.240;1.190;29;8;24.944;218;1.689;2.005;4.684;6.895;5.517;46.888;2.060;2.046;59;14;72.075
;04:2,01 a 3,00;127;1.550;1.735;3.919;6.432;3.899;33.432;1.709;4.412;38;15;57.268;7;920;792;926;1.884;1.374;20.419;2.430;8.688;52;15;37.507;134;2.470;2.527;4.845;8.316;5.273;53.851;4.139;13.100;90;30;94.775
;05:3,01 a 4,00;33;1.195;634;1.712;3.188;1.322;16.493;1.339;2.427;45;12;28.400;2;646;102;189;406;265;9.041;1.471;4.328;57;7;16.514;35;1.841;736;1.901;3.594;1.587;25.534;2.810;6.755;102;19;44.914
;06:4,01 a 5,00;8;827;405;1.184;2.840;765;9.405;1.079;2.301;36;8;18.858;0;128;45;97;275;124;3.529;903;3.911;39;5;9.056;8;955;450;1.281;3.115;889;12.934;1.982;6.212;75;13;27.914
;07:5,01 a 7,00;8;224;195;790;1.791;478;8.190;1.410;3.822;58;25;16.991;0;42;9;46;152;100;3.966;1.017;6.304;64;18;11.718;8;266;204;836;1.943;578;12.156;2.427;10.126;122;43;28.709
;08:7,01 a 10,00;1;147;81;269;955;291;4.877;1.041;4.536;53;24;12.275;0;28;12;17;85;53;1.635;593;6.111;60;16;8.610;1;175;93;286;1.040;344;6.512;1.634;10.647;113;40;20.885
;09:10,01 a 15,00;4;67;47;67;387;152;2.413;578;4.174;87;15;7.991;0;9;2;6;26;23;628;244;3.545;85;16;4.584;4;76;49;73;413;175;3.041;822;7.719;172;31;12.575
;10:15,01 a 20,00;0;17;26;27;136;30;841;277;2.512;41;21;3.928;0;2;0;2;6;6;220;60;1.622;29;6;1.953;0;19;26;29;142;36;1.061;337;4.134;70;27;5.881
;11:Mais de 20,00;2;25;21;23;93;40;604;229;4.176;74;30;5.317;0;0;0;1;10;5;134;49;1.913;19;12;2.143;2;25;21;24;103;45;738;278;6.089;93;42;7.460
;{ñ class};10;48;72;127;223;108;711;16;146;25;7;1.493;3;26;10;64;73;44;414;31;152;21;10;848;13;74;82;191;296;152;1.125;47;298;46;17;2.341
140010:Boa Vista - RR;Total;132;782;1.069;2.196;4.408;1.752;10.689;691;3.047;76;15;24.857;57;437;695;1.468;2.748;939;10.556;872;3.697;110;4;21.583;189;1.219;1.764;3.664;7.156;2.691;21.245;1.563;6.744;186;19;46.440
;00:Até 0,50;0;1;1;5;6;15;16;0;3;0;0;47;0;0;0;3;2;21;8;1;4;0;0;39;0;1;1;8;8;36;24;1;7;0;0;86
;01:0,51 a 1,00;3;18;38;102;196;100;377;29;25;0;0;888;10;30;81;108;326;116;539;50;32;2;0;1.294;13;48;119;210;522;216;916;79;57;2;0;2.182
;02:1,01 a 1,50;80;301;325;663;1.630;889;4.350;128;164;3;0;8.533;42;189;507;470;1.377;595;4.856;218;310;3;0;8.567;122;490;832;1.133;3.007;1.484;9.206;346;474;6;0;17.100
;03:1,51 a 2,00;26;105;179;244;461;360;1.380;91;157;4;0;3.007;3;24;37;80;119;81;962;138;158;2;0;1.604;29;129;216;324;580;441;2.342;229;315;6;0;4.611
;04:2,01 a 3,00;15;135;295;362;758;249;1.297;116;251;26;0;3.504;0;13;36;100;145;59;1.034;140;464;39;0;2.030;15;148;331;462;903;308;2.331;256;715;65;0;5.534
;05:3,01 a 4,00;2;38;92;119;238;69;586;55;285;15;0;1.499;0;9;9;73;67;32;530;87;308;39;0;1.154;2;47;101;192;305;101;1.116;142;593;54;0;2.653
;06:4,01 a 5,00;0;49;40;171;269;25;470;93;219;3;0;1.339;0;69;13;267;167;9;493;79;297;1;0;1.395;0;118;53;438;436;34;963;172;516;4;0;2.734
;07:5,01 a 7,00;0;107;52;390;566;11;1.100;80;309;6;2;2.623;0;86;4;326;505;7;1.485;85;462;8;0;2.968;0;193;56;716;1.071;18;2.585;165;771;14;2;5.591
;08:7,01 a 10,00;0;10;17;65;148;8;492;56;612;2;0;1.410;0;2;2;16;24;4;453;49;972;5;0;1.527;0;12;19;81;172;12;945;105;1.584;7;0;2.937
;09:10,01 a 15,00;0;1;7;12;55;1;321;19;394;5;0;815;0;1;1;16;8;5;78;17;376;8;0;510;0;2;8;28;63;6;399;36;770;13;0;1.325
;10:15,01 a 20,00;0;3;1;8;16;3;96;11;250;5;2;395;0;2;0;1;0;0;18;5;148;3;1;178;0;5;1;9;16;3;114;16;398;8;3;573
;11:Mais de 20,00;0;2;2;20;16;0;142;10;370;6;11;579;0;0;1;3;3;1;63;1;163;0;3;238;0;2;3;23;19;1;205;11;533;6;14;817
;{ñ class};6;12;20;35;49;22;62;3;8;1;0;218;2;12;4;5;5;9;37;2;3;0;0;79;8;24;24;40;54;31;99;5;11;1;0;297
150140:Belém - PA;Total;854;4.993;5.919;19.136;37.496;20.176;84.400;5.902;32.548;658;173;212.255;133;777;797;6.939;11.426;7.727;68.639;6.156;41.951;942;135;145.622;987;5.770;6.716;26.075;48.922;27.903;153.039;12.058;74.499;1.600;308;357.877
;00:Até 0,50;2;4;291;104;71;377;143;28;91;0;0;1.111;0;3;4;61;65;318;246;17;82;1;1;798;2;7;295;165;136;695;389;45;173;1;1;1.909
;01:0,51 a 1,00;65;287;523;915;1.630;1.182;4.455;185;461;5;5;9.713;8;72;83;1.187;1.194;776;4.654;213;425;12;4;8.628;73;359;606;2.102;2.824;1.958;9.109;398;886;17;9;18.341
;02:1,01 a 1,50;426;2.237;2.066;7.804;13.807;7.560;26.371;975;946;37;24;62.253;109;491;471;4.240;6.734;4.205;29.406;1.455;1.804;47;13;48.975;535;2.728;2.537;12.044;20.541;11.765;55.777;2.430;2.750;84;37;111.228
;03:1,51 a 2,00;180;1.202;1.303;4.517;6.801;3.388;14.259;765;1.311;29;11;33.766;8;113;114;557;1.340;893;11.688;1.076;2.151;41;9;17.990;188;1.315;1.417;5.074;8.141;4.281;25.947;1.841;3.462;70;20;51.756
;04:2,01 a 3,00;134;589;803;2.681;6.335;2.874;16.210;1.071;3.328;77;3;34.105;7;32;50;504;965;689;9.649;1.201;5.301;195;8;18.601;141;621;853;3.185;7.300;3.563;25.859;2.272;8.629;272;11;52.706
;05:3,01 a 4,00;21;147;249;1.198;4.071;2.852;8.718;724;2.881;56;6;20.923;0;5;12;126;457;486;5.338;812;4.723;82;9;12.050;21;152;261;1.324;4.528;3.338;14.056;1.536;7.604;138;15;32.973
;06:4,01 a 5,00;4;93;94;482;1.569;694;3.973;515;3.675;66;4;11.169;0;10;16;82;202;117;2.595;543;5.933;94;9;9.601;4;103;110;564;1.771;811;6.568;1.058;9.608;160;13;20.770
;07:5,01 a 7,00;5;194;113;749;1.501;460;4.876;670;6.153;106;8;14.835;0;16;10;90;234;111;2.856;424;8.679;152;10;12.582;5;210;123;839;1.735;571;7.732;1.094;14.832;258;18;27.417
;08:7,01 a 10,00;2;71;46;245;772;341;2.636;483;4.683;97;13;9.389;0;4;3;14;60;54;1.205;234;5.972;169;11;7.726;2;75;49;259;832;395;3.841;717;10.655;266;24;17.115
;09:10,01 a 15,00;0;9;13;53;292;211;1.305;261;3.433;72;23;5.672;0;0;3;4;20;13;414;118;3.107;84;21;3.784;0;9;16;57;312;224;1.719;379;6.540;156;44;9.456
;10:15,01 a 20,00;0;2;3;5;53;26;487;111;2.238;52;21;2.998;0;0;0;0;3;1;110;21;1.512;41;16;1.704;0;2;3;5;56;27;597;132;3.750;93;37;4.702
;11:Mais de 20,00;0;0;2;7;30;10;476;98;3.213;48;54;3.938;0;0;0;0;2;0;131;33;2.159;20;23;2.368;0;0;2;7;32;10;607;131;5.372;68;77;6.306
;{ñ class};15;158;413;376;564;201;491;16;135;13;1;2.383;1;31;31;74;150;64;347;9;103;4;1;815;16;189;444;450;714;265;838;25;238;17;2;3.198
160030:Macapá - AP;Total;216;837;825;2.591;4.632;2.881;25.873;1.080;4.445;63;18;43.461;64;223;193;887;2.565;1.293;25.690;1.153;5.261;55;13;37.397;280;1.060;1.018;3.478;7.197;4.174;51.563;2.233;9.706;118;31;80.858
;00:Até 0,50;0;0;0;16;7;99;47;5;7;1;0;182;0;0;2;19;9;87;59;5;10;0;0;191;0;0;2;35;16;186;106;10;17;1;0;373
;01:0,51 a 1,00;27;56;63;150;286;277;1.056;45;48;3;0;2.011;5;11;10;53;134;218;1.066;80;66;1;0;1.644;32;67;73;203;420;495;2.122;125;114;4;0;3.655
;02:1,01 a 1,50;116;324;327;913;1.665;1.070;5.757;242;109;6;0;10.529;23;86;101;317;943;632;5.908;346;245;4;0;8.605;139;410;428;1.230;2.608;1.702;11.665;588;354;10;0;19.134
;03:1,51 a 2,00;55;232;237;533;1.034;835;3.364;144;122;4;0;6.560;32;60;66;234;659;268;2.592;207;242;3;1;4.364;87;292;303;767;1.693;1.103;5.956;351;364;7;1;10.924
;04:2,01 a 3,00;15;69;125;324;649;434;3.065;174;327;7;2;5.191;2;2;5;16;55;47;2.161;187;450;2;0;2.927;17;71;130;340;704;481;5.226;361;777;9;2;8.118
;05:3,01 a 4,00;0;22;31;116;211;86;1.871;130;342;5;1;2.815;0;5;0;7;27;11;1.322;106;415;5;0;1.898;0;27;31;123;238;97;3.193;236;757;10;1;4.713
;06:4,01 a 5,00;0;29;7;66;136;20;1.649;73;278;1;0;2.259;1;24;4;59;267;12;2.305;55;422;5;0;3.154;1;53;11;125;403;32;3.954;128;700;6;0;5.413
;07:5,01 a 7,00;0;89;20;399;488;25;4.895;110;988;11;1;7.026;0;28;0;143;376;5;6.270;68;1.307;5;3;8.205;0;117;20;542;864;30;11.165;178;2.295;16;4;15.231
;08:7,01 a 10,00;0;8;5;40;79;13;2.240;77;736;4;2;3.204;0;6;4;37;74;6;2.673;41;898;5;2;3.746;0;14;9;77;153;19;4.913;118;1.634;9;4;6.950
;09:10,01 a 15,00;0;2;0;5;20;6;1.056;49;478;7;0;1.623;0;0;0;0;6;2;941;36;666;16;2;1.669;0;2;0;5;26;8;1.997;85;1.144;23;2;3.292
;10:15,01 a 20,00;0;1;0;0;3;4;279;15;442;7;5;756;0;0;1;1;2;1;130;10;285;5;2;437;0;1;1;1;5;5;409;25;727;12;7;1.193
;11:Mais de 20,00;0;0;0;5;33;2;550;12;533;7;7;1.149;0;0;0;0;7;2;226;6;231;3;2;477;0;0;0;5;40;4;776;18;764;10;9;1.626
;{ñ class};3;5;10;24;21;10;44;4;35;0;0;156;1;1;0;1;6;2;37;6;24;1;1;80;4;6;10;25;27;12;81;10;59;1;1;236
172100:Palmas - TO;Total;438;1.727;829;2.137;7.528;2.619;25.186;1.023;10.636;53;22;52.198;1.348;1.519;153;466;4.170;1.129;24.489;1.085;17.201;46;16;51.622;1.786;3.246;982;2.603;11.698;3.748;49.675;2.108;27.837;99;38;103.820
;00:Até 0,50;0;1;0;2;7;5;20;1;23;0;0;59;2;0;1;1;2;7;18;2;65;0;0;98;2;1;1;3;9;12;38;3;88;0;0;157
;01:0,51 a 1,00;13;69;55;181;227;133;624;36;83;0;0;1.421;8;34;9;99;156;130;899;44;196;0;1;1.576;21;103;64;280;383;263;1.523;80;279;0;1;2.997
;02:1,01 a 1,50;234;1.175;344;879;3.456;1.255;5.858;138;306;2;2;13.649;715;1.415;95;264;2.980;656;6.847;252;916;5;2;14.147;949;2.590;439;1.143;6.436;1.911;12.705;390;1.222;7;4;27.796
;03:1,51 a 2,00;152;177;234;455;1.734;512;3.279;144;346;1;2;7.036;613;34;19;41;288;110;2.962;225;860;1;1;5.154;765;211;253;496;2.022;622;6.241;369;1.206;2;3;12.190
;04:2,01 a 3,00;25;217;121;376;1.381;379;4.762;207;1.137;1;0;8.606;8;20;19;27;450;72;5.552;234;3.128;2;1;9.513;33;237;140;403;1.831;451;10.314;441;4.265;3;1;18.119
;05:3,01 a 4,00;7;36;38;109;353;118;3.853;141;1.090;1;2;5.748;1;7;3;16;157;45;2.493;103;2.295;3;0;5.123;8;43;41;125;510;163;6.346;244;3.385;4;2;10.871
;06:4,01 a 5,00;1;24;15;36;140;72;2.863;95;731;1;2;3.980;0;5;4;5;67;18;3.521;73;1.453;3;4;5.153;1;29;19;41;207;90;6.384;168;2.184;4;6;9.133
;07:5,01 a 7,00;1;4;4;51;132;65;2.392;86;2.586;7;2;5.330;0;0;1;7;50;44;1.322;68;4.933;7;1;6.433;1;4;5;58;182;109;3.714;154;7.519;14;3;11.763
;08:7,01 a 10,00;0;4;5;19;47;46;906;72;1.487;6;4;2.596;0;2;1;2;16;29;633;49;1.744;2;1;2.479;0;6;6;21;63;75;1.539;121;3.231;8;5;5.075
;09:10,01 a 15,00;0;0;3;1;15;13;169;62;1.175;11;5;1.454;0;0;1;0;2;13;59;25;848;7;3;958;0;0;4;1;17;26;228;87;2.023;18;8;2.412
;10:15,01 a 20,00;0;6;0;1;3;7;341;19;852;13;2;1.244;0;0;0;1;0;4;85;4;416;10;2;522;0;6;0;2;3;11;426;23;1.268;23;4;1.766
;11:Mais de 20,00;0;0;1;2;4;1;54;20;808;10;1;901;0;0;0;0;0;0;22;3;322;5;0;352;0;0;1;2;4;1;76;23;1.130;15;1;1.253
;{ñ class};5;14;9;25;29;13;65;2;12;0;0;174;1;2;0;3;2;1;76;3;25;1;0;114;6;16;9;28;31;14;141;5;37;1;0;288
211130:São Luiz - MA;Total;523;4.884;5.693;7.526;16.496;8.188;94.861;3.935;18.431;652;60;161.249;68;1.410;1.929;902;2.644;2.035;72.111;5.301;28.816;911;33;116.160;591;6.294;7.622;8.428;19.140;10.223;166.972;9.236;47.247;1.563;93;277.409
;00:Até 0,50;19;142;31;6;11;19;54;8;60;0;0;350;0;2;3;1;17;20;91;10;68;0;0;212;19;144;34;7;28;39;145;18;128;0;0;562
;01:0,51 a 1,00;42;410;225;274;489;410;3.962;92;208;2;0;6.114;16;46;30;51;235;259;4.916;126;281;15;0;5.975;58;456;255;325;724;669;8.878;218;489;17;0;12.089
;02:1,01 a 1,50;332;2.219;2.230;3.408;7.127;3.758;35.294;741;899;132;1;56.141;44;1.155;1.347;698;1.858;1.423;32.876;1.312;1.765;305;0;42.783;376;3.374;3.577;4.106;8.985;5.181;68.170;2.053;2.664;437;1;98.924
;03:1,51 a 2,00;75;547;783;1.367;2.691;1.399;15.687;399;668;27;4;23.647;6;111;212;70;190;148;8.926;776;1.861;93;1;12.394;81;658;995;1.437;2.881;1.547;24.613;1.175;2.529;120;5;36.041
;04:2,01 a 3,00;18;726;1.177;919;2.569;1.456;14.375;596;1.345;120;3;23.304;1;80;128;19;117;110;11.337;1.783;5.672;111;0;19.358;19;806;1.305;938;2.686;1.566;25.712;2.379;7.017;231;3;42.662
;05:3,01 a 4,00;15;161;320;512;1.304;436;7.375;497;3.607;62;4;14.293;0;5;74;8;45;15;5.842;447;5.006;55;1;11.498;15;166;394;520;1.349;451;13.217;944;8.613;117;5;25.791
;06:4,01 a 5,00;5;275;561;293;722;352;6.181;518;2.453;110;6;11.476;0;4;50;15;49;17;2.096;296;5.304;118;2;7.951;5;279;611;308;771;369;8.277;814;7.757;228;8;19.427
;07:5,01 a 7,00;3;280;180;509;1.043;167;6.241;433;2.004;37;4;10.901;0;1;40;25;69;14;3.592;226;3.542;52;6;7.567;3;281;220;534;1.112;181;9.833;659;5.546;89;10;18.468
;08:7,01 a 10,00;0;22;55;102;205;64;2.766;285;2.107;48;12;5.666;0;1;13;0;16;8;1.228;147;2.314;67;7;3.801;0;23;68;102;221;72;3.994;432;4.421;115;19;9.467
;09:10,01 a 15,00;0;18;35;30;82;39;1.387;175;1.732;58;5;3.561;0;1;14;0;13;4;554;67;1.351;58;5;2.067;0;19;49;30;95;43;1.941;242;3.083;116;10;5.628
;10:15,01 a 20,00;0;5;18;4;31;20;597;97;1.318;33;8;2.131;0;0;6;0;3;2;301;74;689;21;5;1.101;0;5;24;4;34;22;898;171;2.007;54;13;3.232
;11:Mais de 20,00;0;1;13;3;19;11;489;78;1.955;20;12;2.601;0;0;3;0;3;0;170;31;900;8;6;1.121;0;1;16;3;22;11;659;109;2.855;28;18;3.722
;{ñ class};14;78;65;99;203;57;453;16;75;3;1;1.064;1;4;9;15;29;15;182;6;63;8;0;332;15;82;74;114;232;72;635;22;138;11;1;1.396
221100:Terezina - PI;Total;1.569;11.521;7.077;10.860;16.827;10.475;44.468;4.177;20.474;123;55;127.626;349;2.193;1.496;2.430;5.829;5.160;36.333;10.572;31.616;154;37;96.169;1.918;13.714;8.573;13.290;22.656;15.635;80.801;14.749;52.090;277;92;223.795
;00:Até 0,50;50;68;27;46;42;150;88;23;175;0;0;669;0;5;7;33;27;124;78;18;111;2;0;405;50;73;34;79;69;274;166;41;286;2;0;1.074
;01:0,51 a 1,00;137;625;539;817;1.014;761;1.881;163;490;4;0;6.431;10;63;68;231;533;418;1.866;232;941;3;0;4.365;147;688;607;1.048;1.547;1.179;3.747;395;1.431;7;0;10.796
;02:1,01 a 1,50;793;5.152;4.172;6.689;9.257;6.379;18.938;1.585;1.820;15;0;54.800;286;1.637;918;1.929;3.961;3.354;18.582;4.181;2.568;9;1;37.426;1.079;6.789;5.090;8.618;13.218;9.733;37.520;5.766;4.388;24;1;92.226
;03:1,51 a 2,00;172;1.331;1.193;1.744;2.699;1.602;6.925;605;2.708;6;1;18.986;27;192;296;162;516;569;5.137;1.107;4.556;5;0;12.567;199;1.523;1.489;1.906;3.215;2.171;12.062;1.712;7.264;11;1;31.553
;04:2,01 a 3,00;84;872;842;810;1.676;934;5.755;758;3.051;10;0;14.792;24;106;182;36;380;509;4.826;1.805;4.751;8;1;12.628;108;978;1.024;846;2.056;1.443;10.581;2.563;7.802;18;1;27.420
;05:3,01 a 4,00;194;2.454;132;189;1.029;295;2.925;420;3.545;7;1;11.191;2;52;13;7;183;89;1.918;2.791;9.554;19;1;14.629;196;2.506;145;196;1.212;384;4.843;3.211;13.099;26;2;25.820
;06:4,01 a 5,00;77;352;45;93;225;78;1.327;165;1.434;5;5;3.806;0;32;3;8;44;13;892;172;2.907;7;2;4.080;77;384;48;101;269;91;2.219;337;4.341;12;7;7.886
;07:5,01 a 7,00;41;443;43;295;536;117;2.852;143;1.941;12;2;6.425;0;80;2;11;109;27;1.370;123;2.407;11;1;4.141;41;523;45;306;645;144;4.222;266;4.348;23;3;10.566
;08:7,01 a 10,00;3;103;22;82;184;60;1.887;143;1.808;7;4;4.303;0;11;0;3;40;11;764;59;1.607;28;11;2.534;3;114;22;85;224;71;2.651;202;3.415;35;15;6.837
;09:10,01 a 15,00;0;43;8;18;44;23;873;89;1.321;22;6;2.447;0;7;1;0;7;5;454;37;1.001;31;3;1.546;0;50;9;18;51;28;1.327;126;2.322;53;9;3.993
;10:15,01 a 20,00;0;2;2;1;7;5;409;28;845;12;15;1.326;0;1;0;0;1;0;154;14;504;21;9;704;0;3;2;1;8;5;563;42;1.349;33;24;2.030
;11:Mais de 20,00;0;2;1;0;2;2;481;33;1.219;19;19;1.778;0;1;0;0;1;0;203;14;631;8;7;865;0;3;1;0;3;2;684;47;1.850;27;26;2.643
;{ñ class};18;74;51;76;112;69;127;22;117;4;2;672;0;6;6;10;27;41;89;19;78;2;1;279;18;80;57;86;139;110;216;41;195;6;3;951
230440:Fortaleza - CE;Total;2.981;15.159;11.337;26.929;62.294;28.093;140.351;14.065;38.720;4.807;275;345.011;296;4.305;4.524;12.736;27.752;17.448;120.339;15.510;54.138;12.329;302;269.679;3.277;19.464;15.861;39.665;90.046;45.541;260.690;29.575;92.858;17.136;577;614.690
