;;Sexo Trabalhador;Escolaridade após 2005
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;01:Analfabeto;02:Até 5ª Incompleto;03:5ª Completo Fundamental;04:6ª a 9ª Fundamental;05:Fundamental Completo;06:Médio Incompleto;07:Médio Completo;08:Superior Incompleto;09:Superior Completo;10:Mestrado;11:Doutorado;Total;01:Analfabeto;02:Até 5ª Incompleto;03:5ª Completo Fundamental;04:6ª a 9ª Fundamental;05:Fundamental Completo;06:Médio Incompleto;07:Médio Completo;08:Superior Incompleto;09:Superior Completo;10:Mestrado;11:Doutorado;Total;01:Analfabeto;02:Até 5ª Incompleto;03:5ª Completo Fundamental;04:6ª a 9ª Fundamental;05:Fundamental Completo;06:Médio Incompleto;07:Médio Completo;08:Superior Incompleto;09:Superior Completo;10:Mestrado;11:Doutorado;Total
;09:10,01 a 15,00;0;5;3;2;13;3;1.535;28;1.465;167;148;3.369;0;3;0;0;9;2;312;7;1.388;137;141;1.999;0;8;3;2;22;5;1.847;35;2.853;304;289;5.368
;10:15,01 a 20,00;0;0;0;0;8;0;391;18;1.013;63;18;1.511;0;0;0;0;0;0;49;4;677;52;36;818;0;0;0;0;8;0;440;22;1.690;115;54;2.329
;11:Mais de 20,00;0;0;0;0;0;1;257;5;1.493;38;39;1.833;0;0;0;0;0;0;69;4;694;10;15;792;0;0;0;0;0;1;326;9;2.187;48;54;2.625
;{ñ class};0;42;12;31;70;32;205;2;59;10;1;464;0;7;1;9;14;3;120;2;72;9;1;238;0;49;13;40;84;35;325;4;131;19;2;702
211130:São Luiz - MA;Total;287;2.784;3.182;4.187;10.447;5.616;115.882;6.019;37.757;889;207;187.257;49;982;1.159;1.183;3.156;2.505;79.328;7.022;56.372;1.120;202;153.078;336;3.766;4.341;5.370;13.603;8.121;195.210;13.041;94.129;2.009;409;340.335
;00:Até 0,50;0;6;5;8;34;88;517;66;845;1;0;1.570;1;2;8;11;35;90;830;91;1.358;5;0;2.431;1;8;13;19;69;178;1.347;157;2.203;6;0;4.001
;01:0,51 a 1,00;9;162;166;167;366;384;4.204;212;743;26;1;6.440;3;96;116;146;304;358;5.739;391;1.342;33;2;8.530;12;258;282;313;670;742;9.943;603;2.085;59;3;14.970
;02:1,01 a 1,50;173;855;800;1.770;4.176;2.343;42.389;1.146;1.993;50;9;55.704;42;198;413;833;2.008;1.537;43.468;1.893;4.799;49;5;55.245;215;1.053;1.213;2.603;6.184;3.880;85.857;3.039;6.792;99;14;110.949
;03:1,51 a 2,00;64;615;596;1.088;2.744;1.365;24.300;721;2.215;38;2;33.748;1;311;281;100;320;251;12.179;1.133;4.375;53;2;19.006;65;926;877;1.188;3.064;1.616;36.479;1.854;6.590;91;4;52.754
;04:2,01 a 3,00;12;333;536;505;1.412;727;18.695;865;3.468;82;7;26.642;1;173;208;21;173;136;8.581;1.130;7.614;111;9;18.157;13;506;744;526;1.585;863;27.276;1.995;11.082;193;16;44.799
;05:3,01 a 4,00;2;380;433;142;375;260;7.350;643;6.822;78;12;16.497;0;44;51;11;71;40;2.864;631;9.687;120;7;13.526;2;424;484;153;446;300;10.214;1.274;16.509;198;19;30.023
;06:4,01 a 5,00;1;71;77;58;194;68;4.865;746;4.262;106;14;10.462;0;100;19;6;77;21;1.759;885;10.769;145;22;13.803;1;171;96;64;271;89;6.624;1.631;15.031;251;36;24.265
;07:5,01 a 7,00;0;126;167;164;426;103;6.319;863;5.859;79;20;14.126;0;32;13;8;35;9;1.738;518;7.384;180;27;9.944;0;158;180;172;461;112;8.057;1.381;13.243;259;47;24.070
;08:7,01 a 10,00;0;82;137;40;173;79;3.464;397;4.464;163;29;9.028;0;10;7;0;29;3;654;191;4.714;190;35;5.833;0;92;144;40;202;82;4.118;588;9.178;353;64;14.861
;09:10,01 a 15,00;0;14;17;12;50;11;1.184;195;2.972;127;35;4.617;0;7;6;0;19;0;309;69;2.158;114;31;2.713;0;21;23;12;69;11;1.493;264;5.130;241;66;7.330
;10:15,01 a 20,00;0;11;10;2;5;6;545;90;1.786;69;37;2.561;0;0;2;0;1;5;285;57;1.084;82;42;1.558;0;11;12;2;6;11;830;147;2.870;151;79;4.119
;11:Mais de 20,00;0;5;2;0;3;1;115;44;2.170;43;39;2.422;0;0;0;0;1;0;20;6;923;27;20;997;0;5;2;0;4;1;135;50;3.093;70;59;3.419
;{ñ class};26;124;236;231;489;181;1.935;31;158;27;2;3.440;1;9;35;47;83;55;902;27;165;11;0;1.335;27;133;271;278;572;236;2.837;58;323;38;2;4.775
221100:Terezina - PI;Total;729;9.952;2.964;6.732;14.717;9.886;70.674;5.319;28.029;2.467;327;151.796;80;3.257;552;1.606;5.570;4.257;60.046;5.482;38.245;4.975;272;124.342;809;13.209;3.516;8.338;20.287;14.143;130.720;10.801;66.274;7.442;599;276.138
;00:Até 0,50;4;19;9;35;48;334;292;22;197;8;0;968;0;4;7;21;28;298;333;24;142;14;0;871;4;23;16;56;76;632;625;46;339;22;0;1.839
;01:0,51 a 1,00;62;165;102;261;369;755;2.301;146;1.670;37;3;5.871;10;40;23;128;206;553;2.728;242;2.527;44;1;6.502;72;205;125;389;575;1.308;5.029;388;4.197;81;4;12.373
;02:1,01 a 1,50;449;3.457;1.660;3.800;8.177;5.425;36.844;1.825;2.789;120;4;64.550;64;2.211;455;1.292;4.272;2.851;36.691;2.769;5.878;206;10;56.699;513;5.668;2.115;5.092;12.449;8.276;73.535;4.594;8.667;326;14;121.249
;03:1,51 a 2,00;93;1.456;549;1.253;2.543;1.780;12.856;833;3.041;160;5;24.569;3;473;30;90;521;286;8.931;987;4.294;315;4;15.934;96;1.929;579;1.343;3.064;2.066;21.787;1.820;7.335;475;9;40.503
;04:2,01 a 3,00;48;942;358;720;1.410;843;8.804;793;3.017;272;14;17.221;0;272;8;28;235;121;5.570;813;4.788;640;19;12.494;48;1.214;366;748;1.645;964;14.374;1.606;7.805;912;33;29.715
;05:3,01 a 4,00;22;1.391;53;150;598;225;3.323;833;3.263;299;17;10.174;0;50;2;5;63;31;2.531;302;4.431;515;9;7.939;22;1.441;55;155;661;256;5.854;1.135;7.694;814;26;18.113
;06:4,01 a 5,00;10;967;18;55;346;91;1.357;311;2.799;844;22;6.820;0;44;0;4;28;11;859;125;5.982;2.407;14;9.474;10;1.011;18;59;374;102;2.216;436;8.781;3.251;36;16.294
;07:5,01 a 7,00;1;354;28;107;304;61;1.444;262;2.189;204;34;4.988;1;10;1;5;19;5;848;94;3.665;366;34;5.048;2;364;29;112;323;66;2.292;356;5.854;570;68;10.036
;08:7,01 a 10,00;0;679;16;74;371;72;1.013;145;2.741;204;32;5.347;0;82;1;1;50;13;418;63;2.635;261;24;3.548;0;761;17;75;421;85;1.431;208;5.376;465;56;8.895
;09:10,01 a 15,00;0;331;11;29;216;67;1.389;70;3.020;208;120;5.461;0;49;1;0;75;22;587;30;2.128;156;114;3.162;0;380;12;29;291;89;1.976;100;5.148;364;234;8.623
;10:15,01 a 20,00;0;19;0;0;17;23;274;35;1.598;66;29;2.061;0;0;0;0;0;1;106;7;836;25;28;1.003;0;19;0;0;17;24;380;42;2.434;91;57;3.064
;11:Mais de 20,00;0;5;2;1;2;3;82;4;1.561;41;45;1.746;0;0;0;0;1;0;43;3;802;19;15;883;0;5;2;1;3;3;125;7;2.363;60;60;2.629
;{ñ class};40;167;158;247;316;207;695;40;144;4;2;2.020;2;22;24;32;72;65;401;23;137;7;0;785;42;189;182;279;388;272;1.096;63;281;11;2;2.805
230440:Fortaleza - CE;Total;1.527;9.351;6.459;20.321;38.748;23.469;239.837;18.303;71.479;3.701;1.135;434.330;274;1.852;2.052;7.641;15.113;10.739;172.076;18.434;100.473;4.342;1.086;334.082;1.801;11.203;8.511;27.962;53.861;34.208;411.913;36.737;171.952;8.043;2.221;768.412
;00:Até 0,50;11;24;10;56;147;507;1.255;242;915;24;3;3.194;2;11;8;31;90;448;1.352;209;960;28;5;3.144;13;35;18;87;237;955;2.607;451;1.875;52;8;6.338
;01:0,51 a 1,00;151;421;287;764;1.733;1.569;9.512;836;2.850;122;24;18.269;23;105;107;419;868;1.118;10.829;1.022;3.861;128;24;18.504;174;526;394;1.183;2.601;2.687;20.341;1.858;6.711;250;48;36.773
;02:1,01 a 1,50;981;4.446;3.303;11.029;21.297;13.435;113.987;4.590;6.320;186;23;179.597;223;1.363;1.694;5.586;12.125;7.544;111.264;7.481;13.971;284;29;161.564;1.204;5.809;4.997;16.615;33.422;20.979;225.251;12.071;20.291;470;52;341.161
;03:1,51 a 2,00;252;2.280;1.506;4.574;7.686;4.015;43.738;2.585;5.370;161;32;72.199;14;187;135;904;892;829;23.210;3.308;9.746;201;25;39.451;266;2.467;1.641;5.478;8.578;4.844;66.948;5.893;15.116;362;57;111.650
;04:2,01 a 3,00;74;1.224;832;2.277;4.098;2.204;31.577;3.140;9.548;346;55;55.375;0;51;26;269;419;389;13.064;3.044;16.558;464;47;34.331;74;1.275;858;2.546;4.517;2.593;44.641;6.184;26.106;810;102;89.706
;05:3,01 a 4,00;7;304;187;493;1.081;537;16.388;2.752;8.066;312;65;30.192;0;23;15;127;160;110;4.222;1.252;13.443;418;67;19.837;7;327;202;620;1.241;647;20.610;4.004;21.509;730;132;50.029
;06:4,01 a 5,00;4;120;71;211;641;286;8.550;1.761;6.604;275;58;18.581;0;23;9;42;112;54;2.315;813;8.766;383;65;12.582;4;143;80;253;753;340;10.865;2.574;15.370;658;123;31.163
;07:5,01 a 7,00;1;150;39;305;1.093;419;8.304;1.180;9.219;583;117;21.410;0;20;2;91;148;61;2.810;711;12.817;833;116;17.609;1;170;41;396;1.241;480;11.114;1.891;22.036;1.416;233;39.019
;08:7,01 a 10,00;3;68;12;91;163;84;2.256;522;6.887;610;131;10.827;0;5;0;41;33;17;927;255;8.593;715;139;10.725;3;73;12;132;196;101;3.183;777;15.480;1.325;270;21.552
;09:10,01 a 15,00;0;19;5;65;62;23;1.149;298;6.358;501;322;8.802;0;0;0;10;11;7;388;131;5.377;531;328;6.783;0;19;5;75;73;30;1.537;429;11.735;1.032;650;15.585
;10:15,01 a 20,00;0;2;1;11;25;6;617;124;3.876;261;159;5.082;0;0;0;4;3;2;171;59;2.497;209;148;3.093;0;2;1;15;28;8;788;183;6.373;470;307;8.175
;11:Mais de 20,00;0;5;1;4;17;25;350;94;4.734;286;139;5.655;0;0;0;0;2;1;100;19;2.717;112;86;3.037;0;5;1;4;19;26;450;113;7.451;398;225;8.692
;{ñ class};43;288;205;441;705;359;2.154;179;732;34;7;5.147;12;64;56;117;250;159;1.424;130;1.167;36;7;3.422;55;352;261;558;955;518;3.578;309;1.899;70;14;8.569
240810:Natal - RN;Total;564;3.577;3.671;8.594;10.725;11.196;87.638;5.441;32.823;1.171;462;165.862;115;1.293;1.409;4.872;4.103;5.412;64.986;4.756;41.953;1.067;388;130.354;679;4.870;5.080;13.466;14.828;16.608;152.624;10.197;74.776;2.238;850;296.216
;00:Até 0,50;1;10;14;81;37;453;743;57;245;2;1;1.644;0;14;12;71;56;547;1.020;52;179;9;2;1.962;1;24;26;152;93;1.000;1.763;109;424;11;3;3.606
;01:0,51 a 1,00;31;158;82;239;609;570;2.875;297;745;19;10;5.635;10;91;71;191;296;476;2.988;207;807;32;6;5.175;41;249;153;430;905;1.046;5.863;504;1.552;51;16;10.810
;02:1,01 a 1,50;385;2.147;1.628;3.599;5.294;5.382;38.572;1.373;2.238;60;11;60.689;84;1.035;900;2.471;3.051;3.580;38.317;2.126;4.817;106;10;56.497;469;3.182;2.528;6.070;8.345;8.962;76.889;3.499;7.055;166;21;117.186
;03:1,51 a 2,00;91;660;806;1.690;2.320;1.719;16.082;725;1.660;38;12;25.803;8;52;200;743;357;405;9.168;801;2.820;64;18;14.636;99;712;1.006;2.433;2.677;2.124;25.250;1.526;4.480;102;30;40.439
;04:2,01 a 3,00;29;347;593;1.012;1.138;1.099;12.994;1.311;5.693;101;22;24.339;2;16;93;871;122;168;6.213;788;9.156;139;35;17.603;31;363;686;1.883;1.260;1.267;19.207;2.099;14.849;240;57;41.942
;05:3,01 a 4,00;6;47;175;318;414;273;5.596;676;5.152;80;15;12.752;4;7;49;321;34;48;2.597;374;7.390;111;30;10.965;10;54;224;639;448;321;8.193;1.050;12.542;191;45;23.717
;06:4,01 a 5,00;0;19;123;424;127;1.081;3.961;306;3.199;84;16;9.340;0;3;8;75;22;30;1.889;141;4.424;96;18;6.706;0;22;131;499;149;1.111;5.850;447;7.623;180;34;16.046
;07:5,01 a 7,00;0;29;85;673;306;282;2.916;255;3.328;97;29;8.000;0;4;11;25;27;27;1.143;107;4.456;115;50;5.965;0;33;96;698;333;309;4.059;362;7.784;212;79;13.965
;08:7,01 a 10,00;0;6;43;316;188;82;1.582;103;2.465;153;37;4.975;0;0;6;10;4;8;394;48;2.701;133;51;3.355;0;6;49;326;192;90;1.976;151;5.166;286;88;8.330
;09:10,01 a 15,00;0;2;37;54;35;48;900;142;3.540;323;127;5.208;0;0;5;8;3;1;296;36;2.610;182;91;3.232;0;2;42;62;38;49;1.196;178;6.150;505;218;8.440
;10:15,01 a 20,00;0;0;10;19;7;11;372;63;2.193;74;91;2.840;0;0;1;1;0;2;86;30;1.395;42;48;1.605;0;0;11;20;7;13;458;93;3.588;116;139;4.445
;11:Mais de 20,00;0;1;3;1;0;8;67;15;2.242;127;87;2.551;0;0;1;0;0;0;13;4;1.028;29;24;1.099;0;1;4;1;0;8;80;19;3.270;156;111;3.650
;{ñ class};21;151;72;168;250;188;978;118;123;13;4;2.086;7;71;52;85;131;120;862;42;170;9;5;1.554;28;222;124;253;381;308;1.840;160;293;22;9;3.640
250750:João Pessoa - PB;Total;755;4.582;3.307;7.801;26.763;7.435;60.519;4.482;32.101;1.108;519;149.372;91;801;834;2.678;24.303;2.996;44.902;4.679;32.468;1.375;580;115.707;846;5.383;4.141;10.479;51.066;10.431;105.421;9.161;64.569;2.483;1.099;265.079
;00:Até 0,50;3;16;8;19;21;54;268;45;288;16;2;740;0;6;6;6;11;60;208;51;231;9;3;591;3;22;14;25;32;114;476;96;519;25;5;1.331
;01:0,51 a 1,00;36;164;145;618;2.775;670;4.886;401;825;36;9;10.565;27;210;164;627;3.415;683;7.150;518;1.020;44;9;13.867;63;374;309;1.245;6.190;1.353;12.036;919;1.845;80;18;24.432
;02:1,01 a 1,50;544;2.798;2.017;4.539;8.848;4.246;31.970;1.454;3.106;39;8;59.569;56;457;588;1.610;8.641;1.891;26.496;2.130;5.948;93;9;47.919;600;3.255;2.605;6.149;17.489;6.137;58.466;3.584;9.054;132;17;107.488
;03:1,51 a 2,00;105;791;584;1.398;3.061;1.368;11.546;811;2.509;71;8;22.252;5;41;34;211;2.170;189;5.964;876;3.537;76;11;13.114;110;832;618;1.609;5.231;1.557;17.510;1.687;6.046;147;19;35.366
;04:2,01 a 3,00;30;449;330;683;5.587;723;6.692;764;10.296;111;29;25.694;0;30;12;78;4.728;78;2.831;632;7.355;192;43;15.979;30;479;342;761;10.315;801;9.523;1.396;17.651;303;72;41.673
;05:3,01 a 4,00;2;94;70;155;1.599;114;1.849;345;3.281;104;45;7.658;0;7;2;41;1.645;16;680;198;4.174;143;51;6.957;2;101;72;196;3.244;130;2.529;543;7.455;247;96;14.615
;06:4,01 a 5,00;1;35;12;106;902;35;794;180;1.797;141;29;4.032;0;2;3;30;813;13;347;100;2.419;195;48;3.970;1;37;15;136;1.715;48;1.141;280;4.216;336;77;8.002
;07:5,01 a 7,00;3;36;19;74;1.360;34;1.084;205;2.358;151;79;5.403;0;10;0;19;1.189;4;490;85;2.143;198;99;4.237;3;46;19;93;2.549;38;1.574;290;4.501;349;178;9.640
;08:7,01 a 10,00;0;48;15;20;1.060;17;451;124;2.279;172;54;4.240;0;16;1;4;858;0;230;35;1.847;182;65;3.238;0;64;16;24;1.918;17;681;159;4.126;354;119;7.478
;09:10,01 a 15,00;0;8;2;15;475;7;217;72;2.343;160;190;3.489;0;3;1;6;358;4;81;17;1.814;160;193;2.637;0;11;3;21;833;11;298;89;4.157;320;383;6.126
;10:15,01 a 20,00;0;2;0;2;457;1;104;29;1.401;65;29;2.090;0;0;0;3;216;0;30;3;994;53;27;1.326;0;2;0;5;673;1;134;32;2.395;118;56;3.416
;11:Mais de 20,00;0;0;0;0;365;1;24;12;1.417;33;37;1.889;0;0;0;0;187;0;7;3;750;15;21;983;0;0;0;0;552;1;31;15;2.167;48;58;2.872
;{ñ class};31;141;105;172;253;165;634;40;201;9;0;1.751;3;19;23;43;72;58;388;31;236;15;1;889;34;160;128;215;325;223;1.022;71;437;24;1;2.640
261160:Recife - PE;Total;921;10.964;8.242;17.685;25.224;18.154;183.942;14.957;80.117;3.496;1.459;365.161;124;2.058;1.497;5.629;6.611;7.262;133.749;13.554;114.465;4.314;1.548;290.811;1.045;13.022;9.739;23.314;31.835;25.416;317.691;28.511;194.582;7.810;3.007;655.972
;00:Até 0,50;0;126;30;111;65;515;1.648;121;343;23;5;2.987;1;23;16;75;43;471;2.072;159;388;24;5;3.277;1;149;46;186;108;986;3.720;280;731;47;10;6.264
;01:0,51 a 1,00;27;254;228;445;1.011;705;4.932;413;1.188;109;33;9.345;6;83;85;269;411;603;7.250;710;1.738;97;31;11.283;33;337;313;714;1.422;1.308;12.182;1.123;2.926;206;64;20.628
;02:1,01 a 1,50;584;4.352;3.569;7.735;11.184;8.625;73.371;2.843;5.733;177;44;118.217;100;1.587;1.005;3.596;4.565;4.587;76.332;4.452;13.095;195;44;109.558;684;5.939;4.574;11.331;15.749;13.212;149.703;7.295;18.828;372;88;227.775
;03:1,51 a 2,00;214;2.690;2.240;4.443;6.530;4.010;43.097;2.629;7.505;161;40;73.559;7;153;168;944;894;865;26.063;2.960;15.419;195;40;47.708;221;2.843;2.408;5.387;7.424;4.875;69.160;5.589;22.924;356;80;121.267
;04:2,01 a 3,00;33;1.310;978;2.417;3.559;2.153;27.180;2.647;10.025;336;60;50.698;1;109;99;221;291;321;11.014;2.178;19.141;577;100;34.052;34;1.419;1.077;2.638;3.850;2.474;38.194;4.825;29.166;913;160;84.750
;05:3,01 a 4,00;11;259;237;701;1.033;518;9.058;1.496;9.525;357;81;23.276;0;20;41;161;78;93;3.941;1.152;16.770;607;155;23.018;11;279;278;862;1.111;611;12.999;2.648;26.295;964;236;46.294
;06:4,01 a 5,00;7;137;139;388;399;355;9.108;1.470;7.505;359;70;19.937;1;7;12;73;33;37;2.100;624;10.326;512;147;13.872;8;144;151;461;432;392;11.208;2.094;17.831;871;217;33.809
;07:5,01 a 7,00;2;195;312;371;418;571;7.670;1.406;10.037;516;133;21.631;1;8;8;78;45;57;1.916;607;13.694;694;171;17.279;3;203;320;449;463;628;9.586;2.013;23.731;1.210;304;38.910
;08:7,01 a 10,00;1;34;47;391;240;163;3.593;1.048;10.160;600;241;16.518;0;4;7;55;31;32;916;343;10.573;720;237;12.918;1;38;54;446;271;195;4.509;1.391;20.733;1.320;478;29.436
;09:10,01 a 15,00;1;6;34;132;124;119;1.561;526;8.854;467;496;12.320;0;1;4;19;43;42;507;206;7.325;418;438;9.003;1;7;38;151;167;161;2.068;732;16.179;885;934;21.323
;10:15,01 a 20,00;0;1;1;7;13;15;377;153;3.727;173;142;4.609;0;0;0;0;0;2;74;37;2.612;117;104;2.946;0;1;1;7;13;17;451;190;6.339;290;246;7.555
;11:Mais de 20,00;0;1;1;5;10;14;135;77;5.134;193;108;5.678;0;0;0;0;0;5;34;17;2.952;126;67;3.201;0;1;1;5;10;19;169;94;8.086;319;175;8.879
;{ñ class};41;1.599;426;539;638;391;2.212;128;381;25;6;6.386;7;63;52;138;177;147;1.530;109;432;32;9;2.696;48;1.662;478;677;815;538;3.742;237;813;57;15;9.082
270430:Maceió - AL;Total;668;6.096;3.205;6.764;10.625;8.767;72.560;6.632;20.900;4.256;984;141.457;104;1.154;1.178;1.979;4.621;3.776;52.073;5.641;27.714;7.564;1.092;106.896;772;7.250;4.383;8.743;15.246;12.543;124.633;12.273;48.614;11.820;2.076;248.353
;00:Até 0,50;1;12;8;53;81;318;440;51;137;6;1;1.108;0;11;7;39;42;269;483;53;142;9;2;1.057;1;23;15;92;123;587;923;104;279;15;3;2.165
;01:0,51 a 1,00;55;288;135;256;695;546;3.152;215;561;33;5;5.941;13;82;64;157;301;483;3.620;303;734;58;7;5.822;68;370;199;413;996;1.029;6.772;518;1.295;91;12;11.763
;02:1,01 a 1,50;437;3.029;1.542;3.441;5.273;4.336;36.995;1.668;1.778;111;15;58.625;80;667;584;1.382;2.994;2.201;32.668;2.339;4.100;184;14;47.213;517;3.696;2.126;4.823;8.267;6.537;69.663;4.007;5.878;295;29;105.838
;03:1,51 a 2,00;70;1.193;607;1.249;1.985;1.707;13.658;940;2.017;760;114;24.300;4;113;77;160;429;382;7.113;1.060;3.673;1.916;129;15.056;74;1.306;684;1.409;2.414;2.089;20.771;2.000;5.690;2.676;243;39.356
;04:2,01 a 3,00;9;569;367;890;1.039;1.019;7.951;921;2.693;543;77;16.078;0;121;160;62;205;195;3.907;847;4.934;1.596;148;12.175;9;690;527;952;1.244;1.214;11.858;1.768;7.627;2.139;225;28.253
;05:3,01 a 4,00;1;264;167;191;285;176;2.183;467;2.044;481;90;6.349;0;51;131;40;142;50;1.212;303;3.798;1.094;123;6.944;1;315;298;231;427;226;3.395;770;5.842;1.575;213;13.293
;06:4,01 a 5,00;2;200;82;86;189;123;1.717;1.140;2.345;390;94;6.368;0;24;44;21;109;31;662;300;2.405;740;124;4.460;2;224;126;107;298;154;2.379;1.440;4.750;1.130;218;10.828
;07:5,01 a 7,00;0;71;29;110;291;129;2.656;611;2.501;688;88;7.174;0;12;19;14;140;27;772;220;2.863;1.073;131;5.271;0;83;48;124;431;156;3.428;831;5.364;1.761;219;12.445
;08:7,01 a 10,00;0;23;27;130;276;65;1.601;349;2.507;478;145;5.601;0;4;30;10;45;11;422;113;2.203;480;134;3.452;0;27;57;140;321;76;2.023;462;4.710;958;279;9.053
;09:10,01 a 15,00;0;1;10;15;66;19;559;132;1.718;324;230;3.074;0;1;6;2;31;3;193;42;1.449;219;205;2.151;0;2;16;17;97;22;752;174;3.167;543;435;5.225
;10:15,01 a 20,00;0;1;11;5;6;4;179;38;1.066;167;63;1.540;0;1;6;1;7;0;54;9;632;72;38;820;0;2;17;6;13;4;233;47;1.698;239;101;2.360
;11:Mais de 20,00;0;2;0;1;5;1;82;48;1.387;262;58;1.846;0;0;0;0;3;1;26;10;577;103;35;755;0;2;0;1;8;2;108;58;1.964;365;93;2.601
;{ñ class};93;443;220;337;434;324;1.387;52;146;13;4;3.453;7;67;50;91;173;123;941;42;204;20;2;1.720;100;510;270;428;607;447;2.328;94;350;33;6;5.173
280030:Aracaju - SE;Total;264;2.922;2.270;5.873;8.721;8.042;59.890;6.640;22.664;1.461;258;119.005;52;557;514;1.437;3.663;3.560;45.941;5.949;31.603;1.848;244;95.368;316;3.479;2.784;7.310;12.384;11.602;105.831;12.589;54.267;3.309;502;214.373
;00:Até 0,50;0;18;6;122;58;405;431;96;164;7;5;1.312;1;13;8;52;54;375;458;108;182;4;9;1.264;1;31;14;174;112;780;889;204;346;11;14;2.576
;01:0,51 a 1,00;18;146;103;308;343;451;2.080;161;706;30;5;4.351;5;47;47;115;230;371;2.543;252;982;28;1;4.621;23;193;150;423;573;822;4.623;413;1.688;58;6;8.972
;02:1,01 a 1,50;187;1.608;1.150;2.633;3.775;3.894;26.688;1.492;1.608;49;13;43.097;37;405;374;951;2.141;2.178;28.001;2.446;3.990;54;15;40.592;224;2.013;1.524;3.584;5.916;6.072;54.689;3.938;5.598;103;28;83.689
;03:1,51 a 2,00;30;614;515;1.499;1.917;1.545;12.060;903;1.360;27;5;20.475;2;32;33;141;462;305;7.316;1.057;2.902;48;8;12.306;32;646;548;1.640;2.379;1.850;19.376;1.960;4.262;75;13;32.781
;04:2,01 a 3,00;9;254;272;686;1.283;786;8.525;890;2.225;92;24;15.046;0;9;12;65;463;153;4.051;952;4.287;95;15;10.102;9;263;284;751;1.746;939;12.576;1.842;6.512;187;39;25.148
;05:3,01 a 4,00;1;49;36;143;425;135;2.777;547;2.320;156;17;6.606;0;3;5;23;123;48;1.127;361;4.551;225;22;6.488;1;52;41;166;548;183;3.904;908;6.871;381;39;13.094
;06:4,01 a 5,00;2;24;22;75;164;109;1.529;717;3.143;178;17;5.980;1;0;3;19;32;20;548;264;5.642;287;25;6.841;3;24;25;94;196;129;2.077;981;8.785;465;42;12.821
;07:5,01 a 7,00;2;34;24;116;338;362;2.598;1.045;3.727;383;29;8.658;0;5;6;4;43;8;551;278;4.037;499;32;5.463;2;39;30;120;381;370;3.149;1.323;7.764;882;61;14.121
;08:7,01 a 10,00;0;11;14;49;120;123;1.308;406;2.238;184;34;4.487;0;1;0;3;11;7;298;100;2.096;289;32;2.837;0;12;14;52;131;130;1.606;506;4.334;473;66;7.324
;09:10,01 a 15,00;0;4;7;21;30;40;701;277;1.986;127;40;3.233;0;0;0;3;3;1;181;58;1.373;162;46;1.827;0;4;7;24;33;41;882;335;3.359;289;86;5.060
;10:15,01 a 20,00;0;1;0;1;7;10;155;56;1.284;81;11;1.606;0;0;0;0;2;1;20;7;593;79;19;721;0;1;0;1;9;11;175;63;1.877;160;30;2.327
;11:Mais de 20,00;0;0;0;2;1;11;71;12;1.768;125;55;2.045;0;0;0;0;0;0;12;2;790;65;19;888;0;0;0;2;1;11;83;14;2.558;190;74;2.933
;{ñ class};15;159;121;218;260;171;967;38;135;22;3;2.109;6;42;26;61;99;93;835;64;178;13;1;1.418;21;201;147;279;359;264;1.802;102;313;35;4;3.527
292740:Salvador - BA;Total;778;7.707;6.290;14.295;21.053;22.399;246.121;18.792;75.287;3.066;1.783;417.571;140;1.293;1.241;2.947;6.021;8.102;191.258;14.903;120.711;3.658;2.406;352.680;918;9.000;7.531;17.242;27.074;30.501;437.379;33.695;195.998;6.724;4.189;770.251
;00:Até 0,50;6;18;4;100;64;980;1.497;124;269;16;2;3.080;0;17;8;45;63;808;1.664;122;277;20;2;3.026;6;35;12;145;127;1.788;3.161;246;546;36;4;6.106
;01:0,51 a 1,00;55;157;155;313;700;1.218;11.451;1.800;1.176;85;19;17.129;18;84;106;240;606;1.119;16.658;1.138;2.088;83;13;22.153;73;241;261;553;1.306;2.337;28.109;2.938;3.264;168;32;39.282
;02:1,01 a 1,50;397;3.296;2.504;5.752;8.371;9.180;92.074;2.636;5.968;129;32;130.339;103;815;786;1.861;3.715;4.199;97.244;4.500;13.496;127;23;126.869;500;4.111;3.290;7.613;12.086;13.379;189.318;7.136;19.464;256;55;257.208
;03:1,51 a 2,00;108;1.859;1.957;3.334;4.926;4.557;51.200;2.019;5.589;141;24;75.714;7;145;167;317;691;793;30.194;2.462;10.111;147;38;45.072;115;2.004;2.124;3.651;5.617;5.350;81.394;4.481;15.700;288;62;120.786
;04:2,01 a 3,00;63;1.200;870;2.193;3.310;2.870;34.914;2.324;7.929;323;63;56.059;4;70;84;255;469;648;20.638;2.192;15.535;345;81;40.321;67;1.270;954;2.448;3.779;3.518;55.552;4.516;23.464;668;144;96.380
;05:3,01 a 4,00;83;385;248;762;1.348;932;14.430;1.603;7.291;289;100;27.471;3;46;14;40;90;152;7.825;1.041;13.868;350;96;23.525;86;431;262;802;1.438;1.084;22.255;2.644;21.159;639;196;50.996
