;;Sexo Trabalhador;Escolaridade após 2005
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
230440:Fortaleza - CE;Total;1.623;9.869;6.936;21.118;41.661;24.578;229.860;18.343;72.854;6.028;1.111;433.981;222;1.785;2.239;7.735;16.606;11.942;170.645;18.961;95.514;12.297;1.198;339.144;1.845;11.654;9.175;28.853;58.267;36.520;400.505;37.304;168.368;18.325;2.309;773.125
;00:Até 0,50;14;14;13;58;203;492;988;376;1.827;9;2;3.996;10;16;10;39;146;463;1.172;274;2.077;14;3;4.224;24;30;23;97;349;955;2.160;650;3.904;23;5;8.220
;01:0,51 a 1,00;167;417;286;914;1.886;1.903;8.560;1.018;4.353;102;15;19.621;13;124;115;384;979;1.387;9.449;1.188;5.798;85;18;19.540;180;541;401;1.298;2.865;3.290;18.009;2.206;10.151;187;33;39.161
;02:1,01 a 1,50;1.028;4.533;3.645;11.509;23.365;13.975;113.688;4.512;7.137;206;22;183.620;175;1.303;1.887;5.776;13.197;8.172;114.673;7.408;14.139;658;21;167.409;1.203;5.836;5.532;17.285;36.562;22.147;228.361;11.920;21.276;864;43;351.029
;03:1,51 a 2,00;265;2.604;1.546;4.628;7.862;4.024;40.985;2.553;5.723;359;29;70.578;9;150;103;793;924;986;21.244;3.216;9.419;648;26;37.518;274;2.754;1.649;5.421;8.786;5.010;62.229;5.769;15.142;1.007;55;108.096
;04:2,01 a 3,00;91;1.324;937;2.326;4.140;2.202;29.461;3.064;9.140;580;73;53.338;3;54;28;287;497;458;12.579;3.177;16.251;1.052;85;34.471;94;1.378;965;2.613;4.637;2.660;42.040;6.241;25.391;1.632;158;87.809
;05:3,01 a 4,00;7;317;180;497;1.149;604;16.292;2.706;8.459;728;91;31.030;1;27;15;142;199;129;3.999;1.302;11.690;2.006;83;19.593;8;344;195;639;1.348;733;20.291;4.008;20.149;2.734;174;50.623
;06:4,01 a 5,00;0;137;61;257;1.165;498;7.604;1.420;5.875;510;82;17.609;0;24;8;45;146;79;2.099;767;7.145;1.893;78;12.284;0;161;69;302;1.311;577;9.703;2.187;13.020;2.403;160;29.893
;07:5,01 a 7,00;1;156;36;303;912;342;6.297;998;8.330;903;133;18.411;0;18;3;110;153;64;2.458;722;11.352;2.296;205;17.381;1;174;39;413;1.065;406;8.755;1.720;19.682;3.199;338;35.792
;08:7,01 a 10,00;1;47;14;75;112;98;1.998;619;6.369;943;144;10.420;0;8;1;26;33;31;815;324;6.078;1.877;196;9.389;1;55;15;101;145;129;2.813;943;12.447;2.820;340;19.809
;09:10,01 a 15,00;0;5;4;30;60;45;1.136;416;5.886;927;269;8.778;0;0;0;7;19;15;490;215;4.536;1.233;284;6.799;0;5;4;37;79;60;1.626;631;10.422;2.160;553;15.577
;10:15,01 a 20,00;0;2;0;9;12;10;575;210;3.516;399;123;4.856;0;0;0;3;5;1;168;111;2.242;306;112;2.948;0;2;0;12;17;11;743;321;5.758;705;235;7.804
;11:Mais de 20,00;0;3;0;5;15;19;301;148;4.307;332;122;5.252;0;0;0;1;2;2;81;46;2.314;195;84;2.725;0;3;0;6;17;21;382;194;6.621;527;206;7.977
;{ñ class};49;310;214;507;780;366;1.975;303;1.932;30;6;6.472;11;61;69;122;306;155;1.418;211;2.473;34;3;4.863;60;371;283;629;1.086;521;3.393;514;4.405;64;9;11.335
240810:Natal - RN;Total;513;3.852;3.961;8.845;9.770;10.913;88.156;4.588;31.140;856;328;162.922;117;1.451;1.602;5.323;4.407;5.504;67.871;4.913;40.809;689;244;132.930;630;5.303;5.563;14.168;14.177;16.417;156.027;9.501;71.949;1.545;572;295.852
;00:Até 0,50;0;5;16;74;52;374;580;43;258;5;0;1.407;0;14;15;71;62;539;824;52;155;5;1;1.738;0;19;31;145;114;913;1.404;95;413;10;1;3.145
;01:0,51 a 1,00;24;160;120;251;368;444;2.714;174;720;20;5;5.000;15;92;80;214;372;510;3.326;205;837;28;3;5.682;39;252;200;465;740;954;6.040;379;1.557;48;8;10.682
;02:1,01 a 1,50;361;2.356;1.773;3.575;5.396;5.508;39.995;1.370;2.284;58;13;62.689;88;1.142;1.016;2.586;3.241;3.676;40.290;2.252;4.587;63;15;58.956;449;3.498;2.789;6.161;8.637;9.184;80.285;3.622;6.871;121;28;121.645
;03:1,51 a 2,00;73;674;823;1.672;1.831;1.626;15.619;718;1.703;27;6;24.772;6;43;243;914;340;362;9.147;855;2.840;32;15;14.797;79;717;1.066;2.586;2.171;1.988;24.766;1.573;4.543;59;21;39.569
;04:2,01 a 3,00;23;351;665;1.101;1.065;1.101;13.406;972;5.379;62;15;24.140;2;17;114;971;117;158;6.828;827;9.119;99;24;18.276;25;368;779;2.072;1.182;1.259;20.234;1.799;14.498;161;39;42.416
;05:3,01 a 4,00;4;59;242;390;260;543;6.151;495;4.590;41;11;12.786;1;3;47;351;36;42;3.246;320;6.715;55;14;10.830;5;62;289;741;296;585;9.397;815;11.305;96;25;23.616
;06:4,01 a 5,00;0;21;97;666;123;817;3.554;253;3.043;58;6;8.638;0;2;9;74;29;27;1.632;140;4.406;75;11;6.405;0;23;106;740;152;844;5.186;393;7.449;133;17;15.043
;07:5,01 a 7,00;0;34;64;541;285;249;2.393;215;2.979;68;22;6.850;0;6;8;29;41;24;904;93;4.301;77;30;5.513;0;40;72;570;326;273;3.297;308;7.280;145;52;12.363
;08:7,01 a 10,00;0;11;55;299;76;31;1.271;102;2.489;101;16;4.451;0;0;0;12;7;9;312;48;2.729;81;26;3.224;0;11;55;311;83;40;1.583;150;5.218;182;42;7.675
;09:10,01 a 15,00;0;3;25;65;29;24;954;129;3.416;248;97;4.990;0;1;3;4;4;1;313;42;2.665;118;59;3.210;0;4;28;69;33;25;1.267;171;6.081;366;156;8.200
;10:15,01 a 20,00;0;0;4;15;5;9;379;65;2.061;51;53;2.642;0;0;0;2;0;4;91;26;1.333;28;21;1.505;0;0;4;17;5;13;470;91;3.394;79;74;4.147
;11:Mais de 20,00;0;1;3;0;0;7;62;13;2.051;104;82;2.323;0;0;1;0;0;0;10;4;936;17;23;991;0;1;4;0;0;7;72;17;2.987;121;105;3.314
;{ñ class};28;177;74;196;280;180;1.078;39;167;13;2;2.234;5;131;66;95;158;152;948;49;186;11;2;1.803;33;308;140;291;438;332;2.026;88;353;24;4;4.037
250750:João Pessoa - PB;Total;911;5.088;3.507;7.992;28.455;7.666;59.329;4.394;31.976;893;402;150.613;91;662;878;2.871;26.452;2.972;45.266;4.559;32.315;1.166;446;117.678;1.002;5.750;4.385;10.863;54.907;10.638;104.595;8.953;64.291;2.059;848;268.291
;00:Até 0,50;3;21;9;26;25;63;221;57;254;8;2;689;0;6;6;5;18;64;248;28;246;5;1;627;3;27;15;31;43;127;469;85;500;13;3;1.316
;01:0,51 a 1,00;34;190;147;586;3.823;580;4.507;350;801;26;3;11.047;16;80;128;569;5.189;544;6.652;459;984;32;3;14.656;50;270;275;1.155;9.012;1.124;11.159;809;1.785;58;6;25.703
;02:1,01 a 1,50;663;2.941;2.113;4.587;9.722;4.544;31.306;1.496;3.394;26;7;60.799;68;436;673;1.802;9.514;2.020;27.857;2.199;5.659;52;12;50.292;731;3.377;2.786;6.389;19.236;6.564;59.163;3.695;9.053;78;19;111.091
;03:1,51 a 2,00;143;990;698;1.495;3.322;1.391;11.310;770;2.079;45;12;22.255;3;52;26;230;2.459;181;5.210;752;3.783;64;14;12.774;146;1.042;724;1.725;5.781;1.572;16.520;1.522;5.862;109;26;35.029
;04:2,01 a 3,00;36;515;322;692;5.564;738;6.381;783;10.463;78;23;25.595;0;27;16;107;4.550;81;2.735;647;7.770;140;28;16.101;36;542;338;799;10.114;819;9.116;1.430;18.233;218;51;41.696
;05:3,01 a 4,00;4;128;79;145;1.160;113;1.720;299;3.153;68;26;6.895;0;5;3;38;1.257;21;674;207;3.776;138;28;6.147;4;133;82;183;2.417;134;2.394;506;6.929;206;54;13.042
;06:4,01 a 5,00;2;37;12;120;712;44;852;182;1.723;114;25;3.823;0;1;2;31;530;11;359;98;2.223;169;31;3.455;2;38;14;151;1.242;55;1.211;280;3.946;283;56;7.278
;07:5,01 a 7,00;0;47;16;154;1.541;33;1.518;189;2.490;135;62;6.185;0;11;1;33;1.225;5;710;72;2.185;174;79;4.495;0;58;17;187;2.766;38;2.228;261;4.675;309;141;10.680
;08:7,01 a 10,00;0;37;13;20;992;15;472;123;2.293;138;45;4.148;0;18;0;4;781;3;246;37;1.751;179;45;3.064;0;55;13;24;1.773;18;718;160;4.044;317;90;7.212
;09:10,01 a 15,00;0;10;2;18;548;8;266;67;2.360;181;148;3.608;0;3;0;9;470;3;127;23;1.984;150;165;2.934;0;13;2;27;1.018;11;393;90;4.344;331;313;6.542
;10:15,01 a 20,00;0;1;0;0;455;1;101;36;1.366;34;22;2.016;0;0;0;2;208;0;18;2;1.018;37;22;1.307;0;1;0;2;663;1;119;38;2.384;71;44;3.323
;11:Mais de 20,00;0;0;0;0;372;1;19;10;1.348;31;27;1.808;0;0;0;0;189;0;2;3;663;19;17;893;0;0;0;0;561;1;21;13;2.011;50;44;2.701
;{ñ class};26;171;96;149;219;135;656;32;252;9;0;1.745;4;23;23;41;62;39;428;32;273;7;1;933;30;194;119;190;281;174;1.084;64;525;16;1;2.678
261160:Recife - PE;Total;1.515;13.521;9.692;19.191;27.560;18.941;183.080;14.894;77.202;3.241;1.286;370.123;178;2.130;1.959;5.670;7.367;7.874;136.637;14.001;111.086;3.952;1.360;292.214;1.693;15.651;11.651;24.861;34.927;26.815;319.717;28.895;188.288;7.193;2.646;662.337
;00:Até 0,50;1;92;25;96;88;539;1.452;119;330;23;4;2.769;0;16;12;37;44;508;1.824;143;366;23;7;2.980;1;108;37;133;132;1.047;3.276;262;696;46;11;5.749
;01:0,51 a 1,00;45;302;221;540;1.049;723;4.379;381;1.225;109;21;8.995;11;99;90;370;437;576;6.842;599;1.736;85;21;10.866;56;401;311;910;1.486;1.299;11.221;980;2.961;194;42;19.861
;02:1,01 a 1,50;911;5.614;4.314;8.521;12.618;9.155;76.133;3.064;5.711;148;39;126.228;148;1.464;1.232;3.547;5.151;5.085;80.410;4.934;12.883;203;25;115.082;1.059;7.078;5.546;12.068;17.769;14.240;156.543;7.998;18.594;351;64;241.310
;03:1,51 a 2,00;372;3.323;2.382;4.557;7.082;4.008;40.408;2.496;6.948;165;25;71.766;8;278;320;906;942;912;24.914;2.915;13.950;149;38;45.332;380;3.601;2.702;5.463;8.024;4.920;65.322;5.411;20.898;314;63;117.098
;04:2,01 a 3,00;84;1.703;1.251;2.771;3.772;2.252;26.627;2.557;10.203;318;54;51.592;1;129;130;218;302;398;11.457;2.272;19.198;581;95;34.781;85;1.832;1.381;2.989;4.074;2.650;38.084;4.829;29.401;899;149;86.373
;05:3,01 a 4,00;18;300;296;803;1.043;548;11.241;1.760;8.990;333;88;25.420;1;27;68;193;96;106;4.406;1.287;16.838;622;142;23.786;19;327;364;996;1.139;654;15.647;3.047;25.828;955;230;49.206
;06:4,01 a 5,00;6;225;340;480;451;622;8.574;1.432;6.477;315;61;18.983;1;8;9;96;47;39;1.807;586;9.527;455;109;12.684;7;233;349;576;498;661;10.381;2.018;16.004;770;170;31.667
;07:5,01 a 7,00;4;175;244;401;386;414;6.909;1.377;10.774;503;114;21.301;0;14;12;74;54;47;2.013;612;13.877;648;143;17.494;4;189;256;475;440;461;8.922;1.989;24.651;1.151;257;38.795
;08:7,01 a 10,00;0;23;90;267;225;170;2.988;936;9.853;585;247;15.384;0;3;4;33;28;26;757;339;10.669;610;230;12.699;0;26;94;300;253;196;3.745;1.275;20.522;1.195;477;28.083
;09:10,01 a 15,00;0;11;30;81;97;82;1.463;462;7.892;369;418;10.905;0;0;1;16;33;17;439;163;6.380;327;390;7.766;0;11;31;97;130;99;1.902;625;14.272;696;808;18.671
;10:15,01 a 20,00;0;1;0;3;14;7;354;132;3.543;162;115;4.331;0;0;0;0;0;2;71;25;2.563;120;87;2.868;0;1;0;3;14;9;425;157;6.106;282;202;7.199
;11:Mais de 20,00;0;2;2;5;12;6;114;67;4.876;186;93;5.363;0;0;0;0;0;0;15;16;2.643;93;61;2.828;0;2;2;5;12;6;129;83;7.519;279;154;8.191
;{ñ class};74;1.750;497;666;723;415;2.438;111;380;25;7;7.086;8;92;81;180;233;158;1.682;110;456;36;12;3.048;82;1.842;578;846;956;573;4.120;221;836;61;19;10.134
270430:Maceió - AL;Total;1.446;8.670;3.895;8.555;13.633;13.601;68.205;7.274;18.145;822;452;144.698;110;1.824;1.461;2.700;7.511;7.066;51.815;8.104;25.144;945;422;107.102;1.556;10.494;5.356;11.255;21.144;20.667;120.020;15.378;43.289;1.767;874;251.800
;00:Até 0,50;1;32;7;37;50;295;388;54;145;5;2;1.016;1;12;4;33;38;227;443;59;150;5;2;974;2;44;11;70;88;522;831;113;295;10;4;1.990
;01:0,51 a 1,00;66;372;128;317;672;573;2.859;179;562;31;7;5.766;11;134;59;201;318;490;3.400;253;704;40;7;5.617;77;506;187;518;990;1.063;6.259;432;1.266;71;14;11.383
;02:1,01 a 1,50;820;4.022;1.767;3.992;6.354;4.997;35.560;1.540;1.665;50;12;60.779;84;969;654;1.662;3.902;2.889;32.562;2.151;3.576;59;15;48.523;904;4.991;2.421;5.654;10.256;7.886;68.122;3.691;5.241;109;27;109.302
;03:1,51 a 2,00;327;1.764;756;1.541;2.404;2.076;12.603;1.197;1.899;42;10;24.619;4;234;83;326;1.533;1.363;6.482;1.662;2.971;69;5;14.732;331;1.998;839;1.867;3.937;3.439;19.085;2.859;4.870;111;15;39.351
;04:2,01 a 3,00;118;852;485;1.145;1.266;1.568;7.818;984;2.299;86;18;16.639;0;191;173;191;641;1.192;3.831;1.050;4.091;108;18;11.486;118;1.043;658;1.336;1.907;2.760;11.649;2.034;6.390;194;36;28.125
;05:3,01 a 4,00;4;295;177;210;436;262;2.344;884;2.095;80;21;6.808;0;63;128;47;449;154;1.347;893;3.612;92;45;6.830;4;358;305;257;885;416;3.691;1.777;5.707;172;66;13.638
;06:4,01 a 5,00;1;260;86;182;572;828;1.740;823;1.542;65;19;6.118;0;31;42;32;164;245;899;693;2.183;93;28;4.410;1;291;128;214;736;1.073;2.639;1.516;3.725;158;47;10.528
;07:5,01 a 7,00;1;219;34;418;853;1.437;1.444;695;1.938;100;39;7.178;0;23;15;41;171;183;879;810;2.860;119;44;5.145;1;242;49;459;1.024;1.620;2.323;1.505;4.798;219;83;12.323
;08:7,01 a 10,00;0;43;32;201;412;891;1.039;383;1.833;182;51;5.067;0;5;32;22;53;120;425;282;2.053;203;48;3.243;0;48;64;223;465;1.011;1.464;665;3.886;385;99;8.310
;09:10,01 a 15,00;0;5;10;33;77;243;497;204;1.530;106;192;2.897;0;2;6;21;29;39;243;118;1.414;87;151;2.110;0;7;16;54;106;282;740;322;2.944;193;343;5.007
;10:15,01 a 20,00;0;0;11;11;10;100;254;98;1.029;36;44;1.593;0;1;6;1;7;4;59;20;655;33;26;812;0;1;17;12;17;104;313;118;1.684;69;70;2.405
;11:Mais de 20,00;0;2;0;2;7;8;81;149;1.379;30;31;1.689;0;0;0;0;2;2;15;40;595;30;22;706;0;2;0;2;9;10;96;189;1.974;60;53;2.395
;{ñ class};108;804;402;466;520;323;1.578;84;229;9;6;4.529;10;159;259;123;204;158;1.230;73;280;7;11;2.514;118;963;661;589;724;481;2.808;157;509;16;17;7.043
280030:Aracaju - SE;Total;273;2.915;2.355;6.257;9.323;8.214;60.320;6.823;21.996;1.256;228;119.960;53;536;561;1.709;3.946;3.864;46.997;6.182;30.425;1.691;202;96.166;326;3.451;2.916;7.966;13.269;12.078;107.317;13.005;52.421;2.947;430;216.126
;00:Até 0,50;1;20;4;118;86;393;360;65;187;11;4;1.249;1;17;5;77;52;394;407;87;183;4;11;1.238;2;37;9;195;138;787;767;152;370;15;15;2.487
;01:0,51 a 1,00;27;173;94;433;463;519;2.357;175;523;19;3;4.786;3;53;46;144;322;445;2.943;277;782;27;2;5.044;30;226;140;577;785;964;5.300;452;1.305;46;5;9.830
;02:1,01 a 1,50;171;1.627;1.338;2.813;4.139;4.131;27.178;1.495;1.465;34;12;44.403;39;381;431;1.065;2.200;2.347;28.576;2.568;3.704;41;14;41.366;210;2.008;1.769;3.878;6.339;6.478;55.754;4.063;5.169;75;26;85.769
;03:1,51 a 2,00;44;562;431;1.517;1.896;1.411;11.542;973;1.362;26;6;19.770;2;24;32;202;535;314;6.862;1.091;2.566;30;3;11.661;46;586;463;1.719;2.431;1.725;18.404;2.064;3.928;56;9;31.431
;04:2,01 a 3,00;6;235;244;681;1.320;773;8.626;868;2.110;53;15;14.931;0;12;7;104;520;185;4.276;1.007;4.155;84;10;10.360;6;247;251;785;1.840;958;12.902;1.875;6.265;137;25;25.291
;05:3,01 a 4,00;1;40;51;162;490;187;3.105;1.072;2.783;159;15;8.065;0;3;2;24;128;52;1.313;387;5.049;229;16;7.203;1;43;53;186;618;239;4.418;1.459;7.832;388;31;15.268
;06:4,01 a 5,00;2;27;19;57;115;78;1.395;912;3.512;165;15;6.297;1;4;2;19;35;21;622;343;5.447;272;15;6.781;3;31;21;76;150;99;2.017;1.255;8.959;437;30;13.078
;07:5,01 a 7,00;2;29;23;165;407;430;2.770;589;3.018;339;26;7.798;0;2;3;11;36;11;596;197;3.716;465;29;5.066;2;31;26;176;443;441;3.366;786;6.734;804;55;12.864
;08:7,01 a 10,00;0;8;18;53;70;94;1.149;353;1.997;153;31;3.926;0;1;0;2;12;7;353;97;1.907;249;28;2.656;0;9;18;55;82;101;1.502;450;3.904;402;59;6.582
;09:10,01 a 15,00;0;6;2;23;35;38;675;251;2.077;124;36;3.267;0;0;0;5;4;2;240;57;1.453;158;35;1.954;0;6;2;28;39;40;915;308;3.530;282;71;5.221
;10:15,01 a 20,00;0;2;2;1;6;8;153;26;1.179;69;14;1.460;0;0;0;0;1;1;27;6;535;89;19;678;0;2;2;1;7;9;180;32;1.714;158;33;2.138
;11:Mais de 20,00;0;0;0;2;1;14;65;12;1.683;99;51;1.927;0;0;0;0;0;0;11;1;774;40;20;846;0;0;0;2;1;14;76;13;2.457;139;71;2.773
;{ñ class};19;186;129;232;295;138;945;32;100;5;0;2.081;7;39;33;56;101;85;771;64;154;3;0;1.313;26;225;162;288;396;223;1.716;96;254;8;0;3.394
292740:Salvador - BA;Total;837;7.760;6.634;15.202;22.975;22.801;248.473;16.923;71.952;2.570;1.125;417.252;140;1.412;1.391;3.214;6.575;9.134;194.382;15.432;113.396;3.158;1.310;349.544;977;9.172;8.025;18.416;29.550;31.935;442.855;32.355;185.348;5.728;2.435;766.796
;00:Até 0,50;7;30;8;126;56;1.013;1.262;96;277;15;2;2.892;1;11;5;52;63;972;1.417;107;259;7;2;2.896;8;41;13;178;119;1.985;2.679;203;536;22;4;5.788
;01:0,51 a 1,00;57;225;172;400;814;1.326;9.748;455;1.012;73;19;14.301;22;113;138;247;606;1.211;16.819;948;1.828;68;8;22.008;79;338;310;647;1.420;2.537;26.567;1.403;2.840;141;27;36.309
;02:1,01 a 1,50;448;3.167;2.569;6.148;9.109;9.250;92.808;2.668;5.163;99;26;131.455;96;847;869;2.043;4.079;4.744;98.993;4.931;11.167;116;39;127.924;544;4.014;3.438;8.191;13.188;13.994;191.801;7.599;16.330;215;65;259.379
;03:1,51 a 2,00;100;1.833;2.055;3.688;5.439;4.491;50.814;1.919;4.695;122;22;75.178;7;156;187;344;758;846;29.335;2.442;8.390;138;30;42.633;107;1.989;2.242;4.032;6.197;5.337;80.149;4.361;13.085;260;52;117.811
;04:2,01 a 3,00;63;1.273;981;2.238;3.814;2.805;36.141;2.190;7.562;292;52;57.411;6;98;86;283;542;627;20.960;2.347;14.740;295;70;40.054;69;1.371;1.067;2.521;4.356;3.432;57.101;4.537;22.302;587;122;97.465
;05:3,01 a 4,00;116;445;289;695;1.387;913;14.803;2.091;6.763;232;80;27.814;3;49;17;51;121;231;8.375;1.176;12.434;313;84;22.854;119;494;306;746;1.508;1.144;23.178;3.267;19.197;545;164;50.668
;06:4,01 a 5,00;5;141;93;286;401;580;14.988;3.904;7.226;194;55;27.873;0;15;11;28;60;152;5.713;1.254;13.298;278;56;20.865;5;156;104;314;461;732;20.701;5.158;20.524;472;111;48.738
;07:5,01 a 7,00;2;151;74;902;912;1.610;16.961;2.248;9.803;373;96;33.132;0;33;4;53;121;125;5.570;930;16.567;548;124;24.075;2;184;78;955;1.033;1.735;22.531;3.178;26.370;921;220;57.207
;08:7,01 a 10,00;0;40;33;64;137;178;4.682;719;9.425;399;144;15.821;0;15;5;8;21;62;3.255;858;18.027;598;217;23.066;0;55;38;72;158;240;7.937;1.577;27.452;997;361;38.887
;09:10,01 a 15,00;0;23;9;32;78;67;2.184;324;9.212;361;287;12.577;0;3;3;7;17;15;1.472;269;8.993;548;335;11.662;0;26;12;39;95;82;3.656;593;18.205;909;622;24.239
;10:15,01 a 20,00;0;1;2;11;32;15;790;106;4.458;140;150;5.705;0;1;1;2;4;4;302;31;3.446;108;198;4.097;0;2;3;13;36;19;1.092;137;7.904;248;348;9.802
;11:Mais de 20,00;0;0;1;8;5;28;333;92;5.881;229;185;6.762;0;0;0;1;1;7;160;37;3.705;99;130;4.140;0;0;1;9;6;35;493;129;9.586;328;315;10.902
;{ñ class};39;431;348;604;791;525;2.959;111;475;41;7;6.331;5;71;65;95;182;138;2.011;102;542;42;17;3.270;44;502;413;699;973;663;4.970;213;1.017;83;24;9.601
310620:Belo Horizonte - MG;Total;1.507;15.356;19.177;31.127;52.758;40.300;301.132;30.462;123.343;4.867;1.736;621.765;598;5.425;8.655;17.270;30.879;26.173;245.372;37.031;176.868;6.122;1.627;556.020;2.105;20.781;27.832;48.397;83.637;66.473;546.504;67.493;300.211;10.989;3.363;1.177.785
;00:Até 0,50;4;46;37;285;138;3.059;1.054;85;336;10;2;5.056;29;120;169;393;435;3.381;1.505;112;450;13;5;6.612;33;166;206;678;573;6.440;2.559;197;786;23;7;11.668
;01:0,51 a 1,00;29;318;237;620;934;2.979;6.253;410;1.072;53;20;12.925;83;516;755;1.502;2.116;2.962;9.910;732;1.545;64;10;20.195;112;834;992;2.122;3.050;5.941;16.163;1.142;2.617;117;30;33.120
;02:1,01 a 1,50;581;5.496;4.740;9.947;17.399;14.687;78.294;3.876;4.165;115;26;139.326;341;3.533;5.584;11.649;19.932;14.267;111.206;6.570;8.866;91;21;182.060;922;9.029;10.324;21.596;37.331;28.954;189.500;10.446;13.031;206;47;321.386
;03:1,51 a 2,00;420;4.766;4.419;8.495;14.492;8.512;57.624;4.069;5.522;137;26;108.482;76;727;1.147;2.219;4.357;3.170;47.806;7.351;14.628;113;31;81.625;496;5.493;5.566;10.714;18.849;11.682;105.430;11.420;20.150;250;57;190.107
;04:2,01 a 3,00;319;2.594;3.826;7.182;11.984;6.739;62.177;6.752;13.079;287;62;115.001;30;181;353;650;2.016;1.326;43.212;12.074;36.098;305;56;96.301;349;2.775;4.179;7.832;14.000;8.065;105.389;18.826;49.177;592;118;211.302
;05:3,01 a 4,00;41;643;1.042;1.641;3.200;1.799;22.825;3.412;13.712;336;92;48.743;2;22;68;142;650;334;11.111;4.071;26.900;504;80;43.884;43;665;1.110;1.783;3.850;2.133;33.936;7.483;40.612;840;172;92.627
;06:4,01 a 5,00;7;209;269;559;1.110;592;23.158;8.401;13.496;419;88;48.308;0;12;14;31;247;110;7.663;3.707;20.996;790;78;33.648;7;221;283;590;1.357;702;30.821;12.108;34.492;1.209;166;81.956
;07:5,01 a 7,00;2;157;371;708;1.166;406;24.456;1.911;18.255;680;155;48.267;0;12;21;76;246;72;5.906;1.644;24.326;1.239;165;33.707;2;169;392;784;1.412;478;30.362;3.555;42.581;1.919;320;81.974
;08:7,01 a 10,00;2;77;2.374;132;405;498;14.163;790;18.099;827;177;37.544;0;2;122;12;56;50;3.101;395;17.854;1.093;201;22.886;2;79;2.496;144;461;548;17.264;1.185;35.953;1.920;378;60.430
;09:10,01 a 15,00;0;47;576;88;246;165;6.148;416;15.058;1.025;508;24.277;0;3;12;7;47;21;1.223;138;11.950;1.216;570;15.187;0;50;588;95;293;186;7.371;554;27.008;2.241;1.078;39.464
;10:15,01 a 20,00;0;13;98;7;37;34;1.370;111;8.077;451;158;10.356;0;0;1;1;5;3;241;55;5.596;352;167;6.421;0;13;99;8;42;37;1.611;166;13.673;803;325;16.777
;11:Mais de 20,00;0;3;21;13;35;27;536;90;11.809;412;396;13.342;0;0;0;1;9;2;124;36;6.918;255;217;7.562;0;3;21;14;44;29;660;126;18.727;667;613;20.904
;{ñ class};102;987;1.167;1.450;1.612;803;3.074;139;663;115;26;10.138;37;297;409;587;763;475;2.364;146;741;87;26;5.932;139;1.284;1.576;2.037;2.375;1.278;5.438;285;1.404;202;52;16.070
320530:Vitória - ES;Total;160;1.597;1.468;3.247;7.156;5.588;49.121;6.067;33.601;1.416;315;109.736;54;673;598;2.083;5.419;4.274;40.528;5.000;44.764;1.418;281;105.092;214;2.270;2.066;5.330;12.575;9.862;89.649;11.067;78.365;2.834;596;214.828
;00:Até 0,50;6;10;7;157;102;636;103;7;38;4;0;1.070;1;7;14;140;140;755;143;6;78;1;0;1.285;7;17;21;297;242;1.391;246;13;116;5;0;2.355
;01:0,51 a 1,00;13;31;16;116;296;298;576;61;210;15;2;1.634;2;25;30;71;321;297;761;75;368;9;3;1.962;15;56;46;187;617;595;1.337;136;578;24;5;3.596
;02:1,01 a 1,50;60;424;319;1.095;2.206;1.941;10.865;653;926;20;0;18.509;38;382;385;1.279;3.026;2.176;18.085;1.485;2.530;24;7;29.417;98;806;704;2.374;5.232;4.117;28.950;2.138;3.456;44;7;47.926
;03:1,51 a 2,00;36;392;340;868;1.897;1.131;8.846;679;1.401;18;4;15.612;6;144;103;378;1.152;662;9.029;1.038;2.911;25;4;15.452;42;536;443;1.246;3.049;1.793;17.875;1.717;4.312;43;8;31.064
;04:2,01 a 3,00;17;496;300;496;1.349;860;11.239;1.062;4.300;92;13;20.224;4;74;14;52;413;217;8.001;1.177;11.242;136;9;21.339;21;570;314;548;1.762;1.077;19.240;2.239;15.542;228;22;41.563
;05:3,01 a 4,00;2;57;68;144;331;223;6.636;2.043;4.949;154;13;14.620;0;6;5;16;45;56;2.069;603;8.036;192;16;11.044;2;63;73;160;376;279;8.705;2.646;12.985;346;29;25.664
;06:4,01 a 5,00;0;33;55;63;147;100;3.207;565;3.303;121;9;7.603;0;2;1;9;22;15;818;211;5.067;143;23;6.311;0;35;56;72;169;115;4.025;776;8.370;264;32;13.914
;07:5,01 a 7,00;1;21;66;60;206;126;3.810;478;5.117;209;30;10.124;0;2;3;8;32;22;713;198;5.895;244;24;7.141;1;23;69;68;238;148;4.523;676;11.012;453;54;17.265
;08:7,01 a 10,00;1;9;101;20;87;84;1.967;299;4.423;238;39;7.268;0;0;1;7;9;9;307;104;3.587;228;37;4.289;1;9;102;27;96;93;2.274;403;8.010;466;76;11.557
;09:10,01 a 15,00;0;9;82;16;108;70;1.020;162;4.243;198;134;6.042;0;1;1;1;9;1;231;63;2.875;189;111;3.482;0;10;83;17;117;71;1.251;225;7.118;387;245;9.524
;10:15,01 a 20,00;0;2;13;2;17;21;300;35;2.191;140;27;2.748;0;0;0;0;0;1;22;13;1.105;124;27;1.292;0;2;13;2;17;22;322;48;3.296;264;54;4.040
