;;Sexo Trabalhador;Escolaridade após 2005
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;03:1,51 a 2,00;28;90;63;167;836;308;3.939;173;522;7;1;6.134;5;13;22;10;404;61;2.172;228;963;14;0;3.892;33;103;85;177;1.240;369;6.111;401;1.485;21;1;10.026
;04:2,01 a 3,00;14;81;155;143;670;183;3.340;197;1.463;17;3;6.266;0;6;30;10;90;34;3.181;209;2.728;25;4;6.317;14;87;185;153;760;217;6.521;406;4.191;42;7;12.583
;05:3,01 a 4,00;0;63;63;122;297;47;1.236;111;1.668;9;4;3.620;0;38;5;158;115;11;895;110;2.759;25;0;4.116;0;101;68;280;412;58;2.131;221;4.427;34;4;7.736
;06:4,01 a 5,00;1;15;31;29;64;25;617;62;1.230;13;4;2.091;0;6;4;16;36;5;438;71;2.283;18;2;2.879;1;21;35;45;100;30;1.055;133;3.513;31;6;4.970
;07:5,01 a 7,00;2;70;54;215;371;10;1.290;74;1.725;26;6;3.843;0;40;1;202;346;13;1.352;61;3.030;20;2;5.067;2;110;55;417;717;23;2.642;135;4.755;46;8;8.910
;08:7,01 a 10,00;0;12;11;19;95;9;806;62;1.240;80;3;2.337;0;0;4;1;5;1;363;33;1.910;63;3;2.383;0;12;15;20;100;10;1.169;95;3.150;143;6;4.720
;09:10,01 a 15,00;0;2;6;10;44;2;270;28;989;74;36;1.461;0;0;0;0;10;1;87;8;950;66;41;1.163;0;2;6;10;54;3;357;36;1.939;140;77;2.624
;10:15,01 a 20,00;0;1;0;3;2;0;64;13;516;29;13;641;0;0;1;0;0;1;22;3;323;25;13;388;0;1;1;3;2;1;86;16;839;54;26;1.029
;11:Mais de 20,00;0;1;3;4;4;0;39;5;627;45;25;753;0;0;0;0;0;0;5;0;277;17;19;318;0;1;3;4;4;0;44;5;904;62;44;1.071
;{ñ class};3;19;16;24;77;20;155;3;42;1;0;360;1;4;4;6;45;6;89;1;49;0;1;206;4;23;20;30;122;26;244;4;91;1;1;566
150140:Belém - PA;Total;556;2.967;2.860;10.723;26.709;14.769;113.999;5.431;45.959;1.651;741;226.365;103;617;567;4.270;10.348;6.330;78.841;5.422;62.287;2.451;622;171.858;659;3.584;3.427;14.993;37.057;21.099;192.840;10.853;108.246;4.102;1.363;398.223
;00:Até 0,50;1;10;62;117;91;594;524;45;237;13;2;1.696;3;39;26;145;218;649;585;51;157;12;0;1.885;4;49;88;262;309;1.243;1.109;96;394;25;2;3.581
;01:0,51 a 1,00;24;141;187;364;980;829;4.517;234;847;41;7;8.171;6;70;56;310;674;669;2.994;237;741;35;10;5.802;30;211;243;674;1.654;1.498;7.511;471;1.588;76;17;13.973
;02:1,01 a 1,50;261;1.283;1.051;3.692;10.329;5.572;39.937;1.299;2.168;60;12;65.664;72;413;363;2.337;6.778;3.242;38.867;1.813;4.125;52;25;58.087;333;1.696;1.414;6.029;17.107;8.814;78.804;3.112;6.293;112;37;123.751
;03:1,51 a 2,00;125;814;677;3.202;5.091;2.757;20.413;858;1.959;45;17;35.958;8;43;56;955;1.243;897;15.334;944;3.310;71;14;22.875;133;857;733;4.157;6.334;3.654;35.747;1.802;5.269;116;31;58.833
;04:2,01 a 3,00;116;346;396;1.584;4.888;1.954;24.841;1.041;3.825;138;30;39.159;5;16;32;259;717;331;10.403;945;6.224;306;36;19.274;121;362;428;1.843;5.605;2.285;35.244;1.986;10.049;444;66;58.433
;05:3,01 a 4,00;9;87;109;675;2.555;1.679;11.005;516;4.595;115;27;21.372;2;4;5;105;340;266;3.987;397;9.005;171;20;14.302;11;91;114;780;2.895;1.945;14.992;913;13.600;286;47;35.674
;06:4,01 a 5,00;1;56;40;264;1.033;727;3.881;323;4.128;212;25;10.690;0;2;2;42;103;133;2.440;299;7.854;297;21;11.193;1;58;42;306;1.136;860;6.321;622;11.982;509;46;21.883
;07:5,01 a 7,00;1;84;32;373;786;240;4.290;417;8.462;247;40;14.972;0;5;0;12;91;39;2.230;301;12.361;471;46;15.556;1;89;32;385;877;279;6.520;718;20.823;718;86;30.528
;08:7,01 a 10,00;2;24;14;96;244;131;2.133;389;6.953;419;65;10.470;0;1;0;9;15;15;909;291;8.124;745;60;10.169;2;25;14;105;259;146;3.042;680;15.077;1.164;125;20.639
;09:10,01 a 15,00;0;3;8;50;104;32;1.000;196;4.975;216;328;6.912;0;0;1;10;20;2;313;79;4.282;183;282;5.172;0;3;9;60;124;34;1.313;275;9.257;399;610;12.084
;10:15,01 a 20,00;0;0;5;14;23;3;332;54;2.257;50;62;2.800;0;0;0;4;8;0;78;12;1.733;43;41;1.919;0;0;5;18;31;3;410;66;3.990;93;103;4.719
;11:Mais de 20,00;0;0;5;3;9;4;164;29;2.994;82;122;3.412;0;0;0;1;1;0;50;6;1.947;54;65;2.124;0;0;5;4;10;4;214;35;4.941;136;187;5.536
;{ñ class};16;119;274;289;576;247;962;30;2.559;13;4;5.089;7;24;26;81;140;87;651;47;2.424;11;2;3.500;23;143;300;370;716;334;1.613;77;4.983;24;6;8.589
160030:Macapá - AP;Total;150;659;460;1.384;3.123;2.446;24.109;1.287;20.185;374;182;54.359;34;171;156;603;2.204;1.177;19.236;1.262;25.965;350;136;51.294;184;830;616;1.987;5.327;3.623;43.345;2.549;46.150;724;318;105.653
;00:Até 0,50;0;1;1;17;19;175;145;17;217;1;0;593;1;2;0;16;22;178;126;38;108;0;0;491;1;3;1;33;41;353;271;55;325;1;0;1.084
;01:0,51 a 1,00;13;106;42;88;222;214;1.288;45;2.154;11;1;4.184;2;25;13;36;173;169;1.164;79;3.176;13;2;4.852;15;131;55;124;395;383;2.452;124;5.330;24;3;9.036
;02:1,01 a 1,50;88;301;223;550;1.358;1.367;10.112;450;4.444;25;1;18.919;18;101;116;362;1.185;683;8.847;535;6.612;23;0;18.482;106;402;339;912;2.543;2.050;18.959;985;11.056;48;1;37.401
;03:1,51 a 2,00;22;113;88;218;403;377;4.091;226;3.646;20;3;9.207;5;6;17;28;102;71;3.300;252;5.622;16;0;9.419;27;119;105;246;505;448;7.391;478;9.268;36;3;18.626
;04:2,01 a 3,00;27;35;64;137;338;190;3.575;191;3.851;33;8;8.449;8;1;7;14;75;27;2.009;157;4.276;22;2;6.598;35;36;71;151;413;217;5.584;348;8.127;55;10;15.047
;05:3,01 a 4,00;0;19;13;69;278;57;1.177;92;1.003;28;6;2.742;0;11;0;61;347;5;660;52;1.176;27;2;2.341;0;30;13;130;625;62;1.837;144;2.179;55;8;5.083
;06:4,01 a 5,00;0;4;1;4;28;14;600;63;617;12;7;1.350;0;1;0;5;6;5;378;32;681;18;2;1.128;0;5;1;9;34;19;978;95;1.298;30;9;2.478
;07:5,01 a 7,00;0;59;12;272;372;15;1.755;71;1.119;24;6;3.705;0;19;1;72;257;6;1.915;46;1.317;26;6;3.665;0;78;13;344;629;21;3.670;117;2.436;50;12;7.370
;08:7,01 a 10,00;0;2;5;7;36;11;695;75;986;154;11;1.982;0;1;0;0;6;6;511;38;1.530;151;16;2.259;0;3;5;7;42;17;1.206;113;2.516;305;27;4.241
;09:10,01 a 15,00;0;0;2;0;14;4;311;29;922;31;79;1.392;0;0;0;3;7;2;119;13;828;39;73;1.084;0;0;2;3;21;6;430;42;1.750;70;152;2.476
;10:15,01 a 20,00;0;0;1;2;18;3;160;16;450;13;34;697;0;0;0;0;4;0;89;10;261;6;19;389;0;0;1;2;22;3;249;26;711;19;53;1.086
;11:Mais de 20,00;0;1;1;2;1;2;81;6;591;18;25;728;0;0;0;0;0;1;36;5;293;6;13;354;0;1;1;2;1;3;117;11;884;24;38;1.082
;{ñ class};0;18;7;18;36;17;119;6;185;4;1;411;0;4;2;6;20;24;82;5;85;3;1;232;0;22;9;24;56;41;201;11;270;7;2;643
172100:Palmas - TO;Total;73;3.066;345;1.272;3.374;2.557;36.800;1.488;16.105;599;254;65.933;10;4.083;75;324;1.870;1.279;31.003;1.681;25.755;545;225;66.850;83;7.149;420;1.596;5.244;3.836;67.803;3.169;41.860;1.144;479;132.783
;00:Até 0,50;0;0;3;42;4;341;84;22;24;7;6;533;0;1;0;18;8;327;132;20;28;3;2;539;0;1;3;60;12;668;216;42;52;10;8;1.072
;01:0,51 a 1,00;5;1.180;13;64;225;244;1.434;80;87;9;1;3.342;0;1.925;11;31;260;202;2.068;101;138;6;3;4.745;5;3.105;24;95;485;446;3.502;181;225;15;4;8.087
;02:1,01 a 1,50;39;1.185;125;498;1.278;950;11.059;407;418;8;1;15.968;7;1.585;52;218;1.312;560;12.795;679;907;13;1;18.129;46;2.770;177;716;2.590;1.510;23.854;1.086;1.325;21;2;34.097
;03:1,51 a 2,00;18;371;83;306;638;414;6.505;272;534;7;2;9.150;2;231;6;28;142;117;4.749;331;1.109;8;0;6.723;20;602;89;334;780;531;11.254;603;1.643;15;2;15.873
;04:2,01 a 3,00;10;209;79;235;845;425;7.568;305;1.628;17;3;11.324;0;297;0;15;74;44;4.853;310;3.069;33;4;8.699;10;506;79;250;919;469;12.421;615;4.697;50;7;20.023
;05:3,01 a 4,00;0;29;16;45;167;76;2.259;125;3.105;44;7;5.873;0;22;0;4;27;10;1.830;95;6.321;41;8;8.358;0;51;16;49;194;86;4.089;220;9.426;85;15;14.231
;06:4,01 a 5,00;0;27;3;13;46;36;1.785;90;1.999;44;15;4.058;0;7;0;3;10;3;2.503;50;3.955;59;7;6.597;0;34;3;16;56;39;4.288;140;5.954;103;22;10.655
;07:5,01 a 7,00;0;8;4;18;62;17;1.544;83;2.656;55;21;4.468;0;7;4;1;6;5;1.042;47;5.519;37;20;6.688;0;15;8;19;68;22;2.586;130;8.175;92;41;11.156
;08:7,01 a 10,00;0;3;0;4;13;4;2.276;43;1.693;160;27;4.223;0;1;0;0;3;2;512;22;2.024;175;20;2.759;0;4;0;4;16;6;2.788;65;3.717;335;47;6.982
;09:10,01 a 15,00;0;9;3;2;16;2;1.518;39;1.641;157;119;3.506;0;0;0;0;10;1;289;15;1.396;114;118;1.943;0;9;3;2;26;3;1.807;54;3.037;271;237;5.449
;10:15,01 a 20,00;0;0;0;0;6;0;260;9;913;60;19;1.267;0;0;0;0;0;0;28;1;590;44;22;685;0;0;0;0;6;0;288;10;1.503;104;41;1.952
;11:Mais de 20,00;0;0;1;0;0;0;252;4;1.345;30;33;1.665;0;0;0;0;0;0;70;4;627;7;19;727;0;0;1;0;0;0;322;8;1.972;37;52;2.392
;{ñ class};1;45;15;45;74;48;256;9;62;1;0;556;1;7;2;6;18;8;132;6;72;5;1;258;2;52;17;51;92;56;388;15;134;6;1;814
211130:São Luiz - MA;Total;335;2.828;3.151;4.424;11.395;13.517;110.145;5.478;28.991;852;236;181.352;43;823;1.156;1.320;3.010;18.676;75.466;5.454;41.215;1.012;226;148.401;378;3.651;4.307;5.744;14.405;32.193;185.611;10.932;70.206;1.864;462;329.753
;00:Até 0,50;2;14;3;9;37;53;295;10;99;2;0;524;1;0;1;6;34;48;345;12;110;1;1;559;3;14;4;15;71;101;640;22;209;3;1;1.083
;01:0,51 a 1,00;18;154;189;247;455;452;4.068;190;594;16;3;6.386;4;113;140;320;550;546;5.974;344;1.153;13;2;9.159;22;267;329;567;1.005;998;10.042;534;1.747;29;5;15.545
;02:1,01 a 1,50;207;862;820;1.811;4.523;2.362;41.133;1.261;3.055;31;4;56.069;32;195;385;796;1.798;1.430;43.127;1.928;6.493;43;1;56.228;239;1.057;1.205;2.607;6.321;3.792;84.260;3.189;9.548;74;5;112.297
;03:1,51 a 2,00;73;693;627;1.179;2.865;1.102;22.075;689;1.869;43;3;31.218;4;316;314;104;347;271;11.623;1.012;3.889;42;2;17.924;77;1.009;941;1.283;3.212;1.373;33.698;1.701;5.758;85;5;49.142
;04:2,01 a 3,00;8;341;508;527;1.767;1.361;18.931;777;3.834;84;11;28.149;0;157;205;21;89;1.097;7.823;1.034;8.141;93;6;18.666;8;498;713;548;1.856;2.458;26.754;1.811;11.975;177;17;46.815
;05:3,01 a 4,00;8;405;426;159;481;4.076;6.769;467;3.115;76;6;15.988;0;22;34;13;53;5.624;2.195;321;4.976;93;9;13.340;8;427;460;172;534;9.700;8.964;788;8.091;169;15;29.328
;06:4,01 a 5,00;0;53;87;58;190;1.377;4.846;1.012;2.767;99;15;10.504;0;9;18;7;27;5.330;1.115;320;4.229;142;21;11.218;0;62;105;65;217;6.707;5.961;1.332;6.996;241;36;21.722
;07:5,01 a 7,00;0;130;188;155;411;1.983;6.390;515;3.529;121;20;13.442;0;2;11;7;14;2.944;1.432;243;4.412;169;28;9.262;0;132;199;162;425;4.927;7.822;758;7.941;290;48;22.704
;08:7,01 a 10,00;0;29;35;25;120;524;2.287;253;3.261;129;27;6.690;0;1;4;1;3;1.244;444;97;3.329;187;29;5.339;0;30;39;26;123;1.768;2.731;350;6.590;316;56;12.029
;09:10,01 a 15,00;0;9;16;13;40;50;1.153;228;3.343;136;46;5.034;0;0;4;0;14;79;382;100;2.552;135;46;3.312;0;9;20;13;54;129;1.535;328;5.895;271;92;8.346
;10:15,01 a 20,00;0;8;7;1;5;6;343;40;1.400;52;56;1.918;0;0;3;0;0;2;128;15;842;65;52;1.107;0;8;10;1;5;8;471;55;2.242;117;108;3.025
;11:Mais de 20,00;0;3;4;1;0;0;82;10;1.983;35;44;2.162;0;0;0;0;1;2;7;2;899;19;29;959;0;3;4;1;1;2;89;12;2.882;54;73;3.121
;{ñ class};19;127;241;239;501;171;1.773;26;142;28;1;3.268;2;8;37;45;80;59;871;26;190;10;0;1.328;21;135;278;284;581;230;2.644;52;332;38;1;4.596
221100:Terezina - PI;Total;760;6.828;3.254;7.413;14.134;10.017;74.877;4.937;25.590;4.636;274;152.720;99;783;587;1.691;4.108;4.055;65.887;5.165;37.919;5.315;214;125.823;859;7.611;3.841;9.104;18.242;14.072;140.764;10.102;63.509;9.951;488;278.543
;00:Até 0,50;7;32;5;23;25;268;202;15;174;7;1;759;1;3;5;13;24;247;233;14;134;7;0;681;8;35;10;36;49;515;435;29;308;14;1;1.440
;01:0,51 a 1,00;93;233;137;414;482;718;2.634;139;914;36;3;5.803;25;42;35;246;221;464;3.223;232;1.174;40;0;5.702;118;275;172;660;703;1.182;5.857;371;2.088;76;3;11.505
;02:1,01 a 1,50;459;2.676;1.896;4.283;8.252;5.876;37.672;1.686;3.735;575;14;67.124;65;559;485;1.275;3.250;2.899;40.266;2.661;7.264;456;23;59.203;524;3.235;2.381;5.558;11.502;8.775;77.938;4.347;10.999;1.031;37;126.327
;03:1,51 a 2,00;87;864;597;1.246;2.284;1.681;12.345;754;2.516;559;4;22.937;3;62;32;79;286;235;9.418;880;3.830;792;7;15.624;90;926;629;1.325;2.570;1.916;21.763;1.634;6.346;1.351;11;38.561
;04:2,01 a 3,00;55;631;328;775;1.501;876;9.437;745;2.678;494;9;17.529;0;29;5;27;146;112;6.311;776;4.319;804;9;12.538;55;660;333;802;1.647;988;15.748;1.521;6.997;1.298;18;30.067
;05:3,01 a 4,00;16;1.708;65;161;712;227;3.421;833;3.968;371;19;11.501;0;46;4;4;57;18;2.539;292;6.708;894;11;10.573;16;1.754;69;165;769;245;5.960;1.125;10.676;1.265;30;22.074
;06:4,01 a 5,00;7;269;24;48;192;65;2.173;291;2.271;302;24;5.666;0;18;0;6;29;12;1.062;118;5.522;586;9;7.362;7;287;24;54;221;77;3.235;409;7.793;888;33;13.028
;07:5,01 a 7,00;2;164;25;117;227;51;1.569;216;2.049;350;28;4.798;1;5;1;3;19;6;898;89;3.283;546;25;4.876;3;169;26;120;246;57;2.467;305;5.332;896;53;9.674
;08:7,01 a 10,00;0;34;12;71;93;43;2.985;126;2.381;436;15;6.196;0;0;1;1;8;3;886;54;2.410;448;9;3.820;0;34;13;72;101;46;3.871;180;4.791;884;24;10.016
;09:10,01 a 15,00;0;20;16;43;67;22;1.205;74;2.370;821;93;4.731;0;3;1;1;7;2;517;22;1.839;462;92;2.946;0;23;17;44;74;24;1.722;96;4.209;1.283;185;7.677
;10:15,01 a 20,00;0;7;0;1;12;16;312;32;1.258;388;17;2.043;0;0;0;0;0;1;112;6;760;154;9;1.042;0;7;0;1;12;17;424;38;2.018;542;26;3.085
;11:Mais de 20,00;0;0;3;0;2;2;224;7;1.124;292;46;1.700;0;0;0;0;1;0;92;1;557;122;20;793;0;0;3;0;3;2;316;8;1.681;414;66;2.493
;{ñ class};34;190;146;231;285;172;698;19;152;5;1;1.933;4;16;18;36;60;56;330;20;119;4;0;663;38;206;164;267;345;228;1.028;39;271;9;1;2.596
