;IBGE Subsetor;Faixa Remun Média (SM)
Sexo Trabalhador; 01:Extrativa Mineral;01:Extrativa Mineral;01:Extrativa Mineral;01:Extrativa Mineral;01:Extrativa Mineral;01:Extrativa Mineral;01:Extrativa Mineral;01:Extrativa Mineral;01:Extrativa Mineral;01:Extrativa Mineral;01:Extrativa Mineral;01:Extrativa Mineral;01:Extrativa Mineral;01:Extrativa Mineral;02:Prod. Mineral Não Metálico;02:Prod. Mineral Não Metálico;02:Prod. Mineral Não Metálico;02:Prod. Mineral Não Metálico;02:Prod. Mineral Não Metálico;02:Prod. Mineral Não Metálico;02:Prod. Mineral Não Metálico;02:Prod. Mineral Não Metálico;02:Prod. Mineral Não Metálico;02:Prod. Mineral Não Metálico;02:Prod. Mineral Não Metálico;02:Prod. Mineral Não Metálico;02:Prod. Mineral Não Metálico;02:Prod. Mineral Não Metálico;03:Indústria Metalúrgica;03:Indústria Metalúrgica;03:Indústria Metalúrgica;03:Indústria Metalúrgica;03:Indústria Metalúrgica;03:Indústria Metalúrgica;03:Indústria Metalúrgica;03:Indústria Metalúrgica;03:Indústria Metalúrgica;03:Indústria Metalúrgica;03:Indústria Metalúrgica;03:Indústria Metalúrgica;03:Indústria Metalúrgica;03:Indústria Metalúrgica;04:Indústria Mecânica;04:Indústria Mecânica;04:Indústria Mecânica;04:Indústria Mecânica;04:Indústria Mecânica;04:Indústria Mecânica;04:Indústria Mecânica;04:Indústria Mecânica;04:Indústria Mecânica;04:Indústria Mecânica;04:Indústria Mecânica;04:Indústria Mecânica;04:Indústria Mecânica;04:Indústria Mecânica;05:Elétrico e Comunic;05:Elétrico e Comunic;05:Elétrico e Comunic;05:Elétrico e Comunic;05:Elétrico e Comunic;05:Elétrico e Comunic;05:Elétrico e Comunic;05:Elétrico e Comunic;05:Elétrico e Comunic;05:Elétrico e Comunic;05:Elétrico e Comunic;05:Elétrico e Comunic;05:Elétrico e Comunic;05:Elétrico e Comunic;06:Material de Transporte;06:Material de Transporte;06:Material de Transporte;06:Material de Transporte;06:Material de Transporte;06:Material de Transporte;06:Material de Transporte;06:Material de Transporte;06:Material de Transporte;06:Material de Transporte;06:Material de Transporte;06:Material de Transporte;06:Material de Transporte;06:Material de Transporte;07:Madeira e Mobiliário;07:Madeira e Mobiliário;07:Madeira e Mobiliário;07:Madeira e Mobiliário;07:Madeira e Mobiliário;07:Madeira e Mobiliário;07:Madeira e Mobiliário;07:Madeira e Mobiliário;07:Madeira e Mobiliário;07:Madeira e Mobiliário;07:Madeira e Mobiliário;07:Madeira e Mobiliário;07:Madeira e Mobiliário;07:Madeira e Mobiliário;08:Papel e Gráf;08:Papel e Gráf;08:Papel e Gráf;08:Papel e Gráf;08:Papel e Gráf;08:Papel e Gráf;08:Papel e Gráf;08:Papel e Gráf;08:Papel e Gráf;08:Papel e Gráf;08:Papel e Gráf;08:Papel e Gráf;08:Papel e Gráf;08:Papel e Gráf;09:Borracha, Fumo, Couros;09:Borracha, Fumo, Couros;09:Borracha, Fumo, Couros;09:Borracha, Fumo, Couros;09:Borracha, Fumo, Couros;09:Borracha, Fumo, Couros;09:Borracha, Fumo, Couros;09:Borracha, Fumo, Couros;09:Borracha, Fumo, Couros;09:Borracha, Fumo, Couros;09:Borracha, Fumo, Couros;09:Borracha, Fumo, Couros;09:Borracha, Fumo, Couros;09:Borracha, Fumo, Couros;10:Indústria Química;10:Indústria Química;10:Indústria Química;10:Indústria Química;10:Indústria Química;10:Indústria Química;10:Indústria Química;10:Indústria Química;10:Indústria Química;10:Indústria Química;10:Indústria Química;10:Indústria Química;10:Indústria Química;10:Indústria Química;11:Indústria Têxtil;11:Indústria Têxtil;11:Indústria Têxtil;11:Indústria Têxtil;11:Indústria Têxtil;11:Indústria Têxtil;11:Indústria Têxtil;11:Indústria Têxtil;11:Indústria Têxtil;11:Indústria Têxtil;11:Indústria Têxtil;11:Indústria Têxtil;11:Indústria Têxtil;11:Indústria Têxtil;12:Indústria Calçados;12:Indústria Calçados;12:Indústria Calçados;12:Indústria Calçados;12:Indústria Calçados;12:Indústria Calçados;12:Indústria Calçados;12:Indústria Calçados;12:Indústria Calçados;12:Indústria Calçados;12:Indústria Calçados;12:Indústria Calçados;12:Indústria Calçados;12:Indústria Calçados;13:Alimentos e Bebidas;13:Alimentos e Bebidas;13:Alimentos e Bebidas;13:Alimentos e Bebidas;13:Alimentos e Bebidas;13:Alimentos e Bebidas;13:Alimentos e Bebidas;13:Alimentos e Bebidas;13:Alimentos e Bebidas;13:Alimentos e Bebidas;13:Alimentos e Bebidas;13:Alimentos e Bebidas;13:Alimentos e Bebidas;13:Alimentos e Bebidas;14:Serviço Utilidade Pública;14:Serviço Utilidade Pública;14:Serviço Utilidade Pública;14:Serviço Utilidade Pública;14:Serviço Utilidade Pública;14:Serviço Utilidade Pública;14:Serviço Utilidade Pública;14:Serviço Utilidade Pública;14:Serviço Utilidade Pública;14:Serviço Utilidade Pública;14:Serviço Utilidade Pública;14:Serviço Utilidade Pública;14:Serviço Utilidade Pública;14:Serviço Utilidade Pública;15:Construção Civil;15:Construção Civil;15:Construção Civil;15:Construção Civil;15:Construção Civil;15:Construção Civil;15:Construção Civil;15:Construção Civil;15:Construção Civil;15:Construção Civil;15:Construção Civil;15:Construção Civil;15:Construção Civil;15:Construção Civil;16:Comércio Varejista;16:Comércio Varejista;16:Comércio Varejista;16:Comércio Varejista;16:Comércio Varejista;16:Comércio Varejista;16:Comércio Varejista;16:Comércio Varejista;16:Comércio Varejista;16:Comércio Varejista;16:Comércio Varejista;16:Comércio Varejista;16:Comércio Varejista;16:Comércio Varejista;17:Comércio Atacadista;17:Comércio Atacadista;17:Comércio Atacadista;17:Comércio Atacadista;17:Comércio Atacadista;17:Comércio Atacadista;17:Comércio Atacadista;17:Comércio Atacadista;17:Comércio Atacadista;17:Comércio Atacadista;17:Comércio Atacadista;17:Comércio Atacadista;17:Comércio Atacadista;17:Comércio Atacadista;18:Instituição Financeira;18:Instituição Financeira;18:Instituição Financeira;18:Instituição Financeira;18:Instituição Financeira;18:Instituição Financeira;18:Instituição Financeira;18:Instituição Financeira;18:Instituição Financeira;18:Instituição Financeira;18:Instituição Financeira;18:Instituição Financeira;18:Instituição Financeira;18:Instituição Financeira;19:Adm Técnica Profissional;19:Adm Técnica Profissional;19:Adm Técnica Profissional;19:Adm Técnica Profissional;19:Adm Técnica Profissional;19:Adm Técnica Profissional;19:Adm Técnica Profissional;19:Adm Técnica Profissional;19:Adm Técnica Profissional;19:Adm Técnica Profissional;19:Adm Técnica Profissional;19:Adm Técnica Profissional;19:Adm Técnica Profissional;19:Adm Técnica Profissional;20:Transporte e Comunicações;20:Transporte e Comunicações;20:Transporte e Comunicações;20:Transporte e Comunicações;20:Transporte e Comunicações;20:Transporte e Comunicações;20:Transporte e Comunicações;20:Transporte e Comunicações;20:Transporte e Comunicações;20:Transporte e Comunicações;20:Transporte e Comunicações;20:Transporte e Comunicações;20:Transporte e Comunicações;20:Transporte e Comunicações;21:Aloj Comunic;21:Aloj Comunic;21:Aloj Comunic;21:Aloj Comunic;21:Aloj Comunic;21:Aloj Comunic;21:Aloj Comunic;21:Aloj Comunic;21:Aloj Comunic;21:Aloj Comunic;21:Aloj Comunic;21:Aloj Comunic;21:Aloj Comunic;21:Aloj Comunic;22:Médicos Odontológicos Vet;22:Médicos Odontológicos Vet;22:Médicos Odontológicos Vet;22:Médicos Odontológicos Vet;22:Médicos Odontológicos Vet;22:Médicos Odontológicos Vet;22:Médicos Odontológicos Vet;22:Médicos Odontológicos Vet;22:Médicos Odontológicos Vet;22:Médicos Odontológicos Vet;22:Médicos Odontológicos Vet;22:Médicos Odontológicos Vet;22:Médicos Odontológicos Vet;22:Médicos Odontológicos Vet;23:Ensino;23:Ensino;23:Ensino;23:Ensino;23:Ensino;23:Ensino;23:Ensino;23:Ensino;23:Ensino;23:Ensino;23:Ensino;23:Ensino;23:Ensino;23:Ensino;24:Administração Pública;24:Administração Pública;24:Administração Pública;24:Administração Pública;24:Administração Pública;24:Administração Pública;24:Administração Pública;24:Administração Pública;24:Administração Pública;24:Administração Pública;24:Administração Pública;24:Administração Pública;24:Administração Pública;24:Administração Pública;25:Agricultura;25:Agricultura;25:Agricultura;25:Agricultura;25:Agricultura;25:Agricultura;25:Agricultura;25:Agricultura;25:Agricultura;25:Agricultura;25:Agricultura;25:Agricultura;25:Agricultura;25:Agricultura;{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;00:Até 0,50;01:0,51 a 1,00;02:1,01 a 1,50;03:1,51 a 2,00;04:2,01 a 3,00;05:3,01 a 4,00;06:4,01 a 5,00;07:5,01 a 7,00;08:7,01 a 10,00;09:10,01 a 15,00;10:15,01 a 20,00;11:Mais de 20,00;{ñ class};Total;00:Até 0,50;01:0,51 a 1,00;02:1,01 a 1,50;03:1,51 a 2,00;04:2,01 a 3,00;05:3,01 a 4,00;06:4,01 a 5,00;07:5,01 a 7,00;08:7,01 a 10,00;09:10,01 a 15,00;10:15,01 a 20,00;11:Mais de 20,00;{ñ class};Total;00:Até 0,50;01:0,51 a 1,00;02:1,01 a 1,50;03:1,51 a 2,00;04:2,01 a 3,00;05:3,01 a 4,00;06:4,01 a 5,00;07:5,01 a 7,00;08:7,01 a 10,00;09:10,01 a 15,00;10:15,01 a 20,00;11:Mais de 20,00;{ñ class};Total;00:Até 0,50;01:0,51 a 1,00;02:1,01 a 1,50;03:1,51 a 2,00;04:2,01 a 3,00;05:3,01 a 4,00;06:4,01 a 5,00;07:5,01 a 7,00;08:7,01 a 10,00;09:10,01 a 15,00;10:15,01 a 20,00;11:Mais de 20,00;{ñ class};Total;00:Até 0,50;01:0,51 a 1,00;02:1,01 a 1,50;03:1,51 a 2,00;04:2,01 a 3,00;05:3,01 a 4,00;06:4,01 a 5,00;07:5,01 a 7,00;08:7,01 a 10,00;09:10,01 a 15,00;10:15,01 a 20,00;11:Mais de 20,00;{ñ class};Total;00:Até 0,50;01:0,51 a 1,00;02:1,01 a 1,50;03:1,51 a 2,00;04:2,01 a 3,00;05:3,01 a 4,00;06:4,01 a 5,00;07:5,01 a 7,00;08:7,01 a 10,00;09:10,01 a 15,00;10:15,01 a 20,00;11:Mais de 20,00;{ñ class};Total;00:Até 0,50;01:0,51 a 1,00;02:1,01 a 1,50;03:1,51 a 2,00;04:2,01 a 3,00;05:3,01 a 4,00;06:4,01 a 5,00;07:5,01 a 7,00;08:7,01 a 10,00;09:10,01 a 15,00;10:15,01 a 20,00;11:Mais de 20,00;{ñ class};Total;00:Até 0,50;01:0,51 a 1,00;02:1,01 a 1,50;03:1,51 a 2,00;04:2,01 a 3,00;05:3,01 a 4,00;06:4,01 a 5,00;07:5,01 a 7,00;08:7,01 a 10,00;09:10,01 a 15,00;10:15,01 a 20,00;11:Mais de 20,00;{ñ class};Total;00:Até 0,50;01:0,51 a 1,00;02:1,01 a 1,50;03:1,51 a 2,00;04:2,01 a 3,00;05:3,01 a 4,00;06:4,01 a 5,00;07:5,01 a 7,00;08:7,01 a 10,00;09:10,01 a 15,00;10:15,01 a 20,00;11:Mais de 20,00;{ñ class};Total;00:Até 0,50;01:0,51 a 1,00;02:1,01 a 1,50;03:1,51 a 2,00;04:2,01 a 3,00;05:3,01 a 4,00;06:4,01 a 5,00;07:5,01 a 7,00;08:7,01 a 10,00;09:10,01 a 15,00;10:15,01 a 20,00;11:Mais de 20,00;{ñ class};Total;00:Até 0,50;01:0,51 a 1,00;02:1,01 a 1,50;03:1,51 a 2,00;04:2,01 a 3,00;05:3,01 a 4,00;06:4,01 a 5,00;07:5,01 a 7,00;08:7,01 a 10,00;09:10,01 a 15,00;10:15,01 a 20,00;11:Mais de 20,00;{ñ class};Total;00:Até 0,50;01:0,51 a 1,00;02:1,01 a 1,50;03:1,51 a 2,00;04:2,01 a 3,00;05:3,01 a 4,00;06:4,01 a 5,00;07:5,01 a 7,00;08:7,01 a 10,00;09:10,01 a 15,00;10:15,01 a 20,00;11:Mais de 20,00;{ñ class};Total;00:Até 0,50;01:0,51 a 1,00;02:1,01 a 1,50;03:1,51 a 2,00;04:2,01 a 3,00;05:3,01 a 4,00;06:4,01 a 5,00;07:5,01 a 7,00;08:7,01 a 10,00;09:10,01 a 15,00;10:15,01 a 20,00;11:Mais de 20,00;{ñ class};Total;00:Até 0,50;01:0,51 a 1,00;02:1,01 a 1,50;03:1,51 a 2,00;04:2,01 a 3,00;05:3,01 a 4,00;06:4,01 a 5,00;07:5,01 a 7,00;08:7,01 a 10,00;09:10,01 a 15,00;10:15,01 a 20,00;11:Mais de 20,00;{ñ class};Total;00:Até 0,50;01:0,51 a 1,00;02:1,01 a 1,50;03:1,51 a 2,00;04:2,01 a 3,00;05:3,01 a 4,00;06:4,01 a 5,00;07:5,01 a 7,00;08:7,01 a 10,00;09:10,01 a 15,00;10:15,01 a 20,00;11:Mais de 20,00;{ñ class};Total;00:Até 0,50;01:0,51 a 1,00;02:1,01 a 1,50;03:1,51 a 2,00;04:2,01 a 3,00;05:3,01 a 4,00;06:4,01 a 5,00;07:5,01 a 7,00;08:7,01 a 10,00;09:10,01 a 15,00;10:15,01 a 20,00;11:Mais de 20,00;{ñ class};Total;00:Até 0,50;01:0,51 a 1,00;02:1,01 a 1,50;03:1,51 a 2,00;04:2,01 a 3,00;05:3,01 a 4,00;06:4,01 a 5,00;07:5,01 a 7,00;08:7,01 a 10,00;09:10,01 a 15,00;10:15,01 a 20,00;11:Mais de 20,00;{ñ class};Total;00:Até 0,50;01:0,51 a 1,00;02:1,01 a 1,50;03:1,51 a 2,00;04:2,01 a 3,00;05:3,01 a 4,00;06:4,01 a 5,00;07:5,01 a 7,00;08:7,01 a 10,00;09:10,01 a 15,00;10:15,01 a 20,00;11:Mais de 20,00;{ñ class};Total;00:Até 0,50;01:0,51 a 1,00;02:1,01 a 1,50;03:1,51 a 2,00;04:2,01 a 3,00;05:3,01 a 4,00;06:4,01 a 5,00;07:5,01 a 7,00;08:7,01 a 10,00;09:10,01 a 15,00;10:15,01 a 20,00;11:Mais de 20,00;{ñ class};Total;00:Até 0,50;01:0,51 a 1,00;02:1,01 a 1,50;03:1,51 a 2,00;04:2,01 a 3,00;05:3,01 a 4,00;06:4,01 a 5,00;07:5,01 a 7,00;08:7,01 a 10,00;09:10,01 a 15,00;10:15,01 a 20,00;11:Mais de 20,00;{ñ class};Total;00:Até 0,50;01:0,51 a 1,00;02:1,01 a 1,50;03:1,51 a 2,00;04:2,01 a 3,00;05:3,01 a 4,00;06:4,01 a 5,00;07:5,01 a 7,00;08:7,01 a 10,00;09:10,01 a 15,00;10:15,01 a 20,00;11:Mais de 20,00;{ñ class};Total;00:Até 0,50;01:0,51 a 1,00;02:1,01 a 1,50;03:1,51 a 2,00;04:2,01 a 3,00;05:3,01 a 4,00;06:4,01 a 5,00;07:5,01 a 7,00;08:7,01 a 10,00;09:10,01 a 15,00;10:15,01 a 20,00;11:Mais de 20,00;{ñ class};Total;00:Até 0,50;01:0,51 a 1,00;02:1,01 a 1,50;03:1,51 a 2,00;04:2,01 a 3,00;05:3,01 a 4,00;06:4,01 a 5,00;07:5,01 a 7,00;08:7,01 a 10,00;09:10,01 a 15,00;10:15,01 a 20,00;11:Mais de 20,00;{ñ class};Total;00:Até 0,50;01:0,51 a 1,00;02:1,01 a 1,50;03:1,51 a 2,00;04:2,01 a 3,00;05:3,01 a 4,00;06:4,01 a 5,00;07:5,01 a 7,00;08:7,01 a 10,00;09:10,01 a 15,00;10:15,01 a 20,00;11:Mais de 20,00;{ñ class};Total;00:Até 0,50;01:0,51 a 1,00;02:1,01 a 1,50;03:1,51 a 2,00;04:2,01 a 3,00;05:3,01 a 4,00;06:4,01 a 5,00;07:5,01 a 7,00;08:7,01 a 10,00;09:10,01 a 15,00;10:15,01 a 20,00;11:Mais de 20,00;{ñ class};Total;01:0,51 a 1,00;02:1,01 a 1,50;03:1,51 a 2,00;04:2,01 a 3,00;05:3,01 a 4,00;07:5,01 a 7,00;{ñ class};Total;00:Até 0,50;01:0,51 a 1,00;02:1,01 a 1,50;03:1,51 a 2,00;04:2,01 a 3,00;05:3,01 a 4,00;06:4,01 a 5,00;07:5,01 a 7,00;08:7,01 a 10,00;09:10,01 a 15,00;10:15,01 a 20,00;11:Mais de 20,00;{ñ class};Total
01:Masculino;309;2.542;17.856;19.219;28.786;20.782;15.939;17.067;11.714;12.648;10.196;23.614;2.387;183.059;396;18.798;99.098;70.539;62.995;24.739;11.453;10.875;6.198;3.333;1.272;1.643;5.965;317.304;957;8.199;70.573;125.906;163.369;89.045;54.415;62.606;38.868;19.773;6.423;7.364;9.521;657.019;718;3.063;28.368;61.549;103.931;69.782;45.102;47.650;31.289;19.612;7.587;9.022;6.219;433.892;277;1.319;15.375;34.681;46.867;23.190;12.862;13.769;10.801;8.153;4.008;5.075;2.022;178.399;496;2.876;18.552;35.681;91.051;74.876;54.201;54.625;48.930;37.706;16.305;17.759;6.822;459.880;384;12.274;120.215;101.322;72.465;22.992;8.759;6.701;3.306;1.535;592;696;6.356;357.597;634;6.495;40.694;44.416;60.842;33.684;20.114;24.388;16.949;10.448;3.926;4.917;3.865;271.372;354;3.663;37.200;46.023;51.248;22.423;12.811;15.778;11.119;5.441;2.025;2.966;3.372;214.423;668;5.781;70.719;87.240;109.199;55.424;33.134;37.947;29.466;25.989;14.997;22.047;7.021;499.632;645;12.934;131.812;75.194;72.018;30.470;13.317;11.415;5.825;2.735;960;1.322;4.796;363.443;160;4.304;82.234;29.330;18.696;5.275;2.640;2.446;1.498;786;276;320;1.661;149.626;2.521;45.915;328.036;288.047;282.906;111.087;53.804;46.169;24.906;13.868;5.232;8.309;21.003;1.231.803;402;5.966;39.406;41.535;45.334;29.928;23.398;34.238;34.969;27.761;11.009;14.522;4.353;312.821;3.506;44.241;425.321;450.515;443.692;160.783;72.023;61.952;38.449;21.667;8.443;10.682;35.353;1.776.627;7.242;153.070;1.368.250;889.012;587.744;198.860;87.101;74.387;38.854;18.666;6.973;9.219;33.496;3.472.874;1.297;18.085;238.389;200.505;179.359;76.418;38.273;36.054;24.862;17.279;8.454;14.384;10.170;863.529;214;2.104;13.036;12.185;26.646;41.574;34.166;52.851;51.853;52.735;29.158;36.380;2.579;355.481;4.416;55.654;646.579;555.870;598.923;216.486;94.513;93.751;72.074;51.489;24.276;35.739;33.468;2.483.238;2.685;26.615;241.575;303.341;470.447;265.002;105.694;81.738;51.163;33.042;15.159;20.056;51.550;1.668.067;13.614;111.372;602.699;318.832;218.692;79.676;39.027;42.206;34.746;20.218;8.315;9.986;35.414;1.534.797;623;5.442;59.330;60.687;68.403;35.247;21.559;25.376;17.010;11.193;4.649;4.553;3.825;317.897;8.943;34.574;85.746;59.235;75.535;49.239;37.231;52.483;44.957;35.297;25.539;19.692;10.762;539.233;8.847;151.695;506.962;351.279;543.979;388.981;316.328;431.652;274.209;167.721;84.806;150.425;14.493;3.391.377;2.469;126.295;488.905;253.200;199.794;62.864;21.299;14.509;7.766;4.077;1.375;1.939;17.038;1.201.530;20;25;8;4;2;1;1;61;62.777;863.296;5.776.955;4.515.351;4.622.925;2.188.829;1.229.163;1.352.634;931.781;623.172;301.955;432.631;333.512;23.234.981
02:Feminino;128;665;3.001;1.583;1.766;1.476;1.323;2.006;1.921;2.691;2.392;2.817;108;21.877;154;2.426;14.929;9.046;6.834;2.593;1.347;1.439;982;620;214;178;803;41.565;407;2.450;16.330;25.139;20.537;7.935;4.299;4.458;3.518;2.362;772;607;1.161;89.975;284;1.328;11.826;19.567;21.861;8.385;4.535;4.807;3.746;2.622;969;795;762;81.487;135;885;16.433;28.290;25.276;7.058;3.195;3.021;2.377;1.694;655;578;1.405;91.002;145;812;6.666;9.575;16.260;8.379;4.970;5.106;4.692;3.899;1.915;1.310;935;64.664;237;4.002;37.971;21.926;10.248;2.802;1.224;1.082;609;298;69;79;1.702;82.249;403;4.268;28.106;24.283;22.362;9.749;5.533;6.798;4.899;3.260;1.367;1.523;1.632;114.183;194;2.870;31.406;25.910;15.676;5.517;2.630;2.649;1.833;1.170;455;484;1.624;92.418;384;3.776;54.901;53.513;39.401;14.822;8.175;10.536;9.236;9.035;4.224;4.273;3.607;215.883;1.051;27.837;339.994;129.016;57.276;12.850;4.779;4.334;2.309;935;278;265;11.041;591.965;148;6.137;111.518;25.384;7.733;1.773;796;660;340;125;19;29;2.296;156.958;1.575;24.784;261.076;142.705;63.152;18.914;9.105;9.167;5.683;3.217;1.169;1.331;12.223;554.101;174;1.420;11.025;6.970;7.735;4.990;4.560;6.852;7.681;5.833;2.204;2.207;898;62.549;924;6.452;44.486;26.494;22.779;10.331;5.820;7.069;6.222;3.776;1.203;1.039;1.374;137.969;8.659;150.466;1.328.472;637.233;296.006;92.663;38.532;35.031;15.680;6.758;2.278;2.308;21.436;2.635.522;1.150;12.300;124.413;85.485;53.961;23.382;12.526;13.367;9.410;6.204;2.937;3.877;3.171;352.183;386;3.579;29.520;25.788;44.520;52.164;42.985;59.812;50.460;39.595;15.948;11.792;3.118;379.667;8.064;81.333;596.941;251.690;182.366;76.072;41.657;46.281;36.420;25.152;10.516;11.115;22.399;1.390.006;1.589;13.982;84.392;71.254;66.212;31.421;16.588;21.146;16.585;10.536;4.074;3.460;6.909;348.148;13.231;160.907;916.606;295.600;163.471;66.461;34.663;38.920;31.829;15.148;4.953;3.658;32.015;1.777.462;1.981;26.321;279.024;216.556;192.278;84.547;51.692;50.398;31.652;15.081;4.781;3.337;15.779;973.427;11.441;64.678;206.810;110.307;111.974;69.677;48.261;60.693;48.261;36.267;21.793;11.787;12.045;813.994;24.251;293.675;1.050.305;631.323;893.792;578.156;401.626;454.660;260.490;152.978;59.261;92.322;25.920;4.918.759;1.815;33.414;121.976;33.069;13.429;4.129;2.036;1.860;1.401;707;227;215;4.292;218.570;0;1;0;1;0;0;0;2;78.910;930.767;5.728.128;2.907.706;2.356.906;1.196.246;752.857;852.152;558.236;349.963;144.673;161.386;188.655;16.206.585
Total;437;3.207;20.857;20.802;30.552;22.258;17.262;19.073;13.635;15.339;12.588;26.431;2.495;204.936;550;21.224;114.027;79.585;69.829;27.332;12.800;12.314;7.180;3.953;1.486;1.821;6.768;358.869;1.364;10.649;86.903;151.045;183.906;96.980;58.714;67.064;42.386;22.135;7.195;7.971;10.682;746.994;1.002;4.391;40.194;81.116;125.792;78.167;49.637;52.457;35.035;22.234;8.556;9.817;6.981;515.379;412;2.204;31.808;62.971;72.143;30.248;16.057;16.790;13.178;9.847;4.663;5.653;3.427;269.401;641;3.688;25.218;45.256;107.311;83.255;59.171;59.731;53.622;41.605;18.220;19.069;7.757;524.544;621;16.276;158.186;123.248;82.713;25.794;9.983;7.783;3.915;1.833;661;775;8.058;439.846;1.037;10.763;68.800;68.699;83.204;43.433;25.647;31.186;21.848;13.708;5.293;6.440;5.497;385.555;548;6.533;68.606;71.933;66.924;27.940;15.441;18.427;12.952;6.611;2.480;3.450;4.996;306.841;1.052;9.557;125.620;140.753;148.600;70.246;41.309;48.483;38.702;35.024;19.221;26.320;10.628;715.515;1.696;40.771;471.806;204.210;129.294;43.320;18.096;15.749;8.134;3.670;1.238;1.587;15.837;955.408;308;10.441;193.752;54.714;26.429;7.048;3.436;3.106;1.838;911;295;349;3.957;306.584;4.096;70.699;589.112;430.752;346.058;130.001;62.909;55.336;30.589;17.085;6.401;9.640;33.226;1.785.904;576;7.386;50.431;48.505;53.069;34.918;27.958;41.090;42.650;33.594;13.213;16.729;5.251;375.370;4.430;50.693;469.807;477.009;466.471;171.114;77.843;69.021;44.671;25.443;9.646;11.721;36.727;1.914.596;15.901;303.536;2.696.722;1.526.245;883.750;291.523;125.633;109.418;54.534;25.424;9.251;11.527;54.932;6.108.396;2.447;30.385;362.802;285.990;233.320;99.800;50.799;49.421;34.272;23.483;11.391;18.261;13.341;1.215.712;600;5.683;42.556;37.973;71.166;93.738;77.151;112.663;102.313;92.330;45.106;48.172;5.697;735.148;12.480;136.987;1.243.520;807.560;781.289;292.558;136.170;140.032;108.494;76.641;34.792;46.854;55.867;3.873.244;4.274;40.597;325.967;374.595;536.659;296.423;122.282;102.884;67.748;43.578;19.233;23.516;58.459;2.016.215;26.845;272.279;1.519.305;614.432;382.163;146.137;73.690;81.126;66.575;35.366;13.268;13.644;67.429;3.312.259;2.604;31.763;338.354;277.243;260.681;119.794;73.251;75.774;48.662;26.274;9.430;7.890;19.604;1.291.324;20.384;99.252;292.556;169.542;187.509;118.916;85.492;113.176;93.218;71.564;47.332;31.479;22.807;1.353.227;33.098;445.370;1.557.267;982.602;1.437.771;967.137;717.954;886.312;534.699;320.699;144.067;242.747;40.413;8.310.136;4.284;159.709;610.881;286.269;213.223;66.993;23.335;16.369;9.167;4.784;1.602;2.154;21.330;1.420.100;20;26;8;5;2;1;1;63;141.687;1.794.063;11.505.083;7.423.057;6.979.831;3.385.075;1.982.020;2.204.786;1.490.017;973.135;446.628;594.017;522.167;39.441.566

Seleções vigentes
Variável;Critério;Valor
Ano;igual a;2008
Vínculo Ativo 31/12;igual a;Sim
