capital,faixa_remuneracao_media_sm,10 A 14,15 A 17,18 A 24,25 A 29,30 A 39,40 A 49,50 A 64,65 OU MAIS,sexo,ano
maceio___al,"02:1,01_a_1,50",2,58,6636,7069,11198,6580,3207,136,F,2009
maceio___al,"03:1,51_a_2,00",0,0,966,1885,3377,2634,1747,92,F,2009
maceio___al,"04:2,01_a_3,00",0,1,505,1498,3978,3817,2474,162,F,2009
maceio___al,"05:3,01_a_4,00",1,0,143,568,1430,1451,1218,50,F,2009
maceio___al,"06:4,01_a_5,00",0,0,91,431,1449,1411,804,38,F,2009
maceio___al,"07:5,01_a_7,00",0,1,52,309,1238,2331,1877,87,F,2009
maceio___al,"08:7,01_a_10,00",0,0,12,155,775,1548,1605,81,F,2009
maceio___al,"09:10,01_a_15,00",0,0,4,34,294,527,589,20,F,2009
maceio___al,"10:15,01_a_20,00",0,0,6,16,121,205,209,16,F,2009
maceio___al,"11:mais_de_20,00",0,0,0,9,144,264,316,10,F,2009
aracaju___se,"00:ate_0,50",6,135,210,125,208,114,61,5,F,2009
aracaju___se,"01:0,51_a_1,00",2,105,1407,1197,1716,1035,377,38,F,2009
aracaju___se,"02:1,01_a_1,50",0,31,6408,6951,9418,5506,2143,55,F,2009
aracaju___se,"03:1,51_a_2,00",1,1,833,1502,2483,2393,1837,96,F,2009
aracaju___se,"04:2,01_a_3,00",0,1,558,1356,2472,2718,2055,112,F,2009
aracaju___se,"05:3,01_a_4,00",0,0,298,866,2252,2127,1212,54,F,2009
aracaju___se,"06:4,01_a_5,00",0,0,224,652,1324,2045,1095,44,F,2009
aracaju___se,"07:5,01_a_7,00",0,0,127,490,1261,2429,2047,69,F,2009
aracaju___se,"08:7,01_a_10,00",0,0,79,231,675,1512,1485,42,F,2009
aracaju___se,"09:10,01_a_15,00",0,0,11,103,445,642,608,31,F,2009
aracaju___se,"10:15,01_a_20,00",0,0,6,31,132,219,169,11,F,2009
aracaju___se,"11:mais_de_20,00",0,0,1,36,234,429,345,19,F,2009
salvador___ba,"00:ate_0,50",8,425,513,85,120,106,176,16,F,2009
salvador___ba,"01:0,51_a_1,00",2,418,4215,2699,3177,1644,800,51,F,2009
salvador___ba,"02:1,01_a_1,50",1,162,22790,25055,34507,19937,10405,1012,F,2009
salvador___ba,"03:1,51_a_2,00",0,4,5213,8115,11879,7324,4081,376,F,2009
salvador___ba,"04:2,01_a_3,00",0,5,2697,6597,12207,11602,9441,768,F,2009
salvador___ba,"05:3,01_a_4,00",0,0,998,3988,9040,7279,5625,443,F,2009
salvador___ba,"06:4,01_a_5,00",0,0,488,2366,7694,7266,5399,278,F,2009
salvador___ba,"07:5,01_a_7,00",0,0,450,3030,8579,11100,10128,603,F,2009
salvador___ba,"08:7,01_a_10,00",0,0,136,1299,3908,5838,5713,335,F,2009
salvador___ba,"09:10,01_a_15,00",0,0,54,561,2224,2569,2817,223,F,2009
salvador___ba,"10:15,01_a_20,00",0,0,23,164,1017,1396,1286,80,F,2009
salvador___ba,"11:mais_de_20,00",0,0,3,106,955,1564,1708,113,F,2009
belo_horizonte___mg,"00:ate_0,50",8,850,636,383,861,885,591,45,F,2009
belo_horizonte___mg,"01:0,51_a_1,00",2,2369,9861,4669,6850,5192,3106,179,F,2009
belo_horizonte___mg,"02:1,01_a_1,50",0,1182,51659,35660,51304,41437,33156,1645,F,2009
belo_horizonte___mg,"03:1,51_a_2,00",0,45,11436,14668,21883,15234,9719,452,F,2009
belo_horizonte___mg,"04:2,01_a_3,00",1,7,7088,15228,29693,28636,18210,719,F,2009
belo_horizonte___mg,"05:3,01_a_4,00",0,1,3118,8222,14235,15666,8602,295,F,2009
belo_horizonte___mg,"06:4,01_a_5,00",0,0,1076,4946,9653,10362,5578,220,F,2009
belo_horizonte___mg,"07:5,01_a_7,00",0,0,600,3760,8556,13352,7822,339,F,2009
belo_horizonte___mg,"08:7,01_a_10,00",0,0,221,2137,5630,7426,5160,169,F,2009
belo_horizonte___mg,"09:10,01_a_15,00",0,0,50,879,3751,5579,4047,126,F,2009
belo_horizonte___mg,"10:15,01_a_20,00",0,1,20,323,1627,2760,1835,64,F,2009
belo_horizonte___mg,"11:mais_de_20,00",0,0,6,165,1548,3707,3445,137,F,2009
vitoria___es,"00:ate_0,50",26,555,63,40,75,46,32,1,F,2009
vitoria___es,"01:0,51_a_1,00",9,476,630,407,632,477,198,13,F,2009
vitoria___es,"02:1,01_a_1,50",2,135,8320,6441,9580,7213,3807,122,F,2009
vitoria___es,"03:1,51_a_2,00",0,12,2658,2802,3696,2604,1612,68,F,2009
vitoria___es,"04:2,01_a_3,00",0,0,1476,2719,3878,3142,1942,88,F,2009
vitoria___es,"05:3,01_a_4,00",0,0,738,2084,3866,3797,1693,51,F,2009
vitoria___es,"06:4,01_a_5,00",0,1,415,1306,2043,2792,1310,45,F,2009
vitoria___es,"07:5,01_a_7,00",0,0,187,988,2069,2756,1714,53,F,2009
vitoria___es,"08:7,01_a_10,00",0,0,68,607,1461,1887,1352,48,F,2009
vitoria___es,"09:10,01_a_15,00",0,0,20,318,1112,1600,1221,24,F,2009
vitoria___es,"10:15,01_a_20,00",0,0,5,86,319,565,486,13,F,2009
vitoria___es,"11:mais_de_20,00",0,0,2,50,362,667,598,19,F,2009
rio_de_janeiro___rj,"00:ate_0,50",5,179,503,428,596,407,284,73,F,2009
rio_de_janeiro___rj,"01:0,51_a_1,00",18,2121,9090,4051,5119,3304,2101,259,F,2009
rio_de_janeiro___rj,"02:1,01_a_1,50",5,1048,70640,59316,83123,60932,40492,2593,F,2009
rio_de_janeiro___rj,"03:1,51_a_2,00",0,70,19308,25021,36732,24676,14770,918,F,2009
rio_de_janeiro___rj,"04:2,01_a_3,00",0,39,11549,20465,34315,24908,13635,919,F,2009
rio_de_janeiro___rj,"05:3,01_a_4,00",0,12,4488,11698,24140,25018,18275,1346,F,2009
rio_de_janeiro___rj,"06:4,01_a_5,00",0,6,2631,8262,15044,14534,12354,1058,F,2009
rio_de_janeiro___rj,"07:5,01_a_7,00",0,9,1968,8521,17891,20145,17650,1350,F,2009
rio_de_janeiro___rj,"08:7,01_a_10,00",0,2,726,5208,12280,12801,12214,730,F,2009
rio_de_janeiro___rj,"09:10,01_a_15,00",0,0,299,3403,9782,10739,10411,653,F,2009
rio_de_janeiro___rj,"10:15,01_a_20,00",0,0,103,1070,4845,4965,3972,268,F,2009
rio_de_janeiro___rj,"11:mais_de_20,00",0,0,33,561,4759,6975,7026,433,F,2009
sao_paulo___sp,"00:ate_0,50",2,196,775,979,1984,3726,5705,574,F,2009
sao_paulo___sp,"01:0,51_a_1,00",22,6620,17551,8804,15541,15974,12361,777,F,2009
sao_paulo___sp,"02:1,01_a_1,50",12,4971,122697,72903,95836,60346,27141,1151,F,2009
sao_paulo___sp,"03:1,51_a_2,00",1,1971,112320,91073,117690,70620,37581,1799,F,2009
sao_paulo___sp,"04:2,01_a_3,00",2,322,54937,66486,94937,66403,50202,3181,F,2009
sao_paulo___sp,"05:3,01_a_4,00",1,36,20596,39443,65134,49865,30814,1642,F,2009
sao_paulo___sp,"06:4,01_a_5,00",0,9,9418,25529,48346,45214,26672,1125,F,2009
sao_paulo___sp,"07:5,01_a_7,00",0,3,7827,26958,55123,56371,33549,1377,F,2009
sao_paulo___sp,"08:7,01_a_10,00",0,0,3391,18181,35039,38722,25437,972,F,2009
sao_paulo___sp,"09:10,01_a_15,00",0,0,889,10245,25760,24661,16359,729,F,2009
sao_paulo___sp,"10:15,01_a_20,00",0,0,98,2605,11193,10479,6798,269,F,2009
sao_paulo___sp,"11:mais_de_20,00",0,0,51,1411,11968,12373,9335,482,F,2009
curitiba___pr,"00:ate_0,50",3,60,169,158,304,252,156,14,F,2009
curitiba___pr,"01:0,51_a_1,00",26,1685,2453,1370,2517,2207,1255,55,F,2009
curitiba___pr,"02:1,01_a_1,50",8,1835,30916,18449,28359,22695,11889,334,F,2009
curitiba___pr,"03:1,51_a_2,00",3,172,14254,12928,18375,11309,5210,182,F,2009
curitiba___pr,"04:2,01_a_3,00",0,42,9250,14852,25767,16557,7240,225,F,2009
curitiba___pr,"05:3,01_a_4,00",0,7,3011,7699,15537,15960,7934,322,F,2009
curitiba___pr,"06:4,01_a_5,00",0,1,1143,3938,7731,8737,5221,197,F,2009
curitiba___pr,"07:5,01_a_7,00",0,0,747,3125,7005,8184,5811,226,F,2009
curitiba___pr,"08:7,01_a_10,00",0,0,201,1616,4099,5291,4338,171,F,2009
curitiba___pr,"09:10,01_a_15,00",0,0,54,775,2498,3340,2192,76,F,2009
curitiba___pr,"10:15,01_a_20,00",0,0,9,214,914,1484,1286,31,F,2009
curitiba___pr,"11:mais_de_20,00",0,0,0,195,1226,1835,1412,59,F,2009
florianopolis___sc,"00:ate_0,50",8,204,44,34,63,58,36,2,F,2009
florianopolis___sc,"01:0,51_a_1,00",4,320,851,608,1082,876,465,14,F,2009
florianopolis___sc,"02:1,01_a_1,50",1,421,5965,3546,4960,3687,1767,55,F,2009
florianopolis___sc,"03:1,51_a_2,00",0,141,6397,4851,5874,3304,1366,36,F,2009
florianopolis___sc,"04:2,01_a_3,00",0,23,2496,4003,5614,3646,1696,54,F,2009
florianopolis___sc,"05:3,01_a_4,00",0,4,728,2151,4006,2933,1562,48,F,2009
florianopolis___sc,"06:4,01_a_5,00",0,1,301,1206,3276,4011,2011,36,F,2009
florianopolis___sc,"07:5,01_a_7,00",0,0,210,1200,2598,5740,2946,51,F,2009
florianopolis___sc,"08:7,01_a_10,00",0,0,90,588,1604,2348,1581,30,F,2009
florianopolis___sc,"09:10,01_a_15,00",0,0,32,321,1078,1936,1338,20,F,2009
florianopolis___sc,"10:15,01_a_20,00",0,0,1,107,580,736,571,13,F,2009
florianopolis___sc,"11:mais_de_20,00",0,0,0,41,433,900,869,29,F,2009
porto_alegre___rs,"00:ate_0,50",12,272,383,142,278,267,257,26,F,2009
porto_alegre___rs,"01:0,51_a_1,00",22,996,3299,1457,2317,2037,1553,119,F,2009
porto_alegre___rs,"02:1,01_a_1,50",3,567,21202,15600,20297,14864,8302,319,F,2009
porto_alegre___rs,"03:1,51_a_2,00",1,64,8954,10012,16938,14353,9001,441,F,2009
porto_alegre___rs,"04:2,01_a_3,00",0,14,5615,10545,18488,24041,14086,535,F,2009
porto_alegre___rs,"05:3,01_a_4,00",0,2,1480,4517,8394,9338,5418,223,F,2009
porto_alegre___rs,"06:4,01_a_5,00",0,1,614,2358,4950,5263,3388,126,F,2009
porto_alegre___rs,"07:5,01_a_7,00",0,0,426,2517,5767,7010,4748,224,F,2009
porto_alegre___rs,"08:7,01_a_10,00",0,0,155,1528,4504,5843,3952,146,F,2009
porto_alegre___rs,"09:10,01_a_15,00",0,0,81,644,2700,4564,3749,113,F,2009
porto_alegre___rs,"10:15,01_a_20,00",0,0,25,281,1434,2119,1613,45,F,2009
porto_alegre___rs,"11:mais_de_20,00",0,0,2,95,1424,2668,2553,127,F,2009
campo_grande___ms,"00:ate_0,50",0,31,41,52,77,59,41,0,F,2009
campo_grande___ms,"01:0,51_a_1,00",8,438,925,519,786,538,280,7,F,2009
campo_grande___ms,"02:1,01_a_1,50",0,815,9733,7151,10468,6368,2593,75,F,2009
campo_grande___ms,"03:1,51_a_2,00",1,26,2462,2901,4624,3229,1954,49,F,2009
campo_grande___ms,"04:2,01_a_3,00",0,2,1344,2688,4777,3213,1924,65,F,2009
campo_grande___ms,"05:3,01_a_4,00",0,1,514,1606,3376,2518,1251,35,F,2009
campo_grande___ms,"06:4,01_a_5,00",0,0,244,909,1932,2124,1426,39,F,2009
campo_grande___ms,"07:5,01_a_7,00",0,0,199,984,2425,2283,1313,35,F,2009
campo_grande___ms,"08:7,01_a_10,00",0,0,56,367,1147,2480,1635,43,F,2009
campo_grande___ms,"09:10,01_a_15,00",0,0,23,218,634,1188,954,29,F,2009
campo_grande___ms,"10:15,01_a_20,00",0,0,2,34,294,384,277,11,F,2009
campo_grande___ms,"11:mais_de_20,00",0,0,2,45,350,483,390,14,F,2009
cuiaba___mt,"00:ate_0,50",4,135,53,11,40,19,19,0,F,2009
cuiaba___mt,"01:0,51_a_1,00",5,365,655,284,451,309,157,3,F,2009
cuiaba___mt,"02:1,01_a_1,50",1,344,8322,5551,7906,4627,2075,53,F,2009
cuiaba___mt,"03:1,51_a_2,00",1,30,2409,2611,3732,2153,1027,44,F,2009
cuiaba___mt,"04:2,01_a_3,00",0,7,1399,2134,3812,2715,1618,70,F,2009
cuiaba___mt,"05:3,01_a_4,00",0,1,555,1417,2668,2241,2046,115,F,2009
cuiaba___mt,"06:4,01_a_5,00",0,0,227,809,2060,2748,1543,40,F,2009
cuiaba___mt,"07:5,01_a_7,00",0,0,180,675,1691,3068,2096,59,F,2009
cuiaba___mt,"08:7,01_a_10,00",0,0,54,327,1123,1681,1270,19,F,2009
cuiaba___mt,"09:10,01_a_15,00",0,0,18,171,767,1117,919,26,F,2009
cuiaba___mt,"10:15,01_a_20,00",0,0,5,45,286,425,322,9,F,2009
cuiaba___mt,"11:mais_de_20,00",0,0,0,52,237,366,297,8,F,2009
goiania___go,"00:ate_0,50",25,1356,166,259,665,751,652,30,F,2009
goiania___go,"01:0,51_a_1,00",30,1522,3349,2034,3283,2224,998,26,F,2009
goiania___go,"02:1,01_a_1,50",3,727,22668,15774,21890,15045,7603,195,F,2009
goiania___go,"03:1,51_a_2,00",1,32,6391,6311,8321,6239,4296,122,F,2009
goiania___go,"04:2,01_a_3,00",0,16,3331,5058,8021,6261,4489,134,F,2009
goiania___go,"05:3,01_a_4,00",0,2,1067,3013,6656,5528,3141,92,F,2009
goiania___go,"06:4,01_a_5,00",0,0,570,2195,5670,6084,3877,123,F,2009
goiania___go,"07:5,01_a_7,00",0,1,326,1795,4990,6933,4908,125,F,2009
goiania___go,"08:7,01_a_10,00",0,0,83,604,1878,2488,1986,77,F,2009
goiania___go,"09:10,01_a_15,00",0,0,29,245,861,1555,1502,60,F,2009
goiania___go,"10:15,01_a_20,00",0,0,23,115,362,557,470,28,F,2009
goiania___go,"11:mais_de_20,00",0,0,3,50,469,705,644,40,F,2009
brasilia___df,"00:ate_0,50",14,495,323,71,103,108,47,2,F,2009
brasilia___df,"01:0,51_a_1,00",11,1368,2366,1069,1546,1007,534,18,F,2009
brasilia___df,"02:1,01_a_1,50",5,597,29118,22685,31299,17025,6793,240,F,2009
brasilia___df,"03:1,51_a_2,00",2,54,9865,9399,11455,5365,2056,80,F,2009
brasilia___df,"04:2,01_a_3,00",0,14,5521,8465,12088,6115,2271,134,F,2009
brasilia___df,"05:3,01_a_4,00",0,3,2080,4254,6071,3263,1530,72,F,2009
brasilia___df,"06:4,01_a_5,00",0,3,1668,3888,5873,3460,1994,173,F,2009
brasilia___df,"07:5,01_a_7,00",0,0,1559,5460,8804,7830,7399,581,F,2009
brasilia___df,"08:7,01_a_10,00",0,0,868,4799,10935,11789,9266,427,F,2009
brasilia___df,"09:10,01_a_15,00",0,0,444,3800,15473,15628,7818,249,F,2009
brasilia___df,"10:15,01_a_20,00",0,0,105,1318,4667,5855,3407,148,F,2009
brasilia___df,"11:mais_de_20,00",0,0,69,1592,6740,10160,7969,438,F,2009
porto_velho___ro,"00:ate_0,50",18,134,18,9,14,17,17,6,M,2009
porto_velho___ro,"01:0,51_a_1,00",7,125,497,343,520,427,327,39,M,2009
porto_velho___ro,"02:1,01_a_1,50",1,196,5727,3767,4812,3075,1945,192,M,2009
porto_velho___ro,"03:1,51_a_2,00",1,9,3978,3705,5028,2791,1603,134,M,2009
porto_velho___ro,"04:2,01_a_3,00",0,1,3595,4331,6074,3600,1886,94,M,2009
porto_velho___ro,"05:3,01_a_4,00",0,0,769,1486,2709,2078,1137,60,M,2009
porto_velho___ro,"06:4,01_a_5,00",0,0,363,1052,2213,1619,685,43,M,2009
porto_velho___ro,"07:5,01_a_7,00",0,0,266,587,1191,2254,1694,131,M,2009
porto_velho___ro,"08:7,01_a_10,00",0,0,80,277,814,1667,1592,81,M,2009
porto_velho___ro,"09:10,01_a_15,00",0,0,58,305,814,1140,1014,56,M,2009
porto_velho___ro,"10:15,01_a_20,00",0,0,8,109,391,500,351,17,M,2009
porto_velho___ro,"11:mais_de_20,00",0,0,6,53,406,828,850,24,M,2009
rio_branco___ac,"00:ate_0,50",4,87,43,2,5,5,2,0,M,2009
rio_branco___ac,"01:0,51_a_1,00",3,70,415,287,352,163,106,3,M,2009
rio_branco___ac,"02:1,01_a_1,50",0,61,4301,3382,3912,1720,933,80,M,2009
rio_branco___ac,"03:1,51_a_2,00",0,6,1412,1932,2644,1282,757,96,M,2009
rio_branco___ac,"04:2,01_a_3,00",0,2,618,1206,2307,1668,1097,125,M,2009
rio_branco___ac,"05:3,01_a_4,00",0,0,676,1094,1813,1156,700,39,M,2009
rio_branco___ac,"06:4,01_a_5,00",0,0,78,295,967,1311,676,50,M,2009
rio_branco___ac,"07:5,01_a_7,00",0,0,77,276,705,876,670,42,M,2009
rio_branco___ac,"08:7,01_a_10,00",0,0,25,144,412,492,346,24,M,2009
rio_branco___ac,"09:10,01_a_15,00",0,0,9,90,301,365,363,20,M,2009
rio_branco___ac,"10:15,01_a_20,00",0,0,5,41,135,172,146,6,M,2009
rio_branco___ac,"11:mais_de_20,00",0,0,1,43,261,252,280,23,M,2009
manaus___am,"00:ate_0,50",8,494,395,19,28,20,5,1,M,2009
manaus___am,"01:0,51_a_1,00",9,626,1781,830,1014,514,288,26,M,2009
manaus___am,"02:1,01_a_1,50",6,417,20109,14811,17098,7257,3656,330,M,2009
manaus___am,"03:1,51_a_2,00",0,23,10609,12448,16515,7710,3502,220,M,2009
manaus___am,"04:2,01_a_3,00",0,6,7018,11859,20102,11532,5993,435,M,2009
manaus___am,"05:3,01_a_4,00",0,3,2122,4757,9601,6276,3519,247,M,2009
manaus___am,"06:4,01_a_5,00",0,1,724,2318,6363,4585,2081,154,M,2009
manaus___am,"07:5,01_a_7,00",0,0,746,2003,4474,4341,2763,164,M,2009
manaus___am,"08:7,01_a_10,00",0,0,244,1079,3584,3428,2069,144,M,2009
manaus___am,"09:10,01_a_15,00",0,0,125,781,2280,2473,1550,135,M,2009
manaus___am,"10:15,01_a_20,00",0,0,7,188,1054,1068,870,76,M,2009
manaus___am,"11:mais_de_20,00",0,0,7,125,1008,1605,1521,130,M,2009
boa_vista___rr,"00:ate_0,50",1,22,12,5,6,4,4,0,M,2009
boa_vista___rr,"01:0,51_a_1,00",4,35,353,263,303,131,84,21,M,2009
boa_vista___rr,"02:1,01_a_1,50",0,57,3090,2706,3117,1183,629,54,M,2009
boa_vista___rr,"03:1,51_a_2,00",0,2,725,1057,1594,638,310,30,M,2009
boa_vista___rr,"04:2,01_a_3,00",1,1,678,913,1854,1016,541,40,M,2009
boa_vista___rr,"05:3,01_a_4,00",0,1,225,466,797,419,264,20,M,2009
boa_vista___rr,"06:4,01_a_5,00",0,2,100,285,746,561,376,55,M,2009
boa_vista___rr,"07:5,01_a_7,00",0,0,77,360,1156,1486,1088,129,M,2009
boa_vista___rr,"08:7,01_a_10,00",0,0,18,145,542,736,530,32,M,2009
boa_vista___rr,"09:10,01_a_15,00",0,0,18,85,288,433,241,17,M,2009
boa_vista___rr,"10:15,01_a_20,00",0,0,1,26,159,180,82,14,M,2009
boa_vista___rr,"11:mais_de_20,00",0,0,0,20,193,314,236,10,M,2009
belem___pa,"00:ate_0,50",4,324,385,95,123,73,34,1,M,2009
belem___pa,"01:0,51_a_1,00",1,199,3223,2474,2261,878,356,18,M,2009
belem___pa,"02:1,01_a_1,50",1,60,14148,15298,20214,9730,4777,421,M,2009
belem___pa,"03:1,51_a_2,00",0,4,3561,6681,12577,7610,4572,371,M,2009
belem___pa,"04:2,01_a_3,00",1,3,2833,6412,12679,7760,4320,292,M,2009
belem___pa,"05:3,01_a_4,00",1,0,683,1846,7763,6472,2523,202,M,2009
belem___pa,"06:4,01_a_5,00",0,1,261,1243,3149,3315,2017,148,M,2009
belem___pa,"07:5,01_a_7,00",0,0,232,1231,3760,4399,3688,232,M,2009
belem___pa,"08:7,01_a_10,00",0,0,66,482,2094,2823,3261,276,M,2009
belem___pa,"09:10,01_a_15,00",0,0,83,456,1127,1765,1743,106,M,2009
belem___pa,"10:15,01_a_20,00",0,0,5,112,674,798,752,37,M,2009
belem___pa,"11:mais_de_20,00",0,0,4,114,672,1320,1537,111,M,2009
macapa___ap,"00:ate_0,50",2,52,83,17,10,4,0,0,M,2009
macapa___ap,"01:0,51_a_1,00",1,33,761,531,522,223,111,7,M,2009
macapa___ap,"02:1,01_a_1,50",2,36,3762,3111,3428,1236,611,45,M,2009
macapa___ap,"03:1,51_a_2,00",0,2,882,1543,2581,1269,614,45,M,2009
macapa___ap,"04:2,01_a_3,00",0,0,594,1235,2576,1440,700,80,M,2009
macapa___ap,"05:3,01_a_4,00",0,0,212,447,986,626,368,50,M,2009
macapa___ap,"06:4,01_a_5,00",0,1,110,393,864,539,280,36,M,2009
macapa___ap,"07:5,01_a_7,00",0,0,302,871,2566,2046,1290,172,M,2009
macapa___ap,"08:7,01_a_10,00",0,0,37,137,894,1226,833,51,M,2009
macapa___ap,"09:10,01_a_15,00",0,0,17,76,442,660,442,23,M,2009
macapa___ap,"10:15,01_a_20,00",0,0,2,37,214,256,228,7,M,2009
macapa___ap,"11:mais_de_20,00",0,0,2,43,237,477,314,32,M,2009
palmas___to,"00:ate_0,50",0,25,13,15,35,14,5,2,M,2009
palmas___to,"01:0,51_a_1,00",4,83,739,449,530,328,225,39,M,2009
palmas___to,"02:1,01_a_1,50",2,145,4025,2819,3300,1682,1211,174,M,2009
palmas___to,"03:1,51_a_2,00",0,8,1475,2058,2904,1476,908,92,M,2009
palmas___to,"04:2,01_a_3,00",0,1,857,1670,2845,1544,974,67,M,2009
palmas___to,"05:3,01_a_4,00",0,0,626,1528,2536,1326,603,55,M,2009
palmas___to,"06:4,01_a_5,00",0,0,208,580,1496,1078,420,36,M,2009
palmas___to,"07:5,01_a_7,00",0,0,109,591,1827,1502,860,50,M,2009
palmas___to,"08:7,01_a_10,00",0,0,55,296,969,983,656,55,M,2009
palmas___to,"09:10,01_a_15,00",0,0,25,134,501,505,326,28,M,2009
palmas___to,"10:15,01_a_20,00",0,0,2,72,337,461,330,30,M,2009
palmas___to,"11:mais_de_20,00",0,0,1,34,228,404,331,27,M,2009
sao_luiz___ma,"00:ate_0,50",0,29,60,68,108,112,76,3,M,2009
sao_luiz___ma,"01:0,51_a_1,00",0,67,2031,1581,2195,1132,681,91,M,2009
sao_luiz___ma,"02:1,01_a_1,50",0,64,13112,12895,18251,10386,5957,435,M,2009
sao_luiz___ma,"03:1,51_a_2,00",0,2,2787,4128,6772,4446,3041,265,M,2009
sao_luiz___ma,"04:2,01_a_3,00",1,1,1938,3158,6296,5062,3833,463,M,2009
sao_luiz___ma,"05:3,01_a_4,00",0,0,767,1869,4481,3179,1965,144,M,2009
sao_luiz___ma,"06:4,01_a_5,00",0,0,438,1267,2987,3207,1570,88,M,2009
sao_luiz___ma,"07:5,01_a_7,00",0,0,256,958,2082,3341,2909,239,M,2009
sao_luiz___ma,"08:7,01_a_10,00",0,0,97,574,1356,1755,2061,255,M,2009
sao_luiz___ma,"09:10,01_a_15,00",0,0,45,312,976,1084,993,82,M,2009
sao_luiz___ma,"10:15,01_a_20,00",0,0,20,102,439,718,705,69,M,2009
sao_luiz___ma,"11:mais_de_20,00",0,0,20,98,537,891,889,99,M,2009
terezina___pi,"00:ate_0,50",11,117,95,73,151,129,96,4,M,2009
terezina___pi,"01:0,51_a_1,00",23,223,2263,1764,2379,1104,491,18,M,2009
terezina___pi,"02:1,01_a_1,50",1,112,12894,13012,18374,9807,5620,424,M,2009
terezina___pi,"03:1,51_a_2,00",0,1,1821,3221,5912,4304,2722,210,M,2009
terezina___pi,"04:2,01_a_3,00",0,1,847,2514,5216,4316,3233,340,M,2009
terezina___pi,"05:3,01_a_4,00",0,0,379,1016,3270,3445,2062,139,M,2009
terezina___pi,"06:4,01_a_5,00",0,0,113,364,889,1302,1125,75,M,2009
terezina___pi,"07:5,01_a_7,00",0,0,107,454,1251,1785,1989,118,M,2009
terezina___pi,"08:7,01_a_10,00",0,0,24,261,818,1393,2004,179,M,2009
terezina___pi,"09:10,01_a_15,00",0,0,15,164,591,950,1509,139,M,2009
terezina___pi,"10:15,01_a_20,00",0,0,1,40,252,352,550,42,M,2009
terezina___pi,"11:mais_de_20,00",0,0,4,59,346,585,758,91,M,2009
fortaleza___ce,"00:ate_0,50",5,160,538,209,280,164,72,5,M,2009
fortaleza___ce,"01:0,51_a_1,00",4,669,9238,4986,6282,3397,1472,77,M,2009
fortaleza___ce,"02:1,01_a_1,50",2,282,39895,36962,52032,30509,14081,1449,M,2009
fortaleza___ce,"03:1,51_a_2,00",1,12,5472,9152,17281,13063,7152,487,M,2009
fortaleza___ce,"04:2,01_a_3,00",0,5,2909,6171,11666,9356,5779,670,M,2009
fortaleza___ce,"05:3,01_a_4,00",0,0,1154,3162,8006,5385,3075,340,M,2009
fortaleza___ce,"06:4,01_a_5,00",0,1,1001,2127,4865,4377,2472,211,M,2009
fortaleza___ce,"07:5,01_a_7,00",0,1,430,1445,3321,5163,4634,377,M,2009
fortaleza___ce,"08:7,01_a_10,00",0,4,143,916,2541,3228,3833,381,M,2009
fortaleza___ce,"09:10,01_a_15,00",0,0,68,549,1871,2447,3109,300,M,2009
fortaleza___ce,"10:15,01_a_20,00",0,0,10,164,857,1250,1545,108,M,2009
fortaleza___ce,"11:mais_de_20,00",0,0,3,122,796,2209,2440,322,M,2009
natal___rn,"00:ate_0,50",2,99,241,39,76,49,34,3,M,2009
natal___rn,"01:0,51_a_1,00",4,266,1470,873,1121,735,470,37,M,2009
natal___rn,"02:1,01_a_1,50",1,187,16669,14855,19085,11818,5306,439,M,2009
natal___rn,"03:1,51_a_2,00",0,3,2891,4527,7334,5576,3044,270,M,2009
natal___rn,"04:2,01_a_3,00",0,3,1131,2870,6245,6335,3684,227,M,2009
natal___rn,"05:3,01_a_4,00",0,0,565,2264,5415,4273,2268,155,M,2009
natal___rn,"06:4,01_a_5,00",0,0,173,579,1381,1960,1269,69,M,2009
natal___rn,"07:5,01_a_7,00",0,0,143,583,1447,1905,2038,113,M,2009
natal___rn,"08:7,01_a_10,00",0,0,62,370,1242,1521,1764,114,M,2009
natal___rn,"09:10,01_a_15,00",0,0,35,251,889,1301,1465,67,M,2009
natal___rn,"10:15,01_a_20,00",0,0,11,105,499,667,709,41,M,2009
natal___rn,"11:mais_de_20,00",0,0,1,55,533,1214,1262,65,M,2009
joao_pessoa___pb,"00:ate_0,50",0,0,44,80,172,79,67,8,M,2009
joao_pessoa___pb,"01:0,51_a_1,00",1,52,2606,2444,3382,2739,1621,143,M,2009
joao_pessoa___pb,"02:1,01_a_1,50",2,133,11909,12248,18380,11653,6027,391,M,2009
joao_pessoa___pb,"03:1,51_a_2,00",0,1,2159,4093,6908,5743,2572,208,M,2009
joao_pessoa___pb,"04:2,01_a_3,00",1,0,841,2488,5331,6095,3260,232,M,2009
joao_pessoa___pb,"05:3,01_a_4,00",0,0,222,741,1674,2403,2008,168,M,2009
joao_pessoa___pb,"06:4,01_a_5,00",0,0,118,323,724,1044,1167,134,M,2009
joao_pessoa___pb,"07:5,01_a_7,00",0,0,75,421,977,1479,1872,155,M,2009
joao_pessoa___pb,"08:7,01_a_10,00",0,0,31,283,893,1237,1652,162,M,2009
joao_pessoa___pb,"09:10,01_a_15,00",0,0,16,157,567,718,1343,94,M,2009
joao_pessoa___pb,"10:15,01_a_20,00",0,0,4,58,281,532,608,46,M,2009
joao_pessoa___pb,"11:mais_de_20,00",0,0,0,53,334,1037,1131,94,M,2009
