capital,faixa_remuneracao_media_sm,10 A 14,15 A 17,18 A 24,25 A 29,30 A 39,40 A 49,50 A 64,65 OU MAIS,sexo,ano
vitoria___es,"01:0,51_a_1,00",11,407,686,314,455,344,218,13,F,2014
vitoria___es,"02:1,01_a_1,50",1,120,7911,5709,9364,6552,4065,161,F,2014
vitoria___es,"03:1,51_a_2,00",0,7,2590,3046,4993,2688,1668,85,F,2014
vitoria___es,"04:2,01_a_3,00",0,4,1659,3226,5659,3444,2553,129,F,2014
vitoria___es,"05:3,01_a_4,00",0,2,550,2082,4564,3718,2603,112,F,2014
vitoria___es,"06:4,01_a_5,00",0,0,200,1063,2315,1800,1393,64,F,2014
vitoria___es,"07:5,01_a_7,00",0,0,153,1206,3274,2602,2169,94,F,2014
vitoria___es,"08:7,01_a_10,00",0,1,34,545,2050,1714,1613,55,F,2014
vitoria___es,"09:10,01_a_15,00",0,0,15,190,1262,1395,1845,72,F,2014
vitoria___es,"10:15,01_a_20,00",0,0,0,32,345,471,588,26,F,2014
vitoria___es,"11:mais_de_20,00",0,0,1,22,231,518,771,35,F,2014
rio_de_janeiro___rj,"00:ate_0,50",1,297,462,462,808,482,481,77,F,2014
rio_de_janeiro___rj,"01:0,51_a_1,00",66,4099,12963,3556,5203,3023,2443,184,F,2014
rio_de_janeiro___rj,"02:1,01_a_1,50",1,1176,77975,57563,93550,66128,49264,3034,F,2014
rio_de_janeiro___rj,"03:1,51_a_2,00",0,93,28006,32024,58448,38707,27867,1636,F,2014
rio_de_janeiro___rj,"04:2,01_a_3,00",0,34,14801,26067,56569,36541,24303,1606,F,2014
rio_de_janeiro___rj,"05:3,01_a_4,00",0,6,5133,14102,29324,22463,17712,1329,F,2014
rio_de_janeiro___rj,"06:4,01_a_5,00",0,4,2317,9187,18618,14772,12347,1003,F,2014
rio_de_janeiro___rj,"07:5,01_a_7,00",0,5,1353,8611,23213,18105,19956,1760,F,2014
rio_de_janeiro___rj,"08:7,01_a_10,00",0,0,597,6084,20155,16563,15128,1298,F,2014
rio_de_janeiro___rj,"09:10,01_a_15,00",0,0,154,2940,14614,11733,13390,1117,F,2014
rio_de_janeiro___rj,"10:15,01_a_20,00",0,2,51,866,5546,5347,6441,557,F,2014
rio_de_janeiro___rj,"11:mais_de_20,00",0,0,36,558,4972,6431,7837,781,F,2014
sao_paulo___sp,"00:ate_0,50",29,747,709,599,1269,1097,1092,113,F,2014
sao_paulo___sp,"01:0,51_a_1,00",67,12067,19197,6619,12561,14730,18203,1318,F,2014
sao_paulo___sp,"02:1,01_a_1,50",4,7867,134993,87492,144443,106568,67516,2535,F,2014
sao_paulo___sp,"03:1,51_a_2,00",1,2064,104721,87354,138001,88214,54455,2739,F,2014
sao_paulo___sp,"04:2,01_a_3,00",0,293,55750,78418,139993,89075,62164,3893,F,2014
sao_paulo___sp,"05:3,01_a_4,00",0,24,18920,42382,80943,52252,37229,2514,F,2014
sao_paulo___sp,"06:4,01_a_5,00",0,18,8419,26447,55235,41074,29462,1627,F,2014
sao_paulo___sp,"07:5,01_a_7,00",0,12,5874,28128,64584,54056,40926,2100,F,2014
sao_paulo___sp,"08:7,01_a_10,00",0,1,2161,17388,46347,39046,31770,1644,F,2014
sao_paulo___sp,"09:10,01_a_15,00",0,1,418,7698,33837,26069,23952,1380,F,2014
sao_paulo___sp,"10:15,01_a_20,00",0,5,55,1538,12271,10871,9264,552,F,2014
sao_paulo___sp,"11:mais_de_20,00",0,1,23,818,11533,12425,10721,884,F,2014
curitiba___pr,"00:ate_0,50",0,31,117,109,212,216,168,9,F,2014
curitiba___pr,"01:0,51_a_1,00",60,2952,2301,1030,2056,2054,1778,110,F,2014
curitiba___pr,"02:1,01_a_1,50",4,2268,27314,14792,25286,21426,15321,629,F,2014
curitiba___pr,"03:1,51_a_2,00",0,438,19114,14582,24487,17550,10944,424,F,2014
curitiba___pr,"04:2,01_a_3,00",0,66,9276,13714,26658,17518,10229,455,F,2014
curitiba___pr,"05:3,01_a_4,00",0,6,2731,7248,17728,14470,7701,397,F,2014
curitiba___pr,"06:4,01_a_5,00",0,1,965,3675,9643,10973,7336,469,F,2014
curitiba___pr,"07:5,01_a_7,00",0,0,721,4089,11491,11510,9946,503,F,2014
curitiba___pr,"08:7,01_a_10,00",0,0,161,1749,6672,7291,7492,450,F,2014
curitiba___pr,"09:10,01_a_15,00",0,0,57,669,3727,4185,4857,219,F,2014
curitiba___pr,"10:15,01_a_20,00",0,0,4,107,1121,1486,2207,67,F,2014
curitiba___pr,"11:mais_de_20,00",0,0,7,110,1029,1601,1998,94,F,2014
florianopolis___sc,"00:ate_0,50",3,53,23,32,79,61,65,2,F,2014
florianopolis___sc,"01:0,51_a_1,00",28,581,840,536,1102,897,708,43,F,2014
florianopolis___sc,"02:1,01_a_1,50",0,488,6032,3755,6204,4988,3649,162,F,2014
florianopolis___sc,"03:1,51_a_2,00",0,189,6584,5153,7411,4471,2494,72,F,2014
florianopolis___sc,"04:2,01_a_3,00",0,36,3005,4372,7519,4278,2316,119,F,2014
florianopolis___sc,"05:3,01_a_4,00",0,2,834,2589,4509,2446,1275,72,F,2014
florianopolis___sc,"06:4,01_a_5,00",0,0,290,1465,4163,2581,1627,59,F,2014
florianopolis___sc,"07:5,01_a_7,00",0,0,208,1363,5474,5625,4163,118,F,2014
florianopolis___sc,"08:7,01_a_10,00",0,0,132,941,3125,3021,3077,77,F,2014
florianopolis___sc,"09:10,01_a_15,00",0,0,11,361,2192,2071,2492,78,F,2014
florianopolis___sc,"10:15,01_a_20,00",0,0,4,58,611,769,1150,45,F,2014
florianopolis___sc,"11:mais_de_20,00",0,0,1,23,481,791,1167,58,F,2014
porto_alegre___rs,"00:ate_0,50",12,216,223,121,281,299,356,36,F,2014
porto_alegre___rs,"01:0,51_a_1,00",111,2951,4040,1511,2742,2243,2286,211,F,2014
porto_alegre___rs,"02:1,01_a_1,50",0,1321,20512,13218,22173,15882,12326,566,F,2014
porto_alegre___rs,"03:1,51_a_2,00",0,131,11146,11175,20826,14296,10221,552,F,2014
porto_alegre___rs,"04:2,01_a_3,00",0,25,6116,10737,23456,20943,16419,917,F,2014
porto_alegre___rs,"05:3,01_a_4,00",0,3,1781,5684,12193,10511,8915,490,F,2014
porto_alegre___rs,"06:4,01_a_5,00",0,1,660,2761,6862,5498,5496,289,F,2014
porto_alegre___rs,"07:5,01_a_7,00",0,1,452,2856,8173,6345,7048,447,F,2014
porto_alegre___rs,"08:7,01_a_10,00",0,0,161,1580,6558,5497,5560,285,F,2014
porto_alegre___rs,"09:10,01_a_15,00",0,0,46,621,4257,4859,5240,272,F,2014
porto_alegre___rs,"10:15,01_a_20,00",0,0,14,143,1522,1893,2463,110,F,2014
porto_alegre___rs,"11:mais_de_20,00",0,0,4,77,1123,2022,2691,181,F,2014
campo_grande___ms,"00:ate_0,50",15,225,80,54,122,100,67,2,F,2014
campo_grande___ms,"01:0,51_a_1,00",5,801,1096,585,1010,715,414,7,F,2014
campo_grande___ms,"02:1,01_a_1,50",1,569,11531,8002,13246,8455,4470,121,F,2014
campo_grande___ms,"03:1,51_a_2,00",0,35,3184,3574,6453,4598,2962,127,F,2014
campo_grande___ms,"04:2,01_a_3,00",0,5,1670,2929,5534,3530,2197,123,F,2014
campo_grande___ms,"05:3,01_a_4,00",0,0,457,1400,3537,2507,1564,81,F,2014
campo_grande___ms,"06:4,01_a_5,00",0,1,229,941,2548,2445,1924,101,F,2014
campo_grande___ms,"07:5,01_a_7,00",0,0,131,841,2742,2115,1524,90,F,2014
campo_grande___ms,"08:7,01_a_10,00",0,0,60,449,1745,2030,1721,71,F,2014
campo_grande___ms,"09:10,01_a_15,00",0,0,14,175,976,1066,1272,73,F,2014
campo_grande___ms,"10:15,01_a_20,00",0,0,2,33,335,435,475,26,F,2014
campo_grande___ms,"11:mais_de_20,00",0,0,0,26,310,407,538,23,F,2014
cuiaba___mt,"00:ate_0,50",15,333,77,21,28,31,26,0,F,2014
cuiaba___mt,"01:0,51_a_1,00",28,683,687,313,592,458,285,11,F,2014
cuiaba___mt,"02:1,01_a_1,50",1,346,8352,6129,10076,6248,3071,92,F,2014
cuiaba___mt,"03:1,51_a_2,00",0,31,2919,3141,5181,3084,1444,42,F,2014
cuiaba___mt,"04:2,01_a_3,00",0,6,1598,2671,5072,3488,1993,82,F,2014
cuiaba___mt,"05:3,01_a_4,00",0,3,578,1761,3642,2363,1371,76,F,2014
cuiaba___mt,"06:4,01_a_5,00",0,0,219,1043,2935,2410,1164,49,F,2014
cuiaba___mt,"07:5,01_a_7,00",0,1,167,926,2822,2823,1876,101,F,2014
cuiaba___mt,"08:7,01_a_10,00",0,0,44,364,1658,1883,1854,77,F,2014
cuiaba___mt,"09:10,01_a_15,00",0,0,9,198,1177,1213,1287,50,F,2014
cuiaba___mt,"10:15,01_a_20,00",0,0,0,35,284,522,650,11,F,2014
cuiaba___mt,"11:mais_de_20,00",0,0,2,16,319,504,617,28,F,2014
goiania___go,"00:ate_0,50",88,2726,315,60,127,102,48,0,F,2014
goiania___go,"01:0,51_a_1,00",43,1657,3507,1671,2640,1993,1180,48,F,2014
goiania___go,"02:1,01_a_1,50",1,971,24605,16208,25911,18405,10214,294,F,2014
goiania___go,"03:1,51_a_2,00",0,91,9078,8714,13426,8770,5760,222,F,2014
goiania___go,"04:2,01_a_3,00",0,20,4216,6904,11448,7036,5511,315,F,2014
goiania___go,"05:3,01_a_4,00",0,2,1104,3161,6675,4657,3194,139,F,2014
goiania___go,"06:4,01_a_5,00",0,1,506,2139,5237,4680,3372,172,F,2014
goiania___go,"07:5,01_a_7,00",0,0,358,2229,7732,7755,6138,361,F,2014
goiania___go,"08:7,01_a_10,00",0,0,106,979,3820,3997,3521,162,F,2014
goiania___go,"09:10,01_a_15,00",0,0,22,327,2135,2231,2581,149,F,2014
goiania___go,"10:15,01_a_20,00",0,0,6,43,497,618,954,70,F,2014
goiania___go,"11:mais_de_20,00",0,0,1,33,419,676,911,83,F,2014
brasilia___df,"00:ate_0,50",34,1359,545,70,136,110,109,8,F,2014
brasilia___df,"01:0,51_a_1,00",93,2519,3084,1053,1677,1139,848,41,F,2014
brasilia___df,"02:1,01_a_1,50",2,759,35746,25491,42432,26002,12138,433,F,2014
brasilia___df,"03:1,51_a_2,00",0,58,11653,11866,18351,9831,4346,143,F,2014
brasilia___df,"04:2,01_a_3,00",1,13,6306,10119,17324,9190,3948,186,F,2014
brasilia___df,"05:3,01_a_4,00",0,4,2486,5728,11479,5851,3041,231,F,2014
brasilia___df,"06:4,01_a_5,00",0,2,1610,5003,10797,4767,2547,225,F,2014
brasilia___df,"07:5,01_a_7,00",0,1,1470,6477,15284,9471,10522,855,F,2014
brasilia___df,"08:7,01_a_10,00",0,0,679,5157,16355,9898,8129,579,F,2014
brasilia___df,"09:10,01_a_15,00",0,2,230,3240,17274,17678,11194,564,F,2014
brasilia___df,"10:15,01_a_20,00",0,1,43,659,5062,5866,4839,248,F,2014
brasilia___df,"11:mais_de_20,00",0,0,14,624,6103,7153,7617,537,F,2014
porto_velho___ro,"00:ate_0,50",30,359,105,18,60,29,43,8,M,2014
porto_velho___ro,"01:0,51_a_1,00",27,266,376,193,259,194,136,11,M,2014
porto_velho___ro,"02:1,01_a_1,50",0,176,5561,3185,4323,2518,1854,284,M,2014
porto_velho___ro,"03:1,51_a_2,00",0,15,3747,3620,5740,3149,2219,219,M,2014
porto_velho___ro,"04:2,01_a_3,00",0,6,2753,4530,7907,4444,3143,282,M,2014
porto_velho___ro,"05:3,01_a_4,00",0,2,1009,2892,5177,2620,1965,138,M,2014
porto_velho___ro,"06:4,01_a_5,00",0,1,343,1167,2844,2031,1155,83,M,2014
porto_velho___ro,"07:5,01_a_7,00",0,0,222,947,2318,1738,2734,322,M,2014
porto_velho___ro,"08:7,01_a_10,00",0,0,69,449,1270,1359,1922,162,M,2014
porto_velho___ro,"09:10,01_a_15,00",0,0,28,306,922,899,1139,95,M,2014
porto_velho___ro,"10:15,01_a_20,00",0,0,11,77,437,490,873,59,M,2014
porto_velho___ro,"11:mais_de_20,00",0,0,8,86,430,554,906,76,M,2014
rio_branco___ac,"00:ate_0,50",9,140,43,5,9,3,1,0,M,2014
rio_branco___ac,"01:0,51_a_1,00",10,133,399,215,293,176,119,7,M,2014
rio_branco___ac,"02:1,01_a_1,50",0,52,4795,3220,4335,2057,1167,108,M,2014
rio_branco___ac,"03:1,51_a_2,00",0,4,1636,2069,3620,1761,1018,114,M,2014
rio_branco___ac,"04:2,01_a_3,00",0,1,815,1596,3430,2079,1475,189,M,2014
rio_branco___ac,"05:3,01_a_4,00",0,1,443,1405,2543,1167,909,98,M,2014
rio_branco___ac,"06:4,01_a_5,00",0,0,84,328,1435,1420,782,56,M,2014
rio_branco___ac,"07:5,01_a_7,00",0,0,52,280,838,1349,1173,121,M,2014
rio_branco___ac,"08:7,01_a_10,00",0,0,18,156,653,642,635,64,M,2014
rio_branco___ac,"09:10,01_a_15,00",0,0,5,92,452,390,436,36,M,2014
rio_branco___ac,"10:15,01_a_20,00",0,0,1,37,205,176,271,38,M,2014
rio_branco___ac,"11:mais_de_20,00",0,0,3,30,247,266,370,50,M,2014
manaus___am,"00:ate_0,50",17,1267,800,33,97,56,25,4,M,2014
manaus___am,"01:0,51_a_1,00",12,921,2480,747,1167,588,418,44,M,2014
manaus___am,"02:1,01_a_1,50",0,353,24871,15965,21904,10766,6058,466,M,2014
manaus___am,"03:1,51_a_2,00",0,17,11891,13316,21307,10381,5898,430,M,2014
manaus___am,"04:2,01_a_3,00",0,9,6038,10965,25165,16060,10172,804,M,2014
manaus___am,"05:3,01_a_4,00",0,2,1375,4177,10322,6627,4324,355,M,2014
manaus___am,"06:4,01_a_5,00",0,0,812,3391,7320,3911,2447,202,M,2014
manaus___am,"07:5,01_a_7,00",0,0,547,2205,6502,5302,3412,292,M,2014
manaus___am,"08:7,01_a_10,00",0,0,198,1148,4187,4378,3107,385,M,2014
manaus___am,"09:10,01_a_15,00",0,0,73,755,2529,2394,2265,300,M,2014
manaus___am,"10:15,01_a_20,00",0,0,7,149,1026,1035,1029,105,M,2014
manaus___am,"11:mais_de_20,00",0,0,10,115,897,1377,1895,194,M,2014
boa_vista___rr,"00:ate_0,50",4,125,72,4,7,3,5,1,M,2014
boa_vista___rr,"01:0,51_a_1,00",5,139,489,268,414,174,74,9,M,2014
boa_vista___rr,"02:1,01_a_1,50",0,39,4028,2684,3908,1714,913,79,M,2014
boa_vista___rr,"03:1,51_a_2,00",0,1,927,1338,2468,1076,586,42,M,2014
boa_vista___rr,"04:2,01_a_3,00",0,1,771,1140,2582,1250,689,42,M,2014
boa_vista___rr,"05:3,01_a_4,00",0,0,177,416,1066,686,455,65,M,2014
boa_vista___rr,"06:4,01_a_5,00",0,0,73,220,740,640,336,33,M,2014
boa_vista___rr,"07:5,01_a_7,00",0,0,113,377,1176,1248,1361,160,M,2014
boa_vista___rr,"08:7,01_a_10,00",0,0,19,128,494,616,519,47,M,2014
boa_vista___rr,"09:10,01_a_15,00",0,0,6,97,290,383,369,43,M,2014
boa_vista___rr,"10:15,01_a_20,00",0,0,1,19,137,184,198,22,M,2014
boa_vista___rr,"11:mais_de_20,00",0,0,0,15,169,265,276,20,M,2014
belem___pa,"00:ate_0,50",5,369,373,103,161,87,47,6,M,2014
belem___pa,"01:0,51_a_1,00",7,391,2350,1285,1800,996,556,32,M,2014
belem___pa,"02:1,01_a_1,50",0,43,14996,14894,23195,12381,6378,555,M,2014
belem___pa,"03:1,51_a_2,00",0,5,3592,6237,13706,9239,6830,681,M,2014
belem___pa,"04:2,01_a_3,00",0,1,3512,6903,15205,9975,6322,480,M,2014
belem___pa,"05:3,01_a_4,00",0,0,588,3211,8460,6830,3203,308,M,2014
belem___pa,"06:4,01_a_5,00",0,0,214,955,3146,4604,2616,245,M,2014
belem___pa,"07:5,01_a_7,00",0,0,162,1088,4138,4323,4339,513,M,2014
belem___pa,"08:7,01_a_10,00",0,0,58,723,3674,4152,4341,574,M,2014
belem___pa,"09:10,01_a_15,00",0,0,36,517,2182,2089,3079,364,M,2014
belem___pa,"10:15,01_a_20,00",0,0,4,77,632,1025,1213,121,M,2014
belem___pa,"11:mais_de_20,00",0,0,12,99,704,1127,1887,274,M,2014
macapa___ap,"00:ate_0,50",7,208,147,15,21,9,6,2,M,2014
macapa___ap,"01:0,51_a_1,00",2,67,855,502,631,317,163,9,M,2014
macapa___ap,"02:1,01_a_1,50",0,39,4683,3680,4718,2049,922,63,M,2014
macapa___ap,"03:1,51_a_2,00",0,0,984,1366,2493,1251,651,38,M,2014
macapa___ap,"04:2,01_a_3,00",0,2,687,1689,3759,2010,979,87,M,2014
macapa___ap,"05:3,01_a_4,00",0,1,162,495,1262,816,590,61,M,2014
macapa___ap,"06:4,01_a_5,00",0,1,125,533,1400,919,500,69,M,2014
macapa___ap,"07:5,01_a_7,00",0,1,134,634,1834,1952,1798,210,M,2014
macapa___ap,"08:7,01_a_10,00",0,1,31,276,1081,1764,1078,89,M,2014
macapa___ap,"09:10,01_a_15,00",0,0,14,111,613,836,640,73,M,2014
macapa___ap,"10:15,01_a_20,00",0,0,3,22,167,255,358,38,M,2014
macapa___ap,"11:mais_de_20,00",0,0,0,28,218,349,381,51,M,2014
palmas___to,"00:ate_0,50",7,313,102,14,7,10,2,0,M,2014
palmas___to,"01:0,51_a_1,00",1,221,871,394,660,474,428,74,M,2014
palmas___to,"02:1,01_a_1,50",0,196,5220,3001,3742,1987,1319,134,M,2014
palmas___to,"03:1,51_a_2,00",0,8,2088,2050,3215,1435,845,76,M,2014
palmas___to,"04:2,01_a_3,00",0,4,1270,2396,4616,2293,1251,98,M,2014
palmas___to,"05:3,01_a_4,00",0,0,275,773,1702,977,644,41,M,2014
palmas___to,"06:4,01_a_5,00",0,0,163,865,1813,967,591,34,M,2014
palmas___to,"07:5,01_a_7,00",0,0,231,871,2456,2167,914,53,M,2014
palmas___to,"08:7,01_a_10,00",1,0,37,313,1555,1246,700,71,M,2014
palmas___to,"09:10,01_a_15,00",0,0,6,139,835,1128,686,51,M,2014
palmas___to,"10:15,01_a_20,00",0,0,0,29,361,423,301,20,M,2014
palmas___to,"11:mais_de_20,00",0,0,1,28,342,727,839,133,M,2014
sao_luiz___ma,"00:ate_0,50",10,44,169,27,81,95,66,2,M,2014
sao_luiz___ma,"01:0,51_a_1,00",3,169,1938,979,1687,1149,789,143,M,2014
sao_luiz___ma,"02:1,01_a_1,50",1,43,15031,12792,18775,10334,5448,397,M,2014
sao_luiz___ma,"03:1,51_a_2,00",0,7,4213,7582,13478,7927,5402,437,M,2014
sao_luiz___ma,"04:2,01_a_3,00",0,7,2476,5858,11341,6383,5287,499,M,2014
sao_luiz___ma,"05:3,01_a_4,00",0,0,703,2464,6451,5135,3495,414,M,2014
sao_luiz___ma,"06:4,01_a_5,00",0,0,261,1316,3499,3839,2329,227,M,2014
sao_luiz___ma,"07:5,01_a_7,00",0,1,178,1040,3268,2708,3005,299,M,2014
sao_luiz___ma,"08:7,01_a_10,00",0,0,79,649,1986,1622,2978,569,M,2014
sao_luiz___ma,"09:10,01_a_15,00",0,0,15,344,1636,1269,1737,258,M,2014
sao_luiz___ma,"10:15,01_a_20,00",0,0,3,73,549,685,797,107,M,2014
sao_luiz___ma,"11:mais_de_20,00",0,0,9,80,593,850,1084,162,M,2014
terezina___pi,"00:ate_0,50",17,136,112,48,98,87,199,2,M,2014
terezina___pi,"01:0,51_a_1,00",9,350,1548,1054,1474,736,430,35,M,2014
terezina___pi,"02:1,01_a_1,50",0,113,15106,14514,23062,12283,7613,712,M,2014
terezina___pi,"03:1,51_a_2,00",1,6,2445,4580,8946,5345,4029,377,M,2014
terezina___pi,"04:2,01_a_3,00",0,2,1116,3277,7220,4640,4170,434,M,2014
terezina___pi,"05:3,01_a_4,00",0,2,331,1443,3904,4127,2536,243,M,2014
terezina___pi,"06:4,01_a_5,00",0,0,118,548,1440,1562,1557,146,M,2014
terezina___pi,"07:5,01_a_7,00",0,0,116,631,1529,1298,2352,306,M,2014
terezina___pi,"08:7,01_a_10,00",0,0,55,477,1450,1346,2733,410,M,2014
terezina___pi,"09:10,01_a_15,00",0,0,26,176,1080,927,1881,332,M,2014
terezina___pi,"10:15,01_a_20,00",0,0,2,38,312,491,808,131,M,2014
terezina___pi,"11:mais_de_20,00",0,0,2,34,322,386,770,128,M,2014
fortaleza___ce,"00:ate_0,50",12,305,890,323,508,281,169,16,M,2014
fortaleza___ce,"01:0,51_a_1,00",8,914,8235,3591,5212,3098,1909,112,M,2014
fortaleza___ce,"02:1,01_a_1,50",1,400,46957,39952,59553,37354,22485,1841,M,2014
fortaleza___ce,"03:1,51_a_2,00",0,24,8918,14455,26068,17643,11210,801,M,2014
fortaleza___ce,"04:2,01_a_3,00",0,2,4602,10329,19657,13283,9194,776,M,2014
fortaleza___ce,"05:3,01_a_4,00",0,2,1187,3981,7913,4947,4113,412,M,2014
fortaleza___ce,"06:4,01_a_5,00",0,0,1166,5578,10753,6695,2787,280,M,2014
fortaleza___ce,"07:5,01_a_7,00",0,0,276,1799,4786,5712,6049,669,M,2014
fortaleza___ce,"08:7,01_a_10,00",0,0,160,1136,3771,3005,4604,572,M,2014
fortaleza___ce,"09:10,01_a_15,00",0,0,44,537,3071,2469,3357,499,M,2014
fortaleza___ce,"10:15,01_a_20,00",0,0,9,113,1130,1480,1947,208,M,2014
fortaleza___ce,"11:mais_de_20,00",0,0,15,70,1038,1819,3126,399,M,2014
natal___rn,"00:ate_0,50",1,196,420,84,112,81,109,8,M,2014
natal___rn,"01:0,51_a_1,00",3,231,1523,804,1218,808,790,110,M,2014
natal___rn,"02:1,01_a_1,50",0,146,16074,14289,20363,12794,6807,355,M,2014
natal___rn,"03:1,51_a_2,00",0,9,3229,4893,9095,6128,4061,298,M,2014
natal___rn,"04:2,01_a_3,00",0,1,1676,4424,8933,6259,4683,329,M,2014
natal___rn,"05:3,01_a_4,00",0,0,360,1955,7150,4571,3106,219,M,2014
natal___rn,"06:4,01_a_5,00",0,0,147,822,2199,1731,1921,137,M,2014
natal___rn,"07:5,01_a_7,00",0,0,72,557,2018,2215,2453,191,M,2014
natal___rn,"08:7,01_a_10,00",0,0,36,457,1447,1776,1907,216,M,2014
natal___rn,"09:10,01_a_15,00",0,0,82,288,1500,1149,1786,191,M,2014
natal___rn,"10:15,01_a_20,00",0,0,1,69,582,754,905,88,M,2014
natal___rn,"11:mais_de_20,00",0,0,1,13,466,1017,1635,128,M,2014
joao_pessoa___pb,"00:ate_0,50",2,35,111,89,175,87,92,12,M,2014
joao_pessoa___pb,"01:0,51_a_1,00",4,134,1944,1524,2994,2459,2066,152,M,2014
joao_pessoa___pb,"02:1,01_a_1,50",1,116,14658,12794,20305,12039,7641,398,M,2014
joao_pessoa___pb,"03:1,51_a_2,00",0,8,2907,5160,10421,6835,4365,284,M,2014
joao_pessoa___pb,"04:2,01_a_3,00",0,1,1208,4474,10146,5467,4329,359,M,2014
joao_pessoa___pb,"05:3,01_a_4,00",0,1,284,1149,3729,4304,2894,235,M,2014
joao_pessoa___pb,"06:4,01_a_5,00",0,0,124,486,1361,1280,1250,155,M,2014
joao_pessoa___pb,"07:5,01_a_7,00",0,0,72,460,1470,1328,2301,242,M,2014
joao_pessoa___pb,"08:7,01_a_10,00",0,0,32,375,1309,1222,2323,260,M,2014
joao_pessoa___pb,"09:10,01_a_15,00",0,0,8,155,1034,782,1467,197,M,2014
joao_pessoa___pb,"10:15,01_a_20,00",0,0,2,26,382,532,846,83,M,2014
joao_pessoa___pb,"11:mais_de_20,00",0,0,0,7,207,571,1212,167,M,2014
recife___pe,"00:ate_0,50",20,637,1114,94,194,208,246,35,M,2014
recife___pe,"01:0,51_a_1,00",4,359,3153,1341,1953,1460,1349,125,M,2014
recife___pe,"02:1,01_a_1,50",0,155,29965,23354,38323,25887,15050,914,M,2014
recife___pe,"03:1,51_a_2,00",0,21,9362,13528,26512,19323,12017,784,M,2014
recife___pe,"04:2,01_a_3,00",0,10,5034,9947,22185,15422,11795,868,M,2014
recife___pe,"05:3,01_a_4,00",0,1,1646,6434,14083,7655,6311,495,M,2014
recife___pe,"06:4,01_a_5,00",0,2,594,2508,5856,8008,4628,355,M,2014
recife___pe,"07:5,01_a_7,00",0,0,458,2610,8415,6528,6400,600,M,2014
recife___pe,"08:7,01_a_10,00",0,0,176,1409,4687,4531,6410,605,M,2014
recife___pe,"09:10,01_a_15,00",0,0,41,773,4306,3426,4231,665,M,2014
recife___pe,"10:15,01_a_20,00",0,0,11,107,1160,1554,1841,200,M,2014
recife___pe,"11:mais_de_20,00",0,0,6,74,1003,2013,2907,422,M,2014
maceio___al,"00:ate_0,50",10,216,536,38,98,58,62,7,M,2014
maceio___al,"01:0,51_a_1,00",12,586,1672,892,1540,895,435,39,M,2014
maceio___al,"02:1,01_a_1,50",1,137,15171,12148,20431,12267,5846,275,M,2014
maceio___al,"03:1,51_a_2,00",0,5,2931,4762,9801,6534,3572,210,M,2014
maceio___al,"04:2,01_a_3,00",0,3,1244,2920,7362,5411,3358,199,M,2014
maceio___al,"05:3,01_a_4,00",0,1,510,1356,2622,1905,1487,110,M,2014
maceio___al,"06:4,01_a_5,00",0,0,100,782,2505,2342,1391,120,M,2014
maceio___al,"07:5,01_a_7,00",0,0,112,507,1811,3284,2531,164,M,2014
maceio___al,"08:7,01_a_10,00",0,0,41,288,1085,1772,2317,180,M,2014
maceio___al,"09:10,01_a_15,00",0,0,14,170,997,888,1317,149,M,2014
maceio___al,"10:15,01_a_20,00",0,0,2,29,309,588,639,55,M,2014
maceio___al,"11:mais_de_20,00",0,0,5,46,285,548,988,113,M,2014
aracaju___se,"00:ate_0,50",9,269,364,76,97,88,77,4,M,2014
aracaju___se,"01:0,51_a_1,00",7,228,1842,1052,1612,926,508,61,M,2014
aracaju___se,"02:1,01_a_1,50",0,64,11716,9658,13776,7775,3467,188,M,2014
aracaju___se,"03:1,51_a_2,00",0,1,2384,4412,8839,5966,3995,232,M,2014
aracaju___se,"04:2,01_a_3,00",0,1,1170,2697,5376,3890,3181,241,M,2014
aracaju___se,"05:3,01_a_4,00",0,0,281,1008,2225,1458,1443,118,M,2014
aracaju___se,"06:4,01_a_5,00",0,0,112,638,1794,1147,1027,84,M,2014
aracaju___se,"07:5,01_a_7,00",0,0,70,653,2852,2753,1939,168,M,2014
aracaju___se,"08:7,01_a_10,00",0,0,33,264,1134,2278,1939,166,M,2014
aracaju___se,"09:10,01_a_15,00",0,0,15,126,1138,1076,1399,145,M,2014
aracaju___se,"10:15,01_a_20,00",0,0,1,67,494,635,757,82,M,2014
aracaju___se,"11:mais_de_20,00",0,0,2,26,406,732,1387,130,M,2014
salvador___ba,"00:ate_0,50",22,675,1164,69,165,118,355,47,M,2014
salvador___ba,"01:0,51_a_1,00",5,536,5244,2143,3128,1626,1134,95,M,2014
salvador___ba,"02:1,01_a_1,50",0,238,32622,26830,44607,25647,14025,811,M,2014
salvador___ba,"03:1,51_a_2,00",0,27,8852,14733,31472,21009,13174,721,M,2014
salvador___ba,"04:2,01_a_3,00",0,21,4034,10058,24909,17623,12841,979,M,2014
salvador___ba,"05:3,01_a_4,00",0,10,1012,4344,11605,8514,6925,619,M,2014
salvador___ba,"06:4,01_a_5,00",0,0,646,4283,13198,8985,4539,409,M,2014
salvador___ba,"07:5,01_a_7,00",0,0,290,2246,9729,12747,8683,770,M,2014
salvador___ba,"08:7,01_a_10,00",0,0,172,1328,5023,5409,7100,979,M,2014
salvador___ba,"09:10,01_a_15,00",0,0,53,847,3864,3394,4633,579,M,2014
salvador___ba,"10:15,01_a_20,00",0,0,36,203,1396,1868,2257,302,M,2014
