;;Sexo Trabalhador;Faixa Etária
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;{ñ class};0;0;58;143;418;449;605;82;0;1.755;0;0;35;48;194;245;235;17;1;775;0;0;93;191;612;694;840;99;1;2.530
120040:Rio Branco - AC;Total;8;214;6.251;7.630;17.354;11.408;8.353;1.016;0;52.234;5;186;4.739;5.936;14.610;11.849;9.098;659;0;47.082;13;400;10.990;13.566;31.964;23.257;17.451;1.675;0;99.316
;00:Até 0,50;5;110;88;5;9;5;3;0;0;225;1;104;98;0;9;7;6;0;0;225;6;214;186;5;18;12;9;0;0;450
;01:0,51 a 1,00;3;87;535;251;364;223;100;15;0;1.578;4;66;562;342;450;240;72;3;0;1.739;7;153;1.097;593;814;463;172;18;0;3.317
;02:1,01 a 1,50;0;14;3.845;3.109;4.649;2.352;1.472;133;0;15.574;0;14;2.951;2.714;4.784;2.701;1.221;71;0;14.456;0;28;6.796;5.823;9.433;5.053;2.693;204;0;30.030
;03:1,51 a 2,00;0;2;996;1.561;3.219;1.750;952;111;0;8.591;0;1;592;853;1.752;1.190;1.045;102;0;5.535;0;3;1.588;2.414;4.971;2.940;1.997;213;0;14.126
;04:2,01 a 3,00;0;0;493;1.207;3.160;2.110;1.516;204;0;8.690;0;0;340;905;3.155;2.566;2.130;145;0;9.241;0;0;833;2.112;6.315;4.676;3.646;349;0;17.931
;05:3,01 a 4,00;0;0;118;501;1.894;1.162;864;94;0;4.633;0;0;106;474;1.536;1.659;1.267;103;0;5.145;0;0;224;975;3.430;2.821;2.131;197;0;9.778
;06:4,01 a 5,00;0;0;106;523;1.384;786;706;53;0;3.558;0;0;48;249;855;1.323;1.284;94;0;3.853;0;0;154;772;2.239;2.109;1.990;147;0;7.411
;07:5,01 a 7,00;0;0;36;236;1.203;1.371;1.138;120;0;4.104;0;0;22;216;951;1.046;945;59;0;3.239;0;0;58;452;2.154;2.417;2.083;179;0;7.343
;08:7,01 a 10,00;0;0;9;99;575;595;470;69;0;1.817;0;0;7;107;577;504;417;30;0;1.642;0;0;16;206;1.152;1.099;887;99;0;3.459
;09:10,01 a 15,00;0;0;5;84;423;429;432;82;0;1.455;0;0;3;35;333;307;403;23;0;1.104;0;0;8;119;756;736;835;105;0;2.559
;10:15,01 a 20,00;0;0;2;7;135;203;268;59;0;674;0;0;2;6;74;101;134;12;0;329;0;0;4;13;209;304;402;71;0;1.003
;11:Mais de 20,00;0;0;0;11;173;217;245;44;0;690;0;0;0;9;58;100;99;12;0;278;0;0;0;20;231;317;344;56;0;968
;{ñ class};0;1;18;36;166;205;187;32;0;645;0;1;8;26;76;105;75;5;0;296;0;2;26;62;242;310;262;37;0;941
130260:Manaus - AM;Total;22;1.768;34.951;40.598;91.979;61.320;40.381;4.139;0;275.158;19;1.232;23.270;27.556;66.745;51.997;35.748;3.308;0;209.875;41;3.000;58.221;68.154;158.724;113.317;76.129;7.447;0;485.033
;00:Até 0,50;14;1.094;1.022;26;54;37;30;3;0;2.280;11;782;819;23;53;55;38;4;0;1.785;25;1.876;1.841;49;107;92;68;7;0;4.065
;01:0,51 a 1,00;2;532;2.280;705;1.125;747;514;66;0;5.971;7;381;1.923;762;1.491;1.172;630;30;0;6.396;9;913;4.203;1.467;2.616;1.919;1.144;96;0;12.367
;02:1,01 a 1,50;4;131;19.493;15.614;23.969;13.234;7.217;561;0;80.223;1;66;14.450;12.877;23.932;16.243;8.699;516;0;76.784;5;197;33.943;28.491;47.901;29.477;15.916;1.077;0;157.007
;03:1,51 a 2,00;1;7;7.266;9.831;20.726;12.730;7.441;655;0;58.657;0;1;3.643;5.477;13.756;10.743;7.539;808;0;41.967;1;8;10.909;15.308;34.482;23.473;14.980;1.463;0;100.624
;04:2,01 a 3,00;1;3;3.584;7.031;18.665;12.840;8.346;712;0;51.182;0;1;1.444;3.798;10.058;8.619;6.462;580;0;30.962;1;4;5.028;10.829;28.723;21.459;14.808;1.292;0;82.144
;05:3,01 a 4,00;0;0;623;2.575;7.764;5.402;3.478;336;0;20.178;0;0;499;1.848;5.658;4.635;3.141;262;0;16.043;0;0;1.122;4.423;13.422;10.037;6.619;598;0;36.221
;06:4,01 a 5,00;0;0;281;1.932;6.338;2.861;1.957;227;0;13.596;0;0;186;982;3.404;2.442;1.712;178;0;8.904;0;0;467;2.914;9.742;5.303;3.669;405;0;22.500
;07:5,01 a 7,00;0;0;240;1.443;5.312;5.007;3.309;385;0;15.696;0;0;193;1.038;3.617;3.105;2.599;334;0;10.886;0;0;433;2.481;8.929;8.112;5.908;719;0;26.582
;08:7,01 a 10,00;0;0;62;642;3.578;3.286;2.289;412;0;10.269;0;0;44;409;2.448;2.185;1.878;228;0;7.192;0;0;106;1.051;6.026;5.471;4.167;640;0;17.461
;09:10,01 a 15,00;0;0;30;496;2.244;2.151;2.027;274;0;7.222;0;0;22;183;1.202;1.170;1.336;155;0;4.068;0;0;52;679;3.446;3.321;3.363;429;0;11.290
;10:15,01 a 20,00;0;0;3;60;769;935;935;119;0;2.821;0;0;3;37;360;516;521;57;0;1.494;0;0;6;97;1.129;1.451;1.456;176;0;4.315
;11:Mais de 20,00;0;0;2;43;620;1.028;1.479;185;0;3.357;0;0;0;15;264;372;618;113;0;1.382;0;0;2;58;884;1.400;2.097;298;0;4.739
;{ñ class};0;1;65;200;815;1.062;1.359;204;0;3.706;0;1;44;107;502;740;575;43;0;2.012;0;2;109;307;1.317;1.802;1.934;247;0;5.718
140010:Boa Vista - RR;Total;6;260;6.036;6.488;14.086;9.485;6.759;846;1;43.967;9;221;5.016;5.762;14.610;10.611;7.370;650;0;44.249;15;481;11.052;12.250;28.696;20.096;14.129;1.496;1;88.216
;00:Até 0,50;3;123;99;7;13;33;16;3;0;297;1;106;104;3;19;26;12;2;0;273;4;229;203;10;32;59;28;5;0;570
;01:0,51 a 1,00;3;118;449;246;341;184;98;17;0;1.456;8;97;404;215;451;247;125;8;0;1.555;11;215;853;461;792;431;223;25;0;3.011
;02:1,01 a 1,50;0;18;3.825;2.947;4.569;2.145;1.102;101;1;14.708;0;17;3.361;2.689;5.086;3.069;1.427;43;0;15.692;0;35;7.186;5.636;9.655;5.214;2.529;144;1;30.400
;03:1,51 a 2,00;0;0;739;1.149;2.349;1.251;597;49;0;6.134;0;1;504;719;1.431;851;366;20;0;3.892;0;1;1.243;1.868;3.780;2.102;963;69;0;10.026
;04:2,01 a 3,00;0;0;582;966;2.322;1.536;775;85;0;6.266;0;0;346;926;2.620;1.639;744;42;0;6.317;0;0;928;1.892;4.942;3.175;1.519;127;0;12.583
;05:3,01 a 4,00;0;0;164;416;1.321;932;690;97;0;3.620;0;0;143;427;1.489;1.122;825;110;0;4.116;0;0;307;843;2.810;2.054;1.515;207;0;7.736
;06:4,01 a 5,00;0;0;64;277;779;567;369;35;0;2.091;0;0;72;316;1.082;837;523;49;0;2.879;0;0;136;593;1.861;1.404;892;84;0;4.970
;07:5,01 a 7,00;0;1;71;245;894;931;1.451;250;0;3.843;0;0;47;307;1.158;1.377;1.916;262;0;5.067;0;1;118;552;2.052;2.308;3.367;512;0;8.910
;08:7,01 a 10,00;0;0;21;90;701;886;578;61;0;2.337;0;0;19;92;698;826;704;44;0;2.383;0;0;40;182;1.399;1.712;1.282;105;0;4.720
;09:10,01 a 15,00;0;0;8;93;421;427;456;56;0;1.461;0;0;6;49;352;305;408;43;0;1.163;0;0;14;142;773;732;864;99;0;2.624
;10:15,01 a 20,00;0;0;1;10;141;214;247;28;0;641;0;0;1;7;104;128;135;13;0;388;0;0;2;17;245;342;382;41;0;1.029
;11:Mais de 20,00;0;0;1;9;134;284;291;34;0;753;0;0;0;2;55;126;129;6;0;318;0;0;1;11;189;410;420;40;0;1.071
;{ñ class};0;0;12;33;101;95;89;30;0;360;0;0;9;10;65;58;56;8;0;206;0;0;21;43;166;153;145;38;0;566
150140:Belém - PA;Total;13;825;18.893;29.044;71.488;56.256;43.882;5.964;0;226.365;10;676;11.521;19.505;53.821;42.921;38.690;4.714;0;171.858;23;1.501;30.414;48.549;125.309;99.177;82.572;10.678;0;398.223
;00:Até 0,50;8;450;772;104;186;105;68;3;0;1.696;6;371;716;139;333;216;99;5;0;1.885;14;821;1.488;243;519;321;167;8;0;3.581
;01:0,51 a 1,00;5;331;2.304;2.037;1.920;936;595;43;0;8.171;4;278;1.248;936;1.566;1.104;625;41;0;5.802;9;609;3.552;2.973;3.486;2.040;1.220;84;0;13.973
;02:1,01 a 1,50;0;38;10.851;12.313;21.807;13.004;6.991;660;0;65.664;0;27;7.018;9.699;20.265;12.896;7.299;883;0;58.087;0;65;17.869;22.012;42.072;25.900;14.290;1.543;0;123.751
;03:1,51 a 2,00;0;4;2.526;4.886;11.864;8.875;6.890;913;0;35.958;0;0;1.441;2.982;7.501;5.118;5.103;730;0;22.875;0;4;3.967;7.868;19.365;13.993;11.993;1.643;0;58.833
;04:2,01 a 3,00;0;1;1.883;5.350;14.554;9.949;6.718;704;0;39.159;0;0;659;2.361;6.604;5.106;4.017;527;0;19.274;0;1;2.542;7.711;21.158;15.055;10.735;1.231;0;58.433
;05:3,01 a 4,00;0;0;238;1.789;7.688;7.300;3.925;432;0;21.372;0;0;184;1.231;4.964;4.423;3.179;321;0;14.302;0;0;422;3.020;12.652;11.723;7.104;753;0;35.674
;06:4,01 a 5,00;0;0;108;632;2.780;3.840;2.972;358;0;10.690;0;0;76;724;3.159;3.282;3.545;407;0;11.193;0;0;184;1.356;5.939;7.122;6.517;765;0;21.883
;07:5,01 a 7,00;0;0;90;765;4.093;4.149;4.968;907;0;14.972;0;0;89;655;4.378;4.656;5.125;653;0;15.556;0;0;179;1.420;8.471;8.805;10.093;1.560;0;30.528
;08:7,01 a 10,00;0;0;23;415;2.407;3.182;3.799;644;0;10.470;0;0;21;278;1.962;2.854;4.546;508;0;10.169;0;0;44;693;4.369;6.036;8.345;1.152;0;20.639
;09:10,01 a 15,00;0;0;8;356;1.736;1.779;2.535;498;0;6.912;0;0;5;167;1.221;1.241;2.258;280;0;5.172;0;0;13;523;2.957;3.020;4.793;778;0;12.084
;10:15,01 a 20,00;0;0;1;39;560;890;1.116;194;0;2.800;0;0;0;34;366;538;869;112;0;1.919;0;0;1;73;926;1.428;1.985;306;0;4.719
;11:Mais de 20,00;0;0;0;52;536;823;1.632;369;0;3.412;0;0;2;21;312;520;1.091;178;0;2.124;0;0;2;73;848;1.343;2.723;547;0;5.536
;{ñ class};0;1;89;306;1.357;1.424;1.673;239;0;5.089;0;0;62;278;1.190;967;934;69;0;3.500;0;1;151;584;2.547;2.391;2.607;308;0;8.589
160030:Macapá - AP;Total;6;195;5.323;7.246;17.112;13.204;9.986;1.287;0;54.359;2;195;3.628;5.774;15.595;13.927;10.897;1.276;0;51.294;8;390;8.951;13.020;32.707;27.131;20.883;2.563;0;105.653
;00:Até 0,50;5;146;163;22;39;81;123;14;0;593;2;155;176;14;41;37;56;10;0;491;7;301;339;36;80;118;179;24;0;1.084
;01:0,51 a 1,00;1;45;634;635;1.319;902;580;68;0;4.184;0;37;509;622;1.513;1.132;927;112;0;4.852;1;82;1.143;1.257;2.832;2.034;1.507;180;0;9.036
;02:1,01 a 1,50;0;4;3.413;3.695;6.320;3.595;1.766;126;0;18.919;0;2;2.118;2.898;6.198;4.574;2.534;158;0;18.482;0;6;5.531;6.593;12.518;8.169;4.300;284;0;37.401
;03:1,51 a 2,00;0;0;633;1.184;3.245;2.660;1.385;100;0;9.207;0;0;463;897;2.988;3.378;1.569;124;0;9.419;0;0;1.096;2.081;6.233;6.038;2.954;224;0;18.626
;04:2,01 a 3,00;0;0;325;1.034;3.323;2.390;1.262;115;0;8.449;0;0;227;798;2.517;2.003;954;99;0;6.598;0;0;552;1.832;5.840;4.393;2.216;214;0;15.047
;05:3,01 a 4,00;0;0;70;272;895;728;662;115;0;2.742;0;0;64;211;716;488;680;182;0;2.341;0;0;134;483;1.611;1.216;1.342;297;0;5.083
;06:4,01 a 5,00;0;0;33;111;428;392;336;50;0;1.350;0;0;14;88;394;336;267;29;0;1.128;0;0;47;199;822;728;603;79;0;2.478
;07:5,01 a 7,00;0;0;19;101;473;930;1.834;348;0;3.705;0;0;16;114;440;716;2.029;350;0;3.665;0;0;35;215;913;1.646;3.863;698;0;7.370
;08:7,01 a 10,00;0;0;16;105;445;620;677;119;0;1.982;0;0;17;68;391;765;914;104;0;2.259;0;0;33;173;836;1.385;1.591;223;0;4.241
;09:10,01 a 15,00;0;0;4;39;318;383;526;122;0;1.392;0;0;7;22;219;256;509;71;0;1.084;0;0;11;61;537;639;1.035;193;0;2.476
;10:15,01 a 20,00;0;0;0;8;95;175;375;44;0;697;0;0;0;9;51;83;232;14;0;389;0;0;0;17;146;258;607;58;0;1.086
;11:Mais de 20,00;0;0;0;14;135;178;344;57;0;728;0;0;0;9;60;99;171;15;0;354;0;0;0;23;195;277;515;72;0;1.082
;{ñ class};0;0;13;26;77;170;116;9;0;411;0;1;17;24;67;60;55;8;0;232;0;1;30;50;144;230;171;17;0;643
172100:Palmas - TO;Total;7;511;8.847;9.443;21.355;15.209;9.492;1.069;0;65.933;7;403;6.985;8.395;21.920;18.223;10.498;419;0;66.850;14;914;15.832;17.838;43.275;33.432;19.990;1.488;0;132.783
;00:Até 0,50;3;279;179;11;32;16;12;1;0;533;6;253;208;7;28;23;14;0;0;539;9;532;387;18;60;39;26;1;0;1.072
;01:0,51 a 1,00;3;160;736;394;662;620;646;121;0;3.342;1;117;766;489;1.376;1.188;776;32;0;4.745;4;277;1.502;883;2.038;1.808;1.422;153;0;8.087
;02:1,01 a 1,50;0;70;5.145;3.191;4.023;2.123;1.280;136;0;15.968;0;28;4.186;3.331;5.737;3.279;1.522;46;0;18.129;0;98;9.331;6.522;9.760;5.402;2.802;182;0;34.097
;03:1,51 a 2,00;1;2;1.508;1.802;3.225;1.654;876;82;0;9.150;0;4;973;1.238;2.261;1.418;793;36;0;6.723;1;6;2.481;3.040;5.486;3.072;1.669;118;0;15.873
;04:2,01 a 3,00;0;0;834;1.901;4.546;2.621;1.282;140;0;11.324;0;0;465;1.068;3.141;2.484;1.480;61;0;8.699;0;0;1.299;2.969;7.687;5.105;2.762;201;0;20.023
;05:3,01 a 4,00;0;0;215;912;2.343;1.474;827;102;0;5.873;0;0;278;1.209;3.403;2.439;986;43;0;8.358;0;0;493;2.121;5.746;3.913;1.813;145;0;14.231
;06:4,01 a 5,00;0;0;135;594;1.612;1.011;649;57;0;4.058;0;0;45;503;2.076;2.280;1.635;58;0;6.597;0;0;180;1.097;3.688;3.291;2.284;115;0;10.655
;07:5,01 a 7,00;0;0;27;280;1.587;1.328;1.133;113;0;4.468;0;0;27;286;1.878;2.707;1.721;69;0;6.688;0;0;54;566;3.465;4.035;2.854;182;0;11.156
;08:7,01 a 10,00;0;0;13;173;1.836;1.606;549;46;0;4.223;0;0;20;169;1.091;987;475;17;0;2.759;0;0;33;342;2.927;2.593;1.024;63;0;6.982
;09:10,01 a 15,00;0;0;2;91;818;1.551;946;98;0;3.506;0;0;2;40;543;783;551;24;0;1.943;0;0;4;131;1.361;2.334;1.497;122;0;5.449
;10:15,01 a 20,00;0;0;1;29;358;496;339;44;0;1.267;0;0;1;17;213;281;162;11;0;685;0;0;2;46;571;777;501;55;0;1.952
;11:Mais de 20,00;0;0;0;11;188;577;785;104;0;1.665;0;0;0;6;95;282;325;19;0;727;0;0;0;17;283;859;1.110;123;0;2.392
;{ñ class};0;0;52;54;125;132;168;25;0;556;0;1;14;32;78;72;58;3;0;258;0;1;66;86;203;204;226;28;0;814
211130:São Luiz - MA;Total;8;243;18.204;26.165;60.295;40.017;31.767;4.651;2;181.352;7;217;13.278;19.366;45.829;33.857;31.688;4.158;1;148.401;15;460;31.482;45.531;106.124;73.874;63.455;8.809;3;329.753
;00:Até 0,50;0;50;154;38;86;107;85;4;0;524;0;37;185;65;149;81;41;1;0;559;0;87;339;103;235;188;126;5;0;1.083
;01:0,51 a 1,00;7;165;1.533;670;1.510;1.292;996;213;0;6.386;7;147;1.748;897;2.183;2.205;1.732;240;0;9.159;14;312;3.281;1.567;3.693;3.497;2.728;453;0;15.545
;02:1,01 a 1,50;0;27;11.515;10.764;17.808;9.843;5.617;495;0;56.069;0;32;8.903;10.209;19.297;11.554;5.824;409;0;56.228;0;59;20.418;20.973;37.105;21.397;11.441;904;0;112.297
;03:1,51 a 2,00;1;1;2.599;5.298;11.332;6.892;4.575;520;0;31.218;0;1;1.287;2.838;6.197;3.838;3.325;438;0;17.924;1;2;3.886;8.136;17.529;10.730;7.900;958;0;49.142
;04:2,01 a 3,00;0;0;1.467;4.426;10.829;6.041;4.787;598;1;28.149;0;0;710;2.640;5.910;3.816;4.892;697;1;18.666;0;0;2.177;7.066;16.739;9.857;9.679;1.295;2;46.815
;05:3,01 a 4,00;0;0;331;1.496;5.193;4.764;3.627;577;0;15.988;0;0;176;1.026;3.982;3.995;3.661;500;0;13.340;0;0;507;2.522;9.175;8.759;7.288;1.077;0;29.328
;06:4,01 a 5,00;0;0;319;1.695;4.351;2.175;1.699;265;0;10.504;0;0;125;671;2.492;2.720;4.453;757;0;11.218;0;0;444;2.366;6.843;4.895;6.152;1.022;0;21.722
;07:5,01 a 7,00;0;0;144;917;3.897;3.932;3.867;685;0;13.442;0;0;65;571;2.688;2.483;3.059;396;0;9.262;0;0;209;1.488;6.585;6.415;6.926;1.081;0;22.704
;08:7,01 a 10,00;0;0;36;380;2.008;1.652;2.148;466;0;6.690;0;0;27;216;1.253;1.356;2.162;325;0;5.339;0;0;63;596;3.261;3.008;4.310;791;0;12.029
;09:10,01 a 15,00;0;0;13;212;1.606;1.217;1.654;331;1;5.034;0;0;9;111;839;714;1.403;236;0;3.312;0;0;22;323;2.445;1.931;3.057;567;1;8.346
;10:15,01 a 20,00;0;0;14;40;445;645;648;126;0;1.918;0;0;15;32;258;352;382;68;0;1.107;0;0;29;72;703;997;1.030;194;0;3.025
;11:Mais de 20,00;0;0;4;47;429;595;876;211;0;2.162;0;0;1;17;201;319;370;51;0;959;0;0;5;64;630;914;1.246;262;0;3.121
;{ñ class};0;0;75;182;801;862;1.188;160;0;3.268;0;0;27;73;380;424;384;40;0;1.328;0;0;102;255;1.181;1.286;1.572;200;0;4.596
221100:Terezina - PI;Total;7;494;16.802;21.100;48.762;32.456;28.929;4.168;2;152.720;4;414;13.558;17.323;38.799;27.939;25.170;2.616;0;125.823;11;908;30.360;38.423;87.561;60.395;54.099;6.784;2;278.543
;00:Até 0,50;4;192;191;48;117;115;89;3;0;759;2;160;213;51;109;83;56;7;0;681;6;352;404;99;226;198;145;10;0;1.440
;01:0,51 a 1,00;3;248;1.381;909;1.489;909;781;83;0;5.803;2;211;1.248;934;1.628;1.013;616;50;0;5.702;5;459;2.629;1.843;3.117;1.922;1.397;133;0;11.505
;02:1,01 a 1,50;0;49;12.410;11.792;21.856;12.364;7.775;877;1;67.124;0;38;10.367;10.411;18.904;11.797;7.087;599;0;59.203;0;87;22.777;22.203;40.760;24.161;14.862;1.476;1;126.327
;03:1,51 a 2,00;0;1;1.686;3.448;8.268;5.181;3.901;451;1;22.937;0;1;960;2.173;5.222;3.639;3.274;355;0;15.624;0;2;2.646;5.621;13.490;8.820;7.175;806;1;38.561
;04:2,01 a 3,00;0;0;656;2.166;6.146;4.061;3.921;579;0;17.529;0;1;441;1.684;4.100;2.720;3.166;426;0;12.538;0;1;1.097;3.850;10.246;6.781;7.087;1.005;0;30.067
;05:3,01 a 4,00;0;0;240;1.219;3.821;3.649;2.269;303;0;11.501;0;0;169;853;2.902;2.997;3.309;343;0;10.573;0;0;409;2.072;6.723;6.646;5.578;646;0;22.074
;06:4,01 a 5,00;0;0;114;514;1.632;1.510;1.721;175;0;5.666;0;0;91;508;1.924;2.206;2.462;171;0;7.362;0;0;205;1.022;3.556;3.716;4.183;346;0;13.028
;07:5,01 a 7,00;0;0;39;382;1.279;938;1.810;350;0;4.798;0;0;28;353;1.488;1.238;1.577;192;0;4.876;0;0;67;735;2.767;2.176;3.387;542;0;9.674
;08:7,01 a 10,00;0;0;10;299;1.684;1.231;2.560;412;0;6.196;0;0;8;175;1.218;879;1.377;163;0;3.820;0;0;18;474;2.902;2.110;3.937;575;0;10.016
;09:10,01 a 15,00;0;0;4;162;1.324;1.079;1.731;431;0;4.731;0;0;0;97;809;671;1.208;161;0;2.946;0;0;4;259;2.133;1.750;2.939;592;0;7.677
;10:15,01 a 20,00;0;0;1;22;387;542;861;230;0;2.043;0;0;0;11;185;273;491;82;0;1.042;0;0;1;33;572;815;1.352;312;0;3.085
;11:Mais de 20,00;0;0;3;20;329;415;760;173;0;1.700;0;0;0;9;141;241;351;51;0;793;0;0;3;29;470;656;1.111;224;0;2.493
;{ñ class};0;4;67;119;430;462;750;101;0;1.933;0;3;33;64;169;182;196;16;0;663;0;7;100;183;599;644;946;117;0;2.596
230440:Fortaleza - CE;Total;6;759;53.265;66.145;139.524;93.018;73.298;7.965;1;433.981;11;626;42.369;51.658;106.000;69.893;60.113;8.474;0;339.144;17;1.385;95.634;117.803;245.524;162.911;133.411;16.439;1;773.125
;00:Até 0,50;4;256;1.258;540;1.127;496;291;24;0;3.996;10;203;1.417;534;1.176;524;350;10;0;4.224;14;459;2.675;1.074;2.303;1.020;641;34;0;8.220
;01:0,51 a 1,00;2;405;6.333;2.944;5.067;2.965;1.781;124;0;19.621;1;361;6.133;2.958;5.232;3.052;1.728;75;0;19.540;3;766;12.466;5.902;10.299;6.017;3.509;199;0;39.161
;02:1,01 a 1,50;0;84;35.088;33.393;55.658;34.416;23.005;1.975;1;183.620;0;49;28.688;29.346;51.511;34.105;21.592;2.118;0;167.409;0;133;63.776;62.739;107.169;68.521;44.597;4.093;1;351.029
;03:1,51 a 2,00;0;4;5.822;10.903;24.253;16.734;11.914;948;0;70.578;0;3;3.503;6.773;13.019;7.469;5.720;1.031;0;37.518;0;7;9.325;17.676;37.272;24.203;17.634;1.979;0;108.096
;04:2,01 a 3,00;0;2;2.729;8.054;19.518;12.800;9.340;895;0;53.338;0;0;1.577;5.467;11.674;6.722;7.282;1.749;0;34.471;0;2;4.306;13.521;31.192;19.522;16.622;2.644;0;87.809
;05:3,01 a 4,00;0;0;1.272;5.872;14.026;5.575;3.862;423;0;31.030;0;1;494;3.166;7.166;3.997;4.085;684;0;19.593;0;1;1.766;9.038;21.192;9.572;7.947;1.107;0;50.623
;06:4,01 a 5,00;0;0;218;1.438;5.650;6.601;3.376;326;0;17.609;0;0;160;1.293;4.613;2.753;2.835;630;0;12.284;0;0;378;2.731;10.263;9.354;6.211;956;0;29.893
;07:5,01 a 7,00;0;0;126;1.200;4.439;4.435;7.213;998;0;18.411;0;0;76;871;4.429;4.108;6.932;965;0;17.381;0;0;202;2.071;8.868;8.543;14.145;1.963;0;35.792
;08:7,01 a 10,00;0;0;35;660;3.337;2.499;3.241;648;0;10.420;0;0;17;355;2.630;2.538;3.445;404;0;9.389;0;0;52;1.015;5.967;5.037;6.686;1.052;0;19.809
;09:10,01 a 15,00;0;0;10;297;2.876;2.258;2.751;586;0;8.778;0;0;3;155;2.007;1.859;2.401;374;0;6.799;0;0;13;452;4.883;4.117;5.152;960;0;15.577
;10:15,01 a 20,00;0;0;3;74;1.001;1.496;1.968;314;0;4.856;0;0;1;33;590;894;1.266;164;0;2.948;0;0;4;107;1.591;2.390;3.234;478;0;7.804
;11:Mais de 20,00;0;0;10;51;777;1.283;2.740;391;0;5.252;0;0;4;33;403;755;1.361;169;0;2.725;0;0;14;84;1.180;2.038;4.101;560;0;7.977
;{ñ class};0;8;361;719;1.795;1.460;1.816;313;0;6.472;0;9;296;674;1.550;1.117;1.116;101;0;4.863;0;17;657;1.393;3.345;2.577;2.932;414;0;11.335
240810:Natal - RN;Total;2;302;16.716;22.529;52.713;36.887;31.099;2.674;0;162.922;2;271;13.747;17.871;41.562;29.667;27.834;1.976;0;132.930;4;573;30.463;40.400;94.275;66.554;58.933;4.650;0;295.852
;00:Até 0,50;0;172;706;78;176;89;165;21;0;1.407;2;167;1.065;61;139;113;157;34;0;1.738;2;339;1.771;139;315;202;322;55;0;3.145
