;;Sexo Trabalhador;Faixa Etária
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;05:3,01 a 4,00;0;0;183;425;1.288;916;610;70;0;3.492;0;1;195;565;1.702;1.146;730;90;0;4.429;0;1;378;990;2.990;2.062;1.340;160;0;7.921
;06:4,01 a 5,00;0;0;69;248;731;680;384;43;0;2.155;0;0;63;261;1.010;841;456;31;0;2.662;0;0;132;509;1.741;1.521;840;74;0;4.817
;07:5,01 a 7,00;0;0;95;328;1.117;1.227;1.498;201;0;4.466;0;0;92;401;1.386;1.722;1.958;215;0;5.774;0;0;187;729;2.503;2.949;3.456;416;0;10.240
;08:7,01 a 10,00;0;0;19;151;574;630;519;56;0;1.949;0;0;18;150;553;592;595;33;0;1.941;0;0;37;301;1.127;1.222;1.114;89;0;3.890
;09:10,01 a 15,00;0;0;18;105;315;377;358;39;0;1.212;0;0;2;69;298;256;320;32;0;977;0;0;20;174;613;633;678;71;0;2.189
;10:15,01 a 20,00;0;0;2;14;168;167;208;26;0;585;0;0;2;13;78;99;110;2;0;304;0;0;4;27;246;266;318;28;0;889
;11:Mais de 20,00;0;0;0;15;171;282;288;30;0;786;0;0;0;9;76;136;130;2;0;353;0;0;0;24;247;418;418;32;0;1.139
;{ñ class};0;1;19;28;70;66;102;21;0;307;0;0;12;8;46;35;32;5;0;138;0;1;31;36;116;101;134;26;0;445
150140:Belém - PA;Total;13;854;23.276;32.978;75.501;57.206;42.883;4.712;0;237.423;15;714;14.166;23.139;57.362;43.742;37.027;3.410;1;179.576;28;1.568;37.442;56.117;132.863;100.948;79.910;8.122;1;416.999
;00:Até 0,50;9;507;632;87;139;83;62;4;0;1.523;10;432;463;90;188;113;61;1;0;1.358;19;939;1.095;177;327;196;123;5;0;2.881
;01:0,51 a 1,00;3;285;2.008;1.195;1.719;890;580;40;0;6.720;5;248;1.401;907;1.667;1.110;574;21;1;5.934;8;533;3.409;2.102;3.386;2.000;1.154;61;1;12.654
;02:1,01 a 1,50;1;50;13.219;13.186;21.525;12.023;6.345;551;0;66.900;0;32;8.536;11.011;21.390;12.597;6.800;618;0;60.984;1;82;21.755;24.197;42.915;24.620;13.145;1.169;0;127.884
;03:1,51 a 2,00;0;8;3.638;5.817;13.084;8.941;6.738;713;0;38.939;0;2;1.923;3.552;7.838;5.118;4.804;538;0;23.775;0;10;5.561;9.369;20.922;14.059;11.542;1.251;0;62.714
;04:2,01 a 3,00;0;2;2.473;5.532;15.281;10.324;6.725;534;0;40.871;0;0;1.062;2.729;7.154;5.254;3.730;403;0;20.332;0;2;3.535;8.261;22.435;15.578;10.455;937;0;61.203
;05:3,01 a 4,00;0;1;789;3.682;8.212;4.409;3.134;356;0;20.583;0;0;327;1.572;4.644;3.684;2.592;205;0;13.024;0;1;1.116;5.254;12.856;8.093;5.726;561;0;33.607
;06:4,01 a 5,00;0;0;168;1.012;3.708;6.812;2.856;267;0;14.823;0;0;190;1.029;3.375;3.519;2.560;224;0;10.897;0;0;358;2.041;7.083;10.331;5.416;491;0;25.720
;07:5,01 a 7,00;0;0;148;1.071;4.250;4.586;4.654;593;0;15.302;0;0;165;1.134;4.826;4.685;5.299;516;0;16.625;0;0;313;2.205;9.076;9.271;9.953;1.109;0;31.927
;08:7,01 a 10,00;0;0;59;612;3.412;4.228;4.469;650;0;13.430;0;0;45;616;3.332;4.205;4.792;385;0;13.375;0;0;104;1.228;6.744;8.433;9.261;1.035;0;26.805
;09:10,01 a 15,00;0;0;26;406;2.228;2.099;3.032;405;0;8.196;0;0;14;291;1.704;1.706;3.137;242;0;7.094;0;0;40;697;3.932;3.805;6.169;647;0;15.290
;10:15,01 a 20,00;0;0;5;115;654;1.023;1.268;157;0;3.222;0;0;2;92;456;607;964;78;0;2.199;0;0;7;207;1.110;1.630;2.232;235;0;5.421
;11:Mais de 20,00;0;0;5;92;710;1.081;1.990;311;0;4.189;0;0;4;43;465;744;1.314;161;0;2.731;0;0;9;135;1.175;1.825;3.304;472;0;6.920
;{ñ class};0;1;106;171;579;707;1.030;131;0;2.725;0;0;34;73;323;400;400;18;0;1.248;0;1;140;244;902;1.107;1.430;149;0;3.973
160030:Macapá - AP;Total;2;249;6.296;7.944;16.826;12.145;8.194;865;0;52.521;3;243;4.225;5.841;14.243;11.905;8.477;803;0;45.740;5;492;10.521;13.785;31.069;24.050;16.671;1.668;0;98.261
;00:Até 0,50;1;175;114;9;28;19;6;0;0;352;2;181;156;10;13;5;3;0;0;370;3;356;270;19;41;24;9;0;0;722
;01:0,51 a 1,00;1;52;650;405;613;309;155;12;0;2.197;1;45;466;384;576;311;130;7;0;1.920;2;97;1.116;789;1.189;620;285;19;0;4.117
;02:1,01 a 1,50;0;18;3.988;3.316;4.451;1.947;924;45;0;14.689;0;11;2.526;2.473;3.954;2.387;1.299;56;0;12.706;0;29;6.514;5.789;8.405;4.334;2.223;101;0;27.395
;03:1,51 a 2,00;0;2;811;1.295;2.501;1.264;639;62;0;6.574;0;4;582;871;2.019;1.112;448;17;0;5.053;0;6;1.393;2.166;4.520;2.376;1.087;79;0;11.627
;04:2,01 a 3,00;0;2;444;1.251;3.099;1.742;865;77;0;7.480;0;0;252;656;1.741;1.040;484;66;0;4.239;0;2;696;1.907;4.840;2.782;1.349;143;0;11.719
;05:3,01 a 4,00;0;0;118;435;1.229;863;600;80;0;3.325;0;1;89;373;987;556;632;147;0;2.785;0;1;207;808;2.216;1.419;1.232;227;0;6.110
;06:4,01 a 5,00;0;0;53;269;1.052;849;486;66;0;2.775;0;0;56;365;1.295;835;481;43;0;3.075;0;0;109;634;2.347;1.684;967;109;0;5.850
;07:5,01 a 7,00;0;0;82;589;1.701;1.741;1.954;236;0;6.303;0;0;65;471;2.103;2.010;2.428;283;0;7.360;0;0;147;1.060;3.804;3.751;4.382;519;0;13.663
;08:7,01 a 10,00;0;0;12;236;1.148;1.931;1.104;104;0;4.535;0;0;14;147;1.028;2.675;1.426;111;0;5.401;0;0;26;383;2.176;4.606;2.530;215;0;9.936
;09:10,01 a 15,00;0;0;8;88;562;800;632;81;0;2.171;0;0;4;64;320;588;663;56;0;1.695;0;0;12;152;882;1.388;1.295;137;0;3.866
;10:15,01 a 20,00;0;0;3;15;128;258;374;35;0;813;0;0;3;12;84;174;224;7;0;504;0;0;6;27;212;432;598;42;0;1.317
;11:Mais de 20,00;0;0;0;13;224;307;382;56;0;982;0;0;0;7;92;177;222;8;0;506;0;0;0;20;316;484;604;64;0;1.488
;{ñ class};0;0;13;23;90;115;73;11;0;325;0;1;12;8;31;35;37;2;0;126;0;1;25;31;121;150;110;13;0;451
172100:Palmas - TO;Total;15;756;9.550;9.962;20.705;13.965;8.698;871;0;64.522;10;531;7.637;8.834;20.759;16.548;9.758;320;0;64.397;25;1.287;17.187;18.796;41.464;30.513;18.456;1.191;0;128.919
;00:Até 0,50;6;346;111;9;11;6;4;0;0;493;7;267;137;16;14;14;3;0;0;458;13;613;248;25;25;20;7;0;0;951
;01:0,51 a 1,00;7;241;683;345;569;541;522;91;0;2.999;2;190;712;484;1.253;998;659;21;0;4.319;9;431;1.395;829;1.822;1.539;1.181;112;0;7.318
;02:1,01 a 1,50;1;160;5.166;2.846;3.468;1.661;1.030;100;0;14.432;1;64;4.575;3.216;4.818;2.475;1.188;37;0;16.374;2;224;9.741;6.062;8.286;4.136;2.218;137;0;30.806
;03:1,51 a 2,00;0;8;1.959;1.959;2.966;1.375;841;91;0;9.199;0;8;1.151;1.246;2.155;1.188;622;21;0;6.391;0;16;3.110;3.205;5.121;2.563;1.463;112;0;15.590
;04:2,01 a 3,00;0;0;1.034;2.091;4.498;2.313;1.182;109;0;11.227;0;1;575;1.188;3.047;2.198;1.369;48;0;8.426;0;1;1.609;3.279;7.545;4.511;2.551;157;0;19.653
;05:3,01 a 4,00;1;0;236;736;1.718;1.059;659;57;0;4.466;0;0;237;839;1.822;1.277;617;34;0;4.826;1;0;473;1.575;3.540;2.336;1.276;91;0;9.292
;06:4,01 a 5,00;0;0;125;754;1.742;977;600;50;0;4.248;0;0;156;920;2.615;2.283;1.410;40;0;7.424;0;0;281;1.674;4.357;3.260;2.010;90;0;11.672
;07:5,01 a 7,00;0;0;192;790;2.616;1.573;1.105;68;0;6.344;0;0;67;619;2.661;3.437;2.250;60;0;9.094;0;0;259;1.409;5.277;5.010;3.355;128;0;15.438
;08:7,01 a 10,00;0;0;17;239;1.478;1.941;668;56;0;4.399;0;0;11;187;1.152;935;458;13;0;2.756;0;0;28;426;2.630;2.876;1.126;69;0;7.155
;09:10,01 a 15,00;0;0;8;112;916;1.274;749;75;0;3.134;0;0;7;71;740;871;522;14;0;2.225;0;0;15;183;1.656;2.145;1.271;89;0;5.359
;10:15,01 a 20,00;0;0;1;32;361;430;310;31;0;1.165;0;0;1;18;282;379;229;9;0;918;0;0;2;50;643;809;539;40;0;2.083
;11:Mais de 20,00;0;0;0;25;270;725;908;127;0;2.055;0;0;0;13;150;441;390;21;0;1.015;0;0;0;38;420;1.166;1.298;148;0;3.070
;{ñ class};0;1;18;24;92;90;120;16;0;361;0;1;8;17;50;52;41;2;0;171;0;2;26;41;142;142;161;18;0;532
211130:São Luiz - MA;Total;3;322;22.424;28.502;59.097;40.137;32.067;3.918;0;186.470;1;249;15.633;20.085;42.771;32.962;31.484;3.318;1;146.504;4;571;38.057;48.587;101.868;73.099;63.551;7.236;1;332.974
;00:Até 0,50;2;87;160;25;60;47;52;3;0;436;0;67;183;44;61;28;30;4;0;417;2;154;343;69;121;75;82;7;0;853
;01:0,51 a 1,00;0;156;1.795;820;1.539;1.144;778;138;0;6.370;1;126;1.749;871;1.692;1.480;1.129;163;0;7.211;1;282;3.544;1.691;3.231;2.624;1.907;301;0;13.581
;02:1,01 a 1,50;0;73;13.624;11.409;17.502;9.841;5.370;454;0;58.273;0;50;10.670;10.937;18.888;11.430;4.779;273;0;57.027;0;123;24.294;22.346;36.390;21.271;10.149;727;0;115.300
;03:1,51 a 2,00;1;4;3.316;5.812;10.919;6.408;3.873;365;0;30.698;0;2;1.616;2.854;5.565;3.577;2.658;286;0;16.558;1;6;4.932;8.666;16.484;9.985;6.531;651;0;47.256
;04:2,01 a 3,00;0;2;2.391;5.195;11.076;6.340;5.254;577;0;30.835;0;4;883;2.533;5.239;3.831;5.187;619;1;18.297;0;6;3.274;7.728;16.315;10.171;10.441;1.196;1;49.132
;05:3,01 a 4,00;0;0;525;1.932;5.660;4.313;3.260;378;0;16.068;0;0;241;1.096;4.247;3.613;3.492;335;0;13.024;0;0;766;3.028;9.907;7.926;6.752;713;0;29.092
;06:4,01 a 5,00;0;0;203;1.042;3.493;3.859;2.741;389;0;11.727;0;0;111;675;2.045;3.451;4.275;492;0;11.049;0;0;314;1.717;5.538;7.310;7.016;881;0;22.776
;07:5,01 a 7,00;0;0;167;1.005;3.256;3.019;3.528;358;0;11.333;0;0;77;536;2.199;2.379;4.750;597;0;10.538;0;0;244;1.541;5.455;5.398;8.278;955;0;21.871
;08:7,01 a 10,00;0;0;76;607;2.045;1.608;2.504;555;0;7.395;0;0;45;292;1.282;1.457;2.227;225;0;5.528;0;0;121;899;3.327;3.065;4.731;780;0;12.923
;09:10,01 a 15,00;0;0;49;282;1.665;1.209;1.706;299;0;5.210;0;0;13;108;699;650;1.768;204;0;3.442;0;0;62;390;2.364;1.859;3.474;503;0;8.652
;10:15,01 a 20,00;0;0;18;71;525;681;928;116;0;2.339;0;0;1;16;261;330;452;55;0;1.115;0;0;19;87;786;1.011;1.380;171;0;3.454
;11:Mais de 20,00;0;0;18;98;598;785;984;167;0;2.650;0;0;14;44;273;361;422;46;0;1.160;0;0;32;142;871;1.146;1.406;213;0;3.810
;{ñ class};0;0;82;204;759;883;1.089;119;0;3.136;0;0;30;79;320;375;315;19;0;1.138;0;0;112;283;1.079;1.258;1.404;138;0;4.274
221100:Terezina - PI;Total;11;628;20.280;24.764;51.215;33.320;29.456;3.565;1;163.240;9;518;14.886;19.020;38.127;27.270;24.255;2.115;0;126.200;20;1.146;35.166;43.784;89.342;60.590;53.711;5.680;1;289.440
;00:Até 0,50;4;194;144;50;124;100;82;6;0;704;5;159;158;44;98;62;46;2;0;574;9;353;302;94;222;162;128;8;0;1.278
;01:0,51 a 1,00;5;338;1.588;967;1.461;764;589;48;0;5.760;4;314;1.345;810;1.144;614;332;32;0;4.595;9;652;2.933;1.777;2.605;1.378;921;80;0;10.355
;02:1,01 a 1,50;2;88;14.598;13.358;23.026;12.381;7.911;766;1;72.131;0;44;11.215;11.217;19.204;11.592;6.743;512;0;60.527;2;132;25.813;24.575;42.230;23.973;14.654;1.278;1;132.658
;03:1,51 a 2,00;0;6;2.270;4.102;8.679;5.222;3.981;402;0;24.662;0;0;1.178;2.508;4.735;3.107;2.824;283;0;14.635;0;6;3.448;6.610;13.414;8.329;6.805;685;0;39.297
;04:2,01 a 3,00;0;2;1.007;2.991;7.043;4.409;3.956;495;0;19.903;0;0;577;1.891;3.907;2.692;2.833;311;0;12.211;0;2;1.584;4.882;10.950;7.101;6.789;806;0;32.114
;05:3,01 a 4,00;0;0;328;1.447;3.928;3.975;2.363;253;0;12.294;0;0;187;1.032;3.311;3.513;3.768;294;0;12.105;0;0;515;2.479;7.239;7.488;6.131;547;0;24.399
;06:4,01 a 5,00;0;0;109;486;1.515;1.512;1.565;145;0;5.332;0;0;82;566;1.826;2.037;2.305;157;0;6.973;0;0;191;1.052;3.341;3.549;3.870;302;0;12.305
;07:5,01 a 7,00;0;0;87;538;1.476;1.252;2.185;322;0;5.860;0;0;56;429;1.458;1.275;1.686;152;0;5.056;0;0;143;967;2.934;2.527;3.871;474;0;10.916
;08:7,01 a 10,00;0;0;64;455;1.675;1.338;2.676;383;0;6.591;0;1;37;312;1.185;973;1.572;140;0;4.220;0;1;101;767;2.860;2.311;4.248;523;0;10.811
;09:10,01 a 15,00;0;0;13;179;1.163;1.025;1.841;355;0;4.576;0;0;3;138;725;733;1.208;125;0;2.932;0;0;16;317;1.888;1.758;3.049;480;0;7.508
;10:15,01 a 20,00;0;0;2;36;350;504;837;154;0;1.883;0;0;0;16;192;229;423;56;0;916;0;0;2;52;542;733;1.260;210;0;2.799
;11:Mais de 20,00;0;0;3;15;354;403;819;152;0;1.746;0;0;1;8;154;267;357;41;0;828;0;0;4;23;508;670;1.176;193;0;2.574
;{ñ class};0;0;67;140;421;435;651;84;0;1.798;0;0;47;49;188;176;158;10;0;628;0;0;114;189;609;611;809;94;0;2.426
230440:Fortaleza - CE;Total;8;1.328;66.045;76.667;144.458;96.190;73.319;7.387;1;465.403;5;1.045;51.376;58.178;106.310;71.928;61.532;7.896;1;358.271;13;2.373;117.421;134.845;250.768;168.118;134.851;15.283;2;823.674
;00:Até 0,50;2;306;926;427;808;414;246;13;0;3.142;3;292;1.112;425;829;517;253;12;0;3.443;5;598;2.038;852;1.637;931;499;25;0;6.585
;01:0,51 a 1,00;6;723;7.815;3.490;5.430;3.015;1.725;125;0;22.329;2;564;7.994;3.395;5.524;3.354;1.687;75;0;22.595;8;1.287;15.809;6.885;10.954;6.369;3.412;200;0;44.924
;02:1,01 a 1,50;0;267;42.174;36.173;56.976;35.218;22.500;1.901;1;195.210;0;171;33.747;32.394;52.615;35.127;21.275;2.547;1;177.877;0;438;75.921;68.567;109.591;70.345;43.775;4.448;2;373.087
;03:1,51 a 2,00;0;9;8.135;13.212;25.583;17.264;11.440;855;0;76.498;0;4;4.558;7.728;12.791;7.263;5.211;616;0;38.171;0;13;12.693;20.940;38.374;24.527;16.651;1.471;0;114.669
;04:2,01 a 3,00;0;5;4.108;10.134;20.399;13.031;9.254;849;0;57.780;0;2;2.402;6.329;11.422;6.866;7.364;1.453;0;35.838;0;7;6.510;16.463;31.821;19.897;16.618;2.302;0;93.618
;05:3,01 a 4,00;0;0;1.163;4.173;8.728;5.234;4.327;446;0;24.071;0;2;761;3.312;6.493;4.170;4.773;657;0;20.168;0;2;1.924;7.485;15.221;9.404;9.100;1.103;0;44.239
;06:4,01 a 5,00;0;1;907;5.160;11.210;7.084;3.223;297;0;27.882;0;0;246;1.868;4.628;2.527;2.502;374;0;12.145;0;1;1.153;7.028;15.838;9.611;5.725;671;0;40.027
;07:5,01 a 7,00;0;0;240;1.605;4.743;5.304;6.586;787;0;19.265;0;1;116;1.171;4.353;4.472;7.811;1.027;0;18.951;0;1;356;2.776;9.096;9.776;14.397;1.814;0;38.216
;08:7,01 a 10,00;0;0;94;975;3.759;2.797;4.078;642;0;12.345;0;0;50;537;2.875;2.759;3.875;387;0;10.483;0;0;144;1.512;6.634;5.556;7.953;1.029;0;22.828
;09:10,01 a 15,00;0;0;32;468;3.101;2.309;3.265;552;0;9.727;0;0;16;297;2.131;1.856;2.816;327;0;7.443;0;0;48;765;5.232;4.165;6.081;879;0;17.170
;10:15,01 a 20,00;0;0;5;76;1.041;1.526;1.932;250;0;4.830;0;0;16;50;723;923;1.346;138;0;3.196;0;0;21;126;1.764;2.449;3.278;388;0;8.026
;11:Mais de 20,00;0;0;10;54;994;1.656;3.109;438;0;6.261;0;0;10;37;536;972;1.714;220;0;3.489;0;0;20;91;1.530;2.628;4.823;658;0;9.750
;{ñ class};0;17;436;720;1.686;1.338;1.634;232;0;6.063;0;9;348;635;1.390;1.122;905;63;0;4.472;0;26;784;1.355;3.076;2.460;2.539;295;0;10.535
240810:Natal - RN;Total;2;468;19.861;25.341;52.524;36.402;29.040;2.173;0;165.811;0;431;15.317;19.072;37.270;26.920;25.433;1.634;1;126.078;2;899;35.178;44.413;89.794;63.322;54.473;3.807;1;291.889
