;;Sexo Trabalhador;Faixa Etária
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;06:4,01 a 5,00;0;0;73;220;740;640;336;33;0;2.042;0;1;79;302;947;707;394;29;0;2.459;0;1;152;522;1.687;1.347;730;62;0;4.501
;07:5,01 a 7,00;0;0;113;377;1.176;1.248;1.361;160;0;4.435;0;0;106;471;1.513;1.745;1.827;190;0;5.852;0;0;219;848;2.689;2.993;3.188;350;0;10.287
;08:7,01 a 10,00;0;0;19;128;494;616;519;47;0;1.823;0;0;17;138;523;623;575;37;0;1.913;0;0;36;266;1.017;1.239;1.094;84;0;3.736
;09:10,01 a 15,00;0;0;6;97;290;383;369;43;0;1.188;0;0;5;63;292;280;357;27;0;1.024;0;0;11;160;582;663;726;70;0;2.212
;10:15,01 a 20,00;0;0;1;19;137;184;198;22;0;561;0;0;1;18;98;108;117;4;0;346;0;0;2;37;235;292;315;26;0;907
;11:Mais de 20,00;0;0;0;15;169;265;276;20;0;745;0;0;2;5;80;135;123;2;0;347;0;0;2;20;249;400;399;22;0;1.092
;{ñ class};0;1;12;27;88;99;134;25;0;386;0;0;3;19;69;74;87;8;0;260;0;1;15;46;157;173;221;33;0;646
150140:Belém - PA;Total;12;809;26.012;36.264;77.570;57.509;41.729;4.261;1;244.167;11;624;14.999;25.069;57.270;43.148;35.566;3.042;0;179.729;23;1.433;41.011;61.333;134.840;100.657;77.295;7.303;1;423.896
;00:Até 0,50;5;369;373;103;161;87;47;6;0;1.151;7;290;344;93;195;112;43;1;0;1.085;12;659;717;196;356;199;90;7;0;2.236
;01:0,51 a 1,00;7;391;2.350;1.285;1.800;996;556;32;0;7.417;4;302;1.547;1.126;2.068;1.240;545;15;0;6.847;11;693;3.897;2.411;3.868;2.236;1.101;47;0;14.264
;02:1,01 a 1,50;0;43;14.996;14.894;23.195;12.381;6.378;555;1;72.443;0;28;9.060;12.150;21.523;12.317;6.938;666;0;62.682;0;71;24.056;27.044;44.718;24.698;13.316;1.221;1;135.125
;03:1,51 a 2,00;0;5;3.592;6.237;13.706;9.239;6.830;681;0;40.290;0;1;2.040;3.558;7.580;4.856;4.549;442;0;23.026;0;6;5.632;9.795;21.286;14.095;11.379;1.123;0;63.316
;04:2,01 a 3,00;0;1;3.512;6.903;15.205;9.975;6.322;480;0;42.398;0;0;1.209;3.046;7.092;5.101;3.472;357;0;20.277;0;1;4.721;9.949;22.297;15.076;9.794;837;0;62.675
;05:3,01 a 4,00;0;0;588;3.211;8.460;6.830;3.203;308;0;22.600;0;1;349;1.688;4.941;4.248;2.501;168;0;13.896;0;1;937;4.899;13.401;11.078;5.704;476;0;36.496
;06:4,01 a 5,00;0;0;214;955;3.146;4.604;2.616;245;0;11.780;0;0;182;1.090;3.082;3.204;2.471;217;0;10.246;0;0;396;2.045;6.228;7.808;5.087;462;0;22.026
;07:5,01 a 7,00;0;0;162;1.088;4.138;4.323;4.339;513;0;14.563;0;0;153;1.054;4.339;4.345;5.066;427;0;15.384;0;0;315;2.142;8.477;8.668;9.405;940;0;29.947
;08:7,01 a 10,00;0;0;58;723;3.674;4.152;4.341;574;0;13.522;0;0;52;736;3.584;4.175;4.550;333;0;13.430;0;0;110;1.459;7.258;8.327;8.891;907;0;26.952
;09:10,01 a 15,00;0;0;36;517;2.182;2.089;3.079;364;0;8.267;0;0;14;314;1.614;1.839;2.948;193;0;6.922;0;0;50;831;3.796;3.928;6.027;557;0;15.189
;10:15,01 a 20,00;0;0;4;77;632;1.025;1.213;121;0;3.072;0;0;2;73;446;605;877;65;0;2.068;0;0;6;150;1.078;1.630;2.090;186;0;5.140
;11:Mais de 20,00;0;0;12;99;704;1.127;1.887;274;0;4.103;0;0;1;53;498;735;1.245;142;0;2.674;0;0;13;152;1.202;1.862;3.132;416;0;6.777
;{ñ class};0;0;115;172;567;681;918;108;0;2.561;0;2;46;88;308;371;361;16;0;1.192;0;2;161;260;875;1.052;1.279;124;0;3.753
160030:Macapá - AP;Total;9;320;7.842;9.380;18.257;12.606;8.134;794;0;57.342;8;273;4.916;6.893;15.670;12.376;8.013;685;1;48.835;17;593;12.758;16.273;33.927;24.982;16.147;1.479;1;106.177
;00:Até 0,50;7;208;147;15;21;9;6;2;0;415;4;184;143;13;14;6;3;0;0;367;11;392;290;28;35;15;9;2;0;782
;01:0,51 a 1,00;2;67;855;502;631;317;163;9;0;2.546;4;69;559;361;583;271;85;2;0;1.934;6;136;1.414;863;1.214;588;248;11;0;4.480
;02:1,01 a 1,50;0;39;4.683;3.680;4.718;2.049;922;63;0;16.154;0;13;2.802;2.705;4.067;2.427;1.222;46;1;13.283;0;52;7.485;6.385;8.785;4.476;2.144;109;1;29.437
;03:1,51 a 2,00;0;0;984;1.366;2.493;1.251;651;38;0;6.783;0;4;612;1.005;2.084;1.120;411;26;0;5.262;0;4;1.596;2.371;4.577;2.371;1.062;64;0;12.045
;04:2,01 a 3,00;0;2;687;1.689;3.759;2.010;979;87;0;9.213;0;0;358;933;2.086;1.146;509;54;0;5.086;0;2;1.045;2.622;5.845;3.156;1.488;141;0;14.299
;05:3,01 a 4,00;0;1;162;495;1.262;816;590;61;0;3.387;0;1;137;477;1.227;674;594;111;0;3.221;0;2;299;972;2.489;1.490;1.184;172;0;6.608
;06:4,01 a 5,00;0;1;125;533;1.400;919;500;69;0;3.547;0;0;144;603;1.672;922;495;41;0;3.877;0;1;269;1.136;3.072;1.841;995;110;0;7.424
;07:5,01 a 7,00;0;1;134;634;1.834;1.952;1.798;210;0;6.563;0;1;108;517;2.255;2.171;2.315;248;0;7.615;0;2;242;1.151;4.089;4.123;4.113;458;0;14.178
;08:7,01 a 10,00;0;1;31;276;1.081;1.764;1.078;89;0;4.320;0;0;23;154;1.124;2.625;1.223;95;0;5.244;0;1;54;430;2.205;4.389;2.301;184;0;9.564
;09:10,01 a 15,00;0;0;14;111;613;836;640;73;0;2.287;0;0;14;80;354;604;696;50;0;1.798;0;0;28;191;967;1.440;1.336;123;0;4.085
;10:15,01 a 20,00;0;0;3;22;167;255;358;38;0;843;0;0;8;23;82;179;223;8;0;523;0;0;11;45;249;434;581;46;0;1.366
;11:Mais de 20,00;0;0;0;28;218;349;381;51;0;1.027;0;0;0;12;99;202;203;3;0;519;0;0;0;40;317;551;584;54;0;1.546
;{ñ class};0;0;17;29;60;79;68;4;0;257;0;1;8;10;23;29;34;1;0;106;0;1;25;39;83;108;102;5;0;363
172100:Palmas - TO;Total;9;742;10.286;10.891;21.374;13.891;8.609;798;0;66.600;5;566;7.710;9.102;20.550;16.084;9.517;308;0;63.842;14;1.308;17.996;19.993;41.924;29.975;18.126;1.106;0;130.442
;00:Até 0,50;7;313;102;14;7;10;2;0;0;455;3;286;92;8;12;10;5;0;0;416;10;599;194;22;19;20;7;0;0;871
;01:0,51 a 1,00;1;221;871;394;660;474;428;74;0;3.123;1;169;945;476;815;397;220;20;0;3.043;2;390;1.816;870;1.475;871;648;94;0;6.166
;02:1,01 a 1,50;0;196;5.220;3.001;3.742;1.987;1.319;134;0;15.599;1;91;4.390;3.183;5.149;3.091;1.645;38;0;17.588;1;287;9.610;6.184;8.891;5.078;2.964;172;0;33.187
;03:1,51 a 2,00;0;8;2.088;2.050;3.215;1.435;845;76;0;9.717;0;13;1.056;1.135;1.881;1.043;619;24;0;5.771;0;21;3.144;3.185;5.096;2.478;1.464;100;0;15.488
;04:2,01 a 3,00;0;4;1.270;2.396;4.616;2.293;1.251;98;0;11.928;0;4;671;1.303;3.152;2.101;1.362;63;0;8.656;0;8;1.941;3.699;7.768;4.394;2.613;161;0;20.584
;05:3,01 a 4,00;0;0;275;773;1.702;977;644;41;0;4.412;0;0;264;880;2.109;1.361;646;22;0;5.282;0;0;539;1.653;3.811;2.338;1.290;63;0;9.694
;06:4,01 a 5,00;0;0;163;865;1.813;967;591;34;0;4.433;0;1;164;1.100;2.797;2.312;1.467;32;0;7.873;0;1;327;1.965;4.610;3.279;2.058;66;0;12.306
;07:5,01 a 7,00;0;0;231;871;2.456;2.167;914;53;0;6.692;0;0;86;615;2.297;3.274;2.078;54;0;8.404;0;0;317;1.486;4.753;5.441;2.992;107;0;15.096
;08:7,01 a 10,00;1;0;37;313;1.555;1.246;700;71;0;3.923;0;0;33;253;1.166;874;393;16;0;2.735;1;0;70;566;2.721;2.120;1.093;87;0;6.658
;09:10,01 a 15,00;0;0;6;139;835;1.128;686;51;0;2.845;0;0;4;87;671;783;487;11;0;2.043;0;0;10;226;1.506;1.911;1.173;62;0;4.888
;10:15,01 a 20,00;0;0;0;29;361;423;301;20;0;1.134;0;0;0;28;278;358;211;6;0;881;0;0;0;57;639;781;512;26;0;2.015
;11:Mais de 20,00;0;0;1;28;342;727;839;133;0;2.070;0;0;0;19;196;437;358;21;0;1.031;0;0;1;47;538;1.164;1.197;154;0;3.101
;{ñ class};0;0;22;18;70;57;89;13;0;269;0;2;5;15;27;43;26;1;0;119;0;2;27;33;97;100;115;14;0;388
211130:São Luiz - MA;Total;14;273;25.149;33.357;63.932;42.775;33.347;3.619;0;202.466;13;211;16.565;22.264;43.864;33.855;31.865;3.020;1;151.658;27;484;41.714;55.621;107.796;76.630;65.212;6.639;1;354.124
;00:Até 0,50;10;44;169;27;81;95;66;2;0;494;11;48;168;39;49;29;22;3;0;369;21;92;337;66;130;124;88;5;0;863
;01:0,51 a 1,00;3;169;1.938;979;1.687;1.149;789;143;0;6.857;2;120;1.810;946;1.680;1.466;1.008;134;0;7.166;5;289;3.748;1.925;3.367;2.615;1.797;277;0;14.023
;02:1,01 a 1,50;1;43;15.031;12.792;18.775;10.334;5.448;397;0;62.821;0;40;11.050;11.855;19.526;11.850;4.983;273;0;59.577;1;83;26.081;24.647;38.301;22.184;10.431;670;0;122.398
;03:1,51 a 2,00;0;7;4.213;7.582;13.478;7.927;5.402;437;0;39.046;0;0;1.846;3.150;5.245;3.589;3.596;357;0;17.783;0;7;6.059;10.732;18.723;11.516;8.998;794;0;56.829
;04:2,01 a 3,00;0;7;2.476;5.858;11.341;6.383;5.287;499;0;31.851;0;1;1.033;2.742;5.402;3.927;5.323;554;1;18.983;0;8;3.509;8.600;16.743;10.310;10.610;1.053;1;50.834
;05:3,01 a 4,00;0;0;703;2.464;6.451;5.135;3.495;414;0;18.662;0;1;336;1.520;4.784;5.136;4.140;331;0;16.248;0;1;1.039;3.984;11.235;10.271;7.635;745;0;34.910
;06:4,01 a 5,00;0;0;261;1.316;3.499;3.839;2.329;227;0;11.471;0;0;137;838;2.175;2.509;3.590;398;0;9.647;0;0;398;2.154;5.674;6.348;5.919;625;0;21.118
;07:5,01 a 7,00;0;1;178;1.040;3.268;2.708;3.005;299;0;10.499;0;0;83;652;2.218;2.143;4.037;502;0;9.635;0;1;261;1.692;5.486;4.851;7.042;801;0;20.134
;08:7,01 a 10,00;0;0;79;649;1.986;1.622;2.978;569;0;7.883;0;0;33;285;1.123;1.428;2.376;207;0;5.452;0;0;112;934;3.109;3.050;5.354;776;0;13.335
;09:10,01 a 15,00;0;0;15;344;1.636;1.269;1.737;258;0;5.259;0;0;19;121;802;716;1.687;163;0;3.508;0;0;34;465;2.438;1.985;3.424;421;0;8.767
;10:15,01 a 20,00;0;0;3;73;549;685;797;107;0;2.214;0;0;7;23;328;325;399;33;0;1.115;0;0;10;96;877;1.010;1.196;140;0;3.329
;11:Mais de 20,00;0;0;9;80;593;850;1.084;162;0;2.778;0;0;11;37;283;419;450;49;0;1.249;0;0;20;117;876;1.269;1.534;211;0;4.027
;{ñ class};0;2;74;153;588;779;930;105;0;2.631;0;1;32;56;249;318;254;16;0;926;0;3;106;209;837;1.097;1.184;121;0;3.557
221100:Terezina - PI;Total;27;609;21.030;26.912;51.160;33.589;29.611;3.326;0;166.264;27;502;13.503;19.124;36.528;26.849;24.232;1.883;0;122.648;54;1.111;34.533;46.036;87.688;60.438;53.843;5.209;0;288.912
;00:Até 0,50;17;136;112;48;98;87;199;2;0;699;20;147;132;64;83;48;40;3;0;537;37;283;244;112;181;135;239;5;0;1.236
;01:0,51 a 1,00;9;350;1.548;1.054;1.474;736;430;35;0;5.636;7;292;1.005;739;1.077;573;326;20;0;4.039;16;642;2.553;1.793;2.551;1.309;756;55;0;9.675
;02:1,01 a 1,50;0;113;15.106;14.514;23.062;12.283;7.613;712;0;73.403;0;60;10.139;11.265;18.268;10.839;6.211;466;0;57.248;0;173;25.245;25.779;41.330;23.122;13.824;1.178;0;130.651
;03:1,51 a 2,00;1;6;2.445;4.580;8.946;5.345;4.029;377;0;25.729;0;2;1.211;2.357;4.685;3.201;2.746;241;0;14.443;1;8;3.656;6.937;13.631;8.546;6.775;618;0;40.172
;04:2,01 a 3,00;0;2;1.116;3.277;7.220;4.640;4.170;434;0;20.859;0;0;593;2.039;3.781;2.944;3.180;295;0;12.832;0;2;1.709;5.316;11.001;7.584;7.350;729;0;33.691
;05:3,01 a 4,00;0;2;331;1.443;3.904;4.127;2.536;243;0;12.586;0;0;173;1.130;3.547;3.920;4.091;284;0;13.145;0;2;504;2.573;7.451;8.047;6.627;527;0;25.731
;06:4,01 a 5,00;0;0;118;548;1.440;1.562;1.557;146;0;5.371;0;0;102;483;1.629;1.966;2.258;108;0;6.546;0;0;220;1.031;3.069;3.528;3.815;254;0;11.917
;07:5,01 a 7,00;0;0;116;631;1.529;1.298;2.352;306;0;6.232;0;0;82;511;1.330;1.250;1.904;161;0;5.238;0;0;198;1.142;2.859;2.548;4.256;467;0;11.470
;08:7,01 a 10,00;0;0;55;477;1.450;1.346;2.733;410;0;6.471;0;0;30;328;1.064;840;1.405;93;0;3.760;0;0;85;805;2.514;2.186;4.138;503;0;10.231
;09:10,01 a 15,00;0;0;26;176;1.080;927;1.881;332;0;4.422;0;0;10;145;627;670;1.195;118;0;2.765;0;0;36;321;1.707;1.597;3.076;450;0;7.187
;10:15,01 a 20,00;0;0;2;38;312;491;808;131;0;1.782;0;0;2;17;157;219;390;48;0;833;0;0;4;55;469;710;1.198;179;0;2.615
;11:Mais de 20,00;0;0;2;34;322;386;770;128;0;1.642;0;0;1;11;156;243;349;38;0;798;0;0;3;45;478;629;1.119;166;0;2.440
;{ñ class};0;0;53;92;323;361;533;70;0;1.432;0;1;23;35;124;136;137;8;0;464;0;1;76;127;447;497;670;78;0;1.896
230440:Fortaleza - CE;Total;21;1.663;72.715;82.247;144.475;98.804;72.255;6.824;2;479.006;16;1.374;55.417;61.321;102.655;71.207;60.058;7.223;3;359.274;37;3.037;128.132;143.568;247.130;170.011;132.313;14.047;5;838.280
;00:Até 0,50;12;305;890;323;508;281;169;16;0;2.504;9;307;1.065;326;499;326;167;25;0;2.724;21;612;1.955;649;1.007;607;336;41;0;5.228
;01:0,51 a 1,00;8;914;8.235;3.591;5.212;3.098;1.909;112;0;23.079;6;811;8.424;3.524;5.175;3.339;1.715;72;0;23.066;14;1.725;16.659;7.115;10.387;6.437;3.624;184;0;46.145
;02:1,01 a 1,50;1;400;46.957;39.952;59.553;37.354;22.485;1.841;2;208.545;1;233;36.971;35.459;53.204;35.536;20.874;2.192;2;184.472;2;633;83.928;75.411;112.757;72.890;43.359;4.033;4;393.017
;03:1,51 a 2,00;0;24;8.918;14.455;26.068;17.643;11.210;801;0;79.119;0;1;4.720;7.561;11.401;6.846;5.029;867;0;36.425;0;25;13.638;22.016;37.469;24.489;16.239;1.668;0;115.544
;04:2,01 a 3,00;0;2;4.602;10.329;19.657;13.283;9.194;776;0;57.843;0;2;2.576;6.461;10.710;6.808;7.319;1.280;1;35.157;0;4;7.178;16.790;30.367;20.091;16.513;2.056;1;93.000
;05:3,01 a 4,00;0;2;1.187;3.981;7.913;4.947;4.113;412;0;22.555;0;0;864;3.330;5.974;3.925;4.364;549;0;19.006;0;2;2.051;7.311;13.887;8.872;8.477;961;0;41.561
;06:4,01 a 5,00;0;0;1.166;5.578;10.753;6.695;2.787;280;0;27.259;0;0;335;2.045;4.498;2.552;2.524;310;0;12.264;0;0;1.501;7.623;15.251;9.247;5.311;590;0;39.523
;07:5,01 a 7,00;0;0;276;1.799;4.786;5.712;6.049;669;0;19.291;0;1;155;1.334;4.259;4.792;7.791;882;0;19.214;0;1;431;3.133;9.045;10.504;13.840;1.551;0;38.505
;08:7,01 a 10,00;0;0;160;1.136;3.771;3.005;4.604;572;0;13.248;0;0;47;571;2.851;2.645;3.692;343;0;10.149;0;0;207;1.707;6.622;5.650;8.296;915;0;23.397
;09:10,01 a 15,00;0;0;44;537;3.071;2.469;3.357;499;0;9.977;0;0;23;305;2.120;1.858;2.831;282;0;7.419;0;0;67;842;5.191;4.327;6.188;781;0;17.396
;10:15,01 a 20,00;0;0;9;113;1.130;1.480;1.947;208;0;4.887;0;0;6;68;737;899;1.349;129;0;3.188;0;0;15;181;1.867;2.379;3.296;337;0;8.075
;11:Mais de 20,00;0;0;15;70;1.038;1.819;3.126;399;0;6.467;0;0;12;34;540;1.020;1.709;195;0;3.510;0;0;27;104;1.578;2.839;4.835;594;0;9.977
;{ñ class};0;16;256;383;1.015;1.018;1.305;239;0;4.232;0;19;219;303;687;661;694;97;0;2.680;0;35;475;686;1.702;1.679;1.999;336;0;6.912
240810:Natal - RN;Total;4;584;23.684;28.790;55.500;39.765;30.741;2.327;0;181.395;1;535;16.323;20.610;38.469;30.699;28.799;1.879;0;137.315;5;1.119;40.007;49.400;93.969;70.464;59.540;4.206;0;318.710
