;;Sexo Trabalhador;Faixa Etária
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;08:7,01 a 10,00;0;0;127;605;1.362;1.603;1.750;98;0;5.545;0;0;37;278;670;744;764;26;0;2.519;0;0;164;883;2.032;2.347;2.514;124;0;8.064
;09:10,01 a 15,00;0;0;51;360;1.103;987;1.120;65;0;3.686;0;1;26;118;424;508;637;23;0;1.737;0;1;77;478;1.527;1.495;1.757;88;0;5.423
;10:15,01 a 20,00;0;0;11;97;466;572;726;36;0;1.908;0;0;4;26;160;220;273;4;0;687;0;0;15;123;626;792;999;40;0;2.595
;11:Mais de 20,00;0;0;5;75;417;553;842;40;0;1.932;0;0;7;42;162;201;235;8;0;655;0;0;12;117;579;754;1.077;48;0;2.587
;{ñ class};0;1;65;76;194;246;317;31;0;930;0;1;21;34;80;91;76;5;1;309;0;2;86;110;274;337;393;36;1;1.239
120040:Rio Branco - AC;Total;7;350;8.117;9.344;16.954;11.223;7.991;839;0;54.825;9;226;5.124;6.025;12.321;11.661;8.673;737;0;44.776;16;576;13.241;15.369;29.275;22.884;16.664;1.576;0;99.601
;00:Até 0,50;1;126;51;5;8;5;2;0;0;198;8;94;52;2;8;7;2;0;0;173;9;220;103;7;16;12;4;0;0;371
;01:0,51 a 1,00;4;122;410;252;365;181;110;7;0;1.451;1;76;275;193;372;201;63;2;0;1.183;5;198;685;445;737;382;173;9;0;2.634
;02:1,01 a 1,50;1;94;4.663;3.329;4.596;2.046;1.165;101;0;15.995;0;52;3.138;2.434;3.935;1.999;860;63;0;12.481;1;146;7.801;5.763;8.531;4.045;2.025;164;0;28.476
;03:1,51 a 2,00;0;6;1.643;2.118;3.388;1.547;801;122;0;9.625;0;2;931;1.171;1.969;1.120;961;156;0;6.310;0;8;2.574;3.289;5.357;2.667;1.762;278;0;15.935
;04:2,01 a 3,00;0;0;907;2.004;3.160;1.744;1.309;152;0;9.276;0;0;374;804;1.530;1.737;2.021;201;0;6.667;0;0;1.281;2.808;4.690;3.481;3.330;353;0;15.943
;05:3,01 a 4,00;1;0;264;824;2.203;1.436;872;78;0;5.678;0;0;207;550;1.402;1.593;1.097;100;0;4.949;1;0;471;1.374;3.605;3.029;1.969;178;0;10.627
;06:4,01 a 5,00;0;0;74;259;956;1.225;811;95;0;3.420;0;0;72;376;1.131;1.868;1.295;59;0;4.801;0;0;146;635;2.087;3.093;2.106;154;0;8.221
;07:5,01 a 7,00;0;0;40;198;703;1.164;950;67;0;3.122;0;0;42;263;872;1.532;1.040;54;0;3.803;0;0;82;461;1.575;2.696;1.990;121;0;6.925
;08:7,01 a 10,00;0;0;30;186;584;623;609;48;0;2.080;0;0;17;126;522;683;491;27;0;1.866;0;0;47;312;1.106;1.306;1.100;75;0;3.946
;09:10,01 a 15,00;0;0;5;65;400;418;502;46;0;1.436;0;0;5;61;224;385;356;12;0;1.043;0;0;10;126;624;803;858;58;0;2.479
;10:15,01 a 20,00;0;0;2;33;176;194;196;27;0;628;0;0;4;20;97;143;135;4;0;403;0;0;6;53;273;337;331;31;0;1.031
;11:Mais de 20,00;0;0;2;26;262;301;348;33;0;972;0;0;1;8;142;154;139;4;0;448;0;0;3;34;404;455;487;37;0;1.420
;{ñ class};0;2;26;45;153;339;316;63;0;944;0;2;6;17;117;239;213;55;0;649;0;4;32;62;270;578;529;118;0;1.593
130260:Manaus - AM;Total;45;2.752;49.719;56.507;100.913;61.428;38.321;2.874;1;312.560;38;1.951;31.839;36.327;71.391;49.197;30.523;1.875;1;223.142;83;4.703;81.558;92.834;172.304;110.625;68.844;4.749;2;535.702
;00:Até 0,50;23;1.187;662;30;82;53;37;5;0;2.079;28;937;595;26;42;51;31;1;0;1.711;51;2.124;1.257;56;124;104;68;6;0;3.790
;01:0,51 a 1,00;17;1.012;2.606;870;1.156;588;382;35;0;6.666;10;743;1.858;871;1.735;1.076;468;14;0;6.775;27;1.755;4.464;1.741;2.891;1.664;850;49;0;13.441
;02:1,01 a 1,50;3;499;24.523;17.213;22.515;10.322;5.799;469;1;81.344;0;242;18.427;15.511;24.332;12.832;6.076;326;1;77.747;3;741;42.950;32.724;46.847;23.154;11.875;795;2;159.091
;03:1,51 a 2,00;1;36;11.766;13.939;20.807;9.954;5.250;322;0;62.075;0;20;5.868;7.338;12.063;6.222;3.168;209;0;34.888;1;56;17.634;21.277;32.870;16.176;8.418;531;0;96.963
;04:2,01 a 3,00;1;13;6.164;12.014;24.332;15.174;9.071;552;0;67.321;0;4;2.906;5.572;14.822;14.045;9.321;538;0;47.208;1;17;9.070;17.586;39.154;29.219;18.392;1.090;0;114.529
;05:3,01 a 4,00;0;4;2.077;5.282;11.198;6.389;4.046;289;0;29.285;0;1;1.033;2.535;5.460;3.948;2.851;241;0;16.069;0;5;3.110;7.817;16.658;10.337;6.897;530;0;45.354
;06:4,01 a 5,00;0;0;798;2.460;6.177;4.732;2.373;183;0;16.723;0;0;563;1.771;3.785;2.670;1.609;72;0;10.470;0;0;1.361;4.231;9.962;7.402;3.982;255;0;27.193
;07:5,01 a 7,00;0;0;618;2.229;5.589;4.494;3.082;217;0;16.229;0;0;394;1.460;3.327;2.527;1.921;134;0;9.763;0;0;1.012;3.689;8.916;7.021;5.003;351;0;25.992
;08:7,01 a 10,00;0;0;271;1.240;3.840;3.890;2.757;274;0;12.272;0;0;93;622;2.845;2.663;2.127;137;0;8.487;0;0;364;1.862;6.685;6.553;4.884;411;0;20.759
;09:10,01 a 15,00;0;0;103;741;2.662;2.435;2.002;244;0;8.187;0;0;50;384;1.645;1.494;1.418;114;0;5.105;0;0;153;1.125;4.307;3.929;3.420;358;0;13.292
;10:15,01 a 20,00;0;0;19;150;927;1.121;1.054;72;0;3.343;0;0;3;72;475;556;495;27;0;1.628;0;0;22;222;1.402;1.677;1.549;99;0;4.971
;11:Mais de 20,00;0;0;6;117;875;1.382;1.700;138;0;4.218;0;0;4;50;333;592;700;44;0;1.723;0;0;10;167;1.208;1.974;2.400;182;0;5.941
;{ñ class};0;1;106;222;753;894;768;74;0;2.818;0;4;45;115;527;521;338;18;0;1.568;0;5;151;337;1.280;1.415;1.106;92;0;4.386
140010:Boa Vista - RR;Total;8;231;6.398;7.285;13.263;8.580;5.855;617;3;42.240;5;204;5.429;6.737;14.130;9.762;5.914;412;1;42.594;13;435;11.827;14.022;27.393;18.342;11.769;1.029;4;84.834
;00:Até 0,50;3;83;31;6;7;2;3;1;0;136;3;65;35;3;5;2;2;0;0;115;6;148;66;9;12;4;5;1;0;251
;01:0,51 a 1,00;4;94;693;452;570;294;185;30;0;2.322;2;85;834;811;1.752;984;361;9;0;4.838;6;179;1.527;1.263;2.322;1.278;546;39;0;7.160
;02:1,01 a 1,50;1;46;3.562;3.100;4.188;1.735;984;111;0;13.727;0;46;3.106;2.813;4.542;2.406;1.000;63;0;13.976;1;92;6.668;5.913;8.730;4.141;1.984;174;0;27.703
;03:1,51 a 2,00;0;2;943;1.425;2.405;1.193;598;72;2;6.640;0;2;633;761;1.262;725;352;21;1;3.757;0;4;1.576;2.186;3.667;1.918;950;93;3;10.397
;04:2,01 a 3,00;0;0;773;1.026;2.041;1.174;597;43;0;5.654;0;1;431;1.047;2.189;1.139;493;19;0;5.319;0;1;1.204;2.073;4.230;2.313;1.090;62;0;10.973
;05:3,01 a 4,00;0;0;194;493;1.096;684;511;58;0;3.036;0;0;199;439;1.073;695;502;67;0;2.975;0;0;393;932;2.169;1.379;1.013;125;0;6.011
;06:4,01 a 5,00;0;0;87;244;769;601;292;30;0;2.023;0;0;81;280;1.000;735;383;27;0;2.506;0;0;168;524;1.769;1.336;675;57;0;4.529
;07:5,01 a 7,00;0;1;69;280;1.090;1.376;1.446;145;1;4.408;0;0;81;342;1.380;1.945;1.899;170;0;5.817;0;1;150;622;2.470;3.321;3.345;315;1;10.225
;08:7,01 a 10,00;0;0;19;130;454;630;410;25;0;1.668;0;0;18;119;468;618;395;18;0;1.636;0;0;37;249;922;1.248;805;43;0;3.304
;09:10,01 a 15,00;0;0;9;88;289;443;355;48;0;1.232;0;0;4;71;252;271;317;11;0;926;0;0;13;159;541;714;672;59;0;2.158
;10:15,01 a 20,00;0;0;0;16;115;147;178;18;0;474;0;0;1;30;81;96;93;1;0;302;0;0;1;46;196;243;271;19;0;776
;11:Mais de 20,00;0;0;1;13;182;256;244;17;0;713;0;0;0;9;101;125;88;2;0;325;0;0;1;22;283;381;332;19;0;1.038
;{ñ class};0;5;17;12;57;45;52;19;0;207;0;5;6;12;25;21;29;4;0;102;0;10;23;24;82;66;81;23;0;309
150140:Belém - PA;Total;8;706;28.806;38.176;76.285;50.912;37.048;3.269;1;235.211;7;527;17.885;26.547;55.915;40.610;31.290;1.950;0;174.731;15;1.233;46.691;64.723;132.200;91.522;68.338;5.219;1;409.942
;00:Até 0,50;7;371;488;101;182;82;38;0;0;1.269;4;294;491;133;205;158;47;1;0;1.333;11;665;979;234;387;240;85;1;0;2.602
;01:0,51 a 1,00;0;276;2.777;1.601;2.127;975;506;33;0;8.295;2;200;1.883;1.386;2.210;1.102;503;14;0;7.300;2;476;4.660;2.987;4.337;2.077;1.009;47;0;15.595
;02:1,01 a 1,50;0;50;17.183;17.793;25.891;12.735;5.840;404;1;79.897;1;31;10.925;13.197;21.746;11.883;5.807;291;0;63.881;1;81;28.108;30.990;47.637;24.618;11.647;695;1;143.778
;03:1,51 a 2,00;1;7;4.316;7.300;15.170;9.118;5.479;425;0;41.816;0;1;2.218;3.729;7.117;4.289;3.092;219;0;20.665;1;8;6.534;11.029;22.287;13.407;8.571;644;0;62.481
;04:2,01 a 3,00;0;0;2.749;5.513;13.787;8.976;5.510;391;0;36.926;0;0;1.287;2.896;6.532;4.742;3.002;292;0;18.751;0;0;4.036;8.409;20.319;13.718;8.512;683;0;55.677
;05:3,01 a 4,00;0;0;607;1.957;5.111;3.811;2.870;292;0;14.648;0;0;518;1.783;4.959;3.636;2.206;141;0;13.243;0;0;1.125;3.740;10.070;7.447;5.076;433;0;27.891
;06:4,01 a 5,00;0;1;262;1.069;3.003;2.387;2.173;224;0;9.119;0;0;249;1.083;3.185;3.034;3.034;198;0;10.783;0;1;511;2.152;6.188;5.421;5.207;422;0;19.902
;07:5,01 a 7,00;0;0;180;1.193;4.112;4.675;4.567;410;0;15.137;0;0;165;1.116;4.268;4.643;4.956;290;0;15.438;0;0;345;2.309;8.380;9.318;9.523;700;0;30.575
;08:7,01 a 10,00;0;0;94;827;3.316;3.573;3.673;442;0;11.925;0;0;76;668;3.154;3.715;3.864;231;0;11.708;0;0;170;1.495;6.470;7.288;7.537;673;0;23.633
;09:10,01 a 15,00;0;0;38;502;1.773;1.840;2.758;261;0;7.172;0;0;28;333;1.391;1.756;2.571;116;0;6.195;0;0;66;835;3.164;3.596;5.329;377;0;13.367
;10:15,01 a 20,00;0;0;4;83;589;970;1.141;95;0;2.882;0;0;7;92;433;591;816;42;0;1.981;0;0;11;175;1.022;1.561;1.957;137;0;4.863
;11:Mais de 20,00;0;0;3;69;667;1.117;1.751;216;0;3.823;0;0;2;52;472;744;1.099;106;0;2.475;0;0;5;121;1.139;1.861;2.850;322;0;6.298
;{ñ class};0;1;105;168;557;653;742;76;0;2.302;0;1;36;79;243;317;293;9;0;978;0;2;141;247;800;970;1.035;85;0;3.280
160030:Macapá - AP;Total;10;281;7.787;9.540;17.558;11.624;7.097;625;0;54.522;5;259;4.792;6.482;14.638;10.978;6.887;564;0;44.605;15;540;12.579;16.022;32.196;22.602;13.984;1.189;0;99.127
;00:Até 0,50;6;179;156;13;15;4;5;0;0;378;3;169;136;1;11;4;5;0;0;329;9;348;292;14;26;8;10;0;0;707
;01:0,51 a 1,00;4;63;873;570;748;279;156;13;0;2.706;2;60;537;433;669;362;140;5;0;2.208;6;123;1.410;1.003;1.417;641;296;18;0;4.914
;02:1,01 a 1,50;0;32;4.386;3.827;4.590;1.899;913;47;0;15.694;0;26;2.620;2.493;3.727;2.070;1.056;47;0;12.039;0;58;7.006;6.320;8.317;3.969;1.969;94;0;27.733
;03:1,51 a 2,00;0;4;1.101;1.884;3.384;1.597;734;55;0;8.759;0;3;708;1.158;2.241;1.103;421;33;0;5.667;0;7;1.809;3.042;5.625;2.700;1.155;88;0;14.426
;04:2,01 a 3,00;0;2;570;1.121;2.346;1.383;689;86;0;6.197;0;1;282;568;1.234;576;320;40;0;3.021;0;3;852;1.689;3.580;1.959;1.009;126;0;9.218
;05:3,01 a 4,00;0;0;174;466;1.086;723;508;53;0;3.010;0;0;143;412;1.154;630;602;105;0;3.046;0;0;317;878;2.240;1.353;1.110;158;0;6.056
;06:4,01 a 5,00;0;0;282;752;1.724;900;408;40;0;4.106;0;0;215;717;2.027;910;371;25;0;4.265;0;0;497;1.469;3.751;1.810;779;65;0;8.371
;07:5,01 a 7,00;0;1;169;488;1.851;2.248;1.747;172;0;6.676;0;0;107;467;2.093;2.560;2.287;210;0;7.724;0;1;276;955;3.944;4.808;4.034;382;0;14.400
;08:7,01 a 10,00;0;0;51;247;943;1.291;723;46;0;3.301;0;0;15;116;1.015;1.902;822;53;0;3.923;0;0;66;363;1.958;3.193;1.545;99;0;7.224
;09:10,01 a 15,00;0;0;10;113;445;640;557;54;0;1.819;0;0;19;73;270;500;531;31;0;1.424;0;0;29;186;715;1.140;1.088;85;0;3.243
;10:15,01 a 20,00;0;0;1;16;134;276;312;21;0;760;0;0;1;12;79;158;162;7;0;419;0;0;2;28;213;434;474;28;0;1.179
;11:Mais de 20,00;0;0;4;33;238;328;294;34;0;931;0;0;3;25;94;182;145;6;0;455;0;0;7;58;332;510;439;40;0;1.386
;{ñ class};0;0;10;10;54;56;51;4;0;185;0;0;6;7;24;21;25;2;0;85;0;0;16;17;78;77;76;6;0;270
172100:Palmas - TO;Total;12;667;8.991;9.914;18.846;12.308;7.488;618;0;58.844;16;472;6.388;7.877;17.382;14.056;8.551;241;0;54.983;28;1.139;15.379;17.791;36.228;26.364;16.039;859;0;113.827
;00:Até 0,50;5;97;36;8;15;8;3;1;0;173;7;80;38;4;17;12;5;0;0;163;12;177;74;12;32;20;8;1;0;336
;01:0,51 a 1,00;7;316;690;363;532;351;275;23;0;2.557;8;267;424;308;729;568;380;6;0;2.690;15;583;1.114;671;1.261;919;655;29;0;5.247
;02:1,01 a 1,50;0;235;4.792;2.864;3.517;1.841;1.331;128;0;14.708;1;108;3.563;2.492;3.995;2.344;1.371;39;0;13.913;1;343;8.355;5.356;7.512;4.185;2.702;167;0;28.621
;03:1,51 a 2,00;0;16;1.985;2.204;3.385;1.551;839;57;0;10.037;0;13;1.281;1.238;1.873;1.162;745;19;0;6.331;0;29;3.266;3.442;5.258;2.713;1.584;76;0;16.368
;04:2,01 a 3,00;0;2;909;1.716;3.403;1.664;917;66;0;8.677;0;1;610;1.194;2.760;1.712;1.022;39;0;7.338;0;3;1.519;2.910;6.163;3.376;1.939;105;0;16.015
;05:3,01 a 4,00;0;0;238;612;1.420;770;461;27;0;3.528;0;1;138;478;987;801;479;19;0;2.903;0;1;376;1.090;2.407;1.571;940;46;0;6.431
;06:4,01 a 5,00;0;0;144;632;1.208;747;528;33;0;3.292;0;0;195;1.097;2.366;2.373;1.584;37;0;7.652;0;0;339;1.729;3.574;3.120;2.112;70;0;10.944
;07:5,01 a 7,00;0;0;138;954;2.595;1.974;954;64;0;6.679;0;0;90;667;2.545;2.898;1.792;32;0;8.024;0;0;228;1.621;5.140;4.872;2.746;96;0;14.703
;08:7,01 a 10,00;0;0;32;293;1.311;1.417;514;40;0;3.607;0;0;22;250;1.170;842;362;13;0;2.659;0;0;54;543;2.481;2.259;876;53;0;6.266
;09:10,01 a 15,00;0;0;16;161;738;838;582;44;0;2.379;0;0;6;87;494;719;423;8;0;1.737;0;0;22;248;1.232;1.557;1.005;52;0;4.116
;10:15,01 a 20,00;0;0;2;55;336;436;303;18;0;1.150;0;0;2;29;236;248;126;7;0;648;0;0;4;84;572;684;429;25;0;1.798
;11:Mais de 20,00;0;0;2;22;313;656;697;98;0;1.788;0;0;3;17;179;346;246;19;0;810;0;0;5;39;492;1.002;943;117;0;2.598
;{ñ class};0;1;7;30;73;55;84;19;0;269;0;2;16;16;31;31;16;3;0;115;0;3;23;46;104;86;100;22;0;384
211130:São Luiz - MA;Total;1;243;28.035;35.033;61.910;42.362;31.816;3.213;5;202.618;2;201;16.289;21.802;40.786;33.129;30.939;2.654;1;145.803;3;444;44.324;56.835;102.696;75.491;62.755;5.867;6;348.421
;00:Até 0,50;0;44;128;35;92;44;51;0;0;394;0;26;100;47;64;44;20;2;0;303;0;70;228;82;156;88;71;2;0;697
;01:0,51 a 1,00;1;133;2.365;1.290;2.050;1.385;873;136;1;8.234;1;139;1.477;1.021;1.872;1.556;979;141;0;7.186;2;272;3.842;2.311;3.922;2.941;1.852;277;1;15.420
;02:1,01 a 1,50;0;59;16.201;14.400;20.026;11.024;5.994;456;4;68.164;1;29;10.910;11.294;17.373;10.858;6.018;373;1;56.857;1;88;27.111;25.694;37.399;21.882;12.012;829;5;125.021
;03:1,51 a 2,00;0;2;4.383;6.539;11.654;6.911;5.027;429;0;34.945;0;4;1.878;2.983;5.362;3.888;3.753;371;0;18.239;0;6;6.261;9.522;17.016;10.799;8.780;800;0;53.184
;04:2,01 a 3,00;0;4;3.024;5.757;9.814;6.634;5.204;635;0;31.072;0;1;1.102;2.565;4.729;3.732;4.766;534;0;17.429;0;5;4.126;8.322;14.543;10.366;9.970;1.169;0;48.501
;05:3,01 a 4,00;0;0;1.015;2.869;7.040;4.619;2.742;204;0;18.489;0;0;433;1.674;5.164;5.764;5.616;303;0;18.954;0;0;1.448;4.543;12.204;10.383;8.358;507;0;37.443
;06:4,01 a 5,00;0;0;415;1.472;3.402;3.643;1.929;166;0;11.027;0;1;173;831;1.844;2.398;2.459;309;0;8.015;0;1;588;2.303;5.246;6.041;4.388;475;0;19.042
;07:5,01 a 7,00;0;1;265;1.130;2.798;2.927;3.773;372;0;11.266;0;0;112;724;1.910;1.952;3.161;308;0;8.167;0;1;377;1.854;4.708;4.879;6.934;680;0;19.433
;08:7,01 a 10,00;0;0;112;783;1.941;1.696;2.131;334;0;6.997;0;0;46;366;1.053;1.298;2.083;158;0;5.004;0;0;158;1.149;2.994;2.994;4.214;492;0;12.001
;09:10,01 a 15,00;0;0;35;457;1.498;1.421;1.763;204;0;5.378;0;0;16;160;687;759;1.222;89;0;2.933;0;0;51;617;2.185;2.180;2.985;293;0;8.311
;10:15,01 a 20,00;0;0;9;87;514;646;727;84;0;2.067;0;0;3;41;295;276;302;21;0;938;0;0;12;128;809;922;1.029;105;0;3.005
;11:Mais de 20,00;0;0;20;83;630;819;972;135;0;2.659;0;0;16;51;282;395;380;39;0;1.163;0;0;36;134;912;1.214;1.352;174;0;3.822
;{ñ class};0;0;63;131;451;593;630;58;0;1.926;0;1;23;45;151;209;180;6;0;615;0;1;86;176;602;802;810;64;0;2.541
221100:Terezina - PI;Total;11;611;21.013;27.368;48.219;33.331;27.344;2.592;0;160.489;18;429;11.292;17.359;32.893;27.020;21.811;1.411;0;112.233;29;1.040;32.305;44.727;81.112;60.351;49.155;4.003;0;272.722
;00:Até 0,50;7;158;105;71;141;155;104;2;0;743;11;105;106;59;96;61;40;1;0;479;18;263;211;130;237;216;144;3;0;1.222
;01:0,51 a 1,00;3;309;2.714;2.037;2.637;1.321;605;17;0;9.643;5;253;740;705;1.224;694;328;8;0;3.957;8;562;3.454;2.742;3.861;2.015;933;25;0;13.600
;02:1,01 a 1,50;1;131;14.226;15.353;22.875;12.000;7.040;534;0;72.160;2;63;8.410;10.395;16.602;10.258;5.238;356;0;51.324;3;194;22.636;25.748;39.477;22.258;12.278;890;0;123.484
;03:1,51 a 2,00;0;9;2.249;4.365;8.330;5.286;3.713;330;0;24.282;0;5;1.039;2.281;4.373;3.523;2.783;199;0;14.203;0;14;3.288;6.646;12.703;8.809;6.496;529;0;38.485
;04:2,01 a 3,00;0;1;988;2.700;5.789;5.284;3.822;382;0;18.966;0;0;609;1.830;3.434;3.221;3.607;312;0;13.013;0;1;1.597;4.530;9.223;8.505;7.429;694;0;31.979
;05:3,01 a 4,00;0;2;338;1.124;3.215;3.283;2.524;195;0;10.681;0;2;164;824;3.436;4.805;4.320;201;0;13.752;0;4;502;1.948;6.651;8.088;6.844;396;0;24.433
;06:4,01 a 5,00;0;0;124;423;1.037;1.099;1.059;107;0;3.849;0;0;98;393;960;1.247;1.222;49;0;3.969;0;0;222;816;1.997;2.346;2.281;156;0;7.818
;07:5,01 a 7,00;0;0;100;578;1.461;1.622;2.391;251;0;6.403;0;0;58;469;1.052;1.149;1.431;90;0;4.249;0;0;158;1.047;2.513;2.771;3.822;341;0;10.652
;08:7,01 a 10,00;0;0;53;343;1.120;1.227;2.412;309;0;5.464;0;0;33;236;847;908;1.103;58;0;3.185;0;0;86;579;1.967;2.135;3.515;367;0;8.649
;09:10,01 a 15,00;0;0;15;177;800;843;1.776;216;0;3.827;0;0;9;109;453;606;1.062;80;0;2.319;0;0;24;286;1.253;1.449;2.838;296;0;6.146
;10:15,01 a 20,00;0;0;2;29;265;468;719;92;0;1.575;0;0;0;15;154;210;308;29;0;716;0;0;2;44;419;678;1.027;121;0;2.291
;11:Mais de 20,00;0;0;0;31;274;416;736;104;0;1.561;0;0;0;11;155;234;267;21;0;688;0;0;0;42;429;650;1.003;125;0;2.249
;{ñ class};0;1;99;137;275;327;443;53;0;1.335;0;1;26;32;107;104;102;7;0;379;0;2;125;169;382;431;545;60;0;1.714
230440:Fortaleza - CE;Total;12;1.484;74.070;79.463;137.115;95.109;65.308;6.371;0;458.932;7;1.256;53.923;56.335;93.824;69.344;59.035;7.388;1;341.113;19;2.740;127.993;135.798;230.939;164.453;124.343;13.759;1;800.045
;00:Até 0,50;4;237;855;234;333;218;111;8;0;2.000;2;295;1.061;246;379;255;113;7;0;2.358;6;532;1.916;480;712;473;224;15;0;4.358
;01:0,51 a 1,00;6;787;9.423;4.497;6.064;3.694;1.808;119;0;26.398;2;715;8.248;3.644;5.034;3.165;1.425;83;0;22.316;8;1.502;17.671;8.141;11.098;6.859;3.233;202;0;48.714
;02:1,01 a 1,50;1;427;48.372;42.625;62.688;37.876;20.159;1.762;0;213.910;1;222;35.948;33.101;49.780;33.486;19.631;2.601;0;174.770;2;649;84.320;75.726;112.468;71.362;39.790;4.363;0;388.680
;03:1,51 a 2,00;1;7;8.170;12.619;23.573;16.444;9.741;718;0;71.273;0;3;4.269;6.351;10.195;6.681;5.551;908;0;33.958;1;10;12.439;18.970;33.768;23.125;15.292;1.626;0;105.231
;04:2,01 a 3,00;0;6;4.208;8.159;15.383;11.013;7.773;808;0;47.350;0;2;2.691;5.796;9.460;7.167;7.543;1.234;0;33.893;0;8;6.899;13.955;24.843;18.180;15.316;2.042;0;81.243
;05:3,01 a 4,00;0;0;1.280;3.558;6.750;4.352;3.626;436;0;20.002;0;2;941;3.318;5.786;3.865;4.495;657;0;19.064;0;2;2.221;6.876;12.536;8.217;8.121;1.093;0;39.066
;06:4,01 a 5,00;0;0;1.023;3.695;8.490;5.544;2.395;249;0;21.396;0;1;367;1.631;3.589;2.597;2.723;336;0;11.244;0;1;1.390;5.326;12.079;8.141;5.118;585;0;32.640
;07:5,01 a 7,00;0;0;321;1.869;5.183;6.298;6.517;598;0;20.786;0;0;158;1.140;3.709;5.005;7.791;734;1;18.538;0;0;479;3.009;8.892;11.303;14.308;1.332;1;39.324
;08:7,01 a 10,00;0;0;121;1.088;3.324;3.030;4.094;489;0;12.146;0;0;57;507;2.488;2.836;3.611;300;0;9.799;0;0;178;1.595;5.812;5.866;7.705;789;0;21.945
;09:10,01 a 15,00;0;0;71;668;2.828;2.483;3.313;418;0;9.781;0;0;21;326;1.869;1.835;2.761;225;0;7.037;0;0;92;994;4.697;4.318;6.074;643;0;16.818
;10:15,01 a 20,00;0;0;10;100;964;1.462;2.044;211;0;4.791;0;0;1;62;641;899;1.402;127;0;3.132;0;0;11;162;1.605;2.361;3.446;338;0;7.923
;11:Mais de 20,00;0;0;1;86;824;1.823;2.756;392;0;5.882;0;0;2;37;400;1.006;1.513;135;0;3.093;0;0;3;123;1.224;2.829;4.269;527;0;8.975
;{ñ class};0;20;215;265;711;872;971;163;0;3.217;2;16;159;176;494;547;476;41;0;1.911;2;36;374;441;1.205;1.419;1.447;204;0;5.128
240810:Natal - RN;Total;6;654;24.820;30.318;54.318;40.013;29.376;2.345;0;181.850;2;668;17.579;20.650;35.976;32.922;28.979;2.045;0;138.821;8;1.322;42.399;50.968;90.294;72.935;58.355;4.390;0;320.671
;00:Até 0,50;1;138;344;57;113;72;86;9;0;820;0;168;533;74;98;111;128;23;0;1.135;1;306;877;131;211;183;214;32;0;1.955
