;;Sexo Trabalhador;Faixa Etária
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;02:1,01 a 1,50;0;11;8.234;10.776;20.160;14.114;8.118;692;1;62.106;0;12;4.868;7.430;16.040;11.823;6.763;966;0;47.902;0;23;13.102;18.206;36.200;25.937;14.881;1.658;1;110.008
;03:1,51 a 2,00;0;0;2.430;4.367;12.360;10.243;7.703;1.177;0;38.280;0;0;1.135;2.702;6.982;5.640;5.058;1.019;0;22.536;0;0;3.565;7.069;19.342;15.883;12.761;2.196;0;60.816
;04:2,01 a 3,00;0;0;2.285;4.078;12.132;9.788;6.603;833;0;35.719;1;0;534;1.967;5.770;5.161;4.281;746;0;18.460;1;0;2.819;6.045;17.902;14.949;10.884;1.579;0;54.179
;05:3,01 a 4,00;0;0;309;1.827;8.530;5.996;3.793;567;0;21.022;0;0;223;1.170;4.682;4.766;3.680;505;0;15.026;0;0;532;2.997;13.212;10.762;7.473;1.072;0;36.048
;06:4,01 a 5,00;0;0;112;727;2.847;4.356;3.702;581;0;12.325;0;0;82;573;2.732;3.077;3.749;690;0;10.903;0;0;194;1.300;5.579;7.433;7.451;1.271;0;23.228
;07:5,01 a 7,00;0;0;48;481;2.765;3.872;4.438;1.015;0;12.619;0;0;51;459;3.147;4.302;4.894;912;0;13.765;0;0;99;940;5.912;8.174;9.332;1.927;0;26.384
;08:7,01 a 10,00;0;0;22;344;2.486;2.513;3.176;701;0;9.242;0;0;21;302;1.896;2.330;3.832;614;0;8.995;0;0;43;646;4.382;4.843;7.008;1.315;0;18.237
;09:10,01 a 15,00;0;0;19;307;1.915;2.424;2.595;478;0;7.738;0;0;8;125;1.328;1.401;1.668;294;0;4.824;0;0;27;432;3.243;3.825;4.263;772;0;12.562
;10:15,01 a 20,00;0;0;2;46;582;952;1.103;197;0;2.882;0;0;0;16;392;490;676;130;0;1.704;0;0;2;62;974;1.442;1.779;327;0;4.586
;11:Mais de 20,00;0;0;0;37;685;1.235;1.609;435;0;4.001;0;0;1;14;312;630;986;234;0;2.177;0;0;1;51;997;1.865;2.595;669;0;6.178
;{ñ class};1;11;728;972;2.425;2.279;2.423;673;0;9.512;0;14;475;588;1.554;1.382;1.164;186;0;5.363;1;25;1.203;1.560;3.979;3.661;3.587;859;0;14.875
160030:Macapá - AP;Total;5;111;4.982;7.007;16.569;13.634;10.558;1.795;0;54.661;3;103;3.520;5.054;14.606;14.291;11.652;1.733;0;50.962;8;214;8.502;12.061;31.175;27.925;22.210;3.528;0;105.623
;00:Até 0,50;5;87;278;53;64;32;87;20;0;626;3;68;256;50;50;27;59;6;0;519;8;155;534;103;114;59;146;26;0;1.145
;01:0,51 a 1,00;0;14;1.260;1.046;1.408;700;588;81;0;5.097;0;20;860;805;1.350;841;809;150;0;4.835;0;34;2.120;1.851;2.758;1.541;1.397;231;0;9.932
;02:1,01 a 1,50;0;3;2.370;2.933;4.632;2.555;1.293;112;0;13.898;0;9;1.527;1.876;3.724;2.705;1.731;103;0;11.675;0;12;3.897;4.809;8.356;5.260;3.024;215;0;25.573
;03:1,51 a 2,00;0;0;467;890;2.097;1.490;814;83;0;5.841;0;0;349;652;1.621;1.250;624;64;0;4.560;0;0;816;1.542;3.718;2.740;1.438;147;0;10.401
;04:2,01 a 3,00;0;0;248;724;2.201;1.766;1.074;194;0;6.207;0;0;178;614;1.739;1.399;841;150;0;4.921;0;0;426;1.338;3.940;3.165;1.915;344;0;11.128
;05:3,01 a 4,00;0;0;72;239;882;890;704;110;0;2.897;0;0;78;266;1.151;1.136;882;237;0;3.750;0;0;150;505;2.033;2.026;1.586;347;0;6.647
;06:4,01 a 5,00;0;0;54;357;1.214;777;1.279;340;0;4.021;0;0;44;286;1.293;1.088;1.592;359;0;4.662;0;0;98;643;2.507;1.865;2.871;699;0;8.683
;07:5,01 a 7,00;0;0;30;299;1.794;2.132;1.249;233;0;5.737;0;0;35;247;2.190;2.865;1.509;214;0;7.060;0;0;65;546;3.984;4.997;2.758;447;0;12.797
;08:7,01 a 10,00;0;0;11;105;896;1.610;1.389;227;0;4.238;0;0;23;80;687;1.885;2.035;203;0;4.913;0;0;34;185;1.583;3.495;3.424;430;0;9.151
;09:10,01 a 15,00;0;0;4;52;488;682;791;161;0;2.178;0;0;7;20;276;554;901;157;0;1.915;0;0;11;72;764;1.236;1.692;318;0;4.093
;10:15,01 a 20,00;0;0;0;17;136;216;369;54;0;792;0;0;1;12;100;124;211;24;0;472;0;0;1;29;236;340;580;78;0;1.264
;11:Mais de 20,00;0;0;0;28;155;283;437;96;0;999;0;0;1;7;85;133;246;38;0;510;0;0;1;35;240;416;683;134;0;1.509
;{ñ class};0;7;188;264;602;501;484;84;0;2.130;0;6;161;139;340;284;212;28;0;1.170;0;13;349;403;942;785;696;112;0;3.300
172100:Palmas - TO;Total;2;256;7.173;8.008;19.075;15.599;9.863;1.128;0;61.104;3;198;5.899;7.176;19.154;18.809;10.924;482;0;62.645;5;454;13.072;15.184;38.229;34.408;20.787;1.610;0;123.749
;00:Até 0,50;1;125;226;34;30;21;16;0;0;453;2;86;322;39;55;38;15;1;0;558;3;211;548;73;85;59;31;1;0;1.011
;01:0,51 a 1,00;1;92;1.414;695;900;551;413;76;0;4.142;1;72;1.296;733;1.132;793;402;32;0;4.461;2;164;2.710;1.428;2.032;1.344;815;108;0;8.603
;02:1,01 a 1,50;0;27;3.687;2.844;3.989;2.497;1.674;168;0;14.886;0;28;2.977;2.802;5.600;4.238;2.220;69;0;17.934;0;55;6.664;5.646;9.589;6.735;3.894;237;0;32.820
;03:1,51 a 2,00;0;2;864;1.444;2.731;1.610;806;90;0;7.547;0;2;603;980;1.913;1.321;670;29;0;5.518;0;4;1.467;2.424;4.644;2.931;1.476;119;0;13.065
;04:2,01 a 3,00;0;0;460;1.393;3.599;2.599;1.184;145;0;9.380;0;0;351;1.103;2.830;2.564;1.576;80;0;8.504;0;0;811;2.496;6.429;5.163;2.760;225;0;17.884
;05:3,01 a 4,00;0;0;154;707;2.170;1.556;865;119;0;5.571;0;0;133;776;2.622;2.429;1.128;34;0;7.122;0;0;287;1.483;4.792;3.985;1.993;153;0;12.693
;06:4,01 a 5,00;0;0;41;321;1.393;1.010;695;47;0;3.507;0;0;30;221;1.556;1.913;1.445;74;0;5.239;0;0;71;542;2.949;2.923;2.140;121;0;8.746
;07:5,01 a 7,00;0;0;18;152;1.283;1.231;1.071;95;0;3.850;0;0;21;170;1.417;2.385;1.493;64;0;5.550;0;0;39;322;2.700;3.616;2.564;159;0;9.400
;08:7,01 a 10,00;0;0;15;105;1.257;1.738;594;56;0;3.765;0;0;10;100;858;1.202;553;33;0;2.756;0;0;25;205;2.115;2.940;1.147;89;0;6.521
;09:10,01 a 15,00;0;0;4;51;846;1.259;874;67;0;3.101;0;0;2;51;532;888;603;27;0;2.103;0;0;6;102;1.378;2.147;1.477;94;0;5.204
;10:15,01 a 20,00;0;0;0;16;315;628;454;61;0;1.474;0;0;0;12;189;379;239;9;0;828;0;0;0;28;504;1.007;693;70;0;2.302
;11:Mais de 20,00;0;0;0;13;164;580;932;127;0;1.816;0;0;0;5;90;318;403;22;0;838;0;0;0;18;254;898;1.335;149;0;2.654
;{ñ class};0;10;290;233;398;319;285;77;0;1.612;0;10;154;184;360;341;177;8;0;1.234;0;20;444;417;758;660;462;85;0;2.846
211130:São Luiz - MA;Total;2;114;17.211;24.926;62.580;44.423;34.626;5.835;0;189.717;4;99;11.854;18.466;47.638;37.825;33.892;5.578;0;155.356;6;213;29.065;43.392;110.218;82.248;68.518;11.413;0;345.073
;00:Até 0,50;2;35;465;169;253;118;64;3;0;1.109;2;24;461;183;280;154;68;4;0;1.176;4;59;926;352;533;272;132;7;0;2.285
;01:0,51 a 1,00;0;69;3.309;2.236;3.834;2.560;1.858;285;0;14.151;2;56;2.822;2.388;4.582;3.544;2.516;306;0;16.216;2;125;6.131;4.624;8.416;6.104;4.374;591;0;30.367
;02:1,01 a 1,50;0;8;9.269;10.572;19.522;11.993;6.945;602;0;58.911;0;16;6.366;8.593;18.619;13.089;6.776;485;0;53.944;0;24;15.635;19.165;38.141;25.082;13.721;1.087;0;112.855
;03:1,51 a 2,00;0;0;1.954;4.051;10.141;6.976;4.800;589;0;28.511;0;1;940;2.300;5.442;4.135;3.991;589;0;17.398;0;1;2.894;6.351;15.583;11.111;8.791;1.178;0;45.909
;04:2,01 a 3,00;0;0;913;3.237;9.056;5.389;3.883;654;0;23.132;0;0;505;2.264;6.242;3.824;3.899;693;0;17.427;0;0;1.418;5.501;15.298;9.213;7.782;1.347;0;40.559
;05:3,01 a 4,00;0;0;225;1.231;4.976;4.579;3.814;723;0;15.548;0;0;167;1.069;4.235;4.206;3.885;782;0;14.344;0;0;392;2.300;9.211;8.785;7.699;1.505;0;29.892
;06:4,01 a 5,00;0;0;284;1.478;3.989;1.864;2.150;474;0;10.239;0;0;59;521;2.051;2.399;5.948;1.400;0;12.378;0;0;343;1.999;6.040;4.263;8.098;1.874;0;22.617
;07:5,01 a 7,00;0;0;120;633;4.295;3.749;2.910;659;0;12.366;0;0;43;384;2.638;2.397;2.222;376;0;8.060;0;0;163;1.017;6.933;6.146;5.132;1.035;0;20.426
;08:7,01 a 10,00;0;0;48;267;2.041;2.659;2.802;572;0;8.389;0;0;41;167;1.255;1.666;2.203;506;0;5.838;0;0;89;434;3.296;4.325;5.005;1.078;0;14.227
;09:10,01 a 15,00;0;0;13;126;1.436;1.330;1.265;208;0;4.378;0;0;4;52;689;759;635;145;0;2.284;0;0;17;178;2.125;2.089;1.900;353;0;6.662
;10:15,01 a 20,00;0;0;17;66;544;658;816;224;0;2.325;0;0;12;32;311;364;516;124;0;1.359;0;0;29;98;855;1.022;1.332;348;0;3.684
;11:Mais de 20,00;0;0;0;25;358;639;838;200;0;2.060;0;0;1;14;158;339;348;62;0;922;0;0;1;39;516;978;1.186;262;0;2.982
;{ñ class};0;2;594;835;2.135;1.909;2.481;642;0;8.598;0;2;433;499;1.136;949;885;106;0;4.010;0;4;1.027;1.334;3.271;2.858;3.366;748;0;12.608
221100:Terezina - PI;Total;6;253;13.872;18.024;46.341;34.446;28.440;4.714;1;146.097;3;223;10.822;14.506;36.734;28.317;24.004;3.422;0;118.031;9;476;24.694;32.530;83.075;62.763;52.444;8.136;1;264.128
;00:Até 0,50;4;160;533;126;242;165;120;10;0;1.360;1;136;529;102;192;152;60;5;0;1.177;5;296;1.062;228;434;317;180;15;0;2.537
;01:0,51 a 1,00;1;72;4.581;3.570;5.691;3.543;1.962;120;0;19.540;2;73;4.339;3.618;5.876;3.789;1.971;93;0;19.761;3;145;8.920;7.188;11.567;7.332;3.933;213;0;39.301
;02:1,01 a 1,50;0;9;6.499;8.073;17.556;11.729;7.499;857;0;52.222;0;6;4.241;6.002;13.210;9.157;5.909;627;0;39.152;0;15;10.740;14.075;30.766;20.886;13.408;1.484;0;91.374
;03:1,51 a 2,00;0;1;904;2.418;7.091;5.123;3.865;462;0;19.864;0;0;637;1.694;4.895;3.476;3.251;451;0;14.404;0;1;1.541;4.112;11.986;8.599;7.116;913;0;34.268
;04:2,01 a 3,00;0;0;386;1.281;4.457;3.268;3.236;679;1;13.308;0;0;301;1.136;3.665;2.461;3.142;681;0;11.386;0;0;687;2.417;8.122;5.729;6.378;1.360;1;24.694
;05:3,01 a 4,00;0;0;143;908;3.651;3.464;2.642;325;0;11.133;0;0;112;625;2.546;3.317;2.998;398;0;9.996;0;0;255;1.533;6.197;6.781;5.640;723;0;21.129
;06:4,01 a 5,00;0;0;34;314;1.247;1.128;1.376;222;0;4.321;0;0;40;322;1.444;1.446;1.674;210;0;5.136;0;0;74;636;2.691;2.574;3.050;432;0;9.457
;07:5,01 a 7,00;0;0;39;207;1.147;883;1.378;357;0;4.011;0;0;38;212;1.570;1.276;1.404;290;0;4.790;0;0;77;419;2.717;2.159;2.782;647;0;8.801
;08:7,01 a 10,00;0;0;5;139;1.380;1.137;1.959;543;0;5.163;0;0;6;50;1.079;1.019;1.192;228;0;3.574;0;0;11;189;2.459;2.156;3.151;771;0;8.737
;09:10,01 a 15,00;0;0;3;79;1.263;1.104;1.213;372;0;4.034;0;0;4;46;793;779;821;158;0;2.601;0;0;7;125;2.056;1.883;2.034;530;0;6.635
;10:15,01 a 20,00;0;0;1;8;303;539;780;222;0;1.853;0;0;0;5;162;251;486;103;0;1.007;0;0;1;13;465;790;1.266;325;0;2.860
;11:Mais de 20,00;0;0;0;10;254;462;642;181;0;1.549;0;0;0;3;113;264;367;98;0;845;0;0;0;13;367;726;1.009;279;0;2.394
;{ñ class};1;11;744;891;2.059;1.901;1.768;364;0;7.739;0;8;575;691;1.189;930;729;80;0;4.202;1;19;1.319;1.582;3.248;2.831;2.497;444;0;11.941
230440:Fortaleza - CE;Total;4;318;44.972;60.051;137.198;99.127;77.690;9.852;0;429.212;2;316;34.480;46.386;101.690;72.465;59.459;10.350;0;325.148;6;634;79.452;106.437;238.888;171.592;137.149;20.202;0;754.360
;00:Até 0,50;3;101;1.677;762;1.467;847;486;31;0;5.374;2;126;1.699;705;1.414;866;459;29;0;5.300;5;227;3.376;1.467;2.881;1.713;945;60;0;10.674
;01:0,51 a 1,00;0;140;12.320;9.435;15.767;9.812;6.796;588;0;54.858;0;143;11.115;9.281;16.803;12.092;7.835;1.118;0;58.387;0;283;23.435;18.716;32.570;21.904;14.631;1.706;0;113.245
;02:1,01 a 1,50;0;57;22.039;26.219;46.137;31.462;22.381;1.662;0;149.957;0;32;16.070;20.530;35.415;21.921;12.885;1.104;0;107.957;0;89;38.109;46.749;81.552;53.383;35.266;2.766;0;257.914
;03:1,51 a 2,00;0;4;3.874;7.834;19.813;15.787;11.504;974;0;59.790;0;1;2.595;5.254;12.041;9.855;9.162;1.226;0;40.134;0;5;6.469;13.088;31.854;25.642;20.666;2.200;0;99.924
;04:2,01 a 3,00;0;1;2.074;5.735;16.661;11.796;8.514;1.075;0;45.856;0;0;1.189;4.266;10.447;6.496;5.896;1.947;0;30.241;0;1;3.263;10.001;27.108;18.292;14.410;3.022;0;76.097
;05:3,01 a 4,00;0;0;951;4.861;14.379;5.018;3.441;471;0;29.121;0;0;406;2.637;7.785;4.421;4.208;899;0;20.356;0;0;1.357;7.498;22.164;9.439;7.649;1.370;0;49.477
;06:4,01 a 5,00;0;0;318;1.668;6.550;4.840;2.770;517;0;16.663;0;0;152;1.127;4.929;3.090;2.713;829;0;12.840;0;0;470;2.795;11.479;7.930;5.483;1.346;0;29.503
;07:5,01 a 7,00;0;0;85;810;4.433;7.014;7.120;1.079;0;20.541;0;0;59;621;4.256;3.923;5.183;1.300;0;15.342;0;0;144;1.431;8.689;10.937;12.303;2.379;0;35.883
;08:7,01 a 10,00;0;0;24;365;3.266;3.010;3.248;738;0;10.651;0;0;19;232;2.611;3.337;4.391;715;0;11.305;0;0;43;597;5.877;6.347;7.639;1.453;0;21.956
;09:10,01 a 15,00;0;0;18;190;2.586;2.638;2.321;570;0;8.323;0;0;12;120;1.689;2.094;2.028;398;0;6.341;0;0;30;310;4.275;4.732;4.349;968;0;14.664
;10:15,01 a 20,00;0;0;5;25;939;1.758;2.050;371;0;5.148;0;0;1;11;539;1.073;1.215;254;0;3.093;0;0;6;36;1.478;2.831;3.265;625;0;8.241
;11:Mais de 20,00;0;0;5;25;584;1.335;2.761;545;0;5.255;0;0;0;9;332;725;1.396;260;0;2.722;0;0;5;34;916;2.060;4.157;805;0;7.977
