;;Sexo Trabalhador;Faixa Etária
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;10:15,01 a 20,00;0;0;0;19;272;318;557;74;0;1.240;0;0;0;13;103;151;273;23;0;563;0;0;0;32;375;469;830;97;0;1.803
;11:Mais de 20,00;0;0;3;29;263;297;498;68;0;1.158;0;0;1;14;116;168;176;18;0;493;0;0;4;43;379;465;674;86;0;1.651
;{ñ class};0;8;308;408;825;643;706;112;0;3.010;0;3;277;224;553;441;276;22;0;1.796;0;11;585;632;1.378;1.084;982;134;0;4.806
120040:Rio Branco - AC;Total;8;132;5.810;7.071;16.600;11.456;7.693;920;0;49.690;8;120;4.391;5.719;13.976;11.266;7.288;524;0;43.292;16;252;10.201;12.790;30.576;22.722;14.981;1.444;0;92.982
;00:Até 0,50;5;68;75;9;18;9;5;2;0;191;2;64;78;11;10;8;6;1;0;180;7;132;153;20;28;17;11;3;0;371
;01:0,51 a 1,00;3;55;583;364;508;337;179;20;0;2.049;6;43;638;520;1.174;788;312;7;0;3.488;9;98;1.221;884;1.682;1.125;491;27;0;5.537
;02:1,01 a 1,50;0;7;3.282;2.912;4.477;2.497;1.383;128;0;14.686;0;9;2.329;2.399;3.987;2.461;1.028;72;0;12.285;0;16;5.611;5.311;8.464;4.958;2.411;200;0;26.971
;03:1,51 a 2,00;0;0;893;1.305;2.864;1.713;979;128;0;7.882;0;1;568;765;1.599;1.109;1.010;81;0;5.133;0;1;1.461;2.070;4.463;2.822;1.989;209;0;13.015
;04:2,01 a 3,00;0;0;362;1.018;2.589;1.796;1.235;179;0;7.179;0;0;396;971;2.976;2.309;1.705;133;0;8.490;0;0;758;1.989;5.565;4.105;2.940;312;0;15.669
;05:3,01 a 4,00;0;0;129;339;976;795;600;56;0;2.895;0;0;106;370;1.288;1.269;751;45;0;3.829;0;0;235;709;2.264;2.064;1.351;101;0;6.724
;06:4,01 a 5,00;0;0;109;272;800;700;564;46;0;2.491;0;0;46;188;673;1.059;714;56;0;2.736;0;0;155;460;1.473;1.759;1.278;102;0;5.227
;07:5,01 a 7,00;0;0;39;423;2.255;1.204;942;113;0;4.976;0;0;32;213;956;983;850;58;0;3.092;0;0;71;636;3.211;2.187;1.792;171;0;8.068
;08:7,01 a 10,00;0;0;6;74;644;938;570;46;0;2.278;0;0;7;73;564;589;386;19;0;1.638;0;0;13;147;1.208;1.527;956;65;0;3.916
;09:10,01 a 15,00;0;0;5;39;360;456;447;55;0;1.362;0;0;1;16;231;235;206;21;0;710;0;0;6;55;591;691;653;76;0;2.072
;10:15,01 a 20,00;0;0;2;12;122;169;144;37;0;486;0;0;1;2;55;66;49;13;0;186;0;0;3;14;177;235;193;50;0;672
;11:Mais de 20,00;0;0;4;9;158;191;139;29;0;530;0;0;3;8;40;82;70;9;0;212;0;0;7;17;198;273;209;38;0;742
;{ñ class};0;2;321;295;829;651;506;81;0;2.685;0;3;186;183;423;308;201;9;0;1.313;0;5;507;478;1.252;959;707;90;0;3.998
130260:Manaus - AM;Total;33;1.720;37.152;41.482;92.088;65.872;42.481;4.799;0;285.627;18;1.324;22.361;26.902;62.494;52.135;34.455;3.403;1;203.093;51;3.044;59.513;68.384;154.582;118.007;76.936;8.202;1;488.720
;00:Até 0,50;22;1.065;1.428;39;67;83;52;14;0;2.770;10;788;1.238;40;64;74;70;15;0;2.299;32;1.853;2.666;79;131;157;122;29;0;5.069
;01:0,51 a 1,00;9;510;2.696;911;1.343;933;556;64;0;7.022;6;420;2.181;827;1.527;1.202;674;52;0;6.889;15;930;4.877;1.738;2.870;2.135;1.230;116;0;13.911
;02:1,01 a 1,50;0;93;17.977;15.088;21.407;12.234;6.288;378;0;73.465;1;60;11.947;11.581;18.414;12.368;5.793;281;0;60.445;1;153;29.924;26.669;39.821;24.602;12.081;659;0;133.910
;03:1,51 a 2,00;0;3;8.268;10.679;20.668;12.976;7.123;726;0;60.443;1;3;3.908;5.792;11.790;9.100;5.960;664;0;37.218;1;6;12.176;16.471;32.458;22.076;13.083;1.390;0;97.661
;04:2,01 a 3,00;0;0;4.116;6.868;18.511;13.999;9.116;873;0;53.483;0;0;1.327;3.786;11.311;11.304;7.788;782;0;36.298;0;0;5.443;10.654;29.822;25.303;16.904;1.655;0;89.781
;05:3,01 a 4,00;0;0;596;2.163;6.893;5.231;3.520;416;0;18.819;0;0;376;1.456;4.354;3.779;2.953;327;0;13.245;0;0;972;3.619;11.247;9.010;6.473;743;0;32.064
;06:4,01 a 5,00;0;0;264;1.384;4.631;3.479;2.604;297;0;12.659;0;0;182;955;4.049;3.948;2.791;283;1;12.209;0;0;446;2.339;8.680;7.427;5.395;580;1;24.868
;07:5,01 a 7,00;0;0;181;1.667;7.026;3.928;3.078;426;0;16.306;0;0;175;1.010;4.527;3.736;2.824;317;0;12.589;0;0;356;2.677;11.553;7.664;5.902;743;0;28.895
;08:7,01 a 10,00;0;0;36;528;3.979;5.016;2.739;436;0;12.734;0;0;40;284;2.336;2.405;1.941;271;0;7.277;0;0;76;812;6.315;7.421;4.680;707;0;20.011
;09:10,01 a 15,00;0;0;30;334;2.162;2.630;1.899;275;0;7.330;0;0;14;144;1.320;1.301;1.158;133;0;4.070;0;0;44;478;3.482;3.931;3.057;408;0;11.400
;10:15,01 a 20,00;0;0;5;121;1.076;1.260;1.219;151;0;3.832;0;0;1;38;513;680;643;68;0;1.943;0;0;6;159;1.589;1.940;1.862;219;0;5.775
;11:Mais de 20,00;0;0;2;35;725;1.208;1.651;231;0;3.852;0;0;10;58;322;515;712;121;0;1.738;0;0;12;93;1.047;1.723;2.363;352;0;5.590
;{ñ class};2;49;1.553;1.665;3.600;2.895;2.636;512;0;12.912;0;53;962;931;1.967;1.723;1.148;89;0;6.873;2;102;2.515;2.596;5.567;4.618;3.784;601;0;19.785
140010:Boa Vista - RR;Total;16;306;5.803;6.552;13.826;9.818;6.727;931;0;43.979;6;223;4.921;5.790;14.302;11.387;7.740;757;0;45.126;22;529;10.724;12.342;28.128;21.205;14.467;1.688;0;89.105
;00:Até 0,50;4;113;88;7;10;14;6;0;0;242;1;109;104;11;22;16;4;0;0;267;5;222;192;18;32;30;10;0;0;509
;01:0,51 a 1,00;11;145;426;263;470;236;133;19;0;1.703;4;90;468;306;557;461;262;10;0;2.158;15;235;894;569;1.027;697;395;29;0;3.861
;02:1,01 a 1,50;0;9;3.588;3.084;4.565;2.412;1.108;101;0;14.867;0;10;3.108;2.855;4.727;3.063;1.458;53;0;15.274;0;19;6.696;5.939;9.292;5.475;2.566;154;0;30.141
;03:1,51 a 2,00;0;0;674;1.108;2.254;1.305;572;48;0;5.961;0;1;522;682;1.438;924;405;17;0;3.989;0;1;1.196;1.790;3.692;2.229;977;65;0;9.950
;04:2,01 a 3,00;0;0;514;825;1.994;1.452;775;83;0;5.643;0;1;303;835;2.691;1.923;859;71;0;6.683;0;1;817;1.660;4.685;3.375;1.634;154;0;12.326
;05:3,01 a 4,00;0;0;129;402;1.176;904;603;100;0;3.314;0;0;144;412;1.471;1.253;884;127;0;4.291;0;0;273;814;2.647;2.157;1.487;227;0;7.605
;06:4,01 a 5,00;0;0;71;194;714;620;653;120;0;2.372;0;1;63;200;1.076;966;1.135;182;0;3.623;0;1;134;394;1.790;1.586;1.788;302;0;5.995
;07:5,01 a 7,00;0;0;41;210;780;737;979;186;0;2.933;0;0;34;190;915;1.100;1.204;173;0;3.616;0;0;75;400;1.695;1.837;2.183;359;0;6.549
;08:7,01 a 10,00;0;0;13;47;592;849;585;91;0;2.177;0;0;14;74;590;874;717;54;0;2.323;0;0;27;121;1.182;1.723;1.302;145;0;4.500
;09:10,01 a 15,00;0;0;10;82;421;435;510;73;0;1.531;0;0;2;48;347;397;419;37;0;1.250;0;0;12;130;768;832;929;110;0;2.781
;10:15,01 a 20,00;0;0;0;7;168;251;295;22;0;743;0;0;0;8;115;114;135;14;0;386;0;0;0;15;283;365;430;36;0;1.129
;11:Mais de 20,00;0;0;0;11;78;253;290;39;0;671;0;0;0;4;43;125;148;7;0;327;0;0;0;15;121;378;438;46;0;998
;{ñ class};1;39;249;312;604;350;218;49;0;1.822;1;11;159;165;310;171;110;12;0;939;2;50;408;477;914;521;328;61;0;2.761
150140:Belém - PA;Total;14;625;18.546;26.856;70.788;57.957;45.397;7.197;0;227.380;7;530;11.395;17.568;50.899;43.639;39.231;6.050;0;169.319;21;1.155;29.941;44.424;121.687;101.596;84.628;13.247;0;396.699
;00:Até 0,50;8;346;973;159;209;144;74;7;0;1.920;5;296;883;153;373;247;97;4;0;2.058;13;642;1.856;312;582;391;171;11;0;3.978
;01:0,51 a 1,00;6;253;1.846;1.018;1.692;1.049;595;60;0;6.519;1;202;1.693;882;1.635;1.101;597;46;0;6.157;7;455;3.539;1.900;3.327;2.150;1.192;106;0;12.676
;02:1,01 a 1,50;0;14;9.471;11.234;20.198;12.909;7.076;651;0;61.553;0;23;5.845;8.139;17.972;12.445;7.047;952;0;52.423;0;37;15.316;19.373;38.170;25.354;14.123;1.603;0;113.976
;03:1,51 a 2,00;0;0;2.165;4.540;12.659;10.077;7.609;1.108;0;38.158;0;0;1.426;2.908;7.602;5.700;5.292;974;0;23.902;0;0;3.591;7.448;20.261;15.777;12.901;2.082;0;62.060
;04:2,01 a 3,00;0;0;2.789;4.910;13.786;10.314;6.919;839;0;39.557;1;0;679;2.064;6.357;5.298;4.337;659;0;19.395;1;0;3.468;6.974;20.143;15.612;11.256;1.498;0;58.952
;05:3,01 a 4,00;0;0;308;1.878;7.927;6.069;3.776;531;0;20.489;0;0;234;1.187;4.720;4.491;3.438;428;0;14.498;0;0;542;3.065;12.647;10.560;7.214;959;0;34.987
;06:4,01 a 5,00;0;0;115;749;2.852;4.015;3.357;468;0;11.556;0;0;96;638;2.897;3.231;3.755;571;0;11.188;0;0;211;1.387;5.749;7.246;7.112;1.039;0;22.744
;07:5,01 a 7,00;0;0;79;531;3.137;3.823;4.572;1.107;0;13.249;0;0;85;495;3.635;4.616;5.224;892;0;14.947;0;0;164;1.026;6.772;8.439;9.796;1.999;0;28.196
;08:7,01 a 10,00;0;0;34;386;2.599;2.879;3.460;704;0;10.062;0;0;26;353;2.157;2.632;4.455;650;0;10.273;0;0;60;739;4.756;5.511;7.915;1.354;0;20.335
;09:10,01 a 15,00;0;0;24;296;1.928;2.413;2.849;565;0;8.075;0;0;7;139;1.474;1.569;2.039;368;0;5.596;0;0;31;435;3.402;3.982;4.888;933;0;13.671
;10:15,01 a 20,00;0;0;3;65;593;1.023;1.242;220;0;3.146;0;0;0;31;396;526;816;132;0;1.901;0;0;3;96;989;1.549;2.058;352;0;5.047
;11:Mais de 20,00;0;0;0;42;709;1.177;1.674;446;0;4.048;0;0;0;15;374;671;1.104;251;0;2.415;0;0;0;57;1.083;1.848;2.778;697;0;6.463
;{ñ class};0;12;739;1.048;2.499;2.065;2.194;491;0;9.048;0;9;421;564;1.307;1.112;1.030;123;0;4.566;0;21;1.160;1.612;3.806;3.177;3.224;614;0;13.614
160030:Macapá - AP;Total;7;182;5.264;7.101;16.948;13.761;10.627;1.674;0;55.564;5;143;3.612;5.292;15.138;14.240;11.591;1.619;0;51.640;12;325;8.876;12.393;32.086;28.001;22.218;3.293;0;107.204
;00:Até 0,50;6;138;222;10;20;49;110;12;0;567;5;108;176;16;25;25;50;8;0;413;11;246;398;26;45;74;160;20;0;980
;01:0,51 a 1,00;0;30;591;467;653;364;402;52;0;2.559;0;22;469;351;587;375;554;93;0;2.451;0;52;1.060;818;1.240;739;956;145;0;5.010
;02:1,01 a 1,50;0;4;3.135;3.275;4.915;2.518;1.229;89;0;15.165;0;3;1.923;2.227;4.150;2.818;1.805;100;0;13.026;0;7;5.058;5.502;9.065;5.336;3.034;189;0;28.191
;03:1,51 a 2,00;0;1;673;1.185;2.580;1.803;998;108;0;7.348;0;0;562;871;2.127;1.530;760;73;0;5.923;0;1;1.235;2.056;4.707;3.333;1.758;181;0;13.271
;04:2,01 a 3,00;0;0;302;842;2.400;1.711;1.073;170;0;6.498;0;0;202;647;1.815;1.350;758;123;0;4.895;0;0;504;1.489;4.215;3.061;1.831;293;0;11.393
;05:3,01 a 4,00;0;0;84;281;991;801;575;95;0;2.827;0;0;87;302;1.084;834;667;196;0;3.170;0;0;171;583;2.075;1.635;1.242;291;0;5.997
;06:4,01 a 5,00;0;0;26;125;545;705;1.094;190;0;2.685;0;0;32;161;836;928;1.335;272;0;3.564;0;0;58;286;1.381;1.633;2.429;462;0;6.249
;07:5,01 a 7,00;0;0;59;545;2.353;1.904;1.591;396;0;6.848;0;0;53;475;2.644;2.411;1.853;324;0;7.760;0;0;112;1.020;4.997;4.315;3.444;720;0;14.608
;08:7,01 a 10,00;0;0;11;97;1.064;1.958;1.433;193;0;4.756;0;0;9;73;1.060;2.807;2.259;208;0;6.416;0;0;20;170;2.124;4.765;3.692;401;0;11.172
;09:10,01 a 15,00;0;0;6;50;582;987;851;154;0;2.630;0;0;8;27;308;681;888;149;0;2.061;0;0;14;77;890;1.668;1.739;303;0;4.691
;10:15,01 a 20,00;0;0;0;19;155;246;460;73;0;953;0;0;1;16;89;116;229;26;0;477;0;0;1;35;244;362;689;99;0;1.430
;11:Mais de 20,00;0;0;2;24;172;297;460;95;0;1.050;0;0;0;10;90;138;288;32;0;558;0;0;2;34;262;435;748;127;0;1.608
;{ñ class};1;9;153;181;518;418;351;47;0;1.678;0;10;90;116;323;227;145;15;0;926;1;19;243;297;841;645;496;62;0;2.604
172100:Palmas - TO;Total;6;404;7.765;8.044;19.196;14.892;9.558;1.106;0;60.971;3;333;6.349;7.153;18.652;17.102;10.045;419;0;60.056;9;737;14.114;15.197;37.848;31.994;19.603;1.525;0;121.027
;00:Até 0,50;4;188;196;8;33;16;7;2;0;454;2;182;229;12;29;25;13;0;0;492;6;370;425;20;62;41;20;2;0;946
;01:0,51 a 1,00;2;143;931;411;745;752;830;123;0;3.937;1;112;1.091;604;1.478;1.489;1.012;39;0;5.826;3;255;2.022;1.015;2.223;2.241;1.842;162;0;9.763
;02:1,01 a 1,50;0;58;4.467;2.983;3.862;2.053;1.086;108;0;14.617;0;35;3.522;3.059;5.087;2.887;1.242;34;0;15.866;0;93;7.989;6.042;8.949;4.940;2.328;142;0;30.483
;03:1,51 a 2,00;0;4;1.151;1.589;2.820;1.528;756;81;0;7.929;0;1;808;1.090;1.922;1.248;622;26;0;5.717;0;5;1.959;2.679;4.742;2.776;1.378;107;0;13.646
;04:2,01 a 3,00;0;1;516;1.365;3.585;2.420;1.201;137;0;9.225;0;0;343;889;2.532;2.314;1.455;69;0;7.602;0;1;859;2.254;6.117;4.734;2.656;206;0;16.827
;05:3,01 a 4,00;0;0;139;637;2.033;1.289;743;109;0;4.950;0;0;112;651;1.950;1.602;747;36;0;5.098;0;0;251;1.288;3.983;2.891;1.490;145;0;10.048
;06:4,01 a 5,00;0;0;47;228;1.137;934;632;43;0;3.021;0;0;41;211;1.637;1.904;1.339;65;0;5.197;0;0;88;439;2.774;2.838;1.971;108;0;8.218
;07:5,01 a 7,00;0;0;41;349;1.537;1.278;1.152;135;0;4.492;0;0;18;223;1.707;2.614;1.699;63;0;6.324;0;0;59;572;3.244;3.892;2.851;198;0;10.816
;08:7,01 a 10,00;0;0;16;116;1.455;1.643;552;44;0;3.826;0;0;6;127;921;1.056;511;27;0;2.648;0;0;22;243;2.376;2.699;1.063;71;0;6.474
;09:10,01 a 15,00;0;0;1;63;917;1.320;893;89;0;3.283;0;0;7;64;586;908;575;23;0;2.163;0;0;8;127;1.503;2.228;1.468;112;0;5.446
;10:15,01 a 20,00;0;0;0;30;435;650;471;48;0;1.634;0;0;1;18;268;400;267;13;0;967;0;0;1;48;703;1.050;738;61;0;2.601
;11:Mais de 20,00;0;0;0;14;200;663;974;131;0;1.982;0;0;0;5;107;382;415;21;0;930;0;0;0;19;307;1.045;1.389;152;0;2.912
;{ñ class};0;10;260;251;437;346;261;56;0;1.621;0;3;171;200;428;273;148;3;0;1.226;0;13;431;451;865;619;409;59;0;2.847
211130:São Luiz - MA;Total;5;196;17.102;24.607;61.945;42.633;33.799;5.726;1;186.014;5;188;12.164;18.482;48.577;38.530;35.272;5.303;0;158.521;10;384;29.266;43.089;110.522;81.163;69.071;11.029;1;344.535
;00:Até 0,50;1;47;298;78;78;45;39;5;0;591;3;48;360;105;214;95;38;2;0;865;4;95;658;183;292;140;77;7;0;1.456
;01:0,51 a 1,00;3;128;1.695;819;1.658;1.305;1.160;236;0;7.004;1;123;1.751;894;2.154;2.043;1.774;241;0;8.981;4;251;3.446;1.713;3.812;3.348;2.934;477;0;15.985
;02:1,01 a 1,50;0;20;10.064;10.438;18.376;10.428;6.025;623;0;55.974;0;13;7.253;9.090;18.934;12.652;6.381;406;0;54.729;0;33;17.317;19.528;37.310;23.080;12.406;1.029;0;110.703
;03:1,51 a 2,00;0;0;2.219;4.460;11.250;7.298;4.904;608;0;30.739;0;1;1.146;2.547;6.165;4.464;3.966;534;0;18.823;0;1;3.365;7.007;17.415;11.762;8.870;1.142;0;49.562
;04:2,01 a 3,00;0;0;1.106;3.477;9.759;5.766;4.396;689;0;25.193;0;0;527;2.233;6.351;4.007;4.591;807;0;18.516;0;0;1.633;5.710;16.110;9.773;8.987;1.496;0;43.709
;05:3,01 a 4,00;0;0;270;1.212;5.032;4.640;3.886;764;0;15.804;0;0;157;1.025;4.287;4.593;4.272;675;0;15.009;0;0;427;2.237;9.319;9.233;8.158;1.439;0;30.813
;06:4,01 a 5,00;0;0;384;1.515;3.394;1.946;2.202;417;0;9.858;0;0;72;520;2.196;3.276;6.731;1.321;0;14.116;0;0;456;2.035;5.590;5.222;8.933;1.738;0;23.974
;07:5,01 a 7,00;0;0;126;881;4.963;3.665;3.118;768;0;13.521;0;0;69;499;2.977;2.583;2.697;461;0;9.286;0;0;195;1.380;7.940;6.248;5.815;1.229;0;22.807
;08:7,01 a 10,00;0;0;34;280;2.084;2.593;2.664;585;0;8.240;0;0;37;226;1.366;1.717;2.263;432;0;6.041;0;0;71;506;3.450;4.310;4.927;1.017;0;14.281
;09:10,01 a 15,00;0;0;23;201;1.510;1.331;1.360;224;1;4.650;0;0;13;83;860;752;753;196;0;2.657;0;0;36;284;2.370;2.083;2.113;420;1;7.307
;10:15,01 a 20,00;0;0;18;61;574;688;832;222;0;2.395;0;0;12;36;313;380;529;120;0;1.390;0;0;30;97;887;1.068;1.361;342;0;3.785
;11:Mais de 20,00;0;0;3;30;418;693;833;209;0;2.186;0;0;2;11;198;360;361;61;0;993;0;0;5;41;616;1.053;1.194;270;0;3.179
;{ñ class};1;1;862;1.155;2.849;2.235;2.380;376;0;9.859;1;3;765;1.213;2.562;1.608;916;47;0;7.115;2;4;1.627;2.368;5.411;3.843;3.296;423;0;16.974
221100:Terezina - PI;Total;5;548;15.720;18.970;48.590;34.655;29.278;4.719;14;152.499;5;550;12.592;15.460;38.910;28.888;25.059;3.275;16;124.755;10;1.098;28.312;34.430;87.500;63.543;54.337;7.994;30;277.254
;00:Até 0,50;4;297;541;66;143;122;85;5;0;1.263;1;273;438;48;115;76;50;1;0;1.002;5;570;979;114;258;198;135;6;0;2.265
;01:0,51 a 1,00;1;213;2.295;1.132;1.528;916;583;74;0;6.742;4;246;2.745;1.568;2.167;1.202;680;51;4;8.667;5;459;5.040;2.700;3.695;2.118;1.263;125;4;15.409
;02:1,01 a 1,50;0;21;9.717;10.089;20.855;12.969;8.007;907;3;62.568;0;19;7.012;8.220;17.491;11.914;7.061;649;2;52.368;0;40;16.729;18.309;38.346;24.883;15.068;1.556;5;114.936
;03:1,51 a 2,00;0;0;1.380;3.115;8.690;5.837;4.372;514;3;23.911;0;0;926;1.970;5.288;3.554;3.275;411;2;15.426;0;0;2.306;5.085;13.978;9.391;7.647;925;5;39.337
;04:2,01 a 3,00;0;0;588;1.675;5.209;3.858;3.776;667;5;15.778;0;0;475;1.377;4.156;2.765;3.369;535;2;12.679;0;0;1.063;3.052;9.365;6.623;7.145;1.202;7;28.457
;05:3,01 a 4,00;0;0;243;1.013;3.688;3.316;2.191;314;1;10.766;0;0;151;711;2.629;2.437;2.618;462;5;9.013;0;0;394;1.724;6.317;5.753;4.809;776;6;19.779
;06:4,01 a 5,00;0;0;56;431;1.707;1.647;1.717;207;1;5.766;0;0;42;428;1.844;2.639;2.685;256;1;7.895;0;0;98;859;3.551;4.286;4.402;463;2;13.661
;07:5,01 a 7,00;0;0;30;239;1.215;911;1.647;375;0;4.417;0;0;38;267;1.670;1.238;1.536;249;0;4.998;0;0;68;506;2.885;2.149;3.183;624;0;9.415
;08:7,01 a 10,00;0;0;17;185;1.527;1.194;1.963;389;1;5.276;0;0;16;117;1.245;981;1.254;226;0;3.839;0;0;33;302;2.772;2.175;3.217;615;1;9.115
;09:10,01 a 15,00;0;0;4;98;1.409;1.180;1.839;549;0;5.079;0;0;3;49;870;807;1.088;202;0;3.019;0;0;7;147;2.279;1.987;2.927;751;0;8.098
;10:15,01 a 20,00;0;0;0;13;359;583;821;244;0;2.020;0;0;1;8;174;252;537;94;0;1.066;0;0;1;21;533;835;1.358;338;0;3.086
;11:Mais de 20,00;0;0;0;15;302;446;710;205;0;1.678;0;0;0;5;137;273;377;82;0;874;0;0;0;20;439;719;1.087;287;0;2.552
;{ñ class};0;17;849;899;1.958;1.676;1.567;269;0;7.235;0;12;745;692;1.124;750;529;57;0;3.909;0;29;1.594;1.591;3.082;2.426;2.096;326;0;11.144
230440:Fortaleza - CE;Total;5;508;50.052;61.114;139.659;95.711;75.986;9.469;0;432.504;10;441;38.358;47.144;103.297;69.875;58.182;9.483;0;326.790;15;949;88.410;108.258;242.956;165.586;134.168;18.952;0;759.294
;00:Até 0,50;3;178;1.383;316;674;405;273;32;0;3.264;4;188;1.531;336;693;423;228;30;0;3.433;7;366;2.914;652;1.367;828;501;62;0;6.697
;01:0,51 a 1,00;2;246;5.884;2.455;4.245;2.650;1.780;354;0;17.616;5;206;5.958;2.617;4.248;2.738;2.043;962;0;18.777;7;452;11.842;5.072;8.493;5.388;3.823;1.316;0;36.393
;02:1,01 a 1,50;0;71;30.961;30.575;53.210;33.737;23.756;1.783;0;174.093;0;32;23.612;26.091;47.430;29.926;17.994;1.204;0;146.289;0;103;54.573;56.666;100.640;63.663;41.750;2.987;0;320.382
;03:1,51 a 2,00;0;0;5.522;9.500;22.991;16.748;12.018;1.042;0;67.821;0;4;3.519;6.278;13.170;9.721;8.242;1.037;0;41.971;0;4;9.041;15.778;36.161;26.469;20.260;2.079;0;109.792
;04:2,01 a 3,00;0;0;2.558;7.179;20.104;13.443;9.880;1.054;0;54.218;0;0;1.569;5.151;12.019;6.843;6.252;1.798;0;33.632;0;0;4.127;12.330;32.123;20.286;16.132;2.852;0;87.850
;05:3,01 a 4,00;0;0;1.339;5.154;13.349;4.828;3.917;470;0;29.057;0;1;540;2.716;7.414;4.272;4.522;843;0;20.308;0;1;1.879;7.870;20.763;9.100;8.439;1.313;0;49.365
;06:4,01 a 5,00;0;0;548;2.187;7.905;4.292;2.601;394;0;17.927;0;0;213;1.364;5.248;2.849;2.351;512;0;12.537;0;0;761;3.551;13.153;7.141;4.952;906;0;30.464
;07:5,01 a 7,00;0;0;129;1.024;5.046;7.750;7.215;1.156;0;22.320;0;0;96;792;4.647;4.051;5.811;1.389;0;16.786;0;0;225;1.816;9.693;11.801;13.026;2.545;0;39.106
;08:7,01 a 10,00;0;0;28;470;3.369;2.914;3.501;740;0;11.022;0;0;14;283;2.695;3.160;4.298;658;0;11.108;0;0;42;753;6.064;6.074;7.799;1.398;0;22.130
;09:10,01 a 15,00;0;0;12;244;2.833;2.451;2.319;518;0;8.377;0;0;13;142;1.851;2.005;1.935;365;0;6.311;0;0;25;386;4.684;4.456;4.254;883;0;14.688
;10:15,01 a 20,00;0;0;3;47;1.088;1.662;1.941;331;0;5.072;0;0;1;14;630;988;1.229;201;0;3.063;0;0;4;61;1.718;2.650;3.170;532;0;8.135
;11:Mais de 20,00;0;0;6;33;721;1.407;2.893;560;0;5.620;0;0;1;5;390;810;1.471;260;0;2.937;0;0;7;38;1.111;2.217;4.364;820;0;8.557
;{ñ class};0;13;1.679;1.930;4.124;3.424;3.892;1.035;0;16.097;1;10;1.291;1.355;2.862;2.089;1.806;224;0;9.638;1;23;2.970;3.285;6.986;5.513;5.698;1.259;0;25.735
