;;Sexo Trabalhador;Faixa Etária
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;05:3,01 a 4,00;1;1;2.756;5.515;10.090;6.308;3.476;252;1;28.400;0;0;1.146;2.818;5.494;4.184;2.693;179;0;16.514;1;1;3.902;8.333;15.584;10.492;6.169;431;1;44.914
;06:4,01 a 5,00;0;2;949;2.972;7.308;4.989;2.448;190;0;18.858;0;0;567;1.509;3.089;2.451;1.377;63;0;9.056;0;2;1.516;4.481;10.397;7.440;3.825;253;0;27.914
;07:5,01 a 7,00;0;0;829;2.264;5.228;5.190;3.286;194;0;16.991;0;1;517;1.487;3.396;3.831;2.402;84;0;11.718;0;1;1.346;3.751;8.624;9.021;5.688;278;0;28.709
;08:7,01 a 10,00;0;0;351;1.324;4.012;3.926;2.501;161;0;12.275;0;0;179;1.003;2.796;2.752;1.781;99;0;8.610;0;0;530;2.327;6.808;6.678;4.282;260;0;20.885
;09:10,01 a 15,00;0;0;134;895;2.491;2.688;1.654;129;0;7.991;0;0;77;560;1.537;1.381;978;51;0;4.584;0;0;211;1.455;4.028;4.069;2.632;180;0;12.575
;10:15,01 a 20,00;0;0;29;325;1.352;1.262;908;52;0;3.928;0;0;19;146;608;704;456;20;0;1.953;0;0;48;471;1.960;1.966;1.364;72;0;5.881
;11:Mais de 20,00;0;0;12;187;1.293;1.979;1.691;155;0;5.317;0;0;10;118;519;832;634;30;0;2.143;0;0;22;305;1.812;2.811;2.325;185;0;7.460
;{ñ class};0;4;113;121;435;458;334;28;0;1.493;0;2;80;85;270;260;140;11;0;848;0;6;193;206;705;718;474;39;0;2.341
140010:Boa Vista - RR;Total;6;101;4.327;4.609;6.956;5.268;3.277;313;0;24.857;4;106;3.521;3.700;5.703;5.159;3.188;202;0;21.583;10;207;7.848;8.309;12.659;10.427;6.465;515;0;46.440
;00:Até 0,50;4;18;8;2;3;6;6;0;0;47;1;26;7;3;1;1;0;0;0;39;5;44;15;5;4;7;6;0;0;86
;01:0,51 a 1,00;2;28;306;199;213;71;64;5;0;888;2;36;281;275;398;221;79;2;0;1.294;4;64;587;474;611;292;143;7;0;2.182
;02:1,01 a 1,50;0;52;2.667;2.149;2.271;907;437;50;0;8.533;1;40;2.283;1.862;2.482;1.327;551;21;0;8.567;1;92;4.950;4.011;4.753;2.234;988;71;0;17.100
;03:1,51 a 2,00;0;0;538;810;1.018;397;218;26;0;3.007;0;3;392;418;487;208;90;6;0;1.604;0;3;930;1.228;1.505;605;308;32;0;4.611
;04:2,01 a 3,00;0;1;478;688;1.284;698;329;26;0;3.504;0;1;295;481;708;390;147;8;0;2.030;0;2;773;1.169;1.992;1.088;476;34;0;5.534
;05:3,01 a 4,00;0;0;152;280;514;317;218;18;0;1.499;0;0;114;245;418;252;116;9;0;1.154;0;0;266;525;932;569;334;27;0;2.653
;06:4,01 a 5,00;0;1;77;153;407;381;285;35;0;1.339;0;0;68;146;341;422;377;41;0;1.395;0;1;145;299;748;803;662;76;0;2.734
;07:5,01 a 7,00;0;0;47;127;401;1.068;877;103;0;2.623;0;0;43;115;350;1.268;1.101;91;0;2.968;0;0;90;242;751;2.336;1.978;194;0;5.591
;08:7,01 a 10,00;0;0;21;76;317;587;390;19;0;1.410;0;0;22;76;251;685;477;16;0;1.527;0;0;43;152;568;1.272;867;35;0;2.937
;09:10,01 a 15,00;0;0;9;62;224;336;179;5;0;815;0;0;10;46;133;175;142;4;0;510;0;0;19;108;357;511;321;9;0;1.325
;10:15,01 a 20,00;0;0;3;33;125;158;69;7;0;395;0;0;1;18;63;68;26;2;0;178;0;0;4;51;188;226;95;9;0;573
;11:Mais de 20,00;0;0;0;13;125;280;150;11;0;579;0;0;1;9;53;118;56;1;0;238;0;0;1;22;178;398;206;12;0;817
;{ñ class};0;1;21;17;54;62;55;8;0;218;0;0;4;6;18;24;26;1;0;79;0;1;25;23;72;86;81;9;0;297
150140:Belém - PA;Total;12;546;25.679;37.145;67.938;48.697;30.079;2.158;1;212.255;5;360;14.956;23.095;42.800;37.610;25.786;1.009;1;145.622;17;906;40.635;60.240;110.738;86.307;55.865;3.167;2;357.877
;00:Até 0,50;6;294;375;137;147;103;49;0;0;1.111;3;217;303;84;123;53;13;2;0;798;9;511;678;221;270;156;62;2;0;1.909
;01:0,51 a 1,00;4;189;3.195;2.569;2.122;1.058;526;50;0;9.713;1;118;1.793;1.462;2.086;1.840;1.275;53;0;8.628;5;307;4.988;4.031;4.208;2.898;1.801;103;0;18.341
;02:1,01 a 1,50;1;54;14.014;15.061;19.120;9.166;4.419;417;1;62.253;1;20;8.700;10.458;14.545;9.003;6.071;176;1;48.975;2;74;22.714;25.519;33.665;18.169;10.490;593;2;111.228
;03:1,51 a 2,00;0;4;3.524;6.812;11.715;7.187;4.231;293;0;33.766;0;4;2.036;3.703;6.123;3.874;2.141;109;0;17.990;0;8;5.560;10.515;17.838;11.061;6.372;402;0;51.756
;04:2,01 a 3,00;0;1;2.861;6.506;12.400;7.794;4.246;297;0;34.105;0;1;1.131;2.923;6.179;5.176;3.049;142;0;18.601;0;2;3.992;9.429;18.579;12.970;7.295;439;0;52.706
;05:3,01 a 4,00;0;0;857;2.036;9.295;6.244;2.329;162;0;20.923;0;0;363;1.245;3.691;4.191;2.487;73;0;12.050;0;0;1.220;3.281;12.986;10.435;4.816;235;0;32.973
;06:4,01 a 5,00;0;1;329;1.409;3.603;3.762;1.916;149;0;11.169;0;0;287;1.196;2.985;3.076;1.982;75;0;9.601;0;1;616;2.605;6.588;6.838;3.898;224;0;20.770
;07:5,01 a 7,00;0;1;265;1.194;3.717;4.981;4.391;286;0;14.835;0;0;223;1.048;3.544;4.309;3.312;146;0;12.582;0;1;488;2.242;7.261;9.290;7.703;432;0;27.417
;08:7,01 a 10,00;0;0;71;535;2.414;3.162;3.004;203;0;9.389;0;0;53;435;1.682;2.915;2.541;100;0;7.726;0;0;124;970;4.096;6.077;5.545;303;0;17.115
;09:10,01 a 15,00;0;0;56;384;1.199;2.015;1.910;108;0;5.672;0;0;37;264;791;1.353;1.293;46;0;3.784;0;0;93;648;1.990;3.368;3.203;154;0;9.456
;10:15,01 a 20,00;0;0;8;140;870;1.069;854;57;0;2.998;0;0;6;98;411;657;515;17;0;1.704;0;0;14;238;1.281;1.726;1.369;74;0;4.702
;11:Mais de 20,00;0;0;6;138;727;1.389;1.573;105;0;3.938;0;0;3;125;451;864;868;57;0;2.368;0;0;9;263;1.178;2.253;2.441;162;0;6.306
;{ñ class};1;2;118;224;609;767;631;31;0;2.383;0;0;21;54;189;299;239;13;0;815;1;2;139;278;798;1.066;870;44;0;3.198
160030:Macapá - AP;Total;11;155;6.594;7.805;14.026;9.235;5.142;492;1;43.461;7;126;4.468;6.278;12.368;8.898;4.904;348;0;37.397;18;281;11.062;14.083;26.394;18.133;10.046;840;1;80.858
;00:Até 0,50;6;71;85;5;7;5;2;1;0;182;6;65;96;5;14;2;3;0;0;191;12;136;181;10;21;7;5;1;0;373
;01:0,51 a 1,00;2;47;771;461;445;172;101;12;0;2.011;1;30;554;400;433;185;36;5;0;1.644;3;77;1.325;861;878;357;137;17;0;3.655
;02:1,01 a 1,50;2;33;3.456;2.731;2.798;1.020;448;41;0;10.529;0;31;2.170;2.036;2.623;1.243;488;14;0;8.605;2;64;5.626;4.767;5.421;2.263;936;55;0;19.134
;03:1,51 a 2,00;0;2;883;1.439;2.450;1.168;574;44;0;6.560;0;0;604;834;1.461;926;513;26;0;4.364;0;2;1.487;2.273;3.911;2.094;1.087;70;0;10.924
;04:2,01 a 3,00;0;1;544;1.061;1.953;1.072;507;52;1;5.191;0;0;342;709;1.076;508;269;23;0;2.927;0;1;886;1.770;3.029;1.580;776;75;1;8.118
;05:3,01 a 4,00;0;0;226;420;1.065;694;362;48;0;2.815;0;0;163;348;722;440;215;10;0;1.898;0;0;389;768;1.787;1.134;577;58;0;4.713
;06:4,01 a 5,00;0;0;331;451;750;434;252;41;0;2.259;0;0;282;719;1.091;568;430;64;0;3.154;0;0;613;1.170;1.841;1.002;682;105;0;5.413
;07:5,01 a 7,00;0;0;220;850;2.516;2.011;1.274;155;0;7.026;0;0;193;914;2.972;2.520;1.478;128;0;8.205;0;0;413;1.764;5.488;4.531;2.752;283;0;15.231
;08:7,01 a 10,00;0;0;48;194;1.030;1.179;716;37;0;3.204;0;0;42;185;1.309;1.402;755;53;0;3.746;0;0;90;379;2.339;2.581;1.471;90;0;6.950
;09:10,01 a 15,00;0;0;18;62;491;669;359;24;0;1.623;0;0;5;51;405;740;454;14;0;1.669;0;0;23;113;896;1.409;813;38;0;3.292
;10:15,01 a 20,00;0;0;3;66;220;236;225;6;0;756;0;0;7;39;122;144;121;4;0;437;0;0;10;105;342;380;346;10;0;1.193
;11:Mais de 20,00;0;0;0;48;256;541;278;26;0;1.149;0;0;2;27;108;202;132;6;0;477;0;0;2;75;364;743;410;32;0;1.626
;{ñ class};1;1;9;17;45;34;44;5;0;156;0;0;8;11;32;18;10;1;0;80;1;1;17;28;77;52;54;6;0;236
172100:Palmas - TO;Total;4;190;8.080;9.844;16.640;10.559;6.304;577;0;52.198;5;114;5.568;8.274;16.972;13.569;6.939;181;0;51.622;9;304;13.648;18.118;33.612;24.128;13.243;758;0;103.820
;00:Até 0,50;1;8;10;12;20;6;2;0;0;59;1;5;9;22;40;14;7;0;0;98;2;13;19;34;60;20;9;0;0;157
;01:0,51 a 1,00;1;42;509;302;313;134;107;13;0;1.421;3;23;384;349;499;221;92;5;0;1.576;4;65;893;651;812;355;199;18;0;2.997
;02:1,01 a 1,50;2;133;4.095;2.787;3.296;1.833;1.309;194;0;13.649;1;72;2.675;2.470;4.057;3.041;1.783;48;0;14.147;3;205;6.770;5.257;7.353;4.874;3.092;242;0;27.796
;03:1,51 a 2,00;0;5;1.278;1.687;2.294;1.062;650;60;0;7.036;0;5;887;1.032;1.493;936;776;25;0;5.154;0;10;2.165;2.719;3.787;1.998;1.426;85;0;12.190
;04:2,01 a 3,00;0;1;999;1.885;3.018;1.645;992;66;0;8.606;0;8;844;1.651;3.464;2.402;1.108;36;0;9.513;0;9;1.843;3.536;6.482;4.047;2.100;102;0;18.119
;05:3,01 a 4,00;0;0;705;1.316;2.103;1.036;536;52;0;5.748;0;0;414;1.085;1.837;1.249;522;16;0;5.123;0;0;1.119;2.401;3.940;2.285;1.058;68;0;10.871
;06:4,01 a 5,00;0;0;288;762;1.646;896;367;21;0;3.980;0;0;184;571;1.397;1.887;1.096;18;0;5.153;0;0;472;1.333;3.043;2.783;1.463;39;0;9.133
;07:5,01 a 7,00;0;0;95;549;1.981;1.700;941;64;0;5.330;0;0;111;658;2.487;2.206;955;16;0;6.433;0;0;206;1.207;4.468;3.906;1.896;80;0;11.763
;08:7,01 a 10,00;0;0;64;281;832;894;496;29;0;2.596;0;0;39;269;989;865;308;9;0;2.479;0;0;103;550;1.821;1.759;804;38;0;5.075
;09:10,01 a 15,00;0;0;24;127;524;488;270;21;0;1.454;0;0;8;89;393;339;126;3;0;958;0;0;32;216;917;827;396;24;0;2.412
;10:15,01 a 20,00;0;0;7;64;362;455;324;32;0;1.244;0;0;6;38;182;210;84;2;0;522;0;0;13;102;544;665;408;34;0;1.766
;11:Mais de 20,00;0;0;0;51;202;359;269;20;0;901;0;1;0;21;89;168;70;3;0;352;0;1;0;72;291;527;339;23;0;1.253
;{ñ class};0;1;6;21;49;51;41;5;0;174;0;0;7;19;45;31;12;0;0;114;0;1;13;40;94;82;53;5;0;288
211130:São Luiz - MA;Total;1;181;22.750;28.068;47.567;35.990;24.490;2.201;1;161.249;0;184;11.201;15.463;30.070;31.188;26.355;1.698;1;116.160;1;365;33.951;43.531;77.637;67.178;50.845;3.899;2;277.409
;00:Até 0,50;0;19;37;48;79;103;64;0;0;350;0;12;41;30;35;60;32;2;0;212;0;31;78;78;114;163;96;2;0;562
;01:0,51 a 1,00;0;93;1.515;1.199;1.716;881;620;90;0;6.114;0;117;964;863;1.692;1.311;932;96;0;5.975;0;210;2.479;2.062;3.408;2.192;1.552;186;0;12.089
;02:1,01 a 1,50;1;57;12.640;12.026;16.506;9.037;5.403;470;1;56.141;0;54;7.110;7.743;12.286;9.082;6.120;388;0;42.783;1;111;19.750;19.769;28.792;18.119;11.523;858;1;98.924
;03:1,51 a 2,00;0;12;3.321;4.682;7.492;4.847;3.057;236;0;23.647;0;1;1.241;1.799;3.440;3.245;2.482;185;1;12.394;0;13;4.562;6.481;10.932;8.092;5.539;421;1;36.041
;04:2,01 a 3,00;0;0;2.637;3.628;6.811;5.699;4.023;506;0;23.304;0;0;878;1.619;3.710;6.240;6.498;413;0;19.358;0;0;3.515;5.247;10.521;11.939;10.521;919;0;42.662
;05:3,01 a 4,00;0;0;1.347;2.533;5.121;3.269;1.894;129;0;14.293;0;0;469;1.455;3.897;3.329;2.216;132;0;11.498;0;0;1.816;3.988;9.018;6.598;4.110;261;0;25.791
;06:4,01 a 5,00;0;0;623;1.545;3.673;3.525;1.983;127;0;11.476;0;0;194;592;1.663;2.779;2.576;147;0;7.951;0;0;817;2.137;5.336;6.304;4.559;274;0;19.427
;07:5,01 a 7,00;0;0;378;1.107;2.384;3.597;3.148;287;0;10.901;0;0;175;675;1.394;2.283;2.836;204;0;7.567;0;0;553;1.782;3.778;5.880;5.984;491;0;18.468
;08:7,01 a 10,00;0;0;112;635;1.488;1.850;1.484;97;0;5.666;0;0;46;324;860;1.291;1.222;58;0;3.801;0;0;158;959;2.348;3.141;2.706;155;0;9.467
;09:10,01 a 15,00;0;0;67;352;947;1.162;957;76;0;3.561;0;0;35;184;420;692;700;36;0;2.067;0;0;102;536;1.367;1.854;1.657;112;0;5.628
;10:15,01 a 20,00;0;0;21;158;548;730;615;59;0;2.131;0;0;13;95;254;368;353;18;0;1.101;0;0;34;253;802;1.098;968;77;0;3.232
;11:Mais de 20,00;0;0;15;77;546;947;917;99;0;2.601;0;0;20;65;336;395;287;18;0;1.121;0;0;35;142;882;1.342;1.204;117;0;3.722
;{ñ class};0;0;37;78;256;343;325;25;0;1.064;0;0;15;19;83;113;101;1;0;332;0;0;52;97;339;456;426;26;0;1.396
221100:Terezina - PI;Total;29;398;17.253;21.597;36.877;28.721;21.012;1.739;0;127.626;26;307;9.465;13.955;26.346;27.079;17.957;1.032;2;96.169;55;705;26.718;35.552;63.223;55.800;38.969;2.771;2;223.795
;00:Até 0,50;11;111;133;85;125;119;83;2;0;669;9;102;66;58;88;47;34;1;0;405;20;213;199;143;213;166;117;3;0;1.074
;01:0,51 a 1,00;16;187;1.514;1.383;1.807;993;506;25;0;6.431;15;165;706;771;1.466;894;333;15;0;4.365;31;352;2.220;2.154;3.273;1.887;839;40;0;10.796
;02:1,01 a 1,50;1;93;12.338;12.044;16.666;8.508;4.740;410;0;54.800;1;38;6.634;7.499;11.871;7.368;3.789;225;1;37.426;2;131;18.972;19.543;28.537;15.876;8.529;635;1;92.226
;03:1,51 a 2,00;0;3;1.869;3.662;6.205;4.458;2.627;162;0;18.986;1;1;1.042;2.034;3.512;3.447;2.333;196;1;12.567;1;4;2.911;5.696;9.717;7.905;4.960;358;1;31.553
;04:2,01 a 3,00;1;3;801;2.215;4.369;4.052;3.025;326;0;14.792;0;0;622;1.670;3.202;3.936;3.000;198;0;12.628;1;3;1.423;3.885;7.571;7.988;6.025;524;0;27.420
;05:3,01 a 4,00;0;0;282;984;3.990;3.693;2.100;142;0;11.191;0;1;176;1.007;3.332;5.932;4.001;180;0;14.629;0;1;458;1.991;7.322;9.625;6.101;322;0;25.820
;06:4,01 a 5,00;0;0;87;314;779;1.329;1.218;79;0;3.806;0;0;74;288;785;1.709;1.182;42;0;4.080;0;0;161;602;1.564;3.038;2.400;121;0;7.886
;07:5,01 a 7,00;0;0;137;418;1.046;2.268;2.351;205;0;6.425;0;0;92;290;879;1.589;1.231;60;0;4.141;0;0;229;708;1.925;3.857;3.582;265;0;10.566
;08:7,01 a 10,00;0;0;32;206;694;1.360;1.842;169;0;4.303;0;0;20;140;472;968;895;39;0;2.534;0;0;52;346;1.166;2.328;2.737;208;0;6.837
;09:10,01 a 15,00;0;0;20;132;438;753;1.049;55;0;2.447;0;0;12;91;278;571;564;30;0;1.546;0;0;32;223;716;1.324;1.613;85;0;3.993
;10:15,01 a 20,00;0;0;0;48;297;432;514;35;0;1.326;0;0;0;41;153;258;242;10;0;704;0;0;0;89;450;690;756;45;0;2.030
;11:Mais de 20,00;0;0;3;46;304;566;757;102;0;1.778;0;0;3;33;220;273;305;31;0;865;0;0;6;79;524;839;1.062;133;0;2.643
;{ñ class};0;1;37;60;157;190;200;27;0;672;0;0;18;33;88;87;48;5;0;279;0;1;55;93;245;277;248;32;0;951
230440:Fortaleza - CE;Total;7;987;55.414;61.450;101.252;75.779;45.857;4.264;1;345.011;8;906;39.584;42.966;69.810;62.396;48.665;5.343;1;269.679;15;1.893;94.998;104.416;171.062;138.175;94.522;9.607;2;614.690
;00:Até 0,50;0;103;424;222;295;170;72;6;0;1.292;2;103;468;196;322;230;76;5;0;1.402;2;206;892;418;617;400;148;11;0;2.694
;01:0,51 a 1,00;2;617;8.021;4.664;5.467;2.903;1.211;59;0;22.944;4;637;6.399;3.470;4.613;2.739;975;41;0;18.878;6;1.254;14.420;8.134;10.080;5.642;2.186;100;0;41.822
;02:1,01 a 1,50;1;252;36.661;34.118;46.139;26.471;12.291;1.306;0;157.239;2;149;26.422;24.989;36.487;26.063;15.337;2.309;0;131.758;3;401;63.083;59.107;82.626;52.534;27.628;3.615;0;288.997
;03:1,51 a 2,00;2;2;5.348;8.929;16.123;12.190;6.278;434;0;49.306;0;4;3.127;4.672;7.331;6.220;4.821;548;0;26.723;2;6;8.475;13.601;23.454;18.410;11.099;982;0;76.029
;04:2,01 a 3,00;1;2;2.654;5.624;10.697;8.764;5.576;615;0;33.933;0;1;1.803;3.922;6.595;6.356;6.757;936;0;26.370;1;3;4.457;9.546;17.292;15.120;12.333;1.551;0;60.303
;05:3,01 a 4,00;0;1;950;3.144;9.192;6.138;3.129;334;1;22.889;0;1;692;2.472;4.808;4.689;4.557;436;0;17.655;0;2;1.642;5.616;14.000;10.827;7.686;770;1;40.544
;06:4,01 a 5,00;0;0;618;1.739;4.010;3.831;2.428;226;0;12.852;0;0;302;1.201;2.678;2.726;2.248;207;0;9.362;0;0;920;2.940;6.688;6.557;4.676;433;0;22.214
;07:5,01 a 7,00;1;2;339;1.188;3.117;5.480;4.665;338;0;15.130;0;0;180;954;2.852;5.700;6.314;398;1;16.399;1;2;519;2.142;5.969;11.180;10.979;736;1;31.529
;08:7,01 a 10,00;0;0;144;881;2.313;3.142;3.248;285;0;10.013;0;0;54;579;1.871;3.560;3.381;214;0;9.659;0;0;198;1.460;4.184;6.702;6.629;499;0;19.672
;09:10,01 a 15,00;0;0;96;420;1.659;2.434;2.581;217;0;7.407;0;0;18;241;1.002;1.682;1.895;111;0;4.949;0;0;114;661;2.661;4.116;4.476;328;0;12.356
;10:15,01 a 20,00;0;0;7;188;852;1.339;1.314;96;0;3.796;0;0;4;91;461;748;775;36;0;2.115;0;0;11;279;1.313;2.087;2.089;132;0;5.911
;11:Mais de 20,00;0;0;17;137;860;2.293;2.357;259;0;5.923;0;0;11;66;484;1.315;1.252;82;0;3.210;0;0;28;203;1.344;3.608;3.609;341;0;9.133
;{ñ class};0;8;135;196;528;624;707;89;0;2.287;0;11;104;113;306;368;277;20;0;1.199;0;19;239;309;834;992;984;109;0;3.486
240810:Natal - RN;Total;9;637;23.469;26.220;42.901;36.039;21.812;1.472;0;152.559;3;717;17.724;17.884;28.990;35.537;23.266;1.188;2;125.311;12;1.354;41.193;44.104;71.891;71.576;45.078;2.660;2;277.870
;00:Até 0,50;1;97;177;69;59;40;28;2;0;473;2;163;377;65;73;64;30;3;0;777;3;260;554;134;132;104;58;5;0;1.250
;01:0,51 a 1,00;5;275;1.454;719;967;652;379;31;0;4.482;1;323;1.781;928;1.130;876;470;41;1;5.551;6;598;3.235;1.647;2.097;1.528;849;72;1;10.033
;02:1,01 a 1,50;2;255;16.259;13.538;17.457;10.660;4.626;383;0;63.180;0;226;12.425;10.277;14.108;11.221;5.835;208;1;54.301;2;481;28.684;23.815;31.565;21.881;10.461;591;1;117.481
