Sexo Trabalhador = 01:Masculino
;Faixa Etária;IBGE Subsetor
Capital; 01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
230440:Fortaleza - CE;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;3;1;0;1;1;0;0;1;0;0;12;0;2;11;2;7;1;4;30;1;9;95;2;51;3;20;352;26;6;43;27;217;3;10;0;4;926;24;104;256;120;176;88;300;517;180;332;2.081;545;1.937;99;2.526;11.142;1.627;369;5.726;2.369;6.185;590;1.208;1.403;249;0;40.153;29;154;294;144;193;102;367;522;183;299;1.601;322;1.920;278;3.258;8.780;1.862;629;6.617;3.471;5.377;758;1.701;4.695;277;0;43.833;64;238;624;281;225;164;663;758;275;571;2.277;382;2.757;971;6.712;11.839;2.800;1.463;11.811;6.834;8.445;1.622;3.318;15.169;531;0;80.794;58;112;379;187;120;105;331;443;152;420;1.196;182;1.228;1.476;4.388;5.608;1.370;2.615;5.827;4.692;4.272;815;2.386;21.005;405;0;59.772;30;46;164;80;46;59;161;177;51;175;475;50;574;946;2.083;2.055;519;1.119;2.800;1.936;2.140;420;1.385;16.379;209;0;34.079;4;2;11;4;1;6;9;12;12;8;19;2;43;93;74;115;24;12;181;82;190;46;143;2.305;17;0;3.415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;658;1.739;818;768;525;1.835;2.459;854;1.814;7.746;1.485;8.512;3.866;19.062;39.894;8.229;6.213;33.006;19.412;26.826;4.254;10.152;60.956;1.692;0;262.984
240810:Natal - RN;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;5;0;1;1;0;0;0;1;9;3;0;3;4;17;3;37;227;26;8;37;29;96;3;42;1;14;562;12;107;40;27;7;6;84;110;38;44;1.121;282;424;64;1.118;4.597;699;121;1.656;791;2.229;260;389;1.494;369;0;16.089;11;116;48;33;3;5;109;120;21;42;726;149;416;117;1.338;3.715;792;154;1.948;1.065;1.980;338;568;2.788;282;0;16.884;28;172;84;71;7;8;165;167;83;120;932;117;548;399;2.581;4.834;1.246;414;3.741;2.302;3.069;664;1.159;11.412;463;0;34.786;17;94;47;49;0;5;78;119;40;369;424;32;227;688;1.782;2.011;596;551;2.113;1.937;1.413;228;680;14.638;322;0;28.460;10;48;19;23;0;3;27;34;25;89;125;10;64;240;1.008;762;199;178;1.012;717;651;108;295;8.018;147;0;13.812;1;3;2;2;0;0;0;8;4;0;5;0;4;3;38;34;6;3;48;24;60;5;16;531;5;0;802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;541;241;205;17;27;464;567;214;665;3.336;594;1.701;1.514;7.902;16.181;3.566;1.429;10.555;6.865;9.498;1.606;3.149;38.882;1.602;0;111.400
250750:João Pessoa - PB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;3;9;0;6;0;9;114;6;4;14;1;51;2;3;0;1;224;5;205;66;18;17;10;47;165;135;79;697;133;396;628;1.165;3.151;407;127;1.713;597;1.284;149;294;824;108;0;12.420;8;224;66;18;12;13;56;199;119;70;579;106;439;744;1.353;2.693;491;104;2.333;842;1.291;233;522;1.677;119;0;14.311;22;302;109;34;17;15;71;271;126;126;723;101;548;1.403;2.338;3.285;662;303;3.800;1.624;2.209;588;1.106;10.730;226;0;30.739;30;175;49;19;8;3;40;132;54;90;316;31;219;1.213;1.438;1.259;252;478;1.620;1.308;1.186;870;756;14.414;237;0;26.197;12;74;24;5;2;2;13;65;18;25;115;6;104;630;725;418;59;150;683;531;654;396;352;9.214;213;0;14.490;2;2;2;1;0;0;1;3;0;0;6;0;2;53;23;21;1;2;44;32;58;24;38;795;11;0;1.121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;79;982;316;95;56;43;228;835;453;393;2.445;377;1.714;4.671;7.051;10.942;1.879;1.168;10.207;4.936;6.733;2.262;3.071;37.654;915;0;99.505
261160:Recife - PE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;0;0;0;0;0;6;0;2;9;2;9;0;3;10;0;4;2;0;13;4;8;187;43;2;31;8;180;1;17;0;3;538;24;106;295;80;165;38;144;425;114;383;103;14;1.308;322;3.107;8.524;1.517;459;5.741;1.373;4.124;662;445;1.260;217;0;30.950;27;222;309;119;296;47;144;525;98;563;131;17;1.439;701;4.157;8.792;1.990;581;7.498;2.309;4.229;1.198;823;2.495;261;0;38.971;35;387;583;213;406;71;195;825;152;1.043;185;29;2.465;2.169;7.899;11.042;3.101;1.416;13.785;5.329;7.252;2.382;2.091;20.107;440;0;83.602;23;213;406;125;260;44;128;492;75;640;113;19;1.286;3.964;5.326;4.720;1.453;1.436;7.805;4.603;4.720;1.838;1.617;24.985;429;0;66.720;9;87;158;64;52;15;56;230;36;210;64;5;495;2.171;2.549;1.855;537;449;3.726;1.920;2.544;819;991;13.483;320;0;32.845;0;13;8;1;1;3;6;36;1;13;10;0;32;57;97;103;35;15;248;87;246;68;121;1.200;17;0;2.418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;6;118;1.030;1.768;604;1.189;218;676;2.543;476;2.856;608;84;7.038;9.388;23.145;35.223;8.678;4.358;38.837;15.634;23.295;6.968;6.105;63.530;1.687;0;256.056
270430:Maceió - AL;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;9;0;0;0;0;1;0;0;0;1;13;0;0;3;0;0;2;5;8;0;13;1;0;28;12;3;167;10;0;6;5;290;3;4;2;6;568;27;47;52;42;1;12;122;146;17;203;56;12;507;128;1.109;3.985;500;89;1.008;535;1.837;205;293;365;1.311;0;12.609;30;46;92;30;1;16;111;196;26;185;62;2;634;139;1.352;3.822;559;117;1.621;1.050;2.056;352;536;954;1.047;0;15.036;54;97;139;84;0;50;132;204;40;318;68;3;1.010;473;2.725;4.504;767;331;3.181;2.222;3.213;734;1.034;3.915;1.388;0;26.686;24;41;87;48;0;27;56;111;16;235;33;1;470;684;1.822;1.732;340;445;1.267;1.591;1.633;366;578;6.857;689;0;19.153;15;19;46;20;0;17;27;47;9;77;15;0;213;427;753;673;105;99;488;564;868;176;321;4.636;228;0;9.843;1;0;1;1;0;0;1;1;0;2;2;0;9;2;17;29;9;0;27;20;68;14;30;423;7;0;664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;1;0;6;151;250;420;225;2;124;454;713;108;1.034;237;18;2.872;1.865;7.781;14.921;2.290;1.081;7.600;5.990;9.966;1.850;2.796;17.153;4.677;0;84.578
280030:Aracaju - SE;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;1;0;0;2;0;7;0;2;1;0;1;0;1;0;0;0;6;0;7;0;5;106;9;0;84;2;20;1;16;8;2;271;4;65;51;104;26;19;73;132;18;66;281;1;465;360;1.348;3.327;393;105;1.583;564;1.169;192;280;1.382;135;0;12.143;12;84;52;55;18;23;94;87;10;54;299;1;412;350;1.428;2.903;415;155;2.249;845;1.036;255;469;2.403;180;0;13.889;71;148;100;40;19;37;131;196;24;116;538;1;686;722;2.746;3.504;569;361;3.587;1.844;1.699;518;992;8.482;343;0;27.474;325;97;79;17;10;3;53;113;8;280;283;3;344;648;2.187;1.253;238;494;1.643;1.306;843;317;543;8.214;436;0;19.737;165;57;17;1;2;5;29;48;2;73;71;3;126;358;1.208;391;82;158;702;452;384;154;264;4.571;348;0;9.671;5;4;0;0;0;0;2;4;0;0;8;0;4;19;33;18;2;0;24;3;30;17;24;382;23;0;602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;582;457;300;217;76;87;383;580;62;589;1.486;9;2.045;2.457;8.955;11.505;1.708;1.273;9.872;5.016;5.182;1.454;2.588;25.444;1.467;0;83.794
292740:Salvador - BA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;2;1;5;0;0;5;0;23;0;0;4;0;0;0;0;0;0;1;2;0;10;0;8;327;16;6;25;7;225;1;106;7;5;750;58;181;171;120;38;17;162;200;50;256;304;23;778;332;3.554;12.118;1.440;446;7.286;2.003;5.202;1.307;830;3.994;298;0;41.168;108;166;207;121;39;27;175;213;55;303;300;17;908;592;4.319;10.723;1.892;619;9.553;4.048;5.569;1.877;1.496;8.613;423;0;52.363;194;227;306;202;58;36;221;371;103;569;361;18;1.381;1.178;7.774;12.768;3.704;1.622;15.925;10.004;8.401;3.961;3.205;26.171;714;0;99.474;153;112;222;130;27;41;107;330;57;351;245;9;557;3.201;5.684;5.561;1.917;1.679;8.684;7.397;4.437;3.223;1.923;26.604;1.011;0;73.662;74;49;109;45;10;34;49;175;25;141;78;3;193;1.488;2.784;2.127;804;588;3.589;2.472;1.984;1.978;1.218;16.143;721;0;36.881;8;4;3;3;1;3;5;19;1;8;2;0;5;27;96;132;66;30;220;72;192;111;212;1.668;29;0;2.917;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;4;0;2;0;1;0;0;10;595;739;1.022;621;173;158;719;1.308;291;1.629;1.292;70;3.832;6.818;24.221;43.767;9.839;4.990;45.288;26.004;26.017;12.458;8.991;83.205;3.201;0;307.248
310620:Belo Horizonte - MG;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;21;2;0;1;1;4;0;0;0;0;31;1;12;34;2;13;14;17;42;29;24;40;9;72;42;108;981;107;8;247;73;3.257;27;12;42;46;5.259;65;279;1.580;437;400;309;627;935;685;1.130;722;235;2.238;677;9.393;20.586;2.427;1.100;16.674;5.804;13.292;1.851;993;3.212;638;0;86.289;77;275;1.625;445;265;326;513;802;442;691;482;206;1.747;1.121;9.431;14.119;2.023;1.384;15.002;6.676;10.686;2.099;1.341;11.308;610;0;83.696;156;457;3.118;638;300;535;634;1.277;594;901;680;365;2.227;5.245;15.610;16.852;2.735;3.596;23.688;12.062;16.619;3.889;2.551;37.456;921;0;153.106;124;282;2.198;494;167;246;351;746;293;470;407;194;1.101;5.095;14.002;8.411;1.524;3.172;14.367;9.158;10.497;3.646;1.734;31.709;741;0;111.129;115;122;773;185;51;90;152;307;101;146;143;56;439;1.765;9.180;3.334;666;1.042;6.704;3.346;6.167;2.319;1.029;16.447;409;0;55.088;11;9;37;7;1;5;17;50;10;13;7;1;24;22;390;279;40;51;592;124;766;227;141;1.383;28;0;4.235;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;549;1.437;9.367;2.208;1.197;1.525;2.311;4.159;2.154;3.375;2.481;1.066;7.848;13.967;58.114;64.583;9.524;10.353;77.276;37.244;61.288;14.058;7.801;101.557;3.393;0;498.835
320530:Vitória - ES;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;17;0;0;1;4;7;0;0;0;0;31;104;0;4;1;0;1;0;3;0;5;3;0;5;1;9;292;11;5;38;8;589;5;4;0;0;1.088;733;22;39;287;2;94;33;137;29;39;30;1;217;134;1.199;3.830;573;187;2.040;685;2.205;364;209;825;66;0;13.980;997;22;30;303;1;69;22;182;23;69;16;0;182;266;1.193;2.647;527;234;2.202;824;1.657;365;362;2.174;57;0;14.424;1.487;37;55;421;1;88;22;313;20;148;20;2;215;488;2.126;3.002;720;650;3.528;1.403;2.766;481;889;8.130;175;0;27.187;1.489;22;74;273;1;77;15;240;13;99;15;0;97;635;1.822;1.431;416;959;2.147;1.239;2.074;200;647;8.221;431;0;22.637;453;9;22;74;0;38;9;99;3;24;7;0;28;382;1.060;491;142;263;940;494;1.084;107;306;4.422;336;0;10.793;2;0;2;1;0;1;0;3;0;0;0;0;1;10;45;37;10;4;100;18;122;10;26;314;11;0;717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.265;112;226;1.360;5;368;101;977;88;384;91;3;747;1.916;7.454;11.747;2.399;2.302;10.996;4.675;10.504;1.532;2.443;24.086;1.076;0;90.857
330455:Rio de Janeiro - RJ;0;0;1;4;0;2;0;4;0;1;0;0;3;3;4;18;4;0;7;4;12;1;1;0;0;69;0;14;38;35;10;2;7;82;25;63;17;2;58;32;31;1.094;105;18;224;288;1.852;22;27;6;5;4.057;161;524;1.294;868;582;342;323;1.727;790;1.459;908;42;3.413;805;6.502;35.097;5.884;3.300;30.705;9.152;24.900;2.665;2.808;14.415;221;0;148.887;329;694;1.448;971;624;384;337;1.997;1.074;2.467;769;51;3.685;1.885;7.997;27.954;6.203;4.888;36.890;14.626;21.789;3.209;4.002;22.131;211;0;166.615;592;1.408;2.951;1.943;1.241;875;654;3.659;2.504;5.820;1.247;91;6.547;5.769;14.214;39.495;10.769;10.141;62.989;30.715;35.225;6.765;9.472;60.393;465;0;315.944;512;1.075;2.932;1.914;1.028;1.067;448;3.246;1.803;6.401;981;72;3.593;9.329;11.865;23.045;7.013;9.692;43.326;29.554;24.652;6.340;8.879;61.717;412;0;260.896;338;530;1.294;949;426;717;315;1.587;653;2.862;579;91;1.582;5.527;8.093;11.931;3.396;4.419;24.493;14.219;14.552;4.708;6.799;35.656;316;0;146.032;56;38;88;53;21;36;37;168;37;199;79;22;116;337;580;1.181;255;230;2.976;869;2.159;608;1.059;3.811;38;0;15.053;0;0;0;0;0;0;0;0;0;0;1;0;0;4;1;0;6;1;2;1;1;85;0;102;1.988;4.283;10.046;6.737;3.932;3.425;2.121;12.470;6.886;19.272;4.580;371;18.998;23.687;49.286;139.819;33.630;32.688;201.616;99.428;125.143;24.319;33.048;198.214;1.668;0;1.057.655
355030:São Paulo - SP;0;0;1;1;0;1;0;1;0;1;0;0;1;1;1;14;4;2;9;0;7;1;0;1;0;46;3;32;279;252;95;180;45;264;103;212;267;7;124;84;162;4.112;683;277;1.660;428;3.097;74;74;4;45;12.563;112;1.171;7.693;5.277;3.826;3.734;1.611;6.166;3.272;7.504;7.515;351;6.683;2.199;18.053;76.564;19.396;11.982;55.080;19.370;30.113;5.864;3.621;17.759;526;0;315.442;152;1.618;7.477;5.172;3.405;3.986;1.671;6.028;2.895;8.856;5.838;265;7.390;3.774;21.597;53.207;17.009;13.100;57.697;24.683;27.287;7.212;5.409;37.930;456;0;324.114;305;3.012;13.240;10.159;5.483;8.058;2.463;10.312;5.032;16.246;8.282;411;11.117;8.596;38.327;69.749;25.241;22.484;92.341;47.423;41.438;12.928;13.511;114.371;710;0;581.239;230;2.054;10.200;8.123;4.016;5.560;1.581;6.466;3.623;9.955;4.961;274;4.990;8.089;25.789;34.670;14.154;15.552;49.556;35.838;21.893;8.322;11.503;99.855;517;0;387.771;159;956;4.358;3.333;1.713;1.816;917;2.620;1.583;4.129;2.395;172;2.016;3.782;14.041;15.547;6.461;5.037;24.094;15.031;11.456;4.366;7.779;61.564;423;0;195.748;21;61;247;155;92;94;82;242;135;273;185;18;139;133;642;1.202;483;166;2.560;742;1.595;568;1.223;4.398;50;0;15.506;0;0;1;0;0;1;1;0;0;0;0;1;2;2;1;1;5;1;0;0;0;0;0;16;982;8.904;43.495;32.473;18.630;23.429;8.370;32.100;16.644;47.176;29.443;1.498;32.460;26.659;118.614;255.067;83.432;68.601;283.002;143.516;136.886;39.335;43.120;335.882;2.727;0;1.832.445
410690:Curitiba - PR;0;0;0;2;0;0;0;0;0;1;0;0;0;0;1;15;3;0;3;0;7;1;2;0;0;35;0;16;32;85;12;114;32;81;43;48;17;0;113;3;27;1.464;101;17;268;88;924;46;57;9;19;3.616;19;309;1.110;1.553;438;1.787;993;1.574;513;954;330;18;2.086;740;2.038;15.953;2.625;1.090;8.180;3.826;6.557;1.026;924;1.263;247;0;56.153;32;321;886;1.871;536;2.358;857;1.255;383;814;220;10;1.631;742;2.457;9.924;2.181;1.434;8.383;4.648;5.118;1.104;1.414;4.868;200;0;53.647;47;483;1.315;2.986;903;3.764;1.349;1.912;609;1.280;378;18;2.372;3.455;4.731;12.837;3.118;3.282;12.656;8.707;7.926;1.774;2.884;20.513;314;0;99.613;38;303;748;1.638;489;1.746;853;895;353;712;221;5;872;4.637;3.569;6.043;1.528;2.545;7.437;6.892;5.033;936;1.762;20.132;226;0;69.613;25;138;292;506;138;342;501;305;158;338;79;6;302;1.500;2.081;2.610;607;637;3.846;2.990;2.864;456;1.101;11.423;133;0;33.378;2;12;16;14;4;16;44;39;14;23;5;0;21;20;86;187;40;15;320;178;335;71;156;687;8;0;2.313;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;3;163;1.582;4.399;8.655;2.520;10.127;4.629;6.061;2.073;4.170;1.250;57;7.397;11.097;14.990;49.034;10.204;9.020;41.093;27.330;28.764;5.414;8.300;58.895;1.147;0;318.371
420540:Florianópolis - SC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;2;0;5;0;1;1;5;0;1;5;8;2;14;2;0;21;0;7;245;14;2;72;11;461;3;2;2;6;885;5;47;38;72;71;5;54;129;52;56;15;0;190;141;765;4.019;232;139;2.989;1.153;2.871;191;166;1.419;92;0;14.911;11;52;44;92;83;7;65;141;41;27;17;1;92;239;876;2.611;161;234;2.653;1.171;1.959;218;278;3.460;60;0;14.593;13;60;45;88;86;28;82;203;32;31;18;3;129;767;1.358;2.960;229;678;3.962;2.077;2.553;279;637;12.672;203;0;29.193;18;35;20;54;16;10;33;120;11;5;9;1;55;1.452;912;1.298;104;1.077;2.488;1.474;1.450;139;504;14.189;487;0;25.961;11;15;6;21;4;3;20;29;1;7;3;0;34;705;371;559;47;343;1.118;585;748;66;211;6.620;356;0;11.883;1;0;0;0;1;0;1;2;0;1;0;0;4;17;11;43;0;6;81;24;69;4;9;283;15;0;572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;210;154;332;261;54;260;632;139;141;64;5;525;3.321;4.300;11.736;787;2.479;13.364;6.495;10.112;900;1.807;38.647;1.219;0;98.003
431490:Porto Alegre - RS;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;4;2;0;0;4;2;0;0;2;0;19;1;6;45;33;16;46;9;91;20;26;16;0;51;41;88;1.304;85;4;117;101;620;9;3;2;4;2.738;20;233;526;624;323;489;186;1.000;292;469;161;1;1.172;515;2.556;12.400;2.106;880;7.165;3.816;5.437;871;717;1.898;197;0;44.054;37;183;538;634;317;543;128;778;262;480;118;0;1.148;671;2.501;7.418;1.880;976;6.638;4.468;4.394;1.289;1.018;4.961;155;0;41.535;74;309;1.035;1.159;456;763;235;1.168;372;731;154;1;1.683;1.687;4.321;9.604;2.659;2.599;9.417;7.712;6.504;2.845;1.987;23.962;295;0;81.732;80;243;836;858;298;422;150;863;224;468;182;0;888;2.500;4.042;5.526;1.634;3.363;6.343;7.239;4.803;2.166;1.579;26.909;344;0;71.960;45;127;444;338;125;124;133;416;92;221;96;0;317;1.302;2.873;2.378;731;1.131;3.794;3.336;3.040;1.406;1.132;15.987;253;0;39.841;8;8;35;10;10;8;9;32;9;16;14;0;19;64;168;201;51;66;478;189;382;151;165;730;29;0;2.852;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;4;265;1.109;3.459;3.656;1.545;2.395;850;4.351;1.271;2.411;741;2;5.278;6.780;16.552;38.838;9.148;9.019;33.952;26.865;25.182;8.737;6.601;74.451;1.277;0;284.735
500270:Campo Grande - MS;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;5;0;2;0;0;0;0;4;0;16;0;5;6;7;3;3;7;9;1;5;1;0;24;36;19;381;66;2;70;23;701;7;14;5;51;1.446;9;88;148;66;14;39;338;184;227;105;80;2;643;154;1.622;5.336;709;206;1.846;827;1.693;315;220;1.871;731;0;17.473;12;101;120;63;7;30;223;161;195;78;29;2;568;179;1.459;3.484;718;261;1.800;1.074;1.467;283;361;3.348;640;0;16.663;11;130;171;97;14;37;297;230;283;108;19;3;907;438;2.529;4.488;980;578;2.745;2.263;2.067;362;652;8.574;1.112;0;29.095;13;76;87;46;7;11;139;108;149;64;13;1;415;593;1.833;1.971;509;472;1.354;1.892;1.063;242;430;7.837;772;0;20.097;5;33;35;14;2;8;57;49;62;26;6;3;199;278;983;889;171;104;828;990;687;105;199;3.780;572;0;10.085;0;2;0;1;1;0;4;2;2;2;0;1;13;3;70;65;9;0;61;44;96;11;13;249;57;0;706;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2;0;4;50;435;567;294;48;128;1.065;744;919;388;148;12;2.770;1.681;8.515;16.618;3.167;1.623;8.706;7.114;7.774;1.325;1.889;25.670;3.935;0;95.585
510340:Cuiabá - MT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;3;2;1;0;4;0;6;9;4;3;6;1;15;2;10;325;80;4;40;15;380;4;5;1;7;927;53;121;225;14;33;15;205;183;134;134;158;10;546;300;1.040;4.588;917;235;1.540;764;1.555;235;156;933;185;0;14.279;50;133;216;24;22;19;147;142;119;103;102;4;463;380;1.007;2.915;706;212;1.704;880;1.005;344;278;2.438;177;0;13.590;72;122;227;32;35;36;196;178;180;135;93;4;520;590;1.814;3.499;856;441;2.382;1.664;1.498;390;566;6.546;300;0;22.376;70;78;101;20;10;15;93;90;63;58;41;1;235;434;1.392;1.473;468;373;1.128;1.242;816;124;344;7.383;188;0;16.240;35;30;34;9;6;5;50;26;16;27;21;2;83;161;712;552;162;76;595;451;510;64;153;4.691;108;0;8.579;3;3;2;0;0;0;8;1;2;0;0;2;4;3;47;49;9;2;42;12;49;9;12;396;14;0;669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;286;489;806;99;110;90;705;629;518;460;421;24;1.866;1.870;6.022;13.404;3.198;1.343;7.431;5.028;5.813;1.170;1.514;22.388;979;0;76.663
520870:Goiânia - GO;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;5;1;0;2;0;66;0;1;1;0;81;1;5;22;5;4;8;17;41;45;46;127;22;101;3;50;1.203;189;4;138;33;2.834;14;9;7;16;4.944;19;224;444;116;94;117;426;636;521;1.193;1.427;188;2.240;286;2.163;12.597;2.845;499;4.360;1.941;4.082;621;632;3.808;285;0;41.764;17;186;381;91;67;130;353;567;272;799;694;118;1.762;355;2.406;7.792;2.417;457;3.817;2.517;3.066;800;768;5.992;302;0;36.126;36;329;495;150;83;207;405;664;317;806;531;121;2.125;1.104;4.491;9.308;2.929;1.159;4.835;4.548;4.023;1.631;1.268;16.904;598;0;59.067;29;174;256;73;40;108;156;359;147;352;208;35;789;1.923;3.125;4.227;1.348;1.170;2.565;3.547;2.549;2.018;686;14.385;499;0;40.768;22;92;97;25;15;59;66;103;54;159;94;10;284;1.217;1.750;1.520;471;281;1.365;1.674;1.498;1.726;329;9.117;373;0;22.401;1;4;3;0;0;3;3;7;6;10;8;2;12;13;70;112;34;6;107;40;203;97;31;898;20;0;1.690;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2;125;1.014;1.698;460;303;633;1.426;2.377;1.362;3.365;3.089;496;7.313;4.901;14.059;36.765;10.234;3.576;17.190;14.300;18.321;6.907;3.724;51.112;2.093;0;206.843
