;;Sexo Trabalhador;Escolaridade após 2005
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
120040:Rio Branco - AC;Total;475;4.307;1.469;3.489;7.157;2.992;22.515;1.704;8.359;58;37;52.562;88;2.040;423;1.917;4.262;1.559;18.262;1.803;13.771;59;32;44.216;563;6.347;1.892;5.406;11.419;4.551;40.777;3.507;22.130;117;69;96.778
;00:Até 0,50;0;2;0;6;10;64;18;1;8;0;0;109;0;0;2;4;3;68;18;3;5;0;0;103;0;2;2;10;13;132;36;4;13;0;0;212
;01:0,51 a 1,00;58;225;65;105;268;190;671;24;30;2;0;1.638;9;93;48;72;225;153;652;20;30;1;0;1.303;67;318;113;177;493;343;1.323;44;60;3;0;2.941
;02:1,01 a 1,50;262;1.607;635;1.153;2.409;1.287;7.426;242;148;1;0;15.170;68;769;296;806;1.476;756;6.760;375;370;1;0;11.677;330;2.376;931;1.959;3.885;2.043;14.186;617;518;2;0;26.847
;03:1,51 a 2,00;96;981;381;702;1.451;620;4.821;211;206;2;0;9.471;10;386;40;363;605;179;3.917;314;424;4;0;6.242;106;1.367;421;1.065;2.056;799;8.738;525;630;6;0;15.713
;04:2,01 a 3,00;43;777;211;593;1.353;398;4.600;424;626;9;0;9.034;0;503;13;481;1.079;190;3.293;456;1.530;4;2;7.551;43;1.280;224;1.074;2.432;588;7.893;880;2.156;13;2;16.585
;05:3,01 a 4,00;7;277;58;356;613;169;2.069;372;1.336;4;1;5.262;0;165;4;110;403;66;1.460;283;2.804;4;1;5.300;7;442;62;466;1.016;235;3.529;655;4.140;8;2;10.562
;06:4,01 a 5,00;0;176;22;246;366;83;1.038;153;1.467;3;0;3.554;0;65;5;31;249;57;935;138;3.184;4;4;4.672;0;241;27;277;615;140;1.973;291;4.651;7;4;8.226
;07:5,01 a 7,00;0;166;33;107;424;76;848;125;1.304;10;5;3.098;0;34;8;20;152;31;671;139;2.707;9;7;3.778;0;200;41;127;576;107;1.519;264;4.011;19;12;6.876
;08:7,01 a 10,00;0;46;16;137;142;42;483;62;901;5;5;1.839;0;7;1;5;40;23;293;48;1.180;11;3;1.611;0;53;17;142;182;65;776;110;2.081;16;8;3.450
;09:10,01 a 15,00;0;13;8;9;38;24;263;52;921;3;2;1.333;0;6;0;4;15;22;159;14;763;8;4;995;0;19;8;13;53;46;422;66;1.684;11;6;2.328
;10:15,01 a 20,00;0;1;4;1;6;1;78;23;565;4;1;684;0;0;0;0;1;0;38;6;352;12;0;409;0;1;4;1;7;1;116;29;917;16;1;1.093
;11:Mais de 20,00;0;3;12;0;4;2;115;14;834;15;23;1.022;0;2;0;0;2;0;16;2;406;1;11;440;0;5;12;0;6;2;131;16;1.240;16;34;1.462
;{ñ class};9;33;24;74;73;36;85;1;13;0;0;348;1;10;6;21;12;14;50;5;16;0;0;135;10;43;30;95;85;50;135;6;29;0;0;483
130260:Manaus - AM;Total;605;7.418;6.009;16.857;31.434;20.852;157.339;10.452;35.180;639;186;286.971;117;3.283;2.811;5.527;12.483;11.046;109.917;11.274;48.205;641;154;205.458;722;10.701;8.820;22.384;43.917;31.898;267.256;21.726;83.385;1.280;340;492.429
;00:Até 0,50;0;2;5;160;46;774;195;10;33;2;0;1.227;0;2;3;85;42;687;151;13;32;2;0;1.017;0;4;8;245;88;1.461;346;23;65;4;0;2.244
;01:0,51 a 1,00;28;143;168;529;752;1.245;2.212;268;242;7;6;5.600;8;366;131;383;745;1.292;2.829;353;308;15;3;6.433;36;509;299;912;1.497;2.537;5.041;621;550;22;9;12.033
;02:1,01 a 1,50;245;2.237;1.973;5.801;9.722;8.286;39.972;973;869;26;4;70.108;86;1.181;1.562;3.286;7.630;6.045;44.864;1.939;1.431;30;5;68.059;331;3.418;3.535;9.087;17.352;14.331;84.836;2.912;2.300;56;9;138.167
;03:1,51 a 2,00;181;1.629;1.353;3.857;6.320;4.456;35.867;1.328;1.562;26;4;56.583;15;212;222;574;1.177;1.162;20.978;2.042;2.493;27;9;28.911;196;1.841;1.575;4.431;7.497;5.618;56.845;3.370;4.055;53;13;85.494
;04:2,01 a 3,00;104;1.798;1.546;3.396;7.069;3.355;37.658;2.187;8.292;64;23;65.492;5;1.050;756;875;1.991;1.323;26.082;3.036;17.656;74;15;52.863;109;2.848;2.302;4.271;9.060;4.678;63.740;5.223;25.948;138;38;118.355
;05:3,01 a 4,00;22;1.007;501;1.347;2.872;1.276;16.494;1.469;2.943;57;10;27.998;2;393;76;151;399;208;6.163;1.384;5.079;72;10;13.937;24;1.400;577;1.498;3.271;1.484;22.657;2.853;8.022;129;20;41.935
;06:4,01 a 5,00;6;247;171;749;2.018;542;8.520;1.066;2.136;49;8;15.512;1;24;20;46;164;106;2.748;840;3.417;56;16;7.438;7;271;191;795;2.182;648;11.268;1.906;5.553;105;24;22.950
;07:5,01 a 7,00;4;136;113;521;1.201;361;7.460;1.255;3.452;58;24;14.585;0;18;10;39;143;82;2.957;832;4.689;105;20;8.895;4;154;123;560;1.344;443;10.417;2.087;8.141;163;44;23.480
;08:7,01 a 10,00;2;84;69;242;707;233;4.503;955;5.333;84;24;12.236;0;8;11;13;55;46;1.402;464;6.873;90;25;8.987;2;92;80;255;762;279;5.905;1.419;12.206;174;49;21.223
;09:10,01 a 15,00;1;42;17;57;298;126;2.304;569;4.558;124;28;8.124;0;5;5;5;41;31;775;234;3.407;110;22;4.635;1;47;22;62;339;157;3.079;803;7.965;234;50;12.759
;10:15,01 a 20,00;2;8;2;14;91;27;638;188;2.177;36;12;3.195;0;1;1;3;2;5;184;63;1.153;12;5;1.429;2;9;3;17;93;32;822;251;3.330;48;17;4.624
;11:Mais de 20,00;1;9;5;6;38;19;436;153;3.415;80;38;4.200;0;0;0;0;2;2;109;40;1.508;30;18;1.709;1;9;5;6;40;21;545;193;4.923;110;56;5.909
;{ñ class};9;76;86;178;300;152;1.080;31;168;26;5;2.111;0;23;14;67;92;57;675;34;159;18;6;1.145;9;99;100;245;392;209;1.755;65;327;44;11;3.256
140010:Boa Vista - RR;Total;159;930;1.016;2.123;6.567;1.829;16.091;860;6.922;116;36;36.649;54;406;600;1.180;4.613;954;14.230;1.102;10.099;128;19;33.385;213;1.336;1.616;3.303;11.180;2.783;30.321;1.962;17.021;244;55;70.034
;00:Até 0,50;1;2;0;5;5;17;23;3;2;0;0;58;0;2;1;5;5;17;8;0;3;0;0;41;1;4;1;10;10;34;31;3;5;0;0;99
;01:0,51 a 1,00;11;65;70;83;364;147;665;24;116;3;0;1.548;6;32;60;54;545;154;825;40;167;5;0;1.888;17;97;130;137;909;301;1.490;64;283;8;0;3.436
;02:1,01 a 1,50;86;326;326;580;2.649;879;6.441;201;407;7;1;11.903;47;180;450;408;2.520;564;6.625;358;774;11;0;11.937;133;506;776;988;5.169;1.443;13.066;559;1.181;18;1;23.840
;03:1,51 a 2,00;36;187;123;359;1.131;366;2.576;140;235;12;4;5.169;0;23;15;42;364;88;1.437;203;263;4;2;2.441;36;210;138;401;1.495;454;4.013;343;498;16;6;7.610
;04:2,01 a 3,00;17;139;296;300;1.140;260;2.193;153;688;30;2;5.218;0;8;37;49;410;57;1.954;201;807;39;2;3.564;17;147;333;349;1.550;317;4.147;354;1.495;69;4;8.782
;05:3,01 a 4,00;1;50;92;184;350;76;806;84;502;14;2;2.161;0;37;8;153;139;30;618;87;973;29;3;2.077;1;87;100;337;489;106;1.424;171;1.475;43;5;4.238
;06:4,01 a 5,00;0;25;23;127;178;28;621;64;956;10;4;2.036;0;35;7;112;82;8;532;64;1.816;7;1;2.664;0;60;30;239;260;36;1.153;128;2.772;17;5;4.700
;07:5,01 a 7,00;0;108;39;382;526;31;1.568;88;1.454;8;6;4.210;0;75;2;325;492;18;1.700;94;2.684;14;0;5.404;0;183;41;707;1.018;49;3.268;182;4.138;22;6;9.614
;08:7,01 a 10,00;1;9;15;48;114;10;619;51;894;9;1;1.771;0;2;2;10;17;4;304;28;1.408;9;6;1.790;1;11;17;58;131;14;923;79;2.302;18;7;3.561
;09:10,01 a 15,00;0;2;7;11;44;1;354;38;686;2;0;1.145;0;2;0;11;11;2;110;18;653;1;1;809;0;4;7;22;55;3;464;56;1.339;3;1;1.954
;10:15,01 a 20,00;0;1;0;8;8;1;76;7;366;3;0;470;0;0;2;5;1;0;11;5;227;3;0;254;0;1;2;13;9;1;87;12;593;6;0;724
;11:Mais de 20,00;0;1;7;9;12;0;102;6;603;18;16;774;0;0;0;0;2;1;60;2;300;5;4;374;0;1;7;9;14;1;162;8;903;23;20;1.148
;{ñ class};6;15;18;27;46;13;47;1;13;0;0;186;1;10;16;6;25;11;46;2;24;1;0;142;7;25;34;33;71;24;93;3;37;1;0;328
150140:Belém - PA;Total;772;4.503;5.689;17.745;38.846;20.187;100.524;6.182;36.764;713;184;232.109;159;550;729;5.832;12.032;7.715;76.251;6.388;47.915;1.343;145;159.059;931;5.053;6.418;23.577;50.878;27.902;176.775;12.570;84.679;2.056;329;391.168
;00:Até 0,50;2;15;160;139;81;452;231;21;140;3;0;1.244;0;5;3;110;79;456;303;10;104;1;0;1.071;2;20;163;249;160;908;534;31;244;4;0;2.315
;01:0,51 a 1,00;57;233;399;679;1.974;1.125;5.074;221;549;12;8;10.331;12;57;71;324;2.381;751;5.693;274;639;21;4;10.227;69;290;470;1.003;4.355;1.876;10.767;495;1.188;33;12;20.558
;02:1,01 a 1,50;376;2.011;2.330;7.374;14.734;8.112;33.879;1.183;1.212;14;11;71.236;131;366;472;4.082;6.509;4.333;35.018;1.734;2.235;24;15;54.919;507;2.377;2.802;11.456;21.243;12.445;68.897;2.917;3.447;38;26;126.155
;03:1,51 a 2,00;181;1.106;1.293;4.294;7.517;3.493;19.497;914;1.563;23;11;39.892;5;52;87;514;1.201;843;12.584;1.108;2.521;24;7;18.946;186;1.158;1.380;4.808;8.718;4.336;32.081;2.022;4.084;47;18;58.838
;04:2,01 a 3,00;103;528;652;2.516;6.757;2.695;19.280;1.117;3.413;54;8;37.123;6;20;37;488;945;588;10.175;1.153;6.612;153;7;20.184;109;548;689;3.004;7.702;3.283;29.455;2.270;10.025;207;15;57.307
;05:3,01 a 4,00;20;172;214;1.132;3.921;2.748;9.345;700;3.229;52;12;21.545;1;7;15;123;394;454;5.146;734;5.797;89;10;12.770;21;179;229;1.255;4.315;3.202;14.491;1.434;9.026;141;22;34.315
;06:4,01 a 5,00;6;59;86;372;1.127;573;3.668;531;3.771;74;1;10.268;0;8;10;45;138;90;2.502;499;6.273;120;3;9.688;6;67;96;417;1.265;663;6.170;1.030;10.044;194;4;19.956
;07:5,01 a 7,00;7;106;81;397;1.029;383;4.077;685;7.771;127;8;14.671;0;10;8;68;184;81;2.598;480;10.029;299;6;13.763;7;116;89;465;1.213;464;6.675;1.165;17.800;426;14;28.434
;08:7,01 a 10,00;0;130;41;376;845;289;2.915;431;5.327;148;15;10.517;0;3;4;11;55;29;1.130;219;6.183;407;12;8.053;0;133;45;387;900;318;4.045;650;11.510;555;27;18.570
;09:10,01 a 15,00;0;9;12;109;277;115;1.195;218;4.153;92;42;6.222;0;1;0;4;20;8;485;92;3.439;136;37;4.222;0;10;12;113;297;123;1.680;310;7.592;228;79;10.444
;10:15,01 a 20,00;0;3;3;4;61;16;357;65;1.961;50;8;2.528;0;0;0;0;3;3;88;24;1.472;45;10;1.645;0;3;3;4;64;19;445;89;3.433;95;18;4.173
;11:Mais de 20,00;0;0;14;7;22;10;441;80;3.532;55;60;4.221;0;0;0;0;1;2;135;31;2.445;21;33;2.668;0;0;14;7;23;12;576;111;5.977;76;93;6.889
;{ñ class};20;131;404;346;501;176;565;16;143;9;0;2.311;4;21;22;63;122;77;394;30;166;3;1;903;24;152;426;409;623;253;959;46;309;12;1;3.214
160030:Macapá - AP;Total;179;775;720;2.824;4.405;3.161;29.237;1.123;4.922;77;23;47.446;56;212;178;926;2.684;1.341;27.840;1.280;6.020;58;12;40.607;235;987;898;3.750;7.089;4.502;57.077;2.403;10.942;135;35;88.053
;00:Até 0,50;0;0;2;19;10;137;89;8;12;0;0;277;0;0;1;10;14;135;102;3;6;0;0;271;0;0;3;29;24;272;191;11;18;0;0;548
;01:0,51 a 1,00;30;73;47;149;325;251;1.240;43;60;3;0;2.221;2;15;16;56;190;179;1.233;69;88;1;1;1.850;32;88;63;205;515;430;2.473;112;148;4;1;4.071
;02:1,01 a 1,50;102;347;336;1.035;1.639;1.400;7.147;242;174;3;1;12.426;20;79;82;338;945;651;7.043;388;384;7;0;9.937;122;426;418;1.373;2.584;2.051;14.190;630;558;10;1;22.363
;03:1,51 a 2,00;28;168;185;627;953;659;4.102;201;192;12;2;7.129;31;51;67;276;735;291;3.236;273;325;2;1;5.288;59;219;252;903;1.688;950;7.338;474;517;14;3;12.417
;04:2,01 a 3,00;18;57;96;376;601;558;4.006;205;381;12;5;6.315;2;0;8;15;58;53;2.449;231;535;7;0;3.358;20;57;104;391;659;611;6.455;436;916;19;5;9.673
;05:3,01 a 4,00;0;20;12;121;172;81;1.946;103;407;4;1;2.867;0;12;0;31;100;16;1.566;99;588;9;0;2.421;0;32;12;152;272;97;3.512;202;995;13;1;5.288
;06:4,01 a 5,00;0;13;7;51;128;21;2.311;110;371;5;1;3.018;0;19;1;28;188;3;2.635;76;499;6;0;3.455;0;32;8;79;316;24;4.946;186;870;11;1;6.473
;07:5,01 a 7,00;0;82;12;349;414;12;4.015;75;1.066;11;1;6.037;1;27;1;134;365;5;4.644;50;1.436;6;0;6.669;1;109;13;483;779;17;8.659;125;2.502;17;1;12.706
;08:7,01 a 10,00;0;7;8;58;94;9;2.549;67;630;4;0;3.426;0;9;0;33;66;2;3.849;39;884;7;1;4.890;0;16;8;91;160;11;6.398;106;1.514;11;1;8.316
;09:10,01 a 15,00;0;2;2;10;12;6;1.026;37;616;8;1;1.720;0;0;0;1;7;1;691;26;688;7;3;1.424;0;2;2;11;19;7;1.717;63;1.304;15;4;3.144
;10:15,01 a 20,00;0;1;3;0;3;5;271;21;424;2;1;731;0;0;0;0;0;0;130;14;282;2;0;428;0;1;3;0;3;5;401;35;706;4;1;1.159
;11:Mais de 20,00;0;1;2;5;27;1;496;9;552;10;10;1.113;0;0;0;0;7;2;236;10;270;3;6;534;0;1;2;5;34;3;732;19;822;13;16;1.647
;{ñ class};1;4;8;24;27;21;39;2;37;3;0;166;0;0;2;4;9;3;26;2;35;1;0;82;1;4;10;28;36;24;65;4;72;4;0;248
172100:Palmas - TO;Total;455;1.805;867;1.938;7.532;3.162;28.864;1.317;11.294;79;21;57.334;1.202;1.331;138;369;4.563;1.196;26.485;1.386;18.848;50;13;55.581;1.657;3.136;1.005;2.307;12.095;4.358;55.349;2.703;30.142;129;34;112.915
;00:Até 0,50;0;1;1;8;10;25;26;1;18;0;0;90;0;1;2;6;4;34;31;3;39;0;1;121;0;2;3;14;14;59;57;4;57;0;1;211
;01:0,51 a 1,00;29;286;75;184;904;360;1.172;46;97;1;1;3.155;13;366;29;56;1.099;217;1.569;68;199;1;1;3.618;42;652;104;240;2.003;577;2.741;114;296;2;2;6.773
;02:1,01 a 1,50;159;941;365;733;2.976;1.526;7.661;232;238;2;1;14.834;222;936;83;263;2.623;710;8.765;398;592;5;1;14.598;381;1.877;448;996;5.599;2.236;16.426;630;830;7;2;29.432
;03:1,51 a 2,00;238;342;228;524;1.996;657;4.895;201;391;3;2;9.477;945;13;8;26;404;126;3.774;275;923;0;0;6.494;1.183;355;236;550;2.400;783;8.669;476;1.314;3;2;15.971
;04:2,01 a 3,00;22;166;135;278;1.051;373;4.466;263;1.011;3;0;7.768;21;9;7;11;255;50;3.929;256;2.650;3;1;7.192;43;175;142;289;1.306;423;8.395;519;3.661;6;1;14.960
;05:3,01 a 4,00;3;37;30;94;290;100;2.392;172;1.295;1;1;4.415;0;3;2;3;96;19;2.152;125;3.469;1;1;5.871;3;40;32;97;386;119;4.544;297;4.764;2;2;10.286
;06:4,01 a 5,00;0;6;13;38;82;45;2.676;97;1.074;4;0;4.035;1;0;5;2;29;13;3.364;76;2.105;5;0;5.600;1;6;18;40;111;58;6.040;173;3.179;9;0;9.635
;07:5,01 a 7,00;0;4;9;27;82;33;2.814;89;2.315;14;1;5.388;0;0;0;1;31;10;2.034;80;5.012;8;0;7.176;0;4;9;28;113;43;4.848;169;7.327;22;1;12.564
;08:7,01 a 10,00;0;2;3;7;69;16;2.008;113;1.633;10;2;3.863;0;0;0;0;9;10;620;51;1.869;3;2;2.564;0;2;3;7;78;26;2.628;164;3.502;13;4;6.427
;09:10,01 a 15,00;0;0;1;6;12;11;325;63;1.288;22;3;1.731;0;0;1;0;2;4;125;37;994;16;1;1.180;0;0;2;6;14;15;450;100;2.282;38;4;2.911
;10:15,01 a 20,00;0;0;0;0;0;3;57;22;779;13;3;877;0;0;0;0;0;1;10;10;460;5;3;489;0;0;0;0;0;4;67;32;1.239;18;6;1.366
;11:Mais de 20,00;0;1;0;0;1;0;281;15;1.144;6;7;1.455;0;0;0;0;0;0;70;5;521;3;2;601;0;1;0;0;1;0;351;20;1.665;9;9;2.056
;{ñ class};4;19;7;39;59;13;91;3;11;0;0;246;0;3;1;1;11;2;42;2;15;0;0;77;4;22;8;40;70;15;133;5;26;0;0;323
211130:São Luiz - MA;Total;615;5.739;4.643;9.345;48.344;8.729;98.168;2.698;13.486;244;52;192.063;84;358;543;1.161;41.857;2.165;67.922;2.763;15.108;235;40;132.236;699;6.097;5.186;10.506;90.201;10.894;166.090;5.461;28.594;479;92;324.299
;00:Até 0,50;14;126;40;17;28;51;70;9;66;0;0;421;0;0;3;13;6;57;74;6;58;1;0;218;14;126;43;30;34;108;144;15;124;1;0;639
;01:0,51 a 1,00;50;590;416;790;1.012;642;4.810;71;208;5;0;8.594;13;53;51;134;474;358;5.279;119;286;6;0;6.773;63;643;467;924;1.486;1.000;10.089;190;494;11;0;15.367
;02:1,01 a 1,50;391;3.525;2.334;5.057;16.541;4.739;43.134;636;724;29;4;77.114;63;248;406;874;12.378;1.478;35.720;1.061;1.423;26;3;53.680;454;3.773;2.740;5.931;28.919;6.217;78.854;1.697;2.147;55;7;130.794
;03:1,51 a 2,00;83;631;678;1.429;4.892;1.328;16.083;359;572;21;2;26.078;6;29;41;64;4.836;155;7.926;416;1.038;18;2;14.531;89;660;719;1.493;9.728;1.483;24.009;775;1.610;39;4;40.609
;04:2,01 a 3,00;31;393;677;927;6.148;1.160;14.884;514;1.517;47;2;26.300;1;16;14;20;3.692;53;8.113;497;2.087;22;0;14.515;32;409;691;947;9.840;1.213;22.997;1.011;3.604;69;2;40.815
;05:3,01 a 4,00;6;85;109;322;5.381;294;6.185;248;1.007;22;3;13.662;0;2;3;7;10.555;14;4.276;238;2.247;11;2;17.355;6;87;112;329;15.936;308;10.461;486;3.254;33;5;31.017
;06:4,01 a 5,00;4;57;65;148;6.044;153;3.035;202;814;11;2;10.535;0;3;4;10;4.084;9;1.790;137;1.249;11;4;7.301;4;60;69;158;10.128;162;4.825;339;2.063;22;6;17.836
;07:5,01 a 7,00;5;66;58;213;3.728;151;4.196;258;1.895;19;4;10.593;0;0;1;18;1.900;7;2.910;132;2.251;31;5;7.255;5;66;59;231;5.628;158;7.106;390;4.146;50;9;17.848
;08:7,01 a 10,00;1;138;43;258;2.052;59;2.847;187;2.070;23;6;7.684;0;0;0;6;2.286;3;872;84;1.909;42;6;5.208;1;138;43;264;4.338;62;3.719;271;3.979;65;12;12.892
;09:10,01 a 15,00;0;14;31;40;1.067;35;1.454;133;1.585;32;4;4.395;0;0;1;0;852;1;566;45;1.104;38;5;2.612;0;14;32;40;1.919;36;2.020;178;2.689;70;9;7.007
;10:15,01 a 20,00;0;2;14;9;732;11;411;37;964;21;13;2.214;0;0;0;0;404;1;72;8;514;20;9;1.028;0;2;14;9;1.136;12;483;45;1.478;41;22;3.242
;11:Mais de 20,00;1;2;6;3;429;5;397;32;1.965;8;11;2.859;0;0;0;0;349;0;74;4;864;6;4;1.301;1;2;6;3;778;5;471;36;2.829;14;15;4.160
;{ñ class};29;110;172;132;290;101;662;12;99;6;1;1.614;1;7;19;15;41;29;250;16;78;3;0;459;30;117;191;147;331;130;912;28;177;9;1;2.073
221100:Terezina - PI;Total;1.716;13.767;7.345;12.896;18.214;11.688;54.432;4.976;20.681;201;69;145.985;242;2.098;1.034;2.629;5.623;4.596;44.242;9.605;30.766;176;39;101.050;1.958;15.865;8.379;15.525;23.837;16.284;98.674;14.581;51.447;377;108;247.035
;00:Até 0,50;16;34;14;69;53;135;137;15;178;5;0;656;2;15;7;31;47;157;114;16;92;0;0;481;18;49;21;100;100;292;251;31;270;5;0;1.137
;01:0,51 a 1,00;221;1.007;756;1.481;1.426;994;2.019;168;536;14;0;8.622;31;174;131;405;458;648;2.068;466;587;5;0;4.973;252;1.181;887;1.886;1.884;1.642;4.087;634;1.123;19;0;13.595
;02:1,01 a 1,50;873;6.413;4.512;7.741;10.689;7.375;25.287;1.865;1.328;30;3;66.116;174;1.545;660;1.997;4.192;3.322;24.567;4.303;2.250;11;1;43.022;1.047;7.958;5.172;9.738;14.881;10.697;49.854;6.168;3.578;41;4;109.138
;03:1,51 a 2,00;222;1.902;1.080;1.733;2.643;1.645;8.452;785;2.134;20;1;20.617;17;187;78;128;398;280;6.023;1.067;3.426;5;1;11.610;239;2.089;1.158;1.861;3.041;1.925;14.475;1.852;5.560;25;2;32.227
;04:2,01 a 3,00;153;2.798;649;971;1.883;984;6.270;980;2.837;28;4;17.557;16;122;128;29;332;112;5.837;2.087;4.738;18;1;13.420;169;2.920;777;1.000;2.215;1.096;12.107;3.067;7.575;46;5;30.977
;05:3,01 a 4,00;114;999;118;193;547;254;3.011;346;3.915;10;4;9.511;0;25;12;12;107;29;1.632;1.259;10.175;12;3;13.266;114;1.024;130;205;654;283;4.643;1.605;14.090;22;7;22.777
;06:4,01 a 5,00;53;192;42;79;129;71;1.395;146;1.415;6;6;3.534;0;5;2;6;22;8;792;136;2.653;19;4;3.647;53;197;44;85;151;79;2.187;282;4.068;25;10;7.181
;07:5,01 a 7,00;39;162;36;176;314;83;2.679;166;2.206;10;5;5.876;0;9;1;8;27;12;1.153;112;2.679;11;1;4.013;39;171;37;184;341;95;3.832;278;4.885;21;6;9.889
;08:7,01 a 10,00;6;114;29;279;293;50;2.060;131;2.013;9;4;4.988;0;1;2;3;17;9;958;68;1.694;34;7;2.793;6;115;31;282;310;59;3.018;199;3.707;43;11;7.781
;09:10,01 a 15,00;0;26;16;32;48;28;1.658;86;1.794;34;1;3.723;0;5;0;0;3;3;626;31;1.261;39;3;1.971;0;31;16;32;51;31;2.284;117;3.055;73;4;5.694
;10:15,01 a 20,00;0;15;2;2;12;11;333;38;931;14;5;1.363;0;0;1;0;1;1;107;14;542;14;2;682;0;15;3;2;13;12;440;52;1.473;28;7;2.045
;11:Mais de 20,00;0;0;2;0;3;2;527;31;1.228;18;36;1.847;0;0;0;0;1;0;197;4;577;6;16;801;0;0;2;0;4;2;724;35;1.805;24;52;2.648
;{ñ class};19;105;89;140;174;56;604;219;166;3;0;1.575;2;10;12;10;18;15;168;42;92;2;0;371;21;115;101;150;192;71;772;261;258;5;0;1.946
