;;Sexo Trabalhador;Escolaridade após 2005
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;01:Analfabeto;02:Até 5ª Incompleto;03:5ª Completo Fundamental;04:6ª a 9ª Fundamental;05:Fundamental Completo;06:Médio Incompleto;07:Médio Completo;08:Superior Incompleto;09:Superior Completo;10:Mestrado;11:Doutorado;Total;01:Analfabeto;02:Até 5ª Incompleto;03:5ª Completo Fundamental;04:6ª a 9ª Fundamental;05:Fundamental Completo;06:Médio Incompleto;07:Médio Completo;08:Superior Incompleto;09:Superior Completo;10:Mestrado;11:Doutorado;Total;01:Analfabeto;02:Até 5ª Incompleto;03:5ª Completo Fundamental;04:6ª a 9ª Fundamental;05:Fundamental Completo;06:Médio Incompleto;07:Médio Completo;08:Superior Incompleto;09:Superior Completo;10:Mestrado;11:Doutorado;Total
211130:São Luiz - MA;Total;386;2.736;2.770;4.536;10.931;5.641;127.666;5.796;37.317;893;217;198.889;146;734;832;964;2.810;2.157;89.104;6.542;57.586;1.288;216;162.379;532;3.470;3.602;5.500;13.741;7.798;216.770;12.338;94.903;2.181;433;361.268
;00:Até 0,50;5;13;5;35;89;104;813;16;140;5;0;1.225;3;10;6;40;43;105;1.007;32;146;3;0;1.395;8;23;11;75;132;209;1.820;48;286;8;0;2.620
;01:0,51 a 1,00;36;207;233;405;961;599;9.542;261;775;23;4;13.046;29;88;130;185;479;471;10.730;504;1.688;47;7;14.358;65;295;363;590;1.440;1.070;20.272;765;2.463;70;11;27.404
;02:1,01 a 1,50;212;871;807;1.794;4.589;2.441;49.350;1.171;2.936;52;15;64.238;98;222;299;579;1.698;1.169;46.395;2.017;6.946;84;9;59.516;310;1.093;1.106;2.373;6.287;3.610;95.745;3.188;9.882;136;24;123.754
;03:1,51 a 2,00;61;595;558;1.051;2.184;1.067;22.687;672;1.971;63;13;30.922;8;179;192;88;226;216;14.525;1.013;4.153;82;11;20.693;69;774;750;1.139;2.410;1.283;37.212;1.685;6.124;145;24;51.615
;04:2,01 a 3,00;28;460;440;570;1.345;695;17.632;785;4.562;97;12;26.626;5;75;97;10;144;67;7.298;940;10.897;163;20;19.716;33;535;537;580;1.489;762;24.930;1.725;15.459;260;32;46.342
;05:3,01 a 4,00;2;174;219;121;357;163;7.188;509;6.975;84;12;15.804;0;64;32;2;44;35;3.114;672;11.373;154;12;15.502;2;238;251;123;401;198;10.302;1.181;18.348;238;24;31.306
;06:4,01 a 5,00;2;44;52;57;154;53;6.262;903;3.542;91;21;11.181;0;49;19;5;21;15;1.844;626;7.445;165;16;10.205;2;93;71;62;175;68;8.106;1.529;10.987;256;37;21.386
;07:5,01 a 7,00;0;70;109;82;242;87;5.127;703;5.513;102;18;12.053;2;11;11;2;15;5;1.132;383;6.340;186;28;8.115;2;81;120;84;257;92;6.259;1.086;11.853;288;46;20.168
;08:7,01 a 10,00;0;81;83;18;115;61;3.043;368;4.031;104;33;7.937;1;19;2;0;19;6;591;173;4.298;174;33;5.316;1;100;85;18;134;67;3.634;541;8.329;278;66;13.253
;09:10,01 a 15,00;1;13;12;14;77;12;1.059;210;2.962;149;29;4.538;0;0;2;0;1;0;238;54;1.939;121;40;2.395;1;13;14;14;78;12;1.297;264;4.901;270;69;6.933
;10:15,01 a 20,00;0;10;6;1;26;3;452;80;1.619;43;27;2.267;0;0;2;0;0;2;165;41;928;63;20;1.221;0;10;8;1;26;5;617;121;2.547;106;47;3.488
;11:Mais de 20,00;0;3;0;0;2;1;90;35;1.798;59;30;2.018;0;0;0;0;0;0;20;4;817;24;17;882;0;3;0;0;2;1;110;39;2.615;83;47;2.900
;{ñ class};39;195;246;388;790;355;4.421;83;493;21;3;7.034;0;17;40;53;120;66;2.045;83;616;22;3;3.065;39;212;286;441;910;421;6.466;166;1.109;43;6;10.099
221100:Terezina - PI;Total;974;5.636;2.516;5.877;12.360;9.306;74.578;5.660;26.255;4.527;475;148.164;450;1.635;424;1.421;4.159;3.639;55.476;5.706;34.457;8.134;406;115.907;1.424;7.271;2.940;7.298;16.519;12.945;130.054;11.366;60.712;12.661;881;264.071
;00:Até 0,50;9;16;8;72;68;449;650;45;224;8;1;1.550;0;4;3;21;31;412;688;52;187;8;1;1.407;9;20;11;93;99;861;1.338;97;411;16;2;2.957
;01:0,51 a 1,00;125;386;243;732;1.370;1.231;9.148;466;1.168;48;5;14.922;35;113;70;250;693;638;9.581;715;2.119;88;6;14.308;160;499;313;982;2.063;1.869;18.729;1.181;3.287;136;11;29.230
;02:1,01 a 1,50;505;2.620;1.317;3.023;6.272;4.619;34.887;1.802;2.985;204;4;58.238;319;1.073;280;989;2.596;2.003;27.939;2.468;5.609;336;7;43.619;824;3.693;1.597;4.012;8.868;6.622;62.826;4.270;8.594;540;11;101.857
;03:1,51 a 2,00;121;752;409;904;1.872;1.370;12.395;874;2.831;468;9;22.005;30;209;18;43;312;275;7.057;1.005;4.287;1.065;4;14.305;151;961;427;947;2.184;1.645;19.452;1.879;7.118;1.533;13;36.310
;04:2,01 a 3,00;57;568;193;473;1.054;604;7.364;720;2.974;281;20;14.308;25;107;4;46;204;108;5.100;741;4.848;675;18;11.876;82;675;197;519;1.258;712;12.464;1.461;7.822;956;38;26.184
;05:3,01 a 4,00;15;496;36;55;524;329;3.633;1.041;3.936;1.565;23;11.653;12;42;1;7;77;36;1.727;343;5.188;3.677;24;11.134;27;538;37;62;601;365;5.360;1.384;9.124;5.242;47;22.787
;06:4,01 a 5,00;10;153;15;35;195;120;1.333;237;1.684;421;16;4.219;4;11;1;3;28;18;599;123;2.401;995;24;4.207;14;164;16;38;223;138;1.932;360;4.085;1.416;40;8.426
;07:5,01 a 7,00;4;78;10;63;130;48;1.239;167;2.160;239;47;4.185;5;6;0;0;22;13;747;75;3.624;460;42;4.994;9;84;10;63;152;61;1.986;242;5.784;699;89;9.179
;08:7,01 a 10,00;37;195;10;21;189;61;823;140;2.787;506;72;4.841;1;32;2;1;28;7;335;52;2.526;398;62;3.444;38;227;12;22;217;68;1.158;192;5.313;904;134;8.285
;09:10,01 a 15,00;2;38;5;4;50;24;435;60;2.677;520;182;3.997;1;3;0;0;6;5;205;17;1.872;328;165;2.602;3;41;5;4;56;29;640;77;4.549;848;347;6.599
;10:15,01 a 20,00;0;2;0;1;6;4;156;24;1.369;125;40;1.727;0;0;1;0;2;1;110;7;829;39;30;1.019;0;2;1;1;8;5;266;31;2.198;164;70;2.746
;11:Mais de 20,00;0;1;2;0;1;0;40;9;1.083;132;51;1.319;0;0;0;0;1;0;21;3;577;57;19;678;0;1;2;0;2;0;61;12;1.660;189;70;1.997
;{ñ class};89;331;268;494;629;447;2.475;75;377;10;5;5.200;18;35;44;61;159;123;1.367;105;390;8;4;2.314;107;366;312;555;788;570;3.842;180;767;18;9;7.514
230440:Fortaleza - CE;Total;1.681;9.822;5.871;18.794;34.683;20.559;252.860;18.415;66.887;3.223;1.299;434.094;352;2.007;1.655;6.004;12.292;8.874;177.751;17.519;98.418;4.010;1.314;330.196;2.033;11.829;7.526;24.798;46.975;29.433;430.611;35.934;165.305;7.233;2.613;764.290
;00:Até 0,50;11;44;17;101;213;475;2.574;246;695;37;7;4.420;13;41;16;93;315;503;2.685;236;632;39;3;4.576;24;85;33;194;528;978;5.259;482;1.327;76;10;8.996
;01:0,51 a 1,00;246;986;537;1.871;3.931;2.742;25.561;1.313;2.442;160;43;39.832;66;360;224;984;2.300;1.862;26.608;2.018;4.328;186;33;38.969;312;1.346;761;2.855;6.231;4.604;52.169;3.331;6.770;346;76;78.801
;02:1,01 a 1,50;1.002;4.475;2.809;9.420;17.839;10.879;107.769;4.571;6.097;220;29;165.110;231;1.206;1.190;3.653;7.954;5.110;90.799;6.659;12.956;270;41;130.069;1.233;5.681;3.999;13.073;25.793;15.989;198.568;11.230;19.053;490;70;295.179
;03:1,51 a 2,00;239;2.121;1.192;3.507;6.124;3.231;40.178;2.345;4.923;155;34;64.049;13;190;98;475;688;631;27.037;2.889;9.536;228;31;41.816;252;2.311;1.290;3.982;6.812;3.862;67.215;5.234;14.459;383;65;105.865
;04:2,01 a 3,00;58;1.104;671;2.080;3.486;1.709;30.109;2.948;8.971;277;55;51.468;5;43;13;424;250;255;13.827;2.665;16.990;449;69;34.990;63;1.147;684;2.504;3.736;1.964;43.936;5.613;25.961;726;124;86.458
;05:3,01 a 4,00;12;249;116;391;596;338;15.760;2.820;7.582;277;65;28.206;3;31;7;76;95;91;5.278;1.139;13.074;430;77;20.301;15;280;123;467;691;429;21.038;3.959;20.656;707;142;48.507
;06:4,01 a 5,00;5;100;54;180;350;143;9.763;1.774;6.057;284;69;18.779;1;8;6;34;108;48;3.251;724;8.992;404;72;13.648;6;108;60;214;458;191;13.014;2.498;15.049;688;141;32.427
;07:5,01 a 7,00;0;87;30;174;421;154;9.749;1.156;8.219;439;124;20.553;1;5;2;22;96;35;2.376;500;12.480;599;160;16.276;1;92;32;196;517;189;12.125;1.656;20.699;1.038;284;36.829
;08:7,01 a 10,00;2;18;4;44;65;68;2.475;505;6.492;430;186;10.289;1;1;0;7;12;8;905;222;8.486;632;236;10.510;3;19;4;51;77;76;3.380;727;14.978;1.062;422;20.799
;09:10,01 a 15,00;0;5;4;19;45;27;1.474;262;6.253;351;344;8.784;0;0;0;5;15;6;422;106;4.975;383;347;6.259;0;5;4;24;60;33;1.896;368;11.228;734;691;15.043
;10:15,01 a 20,00;0;0;0;8;9;4;677;100;3.994;221;198;5.211;1;0;0;1;2;1;203;41;2.536;166;157;3.108;1;0;0;9;11;5;880;141;6.530;387;355;8.319
;11:Mais de 20,00;0;0;0;1;8;16;455;77;3.934;260;119;4.870;0;0;0;1;2;2;143;13;2.128;115;67;2.471;0;0;0;2;10;18;598;90;6.062;375;186;7.341
;{ñ class};106;633;437;998;1.596;773;6.316;298;1.228;112;26;12.523;17;122;99;229;455;322;4.217;307;1.305;109;21;7.203;123;755;536;1.227;2.051;1.095;10.533;605;2.533;221;47;19.726
240810:Natal - RN;Total;657;2.875;2.795;7.053;9.043;10.485;88.594;4.753;34.388;1.205;561;162.409;247;1.162;1.034;3.804;3.465;5.202;62.862;4.623;44.697;1.134;439;128.669;904;4.037;3.829;10.857;12.508;15.687;151.456;9.376;79.085;2.339;1.000;291.078
;00:Até 0,50;1;25;21;68;63;387;1.112;60;282;6;0;2.025;10;16;12;61;81;509;1.333;84;232;15;6;2.359;11;41;33;129;144;896;2.445;144;514;21;6;4.384
;01:0,51 a 1,00;71;393;231;560;1.032;1.290;9.315;336;1.066;59;13;14.366;40;153;112;348;539;921;8.891;506;1.548;58;13;13.129;111;546;343;908;1.571;2.211;18.206;842;2.614;117;26;27.495
;02:1,01 a 1,50;292;1.553;1.055;2.758;3.960;4.279;35.701;1.190;2.226;45;14;53.073;114;791;607;1.826;2.123;2.848;30.937;1.754;4.581;87;19;45.687;406;2.344;1.662;4.584;6.083;7.127;66.638;2.944;6.807;132;33;98.760
;03:1,51 a 2,00;56;417;534;1.297;1.406;1.467;14.834;685;1.858;37;13;22.604;30;35;133;527;225;355;9.050;742;3.267;71;18;14.453;86;452;667;1.824;1.631;1.822;23.884;1.427;5.125;108;31;37.057
;04:2,01 a 3,00;112;174;404;782;1.311;916;11.479;1.059;6.432;77;21;22.767;22;16;56;538;190;184;6.226;769;9.593;110;39;17.743;134;190;460;1.320;1.501;1.100;17.705;1.828;16.025;187;60;40.510
;05:3,01 a 4,00;72;31;77;281;297;197;3.352;510;5.405;77;28;10.327;14;7;22;260;40;55;1.849;359;8.572;129;32;11.339;86;38;99;541;337;252;5.201;869;13.977;206;60;21.666
;06:4,01 a 5,00;14;13;73;118;127;243;3.738;308;3.579;78;14;8.305;4;4;4;54;18;22;1.240;142;4.941;92;27;6.548;18;17;77;172;145;265;4.978;450;8.520;170;41;14.853
;07:5,01 a 7,00;2;15;87;561;181;1.030;3.860;284;3.548;91;29;9.688;0;0;6;22;12;27;1.162;122;4.472;107;27;5.957;2;15;93;583;193;1.057;5.022;406;8.020;198;56;15.645
;08:7,01 a 10,00;0;2;38;312;85;226;1.607;106;2.401;133;34;4.944;2;0;3;14;6;11;428;37;2.552;141;45;3.239;2;2;41;326;91;237;2.035;143;4.953;274;79;8.183
;09:10,01 a 15,00;0;0;20;44;120;82;1.061;115;3.483;310;122;5.357;0;0;0;2;3;2;192;23;2.488;197;89;2.996;0;0;20;46;123;84;1.253;138;5.971;507;211;8.353
;10:15,01 a 20,00;0;0;16;11;8;6;234;32;2.226;159;199;2.891;0;0;2;1;0;0;56;7;1.295;88;93;1.542;0;0;18;12;8;6;290;39;3.521;247;292;4.433
;11:Mais de 20,00;0;1;1;4;8;3;43;8;1.596;114;63;1.841;0;0;1;0;0;0;9;3;740;28;18;799;0;1;2;4;8;3;52;11;2.336;142;81;2.640
;{ñ class};37;251;238;257;445;359;2.258;60;286;19;11;4.221;11;140;76;151;228;268;1.489;75;416;11;13;2.878;48;391;314;408;673;627;3.747;135;702;30;24;7.099
250750:João Pessoa - PB;Total;975;4.055;2.610;7.114;30.153;6.858;68.902;5.104;32.471;1.226;634;160.102;664;558;522;2.180;30.989;2.677;48.115;5.404;31.729;1.385;730;124.953;1.639;4.613;3.132;9.294;61.142;9.535;117.017;10.508;64.200;2.611;1.364;285.055
;00:Até 0,50;4;27;16;33;54;114;733;76;337;24;3;1.421;1;9;15;22;41;83;699;98;238;8;3;1.217;5;36;31;55;95;197;1.432;174;575;32;6;2.638
;01:0,51 a 1,00;98;306;182;592;3.416;827;8.309;697;1.138;37;5;15.607;24;99;97;341;3.964;652;9.199;1.039;1.597;61;14;17.087;122;405;279;933;7.380;1.479;17.508;1.736;2.735;98;19;32.694
;02:1,01 a 1,50;543;2.225;1.436;4.066;8.578;3.867;36.122;1.543;3.325;44;12;61.761;71;328;335;1.252;9.291;1.565;26.898;2.116;5.413;76;14;47.359;614;2.553;1.771;5.318;17.869;5.432;63.020;3.659;8.738;120;26;109.120
;03:1,51 a 2,00;91;647;486;1.228;3.404;1.057;11.092;781;2.656;55;20;21.517;54;33;33;186;4.001;147;5.182;827;3.678;68;15;14.224;145;680;519;1.414;7.405;1.204;16.274;1.608;6.334;123;35;35.741
;04:2,01 a 3,00;55;346;215;592;4.635;479;6.284;869;10.049;119;38;23.681;109;27;20;253;5.944;91;3.140;752;7.389;150;59;17.934;164;373;235;845;10.579;570;9.424;1.621;17.438;269;97;41.615
;05:3,01 a 4,00;20;91;58;141;3.433;97;1.637;370;3.091;120;40;9.098;31;4;2;33;3.016;10;705;185;3.622;127;52;7.787;51;95;60;174;6.449;107;2.342;555;6.713;247;92;16.885
;06:4,01 a 5,00;38;14;6;72;1.961;37;927;204;1.871;138;31;5.299;198;2;0;26;1.641;8;474;107;2.501;176;65;5.198;236;16;6;98;3.602;45;1.401;311;4.372;314;96;10.497
;07:5,01 a 7,00;47;42;12;64;1.594;25;994;235;2.403;148;80;5.644;131;18;0;3;1.482;7;379;92;1.988;243;96;4.439;178;60;12;67;3.076;32;1.373;327;4.391;391;176;10.083
;08:7,01 a 10,00;13;24;14;10;1.076;22;351;131;2.285;213;105;4.244;27;7;0;2;703;1;126;41;1.718;218;134;2.977;40;31;14;12;1.779;23;477;172;4.003;431;239;7.221
;09:10,01 a 15,00;5;12;2;7;580;11;193;69;2.183;173;190;3.425;4;3;1;7;337;3;44;28;1.559;154;196;2.336;9;15;3;14;917;14;237;97;3.742;327;386;5.761
;10:15,01 a 20,00;0;0;0;0;614;2;74;33;1.634;96;74;2.527;1;1;0;0;270;0;10;4;1.046;77;65;1.474;1;1;0;0;884;2;84;37;2.680;173;139;4.001
;11:Mais de 20,00;12;1;0;0;338;1;15;6;1.049;41;31;1.494;1;0;0;0;177;0;1;3;471;16;12;681;13;1;0;0;515;1;16;9;1.520;57;43;2.175
;{ñ class};49;320;183;309;470;319;2.171;90;450;18;5;4.384;12;27;19;55;122;110;1.258;112;509;11;5;2.240;61;347;202;364;592;429;3.429;202;959;29;10;6.624
261160:Recife - PE;Total;1.268;11.143;7.282;17.813;21.022;15.708;187.332;14.825;86.932;4.169;1.927;369.421;300;1.468;1.078;5.099;4.956;4.967;132.096;12.789;129.976;5.280;2.195;300.204;1.568;12.611;8.360;22.912;25.978;20.675;319.428;27.614;216.908;9.449;4.122;669.625
;00:Até 0,50;15;139;52;159;121;404;2.333;153;481;50;16;3.923;8;45;12;93;69;364;2.730;217;568;56;14;4.176;23;184;64;252;190;768;5.063;370;1.049;106;30;8.099
;01:0,51 a 1,00;78;584;461;927;1.097;1.323;13.771;698;2.005;159;53;21.156;42;219;117;425;658;783;15.475;1.163;4.232;172;55;23.341;120;803;578;1.352;1.755;2.106;29.246;1.861;6.237;331;108;44.497
;02:1,01 a 1,50;668;4.182;3.133;6.655;9.248;7.107;76.164;3.189;6.282;205;49;116.882;146;855;567;2.897;2.946;2.636;68.699;4.401;14.580;239;77;98.043;814;5.037;3.700;9.552;12.194;9.743;144.863;7.590;20.862;444;126;214.925
;03:1,51 a 2,00;231;2.598;1.729;3.441;4.739;3.237;40.501;2.252;8.473;168;39;67.408;25;133;111;636;521;463;22.766;2.344;18.537;231;65;45.832;256;2.731;1.840;4.077;5.260;3.700;63.267;4.596;27.010;399;104;113.240
;04:2,01 a 3,00;170;1.071;654;1.824;2.953;1.557;22.667;2.402;13.460;457;84;47.299;43;74;72;291;221;277;10.681;1.857;28.173;901;199;42.789;213;1.145;726;2.115;3.174;1.834;33.348;4.259;41.633;1.358;283;90.088
;05:3,01 a 4,00;33;216;169;860;729;377;8.023;1.471;10.211;423;122;22.634;11;14;26;233;62;66;3.174;937;16.166;734;201;21.624;44;230;195;1.093;791;443;11.197;2.408;26.377;1.157;323;44.258
;06:4,01 a 5,00;6;89;94;1.376;309;215;6.749;1.468;7.960;461;110;18.837;7;9;6;179;29;24;1.745;623;10.439;658;184;13.903;13;98;100;1.555;338;239;8.494;2.091;18.399;1.119;294;32.740
;07:5,01 a 7,00;6;63;82;851;227;180;5.138;1.376;9.866;644;209;18.642;5;12;10;78;22;37;1.519;523;13.304;823;279;16.612;11;75;92;929;249;217;6.657;1.899;23.170;1.467;488;35.254
;08:7,01 a 10,00;1;15;17;422;184;118;3.337;942;10.762;618;388;16.804;0;1;2;49;29;13;1.228;286;10.923;686;365;13.582;1;16;19;471;213;131;4.565;1.228;21.685;1.304;753;30.386
;09:10,01 a 15,00;1;4;9;78;84;94;1.378;432;7.912;489;544;11.025;0;1;2;9;27;38;412;146;6.516;433;538;8.122;1;5;11;87;111;132;1.790;578;14.428;922;1.082;19.147
;10:15,01 a 20,00;0;0;1;6;9;8;312;139;3.885;205;202;4.767;0;0;0;0;1;1;50;41;2.852;131;142;3.218;0;0;1;6;10;9;362;180;6.737;336;344;7.985
;11:Mais de 20,00;1;5;0;5;4;9;122;61;4.599;231;99;5.136;0;0;0;0;0;5;23;15;2.505;132;54;2.734;1;5;0;5;4;14;145;76;7.104;363;153;7.870
;{ñ class};58;2.177;881;1.209;1.318;1.079;6.837;242;1.036;59;12;14.908;13;105;153;209;371;260;3.594;236;1.181;84;22;6.228;71;2.282;1.034;1.418;1.689;1.339;10.431;478;2.217;143;34;21.136
270430:Maceió - AL;Total;773;5.335;2.694;6.220;8.935;7.950;80.514;6.428;25.105;4.119;1.076;149.149;159;697;523;1.466;3.043;3.049;55.042;5.052;33.563;7.152;1.157;110.903;932;6.032;3.217;7.686;11.978;10.999;135.556;11.480;58.668;11.271;2.233;260.052
;00:Até 0,50;7;39;16;84;69;400;918;55;210;17;4;1.819;4;13;9;41;35;308;993;103;206;15;2;1.729;11;52;25;125;104;708;1.911;158;416;32;6;3.548
;01:0,51 a 1,00;90;465;270;711;1.084;934;10.329;441;1.058;45;11;15.438;32;114;97;284;634;673;10.855;647;1.765;81;12;15.194;122;579;367;995;1.718;1.607;21.184;1.088;2.823;126;23;30.632
;02:1,01 a 1,50;374;2.534;1.297;3.019;4.043;3.387;35.868;1.310;2.298;107;23;54.260;58;421;302;881;1.704;1.476;28.101;1.779;4.853;173;23;39.771;432;2.955;1.599;3.900;5.747;4.863;63.969;3.089;7.151;280;46;94.031
;03:1,51 a 2,00;78;963;527;1.147;1.733;1.652;14.676;965;2.824;524;91;25.180;15;49;42;124;246;262;7.503;1.078;4.811;1.103;85;15.318;93;1.012;569;1.271;1.979;1.914;22.179;2.043;7.635;1.627;176;40.498
;04:2,01 a 3,00;41;379;202;486;740;732;7.644;817;3.637;728;71;15.477;14;16;8;20;99;113;3.475;588;6.566;2.240;142;13.281;55;395;210;506;839;845;11.119;1.405;10.203;2.968;213;28.758
;05:3,01 a 4,00;4;74;45;93;140;125;2.734;394;2.647;331;79;6.666;7;5;1;6;20;21;1.241;224;4.618;690;142;6.975;11;79;46;99;160;146;3.975;618;7.265;1.021;221;13.641
;06:4,01 a 5,00;9;29;10;39;76;66;1.720;1.099;2.798;478;97;6.421;3;1;0;3;31;9;503;246;3.094;1.151;156;5.197;12;30;10;42;107;75;2.223;1.345;5.892;1.629;253;11.618
;07:5,01 a 7,00;2;28;8;77;181;72;1.927;657;2.985;658;134;6.729;4;2;0;2;12;14;424;156;3.181;860;136;4.791;6;30;8;79;193;86;2.351;813;6.166;1.518;270;11.520
;08:7,01 a 10,00;0;5;4;16;55;53;1.192;382;2.111;463;151;4.432;2;0;0;0;5;5;209;64;1.688;458;138;2.569;2;5;4;16;60;58;1.401;446;3.799;921;289;7.001
;09:10,01 a 15,00;1;2;0;4;17;17;427;160;1.988;266;241;3.123;0;0;0;0;2;1;96;48;1.299;197;216;1.859;1;2;0;4;19;18;523;208;3.287;463;457;4.982
;10:15,01 a 20,00;0;1;1;1;3;4;96;34;1.024;190;106;1.460;0;0;0;0;0;0;10;7;535;58;68;678;0;1;1;1;3;4;106;41;1.559;248;174;2.138
;11:Mais de 20,00;0;0;0;0;2;0;25;19;1.146;290;58;1.540;0;0;0;0;0;1;3;7;518;101;30;660;0;0;0;0;2;1;28;26;1.664;391;88;2.200
;{ñ class};167;816;314;543;792;508;2.958;95;379;22;10;6.604;20;76;64;105;255;166;1.629;105;429;25;7;2.881;187;892;378;648;1.047;674;4.587;200;808;47;17;9.485
280030:Aracaju - SE;Total;293;2.852;1.871;5.402;7.781;7.572;65.158;5.936;21.131;1.379;253;119.628;48;433;432;1.180;2.919;2.951;48.448;5.605;31.301;1.893;330;95.540;341;3.285;2.303;6.582;10.700;10.523;113.606;11.541;52.432;3.272;583;215.168
;00:Até 0,50;3;34;28;104;96;427;1.084;96;258;13;4;2.147;4;17;15;72;98;377;1.317;143;298;12;10;2.363;7;51;43;176;194;804;2.401;239;556;25;14;4.510
;01:0,51 a 1,00;48;414;253;717;892;1.074;6.711;328;792;48;10;11.287;2;87;74;206;418;566;7.528;502;1.449;41;12;10.885;50;501;327;923;1.310;1.640;14.239;830;2.241;89;22;22.172
;02:1,01 a 1,50;168;1.441;893;2.550;3.259;3.452;28.128;1.440;1.715;44;19;43.109;32;225;266;646;1.405;1.418;24.812;2.150;4.040;53;25;35.072;200;1.666;1.159;3.196;4.664;4.870;52.940;3.590;5.755;97;44;78.181
;03:1,51 a 2,00;33;399;312;1.023;1.588;1.273;12.545;828;1.490;49;9;19.549;2;32;24;82;364;262;7.323;1.020;3.000;58;12;12.179;35;431;336;1.105;1.952;1.535;19.868;1.848;4.490;107;21;31.728
;04:2,01 a 3,00;8;166;135;342;705;495;6.866;785;2.280;72;22;11.876;1;4;7;32;262;128;3.509;838;4.814;107;41;9.743;9;170;142;374;967;623;10.375;1.623;7.094;179;63;21.619
;05:3,01 a 4,00;0;16;13;68;272;107;2.513;462;1.895;148;17;5.511;0;1;2;9;102;31;1.025;303;4.117;240;41;5.871;0;17;15;77;374;138;3.538;765;6.012;388;58;11.382
;06:4,01 a 5,00;1;8;14;35;146;70;1.505;575;3.103;169;28;5.654;0;0;2;5;31;13;531;208;5.582;319;43;6.734;1;8;16;40;177;83;2.036;783;8.685;488;71;12.388
;07:5,01 a 7,00;1;15;11;85;219;229;2.101;826;3.154;362;30;7.033;0;1;0;9;24;15;404;211;3.486;494;35;4.679;1;16;11;94;243;244;2.505;1.037;6.640;856;65;11.712
;08:7,01 a 10,00;0;5;6;46;75;72;994;300;1.967;160;29;3.654;1;0;0;4;11;6;260;85;1.755;261;30;2.413;1;5;6;50;86;78;1.254;385;3.722;421;59;6.067
;09:10,01 a 15,00;0;3;1;14;17;18;433;166;1.632;127;27;2.438;0;0;0;1;4;0;91;31;1.130;134;43;1.434;0;3;1;15;21;18;524;197;2.762;261;70;3.872
;10:15,01 a 20,00;0;0;0;0;3;4;105;29;1.061;95;13;1.310;0;0;0;0;1;0;23;2;468;112;15;621;0;0;0;0;4;4;128;31;1.529;207;28;1.931
;11:Mais de 20,00;0;0;0;0;2;1;37;9;1.355;72;39;1.515;0;0;0;0;0;0;14;1;672;43;20;750;0;0;0;0;2;1;51;10;2.027;115;59;2.265
;{ñ class};31;351;205;418;507;350;2.136;92;429;20;6;4.545;6;66;42;114;199;135;1.611;111;490;19;3;2.796;37;417;247;532;706;485;3.747;203;919;39;9;7.341
292740:Salvador - BA;Total;780;7.028;5.624;11.814;18.333;20.042;244.889;19.395;73.463;2.626;1.850;405.844;194;1.107;1.675;2.207;4.678;7.124;181.448;14.559;120.087;3.290;2.358;338.727;974;8.135;7.299;14.021;23.011;27.166;426.337;33.954;193.550;5.916;4.208;744.571
;00:Até 0,50;12;23;17;155;118;1.121;2.882;143;267;14;4;4.756;9;21;11;88;60;1.127;3.580;222;372;24;3;5.517;21;44;28;243;178;2.248;6.462;365;639;38;7;10.273
;01:0,51 a 1,00;89;521;573;911;1.604;2.491;25.052;891;1.688;129;27;33.976;30;210;704;457;953;1.656;33.928;1.509;4.263;208;23;43.941;119;731;1.277;1.368;2.557;4.147;58.980;2.400;5.951;337;50;77.917
;02:1,01 a 1,50;329;2.942;2.102;4.705;7.043;8.107;93.391;2.687;5.545;139;31;127.021;67;613;593;1.126;2.387;2.843;79.900;4.209;11.477;171;33;103.419;396;3.555;2.695;5.831;9.430;10.950;173.291;6.896;17.022;310;64;230.440
;03:1,51 a 2,00;133;1.536;1.340;2.621;3.860;3.480;44.117;1.747;5.596;153;42;64.625;36;102;124;188;467;556;26.863;2.184;10.576;212;36;41.344;169;1.638;1.464;2.809;4.327;4.036;70.980;3.931;16.172;365;78;105.969
;04:2,01 a 3,00;125;992;748;1.781;2.887;2.493;32.292;2.217;8.969;265;79;52.848;31;41;89;157;334;436;17.904;2.143;19.288;329;82;40.834;156;1.033;837;1.938;3.221;2.929;50.196;4.360;28.257;594;161;93.682
;05:3,01 a 4,00;33;278;177;401;783;515;11.190;2.042;9.190;225;81;24.915;5;21;36;38;77;99;5.722;1.107;16.717;288;100;24.210;38;299;213;439;860;614;16.912;3.149;25.907;513;181;49.125
;06:4,01 a 5,00;2;79;75;206;349;268;13.132;4.809;6.683;213;84;25.900;3;2;22;14;60;44;3.372;1.168;12.001;280;88;17.054;5;81;97;220;409;312;16.504;5.977;18.684;493;172;42.954
;07:5,01 a 7,00;2;50;47;126;313;336;10.382;2.427;9.673;348;227;23.931;3;2;11;3;26;70;2.912;819;16.642;536;316;21.340;5;52;58;129;339;406;13.294;3.246;26.315;884;543;45.271
