;;Sexo Trabalhador;Escolaridade após 2005
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;09:10,01 a 15,00;0;41;99;21;109;54;1.269;252;4.821;121;57;6.844;0;6;1;3;14;7;316;91;3.821;155;35;4.449;0;47;100;24;123;61;1.585;343;8.642;276;92;11.293
;10:15,01 a 20,00;0;12;29;3;28;15;395;51;2.293;132;24;2.982;0;1;0;0;0;1;65;19;1.261;98;10;1.455;0;13;29;3;28;16;460;70;3.554;230;34;4.437
;11:Mais de 20,00;0;2;10;0;4;8;177;22;3.353;201;19;3.796;0;0;0;0;1;1;27;7;1.357;118;15;1.526;0;2;10;0;5;9;204;29;4.710;319;34;5.322
;{ñ class};27;148;127;234;500;103;455;12;125;3;2;1.736;1;33;31;100;330;64;339;19;91;3;3;1.014;28;181;158;334;830;167;794;31;216;6;5;2.750
330455:Rio de Janeiro - RJ;Total;2.924;45.116;56.304;96.593;205.231;100.148;608.683;54.156;278.735;9.315;3.208;1.460.413;1.321;12.902;14.795;35.817;80.713;51.910;449.258;52.093;346.755;12.192;2.549;1.060.305;4.245;58.018;71.099;132.410;285.944;152.058;1.057.941;106.249;625.490;21.507;5.757;2.520.718
;00:Até 0,50;7;67;43;111;157;303;571;120;1.617;20;2;3.018;1;41;35;98;97;251;606;138;1.637;14;4;2.922;8;108;78;209;254;554;1.177;258;3.254;34;6;5.940
;01:0,51 a 1,00;18;329;281;1.364;1.925;5.869;8.617;773;4.527;86;22;23.811;21;218;286;1.275;1.748;6.567;13.597;1.216;5.043;80;24;30.075;39;547;567;2.639;3.673;12.436;22.214;1.989;9.570;166;46;53.886
;02:1,01 a 1,50;696;8.601;10.801;21.443;55.381;29.130;127.533;5.695;9.637;213;61;269.191;375;8.296;8.725;20.244;48.932;27.746;179.120;9.565;18.433;202;58;321.696;1.071;16.897;19.526;41.687;104.313;56.876;306.653;15.260;28.070;415;119;590.887
;03:1,51 a 2,00;891;10.775;12.683;24.249;52.339;23.739;122.382;6.790;14.099;230;63;268.240;829;2.837;3.120;7.880;16.445;10.384;106.297;9.324;25.234;277;51;182.678;1.720;13.612;15.803;32.129;68.784;34.123;228.679;16.114;39.333;507;114;450.918
;04:2,01 a 3,00;796;13.249;16.270;28.602;49.909;21.309;135.294;10.151;28.311;795;133;304.819;59;535;1.171;3.582;6.457;4.166;71.895;12.681;49.556;2.107;118;152.327;855;13.784;17.441;32.184;56.366;25.475;207.189;22.832;77.867;2.902;251;457.146
;05:3,01 a 4,00;238;5.154;7.442;10.684;18.439;7.169;61.694;6.768;25.973;796;144;144.501;4;122;269;633;1.829;883;24.606;6.665;50.035;1.731;155;86.932;242;5.276;7.711;11.317;20.268;8.052;86.300;13.433;76.008;2.527;299;231.433
;06:4,01 a 5,00;84;2.060;2.436;3.016;6.250;2.589;36.509;4.482;18.106;543;92;76.167;0;218;80;169;684;318;15.053;3.929;32.516;1.243;114;54.324;84;2.278;2.516;3.185;6.934;2.907;51.562;8.411;50.622;1.786;206;130.491
;07:5,01 a 7,00;30;2.198;1.487;2.294;7.407;2.574;51.609;7.081;31.317;948;274;107.219;0;144;72;236;1.268;283;17.465;3.930;46.768;1.871;271;72.308;30;2.342;1.559;2.530;8.675;2.857;69.074;11.011;78.085;2.819;545;179.527
;08:7,01 a 10,00;11;644;1.495;633;4.402;3.381;33.784;6.470;38.401;1.043;343;90.607;1;31;68;59;348;139;8.491;2.377;45.019;1.522;310;58.365;12;675;1.563;692;4.750;3.520;42.275;8.847;83.420;2.565;653;148.972
;09:10,01 a 15,00;1;225;654;232;980;1.376;14.485;3.509;41.100;1.093;555;64.210;0;15;36;32;162;75;4.177;1.111;35.608;1.179;567;42.962;1;240;690;264;1.142;1.451;18.662;4.620;76.708;2.272;1.122;107.172
;10:15,01 a 20,00;1;39;58;68;447;173;3.514;938;24.044;950;443;30.675;0;10;11;9;59;31;877;289;16.246;791;334;18.657;1;49;69;77;506;204;4.391;1.227;40.290;1.741;777;49.332
;11:Mais de 20,00;0;31;24;64;295;134;3.067;878;38.873;2.334;976;46.676;0;1;12;17;47;36;644;297;17.951;964;485;20.454;0;32;36;81;342;170;3.711;1.175;56.824;3.298;1.461;67.130
;{ñ class};151;1.744;2.630;3.833;7.300;2.402;9.624;501;2.730;264;100;31.279;31;434;910;1.583;2.637;1.031;6.430;571;2.709;211;58;16.605;182;2.178;3.540;5.416;9.937;3.433;16.054;1.072;5.439;475;158;47.884
355030:São Paulo - SP;Total;5.489;59.136;76.017;139.611;279.477;186.419;1.415.691;112.049;631.342;13.349;7.406;2.925.986;1.587;18.237;32.294;64.644;155.174;112.447;1.020.745;124.300;935.107;11.810;6.188;2.482.533;7.076;77.373;108.311;204.255;434.651;298.866;2.436.436;236.349;1.566.449;25.159;13.594;5.408.519
;00:Até 0,50;6;62;64;271;310;1.222;1.430;279;1.228;26;12;4.910;3;35;485;110;502;946;1.850;469;2.353;15;15;6.783;9;97;549;381;812;2.168;3.280;748;3.581;41;27;11.693
;01:0,51 a 1,00;53;393;505;2.135;3.476;14.459;22.539;2.273;6.557;201;124;52.715;46;542;1.080;2.850;8.247;14.537;39.408;3.630;13.619;141;123;84.223;99;935;1.585;4.985;11.723;28.996;61.947;5.903;20.176;342;247;136.938
;02:1,01 a 1,50;823;8.289;9.889;18.465;43.344;38.564;217.130;10.181;17.114;366;121;364.286;928;10.181;16.360;32.898;70.927;47.648;317.031;18.507;38.692;330;100;553.602;1.751;18.470;26.249;51.363;114.271;86.212;534.161;28.688;55.806;696;221;917.888
;03:1,51 a 2,00;1.697;18.078;18.847;37.742;82.133;53.053;359.139;16.344;27.052;437;140;614.662;382;4.102;6.985;16.429;40.783;28.795;280.302;24.203;55.955;481;108;458.525;2.079;22.180;25.832;54.171;122.916;81.848;639.441;40.547;83.007;918;248;1.073.187
;04:2,01 a 3,00;1.760;16.694;22.081;42.990;83.320;45.905;374.043;25.283;61.237;813;254;674.380;121;1.605;3.716;7.349;20.507;12.315;201.582;32.127;146.803;1.022;231;427.378;1.881;18.299;25.797;50.339;103.827;58.220;575.625;57.410;208.040;1.835;485;1.101.758
;05:3,01 a 4,00;573;6.639;11.028;18.222;29.870;14.677;159.815;15.970;63.430;805;277;321.306;13;384;1.406;1.443;5.098;3.246;76.288;16.839;132.926;1.107;318;239.068;586;7.023;12.434;19.665;34.968;17.923;236.103;32.809;196.356;1.912;595;560.374
;06:4,01 a 5,00;198;2.808;4.959;7.499;12.739;6.402;104.025;10.796;56.278;646;205;206.555;2;107;405;500;2.035;1.375;37.007;9.635;107.512;908;281;159.767;200;2.915;5.364;7.999;14.774;7.777;141.032;20.431;163.790;1.554;486;366.322
;07:5,01 a 7,00;101;1.919;2.926;4.510;8.954;4.722;94.698;12.002;89.666;1.267;606;221.371;4;80;227;355;1.578;997;31.641;8.545;148.532;1.624;518;194.101;105;1.999;3.153;4.865;10.532;5.719;126.339;20.547;238.198;2.891;1.124;415.472
;08:7,01 a 10,00;22;673;913;1.637;5.228;2.398;41.920;8.853;91.775;1.689;771;155.879;2;37;64;83;671;440;15.394;5.122;121.616;1.842;702;145.973;24;710;977;1.720;5.899;2.838;57.314;13.975;213.391;3.531;1.473;301.852
;09:10,01 a 15,00;9;239;323;519;1.241;957;16.352;5.607;90.733;2.090;1.555;119.625;0;19;29;53;193;163;5.942;2.730;89.413;1.863;1.372;101.777;9;258;352;572;1.434;1.120;22.294;8.337;180.146;3.953;2.927;221.402
;10:15,01 a 20,00;1;32;69;80;262;186;4.461;1.793;46.358;1.514;1.063;55.819;0;5;9;9;55;50;1.244;726;34.337;953;1.005;38.393;1;37;78;89;317;236;5.705;2.519;80.695;2.467;2.068;94.212
;11:Mais de 20,00;0;19;36;67;152;172;2.769;1.720;75.788;3.250;2.161;86.134;0;4;9;15;39;33;788;550;37.888;1.358;1.356;42.040;0;23;45;82;191;205;3.557;2.270;113.676;4.608;3.517;128.174
;{ñ class};246;3.291;4.377;5.474;8.448;3.702;17.370;948;4.126;245;117;48.344;86;1.136;1.519;2.550;4.539;1.902;12.268;1.217;5.461;166;59;30.903;332;4.427;5.896;8.024;12.987;5.604;29.638;2.165;9.587;411;176;79.247
410690:Curitiba - PR;Total;547;7.395;8.655;18.382;41.581;32.229;226.803;18.870;108.806;3.552;1.298;468.118;346;4.186;5.631;11.992;29.708;21.951;182.322;17.479;167.196;3.953;1.124;445.888;893;11.581;14.286;30.374;71.289;54.180;409.125;36.349;276.002;7.505;2.422;914.006
;00:Até 0,50;0;10;9;33;50;53;213;37;251;11;6;673;2;17;26;71;116;53;239;27;254;11;4;820;2;27;35;104;166;106;452;64;505;22;10;1.493
;01:0,51 a 1,00;5;78;78;583;505;2.710;2.268;199;789;91;24;7.330;24;228;440;1.011;1.986;2.909;3.852;338;1.032;93;19;11.932;29;306;518;1.594;2.491;5.619;6.120;537;1.821;184;43;19.262
;02:1,01 a 1,50;162;1.233;1.201;3.018;6.523;6.764;31.856;1.846;2.013;128;54;54.798;192;2.099;2.577;5.853;14.154;9.122;51.282;2.980;4.256;127;23;92.665;354;3.332;3.778;8.871;20.677;15.886;83.138;4.826;6.269;255;77;147.463
;03:1,51 a 2,00;155;2.117;1.991;4.451;10.759;8.017;46.978;2.744;4.588;105;33;81.938;89;1.135;1.364;2.987;7.781;5.823;51.436;3.903;10.752;131;44;85.445;244;3.252;3.355;7.438;18.540;13.840;98.414;6.647;15.340;236;77;167.383
;04:2,01 a 3,00;147;2.133;2.607;5.692;13.172;8.484;62.294;4.253;10.271;232;77;109.362;18;318;542;944;3.010;2.449;41.334;4.588;24.609;263;73;78.148;165;2.451;3.149;6.636;16.182;10.933;103.628;8.841;34.880;495;150;187.510
;05:3,01 a 4,00;32;730;1.071;1.872;4.772;2.741;27.019;2.590;12.145;300;63;53.335;0;71;154;176;664;519;14.454;2.283;31.761;459;89;50.630;32;801;1.225;2.048;5.436;3.260;41.473;4.873;43.906;759;152;103.965
;06:4,01 a 5,00;11;308;451;766;1.786;1.055;18.640;1.760;11.482;253;52;36.564;0;34;57;82;263;198;6.985;1.175;25.444;409;76;34.723;11;342;508;848;2.049;1.253;25.625;2.935;36.926;662;128;71.287
;07:5,01 a 7,00;5;287;454;612;1.395;921;20.672;2.767;17.424;421;102;45.060;0;40;58;90;234;248;6.899;1.262;28.265;596;108;37.800;5;327;512;702;1.629;1.169;27.571;4.029;45.689;1.017;210;82.860
;08:7,01 a 10,00;1;50;98;215;551;475;8.969;1.555;17.594;538;148;30.194;0;10;17;41;71;87;2.514;524;20.363;623;121;24.371;1;60;115;256;622;562;11.483;2.079;37.957;1.161;269;54.565
;09:10,01 a 15,00;1;16;39;104;251;227;3.830;783;14.708;611;273;20.843;0;1;7;14;40;42;883;233;11.267;665;228;13.380;1;17;46;118;291;269;4.713;1.016;25.975;1.276;501;34.223
;10:15,01 a 20,00;0;2;9;12;37;20;750;129;6.867;370;218;8.414;0;0;0;0;7;4;119;33;4.071;291;184;4.709;0;2;9;12;44;24;869;162;10.938;661;402;13.123
;11:Mais de 20,00;0;2;4;4;15;10;387;99;10.101;403;205;11.230;0;0;0;0;1;4;39;9;4.465;206;127;4.851;0;2;4;4;16;14;426;108;14.566;609;332;16.081
;{ñ class};28;429;643;1.020;1.765;752;2.927;108;573;89;43;8.377;21;233;389;723;1.381;493;2.286;124;657;79;28;6.414;49;662;1.032;1.743;3.146;1.245;5.213;232;1.230;168;71;14.791
420540:Florianópolis - SC;Total;182;1.292;1.989;5.162;11.318;6.416;53.274;6.613;52.448;1.796;816;141.306;145;1.128;1.629;4.159;8.297;5.184;46.753;6.834;59.234;2.000;621;135.984;327;2.420;3.618;9.321;19.615;11.600;100.027;13.447;111.682;3.796;1.437;277.290
;00:Até 0,50;0;0;1;9;15;40;54;10;91;2;2;224;0;8;9;25;40;40;75;6;70;4;3;280;0;8;10;34;55;80;129;16;161;6;5;504
;01:0,51 a 1,00;4;12;21;244;207;626;735;111;430;18;6;2.414;9;79;81;439;645;739;1.579;232;604;25;10;4.442;13;91;102;683;852;1.365;2.314;343;1.034;43;16;6.856
;02:1,01 a 1,50;33;163;201;604;1.545;1.185;7.267;664;858;43;14;12.577;57;416;671;1.814;3.522;1.783;12.579;1.385;1.784;32;7;24.050;90;579;872;2.418;5.067;2.968;19.846;2.049;2.642;75;21;36.627
;03:1,51 a 2,00;51;352;433;1.201;2.833;1.817;13.716;1.002;1.345;34;12;22.796;38;337;362;927;2.065;1.588;16.124;1.705;2.829;35;5;26.015;89;689;795;2.128;4.898;3.405;29.840;2.707;4.174;69;17;48.811
;04:2,01 a 3,00;61;355;647;1.476;3.711;1.517;14.735;1.600;3.072;56;14;27.244;11;87;133;325;984;632;9.714;1.808;5.630;84;12;19.420;72;442;780;1.801;4.695;2.149;24.449;3.408;8.702;140;26;46.664
;05:3,01 a 4,00;14;161;241;639;1.221;497;4.994;824;3.374;86;15;12.066;1;19;48;48;130;94;2.436;736;6.945;135;20;10.612;15;180;289;687;1.351;591;7.430;1.560;10.319;221;35;22.678
;06:4,01 a 5,00;4;52;79;254;396;183;2.269;601;7.056;120;24;11.038;0;9;11;31;61;40;1.084;340;8.269;231;22;10.098;4;61;90;285;457;223;3.353;941;15.325;351;46;21.136
;07:5,01 a 7,00;1;33;73;251;470;208;5.509;1.146;10.942;222;52;18.907;0;7;8;34;81;15;1.117;330;14.233;395;58;16.278;1;40;81;285;551;223;6.626;1.476;25.175;617;110;35.185
;08:7,01 a 10,00;0;10;32;94;166;72;1.503;306;8.732;370;50;11.335;0;1;2;4;24;11;441;107;8.499;434;56;9.579;0;11;34;98;190;83;1.944;413;17.231;804;106;20.914
;09:10,01 a 15,00;0;8;23;31;95;41;898;186;6.800;351;385;8.818;0;5;3;7;24;8;401;65;5.499;355;317;6.684;0;13;26;38;119;49;1.299;251;12.299;706;702;15.502
;10:15,01 a 20,00;0;5;2;12;31;15;463;71;3.963;166;91;4.819;0;0;1;2;8;4;72;21;2.369;138;61;2.676;0;5;3;14;39;19;535;92;6.332;304;152;7.495
;11:Mais de 20,00;0;1;0;2;10;9;128;27;5.600;323;145;6.245;0;0;1;4;3;2;24;18;2.297;126;48;2.523;0;1;1;6;13;11;152;45;7.897;449;193;8.768
;{ñ class};14;140;236;345;618;206;1.003;65;185;5;6;2.823;29;160;299;499;710;228;1.107;81;206;6;2;3.327;43;300;535;844;1.328;434;2.110;146;391;11;8;6.150
431490:Porto Alegre - RS;Total;491;5.831;5.623;24.620;41.970;28.281;149.294;22.398;88.410;2.334;1.051;370.303;363;2.420;3.093;13.739;25.870;19.090;145.306;33.832;132.579;2.680;1.084;380.056;854;8.251;8.716;38.359;67.840;47.371;294.600;56.230;220.989;5.014;2.135;750.359
;00:Até 0,50;1;167;15;170;89;331;337;43;177;5;1;1.336;10;46;40;217;189;294;381;36;163;9;1;1.386;11;213;55;387;278;625;718;79;340;14;2;2.722
;01:0,51 a 1,00;11;545;85;1.427;836;2.138;2.326;308;600;35;7;8.318;41;322;236;1.975;2.060;2.766;5.602;554;843;18;5;14.422;52;867;321;3.402;2.896;4.904;7.928;862;1.443;53;12;22.740
;02:1,01 a 1,50;132;828;1.063;4.420;7.363;5.656;24.018;1.735;1.807;65;17;47.104;179;1.031;1.168;5.357;10.872;7.994;42.081;3.176;4.313;49;6;76.226;311;1.859;2.231;9.777;18.235;13.650;66.099;4.911;6.120;114;23;123.330
;03:1,51 a 2,00;152;1.355;1.627;6.784;11.635;7.114;36.693;2.956;5.387;80;13;73.796;72;534;734;2.880;6.445;4.244;36.433;5.278;11.718;106;14;68.458;224;1.889;2.361;9.664;18.080;11.358;73.126;8.234;17.105;186;27;142.254
;04:2,01 a 3,00;99;1.244;1.408;5.652;10.731;5.881;38.501;4.879;8.216;136;18;76.765;22;168;439;1.443;2.888;1.821;28.976;10.145;27.689;175;44;73.810;121;1.412;1.847;7.095;13.619;7.702;67.477;15.024;35.905;311;62;150.575
;05:3,01 a 4,00;22;451;549;2.123;3.641;1.868;16.020;3.370;11.366;165;24;39.599;4;39;163;453;693;411;11.438;5.954;21.016;217;46;40.434;26;490;712;2.576;4.334;2.279;27.458;9.324;32.382;382;70;80.033
;06:4,01 a 5,00;20;238;234;1.054;1.325;775;7.597;2.195;9.696;140;37;23.311;1;29;67;217;351;232;6.164;2.897;12.563;174;34;22.729;21;267;301;1.271;1.676;1.007;13.761;5.092;22.259;314;71;46.040
;07:5,01 a 7,00;5;204;158;966;1.876;1.316;8.561;2.742;11.241;290;86;27.445;0;24;13;99;327;233;5.099;3.089;16.628;368;112;25.992;5;228;171;1.065;2.203;1.549;13.660;5.831;27.869;658;198;53.437
;08:7,01 a 10,00;2;59;53;456;1.800;1.629;6.432;1.979;11.384;402;138;24.334;0;4;6;18;168;157;3.360;1.428;14.146;549;177;20.013;2;63;59;474;1.968;1.786;9.792;3.407;25.530;951;315;44.347
;09:10,01 a 15,00;1;18;18;88;493;566;3.837;1.254;12.145;460;227;19.107;0;2;1;17;66;89;1.648;620;12.069;609;274;15.395;1;20;19;105;559;655;5.485;1.874;24.214;1.069;501;34.502
;10:15,01 a 20,00;0;1;2;20;63;63;1.027;404;6.659;210;177;8.626;0;0;0;1;6;3;224;145;5.295;206;173;6.053;0;1;2;21;69;66;1.251;549;11.954;416;350;14.679
;11:Mais de 20,00;0;3;1;13;73;41;448;257;9.255;309;290;10.690;0;1;1;1;5;3;59;69;5.363;158;190;5.850;0;4;2;14;78;44;507;326;14.618;467;480;16.540
;{ñ class};46;718;410;1.447;2.045;903;3.497;276;477;37;16;9.872;34;220;225;1.061;1.800;843;3.841;441;773;42;8;9.288;80;938;635;2.508;3.845;1.746;7.338;717;1.250;79;24;19.160
500270:Campo Grande - MS;Total;332;3.333;3.418;10.297;14.574;11.910;65.173;7.952;29.512;1.260;513;148.274;95;1.445;2.474;4.056;7.936;7.273;53.722;7.026;40.835;1.516;524;126.902;427;4.778;5.892;14.353;22.510;19.183;118.895;14.978;70.347;2.776;1.037;275.176
;00:Até 0,50;0;8;12;62;49;248;131;6;86;2;0;604;0;17;95;63;50;294;166;9;107;1;0;802;0;25;107;125;99;542;297;15;193;3;0;1.406
;01:0,51 a 1,00;7;83;85;282;349;1.004;1.011;100;358;4;1;3.284;9;107;238;386;424;1.124;1.825;238;497;15;4;4.867;16;190;323;668;773;2.128;2.836;338;855;19;5;8.151
;02:1,01 a 1,50;159;1.089;1.125;3.203;4.569;4.162;19.060;1.381;1.062;24;5;35.839;68;863;1.590;2.439;4.512;3.788;25.694;2.424;2.630;27;4;44.039;227;1.952;2.715;5.642;9.081;7.950;44.754;3.805;3.692;51;9;79.878
;03:1,51 a 2,00;98;891;837;2.635;3.927;2.637;15.248;1.176;1.317;22;5;28.793;11;279;276;634;1.400;1.137;11.696;1.529;2.938;36;7;19.943;109;1.170;1.113;3.269;5.327;3.774;26.944;2.705;4.255;58;12;48.736
;04:2,01 a 3,00;45;743;787;2.462;3.442;2.205;14.196;1.408;2.812;97;8;28.205;4;61;86;175;870;449;7.744;1.276;5.072;119;11;15.867;49;804;873;2.637;4.312;2.654;21.940;2.684;7.884;216;19;44.072
;05:3,01 a 4,00;12;220;211;691;983;679;5.338;1.140;3.121;111;10;12.516;0;15;15;43;162;114;2.344;630;5.312;166;23;8.824;12;235;226;734;1.145;793;7.682;1.770;8.433;277;33;21.340
;06:4,01 a 5,00;2;82;84;240;295;287;3.003;1.046;3.531;111;17;8.698;0;9;2;19;37;68;1.319;390;6.363;187;22;8.416;2;91;86;259;332;355;4.322;1.436;9.894;298;39;17.114
;07:5,01 a 7,00;0;31;44;164;270;235;3.385;873;5.135;151;25;10.313;0;4;1;12;54;33;1.076;264;7.072;247;38;8.801;0;35;45;176;324;268;4.461;1.137;12.207;398;63;19.114
;08:7,01 a 10,00;0;17;12;57;148;105;1.719;422;4.099;307;37;6.923;0;2;1;6;15;23;386;121;5.152;362;39;6.107;0;19;13;63;163;128;2.105;543;9.251;669;76;13.030
;09:10,01 a 15,00;0;1;1;15;44;43;787;277;3.427;247;129;4.971;0;0;1;2;8;21;249;56;3.197;218;145;3.897;0;1;2;17;52;64;1.036;333;6.624;465;274;8.868
;10:15,01 a 20,00;0;0;0;4;7;17;206;34;1.599;74;171;2.112;0;0;0;1;3;5;49;8;1.060;75;153;1.354;0;0;0;5;10;22;255;42;2.659;149;324;3.466
;11:Mais de 20,00;0;2;1;2;5;8;72;46;2.797;98;102;3.133;0;0;0;0;1;6;12;4;1.126;55;76;1.280;0;2;1;2;6;14;84;50;3.923;153;178;4.413
;{ñ class};9;166;219;480;486;280;1.017;43;168;12;3;2.883;3;88;169;276;400;211;1.162;77;309;8;2;2.705;12;254;388;756;886;491;2.179;120;477;20;5;5.588
510340:Cuiabá - MT;Total;344;2.439;2.233;5.217;9.466;9.793;68.808;4.083;31.524;1.199;269;135.375;85;729;786;1.721;4.084;5.276;50.007;4.457;39.295;1.719;268;108.427;429;3.168;3.019;6.938;13.550;15.069;118.815;8.540;70.819;2.918;537;243.802
;00:Até 0,50;0;8;1;41;12;345;114;5;23;1;0;550;1;6;3;33;19;338;115;8;33;0;0;556;1;14;4;74;31;683;229;13;56;1;0;1.106
;01:0,51 a 1,00;10;65;46;111;138;781;951;68;354;6;1;2.531;2;32;31;97;133;750;1.183;105;496;5;3;2.837;12;97;77;208;271;1.531;2.134;173;850;11;4;5.368
;02:1,01 a 1,50;142;676;575;1.132;2.419;2.933;16.155;652;1.022;38;1;25.745;62;470;547;1.074;2.306;2.853;21.372;1.374;2.098;81;3;32.240;204;1.146;1.122;2.206;4.725;5.786;37.527;2.026;3.120;119;4;57.985
;03:1,51 a 2,00;108;696;657;1.388;2.590;2.464;15.641;804;1.113;27;1;25.489;9;125;135;297;897;804;10.848;1.027;2.534;64;2;16.742;117;821;792;1.685;3.487;3.268;26.489;1.831;3.647;91;3;42.231
;04:2,01 a 3,00;59;606;566;1.390;2.468;1.983;15.282;1.032;2.378;61;5;25.830;6;41;32;104;425;321;8.882;1.088;4.699;70;7;15.675;65;647;598;1.494;2.893;2.304;24.164;2.120;7.077;131;12;41.505
;05:3,01 a 4,00;3;168;148;543;842;675;7.753;649;3.343;84;9;14.217;0;6;3;26;92;59;2.698;390;5.957;106;5;9.342;3;174;151;569;934;734;10.451;1.039;9.300;190;14;23.559
;06:4,01 a 5,00;4;85;70;178;330;239;3.437;255;3.540;142;6;8.286;0;5;0;14;36;29;1.284;192;6.365;192;8;8.125;4;90;70;192;366;268;4.721;447;9.905;334;14;16.411
;07:5,01 a 7,00;3;25;32;153;235;142;4.437;282;5.788;239;23;11.359;0;8;0;5;35;17;1.443;132;6.671;361;35;8.707;3;33;32;158;270;159;5.880;414;12.459;600;58;20.066
;08:7,01 a 10,00;0;10;6;60;87;46;2.985;153;4.748;212;26;8.333;0;2;0;4;15;12;838;67;4.561;312;43;5.854;0;12;6;64;102;58;3.823;220;9.309;524;69;14.187
;09:10,01 a 15,00;0;4;7;17;30;18;870;98;4.296;202;129;5.671;0;1;0;0;6;4;527;28;3.035;293;112;4.006;0;5;7;17;36;22;1.397;126;7.331;495;241;9.677
;10:15,01 a 20,00;0;2;4;5;10;11;338;27;1.965;93;27;2.482;0;0;0;1;3;1;166;8;1.447;172;30;1.828;0;2;4;6;13;12;504;35;3.412;265;57;4.310
;11:Mais de 20,00;0;1;4;2;5;6;204;22;2.832;88;39;3.203;0;0;0;0;0;1;140;4;1.246;51;18;1.460;0;1;4;2;5;7;344;26;4.078;139;57;4.663
;{ñ class};15;93;117;197;300;150;641;36;122;6;2;1.679;5;33;35;66;117;87;511;34;153;12;2;1.055;20;126;152;263;417;237;1.152;70;275;18;4;2.734
520870:Goiânia - GO;Total;867;7.899;8.140;18.766;30.683;29.179;147.094;10.389;63.826;1.492;494;318.829;227;2.058;3.041;7.376;15.477;17.366;122.032;10.797;100.254;1.454;490;280.572;1.094;9.957;11.181;26.142;46.160;46.545;269.126;21.186;164.080;2.946;984;599.401
;00:Até 0,50;3;28;12;649;87;2.247;227;43;227;2;5;3.530;1;7;10;318;29;2.532;239;42;203;4;0;3.385;4;35;22;967;116;4.779;466;85;430;6;5;6.915
;01:0,51 a 1,00;38;161;232;616;901;2.259;3.912;288;1.451;33;8;9.899;19;86;135;431;688;1.981;4.551;346;3.143;23;7;11.410;57;247;367;1.047;1.589;4.240;8.463;634;4.594;56;15;21.309
;02:1,01 a 1,50;337;2.023;1.901;4.164;8.971;9.643;41.309;2.154;4.941;58;9;75.510;174;1.267;1.711;3.164;9.391;8.280;55.672;3.245;11.162;49;12;94.127;511;3.290;3.612;7.328;18.362;17.923;96.981;5.399;16.103;107;21;169.637
;03:1,51 a 2,00;236;1.809;1.977;4.503;7.679;6.200;32.138;1.927;5.069;59;18;61.615;22;381;685;1.185;3.197;2.651;27.623;2.540;10.717;58;6;49.065;258;2.190;2.662;5.688;10.876;8.851;59.761;4.467;15.786;117;24;110.680
;04:2,01 a 3,00;147;1.888;2.242;4.774;7.653;5.261;31.644;2.414;7.248;98;12;63.381;4;203;305;1.149;1.269;1.209;16.647;2.319;12.687;105;15;35.912;151;2.091;2.547;5.923;8.922;6.470;48.291;4.733;19.935;203;27;99.293
;05:3,01 a 4,00;46;760;839;1.951;2.596;1.674;11.024;1.163;5.541;132;24;25.750;1;44;69;714;276;271;5.605;933;10.450;139;19;18.521;47;804;908;2.665;2.872;1.945;16.629;2.096;15.991;271;43;44.271
;06:4,01 a 5,00;11;335;314;568;1.008;711;5.486;738;4.781;101;26;14.079;0;5;17;104;160;99;3.391;495;11.054;121;27;15.473;11;340;331;672;1.168;810;8.877;1.233;15.835;222;53;29.552
;07:5,01 a 7,00;5;324;203;365;694;480;8.007;769;11.530;197;36;22.610;0;10;12;71;121;79;4.102;424;19.628;250;34;24.731;5;334;215;436;815;559;12.109;1.193;31.158;447;70;47.341
;08:7,01 a 10,00;0;175;81;579;268;199;7.828;426;9.035;250;36;18.877;0;4;5;80;33;30;1.850;216;10.777;251;55;13.301;0;179;86;659;301;229;9.678;642;19.812;501;91;32.178
;09:10,01 a 15,00;0;60;12;62;125;75;2.533;258;6.794;295;183;10.397;0;1;2;24;33;14;750;108;6.197;300;204;7.633;0;61;14;86;158;89;3.283;366;12.991;595;387;18.030
;10:15,01 a 20,00;0;9;1;4;20;20;692;75;2.821;120;58;3.820;0;3;1;1;3;4;174;20;1.980;87;57;2.330;0;12;2;5;23;24;866;95;4.801;207;115;6.150
;11:Mais de 20,00;0;3;3;8;7;12;718;48;4.014;101;70;4.984;0;0;0;0;2;0;79;12;1.852;37;49;2.031;0;3;3;8;9;12;797;60;5.866;138;119;7.015
;{ñ class};44;324;323;523;674;398;1.576;86;374;46;9;4.377;6;47;89;135;275;216;1.349;97;404;30;5;2.653;50;371;412;658;949;614;2.925;183;778;76;14;7.030
530010:Brasília - DF;Total;1.466;12.550;9.594;28.087;137.329;40.588;324.984;24.531;184.636;6.761;2.052;772.578;534;3.833;3.445;11.382;28.274;23.093;206.091;31.126;175.800;6.188;1.528;491.294;2.000;16.383;13.039;39.469;165.603;63.681;531.075;55.657;360.436;12.949;3.580;1.263.872
;00:Até 0,50;0;30;12;352;266;1.597;429;54;246;5;13;3.004;1;13;12;208;102;1.443;439;33;240;2;8;2.501;1;43;24;560;368;3.040;868;87;486;7;21;5.505
