;;Sexo Trabalhador;Escolaridade após 2005
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
230440:Fortaleza - CE;Total;1.609;11.014;7.546;22.993;45.489;26.272;226.150;18.165;67.060;6.107;1.041;433.446;246;1.972;2.568;8.497;18.275;13.072;173.398;19.596;86.591;14.234;1.138;339.587;1.855;12.986;10.114;31.490;63.764;39.344;399.548;37.761;153.651;20.341;2.179;773.033
;00:Até 0,50;9;11;7;74;200;470;882;216;830;8;1;2.708;3;8;3;66;117;461;1.075;170;876;16;0;2.795;12;19;10;140;317;931;1.957;386;1.706;24;1;5.503
;01:0,51 a 1,00;136;410;274;1.003;2.019;2.069;9.432;1.019;2.734;87;13;19.196;15;137;153;484;1.238;1.593;11.257;1.307;3.746;95;11;20.036;151;547;427;1.487;3.257;3.662;20.689;2.326;6.480;182;24;39.232
;02:1,01 a 1,50;1.014;4.945;3.944;12.920;25.606;15.095;111.924;4.455;6.110;250;24;186.287;207;1.421;2.172;6.721;14.501;8.931;117.410;7.503;12.550;723;30;172.169;1.221;6.366;6.116;19.641;40.107;24.026;229.334;11.958;18.660;973;54;358.456
;03:1,51 a 2,00;287;2.943;1.701;4.561;8.621;4.133;39.265;2.508;5.043;350;21;69.433;8;176;110;549;986;1.045;19.751;3.344;8.792;482;17;35.260;295;3.119;1.811;5.110;9.607;5.178;59.016;5.852;13.835;832;38;104.693
;04:2,01 a 3,00;105;1.637;1.084;2.623;4.529;2.366;29.620;3.249;8.656;651;91;54.611;1;67;36;310;559;525;12.816;3.437;15.426;1.111;81;34.369;106;1.704;1.120;2.933;5.088;2.891;42.436;6.686;24.082;1.762;172;88.980
;05:3,01 a 4,00;8;340;196;568;1.222;649;15.941;2.783;8.731;680;90;31.208;1;35;16;114;239;143;3.945;1.450;11.505;2.373;79;19.900;9;375;212;682;1.461;792;19.886;4.233;20.236;3.053;169;51.108
;06:4,01 a 5,00;0;167;50;296;1.540;674;7.856;1.353;5.917;465;60;18.378;0;11;5;32;122;77;1.855;712;7.134;1.587;75;11.610;0;178;55;328;1.662;751;9.711;2.065;13.051;2.052;135;29.988
;07:5,01 a 7,00;3;154;45;309;730;257;5.387;966;7.969;815;125;16.760;0;17;4;56;151;78;2.463;821;10.596;3.704;171;18.061;3;171;49;365;881;335;7.850;1.787;18.565;4.519;296;34.821
;08:7,01 a 10,00;2;50;18;66;195;112;1.992;674;6.594;885;135;10.723;0;10;0;12;39;41;802;327;6.030;2.020;210;9.491;2;60;18;78;234;153;2.794;1.001;12.624;2.905;345;20.214
;09:10,01 a 15,00;0;9;8;35;57;50;1.155;439;6.177;933;236;9.099;0;0;0;4;10;15;442;234;4.597;1.180;250;6.732;0;9;8;39;67;65;1.597;673;10.774;2.113;486;15.831
;10:15,01 a 20,00;0;6;2;19;15;11;500;207;3.227;369;116;4.472;0;0;0;3;7;2;163;110;2.178;300;115;2.878;0;6;2;22;22;13;663;317;5.405;669;231;7.350
;11:Mais de 20,00;0;8;1;9;10;15;256;155;4.444;363;119;5.380;0;0;0;1;2;3;75;43;2.371;199;87;2.781;0;8;1;10;12;18;331;198;6.815;562;206;8.161
;{ñ class};45;334;216;510;745;371;1.940;141;628;251;10;5.191;11;90;69;145;304;158;1.344;138;790;444;12;3.505;56;424;285;655;1.049;529;3.284;279;1.418;695;22;8.696
240810:Natal - RN;Total;553;4.357;4.482;9.570;10.281;11.832;87.910;4.615;31.102;741;262;165.705;110;1.617;1.911;5.858;4.461;5.770;67.976;4.918;40.455;608;211;133.895;663;5.974;6.393;15.428;14.742;17.602;155.886;9.533;71.557;1.349;473;299.600
;00:Até 0,50;1;9;19;44;61;367;475;39;256;5;0;1.276;0;11;23;52;67;457;688;35;163;7;1;1.504;1;20;42;96;128;824;1.163;74;419;12;1;2.780
;01:0,51 a 1,00;42;176;123;284;349;506;2.814;153;760;19;4;5.230;12;139;79;226;348;579;3.178;182;853;44;5;5.645;54;315;202;510;697;1.085;5.992;335;1.613;63;9;10.875
;02:1,01 a 1,50;370;2.550;1.909;3.824;5.592;5.934;39.034;1.366;2.136;33;10;62.758;84;1.229;1.217;2.945;3.264;3.849;38.727;2.235;3.999;33;11;57.593;454;3.779;3.126;6.769;8.856;9.783;77.761;3.601;6.135;66;21;120.351
;03:1,51 a 2,00;84;844;900;1.769;1.900;1.787;16.164;720;1.575;32;4;25.779;7;45;262;838;387;396;9.671;828;2.730;48;12;15.224;91;889;1.162;2.607;2.287;2.183;25.835;1.548;4.305;80;16;41.003
;04:2,01 a 3,00;24;428;709;1.189;1.104;1.241;13.334;943;5.218;61;10;24.261;2;26;154;1.086;135;201;7.192;917;8.899;82;20;18.714;26;454;863;2.275;1.239;1.442;20.526;1.860;14.117;143;30;42.975
;05:3,01 a 4,00;5;75;385;461;287;711;7.145;552;4.719;37;7;14.384;0;7;66;467;33;60;4.003;347;6.720;56;22;11.781;5;82;451;928;320;771;11.148;899;11.439;93;29;26.165
;06:4,01 a 5,00;0;33;123;579;152;693;2.951;257;2.976;48;9;7.821;0;4;15;92;29;22;1.911;117;4.495;65;13;6.763;0;37;138;671;181;715;4.862;374;7.471;113;22;14.584
;07:5,01 a 7,00;0;38;93;811;343;254;2.431;221;3.037;54;11;7.293;0;4;9;39;35;30;1.013;88;4.417;60;18;5.713;0;42;102;850;378;284;3.444;309;7.454;114;29;13.006
;08:7,01 a 10,00;0;15;65;312;197;76;1.125;126;2.628;73;24;4.641;0;0;3;8;7;6;345;56;3.062;75;16;3.578;0;15;68;320;204;82;1.470;182;5.690;148;40;8.219
;09:10,01 a 15,00;0;2;34;96;32;57;1.050;128;3.546;206;59;5.210;0;1;3;11;2;3;325;41;2.702;89;48;3.225;0;3;37;107;34;60;1.375;169;6.248;295;107;8.435
;10:15,01 a 20,00;0;1;10;17;16;8;343;76;1.942;39;57;2.509;0;0;1;2;0;4;104;26;1.313;21;25;1.496;0;1;11;19;16;12;447;102;3.255;60;82;4.005
;11:Mais de 20,00;0;1;6;4;1;4;91;14;2.147;115;67;2.450;0;0;1;0;0;0;13;3;938;14;20;989;0;1;7;4;1;4;104;17;3.085;129;87;3.439
;{ñ class};27;185;106;180;247;194;953;20;162;19;0;2.093;5;151;78;92;154;163;806;43;164;14;0;1.670;32;336;184;272;401;357;1.759;63;326;33;0;3.763
250750:João Pessoa - PB;Total;1.035;5.672;3.960;8.664;31.560;8.021;58.729;4.353;31.870;781;307;154.952;102;694;929;2.997;30.981;3.147;44.341;4.576;32.237;939;331;121.274;1.137;6.366;4.889;11.661;62.541;11.168;103.070;8.929;64.107;1.720;638;276.226
;00:Até 0,50;4;23;15;33;29;68;196;57;287;6;0;718;0;4;13;12;18;44;208;31;232;7;1;570;4;27;28;45;47;112;404;88;519;13;1;1.288
;01:0,51 a 1,00;57;178;180;535;6.105;597;3.871;339;829;32;3;12.726;29;62;111;412;8.890;562;5.295;455;989;31;1;16.837;86;240;291;947;14.995;1.159;9.166;794;1.818;63;4;29.563
;02:1,01 a 1,50;736;3.259;2.514;4.876;10.123;4.658;30.686;1.436;3.174;22;14;61.498;61;465;736;1.889;10.112;2.113;28.015;2.153;5.563;39;7;51.153;797;3.724;3.250;6.765;20.235;6.771;58.701;3.589;8.737;61;21;112.651
;03:1,51 a 2,00;129;1.077;640;1.657;3.799;1.472;11.413;833;2.148;17;11;23.196;5;66;31;390;2.984;243;5.628;863;3.919;49;10;14.188;134;1.143;671;2.047;6.783;1.715;17.041;1.696;6.067;66;21;37.384
;04:2,01 a 3,00;62;574;367;811;5.476;808;6.690;785;10.084;73;25;25.755;0;33;19;117;4.391;99;2.554;609;7.419;121;36;15.398;62;607;386;928;9.867;907;9.244;1.394;17.503;194;61;41.153
;05:3,01 a 4,00;8;216;83;216;1.061;143;1.853;294;3.758;71;16;7.719;1;7;2;42;1.170;18;691;184;3.889;90;29;6.123;9;223;85;258;2.231;161;2.544;478;7.647;161;45;13.842
;06:4,01 a 5,00;3;65;16;144;660;56;872;174;1.666;119;18;3.793;1;3;2;44;454;10;339;100;2.346;136;27;3.462;4;68;18;188;1.114;66;1.211;274;4.012;255;45;7.255
;07:5,01 a 7,00;0;43;24;160;1.659;51;1.620;188;2.319;100;55;6.219;0;12;1;30;1.216;6;794;80;2.179;169;61;4.548;0;55;25;190;2.875;57;2.414;268;4.498;269;116;10.767
;08:7,01 a 10,00;0;50;11;33;958;17;523;108;2.303;117;48;4.168;0;16;0;7;719;3;270;42;1.725;124;46;2.952;0;66;11;40;1.677;20;793;150;4.028;241;94;7.120
;09:10,01 a 15,00;0;11;2;20;568;8;283;83;2.571;152;86;3.784;0;3;0;8;535;3;112;23;2.148;128;86;3.046;0;14;2;28;1.103;11;395;106;4.719;280;172;6.830
;10:15,01 a 20,00;0;2;0;1;444;2;90;13;1.232;39;13;1.836;0;0;0;2;190;1;23;3;952;26;16;1.213;0;2;0;3;634;3;113;16;2.184;65;29;3.049
;11:Mais de 20,00;0;0;0;0;453;2;20;14;1.301;24;18;1.832;0;0;0;0;223;0;3;3;611;13;8;861;0;0;0;0;676;2;23;17;1.912;37;26;2.693
;{ñ class};36;174;108;178;225;139;612;29;198;9;0;1.708;5;23;14;44;79;45;409;30;265;6;3;923;41;197;122;222;304;184;1.021;59;463;15;3;2.631
261160:Recife - PE;Total;1.113;13.432;10.746;20.387;29.927;20.449;184.796;15.081;74.524;3.102;1.123;374.680;160;2.561;2.365;5.965;8.207;8.981;143.433;14.749;112.626;3.661;1.192;303.900;1.273;15.993;13.111;26.352;38.134;29.430;328.229;29.830;187.150;6.763;2.315;678.580
;00:Até 0,50;2;87;35;151;104;689;1.451;95;346;18;4;2.982;0;22;19;72;57;631;1.698;103;371;20;6;2.999;2;109;54;223;161;1.320;3.149;198;717;38;10;5.981
;01:0,51 a 1,00;29;295;252;566;780;829;4.997;413;1.244;105;15;9.525;12;112;111;419;543;692;7.481;718;1.677;107;15;11.887;41;407;363;985;1.323;1.521;12.478;1.131;2.921;212;30;21.412
;02:1,01 a 1,50;693;5.277;4.636;8.754;13.698;9.732;74.393;3.087;6.071;154;23;126.518;126;1.654;1.450;3.502;5.619;5.658;83.623;5.083;13.958;161;33;120.867;819;6.931;6.086;12.256;19.317;15.390;158.016;8.170;20.029;315;56;247.385
;03:1,51 a 2,00;245;3.089;2.688;4.787;7.604;4.204;39.808;2.418;6.422;167;36;71.468;8;394;388;977;1.020;1.059;25.696;2.989;13.382;162;41;46.116;253;3.483;3.076;5.764;8.624;5.263;65.504;5.407;19.804;329;77;117.584
;04:2,01 a 3,00;63;1.913;1.450;2.927;4.370;2.410;27.137;2.579;8.706;316;50;51.921;2;202;185;277;353;428;12.119;2.393;18.935;473;84;35.451;65;2.115;1.635;3.204;4.723;2.838;39.256;4.972;27.641;789;134;87.372
;05:3,01 a 4,00;26;489;538;979;1.088;878;15.421;2.181;8.444;343;71;30.458;1;51;87;254;106;138;5.124;1.471;17.468;597;128;25.425;27;540;625;1.233;1.194;1.016;20.545;3.652;25.912;940;199;55.883
;06:4,01 a 5,00;6;301;370;574;443;637;6.985;1.220;6.022;283;60;16.901;1;17;18;98;64;67;1.885;652;10.109;462;95;13.468;7;318;388;672;507;704;8.870;1.872;16.131;745;155;30.369
;07:5,01 a 7,00;4;138;193;649;652;366;7.447;1.567;11.096;508;107;22.727;0;17;21;118;128;66;2.574;656;14.306;625;128;18.639;4;155;214;767;780;432;10.021;2.223;25.402;1.133;235;41.366
;08:7,01 a 10,00;0;35;55;222;287;195;2.877;781;9.532;489;184;14.657;0;4;1;12;38;25;817;338;10.397;520;185;12.337;0;39;56;234;325;220;3.694;1.119;19.929;1.009;369;26.994
;09:10,01 a 15,00;0;12;9;55;95;63;1.469;436;8.021;367;370;10.897;0;0;1;11;30;18;470;174;6.394;296;338;7.732;0;12;10;66;125;81;1.939;610;14.415;663;708;18.629
;10:15,01 a 20,00;0;2;1;4;10;8;279;119;3.488;141;115;4.167;0;0;1;0;0;1;65;29;2.611;110;72;2.889;0;2;2;4;10;9;344;148;6.099;251;187;7.056
;11:Mais de 20,00;0;1;6;6;19;3;117;82;4.751;177;80;5.242;0;0;2;1;2;0;15;17;2.556;94;57;2.744;0;1;8;7;21;3;132;99;7.307;271;137;7.986
;{ñ class};45;1.793;513;713;777;435;2.415;103;381;34;8;7.217;10;88;81;224;247;198;1.866;126;462;34;10;3.346;55;1.881;594;937;1.024;633;4.281;229;843;68;18;10.563
270430:Maceió - AL;Total;1.323;9.928;4.061;9.540;14.841;15.183;69.204;7.310;16.841;666;337;149.234;111;1.830;997;3.031;7.917;7.659;52.503;8.343;23.482;797;332;107.002;1.434;11.758;5.058;12.571;22.758;22.842;121.707;15.653;40.323;1.463;669;256.236
;00:Até 0,50;2;41;9;79;59;346;449;47;127;2;2;1.163;1;2;3;61;28;258;476;75;121;4;1;1.030;3;43;12;140;87;604;925;122;248;6;3;2.193
;01:0,51 a 1,00;47;375;119;399;697;732;2.983;194;577;38;6;6.167;14;165;63;268;366;626;3.959;310;702;39;3;6.515;61;540;182;667;1.063;1.358;6.942;504;1.279;77;9;12.682
;02:1,01 a 1,50;691;4.905;2.084;4.535;6.897;5.433;35.703;1.510;1.506;44;9;63.317;78;1.135;719;1.928;4.194;3.065;32.312;2.110;3.391;57;11;49.000;769;6.040;2.803;6.463;11.091;8.498;68.015;3.620;4.897;101;20;112.317
;03:1,51 a 2,00;378;2.150;909;1.640;2.548;2.459;12.817;1.303;1.928;38;9;26.179;0;255;85;341;1.543;1.406;6.617;1.664;2.667;55;10;14.643;378;2.405;994;1.981;4.091;3.865;19.434;2.967;4.595;93;19;40.822
;04:2,01 a 3,00;66;828;472;1.199;1.366;1.623;7.866;1.008;2.121;72;13;16.634;1;114;29;186;676;1.266;3.942;1.085;3.794;67;16;11.176;67;942;501;1.385;2.042;2.889;11.808;2.093;5.915;139;29;27.810
;05:3,01 a 4,00;2;258;101;225;494;270;2.266;738;1.745;69;27;6.195;0;36;20;25;443;107;1.273;863;3.477;92;48;6.384;2;294;121;250;937;377;3.539;1.601;5.222;161;75;12.579
;06:4,01 a 5,00;3;309;58;263;761;1.017;1.848;814;1.336;61;18;6.488;0;27;9;32;177;245;930;574;1.957;97;16;4.064;3;336;67;295;938;1.262;2.778;1.388;3.293;158;34;10.552
;07:5,01 a 7,00;0;209;20;423;843;1.510;1.582;650;1.673;76;42;7.028;0;23;3;51;154;300;920;929;2.543;103;57;5.083;0;232;23;474;997;1.810;2.502;1.579;4.216;179;99;12.111
;08:7,01 a 10,00;0;50;7;189;485;957;1.255;499;1.779;175;54;5.450;0;5;3;6;58;146;482;466;1.944;183;43;3.336;0;55;10;195;543;1.103;1.737;965;3.723;358;97;8.786
;09:10,01 a 15,00;0;13;7;27;73;243;568;190;1.559;41;113;2.834;0;1;1;6;19;32;264;127;1.433;51;98;2.032;0;14;8;33;92;275;832;317;2.992;92;211;4.866
;10:15,01 a 20,00;0;6;0;4;12;97;206;130;907;21;25;1.408;0;1;0;0;5;5;58;30;586;15;12;712;0;7;0;4;17;102;264;160;1.493;36;37;2.120
;11:Mais de 20,00;0;3;0;1;4;8;70;156;1.387;18;16;1.663;0;0;0;0;0;0;11;45;580;23;14;673;0;3;0;1;4;8;81;201;1.967;41;30;2.336
;{ñ class};134;781;275;556;602;488;1.591;71;196;11;3;4.708;17;66;62;127;254;203;1.259;65;287;11;3;2.354;151;847;337;683;856;691;2.850;136;483;22;6;7.062
280030:Aracaju - SE;Total;297;3.223;2.828;7.350;10.317;9.149;59.472;6.622;21.042;1.253;231;121.784;50;548;652;2.112;4.143;4.048;46.786;6.255;29.824;1.635;188;96.241;347;3.771;3.480;9.462;14.460;13.197;106.258;12.877;50.866;2.888;419;218.025
;00:Até 0,50;0;16;9;133;76;385;330;73;157;13;7;1.199;1;13;7;91;62;421;346;74;174;8;9;1.206;1;29;16;224;138;806;676;147;331;21;16;2.405
;01:0,51 a 1,00;40;247;149;573;573;665;2.670;226;510;27;6;5.686;4;60;67;171;352;557;3.250;321;725;19;0;5.526;44;307;216;744;925;1.222;5.920;547;1.235;46;6;11.212
;02:1,01 a 1,50;187;1.728;1.457;3.199;4.286;4.108;26.414;1.595;1.339;34;8;44.355;36;384;475;1.309;2.256;2.305;27.834;2.589;3.364;31;14;40.597;223;2.112;1.932;4.508;6.542;6.413;54.248;4.184;4.703;65;22;84.952
;03:1,51 a 2,00;36;619;608;1.764;2.324;1.982;11.359;961;1.218;25;5;20.901;1;32;34;283;573;349;6.844;1.155;2.526;16;7;11.820;37;651;642;2.047;2.897;2.331;18.203;2.116;3.744;41;12;32.721
;04:2,01 a 3,00;10;248;314;898;1.544;1.037;8.849;861;1.995;68;23;15.847;0;11;9;129;545;201;4.511;1.014;3.970;61;8;10.459;10;259;323;1.027;2.089;1.238;13.360;1.875;5.965;129;31;26.306
;05:3,01 a 4,00;1;63;73;164;515;199;3.090;1.012;2.595;140;12;7.864;0;5;14;18;161;56;1.366;400;4.877;213;11;7.121;1;68;87;182;676;255;4.456;1.412;7.472;353;23;14.985
;06:4,01 a 5,00;0;36;29;58;178;62;1.350;683;2.952;172;8;5.528;1;4;8;13;43;19;612;259;5.197;302;16;6.474;1;40;37;71;221;81;1.962;942;8.149;474;24;12.002
;07:5,01 a 7,00;1;36;27;162;356;420;2.545;592;3.209;301;29;7.678;0;2;5;14;27;17;627;227;4.039;435;26;5.419;1;38;32;176;383;437;3.172;819;7.248;736;55;13.097
;08:7,01 a 10,00;1;17;19;59;89;70;1.062;313;1.994;167;22;3.813;0;1;0;3;9;10;357;82;1.998;247;24;2.731;1;18;19;62;98;80;1.419;395;3.992;414;46;6.544
;09:10,01 a 15,00;0;5;5;34;41;40;735;239;2.112;130;37;3.378;0;0;1;8;4;3;262;59;1.477;170;31;2.015;0;5;6;42;45;43;997;298;3.589;300;68;5.393
;10:15,01 a 20,00;0;1;1;18;8;3;144;25;1.133;63;18;1.414;0;0;0;2;1;0;26;8;583;76;20;716;0;1;1;20;9;3;170;33;1.716;139;38;2.130
;11:Mais de 20,00;0;0;0;38;1;3;72;12;1.721;100;53;2.000;0;0;0;0;0;0;14;2;754;49;21;840;0;0;0;38;1;3;86;14;2.475;149;74;2.840
;{ñ class};21;207;137;250;326;175;852;30;107;13;3;2.121;7;36;32;71;110;110;737;65;140;8;1;1.317;28;243;169;321;436;285;1.589;95;247;21;4;3.438
292740:Salvador - BA;Total;859;10.000;7.702;17.035;25.000;24.243;243.743;15.862;70.690;2.129;746;418.009;154;1.341;1.415;3.921;7.501;9.658;190.390;15.936;110.805;2.687;926;344.734;1.013;11.341;9.117;20.956;32.501;33.901;434.133;31.798;181.495;4.816;1.672;762.743
;00:Até 0,50;1;8;7;211;64;896;1.014;82;218;8;2;2.511;0;8;6;121;49;886;1.161;79;237;9;2;2.558;1;16;13;332;113;1.782;2.175;161;455;17;4;5.069
;01:0,51 a 1,00;68;190;182;458;774;1.412;7.435;429;1.058;73;15;12.094;19;96;107;275;559;1.315;11.059;801;1.904;74;10;16.219;87;286;289;733;1.333;2.727;18.494;1.230;2.962;147;25;28.313
;02:1,01 a 1,50;433;3.581;2.937;6.850;9.957;9.260;90.017;2.615;4.298;103;23;130.074;111;811;860;2.311;4.715;4.946;97.732;5.024;9.058;123;57;125.748;544;4.392;3.797;9.161;14.672;14.206;187.749;7.639;13.356;226;80;255.822
;03:1,51 a 2,00;140;2.402;2.212;3.946;5.681;4.783;50.032;1.963;5.092;115;18;76.384;8;199;221;436;866;875;28.665;2.623;9.012;132;19;43.056;148;2.601;2.433;4.382;6.547;5.658;78.697;4.586;14.104;247;37;119.440
;04:2,01 a 3,00;59;2.393;1.398;2.617;4.139;3.258;37.568;2.661;7.127;213;40;61.473;3;81;96;332;607;632;21.654;2.502;13.627;263;45;39.842;62;2.474;1.494;2.949;4.746;3.890;59.222;5.163;20.754;476;85;101.315
;05:3,01 a 4,00;121;546;333;794;1.570;1.046;14.882;1.589;6.729;174;60;27.844;5;31;27;130;214;351;9.555;1.221;12.395;231;61;24.221;126;577;360;924;1.784;1.397;24.437;2.810;19.124;405;121;52.065
;06:4,01 a 5,00;3;159;97;329;457;605;12.545;2.834;6.868;145;57;24.099;0;10;10;43;89;216;5.962;1.136;12.063;213;59;19.801;3;169;107;372;546;821;18.507;3.970;18.931;358;116;43.900
;07:5,01 a 7,00;3;201;97;974;1.025;2.046;18.286;2.252;9.838;263;63;35.048;0;12;6;83;133;141;6.472;1.061;17.383;454;85;25.830;3;213;103;1.057;1.158;2.187;24.758;3.313;27.221;717;148;60.878
;08:7,01 a 10,00;0;87;32;83;269;259;5.183;756;9.397;352;128;16.546;0;3;3;21;28;87;3.822;1.028;18.386;497;162;24.037;0;90;35;104;297;346;9.005;1.784;27.783;849;290;40.583
;09:10,01 a 15,00;0;26;10;32;99;114;2.627;363;8.921;296;136;12.624;0;6;3;13;15;16;1.591;250;8.753;462;180;11.289;0;32;13;45;114;130;4.218;613;17.674;758;316;23.913
;10:15,01 a 20,00;0;3;4;18;51;11;682;115;4.398;123;109;5.514;0;1;0;3;4;5;312;46;3.536;95;165;4.167;0;4;4;21;55;16;994;161;7.934;218;274;9.681
;11:Mais de 20,00;0;1;2;22;10;21;373;90;6.218;225;84;7.046;0;0;0;4;1;7;192;36;3.828;97;68;4.233;0;1;2;26;11;28;565;126;10.046;322;152;11.279
;{ñ class};31;403;391;701;904;532;3.099;113;528;39;11;6.752;8;83;76;149;221;181;2.213;129;623;37;13;3.733;39;486;467;850;1.125;713;5.312;242;1.151;76;24;10.485
310620:Belo Horizonte - MG;Total;1.871;17.181;21.040;33.879;57.079;42.543;294.799;27.708;120.013;4.718;1.443;622.274;712;5.631;8.963;18.922;33.051;28.594;243.442;34.016;174.247;5.854;1.279;554.711;2.583;22.812;30.003;52.801;90.130;71.137;538.241;61.724;294.260;10.572;2.722;1.176.985
;00:Até 0,50;2;42;40;323;178;3.005;1.060;95;332;11;2;5.090;37;129;198;456;488;3.196;1.411;125;417;7;1;6.465;39;171;238;779;666;6.201;2.471;220;749;18;3;11.555
;01:0,51 a 1,00;51;814;297;674;1.038;3.208;5.594;407;1.096;51;14;13.244;94;687;837;1.762;2.228;3.478;10.006;652;1.570;67;12;21.393;145;1.501;1.134;2.436;3.266;6.686;15.600;1.059;2.666;118;26;34.637
;02:1,01 a 1,50;659;5.242;4.948;10.694;18.677;15.368;75.082;3.824;4.011;118;21;138.644;413;3.536;5.609;12.645;21.130;16.230;111.688;7.430;8.427;92;34;187.234;1.072;8.778;10.557;23.339;39.807;31.598;186.770;11.254;12.438;210;55;325.878
;03:1,51 a 2,00;547;5.328;4.848;9.079;15.710;9.073;55.486;3.641;5.179;122;47;109.060;85;751;1.213;2.340;4.654;3.099;46.580;5.843;12.651;115;27;77.358;632;6.079;6.061;11.419;20.364;12.172;102.066;9.484;17.830;237;74;186.418
;04:2,01 a 3,00;438;3.204;4.141;7.897;12.946;7.220;61.348;6.523;12.709;268;69;116.763;36;204;415;749;2.302;1.453;42.138;11.077;36.615;279;69;95.337;474;3.408;4.556;8.646;15.248;8.673;103.486;17.600;49.324;547;138;212.100
;05:3,01 a 4,00;48;846;1.174;1.873;3.551;1.894;22.335;3.237;12.428;335;90;47.811;2;26;85;138;728;359;11.178;3.780;26.564;455;79;43.394;50;872;1.259;2.011;4.279;2.253;33.513;7.017;38.992;790;169;91.205
;06:4,01 a 5,00;11;246;341;657;1.190;645;20.318;6.382;10.933;399;77;41.199;0;17;21;50;262;125;7.038;2.992;20.345;685;71;31.606;11;263;362;707;1.452;770;27.356;9.374;31.278;1.084;148;72.805
;07:5,01 a 7,00;3;203;374;851;1.279;448;26.085;1.785;18.167;653;152;50.000;0;10;25;84;271;76;5.919;1.323;24.957;1.283;140;34.088;3;213;399;935;1.550;524;32.004;3.108;43.124;1.936;292;84.088
;08:7,01 a 10,00;2;121;2.920;194;500;639;16.501;907;18.140;787;131;40.842;0;2;148;17;58;62;3.306;396;16.880;996;173;22.038;2;123;3.068;211;558;701;19.807;1.303;35.020;1.783;304;62.880
;09:10,01 a 15,00;1;77;566;88;289;193;6.133;506;15.638;955;291;24.737;0;5;13;7;56;28;1.345;153;12.300;1.157;316;15.380;1;82;579;95;345;221;7.478;659;27.938;2.112;607;40.117
;10:15,01 a 20,00;0;15;99;8;46;34;1.503;157;8.379;442;147;10.830;0;0;1;1;8;2;261;69;5.786;383;128;6.639;0;15;100;9;54;36;1.764;226;14.165;825;275;17.469
;11:Mais de 20,00;0;3;23;12;42;37;660;113;12.360;458;378;14.086;0;0;1;2;13;0;139;38;7.064;247;205;7.709;0;3;24;14;55;37;799;151;19.424;705;583;21.795
;{ñ class};109;1.040;1.269;1.529;1.633;779;2.694;131;641;119;24;9.968;45;264;397;671;853;486;2.433;138;671;88;24;6.070;154;1.304;1.666;2.200;2.486;1.265;5.127;269;1.312;207;48;16.038
320530:Vitória - ES;Total;190;1.733;1.502;3.544;7.683;5.912;49.486;6.118;32.074;1.267;236;109.745;75;810;613;2.290;6.159;4.695;41.306;5.024;40.207;1.301;206;102.686;265;2.543;2.115;5.834;13.842;10.607;90.792;11.142;72.281;2.568;442;212.431
;00:Até 0,50;5;9;8;201;120;647;130;8;32;1;0;1.161;1;7;10;171;146;660;145;3;55;5;1;1.204;6;16;18;372;266;1.307;275;11;87;6;1;2.365
;01:0,51 a 1,00;16;48;26;150;260;379;697;87;186;8;1;1.858;3;33;25;96;376;422;1.827;236;616;10;1;3.645;19;81;51;246;636;801;2.524;323;802;18;2;5.503
;02:1,01 a 1,50;76;416;310;1.162;2.373;2.021;9.990;560;679;11;1;17.599;49;430;400;1.384;3.512;2.439;16.842;1.172;1.614;13;4;27.859;125;846;710;2.546;5.885;4.460;26.832;1.732;2.293;24;5;45.458
;03:1,51 a 2,00;40;429;321;877;2.076;1.174;8.237;644;1.019;12;4;14.833;16;180;113;433;1.267;721;9.152;1.125;2.218;24;4;15.253;56;609;434;1.310;3.343;1.895;17.389;1.769;3.237;36;8;30.086
;04:2,01 a 3,00;22;527;328;568;1.396;911;11.359;976;3.624;58;2;19.771;3;106;19;64;460;264;8.178;1.139;7.860;76;8;18.177;25;633;347;632;1.856;1.175;19.537;2.115;11.484;134;10;37.948
;05:3,01 a 4,00;1;72;64;161;376;274;7.614;2.153;4.360;149;9;15.233;0;9;3;17;58;61;2.441;660;7.598;181;10;11.038;1;81;67;178;434;335;10.055;2.813;11.958;330;19;26.271
;06:4,01 a 5,00;0;43;54;75;179;115;2.989;551;2.866;118;14;7.004;0;3;3;11;32;28;885;230;4.711;173;16;6.092;0;46;57;86;211;143;3.874;781;7.577;291;30;13.096
;07:5,01 a 7,00;0;46;75;71;239;134;4.141;553;5.068;164;31;10.522;0;4;1;9;32;16;827;216;6.271;224;29;7.629;0;50;76;80;271;150;4.968;769;11.339;388;60;18.151
;08:7,01 a 10,00;1;21;108;30;147;85;2.418;345;4.876;232;36;8.299;0;1;0;11;19;13;397;131;3.854;206;25;4.657;1;22;108;41;166;98;2.815;476;8.730;438;61;12.956
;09:10,01 a 15,00;1;8;74;10;83;43;1.081;176;4.466;181;90;6.213;0;0;2;1;4;2;217;70;3.153;183;70;3.702;1;8;76;11;87;45;1.298;246;7.619;364;160;9.915
