;;Sexo Trabalhador;Escolaridade após 2005
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;08:7,01 a 10,00;0;30;28;98;148;38;1.486;80;1.973;65;9;3.955;0;3;0;7;20;9;412;38;1.633;86;15;2.223;0;33;28;105;168;47;1.898;118;3.606;151;24;6.178
;09:10,01 a 15,00;0;4;2;16;46;23;733;38;2.019;136;36;3.053;0;1;1;4;21;4;295;16;1.432;125;32;1.931;0;5;3;20;67;27;1.028;54;3.451;261;68;4.984
;10:15,01 a 20,00;0;1;2;1;7;2;509;18;875;32;16;1.463;0;0;0;0;0;2;99;3;507;10;7;628;0;1;2;1;7;4;608;21;1.382;42;23;2.091
;11:Mais de 20,00;0;0;5;1;4;4;277;11;1.178;28;24;1.532;0;0;0;0;0;1;33;2;468;10;7;521;0;0;5;1;4;5;310;13;1.646;38;31;2.053
;{ñ class};13;161;135;237;227;94;567;30;71;0;5;1.540;0;15;24;61;48;43;326;36;121;0;2;676;13;176;159;298;275;137;893;66;192;0;7;2.216
120040:Rio Branco - AC;Total;219;1.694;930;1.844;3.368;2.234;25.972;1.765;13.229;283;97;51.635;38;785;425;1.217;2.150;1.224;19.930;1.958;18.656;330;51;46.764;257;2.479;1.355;3.061;5.518;3.458;45.902;3.723;31.885;613;148;98.399
;00:Até 0,50;0;0;1;22;10;143;63;7;6;0;0;252;0;1;0;19;10;149;65;8;7;0;0;259;0;1;1;41;20;292;128;15;13;0;0;511
;01:0,51 a 1,00;15;60;46;50;84;197;907;85;73;2;1;1.520;5;21;14;23;55;176;1.020;170;110;4;1;1.599;20;81;60;73;139;373;1.927;255;183;6;2;3.119
;02:1,01 a 1,50;134;586;443;500;1.201;852;10.316;478;488;6;0;15.004;31;405;313;478;1.071;570;10.139;749;982;7;0;14.745;165;991;756;978;2.272;1.422;20.455;1.227;1.470;13;0;29.749
;03:1,51 a 2,00;45;472;224;442;809;473;5.458;237;489;3;2;8.654;0;183;63;377;484;147;3.347;339;917;4;2;5.863;45;655;287;819;1.293;620;8.805;576;1.406;7;4;14.517
;04:2,01 a 3,00;13;345;116;457;667;313;4.282;338;2.314;16;1;8.862;0;118;17;248;277;97;3.052;391;4.951;30;2;9.183;13;463;133;705;944;410;7.334;729;7.265;46;3;18.045
;05:3,01 a 4,00;1;72;29;131;197;105;2.440;344;2.884;36;5;6.244;0;30;3;43;100;40;1.191;159;3.578;33;3;5.180;1;102;32;174;297;145;3.631;503;6.462;69;8;11.424
;06:4,01 a 5,00;0;30;7;53;75;25;844;96;1.606;29;1;2.766;0;6;0;5;37;11;391;50;2.426;51;1;2.978;0;36;7;58;112;36;1.235;146;4.032;80;2;5.744
;07:5,01 a 7,00;0;55;15;134;173;37;736;84;1.731;53;11;3.029;0;3;0;4;33;12;310;55;2.867;63;6;3.353;0;58;15;138;206;49;1.046;139;4.598;116;17;6.382
;08:7,01 a 10,00;0;2;3;6;52;12;211;43;1.266;49;1;1.645;0;2;0;1;30;8;89;15;1.259;76;5;1.485;0;4;3;7;82;20;300;58;2.525;125;6;3.130
;09:10,01 a 15,00;0;3;5;2;15;5;170;31;1.113;38;28;1.410;0;0;0;1;11;1;113;11;883;33;17;1.070;0;3;5;3;26;6;283;42;1.996;71;45;2.480
;10:15,01 a 20,00;0;0;6;1;5;0;39;2;593;26;12;684;0;0;0;0;0;0;17;1;316;10;4;348;0;0;6;1;5;0;56;3;909;36;16;1.032
;11:Mais de 20,00;0;1;5;0;2;0;152;7;592;25;34;818;0;1;0;0;0;0;27;1;284;16;10;339;0;2;5;0;2;0;179;8;876;41;44;1.157
;{ñ class};11;68;30;46;78;72;354;13;74;0;1;747;2;15;15;18;42;13;169;9;76;3;0;362;13;83;45;64;120;85;523;22;150;3;1;1.109
130260:Manaus - AM;Total;418;4.811;3.086;11.380;23.202;16.631;161.985;8.666;44.197;1.151;460;275.987;116;2.187;1.565;5.193;10.495;9.214;111.612;8.993;60.218;1.018;331;210.942;534;6.998;4.651;16.573;33.697;25.845;273.597;17.659;104.415;2.169;791;486.929
;00:Até 0,50;0;3;5;174;64;1.510;442;51;50;5;3;2.307;1;9;2;109;73;1.212;411;52;51;2;0;1.922;1;12;7;283;137;2.722;853;103;101;7;3;4.229
;01:0,51 a 1,00;23;99;71;379;752;1.313;3.227;166;252;34;8;6.324;9;70;91;337;569;1.161;3.577;256;523;32;10;6.635;32;169;162;716;1.321;2.474;6.804;422;775;66;18;12.959
;02:1,01 a 1,50;217;1.379;1.055;4.824;8.218;6.801;52.559;1.481;1.555;49;32;78.170;81;689;685;3.244;6.649;4.813;53.928;2.689;3.451;81;32;76.342;298;2.068;1.740;8.068;14.867;11.614;106.487;4.170;5.006;130;64;154.512
;03:1,51 a 2,00;92;1.364;819;2.561;5.060;3.095;37.090;1.345;3.609;49;74;55.158;8;790;624;831;1.835;1.158;23.615;1.775;6.778;63;33;37.510;100;2.154;1.443;3.392;6.895;4.253;60.705;3.120;10.387;112;107;92.668
;04:2,01 a 3,00;51;1.261;732;1.829;5.132;2.269;32.896;1.764;7.994;132;53;54.113;1;290;111;463;846;489;17.231;1.978;14.117;152;33;35.711;52;1.551;843;2.292;5.978;2.758;50.127;3.742;22.111;284;86;89.824
;05:3,01 a 4,00;12;280;182;573;1.455;629;11.160;1.012;5.186;73;29;20.591;2;119;17;50;167;151;4.570;822;9.766;105;28;15.797;14;399;199;623;1.622;780;15.730;1.834;14.952;178;57;36.388
;06:4,01 a 5,00;1;109;50;235;476;238;8.514;862;4.099;95;15;14.694;0;87;10;21;55;42;2.655;496;6.017;90;27;9.500;1;196;60;256;531;280;11.169;1.358;10.116;185;42;24.194
;07:5,01 a 7,00;4;83;29;249;707;216;7.826;917;5.573;101;23;15.728;0;52;6;11;81;45;2.517;453;7.567;124;19;10.875;4;135;35;260;788;261;10.343;1.370;13.140;225;42;26.603
;08:7,01 a 10,00;0;31;19;177;587;154;3.407;548;6.040;183;44;11.190;0;23;1;4;23;17;849;247;6.219;164;30;7.577;0;54;20;181;610;171;4.256;795;12.259;347;74;18.767
;09:10,01 a 15,00;0;16;13;26;161;110;1.749;280;4.725;195;81;7.356;1;14;2;4;22;16;596;101;3.098;114;59;4.027;1;30;15;30;183;126;2.345;381;7.823;309;140;11.383
;10:15,01 a 20,00;0;4;3;6;45;13;469;103;2.082;86;35;2.846;0;3;0;2;3;5;165;37;1.246;38;18;1.517;0;7;3;8;48;18;634;140;3.328;124;53;4.363
;11:Mais de 20,00;0;5;1;9;21;2;393;76;2.845;122;54;3.528;0;2;0;3;1;1;56;9;1.196;40;32;1.340;0;7;1;12;22;3;449;85;4.041;162;86;4.868
;{ñ class};18;177;107;338;524;281;2.253;61;187;27;9;3.982;13;39;16;114;171;104;1.442;78;189;13;10;2.189;31;216;123;452;695;385;3.695;139;376;40;19;6.171
140010:Boa Vista - RR;Total;102;574;761;1.159;4.409;1.846;21.587;1.014;10.681;251;68;42.452;40;211;333;659;3.042;954;18.819;1.317;16.509;262;46;42.192;142;785;1.094;1.818;7.451;2.800;40.406;2.331;27.190;513;114;84.644
;00:Até 0,50;0;2;0;17;19;113;50;3;23;2;0;229;0;0;1;12;10;125;43;6;21;2;0;220;0;2;1;29;29;238;93;9;44;4;0;449
;01:0,51 a 1,00;6;21;19;37;209;218;817;45;137;3;1;1.513;2;11;16;25;181;177;977;96;206;5;0;1.696;8;32;35;62;390;395;1.794;141;343;8;1;3.209
;02:1,01 a 1,50;64;188;205;310;1.960;835;8.863;276;749;13;2;13.465;31;88;222;193;1.937;499;9.622;485;1.514;10;0;14.601;95;276;427;503;3.897;1.334;18.485;761;2.263;23;2;28.066
;03:1,51 a 2,00;21;122;89;167;859;350;4.040;159;739;4;3;6.553;2;11;20;15;294;65;2.157;214;994;8;0;3.780;23;133;109;182;1.153;415;6.197;373;1.733;12;3;10.333
;04:2,01 a 3,00;7;84;155;131;510;212;3.418;193;1.670;17;2;6.399;4;8;45;9;68;42;2.779;221;3.460;33;1;6.670;11;92;200;140;578;254;6.197;414;5.130;50;3;13.069
;05:3,01 a 4,00;0;53;129;150;236;47;1.186;93;1.491;8;3;3.396;0;42;8;170;113;22;941;131;2.262;30;1;3.720;0;95;137;320;349;69;2.127;224;3.753;38;4;7.116
;06:4,01 a 5,00;0;14;59;65;120;29;648;60;1.244;16;4;2.259;0;8;9;25;66;9;425;64;2.186;21;1;2.814;0;22;68;90;186;38;1.073;124;3.430;37;5;5.073
;07:5,01 a 7,00;0;65;53;234;372;14;1.607;86;1.600;27;4;4.062;0;37;3;202;336;6;1.473;53;3.048;27;2;5.187;0;102;56;436;708;20;3.080;139;4.648;54;6;9.249
;08:7,01 a 10,00;1;7;21;20;54;9;553;55;1.048;42;5;1.815;0;0;2;0;5;2;251;31;1.411;33;7;1.742;1;7;23;20;59;11;804;86;2.459;75;12;3.557
;09:10,01 a 15,00;0;0;9;6;25;2;197;24;871;49;22;1.205;0;0;1;1;9;1;61;9;824;48;21;975;0;0;10;7;34;3;258;33;1.695;97;43;2.180
;10:15,01 a 20,00;0;2;1;3;2;0;41;14;515;29;3;610;0;0;1;0;1;1;22;4;291;22;2;344;0;2;2;3;3;1;63;18;806;51;5;954
;11:Mais de 20,00;0;1;5;3;4;0;41;4;566;40;19;683;0;0;0;0;0;0;6;3;253;22;11;295;0;1;5;3;4;0;47;7;819;62;30;978
;{ñ class};3;15;16;16;39;17;126;2;28;1;0;263;1;6;5;7;22;5;62;0;39;1;0;148;4;21;21;23;61;22;188;2;67;2;0;411
150140:Belém - PA;Total;478;3.404;3.025;11.494;28.620;16.472;113.647;5.548;45.522;1.531;573;230.314;110;708;745;4.760;11.244;7.081;81.860;5.654;62.694;2.394;489;177.739;588;4.112;3.770;16.254;39.864;23.553;195.507;11.202;108.216;3.925;1.062;408.053
;00:Até 0,50;0;13;10;170;92;659;415;35;215;13;1;1.623;2;27;25;218;211;726;474;37;163;7;3;1.893;2;40;35;388;303;1.385;889;72;378;20;4;3.516
;01:0,51 a 1,00;27;172;94;467;1.317;943;3.565;193;715;51;9;7.553;9;93;50;327;1.362;684;3.289;235;705;40;8;6.802;36;265;144;794;2.679;1.627;6.854;428;1.420;91;17;14.355
;02:1,01 a 1,50;221;1.521;1.110;4.160;10.868;6.293;39.438;1.213;1.931;62;10;66.827;83;471;496;2.858;6.975;3.736;40.830;1.891;3.732;60;18;61.150;304;1.992;1.606;7.018;17.843;10.029;80.268;3.104;5.663;122;28;127.977
;03:1,51 a 2,00;134;918;742;3.164;5.838;3.067;20.371;850;1.880;55;16;37.035;8;49;97;794;1.155;931;15.039;962;3.043;66;19;22.163;142;967;839;3.958;6.993;3.998;35.410;1.812;4.923;121;35;59.198
;04:2,01 a 3,00;62;399;698;1.657;4.513;2.057;24.134;991;3.618;128;16;38.273;0;22;34;265;755;373;10.839;986;5.928;320;32;19.554;62;421;732;1.922;5.268;2.430;34.973;1.977;9.546;448;48;57.827
;05:3,01 a 4,00;12;87;125;661;2.328;1.547;12.088;548;4.347;105;30;21.878;1;6;8;115;354;245;4.157;413;8.576;150;22;14.047;13;93;133;776;2.682;1.792;16.245;961;12.923;255;52;35.925
;06:4,01 a 5,00;2;42;44;344;1.484;1.046;4.954;349;4.428;194;23;12.910;0;1;1;46;150;182;2.633;325;8.095;294;11;11.738;2;43;45;390;1.634;1.228;7.587;674;12.523;488;34;24.648
;07:5,01 a 7,00;3;103;29;399;944;379;4.177;476;8.592;245;37;15.384;0;6;1;17;101;57;2.447;323;12.953;443;47;16.395;3;109;30;416;1.045;436;6.624;799;21.545;688;84;31.779
;08:7,01 a 10,00;1;19;16;101;425;165;2.030;456;7.924;375;53;11.565;0;1;0;11;14;21;1.022;298;9.834;736;37;11.974;1;20;16;112;439;186;3.052;754;17.758;1.111;90;23.539
;09:10,01 a 15,00;0;2;7;44;125;61;1.068;281;5.892;152;204;7.836;0;0;0;13;24;2;389;107;5.339;163;200;6.237;0;2;7;57;149;63;1.457;388;11.231;315;404;14.073
;10:15,01 a 20,00;0;0;2;14;28;5;224;79;2.581;53;66;3.052;0;0;0;4;7;2;73;14;1.923;50;35;2.108;0;0;2;18;35;7;297;93;4.504;103;101;5.160
;11:Mais de 20,00;0;0;7;2;11;6;166;42;3.222;84;104;3.644;0;0;0;1;0;0;56;12;2.204;57;56;2.386;0;0;7;3;11;6;222;54;5.426;141;160;6.030
;{ñ class};16;128;141;311;647;244;1.017;35;177;14;4;2.734;7;32;33;91;136;122;612;51;199;8;1;1.292;23;160;174;402;783;366;1.629;86;376;22;5;4.026
160030:Macapá - AP;Total;142;748;490;1.444;3.357;2.464;24.893;1.202;20.076;338;154;55.308;34;207;191;752;2.492;1.214;19.759;1.272;25.652;321;116;52.010;176;955;681;2.196;5.849;3.678;44.652;2.474;45.728;659;270;107.318
;00:Até 0,50;0;1;1;20;8;173;73;11;204;2;0;493;0;3;0;21;6;171;79;20;74;1;0;375;0;4;1;41;14;344;152;31;278;3;0;868
;01:0,51 a 1,00;17;109;46;116;317;332;1.619;62;492;13;1;3.124;5;37;25;62;281;202;1.644;75;574;6;4;2.915;22;146;71;178;598;534;3.263;137;1.066;19;5;6.039
;02:1,01 a 1,50;71;331;248;616;1.542;1.265;9.583;360;1.363;16;3;15.398;17;117;144;480;1.418;696;8.483;540;2.084;7;2;13.988;88;448;392;1.096;2.960;1.961;18.066;900;3.447;23;5;29.386
;03:1,51 a 2,00;22;160;95;187;437;330;4.050;198;2.041;6;2;7.528;2;7;11;22;104;83;3.395;256;3.115;6;1;7.002;24;167;106;209;541;413;7.445;454;5.156;12;3;14.530
;04:2,01 a 3,00;31;46;52;124;330;238;4.425;212;5.255;26;5;10.744;10;2;8;13;65;32;2.278;172;7.362;18;3;9.963;41;48;60;137;395;270;6.703;384;12.617;44;8;20.707
;05:3,01 a 4,00;1;21;15;67;160;44;1.229;89;4.085;27;4;5.742;0;14;0;60;253;5;668;52;5.498;22;1;6.573;1;35;15;127;413;49;1.897;141;9.583;49;5;12.315
;06:4,01 a 5,00;0;3;3;15;60;25;672;50;1.745;19;2;2.594;0;2;0;7;48;2;426;36;2.275;30;2;2.828;0;5;3;22;108;27;1.098;86;4.020;49;4;5.422
;07:5,01 a 7,00;0;61;7;274;398;13;1.835;84;1.590;38;3;4.303;0;19;1;75;280;6;2.022;45;1.937;38;3;4.426;0;80;8;349;678;19;3.857;129;3.527;76;6;8.729
;08:7,01 a 10,00;0;1;4;7;34;12;667;78;1.215;139;10;2.167;0;1;0;1;5;5;388;40;1.335;151;10;1.936;0;2;4;8;39;17;1.055;118;2.550;290;20;4.103
;09:10,01 a 15,00;0;2;3;1;14;4;318;32;853;22;76;1.325;0;0;0;3;9;1;173;14;712;30;68;1.010;0;2;3;4;23;5;491;46;1.565;52;144;2.335
;10:15,01 a 20,00;0;0;3;2;19;2;168;16;430;7;27;674;0;0;0;1;7;0;90;12;267;3;10;390;0;0;3;3;26;2;258;28;697;10;37;1.064
;11:Mais de 20,00;0;1;2;3;1;2;74;7;701;19;21;831;0;0;0;0;0;2;39;5;371;6;12;435;0;1;2;3;1;4;113;12;1.072;25;33;1.266
;{ñ class};0;12;11;12;37;24;180;3;102;4;0;385;0;5;2;7;16;9;74;5;48;3;0;169;0;17;13;19;53;33;254;8;150;7;0;554
172100:Palmas - TO;Total;97;3.017;412;1.333;3.528;2.716;34.903;1.451;15.282;513;210;63.462;25;3.806;96;303;1.938;1.391;30.342;1.721;24.191;445;181;64.439;122;6.823;508;1.636;5.466;4.107;65.245;3.172;39.473;958;391;127.901
;00:Até 0,50;0;1;2;42;3;392;72;12;17;1;0;542;0;1;1;27;2;358;102;9;9;0;0;509;0;2;3;69;5;750;174;21;26;1;0;1.051
;01:0,51 a 1,00;14;571;15;78;211;279;1.314;61;85;5;0;2.633;8;627;7;35;155;204;1.531;102;112;10;0;2.791;22;1.198;22;113;366;483;2.845;163;197;15;0;5.424
;02:1,01 a 1,50;51;1.703;151;470;1.342;963;10.803;360;432;3;2;16.280;14;2.487;71;185;1.380;614;13.040;604;878;7;1;19.281;65;4.190;222;655;2.722;1.577;23.843;964;1.310;10;3;35.561
;03:1,51 a 2,00;21;352;107;351;676;493;5.870;237;461;9;4;8.581;1;246;8;23;211;126;3.997;351;873;10;1;5.847;22;598;115;374;887;619;9.867;588;1.334;19;5;14.428
;04:2,01 a 3,00;10;250;91;267;887;411;6.622;310;1.335;20;9;10.212;0;390;2;21;120;48;4.886;335;2.561;24;5;8.392;10;640;93;288;1.007;459;11.508;645;3.896;44;14;18.604
;05:3,01 a 4,00;0;40;22;52;190;77;2.213;148;2.785;29;9;5.565;0;27;1;1;22;12;1.730;80;5.536;35;5;7.449;0;67;23;53;212;89;3.943;228;8.321;64;14;13.014
;06:4,01 a 5,00;0;29;4;12;53;38;1.620;102;1.911;57;8;3.834;0;10;0;1;9;7;2.917;79;3.713;49;6;6.791;0;39;4;13;62;45;4.537;181;5.624;106;14;10.625
;07:5,01 a 7,00;1;7;4;21;66;18;3.056;97;2.580;37;13;5.900;0;4;5;1;8;6;1.324;63;5.596;32;13;7.052;1;11;9;22;74;24;4.380;160;8.176;69;26;12.952
;08:7,01 a 10,00;0;7;0;4;16;11;1.764;56;1.813;157;27;3.855;0;5;0;1;4;4;371;46;2.221;153;26;2.831;0;12;0;5;20;15;2.135;102;4.034;310;53;6.686
;09:10,01 a 15,00;0;2;4;3;18;3;980;51;1.623;129;91;2.904;0;2;0;0;10;1;256;35;1.463;84;95;1.946;0;4;4;3;28;4;1.236;86;3.086;213;186;4.850
;10:15,01 a 20,00;0;5;1;0;7;1;178;5;943;43;21;1.204;0;0;0;0;1;0;24;7;589;34;15;670;0;5;1;0;8;1;202;12;1.532;77;36;1.874
;11:Mais de 20,00;0;1;0;3;0;0;227;7;1.271;23;26;1.558;0;0;0;3;0;1;73;4;605;5;14;705;0;1;0;6;0;1;300;11;1.876;28;40;2.263
;{ñ class};0;49;11;30;59;30;184;5;26;0;0;394;2;7;1;5;16;10;91;6;35;2;0;175;2;56;12;35;75;40;275;11;61;2;0;569
211130:São Luiz - MA;Total;320;2.674;3.310;4.667;14.678;14.315;107.433;6.692;27.063;729;163;182.044;65;630;939;1.394;6.091;21.214;75.254;5.365;37.189;874;174;149.189;385;3.304;4.249;6.061;20.769;35.529;182.687;12.057;64.252;1.603;337;331.233
;00:Até 0,50;3;24;7;27;15;87;174;13;94;6;1;451;2;0;0;25;18;49;253;13;86;1;0;447;5;24;7;52;33;136;427;26;180;7;1;898
;01:0,51 a 1,00;19;162;182;234;496;463;4.252;217;546;15;1;6.587;7;100;123;222;384;398;5.827;405;950;14;1;8.431;26;262;305;456;880;861;10.079;622;1.496;29;2;15.018
;02:1,01 a 1,50;186;912;962;2.130;4.755;2.609;40.420;1.134;2.372;37;2;55.519;45;227;375;955;2.276;1.583;43.700;1.926;5.083;31;4;56.205;231;1.139;1.337;3.085;7.031;4.192;84.120;3.060;7.455;68;6;111.724
;03:1,51 a 2,00;53;467;553;961;2.940;1.153;21.249;890;1.585;32;5;29.888;8;103;142;106;1.480;274;11.009;848;3.213;31;6;17.220;61;570;695;1.067;4.420;1.427;32.258;1.738;4.798;63;11;47.108
;04:2,01 a 3,00;20;404;547;580;2.754;1.925;18.583;1.325;3.239;60;8;29.445;0;158;190;26;1.449;1.678;7.263;973;6.851;60;6;18.654;20;562;737;606;4.203;3.603;25.846;2.298;10.090;120;14;48.099
;05:3,01 a 4,00;6;159;214;165;1.671;3.853;5.778;773;2.652;62;6;15.339;0;18;28;12;127;5.569;2.216;398;4.694;83;6;13.151;6;177;242;177;1.798;9.422;7.994;1.171;7.346;145;12;28.490
;06:4,01 a 5,00;5;197;286;63;409;1.753;4.532;860;2.077;75;8;10.265;1;11;26;5;40;6.789;1.162;314;4.244;110;10;12.712;6;208;312;68;449;8.542;5.694;1.174;6.321;185;18;22.977
;07:5,01 a 7,00;0;152;207;175;479;1.382;5.828;658;3.566;111;20;12.578;0;3;8;8;34;3.017;1.499;225;4.168;186;27;9.175;0;155;215;183;513;4.399;7.327;883;7.734;297;47;21.753
;08:7,01 a 10,00;2;32;47;34;114;829;2.255;395;3.333;126;24;7.191;0;1;8;0;11;1.675;499;99;3.214;167;27;5.701;2;33;55;34;125;2.504;2.754;494;6.547;293;51;12.892
;09:10,01 a 15,00;1;12;20;16;61;64;1.145;256;3.480;111;41;5.207;0;0;2;0;14;109;378;102;2.619;114;42;3.380;1;12;22;16;75;173;1.523;358;6.099;225;83;8.587
;10:15,01 a 20,00;0;10;11;2;4;17;268;42;1.316;36;29;1.735;0;0;4;0;0;5;148;21;851;55;33;1.117;0;10;15;2;4;22;416;63;2.167;91;62;2.852
;11:Mais de 20,00;0;2;6;0;1;2;98;13;2.233;33;17;2.405;0;0;0;0;1;3;12;3;954;14;11;998;0;2;6;0;2;5;110;16;3.187;47;28;3.403
;{ñ class};25;141;268;280;979;178;2.851;116;570;25;1;5.434;2;9;33;35;257;65;1.288;38;262;8;1;1.998;27;150;301;315;1.236;243;4.139;154;832;33;2;7.432
221100:Terezina - PI;Total;749;8.073;3.668;8.029;15.198;10.376;73.004;4.924;24.712;4.195;316;153.244;86;982;660;1.679;4.355;4.142;64.704;4.976;36.705;5.201;188;123.678;835;9.055;4.328;9.708;19.553;14.518;137.708;9.900;61.417;9.396;504;276.922
;00:Até 0,50;8;10;4;29;29;178;144;11;201;6;0;620;1;4;4;17;20;148;163;13;161;4;0;535;9;14;8;46;49;326;307;24;362;10;0;1.155
;01:0,51 a 1,00;53;231;165;330;503;631;2.039;138;923;26;3;5.042;11;38;36;95;196;461;2.606;208;1.155;38;0;4.844;64;269;201;425;699;1.092;4.645;346;2.078;64;3;9.886
;02:1,01 a 1,50;452;3.315;1.973;4.402;8.669;6.117;36.271;1.623;3.482;263;12;66.579;69;721;546;1.399;3.477;3.062;39.497;2.527;6.480;438;22;58.238;521;4.036;2.519;5.801;12.146;9.179;75.768;4.150;9.962;701;34;124.817
;03:1,51 a 2,00;119;1.144;753;1.467;2.456;1.791;12.128;785;2.346;361;3;23.353;2;83;34;84;318;251;9.517;866;3.687;557;5;15.404;121;1.227;787;1.551;2.774;2.042;21.645;1.651;6.033;918;8;38.757
;04:2,01 a 3,00;46;696;428;991;1.763;998;9.759;720;2.366;641;9;18.417;0;35;9;35;150;125;6.214;770;3.958;931;8;12.235;46;731;437;1.026;1.913;1.123;15.973;1.490;6.324;1.572;17;30.652
;05:3,01 a 4,00;11;265;77;189;435;230;3.324;572;4.218;374;18;9.713;0;19;3;6;37;20;2.678;223;8.321;899;18;12.224;11;284;80;195;472;250;6.002;795;12.539;1.273;36;21.937
;06:4,01 a 5,00;15;1.889;37;92;621;127;2.134;594;1.916;264;81;7.770;0;55;1;5;52;21;977;163;4.226;582;13;6.095;15;1.944;38;97;673;148;3.111;757;6.142;846;94;13.865
;07:5,01 a 7,00;6;247;27;146;257;64;1.917;203;2.022;392;37;5.318;1;3;2;4;26;6;1.122;107;3.170;591;11;5.043;7;250;29;150;283;70;3.039;310;5.192;983;48;10.361
;08:7,01 a 10,00;1;40;21;79;110;40;2.957;135;2.504;411;14;6.312;0;2;0;2;8;4;1.000;47;2.386;419;7;3.875;1;42;21;81;118;44;3.957;182;4.890;830;21;10.187
;09:10,01 a 15,00;0;26;13;39;56;19;1.200;87;2.448;777;81;4.746;0;2;3;0;5;1;475;27;1.870;445;77;2.905;0;28;16;39;61;20;1.675;114;4.318;1.222;158;7.651
;10:15,01 a 20,00;0;12;1;1;8;13;258;24;1.063;372;18;1.770;0;0;0;0;1;1;88;3;679;155;8;935;0;12;1;1;9;14;346;27;1.742;527;26;2.705
;11:Mais de 20,00;0;3;2;15;3;4;238;8;1.072;302;40;1.687;0;0;0;0;1;0;92;1;500;134;19;747;0;3;2;15;4;4;330;9;1.572;436;59;2.434
;{ñ class};38;195;167;249;288;164;635;24;151;6;0;1.917;2;20;22;32;64;42;275;21;112;8;0;598;40;215;189;281;352;206;910;45;263;14;0;2.515
