;;Sexo Trabalhador;Escolaridade após 2005
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;03:1,51 a 2,00;37;291;131;340;642;400;5.060;184;559;7;0;7.651;3;94;23;180;200;79;2.674;262;1.356;10;3;4.884;40;385;154;520;842;479;7.734;446;1.915;17;3;12.535
;04:2,01 a 3,00;6;224;81;303;404;259;3.473;273;2.471;32;4;7.530;1;96;3;216;212;62;2.868;286;6.163;61;2;9.970;7;320;84;519;616;321;6.341;559;8.634;93;6;17.500
;05:3,01 a 4,00;0;39;16;75;98;45;1.038;105;1.476;46;6;2.944;0;23;1;54;67;15;1.104;69;2.846;69;5;4.253;0;62;17;129;165;60;2.142;174;4.322;115;11;7.197
;06:4,01 a 5,00;0;14;8;33;44;25;741;98;1.268;43;7;2.281;0;4;0;2;22;12;416;48;2.128;63;7;2.702;0;18;8;35;66;37;1.157;146;3.396;106;14;4.983
;07:5,01 a 7,00;0;30;6;76;83;19;1.446;213;3.044;110;11;5.038;0;1;0;1;15;7;251;49;2.489;153;5;2.971;0;31;6;77;98;26;1.697;262;5.533;263;16;8.009
;08:7,01 a 10,00;0;3;5;6;40;4;547;59;1.896;167;27;2.754;0;2;0;1;23;4;111;13;1.957;180;25;2.316;0;5;5;7;63;8;658;72;3.853;347;52;5.070
;09:10,01 a 15,00;0;4;0;6;32;8;187;30;1.486;89;40;1.882;0;0;0;0;36;5;83;10;1.076;91;21;1.322;0;4;0;6;68;13;270;40;2.562;180;61;3.204
;10:15,01 a 20,00;0;0;0;1;7;0;41;4;566;27;5;651;0;0;0;0;2;0;22;2;305;20;7;358;0;0;0;1;9;0;63;6;871;47;12;1.009
;11:Mais de 20,00;0;1;0;0;5;0;29;3;596;35;35;704;0;0;0;0;0;0;10;1;226;20;9;266;0;1;0;0;5;0;39;4;822;55;44;970
;{ñ class};20;124;109;101;400;116;1.791;39;157;8;79;2.944;7;24;22;20;333;76;1.277;56;252;4;55;2.126;27;148;131;121;733;192;3.068;95;409;12;134;5.070
130260:Manaus - AM;Total;423;3.695;2.295;8.337;18.058;13.188;186.625;9.376;47.674;1.546;1.310;292.527;221;1.327;1.053;2.948;7.236;6.320;112.908;7.841;64.279;1.353;1.898;207.384;644;5.022;3.348;11.285;25.294;19.508;299.533;17.217;111.953;2.899;3.208;499.911
;00:Até 0,50;6;12;11;166;114;1.332;1.565;70;94;10;6;3.386;3;11;2;69;76;1.113;1.248;76;131;13;6;2.748;9;23;13;235;190;2.445;2.813;146;225;23;12;6.134
;01:0,51 a 1,00;57;168;124;659;1.296;1.812;12.339;420;625;35;20;17.555;44;127;141;409;972;1.381;11.237;701;1.346;49;18;16.425;101;295;265;1.068;2.268;3.193;23.576;1.121;1.971;84;38;33.980
;02:1,01 a 1,50;174;997;724;3.068;5.514;4.571;58.624;1.647;2.427;55;31;77.832;115;433;432;1.291;2.724;2.262;43.161;2.343;4.430;80;37;57.308;289;1.430;1.156;4.359;8.238;6.833;101.785;3.990;6.857;135;68;135.140
;03:1,51 a 2,00;81;1.180;662;1.969;4.169;2.209;42.516;1.315;2.871;88;49;57.109;21;501;342;629;2.061;745;27.065;1.376;4.758;112;65;37.675;102;1.681;1.004;2.598;6.230;2.954;69.581;2.691;7.629;200;114;94.784
;04:2,01 a 3,00;48;877;414;1.224;3.417;1.459;30.848;2.036;9.938;136;167;50.564;10;151;71;280;567;305;14.182;1.336;17.148;188;415;34.653;58;1.028;485;1.504;3.984;1.764;45.030;3.372;27.086;324;582;85.217
;05:3,01 a 4,00;9;110;118;309;937;386;10.223;1.037;5.115;107;117;18.468;2;22;14;54;158;105;4.372;624;7.779;125;252;13.507;11;132;132;363;1.095;491;14.595;1.661;12.894;232;369;31.975
;06:4,01 a 5,00;3;30;31;120;309;146;5.160;831;5.157;106;83;11.976;3;11;4;14;69;27;2.077;392;8.506;113;237;11.453;6;41;35;134;378;173;7.237;1.223;13.663;219;320;23.429
;07:5,01 a 7,00;1;30;14;125;313;128;7.295;814;6.032;176;149;15.077;0;4;1;10;54;25;2.150;361;8.268;162;261;11.296;1;34;15;135;367;153;9.445;1.175;14.300;338;410;26.373
;08:7,01 a 10,00;3;15;4;104;458;234;4.820;539;5.328;245;237;11.987;0;3;0;2;30;21;1.065;216;4.972;217;220;6.746;3;18;4;106;488;255;5.885;755;10.300;462;457;18.733
;09:10,01 a 15,00;0;4;0;14;223;117;1.591;247;4.785;287;240;7.508;1;1;1;1;15;9;384;91;3.450;164;251;4.368;1;5;1;15;238;126;1.975;338;8.235;451;491;11.876
;10:15,01 a 20,00;0;0;4;6;60;28;788;112;2.126;143;101;3.368;0;0;1;1;6;7;227;33;1.324;60;67;1.726;0;0;5;7;66;35;1.015;145;3.450;203;168;5.094
;11:Mais de 20,00;0;1;1;3;32;28;364;51;2.440;118;98;3.136;0;0;0;0;0;2;65;15;1.213;44;54;1.393;0;1;1;3;32;30;429;66;3.653;162;152;4.529
;{ñ class};41;271;188;570;1.216;738;10.492;257;736;40;12;14.561;22;63;44;188;504;318;5.675;277;954;26;15;8.086;63;334;232;758;1.720;1.056;16.167;534;1.690;66;27;22.647
140010:Boa Vista - RR;Total;139;494;548;1.154;4.394;1.733;24.378;1.042;10.290;265;1.209;45.646;58;153;190;539;2.756;734;20.126;1.232;16.015;244;3.301;45.348;197;647;738;1.693;7.150;2.467;44.504;2.274;26.305;509;4.510;90.994
;00:Até 0,50;0;1;1;31;22;177;179;11;24;1;0;447;4;1;0;23;16;174;163;31;36;0;1;449;4;2;1;54;38;351;342;42;60;1;1;896
;01:0,51 a 1,00;20;43;41;81;313;275;2.496;89;252;8;9;3.627;15;10;15;32;224;157;2.563;160;464;4;23;3.667;35;53;56;113;537;432;5.059;249;716;12;32;7.294
;02:1,01 a 1,50;67;154;239;368;1.918;722;9.428;307;978;13;113;14.307;27;78;138;210;1.833;291;8.453;387;2.028;13;363;13.821;94;232;377;578;3.751;1.013;17.881;694;3.006;26;476;28.128
;03:1,51 a 2,00;23;66;98;201;673;256;3.803;173;584;8;92;5.977;3;7;9;25;214;41;2.283;199;875;10;260;3.926;26;73;107;226;887;297;6.086;372;1.459;18;352;9.903
;04:2,01 a 3,00;9;80;64;105;712;113;3.209;162;1.350;15;267;6.086;4;1;13;10;92;13;3.502;186;2.234;30;1.130;7.215;13;81;77;115;804;126;6.711;348;3.584;45;1.397;13.301
;05:3,01 a 4,00;3;45;25;116;198;34;1.156;103;1.353;26;231;3.290;0;21;3;103;85;5;867;112;2.463;44;881;4.584;3;66;28;219;283;39;2.023;215;3.816;70;1.112;7.874
;06:4,01 a 5,00;0;53;6;144;241;21;933;59;1.028;10;104;2.599;0;20;1;112;215;7;871;57;2.255;21;228;3.787;0;73;7;256;456;28;1.804;116;3.283;31;332;6.386
;07:5,01 a 7,00;0;10;35;26;66;8;698;55;1.419;20;96;2.433;0;1;1;5;19;2;402;39;2.349;16;161;2.995;0;11;36;31;85;10;1.100;94;3.768;36;257;5.428
;08:7,01 a 10,00;0;9;6;5;20;3;708;27;1.204;48;101;2.131;0;0;0;0;3;0;286;24;1.746;47;129;2.235;0;9;6;5;23;3;994;51;2.950;95;230;4.366
;09:10,01 a 15,00;0;1;1;6;48;3;246;17;965;48;124;1.459;0;0;0;0;5;0;68;4;873;35;84;1.069;0;1;1;6;53;3;314;21;1.838;83;208;2.528
;10:15,01 a 20,00;0;0;0;1;16;1;78;4;496;23;52;671;0;0;0;0;3;0;32;1;297;11;26;370;0;0;0;1;19;1;110;5;793;34;78;1.041
;11:Mais de 20,00;0;0;0;0;0;0;24;3;548;40;18;633;0;0;0;0;0;1;0;1;267;9;11;289;0;0;0;0;0;1;24;4;815;49;29;922
;{ñ class};17;32;32;70;167;120;1.420;32;89;5;2;1.986;5;14;10;19;47;43;636;31;128;4;4;941;22;46;42;89;214;163;2.056;63;217;9;6;2.927
150140:Belém - PA;Total;523;2.776;2.339;10.504;23.823;12.255;124.108;6.169;47.231;1.654;593;231.975;163;496;451;3.672;8.831;4.629;77.863;5.063;62.265;2.821;485;166.739;686;3.272;2.790;14.176;32.654;16.884;201.971;11.232;109.496;4.475;1.078;398.714
;00:Até 0,50;2;21;24;136;146;596;993;40;372;12;1;2.343;3;18;18;120;139;562;1.102;54;297;15;0;2.328;5;39;42;256;285;1.158;2.095;94;669;27;1;4.671
;01:0,51 a 1,00;42;230;185;533;1.449;1.177;8.918;401;1.201;39;11;14.186;26;74;82;306;987;801;8.327;543;1.550;52;8;12.756;68;304;267;839;2.436;1.978;17.245;944;2.751;91;19;26.942
;02:1,01 a 1,50;254;1.166;874;3.396;8.437;4.465;39.714;1.262;2.480;47;11;62.106;73;288;233;1.820;4.904;1.892;32.682;1.553;4.380;64;13;47.902;327;1.454;1.107;5.216;13.341;6.357;72.396;2.815;6.860;111;24;110.008
;03:1,51 a 2,00;98;578;594;3.054;4.623;2.267;23.864;753;2.352;84;13;38.280;25;50;50;940;1.356;663;14.665;809;3.818;146;14;22.536;123;628;644;3.994;5.979;2.930;38.529;1.562;6.170;230;27;60.816
;04:2,01 a 3,00;50;387;289;1.705;4.005;1.338;22.096;1.356;4.311;151;31;35.719;14;14;11;198;661;267;9.393;762;6.742;374;24;18.460;64;401;300;1.903;4.666;1.605;31.489;2.118;11.053;525;55;54.179
;05:3,01 a 4,00;6;62;74;439;1.819;589;12.118;645;5.103;144;23;21.022;5;5;4;78;274;100;4.023;370;9.774;378;15;15.026;11;67;78;517;2.093;689;16.141;1.015;14.877;522;38;36.048
;06:4,01 a 5,00;6;20;28;251;1.059;497;5.252;534;4.487;163;28;12.325;0;3;1;41;101;81;2.340;264;7.742;301;29;10.903;6;23;29;292;1.160;578;7.592;798;12.229;464;57;23.228
;07:5,01 a 7,00;4;55;23;295;632;213;3.301;370;7.446;245;35;12.619;0;3;1;9;53;25;1.584;263;11.215;577;35;13.765;4;58;24;304;685;238;4.885;633;18.661;822;70;26.384
;08:7,01 a 10,00;6;14;13;99;257;288;1.709;236;6.263;287;70;9.242;0;1;0;6;16;10;656;176;7.496;549;85;8.995;6;15;13;105;273;298;2.365;412;13.759;836;155;18.237
;09:10,01 a 15,00;2;3;5;47;254;147;1.107;211;5.564;223;175;7.738;1;0;0;7;10;6;207;47;4.221;189;136;4.824;3;3;5;54;264;153;1.314;258;9.785;412;311;12.562
;10:15,01 a 20,00;0;0;0;17;47;5;292;59;2.312;78;72;2.882;0;0;0;5;8;2;69;12;1.506;47;55;1.704;0;0;0;22;55;7;361;71;3.818;125;127;4.586
;11:Mais de 20,00;0;0;0;4;26;10;161;43;3.534;111;112;4.001;0;0;0;1;6;0;51;7;1.978;72;62;2.177;0;0;0;5;32;10;212;50;5.512;183;174;6.178
;{ñ class};53;240;230;528;1.069;663;4.583;259;1.806;70;11;9.512;16;40;51;141;316;220;2.764;203;1.546;57;9;5.363;69;280;281;669;1.385;883;7.347;462;3.352;127;20;14.875
160030:Macapá - AP;Total;137;510;334;1.207;2.879;2.149;24.462;1.373;21.041;357;212;54.661;47;177;106;543;1.679;989;18.515;1.374;26.988;384;160;50.962;184;687;440;1.750;4.558;3.138;42.977;2.747;48.029;741;372;105.623
;00:Até 0,50;1;1;1;27;17;140;266;30;143;0;0;626;0;0;1;14;11;95;227;47;124;0;0;519;1;1;2;41;28;235;493;77;267;0;0;1.145
;01:0,51 a 1,00;35;52;50;112;369;338;3.204;170;758;8;1;5.097;5;18;23;52;171;192;2.838;211;1.321;3;1;4.835;40;70;73;164;540;530;6.042;381;2.079;11;2;9.932
;02:1,01 a 1,50;76;231;155;440;1.199;1.072;9.173;459;1.079;10;4;13.898;34;108;70;306;789;568;7.578;520;1.683;15;4;11.675;110;339;225;746;1.988;1.640;16.751;979;2.762;25;8;25.573
;03:1,51 a 2,00;12;76;54;170;306;299;3.554;197;1.159;9;5;5.841;2;6;6;22;70;55;2.622;230;1.528;18;1;4.560;14;82;60;192;376;354;6.176;427;2.687;27;6;10.401
;04:2,01 a 3,00;8;58;38;90;362;135;3.249;173;2.073;17;4;6.207;1;17;3;26;173;23;1.634;141;2.881;21;1;4.921;9;75;41;116;535;158;4.883;314;4.954;38;5;11.128
;05:3,01 a 4,00;0;16;7;50;115;15;878;57;1.738;18;3;2.897;2;11;0;40;195;2;548;52;2.874;23;3;3.750;2;27;7;90;310;17;1.426;109;4.612;41;6;6.647
;06:4,01 a 5,00;0;40;0;163;212;6;921;41;2.604;30;4;4.021;0;10;0;47;179;2;1.169;21;3.205;28;1;4.662;0;50;0;210;391;8;2.090;62;5.809;58;5;8.683
;07:5,01 a 7,00;1;6;4;67;88;8;920;42;4.540;54;7;5.737;0;1;0;6;22;3;730;25;6.210;58;5;7.060;1;7;4;73;110;11;1.650;67;10.750;112;12;12.797
;08:7,01 a 10,00;2;3;1;2;31;16;568;55;3.422;119;19;4.238;0;0;0;1;7;5;317;27;4.401;143;12;4.913;2;3;1;3;38;21;885;82;7.823;262;31;9.151
;09:10,01 a 15,00;0;0;1;2;22;4;278;29;1.695;53;94;2.178;0;0;0;1;6;1;119;19;1.647;41;81;1.915;0;0;1;3;28;5;397;48;3.342;94;175;4.093
;10:15,01 a 20,00;0;0;0;1;17;0;198;9;515;9;43;792;0;0;0;0;4;0;76;5;331;22;34;472;0;0;0;1;21;0;274;14;846;31;77;1.264
;11:Mais de 20,00;0;0;0;0;0;0;62;8;875;26;28;999;0;0;0;0;0;0;23;3;460;7;17;510;0;0;0;0;0;0;85;11;1.335;33;45;1.509
;{ñ class};2;27;23;83;141;116;1.191;103;440;4;0;2.130;3;6;3;28;52;43;634;73;323;5;0;1.170;5;33;26;111;193;159;1.825;176;763;9;0;3.300
172100:Palmas - TO;Total;67;2.212;237;768;2.361;1.877;32.179;1.600;18.808;651;344;61.104;30;2.700;70;222;1.471;961;26.273;1.807;28.181;600;330;62.645;97;4.912;307;990;3.832;2.838;58.452;3.407;46.989;1.251;674;123.749
;00:Até 0,50;0;11;4;29;4;182;181;20;17;3;2;453;2;7;1;10;8;208;234;45;41;1;1;558;2;18;5;39;12;390;415;65;58;4;3;1.011
;01:0,51 a 1,00;15;410;21;77;175;269;2.798;166;205;4;2;4.142;9;361;16;60;156;237;3.029;217;369;5;2;4.461;24;771;37;137;331;506;5.827;383;574;9;4;8.603
;02:1,01 a 1,50;34;1.475;74;278;945;623;10.262;469;712;13;1;14.886;17;2.175;35;116;974;367;11.856;739;1.640;12;3;17.934;51;3.650;109;394;1.919;990;22.118;1.208;2.352;25;4;32.820
;03:1,51 a 2,00;12;118;40;162;397;347;5.488;239;731;12;1;7.547;0;46;5;15;138;66;3.366;310;1.565;5;2;5.518;12;164;45;177;535;413;8.854;549;2.296;17;3;13.065
;04:2,01 a 3,00;3;101;47;99;457;265;5.875;290;2.200;39;4;9.380;2;68;0;2;98;27;3.802;232;4.232;35;6;8.504;5;169;47;101;555;292;9.677;522;6.432;74;10;17.884
;05:3,01 a 4,00;1;22;9;34;159;67;1.971;136;3.123;40;9;5.571;0;14;0;1;18;6;1.299;77;5.663;34;10;7.122;1;36;9;35;177;73;3.270;213;8.786;74;19;12.693
;06:4,01 a 5,00;0;5;1;10;27;20;1.131;72;2.180;52;9;3.507;0;3;1;3;22;5;884;52;4.196;62;11;5.239;0;8;2;13;49;25;2.015;124;6.376;114;20;8.746
;07:5,01 a 7,00;0;4;1;8;38;19;958;81;2.615;86;40;3.850;0;8;0;0;5;1;511;52;4.830;101;42;5.550;0;12;1;8;43;20;1.469;133;7.445;187;82;9.400
;08:7,01 a 10,00;0;4;2;1;12;4;1.317;48;2.184;134;59;3.765;0;0;2;0;2;0;234;19;2.319;139;41;2.756;0;4;4;1;14;4;1.551;67;4.503;273;100;6.521
;09:10,01 a 15,00;0;2;1;0;6;2;775;20;1.982;166;147;3.101;0;0;2;0;3;1;119;8;1.668;139;163;2.103;0;2;3;0;9;3;894;28;3.650;305;310;5.204
;10:15,01 a 20,00;0;0;2;0;4;0;195;17;1.158;66;32;1.474;0;0;0;0;4;1;26;4;709;49;35;828;0;0;2;0;8;1;221;21;1.867;115;67;2.302
;11:Mais de 20,00;0;0;0;0;12;1;132;9;1.594;30;38;1.816;0;0;0;0;0;0;32;3;776;13;14;838;0;0;0;0;12;1;164;12;2.370;43;52;2.654
;{ñ class};2;60;35;70;125;78;1.096;33;107;6;0;1.612;0;18;8;15;43;42;881;49;173;5;0;1.234;2;78;43;85;168;120;1.977;82;280;11;0;2.846
211130:São Luiz - MA;Total;366;2.753;2.802;4.202;10.447;5.239;120.785;5.729;36.286;907;201;189.717;166;789;821;943;2.916;2.041;83.661;6.553;56.043;1.219;204;155.356;532;3.542;3.623;5.145;13.363;7.280;204.446;12.282;92.329;2.126;405;345.073
;00:Até 0,50;5;7;8;17;72;65;790;22;120;3;0;1.109;3;0;4;20;29;45;896;29;145;4;1;1.176;8;7;12;37;101;110;1.686;51;265;7;1;2.285
;01:0,51 a 1,00;53;222;234;398;946;650;10.404;343;872;27;2;14.151;18;99;152;210;529;447;12.219;586;1.929;24;3;16.216;71;321;386;608;1.475;1.097;22.623;929;2.801;51;5;30.367
;02:1,01 a 1,50;189;855;757;1.720;4.220;2.255;45.048;1.080;2.731;45;11;58.911;108;171;203;577;1.772;1.117;41.706;1.825;6.374;80;11;53.944;297;1.026;960;2.297;5.992;3.372;86.754;2.905;9.105;125;22;112.855
;03:1,51 a 2,00;47;606;531;871;1.971;923;21.123;667;1.718;49;5;28.511;27;239;232;68;182;201;11.737;975;3.669;64;4;17.398;74;845;763;939;2.153;1.124;32.860;1.642;5.387;113;9;45.909
;04:2,01 a 3,00;23;319;317;511;1.186;566;15.668;762;3.667;102;11;23.132;7;89;113;7;156;71;6.914;888;9.019;147;16;17.427;30;408;430;518;1.342;637;22.582;1.650;12.686;249;27;40.559
;05:3,01 a 4,00;6;302;369;97;376;209;6.744;514;6.835;84;12;15.548;0;58;37;4;42;37;3.119;646;10.257;133;11;14.344;6;360;406;101;418;246;9.863;1.160;17.092;217;23;29.892
;06:4,01 a 5,00;2;65;55;45;152;54;5.346;775;3.628;102;15;10.239;0;93;22;7;24;11;1.919;811;9.282;193;16;12.378;2;158;77;52;176;65;7.265;1.586;12.910;295;31;22.617
;07:5,01 a 7,00;0;89;123;87;241;92;5.474;784;5.349;108;19;12.366;1;8;11;1;11;10;1.214;374;6.220;188;22;8.060;1;97;134;88;252;102;6.688;1.158;11.569;296;41;20.426
;08:7,01 a 10,00;0;84;118;19;141;57;3.117;355;4.354;112;32;8.389;0;19;6;0;29;5;687;201;4.712;152;27;5.838;0;103;124;19;170;62;3.804;556;9.066;264;59;14.227
;09:10,01 a 15,00;0;16;9;11;75;15;1.017;200;2.864;138;33;4.378;0;2;1;0;6;0;169;44;1.883;129;50;2.284;0;18;10;11;81;15;1.186;244;4.747;267;83;6.662
;10:15,01 a 20,00;0;9;10;1;25;6;531;83;1.573;57;30;2.325;0;0;4;0;0;2;250;46;970;64;23;1.359;0;9;14;1;25;8;781;129;2.543;121;53;3.684
;11:Mais de 20,00;0;5;0;0;3;1;93;37;1.837;54;30;2.060;0;0;0;0;0;0;15;7;861;22;17;922;0;5;0;0;3;1;108;44;2.698;76;47;2.982
;{ñ class};41;174;271;425;1.039;346;5.430;107;738;26;1;8.598;2;11;36;49;136;95;2.816;121;722;19;3;4.010;43;185;307;474;1.175;441;8.246;228;1.460;45;4;12.608
221100:Terezina - PI;Total;918;6.511;2.623;5.910;12.618;9.214;70.802;5.672;27.868;3.495;466;146.097;424;2.414;479;1.497;4.229;3.455;54.663;5.699;37.472;7.323;376;118.031;1.342;8.925;3.102;7.407;16.847;12.669;125.465;11.371;65.340;10.818;842;264.128
;00:Até 0,50;7;52;31;49;58;329;561;42;219;12;0;1.360;2;8;6;19;34;241;606;66;185;10;0;1.177;9;60;37;68;92;570;1.167;108;404;22;0;2.537
;01:0,51 a 1,00;125;547;397;945;1.941;1.595;12.039;670;1.228;51;2;19.540;47;154;156;389;1.102;965;13.383;1.030;2.470;64;1;19.761;172;701;553;1.334;3.043;2.560;25.422;1.700;3.698;115;3;39.301
;02:1,01 a 1,50;436;2.541;1.206;2.732;5.775;4.189;29.253;1.639;4.238;206;7;52.222;289;1.190;234;670;2.124;1.629;22.846;2.124;7.676;360;10;39.152;725;3.731;1.440;3.402;7.899;5.818;52.099;3.763;11.914;566;17;91.374
;03:1,51 a 2,00;110;742;374;799;1.755;1.189;10.572;854;3.028;433;8;19.864;17;380;19;40;327;244;6.886;976;4.572;938;5;14.404;127;1.122;393;839;2.082;1.433;17.458;1.830;7.600;1.371;13;34.268
;04:2,01 a 3,00;47;623;195;448;1.027;617;6.725;672;2.694;245;15;13.308;13;254;4;27;206;96;4.778;743;4.790;458;17;11.386;60;877;199;475;1.233;713;11.503;1.415;7.484;703;32;24.694
;05:3,01 a 4,00;16;662;34;74;582;338;3.363;1.006;3.722;1.309;27;11.133;10;108;2;17;88;35;1.488;308;4.803;3.125;12;9.996;26;770;36;91;670;373;4.851;1.314;8.525;4.434;39;21.129
;06:4,01 a 5,00;11;179;17;41;195;95;1.335;229;1.723;479;17;4.321;12;57;0;9;35;21;575;116;2.837;1.449;25;5.136;23;236;17;50;230;116;1.910;345;4.560;1.928;42;9.457
;07:5,01 a 7,00;7;110;13;63;134;49;1.297;184;1.897;212;45;4.011;5;25;0;7;29;8;724;80;3.453;422;37;4.790;12;135;13;70;163;57;2.021;264;5.350;634;82;8.801
;08:7,01 a 10,00;33;363;8;23;216;87;1.165;153;2.821;212;82;5.163;2;122;2;0;22;11;447;56;2.599;252;61;3.574;35;485;10;23;238;98;1.612;209;5.420;464;143;8.737
;09:10,01 a 15,00;2;143;5;4;47;24;429;51;2.954;211;164;4.034;0;38;0;0;8;4;198;16;2.004;184;149;2.601;2;181;5;4;55;28;627;67;4.958;395;313;6.635
;10:15,01 a 20,00;0;62;1;0;8;4;174;26;1.497;43;38;1.853;0;8;1;0;1;1;126;10;804;20;36;1.007;0;70;2;0;9;5;300;36;2.301;63;74;2.860
;11:Mais de 20,00;0;51;2;2;1;0;47;8;1.314;68;56;1.549;0;21;0;0;1;0;25;3;746;30;19;845;0;72;2;2;2;0;72;11;2.060;98;75;2.394
;{ñ class};124;436;340;730;879;698;3.842;138;533;14;5;7.739;27;49;55;319;252;200;2.581;171;533;11;4;4.202;151;485;395;1.049;1.131;898;6.423;309;1.066;25;9;11.941
