;;Sexo Trabalhador;Escolaridade após 2005
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;01:0,51 a 1,00;20;59;43;43;107;123;1.487;46;117;4;0;2.049;7;24;29;33;204;97;2.693;114;281;5;1;3.488;27;83;72;76;311;220;4.180;160;398;9;1;5.537
;02:1,01 a 1,50;120;552;365;488;1.141;685;10.386;369;573;7;0;14.686;23;230;223;232;684;372;8.486;614;1.414;7;0;12.285;143;782;588;720;1.825;1.057;18.872;983;1.987;14;0;26.971
;03:1,51 a 2,00;33;316;153;350;683;400;5.165;238;533;8;3;7.882;3;75;25;146;219;100;2.958;340;1.247;15;5;5.133;36;391;178;496;902;500;8.123;578;1.780;23;8;13.015
;04:2,01 a 3,00;11;217;87;271;430;252;3.314;251;2.303;30;13;7.179;0;71;2;162;185;47;2.131;259;5.560;59;14;8.490;11;288;89;433;615;299;5.445;510;7.863;89;27;15.669
;05:3,01 a 4,00;0;57;15;48;126;54;956;116;1.463;46;14;2.895;0;13;5;24;29;14;572;93;2.991;76;12;3.829;0;70;20;72;155;68;1.528;209;4.454;122;26;6.724
;06:4,01 a 5,00;0;15;2;22;37;31;787;118;1.407;55;17;2.491;0;3;0;3;7;7;264;48;2.315;73;16;2.736;0;18;2;25;44;38;1.051;166;3.722;128;33;5.227
;07:5,01 a 7,00;0;30;6;79;86;18;1.404;206;2.973;157;17;4.976;0;2;0;2;13;7;275;52;2.547;181;13;3.092;0;32;6;81;99;25;1.679;258;5.520;338;30;8.068
;08:7,01 a 10,00;0;7;2;11;28;5;527;57;1.524;89;28;2.278;0;1;0;1;2;4;70;17;1.433;93;17;1.638;0;8;2;12;30;9;597;74;2.957;182;45;3.916
;09:10,01 a 15,00;0;4;0;7;14;2;157;34;1.070;51;23;1.362;0;1;0;0;0;0;35;6;620;40;8;710;0;5;0;7;14;2;192;40;1.690;91;31;2.072
;10:15,01 a 20,00;0;0;0;1;2;0;36;1;417;18;11;486;0;0;0;0;0;0;9;2;165;8;2;186;0;0;0;1;2;0;45;3;582;26;13;672
;11:Mais de 20,00;0;2;0;0;0;0;14;2;454;29;29;530;0;0;0;0;0;0;8;2;178;15;9;212;0;2;0;0;0;0;22;4;632;44;38;742
;{ñ class};11;171;130;89;185;111;1.791;51;124;3;19;2.685;5;23;19;11;54;36;952;36;167;4;6;1.313;16;194;149;100;239;147;2.743;87;291;7;25;3.998
130260:Manaus - AM;Total;430;3.770;2.392;8.639;18.948;14.133;177.153;9.722;47.868;1.498;1.074;285.627;193;1.431;1.154;3.132;7.545;6.870;106.699;8.256;64.833;1.357;1.623;203.093;623;5.201;3.546;11.771;26.493;21.003;283.852;17.978;112.701;2.855;2.697;488.720
;00:Até 0,50;2;5;2;160;58;1.436;950;83;63;9;2;2.770;3;6;3;101;38;1.102;873;88;76;7;2;2.299;5;11;5;261;96;2.538;1.823;171;139;16;4;5.069
;01:0,51 a 1,00;24;72;41;256;529;1.156;4.312;213;381;30;8;7.022;12;49;39;166;377;917;4.314;288;684;35;8;6.889;36;121;80;422;906;2.073;8.626;501;1.065;65;16;13.911
;02:1,01 a 1,50;189;1.015;751;3.061;5.993;5.207;53.306;1.772;2.098;52;21;73.465;113;513;480;1.404;3.187;2.944;44.893;2.509;4.302;80;20;60.445;302;1.528;1.231;4.465;9.180;8.151;98.199;4.281;6.400;132;41;133.910
;03:1,51 a 2,00;97;1.215;707;2.211;4.726;2.585;44.583;1.441;2.765;66;47;60.443;25;571;412;900;2.589;989;25.312;1.552;4.719;87;62;37.218;122;1.786;1.119;3.111;7.315;3.574;69.895;2.993;7.484;153;109;97.661
;04:2,01 a 3,00;46;922;464;1.421;3.785;1.706;32.855;2.133;9.928;118;105;53.483;9;147;74;304;607;347;16.014;1.528;16.800;163;305;36.298;55;1.069;538;1.725;4.392;2.053;48.869;3.661;26.728;281;410;89.781
;05:3,01 a 4,00;15;142;136;393;1.077;490;10.734;1.033;4.585;113;101;18.819;6;51;21;57;183;128;4.297;748;7.384;138;232;13.245;21;193;157;450;1.260;618;15.031;1.781;11.969;251;333;32.064
;06:4,01 a 5,00;1;49;43;154;403;200;5.509;869;5.251;95;85;12.659;1;13;3;17;88;31;2.225;429;9.042;140;220;12.209;2;62;46;171;491;231;7.734;1.298;14.293;235;305;24.868
;07:5,01 a 7,00;2;33;15;178;386;161;7.966;850;6.431;181;103;16.306;1;8;3;12;66;25;2.364;401;9.315;173;221;12.589;3;41;18;190;452;186;10.330;1.251;15.746;354;324;28.895
;08:7,01 a 10,00;2;20;5;127;554;240;5.142;572;5.655;245;172;12.734;1;2;1;3;41;23;1.077;253;5.455;227;194;7.277;3;22;6;130;595;263;6.219;825;11.110;472;366;20.011
;09:10,01 a 15,00;0;2;2;28;204;108;1.599;275;4.541;295;276;7.330;0;0;0;0;14;9;385;80;3.157;177;248;4.070;0;2;2;28;218;117;1.984;355;7.698;472;524;11.400
;10:15,01 a 20,00;0;1;7;5;67;28;891;145;2.495;127;66;3.832;0;0;2;1;6;8;254;47;1.514;57;54;1.943;0;1;9;6;73;36;1.145;192;4.009;184;120;5.775
;11:Mais de 20,00;0;1;2;4;35;45;489;69;2.992;134;81;3.852;0;0;0;0;0;3;76;16;1.540;52;51;1.738;0;1;2;4;35;48;565;85;4.532;186;132;5.590
;{ñ class};52;293;217;641;1.131;771;8.817;267;683;33;7;12.912;22;71;116;167;349;344;4.615;317;845;21;6;6.873;74;364;333;808;1.480;1.115;13.432;584;1.528;54;13;19.785
140010:Boa Vista - RR;Total;142;502;507;1.016;4.201;1.606;23.248;1.011;10.194;349;1.203;43.979;57;189;217;631;2.833;798;19.762;1.209;15.696;310;3.424;45.126;199;691;724;1.647;7.034;2.404;43.010;2.220;25.890;659;4.627;89.105
;00:Até 0,50;0;0;0;24;9;110;64;9;24;1;1;242;0;0;0;17;10;127;70;12;28;3;0;267;0;0;0;41;19;237;134;21;52;4;1;509
;01:0,51 a 1,00;8;22;19;29;173;227;967;35;214;2;7;1.703;3;10;15;23;185;141;1.325;78;335;4;39;2.158;11;32;34;52;358;368;2.292;113;549;6;46;3.861
;02:1,01 a 1,50;82;162;239;329;1.849;703;10.159;321;882;6;135;14.867;44;85;155;231;1.796;401;9.744;465;1.840;8;505;15.274;126;247;394;560;3.645;1.104;19.903;786;2.722;14;640;30.141
;03:1,51 a 2,00;22;77;93;123;736;244;3.850;158;555;4;99;5.961;3;8;18;24;301;53;2.150;168;1.020;6;238;3.989;25;85;111;147;1.037;297;6.000;326;1.575;10;337;9.950
;04:2,01 a 3,00;12;72;56;97;625;133;3.110;178;1.037;18;305;5.643;2;4;10;2;81;21;3.174;199;1.882;33;1.275;6.683;14;76;66;99;706;154;6.284;377;2.919;51;1.580;12.326
;05:3,01 a 4,00;4;51;18;111;211;35;1.023;118;1.534;17;192;3.314;0;33;2;143;95;9;778;127;2.332;29;743;4.291;4;84;20;254;306;44;1.801;245;3.866;46;935;7.605
;06:4,01 a 5,00;0;36;9;100;161;13;789;61;1.086;25;92;2.372;0;29;2;121;202;3;764;54;2.220;25;203;3.623;0;65;11;221;363;16;1.553;115;3.306;50;295;5.995
;07:5,01 a 7,00;0;39;35;106;174;8;909;43;1.508;22;89;2.933;0;9;0;54;121;3;739;48;2.471;24;147;3.616;0;48;35;160;295;11;1.648;91;3.979;46;236;6.549
;08:7,01 a 10,00;0;10;8;4;36;3;764;31;1.188;64;69;2.177;0;0;1;0;5;1;302;20;1.826;56;112;2.323;0;10;9;4;41;4;1.066;51;3.014;120;181;4.500
;09:10,01 a 15,00;0;4;1;10;78;2;243;11;947;91;144;1.531;0;0;0;0;4;0;73;6;990;75;102;1.250;0;4;1;10;82;2;316;17;1.937;166;246;2.781
;10:15,01 a 20,00;0;0;0;2;16;0;87;8;545;42;43;743;0;0;0;0;2;0;30;2;303;23;26;386;0;0;0;2;18;0;117;10;848;65;69;1.129
;11:Mais de 20,00;0;0;0;0;1;0;28;2;566;52;22;671;0;0;0;0;0;1;2;0;281;20;23;327;0;0;0;0;1;1;30;2;847;72;45;998
;{ñ class};14;29;29;81;132;128;1.255;36;108;5;5;1.822;5;11;14;16;31;38;611;30;168;4;11;939;19;40;43;97;163;166;1.866;66;276;9;16;2.761
150140:Belém - PA;Total;518;2.815;2.497;11.206;24.213;13.505;117.399;6.117;46.746;1.566;798;227.380;169;607;548;4.250;9.427;5.119;77.689;5.162;62.884;2.813;651;169.319;687;3.422;3.045;15.456;33.640;18.624;195.088;11.279;109.630;4.379;1.449;396.699
;00:Até 0,50;1;13;20;122;105;630;664;51;305;7;2;1.920;3;24;22;127;193;554;827;36;256;16;0;2.058;4;37;42;249;298;1.184;1.491;87;561;23;2;3.978
;01:0,51 a 1,00;32;142;122;336;739;724;3.370;187;816;38;13;6.519;19;58;63;272;634;531;3.530;252;764;26;8;6.157;51;200;185;608;1.373;1.255;6.900;439;1.580;64;21;12.676
;02:1,01 a 1,50;246;1.161;950;3.345;8.385;4.622;39.119;1.371;2.304;45;5;61.553;97;379;325;2.268;5.377;2.373;35.515;1.647;4.384;48;10;52.423;343;1.540;1.275;5.613;13.762;6.995;74.634;3.018;6.688;93;15;113.976
;03:1,51 a 2,00;120;696;648;3.562;5.078;2.425;22.597;836;2.131;57;8;38.158;23;73;57;1.070;1.724;812;15.563;886;3.603;84;7;23.902;143;769;705;4.632;6.802;3.237;38.160;1.722;5.734;141;15;62.060
;04:2,01 a 3,00;46;381;350;1.911;4.258;1.652;25.212;1.389;4.201;139;18;39.557;16;19;23;202;705;284;10.424;859;6.488;363;12;19.395;62;400;373;2.113;4.963;1.936;35.636;2.248;10.689;502;30;58.952
;05:3,01 a 4,00;9;70;81;483;1.844;1.258;11.037;581;4.975;125;26;20.489;4;5;3;90;285;164;3.794;410;9.402;327;14;14.498;13;75;84;573;2.129;1.422;14.831;991;14.377;452;40;34.987
;06:4,01 a 5,00;5;40;28;268;1.027;849;4.253;534;4.310;215;27;11.556;0;1;4;47;104;124;2.474;307;7.770;339;18;11.188;5;41;32;315;1.131;973;6.727;841;12.080;554;45;22.744
;07:5,01 a 7,00;4;73;25;345;651;279;3.358;383;7.822;261;48;13.249;0;3;2;13;66;36;1.888;284;11.966;634;55;14.947;4;76;27;358;717;315;5.246;667;19.788;895;103;28.196
;08:7,01 a 10,00;4;22;11;132;293;289;1.898;261;6.744;323;85;10.062;1;1;0;13;30;11;830;227;8.419;637;104;10.273;5;23;11;145;323;300;2.728;488;15.163;960;189;20.335
;09:10,01 a 15,00;1;2;7;64;251;139;993;248;5.870;130;370;8.075;0;1;0;10;13;6;222;83;4.816;145;300;5.596;1;3;7;74;264;145;1.215;331;10.686;275;670;13.671
;10:15,01 a 20,00;0;0;0;18;50;10;313;63;2.583;47;62;3.146;0;0;0;2;10;1;63;12;1.725;37;51;1.901;0;0;0;20;60;11;376;75;4.308;84;113;5.047
;11:Mais de 20,00;0;0;0;4;20;8;117;52;3.637;94;116;4.048;0;0;0;1;4;0;48;7;2.229;65;61;2.415;0;0;0;5;24;8;165;59;5.866;159;177;6.463
;{ñ class};50;215;255;616;1.512;620;4.468;161;1.048;85;18;9.048;6;43;49;135;282;223;2.511;152;1.062;92;11;4.566;56;258;304;751;1.794;843;6.979;313;2.110;177;29;13.614
160030:Macapá - AP;Total;122;508;327;1.291;2.910;2.302;24.436;1.347;21.739;373;209;55.564;48;178;125;584;1.771;1.056;18.417;1.352;27.561;387;161;51.640;170;686;452;1.875;4.681;3.358;42.853;2.699;49.300;760;370;107.204
;00:Até 0,50;0;0;0;29;8;192;137;35;166;0;0;567;0;0;1;27;7;127;142;23;86;0;0;413;0;0;1;56;15;319;279;58;252;0;0;980
;01:0,51 a 1,00;13;39;22;59;200;228;1.387;75;529;6;1;2.559;5;9;13;39;107;129;1.208;96;842;3;0;2.451;18;48;35;98;307;357;2.595;171;1.371;9;1;5.010
;02:1,01 a 1,50;72;226;148;508;1.302;1.245;10.203;429;1.022;9;1;15.165;34;106;87;333;879;637;8.561;554;1.822;12;1;13.026;106;332;235;841;2.181;1.882;18.764;983;2.844;21;2;28.191
;03:1,51 a 2,00;23;86;72;205;351;331;4.261;235;1.768;12;4;7.348;0;14;13;32;99;87;3.089;279;2.297;13;0;5.923;23;100;85;237;450;418;7.350;514;4.065;25;4;13.271
;04:2,01 a 3,00;6;53;40;114;363;169;3.322;215;2.198;16;2;6.498;0;11;4;18;133;24;1.636;172;2.884;11;2;4.895;6;64;44;132;496;193;4.958;387;5.082;27;4;11.393
;05:3,01 a 4,00;0;21;8;56;137;17;960;77;1.528;20;3;2.827;2;12;0;49;247;4;615;52;2.171;16;2;3.170;2;33;8;105;384;21;1.575;129;3.699;36;5;5.997
;06:4,01 a 5,00;0;32;2;78;138;4;792;48;1.560;27;4;2.685;0;11;0;41;137;1;959;27;2.357;29;2;3.564;0;43;2;119;275;5;1.751;75;3.917;56;6;6.249
;07:5,01 a 7,00;2;23;6;177;208;15;1.279;52;5.020;57;9;6.848;0;4;0;21;92;3;1.157;36;6.392;52;3;7.760;2;27;6;198;300;18;2.436;88;11.412;109;12;14.608
;08:7,01 a 10,00;2;3;3;8;30;16;570;72;3.911;128;13;4.756;0;1;1;1;7;3;316;29;5.876;168;14;6.416;2;4;4;9;37;19;886;101;9.787;296;27;11.172
;09:10,01 a 15,00;1;1;1;6;17;3;301;22;2.128;51;99;2.630;0;0;0;2;7;4;147;17;1.742;52;90;2.061;1;1;1;8;24;7;448;39;3.870;103;189;4.691
;10:15,01 a 20,00;0;0;0;2;19;1;230;10;640;13;38;953;0;0;0;0;4;0;79;6;352;9;27;477;0;0;0;2;23;1;309;16;992;22;65;1.430
;11:Mais de 20,00;0;1;0;1;1;1;47;9;927;28;35;1.050;0;0;0;0;0;0;22;6;498;12;20;558;0;1;0;1;1;1;69;15;1.425;40;55;1.608
;{ñ class};3;23;25;48;136;80;947;68;342;6;0;1.678;7;10;6;21;52;37;486;55;242;10;0;926;10;33;31;69;188;117;1.433;123;584;16;0;2.604
172100:Palmas - TO;Total;67;2.176;310;947;2.564;2.168;32.745;1.665;17.402;624;303;60.971;20;2.670;97;277;1.535;1.144;26.776;1.882;24.802;566;287;60.056;87;4.846;407;1.224;4.099;3.312;59.521;3.547;42.204;1.190;590;121.027
;00:Até 0,50;0;2;2;33;5;231;119;35;23;1;3;454;1;0;1;16;4;267;136;39;23;3;2;492;1;2;3;49;9;498;255;74;46;4;5;946
;01:0,51 a 1,00;11;1.350;20;69;274;230;1.786;87;101;7;2;3.937;6;2.041;7;31;309;198;2.918;127;180;7;2;5.826;17;3.391;27;100;583;428;4.704;214;281;14;4;9.763
;02:1,01 a 1,50;35;484;103;366;898;776;10.790;480;674;11;0;14.617;10;454;56;180;897;490;11.534;795;1.440;9;1;15.866;45;938;159;546;1.795;1.266;22.324;1.275;2.114;20;1;30.483
;03:1,51 a 2,00;8;120;66;193;437;407;5.759;316;614;6;3;7.929;1;56;11;26;126;102;3.897;355;1.134;7;2;5.717;9;176;77;219;563;509;9.656;671;1.748;13;5;13.646
;04:2,01 a 3,00;7;118;70;165;515;323;6.089;302;1.612;22;2;9.225;2;87;3;6;117;34;4.197;281;2.846;22;7;7.602;9;205;73;171;632;357;10.286;583;4.458;44;9;16.827
;05:3,01 a 4,00;0;31;9;34;178;69;2.331;148;2.104;37;9;4.950;0;12;3;3;26;7;1.389;94;3.529;29;6;5.098;0;43;12;37;204;76;3.720;242;5.633;66;15;10.048
;06:4,01 a 5,00;1;7;3;12;32;29;861;86;1.923;63;4;3.021;0;5;1;3;7;0;775;53;4.284;61;8;5.197;1;12;4;15;39;29;1.636;139;6.207;124;12;8.218
;07:5,01 a 7,00;0;10;3;13;49;16;1.277;87;2.952;64;21;4.492;0;9;6;0;6;6;602;50;5.552;73;20;6.324;0;19;9;13;55;22;1.879;137;8.504;137;41;10.816
;08:7,01 a 10,00;0;1;2;3;9;5;1.398;48;2.200;125;35;3.826;0;0;4;0;2;1;253;25;2.179;147;37;2.648;0;1;6;3;11;6;1.651;73;4.379;272;72;6.474
;09:10,01 a 15,00;0;4;3;0;9;3;920;24;1.985;177;158;3.283;0;0;0;0;6;1;134;9;1.724;136;153;2.163;0;4;3;0;15;4;1.054;33;3.709;313;311;5.446
;10:15,01 a 20,00;0;0;0;0;8;0;218;16;1.301;62;29;1.634;0;0;0;0;0;0;29;3;853;50;32;967;0;0;0;0;8;0;247;19;2.154;112;61;2.601
;11:Mais de 20,00;0;0;0;0;6;1;137;6;1.756;39;37;1.982;0;0;0;0;0;0;33;2;864;15;16;930;0;0;0;0;6;1;170;8;2.620;54;53;2.912
;{ñ class};5;49;29;59;144;78;1.060;30;157;10;0;1.621;0;6;5;12;35;38;879;49;194;7;1;1.226;5;55;34;71;179;116;1.939;79;351;17;1;2.847
211130:São Luiz - MA;Total;363;2.821;2.934;4.178;9.754;5.297;117.023;5.883;36.857;739;165;186.014;145;858;967;1.097;2.860;2.238;83.174;6.842;59.174;999;167;158.521;508;3.679;3.901;5.275;12.614;7.535;200.197;12.725;96.031;1.738;332;344.535
;00:Até 0,50;1;0;0;10;33;65;345;19;116;2;0;591;1;2;3;15;21;58;634;19;110;2;0;865;2;2;3;25;54;123;979;38;226;4;0;1.456
;01:0,51 a 1,00;18;127;151;175;490;401;4.839;212;564;25;2;7.004;8;90;108;217;372;383;6.368;343;1.073;17;2;8.981;26;217;259;392;862;784;11.207;555;1.637;42;4;15.985
;02:1,01 a 1,50;187;765;739;1.639;3.854;2.226;42.862;1.103;2.566;25;8;55.974;51;182;331;691;1.773;1.241;42.697;1.846;5.869;39;9;54.729;238;947;1.070;2.330;5.627;3.467;85.559;2.949;8.435;64;17;110.703
;03:1,51 a 2,00;68;675;581;1.045;2.400;1.093;22.412;692;1.732;36;5;30.739;2;244;224;74;214;212;13.091;1.052;3.653;54;3;18.823;70;919;805;1.119;2.614;1.305;35.503;1.744;5.385;90;8;49.562
;04:2,01 a 3,00;19;376;425;564;1.156;671;17.461;797;3.648;68;8;25.193;4;137;180;15;159;119;7.996;1.073;8.716;111;6;18.516;23;513;605;579;1.315;790;25.457;1.870;12.364;179;14;43.709
;05:3,01 a 4,00;6;332;390;107;332;224;6.773;542;7.003;88;7;15.804;2;49;36;7;48;34;2.709;633;11.354;122;15;15.009;8;381;426;114;380;258;9.482;1.175;18.357;210;22;30.813
;06:4,01 a 5,00;2;72;68;48;146;58;4.845;637;3.888;81;13;9.858;0;92;25;7;29;20;1.807;845;11.118;164;9;14.116;2;164;93;55;175;78;6.652;1.482;15.006;245;22;23.974
;07:5,01 a 7,00;0;96;118;113;286;75;6.025;968;5.719;100;21;13.521;1;21;13;5;15;6;1.544;442;7.047;171;21;9.286;1;117;131;118;301;81;7.569;1.410;12.766;271;42;22.807
;08:7,01 a 10,00;1;66;111;14;90;70;3.100;378;4.295;93;22;8.240;0;14;5;0;31;5;672;206;4.970;113;25;6.041;1;80;116;14;121;75;3.772;584;9.265;206;47;14.281
;09:10,01 a 15,00;1;21;13;3;27;10;1.279;187;2.975;106;28;4.650;0;5;2;0;5;0;300;48;2.145;120;32;2.657;1;26;15;3;32;10;1.579;235;5.120;226;60;7.307
;10:15,01 a 20,00;2;13;14;2;5;6;592;102;1.583;51;25;2.395;1;0;3;0;1;2;280;48;981;43;31;1.390;3;13;17;2;6;8;872;150;2.564;94;56;3.785
;11:Mais de 20,00;0;5;1;0;2;3;98;49;1.968;35;25;2.186;0;0;0;0;0;0;41;5;915;19;13;993;0;5;1;0;2;3;139;54;2.883;54;38;3.179
;{ñ class};58;273;323;458;933;395;6.392;197;800;29;1;9.859;75;22;37;66;192;158;5.035;282;1.223;24;1;7.115;133;295;360;524;1.125;553;11.427;479;2.023;53;2;16.974
221100:Terezina - PI;Total;769;6.836;2.837;6.704;13.659;10.200;72.206;6.035;27.862;4.917;474;152.499;143;2.379;531;1.687;4.817;4.265;57.824;6.153;37.404;9.160;392;124.755;912;9.215;3.368;8.391;18.476;14.465;130.030;12.188;65.266;14.077;866;277.254
;00:Até 0,50;6;11;7;31;30;454;462;33;219;10;0;1.263;0;7;6;34;32;372;409;23;111;8;0;1.002;6;18;13;65;62;826;871;56;330;18;0;2.265
;01:0,51 a 1,00;50;158;72;244;431;652;3.823;332;936;42;2;6.742;18;72;42;277;301;535;5.400;478;1.480;62;2;8.667;68;230;114;521;732;1.187;9.223;810;2.416;104;4;15.409
;02:1,01 a 1,50;430;3.030;1.491;3.751;7.228;5.218;35.112;1.935;4.123;246;4;62.568;71;1.625;398;1.151;3.328;2.595;32.185;2.702;7.856;453;4;52.368;501;4.655;1.889;4.902;10.556;7.813;67.297;4.637;11.979;699;8;114.936
;03:1,51 a 2,00;113;1.130;545;1.139;2.311;1.633;12.693;982;2.970;392;3;23.911;7;292;26;68;418;319;7.915;1.138;4.462;769;12;15.426;120;1.422;571;1.207;2.729;1.952;20.608;2.120;7.432;1.161;15;39.337
;04:2,01 a 3,00;54;752;289;685;1.344;805;7.819;798;2.804;412;16;15.778;8;161;7;28;224;135;5.061;942;4.975;1.122;16;12.679;62;913;296;713;1.568;940;12.880;1.740;7.779;1.534;32;28.457
;05:3,01 a 4,00;6;514;39;113;618;351;3.615;971;3.605;907;27;10.766;5;48;1;18;137;47;1.960;360;4.723;1.700;14;9.013;11;562;40;131;755;398;5.575;1.331;8.328;2.607;41;19.779
;06:4,01 a 5,00;1;192;11;45;222;144;1.561;350;2.031;1.183;26;5.766;16;33;0;16;48;21;724;133;3.393;3.490;21;7.895;17;225;11;61;270;165;2.285;483;5.424;4.673;47;13.661
;07:5,01 a 7,00;2;129;11;86;204;67;1.348;222;1.992;308;48;4.417;7;13;0;9;31;10;666;93;3.477;648;44;4.998;9;142;11;95;235;77;2.014;315;5.469;956;92;9.415
;08:7,01 a 10,00;1;373;10;38;263;60;1.086;145;2.826;401;73;5.276;0;67;2;3;62;9;487;62;2.713;374;60;3.839;1;440;12;41;325;69;1.573;207;5.539;775;133;9.115
;09:10,01 a 15,00;0;163;5;5;147;72;887;105;2.960;581;154;5.079;0;25;1;0;41;16;344;30;2.047;368;147;3.019;0;188;6;5;188;88;1.231;135;5.007;949;301;8.098
;10:15,01 a 20,00;0;6;0;0;10;7;203;26;1.497;208;63;2.020;0;0;0;0;3;2;125;10;819;61;46;1.066;0;6;0;0;13;9;328;36;2.316;269;109;3.086
;11:Mais de 20,00;0;1;2;1;3;0;45;5;1.362;207;52;1.678;0;0;0;0;1;0;22;3;739;85;24;874;0;1;2;1;4;0;67;8;2.101;292;76;2.552
;{ñ class};106;377;355;566;848;737;3.552;131;537;20;6;7.235;11;36;48;83;191;204;2.526;179;609;20;2;3.909;117;413;403;649;1.039;941;6.078;310;1.146;40;8;11.144
