;;Sexo Trabalhador;Escolaridade após 2005
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;08:7,01 a 10,00;0;81;74;191;268;92;2.111;100;894;10;2;3.823;0;14;2;44;117;33;1.233;90;1.058;7;1;2.599;0;95;76;235;385;125;3.344;190;1.952;17;3;6.422
;09:10,01 a 15,00;0;15;29;27;91;67;1.127;97;825;17;1;2.296;0;2;0;4;17;21;413;57;736;8;0;1.258;0;17;29;31;108;88;1.540;154;1.561;25;1;3.554
;10:15,01 a 20,00;0;2;4;5;25;13;567;42;781;7;2;1.448;0;1;2;0;11;10;200;30;369;2;3;628;0;3;6;5;36;23;767;72;1.150;9;5;2.076
;11:Mais de 20,00;0;6;2;8;33;8;855;26;1.048;10;9;2.005;0;1;0;3;5;3;429;10;422;3;2;878;0;7;2;11;38;11;1.284;36;1.470;13;11;2.883
;{ñ class};3;19;41;53;61;24;53;1;10;0;0;265;0;6;5;12;20;6;50;0;9;0;0;108;3;25;46;65;81;30;103;1;19;0;0;373
120040:Rio Branco - AC;Total;450;4.243;1.819;4.224;5.859;2.632;11.887;1.859;4.532;15;13;37.533;67;3.035;506;3.056;4.347;1.487;11.597;3.731;4.422;6;4;32.258;517;7.278;2.325;7.280;10.206;4.119;23.484;5.590;8.954;21;17;69.791
;00:Até 0,50;0;2;0;9;3;45;12;0;1;0;0;72;1;0;0;6;8;32;10;1;0;0;0;58;1;2;0;15;11;77;22;1;1;0;0;130
;01:0,51 a 1,00;38;152;134;139;138;90;175;6;22;0;0;894;2;63;36;68;61;78;201;11;23;0;0;543;40;215;170;207;199;168;376;17;45;0;0;1.437
;02:1,01 a 1,50;251;1.677;886;1.664;1.934;1.243;3.255;115;226;0;0;11.251;56;869;369;1.176;1.206;779;3.234;194;156;0;0;8.039;307;2.546;1.255;2.840;3.140;2.022;6.489;309;382;0;0;19.290
;03:1,51 a 2,00;109;866;336;755;1.004;485;2.294;130;207;0;0;6.186;5;737;47;561;644;208;1.822;206;206;0;0;4.436;114;1.603;383;1.316;1.648;693;4.116;336;413;0;0;10.622
;04:2,01 a 3,00;33;717;223;672;929;372;1.942;311;296;0;0;5.495;3;848;15;815;1.070;177;2.094;733;326;1;0;6.082;36;1.565;238;1.487;1.999;549;4.036;1.044;622;1;0;11.577
;05:3,01 a 4,00;6;287;112;349;500;176;1.166;192;346;0;0;3.134;0;272;8;237;575;90;1.288;513;467;0;0;3.450;6;559;120;586;1.075;266;2.454;705;813;0;0;6.584
;06:4,01 a 5,00;1;176;36;322;518;89;1.130;299;497;0;0;3.068;0;112;5;80;387;59;1.047;621;429;0;0;2.740;1;288;41;402;905;148;2.177;920;926;0;0;5.808
;07:5,01 a 7,00;1;241;41;154;469;70;830;485;673;0;0;2.964;0;79;19;59;268;39;1.005;885;886;0;0;3.240;1;320;60;213;737;109;1.835;1.370;1.559;0;0;6.204
;08:7,01 a 10,00;0;73;16;77;214;22;457;166;584;0;0;1.609;0;24;2;29;77;18;517;332;682;0;0;1.681;0;97;18;106;291;40;974;498;1.266;0;0;3.290
;09:10,01 a 15,00;0;17;6;15;69;16;327;117;584;1;0;1.152;0;21;0;6;37;4;307;210;662;2;0;1.249;0;38;6;21;106;20;634;327;1.246;3;0;2.401
;10:15,01 a 20,00;0;1;0;5;21;4;113;19;389;8;6;566;0;1;0;0;2;0;34;19;242;3;2;303;0;2;0;5;23;4;147;38;631;11;8;869
;11:Mais de 20,00;0;0;1;1;13;0;118;17;701;6;7;864;0;0;0;0;1;0;18;6;338;0;2;365;0;0;1;1;14;0;136;23;1.039;6;9;1.229
;{ñ class};11;34;28;62;47;20;68;2;6;0;0;278;0;9;5;19;11;3;20;0;5;0;0;72;11;43;33;81;58;23;88;2;11;0;0;350
130260:Manaus - AM;Total;727;6.294;5.555;15.857;26.108;18.914;115.440;7.802;24.801;283;68;221.849;166;3.672;3.125;5.417;10.460;9.374;88.833;8.393;29.979;270;42;159.731;893;9.966;8.680;21.274;36.568;28.288;204.273;16.195;54.780;553;110;381.580
;00:Até 0,50;1;4;4;55;20;237;77;4;15;1;1;419;1;5;1;38;12;250;64;7;15;3;0;396;2;9;5;93;32;487;141;11;30;4;1;815
;01:0,51 a 1,00;18;91;137;437;578;1.066;1.353;44;248;7;0;3.979;4;53;62;211;354;809;1.653;117;186;2;1;3.452;22;144;199;648;932;1.875;3.006;161;434;9;1;7.431
;02:1,01 a 1,50;304;1.323;1.461;4.942;7.369;6.788;24.542;628;447;12;1;47.817;96;891;685;2.327;4.574;4.647;27.141;1.010;648;9;1;42.029;400;2.214;2.146;7.269;11.943;11.435;51.683;1.638;1.095;21;2;89.846
;03:1,51 a 2,00;179;1.219;1.320;3.543;5.108;3.641;23.676;543;446;13;3;39.691;38;774;1.269;1.385;2.343;1.442;16.837;876;592;13;3;25.572;217;1.993;2.589;4.928;7.451;5.083;40.513;1.419;1.038;26;6;65.263
;04:2,01 a 3,00;164;1.505;1.416;3.454;6.052;3.770;28.282;1.247;2.431;26;4;48.351;22;1.259;927;1.040;2.131;1.517;20.094;1.891;3.827;19;5;32.732;186;2.764;2.343;4.494;8.183;5.287;48.376;3.138;6.258;45;9;81.083
;05:3,01 a 4,00;29;1.201;641;1.547;2.753;1.382;13.705;1.130;2.513;22;3;24.926;4;457;112;207;435;364;10.951;1.521;4.968;24;5;19.048;33;1.658;753;1.754;3.188;1.746;24.656;2.651;7.481;46;8;43.974
;06:4,01 a 5,00;14;578;286;901;1.720;742;7.265;874;1.668;13;4;14.065;0;134;33;107;238;104;4.003;865;2.569;17;2;8.072;14;712;319;1.008;1.958;846;11.268;1.739;4.237;30;6;22.137
;07:5,01 a 7,00;8;164;132;532;1.009;488;7.341;1.245;3.379;24;4;14.326;0;59;10;48;143;109;4.957;1.064;5.219;24;3;11.636;8;223;142;580;1.152;597;12.298;2.309;8.598;48;7;25.962
;08:7,01 a 10,00;2;108;64;231;776;369;4.809;982;4.314;38;2;11.695;0;18;12;6;69;48;1.741;623;6.175;41;2;8.735;2;126;76;237;845;417;6.550;1.605;10.489;79;4;20.430
;09:10,01 a 15,00;1;22;18;61;302;182;2.564;595;3.331;36;8;7.120;0;4;1;6;41;27;608;273;2.922;60;4;3.946;1;26;19;67;343;209;3.172;868;6.253;96;12;11.066
;10:15,01 a 20,00;0;12;6;20;114;55;666;246;2.348;36;13;3.516;0;0;0;5;37;9;210;59;1.287;34;7;1.648;0;12;6;25;151;64;876;305;3.635;70;20;5.164
;11:Mais de 20,00;0;14;6;17;116;97;697;250;3.578;46;25;4.846;0;0;2;1;28;8;267;75;1.499;16;7;1.903;0;14;8;18;144;105;964;325;5.077;62;32;6.749
;{ñ class};7;53;64;117;191;97;463;14;83;9;0;1.098;1;18;11;36;55;40;307;12;72;8;2;562;8;71;75;153;246;137;770;26;155;17;2;1.660
140010:Boa Vista - RR;Total;137;937;922;2.350;3.739;1.476;7.059;479;2.124;16;10;19.249;35;513;779;1.365;1.960;841;6.913;596;2.226;7;6;15.241;172;1.450;1.701;3.715;5.699;2.317;13.972;1.075;4.350;23;16;34.490
;00:Até 0,50;0;0;0;1;2;11;2;0;0;0;0;16;0;0;0;4;1;16;4;0;0;0;0;25;0;0;0;5;3;27;6;0;0;0;0;41
;01:0,51 a 1,00;8;20;118;101;170;95;216;9;10;0;0;747;7;23;181;128;178;68;272;12;7;0;0;876;15;43;299;229;348;163;488;21;17;0;0;1.623
;02:1,01 a 1,50;72;304;476;677;1.266;780;2.632;83;53;0;0;6.343;23;213;497;414;740;570;3.046;140;57;0;0;5.700;95;517;973;1.091;2.006;1.350;5.678;223;110;0;0;12.043
;03:1,51 a 2,00;34;171;165;305;439;293;778;30;37;0;0;2.252;3;36;75;63;116;95;549;72;63;2;0;1.074;37;207;240;368;555;388;1.327;102;100;2;0;3.326
;04:2,01 a 3,00;18;139;105;328;608;161;757;68;123;0;0;2.307;1;23;9;38;85;56;495;106;188;0;0;1.001;19;162;114;366;693;217;1.252;174;311;0;0;3.308
;05:3,01 a 4,00;3;98;32;264;277;69;398;45;162;0;0;1.348;0;87;6;298;175;14;279;52;138;0;0;1.049;3;185;38;562;452;83;677;97;300;0;0;2.397
;06:4,01 a 5,00;0;110;10;301;438;27;643;52;139;0;0;1.720;0;89;3;319;446;9;781;65;163;0;1;1.876;0;199;13;620;884;36;1.424;117;302;0;1;3.596
;07:5,01 a 7,00;0;70;6;278;348;17;727;79;252;2;0;1.779;0;34;2;88;196;3;1.121;78;364;0;0;1.886;0;104;8;366;544;20;1.848;157;616;2;0;3.665
;08:7,01 a 10,00;1;7;2;58;114;12;419;59;473;2;0;1.147;0;4;3;10;13;4;220;40;748;1;0;1.043;1;11;5;68;127;16;639;99;1.221;3;0;2.190
;09:10,01 a 15,00;0;7;3;13;43;4;262;23;305;2;0;662;0;1;0;3;2;3;46;25;227;2;0;309;0;8;3;16;45;7;308;48;532;4;0;971
;10:15,01 a 20,00;0;2;0;4;4;2;82;6;222;4;4;330;0;0;1;0;0;1;14;3;129;2;1;151;0;2;1;4;4;3;96;9;351;6;5;481
;11:Mais de 20,00;0;2;3;5;20;0;126;24;347;5;6;538;0;1;1;0;7;0;73;2;141;0;4;229;0;3;4;5;27;0;199;26;488;5;10;767
;{ñ class};1;7;2;15;10;5;17;1;1;1;0;60;1;2;1;0;1;2;13;1;1;0;0;22;2;9;3;15;11;7;30;2;2;1;0;82
150140:Belém - PA;Total;866;5.090;6.165;19.078;35.516;18.868;67.810;5.210;27.051;359;162;186.175;125;975;960;7.143;12.054;7.279;59.183;5.466;35.836;324;81;129.426;991;6.065;7.125;26.221;47.570;26.147;126.993;10.676;62.887;683;243;315.601
;00:Até 0,50;1;10;226;85;73;290;142;13;108;1;0;949;0;5;4;70;61;217;143;12;68;0;0;580;1;15;230;155;134;507;285;25;176;1;0;1.529
;01:0,51 a 1,00;85;358;618;1.095;1.509;1.131;2.847;187;360;6;2;8.198;13;46;51;1.254;964;759;3.648;222;376;12;1;7.346;98;404;669;2.349;2.473;1.890;6.495;409;736;18;3;15.544
;02:1,01 a 1,50;380;2.093;2.173;7.782;12.038;6.677;18.793;694;687;11;11;51.339;95;514;595;4.523;7.078;3.851;22.496;1.049;1.357;7;2;41.567;475;2.607;2.768;12.305;19.116;10.528;41.289;1.743;2.044;18;13;92.906
;03:1,51 a 2,00;185;1.152;1.461;4.560;7.111;3.097;11.521;643;910;9;10;30.659;7;153;132;563;1.793;901;10.128;909;1.756;6;1;16.349;192;1.305;1.593;5.123;8.904;3.998;21.649;1.552;2.666;15;11;47.008
;04:2,01 a 3,00;169;721;808;2.520;6.519;2.884;14.112;953;2.380;15;4;31.085;8;154;96;371;1.050;778;9.675;1.242;4.658;24;4;18.060;177;875;904;2.891;7.569;3.662;23.787;2.195;7.038;39;8;49.145
;05:3,01 a 4,00;27;240;277;1.182;4.005;2.765;7.968;655;2.366;26;4;19.515;0;33;37;118;482;472;5.958;854;4.139;22;5;12.120;27;273;314;1.300;4.487;3.237;13.926;1.509;6.505;48;9;31.635
;06:4,01 a 5,00;2;130;153;561;1.510;737;3.963;660;3.734;20;6;11.476;0;17;17;88;225;116;2.431;429;5.719;26;5;9.073;2;147;170;649;1.735;853;6.394;1.089;9.453;46;11;20.549
;07:5,01 a 7,00;9;230;109;737;1.383;469;3.618;527;4.823;43;3;11.951;0;24;7;87;251;96;2.579;341;6.843;51;10;10.289;9;254;116;824;1.634;565;6.197;868;11.666;94;13;22.240
;08:7,01 a 10,00;2;76;28;225;709;309;2.363;372;3.866;60;13;8.023;0;4;2;11;62;36;1.199;207;4.807;43;6;6.377;2;80;30;236;771;345;3.562;579;8.673;103;19;14.400
;09:10,01 a 15,00;1;14;6;102;281;260;1.363;261;3.089;61;23;5.461;0;3;0;4;11;13;441;98;2.841;66;12;3.489;1;17;6;106;292;273;1.804;359;5.930;127;35;8.950
;10:15,01 a 20,00;0;0;5;7;60;93;453;124;1.972;29;31;2.774;0;0;0;0;1;1;118;34;1.413;34;17;1.618;0;0;5;7;61;94;571;158;3.385;63;48;4.392
;11:Mais de 20,00;0;1;1;6;21;37;371;99;2.651;60;52;3.299;0;0;0;0;1;1;130;32;1.773;27;17;1.981;0;1;1;6;22;38;501;131;4.424;87;69;5.280
;{ñ class};5;65;300;216;297;119;296;22;105;18;3;1.446;2;22;19;54;75;38;237;37;86;6;1;577;7;87;319;270;372;157;533;59;191;24;4;2.023
160030:Macapá - AP;Total;200;826;863;2.689;5.111;2.209;20.717;855;2.902;37;11;36.420;65;219;235;1.064;2.498;1.108;20.398;982;3.275;34;2;29.880;265;1.045;1.098;3.753;7.609;3.317;41.115;1.837;6.177;71;13;66.300
;00:Até 0,50;1;1;2;3;13;52;27;2;6;0;0;107;0;0;0;6;2;45;21;8;1;0;0;83;1;1;2;9;15;97;48;10;7;0;0;190
;01:0,51 a 1,00;28;48;66;148;384;302;944;49;32;1;0;2.002;4;11;20;68;143;187;1.001;61;48;1;0;1.544;32;59;86;216;527;489;1.945;110;80;2;0;3.546
;02:1,01 a 1,50;112;333;376;1.009;1.622;958;4.179;162;85;4;0;8.840;51;123;172;594;1.135;619;4.489;259;133;6;0;7.581;163;456;548;1.603;2.757;1.577;8.668;421;218;10;0;16.421
;03:1,51 a 2,00;30;192;174;428;912;408;2.407;114;100;0;0;4.765;6;10;25;92;248;142;1.879;208;161;0;0;2.771;36;202;199;520;1.160;550;4.286;322;261;0;0;7.536
;04:2,01 a 3,00;26;93;161;368;1.068;310;2.598;152;241;2;0;5.019;2;4;6;26;107;57;1.669;161;371;2;0;2.405;28;97;167;394;1.175;367;4.267;313;612;4;0;7.424
;05:3,01 a 4,00;1;37;37;181;359;80;1.821;80;153;2;0;2.751;1;29;4;66;297;15;1.393;93;239;1;0;2.138;2;66;41;247;656;95;3.214;173;392;3;0;4.889
;06:4,01 a 5,00;0;54;17;220;288;30;1.341;63;264;1;0;2.278;0;22;1;97;275;11;1.957;41;344;1;1;2.750;0;76;18;317;563;41;3.298;104;608;2;1;5.028
;07:5,01 a 7,00;0;49;14;252;301;27;3.400;93;385;0;0;4.521;0;8;1;73;180;14;4.086;61;497;0;0;4.920;0;57;15;325;481;41;7.486;154;882;0;0;9.441
;08:7,01 a 10,00;0;11;6;47;76;18;2.044;57;525;1;1;2.786;0;11;4;38;79;8;2.303;45;538;3;0;3.029;0;22;10;85;155;26;4.347;102;1.063;4;1;5.815
;09:10,01 a 15,00;0;1;0;5;27;11;1.117;51;429;4;1;1.646;0;0;0;1;9;3;1.198;28;560;5;0;1.804;0;1;0;6;36;14;2.315;79;989;9;1;3.450
;10:15,01 a 20,00;0;1;0;1;8;1;329;19;258;11;1;629;0;0;0;1;1;2;141;11;205;10;1;372;0;1;0;2;9;3;470;30;463;21;2;1.001
;11:Mais de 20,00;0;0;1;4;27;3;477;11;406;9;7;945;0;0;0;0;8;1;224;5;169;2;0;409;0;0;1;4;35;4;701;16;575;11;7;1.354
;{ñ class};2;6;9;23;26;9;33;2;18;2;1;131;1;1;2;2;14;4;37;1;9;3;0;74;3;7;11;25;40;13;70;3;27;5;1;205
172100:Palmas - TO;Total;108;802;775;4.186;7.219;2.110;19.987;642;9.141;49;7;45.026;20;136;153;3.362;4.574;854;21.886;693;13.078;35;2;44.793;128;938;928;7.548;11.793;2.964;41.873;1.335;22.219;84;9;89.819
;00:Até 0,50;0;0;0;2;1;7;7;1;6;1;0;25;0;0;0;2;1;6;17;2;6;0;0;34;0;0;0;4;2;13;24;3;12;1;0;59
;01:0,51 a 1,00;11;25;27;90;213;191;510;30;31;1;1;1.130;7;3;12;52;178;149;611;68;78;0;0;1.158;18;28;39;142;391;340;1.121;98;109;1;1;2.288
;02:1,01 a 1,50;57;333;257;2.112;2.689;945;4.143;81;100;5;0;10.722;10;97;82;3.105;2.650;541;5.079;138;281;3;0;11.986;67;430;339;5.217;5.339;1.486;9.222;219;381;8;0;22.708
;03:1,51 a 2,00;22;196;217;814;1.547;382;2.511;78;128;1;1;5.897;1;21;27;122;654;95;3.250;124;304;0;0;4.598;23;217;244;936;2.201;477;5.761;202;432;1;1;10.495
;04:2,01 a 3,00;10;138;182;667;1.415;369;4.511;125;477;2;0;7.896;0;4;23;52;599;35;5.588;147;1.185;2;0;7.635;10;142;205;719;2.014;404;10.099;272;1.662;4;0;15.531
;05:3,01 a 4,00;1;56;41;255;425;110;2.321;69;832;2;1;4.113;0;2;2;7;170;16;2.170;66;2.162;2;0;4.597;1;58;43;262;595;126;4.491;135;2.994;4;1;8.710
;06:4,01 a 5,00;1;25;25;118;453;44;2.687;56;989;1;0;4.399;0;4;1;14;144;9;1.733;48;1.273;1;0;3.227;1;29;26;132;597;53;4.420;104;2.262;2;0;7.626
;07:5,01 a 7,00;1;11;16;71;264;30;1.768;76;2.618;3;0;4.858;0;5;5;6;108;1;2.794;44;4.628;4;0;7.595;1;16;21;77;372;31;4.562;120;7.246;7;0;12.453
;08:7,01 a 10,00;0;7;4;31;130;19;854;51;1.379;15;0;2.490;0;0;0;1;45;0;443;32;1.654;8;0;2.183;0;7;4;32;175;19;1.297;83;3.033;23;0;4.673
;09:10,01 a 15,00;0;2;0;6;46;4;488;33;1.042;6;3;1.630;0;0;0;1;23;1;160;18;875;9;2;1.089;0;2;0;7;69;5;648;51;1.917;15;5;2.719
;10:15,01 a 20,00;0;2;2;1;8;1;96;19;729;9;1;868;0;0;0;0;0;0;9;3;332;4;0;348;0;2;2;1;8;1;105;22;1.061;13;1;1.216
;11:Mais de 20,00;1;0;0;0;4;0;71;23;797;2;0;898;0;0;0;0;0;0;24;1;288;0;0;313;1;0;0;0;4;0;95;24;1.085;2;0;1.211
;{ñ class};4;7;4;19;24;8;20;0;13;1;0;100;2;0;1;0;2;1;8;2;12;2;0;30;6;7;5;19;26;9;28;2;25;3;0;130
211130:São Luiz - MA;Total;460;3.647;4.208;6.818;17.480;6.438;63.382;3.392;14.024;3.835;47;123.731;47;412;871;973;6.711;1.949;57.124;3.275;15.359;7.185;96;94.002;507;4.059;5.079;7.791;24.191;8.387;120.506;6.667;29.383;11.020;143;217.733
;00:Até 0,50;30;268;18;16;18;43;42;6;33;1;0;475;0;1;3;6;13;29;46;8;23;0;0;129;30;269;21;22;31;72;88;14;56;1;0;604
;01:0,51 a 1,00;36;239;148;203;412;323;1.497;66;178;2;0;3.104;10;14;22;62;153;219;1.643;119;202;10;0;2.454;46;253;170;265;565;542;3.140;185;380;12;0;5.558
;02:1,01 a 1,50;220;1.226;1.672;2.497;6.709;3.181;24.419;494;450;809;1;41.678;33;268;511;662;4.626;1.313;24.389;843;758;2.196;1;35.600;253;1.494;2.183;3.159;11.335;4.494;48.808;1.337;1.208;3.005;2;77.278
;03:1,51 a 2,00;105;813;932;1.599;3.628;1.364;11.637;292;353;218;2;20.943;4;51;66;99;744;175;7.500;518;690;1.047;0;10.894;109;864;998;1.698;4.372;1.539;19.137;810;1.043;1.265;2;31.837
;04:2,01 a 3,00;29;319;889;944;2.888;915;9.602;413;858;776;15;17.648;0;44;81;58;570;111;12.511;540;1.519;1.388;83;16.905;29;363;970;1.002;3.458;1.026;22.113;953;2.377;2.164;98;34.553
;05:3,01 a 4,00;15;158;187;341;989;234;4.134;555;2.513;447;4;9.577;0;10;25;12;164;27;3.109;398;3.156;390;1;7.292;15;168;212;353;1.153;261;7.243;953;5.669;837;5;16.869
;06:4,01 a 5,00;9;122;100;616;1.648;137;3.519;421;1.748;1.127;2;9.449;0;7;50;30;171;22;2.895;315;2.713;1.433;2;7.638;9;129;150;646;1.819;159;6.414;736;4.461;2.560;4;17.087
;07:5,01 a 7,00;5;276;132;438;789;122;4.241;482;1.589;224;2;8.300;0;2;27;20;126;19;3.497;232;2.162;360;1;6.446;5;278;159;458;915;141;7.738;714;3.751;584;3;14.746
;08:7,01 a 10,00;0;11;52;44;129;50;1.921;250;1.549;85;11;4.102;0;0;32;2;38;17;687;148;1.479;290;3;2.696;0;11;84;46;167;67;2.608;398;3.028;375;14;6.798
;09:10,01 a 15,00;0;3;26;29;95;10;1.195;231;1.857;79;2;3.527;0;1;26;8;38;3;348;83;1.305;51;2;1.865;0;4;52;37;133;13;1.543;314;3.162;130;4;5.392
;10:15,01 a 20,00;0;3;7;13;36;10;591;104;1.041;55;4;1.864;0;0;20;2;27;1;255;50;515;11;3;884;0;3;27;15;63;11;846;154;1.556;66;7;2.748
;11:Mais de 20,00;0;0;6;2;16;4;278;66;1.815;10;4;2.201;0;0;6;0;12;1;71;18;807;5;0;920;0;0;12;2;28;5;349;84;2.622;15;4;3.121
;{ñ class};11;209;39;76;123;45;306;12;40;2;0;863;0;14;2;12;29;12;173;3;30;4;0;279;11;223;41;88;152;57;479;15;70;6;0;1.142
221100:Terezina - PI;Total;1.563;11.170;6.434;8.806;13.776;8.490;33.769;4.559;16.835;78;25;105.505;412;4.109;1.612;1.703;4.492;3.298;31.840;17.726;24.100;51;16;89.359;1.975;15.279;8.046;10.509;18.268;11.788;65.609;22.285;40.935;129;41;194.864
;00:Até 0,50;62;42;18;38;46;93;76;26;124;0;0;525;3;10;15;28;46;88;88;11;60;1;0;350;65;52;33;66;92;181;164;37;184;1;0;875
;01:0,51 a 1,00;187;745;567;713;947;639;1.454;123;382;2;0;5.759;43;163;78;208;349;414;1.876;230;343;1;0;3.705;230;908;645;921;1.296;1.053;3.330;353;725;3;0;9.464
;02:1,01 a 1,50;774;5.025;3.545;5.032;6.808;5.104;13.536;1.870;1.292;9;0;42.995;352;3.544;1.017;1.340;3.134;2.346;15.298;3.033;2.026;5;1;32.096;1.126;8.569;4.562;6.372;9.942;7.450;28.834;4.903;3.318;14;1;75.091
;03:1,51 a 2,00;141;1.024;1.203;1.237;1.943;1.233;5.341;555;1.226;6;0;13.909;6;96;294;58;250;209;4.264;1.536;2.482;1;0;9.196;147;1.120;1.497;1.295;2.193;1.442;9.605;2.091;3.708;7;0;23.105
;04:2,01 a 3,00;162;2.255;740;870;2.072;831;4.900;757;2.663;6;1;15.257;4;76;142;23;288;130;4.805;3.105;4.591;2;1;13.167;166;2.331;882;893;2.360;961;9.705;3.862;7.254;8;2;28.424
;05:3,01 a 4,00;175;1.245;165;228;773;240;3.012;591;2.247;2;0;8.678;2;59;43;14;165;38;2.386;9.276;7.184;6;1;19.174;177;1.304;208;242;938;278;5.398;9.867;9.431;8;1;27.852
;06:4,01 a 5,00;35;227;58;280;446;96;1.517;148;1.216;4;0;4.027;1;38;12;8;78;9;1.174;264;2.015;4;0;3.603;36;265;70;288;524;105;2.691;412;3.231;8;0;7.630
;07:5,01 a 7,00;14;411;51;237;438;107;1.490;161;2.190;7;0;5.106;0;85;4;10;119;34;994;110;1.875;6;1;3.238;14;496;55;247;557;141;2.484;271;4.065;13;1;8.344
;08:7,01 a 10,00;0;76;23;96;185;66;1.066;135;1.963;7;0;3.617;0;14;0;5;45;11;540;65;1.306;8;0;1.994;0;90;23;101;230;77;1.606;200;3.269;15;0;5.611
;09:10,01 a 15,00;0;54;14;19;44;34;747;107;1.337;13;1;2.370;0;12;0;0;4;4;246;56;1.061;7;2;1.392;0;66;14;19;48;38;993;163;2.398;20;3;3.762
;10:15,01 a 20,00;0;6;3;3;5;7;343;33;889;5;11;1.305;0;3;1;1;1;0;85;13;534;6;9;653;0;9;4;4;6;7;428;46;1.423;11;20;1.958
;11:Mais de 20,00;0;1;1;2;12;7;220;30;1.178;15;12;1.478;0;1;0;0;1;1;36;8;578;3;1;629;0;2;1;2;13;8;256;38;1.756;18;13;2.107
;{ñ class};13;59;46;51;57;33;67;23;128;2;0;479;1;8;6;8;12;14;48;19;45;1;0;162;14;67;52;59;69;47;115;42;173;3;0;641
230440:Fortaleza - CE;Total;2.968;16.395;12.020;26.397;59.628;26.547;107.873;11.150;36.560;463;102;300.103;318;4.477;4.988;11.284;25.503;16.365;91.995;13.099;54.288;314;60;222.691;3.286;20.872;17.008;37.681;85.131;42.912;199.868;24.249;90.848;777;162;522.794
;00:Até 0,50;66;18;29;56;212;219;322;65;155;0;0;1.142;6;11;69;38;115;166;387;58;137;0;0;987;72;29;98;94;327;385;709;123;292;0;0;2.129
