;;Sexo Trabalhador;Escolaridade após 2005
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
230440:Fortaleza - CE;Total;3.288;16.096;12.313;29.204;61.892;29.114;159.299;15.197;43.423;4.829;308;374.963;312;4.097;4.283;12.062;27.266;17.126;132.686;16.505;59.179;11.936;330;285.782;3.600;20.193;16.596;41.266;89.158;46.240;291.985;31.702;102.602;16.765;638;660.745
;00:Até 0,50;48;17;25;50;191;294;435;65;304;3;1;1.433;10;11;61;53;147;333;481;69;252;2;0;1.419;58;28;86;103;338;627;916;134;556;5;1;2.852
;01:0,51 a 1,00;483;1.230;903;2.164;5.349;3.397;10.751;585;1.238;22;3;26.125;53;248;368;1.028;2.840;2.498;11.506;752;1.821;25;0;21.139;536;1.478;1.271;3.192;8.189;5.895;22.257;1.337;3.059;47;3;47.264
;02:1,01 a 1,50;1.779;7.963;7.249;16.925;35.892;17.044;82.000;3.212;3.082;59;7;175.212;225;2.636;3.526;8.985;20.844;11.426;83.510;5.342;6.865;61;6;143.426;2.004;10.599;10.775;25.910;56.736;28.470;165.510;8.554;9.947;120;13;318.638
;03:1,51 a 2,00;692;3.661;2.582;5.094;8.207;3.531;24.019;1.907;2.548;374;5;52.620;12;613;144;882;1.267;1.297;13.914;2.555;5.063;667;2;26.416;704;4.274;2.726;5.976;9.474;4.828;37.933;4.462;7.611;1.041;7;79.036
;04:2,01 a 3,00;140;1.813;944;2.606;3.970;2.035;16.044;2.910;5.311;760;23;36.556;0;241;74;482;735;802;10.406;3.179;10.796;2.415;22;29.152;140;2.054;1.018;3.088;4.705;2.837;26.450;6.089;16.107;3.175;45;65.708
;05:3,01 a 4,00;27;510;247;730;3.441;1.032;8.749;1.786;4.166;409;25;21.122;0;115;28;206;358;268;4.300;1.595;6.939;2.427;45;16.281;27;625;275;936;3.799;1.300;13.049;3.381;11.105;2.836;70;37.403
;06:4,01 a 5,00;13;308;104;435;2.291;755;5.945;1.358;3.429;408;8;15.054;1;48;11;101;215;103;2.061;758;4.713;1.714;20;9.745;14;356;115;536;2.506;858;8.006;2.116;8.142;2.122;28;24.799
;07:5,01 a 7,00;9;235;79;586;1.396;548;5.071;1.299;5.538;566;44;15.371;0;101;6;161;316;192;3.738;1.185;8.854;2.064;50;16.667;9;336;85;747;1.712;740;8.809;2.484;14.392;2.630;94;32.038
;08:7,01 a 10,00;2;148;28;249;488;133;3.024;743;5.549;650;32;11.046;0;26;1;19;177;35;1.481;423;5.616;1.255;36;9.069;2;174;29;268;665;168;4.505;1.166;11.165;1.905;68;20.115
;09:10,01 a 15,00;2;34;8;49;167;48;1.527;542;5.008;928;31;8.344;0;9;4;17;98;14;620;249;4.024;697;41;5.773;2;43;12;66;265;62;2.147;791;9.032;1.625;72;14.117
;10:15,01 a 20,00;1;15;2;22;31;46;539;286;2.633;322;37;3.934;0;0;0;14;52;20;128;120;1.705;300;48;2.387;1;15;2;36;83;66;667;406;4.338;622;85;6.321
;11:Mais de 20,00;2;21;4;4;53;72;518;442;4.393;293;91;5.893;0;8;0;0;30;23;113;215;2.324;279;57;3.049;2;29;4;4;83;95;631;657;6.717;572;148;8.942
;{ñ class};90;141;138;290;416;179;677;62;224;35;1;2.253;11;41;60;114;187;115;428;63;207;30;3;1.259;101;182;198;404;603;294;1.105;125;431;65;4;3.512
240810:Natal - RN;Total;955;6.691;7.706;16.440;17.006;14.290;69.396;4.285;22.700;251;103;159.823;148;1.285;3.278;10.980;7.201;7.044;63.187;4.287;31.703;313;88;129.514;1.103;7.976;10.984;27.420;24.207;21.334;132.583;8.572;54.403;564;191;289.337
;00:Até 0,50;1;7;15;28;24;173;171;18;105;1;0;543;1;4;6;33;48;257;281;15;71;2;0;718;2;11;21;61;72;430;452;33;176;3;0;1.261
;01:0,51 a 1,00;60;213;213;499;605;711;2.151;108;397;19;0;4.976;21;136;168;447;501;657;2.630;182;543;5;0;5.290;81;349;381;946;1.106;1.368;4.781;290;940;24;0;10.266
;02:1,01 a 1,50;722;4.407;3.838;7.791;9.595;7.471;32.203;1.015;1.306;12;0;68.360;120;997;2.039;6.989;5.625;5.191;33.573;1.551;2.321;20;1;58.427;842;5.404;5.877;14.780;15.220;12.662;65.776;2.566;3.627;32;1;126.787
;03:1,51 a 2,00;112;1.018;1.370;2.619;2.687;2.146;11.802;606;1.258;25;2;23.645;4;62;532;1.233;524;471;8.321;720;2.150;18;2;14.037;116;1.080;1.902;3.852;3.211;2.617;20.123;1.326;3.408;43;4;37.682
;04:2,01 a 3,00;42;605;1.237;1.693;2.015;1.377;8.669;679;4.151;19;8;20.495;1;34;339;1.381;152;234;11.015;751;8.207;39;12;22.165;43;639;1.576;3.074;2.167;1.611;19.684;1.430;12.358;58;20;42.660
;05:3,01 a 4,00;5;159;634;2.278;531;1.716;6.614;576;2.402;19;6;14.940;0;13;113;513;55;86;3.181;322;4.725;39;6;9.053;5;172;747;2.791;586;1.802;9.795;898;7.127;58;12;23.993
;06:4,01 a 5,00;1;70;153;763;278;223;2.018;247;1.628;21;29;5.431;0;10;22;144;56;41;1.309;182;2.981;21;25;4.791;1;80;175;907;334;264;3.327;429;4.609;42;54;10.222
;07:5,01 a 7,00;0;77;101;412;494;185;2.502;338;2.088;27;5;6.229;0;10;19;121;114;22;1.395;206;2.896;50;4;4.837;0;87;120;533;608;207;3.897;544;4.984;77;9;11.066
;08:7,01 a 10,00;1;49;50;195;443;109;1.568;260;2.356;31;11;5.073;1;2;9;18;27;15;715;143;2.878;36;3;3.847;2;51;59;213;470;124;2.283;403;5.234;67;14;8.920
;09:10,01 a 15,00;0;7;5;53;110;70;817;239;2.646;48;13;4.008;0;0;1;8;7;10;318;127;2.547;61;13;3.092;0;7;6;61;117;80;1.135;366;5.193;109;26;7.100
;10:15,01 a 20,00;0;0;3;3;30;11;316;97;1.544;7;21;2.032;0;0;3;1;3;1;107;40;1.016;10;20;1.201;0;0;6;4;33;12;423;137;2.560;17;41;3.233
;11:Mais de 20,00;0;1;3;2;8;6;278;83;2.727;14;8;3.130;0;0;2;0;1;2;84;29;1.269;8;2;1.397;0;1;5;2;9;8;362;112;3.996;22;10;4.527
;{ñ class};11;78;84;104;186;92;287;19;92;8;0;961;0;17;25;92;88;57;258;19;99;4;0;659;11;95;109;196;274;149;545;38;191;12;0;1.620
250750:João Pessoa - PB;Total;1.379;7.889;6.302;10.796;34.815;8.213;41.860;4.917;25.612;232;54;142.069;210;1.074;1.230;3.686;36.759;3.005;31.720;6.427;26.991;333;60;111.495;1.589;8.963;7.532;14.482;71.574;11.218;73.580;11.344;52.603;565;114;253.564
;00:Até 0,50;6;15;7;20;26;21;96;27;222;9;1;450;4;11;5;19;18;13;100;26;206;12;0;414;10;26;12;39;44;34;196;53;428;21;1;864
;01:0,51 a 1,00;97;376;292;532;6.622;594;3.056;110;1.285;24;0;12.988;20;105;157;275;11.245;405;3.190;159;747;22;1;16.326;117;481;449;807;17.867;999;6.246;269;2.032;46;1;29.314
;02:1,01 a 1,50;1.019;5.215;4.051;6.824;12.899;5.251;21.936;1.583;1.931;32;2;60.743;121;655;828;2.374;10.296;2.146;19.713;2.477;3.706;27;1;42.344;1.140;5.870;4.879;9.198;23.195;7.397;41.649;4.060;5.637;59;3;103.087
;03:1,51 a 2,00;207;1.081;1.096;1.732;4.204;1.195;7.075;804;4.273;16;1;21.684;57;133;170;464;3.563;272;3.692;866;2.546;20;1;11.784;264;1.214;1.266;2.196;7.767;1.467;10.767;1.670;6.819;36;2;33.468
;04:2,01 a 3,00;33;518;493;884;3.944;759;4.571;907;6.097;37;5;18.248;3;87;46;239;3.912;83;2.288;1.452;8.106;74;4;16.294;36;605;539;1.123;7.856;842;6.859;2.359;14.203;111;9;34.542
;05:3,01 a 4,00;1;170;114;265;2.110;154;1.542;495;2.346;18;1;7.216;0;24;12;106;3.492;35;747;903;3.584;46;5;8.954;1;194;126;371;5.602;189;2.289;1.398;5.930;64;6;16.170
;06:4,01 a 5,00;0;118;95;197;905;69;778;242;1.068;25;13;3.510;0;7;3;81;1.184;13;409;238;1.370;31;19;3.355;0;125;98;278;2.089;82;1.187;480;2.438;56;32;6.865
;07:5,01 a 7,00;6;114;65;169;1.063;60;1.312;314;1.843;25;8;4.979;3;31;1;82;1.003;6;905;170;1.994;49;7;4.251;9;145;66;251;2.066;66;2.217;484;3.837;74;15;9.230
;08:7,01 a 10,00;0;49;17;46;1.479;24;575;237;1.813;9;9;4.258;0;4;0;13;1.189;7;298;72;1.530;26;7;3.146;0;53;17;59;2.668;31;873;309;3.343;35;16;7.404
;09:10,01 a 15,00;0;56;4;26;497;11;308;113;1.856;17;7;2.895;0;1;0;8;422;1;141;37;1.654;18;11;2.293;0;57;4;34;919;12;449;150;3.510;35;18;5.188
;10:15,01 a 20,00;0;52;3;4;276;1;131;28;1.027;4;3;1.529;0;0;0;2;127;1;28;10;573;1;4;746;0;52;3;6;403;2;159;38;1.600;5;7;2.275
;11:Mais de 20,00;0;9;4;2;646;1;247;30;1.696;10;4;2.649;0;0;0;3;267;0;79;4;860;4;0;1.217;0;9;4;5;913;1;326;34;2.556;14;4;3.866
;{ñ class};10;116;61;95;144;73;233;27;155;6;0;920;2;16;8;20;41;23;130;13;115;3;0;371;12;132;69;115;185;96;363;40;270;9;0;1.291
261160:Recife - PE;Total;4.275;14.799;17.209;28.887;62.544;25.658;143.470;14.885;43.726;1.267;501;357.221;255;1.490;2.723;4.909;68.077;8.942;104.244;14.052;55.202;1.289;262;261.445;4.530;16.289;19.932;33.796;130.621;34.600;247.714;28.937;98.928;2.556;763;618.666
;00:Até 0,50;98;43;11;112;244;86;212;31;203;7;0;1.047;5;11;7;48;463;125;335;36;249;6;0;1.285;103;54;18;160;707;211;547;67;452;13;0;2.332
;01:0,51 a 1,00;215;529;386;828;1.793;1.221;4.186;269;711;22;3;10.163;17;111;292;406;2.392;1.112;7.276;498;1.163;41;3;13.311;232;640;678;1.234;4.185;2.333;11.462;767;1.874;63;6;23.474
;02:1,01 a 1,50;1.228;7.619;8.240;15.119;23.674;12.730;59.307;2.693;2.004;105;47;132.766;146;1.066;1.786;3.522;15.284;5.732;58.668;4.369;4.148;102;10;94.833;1.374;8.685;10.026;18.641;38.958;18.462;117.975;7.062;6.152;207;57;227.599
;03:1,51 a 2,00;446;3.992;3.984;6.375;13.665;4.080;24.557;1.891;2.061;70;68;61.189;19;163;307;434;17.053;843;16.544;2.532;4.117;88;13;42.113;465;4.155;4.291;6.809;30.718;4.923;41.101;4.423;6.178;158;81;103.302
;04:2,01 a 3,00;386;1.647;2.195;3.535;9.969;2.935;22.725;2.713;3.932;137;68;50.242;47;57;186;180;13.591;524;10.627;2.715;8.756;117;26;36.826;433;1.704;2.381;3.715;23.560;3.459;33.352;5.428;12.688;254;94;87.068
;05:3,01 a 4,00;254;347;1.551;1.156;6.061;2.965;13.451;2.108;3.652;98;28;31.671;16;15;58;42;10.946;228;3.449;1.283;6.788;112;21;22.958;270;362;1.609;1.198;17.007;3.193;16.900;3.391;10.440;210;49;54.629
;06:4,01 a 5,00;63;137;206;352;2.230;460;4.549;1.332;3.286;86;24;12.725;1;9;8;31;4.719;90;1.861;797;5.283;120;11;12.930;64;146;214;383;6.949;550;6.410;2.129;8.569;206;35;25.655
;07:5,01 a 7,00;4;113;220;572;2.247;608;6.851;1.627;5.952;175;42;18.411;0;11;9;96;2.272;102;2.803;817;7.761;198;36;14.105;4;124;229;668;4.519;710;9.654;2.444;13.713;373;78;32.516
;08:7,01 a 10,00;1;45;56;188;979;221;3.678;968;7.441;174;46;13.797;0;4;2;17;589;59;1.128;499;7.652;213;34;10.197;1;49;58;205;1.568;280;4.806;1.467;15.093;387;80;23.994
;09:10,01 a 15,00;1;37;36;95;345;81;2.035;667;6.261;186;66;9.810;0;0;5;14;190;24;685;207;4.514;154;52;5.845;1;37;41;109;535;105;2.720;874;10.775;340;118;15.655
;10:15,01 a 20,00;0;5;13;27;56;23;629;272;3.023;73;51;4.172;0;0;5;2;12;2;112;97;1.860;61;24;2.175;0;5;18;29;68;25;741;369;4.883;134;75;6.347
;11:Mais de 20,00;0;1;5;16;816;11;511;253;4.934;111;56;6.714;0;0;0;0;365;0;127;125;2.654;51;29;3.351;0;1;5;16;1.181;11;638;378;7.588;162;85;10.065
;{ñ class};1.579;284;306;512;465;237;779;61;266;23;2;4.514;4;43;58;117;201;101;629;77;257;26;3;1.516;1.583;327;364;629;666;338;1.408;138;523;49;5;6.030
270430:Maceió - AL;Total;1.906;10.814;7.477;12.234;21.014;16.542;40.405;5.062;15.314;208;43;131.019;179;1.067;2.910;3.896;9.397;9.693;30.283;5.414;22.039;173;42;85.093;2.085;11.881;10.387;16.130;30.411;26.235;70.688;10.476;37.353;381;85;216.112
;00:Até 0,50;1;123;7;37;75;64;61;17;81;0;0;466;0;2;2;16;14;47;68;22;61;2;0;234;1;125;9;53;89;111;129;39;142;2;0;700
;01:0,51 a 1,00;263;805;252;503;807;663;1.233;122;417;12;1;5.078;21;70;243;263;579;559;1.505;168;521;12;0;3.941;284;875;495;766;1.386;1.222;2.738;290;938;24;1;9.019
;02:1,01 a 1,50;1.175;5.508;3.571;5.941;10.044;6.248;19.892;890;905;30;3;54.207;133;572;1.770;2.313;5.017;3.945;17.864;1.441;1.812;17;2;34.886;1.308;6.080;5.341;8.254;15.061;10.193;37.756;2.331;2.717;47;5;89.093
;03:1,51 a 2,00;336;2.190;1.551;2.205;3.279;1.980;7.257;614;729;19;2;20.162;11;206;409;544;792;1.370;5.033;753;1.562;15;6;10.701;347;2.396;1.960;2.749;4.071;3.350;12.290;1.367;2.291;34;8;30.863
;04:2,01 a 3,00;72;1.028;997;1.523;2.517;1.794;4.778;968;2.143;23;5;15.848;1;99;319;453;1.607;2.113;2.320;1.117;4.377;26;3;12.435;73;1.127;1.316;1.976;4.124;3.907;7.098;2.085;6.520;49;8;28.283
;05:3,01 a 4,00;2;387;312;395;925;565;2.247;523;1.373;17;3;6.749;0;53;66;81;264;335;1.003;501;2.541;12;5;4.861;2;440;378;476;1.189;900;3.250;1.024;3.914;29;8;11.610
;06:4,01 a 5,00;3;88;362;619;1.236;1.839;1.051;404;1.366;20;8;6.996;0;11;36;49;599;281;615;329;2.289;12;3;4.224;3;99;398;668;1.835;2.120;1.666;733;3.655;32;11;11.220
;07:5,01 a 7,00;1;99;223;489;1.060;2.045;1.315;629;2.095;26;3;7.985;0;17;17;88;302;678;676;538;3.554;21;4;5.895;1;116;240;577;1.362;2.723;1.991;1.167;5.649;47;7;13.880
;08:7,01 a 10,00;0;44;57;251;524;886;1.071;419;2.012;13;8;5.285;0;4;6;23;106;260;513;388;2.835;29;12;4.176;0;48;63;274;630;1.146;1.584;807;4.847;42;20;9.461
;09:10,01 a 15,00;0;22;16;21;149;184;581;262;1.446;18;5;2.704;0;1;1;1;15;16;139;88;1.184;17;6;1.468;0;23;17;22;164;200;720;350;2.630;35;11;4.172
;10:15,01 a 20,00;1;4;0;3;22;88;196;101;969;10;4;1.398;0;0;0;0;2;3;29;13;522;3;1;573;1;4;0;3;24;91;225;114;1.491;13;5;1.971
;11:Mais de 20,00;0;5;0;1;8;37;136;80;1.717;14;1;1.999;0;1;0;0;0;6;32;22;679;3;0;743;0;6;0;1;8;43;168;102;2.396;17;1;2.742
;{ñ class};52;511;129;246;368;149;587;33;61;6;0;2.142;13;31;41;65;100;80;486;34;102;4;0;956;65;542;170;311;468;229;1.073;67;163;10;0;3.098
280030:Aracaju - SE;Total;707;4.953;3.660;12.806;14.585;10.521;44.417;4.723;15.993;486;89;112.940;113;719;751;4.362;6.314;4.323;35.217;4.227;25.476;614;106;82.222;820;5.672;4.411;17.168;20.899;14.844;79.634;8.950;41.469;1.100;195;195.162
;00:Até 0,50;4;16;3;62;56;149;377;37;134;2;3;843;0;7;5;51;52;116;475;33;125;0;0;864;4;23;8;113;108;265;852;70;259;2;3;1.707
;01:0,51 a 1,00;127;619;455;1.648;1.036;979;2.652;170;350;8;1;8.045;25;130;120;304;634;547;3.236;261;612;6;2;5.877;152;749;575;1.952;1.670;1.526;5.888;431;962;14;3;13.922
;02:1,01 a 1,50;435;2.576;1.931;5.672;7.436;5.628;19.131;896;759;13;1;44.478;80;478;520;2.211;3.286;2.504;18.377;1.348;1.673;24;11;30.512;515;3.054;2.451;7.883;10.722;8.132;37.508;2.244;2.432;37;12;74.990
;03:1,51 a 2,00;92;949;656;2.344;2.356;1.440;6.582;519;571;13;3;15.525;4;37;35;1.077;984;461;4.756;681;1.095;12;4;9.146;96;986;691;3.421;3.340;1.901;11.338;1.200;1.666;25;7;24.671
;04:2,01 a 3,00;26;384;318;1.485;1.759;830;5.236;646;1.416;24;2;12.126;1;24;19;487;990;400;3.742;729;2.851;24;5;9.272;27;408;337;1.972;2.749;1.230;8.978;1.375;4.267;48;7;21.398
;05:3,01 a 4,00;2;99;102;333;417;264;2.130;509;2.117;84;16;6.073;0;11;15;73;165;120;1.721;404;4.154;137;9;6.809;2;110;117;406;582;384;3.851;913;6.271;221;25;12.882
;06:4,01 a 5,00;3;48;37;139;210;232;1.962;687;1.868;49;6;5.241;1;5;16;36;57;56;851;306;3.988;63;5;5.384;4;53;53;175;267;288;2.813;993;5.856;112;11;10.625
;07:5,01 a 7,00;3;53;30;725;785;650;2.978;453;2.294;115;3;8.089;0;11;2;66;64;56;958;208;4.881;174;4;6.424;3;64;32;791;849;706;3.936;661;7.175;289;7;14.513
;08:7,01 a 10,00;0;31;47;211;272;197;1.526;380;2.123;74;4;4.865;0;1;1;16;21;21;489;136;3.238;85;16;4.024;0;32;48;227;293;218;2.015;516;5.361;159;20;8.889
;09:10,01 a 15,00;0;20;9;43;62;52;873;225;1.392;61;10;2.747;0;4;3;0;6;3;335;64;1.328;73;24;1.840;0;24;12;43;68;55;1.208;289;2.720;134;34;4.587
;10:15,01 a 20,00;0;6;1;2;18;14;330;85;870;23;8;1.357;0;0;1;0;2;1;61;22;457;11;13;568;0;6;2;2;20;15;391;107;1.327;34;21;1.925
;11:Mais de 20,00;0;2;2;1;11;5;360;88;2.029;17;32;2.547;0;0;0;0;1;0;47;8;990;5;13;1.064;0;2;2;1;12;5;407;96;3.019;22;45;3.611
;{ñ class};15;150;69;141;167;81;280;28;70;3;0;1.004;2;11;14;41;52;38;169;27;84;0;0;438;17;161;83;182;219;119;449;55;154;3;0;1.442
292740:Salvador - BA;Total;1.500;14.933;15.546;32.090;42.662;34.185;212.904;16.396;55.898;1.435;391;427.940;230;2.045;2.799;8.851;12.657;12.821;181.056;18.782;89.340;1.721;357;330.659;1.730;16.978;18.345;40.941;55.319;47.006;393.960;35.178;145.238;3.156;748;758.599
;00:Até 0,50;10;34;41;213;172;700;614;15;144;1;1;1.945;1;8;11;109;65;519;554;36;146;0;0;1.449;11;42;52;322;237;1.219;1.168;51;290;1;1;3.394
;01:0,51 a 1,00;129;576;435;1.084;1.563;1.713;5.873;266;686;23;0;12.348;14;128;151;426;717;1.371;8.778;485;925;9;2;13.006;143;704;586;1.510;2.280;3.084;14.651;751;1.611;32;2;25.354
;02:1,01 a 1,50;822;6.088;6.442;13.236;18.980;14.066;78.285;2.410;1.776;59;7;142.171;186;1.172;1.685;6.168;7.906;7.051;81.751;4.274;3.633;37;6;113.869;1.008;7.260;8.127;19.404;26.886;21.117;160.036;6.684;5.409;96;13;256.040
;03:1,51 a 2,00;320;3.675;3.722;7.095;8.672;5.791;36.676;1.908;2.737;61;7;70.664;18;349;364;825;1.229;1.156;24.330;3.243;5.424;50;4;36.992;338;4.024;4.086;7.920;9.901;6.947;61.006;5.151;8.161;111;11;107.656
;04:2,01 a 3,00;153;2.679;2.983;5.392;6.377;4.273;30.579;3.310;5.308;126;22;61.202;1;175;357;703;1.437;1.214;24.429;3.783;11.043;155;20;43.317;154;2.854;3.340;6.095;7.814;5.487;55.008;7.093;16.351;281;42;104.519
;05:3,01 a 4,00;15;739;747;1.568;2.260;1.804;19.463;2.993;5.382;159;30;35.160;0;30;75;129;394;575;13.745;2.103;10.119;184;19;27.373;15;769;822;1.697;2.654;2.379;33.208;5.096;15.501;343;49;62.533
;06:4,01 a 5,00;8;214;320;651;955;3.932;18.175;2.241;5.726;123;33;32.378;0;21;20;82;175;203;9.991;1.864;10.900;196;39;23.491;8;235;340;733;1.130;4.135;28.166;4.105;16.626;319;72;55.869
;07:5,01 a 7,00;2;262;220;1.178;1.449;969;10.996;1.426;8.205;177;52;24.936;0;53;32;170;333;384;10.193;1.842;20.566;282;35;33.890;2;315;252;1.348;1.782;1.353;21.189;3.268;28.771;459;87;58.826
;08:7,01 a 10,00;1;194;104;776;951;328;5.487;834;7.557;230;63;16.525;0;23;13;57;76;97;3.606;597;12.345;351;64;17.229;1;217;117;833;1.027;425;9.093;1.431;19.902;581;127;33.754
;09:10,01 a 15,00;0;36;47;118;321;135;2.658;488;6.928;211;79;11.021;0;6;3;12;34;25;1.369;253;6.435;246;65;8.448;0;42;50;130;355;160;4.027;741;13.363;457;144;19.469
;10:15,01 a 20,00;1;5;10;35;83;28;1.192;237;4.768;110;53;6.522;0;6;1;3;8;15;398;99;3.267;109;60;3.966;1;11;11;38;91;43;1.590;336;8.035;219;113;10.488
;11:Mais de 20,00;0;7;16;15;71;23;1.083;180;6.271;129;36;7.831;0;3;1;1;12;6;301;42;3.993;58;32;4.449;0;10;17;16;83;29;1.384;222;10.264;187;68;12.280
;{ñ class};39;424;459;729;808;423;1.823;88;410;26;8;5.237;10;71;86;166;271;205;1.611;161;544;44;11;3.180;49;495;545;895;1.079;628;3.434;249;954;70;19;8.417
310620:Belo Horizonte - MG;Total;2.729;23.979;48.291;71.143;98.316;49.605;264.335;22.407;103.915;2.117;622;687.459;1.092;7.597;22.415;32.565;52.999;29.791;220.783;24.353;201.348;4.790;416;598.149;3.821;31.576;70.706;103.708;151.315;79.396;485.118;46.760;305.263;6.907;1.038;1.285.608
;00:Até 0,50;7;43;71;241;268;1.175;577;63;297;10;3;2.755;39;203;369;565;673;1.065;749;77;510;8;1;4.259;46;246;440;806;941;2.240;1.326;140;807;18;4;7.014
;01:0,51 a 1,00;112;622;1.203;3.106;2.772;3.625;5.714;507;1.106;18;3;18.788;132;870;2.031;3.634;4.143;4.362;13.664;873;2.497;19;3;32.228;244;1.492;3.234;6.740;6.915;7.987;19.378;1.380;3.603;37;6;51.016
;02:1,01 a 1,50;1.391;8.000;14.442;27.349;39.422;20.646;65.849;2.689;2.996;43;8;182.835;764;5.219;16.446;23.294;36.729;18.291;102.234;5.187;7.827;43;9;216.043;2.155;13.219;30.888;50.643;76.151;38.937;168.083;7.876;10.823;86;17;398.878
;03:1,51 a 2,00;619;6.404;10.265;16.951;23.309;9.526;42.008;2.955;4.508;33;10;116.588;64;504;1.417;2.425;5.210;2.850;38.219;4.788;17.919;35;6;73.437;683;6.908;11.682;19.376;28.519;12.376;80.227;7.743;22.427;68;16;190.025
;04:2,01 a 3,00;370;4.288;8.227;13.735;18.120;7.894;47.178;5.236;11.578;71;15;116.712;26;352;860;1.170;3.027;1.753;32.209;6.333;53.779;62;11;99.582;396;4.640;9.087;14.905;21.147;9.647;79.387;11.569;65.357;133;26;216.294
;05:3,01 a 4,00;59;1.187;3.084;4.078;5.600;2.420;43.922;3.532;10.489;77;20;74.468;1;43;169;222;1.076;553;13.334;2.930;31.615;188;8;50.139;60;1.230;3.253;4.300;6.676;2.973;57.256;6.462;42.104;265;28;124.607
;06:4,01 a 5,00;26;449;1.345;1.403;2.491;1.084;15.111;2.082;9.210;128;13;33.342;3;13;53;143;424;218;6.539;1.519;22.438;472;13;31.835;29;462;1.398;1.546;2.915;1.302;21.650;3.601;31.648;600;26;65.177
;07:5,01 a 7,00;18;1.665;6.551;1.530;2.599;1.558;21.224;2.158;12.198;338;42;49.881;0;19;299;181;562;246;6.596;1.286;23.674;1.530;36;34.429;18;1.684;6.850;1.711;3.161;1.804;27.820;3.444;35.872;1.868;78;84.310
;08:7,01 a 10,00;3;339;1.067;783;1.209;730;12.907;1.553;13.803;301;44;32.739;0;7;32;29;129;86;3.339;732;15.599;749;41;20.743;3;346;1.099;812;1.338;816;16.246;2.285;29.402;1.050;85;53.482
;09:10,01 a 15,00;5;30;188;210;524;276;6.219;972;14.353;476;75;23.328;0;3;5;13;68;30;1.721;354;11.153;1.032;53;14.432;5;33;193;223;592;306;7.940;1.326;25.506;1.508;128;37.760
;10:15,01 a 20,00;1;4;20;37;95;54;1.148;297;8.066;276;77;10.075;0;2;3;1;17;10;351;71;5.671;432;72;6.630;1;6;23;38;112;64;1.499;368;13.737;708;149;16.705
;11:Mais de 20,00;0;3;32;47;125;44;915;256;14.746;327;298;16.793;0;9;23;5;16;6;373;89;8.123;210;154;9.008;0;12;55;52;141;50;1.288;345;22.869;537;452;25.801
;{ñ class};118;945;1.796;1.673;1.782;573;1.563;107;565;19;14;9.155;63;353;708;883;925;321;1.455;114;543;10;9;5.384;181;1.298;2.504;2.556;2.707;894;3.018;221;1.108;29;23;14.539
320530:Vitória - ES;Total;534;5.652;4.015;8.359;14.096;8.303;44.786;5.720;25.944;365;95;117.869;134;1.869;2.227;4.134;8.251;5.540;40.776;6.195;38.185;505;61;107.877;668;7.521;6.242;12.493;22.347;13.843;85.562;11.915;64.129;870;156;225.746
;00:Até 0,50;3;58;17;141;217;371;42;6;51;2;1;909;0;23;13;87;165;435;56;5;50;3;1;838;3;81;30;228;382;806;98;11;101;5;2;1.747
;01:0,51 a 1,00;42;161;108;373;790;560;498;41;175;3;1;2.752;10;74;80;306;655;636;793;54;229;5;0;2.842;52;235;188;679;1.445;1.196;1.291;95;404;8;1;5.594
;02:1,01 a 1,50;240;993;1.153;3.248;5.238;3.145;10.306;613;577;16;0;25.529;82;1.073;1.205;3.102;5.420;3.129;18.708;1.383;1.501;16;1;35.620;322;2.066;2.358;6.350;10.658;6.274;29.014;1.996;2.078;32;1;61.149
;03:1,51 a 2,00;116;635;949;2.071;3.177;1.576;7.955;658;750;11;3;17.901;28;279;523;255;789;653;8.121;1.123;1.667;12;2;13.452;144;914;1.472;2.326;3.966;2.229;16.076;1.781;2.417;23;5;31.353
;04:2,01 a 3,00;75;558;697;1.537;1.962;1.085;7.629;1.082;1.764;19;2;16.410;9;176;311;95;424;415;6.559;1.449;3.786;20;1;13.245;84;734;1.008;1.632;2.386;1.500;14.188;2.531;5.550;39;3;29.655
;05:3,01 a 4,00;16;218;206;263;595;431;4.923;894;3.098;50;8;10.702;0;44;24;52;132;89;2.235;868;8.701;81;3;12.229;16;262;230;315;727;520;7.158;1.762;11.799;131;11;22.931
;06:4,01 a 5,00;5;864;118;151;282;296;3.897;886;2.161;41;5;8.706;0;38;9;52;66;43;1.319;557;5.745;79;4;7.912;5;902;127;203;348;339;5.216;1.443;7.906;120;9;16.618
;07:5,01 a 7,00;2;1.438;218;181;378;352;4.411;667;3.395;42;6;11.090;0;82;10;45;102;36;1.419;365;5.595;104;9;7.767;2;1.520;228;226;480;388;5.830;1.032;8.990;146;15;18.857
;08:7,01 a 10,00;4;564;181;86;251;203;2.520;441;3.995;78;20;8.343;0;33;6;18;27;27;678;181;4.361;80;12;5.423;4;597;187;104;278;230;3.198;622;8.356;158;32;13.766
