;;Sexo Trabalhador;Tipo Vínculo
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;08:7,01 a 10,00;1.161;1;0;0;2.516;1;270;0;1;0;12;0;0;0;0;1;1;0;0;3.964;608;1;0;0;1.519;4;237;0;0;0;11;0;0;0;1;0;2;0;0;2.383;1.769;2;0;0;4.035;5;507;0;1;0;23;0;0;0;1;1;3;0;0;6.347
;09:10,01 a 15,00;629;1;0;0;2.326;1;130;0;0;0;4;0;0;0;1;0;0;0;0;3.092;259;0;0;0;1.485;1;149;0;0;0;4;0;0;0;1;0;0;0;0;1.899;888;1;0;0;3.811;2;279;0;0;0;8;0;0;0;2;0;0;0;0;4.991
;10:15,01 a 20,00;252;0;0;0;1.066;0;46;0;0;0;3;0;0;0;1;0;0;0;0;1.368;71;0;0;0;506;0;25;0;0;0;1;0;0;0;0;0;0;0;0;603;323;0;0;0;1.572;0;71;0;0;0;4;0;0;0;1;0;0;0;0;1.971
;11:Mais de 20,00;343;0;0;0;1.051;16;98;0;0;0;0;0;0;0;6;0;0;0;0;1.514;72;0;0;0;450;3;29;0;0;0;0;0;0;0;0;0;0;0;0;554;415;0;0;0;1.501;19;127;0;0;0;0;0;0;0;6;0;0;0;0;2.068
;{ñ class};1.314;7;2;9;118;18;138;145;0;1;3;0;0;0;0;0;0;0;0;1.755;582;6;0;0;68;34;79;3;0;2;1;0;0;0;0;0;0;0;0;775;1.896;13;2;9;186;52;217;148;0;3;4;0;0;0;0;0;0;0;0;2.530
120040:Rio Branco - AC;Total;30.231;805;23;296;13.542;1.378;4.682;0;4;350;398;2;2;17;7;154;56;66;221;52.234;21.015;240;5;20;15.787;2.554;6.077;0;2;320;707;2;2;1;2;124;60;45;119;47.082;51.246;1.045;28;316;29.329;3.932;10.759;0;6;670;1.105;4;4;18;9;278;116;111;340;99.316
;00:Até 0,50;46;0;0;1;0;0;4;0;0;173;1;0;0;0;0;0;0;0;0;225;21;0;0;1;5;0;9;0;0;187;0;0;0;0;0;2;0;0;0;225;67;0;0;2;5;0;13;0;0;360;1;0;0;0;0;2;0;0;0;450
;01:0,51 a 1,00;963;178;4;57;71;1;117;0;0;165;6;0;0;11;1;2;0;0;2;1.578;1.135;46;3;2;163;1;236;0;0;125;6;0;0;0;0;20;0;0;2;1.739;2.098;224;7;59;234;2;353;0;0;290;12;0;0;11;1;22;0;0;4;3.317
;02:1,01 a 1,50;13.453;422;11;169;400;137;609;0;2;7;232;1;0;6;0;71;0;17;37;15.574;12.150;135;2;16;875;170;406;0;1;7;584;1;2;1;1;53;1;9;42;14.456;25.603;557;13;185;1.275;307;1.015;0;3;14;816;2;2;7;1;124;1;26;79;30.030
;03:1,51 a 2,00;6.813;122;2;39;468;333;577;0;0;3;90;1;1;0;0;36;0;1;105;8.591;3.096;27;0;0;1.024;861;409;0;0;0;68;0;0;0;0;32;0;0;18;5.535;9.909;149;2;39;1.492;1.194;986;0;0;3;158;1;1;0;0;68;0;1;123;14.126
;04:2,01 a 3,00;4.404;55;3;24;1.979;394;1.649;0;2;0;46;0;1;0;0;34;23;19;57;8.690;1.983;20;0;1;3.671;604;2.853;0;0;0;26;0;0;0;0;15;18;13;37;9.241;6.387;75;3;25;5.650;998;4.502;0;2;0;72;0;1;0;0;49;41;32;94;17.931
;05:3,01 a 4,00;1.599;10;1;0;2.289;215;450;0;0;0;10;0;0;0;0;6;16;18;19;4.633;989;7;0;0;2.926;402;755;0;1;0;8;0;0;0;0;1;26;14;16;5.145;2.588;17;1;0;5.215;617;1.205;0;1;0;18;0;0;0;0;7;42;32;35;9.778
;06:4,01 a 5,00;670;3;0;0;2.431;71;364;0;0;0;1;0;0;0;0;4;13;0;1;3.558;421;2;0;0;2.707;207;496;0;0;0;5;0;0;0;0;0;11;2;2;3.853;1.091;5;0;0;5.138;278;860;0;0;0;6;0;0;0;0;4;24;2;3;7.411
;07:5,01 a 7,00;647;2;0;1;3.001;81;358;0;0;0;2;0;0;0;1;1;4;6;0;4.104;435;1;0;0;2.180;208;401;0;0;0;1;0;0;0;0;1;4;7;1;3.239;1.082;3;0;1;5.181;289;759;0;0;0;3;0;0;0;1;2;8;13;1;7.343
;08:7,01 a 10,00;429;2;0;0;1.048;58;271;0;0;0;4;0;0;0;1;0;0;4;0;1.817;225;1;0;0;1.098;66;251;0;0;0;1;0;0;0;0;0;0;0;0;1.642;654;3;0;0;2.146;124;522;0;0;0;5;0;0;0;1;0;0;4;0;3.459
;09:10,01 a 15,00;312;0;1;0;900;74;163;0;0;0;4;0;0;0;1;0;0;0;0;1.455;170;0;0;0;718;24;191;0;0;0;0;1;0;0;0;0;0;0;0;1.104;482;0;1;0;1.618;98;354;0;0;0;4;1;0;0;1;0;0;0;0;2.559
;10:15,01 a 20,00;141;0;0;0;456;3;72;0;0;0;1;0;0;0;0;0;0;1;0;674;61;0;0;0;210;3;53;0;0;0;2;0;0;0;0;0;0;0;0;329;202;0;0;0;666;6;125;0;0;0;3;0;0;0;0;0;0;1;0;1.003
;11:Mais de 20,00;135;0;0;0;496;8;48;0;0;0;0;0;0;0;3;0;0;0;0;690;46;0;0;0;205;8;17;0;0;0;1;0;0;0;1;0;0;0;0;278;181;0;0;0;701;16;65;0;0;0;1;0;0;0;4;0;0;0;0;968
;{ñ class};619;11;1;5;3;3;0;0;0;2;1;0;0;0;0;0;0;0;0;645;283;1;0;0;5;0;0;0;0;1;5;0;0;0;0;0;0;0;1;296;902;12;1;5;8;3;0;0;0;3;6;0;0;0;0;0;0;0;1;941
130260:Manaus - AM;Total;205.331;258;115;813;46.075;52;9.757;18;2.731;3.551;1.498;6;3;0;92;1.287;161;1;3.409;275.158;127.481;734;81;196;56.112;2.624;12.110;10;1.732;2.700;986;3;0;0;49;816;159;0;4.082;209.875;332.812;992;196;1.009;102.187;2.676;21.867;28;4.463;6.251;2.484;9;3;0;141;2.103;320;1;7.491;485.033
;00:Até 0,50;272;0;1;0;13;10;7;14;1;1.950;4;0;0;0;0;6;0;1;1;2.280;270;1;0;0;5;9;7;1;2;1.485;3;0;0;0;0;2;0;0;0;1.785;542;1;1;0;18;19;14;15;3;3.435;7;0;0;0;0;8;0;1;1;4.065
;01:0,51 a 1,00;3.952;36;11;38;133;8;255;0;22;1.369;80;0;0;0;15;13;1;0;38;5.971;4.646;137;2;9;155;172;82;0;17;1.069;80;1;0;0;5;9;0;0;12;6.396;8.598;173;13;47;288;180;337;0;39;2.438;160;1;0;0;20;22;1;0;50;12.367
;02:1,01 a 1,50;73.122;93;52;382;2.719;4;1.256;1;991;226;667;5;2;0;8;278;17;0;400;80.223;66.332;393;51;139;5.642;525;1.643;2;792;138;468;2;0;0;6;140;19;0;492;76.784;139.454;486;103;521;8.361;529;2.899;3;1.783;364;1.135;7;2;0;14;418;36;0;892;157.007
;03:1,51 a 2,00;44.711;33;28;254;7.559;3;2.729;1;1.287;0;330;0;0;0;7;538;3;0;1.174;58.657;22.020;79;21;33;12.912;281;4.350;2;675;1;160;0;0;0;3;415;0;0;1.015;41.967;66.731;112;49;287;20.471;284;7.079;3;1.962;1;490;0;0;0;10;953;3;0;2.189;100.624
;04:2,01 a 3,00;40.188;51;16;92;6.748;4;1.842;1;279;1;253;0;1;0;7;332;13;0;1.354;51.182;14.988;54;3;8;12.947;440;1.425;2;149;2;173;0;0;0;10;184;11;0;566;30.962;55.176;105;19;100;19.695;444;3.267;3;428;3;426;0;1;0;17;516;24;0;1.920;82.144
;05:3,01 a 4,00;14.103;11;2;23;4.114;2;1.420;0;79;1;47;1;0;0;7;55;75;0;238;20.178;6.295;27;2;3;6.467;289;1.654;0;37;0;43;0;0;0;3;28;84;0;1.111;16.043;20.398;38;4;26;10.581;291;3.074;0;116;1;90;1;0;0;10;83;159;0;1.349;36.221
;06:4,01 a 5,00;7.163;11;2;10;5.565;3;577;0;31;0;34;0;0;0;1;18;32;0;149;13.596;3.405;15;1;1;3.685;216;791;0;35;0;17;0;0;0;3;10;32;0;693;8.904;10.568;26;3;11;9.250;219;1.368;0;66;0;51;0;0;0;4;28;64;0;842;22.500
;07:5,01 a 7,00;7.646;3;0;7;7.197;2;696;0;31;0;53;0;0;0;8;26;10;0;17;15.696;3.795;11;0;0;5.503;298;1.109;0;17;1;25;0;0;0;6;12;9;0;100;10.886;11.441;14;0;7;12.700;300;1.805;0;48;1;78;0;0;0;14;38;19;0;117;26.582
;08:7,01 a 10,00;4.757;5;0;1;4.973;2;483;0;8;0;17;0;0;0;3;6;2;0;12;10.269;2.045;4;0;0;4.289;229;548;0;6;0;13;0;0;0;0;4;0;0;54;7.192;6.802;9;0;1;9.262;231;1.031;0;14;0;30;0;0;0;3;10;2;0;66;17.461
;09:10,01 a 15,00;3.029;10;1;0;3.811;4;340;0;0;0;3;0;0;0;2;3;4;0;15;7.222;1.108;9;0;0;2.427;104;379;0;1;0;2;0;0;0;0;2;4;0;32;4.068;4.137;19;1;0;6.238;108;719;0;1;0;5;0;0;0;2;5;8;0;47;11.290
;10:15,01 a 20,00;1.175;1;0;0;1.505;3;126;0;0;0;3;0;0;0;1;0;4;0;3;2.821;322;1;0;0;1.047;22;100;0;0;0;0;0;0;0;1;0;0;0;1;1.494;1.497;2;0;0;2.552;25;226;0;0;0;3;0;0;0;2;0;4;0;4;4.315
;11:Mais de 20,00;1.587;4;0;0;1.725;0;16;0;0;0;2;0;0;0;22;1;0;0;0;3.357;308;2;0;0;1.025;28;17;0;0;0;1;0;0;0;1;0;0;0;0;1.382;1.895;6;0;0;2.750;28;33;0;0;0;3;0;0;0;23;1;0;0;0;4.739
;{ñ class};3.626;0;2;6;13;7;10;1;2;4;5;0;0;0;11;11;0;0;8;3.706;1.947;1;1;3;8;11;5;3;1;4;1;0;0;0;11;10;0;0;6;2.012;5.573;1;3;9;21;18;15;4;3;8;6;0;0;0;22;21;0;0;14;5.718
140010:Boa Vista - RR;Total;23.804;167;20;159;12.569;859;4.483;31;1;396;117;0;0;1;10;12;79;1.259;0;43.967;18.180;185;5;36;17.271;1.409;5.057;0;3;365;128;0;0;0;6;6;59;1.539;0;44.249;41.984;352;25;195;29.840;2.268;9.540;31;4;761;245;0;0;1;16;18;138;2.798;0;88.216
;00:Até 0,50;57;0;0;0;45;3;4;0;0;188;0;0;0;0;0;0;0;0;0;297;49;0;0;0;46;2;2;0;0;171;1;0;0;0;2;0;0;0;0;273;106;0;0;0;91;5;6;0;0;359;1;0;0;0;2;0;0;0;0;570
;01:0,51 a 1,00;855;14;0;26;54;13;286;0;0;199;5;0;0;1;0;0;3;0;0;1.456;944;30;2;8;28;20;326;0;0;185;10;0;0;0;2;0;0;0;0;1.555;1.799;44;2;34;82;33;612;0;0;384;15;0;0;1;2;0;3;0;0;3.011
;02:1,01 a 1,50;11.861;93;11;102;991;342;1.227;6;0;9;38;0;0;0;1;6;15;6;0;14.708;11.699;114;1;26;1.359;915;1.487;0;1;8;42;0;0;0;0;4;1;35;0;15.692;23.560;207;12;128;2.350;1.257;2.714;6;1;17;80;0;0;0;1;10;16;41;0;30.400
;03:1,51 a 2,00;4.874;26;6;15;608;66;410;4;0;0;30;0;0;0;1;5;14;75;0;6.134;2.358;14;1;1;761;130;493;0;1;0;34;0;0;0;0;1;0;98;0;3.892;7.232;40;7;16;1.369;196;903;4;1;0;64;0;0;0;1;6;14;173;0;10.026
;04:2,01 a 3,00;3.166;19;2;13;1.593;217;800;0;1;0;27;0;0;0;3;0;1;424;0;6.266;1.517;10;1;1;3.311;233;826;0;0;0;19;0;0;0;1;0;1;397;0;6.317;4.683;29;3;14;4.904;450;1.626;0;1;0;46;0;0;0;4;0;2;821;0;12.583
;05:3,01 a 4,00;1.057;7;0;1;1.433;100;500;9;0;0;8;0;0;0;0;1;38;466;0;3.620;617;2;0;0;2.303;26;574;0;0;0;11;0;0;0;0;0;44;539;0;4.116;1.674;9;0;1;3.736;126;1.074;9;0;0;19;0;0;0;0;1;82;1.005;0;7.736
;06:4,01 a 5,00;534;4;1;1;894;37;389;1;0;0;2;0;0;0;1;0;3;224;0;2.091;273;2;0;0;1.709;18;468;0;1;0;4;0;0;0;0;0;7;397;0;2.879;807;6;1;1;2.603;55;857;1;1;0;6;0;0;0;1;0;10;621;0;4.970
;07:5,01 a 7,00;474;2;0;1;2.911;32;374;1;0;0;4;0;0;0;0;0;1;43;0;3.843;264;4;0;0;4.312;32;401;0;0;0;4;0;0;0;0;0;1;49;0;5.067;738;6;0;1;7.223;64;775;1;0;0;8;0;0;0;0;0;2;92;0;8.910
;08:7,01 a 10,00;249;0;0;0;1.795;30;238;9;0;0;2;0;0;0;1;0;0;13;0;2.337;171;4;0;0;1.959;10;227;0;0;0;2;0;0;0;0;0;0;10;0;2.383;420;4;0;0;3.754;40;465;9;0;0;4;0;0;0;1;0;0;23;0;4.720
;09:10,01 a 15,00;206;0;0;0;1.128;9;114;1;0;0;0;0;0;0;0;0;3;0;0;1.461;101;4;0;0;878;15;160;0;0;0;0;0;0;0;0;0;5;0;0;1.163;307;4;0;0;2.006;24;274;1;0;0;0;0;0;0;0;0;8;0;0;2.624
;10:15,01 a 20,00;69;0;0;0;496;8;67;0;0;0;0;0;0;0;0;0;0;1;0;641;37;0;0;0;301;2;47;0;0;0;1;0;0;0;0;0;0;0;0;388;106;0;0;0;797;10;114;0;0;0;1;0;0;0;0;0;0;1;0;1.029
;11:Mais de 20,00;145;0;0;0;553;1;48;0;0;0;0;0;0;0;3;0;0;3;0;753;40;0;0;0;256;1;19;0;0;0;0;0;0;0;1;0;0;1;0;318;185;0;0;0;809;2;67;0;0;0;0;0;0;0;4;0;0;4;0;1.071
;{ñ class};257;2;0;0;68;1;26;0;0;0;1;0;0;0;0;0;1;4;0;360;110;1;0;0;48;5;27;0;0;1;0;0;0;0;0;1;0;13;0;206;367;3;0;0;116;6;53;0;0;1;1;0;0;0;0;1;1;17;0;566
150140:Belém - PA;Total;143.911;345;313;268;65.206;420;10.696;1.121;253;1.649;1.255;8;11;3;97;418;388;3;0;226.365;92.003;753;80;12;63.268;613;12.322;7;193;1.478;679;1;2;0;43;74;320;10;0;171.858;235.914;1.098;393;280;128.474;1.033;23.018;1.128;446;3.127;1.934;9;13;3;140;492;708;13;0;398.223
;00:Até 0,50;603;2;1;0;18;0;3;66;2;988;6;0;0;0;0;6;0;1;0;1.696;953;3;0;0;10;0;3;2;6;888;9;0;0;0;1;8;0;2;0;1.885;1.556;5;1;0;28;0;6;68;8;1.876;15;0;0;0;1;14;0;3;0;3.581
;01:0,51 a 1,00;4.304;36;45;90;2.113;0;723;150;12;613;48;0;4;0;5;28;0;0;0;8.171;4.060;46;2;8;454;2;598;0;24;551;45;0;0;0;6;4;0;2;0;5.802;8.364;82;47;98;2.567;2;1.321;150;36;1.164;93;0;4;0;11;32;0;2;0;13.973
;02:1,01 a 1,50;57.465;213;185;147;4.592;7;1.787;123;195;42;496;7;3;3;8;168;222;1;0;65.664;46.196;559;59;4;8.149;3;2.355;2;135;36;406;1;1;0;2;35;140;4;0;58.087;103.661;772;244;151;12.741;10;4.142;125;330;78;902;8;4;3;10;203;362;5;0;123.751
;03:1,51 a 2,00;30.409;65;31;17;3.683;0;1.144;71;22;1;325;1;2;0;22;152;13;0;0;35.958;16.085;108;8;0;5.154;1;1.364;2;12;1;111;0;0;0;11;14;4;0;0;22.875;46.494;173;39;17;8.837;1;2.508;73;34;2;436;1;2;0;33;166;17;0;0;58.833
;04:2,01 a 3,00;27.687;15;26;9;7.446;11;3.642;64;13;0;175;0;1;0;9;34;27;0;0;39.159;10.403;21;6;0;6.260;16;2.490;1;10;1;45;0;0;0;3;7;10;1;0;19.274;38.090;36;32;9;13.706;27;6.132;65;23;1;220;0;1;0;12;41;37;1;0;58.433
;05:3,01 a 4,00;7.937;6;8;1;12.167;5;1.031;75;3;0;77;0;0;0;7;10;45;0;0;21.372;4.474;7;3;0;8.022;8;1.692;0;1;0;17;0;0;0;4;3;71;0;0;14.302;12.411;13;11;1;20.189;13;2.723;75;4;0;94;0;0;0;11;13;116;0;0;35.674
;06:4,01 a 5,00;3.423;1;4;0;6.219;5;868;72;0;0;29;0;0;0;3;5;61;0;0;10.690;2.432;0;1;0;6.910;0;1.762;0;0;0;10;0;0;0;2;1;75;0;0;11.193;5.855;1;5;0;13.129;5;2.630;72;0;0;39;0;0;0;5;6;136;0;0;21.883
;07:5,01 a 7,00;3.642;2;3;0;10.303;59;758;155;2;0;29;0;1;0;3;4;11;0;0;14.972;2.607;3;0;0;11.672;127;1.112;0;1;0;17;0;0;0;5;0;12;0;0;15.556;6.249;5;3;0;21.975;186;1.870;155;3;0;46;0;1;0;8;4;23;0;0;30.528
;08:7,01 a 10,00;2.719;0;0;0;7.269;4;312;124;1;0;28;0;0;0;3;2;8;0;0;10.470;1.852;1;1;0;7.880;5;412;0;2;0;10;0;0;0;0;1;5;0;0;10.169;4.571;1;1;0;15.149;9;724;124;3;0;38;0;0;0;3;3;13;0;0;20.639
;09:10,01 a 15,00;1.931;0;0;0;4.672;15;253;22;0;0;6;0;0;0;8;4;1;0;0;6.912;1.140;1;0;0;3.607;32;382;0;1;0;3;0;0;0;2;1;3;0;0;5.172;3.071;1;0;0;8.279;47;635;22;1;0;9;0;0;0;10;5;4;0;0;12.084
;10:15,01 a 20,00;646;0;0;0;2.045;18;83;0;0;0;0;0;0;0;6;1;0;1;0;2.800;318;0;0;0;1.491;20;86;0;0;0;0;0;0;0;3;0;0;1;0;1.919;964;0;0;0;3.536;38;169;0;0;0;0;0;0;0;9;1;0;2;0;4.719
;11:Mais de 20,00;702;0;0;0;2.590;17;80;0;0;0;1;0;0;0;22;0;0;0;0;3.412;221;0;0;0;1.830;18;51;0;0;0;1;0;0;0;3;0;0;0;0;2.124;923;0;0;0;4.420;35;131;0;0;0;2;0;0;0;25;0;0;0;0;5.536
;{ñ class};2.443;5;10;4;2.089;279;12;199;3;5;35;0;0;0;1;4;0;0;0;5.089;1.262;4;0;0;1.829;381;15;0;1;1;5;0;1;0;1;0;0;0;0;3.500;3.705;9;10;4;3.918;660;27;199;4;6;40;0;1;0;2;4;0;0;0;8.589
160030:Macapá - AP;Total;28.368;69;94;227;19.685;180;4.622;100;29;356;106;0;0;0;11;325;151;11;25;54.359;20.027;130;38;12;23.654;126;5.811;1;7;369;82;0;1;0;5;906;101;4;20;51.294;48.395;199;132;239;43.339;306;10.433;101;36;725;188;0;1;0;16;1.231;252;15;45;105.653
;00:Até 0,50;70;1;0;0;162;0;59;0;0;278;0;0;0;0;0;23;0;0;0;593;68;1;1;0;57;0;40;0;0;281;2;0;0;0;0;41;0;0;0;491;138;2;1;0;219;0;99;0;0;559;2;0;0;0;0;64;0;0;0;1.084
;01:0,51 a 1,00;1.615;23;11;76;1.541;11;539;90;0;76;1;0;0;0;1;114;86;0;0;4.184;1.393;14;0;4;2.306;13;739;0;0;84;3;0;0;0;0;281;15;0;0;4.852;3.008;37;11;80;3.847;24;1.278;90;0;160;4;0;0;0;1;395;101;0;0;9.036
;02:1,01 a 1,50;14.032;35;38;125;3.774;104;635;9;8;1;48;0;0;0;1;89;1;9;10;18.919;11.654;99;9;7;5.355;36;1.045;1;5;4;50;0;0;0;1;206;0;2;8;18.482;25.686;134;47;132;9.129;140;1.680;10;13;5;98;0;0;0;2;295;1;11;18;37.401
;03:1,51 a 2,00;4.844;5;6;13;3.360;4;873;1;4;0;38;0;0;0;2;48;0;2;7;9.207;2.851;14;4;1;5.369;5;973;0;1;0;9;0;1;0;1;180;0;2;8;9.419;7.695;19;10;14;8.729;9;1.846;1;5;0;47;0;1;0;3;228;0;4;15;18.626
;04:2,01 a 3,00;4.228;3;16;10;2.600;4;1.471;0;17;0;13;0;0;0;3;38;40;0;6;8.449;1.959;2;4;0;2.376;2;2.027;0;1;0;10;0;0;0;0;159;56;0;2;6.598;6.187;5;20;10;4.976;6;3.498;0;18;0;23;0;0;0;3;197;96;0;8;15.047
;05:3,01 a 4,00;1.356;0;3;0;988;1;377;0;0;0;2;0;0;0;0;8;5;0;2;2.742;727;0;2;0;1.123;13;430;0;0;0;3;0;0;0;3;31;7;0;2;2.341;2.083;0;5;0;2.111;14;807;0;0;0;5;0;0;0;3;39;12;0;4;5.083
;06:4,01 a 5,00;509;0;1;0;714;2;117;0;0;0;1;0;0;0;1;0;5;0;0;1.350;384;0;5;0;631;12;84;0;0;0;4;0;0;0;0;0;8;0;0;1.128;893;0;6;0;1.345;14;201;0;0;0;5;0;0;0;1;0;13;0;0;2.478
;07:5,01 a 7,00;603;0;9;0;2.932;32;123;0;0;0;1;0;0;0;1;0;4;0;0;3.705;391;0;7;0;3.095;20;148;0;0;0;0;0;0;0;0;1;3;0;0;3.665;994;0;16;0;6.027;52;271;0;0;0;1;0;0;0;1;1;7;0;0;7.370
;08:7,01 a 10,00;486;0;7;0;1.278;19;181;0;0;0;0;0;0;0;0;1;10;0;0;1.982;233;0;3;0;1.838;14;159;0;0;0;0;0;0;0;0;0;12;0;0;2.259;719;0;10;0;3.116;33;340;0;0;0;0;0;0;0;0;1;22;0;0;4.241
;09:10,01 a 15,00;199;0;2;0;1.096;2;91;0;0;0;2;0;0;0;0;0;0;0;0;1.392;121;0;3;0;882;4;74;0;0;0;0;0;0;0;0;0;0;0;0;1.084;320;0;5;0;1.978;6;165;0;0;0;2;0;0;0;0;0;0;0;0;2.476
;10:15,01 a 20,00;82;0;1;0;591;1;22;0;0;0;0;0;0;0;0;0;0;0;0;697;43;0;0;0;322;4;20;0;0;0;0;0;0;0;0;0;0;0;0;389;125;0;1;0;913;5;42;0;0;0;0;0;0;0;0;0;0;0;0;1.086
;11:Mais de 20,00;113;0;0;0;517;0;96;0;0;0;0;0;0;0;2;0;0;0;0;728;32;0;0;0;287;0;35;0;0;0;0;0;0;0;0;0;0;0;0;354;145;0;0;0;804;0;131;0;0;0;0;0;0;0;2;0;0;0;0;1.082
;{ñ class};231;2;0;3;132;0;38;0;0;1;0;0;0;0;0;4;0;0;0;411;171;0;0;0;13;3;37;0;0;0;1;0;0;0;0;7;0;0;0;232;402;2;0;3;145;3;75;0;0;1;1;0;0;0;0;11;0;0;0;643
