;;Sexo Trabalhador;Tipo Vínculo
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;00:Até 0,50;17;1;0;0;1;0;8;0;0;159;1;0;0;0;0;0;0;0;0;187;20;1;0;0;2;0;5;0;0;119;0;0;0;0;0;0;0;0;0;147;37;2;0;0;3;0;13;0;0;278;1;0;0;0;0;0;0;0;0;334
;01:0,51 a 1,00;1.107;212;6;80;13;0;13;0;4;157;3;0;0;2;0;1;0;0;0;1.598;935;62;1;4;8;0;7;0;2;158;11;0;0;0;0;3;0;0;1;1.192;2.042;274;7;84;21;0;20;0;6;315;14;0;0;2;0;4;0;0;1;2.790
;02:1,01 a 1,50;14.866;394;7;84;193;1;307;0;28;11;91;0;1;18;0;37;0;0;74;16.112;11.749;127;6;10;543;0;377;0;13;9;76;0;0;1;1;35;1;0;263;13.211;26.615;521;13;94;736;1;684;0;41;20;167;0;1;19;1;72;1;0;337;29.323
;03:1,51 a 2,00;9.016;135;4;31;429;4;331;0;13;0;89;2;0;3;0;14;0;0;199;10.270;4.512;15;2;0;1.062;2;493;0;3;10;20;0;0;0;0;7;0;0;245;6.371;13.528;150;6;31;1.491;6;824;0;16;10;109;2;0;3;0;21;0;0;444;16.641
;04:2,01 a 3,00;6.185;56;2;18;2.395;29;890;0;4;0;20;0;0;5;0;22;0;0;299;9.925;2.623;16;0;0;3.221;13;1.232;0;1;0;24;0;0;0;0;15;0;0;403;7.548;8.808;72;2;18;5.616;42;2.122;0;5;0;44;0;0;5;0;37;0;0;702;17.473
;05:3,01 a 4,00;1.964;7;5;4;3.276;37;642;0;1;0;5;0;0;0;0;7;5;0;90;6.043;1.384;4;0;0;2.486;6;1.131;0;1;0;5;0;0;0;0;9;1;0;70;5.097;3.348;11;5;4;5.762;43;1.773;0;2;0;10;0;0;0;0;16;6;0;160;11.140
;06:4,01 a 5,00;964;3;1;0;1.851;18;304;0;1;0;8;0;0;0;0;2;2;0;83;3.237;877;2;0;0;3.015;11;614;0;1;0;9;0;0;0;0;0;3;0;129;4.661;1.841;5;1;0;4.866;29;918;0;2;0;17;0;0;0;0;2;5;0;212;7.898
;07:5,01 a 7,00;875;4;1;0;1.633;11;379;0;0;0;3;0;0;1;2;2;3;0;16;2.930;815;4;0;0;2.479;10;625;0;0;0;4;0;0;0;2;0;0;0;17;3.956;1.690;8;1;0;4.112;21;1.004;0;0;0;7;0;0;1;4;2;3;0;33;6.886
;08:7,01 a 10,00;649;1;2;0;957;7;370;0;0;0;2;0;0;0;0;0;2;0;4;1.994;355;1;1;0;1.040;13;483;0;0;0;4;0;0;0;0;1;4;0;0;1.902;1.004;2;3;0;1.997;20;853;0;0;0;6;0;0;0;0;1;6;0;4;3.896
;09:10,01 a 15,00;450;0;1;0;617;8;215;0;0;0;2;0;0;0;0;1;0;0;1;1.295;206;0;0;0;375;3;280;0;0;0;1;0;0;0;0;1;3;0;1;870;656;0;1;0;992;11;495;0;0;0;3;0;0;0;0;2;3;0;2;2.165
;10:15,01 a 20,00;198;1;0;0;269;0;78;0;0;0;2;0;0;0;0;0;1;0;0;549;109;0;0;0;172;1;99;0;0;0;4;0;0;0;0;0;0;0;0;385;307;1;0;0;441;1;177;0;0;0;6;0;0;0;0;0;1;0;0;934
;11:Mais de 20,00;218;0;0;0;508;43;99;0;0;0;4;0;0;0;1;0;0;0;0;873;83;1;1;0;238;29;61;0;0;0;3;0;0;0;0;0;0;0;0;416;301;1;1;0;746;72;160;0;0;0;7;0;0;0;1;0;0;0;0;1.289
;{ñ class};525;10;1;5;15;0;5;0;0;1;2;0;0;0;0;1;0;0;0;565;216;2;0;0;10;0;4;0;0;1;1;0;0;0;0;0;0;0;1;235;741;12;1;5;25;0;9;0;0;2;3;0;0;0;0;1;0;0;1;800
130260:Manaus - AM;Total;252.813;251;207;658;44.422;21;13.340;495;2.666;3.887;1.907;24;2;4;136;1.670;214;5;3.548;326.270;147.785;679;191;215;53.471;18;18.151;12;1.541;2.773;1.316;2;1;1;73;1.456;200;10;3.785;231.680;400.598;930;398;873;97.893;39;31.491;507;4.207;6.660;3.223;26;3;5;209;3.126;414;15;7.333;557.950
;00:Até 0,50;541;0;0;4;4;0;14;1;2;1.968;4;0;0;0;0;1;0;0;0;2.539;393;0;1;0;9;0;11;0;1;1.525;1;0;0;0;0;3;0;0;1;1.945;934;0;1;4;13;0;25;1;3;3.493;5;0;0;0;0;4;0;0;1;4.484
;01:0,51 a 1,00;4.240;35;8;37;104;0;579;3;7;1.471;50;1;0;0;18;20;0;0;18;6.591;4.414;67;10;19;89;0;192;0;6;1.065;56;1;0;0;13;31;0;0;24;5.987;8.654;102;18;56;193;0;771;3;13;2.536;106;2;0;0;31;51;0;0;42;12.578
;02:1,01 a 1,50;78.325;107;100;285;2.422;0;990;13;699;436;760;10;1;3;7;492;2;1;417;85.070;73.656;406;142;145;4.218;5;907;3;538;180;451;1;1;1;18;334;7;0;227;81.240;151.981;513;242;430;6.640;5;1.897;16;1.237;616;1.211;11;2;4;25;826;9;1;644;166.310
;03:1,51 a 2,00;57.556;41;37;216;2.117;1;1.705;20;1.417;6;589;11;1;0;6;685;10;0;334;64.752;29.729;91;26;28;4.110;3;2.351;1;626;1;308;0;0;0;6;731;2;0;494;38.507;87.285;132;63;244;6.227;4;4.056;21;2.043;7;897;11;1;0;12;1.416;12;0;828;103.259
;04:2,01 a 3,00;53.146;21;34;71;10.831;4;4.555;28;358;2;236;2;0;1;22;339;19;0;2.032;71.701;17.185;55;6;13;20.655;1;7.603;1;240;1;227;0;0;0;8;287;13;0;1.204;47.499;70.331;76;40;84;31.486;5;12.158;29;598;3;463;2;0;1;30;626;32;0;3.236;119.200
;05:3,01 a 4,00;21.728;15;17;24;4.059;1;1.497;43;88;0;107;0;0;0;12;63;47;0;452;28.153;7.178;31;3;3;5.097;1;1.954;2;40;0;119;0;0;0;4;49;43;0;669;15.193;28.906;46;20;27;9.156;2;3.451;45;128;0;226;0;0;0;16;112;90;0;1.121;43.346
;06:4,01 a 5,00;9.958;8;1;4;7.442;0;908;22;38;1;39;0;0;0;7;28;81;0;174;18.711;4.282;7;1;2;5.654;0;1.271;0;28;0;59;0;0;0;2;5;91;0;750;12.152;14.240;15;2;6;13.096;0;2.179;22;66;1;98;0;0;0;9;33;172;0;924;30.863
;07:5,01 a 7,00;10.133;8;3;8;5.164;4;1.084;98;40;0;57;0;0;0;14;20;38;0;76;16.747;4.453;12;1;2;3.935;0;1.696;2;43;1;52;0;0;0;6;9;31;1;279;10.523;14.586;20;4;10;9.099;4;2.780;100;83;1;109;0;0;0;20;29;69;1;355;27.270
;08:7,01 a 10,00;6.285;6;2;2;5.574;6;1.034;90;8;0;42;0;0;0;11;6;10;3;26;13.105;2.503;3;0;0;4.835;6;1.251;2;8;0;24;0;0;0;0;3;3;3;102;8.743;8.788;9;2;2;10.409;12;2.285;92;16;0;66;0;0;0;11;9;13;6;128;21.848
;09:10,01 a 15,00;4.032;4;2;0;3.382;2;544;62;1;0;7;0;0;0;5;2;7;1;2;8.053;1.542;1;0;0;2.552;2;634;1;1;0;10;0;0;0;4;2;9;4;11;4.773;5.574;5;2;0;5.934;4;1.178;63;2;0;17;0;0;0;9;4;16;5;13;12.826
;10:15,01 a 20,00;1.645;2;1;0;1.329;3;228;39;1;0;5;0;0;0;1;1;0;0;15;3.270;423;2;0;0;964;0;167;0;0;0;6;0;0;0;2;0;0;2;23;1.589;2.068;4;1;0;2.293;3;395;39;1;0;11;0;0;0;3;1;0;2;38;4.859
;11:Mais de 20,00;2.129;4;0;0;1.975;0;193;76;0;0;5;0;0;0;23;0;0;0;2;4.407;334;1;0;0;1.342;0;111;0;0;0;0;0;0;0;3;1;0;0;1;1.793;2.463;5;0;0;3.317;0;304;76;0;0;5;0;0;0;26;1;0;0;3;6.200
;{ñ class};3.095;0;2;7;19;0;9;0;7;3;6;0;0;0;10;13;0;0;0;3.171;1.693;3;1;3;11;0;3;0;10;0;3;0;0;0;7;1;1;0;0;1.736;4.788;3;3;10;30;0;12;0;17;3;9;0;0;0;17;14;1;0;0;4.907
140010:Boa Vista - RR;Total;22.403;166;11;131;11.972;585;3.731;0;11;303;217;2;0;20;19;48;45;1.162;150;40.976;16.780;169;4;22;15.508;161;5.427;0;19;296;118;1;0;6;13;4;57;1.453;655;40.693;39.183;335;15;153;27.480;746;9.158;0;30;599;335;3;0;26;32;52;102;2.615;805;81.669
;00:Até 0,50;37;0;0;0;5;0;0;0;0;134;0;0;0;0;0;0;0;1;0;177;25;1;0;0;2;0;0;0;0;153;0;0;0;0;0;0;0;0;0;181;62;1;0;0;7;0;0;0;0;287;0;0;0;0;0;0;0;1;0;358
;01:0,51 a 1,00;1.133;20;1;31;167;2;226;0;3;158;13;0;0;3;1;0;0;2;15;1.775;1.521;29;0;9;208;1;338;0;1;134;6;0;0;1;0;1;1;1;59;2.310;2.654;49;1;40;375;3;564;0;4;292;19;0;0;4;1;1;1;3;74;4.085
;02:1,01 a 1,50;11.166;64;6;65;1.242;31;1.105;0;1;9;37;1;0;15;5;31;1;11;131;13.921;10.525;95;4;12;1.619;7;1.726;0;8;9;44;1;0;5;2;1;2;9;554;14.623;21.691;159;10;77;2.861;38;2.831;0;9;18;81;2;0;20;7;32;3;20;685;28.544
;03:1,51 a 2,00;4.215;53;2;21;925;14;546;0;3;0;92;0;0;1;3;16;2;63;4;5.960;1.733;16;0;1;882;7;780;0;1;0;30;0;0;0;2;1;0;95;41;3.589;5.948;69;2;22;1.807;21;1.326;0;4;0;122;0;0;1;5;17;2;158;45;9.549
;04:2,01 a 3,00;2.805;20;1;9;1.111;54;657;0;0;0;58;1;0;1;3;1;0;729;0;5.450;1.302;8;0;0;2.329;57;929;0;0;0;25;0;0;0;4;1;1;692;1;5.349;4.107;28;1;9;3.440;111;1.586;0;0;0;83;1;0;1;7;2;1;1.421;1;10.799
;05:3,01 a 4,00;1.064;6;0;0;1.025;176;376;0;3;0;8;0;0;0;0;0;25;250;0;2.933;566;7;0;0;1.524;17;539;0;8;0;4;0;0;0;0;0;32;444;0;3.141;1.630;13;0;0;2.549;193;915;0;11;0;12;0;0;0;0;0;57;694;0;6.074
;06:4,01 a 5,00;524;0;0;2;1.408;125;261;0;1;0;5;0;0;0;1;0;12;51;0;2.390;318;2;0;0;1.945;17;380;0;1;0;0;0;0;0;2;0;14;139;0;2.818;842;2;0;2;3.353;142;641;0;2;0;5;0;0;0;3;0;26;190;0;5.208
;07:5,01 a 7,00;556;2;1;1;3.112;93;238;0;0;0;2;0;0;0;2;0;3;51;0;4.061;338;5;0;0;4.543;25;320;0;0;0;7;0;0;0;0;0;2;68;0;5.308;894;7;1;1;7.655;118;558;0;0;0;9;0;0;0;2;0;5;119;0;9.369
;08:7,01 a 10,00;303;0;0;0;1.136;60;137;0;0;0;1;0;0;0;2;0;0;2;0;1.641;198;1;0;0;1.224;18;203;0;0;0;1;0;0;0;1;0;1;5;0;1.652;501;1;0;0;2.360;78;340;0;0;0;2;0;0;0;3;0;1;7;0;3.293
;09:10,01 a 15,00;183;0;0;0;929;17;105;0;0;0;0;0;0;0;0;0;2;0;0;1.236;96;3;0;0;737;9;137;0;0;0;1;0;0;0;0;0;4;0;0;987;279;3;0;0;1.666;26;242;0;0;0;1;0;0;0;0;0;6;0;0;2.223
;10:15,01 a 20,00;65;0;0;0;399;4;23;0;0;0;0;0;0;0;0;0;0;0;0;491;37;0;0;0;244;0;31;0;0;0;0;0;0;0;0;0;0;0;0;312;102;0;0;0;643;4;54;0;0;0;0;0;0;0;0;0;0;0;0;803
;11:Mais de 20,00;146;0;0;0;489;9;55;0;0;0;0;0;0;0;1;0;0;0;0;700;47;0;0;0;231;3;37;0;0;0;0;0;0;0;1;0;0;0;0;319;193;0;0;0;720;12;92;0;0;0;0;0;0;0;2;0;0;0;0;1.019
;{ñ class};206;1;0;2;24;0;2;0;0;2;1;0;0;0;1;0;0;2;0;241;74;2;0;0;20;0;7;0;0;0;0;0;0;0;1;0;0;0;0;104;280;3;0;2;44;0;9;0;0;2;1;0;0;0;2;0;0;2;0;345
150140:Belém - PA;Total;171.264;459;455;274;68.649;277;11.149;1.445;425;1.276;1.997;27;4;15;137;411;748;10;0;259.022;97.574;1.010;94;23;66.497;344;12.269;2;471;1.113;443;7;0;0;63;135;421;13;0;180.479;268.838;1.469;549;297;135.146;621;23.418;1.447;896;2.389;2.440;34;4;15;200;546;1.169;23;0;439.501
;00:Até 0,50;404;3;0;0;8;0;12;87;1;668;0;0;0;0;0;6;0;0;0;1.189;415;3;0;0;7;0;8;0;1;542;2;0;0;0;0;3;0;0;0;981;819;6;0;0;15;0;20;87;2;1.210;2;0;0;0;0;9;0;0;0;2.170
;01:0,51 a 1,00;5.542;59;67;97;1.966;0;560;186;36;561;48;4;0;10;10;9;5;0;0;9.160;4.717;110;7;8;599;0;930;0;47;531;42;1;0;0;6;7;3;1;0;7.009;10.259;169;74;105;2.565;0;1.490;186;83;1.092;90;5;0;10;16;16;8;1;0;16.169
;02:1,01 a 1,50;70.988;277;188;147;5.133;1;2.098;159;231;45;582;14;3;5;3;216;366;0;0;80.456;51.436;722;52;12;9.184;1;2.005;1;366;40;199;4;0;0;6;83;195;2;0;64.308;122.424;999;240;159;14.317;2;4.103;160;597;85;781;18;3;5;9;299;561;2;0;144.764
;03:1,51 a 2,00;34.756;81;55;15;4.032;0;1.139;141;75;0;692;8;1;0;16;117;107;2;0;41.237;15.576;118;16;1;5.279;3;1.120;0;24;0;67;1;0;0;5;21;36;1;0;22.268;50.332;199;71;16;9.311;3;2.259;141;99;0;759;9;1;0;21;138;143;3;0;63.505
;04:2,01 a 3,00;32.459;28;112;10;6.220;31;3.735;107;56;0;431;1;0;0;15;31;88;1;0;43.325;11.076;32;11;2;6.382;10;2.112;1;16;0;61;1;0;0;2;11;20;1;0;19.738;43.535;60;123;12;12.602;41;5.847;108;72;0;492;2;0;0;17;42;108;2;0;63.063
;05:3,01 a 4,00;9.419;4;14;3;14.990;9;881;89;13;0;95;0;0;0;7;11;65;1;0;25.601;4.411;7;4;0;8.670;9;1.372;0;5;0;21;0;0;0;7;2;47;2;0;14.557;13.830;11;18;3;23.660;18;2.253;89;18;0;116;0;0;0;14;13;112;3;0;40.158
;06:4,01 a 5,00;4.324;0;4;1;6.704;15;730;97;8;0;55;0;0;0;11;9;60;1;0;12.019;2.562;1;2;0;6.635;8;1.471;0;3;0;8;0;0;0;5;3;64;0;0;10.762;6.886;1;6;1;13.339;23;2.201;97;11;0;63;0;0;0;16;12;124;1;0;22.781
;07:5,01 a 7,00;4.469;2;2;0;10.117;40;893;146;3;0;21;0;0;0;11;6;33;0;0;15.743;2.759;7;2;0;11.517;42;1.786;0;1;0;14;0;0;0;5;1;41;1;0;16.176;7.228;9;4;0;21.634;82;2.679;146;4;0;35;0;0;0;16;7;74;1;0;31.919
;08:7,01 a 10,00;3.120;1;4;0;9.157;65;488;135;1;0;24;0;0;0;15;3;11;2;0;13.026;1.885;2;0;0;9.817;113;702;0;0;0;20;0;0;0;4;3;11;0;0;12.557;5.005;3;4;0;18.974;178;1.190;135;1;0;44;0;0;0;19;6;22;2;0;25.583
;09:10,01 a 15,00;2.131;1;1;0;5.434;41;328;119;0;0;16;0;0;0;16;3;11;1;0;8.102;1.274;3;0;0;4.788;47;493;0;0;0;5;0;0;0;2;1;4;1;0;6.618;3.405;4;1;0;10.222;88;821;119;0;0;21;0;0;0;18;4;15;2;0;14.720
;10:15,01 a 20,00;729;0;1;0;2.071;50;71;20;0;0;1;0;0;0;9;0;0;0;0;2.952;352;0;0;0;1.446;76;78;0;0;0;0;0;0;0;12;0;0;0;0;1.964;1.081;0;1;0;3.517;126;149;20;0;0;1;0;0;0;21;0;0;0;0;4.916
;11:Mais de 20,00;769;0;1;0;2.765;25;189;1;0;0;5;0;0;0;24;0;0;2;0;3.781;204;0;0;0;2.135;35;169;0;0;0;0;0;0;0;9;0;0;4;0;2.556;973;0;1;0;4.900;60;358;1;0;0;5;0;0;0;33;0;0;6;0;6.337
;{ñ class};2.154;3;6;1;52;0;25;158;1;2;27;0;0;0;0;0;2;0;0;2.431;907;5;0;0;38;0;23;0;8;0;4;0;0;0;0;0;0;0;0;985;3.061;8;6;1;90;0;48;158;9;2;31;0;0;0;0;0;2;0;0;3.416
160030:Macapá - AP;Total;38.676;149;108;206;7.238;125;8.839;170;7;330;149;12;0;1;20;21;157;0;24;56.232;27.220;172;86;9;7.363;67;10.050;2;4;390;105;5;0;0;11;16;113;1;13;45.627;65.896;321;194;215;14.601;192;18.889;172;11;720;254;17;0;1;31;37;270;1;37;101.859
;00:Até 0,50;80;0;2;0;0;0;23;32;0;236;10;0;0;0;0;0;1;0;0;384;77;2;0;0;0;0;8;0;0;273;4;0;0;0;0;0;0;0;0;364;157;2;2;0;0;0;31;32;0;509;14;0;0;0;0;0;1;0;0;748
;01:0,51 a 1,00;2.018;26;5;99;2;4;236;103;0;86;7;1;0;0;3;7;95;0;0;2.692;1.435;27;8;6;3;4;260;0;1;108;8;1;0;0;3;3;19;0;0;1.886;3.453;53;13;105;5;8;496;103;1;194;15;2;0;0;6;10;114;0;0;4.578
;02:1,01 a 1,50;15.913;86;40;86;20;93;416;31;5;8;71;10;0;1;2;13;0;0;23;16.818;12.577;123;37;3;33;48;438;2;2;9;40;4;0;0;1;11;2;0;13;13.343;28.490;209;77;89;53;141;854;33;7;17;111;14;0;1;3;24;2;0;36;30.161
;03:1,51 a 2,00;8.466;20;9;14;27;23;191;1;0;0;23;1;0;0;2;0;0;0;0;8.777;5.769;16;7;0;39;7;143;0;1;0;21;0;0;0;1;1;0;1;0;6.006;14.235;36;16;14;66;30;334;1;1;0;44;1;0;0;3;1;0;1;0;14.783
;04:2,01 a 3,00;6.505;12;13;6;131;4;210;0;1;0;15;0;0;0;5;0;0;0;1;6.903;3.080;4;3;0;98;6;208;0;0;0;15;0;0;0;2;1;0;0;0;3.417;9.585;16;16;6;229;10;418;0;1;0;30;0;0;0;7;1;0;0;1;10.320
;05:3,01 a 4,00;1.973;1;4;0;326;1;397;0;1;0;13;0;0;0;0;1;38;0;0;2.755;1.302;0;2;0;549;2;618;0;0;0;7;0;0;0;1;0;63;0;0;2.544;3.275;1;6;0;875;3;1.015;0;1;0;20;0;0;0;1;1;101;0;0;5.299
;06:4,01 a 5,00;1.197;0;4;0;475;0;1.891;0;0;0;6;0;0;0;1;0;0;0;0;3.574;805;0;6;0;503;0;2.062;0;0;0;6;0;0;0;0;0;2;0;0;3.384;2.002;0;10;0;978;0;3.953;0;0;0;12;0;0;0;1;0;2;0;0;6.958
;07:5,01 a 7,00;1.102;1;11;0;2.877;0;2.542;0;0;0;1;0;0;0;3;0;2;0;0;6.539;1.073;0;12;0;3.365;0;3.009;0;0;0;3;0;0;0;1;0;1;0;0;7.464;2.175;1;23;0;6.242;0;5.551;0;0;0;4;0;0;0;4;0;3;0;0;14.003
;08:7,01 a 10,00;642;0;12;0;1.415;0;1.746;1;0;0;2;0;0;0;1;0;3;0;0;3.822;687;0;3;0;1.328;0;2.542;0;0;0;0;0;0;0;1;0;1;0;0;4.562;1.329;0;15;0;2.743;0;4.288;1;0;0;2;0;0;0;2;0;4;0;0;8.384
;09:10,01 a 15,00;335;1;3;0;965;0;682;0;0;0;1;0;0;0;0;0;18;0;0;2.005;235;0;4;0;862;0;492;0;0;0;1;0;0;0;0;0;25;0;0;1.619;570;1;7;0;1.827;0;1.174;0;0;0;2;0;0;0;0;0;43;0;0;3.624
;10:15,01 a 20,00;130;0;0;0;522;0;131;0;0;0;0;0;0;0;1;0;0;0;0;784;54;0;0;0;329;0;79;0;0;0;0;0;0;0;0;0;0;0;0;462;184;0;0;0;851;0;210;0;0;0;0;0;0;0;1;0;0;0;0;1.246
;11:Mais de 20,00;128;0;0;0;478;0;350;0;0;0;0;0;0;0;2;0;0;0;0;958;33;0;0;0;254;0;185;0;0;0;0;0;0;0;1;0;0;0;0;473;161;0;0;0;732;0;535;0;0;0;0;0;0;0;3;0;0;0;0;1.431
;{ñ class};187;2;5;1;0;0;24;2;0;0;0;0;0;0;0;0;0;0;0;221;93;0;4;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;103;280;2;9;1;0;0;30;2;0;0;0;0;0;0;0;0;0;0;0;324
