;;Sexo Trabalhador;Tipo Vínculo
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;08:7,01 a 10,00;2.574;1;0;0;2.039;845;333;2;0;0;24;0;0;0;9;0;3;0;0;5.830;700;2;0;0;1.808;162;186;0;2;0;10;0;0;0;2;0;0;0;0;2.872;3.274;3;0;0;3.847;1.007;519;2;2;0;34;0;0;0;11;0;3;0;0;8.702
;09:10,01 a 15,00;1.633;0;0;0;1.805;110;258;0;0;0;30;0;0;0;0;0;2;0;0;3.838;380;0;0;0;1.209;17;164;0;0;0;31;0;0;0;0;0;3;0;0;1.804;2.013;0;0;0;3.014;127;422;0;0;0;61;0;0;0;0;0;5;0;0;5.642
;10:15,01 a 20,00;951;0;0;0;1.003;6;93;0;0;0;0;0;0;0;1;0;1;0;0;2.055;115;0;0;0;521;3;56;0;0;0;0;0;0;0;0;0;1;0;0;696;1.066;0;0;0;1.524;9;149;0;0;0;0;0;0;0;1;0;2;0;0;2.751
;11:Mais de 20,00;802;0;0;0;1.730;5;63;0;0;0;1;0;0;0;4;0;0;0;0;2.605;114;0;0;0;767;2;26;0;0;0;0;0;0;0;0;0;0;0;0;909;916;0;0;0;2.497;7;89;0;0;0;1;0;0;0;4;0;0;0;0;3.514
;{ñ class};715;4;0;3;32;0;44;19;0;0;1;0;0;0;2;0;0;0;0;820;201;3;0;0;35;0;28;0;0;0;0;0;0;0;2;0;0;0;0;269;916;7;0;3;67;0;72;19;0;0;1;0;0;0;4;0;0;0;0;1.089
120040:Rio Branco - AC;Total;34.022;788;39;234;12.731;299;3.544;3;1;258;216;9;1;14;3;31;25;0;454;52.672;21.880;203;5;15;15.695;43;5.287;0;2;256;250;1;0;0;2;26;31;0;591;44.287;55.902;991;44;249;28.426;342;8.831;3;3;514;466;10;1;14;5;57;56;0;1.045;96.959
;00:Até 0,50;36;0;0;0;0;0;15;0;0;123;1;0;0;0;0;0;0;0;0;175;24;0;0;0;4;0;3;0;0;129;1;0;0;0;0;0;0;0;0;161;60;0;0;0;4;0;18;0;0;252;2;0;0;0;0;0;0;0;0;336
;01:0,51 a 1,00;1.033;204;1;66;10;0;52;1;1;122;6;3;0;7;0;2;0;0;1;1.509;941;62;2;4;9;0;35;0;2;116;3;0;0;0;0;2;0;0;0;1.176;1.974;266;3;70;19;0;87;1;3;238;9;3;0;7;0;4;0;0;1;2.685
;02:1,01 a 1,50;13.984;332;16;111;241;0;216;1;0;6;92;4;1;6;0;13;0;0;33;15.056;10.713;114;1;11;572;1;228;0;0;7;155;1;0;0;0;17;0;0;107;11.927;24.697;446;17;122;813;1;444;1;0;13;247;5;1;6;0;30;0;0;140;26.983
;03:1,51 a 2,00;8.137;149;1;30;479;0;290;0;0;1;31;1;0;0;0;4;1;0;134;9.258;4.187;14;0;0;1.222;0;542;0;0;0;28;0;0;0;1;4;0;0;140;6.138;12.324;163;1;30;1.701;0;832;0;0;1;59;1;0;0;1;8;1;0;274;15.396
;04:2,01 a 3,00;5.231;69;7;18;2.528;2;617;1;0;0;20;0;0;1;2;8;3;0;214;8.721;2.225;8;0;0;3.281;2;1.048;0;0;0;19;0;0;0;0;2;0;0;127;6.712;7.456;77;7;18;5.809;4;1.665;1;0;0;39;0;0;1;2;10;3;0;341;15.433
;05:3,01 a 4,00;1.846;14;3;5;3.029;1;702;0;0;0;7;1;0;0;1;2;2;0;62;5.675;1.220;1;0;0;2.636;1;1.037;0;0;0;11;0;0;0;0;0;9;0;153;5.068;3.066;15;3;5;5.665;2;1.739;0;0;0;18;1;0;0;1;2;11;0;215;10.743
;06:4,01 a 5,00;951;8;5;0;1.869;0;517;0;0;0;21;0;0;0;0;1;9;0;7;3.388;917;1;1;0;3.208;0;940;0;0;0;11;0;0;0;1;0;8;0;62;5.149;1.868;9;6;0;5.077;0;1.457;0;0;0;32;0;0;0;1;1;17;0;69;8.537
;07:5,01 a 7,00;854;4;4;1;1.902;9;411;0;0;0;11;0;0;0;0;0;1;0;3;3.200;755;1;0;0;2.651;3;628;0;0;0;11;0;0;0;0;1;8;0;2;4.060;1.609;5;4;1;4.553;12;1.039;0;0;0;22;0;0;0;0;1;9;0;5;7.260
;08:7,01 a 10,00;667;0;1;0;892;244;315;0;0;0;4;0;0;0;0;1;2;0;0;2.126;363;0;0;0;983;5;400;0;0;0;0;0;0;0;0;0;0;0;0;1.751;1.030;0;1;0;1.875;249;715;0;0;0;4;0;0;0;0;1;2;0;0;3.877
;09:10,01 a 15,00;433;1;0;0;736;3;245;0;0;0;1;0;0;0;0;0;4;0;0;1.423;182;0;1;0;543;4;289;0;0;0;0;0;0;0;0;0;5;0;0;1.024;615;1;1;0;1.279;7;534;0;0;0;1;0;0;0;0;0;9;0;0;2.447
;10:15,01 a 20,00;207;0;0;0;378;1;50;0;0;0;12;0;0;0;0;0;1;0;0;649;113;0;0;0;254;1;81;0;0;0;5;0;0;0;0;0;1;0;0;455;320;0;0;0;632;2;131;0;0;0;17;0;0;0;0;0;2;0;0;1.104
;11:Mais de 20,00;265;0;0;0;643;39;107;0;0;0;10;0;0;0;0;0;2;0;0;1.066;92;0;0;0;314;26;49;0;0;0;6;0;0;0;0;0;0;0;0;487;357;0;0;0;957;65;156;0;0;0;16;0;0;0;0;0;2;0;0;1.553
;{ñ class};378;7;1;3;24;0;7;0;0;6;0;0;0;0;0;0;0;0;0;426;148;2;0;0;18;0;7;0;0;4;0;0;0;0;0;0;0;0;0;179;526;9;1;3;42;0;14;0;0;10;0;0;0;0;0;0;0;0;0;605
130260:Manaus - AM;Total;241.168;247;182;770;34.427;634;12.648;448;1.882;3.437;891;23;8;0;185;456;192;1;3.404;301.003;135.395;686;127;210;48.598;354;18.891;17;1.392;2.503;713;4;1;2;89;230;227;0;3.496;212.935;376.563;933;309;980;83.025;988;31.539;465;3.274;5.940;1.604;27;9;2;274;686;419;1;6.900;513.938
;00:Até 0,50;283;0;0;0;3;0;3;0;1;1.391;3;0;0;0;0;0;0;0;3;1.687;264;0;1;1;4;0;3;0;0;1.023;0;0;0;0;0;4;0;0;2;1.302;547;0;1;1;7;0;6;0;1;2.414;3;0;0;0;0;4;0;0;5;2.989
;01:0,51 a 1,00;3.309;22;4;65;126;0;384;0;23;1.500;6;2;0;0;24;2;0;0;20;5.487;4.387;80;8;32;103;0;263;0;25;1.094;5;1;0;0;26;2;0;0;17;6.043;7.696;102;12;97;229;0;647;0;48;2.594;11;3;0;0;50;4;0;0;37;11.530
;02:1,01 a 1,50;64.970;111;92;375;2.686;0;1.367;29;696;521;248;10;8;0;13;92;3;0;131;71.352;61.458;427;87;140;5.807;2;1.911;8;658;377;221;2;1;0;8;30;2;0;259;71.398;126.428;538;179;515;8.493;2;3.278;37;1.354;898;469;12;9;0;21;122;5;0;390;142.750
;03:1,51 a 2,00;58.766;47;47;225;1.032;0;651;7;712;14;204;9;0;0;10;103;0;0;256;62.083;28.886;93;14;22;1.489;3;1.017;2;454;4;72;1;0;0;10;43;0;0;440;32.550;87.652;140;61;247;2.521;3;1.668;9;1.166;18;276;10;0;0;20;146;0;0;696;94.633
;04:2,01 a 3,00;52.079;28;24;56;10.286;15;4.440;8;318;9;197;0;0;0;21;149;3;0;1.770;69.403;18.108;49;10;8;21.014;5;8.413;4;173;2;104;0;0;0;13;93;4;0;1.491;49.491;70.187;77;34;64;31.300;20;12.853;12;491;11;301;0;0;0;34;242;7;0;3.261;118.894
;05:3,01 a 4,00;22.619;11;4;28;2.940;1;1.323;10;69;2;84;0;0;0;30;54;28;0;884;28.087;7.047;13;1;3;4.067;4;1.835;0;26;3;76;0;0;0;6;15;41;0;729;13.866;29.666;24;5;31;7.007;5;3.158;10;95;5;160;0;0;0;36;69;69;0;1.613;41.953
;06:4,01 a 5,00;10.853;5;5;7;2.448;14;772;13;19;0;41;0;0;0;12;28;70;1;179;14.467;4.211;9;2;2;2.743;10;975;0;19;0;99;0;0;2;3;35;88;0;323;8.521;15.064;14;7;9;5.191;24;1.747;13;38;0;140;0;0;2;15;63;158;1;502;22.988
;07:5,01 a 7,00;10.241;7;3;7;4.022;155;970;67;23;0;58;0;0;0;15;10;59;0;69;15.706;4.309;8;2;0;3.865;211;1.356;0;20;0;95;0;0;0;5;4;67;0;122;10.064;14.550;15;5;7;7.887;366;2.326;67;43;0;153;0;0;0;20;14;126;0;191;25.770
;08:7,01 a 10,00;6.714;6;1;1;4.354;362;1.379;149;6;0;24;1;0;0;12;7;11;0;32;13.059;2.824;2;1;2;4.570;58;1.973;1;7;0;24;0;0;0;6;3;11;0;14;9.496;9.538;8;2;3;8.924;420;3.352;150;13;0;48;1;0;0;18;10;22;0;46;22.555
;09:10,01 a 15,00;4.567;4;1;2;3.038;76;803;53;4;0;12;0;0;0;7;5;11;0;18;8.601;1.685;1;0;0;2.244;58;799;1;1;0;13;0;0;0;0;1;12;0;59;4.874;6.252;5;1;2;5.282;134;1.602;54;5;0;25;0;0;0;7;6;23;0;77;13.475
;10:15,01 a 20,00;1.886;2;0;0;1.353;10;283;47;1;0;2;0;0;0;2;0;5;0;14;3.605;533;0;0;0;1.061;3;191;0;1;0;2;0;0;0;0;0;2;0;12;1.805;2.419;2;0;0;2.414;13;474;47;2;0;4;0;0;0;2;0;7;0;26;5.410
;11:Mais de 20,00;2.417;4;0;0;2.131;0;251;65;0;0;5;0;0;0;32;0;2;0;26;4.933;348;2;0;0;1.617;0;146;1;0;0;0;0;0;0;3;0;0;0;28;2.145;2.765;6;0;0;3.748;0;397;66;0;0;5;0;0;0;35;0;2;0;54;7.078
;{ñ class};2.464;0;1;4;8;1;22;0;10;0;7;1;0;0;7;6;0;0;2;2.533;1.335;2;1;0;14;0;9;0;8;0;2;0;0;0;9;0;0;0;0;1.380;3.799;2;2;4;22;1;31;0;18;0;9;1;0;0;16;6;0;0;2;3.913
140010:Boa Vista - RR;Total;21.074;122;6;84;11.773;831;5.983;0;3;166;73;4;0;1;28;26;101;669;0;40.944;15.913;119;5;32;14.916;266;9.787;0;10;170;45;1;0;1;9;13;43;749;0;42.079;36.987;241;11;116;26.689;1.097;15.770;0;13;336;118;5;0;2;37;39;144;1.418;0;83.023
;00:Até 0,50;32;0;0;2;3;1;2;0;0;49;0;0;0;0;0;0;0;1;0;90;26;0;0;1;2;0;4;0;0;40;0;0;0;0;0;0;0;0;0;73;58;0;0;3;5;1;6;0;0;89;0;0;0;0;0;0;0;1;0;163
;01:0,51 a 1,00;1.216;33;0;21;138;2;259;0;0;114;0;0;0;0;6;0;5;0;0;1.794;2.093;33;0;14;128;0;738;0;4;128;1;1;0;0;2;0;0;15;0;3.157;3.309;66;0;35;266;2;997;0;4;242;1;1;0;0;8;0;5;15;0;4.951
;02:1,01 a 1,50;10.281;50;3;38;1.323;9;1.700;0;1;3;24;3;0;1;1;15;27;22;0;13.501;9.334;79;4;15;1.740;5;3.515;0;4;2;5;0;0;1;0;2;2;27;0;14.735;19.615;129;7;53;3.063;14;5.215;0;5;5;29;3;0;2;1;17;29;49;0;28.236
;03:1,51 a 2,00;3.808;16;2;9;897;8;1.055;0;0;0;20;1;0;0;8;1;18;75;0;5.918;1.657;7;0;1;671;16;1.230;0;1;0;7;0;0;0;2;0;0;37;0;3.629;5.465;23;2;10;1.568;24;2.285;0;1;0;27;1;0;0;10;1;18;112;0;9.547
;04:2,01 a 3,00;2.783;21;0;10;1.055;166;982;0;1;0;20;0;0;0;5;3;10;396;0;5.452;1.249;0;0;1;1.675;66;1.393;0;1;0;19;0;0;0;0;2;3;359;0;4.768;4.032;21;0;11;2.730;232;2.375;0;2;0;39;0;0;0;5;5;13;755;0;10.220
;05:3,01 a 4,00;1.004;0;0;2;612;233;531;0;0;0;1;0;0;0;2;6;30;114;0;2.535;467;0;0;0;1.065;36;1.016;0;0;0;3;0;0;0;2;8;31;189;0;2.817;1.471;0;0;2;1.677;269;1.547;0;0;0;4;0;0;0;4;14;61;303;0;5.352
;06:4,01 a 5,00;495;0;0;0;1.260;99;334;0;1;0;3;0;0;0;0;1;6;17;0;2.216;297;0;1;0;2.029;29;467;0;0;0;1;0;0;0;0;1;6;12;0;2.843;792;0;1;0;3.289;128;801;0;1;0;4;0;0;0;0;2;12;29;0;5.059
;07:5,01 a 7,00;483;0;1;1;3.349;96;338;0;0;0;2;0;0;0;1;0;3;41;0;4.315;296;0;0;0;4.741;72;488;0;0;0;6;0;0;0;1;0;0;106;0;5.710;779;0;1;1;8.090;168;826;0;0;0;8;0;0;0;2;0;3;147;0;10.025
;08:7,01 a 10,00;370;0;0;0;1.108;170;273;0;0;0;2;0;0;0;1;0;0;0;0;1.924;214;0;0;0;1.556;22;369;0;0;0;1;0;0;0;1;0;0;1;0;2.164;584;0;0;0;2.664;192;642;0;0;0;3;0;0;0;2;0;0;1;0;4.088
;09:10,01 a 15,00;187;0;0;0;994;25;174;0;0;0;0;0;0;0;0;0;2;3;0;1.385;86;0;0;0;727;15;180;0;0;0;1;0;0;0;0;0;1;3;0;1.013;273;0;0;0;1.721;40;354;0;0;0;1;0;0;0;0;0;3;6;0;2.398
;10:15,01 a 20,00;85;0;0;0;329;12;82;0;0;0;0;0;0;0;0;0;0;0;0;508;43;0;0;0;162;3;68;0;0;0;1;0;0;0;0;0;0;0;0;277;128;0;0;0;491;15;150;0;0;0;1;0;0;0;0;0;0;0;0;785
;11:Mais de 20,00;152;0;0;0;614;10;75;0;0;0;0;0;0;0;4;0;0;0;0;855;37;0;0;0;334;2;52;0;0;0;0;0;0;0;1;0;0;0;0;426;189;0;0;0;948;12;127;0;0;0;0;0;0;0;5;0;0;0;0;1.281
;{ñ class};178;2;0;1;91;0;178;0;0;0;1;0;0;0;0;0;0;0;0;451;114;0;0;0;86;0;267;0;0;0;0;0;0;0;0;0;0;0;0;467;292;2;0;1;177;0;445;0;0;0;1;0;0;0;0;0;0;0;0;918
150140:Belém - PA;Total;161.122;645;571;353;63.392;2.056;14.402;1.483;569;1.130;1.244;7;12;4;134;124;208;7;10;247.473;89.293;1.060;108;31;62.886;1.024;16.134;8;240;1.140;282;14;0;0;63;76;166;9;16;172.550;250.415;1.705;679;384;126.278;3.080;30.536;1.491;809;2.270;1.526;21;12;4;197;200;374;16;26;420.023
;00:Até 0,50;590;0;0;0;6;0;34;82;2;624;0;0;0;0;1;0;0;0;0;1.339;674;4;0;0;14;0;50;0;0;612;1;0;0;0;0;3;0;0;0;1.358;1.264;4;0;0;20;0;84;82;2;1.236;1;0;0;0;1;3;0;0;0;2.697
;01:0,51 a 1,00;5.863;57;51;135;1.548;1;1.475;265;1;453;17;3;2;3;9;5;0;0;0;9.888;4.653;127;9;9;2.832;0;3.207;0;2;464;6;2;0;0;5;8;0;1;1;11.326;10.516;184;60;144;4.380;1;4.682;265;3;917;23;5;2;3;14;13;0;1;1;21.214
;02:1,01 a 1,50;64.103;350;195;176;4.296;2;3.186;191;182;45;311;2;6;0;8;59;127;1;8;73.248;45.429;749;50;18;7.820;2;2.398;3;133;45;88;9;0;0;7;50;96;0;7;56.904;109.532;1.099;245;194;12.116;4;5.584;194;315;90;399;11;6;0;15;109;223;1;15;130.152
;03:1,51 a 2,00;36.229;151;141;28;4.808;4;1.293;117;152;5;369;2;2;0;7;41;27;0;0;43.376;14.630;124;24;3;5.058;7;1.415;2;51;16;48;3;0;0;6;4;13;0;0;21.404;50.859;275;165;31;9.866;11;2.708;119;203;21;417;5;2;0;13;45;40;0;0;64.780
;04:2,01 a 3,00;27.587;57;142;8;10.024;44;4.520;107;150;0;294;0;0;0;20;13;2;1;2;42.971;10.462;34;16;0;8.521;13;3.037;1;28;1;54;0;0;0;5;6;7;1;8;22.194;38.049;91;158;8;18.545;57;7.557;108;178;1;348;0;0;0;25;19;9;2;10;65.165
;05:3,01 a 4,00;8.891;15;24;3;11.035;18;1.105;93;49;2;104;0;1;1;3;5;6;0;0;21.355;4.099;8;5;0;8.021;15;1.669;0;9;0;28;0;0;0;1;2;9;0;0;13.866;12.990;23;29;3;19.056;33;2.774;93;58;2;132;0;1;1;4;7;15;0;0;35.221
;06:4,01 a 5,00;4.097;3;3;1;5.242;26;772;101;21;0;32;0;0;0;5;1;15;0;0;10.319;2.297;1;1;0;5.928;32;1.795;1;10;0;9;0;0;0;5;0;22;0;0;10.101;6.394;4;4;1;11.170;58;2.567;102;31;0;41;0;0;0;10;1;37;0;0;20.420
;07:5,01 a 7,00;4.384;4;5;1;9.605;382;866;170;7;0;35;0;0;0;9;0;10;1;0;15.479;2.416;5;3;1;10.511;524;1.316;1;5;0;13;0;0;0;8;0;16;0;0;14.819;6.800;9;8;2;20.116;906;2.182;171;12;0;48;0;0;0;17;0;26;1;0;30.298
;08:7,01 a 10,00;3.110;2;2;1;6.660;1.303;503;116;3;0;43;0;0;0;21;0;4;1;0;11.769;1.836;5;0;0;6.928;162;544;0;0;0;24;0;0;0;5;2;1;2;0;9.509;4.946;7;2;1;13.588;1.465;1.047;116;3;0;67;0;0;0;26;2;5;3;0;21.278
;09:10,01 a 15,00;2.234;1;3;0;4.641;216;247;39;1;0;12;0;0;0;7;0;17;1;0;7.419;1.274;0;0;0;3.315;208;340;0;1;0;5;0;0;0;2;0;2;1;0;5.148;3.508;1;3;0;7.956;424;587;39;2;0;17;0;0;0;9;0;19;2;0;12.567
;10:15,01 a 20,00;808;0;0;0;1.758;45;154;2;0;0;3;0;0;0;8;0;0;0;0;2.778;390;0;0;0;1.411;54;102;0;0;0;0;0;0;0;6;0;0;0;0;1.963;1.198;0;0;0;3.169;99;256;2;0;0;3;0;0;0;14;0;0;0;0;4.741
;11:Mais de 20,00;896;0;1;0;3.751;15;217;3;0;0;3;0;0;0;33;0;0;2;0;4.921;230;0;0;0;2.505;7;205;0;0;0;0;0;0;0;10;0;0;4;0;2.961;1.126;0;1;0;6.256;22;422;3;0;0;3;0;0;0;43;0;0;6;0;7.882
;{ñ class};2.330;5;4;0;18;0;30;197;1;1;21;0;1;0;3;0;0;0;0;2.611;903;3;0;0;22;0;56;0;1;2;6;0;0;0;3;1;0;0;0;997;3.233;8;4;0;40;0;86;197;2;3;27;0;1;0;6;1;0;0;0;3.608
160030:Macapá - AP;Total;32.097;118;399;210;9.036;337;9.938;149;5;351;144;9;0;1;35;15;10;7;21;52.882;20.113;151;181;11;10.441;126;12.126;6;0;342;121;0;0;0;18;32;23;2;21;43.714;52.210;269;580;221;19.477;463;22.064;155;5;693;265;9;0;1;53;47;33;9;42;96.596
;00:Até 0,50;82;0;7;0;3;0;2;10;0;247;0;0;0;0;0;0;0;0;0;351;69;1;11;0;1;0;2;0;0;226;0;0;0;0;0;0;0;0;0;310;151;1;18;0;4;0;4;10;0;473;0;0;0;0;0;0;0;0;0;661
;01:0,51 a 1,00;1.923;37;9;100;0;0;460;92;0;99;20;0;0;1;2;4;0;0;0;2.747;1.477;36;2;2;3;0;522;1;0;112;8;0;0;0;6;4;0;0;0;2.173;3.400;73;11;102;3;0;982;93;0;211;28;0;0;1;8;8;0;0;0;4.920
;02:1,01 a 1,50;13.257;52;264;92;173;20;451;32;0;5;33;6;0;0;2;6;1;5;13;14.412;9.323;95;85;8;319;22;629;3;0;4;35;0;0;0;0;13;10;1;16;10.563;22.580;147;349;100;492;42;1.080;35;0;9;68;6;0;0;2;19;11;6;29;24.975
;03:1,51 a 2,00;7.260;16;93;13;384;23;370;9;4;0;22;3;0;0;4;5;3;2;8;8.219;5.029;12;66;0;616;7;358;0;0;0;20;0;0;0;3;12;2;0;5;6.130;12.289;28;159;13;1.000;30;728;9;4;0;42;3;0;0;7;17;5;2;13;14.349
;04:2,01 a 3,00;5.407;10;15;5;572;2;713;2;1;0;15;0;0;0;6;0;0;0;0;6.748;2.042;7;10;0;676;4;734;0;0;0;16;0;0;0;4;1;0;1;0;3.495;7.449;17;25;5;1.248;6;1.447;2;1;0;31;0;0;0;10;1;0;1;0;10.243
;05:3,01 a 4,00;1.465;1;5;0;885;0;915;1;0;0;15;0;0;0;4;0;0;0;0;3.291;765;0;4;0;902;1;1.346;0;0;0;14;0;0;0;2;1;0;0;0;3.035;2.230;1;9;0;1.787;1;2.261;1;0;0;29;0;0;0;6;1;0;0;0;6.326
;06:4,01 a 5,00;829;1;4;0;917;2;2.048;0;0;0;8;0;0;0;5;0;2;0;0;3.816;502;0;0;0;1.241;2;2.491;0;0;0;3;0;0;0;1;0;3;0;0;4.243;1.331;1;4;0;2.158;4;4.539;0;0;0;11;0;0;0;6;0;5;0;0;8.059
;07:5,01 a 7,00;736;0;2;0;2.551;103;2.303;0;0;0;15;0;0;0;5;0;3;0;0;5.718;390;0;1;0;3.274;69;2.894;0;0;0;11;0;0;0;0;0;3;0;0;6.642;1.126;0;3;0;5.825;172;5.197;0;0;0;26;0;0;0;5;0;6;0;0;12.360
;08:7,01 a 10,00;459;0;0;0;1.374;178;1.597;0;0;0;9;0;0;0;3;0;0;0;0;3.620;246;0;1;0;1.796;11;2.475;0;0;0;8;0;0;0;1;0;1;0;0;4.539;705;0;1;0;3.170;189;4.072;0;0;0;17;0;0;0;4;0;1;0;0;8.159
;09:10,01 a 15,00;277;0;0;0;1.060;6;527;0;0;0;4;0;0;0;0;0;1;0;0;1.875;113;0;0;0;980;5;411;0;0;0;5;0;0;0;0;1;4;0;0;1.519;390;0;0;0;2.040;11;938;0;0;0;9;0;0;0;0;1;5;0;0;3.394
;10:15,01 a 20,00;105;0;0;0;415;1;118;0;0;0;0;0;0;0;2;0;0;0;0;641;44;0;0;0;259;4;81;0;0;0;1;0;0;0;0;0;0;0;0;389;149;0;0;0;674;5;199;0;0;0;1;0;0;0;2;0;0;0;0;1.030
;11:Mais de 20,00;128;0;0;0;690;2;395;0;0;0;1;0;0;0;2;0;0;0;0;1.218;31;0;0;0;363;1;175;0;0;0;0;0;0;0;1;0;0;0;0;571;159;0;0;0;1.053;3;570;0;0;0;1;0;0;0;3;0;0;0;0;1.789
;{ñ class};169;1;0;0;12;0;39;3;0;0;2;0;0;0;0;0;0;0;0;226;82;0;1;1;11;0;8;2;0;0;0;0;0;0;0;0;0;0;0;105;251;1;1;1;23;0;47;5;0;0;2;0;0;0;0;0;0;0;0;331
