;;Sexo Trabalhador;Tipo Vínculo
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;08:7,01 a 10,00;1.884;3;1;1;3.065;11;237;0;1;0;27;0;0;0;1;0;0;0;0;5.231;731;4;2;0;1.822;4;136;1;0;0;31;0;0;0;1;0;0;0;0;2.732;2.615;7;3;1;4.887;15;373;1;1;0;58;0;0;0;2;0;0;0;0;7.963
;09:10,01 a 15,00;1.147;0;0;0;2.049;5;164;0;0;0;22;0;0;0;1;0;1;0;0;3.389;295;0;0;0;1.411;5;132;0;0;0;23;0;0;0;0;0;1;0;0;1.867;1.442;0;0;0;3.460;10;296;0;0;0;45;0;0;0;1;0;2;0;0;5.256
;10:15,01 a 20,00;535;0;0;0;1.375;1;29;0;0;0;7;0;0;0;0;0;0;0;0;1.947;159;0;0;0;668;0;16;0;0;0;5;0;0;0;0;0;0;0;0;848;694;0;0;0;2.043;1;45;0;0;0;12;0;0;0;0;0;0;0;0;2.795
;11:Mais de 20,00;622;0;0;0;1.319;0;117;0;0;0;0;0;0;0;2;0;0;0;0;2.060;127;0;0;0;538;0;33;0;0;0;0;0;0;0;1;0;0;0;0;699;749;0;0;0;1.857;0;150;0;0;0;0;0;0;0;3;0;0;0;0;2.759
;{ñ class};1.161;4;0;5;118;1;61;0;0;2;3;0;0;0;3;0;0;0;0;1.358;348;3;0;0;62;0;50;0;0;0;3;0;0;0;1;2;0;0;0;469;1.509;7;0;5;180;1;111;0;0;2;6;0;0;0;4;2;0;0;0;1.827
120040:Rio Branco - AC;Total;36.311;890;33;227;14.037;1.428;3.423;0;22;359;145;12;1;24;6;46;42;0;451;57.457;22.372;277;10;15;16.175;2.746;4.288;0;16;361;127;0;0;1;3;34;52;0;523;47.000;58.683;1.167;43;242;30.212;4.174;7.711;0;38;720;272;12;1;25;9;80;94;0;974;104.457
;00:Até 0,50;23;0;0;0;1;1;9;0;0;176;0;0;0;0;0;0;0;0;0;210;22;0;0;0;1;0;7;0;0;181;0;0;0;0;0;0;0;0;0;211;45;0;0;0;2;1;16;0;0;357;0;0;0;0;0;0;0;0;0;421
;01:0,51 a 1,00;827;247;7;70;7;1;12;0;0;173;4;2;0;2;0;0;0;0;0;1.352;780;66;3;5;7;1;7;0;0;161;8;0;0;0;0;1;0;0;4;1.043;1.607;313;10;75;14;2;19;0;0;334;12;2;0;2;0;1;0;0;4;2.395
;02:1,01 a 1,50;14.644;384;10;97;141;94;221;0;9;10;74;2;1;15;0;17;0;0;15;15.734;12.138;153;3;10;376;224;218;0;6;18;58;0;0;0;1;20;0;0;64;13.289;26.782;537;13;107;517;318;439;0;15;28;132;2;1;15;1;37;0;0;79;29.023
;03:1,51 a 2,00;8.808;160;6;33;413;244;388;0;8;0;25;7;0;2;2;9;0;0;117;10.222;4.013;30;2;0;1.170;756;436;0;7;0;17;0;0;1;0;2;0;0;186;6.620;12.821;190;8;33;1.583;1.000;824;0;15;0;42;7;0;3;2;11;0;0;303;16.842
;04:2,01 a 3,00;6.418;70;1;19;1.713;315;834;0;2;0;15;0;0;4;0;12;5;0;177;9.585;2.306;15;0;0;3.527;512;931;0;2;0;19;0;0;0;0;6;3;0;135;7.456;8.724;85;1;19;5.240;827;1.765;0;4;0;34;0;0;4;0;18;8;0;312;17.041
;05:3,01 a 4,00;1.984;9;1;2;3.624;216;614;0;3;0;5;0;0;0;1;6;14;0;87;6.566;1.024;5;0;0;2.750;403;808;0;1;0;5;0;0;0;0;3;22;0;56;5.077;3.008;14;1;2;6.374;619;1.422;0;4;0;10;0;0;0;1;9;36;0;143;11.643
;06:4,01 a 5,00;928;4;1;1;2.708;136;278;0;0;0;9;0;0;0;0;1;16;0;23;4.105;659;2;0;0;3.224;294;501;0;0;0;7;0;0;0;0;0;18;0;48;4.753;1.587;6;1;1;5.932;430;779;0;0;0;16;0;0;0;0;1;34;0;71;8.858
;07:5,01 a 7,00;836;3;3;0;2.450;117;386;0;0;0;0;1;0;1;2;0;5;0;9;3.813;564;3;0;0;2.834;320;533;0;0;0;3;0;0;0;2;0;4;0;10;4.273;1.400;6;3;0;5.284;437;919;0;0;0;3;1;0;1;4;0;9;0;19;8.086
;08:7,01 a 10,00;557;4;0;0;1.165;128;289;0;0;0;3;0;0;0;0;0;1;0;21;2.168;274;2;1;0;1.250;151;436;0;0;0;4;0;0;0;0;1;4;0;18;2.141;831;6;1;0;2.415;279;725;0;0;0;7;0;0;0;0;1;5;0;39;4.309
;09:10,01 a 15,00;314;0;2;0;786;112;193;0;0;0;1;0;0;0;0;1;0;0;2;1.411;154;0;0;0;538;39;270;0;0;0;0;0;0;0;0;1;1;0;2;1.005;468;0;2;0;1.324;151;463;0;0;0;1;0;0;0;0;2;1;0;4;2.416
;10:15,01 a 20,00;206;0;0;0;400;12;106;0;0;0;3;0;0;0;0;0;1;0;0;728;100;0;1;0;208;7;105;0;0;0;2;0;0;0;0;0;0;0;0;423;306;0;1;0;608;19;211;0;0;0;5;0;0;0;0;0;1;0;0;1.151
;11:Mais de 20,00;220;1;0;0;610;49;84;0;0;0;1;0;0;0;1;0;0;0;0;966;88;0;0;0;277;38;30;0;0;0;1;0;0;0;0;0;0;0;0;434;308;1;0;0;887;87;114;0;0;0;2;0;0;0;1;0;0;0;0;1.400
;{ñ class};546;8;2;5;19;3;9;0;0;0;5;0;0;0;0;0;0;0;0;597;250;1;0;0;13;1;6;0;0;1;3;0;0;0;0;0;0;0;0;275;796;9;2;5;32;4;15;0;0;1;8;0;0;0;0;0;0;0;0;872
130260:Manaus - AM;Total;245.617;275;148;640;44.321;1.047;12.245;539;1.524;4.103;1.886;22;5;1;108;1.702;233;1;3.390;317.807;150.715;681;132;208;52.038;1.064;16.827;5;1.285;3.332;1.252;22;9;0;60;980;194;3;3.713;232.520;396.332;956;280;848;96.359;2.111;29.072;544;2.809;7.435;3.138;44;14;1;168;2.682;427;4;7.103;550.327
;00:Até 0,50;384;0;0;0;6;0;7;4;3;1.892;1;0;0;0;0;1;0;0;1;2.299;312;0;0;1;7;0;14;0;6;1.513;1;0;0;0;0;0;0;0;0;1.854;696;0;0;1;13;0;21;4;9;3.405;2;0;0;0;0;1;0;0;1;4.153
;01:0,51 a 1,00;3.778;21;6;32;68;26;532;7;25;1.668;43;2;2;1;9;32;0;1;124;6.377;4.569;89;9;25;54;35;220;0;56;1.443;61;1;9;0;9;9;0;3;45;6.637;8.347;110;15;57;122;61;752;7;81;3.111;104;3;11;1;18;41;0;4;169;13.014
;02:1,01 a 1,50;75.061;103;68;313;1.548;167;499;21;612;527;645;11;2;0;13;588;4;0;201;80.383;73.913;388;96;134;2.877;137;595;3;469;362;386;5;0;0;13;245;3;0;211;79.837;148.974;491;164;447;4.425;304;1.094;24;1.081;889;1.031;16;2;0;26;833;7;0;412;160.220
;03:1,51 a 2,00;56.413;64;22;201;2.365;60;1.806;21;607;4;688;5;0;0;4;698;6;0;276;63.240;30.556;80;14;31;4.373;71;2.220;1;437;13;376;7;0;0;8;528;0;0;339;39.054;86.969;144;36;232;6.738;131;4.026;22;1.044;17;1.064;12;0;0;12;1.226;6;0;615;102.294
;04:2,01 a 3,00;52.369;30;34;53;9.989;138;3.875;26;149;3;257;0;0;0;17;249;30;0;1.994;69.213;18.155;66;9;12;18.539;148;6.551;0;206;0;175;5;0;0;6;136;22;0;1.280;45.310;70.524;96;43;65;28.528;286;10.426;26;355;3;432;5;0;0;23;385;52;0;3.274;114.523
;05:3,01 a 4,00;21.007;17;9;28;3.473;123;1.665;47;52;1;91;1;0;0;10;67;83;0;508;27.182;7.344;22;0;3;4.611;126;2.155;1;32;0;144;1;0;0;0;23;61;0;279;14.802;28.351;39;9;31;8.084;249;3.820;48;84;1;235;2;0;0;10;90;144;0;787;41.984
;06:4,01 a 5,00;9.860;10;1;5;6.684;139;994;65;16;1;49;1;0;0;7;24;64;0;163;18.083;4.480;13;2;1;5.897;105;1.408;0;21;0;39;2;0;0;2;14;75;0;965;13.024;14.340;23;3;6;12.581;244;2.402;65;37;1;88;3;0;0;9;38;139;0;1.128;31.107
;07:5,01 a 7,00;9.719;9;1;5;6.914;149;1.153;72;10;1;68;0;1;0;21;19;26;0;92;18.260;4.667;11;1;1;5.423;143;1.909;0;28;0;40;0;0;0;4;6;24;0;498;12.755;14.386;20;2;6;12.337;292;3.062;72;38;1;108;0;1;0;25;25;50;0;590;31.015
;08:7,01 a 10,00;6.228;6;2;3;5.929;110;969;92;7;0;21;1;0;0;2;11;7;0;15;13.403;2.608;6;0;0;5.013;164;1.137;0;9;0;16;1;0;0;3;8;2;0;63;9.030;8.836;12;2;3;10.942;274;2.106;92;16;0;37;2;0;0;5;19;9;0;78;22.433
;09:10,01 a 15,00;3.957;6;2;0;3.782;79;398;61;1;0;9;0;0;0;3;5;11;0;2;8.316;1.555;2;0;0;2.687;94;436;0;0;0;6;0;0;0;0;5;7;0;11;4.803;5.512;8;2;0;6.469;173;834;61;1;0;15;0;0;0;3;10;18;0;13;13.119
;10:15,01 a 20,00;1.576;5;0;0;1.478;18;194;60;2;0;2;0;0;0;1;1;1;0;13;3.351;427;3;0;0;1.164;30;115;0;0;0;2;0;0;0;1;0;0;0;19;1.761;2.003;8;0;0;2.642;48;309;60;2;0;4;0;0;0;2;1;1;0;32;5.112
;11:Mais de 20,00;2.161;3;0;0;2.063;38;143;60;0;0;2;0;0;0;16;0;1;0;1;4.488;332;1;0;0;1.319;11;62;0;0;0;1;0;0;0;7;1;0;0;3;1.737;2.493;4;0;0;3.382;49;205;60;0;0;3;0;0;0;23;1;1;0;4;6.225
;{ñ class};3.104;1;3;0;22;0;10;3;40;6;10;1;0;0;5;7;0;0;0;3.212;1.797;0;1;0;74;0;5;0;21;1;5;0;0;0;7;5;0;0;0;1.916;4.901;1;4;0;96;0;15;3;61;7;15;1;0;0;12;12;0;0;0;5.128
140010:Boa Vista - RR;Total;23.975;169;13;132;11.673;565;3.812;0;5;355;218;6;0;1;8;7;81;1.097;0;42.117;17.780;170;3;33;15.640;1.135;5.028;0;8;349;94;0;0;0;6;9;64;1.361;0;41.680;41.755;339;16;165;27.313;1.700;8.840;0;13;704;312;6;0;1;14;16;145;2.458;0;83.797
;00:Até 0,50;34;0;0;0;5;1;2;0;0;179;0;0;0;0;0;0;0;0;0;221;32;0;0;0;4;1;3;0;0;185;0;0;0;0;0;0;0;0;0;225;66;0;0;0;9;2;5;0;0;364;0;0;0;0;0;0;0;0;0;446
;01:0,51 a 1,00;1.013;26;0;46;135;10;154;0;0;175;9;0;0;0;1;1;3;0;0;1.573;1.214;30;0;15;125;30;224;0;0;159;3;0;0;0;0;0;1;0;0;1.801;2.227;56;0;61;260;40;378;0;0;334;12;0;0;0;1;1;4;0;0;3.374
;02:1,01 a 1,50;11.071;67;7;49;1.031;112;951;0;2;1;48;2;0;1;1;6;13;3;0;13.365;11.098;87;2;15;1.248;563;1.488;0;4;5;31;0;0;0;2;8;1;7;0;14.559;22.169;154;9;64;2.279;675;2.439;0;6;6;79;2;0;1;3;14;14;10;0;27.924
;03:1,51 a 2,00;4.950;35;2;15;742;40;494;0;0;0;109;2;0;0;0;0;11;38;0;6.438;2.140;25;1;3;769;108;739;0;0;0;34;0;0;0;0;0;0;74;0;3.893;7.090;60;3;18;1.511;148;1.233;0;0;0;143;2;0;0;0;0;11;112;0;10.331
;04:2,01 a 3,00;3.606;28;3;18;998;104;758;0;0;0;41;0;0;0;1;0;1;917;0;6.475;1.501;10;0;0;1.975;276;737;0;0;0;14;0;0;0;1;1;6;1.032;0;5.553;5.107;38;3;18;2.973;380;1.495;0;0;0;55;0;0;0;2;1;7;1.949;0;12.028
;05:3,01 a 4,00;1.186;6;0;2;1.097;64;407;0;0;0;2;1;0;0;1;0;36;63;0;2.865;647;4;0;0;2.043;52;517;0;0;0;7;0;0;0;1;0;38;139;0;3.448;1.833;10;0;2;3.140;116;924;0;0;0;9;1;0;0;2;0;74;202;0;6.313
;06:4,01 a 5,00;572;3;0;1;1.044;94;290;0;2;0;3;1;0;0;1;0;8;23;0;2.042;332;2;0;0;1.661;31;385;0;1;0;1;0;0;0;1;0;7;38;0;2.459;904;5;0;1;2.705;125;675;0;3;0;4;1;0;0;2;0;15;61;0;4.501
;07:5,01 a 7,00;581;2;1;1;3.392;64;332;0;1;0;3;0;0;0;2;0;3;53;0;4.435;338;4;0;0;4.991;31;412;0;3;0;3;0;0;0;0;0;1;69;0;5.852;919;6;1;1;8.383;95;744;0;4;0;6;0;0;0;2;0;4;122;0;10.287
;08:7,01 a 10,00;313;0;0;0;1.254;48;208;0;0;0;0;0;0;0;0;0;0;0;0;1.823;204;2;0;0;1.389;27;289;0;0;0;0;0;0;0;0;0;0;2;0;1.913;517;2;0;0;2.643;75;497;0;0;0;0;0;0;0;0;0;0;2;0;3.736
;09:10,01 a 15,00;197;0;0;0;853;19;114;0;0;0;1;0;0;0;0;0;4;0;0;1.188;97;4;0;0;754;8;157;0;0;0;1;0;0;0;0;0;3;0;0;1.024;294;4;0;0;1.607;27;271;0;0;0;2;0;0;0;0;0;7;0;0;2.212
;10:15,01 a 20,00;81;0;0;0;442;2;36;0;0;0;0;0;0;0;0;0;0;0;0;561;41;0;0;0;265;0;40;0;0;0;0;0;0;0;0;0;0;0;0;346;122;0;0;0;707;2;76;0;0;0;0;0;0;0;0;0;0;0;0;907
;11:Mais de 20,00;141;0;0;0;533;7;63;0;0;0;0;0;0;0;1;0;0;0;0;745;51;0;0;0;261;3;31;0;0;0;0;0;0;0;1;0;0;0;0;347;192;0;0;0;794;10;94;0;0;0;0;0;0;0;2;0;0;0;0;1.092
;{ñ class};230;2;0;0;147;0;3;0;0;0;2;0;0;0;0;0;2;0;0;386;85;2;0;0;155;5;6;0;0;0;0;0;0;0;0;0;7;0;0;260;315;4;0;0;302;5;9;0;0;0;2;0;0;0;0;0;9;0;0;646
150140:Belém - PA;Total;160.451;491;416;263;65.431;317;10.706;725;386;1.323;2.042;10;9;4;102;741;699;8;43;244.167;98.640;1.002;153;15;64.674;355;12.097;1;411;1.113;508;8;0;1;43;231;392;10;75;179.729;259.091;1.493;569;278;130.105;672;22.803;726;797;2.436;2.550;18;9;5;145;972;1.091;18;118;423.896
;00:Até 0,50;419;2;1;0;12;0;5;65;0;642;0;0;0;0;1;3;1;0;0;1.151;531;2;0;0;9;0;4;0;0;534;0;0;0;0;0;4;1;0;0;1.085;950;4;1;0;21;0;9;65;0;1.176;0;0;0;0;1;7;2;0;0;2.236
;01:0,51 a 1,00;5.172;44;44;119;427;0;698;178;16;632;42;2;0;2;10;12;19;0;0;7.417;4.467;118;8;4;406;0;1.258;0;28;529;19;0;0;0;1;4;4;1;0;6.847;9.639;162;52;123;833;0;1.956;178;44;1.161;61;2;0;2;11;16;23;1;0;14.264
;02:1,01 a 1,50;63.356;312;161;120;4.842;3;1.782;157;220;43;655;5;4;2;4;375;373;1;28;72.443;50.596;662;94;9;8.457;1;1.828;1;311;46;237;6;0;1;7;181;207;2;36;62.682;113.952;974;255;129;13.299;4;3.610;158;531;89;892;11;4;3;11;556;580;3;64;135.125
;03:1,51 a 2,00;34.235;94;62;12;3.871;2;983;86;55;2;588;2;2;0;22;212;62;0;0;40.290;16.680;154;22;0;5.084;4;947;0;23;0;65;1;0;0;7;19;18;0;2;23.026;50.915;248;84;12;8.955;6;1.930;86;78;2;653;3;2;0;29;231;80;0;2;63.316
;04:2,01 a 3,00;30.975;22;113;8;6.639;42;3.829;56;46;0;457;1;3;0;6;90;98;0;13;42.398;11.490;37;13;2;6.310;12;2.264;0;11;0;79;1;0;0;4;8;19;1;26;20.277;42.465;59;126;10;12.949;54;6.093;56;57;0;536;2;3;0;10;98;117;1;39;62.675
;05:3,01 a 4,00;8.926;5;13;3;12.488;32;905;26;18;0;112;0;0;0;6;15;49;0;2;22.600;4.471;5;8;0;7.995;13;1.331;0;3;0;25;0;0;0;2;4;28;0;11;13.896;13.397;10;21;3;20.483;45;2.236;26;21;0;137;0;0;0;8;19;77;0;13;36.496
;06:4,01 a 5,00;4.135;4;8;0;6.843;16;636;8;2;0;52;0;0;0;8;13;54;1;0;11.780;2.708;3;2;0;6.099;8;1.320;0;2;0;19;0;0;0;3;5;77;0;0;10.246;6.843;7;10;0;12.942;24;1.956;8;4;0;71;0;0;0;11;18;131;1;0;22.026
;07:5,01 a 7,00;4.238;4;2;0;9.284;37;907;6;1;0;38;0;0;0;6;9;30;1;0;14.563;2.799;8;3;0;10.714;36;1.762;0;0;1;19;0;0;0;4;2;36;0;0;15.384;7.037;12;5;0;19.998;73;2.669;6;1;1;57;0;0;0;10;11;66;1;0;29.947
;08:7,01 a 10,00;3.065;2;1;0;9.991;73;341;1;2;0;34;0;0;0;3;4;5;0;0;13.522;1.905;6;1;0;10.794;128;560;0;1;0;27;0;0;0;2;4;1;1;0;13.430;4.970;8;2;0;20.785;201;901;1;3;0;61;0;0;0;5;8;6;1;0;26.952
;09:10,01 a 15,00;2.112;1;2;0;5.718;35;358;0;0;0;17;0;0;0;9;8;7;0;0;8.267;1.311;1;1;0;4.976;48;568;0;2;0;12;0;0;0;2;0;0;1;0;6.922;3.423;2;3;0;10.694;83;926;0;2;0;29;0;0;0;11;8;7;1;0;15.189
;10:15,01 a 20,00;777;0;0;0;2.187;44;58;0;0;0;1;0;0;0;5;0;0;0;0;3.072;383;0;0;0;1.531;64;83;0;0;0;0;0;0;0;6;0;0;1;0;2.068;1.160;0;0;0;3.718;108;141;0;0;0;1;0;0;0;11;0;0;1;0;5.140
;11:Mais de 20,00;796;0;0;0;3.054;33;189;0;0;0;4;0;0;0;21;0;1;5;0;4.103;225;0;0;0;2.243;41;157;0;0;0;0;0;0;0;5;0;0;3;0;2.674;1.021;0;0;0;5.297;74;346;0;0;0;4;0;0;0;26;0;1;8;0;6.777
;{ñ class};2.245;1;9;1;75;0;15;142;26;4;42;0;0;0;1;0;0;0;0;2.561;1.074;6;1;0;56;0;15;0;30;3;6;0;0;0;0;0;1;0;0;1.192;3.319;7;10;1;131;0;30;142;56;7;48;0;0;0;1;0;1;0;0;3.753
160030:Macapá - AP;Total;35.518;109;95;212;9.841;125;10.498;161;7;399;86;2;0;9;31;59;146;1;43;57.342;22.841;187;57;15;11.426;66;13.485;0;5;412;81;0;0;0;19;103;102;1;35;48.835;58.359;296;152;227;21.267;191;23.983;161;12;811;167;2;0;9;50;162;248;2;78;106.177
;00:Até 0,50;89;1;2;0;0;0;0;19;0;304;0;0;0;0;0;0;0;0;0;415;69;1;2;0;0;0;0;0;0;294;1;0;0;0;0;0;0;0;0;367;158;2;4;0;0;0;0;19;0;598;1;0;0;0;0;0;0;0;0;782
;01:0,51 a 1,00;1.968;34;4;63;1;0;160;104;0;90;8;0;0;7;5;10;91;0;1;2.546;1.574;26;3;4;1;0;192;0;0;107;3;0;0;0;3;3;18;0;0;1.934;3.542;60;7;67;2;0;352;104;0;197;11;0;0;7;8;13;109;0;1;4.480
;02:1,01 a 1,50;15.234;54;35;124;62;91;403;27;6;3;37;0;0;2;7;33;0;0;36;16.154;12.258;135;17;10;96;52;602;0;5;6;36;0;0;0;6;40;0;0;20;13.283;27.492;189;52;134;158;143;1.005;27;11;9;73;0;0;2;13;73;0;0;56;29.437
;03:1,51 a 2,00;5.881;11;9;18;498;28;311;4;0;1;8;2;0;0;3;7;0;1;1;6.783;3.507;19;4;0;900;5;773;0;0;4;13;0;0;0;3;31;0;1;2;5.262;9.388;30;13;18;1.398;33;1.084;4;0;5;21;2;0;0;6;38;0;2;3;12.045
;04:2,01 a 3,00;7.606;7;8;6;734;3;820;1;0;0;12;0;0;0;5;6;0;0;5;9.213;3.025;5;3;1;1.032;8;958;0;0;0;8;0;0;0;4;28;1;0;13;5.086;10.631;12;11;7;1.766;11;1.778;1;0;0;20;0;0;0;9;34;1;0;18;14.299
;05:3,01 a 4,00;1.912;1;5;0;649;2;765;0;1;0;12;0;0;0;2;1;37;0;0;3.387;931;0;2;0;904;0;1.313;0;0;0;11;0;0;0;0;1;59;0;0;3.221;2.843;1;7;0;1.553;2;2.078;0;1;0;23;0;0;0;2;2;96;0;0;6.608
;06:4,01 a 5,00;785;1;3;0;931;0;1.817;0;0;0;5;0;0;0;3;0;2;0;0;3.547;444;0;5;0;880;0;2.535;0;0;0;7;0;0;0;1;0;5;0;0;3.877;1.229;1;8;0;1.811;0;4.352;0;0;0;12;0;0;0;4;0;7;0;0;7.424
;07:5,01 a 7,00;809;0;11;0;3.038;0;2.700;0;0;0;1;0;0;0;1;2;1;0;0;6.563;455;0;7;0;3.942;1;3.207;0;0;0;1;0;0;0;2;0;0;0;0;7.615;1.264;0;18;0;6.980;1;5.907;0;0;0;2;0;0;0;3;2;1;0;0;14.178
;08:7,01 a 10,00;493;0;9;0;1.725;1;2.077;0;0;0;2;0;0;0;1;0;12;0;0;4.320;270;0;9;0;1.991;0;2.960;0;0;0;0;0;0;0;0;0;14;0;0;5.244;763;0;18;0;3.716;1;5.037;0;0;0;2;0;0;0;1;0;26;0;0;9.564
;09:10,01 a 15,00;254;0;5;0;1.098;0;924;1;0;0;1;0;0;0;1;0;3;0;0;2.287;122;0;1;0;1.033;0;637;0;0;0;0;0;0;0;0;0;5;0;0;1.798;376;0;6;0;2.131;0;1.561;1;0;0;1;0;0;0;1;0;8;0;0;4.085
;10:15,01 a 20,00;104;0;0;0;571;0;168;0;0;0;0;0;0;0;0;0;0;0;0;843;48;0;0;0;352;0;123;0;0;0;0;0;0;0;0;0;0;0;0;523;152;0;0;0;923;0;291;0;0;0;0;0;0;0;0;0;0;0;0;1.366
;11:Mais de 20,00;139;0;0;0;534;0;352;0;0;0;0;0;0;0;2;0;0;0;0;1.027;39;0;0;0;294;0;185;0;0;0;1;0;0;0;0;0;0;0;0;519;178;0;0;0;828;0;537;0;0;0;1;0;0;0;2;0;0;0;0;1.546
;{ñ class};244;0;4;1;0;0;1;5;0;1;0;0;0;0;1;0;0;0;0;257;99;1;4;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;106;343;1;8;1;1;0;1;5;0;2;0;0;0;0;1;0;0;0;0;363
