;;Sexo Trabalhador;Tipo Vínculo
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;08:7,01 a 10,00;1.188;1;0;0;2.020;2;186;0;1;0;7;0;0;0;0;1;0;0;0;3.406;645;0;0;0;1.543;5;162;0;0;0;2;0;0;0;1;2;1;0;0;2.361;1.833;1;0;0;3.563;7;348;0;1;0;9;0;0;0;1;3;1;0;0;5.767
;09:10,01 a 15,00;632;0;0;0;2.032;4;103;0;0;0;4;0;0;0;0;0;0;0;0;2.775;257;0;0;0;1.404;6;123;0;0;0;2;0;0;0;2;0;0;0;0;1.794;889;0;0;0;3.436;10;226;0;0;0;6;0;0;0;2;0;0;0;0;4.569
;10:15,01 a 20,00;258;0;0;0;927;1;42;0;0;0;0;0;0;0;1;0;1;0;0;1.230;67;0;0;0;367;1;26;0;0;0;1;0;0;0;0;0;0;0;0;462;325;0;0;0;1.294;2;68;0;0;0;1;0;0;0;1;0;1;0;0;1.692
;11:Mais de 20,00;327;0;0;0;1.006;15;80;0;0;0;1;0;0;0;2;0;0;0;0;1.431;70;0;0;0;373;2;23;0;0;0;0;0;0;0;1;0;0;0;0;469;397;0;0;0;1.379;17;103;0;0;0;1;0;0;0;3;0;0;0;0;1.900
;{ñ class};1.143;7;0;11;28;19;70;0;0;3;5;0;0;0;0;0;0;0;0;1.286;609;6;0;0;68;39;86;0;0;0;2;0;0;0;0;0;0;0;0;810;1.752;13;0;11;96;58;156;0;0;3;7;0;0;0;0;0;0;0;0;2.096
120040:Rio Branco - AC;Total;30.043;762;28;238;13.539;1.358;3.303;0;5;388;515;4;0;6;2;74;70;81;223;50.639;20.671;240;9;15;15.159;2.489;3.860;0;1;302;802;2;0;0;2;102;80;79;133;43.946;50.714;1.002;37;253;28.698;3.847;7.163;0;6;690;1.317;6;0;6;4;176;150;160;356;94.585
;00:Até 0,50;62;2;0;0;1;0;6;0;0;203;0;0;0;0;0;0;0;0;0;274;34;0;0;0;2;0;4;0;0;177;0;0;0;0;0;0;0;0;0;217;96;2;0;0;3;0;10;0;0;380;0;0;0;0;0;0;0;0;0;491
;01:0,51 a 1,00;1.129;157;7;51;7;1;160;0;0;175;8;0;0;1;0;0;0;0;0;1.696;1.416;40;1;3;3;0;181;0;0;123;12;1;0;0;0;20;0;0;0;1.800;2.545;197;8;54;10;1;341;0;0;298;20;1;0;1;0;20;0;0;0;3.496
;02:1,01 a 1,50;13.062;385;15;145;427;53;503;0;2;3;344;1;0;3;0;37;0;11;12;15.003;11.249;135;8;10;896;132;298;0;0;1;661;1;0;0;1;44;0;9;41;13.486;24.311;520;23;155;1.323;185;801;0;2;4;1.005;2;0;3;1;81;0;20;53;28.489
;03:1,51 a 2,00;6.982;122;2;28;443;296;472;0;1;2;110;3;0;2;0;21;0;3;80;8.567;3.361;28;0;1;921;750;341;0;0;0;63;0;0;0;0;27;0;1;11;5.504;10.343;150;2;29;1.364;1.046;813;0;1;2;173;3;0;2;0;48;0;4;91;14.071
;04:2,01 a 3,00;4.195;72;1;11;1.525;402;824;0;0;0;29;0;0;0;0;12;15;22;97;7.205;1.950;19;0;1;3.202;639;1.155;0;0;0;36;0;0;0;1;10;21;19;66;7.119;6.145;91;1;12;4.727;1.041;1.979;0;0;0;65;0;0;0;1;22;36;41;163;14.324
;05:3,01 a 4,00;1.622;8;1;1;1.142;219;360;0;1;0;10;0;0;0;0;2;30;26;20;3.442;971;9;0;0;2.381;393;618;0;1;0;8;0;0;0;0;0;39;20;9;4.449;2.593;17;1;1;3.523;612;978;0;2;0;18;0;0;0;0;2;69;46;29;7.891
;06:4,01 a 5,00;719;3;0;0;1.804;134;397;0;0;0;2;0;0;0;0;1;19;10;9;3.098;471;3;0;0;2.313;215;590;0;0;0;6;0;0;0;0;1;13;9;3;3.624;1.190;6;0;0;4.117;349;987;0;0;0;8;0;0;0;0;2;32;19;12;6.722
;07:5,01 a 7,00;651;3;0;2;4.089;101;167;0;0;0;3;0;0;0;1;1;6;5;3;5.032;413;4;0;0;2.567;233;247;0;0;0;3;0;0;0;0;0;7;14;3;3.491;1.064;7;0;2;6.656;334;414;0;0;0;6;0;0;0;1;1;13;19;6;8.523
;08:7,01 a 10,00;436;0;0;0;1.983;33;211;0;1;0;4;0;0;0;0;0;0;3;0;2.671;270;1;0;0;1.638;73;195;0;0;0;0;0;0;0;0;0;0;5;0;2.182;706;1;0;0;3.621;106;406;0;1;0;4;0;0;0;0;0;0;8;0;4.853
;09:10,01 a 15,00;320;0;1;0;1.114;67;141;0;0;0;2;0;0;0;0;0;0;1;0;1.646;162;0;0;0;772;36;174;0;0;0;0;0;0;0;0;0;0;2;0;1.146;482;0;1;0;1.886;103;315;0;0;0;2;0;0;0;0;0;0;3;0;2.792
;10:15,01 a 20,00;109;0;0;0;436;40;36;0;0;0;1;0;0;0;0;0;0;0;0;622;65;0;0;0;226;8;47;0;0;0;2;0;0;0;0;0;0;0;0;348;174;0;0;0;662;48;83;0;0;0;3;0;0;0;0;0;0;0;0;970
;11:Mais de 20,00;143;0;0;0;566;10;25;0;0;0;0;0;0;0;1;0;0;0;0;745;38;0;0;0;235;8;7;0;0;0;0;0;0;0;0;0;0;0;0;288;181;0;0;0;801;18;32;0;0;0;0;0;0;0;1;0;0;0;0;1.033
;{ñ class};613;10;1;0;2;2;1;0;0;5;2;0;0;0;0;0;0;0;2;638;271;1;0;0;3;2;3;0;0;1;11;0;0;0;0;0;0;0;0;292;884;11;1;0;5;4;4;0;0;6;13;0;0;0;0;0;0;0;2;930
130260:Manaus - AM;Total;207.443;236;131;823;47.552;1.288;9.092;11;3.435;3.825;1.433;6;5;1;112;1.406;135;9;3.614;280.557;128.328;562;102;214;55.135;1.392;10.366;5;2.040;3.043;955;2;3;1;56;861;140;5;4.696;207.906;335.771;798;233;1.037;102.687;2.680;19.458;16;5.475;6.868;2.388;8;8;2;168;2.267;275;14;8.310;488.463
;00:Até 0,50;348;1;0;0;13;0;2;1;1;2.066;4;0;0;0;0;4;0;1;0;2.441;331;1;0;1;7;0;5;0;2;1.701;4;0;0;0;0;1;0;0;0;2.053;679;2;0;1;20;0;7;1;3;3.767;8;0;0;0;0;5;0;1;0;4.494
;01:0,51 a 1,00;3.581;28;16;45;198;85;82;0;29;1.536;83;1;1;1;18;11;0;1;149;5.865;4.081;50;7;14;150;58;120;0;2;1.176;28;0;0;1;6;7;0;1;14;5.715;7.662;78;23;59;348;143;202;0;31;2.712;111;1;1;2;24;18;0;2;163;11.580
;02:1,01 a 1,50;72.365;88;69;423;2.087;259;1.184;7;982;214;629;3;0;0;15;336;4;5;455;79.125;64.860;329;55;149;3.409;285;843;2;746;155;462;1;2;0;6;146;7;3;521;71.981;137.225;417;124;572;5.496;544;2.027;9;1.728;369;1.091;4;2;0;21;482;11;8;976;151.106
;03:1,51 a 2,00;47.895;37;21;236;7.183;134;2.521;1;1.706;4;347;1;1;0;6;554;6;2;1.087;61.742;24.414;69;27;36;10.297;129;3.273;2;953;7;183;0;0;0;3;460;2;1;834;40.690;72.309;106;48;272;17.480;263;5.794;3;2.659;11;530;1;1;0;9;1.014;8;3;1.921;102.432
;04:2,01 a 3,00;39.776;46;17;73;7.628;183;1.869;1;516;0;192;0;0;0;13;341;9;0;1.417;52.081;15.281;58;7;6;14.899;209;1.704;1;241;0;180;1;0;0;11;153;9;0;1.031;33.791;55.057;104;24;79;22.527;392;3.573;2;757;0;372;1;0;0;24;494;18;0;2.448;85.872
;05:3,01 a 4,00;14.226;8;1;25;4.108;105;1.551;0;106;0;73;1;1;0;7;74;75;0;146;20.507;6.329;17;2;5;6.376;138;1.946;0;35;0;42;0;0;0;8;46;80;0;130;15.154;20.555;25;3;30;10.484;243;3.497;0;141;0;115;1;1;0;15;120;155;0;276;35.661
;06:4,01 a 5,00;7.102;9;2;6;4.648;116;560;0;48;0;26;0;1;0;1;33;29;0;257;12.838;3.457;19;2;1;4.302;96;828;0;35;0;10;0;0;0;2;10;31;0;1.674;10.467;10.559;28;4;7;8.950;212;1.388;0;83;0;36;0;1;0;3;43;60;0;1.931;23.305
;07:5,01 a 7,00;7.682;3;0;5;8.075;128;510;1;31;0;35;0;0;0;14;26;3;0;54;16.567;3.868;6;0;0;6.134;166;742;0;21;0;20;0;0;0;8;20;7;0;323;11.315;11.550;9;0;5;14.209;294;1.252;1;52;0;55;0;0;0;22;46;10;0;377;27.882
;08:7,01 a 10,00;4.909;4;0;2;5.319;158;392;0;8;0;25;0;1;0;4;10;2;0;30;10.864;1.997;3;0;1;4.225;180;453;0;2;0;12;0;0;0;1;6;1;0;143;7.024;6.906;7;0;3;9.544;338;845;0;10;0;37;0;1;0;5;16;3;0;173;17.888
;09:10,01 a 15,00;3.090;9;2;0;4.497;63;290;0;1;0;3;0;0;0;3;7;3;0;5;7.973;1.140;6;0;0;2.918;110;347;0;0;0;2;0;1;0;1;1;3;0;9;4.538;4.230;15;2;0;7.415;173;637;0;1;0;5;0;1;0;4;8;6;0;14;12.511
;10:15,01 a 20,00;1.228;2;0;0;1.760;17;108;0;0;0;7;0;0;0;4;0;4;0;10;3.140;327;2;0;0;1.169;16;78;0;0;0;4;0;0;0;1;0;0;0;14;1.611;1.555;4;0;0;2.929;33;186;0;0;0;11;0;0;0;5;0;4;0;24;4.751
;11:Mais de 20,00;1.614;1;0;0;1.987;40;3;0;0;0;5;0;0;0;19;0;0;0;0;3.669;293;0;0;0;1.224;5;4;0;0;0;2;0;0;0;1;0;0;0;0;1.529;1.907;1;0;0;3.211;45;7;0;0;0;7;0;0;0;20;0;0;0;0;5.198
;{ñ class};3.627;0;3;8;49;0;20;0;7;5;4;0;0;0;8;10;0;0;4;3.745;1.950;2;2;1;25;0;23;0;3;4;6;0;0;0;8;11;0;0;3;2.038;5.577;2;5;9;74;0;43;0;10;9;10;0;0;0;16;21;0;0;7;5.783
140010:Boa Vista - RR;Total;24.599;153;20;177;12.150;651;3.732;27;0;462;131;0;3;0;10;5;54;1.096;0;43.270;18.458;155;5;37;17.055;1.838;4.089;4;3;397;145;1;0;0;7;7;72;1.303;0;43.576;43.057;308;25;214;29.205;2.489;7.821;31;3;859;276;1;3;0;17;12;126;2.399;0;86.846
;00:Até 0,50;42;0;0;0;5;1;2;1;0;157;0;0;0;0;0;0;0;0;0;208;35;0;0;0;1;2;2;0;0;155;0;0;0;0;1;0;0;0;0;196;77;0;0;0;6;3;4;1;0;312;0;0;0;0;1;0;0;0;0;404
;01:0,51 a 1,00;735;13;6;33;28;13;236;2;0;296;5;0;3;0;1;0;0;1;0;1.372;808;24;1;10;14;35;307;0;1;238;2;0;0;0;2;0;0;0;0;1.442;1.543;37;7;43;42;48;543;2;1;534;7;0;3;0;3;0;0;1;0;2.814
;02:1,01 a 1,50;12.087;75;6;108;822;159;1.025;0;0;9;61;0;0;0;1;2;2;52;0;14.409;11.760;83;2;23;1.332;814;1.187;1;1;3;69;1;0;0;1;5;3;58;0;15.343;23.847;158;8;131;2.154;973;2.212;1;1;12;130;1;0;0;2;7;5;110;0;29.752
;03:1,51 a 2,00;5.378;30;7;23;630;87;433;6;0;0;30;0;0;0;1;2;2;8;0;6.637;2.622;20;1;2;679;183;361;3;0;0;28;0;0;0;1;1;1;10;0;3.912;8.000;50;8;25;1.309;270;794;9;0;0;58;0;0;0;2;3;3;18;0;10.549
;04:2,01 a 3,00;3.182;14;1;10;1.507;206;656;8;0;0;18;0;0;0;3;1;1;314;0;5.921;1.518;9;1;2;3.296;659;691;0;0;0;19;0;0;0;1;1;1;181;0;6.379;4.700;23;2;12;4.803;865;1.347;8;0;0;37;0;0;0;4;2;2;495;0;12.300
;05:3,01 a 4,00;1.152;12;0;2;1.365;88;404;10;0;0;9;0;0;0;0;0;31;622;0;3.695;640;4;0;0;2.226;37;470;0;0;0;8;0;0;0;0;0;46;864;0;4.295;1.792;16;0;2;3.591;125;874;10;0;0;17;0;0;0;0;0;77;1.486;0;7.990
;06:4,01 a 5,00;586;5;0;0;734;27;294;0;0;0;2;0;0;0;1;0;9;85;0;1.743;338;2;0;0;1.539;40;371;0;0;0;7;0;0;0;0;0;8;172;0;2.477;924;7;0;0;2.273;67;665;0;0;0;9;0;0;0;1;0;17;257;0;4.220
;07:5,01 a 7,00;502;2;0;1;2.749;23;267;0;0;0;3;0;0;0;2;0;4;4;0;3.557;262;4;0;0;4.127;30;301;0;1;0;10;0;0;0;0;0;4;7;0;4.746;764;6;0;1;6.876;53;568;0;1;0;13;0;0;0;2;0;8;11;0;8.303
;08:7,01 a 10,00;277;0;0;0;1.871;23;172;0;0;0;2;0;0;0;0;0;1;10;0;2.356;179;4;0;0;2.118;15;174;0;0;0;0;0;0;0;0;0;2;11;0;2.503;456;4;0;0;3.989;38;346;0;0;0;2;0;0;0;0;0;3;21;0;4.859
;09:10,01 a 15,00;200;0;0;0;1.293;5;123;0;0;0;1;0;0;0;0;0;4;0;0;1.626;100;4;0;0;1.099;14;155;0;0;0;1;0;0;0;0;0;7;0;0;1.380;300;4;0;0;2.392;19;278;0;0;0;2;0;0;0;0;0;11;0;0;3.006
;10:15,01 a 20,00;60;0;0;0;555;13;75;0;0;0;0;0;0;0;0;0;0;0;0;703;40;0;0;0;292;0;36;0;0;0;1;0;0;0;0;0;0;0;0;369;100;0;0;0;847;13;111;0;0;0;1;0;0;0;0;0;0;0;0;1.072
;11:Mais de 20,00;137;0;0;0;565;3;37;0;0;0;0;0;0;0;1;0;0;0;0;743;44;0;0;0;275;0;25;0;0;0;0;0;0;0;1;0;0;0;0;345;181;0;0;0;840;3;62;0;0;0;0;0;0;0;2;0;0;0;0;1.088
;{ñ class};261;2;0;0;26;3;8;0;0;0;0;0;0;0;0;0;0;0;0;300;112;1;0;0;57;9;9;0;0;1;0;0;0;0;0;0;0;0;0;189;373;3;0;0;83;12;17;0;0;1;0;0;0;0;0;0;0;0;0;489
150140:Belém - PA;Total;149.194;338;268;211;66.924;444;11.856;1.117;299;1.941;1.037;4;13;2;105;470;365;2;2;234.592;93.130;726;62;8;63.531;615;13.756;9;113;1.642;646;1;3;0;45;56;341;1;0;174.685;242.324;1.064;330;219;130.455;1.059;25.612;1.126;412;3.583;1.683;5;16;2;150;526;706;3;2;409.277
;00:Até 0,50;693;0;2;0;90;0;6;57;3;1.269;2;0;0;0;0;2;0;1;0;2.125;990;8;0;0;13;0;10;1;2;1.054;3;0;0;0;1;0;0;0;0;2.082;1.683;8;2;0;103;0;16;58;5;2.323;5;0;0;0;1;2;0;1;0;4.207
;01:0,51 a 1,00;4.505;31;47;89;1.164;0;555;127;27;643;15;0;6;0;4;17;0;0;0;7.230;4.024;57;8;3;819;0;438;2;3;550;32;0;1;0;4;4;0;0;0;5.945;8.529;88;55;92;1.983;0;993;129;30;1.193;47;0;7;0;8;21;0;0;0;13.175
;02:1,01 a 1,50;57.115;211;138;100;4.583;8;2.027;92;139;25;418;2;3;2;5;207;214;0;2;65.291;44.912;486;40;5;7.736;4;2.503;1;71;26;372;1;1;0;4;32;126;1;0;56.321;102.027;697;178;105;12.319;12;4.530;93;210;51;790;3;4;2;9;239;340;1;2;121.612
;03:1,51 a 2,00;34.207;62;34;9;5.469;25;1.482;62;70;3;259;2;1;0;30;184;6;1;0;41.906;17.656;142;6;0;5.360;5;1.568;2;15;9;101;0;0;0;14;12;8;0;0;24.898;51.863;204;40;9;10.829;30;3.050;64;85;12;360;2;1;0;44;196;14;1;0;66.804
;04:2,01 a 3,00;28.515;18;30;8;6.477;30;4.034;63;30;1;187;0;1;0;8;28;2;0;0;39.432;10.949;20;4;0;5.981;10;2.828;0;13;0;65;0;0;0;4;4;2;0;0;19.880;39.464;38;34;8;12.458;40;6.862;63;43;1;252;0;1;0;12;32;4;0;0;59.312
;05:3,01 a 4,00;8.273;8;6;2;12.333;12;1.032;47;15;0;64;0;0;0;11;13;55;0;0;21.871;4.661;5;1;0;8.146;9;1.937;0;3;0;28;0;1;0;2;3;78;0;0;14.874;12.934;13;7;2;20.479;21;2.969;47;18;0;92;0;1;0;13;16;133;0;0;36.745
;06:4,01 a 5,00;3.721;2;3;0;7.125;33;988;57;5;0;21;0;0;0;5;5;53;0;0;12.018;2.566;0;1;0;6.767;38;1.873;0;1;1;7;0;0;0;2;1;79;0;0;11.336;6.287;2;4;0;13.892;71;2.861;57;6;1;28;0;0;0;7;6;132;0;0;23.354
;07:5,01 a 7,00;3.696;3;0;0;10.154;101;977;152;2;0;21;0;1;0;6;3;16;0;0;15.132;2.562;4;1;0;11.643;176;1.537;0;1;0;10;0;0;0;3;0;29;0;0;15.966;6.258;7;1;0;21.797;277;2.514;152;3;0;31;0;1;0;9;3;45;0;0;31.098
;08:7,01 a 10,00;2.825;1;1;0;7.283;96;302;145;1;0;14;0;0;0;3;4;12;0;0;10.687;1.907;1;1;0;8.600;167;447;0;3;0;13;0;0;0;4;0;10;0;0;11.153;4.732;2;2;0;15.883;263;749;145;4;0;27;0;0;0;7;4;22;0;0;21.840
;09:10,01 a 15,00;1.911;0;0;0;6.186;53;275;33;1;0;7;0;0;0;10;3;6;0;0;8.485;1.132;0;0;0;4.508;93;455;0;0;0;5;0;0;0;1;0;9;0;0;6.203;3.043;0;0;0;10.694;146;730;33;1;0;12;0;0;0;11;3;15;0;0;14.688
;10:15,01 a 20,00;647;0;0;0;2.586;57;87;2;0;0;0;0;0;0;4;1;1;0;0;3.385;329;0;0;0;1.694;83;103;0;0;0;0;0;0;0;3;0;0;0;0;2.212;976;0;0;0;4.280;140;190;2;0;0;0;0;0;0;7;1;1;0;0;5.597
;11:Mais de 20,00;733;0;1;0;3.133;29;88;0;2;0;1;0;0;0;19;0;0;0;0;4.006;242;1;0;0;2.244;30;56;0;0;0;0;0;0;0;3;0;0;0;0;2.576;975;1;1;0;5.377;59;144;0;2;0;1;0;0;0;22;0;0;0;0;6.582
;{ñ class};2.353;2;6;3;341;0;3;280;4;0;28;0;1;0;0;3;0;0;0;3.024;1.200;2;0;0;20;0;1;3;1;2;10;0;0;0;0;0;0;0;0;1.239;3.553;4;6;3;361;0;4;283;5;2;38;0;1;0;0;3;0;0;0;4.263
160030:Macapá - AP;Total;30.002;81;90;192;19.969;123;4.772;91;20;349;190;0;0;0;9;413;43;13;8;56.365;20.658;118;40;9;23.958;67;6.113;2;6;321;84;0;0;0;4;1.109;93;4;7;52.593;50.660;199;130;201;43.927;190;10.885;93;26;670;274;0;0;0;13;1.522;136;17;15;108.958
;00:Até 0,50;78;1;7;1;149;0;35;10;0;255;1;0;0;0;0;18;0;0;0;555;83;0;7;0;46;0;9;0;0;229;1;0;0;0;0;25;0;0;0;400;161;1;14;1;195;0;44;10;0;484;2;0;0;0;0;43;0;0;0;955
;01:0,51 a 1,00;1.822;18;0;66;392;12;83;58;0;91;10;0;0;0;1;99;11;0;0;2.663;1.536;13;0;2;663;12;89;0;0;86;3;0;0;0;0;258;34;0;0;2.696;3.358;31;0;68;1.055;24;172;58;0;177;13;0;0;0;1;357;45;0;0;5.359
;02:1,01 a 1,50;14.674;41;35;108;400;97;371;18;7;2;128;0;0;0;1;151;6;13;6;16.058;11.757;83;11;6;698;36;787;2;2;6;52;0;0;0;1;237;30;4;3;13.715;26.431;124;46;114;1.098;133;1.158;20;9;8;180;0;0;0;2;388;36;17;9;29.773
;03:1,51 a 2,00;5.387;13;14;12;816;8;660;1;1;0;32;0;0;0;1;55;0;0;2;7.002;3.025;18;3;1;1.175;7;661;0;2;0;11;0;0;0;0;274;0;0;3;5.180;8.412;31;17;13;1.991;15;1.321;1;3;0;43;0;0;0;1;329;0;0;5;12.182
;04:2,01 a 3,00;4.489;4;12;4;959;2;2.081;0;12;0;14;0;0;0;3;56;1;0;0;7.637;2.075;4;3;0;1.130;9;2.690;0;2;0;12;0;0;0;0;262;5;0;1;6.193;6.564;8;15;4;2.089;11;4.771;0;14;0;26;0;0;0;3;318;6;0;1;13.830
;05:3,01 a 4,00;1.456;2;5;1;1.245;2;666;0;0;0;3;0;0;0;0;8;12;0;0;3.400;833;0;1;0;1.466;1;829;0;0;0;3;0;0;0;2;26;12;0;0;3.173;2.289;2;6;1;2.711;3;1.495;0;0;0;6;0;0;0;2;34;24;0;0;6.573
;06:4,01 a 5,00;513;0;4;0;1.400;0;146;0;0;0;1;0;0;0;0;19;11;0;0;2.094;384;0;4;0;1.978;0;233;0;0;0;2;0;0;0;0;15;11;0;0;2.627;897;0;8;0;3.378;0;379;0;0;0;3;0;0;0;0;34;22;0;0;4.721
;07:5,01 a 7,00;524;0;5;0;6.521;1;258;0;0;0;0;0;0;0;1;5;2;0;0;7.317;389;0;7;0;8.010;2;388;0;0;0;0;0;0;0;0;1;1;0;0;8.798;913;0;12;0;14.531;3;646;0;0;0;0;0;0;0;1;6;3;0;0;16.115
;08:7,01 a 10,00;449;0;6;0;3.995;1;187;0;0;0;0;0;0;0;0;1;0;0;0;4.639;244;0;1;0;5.877;0;211;0;0;0;0;0;0;0;1;0;0;0;0;6.334;693;0;7;0;9.872;1;398;0;0;0;0;0;0;0;1;1;0;0;0;10.973
;09:10,01 a 15,00;190;0;1;0;2.325;0;107;0;0;0;1;0;0;0;0;0;0;0;0;2.624;120;0;3;0;2.030;0;94;0;0;0;0;0;0;0;0;0;0;0;0;2.247;310;0;4;0;4.355;0;201;0;0;0;1;0;0;0;0;0;0;0;0;4.871
;10:15,01 a 20,00;80;0;1;0;744;0;27;0;0;0;0;0;0;0;0;0;0;0;0;852;45;0;0;0;412;0;38;0;0;0;0;0;0;0;0;0;0;0;0;495;125;0;1;0;1.156;0;65;0;0;0;0;0;0;0;0;0;0;0;0;1.347
;11:Mais de 20,00;115;0;0;0;916;0;144;0;0;0;0;0;0;0;2;0;0;0;0;1.177;37;0;0;0;461;0;79;0;0;0;0;0;0;0;0;0;0;0;0;577;152;0;0;0;1.377;0;223;0;0;0;0;0;0;0;2;0;0;0;0;1.754
;{ñ class};225;2;0;0;107;0;7;4;0;1;0;0;0;0;0;1;0;0;0;347;130;0;0;0;12;0;5;0;0;0;0;0;0;0;0;11;0;0;0;158;355;2;0;0;119;0;12;4;0;1;0;0;0;0;0;12;0;0;0;505
