;;Sexo Trabalhador;Tipo Vínculo
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;10:CLT U/ PJ Ind;15:CLT U/ PF Ind;20:CLT R/ PJ Ind;25:CLT R/ PF Ind;30:Estatutário;31:Estatutário RGPS;35:Estatutário não Efetivo;40:Avulso;50:Temporário;55:Aprendiz;60:CLT U/ PJ Determinado;65:CLT U/ PF Determinado;70:CLT R/ PJ Determinado;75:CLT R/ PF Determinado;80:Diretor;90:Contrat Prazo Determinado;95:Contrat TMP Determinado;96:Contrat Lei Estadual;97:Contrat Lei Municipal;Total;10:CLT U/ PJ Ind;15:CLT U/ PF Ind;20:CLT R/ PJ Ind;25:CLT R/ PF Ind;30:Estatutário;31:Estatutário RGPS;35:Estatutário não Efetivo;40:Avulso;50:Temporário;55:Aprendiz;60:CLT U/ PJ Determinado;65:CLT U/ PF Determinado;70:CLT R/ PJ Determinado;75:CLT R/ PF Determinado;80:Diretor;90:Contrat Prazo Determinado;95:Contrat TMP Determinado;96:Contrat Lei Estadual;97:Contrat Lei Municipal;Total;10:CLT U/ PJ Ind;15:CLT U/ PF Ind;20:CLT R/ PJ Ind;25:CLT R/ PF Ind;30:Estatutário;31:Estatutário RGPS;35:Estatutário não Efetivo;40:Avulso;50:Temporário;55:Aprendiz;60:CLT U/ PJ Determinado;65:CLT U/ PF Determinado;70:CLT R/ PJ Determinado;75:CLT R/ PF Determinado;80:Diretor;90:Contrat Prazo Determinado;95:Contrat TMP Determinado;96:Contrat Lei Estadual;97:Contrat Lei Municipal;Total
;03:1,51 a 2,00;33.138;89;59;11;3.663;12;1.273;60;49;1;353;1;0;0;25;108;96;1;0;38.939;17.252;107;22;0;5.049;34;1.132;2;18;0;87;1;0;0;10;14;47;0;0;23.775;50.390;196;81;11;8.712;46;2.405;62;67;1;440;2;0;0;35;122;143;1;0;62.714
;04:2,01 a 3,00;31.302;19;103;4;4.759;66;4.074;133;30;0;250;1;0;0;9;22;99;0;0;40.871;11.321;32;12;0;5.975;115;2.786;0;5;0;62;0;0;0;5;2;16;1;0;20.332;42.623;51;115;4;10.734;181;6.860;133;35;0;312;1;0;0;14;24;115;1;0;61.203
;05:3,01 a 4,00;8.934;4;11;2;10.360;29;939;129;13;0;94;0;1;0;9;10;48;0;0;20.583;4.380;6;6;0;7.070;70;1.428;0;2;0;14;0;0;0;4;5;39;0;0;13.024;13.314;10;17;2;17.430;99;2.367;129;15;0;108;0;1;0;13;15;87;0;0;33.607
;06:4,01 a 5,00;3.972;1;5;0;9.726;26;902;90;2;0;35;0;1;0;7;8;47;1;0;14.823;2.556;3;1;0;6.524;31;1.696;0;0;0;14;0;0;0;2;13;57;0;0;10.897;6.528;4;6;0;16.250;57;2.598;90;2;0;49;0;1;0;9;21;104;1;0;25.720
;07:5,01 a 7,00;4.061;2;2;0;9.632;48;1.330;156;4;0;39;0;0;0;6;3;19;0;0;15.302;2.782;3;1;0;11.235;83;2.453;0;1;0;15;0;0;0;7;6;39;0;0;16.625;6.843;5;3;0;20.867;131;3.783;156;5;0;54;0;0;0;13;9;58;0;0;31.927
;08:7,01 a 10,00;2.855;0;2;0;10.033;103;255;141;0;0;25;0;0;0;7;4;4;1;0;13.430;1.940;1;1;0;10.807;185;407;0;1;0;22;0;0;0;3;3;5;0;0;13.375;4.795;1;3;0;20.840;288;662;141;1;0;47;0;0;0;10;7;9;1;0;26.805
;09:10,01 a 15,00;2.083;0;0;0;5.632;45;379;29;1;0;10;0;0;0;7;1;8;1;0;8.196;1.325;0;0;0;5.142;64;555;0;0;0;7;0;0;0;1;0;0;0;0;7.094;3.408;0;0;0;10.774;109;934;29;1;0;17;0;0;0;8;1;8;1;0;15.290
;10:15,01 a 20,00;724;0;0;0;2.396;45;51;0;0;0;0;0;0;0;6;0;0;0;0;3.222;406;0;0;0;1.645;73;73;0;0;0;0;0;0;0;2;0;0;0;0;2.199;1.130;0;0;0;4.041;118;124;0;0;0;0;0;0;0;8;0;0;0;0;5.421
;11:Mais de 20,00;793;0;0;0;3.149;40;179;0;0;0;3;0;0;0;22;0;0;3;0;4.189;250;0;0;0;2.280;44;153;0;0;0;0;0;0;0;3;0;0;1;0;2.731;1.043;0;0;0;5.429;84;332;0;0;0;3;0;0;0;25;0;0;4;0;6.920
;{ñ class};2.396;3;9;1;121;2;22;118;3;3;41;0;0;0;1;5;0;0;0;2.725;1.127;3;1;1;72;10;24;0;1;2;7;0;0;0;0;0;0;0;0;1.248;3.523;6;10;2;193;12;46;118;4;5;48;0;0;0;1;5;0;0;0;3.973
160030:Macapá - AP;Total;31.772;86;131;248;9.517;156;9.753;108;8;351;93;2;0;6;19;72;140;2;57;52.521;21.377;147;60;17;11.014;77;12.323;1;3;394;101;0;0;0;11;46;99;1;69;45.740;53.149;233;191;265;20.531;233;22.076;109;11;745;194;2;0;6;30;118;239;3;126;98.261
;00:Até 0,50;70;0;2;0;0;0;18;0;0;261;1;0;0;0;0;0;0;0;0;352;64;0;1;0;0;0;5;0;0;295;5;0;0;0;0;0;0;0;0;370;134;0;3;0;0;0;23;0;0;556;6;0;0;0;0;0;0;0;0;722
;01:0,51 a 1,00;1.481;24;28;98;1;10;287;62;1;88;8;0;0;3;2;14;87;0;3;2.197;1.310;13;2;6;7;12;446;1;0;92;3;0;0;0;3;5;18;0;2;1.920;2.791;37;30;104;8;22;733;63;1;180;11;0;0;3;5;19;105;0;5;4.117
;02:1,01 a 1,50;13.735;48;51;121;63;111;422;37;6;1;30;1;0;2;4;40;0;0;17;14.689;11.681;113;24;8;81;44;655;0;0;7;30;0;0;0;2;35;1;1;24;12.706;25.416;161;75;129;144;155;1.077;37;6;8;60;1;0;2;6;75;1;1;41;27.395
;03:1,51 a 2,00;5.586;9;12;20;475;18;400;6;0;0;19;0;0;1;3;11;0;1;13;6.574;3.460;19;3;2;849;8;653;0;1;0;44;0;0;0;1;4;0;0;9;5.053;9.046;28;15;22;1.324;26;1.053;6;1;0;63;0;0;1;4;15;0;1;22;11.627
;04:2,01 a 3,00;6.235;2;7;7;653;9;485;2;1;0;17;1;0;0;2;3;31;1;24;7.480;2.586;2;4;1;972;7;576;0;2;0;7;0;0;0;4;1;43;0;34;4.239;8.821;4;11;8;1.625;16;1.061;2;3;0;24;1;0;0;6;4;74;1;58;11.719
;05:3,01 a 4,00;2.013;3;6;1;700;3;583;1;0;0;10;0;0;0;2;0;3;0;0;3.325;869;0;2;0;912;4;975;0;0;0;6;0;0;0;1;1;15;0;0;2.785;2.882;3;8;1;1.612;7;1.558;1;0;0;16;0;0;0;3;1;18;0;0;6.110
;06:4,01 a 5,00;649;0;2;0;838;0;1.278;0;0;0;3;0;0;0;2;2;1;0;0;2.775;398;0;6;0;759;0;1.907;0;0;0;5;0;0;0;0;0;0;0;0;3.075;1.047;0;8;0;1.597;0;3.185;0;0;0;8;0;0;0;2;2;1;0;0;5.850
;07:5,01 a 7,00;749;0;7;0;2.995;3;2.541;0;0;0;2;0;0;0;2;2;2;0;0;6.303;434;0;5;0;3.790;1;3.127;0;0;0;0;0;0;0;0;0;3;0;0;7.360;1.183;0;12;0;6.785;4;5.668;0;0;0;2;0;0;0;2;2;5;0;0;13.663
;08:7,01 a 10,00;509;0;12;0;1.684;0;2.313;0;0;0;2;0;0;0;0;0;15;0;0;4.535;260;0;8;0;2.032;0;3.082;0;0;0;0;0;0;0;0;0;19;0;0;5.401;769;0;20;0;3.716;0;5.395;0;0;0;2;0;0;0;0;0;34;0;0;9.936
;09:10,01 a 15,00;228;0;4;0;1.052;2;884;0;0;0;0;0;0;0;0;0;1;0;0;2.171;119;0;2;0;993;1;580;0;0;0;0;0;0;0;0;0;0;0;0;1.695;347;0;6;0;2.045;3;1.464;0;0;0;0;0;0;0;0;0;1;0;0;3.866
;10:15,01 a 20,00;96;0;0;0;553;0;164;0;0;0;0;0;0;0;0;0;0;0;0;813;46;0;0;0;331;0;127;0;0;0;0;0;0;0;0;0;0;0;0;504;142;0;0;0;884;0;291;0;0;0;0;0;0;0;0;0;0;0;0;1.317
;11:Mais de 20,00;137;0;0;0;503;0;340;0;0;0;0;0;0;0;2;0;0;0;0;982;39;0;0;0;286;0;181;0;0;0;0;0;0;0;0;0;0;0;0;506;176;0;0;0;789;0;521;0;0;0;0;0;0;0;2;0;0;0;0;1.488
;{ñ class};284;0;0;1;0;0;38;0;0;1;1;0;0;0;0;0;0;0;0;325;111;0;3;0;2;0;9;0;0;0;1;0;0;0;0;0;0;0;0;126;395;0;3;1;2;0;47;0;0;1;2;0;0;0;0;0;0;0;0;451
172100:Palmas - TO;Total;32.686;290;66;98;22.229;71;2.097;0;7;584;588;8;1;4;3;21;67;5.230;472;64.522;21.371;424;5;16;29.581;110;2.223;0;14;521;325;0;1;0;3;30;83;9.364;326;64.397;54.057;714;71;114;51.810;181;4.320;0;21;1.105;913;8;2;4;6;51;150;14.594;798;128.919
;00:Até 0,50;193;0;0;0;1;0;1;0;0;295;2;0;0;0;0;0;0;1;0;493;153;0;0;0;6;0;0;0;0;295;1;0;0;0;0;1;0;0;2;458;346;0;0;0;7;0;1;0;0;590;3;0;0;0;0;1;0;1;2;951
;01:0,51 a 1,00;959;54;0;22;37;0;51;0;0;259;13;0;0;2;1;0;0;1.538;63;2.999;1.128;35;0;6;62;5;74;0;0;219;20;0;0;0;0;0;0;2.624;146;4.319;2.087;89;0;28;99;5;125;0;0;478;33;0;0;2;1;0;0;4.162;209;7.318
;02:1,01 a 1,50;10.770;105;32;49;1.677;2;170;0;1;28;184;4;0;2;0;3;0;1.053;352;14.432;11.163;237;1;8;2.586;6;184;0;1;5;132;0;0;0;1;5;0;1.934;111;16.374;21.933;342;33;57;4.263;8;354;0;2;33;316;4;0;2;1;8;0;2.987;463;30.806
;03:1,51 a 2,00;6.994;79;7;15;952;8;233;0;3;0;91;3;0;0;0;3;0;792;19;9.199;3.543;75;1;2;1.486;6;284;0;3;1;36;0;1;0;0;2;0;945;6;6.391;10.537;154;8;17;2.438;14;517;0;6;1;127;3;1;0;0;5;0;1.737;25;15.590
;04:2,01 a 3,00;7.971;31;20;8;2.260;26;425;0;1;0;167;1;1;0;0;10;4;296;6;11.227;2.393;51;1;0;4.826;39;402;0;2;0;38;0;0;0;2;13;10;632;17;8.426;10.364;82;21;8;7.086;65;827;0;3;0;205;1;1;0;2;23;14;928;23;19.653
;05:3,01 a 4,00;2.339;5;5;3;1.322;22;313;0;2;0;51;0;0;0;0;0;24;374;6;4.466;1.113;15;1;0;2.040;33;400;0;0;0;45;0;0;0;0;3;24;1.143;9;4.826;3.452;20;6;3;3.362;55;713;0;2;0;96;0;0;0;0;3;48;1.517;15;9.292
;06:4,01 a 5,00;1.045;6;0;0;2.123;2;248;0;0;0;21;0;0;0;0;3;25;771;4;4.248;614;2;0;0;4.623;1;304;0;0;0;18;0;0;0;0;4;38;1.818;2;7.424;1.659;8;0;0;6.746;3;552;0;0;0;39;0;0;0;0;7;63;2.589;6;11.672
;07:5,01 a 7,00;892;3;0;0;4.921;8;348;0;0;0;35;0;0;0;0;0;11;119;7;6.344;522;3;0;0;8.086;9;310;0;0;0;26;0;0;0;0;2;8;118;10;9.094;1.414;6;0;0;13.007;17;658;0;0;0;61;0;0;0;0;2;19;237;17;15.438
;08:7,01 a 10,00;560;2;0;0;3.632;3;149;0;0;0;14;0;0;0;0;2;2;33;2;4.399;316;0;1;0;2.201;6;184;0;3;0;7;0;0;0;0;0;3;32;3;2.756;876;2;1;0;5.833;9;333;0;3;0;21;0;0;0;0;2;5;65;5;7.155
;09:10,01 a 15,00;394;0;1;0;2.460;0;96;0;0;0;3;0;0;0;0;0;1;175;4;3.134;203;1;0;0;1.891;3;45;0;5;0;0;0;0;0;0;0;0;76;1;2.225;597;1;1;0;4.351;3;141;0;5;0;3;0;0;0;0;0;1;251;5;5.359
;10:15,01 a 20,00;145;0;0;0;966;0;44;0;0;0;0;0;0;0;0;0;0;10;0;1.165;67;0;0;0;801;0;31;0;0;0;1;0;0;0;0;0;0;16;2;918;212;0;0;0;1.767;0;75;0;0;0;1;0;0;0;0;0;0;26;2;2.083
;11:Mais de 20,00;115;2;0;0;1.849;0;19;0;0;0;0;0;0;0;1;0;0;67;2;2.055;35;2;0;0;950;0;4;0;0;0;0;0;0;0;0;0;0;23;1;1.015;150;4;0;0;2.799;0;23;0;0;0;0;0;0;0;1;0;0;90;3;3.070
;{ñ class};309;3;1;1;29;0;0;0;0;2;7;0;0;0;1;0;0;1;7;361;121;3;0;0;23;2;1;0;0;1;1;0;0;0;0;0;0;3;16;171;430;6;1;1;52;2;1;0;0;3;8;0;0;0;1;0;0;4;23;532
211130:São Luiz - MA;Total;135.972;127;48;55;34.865;141;7.680;918;2.931;1.179;1.644;1;2;2;29;710;92;58;16;186.470;87.376;297;37;11;41.763;69;9.571;9;4.741;1.103;1.235;3;1;0;15;150;77;14;32;146.504;223.348;424;85;66;76.628;210;17.251;927;7.672;2.282;2.879;4;3;2;44;860;169;72;48;332.974
;00:Até 0,50;178;0;0;0;15;0;2;38;0;203;0;0;0;0;0;0;0;0;0;436;211;0;0;0;13;0;2;0;2;185;3;0;0;0;0;0;0;0;1;417;389;0;0;0;28;0;4;38;2;388;3;0;0;0;0;0;0;0;1;853
;01:0,51 a 1,00;3.818;28;1;8;71;2;1.460;18;45;850;50;0;0;2;0;9;0;1;7;6.370;3.936;49;0;1;86;2;2.215;0;57;819;29;0;0;0;1;7;0;0;9;7.211;7.754;77;1;9;157;4;3.675;18;102;1.669;79;0;0;2;1;16;0;1;16;13.581
;02:1,01 a 1,50;53.214;51;24;22;765;9;1.385;48;1.721;123;693;0;1;0;7;205;1;0;4;58.273;50.264;182;19;7;853;4;1.793;6;3.135;97;542;3;1;0;3;109;3;1;5;57.027;103.478;233;43;29;1.618;13;3.178;54;4.856;220;1.235;3;2;0;10;314;4;1;9;115.300
;03:1,51 a 2,00;27.451;20;6;13;1.397;4;1.140;33;250;3;278;1;0;0;1;98;0;1;2;30.698;12.161;22;6;0;2.123;0;1.638;0;376;1;208;0;0;0;4;14;0;0;5;16.558;39.612;42;12;13;3.520;4;2.778;33;626;4;486;1;0;0;5;112;0;1;7;47.256
;04:2,01 a 3,00;24.343;10;7;4;4.066;20;1.131;69;547;0;291;0;0;0;1;333;11;0;2;30.835;8.607;25;7;0;7.241;4;1.288;0;877;0;226;0;0;0;3;10;8;0;1;18.297;32.950;35;14;4;11.307;24;2.419;69;1.424;0;517;0;0;0;4;343;19;0;3;49.132
;05:3,01 a 4,00;8.586;5;4;3;6.226;20;863;25;122;0;151;0;0;0;0;38;25;0;0;16.068;4.289;7;3;1;7.384;18;1.044;1;152;0;104;0;0;0;1;3;17;0;0;13.024;12.875;12;7;4;13.610;38;1.907;26;274;0;255;0;0;0;1;41;42;0;0;29.092
;06:4,01 a 5,00;4.048;7;0;0;7.036;21;487;25;23;0;44;0;0;0;1;7;28;0;0;11.727;1.947;1;1;1;8.429;9;558;0;17;0;49;0;0;0;0;1;34;1;1;11.049;5.995;8;1;1;15.465;30;1.045;25;40;0;93;0;0;0;1;8;62;1;1;22.776
;07:5,01 a 7,00;4.466;2;4;2;6.087;34;366;61;163;0;83;0;1;0;7;4;16;37;0;11.333;2.148;2;1;1;7.855;12;350;1;86;0;60;0;0;0;1;3;13;5;0;10.538;6.614;4;5;3;13.942;46;716;62;249;0;143;0;1;0;8;7;29;42;0;21.871
;08:7,01 a 10,00;3.056;1;2;1;3.792;13;358;100;23;0;21;0;0;0;3;3;7;15;0;7.395;1.378;2;0;0;3.799;8;307;0;18;0;9;0;0;0;0;0;1;6;0;5.528;4.434;3;2;1;7.591;21;665;100;41;0;30;0;0;0;3;3;8;21;0;12.923
;09:10,01 a 15,00;2.135;1;0;1;2.459;17;241;312;27;0;9;0;0;0;2;0;4;2;0;5.210;801;2;0;0;2.440;9;170;0;17;0;2;0;0;0;0;0;1;0;0;3.442;2.936;3;0;1;4.899;26;411;312;44;0;11;0;0;0;2;0;5;2;0;8.652
;10:15,01 a 20,00;829;1;0;0;1.310;0;57;135;2;0;0;0;0;0;3;0;0;2;0;2.339;340;3;0;0;726;1;42;1;1;0;0;0;0;0;1;0;0;0;0;1.115;1.169;4;0;0;2.036;1;99;136;3;0;0;0;0;0;4;0;0;2;0;3.454
;11:Mais de 20,00;804;1;0;0;1.626;1;187;19;6;0;2;0;0;0;4;0;0;0;0;2.650;187;2;0;0;807;2;157;0;3;0;1;0;0;0;1;0;0;0;0;1.160;991;3;0;0;2.433;3;344;19;9;0;3;0;0;0;5;0;0;0;0;3.810
;{ñ class};3.044;0;0;1;15;0;3;35;2;0;22;0;0;0;0;13;0;0;1;3.136;1.107;0;0;0;7;0;7;0;0;1;2;0;0;0;0;3;0;1;10;1.138;4.151;0;0;1;22;0;10;35;2;1;24;0;0;0;0;16;0;1;11;4.274
221100:Terezina - PI;Total;116.931;231;106;246;35.850;43;5.882;268;26;877;2.223;11;1;3;33;254;201;53;1;163.240;73.949;327;23;10;41.290;22;8.588;0;10;800;606;2;0;0;16;50;448;57;2;126.200;190.880;558;129;256;77.140;65;14.470;268;36;1.677;2.829;13;1;3;49;304;649;110;3;289.440
;00:Até 0,50;349;0;0;0;17;0;10;20;0;305;1;0;0;0;0;2;0;0;0;704;272;1;0;0;10;0;11;0;0;276;4;0;0;0;0;0;0;0;0;574;621;1;0;0;27;0;21;20;0;581;5;0;0;0;0;2;0;0;0;1.278
;01:0,51 a 1,00;4.353;26;4;51;241;0;205;103;3;517;231;0;0;2;2;22;0;0;0;5.760;3.658;30;2;4;95;0;285;0;0;485;26;1;0;0;3;6;0;0;0;4.595;8.011;56;6;55;336;0;490;103;3;1.002;257;1;0;2;5;28;0;0;0;10.355
;02:1,01 a 1,50;62.724;173;79;163;4.652;14;2.505;126;22;52;1.456;10;1;1;2;145;0;5;1;72.131;49.627;276;16;4;5.646;11;4.398;0;9;38;460;1;0;0;1;32;1;5;2;60.527;112.351;449;95;167;10.298;25;6.903;126;31;90;1.916;11;1;1;3;177;1;10;3;132.658
;03:1,51 a 2,00;19.775;21;14;21;3.619;6;839;8;0;1;310;1;0;0;2;43;2;0;0;24.662;7.915;14;4;0;5.569;5;1.063;0;0;1;41;0;0;0;1;6;16;0;0;14.635;27.690;35;18;21;9.188;11;1.902;8;0;2;351;1;0;0;3;49;18;0;0;39.297
;04:2,01 a 3,00;15.183;9;4;8;3.593;11;900;0;1;0;119;0;0;0;8;23;40;4;0;19.903;5.419;6;0;1;5.512;6;1.072;0;0;0;42;0;0;0;0;3;145;5;0;12.211;20.602;15;4;9;9.105;17;1.972;0;1;0;161;0;0;0;8;26;185;9;0;32.114
;05:3,01 a 4,00;4.357;0;2;2;7.444;2;325;3;0;0;36;0;0;0;0;1;78;44;0;12.294;2.275;0;0;0;9.098;0;522;0;0;0;12;0;0;0;1;2;148;47;0;12.105;6.632;0;2;2;16.542;2;847;3;0;0;48;0;0;0;1;3;226;91;0;24.399
;06:4,01 a 5,00;2.061;1;0;0;2.849;1;346;1;0;0;13;0;0;0;1;3;56;0;0;5.332;1.163;0;0;0;5.284;0;433;0;1;0;4;0;0;0;2;0;86;0;0;6.973;3.224;1;0;0;8.133;1;779;1;1;0;17;0;0;0;3;3;142;0;0;12.305
;07:5,01 a 7,00;2.404;0;2;0;3.114;2;302;0;0;0;14;0;0;0;2;1;19;0;0;5.860;1.306;0;1;1;3.337;0;368;0;0;0;5;0;0;0;2;0;36;0;0;5.056;3.710;0;3;1;6.451;2;670;0;0;0;19;0;0;0;4;1;55;0;0;10.916
;08:7,01 a 10,00;1.874;0;0;0;4.388;1;302;0;0;0;15;0;0;0;7;1;3;0;0;6.591;870;0;0;0;3.007;0;327;0;0;0;3;0;0;0;1;0;12;0;0;4.220;2.744;0;0;0;7.395;1;629;0;0;0;18;0;0;0;8;1;15;0;0;10.811
;09:10,01 a 15,00;1.298;0;0;0;3.168;6;94;1;0;0;5;0;0;0;1;0;3;0;0;4.576;592;0;0;0;2.268;0;60;0;0;0;3;0;0;0;5;0;4;0;0;2.932;1.890;0;0;0;5.436;6;154;1;0;0;8;0;0;0;6;0;7;0;0;7.508
;10:15,01 a 20,00;517;0;0;0;1.346;0;18;0;0;0;0;0;0;0;2;0;0;0;0;1.883;168;0;0;0;736;0;12;0;0;0;0;0;0;0;0;0;0;0;0;916;685;0;0;0;2.082;0;30;0;0;0;0;0;0;0;2;0;0;0;0;2.799
;11:Mais de 20,00;381;0;0;0;1.335;0;24;0;0;0;1;0;0;0;5;0;0;0;0;1.746;88;0;0;0;722;0;18;0;0;0;0;0;0;0;0;0;0;0;0;828;469;0;0;0;2.057;0;42;0;0;0;1;0;0;0;5;0;0;0;0;2.574
;{ñ class};1.655;1;1;1;84;0;12;6;0;2;22;0;0;0;1;13;0;0;0;1.798;596;0;0;0;6;0;19;0;0;0;6;0;0;0;0;1;0;0;0;628;2.251;1;1;1;90;0;31;6;0;2;28;0;0;0;1;14;0;0;0;2.426
230440:Fortaleza - CE;Total;374.094;592;102;33;63.758;114;3.536;713;330;4.216;3.287;2;2;6;99;549;453;12.885;632;465.403;255.523;2.013;37;8;69.255;123;3.784;83;184;4.397;1.126;10;1;0;38;531;285;16.951;3.922;358.271;629.617;2.605;139;41;133.013;237;7.320;796;514;8.613;4.413;12;3;6;137;1.080;738;29.836;4.554;823.674
;00:Até 0,50;1.032;2;0;0;20;0;25;23;2;928;5;0;0;0;2;0;0;1.094;9;3.142;933;4;0;0;15;0;19;0;1;1.065;3;0;0;0;1;0;0;1.387;15;3.443;1.965;6;0;0;35;0;44;23;3;1.993;8;0;0;0;3;0;0;2.481;24;6.585
;01:0,51 a 1,00;15.661;57;11;3;185;0;164;79;18;3.038;260;1;0;2;8;70;1;2.741;30;22.329;15.095;82;3;1;362;0;125;7;5;3.167;107;1;0;0;4;96;0;3.461;79;22.595;30.756;139;14;4;547;0;289;86;23;6.205;367;2;0;2;12;166;1;6.202;109;44.924
;02:1,01 a 1,50;186.081;366;44;24;3.282;1;263;186;228;179;1.609;1;1;4;4;214;224;2.407;92;195.210;156.949;1.609;15;3;14.015;0;381;69;82;122;658;9;1;0;4;182;136;3.171;471;177.877;343.030;1.975;59;27;17.297;1;644;255;310;301;2.267;10;2;4;8;396;360;5.578;563;373.087
;03:1,51 a 2,00;69.036;96;14;4;3.630;16;576;99;52;3;808;0;1;0;0;140;72;1.792;159;76.498;28.745;153;6;1;4.946;16;483;1;61;1;113;0;0;0;0;96;35;2.715;799;38.171;97.781;249;20;5;8.576;32;1.059;100;113;4;921;0;1;0;0;236;107;4.507;958;114.669
;04:2,01 a 3,00;49.795;33;10;1;3.720;56;737;214;16;0;321;0;0;0;13;91;18;2.605;150;57.780;22.058;90;0;1;8.264;62;717;4;10;1;137;0;0;0;0;130;8;3.386;970;35.838;71.853;123;10;2;11.984;118;1.454;218;26;1;458;0;0;0;13;221;26;5.991;1.120;93.618
;05:3,01 a 4,00;17.344;14;1;1;5.190;19;611;51;5;0;69;0;0;0;12;9;54;536;155;24.071;9.575;26;3;1;7.392;25;822;0;12;0;29;0;0;0;2;10;30;879;1.362;20.168;26.919;40;4;2;12.582;44;1.433;51;17;0;98;0;0;0;14;19;84;1.415;1.517;44.239
;06:4,01 a 5,00;7.846;5;2;0;19.475;4;331;4;2;0;68;0;0;0;7;8;32;85;13;27.882;5.842;15;0;1;5.597;4;381;1;6;0;16;0;0;0;2;5;35;101;139;12.145;13.688;20;2;1;25.072;8;712;5;8;0;84;0;0;0;9;13;67;186;152;40.027
;07:5,01 a 7,00;8.478;8;5;0;10.292;2;317;11;3;0;59;0;0;0;10;12;26;36;6;19.265;5.851;16;5;0;12.471;5;430;0;3;1;33;0;0;0;10;2;27;49;48;18.951;14.329;24;10;0;22.763;7;747;11;6;1;92;0;0;0;20;14;53;85;54;38.216
;08:7,01 a 10,00;6.214;3;8;0;5.861;8;168;6;1;0;48;0;0;0;9;2;9;1;7;12.345;3.643;3;0;0;6.600;4;194;1;0;0;13;0;0;0;6;0;7;6;6;10.483;9.857;6;8;0;12.461;12;362;7;1;0;61;0;0;0;15;2;16;7;13;22.828
;09:10,01 a 15,00;4.451;0;3;0;5.057;6;172;1;0;0;7;0;0;0;16;1;9;0;4;9.727;2.592;6;3;0;4.676;3;141;0;1;0;3;0;0;0;9;3;5;0;1;7.443;7.043;6;6;0;9.733;9;313;1;1;0;10;0;0;0;25;4;14;0;5;17.170
;10:15,01 a 20,00;2.031;3;1;0;2.700;1;81;1;0;0;4;0;0;0;3;0;5;0;0;4.830;1.112;0;0;0;2.029;2;51;0;0;0;0;0;0;0;0;0;2;0;0;3.196;3.143;3;1;0;4.729;3;132;1;0;0;4;0;0;0;3;0;7;0;0;8.026
;11:Mais de 20,00;1.859;2;3;0;4.304;0;74;0;0;0;3;0;0;0;13;0;3;0;0;6.261;597;3;0;0;2.870;1;18;0;0;0;0;0;0;0;0;0;0;0;0;3.489;2.456;5;3;0;7.174;1;92;0;0;0;3;0;0;0;13;0;3;0;0;9.750
;{ñ class};4.266;3;0;0;42;1;17;38;3;68;26;0;0;0;2;2;0;1.588;7;6.063;2.531;6;2;0;18;1;22;0;3;40;14;0;0;0;0;7;0;1.796;32;4.472;6.797;9;2;0;60;2;39;38;6;108;40;0;0;0;2;9;0;3.384;39;10.535
240810:Natal - RN;Total;123.340;434;80;92;37.044;230;1.308;244;86;1.240;1.250;22;4;0;26;78;333;0;0;165.811;84.687;646;11;6;35.918;284;1.381;66;83;1.622;946;15;1;0;20;65;327;0;0;126.078;208.027;1.080;91;98;72.962;514;2.689;310;169;2.862;2.196;37;5;0;46;143;660;0;0;291.889
;00:Até 0,50;323;0;0;0;52;3;0;8;0;707;13;0;0;0;0;1;0;0;0;1.107;345;0;0;0;45;8;0;1;0;968;26;0;0;0;0;3;1;0;0;1.397;668;0;0;0;97;11;0;9;0;1.675;39;0;0;0;0;4;1;0;0;2.504
;01:0,51 a 1,00;3.738;31;24;27;605;10;71;40;0;504;55;3;2;0;5;1;0;0;0;5.116;4.242;34;2;0;479;8;74;14;0;613;34;0;1;0;6;3;0;0;0;5.510;7.980;65;26;27;1.084;18;145;54;0;1.117;89;3;3;0;11;4;0;0;0;10.626
;02:1,01 a 1,50;60.091;288;41;59;1.238;17;166;62;74;25;829;15;1;0;0;49;0;0;0;62.955;52.073;496;5;6;2.027;13;178;31;76;29;678;13;0;0;2;31;0;0;0;55.658;112.164;784;46;65;3.265;30;344;93;150;54;1.507;28;1;0;2;80;0;0;0;118.613
;03:1,51 a 2,00;23.873;49;5;4;2.172;15;146;31;9;2;168;2;1;0;1;10;1;0;0;26.489;10.413;43;0;0;4.337;12;134;14;5;10;93;0;0;0;2;2;0;0;0;15.065;34.286;92;5;4;6.509;27;280;45;14;12;261;2;1;0;3;12;1;0;0;41.554
