;;Sexo Trabalhador;Tipo Vínculo
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;08:7,01 a 10,00;1.022;0;0;1;2.063;0;298;0;0;0;5;0;0;0;0;1;0;0;0;3.390;475;0;0;0;1.708;3;294;0;0;0;1;0;0;0;1;1;0;0;0;2.483;1.497;0;0;1;3.771;3;592;0;0;0;6;0;0;0;1;2;0;0;0;5.873
;09:10,01 a 15,00;504;1;0;0;1.791;1;95;0;0;0;5;0;0;0;2;0;0;0;0;2.399;226;1;0;0;1.139;2;134;0;0;0;3;0;0;0;2;0;0;0;0;1.507;730;2;0;0;2.930;3;229;0;0;0;8;0;0;0;4;0;0;0;0;3.906
;10:15,01 a 20,00;179;0;0;0;1.027;0;32;0;0;0;2;0;0;0;0;0;0;0;0;1.240;52;0;0;0;491;0;19;0;0;0;1;0;0;0;0;0;0;0;0;563;231;0;0;0;1.518;0;51;0;0;0;3;0;0;0;0;0;0;0;0;1.803
;11:Mais de 20,00;221;0;0;0;862;14;55;0;0;0;0;0;0;0;6;0;0;0;0;1.158;49;0;0;0;434;2;8;0;0;0;0;0;0;0;0;0;0;0;0;493;270;0;0;0;1.296;16;63;0;0;0;0;0;0;0;6;0;0;0;0;1.651
;{ñ class};2.804;3;1;10;26;0;22;0;0;36;76;0;0;0;4;28;0;0;0;3.010;1.581;5;0;1;73;1;29;0;0;40;39;0;0;0;4;23;0;0;0;1.796;4.385;8;1;11;99;1;51;0;0;76;115;0;0;0;8;51;0;0;0;4.806
120040:Rio Branco - AC;Total;29.932;666;22;257;11.499;1.285;4.604;1;0;269;752;0;0;1;7;234;5;129;27;49.690;21.182;192;6;20;11.422;2.286;6.987;0;0;251;663;0;0;0;4;41;12;120;106;43.292;51.114;858;28;277;22.921;3.571;11.591;1;0;520;1.415;0;0;1;11;275;17;249;133;92.982
;00:Até 0,50;48;0;0;0;4;0;0;0;0;138;0;0;0;0;0;0;0;0;1;191;44;0;0;0;2;0;0;0;0;133;1;0;0;0;0;0;0;0;0;180;92;0;0;0;6;0;0;0;0;271;1;0;0;0;0;0;0;0;1;371
;01:0,51 a 1,00;1.468;151;2;44;21;0;217;0;0;107;37;0;0;0;0;2;0;0;0;2.049;2.478;28;4;0;25;0;547;0;0;96;306;0;0;0;0;3;0;0;1;3.488;3.946;179;6;44;46;0;764;0;0;203;343;0;0;0;0;5;0;0;1;5.537
;02:1,01 a 1,50;12.561;333;15;169;412;69;725;0;0;3;381;0;0;1;0;11;0;0;6;14.686;10.186;112;2;17;980;155;589;0;0;9;186;0;0;0;1;8;0;0;40;12.285;22.747;445;17;186;1.392;224;1.314;0;0;12;567;0;0;1;1;19;0;0;46;26.971
;03:1,51 a 2,00;6.549;111;3;28;450;257;331;0;0;2;141;0;0;0;0;8;0;1;1;7.882;3.190;23;0;1;752;703;421;0;0;0;33;0;0;0;0;7;0;0;3;5.133;9.739;134;3;29;1.202;960;752;0;0;2;174;0;0;0;0;15;0;1;4;13.015
;04:2,01 a 3,00;3.762;46;1;12;1.266;401;1.608;0;0;0;48;0;0;0;1;7;0;20;7;7.179;2.000;16;0;0;2.622;617;3.152;0;0;0;22;0;0;0;2;4;1;13;41;8.490;5.762;62;1;12;3.888;1.018;4.760;0;0;0;70;0;0;0;3;11;1;33;48;15.669
;05:3,01 a 4,00;1.302;10;0;1;785;195;556;1;0;0;9;0;0;0;1;1;2;30;2;2.895;906;8;0;1;1.483;330;1.052;0;0;0;11;0;0;0;0;0;4;27;7;3.829;2.208;18;0;2;2.268;525;1.608;1;0;0;20;0;0;0;1;1;6;57;9;6.724
;06:4,01 a 5,00;631;1;0;0;1.318;142;352;0;0;0;4;0;0;0;1;0;2;40;0;2.491;424;2;0;0;1.640;201;430;0;0;0;5;0;0;0;0;2;6;26;0;2.736;1.055;3;0;0;2.958;343;782;0;0;0;9;0;0;0;1;2;8;66;0;5.227
;07:5,01 a 7,00;540;5;0;1;3.947;75;382;0;0;0;6;0;0;0;1;0;1;17;1;4.976;388;2;0;0;2.063;175;417;0;0;0;3;0;0;0;0;1;0;42;1;3.092;928;7;0;1;6.010;250;799;0;0;0;9;0;0;0;1;1;1;59;2;8.068
;08:7,01 a 10,00;384;1;0;0;1.679;33;147;0;0;0;4;0;0;0;1;1;0;20;8;2.278;227;1;0;0;1.174;55;158;0;0;0;0;0;0;0;0;0;1;9;13;1.638;611;2;0;0;2.853;88;305;0;0;0;4;0;0;0;1;1;1;29;21;3.916
;09:10,01 a 15,00;273;0;0;0;900;59;126;0;0;0;2;0;0;0;0;0;0;1;1;1.362;148;0;0;0;420;33;106;0;0;0;0;0;0;0;0;0;0;3;0;710;421;0;0;0;1.320;92;232;0;0;0;2;0;0;0;0;0;0;4;1;2.072
;10:15,01 a 20,00;80;0;0;0;294;44;67;0;0;0;1;0;0;0;0;0;0;0;0;486;53;0;0;0;96;8;29;0;0;0;0;0;0;0;0;0;0;0;0;186;133;0;0;0;390;52;96;0;0;0;1;0;0;0;0;0;0;0;0;672
;11:Mais de 20,00;91;0;0;0;412;10;15;0;0;0;0;0;0;0;2;0;0;0;0;530;32;0;0;0;156;8;16;0;0;0;0;0;0;0;0;0;0;0;0;212;123;0;0;0;568;18;31;0;0;0;0;0;0;0;2;0;0;0;0;742
;{ñ class};2.243;8;1;2;11;0;78;0;0;19;119;0;0;0;0;204;0;0;0;2.685;1.106;0;0;1;9;1;70;0;0;13;96;0;0;0;1;16;0;0;0;1.313;3.349;8;1;3;20;1;148;0;0;32;215;0;0;0;1;220;0;0;0;3.998
130260:Manaus - AM;Total;207.485;240;323;747;47.833;1.346;9.742;4;3.961;4.500;4.397;2;15;10;121;1.447;122;0;3.332;285.627;122.734;514;225;189;55.014;1.520;10.847;2;1.520;3.538;2.493;0;7;2;61;451;155;0;3.821;203.093;330.219;754;548;936;102.847;2.866;20.589;6;5.481;8.038;6.890;2;22;12;182;1.898;277;0;7.153;488.720
;00:Até 0,50;320;0;2;0;43;0;8;0;0;2.376;19;0;0;0;0;1;0;0;1;2.770;269;3;0;0;45;0;22;0;0;1.948;10;0;0;0;0;1;0;0;1;2.299;589;3;2;0;88;0;30;0;0;4.324;29;0;0;0;0;2;0;0;2;5.069
;01:0,51 a 1,00;4.345;29;9;49;109;197;247;0;9;1.737;189;0;3;0;15;44;0;0;40;7.022;4.794;48;8;18;119;188;264;0;5;1.288;120;0;1;0;7;9;0;0;20;6.889;9.139;77;17;67;228;385;511;0;14;3.025;309;0;4;0;22;53;0;0;60;13.911
;02:1,01 a 1,50;67.333;93;148;457;745;218;665;2;825;243;1.684;2;10;10;17;481;0;0;532;73.465;56.736;291;113;132;325;231;400;0;407;175;1.141;0;4;2;9;95;1;0;383;60.445;124.069;384;261;589;1.070;449;1.065;2;1.232;418;2.825;2;14;12;26;576;1;0;915;133.910
;03:1,51 a 2,00;47.424;34;57;137;6.785;113;1.191;0;2.186;16;982;0;0;0;10;393;0;0;1.115;60.443;23.452;69;22;24;10.167;123;1.216;2;739;16;424;0;1;0;9;204;1;0;749;37.218;70.876;103;79;161;16.952;236;2.407;2;2.925;32;1.406;0;1;0;19;597;1;0;1.864;97.661
;04:2,01 a 3,00;38.176;45;25;62;8.920;207;3.428;1;449;8;651;0;1;0;13;246;4;0;1.247;53.483;14.323;49;13;11;16.403;227;3.647;0;237;3;270;0;0;0;12;55;6;0;1.042;36.298;52.499;94;38;73;25.323;434;7.075;1;686;11;921;0;1;0;25;301;10;0;2.289;89.781
;05:3,01 a 4,00;13.690;9;30;24;3.270;103;1.088;1;78;3;215;0;1;0;1;109;77;0;120;18.819;6.178;18;3;2;5.349;116;1.209;0;32;1;111;0;0;0;2;25;84;0;115;13.245;19.868;27;33;26;8.619;219;2.297;1;110;4;326;0;1;0;3;134;161;0;235;32.064
;06:4,01 a 5,00;6.955;9;8;7;3.677;121;1.554;0;45;0;55;0;0;0;2;21;16;0;189;12.659;3.232;14;3;1;5.415;111;2.131;0;39;0;37;0;0;0;2;22;42;0;1.160;12.209;10.187;23;11;8;9.092;232;3.685;0;84;0;92;0;0;0;4;43;58;0;1.349;24.868
;07:5,01 a 7,00;7.196;2;3;2;8.044;134;720;0;26;1;95;0;0;0;6;23;14;0;40;16.306;3.647;8;0;1;7.413;211;995;0;23;0;93;0;0;0;4;7;12;0;175;12.589;10.843;10;3;3;15.457;345;1.715;0;49;1;188;0;0;0;10;30;26;0;215;28.895
;08:7,01 a 10,00;4.738;6;2;3;7.394;136;368;0;9;0;30;0;0;0;2;8;5;0;33;12.734;2.012;3;1;0;4.437;175;476;0;7;0;4;0;0;0;1;4;3;0;154;7.277;6.750;9;3;3;11.831;311;844;0;16;0;34;0;0;0;3;12;8;0;187;20.011
;09:10,01 a 15,00;2.936;12;2;0;3.941;83;309;0;6;0;15;0;0;0;3;11;4;0;8;7.330;1.065;8;0;0;2.540;104;335;0;1;0;3;0;0;0;1;2;4;0;7;4.070;4.001;20;2;0;6.481;187;644;0;7;0;18;0;0;0;4;13;8;0;15;11.400
;10:15,01 a 20,00;1.111;1;2;0;2.576;22;104;0;0;0;3;0;0;0;3;1;2;0;7;3.832;336;1;0;0;1.475;18;94;0;0;0;2;0;0;0;2;0;2;0;13;1.943;1.447;2;2;0;4.051;40;198;0;0;0;5;0;0;0;5;1;4;0;20;5.775
;11:Mais de 20,00;1.434;0;0;0;2.320;12;44;0;0;0;6;0;0;0;30;6;0;0;0;3.852;369;0;0;0;1.316;16;30;0;0;0;2;0;0;0;5;0;0;0;0;1.738;1.803;0;0;0;3.636;28;74;0;0;0;8;0;0;0;35;6;0;0;0;5.590
;{ñ class};11.827;0;35;6;9;0;16;0;328;116;453;0;0;0;19;103;0;0;0;12.912;6.321;2;62;0;10;0;28;0;30;107;276;0;1;0;7;27;0;0;2;6.873;18.148;2;97;6;19;0;44;0;358;223;729;0;1;0;26;130;0;0;2;19.785
140010:Boa Vista - RR;Total;23.856;125;39;210;12.430;428;4.446;45;0;468;573;0;3;0;10;18;61;1.267;0;43.979;17.762;135;15;49;17.799;1.657;4.794;3;3;413;400;1;2;0;5;15;74;1.999;0;45.126;41.618;260;54;259;30.229;2.085;9.240;48;3;881;973;1;5;0;15;33;135;3.266;0;89.105
;00:Até 0,50;37;0;0;0;4;1;5;0;0;192;3;0;0;0;0;0;0;0;0;242;45;0;0;0;4;5;9;0;0;194;6;0;0;0;0;0;0;4;0;267;82;0;0;0;8;6;14;0;0;386;9;0;0;0;0;0;0;4;0;509
;01:0,51 a 1,00;847;12;1;50;36;110;388;2;0;234;16;0;0;0;0;4;0;3;0;1.703;904;20;0;13;14;517;477;1;0;190;8;0;0;0;1;0;0;13;0;2.158;1.751;32;1;63;50;627;865;3;0;424;24;0;0;0;1;4;0;16;0;3.861
;02:1,01 a 1,50;11.722;71;20;110;1.126;192;1.136;2;0;1;280;0;2;0;2;5;1;197;0;14.867;10.666;97;9;32;1.729;738;1.330;0;1;6;240;1;2;0;0;6;0;417;0;15.274;22.388;168;29;142;2.855;930;2.466;2;1;7;520;1;4;0;2;11;1;614;0;30.141
;03:1,51 a 2,00;4.570;26;4;32;641;51;339;9;0;0;122;0;1;0;1;2;0;163;0;5.961;2.451;9;2;3;676;182;294;2;0;1;49;0;0;0;0;1;0;319;0;3.989;7.021;35;6;35;1.317;233;633;11;0;1;171;0;1;0;1;3;0;482;0;9.950
;04:2,01 a 3,00;2.607;8;4;14;1.784;36;950;27;0;0;59;0;0;0;0;2;2;150;0;5.643;1.469;4;2;1;3.948;141;904;0;0;0;25;0;0;0;0;4;1;184;0;6.683;4.076;12;6;15;5.732;177;1.854;27;0;0;84;0;0;0;0;6;3;334;0;12.326
;05:3,01 a 4,00;1.003;5;0;3;1.220;16;476;3;0;0;25;0;0;0;1;1;36;525;0;3.314;668;1;0;0;2.301;23;584;0;0;0;19;0;0;0;1;1;56;637;0;4.291;1.671;6;0;3;3.521;39;1.060;3;0;0;44;0;0;0;2;2;92;1.162;0;7.605
;06:4,01 a 5,00;475;2;0;1;1.225;7;444;1;0;0;5;0;0;0;0;0;12;200;0;2.372;256;2;0;0;2.497;27;471;0;1;0;1;0;0;0;0;2;13;353;0;3.623;731;4;0;1;3.722;34;915;1;1;0;6;0;0;0;0;2;25;553;0;5.995
;07:5,01 a 7,00;427;0;0;0;2.170;0;301;1;0;0;5;0;0;0;1;2;4;22;0;2.933;230;0;0;0;2.958;8;339;0;1;0;21;0;0;0;0;0;1;58;0;3.616;657;0;0;0;5.128;8;640;1;1;0;26;0;0;0;1;2;5;80;0;6.549
;08:7,01 a 10,00;229;0;1;0;1.779;8;149;0;0;0;3;0;0;0;0;0;3;5;0;2.177;154;1;0;0;1.969;4;179;0;0;0;1;0;0;0;0;0;2;13;0;2.323;383;1;1;0;3.748;12;328;0;0;0;4;0;0;0;0;0;5;18;0;4.500
;09:10,01 a 15,00;143;0;0;0;1.246;5;134;0;0;0;1;0;0;0;0;0;2;0;0;1.531;80;0;0;0;1.030;2;137;0;0;0;0;0;0;0;0;0;1;0;0;1.250;223;0;0;0;2.276;7;271;0;0;0;1;0;0;0;0;0;3;0;0;2.781
;10:15,01 a 20,00;44;0;0;0;618;0;80;0;0;0;0;0;0;0;0;0;1;0;0;743;27;0;0;0;316;1;42;0;0;0;0;0;0;0;0;0;0;0;0;386;71;0;0;0;934;1;122;0;0;0;0;0;0;0;0;0;1;0;0;1.129
;11:Mais de 20,00;88;0;0;0;552;0;28;0;0;0;0;0;0;0;3;0;0;0;0;671;35;0;0;0;275;0;14;0;0;0;0;0;0;0;3;0;0;0;0;327;123;0;0;0;827;0;42;0;0;0;0;0;0;0;6;0;0;0;0;998
;{ñ class};1.664;1;9;0;29;2;16;0;0;41;54;0;0;0;2;2;0;2;0;1.822;777;1;2;0;82;9;14;0;0;22;30;0;0;0;0;1;0;1;0;939;2.441;2;11;0;111;11;30;0;0;63;84;0;0;0;2;3;0;3;0;2.761
150140:Belém - PA;Total;142.559;240;323;191;64.963;445;10.886;1.297;426;1.846;2.269;17;7;3;103;1.366;437;1;1;227.380;89.437;750;60;4;61.499;631;12.882;10;189;1.641;1.456;8;2;0;40;329;380;1;0;169.319;231.996;990;383;195;126.462;1.076;23.768;1.307;615;3.487;3.725;25;9;3;143;1.695;817;2;1;396.699
;00:Até 0,50;652;3;4;0;17;0;4;83;0;1.143;12;0;0;0;0;1;0;1;0;1.920;996;4;0;0;10;0;7;3;1;1.018;18;0;0;0;0;1;0;0;0;2.058;1.648;7;4;0;27;0;11;86;1;2.161;30;0;0;0;0;2;0;1;0;3.978
;01:0,51 a 1,00;4.523;26;48;71;560;0;320;237;7;603;79;1;3;2;7;32;0;0;0;6.519;4.306;55;7;1;607;0;512;6;0;547;81;1;0;0;6;28;0;0;0;6.157;8.829;81;55;72;1.167;0;832;243;7;1.150;160;2;3;2;13;60;0;0;0;12.676
;02:1,01 a 1,50;53.172;127;143;105;4.272;8;1.752;133;173;16;777;8;2;1;8;574;281;0;1;61.553;41.757;476;38;2;6.874;6;2.274;0;43;24;563;4;0;0;2;185;174;1;0;52.423;94.929;603;181;107;11.146;14;4.026;133;216;40;1.340;12;2;1;10;759;455;1;1;113.976
;03:1,51 a 2,00;31.465;49;53;6;4.032;5;1.356;99;61;0;561;7;0;0;23;441;0;0;0;38.158;15.805;150;7;1;5.946;6;1.600;1;6;0;316;1;1;0;9;52;1;0;0;23.902;47.270;199;60;7;9.978;11;2.956;100;67;0;877;8;1;0;32;493;1;0;0;62.060
;04:2,01 a 3,00;25.807;18;29;6;9.043;29;4.055;42;26;0;340;0;1;0;5;152;4;0;0;39.557;9.971;30;4;0;6.418;20;2.723;0;11;0;192;2;0;0;2;20;2;0;0;19.395;35.778;48;33;6;15.461;49;6.778;42;37;0;532;2;1;0;7;172;6;0;0;58.952
;05:3,01 a 4,00;6.922;6;10;1;12.258;20;1.027;25;3;0;118;1;0;0;11;36;51;0;0;20.489;4.179;16;0;0;8.331;6;1.791;0;9;0;71;0;1;0;4;17;73;0;0;14.498;11.101;22;10;1;20.589;26;2.818;25;12;0;189;1;1;0;15;53;124;0;0;34.987
;06:4,01 a 5,00;3.194;4;8;0;7.264;42;850;47;3;0;42;0;0;0;1;22;79;0;0;11.556;2.462;7;3;0;6.798;35;1.738;0;3;0;48;0;0;0;1;3;90;0;0;11.188;5.656;11;11;0;14.062;77;2.588;47;6;0;90;0;0;0;2;25;169;0;0;22.744
;07:5,01 a 7,00;3.341;2;5;0;8.848;110;736;108;0;0;70;0;1;0;6;14;8;0;0;13.249;2.411;3;1;0;11.113;184;1.173;0;2;0;37;0;0;0;5;2;16;0;0;14.947;5.752;5;6;0;19.961;294;1.909;108;2;0;107;0;1;0;11;16;24;0;0;28.196
;08:7,01 a 10,00;2.419;1;4;0;6.954;94;363;176;4;0;31;0;0;0;1;4;11;0;0;10.062;1.775;1;0;0;7.772;171;521;0;1;0;15;0;0;0;0;0;17;0;0;10.273;4.194;2;4;0;14.726;265;884;176;5;0;46;0;0;0;1;4;28;0;0;20.335
;09:10,01 a 15,00;1.712;2;2;0;5.901;58;267;110;0;0;12;0;0;0;7;2;2;0;0;8.075;1.053;1;0;0;4.015;93;425;0;0;0;2;0;0;0;2;1;4;0;0;5.596;2.765;3;2;0;9.916;151;692;110;0;0;14;0;0;0;9;3;6;0;0;13.671
;10:15,01 a 20,00;576;1;0;0;2.444;56;60;6;0;0;0;0;0;0;2;0;1;0;0;3.146;270;1;0;0;1.476;81;66;0;0;0;1;0;0;0;4;0;2;0;0;1.901;846;2;0;0;3.920;137;126;6;0;0;1;0;0;0;6;0;3;0;0;5.047
;11:Mais de 20,00;551;0;0;0;3.359;23;89;0;0;0;1;0;0;0;24;1;0;0;0;4.048;212;0;0;0;2.125;29;44;0;0;0;1;0;0;0;3;0;1;0;0;2.415;763;0;0;0;5.484;52;133;0;0;0;2;0;0;0;27;1;1;0;0;6.463
;{ñ class};8.225;1;17;2;11;0;7;231;149;84;226;0;0;0;8;87;0;0;0;9.048;4.240;6;0;0;14;0;8;0;113;52;111;0;0;0;2;20;0;0;0;4.566;12.465;7;17;2;25;0;15;231;262;136;337;0;0;0;10;107;0;0;0;13.614
160030:Macapá - AP;Total;28.504;74;35;128;20.567;123;4.538;116;11;454;470;0;1;0;10;474;36;12;11;55.564;20.100;103;9;4;24.313;73;5.900;1;1;371;179;2;0;0;8;506;44;4;22;51.640;48.604;177;44;132;44.880;196;10.438;117;12;825;649;2;1;0;18;980;80;16;33;107.204
;00:Até 0,50;71;1;0;0;140;0;4;7;0;337;1;0;0;0;0;6;0;0;0;567;65;2;0;0;53;1;2;0;0;267;1;0;0;0;0;22;0;0;0;413;136;3;0;0;193;1;6;7;0;604;2;0;0;0;0;28;0;0;0;980
;01:0,51 a 1,00;1.868;25;11;35;340;12;33;69;0;80;21;0;0;0;1;54;0;0;10;2.559;1.602;16;2;2;546;13;40;0;0;75;15;1;0;0;0;117;0;0;22;2.451;3.470;41;13;37;886;25;73;69;0;155;36;1;0;0;1;171;0;0;32;5.010
;02:1,01 a 1,50;13.840;33;13;79;440;104;213;30;7;6;153;0;0;0;1;236;0;10;0;15.165;11.338;58;4;2;718;41;585;1;0;7;75;1;0;0;2;191;0;3;0;13.026;25.178;91;17;81;1.158;145;798;31;7;13;228;1;0;0;3;427;0;13;0;28.191
;03:1,51 a 2,00;4.774;10;3;7;925;3;1.493;3;4;1;96;0;0;0;0;27;0;2;0;7.348;2.697;22;2;0;1.342;7;1.731;0;0;0;21;0;0;0;0;100;0;1;0;5.923;7.471;32;5;7;2.267;10;3.224;3;4;1;117;0;0;0;0;127;0;3;0;13.271
;04:2,01 a 3,00;3.897;4;4;6;1.259;0;1.162;0;0;0;54;0;0;0;3;107;1;0;1;6.498;1.782;3;0;0;1.558;6;1.501;0;1;0;18;0;0;0;1;25;0;0;0;4.895;5.679;7;4;6;2.817;6;2.663;0;1;0;72;0;0;0;4;132;1;0;1;11.393
;05:3,01 a 4,00;1.108;1;1;0;975;1;695;0;0;0;31;0;0;0;0;2;13;0;0;2.827;692;2;0;0;1.538;1;906;0;0;0;14;0;0;0;1;3;13;0;0;3.170;1.800;3;1;0;2.513;2;1.601;0;0;0;45;0;0;0;1;5;26;0;0;5.997
;06:4,01 a 5,00;431;0;1;0;2.062;1;156;0;0;0;8;0;0;0;0;16;10;0;0;2.685;404;0;0;0;2.855;1;277;0;0;0;2;0;0;0;0;6;19;0;0;3.564;835;0;1;0;4.917;2;433;0;0;0;10;0;0;0;0;22;29;0;0;6.249
;07:5,01 a 7,00;495;0;1;0;6.032;2;296;0;0;0;4;0;0;0;2;5;11;0;0;6.848;367;0;0;0;6.955;2;423;0;0;0;2;0;0;0;0;1;10;0;0;7.760;862;0;1;0;12.987;4;719;0;0;0;6;0;0;0;2;6;21;0;0;14.608
;08:7,01 a 10,00;428;0;0;0;4.125;0;202;0;0;0;0;0;0;0;0;1;0;0;0;4.756;219;0;0;0;5.986;0;206;0;0;0;3;0;0;0;0;0;2;0;0;6.416;647;0;0;0;10.111;0;408;0;0;0;3;0;0;0;0;1;2;0;0;11.172
;09:10,01 a 15,00;176;0;0;0;2.322;0;131;0;0;0;0;0;0;0;0;0;1;0;0;2.630;87;0;0;0;1.839;1;132;0;0;0;0;0;0;0;2;0;0;0;0;2.061;263;0;0;0;4.161;1;263;0;0;0;0;0;0;0;2;0;1;0;0;4.691
;10:15,01 a 20,00;70;0;0;0;850;0;33;0;0;0;0;0;0;0;0;0;0;0;0;953;40;0;0;0;409;0;28;0;0;0;0;0;0;0;0;0;0;0;0;477;110;0;0;0;1.259;0;61;0;0;0;0;0;0;0;0;0;0;0;0;1.430
;11:Mais de 20,00;83;0;0;0;846;0;119;0;0;0;0;0;0;0;2;0;0;0;0;1.050;30;0;0;0;459;0;68;0;0;0;0;0;0;0;1;0;0;0;0;558;113;0;0;0;1.305;0;187;0;0;0;0;0;0;0;3;0;0;0;0;1.608
;{ñ class};1.263;0;1;1;251;0;1;7;0;30;102;0;1;0;1;20;0;0;0;1.678;777;0;1;0;55;0;1;0;0;22;28;0;0;0;1;41;0;0;0;926;2.040;0;2;1;306;0;2;7;0;52;130;0;1;0;2;61;0;0;0;2.604
