;;Sexo Trabalhador;Tipo Vínculo
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;08:7,01 a 10,00;905;0;0;1;2.179;2;154;0;0;0;0;0;0;0;1;1;3;0;14;3.260;392;0;0;0;1.623;2;210;0;0;0;1;0;0;0;0;0;7;0;35;2.270;1.297;0;0;1;3.802;4;364;0;0;0;1;0;0;0;1;1;10;0;49;5.530
;09:10,01 a 15,00;472;1;0;0;2.085;0;113;0;0;0;2;0;0;0;1;0;0;0;5;2.679;195;1;0;0;1.275;1;188;0;0;0;1;0;0;0;1;0;0;0;7;1.669;667;2;0;0;3.360;1;301;0;0;0;3;0;0;0;2;0;0;0;12;4.348
;10:15,01 a 20,00;170;0;0;0;1.107;1;48;0;0;0;0;0;0;0;0;0;0;0;0;1.326;53;0;0;0;536;0;39;0;0;0;1;0;0;0;0;0;0;0;5;634;223;0;0;0;1.643;1;87;0;0;0;1;0;0;0;0;0;0;0;5;1.960
;11:Mais de 20,00;247;0;0;0;1.001;0;97;0;0;0;0;0;0;0;6;0;0;0;0;1.351;45;0;0;0;400;0;28;0;0;0;0;0;0;0;0;0;0;0;0;473;292;0;0;0;1.401;0;125;0;0;0;0;0;0;0;6;0;0;0;0;1.824
;{ñ class};3.226;3;2;10;23;1;25;1;1;28;72;0;0;0;7;32;0;0;0;3.431;2.222;6;0;0;44;0;24;0;0;43;51;0;0;0;8;8;0;0;0;2.406;5.448;9;2;10;67;1;49;1;1;71;123;0;0;0;15;40;0;0;0;5.837
120040:Rio Branco - AC;Total;30.261;612;28;252;13.317;1.228;4.951;0;1;451;1.051;0;0;3;8;257;23;0;76;52.519;21.668;177;2;20;14.692;2.180;7.606;0;0;328;589;0;0;0;5;34;43;6;177;47.527;51.929;789;30;272;28.009;3.408;12.557;0;1;779;1.640;0;0;3;13;291;66;6;253;100.046
;00:Até 0,50;100;9;1;1;3;0;2;0;0;250;24;0;0;0;0;2;0;0;0;392;95;2;0;0;3;0;0;0;0;203;9;0;0;0;0;0;0;0;0;312;195;11;1;1;6;0;2;0;0;453;33;0;0;0;0;2;0;0;0;704
;01:0,51 a 1,00;3.279;152;7;51;35;0;233;0;0;156;229;0;0;3;0;0;0;0;9;4.154;4.502;44;0;4;101;2;674;0;0;96;193;0;0;0;0;4;0;0;11;5.631;7.781;196;7;55;136;2;907;0;0;252;422;0;0;3;0;4;0;0;20;9.785
;02:1,01 a 1,50;11.630;289;12;163;371;61;627;0;1;4;387;0;0;0;0;13;0;0;36;13.594;8.618;87;1;12;896;110;441;0;0;3;150;0;0;0;2;20;0;0;76;10.416;20.248;376;13;175;1.267;171;1.068;0;1;7;537;0;0;0;2;33;0;0;112;24.010
;03:1,51 a 2,00;6.195;87;5;20;449;110;528;0;0;0;125;0;0;0;1;122;1;0;8;7.651;2.899;16;1;2;1.083;278;523;0;0;0;28;0;0;0;1;3;1;0;49;4.884;9.094;103;6;22;1.532;388;1.051;0;0;0;153;0;0;0;2;125;2;0;57;12.535
;04:2,01 a 3,00;3.551;49;2;10;1.693;400;1.650;0;0;0;77;0;0;0;0;89;7;0;2;7.530;1.810;16;0;0;3.632;929;3.518;0;0;0;24;0;0;0;2;6;12;2;19;9.970;5.361;65;2;10;5.325;1.329;5.168;0;0;0;101;0;0;0;2;95;19;2;21;17.500
;05:3,01 a 4,00;1.054;5;0;2;1.139;202;492;0;0;0;18;0;0;0;2;19;9;0;2;2.944;719;6;0;1;2.189;347;951;0;0;0;12;0;0;0;0;0;24;1;3;4.253;1.773;11;0;3;3.328;549;1.443;0;0;0;30;0;0;0;2;19;33;1;5;7.197
;06:4,01 a 5,00;532;3;0;0;1.141;141;441;0;0;0;7;0;0;0;0;9;2;0;5;2.281;409;2;0;0;1.636;184;461;0;0;0;1;0;0;0;0;1;3;1;4;2.702;941;5;0;0;2.777;325;902;0;0;0;8;0;0;0;0;10;5;1;9;4.983
;07:5,01 a 7,00;490;6;0;1;4.066;103;358;0;0;0;2;0;0;0;2;2;1;0;7;5.038;332;2;0;0;1.992;204;430;0;0;0;2;0;0;0;0;0;0;1;8;2.971;822;8;0;1;6.058;307;788;0;0;0;4;0;0;0;2;2;1;1;15;8.009
;08:7,01 a 10,00;351;0;0;0;2.101;61;230;0;0;0;3;0;0;0;0;0;1;0;7;2.754;195;0;0;0;1.749;73;288;0;0;0;3;0;0;0;0;0;1;1;6;2.316;546;0;0;0;3.850;134;518;0;0;0;6;0;0;0;0;0;2;1;13;5.070
;09:10,01 a 15,00;217;0;0;0;1.342;96;223;0;0;0;2;0;0;0;0;0;2;0;0;1.882;114;0;0;0;935;36;235;0;0;0;0;0;0;0;0;0;2;0;0;1.322;331;0;0;0;2.277;132;458;0;0;0;2;0;0;0;0;0;4;0;0;3.204
;10:15,01 a 20,00;78;0;0;0;419;44;109;0;0;0;1;0;0;0;0;0;0;0;0;651;45;0;0;0;252;9;52;0;0;0;0;0;0;0;0;0;0;0;0;358;123;0;0;0;671;53;161;0;0;0;1;0;0;0;0;0;0;0;0;1.009
;11:Mais de 20,00;105;0;0;0;540;8;49;0;0;0;0;0;0;0;2;0;0;0;0;704;27;0;0;0;209;8;22;0;0;0;0;0;0;0;0;0;0;0;0;266;132;0;0;0;749;16;71;0;0;0;0;0;0;0;2;0;0;0;0;970
;{ñ class};2.679;12;1;4;18;2;9;0;0;41;176;0;0;0;1;1;0;0;0;2.944;1.903;2;0;1;15;0;11;0;0;26;167;0;0;0;0;0;0;0;1;2.126;4.582;14;1;5;33;2;20;0;0;67;343;0;0;0;1;1;0;0;1;5.070
130260:Manaus - AM;Total;214.184;274;208;787;48.712;1.308;7.464;1;5.132;3.936;5.625;2;14;8;112;1.432;78;0;3.250;292.527;124.130;471;143;186;56.000;1.553;10.565;1;3.186;3.358;3.046;1;7;1;60;562;83;0;4.031;207.384;338.314;745;351;973;104.712;2.861;18.029;2;8.318;7.294;8.671;3;21;9;172;1.994;161;0;7.281;499.911
;00:Até 0,50;833;20;2;1;43;0;11;0;40;2.200;187;0;0;0;0;43;0;0;6;3.386;624;4;0;0;52;0;13;0;19;1.899;125;0;0;0;0;5;0;0;7;2.748;1.457;24;2;1;95;0;24;0;59;4.099;312;0;0;0;0;48;0;0;13;6.134
;01:0,51 a 1,00;13.843;66;16;70;75;101;135;0;313;1.524;1.240;1;9;4;7;94;0;0;57;17.555;13.738;124;12;37;104;99;138;0;150;1.283;674;0;3;1;5;32;0;0;25;16.425;27.581;190;28;107;179;200;273;0;463;2.807;1.914;1;12;5;12;126;0;0;82;33.980
;02:1,01 a 1,50;70.707;86;64;442;748;328;371;1;2.090;72;1.886;1;3;3;12;505;0;0;513;77.832;51.932;182;46;113;1.363;369;458;1;1.250;59;917;0;3;0;8;197;1;0;409;57.308;122.639;268;110;555;2.111;697;829;2;3.340;131;2.803;1;6;3;20;702;1;0;922;135.140
;03:1,51 a 2,00;44.639;30;19;157;7.146;92;1.038;0;1.722;2;819;0;0;0;9;348;0;0;1.088;57.109;20.871;59;9;21;10.317;124;3.767;0;1.151;2;467;0;0;0;9;175;0;0;703;37.675;65.510;89;28;178;17.463;216;4.805;0;2.873;4;1.286;0;0;0;18;523;0;0;1.791;94.784
;04:2,01 a 3,00;35.780;32;24;73;9.727;195;2.175;0;462;2;525;0;0;1;8;251;31;0;1.278;50.564;14.048;50;8;9;16.499;219;1.723;0;344;0;279;1;0;0;8;59;26;0;1.380;34.653;49.828;82;32;82;26.226;414;3.898;0;806;2;804;1;0;1;16;310;57;0;2.658;85.217
;05:3,01 a 4,00;12.810;10;20;18;3.653;93;1.407;0;87;0;171;0;0;0;5;64;26;0;104;18.468;6.041;18;6;2;5.556;94;1.416;0;42;2;103;0;0;0;5;21;36;0;165;13.507;18.851;28;26;20;9.209;187;2.823;0;129;2;274;0;0;0;10;85;62;0;269;31.975
;06:4,01 a 5,00;6.681;8;5;10;4.046;128;839;0;50;0;49;0;0;0;3;22;14;0;121;11.976;3.324;12;1;1;5.763;131;1.133;0;66;0;43;0;0;0;2;10;14;0;953;11.453;10.005;20;6;11;9.809;259;1.972;0;116;0;92;0;0;0;5;32;28;0;1.074;23.429
;07:5,01 a 7,00;6.626;5;3;2;7.425;136;802;0;21;0;24;0;0;0;7;13;2;0;11;15.077;3.301;6;0;2;6.595;201;1.060;0;34;0;31;0;0;0;4;10;2;0;50;11.296;9.927;11;3;4;14.020;337;1.862;0;55;0;55;0;0;0;11;23;4;0;61;26.373
;08:7,01 a 10,00;4.455;3;2;4;7.021;126;275;0;9;0;14;0;0;0;1;20;1;0;56;11.987;1.780;4;1;1;4.074;188;348;0;12;0;10;0;0;0;1;14;0;0;313;6.746;6.235;7;3;5;11.095;314;623;0;21;0;24;0;0;0;2;34;1;0;369;18.733
;09:10,01 a 15,00;2.631;10;2;1;4.511;71;251;0;6;0;8;0;0;0;3;1;2;0;11;7.508;855;7;0;0;3.092;93;291;0;2;0;7;0;0;0;1;2;2;0;16;4.368;3.486;17;2;1;7.603;164;542;0;8;0;15;0;0;0;4;3;4;0;27;11.876
;10:15,01 a 20,00;940;0;2;0;2.322;30;66;0;1;0;2;0;0;0;1;1;2;0;1;3.368;288;0;0;0;1.334;27;69;0;0;0;1;0;0;0;0;0;2;0;5;1.726;1.228;0;2;0;3.656;57;135;0;1;0;3;0;0;0;1;1;4;0;6;5.094
;11:Mais de 20,00;1.156;0;0;0;1.924;8;19;0;0;0;1;0;0;0;24;3;0;0;1;3.136;219;0;0;0;1.154;8;6;0;0;0;0;0;0;0;4;0;0;0;2;1.393;1.375;0;0;0;3.078;16;25;0;0;0;1;0;0;0;28;3;0;0;3;4.529
;{ñ class};13.083;4;49;9;71;0;75;0;331;136;699;0;2;0;32;67;0;0;3;14.561;7.109;5;60;0;97;0;143;0;116;113;389;0;1;0;13;37;0;0;3;8.086;20.192;9;109;9;168;0;218;0;447;249;1.088;0;3;0;45;104;0;0;6;22.647
140010:Boa Vista - RR;Total;25.661;150;43;242;11.586;531;4.322;38;0;402;1.031;20;0;5;8;26;18;1.563;0;45.646;18.142;148;13;51;16.548;1.436;4.822;3;2;367;723;1;0;0;6;7;29;3.050;0;45.348;43.803;298;56;293;28.134;1.967;9.144;41;2;769;1.754;21;0;5;14;33;47;4.613;0;90.994
;00:Até 0,50;122;3;1;2;2;1;5;0;0;254;56;0;0;0;0;0;0;1;0;447;142;1;0;0;1;2;12;0;0;263;28;0;0;0;0;0;0;0;0;449;264;4;1;2;3;3;17;0;0;517;84;0;0;0;0;0;0;1;0;896
;01:0,51 a 1,00;2.760;39;1;64;29;8;334;2;0;123;250;6;0;1;0;0;0;10;0;3.627;2.852;42;1;7;20;17;423;0;0;92;194;0;0;0;1;0;0;18;0;3.667;5.612;81;2;71;49;25;757;2;0;215;444;6;0;1;1;0;0;28;0;7.294
;02:1,01 a 1,50;10.928;69;12;122;1.191;150;1.163;2;0;0;402;5;0;1;1;0;0;261;0;14.307;8.952;77;10;37;1.707;589;1.408;0;0;0;334;1;0;0;0;4;0;702;0;13.821;19.880;146;22;159;2.898;739;2.571;2;0;0;736;6;0;1;1;4;0;963;0;28.128
;03:1,51 a 2,00;4.535;16;13;27;555;92;398;4;0;0;125;8;0;3;1;23;0;177;0;5.977;2.225;7;0;5;660;289;448;0;0;0;77;0;0;0;0;0;0;215;0;3.926;6.760;23;13;32;1.215;381;846;4;0;0;202;8;0;3;1;23;0;392;0;9.903
;04:2,01 a 3,00;2.862;8;12;19;1.626;93;853;12;0;0;46;0;0;0;0;3;9;543;0;6.086;1.586;2;2;0;3.680;214;814;0;0;0;23;0;0;0;0;1;24;869;0;7.215;4.448;10;14;19;5.306;307;1.667;12;0;0;69;0;0;0;0;4;33;1.412;0;13.301
;05:3,01 a 4,00;1.052;8;0;5;1.231;51;527;7;0;0;13;1;0;0;1;0;6;388;0;3.290;680;5;0;1;2.390;73;631;0;0;0;11;0;0;0;1;1;4;787;0;4.584;1.732;13;0;6;3.621;124;1.158;7;0;0;24;1;0;0;2;1;10;1.175;0;7.874
;06:4,01 a 5,00;590;2;1;1;1.495;31;392;5;0;0;3;0;0;0;1;0;0;78;0;2.599;311;0;0;0;2.644;97;439;3;1;0;3;0;0;0;0;0;0;289;0;3.787;901;2;1;1;4.139;128;831;8;1;0;6;0;0;0;1;0;0;367;0;6.386
;07:5,01 a 7,00;434;1;1;0;1.609;35;283;6;0;0;5;0;0;0;0;0;0;59;0;2.433;268;3;0;0;2.240;74;283;0;1;0;6;0;0;0;0;0;1;119;0;2.995;702;4;1;0;3.849;109;566;6;1;0;11;0;0;0;0;0;1;178;0;5.428
;08:7,01 a 10,00;267;2;0;0;1.679;21;148;0;0;0;1;0;0;0;0;0;3;10;0;2.131;156;5;0;0;1.836;30;188;0;0;0;1;0;0;0;0;0;0;19;0;2.235;423;7;0;0;3.515;51;336;0;0;0;2;0;0;0;0;0;3;29;0;4.366
;09:10,01 a 15,00;168;0;0;0;1.130;20;109;0;0;0;0;0;0;0;0;0;0;32;0;1.459;63;3;0;0;853;18;103;0;0;0;0;0;0;0;0;0;0;29;0;1.069;231;3;0;0;1.983;38;212;0;0;0;0;0;0;0;0;0;0;61;0;2.528
;10:15,01 a 20,00;52;0;0;0;533;6;76;0;0;0;0;0;0;0;0;0;0;4;0;671;29;1;0;0;291;4;43;0;0;0;0;0;0;0;0;0;0;2;0;370;81;1;0;0;824;10;119;0;0;0;0;0;0;0;0;0;0;6;0;1.041
;11:Mais de 20,00;80;0;0;0;500;22;28;0;0;0;1;0;0;0;2;0;0;0;0;633;28;0;0;0;221;21;15;0;0;0;0;0;0;0;4;0;0;0;0;289;108;0;0;0;721;43;43;0;0;0;1;0;0;0;6;0;0;0;0;922
;{ñ class};1.811;2;2;2;6;1;6;0;0;25;129;0;0;0;2;0;0;0;0;1.986;850;2;0;1;5;8;15;0;0;12;46;0;0;0;0;1;0;1;0;941;2.661;4;2;3;11;9;21;0;0;37;175;0;0;0;2;1;0;1;0;2.927
150140:Belém - PA;Total;146.388;273;295;168;66.209;437;10.597;1.418;470;1.640;2.336;8;11;3;118;1.065;538;0;1;231.975;88.705;684;72;3;59.579;663;13.064;11;425;1.587;1.269;2;2;0;45;369;259;0;0;166.739;235.093;957;367;171;125.788;1.100;23.661;1.429;895;3.227;3.605;10;13;3;163;1.434;797;0;1;398.714
;00:Até 0,50;1.119;1;1;0;15;0;2;113;6;995;88;0;0;0;0;3;0;0;0;2.343;1.209;5;0;0;13;0;1;0;8;1.008;79;0;0;0;0;5;0;0;0;2.328;2.328;6;1;0;28;0;3;113;14;2.003;167;0;0;0;0;8;0;0;0;4.671
;01:0,51 a 1,00;11.552;60;48;54;734;0;292;263;37;577;499;1;7;2;7;52;0;0;1;14.186;10.490;123;11;0;764;1;484;9;15;508;313;1;1;0;5;30;1;0;0;12.756;22.042;183;59;54;1.498;1;776;272;52;1.085;812;2;8;2;12;82;1;0;1;26.942
;02:1,01 a 1,50;53.958;143;142;98;3.964;6;1.924;166;84;7;817;6;2;1;7;438;343;0;0;62.106;37.694;404;41;1;6.479;7;2.477;1;36;12;438;1;1;0;5;124;181;0;0;47.902;91.652;547;183;99;10.443;13;4.401;167;120;19;1.255;7;3;1;12;562;524;0;0;110.008
;03:1,51 a 2,00;31.310;37;54;11;4.632;7;1.280;89;21;0;443;0;0;0;24;304;68;0;0;38.280;14.386;98;6;1;6.338;5;1.504;0;17;0;109;0;0;0;13;55;4;0;0;22.536;45.696;135;60;12;10.970;12;2.784;89;38;0;552;0;0;0;37;359;72;0;0;60.816
;04:2,01 a 3,00;22.760;14;13;4;8.804;36;3.580;60;21;0;170;0;1;0;5;170;81;0;0;35.719;8.811;23;5;0;6.534;20;2.888;0;16;0;97;0;0;0;1;36;29;0;0;18.460;31.571;37;18;4;15.338;56;6.468;60;37;0;267;0;1;0;6;206;110;0;0;54.179
;05:3,01 a 4,00;6.447;6;9;0;13.359;7;1.058;23;12;0;57;1;0;0;7;19;17;0;0;21.022;4.005;18;4;0;9.100;11;1.797;0;9;0;46;0;0;0;0;22;14;0;0;15.026;10.452;24;13;0;22.459;18;2.855;23;21;0;103;1;0;0;7;41;31;0;0;36.048
;06:4,01 a 5,00;2.986;5;0;0;8.305;43;897;34;0;0;24;0;0;0;2;8;21;0;0;12.325;2.306;6;2;0;6.794;42;1.716;0;1;0;9;0;0;0;2;4;21;0;0;10.903;5.292;11;2;0;15.099;85;2.613;34;1;0;33;0;0;0;4;12;42;0;0;23.228
;07:5,01 a 7,00;2.978;2;3;0;8.694;114;678;107;2;0;26;0;1;0;4;8;2;0;0;12.619;2.297;1;0;0;10.227;192;1.012;0;1;0;15;0;0;0;5;12;3;0;0;13.765;5.275;3;3;0;18.921;306;1.690;107;3;0;41;0;1;0;9;20;5;0;0;26.384
;08:7,01 a 10,00;2.209;2;1;0;6.353;91;371;191;1;0;11;0;0;0;1;5;6;0;0;9.242;1.430;1;0;0;6.792;175;579;0;0;0;12;0;0;0;0;0;6;0;0;8.995;3.639;3;1;0;13.145;266;950;191;1;0;23;0;0;0;1;5;12;0;0;18.237
;09:10,01 a 15,00;1.464;0;2;0;5.798;58;316;89;0;0;2;0;0;0;6;3;0;0;0;7.738;892;0;0;0;3.356;111;461;0;0;0;1;0;0;0;3;0;0;0;0;4.824;2.356;0;2;0;9.154;169;777;89;0;0;3;0;0;0;9;3;0;0;0;12.562
;10:15,01 a 20,00;485;1;0;0;2.239;53;97;4;0;0;0;0;0;0;3;0;0;0;0;2.882;263;1;0;0;1.267;78;88;0;0;0;2;0;0;0;5;0;0;0;0;1.704;748;2;0;0;3.506;131;185;4;0;0;2;0;0;0;8;0;0;0;0;4.586
;11:Mais de 20,00;567;0;0;0;3.298;22;95;0;0;0;1;0;0;0;18;0;0;0;0;4.001;193;0;0;0;1.905;21;56;0;0;0;0;0;0;0;2;0;0;0;0;2.177;760;0;0;0;5.203;43;151;0;0;0;1;0;0;0;20;0;0;0;0;6.178
;{ñ class};8.553;2;22;1;14;0;7;279;286;61;198;0;0;0;34;55;0;0;0;9.512;4.729;4;3;1;10;0;1;1;322;59;148;0;0;0;4;81;0;0;0;5.363;13.282;6;25;2;24;0;8;280;608;120;346;0;0;0;38;136;0;0;0;14.875
160030:Macapá - AP;Total;28.799;63;26;123;20.009;106;3.935;128;3;368;544;0;0;0;9;520;20;1;7;54.661;20.438;82;7;4;23.599;66;5.568;4;0;355;303;0;0;0;9;478;30;1;18;50.962;49.237;145;33;127;43.608;172;9.503;132;3;723;847;0;0;0;18;998;50;2;25;105.623
;00:Até 0,50;168;0;0;0;103;0;4;11;0;294;21;0;0;0;0;25;0;0;0;626;154;2;0;0;73;0;2;0;0;260;9;0;0;0;0;19;0;0;0;519;322;2;0;0;176;0;6;11;0;554;30;0;0;0;0;44;0;0;0;1.145
;01:0,51 a 1,00;4.181;25;3;33;470;10;35;62;1;39;159;0;0;0;0;79;0;0;0;5.097;3.751;31;2;1;817;10;16;1;0;48;111;0;0;0;0;47;0;0;0;4.835;7.932;56;5;34;1.287;20;51;63;1;87;270;0;0;0;0;126;0;0;0;9.932
;02:1,01 a 1,50;12.376;29;15;79;373;87;453;38;0;9;182;0;0;0;1;248;0;1;7;13.898;9.807;39;4;3;462;41;939;2;0;14;114;0;0;0;3;227;1;1;18;11.675;22.183;68;19;82;835;128;1.392;40;0;23;296;0;0;0;4;475;1;2;25;25.573
;03:1,51 a 2,00;4.193;3;3;6;706;4;848;11;0;0;40;0;0;0;1;26;0;0;0;5.841;2.393;6;1;0;1.123;6;972;1;0;1;15;0;0;0;0;42;0;0;0;4.560;6.586;9;4;6;1.829;10;1.820;12;0;1;55;0;0;0;1;68;0;0;0;10.401
;04:2,01 a 3,00;3.649;4;2;3;1.338;1;1.055;1;0;0;32;0;0;0;3;115;4;0;0;6.207;1.710;4;0;0;1.683;6;1.366;0;0;0;12;0;0;0;1;137;2;0;0;4.921;5.359;8;2;3;3.021;7;2.421;1;0;0;44;0;0;0;4;252;6;0;0;11.128
;05:3,01 a 4,00;1.022;1;1;0;1.410;2;443;0;0;0;4;0;0;0;0;9;5;0;0;2.897;611;0;0;0;2.220;1;895;0;0;0;3;0;0;0;1;4;15;0;0;3.750;1.633;1;1;0;3.630;3;1.338;0;0;0;7;0;0;0;1;13;20;0;0;6.647
;06:4,01 a 5,00;410;0;1;0;3.372;1;213;0;0;0;4;0;0;0;1;10;9;0;0;4.021;362;0;0;0;3.889;0;398;0;0;0;2;0;0;0;0;2;9;0;0;4.662;772;0;1;0;7.261;1;611;0;0;0;6;0;0;0;1;12;18;0;0;8.683
;07:5,01 a 7,00;450;0;0;0;4.978;1;299;0;0;0;3;0;0;0;0;5;1;0;0;5.737;303;0;0;0;6.377;0;377;0;0;0;0;0;0;0;0;0;3;0;0;7.060;753;0;0;0;11.355;1;676;0;0;0;3;0;0;0;0;5;4;0;0;12.797
;08:7,01 a 10,00;371;0;0;0;3.562;0;302;0;0;0;1;0;0;0;0;1;1;0;0;4.238;189;0;0;0;4.364;0;359;0;0;0;0;0;0;0;1;0;0;0;0;4.913;560;0;0;0;7.926;0;661;0;0;0;1;0;0;0;1;1;1;0;0;9.151
;09:10,01 a 15,00;154;0;0;0;1.920;0;104;0;0;0;0;0;0;0;0;0;0;0;0;2.178;69;0;0;0;1.721;1;124;0;0;0;0;0;0;0;0;0;0;0;0;1.915;223;0;0;0;3.641;1;228;0;0;0;0;0;0;0;0;0;0;0;0;4.093
;10:15,01 a 20,00;55;0;0;0;709;0;28;0;0;0;0;0;0;0;0;0;0;0;0;792;38;0;0;0;405;0;29;0;0;0;0;0;0;0;0;0;0;0;0;472;93;0;0;0;1.114;0;57;0;0;0;0;0;0;0;0;0;0;0;0;1.264
;11:Mais de 20,00;95;0;0;0;761;0;141;0;0;0;0;0;0;0;2;0;0;0;0;999;21;0;0;0;401;1;86;0;0;0;0;0;0;0;1;0;0;0;0;510;116;0;0;0;1.162;1;227;0;0;0;0;0;0;0;3;0;0;0;0;1.509
