;;Sexo Trabalhador;Tipo Vínculo
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;06:4,01 a 5,00;661;3;5;0;1.839;56;176;0;0;0;0;0;0;0;0;1;13;0;12;2.766;445;2;0;0;2.031;166;291;0;0;0;5;0;0;0;0;0;23;0;15;2.978;1.106;5;5;0;3.870;222;467;0;0;0;5;0;0;0;0;1;36;0;27;5.744
;07:5,01 a 7,00;643;3;2;0;1.990;89;297;0;1;0;0;0;0;1;0;1;2;0;0;3.029;429;1;0;0;2.271;213;434;0;0;0;2;0;0;0;0;0;2;0;1;3.353;1.072;4;2;0;4.261;302;731;0;1;0;2;0;0;1;0;1;4;0;1;6.382
;08:7,01 a 10,00;424;2;0;0;943;56;214;0;0;0;4;0;0;0;1;1;0;0;0;1.645;235;3;0;0;952;67;224;0;0;0;2;0;0;0;0;0;2;0;0;1.485;659;5;0;0;1.895;123;438;0;0;0;6;0;0;0;1;1;2;0;0;3.130
;09:10,01 a 15,00;310;0;1;0;845;74;177;0;0;0;3;0;0;0;0;0;0;0;0;1.410;162;0;0;0;674;20;211;0;0;0;2;1;0;0;0;0;0;0;0;1.070;472;0;1;0;1.519;94;388;0;0;0;5;1;0;0;0;0;0;0;0;2.480
;10:15,01 a 20,00;152;0;0;0;443;3;83;0;0;0;3;0;0;0;0;0;0;0;0;684;62;0;0;0;228;3;54;0;0;0;1;0;0;0;0;0;0;0;0;348;214;0;0;0;671;6;137;0;0;0;4;0;0;0;0;0;0;0;0;1.032
;11:Mais de 20,00;168;0;0;0;469;48;131;0;0;0;0;0;0;0;2;0;0;0;0;818;60;0;0;0;205;36;37;0;0;0;0;0;0;0;1;0;0;0;0;339;228;0;0;0;674;84;168;0;0;0;0;0;0;0;3;0;0;0;0;1.157
;{ñ class};668;12;1;6;48;1;5;0;0;4;2;0;0;0;0;0;0;0;0;747;305;2;0;0;49;2;1;0;0;0;2;0;0;0;0;1;0;0;0;362;973;14;1;6;97;3;6;0;0;4;4;0;0;0;0;1;0;0;0;1.109
130260:Manaus - AM;Total;205.927;357;122;789;45.178;1.222;10.627;40;1.981;3.705;1.543;6;0;4;101;881;138;0;3.366;275.987;130.144;787;114;201;54.516;1.355;13.782;9;1.469;2.882;782;2;1;0;62;772;149;0;3.915;210.942;336.071;1.144;236;990;99.694;2.577;24.409;49;3.450;6.587;2.325;8;1;4;163;1.653;287;0;7.281;486.929
;00:Até 0,50;304;0;2;1;6;0;7;0;0;1.972;6;0;0;0;1;8;0;0;0;2.307;280;0;0;0;5;0;13;2;1;1.615;0;0;0;0;0;5;0;0;1;1.922;584;0;2;1;11;0;20;2;1;3.587;6;0;0;0;1;13;0;0;1;4.229
;01:0,51 a 1,00;4.289;39;10;54;115;61;230;5;2;1.399;59;0;0;2;10;11;0;0;38;6.324;4.848;146;8;19;128;84;134;3;2;1.152;56;1;0;0;6;13;0;0;35;6.635;9.137;185;18;73;243;145;364;8;4;2.551;115;1;0;2;16;24;0;0;73;12.959
;02:1,01 a 1,50;72.452;164;52;374;1.867;258;535;14;960;321;643;5;0;2;4;153;3;0;363;78.170;68.700;406;77;143;4.358;289;743;2;664;110;303;1;1;0;9;106;4;0;426;76.342;141.152;570;129;517;6.225;547;1.278;16;1.624;431;946;6;1;2;13;259;7;0;789;154.512
;03:1,51 a 2,00;43.882;50;28;238;6.255;146;1.976;15;749;4;418;0;0;0;12;436;0;0;949;55.158;21.673;90;20;31;10.088;136;3.520;2;549;2;140;0;0;0;9;460;4;0;786;37.510;65.555;140;48;269;16.343;282;5.496;17;1.298;6;558;0;0;0;21;896;4;0;1.735;92.668
;04:2,01 a 3,00;40.521;52;17;74;7.624;184;3.388;2;179;0;250;0;0;0;11;180;23;0;1.608;54.113;15.030;66;7;3;15.073;211;3.896;0;161;2;162;0;0;0;6;134;15;0;945;35.711;55.551;118;24;77;22.697;395;7.284;2;340;2;412;0;0;0;17;314;38;0;2.553;89.824
;05:3,01 a 4,00;14.620;14;6;27;3.994;114;1.349;1;35;0;66;1;0;0;10;38;71;0;245;20.591;6.335;35;0;1;6.597;116;1.449;0;32;0;50;0;0;0;6;17;82;0;1.077;15.797;20.955;49;6;28;10.591;230;2.798;1;67;0;116;1;0;0;16;55;153;0;1.322;36.388
;06:4,01 a 5,00;7.582;13;2;5;5.916;109;847;0;26;0;22;0;0;0;2;21;25;0;124;14.694;3.497;15;1;0;4.135;118;1.084;0;37;0;26;0;0;0;3;14;35;0;535;9.500;11.079;28;3;5;10.051;227;1.931;0;63;0;48;0;0;0;5;35;60;0;659;24.194
;07:5,01 a 7,00;7.619;2;0;7;6.730;128;1.125;1;17;1;50;0;0;0;11;18;6;0;13;15.728;3.856;12;1;1;4.986;168;1.761;0;13;0;29;0;0;0;3;4;6;0;35;10.875;11.475;14;1;8;11.716;296;2.886;1;30;1;79;0;0;0;14;22;12;0;48;26.603
;08:7,01 a 10,00;4.807;6;1;3;5.625;124;576;1;4;0;16;0;0;0;4;7;5;0;11;11.190;2.130;6;0;0;4.564;149;648;0;3;0;12;0;0;0;3;5;2;0;55;7.577;6.937;12;1;3;10.189;273;1.224;1;7;0;28;0;0;0;7;12;7;0;66;18.767
;09:10,01 a 15,00;3.076;10;3;0;3.818;52;385;0;1;0;2;0;0;0;3;2;2;0;2;7.356;1.141;5;0;0;2.404;65;404;0;0;0;2;0;0;0;0;2;1;0;3;4.027;4.217;15;3;0;6.222;117;789;0;1;0;4;0;0;0;3;4;3;0;5;11.383
;10:15,01 a 20,00;1.252;1;0;1;1.419;25;127;0;1;0;3;0;0;0;2;0;3;0;12;2.846;353;2;0;0;1.039;17;87;0;0;0;0;0;0;0;2;0;0;0;17;1.517;1.605;3;0;1;2.458;42;214;0;1;0;3;0;0;0;4;0;3;0;29;4.363
;11:Mais de 20,00;1.688;4;0;0;1.714;21;74;1;0;0;2;0;0;0;24;0;0;0;0;3.528;276;2;0;0;1.016;2;37;0;0;0;1;0;0;0;6;0;0;0;0;1.340;1.964;6;0;0;2.730;23;111;1;0;0;3;0;0;0;30;0;0;0;0;4.868
;{ñ class};3.835;2;1;5;95;0;8;0;7;8;6;0;0;0;7;7;0;0;1;3.982;2.025;2;0;3;123;0;6;0;7;1;1;0;0;0;9;12;0;0;0;2.189;5.860;4;1;8;218;0;14;0;14;9;7;0;0;0;16;19;0;0;1;6.171
140010:Boa Vista - RR;Total;23.049;141;16;140;12.389;947;3.957;13;3;345;121;0;0;4;15;6;71;1.235;0;42.452;17.278;172;8;28;16.840;1.043;4.633;0;3;371;150;1;0;0;11;2;50;1.602;0;42.192;40.327;313;24;168;29.229;1.990;8.590;13;6;716;271;1;0;4;26;8;121;2.837;0;84.644
;00:Até 0,50;37;1;0;0;23;0;0;0;2;165;1;0;0;0;0;0;0;0;0;229;33;1;1;0;13;0;4;0;1;167;0;0;0;0;0;0;0;0;0;220;70;2;1;0;36;0;4;0;3;332;1;0;0;0;0;0;0;0;0;449
;01:0,51 a 1,00;928;11;4;21;56;23;282;0;0;179;1;0;0;0;1;2;4;1;0;1.513;1.070;45;1;6;34;24;303;0;0;197;11;0;0;0;4;0;0;1;0;1.696;1.998;56;5;27;90;47;585;0;0;376;12;0;0;0;5;2;4;2;0;3.209
;02:1,01 a 1,50;11.074;82;6;92;1.041;228;863;1;1;1;54;0;0;2;3;1;12;4;0;13.465;10.999;87;3;19;1.497;701;1.224;0;0;2;50;1;0;0;4;1;2;11;0;14.601;22.073;169;9;111;2.538;929;2.087;1;1;3;104;1;0;2;7;2;14;15;0;28.066
;03:1,51 a 2,00;4.909;24;3;8;678;44;530;0;0;0;29;0;0;1;1;2;10;314;0;6.553;1.971;14;2;2;826;26;614;0;0;0;25;0;0;0;0;1;0;299;0;3.780;6.880;38;5;10;1.504;70;1.144;0;0;0;54;0;0;1;1;3;10;613;0;10.333
;04:2,01 a 3,00;3.207;12;2;13;1.661;214;611;2;0;0;21;0;0;1;3;1;4;647;0;6.399;1.514;7;1;1;3.327;173;598;0;0;4;36;0;0;0;0;0;1;1.008;0;6.670;4.721;19;3;14;4.988;387;1.209;2;0;4;57;0;0;1;3;1;5;1.655;0;13.069
;05:3,01 a 4,00;1.001;5;0;4;1.356;201;597;9;0;0;6;0;0;0;1;0;33;183;0;3.396;657;3;0;0;2.151;16;673;0;0;0;13;0;0;0;2;0;45;160;0;3.720;1.658;8;0;4;3.507;217;1.270;9;0;0;19;0;0;0;3;0;78;343;0;7.116
;06:4,01 a 5,00;561;4;1;1;1.216;95;305;1;0;0;2;0;0;0;1;0;3;69;0;2.259;297;2;0;0;1.977;24;410;0;2;0;6;0;0;0;0;0;1;95;0;2.814;858;6;1;1;3.193;119;715;1;2;0;8;0;0;0;1;0;4;164;0;5.073
;07:5,01 a 7,00;428;1;0;1;3.193;76;345;0;0;0;5;0;0;0;1;0;2;10;0;4.062;302;5;0;0;4.429;40;391;0;0;0;7;0;0;0;0;0;0;13;0;5.187;730;6;0;1;7.622;116;736;0;0;0;12;0;0;0;1;0;2;23;0;9.249
;08:7,01 a 10,00;290;0;0;0;1.314;36;173;0;0;0;1;0;0;0;0;0;0;1;0;1.815;154;3;0;0;1.365;17;194;0;0;0;1;0;0;0;0;0;0;8;0;1.742;444;3;0;0;2.679;53;367;0;0;0;2;0;0;0;0;0;0;9;0;3.557
;09:10,01 a 15,00;179;0;0;0;881;19;119;0;0;0;1;0;0;0;1;0;3;2;0;1.205;90;4;0;0;710;17;150;0;0;0;0;0;0;0;0;0;1;3;0;975;269;4;0;0;1.591;36;269;0;0;0;1;0;0;0;1;0;4;5;0;2.180
;10:15,01 a 20,00;71;0;0;0;475;6;55;0;0;0;0;0;0;0;0;0;0;3;0;610;41;0;0;0;260;3;37;0;0;1;1;0;0;0;0;0;0;1;0;344;112;0;0;0;735;9;92;0;0;1;1;0;0;0;0;0;0;4;0;954
;11:Mais de 20,00;149;0;0;0;465;4;62;0;0;0;0;0;0;0;3;0;0;0;0;683;44;0;0;0;229;2;19;0;0;0;0;0;0;0;1;0;0;0;0;295;193;0;0;0;694;6;81;0;0;0;0;0;0;0;4;0;0;0;0;978
;{ñ class};215;1;0;0;30;1;15;0;0;0;0;0;0;0;0;0;0;1;0;263;106;1;0;0;22;0;16;0;0;0;0;0;0;0;0;0;0;3;0;148;321;2;0;0;52;1;31;0;0;0;0;0;0;0;0;0;0;4;0;411
150140:Belém - PA;Total;147.363;371;287;239;64.987;370;11.814;999;235;1.776;1.217;13;10;3;100;195;332;3;0;230.314;95.532;828;110;13;63.952;544;13.878;7;223;1.634;630;4;1;0;49;95;232;7;0;177.739;242.895;1.199;397;252;128.939;914;25.692;1.006;458;3.410;1.847;17;11;3;149;290;564;10;0;408.053
;00:Até 0,50;538;1;1;0;10;0;4;42;1;1.021;3;0;0;0;0;1;0;1;0;1.623;824;7;1;0;8;1;3;0;5;1.038;1;0;0;0;1;4;0;0;0;1.893;1.362;8;2;0;18;1;7;42;6;2.059;4;0;0;0;1;5;0;1;0;3.516
;01:0,51 a 1,00;4.873;45;18;75;602;0;968;150;22;728;54;1;2;0;7;5;3;0;0;7.553;4.050;66;4;3;417;2;1.625;1;21;570;36;1;0;0;3;1;1;1;0;6.802;8.923;111;22;78;1.019;2;2.593;151;43;1.298;90;2;2;0;10;6;4;1;0;14.355
;02:1,01 a 1,50;58.877;233;129;139;5.103;3;1.354;85;166;23;480;7;5;3;4;76;139;1;0;66.827;49.614;637;73;10;8.809;3;1.381;1;158;26;334;3;1;0;3;37;56;4;0;61.150;108.491;870;202;149;13.912;6;2.735;86;324;49;814;10;6;3;7;113;195;5;0;127.977
;03:1,51 a 2,00;30.942;61;35;17;3.852;18;1.533;70;26;0;354;3;1;0;21;64;38;0;0;37.035;15.966;83;10;0;4.650;10;1.250;2;9;0;134;0;0;0;13;20;16;0;0;22.163;46.908;144;45;17;8.502;28;2.783;72;35;0;488;3;1;0;34;84;54;0;0;59.198
;04:2,01 a 3,00;28.219;17;77;4;5.965;24;3.654;102;11;0;137;2;1;0;8;31;21;0;0;38.273;10.748;24;15;0;6.017;18;2.623;2;17;0;55;0;0;0;5;26;3;1;0;19.554;38.967;41;92;4;11.982;42;6.277;104;28;0;192;2;1;0;13;57;24;1;0;57.827
;05:3,01 a 4,00;8.178;5;9;1;12.293;19;1.164;73;3;0;71;0;0;0;14;6;42;0;0;21.878;4.332;5;3;0;7.805;18;1.815;0;0;0;14;0;0;0;4;4;47;0;0;14.047;12.510;10;12;1;20.098;37;2.979;73;3;0;85;0;0;0;18;10;89;0;0;35.925
;06:4,01 a 5,00;3.671;1;2;0;7.911;22;1.127;78;2;0;20;0;1;0;8;5;62;0;0;12.910;2.578;1;1;0;6.918;30;2.100;0;6;0;16;0;0;0;4;2;82;0;0;11.738;6.249;2;3;0;14.829;52;3.227;78;8;0;36;0;1;0;12;7;144;0;0;24.648
;07:5,01 a 7,00;3.762;2;3;0;10.153;72;1.192;155;0;0;28;0;0;0;2;0;15;0;0;15.384;2.637;2;2;0;11.569;120;2.013;0;2;0;18;0;0;0;7;0;25;0;0;16.395;6.399;4;5;0;21.722;192;3.205;155;2;0;46;0;0;0;9;0;40;0;0;31.779
;08:7,01 a 10,00;2.555;0;1;0;8.412;75;388;98;1;0;25;0;0;0;1;1;8;0;0;11.565;1.759;0;0;0;9.500;154;540;0;3;0;15;0;0;0;0;1;2;0;0;11.974;4.314;0;1;0;17.912;229;928;98;4;0;40;0;0;0;1;2;10;0;0;23.539
;09:10,01 a 15,00;1.894;0;0;0;5.638;49;234;3;0;0;7;0;0;0;8;1;2;0;0;7.836;1.188;0;0;0;4.600;78;365;0;1;0;3;0;0;0;2;0;0;0;0;6.237;3.082;0;0;0;10.238;127;599;3;1;0;10;0;0;0;10;1;2;0;0;14.073
;10:15,01 a 20,00;659;0;0;0;2.249;58;81;0;0;0;0;0;0;0;3;1;0;1;0;3.052;364;0;0;0;1.573;74;94;0;0;0;0;0;0;0;2;0;0;1;0;2.108;1.023;0;0;0;3.822;132;175;0;0;0;0;0;0;0;5;1;0;2;0;5.160
;11:Mais de 20,00;707;0;0;0;2.777;30;106;0;0;0;1;0;0;0;22;0;1;0;0;3.644;219;0;0;0;2.066;35;62;0;0;0;0;0;0;0;4;0;0;0;0;2.386;926;0;0;0;4.843;65;168;0;0;0;1;0;0;0;26;0;1;0;0;6.030
;{ñ class};2.488;6;12;3;22;0;9;143;3;4;37;0;0;0;2;4;1;0;0;2.734;1.253;3;1;0;20;1;7;1;1;0;4;0;0;0;1;0;0;0;0;1.292;3.741;9;13;3;42;1;16;144;4;4;41;0;0;0;3;4;1;0;0;4.026
160030:Macapá - AP;Total;29.072;66;145;247;20.008;131;4.778;93;12;320;128;0;0;2;18;107;145;11;25;55.308;20.945;143;56;14;23.534;69;6.560;0;6;318;108;0;0;0;8;120;107;4;18;52.010;50.017;209;201;261;43.542;200;11.338;93;18;638;236;0;0;2;26;227;252;15;43;107.318
;00:Até 0,50;76;1;9;0;179;0;9;0;0;217;2;0;0;0;0;0;0;0;0;493;79;2;4;0;40;0;18;0;0;231;1;0;0;0;0;0;0;0;0;375;155;3;13;0;219;0;27;0;0;448;3;0;0;0;0;0;0;0;0;868
;01:0,51 a 1,00;2.039;14;33;79;321;11;338;61;0;98;15;0;0;1;0;28;86;0;0;3.124;1.963;12;5;2;315;13;442;0;1;79;9;0;0;0;0;57;17;0;0;2.915;4.002;26;38;81;636;24;780;61;1;177;24;0;0;1;0;85;103;0;0;6.039
;02:1,01 a 1,50;13.599;44;55;139;491;103;783;26;7;4;62;0;0;1;2;60;0;11;11;15.398;11.769;110;14;11;688;37;1.205;0;1;8;70;0;0;0;4;57;1;4;9;13.988;25.368;154;69;150;1.179;140;1.988;26;8;12;132;0;0;1;6;117;1;15;20;29.386
;03:1,51 a 2,00;4.759;6;11;15;1.633;10;1.035;6;4;0;24;0;0;0;6;13;0;0;6;7.528;2.928;18;4;1;2.631;6;1.387;0;4;0;12;0;0;0;2;3;0;0;6;7.002;7.687;24;15;16;4.264;16;2.422;6;8;0;36;0;0;0;8;16;0;0;12;14.530
;04:2,01 a 3,00;5.049;1;13;13;4.175;3;1.426;0;1;0;15;0;0;0;2;2;36;0;8;10.744;2.120;1;6;0;5.456;10;2.299;0;0;0;8;0;0;0;0;2;58;0;3;9.963;7.169;2;19;13;9.631;13;3.725;0;1;0;23;0;0;0;2;4;94;0;11;20.707
;05:3,01 a 4,00;1.246;0;2;0;3.963;1;514;0;0;0;5;0;0;0;1;1;9;0;0;5.742;734;0;2;0;5.217;0;604;0;0;0;3;0;0;0;2;0;11;0;0;6.573;1.980;0;4;0;9.180;1;1.118;0;0;0;8;0;0;0;3;1;20;0;0;12.315
;06:4,01 a 5,00;525;0;1;0;1.943;0;116;0;0;0;3;0;0;0;2;1;3;0;0;2.594;380;0;3;0;2.318;0;114;0;0;0;4;0;0;0;0;1;8;0;0;2.828;905;0;4;0;4.261;0;230;0;0;0;7;0;0;0;2;2;11;0;0;5.422
;07:5,01 a 7,00;644;0;12;0;3.533;2;108;0;0;0;1;0;0;0;2;1;0;0;0;4.303;417;0;7;0;3.833;1;168;0;0;0;0;0;0;0;0;0;0;0;0;4.426;1.061;0;19;0;7.366;3;276;0;0;0;1;0;0;0;2;1;0;0;0;8.729
;08:7,01 a 10,00;457;0;5;0;1.527;1;165;0;0;0;0;0;0;0;0;1;11;0;0;2.167;221;0;9;0;1.537;1;156;0;0;0;0;0;0;0;0;0;12;0;0;1.936;678;0;14;0;3.064;2;321;0;0;0;0;0;0;0;0;1;23;0;0;4.103
;09:10,01 a 15,00;209;0;3;0;1.030;0;83;0;0;0;0;0;0;0;0;0;0;0;0;1.325;117;0;1;0;816;0;76;0;0;0;0;0;0;0;0;0;0;0;0;1.010;326;0;4;0;1.846;0;159;0;0;0;0;0;0;0;0;0;0;0;0;2.335
;10:15,01 a 20,00;94;0;1;0;534;0;45;0;0;0;0;0;0;0;0;0;0;0;0;674;44;0;0;0;321;1;24;0;0;0;0;0;0;0;0;0;0;0;0;390;138;0;1;0;855;1;69;0;0;0;0;0;0;0;0;0;0;0;0;1.064
;11:Mais de 20,00;128;0;0;0;608;0;93;0;0;0;0;0;0;0;2;0;0;0;0;831;36;0;0;0;356;0;43;0;0;0;0;0;0;0;0;0;0;0;0;435;164;0;0;0;964;0;136;0;0;0;0;0;0;0;2;0;0;0;0;1.266
;{ñ class};247;0;0;1;71;0;63;0;0;1;1;0;0;0;1;0;0;0;0;385;137;0;1;0;6;0;24;0;0;0;1;0;0;0;0;0;0;0;0;169;384;0;1;1;77;0;87;0;0;1;2;0;0;0;1;0;0;0;0;554
