;;Sexo Trabalhador;Tipo Vínculo
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;09:10,01 a 15,00;729;0;0;1;1.605;0;188;0;0;0;4;0;0;0;4;0;0;0;0;2.531;259;1;0;0;902;0;139;0;0;0;4;0;0;0;1;0;0;0;0;1.306;988;1;0;1;2.507;0;327;0;0;0;8;0;0;0;5;0;0;0;0;3.837
;10:15,01 a 20,00;314;0;0;0;884;0;62;0;0;0;1;0;0;0;2;0;0;0;0;1.263;89;0;0;0;466;0;26;0;0;0;0;0;0;0;0;0;0;0;0;581;403;0;0;0;1.350;0;88;0;0;0;1;0;0;0;2;0;0;0;0;1.844
;11:Mais de 20,00;329;0;0;0;1.549;0;53;0;0;0;0;0;0;0;2;0;0;0;0;1.933;49;0;0;0;769;0;22;0;0;0;0;0;0;0;3;0;0;0;0;843;378;0;0;0;2.318;0;75;0;0;0;0;0;0;0;5;0;0;0;0;2.776
;{ñ class};478;4;0;4;89;0;6;5;0;0;3;0;0;0;1;0;0;0;0;590;122;0;0;0;32;0;7;0;0;0;0;0;0;0;0;0;0;0;0;161;600;4;0;4;121;0;13;5;0;0;3;0;0;0;1;0;0;0;0;751
120040:Rio Branco - AC;Total;23.734;538;57;277;10.695;1;4.440;0;8;72;155;21;0;4;6;6;0;0;740;40.754;13.442;159;5;22;14.770;7;5.539;0;1;67;91;1;0;0;9;5;0;0;600;34.718;37.176;697;62;299;25.465;8;9.979;0;9;139;246;22;0;4;15;11;0;0;1.340;75.472
;00:Até 0,50;21;0;0;1;0;0;4;0;0;34;0;0;0;0;0;0;0;0;0;60;19;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;47;40;0;0;1;0;0;4;0;0;62;0;0;0;0;0;0;0;0;0;107
;01:0,51 a 1,00;573;177;3;74;2;0;9;0;5;35;7;9;0;2;0;2;0;0;4;902;478;41;1;9;0;0;8;0;0;38;10;1;0;0;0;2;0;0;0;588;1.051;218;4;83;2;0;17;0;5;73;17;10;0;2;0;4;0;0;4;1.490
;02:1,01 a 1,50;10.208;218;24;117;198;0;582;0;2;3;37;7;0;1;2;2;0;0;417;11.818;6.909;94;4;6;602;1;462;0;1;1;37;0;0;0;2;2;0;0;414;8.535;17.117;312;28;123;800;1;1.044;0;3;4;74;7;0;1;4;4;0;0;831;20.353
;03:1,51 a 2,00;5.184;86;9;54;816;0;1.195;0;1;0;27;3;0;1;0;0;0;0;141;7.517;1.845;14;0;3;1.796;0;1.422;0;0;0;8;0;0;0;2;0;0;0;81;5.171;7.029;100;9;57;2.612;0;2.617;0;1;0;35;3;0;1;2;0;0;0;222;12.688
;04:2,01 a 3,00;3.289;42;11;24;1.689;0;923;0;0;0;19;1;0;0;2;1;0;0;112;6.113;1.388;7;0;1;3.601;0;1.192;0;0;0;13;0;0;0;1;1;0;0;49;6.253;4.677;49;11;25;5.290;0;2.115;0;0;0;32;1;0;0;3;2;0;0;161;12.366
;05:3,01 a 4,00;1.598;11;5;3;1.131;0;384;0;0;0;14;0;0;0;0;0;0;0;25;3.171;803;3;0;2;1.352;1;769;0;0;0;8;0;0;0;0;0;0;0;24;2.962;2.401;14;5;5;2.483;1;1.153;0;0;0;22;0;0;0;0;0;0;0;49;6.133
;06:4,01 a 5,00;706;0;0;1;2.123;0;389;0;0;0;11;0;0;0;0;0;0;0;1;3.231;587;0;0;0;2.283;2;484;0;0;0;4;0;0;0;1;0;0;0;4;3.365;1.293;0;0;1;4.406;2;873;0;0;0;15;0;0;0;1;0;0;0;5;6.596
;07:5,01 a 7,00;742;1;3;0;2.082;0;394;0;0;0;12;0;0;0;0;1;0;0;22;3.257;722;0;0;0;2.504;1;593;0;0;0;9;0;0;0;1;0;0;0;17;3.847;1.464;1;3;0;4.586;1;987;0;0;0;21;0;0;0;1;1;0;0;39;7.104
;08:7,01 a 10,00;480;0;1;1;946;1;230;0;0;0;16;0;0;0;0;0;0;0;8;1.683;341;0;0;0;1.158;0;309;0;0;0;0;0;0;0;0;0;0;0;3;1.811;821;0;1;1;2.104;1;539;0;0;0;16;0;0;0;0;0;0;0;11;3.494
;09:10,01 a 15,00;362;0;1;0;644;0;156;0;0;0;6;0;0;0;1;0;0;0;10;1.180;181;0;0;0;971;0;191;0;0;0;0;0;0;0;0;0;0;0;8;1.351;543;0;1;0;1.615;0;347;0;0;0;6;0;0;0;1;0;0;0;18;2.531
;10:15,01 a 20,00;145;0;0;0;415;0;67;0;0;0;1;0;0;0;0;0;0;0;0;628;45;0;0;0;204;2;64;0;0;0;0;0;0;0;0;0;0;0;0;315;190;0;0;0;619;2;131;0;0;0;1;0;0;0;0;0;0;0;0;943
;11:Mais de 20,00;142;0;0;0;647;0;94;0;0;0;1;0;0;0;1;0;0;0;0;885;35;0;0;0;299;0;45;0;0;0;1;0;0;0;1;0;0;0;0;381;177;0;0;0;946;0;139;0;0;0;2;0;0;0;2;0;0;0;0;1.266
;{ñ class};284;3;0;2;2;0;13;0;0;0;4;1;0;0;0;0;0;0;0;309;89;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;92;373;3;0;3;2;0;13;0;0;0;5;1;0;0;1;0;0;0;0;401
130260:Manaus - AM;Total;186.990;232;144;605;41.350;407;6.873;364;2.916;1.466;1.931;17;12;14;164;424;18;36;1;243.964;100.896;524;50;158;54.259;202;10.167;3;2.398;1.034;542;7;6;3;74;126;15;11;0;170.475;287.886;756;194;763;95.609;609;17.040;367;5.314;2.500;2.473;24;18;17;238;550;33;47;1;414.439
;00:Até 0,50;239;0;0;0;24;0;2;0;26;550;3;0;0;0;0;0;0;0;0;844;175;0;0;0;29;0;8;0;41;404;3;0;0;0;0;1;0;0;0;661;414;0;0;0;53;0;10;0;67;954;6;0;0;0;0;1;0;0;0;1.505
;01:0,51 a 1,00;3.153;15;13;69;640;1;122;0;267;685;17;0;3;1;23;13;0;0;0;5.022;2.607;59;3;31;351;0;83;0;325;448;12;3;1;0;15;2;2;0;0;3.942;5.760;74;16;100;991;1;205;0;592;1.133;29;3;4;1;38;15;2;0;0;8.964
;02:1,01 a 1,50;47.976;115;55;303;2.663;15;201;0;926;228;231;4;1;11;20;139;6;7;0;52.901;43.905;379;26;108;4.725;20;333;1;992;173;171;3;0;3;11;45;5;0;0;50.900;91.881;494;81;411;7.388;35;534;1;1.918;401;402;7;1;14;31;184;11;7;0;103.801
;03:1,51 a 2,00;41.203;67;26;156;1.560;30;232;2;928;2;484;7;2;2;20;75;0;10;0;44.806;20.665;52;14;11;3.455;11;314;1;662;5;109;1;0;0;6;11;0;3;0;25.320;61.868;119;40;167;5.015;41;546;3;1.590;7;593;8;2;2;26;86;0;13;0;70.126
;04:2,01 a 3,00;41.961;26;31;39;8.931;92;2.166;2;469;1;775;6;3;0;14;144;5;14;1;54.680;15.198;26;4;2;19.116;51;4.364;0;197;2;132;0;5;0;21;33;2;2;0;39.155;57.159;52;35;41;28.047;143;6.530;2;666;3;907;6;8;0;35;177;7;16;1;93.835
;05:3,01 a 4,00;18.906;4;9;28;5.926;91;776;4;149;0;182;0;0;0;14;31;3;1;0;26.124;6.002;5;2;4;8.109;36;1.193;0;26;1;49;0;0;0;3;5;2;0;0;15.437;24.908;9;11;32;14.035;127;1.969;4;175;1;231;0;0;0;17;36;5;1;0;41.561
;06:4,01 a 5,00;9.529;2;4;3;6.302;73;587;15;38;0;50;0;1;0;13;9;4;1;0;16.631;3.302;1;0;2;4.276;22;595;0;7;0;20;0;0;0;3;13;2;0;0;8.243;12.831;3;4;5;10.578;95;1.182;15;45;0;70;0;1;0;16;22;6;1;0;24.874
;07:5,01 a 7,00;9.088;2;4;1;5.145;39;877;43;27;0;68;0;0;0;17;5;0;1;0;15.317;3.684;2;0;0;5.749;26;1.435;0;5;0;17;0;0;0;8;14;2;2;0;10.944;12.772;4;4;1;10.894;65;2.312;43;32;0;85;0;0;0;25;19;2;3;0;26.261
;08:7,01 a 10,00;5.855;1;1;1;4.461;42;897;136;12;0;46;0;0;0;6;4;0;1;0;11.463;2.385;0;0;0;4.306;24;1.085;0;2;0;13;0;0;0;1;2;0;2;0;7.820;8.240;1;1;1;8.767;66;1.982;136;14;0;59;0;0;0;7;6;0;3;0;19.283
;09:10,01 a 15,00;3.994;0;1;0;2.201;11;449;50;3;0;30;0;1;0;11;2;0;0;0;6.753;1.591;0;1;0;1.772;6;413;0;2;0;11;0;0;0;3;0;0;1;0;3.800;5.585;0;2;0;3.973;17;862;50;5;0;41;0;1;0;14;2;0;1;0;10.553
;10:15,01 a 20,00;1.773;0;0;0;1.348;6;268;31;0;0;18;0;0;0;2;1;0;1;0;3.448;436;0;0;0;938;3;166;0;0;0;0;0;0;0;0;0;0;1;0;1.544;2.209;0;0;0;2.286;9;434;31;0;0;18;0;0;0;2;1;0;2;0;4.992
;11:Mais de 20,00;2.158;0;0;0;2.127;4;276;80;0;0;22;0;0;0;24;1;0;0;0;4.692;306;0;0;0;1.414;2;153;1;0;0;3;0;0;0;3;0;0;0;0;1.882;2.464;0;0;0;3.541;6;429;81;0;0;25;0;0;0;27;1;0;0;0;6.574
;{ñ class};1.155;0;0;5;22;3;20;1;71;0;5;0;1;0;0;0;0;0;0;1.283;640;0;0;0;19;1;25;0;139;1;2;0;0;0;0;0;0;0;0;827;1.795;0;0;5;41;4;45;1;210;1;7;0;1;0;0;0;0;0;0;2.110
140010:Boa Vista - RR;Total;15.111;120;46;80;6.185;21;940;0;49;53;35;0;0;2;24;35;3;0;0;22.704;10.488;88;5;8;6.589;11;1.143;0;34;67;38;0;0;0;4;4;2;0;0;18.481;25.599;208;51;88;12.774;32;2.083;0;83;120;73;0;0;2;28;39;5;0;0;41.185
;00:Até 0,50;11;0;0;0;0;0;2;0;0;18;0;0;0;0;0;0;0;0;0;31;3;0;0;0;0;0;0;0;0;11;0;0;0;0;0;1;0;0;0;15;14;0;0;0;0;0;2;0;0;29;0;0;0;0;0;1;0;0;0;46
;01:0,51 a 1,00;886;18;1;24;7;5;52;0;0;22;0;0;0;0;0;1;0;0;0;1.016;876;22;1;2;8;1;70;0;3;37;1;0;0;0;0;1;0;0;0;1.022;1.762;40;2;26;15;6;122;0;3;59;1;0;0;0;0;2;0;0;0;2.038
;02:1,01 a 1,50;7.040;60;30;30;135;0;170;0;26;12;10;0;0;1;4;31;1;0;0;7.550;6.526;57;1;5;237;3;258;0;26;19;5;0;0;0;1;0;0;0;0;7.138;13.566;117;31;35;372;3;428;0;52;31;15;0;0;1;5;31;1;0;0;14.688
;03:1,51 a 2,00;2.429;13;6;10;187;0;84;0;1;1;10;0;0;1;1;3;0;0;0;2.746;1.075;6;0;1;160;0;93;0;3;0;11;0;0;0;0;1;0;0;0;1.350;3.504;19;6;11;347;0;177;0;4;1;21;0;0;1;1;4;0;0;0;4.096
;04:2,01 a 3,00;2.258;24;4;12;366;4;211;0;18;0;10;0;0;0;4;0;1;0;0;2.912;825;2;2;0;338;1;175;0;1;0;11;0;0;0;0;0;0;0;0;1.355;3.083;26;6;12;704;5;386;0;19;0;21;0;0;0;4;0;1;0;0;4.267
;05:3,01 a 4,00;848;2;3;3;412;0;74;0;2;0;1;0;0;0;0;0;1;0;0;1.346;329;1;0;0;451;0;92;0;0;0;6;0;0;0;1;1;0;0;0;881;1.177;3;3;3;863;0;166;0;2;0;7;0;0;0;1;1;1;0;0;2.227
;06:4,01 a 5,00;425;1;0;1;895;6;83;0;2;0;0;0;0;0;0;0;0;0;0;1.413;275;0;0;0;1.013;3;108;0;1;0;1;0;0;0;0;0;2;0;0;1.403;700;1;0;1;1.908;9;191;0;3;0;1;0;0;0;0;0;2;0;0;2.816
;07:5,01 a 7,00;440;1;2;0;2.015;1;106;0;0;0;3;0;0;0;0;0;0;0;0;2.568;219;0;1;0;2.655;1;156;0;0;0;3;0;0;0;1;0;0;0;0;3.036;659;1;3;0;4.670;2;262;0;0;0;6;0;0;0;1;0;0;0;0;5.604
;08:7,01 a 10,00;262;0;0;0;913;1;58;0;0;0;0;0;0;0;4;0;0;0;0;1.238;152;0;0;0;1.132;2;79;0;0;0;0;0;0;0;0;0;0;0;0;1.365;414;0;0;0;2.045;3;137;0;0;0;0;0;0;0;4;0;0;0;0;2.603
;09:10,01 a 15,00;179;0;0;0;454;2;35;0;0;0;1;0;0;0;0;0;0;0;0;671;100;0;0;0;298;0;68;0;0;0;0;0;0;0;0;0;0;0;0;466;279;0;0;0;752;2;103;0;0;0;1;0;0;0;0;0;0;0;0;1.137
;10:15,01 a 20,00;82;0;0;0;307;0;29;0;0;0;0;0;0;0;0;0;0;0;0;418;41;0;0;0;98;0;34;0;0;0;0;0;0;0;0;0;0;0;0;173;123;0;0;0;405;0;63;0;0;0;0;0;0;0;0;0;0;0;0;591
;11:Mais de 20,00;113;0;0;0;493;2;34;0;0;0;0;0;0;0;11;0;0;0;0;653;26;0;0;0;199;0;10;0;0;0;0;0;0;0;1;0;0;0;0;236;139;0;0;0;692;2;44;0;0;0;0;0;0;0;12;0;0;0;0;889
;{ñ class};138;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;142;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;179;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;183
150140:Belém - PA;Total;122.957;745;363;426;53.706;26;12.590;1.903;804;694;438;10;2;4;103;81;110;17;1;194.980;67.743;1.010;80;15;49.609;14;16.955;2;120;544;592;13;0;0;39;13;58;4;0;136.811;190.700;1.755;443;441;103.315;40;29.545;1.905;924;1.238;1.030;23;2;4;142;94;168;21;1;331.791
;00:Até 0,50;431;1;0;0;10;0;13;262;0;443;1;0;0;0;0;0;0;0;0;1.161;358;0;1;0;11;0;7;0;0;365;0;0;0;0;0;0;0;0;0;742;789;1;1;0;21;0;20;262;0;808;1;0;0;0;0;0;0;0;0;1.903
;01:0,51 a 1,00;5.960;106;48;158;573;0;801;411;20;227;18;2;1;3;3;1;0;0;0;8.332;3.816;122;4;6;358;0;2.990;1;8;172;11;4;0;0;8;2;0;0;0;7.502;9.776;228;52;164;931;0;3.791;412;28;399;29;6;1;3;11;3;0;0;0;15.834
;02:1,01 a 1,50;48.149;399;230;215;3.714;1;2.399;124;230;20;222;1;0;0;4;36;45;3;0;55.792;32.966;683;48;9;8.240;1;2.422;1;43;6;348;8;0;0;3;3;22;0;0;44.803;81.115;1.082;278;224;11.954;2;4.821;125;273;26;570;9;0;0;7;39;67;3;0;100.595
;03:1,51 a 2,00;27.490;165;54;26;3.395;0;1.287;64;280;2;84;3;0;0;0;26;58;5;1;32.940;10.629;141;16;0;3.847;0;1.662;0;29;0;200;1;0;0;2;3;23;0;0;16.553;38.119;306;70;26;7.242;0;2.949;64;309;2;284;4;0;0;2;29;81;5;1;49.493
;04:2,01 a 3,00;18.271;59;21;20;7.666;1;3.688;120;199;0;41;4;0;1;7;10;4;3;0;30.115;8.227;49;9;0;6.077;0;4.222;0;25;1;10;0;0;0;2;1;8;0;0;18.631;26.498;108;30;20;13.743;1;7.910;120;224;1;51;4;0;1;9;11;12;3;0;48.746
;05:3,01 a 4,00;6.951;9;4;5;11.412;0;1.154;74;49;0;18;0;1;0;5;3;1;1;0;19.687;3.367;9;0;0;7.380;1;1.565;0;11;0;9;0;0;0;6;2;2;0;0;12.352;10.318;18;4;5;18.792;1;2.719;74;60;0;27;0;1;0;11;5;3;1;0;32.039
;06:4,01 a 5,00;3.768;2;2;1;7.060;0;1.055;82;18;0;3;0;0;0;3;2;2;1;0;11.999;2.032;2;0;0;5.690;0;1.343;0;1;0;4;0;0;0;2;2;2;0;0;9.078;5.800;4;2;1;12.750;0;2.398;82;19;0;7;0;0;0;5;4;4;1;0;21.077
;07:5,01 a 7,00;3.825;1;0;0;7.569;3;1.371;112;6;0;11;0;0;0;3;1;0;1;0;12.903;2.213;1;2;0;7.724;0;1.794;0;1;0;3;0;0;0;2;0;1;0;0;11.741;6.038;2;2;0;15.293;3;3.165;112;7;0;14;0;0;0;5;1;1;1;0;24.644
;08:7,01 a 10,00;2.896;0;1;0;5.251;1;334;106;2;0;25;0;0;0;22;0;0;0;0;8.638;1.706;0;0;0;5.154;2;459;0;1;0;2;0;0;0;3;0;0;2;0;7.329;4.602;0;1;0;10.405;3;793;106;3;0;27;0;0;0;25;0;0;2;0;15.967
;09:10,01 a 15,00;1.924;0;0;0;2.881;3;279;130;0;0;7;0;0;0;32;0;0;2;0;5.258;1.107;0;0;0;2.144;2;298;0;0;0;0;0;0;0;7;0;0;0;0;3.558;3.031;0;0;0;5.025;5;577;130;0;0;7;0;0;0;39;0;0;2;0;8.816
;10:15,01 a 20,00;776;0;0;0;1.838;3;89;87;0;0;0;0;0;0;4;0;0;0;0;2.797;377;0;0;0;1.202;1;99;0;0;0;0;0;0;0;1;0;0;0;0;1.680;1.153;0;0;0;3.040;4;188;87;0;0;0;0;0;0;5;0;0;0;0;4.477
;11:Mais de 20,00;898;0;0;0;2.323;14;107;27;0;0;0;0;0;0;18;0;0;1;0;3.388;215;0;0;0;1.770;7;82;0;0;0;0;0;0;0;3;0;0;2;0;2.079;1.113;0;0;0;4.093;21;189;27;0;0;0;0;0;0;21;0;0;3;0;5.467
;{ñ class};1.618;3;3;1;14;0;13;304;0;2;8;0;0;0;2;2;0;0;0;1.970;730;3;0;0;12;0;12;0;1;0;5;0;0;0;0;0;0;0;0;763;2.348;6;3;1;26;0;25;304;1;2;13;0;0;0;2;2;0;0;0;2.733
160030:Macapá - AP;Total;22.417;166;315;90;14.297;0;632;218;4;105;203;27;0;5;31;10;6;0;0;38.526;14.253;117;152;4;16.870;2;539;16;2;112;152;5;0;0;15;5;18;0;0;32.262;36.670;283;467;94;31.167;2;1.171;234;6;217;355;32;0;5;46;15;24;0;0;70.788
;00:Até 0,50;50;0;9;0;0;0;0;0;0;68;2;0;0;0;0;0;0;0;0;129;38;0;2;0;1;0;0;0;0;70;0;0;0;0;0;0;0;0;0;111;88;0;11;0;1;0;0;0;0;138;2;0;0;0;0;0;0;0;0;240
;01:0,51 a 1,00;1.748;50;6;31;4;0;32;33;0;31;10;1;0;0;6;0;0;0;0;1.952;1.322;27;1;4;4;0;33;0;0;37;3;2;0;0;5;0;1;0;0;1.439;3.070;77;7;35;8;0;65;33;0;68;13;3;0;0;11;0;1;0;0;3.391
;02:1,01 a 1,50;8.415;67;202;52;254;0;85;149;3;6;51;9;0;5;3;7;2;0;0;9.310;7.474;70;87;0;633;0;104;14;0;4;43;3;0;0;3;3;11;0;0;8.449;15.889;137;289;52;887;0;189;163;3;10;94;12;0;5;6;10;13;0;0;17.759
;03:1,51 a 2,00;5.070;43;30;5;186;0;71;24;1;0;34;7;0;0;1;1;0;0;0;5.473;2.354;17;29;0;263;0;29;2;1;0;13;0;0;0;1;0;4;0;0;2.713;7.424;60;59;5;449;0;100;26;2;0;47;7;0;0;2;1;4;0;0;8.186
;04:2,01 a 3,00;3.677;4;17;2;766;0;166;12;0;0;19;7;0;0;3;0;1;0;0;4.674;1.421;2;13;0;723;0;134;0;1;0;24;0;0;0;2;1;2;0;0;2.323;5.098;6;30;2;1.489;0;300;12;1;0;43;7;0;0;5;1;3;0;0;6.997
;05:3,01 a 4,00;1.319;1;15;0;1.277;0;53;0;0;0;18;3;0;0;1;1;3;0;0;2.691;575;1;5;0;1.153;0;40;0;0;0;13;0;0;0;1;1;0;0;0;1.789;1.894;2;20;0;2.430;0;93;0;0;0;31;3;0;0;2;2;3;0;0;4.480
;06:4,01 a 5,00;544;1;8;0;1.267;0;42;0;0;0;9;0;0;0;1;0;0;0;0;1.872;302;0;3;0;1.949;0;43;0;0;0;7;0;0;0;0;0;0;0;0;2.304;846;1;11;0;3.216;0;85;0;0;0;16;0;0;0;1;0;0;0;0;4.176
;07:5,01 a 7,00;658;0;11;0;5.570;0;94;0;0;0;13;0;0;0;7;0;0;0;0;6.353;335;0;6;0;7.087;0;80;0;0;0;10;0;0;0;3;0;0;0;0;7.521;993;0;17;0;12.657;0;174;0;0;0;23;0;0;0;10;0;0;0;0;13.874
;08:7,01 a 10,00;367;0;12;0;2.528;0;34;0;0;0;17;0;0;0;4;0;0;0;0;2.962;220;0;6;0;3.077;2;39;0;0;0;12;0;0;0;0;0;0;0;0;3.356;587;0;18;0;5.605;2;73;0;0;0;29;0;0;0;4;0;0;0;0;6.318
;09:10,01 a 15,00;234;0;2;0;1.154;0;26;0;0;0;16;0;0;0;1;1;0;0;0;1.434;106;0;0;0;1.400;0;19;0;0;0;11;0;0;0;0;0;0;0;0;1.536;340;0;2;0;2.554;0;45;0;0;0;27;0;0;0;1;1;0;0;0;2.970
;10:15,01 a 20,00;94;0;1;0;491;0;10;0;0;0;12;0;0;0;0;0;0;0;0;608;44;0;0;0;199;0;13;0;0;0;16;0;0;0;0;0;0;0;0;272;138;0;1;0;690;0;23;0;0;0;28;0;0;0;0;0;0;0;0;880
;11:Mais de 20,00;115;0;0;0;799;0;19;0;0;0;2;0;0;0;0;0;0;0;0;935;16;0;0;0;381;0;5;0;0;0;0;0;0;0;0;0;0;0;0;402;131;0;0;0;1.180;0;24;0;0;0;2;0;0;0;0;0;0;0;0;1.337
;{ñ class};126;0;2;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;133;46;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;47;172;0;2;0;1;0;0;0;0;1;0;0;0;0;4;0;0;0;0;180
172100:Palmas - TO;Total;17.894;297;15;115;18.321;127;11.026;0;6;53;50;11;0;4;14;11;4;0;0;47.948;9.357;271;10;17;23.745;176;14.665;0;15;20;34;0;0;0;5;9;0;0;0;48.324;27.251;568;25;132;42.066;303;25.691;0;21;73;84;11;0;4;19;20;4;0;0;96.272
