;;Sexo Trabalhador;Tipo Vínculo
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;10:CLT U/ PJ Ind;15:CLT U/ PF Ind;20:CLT R/ PJ Ind;25:CLT R/ PF Ind;30:Estatutário;31:Estatutário RGPS;35:Estatutário não Efetivo;40:Avulso;50:Temporário;55:Aprendiz;60:CLT U/ PJ Determinado;65:CLT U/ PF Determinado;70:CLT R/ PJ Determinado;75:CLT R/ PF Determinado;80:Diretor;90:Contrat Prazo Determinado;95:Contrat TMP Determinado;96:Contrat Lei Estadual;97:Contrat Lei Municipal;Total;10:CLT U/ PJ Ind;15:CLT U/ PF Ind;20:CLT R/ PJ Ind;25:CLT R/ PF Ind;30:Estatutário;31:Estatutário RGPS;35:Estatutário não Efetivo;40:Avulso;50:Temporário;55:Aprendiz;60:CLT U/ PJ Determinado;65:CLT U/ PF Determinado;70:CLT R/ PJ Determinado;75:CLT R/ PF Determinado;80:Diretor;90:Contrat Prazo Determinado;95:Contrat TMP Determinado;96:Contrat Lei Estadual;97:Contrat Lei Municipal;Total;10:CLT U/ PJ Ind;15:CLT U/ PF Ind;20:CLT R/ PJ Ind;25:CLT R/ PF Ind;30:Estatutário;31:Estatutário RGPS;35:Estatutário não Efetivo;40:Avulso;50:Temporário;55:Aprendiz;60:CLT U/ PJ Determinado;65:CLT U/ PF Determinado;70:CLT R/ PJ Determinado;75:CLT R/ PF Determinado;80:Diretor;90:Contrat Prazo Determinado;95:Contrat TMP Determinado;96:Contrat Lei Estadual;97:Contrat Lei Municipal;Total
110020:Porto Velho - RO;Total;76.919;406;32;399;31.153;993;4.136;204;3;686;252;5;2;10;132;108;48;0;0;115.488;37.341;374;8;77;37.781;310;2.855;2;2;657;206;0;1;3;71;21;46;0;0;79.755;114.260;780;40;476;68.934;1.303;6.991;206;5;1.343;458;5;3;13;203;129;94;0;0;195.243
;00:Até 0,50;43;0;0;0;6;0;81;10;0;289;0;0;0;0;0;0;0;0;0;429;69;1;0;1;18;0;80;0;0;256;0;0;0;0;0;0;0;0;0;425;112;1;0;1;24;0;161;10;0;545;0;0;0;0;0;0;0;0;0;854
;01:0,51 a 1,00;819;57;2;53;1.180;0;304;21;0;372;4;0;1;0;72;4;0;0;0;2.889;1.149;54;1;25;2.375;1;117;0;0;383;1;0;0;0;31;1;0;0;0;4.138;1.968;111;3;78;3.555;1;421;21;0;755;5;0;1;0;103;5;0;0;0;7.027
;02:1,01 a 1,50;13.891;116;6;155;2.890;4;508;36;0;23;26;4;0;0;12;28;0;0;0;17.699;16.621;222;5;35;5.258;11;506;1;0;17;72;0;1;0;12;16;0;0;0;22.777;30.512;338;11;190;8.148;15;1.014;37;0;40;98;4;1;0;24;44;0;0;0;40.476
;03:1,51 a 2,00;17.487;114;12;115;4.491;4;630;39;2;1;22;0;0;1;10;51;0;0;0;22.979;7.814;56;1;4;6.671;9;508;0;0;1;25;0;0;0;6;3;0;0;0;15.098;25.301;170;13;119;11.162;13;1.138;39;2;2;47;0;0;1;16;54;0;0;0;38.077
;04:2,01 a 3,00;18.390;73;7;55;3.337;6;997;46;0;0;47;1;0;3;11;13;10;0;0;22.996;5.328;19;0;6;6.378;4;472;1;2;0;27;0;0;0;8;1;7;0;0;12.253;23.718;92;7;61;9.715;10;1.469;47;2;0;74;1;0;3;19;14;17;0;0;35.249
;05:3,01 a 4,00;10.856;22;3;14;6.246;5;447;26;0;0;51;0;1;0;4;10;15;0;0;17.700;2.293;10;0;4;8.716;14;306;0;0;0;31;0;0;0;3;0;16;0;0;11.393;13.149;32;3;18;14.962;19;753;26;0;0;82;0;1;0;7;10;31;0;0;29.093
;06:4,01 a 5,00;4.496;11;2;1;2.353;7;252;9;1;0;41;0;0;0;5;2;11;0;0;7.191;1.209;5;0;0;1.738;12;231;0;0;0;6;0;0;0;3;0;12;0;0;3.216;5.705;16;2;1;4.091;19;483;9;1;0;47;0;0;0;8;2;23;0;0;10.407
;07:5,01 a 7,00;4.699;4;0;2;4.330;187;336;5;0;0;26;0;0;0;6;0;9;0;0;9.604;1.337;2;1;0;2.763;144;275;0;0;0;18;0;0;0;3;0;5;0;0;4.548;6.036;6;1;2;7.093;331;611;5;0;0;44;0;0;0;9;0;14;0;0;14.152
;08:7,01 a 10,00;2.399;0;0;1;2.123;760;241;1;0;0;14;0;0;0;4;0;2;0;0;5.545;704;2;0;0;1.544;97;158;0;0;0;8;0;0;0;3;0;3;0;0;2.519;3.103;2;0;1;3.667;857;399;1;0;0;22;0;0;0;7;0;5;0;0;8.064
;09:10,01 a 15,00;1.571;0;0;0;1.860;13;223;0;0;0;18;0;0;0;0;0;1;0;0;3.686;336;1;0;0;1.223;15;143;0;0;0;16;0;0;0;0;0;3;0;0;1.737;1.907;1;0;0;3.083;28;366;0;0;0;34;0;0;0;0;0;4;0;0;5.423
;10:15,01 a 20,00;771;0;0;0;1.080;5;49;0;0;0;2;0;0;0;1;0;0;0;0;1.908;116;0;0;0;539;3;27;0;0;0;2;0;0;0;0;0;0;0;0;687;887;0;0;0;1.619;8;76;0;0;0;4;0;0;0;1;0;0;0;0;2.595
;11:Mais de 20,00;673;0;0;0;1.221;2;32;0;0;0;0;0;0;0;4;0;0;0;0;1.932;141;0;0;0;500;0;12;0;0;0;0;0;0;0;2;0;0;0;0;655;814;0;0;0;1.721;2;44;0;0;0;0;0;0;0;6;0;0;0;0;2.587
;{ñ class};824;9;0;3;36;0;36;11;0;1;1;0;0;6;3;0;0;0;0;930;224;2;0;2;58;0;20;0;0;0;0;0;0;3;0;0;0;0;0;309;1.048;11;0;5;94;0;56;11;0;1;1;0;0;9;3;0;0;0;0;1.239
120040:Rio Branco - AC;Total;35.552;785;35;199;13.596;291;3.229;1;17;308;246;3;1;11;6;79;33;3;430;54.825;23.226;191;10;17;16.111;43;4.181;0;19;253;205;0;0;2;2;53;56;1;406;44.776;58.778;976;45;216;29.707;334;7.410;1;36;561;451;3;1;13;8;132;89;4;836;99.601
;00:Até 0,50;33;0;0;0;0;0;12;0;0;152;1;0;0;0;0;0;0;0;0;198;40;1;0;0;0;1;11;0;0;119;1;0;0;0;0;0;0;0;0;173;73;1;0;0;0;1;23;0;0;271;2;0;0;0;0;0;0;0;0;371
;01:0,51 a 1,00;992;198;7;64;13;0;15;0;0;143;13;0;0;1;0;4;0;1;0;1.451;969;43;4;7;15;0;6;0;4;112;13;0;0;1;0;4;0;0;5;1.183;1.961;241;11;71;28;0;21;0;4;255;26;0;0;2;0;8;0;1;5;2.634
;02:1,01 a 1,50;14.868;370;15;81;219;0;236;1;13;11;122;2;1;8;1;32;0;0;15;15.995;11.370;116;4;9;543;0;246;0;11;21;101;0;0;1;1;21;0;0;37;12.481;26.238;486;19;90;762;0;482;1;24;32;223;2;1;9;2;53;0;0;52;28.476
;03:1,51 a 2,00;8.477;139;2;31;440;0;347;0;1;0;52;1;0;0;1;18;1;2;113;9.625;4.485;15;0;1;1.119;0;417;0;2;0;37;0;0;0;0;11;0;1;222;6.310;12.962;154;2;32;1.559;0;764;0;3;0;89;1;0;0;1;29;1;3;335;15.935
;04:2,01 a 3,00;5.353;53;2;16;2.847;3;695;0;1;0;19;0;0;2;0;15;2;0;268;9.276;2.509;11;0;0;3.241;2;742;0;2;0;22;0;0;0;0;8;6;0;124;6.667;7.862;64;2;16;6.088;5;1.437;0;3;0;41;0;0;2;0;23;8;0;392;15.943
;05:3,01 a 4,00;1.978;5;2;4;3.018;0;621;0;0;0;6;0;0;0;2;5;11;0;26;5.678;1.272;3;0;0;2.738;1;901;0;0;0;5;0;0;0;1;3;16;0;9;4.949;3.250;8;2;4;5.756;1;1.522;0;0;0;11;0;0;0;3;8;27;0;35;10.627
;06:4,01 a 5,00;959;6;2;0;2.047;1;375;0;1;0;10;0;0;0;0;3;9;0;7;3.420;926;0;0;0;3.264;0;583;0;0;0;5;0;0;0;0;3;13;0;7;4.801;1.885;6;2;0;5.311;1;958;0;1;0;15;0;0;0;0;6;22;0;14;8.221
;07:5,01 a 7,00;842;2;2;1;1.907;48;310;0;0;0;5;0;0;0;1;1;3;0;0;3.122;709;0;0;0;2.582;7;486;0;0;0;8;0;0;0;0;1;9;0;1;3.803;1.551;2;2;1;4.489;55;796;0;0;0;13;0;0;0;1;2;12;0;1;6.925
;08:7,01 a 10,00;661;1;2;0;984;187;240;0;0;0;3;0;0;0;0;1;1;0;0;2.080;352;1;1;0;1.163;3;343;0;0;0;0;0;0;0;0;0;3;0;0;1.866;1.013;2;3;0;2.147;190;583;0;0;0;3;0;0;0;0;1;4;0;0;3.946
;09:10,01 a 15,00;443;0;0;0;770;14;204;0;0;0;2;0;0;0;0;0;3;0;0;1.436;205;0;0;0;559;4;265;0;0;0;0;0;0;0;0;1;9;0;0;1.043;648;0;0;0;1.329;18;469;0;0;0;2;0;0;0;0;1;12;0;0;2.479
;10:15,01 a 20,00;217;1;0;0;359;1;43;0;0;0;5;0;0;0;0;0;2;0;0;628;104;0;0;0;209;1;81;0;0;0;8;0;0;0;0;0;0;0;0;403;321;1;0;0;568;2;124;0;0;0;13;0;0;0;0;0;2;0;0;1.031
;11:Mais de 20,00;249;0;0;0;601;37;77;0;0;0;7;0;0;0;0;0;1;0;0;972;96;0;1;0;289;24;33;0;0;0;5;0;0;0;0;0;0;0;0;448;345;0;1;0;890;61;110;0;0;0;12;0;0;0;0;0;1;0;0;1.420
;{ñ class};480;10;1;2;391;0;54;0;1;2;1;0;0;0;1;0;0;0;1;944;189;1;0;0;389;0;67;0;0;1;0;0;0;0;0;1;0;0;1;649;669;11;1;2;780;0;121;0;1;3;1;0;0;0;1;1;0;0;2;1.593
130260:Manaus - AM;Total;243.591;243;246;567;42.809;543;12.285;434;2.067;3.881;1.626;10;4;1;165;710;266;1;3.111;312.560;142.593;656;248;163;52.517;320;17.730;13;1.093;2.729;1.086;11;3;0;84;589;233;1;3.073;223.142;386.184;899;494;730;95.326;863;30.015;447;3.160;6.610;2.712;21;7;1;249;1.299;499;2;6.184;535.702
;00:Até 0,50;388;0;0;1;3;0;52;0;0;1.631;4;0;0;0;0;0;0;0;0;2.079;306;0;1;0;5;0;28;0;0;1.365;3;0;0;0;0;3;0;0;0;1.711;694;0;1;1;8;0;80;0;0;2.996;7;0;0;0;0;3;0;0;0;3.790
;01:0,51 a 1,00;4.184;31;14;39;72;0;550;1;15;1.688;29;1;0;1;20;5;5;0;11;6.666;5.065;60;11;18;54;0;408;1;7;1.089;22;2;0;0;23;2;1;0;12;6.775;9.249;91;25;57;126;0;958;2;22;2.777;51;3;0;1;43;7;6;0;23;13.441
;02:1,01 a 1,50;75.741;114;129;224;2.360;1;637;21;668;554;556;4;0;0;12;149;29;1;144;81.344;70.982;418;192;101;4.122;11;610;7;391;269;329;7;0;0;9;69;12;1;217;77.747;146.723;532;321;325;6.482;12;1.247;28;1.059;823;885;11;0;0;21;218;41;2;361;159.091
;03:1,51 a 2,00;56.555;39;56;222;1.564;3;1.721;4;870;1;493;1;4;0;13;235;20;0;274;62.075;27.490;90;25;28;3.739;3;2.186;1;412;0;214;2;0;0;15;223;0;0;460;34.888;84.045;129;81;250;5.303;6;3.907;5;1.282;1;707;3;4;0;28;458;20;0;734;96.963
;04:2,01 a 3,00;49.915;23;26;46;10.144;10;4.295;16;388;3;235;2;0;0;19;209;33;0;1.957;67.321;16.797;48;11;8;20.547;12;7.876;2;181;3;145;0;0;0;7;244;31;0;1.296;47.208;66.712;71;37;54;30.691;22;12.171;18;569;6;380;2;0;0;26;453;64;0;3.253;114.529
;05:3,01 a 4,00;20.659;13;10;20;6.166;6;1.524;16;54;1;123;0;0;0;19;54;104;0;516;29.285;7.102;16;3;5;5.826;7;2.068;0;32;0;207;0;0;0;4;26;89;0;684;16.069;27.761;29;13;25;11.992;13;3.592;16;86;1;330;0;0;0;23;80;193;0;1.200;45.354
;06:4,01 a 5,00;9.689;3;0;7;6.038;3;688;36;25;1;49;1;0;0;13;14;29;0;127;16.723;4.093;8;1;2;4.916;2;1.038;0;28;1;45;0;0;0;2;5;61;0;268;10.470;13.782;11;1;9;10.954;5;1.726;36;53;2;94;1;0;0;15;19;90;0;395;27.193
;07:5,01 a 7,00;9.598;3;4;5;5.064;316;955;99;17;0;74;0;0;0;15;18;28;0;33;16.229;4.334;6;1;1;3.824;210;1.216;1;21;0;80;0;1;0;5;8;19;0;36;9.763;13.932;9;5;6;8.888;526;2.171;100;38;0;154;0;1;0;20;26;47;0;69;25.992
;08:7,01 a 10,00;6.233;9;2;2;4.823;133;924;72;8;0;31;1;0;0;8;10;4;0;12;12.272;2.554;3;1;0;4.385;25;1.458;1;10;0;22;0;2;0;2;4;4;0;16;8.487;8.787;12;3;2;9.208;158;2.382;73;18;0;53;1;2;0;10;14;8;0;28;20.759
;09:10,01 a 15,00;4.136;3;1;1;3.347;65;522;60;2;0;13;0;0;0;5;4;13;0;15;8.187;1.620;1;0;0;2.772;49;572;0;3;0;10;0;0;0;2;3;15;0;58;5.105;5.756;4;1;1;6.119;114;1.094;60;5;0;23;0;0;0;7;7;28;0;73;13.292
;10:15,01 a 20,00;1.630;1;1;0;1.422;5;210;47;0;0;5;0;0;0;0;1;1;0;20;3.343;435;1;0;0;1.015;1;149;0;2;0;3;0;0;0;0;0;0;0;22;1.628;2.065;2;1;0;2.437;6;359;47;2;0;8;0;0;0;0;1;1;0;42;4.971
;11:Mais de 20,00;2.144;4;0;0;1.777;1;197;62;0;0;3;0;0;0;29;0;0;0;1;4.218;311;1;0;0;1.286;0;112;0;0;0;1;0;0;0;6;1;1;0;4;1.723;2.455;5;0;0;3.063;1;309;62;0;0;4;0;0;0;35;1;1;0;5;5.941
;{ñ class};2.719;0;3;0;29;0;10;0;20;2;11;0;0;0;12;11;0;0;1;2.818;1.504;4;2;0;26;0;9;0;6;2;5;0;0;0;9;1;0;0;0;1.568;4.223;4;5;0;55;0;19;0;26;4;16;0;0;0;21;12;0;0;1;4.386
140010:Boa Vista - RR;Total;22.762;201;13;99;11.568;808;5.132;0;5;248;198;1;0;2;20;18;96;1.037;32;42.240;17.244;163;13;23;14.507;276;8.612;1;12;257;104;0;0;0;10;4;60;1.192;116;42.594;40.006;364;26;122;26.075;1.084;13.744;1;17;505;302;1;0;2;30;22;156;2.229;148;84.834
;00:Até 0,50;25;1;0;0;7;0;3;0;0;99;1;0;0;0;0;0;0;0;0;136;10;0;0;0;7;0;2;0;0;95;1;0;0;0;0;0;0;0;0;115;35;1;0;0;14;0;5;0;0;194;2;0;0;0;0;0;0;0;0;251
;01:0,51 a 1,00;1.608;24;0;14;96;0;429;0;0;137;4;0;0;2;2;0;6;0;0;2.322;2.912;30;0;9;94;0;1.639;0;0;150;1;0;0;0;0;0;0;2;1;4.838;4.520;54;0;23;190;0;2.068;0;0;287;5;0;0;2;2;0;6;2;1;7.160
;02:1,01 a 1,50;10.897;79;8;63;1.267;9;1.336;0;0;7;19;0;0;0;3;9;5;9;16;13.727;9.822;84;11;13;1.519;5;2.392;0;4;7;34;0;0;0;0;3;1;14;67;13.976;20.719;163;19;76;2.786;14;3.728;0;4;14;53;0;0;0;3;12;6;23;83;27.703
;03:1,51 a 2,00;4.352;62;3;16;1.006;14;968;0;0;0;95;1;0;0;4;7;10;102;0;6.640;1.653;12;1;1;668;21;1.248;1;0;0;33;0;0;0;3;0;0;116;0;3.757;6.005;74;4;17;1.674;35;2.216;1;0;0;128;1;0;0;7;7;10;218;0;10.397
;04:2,01 a 3,00;2.783;17;1;3;1.058;146;951;0;2;1;68;0;0;0;2;1;9;612;0;5.654;1.264;4;0;0;2.094;77;1.333;0;2;0;25;0;0;0;0;0;3;517;0;5.319;4.047;21;1;3;3.152;223;2.284;0;4;1;93;0;0;0;2;1;12;1.129;0;10.973
;05:3,01 a 4,00;1.107;7;1;1;1.021;240;381;0;3;0;4;0;0;0;1;1;59;210;0;3.036;519;7;0;0;1.402;40;602;0;6;0;3;0;0;0;2;1;52;341;0;2.975;1.626;14;1;1;2.423;280;983;0;9;0;7;0;0;0;3;2;111;551;0;6.011
;06:4,01 a 5,00;579;4;0;0;978;99;320;0;0;0;3;0;0;0;0;0;3;37;0;2.023;297;6;1;0;1.608;33;475;0;0;0;1;0;0;0;1;0;0;84;0;2.506;876;10;1;0;2.586;132;795;0;0;0;4;0;0;0;1;0;3;121;0;4.529
;07:5,01 a 7,00;500;5;0;1;3.332;189;304;0;0;0;2;0;0;0;2;0;0;57;16;4.408;319;11;0;0;4.836;64;424;0;0;0;5;0;0;0;1;0;0;111;46;5.817;819;16;0;1;8.168;253;728;0;0;0;7;0;0;0;3;0;0;168;62;10.225
;08:7,01 a 10,00;333;1;0;0;1.073;68;178;0;0;0;2;0;0;0;2;0;1;10;0;1.668;201;5;0;0;1.173;20;226;0;0;0;0;0;0;0;2;0;0;7;2;1.636;534;6;0;0;2.246;88;404;0;0;0;2;0;0;0;4;0;1;17;2;3.304
;09:10,01 a 15,00;187;0;0;0;875;25;143;0;0;0;0;0;0;0;0;0;2;0;0;1.232;92;3;0;0;653;11;162;0;0;0;1;0;0;0;0;0;4;0;0;926;279;3;0;0;1.528;36;305;0;0;0;1;0;0;0;0;0;6;0;0;2.158
;10:15,01 a 20,00;79;0;0;0;338;8;49;0;0;0;0;0;0;0;0;0;0;0;0;474;47;0;0;0;195;2;58;0;0;0;0;0;0;0;0;0;0;0;0;302;126;0;0;0;533;10;107;0;0;0;0;0;0;0;0;0;0;0;0;776
;11:Mais de 20,00;141;0;0;0;494;9;65;0;0;0;0;0;0;0;4;0;0;0;0;713;32;0;0;0;245;2;45;0;0;0;0;0;0;0;1;0;0;0;0;325;173;0;0;0;739;11;110;0;0;0;0;0;0;0;5;0;0;0;0;1.038
;{ñ class};171;1;0;1;23;1;5;0;0;4;0;0;0;0;0;0;1;0;0;207;76;1;0;0;13;1;6;0;0;5;0;0;0;0;0;0;0;0;0;102;247;2;0;1;36;2;11;0;0;9;0;0;0;0;0;0;1;0;0;309
150140:Belém - PA;Total;166.342;499;480;295;47.437;1.988;12.251;1.371;587;1.249;1.861;16;2;2;133;353;334;11;0;235.211;97.088;1.020;103;20;59.736;1.017;13.385;4;310;1.129;370;5;0;0;57;168;297;22;0;174.731;263.430;1.519;583;315;107.173;3.005;25.636;1.375;897;2.378;2.231;21;2;2;190;521;631;33;0;409.942
;00:Até 0,50;447;0;0;0;8;0;23;80;0;700;1;0;0;0;1;8;0;1;0;1.269;650;4;0;0;17;0;25;0;0;624;1;0;0;0;0;12;0;0;0;1.333;1.097;4;0;0;25;0;48;80;0;1.324;2;0;0;0;1;20;0;1;0;2.602
;01:0,51 a 1,00;6.352;76;60;123;244;0;669;199;15;499;30;1;1;1;6;18;1;0;0;8.295;5.098;157;8;7;404;2;1.122;0;3;465;17;0;0;0;1;9;3;4;0;7.300;11.450;233;68;130;648;2;1.791;199;18;964;47;1;1;1;7;27;4;4;0;15.595
;02:1,01 a 1,50;69.807;284;163;130;4.934;0;3.206;150;222;47;558;8;1;0;12;184;189;2;0;79.897;51.633;708;52;13;7.854;1;2.961;2;197;36;167;3;0;0;5;115;132;2;0;63.881;121.440;992;215;143;12.788;1;6.167;152;419;83;725;11;1;0;17;299;321;4;0;143.778
;03:1,51 a 2,00;36.107;89;105;19;3.481;1;1.177;92;140;1;494;5;0;0;13;86;5;1;0;41.816;14.866;94;22;0;4.510;2;1.031;1;44;1;54;1;0;0;8;15;13;3;0;20.665;50.973;183;127;19;7.991;3;2.208;93;184;2;548;6;0;0;21;101;18;4;0;62.481
;04:2,01 a 3,00;27.607;33;98;17;4.640;43;3.673;139;149;0;457;2;0;0;17;44;6;1;0;36.926;10.569;33;14;0;5.669;9;2.331;1;35;0;64;1;0;0;4;10;7;4;0;18.751;38.176;66;112;17;10.309;52;6.004;140;184;0;521;3;0;0;21;54;13;5;0;55.677
;05:3,01 a 4,00;8.723;8;34;3;4.593;33;920;110;43;0;128;0;0;1;3;8;41;0;0;14.648;4.426;8;3;0;7.424;31;1.258;0;11;0;20;0;0;0;8;0;53;1;0;13.243;13.149;16;37;3;12.017;64;2.178;110;54;0;148;0;0;1;11;8;94;1;0;27.891
;06:4,01 a 5,00;4.089;1;8;0;4.119;19;677;65;15;0;64;0;0;0;8;0;53;1;0;9.119;2.510;0;0;0;6.633;18;1.539;0;8;0;8;0;0;0;4;1;60;2;0;10.783;6.599;1;8;0;10.752;37;2.216;65;23;0;72;0;0;0;12;1;113;3;0;19.902
;07:5,01 a 7,00;4.396;3;6;0;8.618;1.072;841;135;2;0;38;0;0;0;9;2;14;1;0;15.137;2.711;8;4;0;10.364;559;1.750;0;7;0;11;0;0;0;2;1;20;1;0;15.438;7.107;11;10;0;18.982;1.631;2.591;135;9;0;49;0;0;0;11;3;34;2;0;30.575
;08:7,01 a 10,00;2.991;1;1;0;7.672;567;480;142;1;0;43;0;0;0;17;0;9;1;0;11.925;1.856;4;0;0;9.047;126;648;0;1;0;14;0;0;0;5;2;5;0;0;11.708;4.847;5;1;0;16.719;693;1.128;142;2;0;57;0;0;0;22;2;14;1;0;23.633
;09:10,01 a 15,00;2.163;1;0;0;4.479;180;255;60;0;0;9;0;0;0;8;0;16;1;0;7.172;1.305;0;0;0;4.298;178;396;0;2;0;8;0;0;0;2;1;4;1;0;6.195;3.468;1;0;0;8.777;358;651;60;2;0;17;0;0;0;10;1;20;2;0;13.367
;10:15,01 a 20,00;790;0;0;0;1.908;61;104;5;0;0;5;0;0;0;9;0;0;0;0;2.882;359;0;0;0;1.418;77;117;0;0;0;0;0;0;0;10;0;0;0;0;1.981;1.149;0;0;0;3.326;138;221;5;0;0;5;0;0;0;19;0;0;0;0;4.863
;11:Mais de 20,00;854;0;0;0;2.710;12;212;0;0;0;4;0;0;0;29;0;0;2;0;3.823;201;0;0;0;2.067;14;181;0;0;0;0;0;0;0;8;0;0;4;0;2.475;1.055;0;0;0;4.777;26;393;0;0;0;4;0;0;0;37;0;0;6;0;6.298
;{ñ class};2.016;3;5;3;31;0;14;194;0;2;30;0;0;0;1;3;0;0;0;2.302;904;4;0;0;31;0;26;0;2;3;6;0;0;0;0;2;0;0;0;978;2.920;7;5;3;62;0;40;194;2;5;36;0;0;0;1;5;0;0;0;3.280
160030:Macapá - AP;Total;36.689;83;352;136;6.736;247;9.339;151;9;359;169;2;0;1;34;22;168;0;25;54.522;24.887;151;165;3;7.222;123;11.326;2;6;370;145;2;0;1;10;22;143;0;27;44.605;61.576;234;517;139;13.958;370;20.665;153;15;729;314;4;0;2;44;44;311;0;52;99.127
;00:Até 0,50;90;0;1;0;1;0;0;12;0;263;11;0;0;0;0;0;0;0;0;378;63;1;1;0;1;0;0;0;0;261;2;0;0;0;0;0;0;0;0;329;153;1;2;0;2;0;0;12;0;524;13;0;0;0;0;0;0;0;0;707
;01:0,51 a 1,00;2.189;25;7;81;1;0;198;94;2;87;7;0;0;1;2;10;2;0;0;2.706;1.808;29;3;1;1;2;257;1;3;94;2;0;0;1;0;6;0;0;0;2.208;3.997;54;10;82;2;2;455;95;5;181;9;0;0;2;2;16;2;0;0;4.914
;02:1,01 a 1,50;14.833;42;190;46;18;37;266;35;4;9;95;1;0;0;0;10;91;0;17;15.694;11.360;102;69;2;16;27;313;1;2;15;76;2;0;0;1;12;21;0;20;12.039;26.193;144;259;48;34;64;579;36;6;24;171;3;0;0;1;22;112;0;37;27.733
;03:1,51 a 2,00;8.289;15;85;8;14;9;301;3;1;0;16;1;0;0;8;1;0;0;8;8.759;5.267;16;46;0;31;4;262;0;1;0;28;0;0;0;2;3;0;0;7;5.667;13.556;31;131;8;45;13;563;3;2;0;44;1;0;0;10;4;0;0;15;14.426
;04:2,01 a 3,00;5.668;1;19;1;66;0;416;4;2;0;15;0;0;0;3;1;1;0;0;6.197;2.517;2;15;0;63;5;398;0;0;0;19;0;0;0;1;1;0;0;0;3.021;8.185;3;34;1;129;5;814;4;2;0;34;0;0;0;4;2;1;0;0;9.218
;05:3,01 a 4,00;1.956;0;12;0;361;0;618;1;0;0;12;0;0;0;4;0;46;0;0;3.010;1.124;0;6;0;660;3;1.172;0;0;0;12;0;0;0;0;0;69;0;0;3.046;3.080;0;18;0;1.021;3;1.790;1;0;0;24;0;0;0;4;0;115;0;0;6.056
;06:4,01 a 5,00;1.316;0;11;0;579;1;2.179;1;0;0;6;0;0;0;5;0;8;0;0;4.106;1.020;0;6;0;576;0;2.639;0;0;0;4;0;0;0;3;0;17;0;0;4.265;2.336;0;17;0;1.155;1;4.818;1;0;0;10;0;0;0;8;0;25;0;0;8.371
;07:5,01 a 7,00;970;0;13;0;2.859;159;2.666;0;0;0;4;0;0;0;5;0;0;0;0;6.676;834;0;11;0;3.599;73;3.201;0;0;0;2;0;0;0;2;0;2;0;0;7.724;1.804;0;24;0;6.458;232;5.867;0;0;0;6;0;0;0;7;0;2;0;0;14.400
;08:7,01 a 10,00;587;0;6;0;1.069;35;1.602;0;0;0;1;0;0;0;1;0;0;0;0;3.301;539;0;5;0;1.041;1;2.337;0;0;0;0;0;0;0;0;0;0;0;0;3.923;1.126;0;11;0;2.110;36;3.939;0;0;0;1;0;0;0;1;0;0;0;0;7.224
;09:10,01 a 15,00;328;0;7;0;860;4;597;0;0;0;2;0;0;0;1;0;20;0;0;1.819;182;0;2;0;739;4;463;0;0;0;0;0;0;0;0;0;34;0;0;1.424;510;0;9;0;1.599;8;1.060;0;0;0;2;0;0;0;1;0;54;0;0;3.243
;10:15,01 a 20,00;123;0;0;0;506;2;126;0;0;0;0;0;0;0;3;0;0;0;0;760;50;0;0;0;279;4;86;0;0;0;0;0;0;0;0;0;0;0;0;419;173;0;0;0;785;6;212;0;0;0;0;0;0;0;3;0;0;0;0;1.179
;11:Mais de 20,00;157;0;0;0;402;0;370;0;0;0;0;0;0;0;2;0;0;0;0;931;41;0;0;0;215;0;198;0;0;0;0;0;0;0;1;0;0;0;0;455;198;0;0;0;617;0;568;0;0;0;0;0;0;0;3;0;0;0;0;1.386
;{ñ class};183;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;185;82;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;265;1;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;270
172100:Palmas - TO;Total;29.946;412;42;126;18.719;935;1.728;0;3;565;484;3;9;5;4;15;91;5.082;675;58.844;16.770;417;6;10;26.616;942;1.917;2;16;541;331;16;3;0;2;15;80;6.761;538;54.983;46.716;829;48;136;45.335;1.877;3.645;2;19;1.106;815;19;12;5;6;30;171;11.843;1.213;113.827
