;;Sexo Trabalhador;IBGE Subsetor
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;05:3,01 a 4,00;1;19;3;16;74;31;80;140;18;36;0;0;242;428;1.159;1.077;276;368;1.653;1.371;799;836;980;12.178;86;21.871;2;7;1;2;4;7;18;27;4;9;1;0;70;90;111;824;124;457;751;200;763;1.824;1.174;8.390;14;14.874;3;26;4;18;78;38;98;167;22;45;1;0;312;518;1.270;1.901;400;825;2.404;1.571;1.562;2.660;2.154;20.568;100;36.745
;06:4,01 a 5,00;3;23;4;14;74;13;32;73;7;14;1;0;123;264;329;498;143;372;631;574;281;369;896;7.264;16;12.018;3;6;0;1;0;2;7;8;5;8;0;0;22;89;43;544;57;324;322;123;412;884;982;7.493;1;11.336;6;29;4;15;74;15;39;81;12;22;1;0;145;353;372;1.042;200;696;953;697;693;1.253;1.878;14.757;17;23.354
;07:5,01 a 7,00;2;23;0;7;18;10;22;68;1;24;0;0;112;239;200;380;127;681;800;570;298;307;1.209;10.021;13;15.132;6;4;1;3;0;4;5;15;2;7;1;0;19;62;45;330;46;641;393;155;370;849;1.213;11.790;5;15.966;8;27;1;10;18;14;27;83;3;31;1;0;131;301;245;710;173;1.322;1.193;725;668;1.156;2.422;21.811;18;31.098
;08:7,01 a 10,00;4;7;0;8;2;4;11;18;2;15;0;0;70;186;117;172;101;858;635;342;216;297;1.317;6.299;6;10.687;5;9;0;0;1;2;3;11;0;3;0;0;11;57;24;161;23;634;306;119;234;822;1.367;7.358;3;11.153;9;16;0;8;3;6;14;29;2;18;0;0;81;243;141;333;124;1.492;941;461;450;1.119;2.684;13.657;9;21.840
;09:10,01 a 15,00;5;2;0;2;6;7;4;8;0;9;0;0;34;143;61;68;36;648;423;252;286;254;1.342;4.889;6;8.485;4;4;0;0;1;3;0;3;0;3;0;0;9;43;7;40;5;450;209;68;267;575;1.208;3.301;3;6.203;9;6;0;2;7;10;4;11;0;12;0;0;43;186;68;108;41;1.098;632;320;553;829;2.550;8.190;9;14.688
;10:15,01 a 20,00;2;6;0;2;1;0;2;4;0;5;0;0;12;56;6;26;13;185;165;84;69;79;599;2.066;3;3.385;3;1;0;0;1;0;0;1;0;0;0;0;1;19;0;5;5;130;89;17;86;174;529;1.151;0;2.212;5;7;0;2;2;0;2;5;0;5;0;0;13;75;6;31;18;315;254;101;155;253;1.128;3.217;3;5.597
;11:Mais de 20,00;14;2;1;2;1;0;5;3;0;6;0;0;18;152;6;19;17;220;352;57;47;47;399;2.636;2;4.006;0;0;0;0;0;0;0;0;0;1;0;0;2;18;0;7;2;72;233;6;56;118;277;1.784;0;2.576;14;2;1;2;1;0;5;3;0;7;0;0;20;170;6;26;19;292;585;63;103;165;676;4.420;2;6.582
;{ñ class};1;5;1;5;14;21;19;40;9;17;0;0;75;77;452;329;77;41;498;297;477;57;150;343;19;3.024;0;0;0;1;1;0;2;15;0;8;4;0;18;10;22;237;42;49;177;46;289;158;143;17;0;1.239;1;5;1;6;15;21;21;55;9;25;4;0;93;87;474;566;119;90;675;343;766;215;293;360;19;4.263
160030:Macapá - AP;Total;35;162;68;28;8;9;155;80;55;7;34;0;598;595;3.604;9.605;3.078;374;4.573;2.359;3.109;815;2.098;24.549;367;56.365;7;26;8;4;3;5;24;20;23;4;61;0;385;219;715;6.734;916;384;3.472;715;3.883;1.673;2.734;30.550;28;52.593;42;188;76;32;11;14;179;100;78;11;95;0;983;814;4.319;16.339;3.994;758;8.045;3.074;6.992;2.488;4.832;55.099;395;108.958
;00:Até 0,50;2;0;0;0;0;0;1;0;0;0;0;0;1;10;16;171;49;1;16;15;36;6;27;203;1;555;0;0;0;0;0;0;0;0;0;0;0;0;1;10;18;141;34;2;22;10;35;6;40;81;0;400;2;0;0;0;0;0;1;0;0;0;0;0;2;20;34;312;83;3;38;25;71;12;67;284;1;955
;01:0,51 a 1,00;0;6;9;3;2;1;10;9;5;1;5;0;44;7;158;728;85;9;196;87;346;55;194;582;121;2.663;1;3;2;1;0;0;12;2;4;0;6;0;45;2;135;447;37;12;188;42;360;98;275;1.019;5;2.696;1;9;11;4;2;1;22;11;9;1;11;0;89;9;293;1.175;122;21;384;129;706;153;469;1.601;126;5.359
;02:1,01 a 1,50;14;99;41;18;3;4;64;38;26;6;19;0;367;15;1.696;5.735;1.502;14;1.683;1.003;1.764;326;467;967;187;16.058;1;10;4;2;3;2;6;14;15;2;46;0;235;6;433;3.954;491;26;2.145;392;2.649;715;835;1.710;19;13.715;15;109;45;20;6;6;70;52;41;8;65;0;602;21;2.129;9.689;1.993;40;3.828;1.395;4.413;1.041;1.302;2.677;206;29.773
;03:1,51 a 2,00;6;45;13;4;1;0;29;20;15;0;9;0;145;5;1.197;1.599;582;12;552;328;473;190;197;1.545;35;7.002;2;8;0;0;0;1;2;3;1;1;8;0;67;0;85;1.220;151;22;356;100;348;435;242;2.125;3;5.180;8;53;13;4;1;1;31;23;16;1;17;0;212;5;1.282;2.819;733;34;908;428;821;625;439;3.670;38;12.182
;04:2,01 a 3,00;9;5;5;2;2;3;42;10;6;0;0;0;33;32;318;876;564;22;1.469;555;232;115;247;3.074;16;7.637;2;4;2;1;0;1;1;0;2;1;0;0;22;5;21;586;108;27;526;90;157;245;299;4.092;1;6.193;11;9;7;3;2;4;43;10;8;1;0;0;55;37;339;1.462;672;49;1.995;645;389;360;546;7.166;17;13.830
;05:3,01 a 4,00;2;2;0;1;0;1;4;3;3;0;0;0;5;47;91;230;134;40;470;150;111;45;214;1.843;4;3.400;0;1;0;0;0;1;3;1;1;0;0;0;9;15;14;194;54;68;99;24;118;60;234;2.277;0;3.173;2;3;0;1;0;2;7;4;4;0;0;0;14;62;105;424;188;108;569;174;229;105;448;4.120;4;6.573
;06:4,01 a 5,00;1;0;0;0;0;0;0;0;0;0;0;0;0;24;42;111;58;55;26;69;27;36;133;1.511;1;2.094;0;0;0;0;0;0;0;0;0;0;0;0;3;9;0;92;13;47;31;8;36;55;147;2.186;0;2.627;1;0;0;0;0;0;0;0;0;0;0;0;3;33;42;203;71;102;57;77;63;91;280;3.697;1;4.721
;07:5,01 a 7,00;0;1;0;0;0;0;1;0;0;0;0;0;1;135;18;75;45;70;31;71;30;21;178;6.640;0;7.317;1;0;0;0;0;0;0;0;0;0;1;0;3;103;2;52;16;61;29;15;55;29;194;8.237;0;8.798;1;1;0;0;0;0;1;0;0;0;1;0;4;238;20;127;61;131;60;86;85;50;372;14.877;0;16.115
;08:7,01 a 10,00;1;0;0;0;0;0;0;0;0;0;0;0;1;188;15;23;27;71;24;30;28;10;235;3.985;1;4.639;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;18;4;64;23;11;32;9;267;5.885;0;6.334;1;0;0;0;0;0;0;0;0;0;0;0;1;209;15;41;31;135;47;41;60;19;502;9.870;1;10.973
;09:10,01 a 15,00;0;0;0;0;0;0;0;0;0;0;0;0;0;48;6;14;8;36;26;22;27;4;131;2.302;0;2.624;0;0;0;0;0;0;0;0;0;0;0;0;0;17;2;4;4;32;12;13;59;7;136;1.961;0;2.247;0;0;0;0;0;0;0;0;0;0;0;0;0;65;8;18;12;68;38;35;86;11;267;4.263;0;4.871
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;26;2;2;2;21;12;11;3;3;36;734;0;852;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;14;8;4;5;2;29;418;0;495;0;0;0;0;0;0;0;0;0;0;0;0;0;41;2;2;2;35;20;15;8;5;65;1.152;0;1.347
;11:Mais de 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;2;22;34;0;6;2;9;1.048;0;1.177;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;3;19;0;0;0;10;530;0;577;0;0;0;0;0;0;0;0;0;0;0;0;0;69;0;0;2;25;53;0;6;2;19;1.578;0;1.754
;{ñ class};0;4;0;0;0;0;4;0;0;0;1;0;1;4;45;41;20;1;34;18;26;2;30;115;1;347;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;26;4;6;14;6;29;12;26;29;0;158;0;4;0;0;0;0;4;0;0;0;1;0;1;5;50;67;24;7;48;24;55;14;56;144;1;505
172100:Palmas - TO;Total;92;417;207;122;1;45;114;158;369;147;53;0;612;1.676;3.986;7.930;2.388;565;5.552;2.393;3.880;558;3.328;30.194;287;65.074;15;57;30;10;4;6;12;68;136;26;49;0;459;304;344;6.242;962;577;4.127;586;4.899;2.346;3.975;41.964;50;67.248;107;474;237;132;5;51;126;226;505;173;102;0;1.071;1.980;4.330;14.172;3.350;1.142;9.679;2.979;8.779;2.904;7.303;72.158;337;132.322
;00:Até 0,50;0;2;0;0;0;0;0;2;1;0;0;0;0;0;8;25;9;1;9;25;331;3;31;10;0;457;0;3;0;0;0;0;0;1;2;0;0;0;0;0;6;26;11;1;14;16;384;5;37;5;0;511;0;5;0;0;0;0;0;3;3;0;0;0;0;0;14;51;20;2;23;41;715;8;68;15;0;968
;01:0,51 a 1,00;0;28;0;3;1;0;1;13;4;5;4;0;14;4;93;252;53;14;270;51;336;24;119;1.735;60;3.084;0;3;3;0;0;0;0;1;2;0;2;0;21;4;16;217;29;18;528;42;435;73;179;1.801;5;3.379;0;31;3;3;1;0;1;14;6;5;6;0;35;8;109;469;82;32;798;93;771;97;298;3.536;65;6.463
;02:1,01 a 1,50;16;162;94;58;0;7;57;52;152;41;27;0;286;294;1.236;3.909;870;70;1.551;421;1.726;165;370;4.778;114;16.456;6;25;12;7;4;4;5;30;97;10;35;0;193;51;173;3.801;476;92;2.239;211;2.814;1.063;715;8.700;14;20.777;22;187;106;65;4;11;62;82;249;51;62;0;479;345;1.409;7.710;1.346;162;3.790;632;4.540;1.228;1.085;13.478;128;37.233
;03:1,51 a 2,00;37;117;60;38;0;10;34;33;41;42;15;0;188;265;1.129;1.785;541;29;1.329;369;645;142;254;1.718;48;8.869;4;11;4;1;0;1;2;10;13;5;5;0;178;50;49;1.216;197;41;548;93;471;634;294;2.531;4;6.362;41;128;64;39;0;11;36;43;54;47;20;0;366;315;1.178;3.001;738;70;1.877;462;1.116;776;548;4.249;52;15.231
;04:2,01 a 3,00;25;78;32;11;0;10;19;30;124;33;4;0;84;504;978;1.123;497;39;1.804;994;381;76;290;3.078;23;10.237;4;11;3;2;0;1;2;16;9;6;5;0;42;59;50;593;138;67;431;104;347;246;468;5.573;9;8.186;29;89;35;13;0;11;21;46;133;39;9;0;126;563;1.028;1.716;635;106;2.235;1.098;728;322;758;8.651;32;18.423
;05:3,01 a 4,00;7;13;7;9;0;12;2;13;18;16;1;0;20;250;224;391;174;65;210;267;121;91;358;3.943;8;6.220;1;2;3;0;0;0;0;3;3;5;0;0;7;50;24;168;55;71;137;41;143;194;438;7.187;8;8.540;8;15;10;9;0;12;2;16;21;21;1;0;27;300;248;559;229;136;347;308;264;285;796;11.130;16;14.760
;06:4,01 a 5,00;2;9;4;0;0;2;0;6;11;2;0;0;6;98;78;207;76;56;133;74;90;28;267;2.496;4;3.649;0;0;4;0;0;0;0;5;4;0;0;0;11;27;10;88;24;53;76;23;100;80;316;5.173;2;5.996;2;9;8;0;0;2;0;11;15;2;0;0;17;125;88;295;100;109;209;97;190;108;583;7.669;6;9.645
;07:5,01 a 7,00;1;4;5;3;0;3;0;3;7;2;1;0;8;73;55;136;73;77;72;73;88;15;377;3.562;4;4.642;0;2;1;0;0;0;3;1;2;0;0;0;5;22;6;66;14;80;39;25;73;26;387;6.022;3;6.777;1;6;6;3;0;3;3;4;9;2;1;0;13;95;61;202;87;157;111;98;161;41;764;9.584;7;11.419
;08:7,01 a 10,00;0;1;1;0;0;0;0;0;3;1;0;0;1;65;35;40;39;83;41;54;77;7;477;3.357;1;4.283;0;0;0;0;0;0;0;0;0;0;0;0;0;20;6;21;9;73;29;16;53;11;487;2.144;4;2.873;0;1;1;0;0;0;0;0;3;1;0;0;1;85;41;61;48;156;70;70;130;18;964;5.501;5;7.156
;09:10,01 a 15,00;0;0;1;0;0;0;0;2;0;1;0;0;0;53;22;18;26;66;32;27;42;1;518;2.554;6;3.369;0;0;0;0;0;0;0;0;0;0;0;0;0;12;3;5;4;48;16;8;44;3;464;1.392;0;1.999;0;0;1;0;0;0;0;2;0;1;0;0;0;65;25;23;30;114;48;35;86;4;982;3.946;6;5.368
;10:15,01 a 20,00;0;0;1;0;0;0;0;0;1;0;0;0;0;23;1;3;7;25;19;6;15;3;174;1.225;8;1.511;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;16;11;0;7;2;140;639;0;818;0;0;1;0;0;0;0;0;1;0;0;0;0;26;1;3;7;41;30;6;22;5;314;1.864;8;2.329
;11:Mais de 20,00;0;0;0;0;0;0;0;1;0;0;0;0;0;33;0;3;7;36;37;1;5;1;69;1.631;9;1.833;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;11;23;0;3;1;21;727;1;792;0;0;0;0;0;0;0;1;0;0;0;0;0;38;0;3;7;47;60;1;8;2;90;2.358;10;2.625
;{ñ class};4;3;2;0;0;1;1;3;7;4;1;0;5;14;127;38;16;4;45;31;23;2;24;107;2;464;0;0;0;0;0;0;0;1;4;0;2;0;2;1;1;41;5;6;36;7;25;8;29;70;0;238;4;3;2;0;0;1;1;4;11;4;3;0;7;15;128;79;21;10;81;38;48;10;53;177;2;702
211130:São Luiz - MA;Total;409;467;1.782;333;187;114;217;608;261;621;173;0;3.508;3.425;19.400;23.597;8.547;1.458;24.928;16.948;15.339;5.055;6.657;52.893;330;187.257;74;90;252;66;40;26;64;251;116;165;371;1;2.418;842;1.795;21.569;2.763;1.494;11.598;4.955;20.445;13.935;9.502;60.097;149;153.078;483;557;2.034;399;227;140;281;859;377;786;544;1;5.926;4.267;21.195;45.166;11.310;2.952;36.526;21.903;35.784;18.990;16.159;112.990;479;340.335
;00:Até 0,50;0;2;3;0;0;0;1;3;0;1;1;0;7;15;34;78;19;2;36;22;106;8;110;1.122;0;1.570;0;0;1;0;0;0;0;1;0;0;0;0;22;5;11;78;24;4;43;21;289;14;130;1.788;0;2.431;0;2;4;0;0;0;1;4;0;1;1;0;29;20;45;156;43;6;79;43;395;22;240;2.910;0;4.001
;01:0,51 a 1,00;5;13;58;9;3;2;9;20;4;4;5;0;45;61;362;757;138;13;865;280;807;150;432;2.362;36;6.440;1;3;27;11;2;0;0;15;5;8;8;1;107;34;135;770;123;27;1.231;283;1.234;354;621;3.503;27;8.530;6;16;85;20;5;2;9;35;9;12;13;1;152;95;497;1.527;261;40;2.096;563;2.041;504;1.053;5.865;63;14.970
;02:1,01 a 1,50;27;179;444;156;56;56;112;259;129;212;132;0;1.577;664;5.781;14.375;2.652;111;8.810;3.622;9.147;1.991;1.589;3.395;228;55.704;7;36;54;38;23;14;43;133;74;64;337;0;1.521;85;721;14.106;1.239;221;6.285;2.738;12.947;6.286;3.217;4.952;104;55.245;34;215;498;194;79;70;155;392;203;276;469;0;3.098;749;6.502;28.481;3.891;332;15.095;6.360;22.094;8.277;4.806;8.347;332;110.949
;03:1,51 a 2,00;24;112;225;93;51;26;59;115;64;138;20;0;708;351;5.529;4.154;1.556;71;9.391;2.538;2.186;972;591;4.735;39;33.748;3;8;27;8;9;6;12;33;19;30;15;0;365;39;346;3.350;462;128;1.915;381;2.080;3.033;1.052;5.677;8;19.006;27;120;252;101;60;32;71;148;83;168;35;0;1.073;390;5.875;7.504;2.018;199;11.306;2.919;4.266;4.005;1.643;10.412;47;52.754
;04:2,01 a 3,00;46;65;163;51;45;21;26;128;51;123;12;0;586;497;4.703;2.347;1.818;80;3.134;4.833;1.568;810;800;4.723;12;26.642;7;20;28;7;4;1;3;29;12;32;4;0;170;125;279;1.900;466;92;1.079;525;2.217;2.040;1.127;7.986;4;18.157;53;85;191;58;49;22;29;157;63;155;16;0;756;622;4.982;4.247;2.284;172;4.213;5.358;3.785;2.850;1.927;12.709;16;44.799
;05:3,01 a 4,00;16;30;110;8;16;2;2;35;6;58;3;0;178;369;999;786;861;201;954;1.661;490;393;634;8.680;5;16.497;1;8;24;0;2;2;4;16;3;11;3;0;74;106;120;546;179;220;368;247;657;897;729;9.306;3;13.526;17;38;134;8;18;4;6;51;9;69;6;0;252;475;1.119;1.332;1.040;421;1.322;1.908;1.147;1.290;1.363;17.986;8;30.023
;06:4,01 a 5,00;15;24;113;1;8;3;2;19;3;15;0;0;126;227;383;276;412;138;325;900;165;220;478;6.608;1;10.462;2;6;12;0;0;1;0;9;1;6;0;0;49;67;55;224;86;163;164;148;200;435;508;11.666;1;13.803;17;30;125;1;8;4;2;28;4;21;0;0;175;294;438;500;498;301;489;1.048;365;655;986;18.274;2;24.265
;07:5,01 a 7,00;39;18;167;3;3;1;2;10;2;13;0;0;88;409;364;246;419;212;375;1.007;212;200;588;9.746;2;14.126;8;7;24;2;0;0;1;6;2;8;0;0;21;133;49;178;99;223;159;179;176;353;747;7.569;0;9.944;47;25;191;5;3;1;3;16;4;21;0;0;109;542;413;424;518;435;534;1.186;388;553;1.335;17.315;2;24.070
;08:7,01 a 10,00;34;2;170;3;1;1;1;1;1;9;0;0;38;330;218;111;279;262;307;800;244;168;518;5.529;1;9.028;13;1;19;0;0;1;0;2;0;1;0;0;17;114;37;83;43;179;112;147;234;155;574;4.101;0;5.833;47;3;189;3;1;2;1;3;1;10;0;0;55;444;255;194;322;441;419;947;478;323;1.092;9.630;1;14.861
;09:10,01 a 15,00;73;6;69;2;1;0;0;1;0;14;0;0;15;181;80;54;188;197;122;481;135;45;495;2.457;1;4.617;15;1;20;0;0;1;1;0;0;4;0;0;7;74;8;33;13;147;59;90;136;103;429;1.572;0;2.713;88;7;89;2;1;1;1;1;0;18;0;0;22;255;88;87;201;344;181;571;271;148;924;4.029;1;7.330
;10:15,01 a 20,00;61;0;19;0;0;0;0;1;0;4;0;0;4;82;23;22;44;89;38;152;28;26;187;1.781;0;2.561;13;0;2;0;0;0;0;0;0;0;0;0;0;32;2;7;1;47;22;31;14;69;193;1.125;0;1.558;74;0;21;0;0;0;0;1;0;4;0;0;4;114;25;29;45;136;60;183;42;95;380;2.906;0;4.119
;11:Mais de 20,00;65;3;39;1;0;0;0;0;0;15;0;0;4;183;14;2;19;68;49;86;12;33;107;1.722;0;2.422;4;0;10;0;0;0;0;0;0;0;0;0;0;16;0;0;2;20;24;18;11;48;35;809;0;997;69;3;49;1;0;0;0;0;0;15;0;0;4;199;14;2;21;88;73;104;23;81;142;2.531;0;3.419
;{ñ class};4;13;202;6;3;2;3;16;1;15;0;0;132;56;910;389;142;14;522;566;239;39;128;33;5;3.440;0;0;4;0;0;0;0;7;0;1;4;0;65;12;32;294;26;23;137;147;250;148;140;43;2;1.335;4;13;206;6;3;2;3;23;1;16;4;0;197;68;942;683;168;37;659;713;489;187;268;76;7;4.775
221100:Terezina - PI;Total;159;1.436;1.205;180;136;590;1.229;868;314;686;644;52;4.693;3.232;11.842;22.893;6.898;1.539;22.065;8.413;13.440;5.873;7.397;35.192;820;151.796;26;142;135;32;25;131;167;268;133;214;1.578;34;2.575;763;1.147;17.317;2.533;1.686;15.044;1.443;14.366;13.664;9.723;41.103;93;124.342;185;1.578;1.340;212;161;721;1.396;1.136;447;900;2.222;86;7.268;3.995;12.989;40.210;9.431;3.225;37.109;9.856;27.806;19.537;17.120;76.295;913;276.138
;00:Até 0,50;0;7;5;3;0;18;18;4;3;4;12;2;18;12;64;157;67;17;40;70;168;28;201;50;0;968;0;0;2;0;0;4;10;4;0;6;19;0;20;11;51;151;51;19;24;50;188;63;138;60;0;871;0;7;7;3;0;22;28;8;3;10;31;2;38;23;115;308;118;36;64;120;356;91;339;110;0;1.839
;01:0,51 a 1,00;15;45;76;3;3;18;28;45;10;38;11;0;130;137;415;826;133;21;729;155;673;145;562;1.561;92;5.871;1;8;11;3;2;6;3;29;11;10;45;2;103;97;81;619;93;17;959;95;826;291;651;2.535;4;6.502;16;53;87;6;5;24;31;74;21;48;56;2;233;234;496;1.445;226;38;1.688;250;1.499;436;1.213;4.096;96;12.373
;02:1,01 a 1,50;79;845;721;105;80;381;611;445;188;446;459;45;2.721;441;5.910;14.647;3.521;203;10.838;3.475;9.052;1.848;1.799;5.221;469;64.550;16;67;84;18;12;100;67;147;89;131;1.352;29;1.989;125;426;12.224;1.444;410;11.090;715;10.506;5.303;3.018;7.287;50;56.699;95;912;805;123;92;481;678;592;277;577;1.811;74;4.710;566;6.336;26.871;4.965;613;21.928;4.190;19.558;7.151;4.817;12.508;519;121.249
;03:1,51 a 2,00;35;335;188;32;31;70;354;207;49;106;84;2;748;250;2.645;3.410;1.461;122;4.940;1.484;1.567;1.604;736;3.970;139;24.569;0;25;14;3;5;9;52;41;16;25;79;2;237;31;153;1.979;368;217;1.129;159;1.055;3.877;1.022;5.429;7;15.934;35;360;202;35;36;79;406;248;65;131;163;4;985;281;2.798;5.389;1.829;339;6.069;1.643;2.622;5.481;1.758;9.399;146;40.503
;04:2,01 a 3,00;14;118;84;21;14;47;146;98;49;47;50;1;479;304;1.462;1.845;1.008;147;3.405;1.856;910;992;658;3.385;81;17.221;4;20;13;4;2;8;18;34;13;22;41;1;100;46;245;1.261;308;219;859;153;722;1.906;1.054;5.425;16;12.494;18;138;97;25;16;55;164;132;62;69;91;2;579;350;1.707;3.106;1.316;366;4.264;2.009;1.632;2.898;1.712;8.810;97;29.715
;05:3,01 a 4,00;3;22;26;5;3;17;29;34;9;15;13;2;227;145;350;819;264;154;643;493;268;326;548;5.746;13;10.174;2;11;6;2;3;0;9;5;3;8;10;0;42;32;48;432;110;179;284;79;263;776;795;4.837;3;7.939;5;33;32;7;6;17;38;39;12;23;23;2;269;177;398;1.251;374;333;927;572;531;1.102;1.343;10.583;16;18.113
;06:4,01 a 5,00;2;7;44;3;1;7;13;13;3;1;3;0;112;310;166;397;140;114;266;185;141;163;443;4.280;6;6.820;3;3;2;0;0;0;1;1;0;1;4;0;18;49;57;240;51;141;170;60;159;368;512;7.629;5;9.474;5;10;46;3;1;7;14;14;3;2;7;0;130;359;223;637;191;255;436;245;300;531;955;11.909;11;16.294
;07:5,01 a 7,00;3;3;21;4;2;17;7;9;1;6;2;0;90;438;148;268;115;174;347;255;148;154;601;2.169;6;4.988;0;4;0;0;1;1;1;4;0;4;1;0;15;66;33;195;53;152;165;56;135;457;700;2.997;8;5.048;3;7;21;4;3;18;8;13;1;10;3;0;105;504;181;463;168;326;512;311;283;611;1.301;5.166;14;10.036
;08:7,01 a 10,00;1;0;14;1;1;4;9;4;1;5;3;0;29;475;77;157;70;200;252;91;172;120;715;2.946;0;5.347;0;0;1;0;0;0;1;1;1;0;0;0;6;94;14;61;16;156;117;35;132;218;767;1.928;0;3.548;1;0;15;1;1;4;10;5;2;5;3;0;35;569;91;218;86;356;369;126;304;338;1.482;4.874;0;8.895
;09:10,01 a 15,00;2;1;5;1;0;1;4;0;0;0;0;0;11;369;90;73;36;206;175;64;182;297;688;3.254;2;5.461;0;1;1;0;0;0;0;0;0;3;1;0;3;120;22;18;5;105;62;21;180;281;664;1.675;0;3.162;2;2;6;1;0;1;4;0;0;3;1;0;14;489;112;91;41;311;237;85;362;578;1.352;4.929;2;8.623
;10:15,01 a 20,00;0;0;2;0;0;0;2;0;0;0;0;0;2;166;10;14;11;94;94;15;27;97;242;1.285;0;2.061;0;0;0;0;0;0;0;0;0;0;0;0;0;45;3;4;2;45;35;3;25;45;225;571;0;1.003;0;0;2;0;0;0;2;0;0;0;0;0;2;211;13;18;13;139;129;18;52;142;467;1.856;0;3.064
;11:Mais de 20,00;0;0;1;1;0;0;0;0;0;0;0;0;1;123;3;8;3;75;73;4;14;73;110;1.257;0;1.746;0;0;0;0;0;0;0;0;0;0;0;0;0;38;1;0;2;17;19;1;4;17;101;683;0;883;0;0;1;1;0;0;0;0;0;0;0;0;1;161;4;8;5;92;92;5;18;90;211;1.940;0;2.629
;{ñ class};5;53;18;1;1;10;8;9;1;18;7;0;125;62;502;272;69;12;263;266;118;26;94;68;12;2.020;0;3;1;2;0;3;5;2;0;4;26;0;42;9;13;133;30;9;131;16;171;62;76;47;0;785;5;56;19;3;1;13;13;11;1;22;33;0;167;71;515;405;99;21;394;282;289;88;170;115;12;2.805
230440:Fortaleza - CE;Total;86;1.207;3.426;4.114;565;908;1.391;2.902;1.237;1.614;9.920;1.408;11.610;4.227;31.812;64.875;15.109;7.724;93.753;31.908;38.547;9.431;20.495;73.691;2.370;434.330;30;186;469;940;102;130;207;1.278;474;589;18.330;1.203;7.238;1.027;3.440;50.932;7.796;8.021;59.499;7.780;32.114;26.631;27.718;77.452;496;334.082;116;1.393;3.895;5.054;667;1.038;1.598;4.180;1.711;2.203;28.250;2.611;18.848;5.254;35.252;115.807;22.905;15.745;153.252;39.688;70.661;36.062;48.213;151.143;2.866;768.412
;00:Até 0,50;0;1;7;20;0;2;0;18;1;4;83;0;62;19;135;433;167;32;253;227;413;28;586;702;1;3.194;0;0;5;15;0;0;1;14;1;5;213;0;94;19;68;423;92;28;250;110;391;76;554;782;3;3.144;0;1;12;35;0;2;1;32;2;9;296;0;156;38;203;856;259;60;503;337;804;104;1.140;1.484;4;6.338
;01:0,51 a 1,00;3;96;160;159;19;39;85;176;64;78;597;95;481;52;2.060;3.145;426;153;2.332;1.271;2.267;279;2.051;2.116;65;18.269;0;24;60;62;5;16;29;111;33;36;752;74;660;57;316;2.862;316;235;3.005;571;2.581;664;3.559;2.452;24;18.504;3;120;220;221;24;55;114;287;97;114;1.349;169;1.141;109;2.376;6.007;742;388;5.337;1.842;4.848;943;5.610;4.568;89;36.773
;02:1,01 a 1,50;20;625;2.025;2.329;240;444;1.122;1.458;737;918;6.627;1.095;7.236;787;11.020;43.268;7.535;805;44.247;10.895;22.072;3.553;4.910;4.655;974;179.597;2;100;221;608;53;64;142;558;275;320;14.896;1.037;5.047;85;1.390;34.588;4.074;1.435;39.031;3.594;19.619;10.880;9.257;14.076;212;161.564;22;725;2.246;2.937;293;508;1.264;2.016;1.012;1.238;21.523;2.132;12.283;872;12.410;77.856;11.609;2.240;83.278;14.489;41.691;14.433;14.167;18.731;1.186;341.161
;03:1,51 a 2,00;11;200;569;638;114;200;89;604;190;220;1.419;48;1.747;1.009;8.639;8.491;2.867;384;22.278;6.873;5.747;2.054;2.176;5.106;526;72.199;3;22;56;83;14;21;18;233;74;81;1.272;39;557;36;543;5.794;1.179;723;6.205;1.331;3.593;6.328;2.573;8.611;62;39.451;14;222;625;721;128;221;107;837;264;301;2.691;87;2.304;1.045;9.182;14.285;4.046;1.107;28.483;8.204;9.340;8.382;4.749;13.717;588;111.650
