;;Sexo Trabalhador;IBGE Subsetor
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;05:3,01 a 4,00;1;17;2;24;3;45;66;57;8;30;0;0;231;477;754;858;264;294;1.078;1.048;622;917;569;13.633;24;21.022;1;4;1;0;1;4;14;17;7;5;1;0;59;107;73;684;127;360;460;184;650;2.014;830;9.408;15;15.026;2;21;3;24;4;49;80;74;15;35;1;0;290;584;827;1.542;391;654;1.538;1.232;1.272;2.931;1.399;23.041;39;36.048
;06:4,01 a 5,00;2;20;4;7;0;19;28;18;2;12;1;0;107;244;218;435;150;244;507;448;313;325;451;8.757;13;12.325;3;4;0;1;0;7;7;5;3;2;0;0;22;47;30;465;92;280;261;106;334;879;586;7.762;7;10.903;5;24;4;8;0;26;35;23;5;14;1;0;129;291;248;900;242;524;768;554;647;1.204;1.037;16.519;20;23.228
;07:5,01 a 7,00;1;20;0;4;0;15;21;24;0;14;1;0;99;269;188;345;113;449;525;455;266;289;399;9.111;11;12.619;3;5;0;0;0;2;4;10;1;9;0;0;28;77;23;366;64;506;292;125;244;920;571;10.509;6;13.765;4;25;0;4;0;17;25;34;1;23;1;0;127;346;211;711;177;955;817;580;510;1.209;970;19.620;17;26.384
;08:7,01 a 10,00;8;8;0;9;0;4;9;10;2;10;0;0;58;203;83;137;96;552;399;301;291;262;291;6.503;6;9.242;3;6;0;0;0;1;1;4;0;4;0;0;10;62;12;140;22;430;212;100;93;746;385;6.759;5;8.995;11;14;0;9;0;5;10;14;2;14;0;0;68;265;95;277;118;982;611;401;384;1.008;676;13.262;11;18.237
;09:10,01 a 15,00;3;3;0;2;0;6;4;2;0;5;0;0;22;154;35;63;40;464;250;227;147;201;192;5.911;7;7.738;4;1;0;0;0;3;0;1;0;2;0;0;7;34;4;26;18;352;137;48;39;453;266;3.426;3;4.824;7;4;0;2;0;9;4;3;0;7;0;0;29;188;39;89;58;816;387;275;186;654;458;9.337;10;12.562
;10:15,01 a 20,00;4;3;0;1;0;0;1;1;1;5;0;0;5;64;8;11;16;145;94;59;28;53;99;2.283;1;2.882;1;0;0;0;0;0;0;1;0;0;0;0;1;23;0;8;5;117;50;10;19;91;107;1.271;0;1.704;5;3;0;1;0;0;1;2;1;5;0;0;6;87;8;19;21;262;144;69;47;144;206;3.554;1;4.586
;11:Mais de 20,00;10;2;0;1;0;0;5;0;0;2;0;0;18;115;0;13;16;199;263;47;28;43;59;3.180;0;4.001;0;0;0;0;0;0;0;0;0;1;0;0;1;12;0;10;1;62;195;3;15;67;90;1.720;0;2.177;10;2;0;1;0;0;5;0;0;3;0;0;19;127;0;23;17;261;458;50;43;110;149;4.900;0;6.178
;{ñ class};1;8;15;51;11;15;64;68;24;7;3;0;146;307;1.136;1.027;204;1.164;2.553;983;1.027;215;362;58;63;9.512;1;0;0;7;2;0;8;28;3;2;6;0;76;36;87;1.005;118;691;1.468;222;680;518;371;30;4;5.363;2;8;15;58;13;15;72;96;27;9;9;0;222;343;1.223;2.032;322;1.855;4.021;1.205;1.707;733;733;88;67;14.875
160030:Macapá - AP;Total;37;284;78;22;5;11;30;62;35;2;15;0;553;898;2.517;9.972;3.434;398;4.840;1.836;2.905;1.235;1.299;23.878;315;54.661;6;36;5;9;2;6;12;18;12;2;48;0;331;264;660;6.723;1.327;442;3.910;573;3.183;2.078;1.846;29.431;38;50.962;43;320;83;31;7;17;42;80;47;4;63;0;884;1.162;3.177;16.695;4.761;840;8.750;2.409;6.088;3.313;3.145;53.309;353;105.623
;00:Até 0,50;1;1;0;0;0;0;0;0;1;0;0;0;9;0;38;241;76;1;28;6;43;22;40;109;10;626;0;1;0;0;0;0;2;0;0;0;0;0;5;0;5;214;40;1;41;11;47;24;53;75;0;519;1;2;0;0;0;0;2;0;1;0;0;0;14;0;43;455;116;2;69;17;90;46;93;184;10;1.145
;01:0,51 a 1,00;6;64;17;9;1;1;10;21;3;0;7;0;80;20;209;1.950;414;12;502;173;636;85;278;518;81;5.097;0;7;2;3;2;2;6;9;5;1;17;0;63;20;68;1.331;168;17;627;124;801;244;459;846;13;4.835;6;71;19;12;3;3;16;30;8;1;24;0;143;40;277;3.281;582;29;1.129;297;1.437;329;737;1.364;94;9.932
;02:1,01 a 1,50;18;152;48;11;4;5;16;28;21;1;7;0;291;22;1.008;5.152;1.441;18;1.802;688;1.378;328;351;945;163;13.898;1;16;2;3;0;3;3;8;4;1;22;0;150;7;435;3.353;680;25;2.261;222;1.733;713;490;1.521;22;11.675;19;168;50;14;4;8;19;36;25;2;29;0;441;29;1.443;8.505;2.121;43;4.063;910;3.111;1.041;841;2.466;185;25.573
;03:1,51 a 2,00;1;54;10;1;0;1;3;6;4;1;0;0;71;23;575;1.229;562;9;649;327;360;221;142;1.577;15;5.841;0;7;0;2;0;0;0;0;0;0;4;0;35;5;64;815;202;18;333;51;182;514;181;2.145;2;4.560;1;61;10;3;0;1;3;6;4;1;4;0;106;28;639;2.044;764;27;982;378;542;735;323;3.722;17;10.401
;04:2,01 a 3,00;7;5;1;0;0;3;1;3;5;0;0;0;13;27;298;645;537;25;1.465;231;166;94;163;2.495;23;6.207;3;3;1;0;0;1;0;0;2;0;0;0;14;9;14;437;106;37;474;50;122;168;234;3.245;1;4.921;10;8;2;0;0;4;1;3;7;0;0;0;27;36;312;1.082;643;62;1.939;281;288;262;397;5.740;24;11.128
;05:3,01 a 4,00;2;3;0;0;0;1;0;1;0;0;0;0;2;56;80;234;136;36;109;107;102;59;83;1.881;5;2.897;0;2;0;0;0;0;1;0;0;0;0;0;5;11;4;189;35;49;29;20;55;75;127;3.148;0;3.750;2;5;0;0;0;1;1;1;0;0;0;0;7;67;84;423;171;85;138;127;157;134;210;5.029;5;6.647
;06:4,01 a 5,00;0;2;0;1;0;0;0;0;0;0;0;0;2;22;24;101;54;30;16;37;27;48;58;3.594;5;4.021;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;79;25;39;12;7;41;89;87;4.277;0;4.662;0;2;0;1;0;0;0;0;0;0;0;0;3;27;24;180;79;69;28;44;68;137;145;7.871;5;8.683
;07:5,01 a 7,00;1;1;0;0;0;0;0;0;0;0;0;0;0;59;20;79;52;55;21;41;36;204;61;5.105;2;5.737;1;0;0;1;0;0;0;0;1;0;0;0;2;20;2;65;9;48;14;12;31;74;64;6.716;0;7.060;2;1;0;1;0;0;0;0;1;0;0;0;2;79;22;144;61;103;35;53;67;278;125;11.821;2;12.797
;08:7,01 a 10,00;1;0;0;0;0;0;0;0;0;0;0;0;1;129;6;29;35;63;16;39;44;14;24;3.837;0;4.238;0;0;0;0;0;0;0;0;0;0;0;0;1;6;1;18;10;60;5;11;65;14;57;4.665;0;4.913;1;0;0;0;0;0;0;0;0;0;0;0;2;135;7;47;45;123;21;50;109;28;81;8.502;0;9.151
;09:10,01 a 15,00;0;0;0;0;0;0;0;0;0;0;0;0;0;30;3;21;7;37;18;16;6;6;15;2.019;0;2.178;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;8;2;21;3;10;13;8;8;1.839;0;1.915;0;0;0;0;0;0;0;0;0;0;0;0;0;33;3;29;9;58;21;26;19;14;23;3.858;0;4.093
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;6;3;19;6;5;1;2;3;737;0;792;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;13;8;2;0;2;5;436;0;472;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;7;3;32;14;7;1;4;8;1.173;0;1.264
;11:Mais de 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;3;1;25;29;1;0;2;3;903;0;999;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;16;0;0;0;3;488;0;510;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;3;1;27;45;1;0;2;6;1.391;0;1.509
;{ñ class};0;2;2;0;0;0;0;3;1;0;1;0;84;469;255;282;116;68;179;165;106;150;78;158;11;2.130;1;0;0;0;0;0;0;1;0;0;5;0;55;172;67;213;50;112;87;53;93;153;78;30;0;1.170;1;2;2;0;0;0;0;4;1;0;6;0;139;641;322;495;166;180;266;218;199;303;156;188;11;3.300
172100:Palmas - TO;Total;111;508;198;153;2;40;107;94;123;149;41;0;572;1.624;2.922;7.996;2.353;542;5.930;2.132;3.285;908;3.252;27.842;220;61.104;17;53;28;10;3;7;11;38;59;16;57;0;349;312;304;6.258;942;614;3.584;500;4.602;3.163;3.722;37.966;30;62.645;128;561;226;163;5;47;118;132;182;165;98;0;921;1.936;3.226;14.254;3.295;1.156;9.514;2.632;7.887;4.071;6.974;65.808;250;123.749
;00:Até 0,50;0;3;2;0;0;0;0;1;1;0;0;0;1;1;19;70;16;15;22;12;234;6;18;30;2;453;0;1;0;0;0;0;0;1;0;0;0;0;1;0;2;68;13;14;30;5;324;20;21;58;0;558;0;4;2;0;0;0;0;2;1;0;0;0;2;1;21;138;29;29;52;17;558;26;39;88;2;1.011
;01:0,51 a 1,00;3;54;34;21;0;1;3;13;9;4;18;0;62;7;253;835;180;8;427;100;699;45;174;1.140;52;4.142;1;4;4;0;3;1;0;8;3;1;24;0;56;2;45;785;96;25;449;70;1.046;225;321;1.286;6;4.461;4;58;38;21;3;2;3;21;12;5;42;0;118;9;298;1.620;276;33;876;170;1.745;270;495;2.426;58;8.603
;02:1,01 a 1,50;8;212;78;67;2;12;51;33;23;48;19;0;126;233;810;3.656;761;48;1.813;457;1.186;324;299;4.528;92;14.886;4;24;12;6;0;3;6;15;17;4;27;0;175;62;139;3.354;386;85;1.846;125;1.861;1.360;499;7.904;20;17.934;12;236;90;73;2;15;57;48;40;52;46;0;301;295;949;7.010;1.147;133;3.659;582;3.047;1.684;798;12.432;112;32.820
;03:1,51 a 2,00;47;122;47;44;0;5;27;17;31;39;3;0;79;263;807;1.480;469;27;1.275;401;381;198;197;1.554;34;7.547;4;12;6;2;0;2;0;5;15;3;3;0;33;46;41;1.003;164;46;444;81;291;738;283;2.296;0;5.518;51;134;53;46;0;7;27;22;46;42;6;0;112;309;848;2.483;633;73;1.719;482;672;936;480;3.850;34;13.065
;04:2,01 a 3,00;22;61;17;12;0;7;16;14;25;31;1;0;139;522;538;952;462;34;1.637;616;235;118;337;3.558;26;9.380;5;9;2;2;0;1;3;3;7;5;2;0;26;65;35;530;129;70;388;87;248;332;376;6.176;3;8.504;27;70;19;14;0;8;19;17;32;36;3;0;165;587;573;1.482;591;104;2.025;703;483;450;713;9.734;29;17.884
;05:3,01 a 4,00;6;28;3;5;0;9;2;5;10;11;0;0;29;240;142;374;165;56;188;224;98;114;329;3.525;8;5.571;2;2;3;0;0;0;1;2;4;3;0;0;11;50;13;164;53;82;127;35;117;281;417;5.755;0;7.122;8;30;6;5;0;9;3;7;14;14;0;0;40;290;155;538;218;138;315;259;215;395;746;9.280;8;12.693
;06:4,01 a 5,00;1;10;4;1;0;3;0;5;8;1;0;0;10;75;66;170;80;47;103;59;58;49;303;2.453;1;3.507;0;0;0;0;0;0;1;2;4;0;0;0;3;19;4;109;30;56;67;21;55;102;357;4.409;0;5.239;1;10;4;1;0;3;1;7;12;1;0;0;13;94;70;279;110;103;170;80;113;151;660;6.862;1;8.746
;07:5,01 a 7,00;0;13;0;3;0;3;0;1;5;3;0;0;14;75;38;128;83;73;74;63;48;17;341;2.867;1;3.850;0;1;0;0;0;0;0;1;2;0;0;0;1;24;5;50;13;76;35;25;36;31;364;4.886;0;5.550;0;14;0;3;0;3;0;2;7;3;0;0;15;99;43;178;96;149;109;88;84;48;705;7.753;1;9.400
;08:7,01 a 10,00;0;1;0;0;0;0;0;0;0;1;0;0;9;67;23;45;25;82;59;52;21;9;434;2.937;0;3.765;0;0;0;0;0;0;0;0;0;0;0;0;1;19;2;16;12;65;27;15;16;13;409;2.161;0;2.756;0;1;0;0;0;0;0;0;0;1;0;0;10;86;25;61;37;147;86;67;37;22;843;5.098;0;6.521
;09:10,01 a 15,00;0;1;0;0;0;0;0;1;1;1;0;0;2;45;3;18;18;62;27;17;8;5;503;2.389;0;3.101;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;5;6;37;15;8;4;4;465;1.550;0;2.103;0;1;0;0;0;0;0;1;1;1;0;0;2;54;3;23;24;99;42;25;12;9;968;3.939;0;5.204
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;5;7;18;19;7;2;2;219;1.184;0;1.474;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;13;10;1;0;2;143;658;0;828;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;5;7;31;29;8;2;4;362;1.842;0;2.302
;11:Mais de 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;2;7;39;34;2;3;1;53;1.646;0;1.816;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;14;22;0;0;1;20;777;0;838;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;2;7;53;56;2;3;2;73;2.423;0;2.654
;{ñ class};24;3;13;0;0;0;8;4;10;10;0;0;101;56;223;261;80;33;252;122;312;20;45;31;4;1.612;1;0;1;0;0;0;0;1;7;0;1;0;42;11;18;174;40;31;124;27;604;54;47;50;1;1.234;25;3;14;0;0;0;8;5;17;10;1;0;143;67;241;435;120;64;376;149;916;74;92;81;5;2.846
211130:São Luiz - MA;Total;376;559;2.168;541;154;130;204;507;232;745;192;1;3.650;2.069;22.235;23.296;9.837;1.797;25.890;17.196;13.015;10.008;6.519;48.216;180;189.717;85;104;308;79;33;18;65;234;103;191;312;4;2.101;775;1.885;21.151;3.099;1.569;13.814;4.666;16.457;23.815;9.257;55.203;28;155.356;461;663;2.476;620;187;148;269;741;335;936;504;5;5.751;2.844;24.120;44.447;12.936;3.366;39.704;21.862;29.472;33.823;15.776;103.419;208;345.073
;00:Até 0,50;0;3;21;9;0;0;1;2;1;5;0;0;14;3;121;361;54;1;132;78;142;26;128;6;1;1.109;0;0;13;0;0;0;0;3;0;2;0;0;44;4;23;387;31;3;84;45;311;54;152;20;0;1.176;0;3;34;9;0;0;1;5;1;7;0;0;58;7;144;748;85;4;216;123;453;80;280;26;1;2.285
;01:0,51 a 1,00;4;33;119;35;12;6;15;87;24;37;29;0;294;23;1.656;2.398;581;26;2.143;1.223;1.941;431;939;2.062;33;14.151;3;11;39;8;2;2;4;54;26;22;104;3;321;12;274;2.644;278;47;2.691;975;2.423;1.308;1.746;3.210;9;16.216;7;44;158;43;14;8;19;141;50;59;133;3;615;35;1.930;5.042;859;73;4.834;2.198;4.364;1.739;2.685;5.272;42;30.367
;02:1,01 a 1,50;24;208;510;223;56;74;105;252;88;245;142;1;1.608;68;6.358;13.234;3.238;241;11.020;3.891;6.457;4.083;1.156;5.515;114;58.911;10;35;57;52;17;8;36;117;46;70;182;1;1.140;25;690;12.234;1.265;263;7.280;1.597;8.849;10.735;2.106;7.112;17;53.944;34;243;567;275;73;82;141;369;134;315;324;2;2.748;93;7.048;25.468;4.503;504;18.300;5.488;15.306;14.818;3.262;12.627;131;112.855
;03:1,51 a 2,00;35;123;340;131;46;23;36;67;62;161;9;0;603;62;5.823;2.986;1.740;128;6.646;2.613;1.683;1.318;579;3.281;16;28.511;7;14;20;8;9;2;15;14;16;36;16;0;189;4;283;2.457;444;120;1.514;478;1.575;3.893;1.012;5.272;0;17.398;42;137;360;139;55;25;51;81;78;197;25;0;792;66;6.106;5.443;2.184;248;8.160;3.091;3.258;5.211;1.591;8.553;16;45.909
;04:2,01 a 3,00;52;76;286;71;22;17;30;38;37;139;9;0;508;121;4.585;2.014;1.581;118;2.402;3.514;1.339;1.313;715;4.137;8;23.132;5;16;32;7;3;0;7;18;9;24;1;0;162;92;281;1.496;462;135;907;475;1.828;3.416;1.081;6.970;0;17.427;57;92;318;78;25;17;37;56;46;163;10;0;670;213;4.866;3.510;2.043;253;3.309;3.989;3.167;4.729;1.796;11.107;8;40.559
;05:3,01 a 4,00;22;28;103;24;7;2;1;17;6;56;0;0;211;107;993;631;808;174;824;1.582;451;671;580;8.250;0;15.548;5;9;36;2;1;3;1;11;1;12;5;0;60;94;114;529;204;158;390;262;575;1.868;639;9.364;1;14.344;27;37;139;26;8;5;2;28;7;68;5;0;271;201;1.107;1.160;1.012;332;1.214;1.844;1.026;2.539;1.219;17.614;1;29.892
;06:4,01 a 5,00;12;20;84;8;2;3;2;9;2;16;0;0;103;88;303;241;473;130;362;857;157;449;442;6.476;0;10.239;2;3;10;0;0;1;0;2;2;7;0;0;42;34;36;205;105;137;138;137;210;716;468;10.123;0;12.378;14;23;94;8;2;4;2;11;4;23;0;0;145;122;339;446;578;267;500;994;367;1.165;910;16.599;0;22.617
;07:5,01 a 7,00;27;13;219;4;0;2;4;6;0;26;1;0;102;198;262;229;463;282;315;1.080;92;1.178;532;7.330;1;12.366;15;6;29;1;0;1;2;3;0;10;0;0;28;93;38;179;114;229;165;160;108;532;672;5.675;0;8.060;42;19;248;5;0;3;6;9;0;36;1;0;130;291;300;408;577;511;480;1.240;200;1.710;1.204;13.005;1;20.426
;08:7,01 a 10,00;34;2;167;3;0;1;1;0;1;6;0;0;39;112;128;94;296;258;274;760;64;227;465;5.457;0;8.389;11;1;31;0;0;1;0;1;0;4;0;0;11;35;26;72;57;174;89;156;54;338;514;4.263;0;5.838;45;3;198;3;0;2;1;1;1;10;0;0;50;147;154;166;353;432;363;916;118;565;979;9.720;0;14.227
;09:10,01 a 15,00;68;6;60;4;0;0;0;1;0;10;0;0;17;81;33;41;193;209;151;413;24;48;491;2.528;0;4.378;14;1;16;0;0;0;0;0;0;1;1;0;6;25;4;18;24;132;39;90;14;42;409;1.448;0;2.284;82;7;76;4;0;0;0;1;0;11;1;0;23;106;37;59;217;341;190;503;38;90;900;3.976;0;6.662
;10:15,01 a 20,00;39;0;26;1;0;0;0;1;0;10;0;0;5;60;9;11;50;102;38;136;4;28;221;1.584;0;2.325;11;0;8;0;0;0;0;0;0;0;0;0;2;13;1;2;6;60;15;25;0;70;183;963;0;1.359;50;0;34;1;0;0;0;1;0;10;0;0;7;73;10;13;56;162;53;161;4;98;404;2.547;0;3.684
;11:Mais de 20,00;50;3;36;1;0;0;0;0;0;11;0;0;5;75;7;8;22;71;30;66;4;26;70;1.575;0;2.060;1;0;9;0;0;0;0;0;0;0;0;0;0;3;4;0;3;30;15;12;2;48;30;765;0;922;51;3;45;1;0;0;0;0;0;11;0;0;5;78;11;8;25;101;45;78;6;74;100;2.340;0;2.982
;{ñ class};9;44;197;27;9;2;9;27;11;23;2;0;141;1.071;1.957;1.048;338;57;1.553;983;657;210;201;15;7;8.598;1;8;8;1;1;0;0;11;3;3;3;0;96;341;111;928;106;81;487;254;508;795;245;18;1;4.010;10;52;205;28;10;2;9;38;14;26;5;0;237;1.412;2.068;1.976;444;138;2.040;1.237;1.165;1.005;446;33;8;12.608
221100:Terezina - PI;Total;134;1.145;1.194;147;137;607;1.183;892;297;572;528;22;3.539;2.137;13.355;22.461;7.729;1.571;21.596;7.549;12.264;6.249;6.751;33.373;665;146.097;16;123;136;38;20;135;183;288;147;164;1.266;15;2.062;604;1.049;16.601;2.381;1.677;14.730;1.447;12.508;14.422;8.929;39.011;79;118.031;150;1.268;1.330;185;157;742;1.366;1.180;444;736;1.794;37;5.601;2.741;14.404;39.062;10.110;3.248;36.326;8.996;24.772;20.671;15.680;72.384;744;264.128
;00:Até 0,50;14;1;7;3;2;20;8;13;4;3;6;0;31;11;180;262;85;16;134;59;190;43;244;16;8;1.360;1;2;5;1;2;9;13;6;2;0;21;0;26;12;60;235;77;19;179;24;204;59;203;14;3;1.177;15;3;12;4;4;29;21;19;6;3;27;0;57;23;240;497;162;35;313;83;394;102;447;30;11;2.537
;01:0,51 a 1,00;26;225;342;38;48;121;266;233;72;75;219;5;589;109;2.194;4.447;718;48;3.554;1.461;2.595;375;1.207;515;58;19.540;3;25;64;11;4;37;43;96;55;27;691;5;506;58;149;4.204;345;95;5.349;284;3.974;1.015;1.972;739;10;19.761;29;250;406;49;52;158;309;329;127;102;910;10;1.095;167;2.343;8.651;1.063;143;8.903;1.745;6.569;1.390;3.179;1.254;68;39.301
;02:1,01 a 1,50;60;644;482;76;55;332;424;350;147;351;205;14;1.774;572;5.379;11.366;3.587;199;7.227;2.838;6.518;1.583;1.108;6.581;350;52.222;6;52;30;22;9;74;52;106;67;87;409;7;1.259;161;367;8.348;1.045;408;4.934;582;5.792;4.325;1.864;9.110;36;39.152;66;696;512;98;64;406;476;456;214;438;614;21;3.033;733;5.746;19.714;4.632;607;12.161;3.420;12.310;5.908;2.972;15.691;386;91.374
;03:1,51 a 2,00;18;119;138;15;13;53;293;128;39;62;34;1;473;186;1.991;2.465;1.396;114;4.494;954;1.019;1.401;510;3.831;117;19.864;0;22;11;1;3;9;40;25;9;11;39;1;110;30;117;1.458;301;184;1.020;147;753;3.478;687;5.943;5;14.404;18;141;149;16;16;62;333;153;48;73;73;2;583;216;2.108;3.923;1.697;298;5.514;1.101;1.772;4.879;1.197;9.774;122;34.268
;04:2,01 a 3,00;7;31;63;6;7;40;104;57;16;40;22;0;206;126;1.395;1.597;942;143;2.333;823;561;1.201;559;2.961;68;13.308;4;8;7;1;1;3;18;16;6;18;12;1;38;47;137;1.062;270;189;572;131;562;2.358;787;5.129;9;11.386;11;39;70;7;8;43;122;73;22;58;34;1;244;173;1.532;2.659;1.212;332;2.905;954;1.123;3.559;1.346;8.090;77;24.694
;05:3,01 a 4,00;2;3;29;5;4;12;20;24;1;9;5;0;120;183;251;667;306;155;415;353;290;311;498;7.459;11;11.133;1;3;6;0;1;0;8;3;1;2;5;0;23;34;39;386;128;157;200;65;297;858;692;7.083;4;9.996;3;6;35;5;5;12;28;27;2;11;10;0;143;217;290;1.053;434;312;615;418;587;1.169;1.190;14.542;15;21.129
;06:4,01 a 5,00;0;6;36;0;2;4;9;10;2;3;1;0;87;150;139;281;166;105;227;161;176;179;324;2.249;4;4.321;1;2;4;0;0;0;1;3;0;3;2;0;8;45;49;194;73;132;135;46;144;431;370;3.492;1;5.136;1;8;40;0;2;4;10;13;2;6;3;0;95;195;188;475;239;237;362;207;320;610;694;5.741;5;9.457
;07:5,01 a 7,00;0;2;18;1;1;6;6;3;0;3;5;0;63;179;97;257;163;166;257;179;87;193;538;1.780;7;4.011;0;1;2;0;0;1;1;2;0;3;0;0;11;34;29;176;36;133;140;48;80;667;612;2.809;5;4.790;0;3;20;1;1;7;7;5;0;6;5;0;74;213;126;433;199;299;397;227;167;860;1.150;4.589;12;8.801
;08:7,01 a 10,00;1;0;14;1;1;2;5;4;0;3;0;0;35;205;33;113;70;189;188;71;46;218;545;3.419;0;5.163;0;0;0;0;0;0;0;0;0;1;1;0;1;50;3;45;15;151;86;24;44;435;602;2.114;2;3.574;1;0;14;1;1;2;5;4;0;4;1;0;36;255;36;158;85;340;274;95;90;653;1.147;5.533;2;8.737
;09:10,01 a 15,00;0;1;3;0;0;1;6;0;0;1;0;0;7;193;51;41;29;194;152;52;17;436;570;2.280;0;4.034;0;0;1;0;0;0;0;0;1;1;1;0;1;57;14;13;6;102;51;17;16;452;561;1.307;0;2.601;0;1;4;0;0;1;6;0;1;2;1;0;8;250;65;54;35;296;203;69;33;888;1.131;3.587;0;6.635
;10:15,01 a 20,00;0;0;0;0;0;0;2;0;0;0;0;0;0;79;10;14;12;100;97;10;4;152;204;1.169;0;1.853;0;0;0;0;0;0;0;0;0;0;0;0;1;36;2;2;1;49;34;1;1;77;193;610;0;1.007;0;0;0;0;0;0;2;0;0;0;0;0;1;115;12;16;13;149;131;11;5;229;397;1.779;0;2.860
;11:Mais de 20,00;0;0;1;0;0;0;0;0;0;0;0;0;1;78;3;11;7;84;63;2;3;97;92;1.107;0;1.549;0;0;0;0;0;0;0;0;0;2;0;0;0;30;0;3;2;19;18;0;1;31;84;655;0;845;0;0;1;0;0;0;0;0;0;2;0;0;1;108;3;14;9;103;81;2;4;128;176;1.762;0;2.394
;{ñ class};6;113;61;2;4;16;40;70;16;22;31;2;153;66;1.632;940;248;58;2.455;586;758;60;352;6;42;7.739;0;8;6;2;0;2;7;31;6;9;85;1;78;10;83;475;82;39;2.012;78;640;236;302;6;4;4.202;6;121;67;4;4;18;47;101;22;31;116;3;231;76;1.715;1.415;330;97;4.467;664;1.398;296;654;12;46;11.941
230440:Fortaleza - CE;Total;77;721;1.901;1.924;632;719;1.297;2.481;1.120;1.402;9.050;1.344;10.776;4.060;36.821;60.742;14.797;7.556;106.765;27.663;28.318;10.777;22.763;73.916;1.590;429.212;26;149;356;325;90;87;206;1.210;460;493;15.659;1.291;6.345;1.008;3.208;47.273;7.147;7.964;62.435;7.034;25.490;30.567;38.312;67.656;357;325.148;103;870;2.257;2.249;722;806;1.503;3.691;1.580;1.895;24.709;2.635;17.121;5.068;40.029;108.015;21.944;15.520;169.200;34.697;53.808;41.344;61.075;141.572;1.947;754.360
;00:Até 0,50;1;2;13;12;0;3;14;22;2;6;92;2;108;19;292;729;157;20;819;195;606;104;667;1.485;4;5.374;0;1;3;5;0;2;0;36;1;7;130;1;107;17;62;729;133;36;857;81;584;188;718;1.601;1;5.300;1;3;16;17;0;5;14;58;3;13;222;3;215;36;354;1.458;290;56;1.676;276;1.190;292;1.385;3.086;5;10.674
;01:0,51 a 1,00;6;251;469;208;66;94;406;519;267;222;2.787;623;1.971;102;5.278;10.548;1.439;260;11.372;2.617;7.685;535;3.743;3.274;116;54.858;1;36;110;63;18;18;61;278;132;112;5.297;706;1.645;40;449;10.128;1.034;581;14.332;1.070;7.941;1.685;7.826;4.795;29;58.387;7;287;579;271;84;112;467;797;399;334;8.084;1.329;3.616;142;5.727;20.676;2.473;841;25.704;3.687;15.626;2.220;11.569;8.069;145;113.245
;02:1,01 a 1,50;16;282;884;856;185;342;751;994;520;665;4.136;533;5.259;911;12.677;33.042;7.250;812;46.062;10.058;11.693;3.732;3.678;4.007;612;149.957;4;54;142;146;42;35;108;367;200;212;8.362;506;3.298;85;1.126;24.505;3.070;1.492;28.440;2.971;10.381;11.200;5.836;5.269;106;107.957;20;336;1.026;1.002;227;377;859;1.361;720;877;12.498;1.039;8.557;996;13.803;57.547;10.320;2.304;74.502;13.029;22.074;14.932;9.514;9.276;718;257.914
;03:1,51 a 2,00;4;76;224;299;161;115;59;392;148;158;954;39;1.606;786;6.617;6.203;2.012;411;21.498;5.617;3.042;2.216;1.827;5.037;289;59.790;3;15;45;32;15;14;18;162;55;46;658;30;452;45;438;4.478;866;702;6.015;1.095;2.053;6.472;2.863;13.509;53;40.134;7;91;269;331;176;129;77;554;203;204;1.612;69;2.058;831;7.055;10.681;2.878;1.113;27.513;6.712;5.095;8.688;4.690;18.546;342;99.924
