;;Sexo Trabalhador;IBGE Subsetor
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;05:3,01 a 4,00;12;27;6;24;7;71;77;184;19;97;4;0;418;499;734;1.341;520;424;1.291;1.634;882;408;786;5.070;113;14.648;14;3;0;2;3;4;14;61;9;15;3;0;41;60;114;837;331;451;485;233;857;734;814;8.134;24;13.243;26;30;6;26;10;75;91;245;28;112;7;0;459;559;848;2.178;851;875;1.776;1.867;1.739;1.142;1.600;13.204;137;27.891
;06:4,01 a 5,00;43;23;4;11;1;18;41;92;17;21;1;0;157;380;313;563;270;409;531;556;396;206;880;4.125;61;9.119;6;3;1;2;2;1;11;14;6;8;1;0;35;57;58;401;145;350;384;166;352;408;951;7.412;9;10.783;49;26;5;13;3;19;52;106;23;29;2;0;192;437;371;964;415;759;915;722;748;614;1.831;11.537;70;19.902
;07:5,01 a 7,00;19;13;3;5;1;19;22;74;13;39;1;0;140;319;306;458;240;846;584;730;487;165;1.292;9.319;42;15.137;3;0;1;1;0;2;6;35;1;10;0;0;31;75;74;400;139;662;390;201;381;391;1.163;11.448;24;15.438;22;13;4;6;1;21;28;109;14;49;1;0;171;394;380;858;379;1.508;974;931;868;556;2.455;20.767;66;30.575
;08:7,01 a 10,00;14;5;0;11;0;6;13;40;4;25;0;0;92;213;213;246;163;651;453;413;455;156;1.256;7.460;36;11.925;6;0;0;1;0;2;2;22;0;4;1;0;20;30;46;182;97;553;270;139;273;301;1.224;8.526;9;11.708;20;5;0;12;0;8;15;62;4;29;1;0;112;243;259;428;260;1.204;723;552;728;457;2.480;15.986;45;23.633
;09:10,01 a 15,00;11;4;1;5;0;9;1;16;3;18;0;0;43;226;116;109;105;585;331;275;410;93;994;3.775;42;7.172;8;4;0;1;0;2;0;8;0;5;0;0;8;63;25;64;89;514;153;98;400;161;989;3.591;12;6.195;19;8;1;6;0;11;1;24;3;23;0;0;51;289;141;173;194;1.099;484;373;810;254;1.983;7.366;54;13.367
;10:15,01 a 20,00;9;1;0;2;0;1;2;6;4;1;0;0;23;69;21;32;45;203;146;127;93;35;348;1.708;6;2.882;6;0;0;0;0;0;0;1;0;3;0;0;0;19;1;13;14;118;85;30;117;78;286;1.210;0;1.981;15;1;0;2;0;1;2;7;4;4;0;0;23;88;22;45;59;321;231;157;210;113;634;2.918;6;4.863
;11:Mais de 20,00;30;4;1;1;0;0;4;6;0;8;0;0;26;260;24;30;45;174;317;61;77;29;244;2.459;23;3.823;2;0;0;0;0;0;0;3;0;1;0;0;2;28;2;4;6;60;206;15;60;50;143;1.890;3;2.475;32;4;1;1;0;0;4;9;0;9;0;0;28;288;26;34;51;234;523;76;137;79;387;4.349;26;6.298
;{ñ class};0;9;13;4;0;9;43;29;11;24;3;0;112;45;309;321;88;32;315;343;367;31;108;45;41;2.302;0;0;0;0;1;0;3;20;3;6;10;0;44;11;6;225;20;29;77;45;211;106;96;56;9;978;0;9;13;4;1;9;46;49;14;30;13;0;156;56;315;546;108;61;392;388;578;137;204;101;50;3.280
160030:Macapá - AP;Total;80;326;55;113;2;21;159;129;42;42;45;0;962;1.260;4.703;10.043;2.716;597;6.761;2.103;3.186;521;1.748;18.610;298;54.522;15;42;9;1;1;5;29;49;39;13;74;0;414;396;575;7.155;832;672;3.823;516;4.401;1.049;2.192;22.281;22;44.605;95;368;64;114;3;26;188;178;81;55;119;0;1.376;1.656;5.278;17.198;3.548;1.269;10.584;2.619;7.587;1.570;3.940;40.891;320;99.127
;00:Até 0,50;0;1;0;0;0;0;0;0;0;0;0;0;6;0;11;170;46;6;30;41;33;3;29;1;1;378;0;0;0;0;0;0;0;1;0;0;0;0;6;0;13;155;36;5;42;9;31;3;26;2;0;329;0;1;0;0;0;0;0;1;0;0;0;0;12;0;24;325;82;11;72;50;64;6;55;3;1;707
;01:0,51 a 1,00;1;19;11;3;2;1;21;24;10;1;2;0;64;17;286;895;92;13;289;71;390;15;168;201;110;2.706;0;5;3;0;0;0;14;5;10;0;6;0;36;6;157;519;49;28;250;42;519;62;230;260;7;2.208;1;24;14;3;2;1;35;29;20;1;8;0;100;23;443;1.414;141;41;539;113;909;77;398;461;117;4.914
;02:1,01 a 1,50;21;224;25;56;0;7;84;44;21;36;38;0;408;185;2.263;5.486;1.441;60;1.583;599;1.796;194;411;579;133;15.694;2;24;3;1;1;2;12;28;22;12;55;0;222;156;230;4.087;407;96;1.689;213;2.946;453;708;658;12;12.039;23;248;28;57;1;9;96;72;43;48;93;0;630;341;2.493;9.573;1.848;156;3.272;812;4.742;647;1.119;1.237;145;27.733
;03:1,51 a 2,00;21;44;15;48;0;5;33;37;9;3;3;0;171;181;964;1.772;556;48;2.890;257;459;134;191;884;34;8.759;3;7;1;0;0;1;2;10;4;1;12;0;73;15;123;1.314;142;66;1.274;67;403;334;255;1.560;0;5.667;24;51;16;48;0;6;35;47;13;4;15;0;244;196;1.087;3.086;698;114;4.164;324;862;468;446;2.444;34;14.426
;04:2,01 a 3,00;12;28;4;3;0;8;15;18;0;2;2;0;175;82;687;1.007;323;94;1.551;634;287;63;229;958;15;6.197;2;3;2;0;0;2;1;4;3;0;0;0;40;8;31;648;122;130;353;94;213;70;210;1.083;2;3.021;14;31;6;3;0;10;16;22;3;2;2;0;215;90;718;1.655;445;224;1.904;728;500;133;439;2.041;17;9.218
;05:3,01 a 4,00;13;4;0;1;0;0;2;4;0;0;0;0;70;66;322;355;117;97;160;199;69;48;196;1.282;5;3.010;3;2;0;0;0;0;0;0;0;0;0;0;23;45;9;212;36;96;55;23;82;54;232;2.173;1;3.046;16;6;0;1;0;0;2;4;0;0;0;0;93;111;331;567;153;193;215;222;151;102;428;3.455;6;6.056
;06:4,01 a 5,00;5;1;0;1;0;0;1;1;1;0;0;0;26;139;86;156;50;56;73;97;34;23;130;3.226;0;4.106;1;0;0;0;0;0;0;1;0;0;0;0;5;57;8;109;17;77;40;17;38;37;113;3.745;0;4.265;6;1;0;1;0;0;1;2;1;0;0;0;31;196;94;265;67;133;113;114;72;60;243;6.971;0;8.371
;07:5,01 a 7,00;3;1;0;0;0;0;2;0;0;0;0;0;25;216;42;108;43;78;46;61;36;10;132;5.873;0;6.676;3;1;0;0;0;0;0;0;0;0;0;0;8;35;2;59;11;81;38;14;53;16;157;7.246;0;7.724;6;2;0;0;0;0;2;0;0;0;0;0;33;251;44;167;54;159;84;75;89;26;289;13.119;0;14.400
;08:7,01 a 10,00;0;1;0;0;0;0;1;1;0;0;0;0;6;150;19;42;25;55;37;47;22;3;128;2.764;0;3.301;1;0;0;0;0;0;0;0;0;0;1;0;1;30;1;24;6;57;27;10;15;2;161;3.587;0;3.923;1;1;0;0;0;0;1;1;0;0;1;0;7;180;20;66;31;112;64;57;37;5;289;6.351;0;7.224
;09:10,01 a 15,00;3;0;0;0;0;0;0;0;0;0;0;0;1;90;8;13;8;48;35;48;34;19;77;1.435;0;1.819;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1;9;2;26;17;12;75;9;66;1.189;0;1.424;3;0;0;0;0;0;0;0;0;0;0;0;1;108;9;22;10;74;52;60;109;28;143;2.624;0;3.243
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;0;0;0;0;1;45;2;0;1;21;13;9;14;3;16;635;0;760;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;1;6;10;6;9;6;11;357;0;419;0;0;0;0;0;0;0;0;0;0;0;0;1;58;2;0;2;27;23;15;23;9;27;992;0;1.179
;11:Mais de 20,00;1;0;0;0;0;0;0;0;0;0;0;0;0;84;0;4;4;20;31;4;3;3;5;772;0;931;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;4;1;1;12;2;2;1;1;420;0;455;1;0;0;0;0;0;0;0;0;0;0;0;0;95;0;8;5;21;43;6;5;4;6;1.192;0;1.386
;{ñ class};0;3;0;1;0;0;0;0;1;0;0;0;9;5;13;35;10;1;23;36;9;3;36;0;0;185;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;15;2;3;16;7;15;2;22;1;0;85;0;3;0;1;0;0;0;0;1;0;0;0;9;7;13;50;12;4;39;43;24;5;58;1;0;270
172100:Palmas - TO;Total;126;576;226;60;6;77;133;198;71;207;65;6;380;2.086;6.138;6.930;2.471;525;4.722;1.916;2.754;531;2.602;25.711;327;58.844;23;60;45;10;1;11;11;97;28;38;121;2;209;505;436;5.154;997;582;2.140;447;3.414;1.899;3.113;35.590;50;54.983;149;636;271;70;7;88;144;295;99;245;186;8;589;2.591;6.574;12.084;3.468;1.107;6.862;2.363;6.168;2.430;5.715;61.301;377;113.827
;00:Até 0,50;1;1;0;0;0;0;0;0;0;0;0;0;0;0;9;21;10;6;7;22;73;1;20;2;0;173;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;22;4;5;7;8;70;6;23;7;0;163;1;2;0;0;0;0;0;0;0;0;0;0;0;0;19;43;14;11;14;30;143;7;43;9;0;336
;01:0,51 a 1,00;3;66;5;3;0;3;12;9;6;8;5;0;19;26;562;192;60;4;137;55;368;4;93;824;93;2.557;1;7;1;0;0;0;2;7;3;1;7;0;9;17;72;112;47;19;157;27;398;36;138;1.622;7;2.690;4;73;6;3;0;3;14;16;9;9;12;0;28;43;634;304;107;23;294;82;766;40;231;2.446;100;5.247
;02:1,01 a 1,50;16;266;90;23;1;33;80;62;21;55;35;6;175;179;2.155;3.289;1.098;37;1.154;452;1.153;167;343;3.675;143;14.708;7;30;20;4;0;7;5;31;14;25;98;2;162;113;174;3.064;557;137;1.049;134;1.894;851;665;4.842;28;13.913;23;296;110;27;1;40;85;93;35;80;133;8;337;292;2.329;6.353;1.655;174;2.203;586;3.047;1.018;1.008;8.517;171;28.621
;03:1,51 a 2,00;27;124;69;18;4;11;27;42;7;58;20;0;115;263;1.753;1.525;509;26;2.025;394;424;135;176;2.246;39;10.037;7;7;8;2;1;1;2;14;5;2;6;0;15;94;71;1.073;174;36;334;69;408;484;239;3.272;7;6.331;34;131;77;20;5;12;29;56;12;60;26;0;130;357;1.824;2.598;683;62;2.359;463;832;619;415;5.518;46;16.368
;04:2,01 a 3,00;58;81;56;9;1;12;12;47;19;59;4;0;48;757;1.074;1.093;485;21;871;641;325;98;252;2.617;37;8.677;4;11;11;4;0;2;1;22;4;7;8;0;13;69;48;518;131;37;278;101;246;205;460;5.153;5;7.338;62;92;67;13;1;14;13;69;23;66;12;0;61;826;1.122;1.611;616;58;1.149;742;571;303;712;7.770;42;16.015
;05:3,01 a 4,00;14;21;4;2;0;9;2;22;5;16;0;0;13;363;259;370;148;66;223;112;100;51;374;1.347;7;3.528;3;1;5;0;0;0;0;12;1;1;1;0;4;57;25;161;31;77;117;27;89;99;333;1.857;2;2.903;17;22;9;2;0;9;2;34;6;17;1;0;17;420;284;531;179;143;340;139;189;150;707;3.204;9;6.431
;06:4,01 a 5,00;3;5;2;2;0;4;0;6;9;6;1;0;5;126;105;157;56;56;94;42;98;26;288;2.197;4;3.292;0;1;0;0;0;0;0;4;0;2;0;0;4;45;14;93;30;42;66;25;116;145;256;6.809;0;7.652;3;6;2;2;0;4;0;10;9;8;1;0;9;171;119;250;86;98;160;67;214;171;544;9.006;4;10.944
;07:5,01 a 7,00;2;4;0;2;0;3;0;4;4;2;0;0;3;83;58;142;51;92;77;85;49;15;304;5.698;1;6.679;0;1;0;0;0;1;0;4;1;0;0;0;0;39;11;53;14;77;62;30;62;47;310;7.312;0;8.024;2;5;0;2;0;4;0;8;5;2;0;0;3;122;69;195;65;169;139;115;111;62;614;13.010;1;14.703
;08:7,01 a 10,00;0;3;0;0;0;1;0;2;0;0;0;0;0;96;57;70;26;81;42;36;63;8;355;2.766;1;3.607;0;1;0;0;0;0;0;1;0;0;0;0;0;32;7;17;6;68;24;11;36;7;381;2.068;0;2.659;0;4;0;0;0;1;0;3;0;0;0;0;0;128;64;87;32;149;66;47;99;15;736;4.834;1;6.266
;09:10,01 a 15,00;0;0;0;0;0;0;0;3;0;1;0;0;0;85;23;36;8;79;32;44;68;8;285;1.707;0;2.379;1;0;0;0;0;0;0;0;0;0;0;0;0;22;1;6;2;59;16;13;67;10;235;1.305;0;1.737;1;0;0;0;0;0;0;3;0;1;0;0;0;107;24;42;10;138;48;57;135;18;520;3.012;0;4.116
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;34;14;8;6;32;23;11;14;5;77;926;0;1.150;0;0;0;0;0;0;0;1;0;0;0;0;0;10;0;1;0;11;16;0;11;2;44;552;0;648;0;0;0;0;0;0;0;1;0;0;0;0;0;44;14;9;6;43;39;11;25;7;121;1.478;0;1.798
;11:Mais de 20,00;0;0;0;0;0;0;0;1;0;0;0;0;0;32;6;3;1;23;12;4;7;10;17;1.672;0;1.788;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;11;9;0;2;3;6;774;0;810;0;0;0;0;0;0;0;1;0;0;0;0;0;37;6;3;1;34;21;4;9;13;23;2.446;0;2.598
;{ñ class};2;5;0;1;0;1;0;0;0;2;0;0;2;42;63;24;13;2;25;18;12;3;18;34;2;269;0;0;0;0;0;0;1;1;0;0;1;0;2;2;3;34;1;3;5;2;15;4;23;17;1;115;2;5;0;1;0;1;1;1;0;2;1;0;4;44;66;58;14;5;30;20;27;7;41;51;3;384
211130:São Luiz - MA;Total;211;1.273;3.094;264;306;186;412;767;285;919;190;1;3.299;2.199;37.395;25.512;8.449;1.789;27.770;16.043;14.903;3.132;5.373;48.572;274;202.618;50;149;332;46;25;38;101;417;89;188;374;0;1.622;706;3.311;22.511;2.658;1.800;10.193;4.221;18.050;8.696;7.200;62.886;140;145.803;261;1.422;3.426;310;331;224;513;1.184;374;1.107;564;1;4.921;2.905;40.706;48.023;11.107;3.589;37.963;20.264;32.953;11.828;12.573;111.458;414;348.421
;00:Até 0,50;0;1;1;0;0;0;0;1;0;1;0;0;8;8;51;39;6;2;17;34;131;2;77;15;0;394;0;0;0;0;0;0;0;0;0;0;0;0;1;10;23;35;5;2;16;31;72;4;94;10;0;303;0;1;1;0;0;0;0;1;0;1;0;0;9;18;74;74;11;4;33;65;203;6;171;25;0;697
;01:0,51 a 1,00;10;52;159;8;2;7;21;16;29;14;41;0;133;7;1.820;941;181;29;918;486;817;103;370;2.027;43;8.234;5;9;35;2;1;2;3;26;7;6;42;0;255;1;257;717;75;59;890;216;1.216;268;520;2.560;14;7.186;15;61;194;10;3;9;24;42;36;20;83;0;388;8;2.077;1.658;256;88;1.808;702;2.033;371;890;4.587;57;15.420
;02:1,01 a 1,50;26;590;418;87;90;100;256;256;152;316;124;0;1.125;258;12.448;15.820;3.055;178;13.730;2.830;8.304;1.418;1.322;5.105;156;68.164;7;57;69;14;11;26;62;202;48;115;314;0;963;48;1.264;15.991;1.391;378;5.694;2.143;11.918;5.436;2.507;8.098;101;56.857;33;647;487;101;101;126;318;458;200;431;438;0;2.088;306;13.712;31.811;4.446;556;19.424;4.973;20.222;6.854;3.829;13.203;257;125.021
;03:1,51 a 2,00;41;369;233;41;96;41;100;151;39;192;10;0;604;196;9.577;3.996;1.207;145;7.487;2.269;2.025;509;544;5.038;35;34.945;4;31;25;4;7;3;17;49;14;11;11;0;107;49;591;3.016;305;109;1.271;337;2.087;1.161;859;8.158;13;18.239;45;400;258;45;103;44;117;200;53;203;21;0;711;245;10.168;7.012;1.512;254;8.758;2.606;4.112;1.670;1.403;13.196;48;53.184
;04:2,01 a 3,00;42;146;558;50;66;19;25;147;24;194;8;1;747;381;6.948;2.531;1.615;125;2.881;4.400;2.026;406;601;7.108;23;31.072;3;18;44;9;3;4;12;57;15;22;2;0;127;139;520;1.638;407;92;1.085;439;1.478;649;769;9.891;6;17.429;45;164;602;59;69;23;37;204;39;216;10;1;874;520;7.468;4.169;2.022;217;3.966;4.839;3.504;1.055;1.370;16.999;29;48.501
;05:3,01 a 4,00;13;47;363;27;27;6;3;67;25;65;1;0;279;244;2.559;946;783;224;871;1.585;550;188;651;8.960;5;18.489;1;15;34;5;3;2;1;34;0;16;1;0;69;88;218;507;174;225;425;214;549;376;592;15.403;2;18.954;14;62;397;32;30;8;4;101;25;81;2;0;348;332;2.777;1.453;957;449;1.296;1.799;1.099;564;1.243;24.363;7;37.443
;06:4,01 a 5,00;3;16;168;8;8;6;2;40;2;33;1;0;114;218;1.056;424;406;139;410;967;261;140;440;6.162;3;11.027;3;6;21;1;0;1;1;17;1;6;0;0;29;71;115;247;94;167;256;147;218;209;421;5.983;1;8.015;6;22;189;9;8;7;3;57;3;39;1;0;143;289;1.171;671;500;306;666;1.114;479;349;861;12.145;4;19.042
;07:5,01 a 7,00;7;14;352;10;6;4;2;68;2;27;2;0;109;300;1.038;363;502;230;437;1.019;232;123;527;5.890;2;11.266;5;4;43;9;0;0;1;14;2;7;0;0;24;98;143;176;99;240;229;240;250;212;665;5.704;2;8.167;12;18;395;19;6;4;3;82;4;34;2;0;133;398;1.181;539;601;470;666;1.259;482;335;1.192;11.594;4;19.433
;08:7,01 a 10,00;7;12;530;5;6;0;0;10;7;20;1;0;50;179;755;168;306;236;379;825;181;79;361;2.878;2;6.997;4;5;37;1;0;0;2;12;0;2;0;0;11;91;101;65;52;222;166;173;97;82;385;3.495;1;5.004;11;17;567;6;6;0;2;22;7;22;1;0;61;270;856;233;358;458;545;998;278;161;746;6.373;3;12.001
;09:10,01 a 15,00;7;5;161;13;2;0;0;2;2;13;0;0;30;98;454;75;226;282;231;748;93;58;260;2.617;1;5.378;10;2;8;1;0;0;0;2;0;0;0;0;7;51;43;29;36;217;78;126;36;57;234;1.996;0;2.933;17;7;169;14;2;0;0;4;2;13;0;0;37;149;497;104;262;499;309;874;129;115;494;4.613;1;8.311
;10:15,01 a 20,00;19;1;50;7;1;0;0;1;0;9;0;0;6;85;149;18;64;113;84;249;35;34;100;1.042;0;2.067;3;0;9;0;0;0;0;0;2;2;0;0;2;31;11;7;8;53;22;47;6;102;71;562;0;938;22;1;59;7;1;0;0;1;2;11;0;0;8;116;160;25;72;166;106;296;41;136;171;1.604;0;3.005
;11:Mais de 20,00;34;8;53;7;0;1;0;1;1;19;0;0;10;175;143;13;44;70;78;183;21;37;40;1.721;0;2.659;5;1;7;0;0;0;0;0;0;0;1;0;2;11;4;0;4;19;11;23;3;42;16;1.014;0;1.163;39;9;60;7;0;1;0;1;1;19;1;0;12;186;147;13;48;89;89;206;24;79;56;2.735;0;3.822
;{ñ class};2;12;48;1;2;2;3;7;2;16;2;0;84;50;397;178;54;16;247;448;227;35;80;9;4;1.926;0;1;0;0;0;0;2;4;0;1;3;0;25;18;21;83;8;17;50;85;120;98;67;12;0;615;2;13;48;1;2;2;5;11;2;17;5;0;109;68;418;261;62;33;297;533;347;133;147;21;4;2.541
221100:Terezina - PI;Total;311;1.945;1.394;275;163;962;1.428;750;524;868;1.027;87;4.098;3.502;27.203;22.538;6.880;1.698;15.483;7.870;12.451;5.268;7.451;35.350;963;160.489;35;149;136;49;16;171;149;274;154;263;2.421;37;1.687;669;1.361;15.636;2.360;1.805;6.010;1.181;14.013;11.218;8.951;43.351;137;112.233;346;2.094;1.530;324;179;1.133;1.577;1.024;678;1.131;3.448;124;5.785;4.171;28.564;38.174;9.240;3.503;21.493;9.051;26.464;16.486;16.402;78.701;1.100;272.722
;00:Até 0,50;0;0;2;3;0;14;8;4;1;5;19;0;2;2;43;38;9;0;27;43;139;10;223;151;0;743;0;1;0;0;0;0;0;3;0;1;18;0;1;1;10;39;11;1;23;26;140;34;140;30;0;479;0;1;2;3;0;14;8;7;1;6;37;0;3;3;53;77;20;1;50;69;279;44;363;181;0;1.222
;01:0,51 a 1,00;41;215;59;21;6;93;189;38;21;60;30;1;127;268;4.739;667;129;28;510;348;722;169;602;430;130;9.643;3;19;10;5;1;9;20;22;28;18;71;0;62;29;148;372;76;39;383;102;818;424;652;634;12;3.957;44;234;69;26;7;102;209;60;49;78;101;1;189;297;4.887;1.039;205;67;893;450;1.540;593;1.254;1.064;142;13.600
;02:1,01 a 1,50;161;1.094;961;181;132;652;589;389;302;569;774;79;2.368;954;13.988;15.299;3.927;292;6.896;3.295;8.572;1.751;1.925;6.377;633;72.160;11;69;91;30;7;134;60;158;105;181;2.195;34;1.386;104;595;11.758;1.591;560;3.735;483;10.270;4.616;2.973;10.093;85;51.324;172;1.163;1.052;211;139;786;649;547;407;750;2.969;113;3.754;1.058;14.583;27.057;5.518;852;10.631;3.778;18.842;6.367;4.898;16.470;718;123.484
;03:1,51 a 2,00;32;404;201;42;12;92;448;158;91;108;115;4;761;210;4.184;2.945;1.380;143;4.406;1.216;1.288;1.130;787;3.994;131;24.282;6;23;16;6;4;15;38;26;13;20;74;1;101;5;225;1.641;355;235;672;146;953;2.607;1.029;5.980;12;14.203;38;427;217;48;16;107;486;184;104;128;189;5;862;215;4.409;4.586;1.735;378;5.078;1.362;2.241;3.737;1.816;9.974;143;38.485
;04:2,01 a 3,00;32;156;132;12;8;68;121;99;53;67;61;1;465;90;2.556;1.861;839;111;1.873;1.689;714;826;712;6.382;38;18.966;7;21;14;6;1;11;24;41;5;25;37;2;71;14;189;973;218;149;548;149;746;1.433;945;7.374;10;13.013;39;177;146;18;9;79;145;140;58;92;98;3;536;104;2.745;2.834;1.057;260;2.421;1.838;1.460;2.259;1.657;13.756;48;31.979
;05:3,01 a 4,00;17;26;14;7;2;13;26;37;14;27;15;2;159;125;648;707;248;179;585;356;221;229;537;6.474;13;10.681;4;8;2;2;2;0;2;12;2;6;5;0;26;71;49;369;64;181;200;67;248;487;608;11.330;7;13.752;21;34;16;9;4;13;28;49;16;33;20;2;185;196;697;1.076;312;360;785;423;469;716;1.145;17.804;20;24.433
;06:4,01 a 5,00;7;8;4;3;2;8;14;12;20;1;3;0;56;129;216;360;103;106;299;209;113;112;390;1.669;5;3.849;1;1;1;0;0;0;1;2;0;4;1;0;18;40;41;167;19;94;134;51;190;226;482;2.489;7;3.969;8;9;5;3;2;8;15;14;20;5;4;0;74;169;257;527;122;200;433;260;303;338;872;4.158;12;7.818
;07:5,01 a 7,00;12;13;5;4;1;15;16;6;14;8;5;0;75;461;242;294;92;181;279;244;131;238;675;3.385;7;6.403;2;4;0;0;1;1;2;5;1;1;1;0;10;73;45;143;9;172;136;82;143;554;687;2.173;4;4.249;14;17;5;4;2;16;18;11;15;9;6;0;85;534;287;437;101;353;415;326;274;792;1.362;5.558;11;10.652
;08:7,01 a 10,00;4;5;7;1;0;4;7;5;4;8;2;0;16;471;123;143;74;200;217;132;145;282;731;2.882;1;5.464;0;2;1;0;0;1;0;3;0;1;2;0;3;140;26;79;6;179;75;38;119;431;708;1.371;0;3.185;4;7;8;1;0;5;7;8;4;9;4;0;19;611;149;222;80;379;292;170;264;713;1.439;4.253;1;8.649
;09:10,01 a 15,00;2;3;4;1;0;0;3;1;1;5;2;0;14;391;111;66;34;289;157;85;262;349;559;1.486;2;3.827;1;0;0;0;0;0;0;0;0;3;1;0;3;100;24;21;3;144;53;21;240;312;496;897;0;2.319;3;3;4;1;0;0;3;1;1;8;3;0;17;491;135;87;37;433;210;106;502;661;1.055;2.383;2;6.146
;10:15,01 a 20,00;0;0;2;0;0;1;1;0;1;2;0;0;4;182;25;12;13;100;76;33;44;96;122;861;0;1.575;0;0;0;0;0;0;0;0;0;0;1;0;1;54;3;4;0;37;20;5;49;37;120;385;0;716;0;0;2;0;0;1;1;0;1;2;1;0;5;236;28;16;13;137;96;38;93;133;242;1.246;0;2.291
;11:Mais de 20,00;0;0;0;0;0;0;1;0;0;1;0;0;1;178;12;12;1;63;59;19;14;57;71;1.072;0;1.561;0;0;0;0;0;0;0;0;0;0;0;0;0;31;3;2;1;7;17;0;8;20;42;557;0;688;0;0;0;0;0;0;1;0;0;1;0;0;1;209;15;14;2;70;76;19;22;77;113;1.629;0;2.249
;{ñ class};3;21;3;0;0;2;5;1;2;7;1;0;50;41;316;134;31;6;99;201;86;19;117;187;3;1.335;0;1;1;0;0;0;2;2;0;3;15;0;5;7;3;68;7;7;14;11;89;37;69;38;0;379;3;22;4;0;0;2;7;3;2;10;16;0;55;48;319;202;38;13;113;212;175;56;186;225;3;1.714
230440:Fortaleza - CE;Total;238;1.878;6.166;2.706;660;1.232;2.355;3.914;1.591;2.955;12.964;1.875;12.166;3.077;59.779;72.165;16.715;7.357;81.435;31.625;42.296;6.079;18.514;67.236;1.954;458.932;76;226;1.244;441;161;189;333;1.737;637;1.076;26.952;1.697;7.417;790;4.628;53.177;8.345;7.500;49.176;5.897;39.081;18.411;23.407;88.055;460;341.113;314;2.104;7.410;3.147;821;1.421;2.688;5.651;2.228;4.031;39.916;3.572;19.583;3.867;64.407;125.342;25.060;14.857;130.611;37.522;81.377;24.490;41.921;155.291;2.414;800.045
;00:Até 0,50;0;4;6;1;3;0;0;25;5;8;82;0;66;10;99;281;50;3;143;112;488;39;429;145;1;2.000;0;0;1;0;0;2;1;14;1;9;191;0;64;6;81;346;77;10;463;88;279;82;429;214;0;2.358;0;4;7;1;3;2;1;39;6;17;273;0;130;16;180;627;127;13;606;200;767;121;858;359;1;4.358
;01:0,51 a 1,00;7;146;466;61;15;128;445;700;109;199;971;91;661;64;3.915;4.678;849;172;3.898;2.073;3.276;221;1.935;1.155;163;26.398;4;20;171;41;7;38;55;320;60;77;1.738;57;816;62;348;3.409;494;229;4.876;619;3.562;440;3.588;1.254;31;22.316;11;166;637;102;22;166;500;1.020;169;276;2.709;148;1.477;126;4.263;8.087;1.343;401;8.774;2.692;6.838;661;5.523;2.409;194;48.714
;02:1,01 a 1,50;69;1.033;3.961;1.013;344;709;1.685;1.822;1.046;1.417;9.030;1.550;7.404;441;25.568;49.790;9.992;814;46.458;11.377;24.123;2.747;4.699;5.888;930;213.910;29;121;782;202;78;103;231;718;429;563;22.678;1.545;5.050;42;1.687;39.035;5.163;1.377;31.191;2.373;23.702;9.820;7.641;19.937;273;174.770;98;1.154;4.743;1.215;422;812;1.916;2.540;1.475;1.980;31.708;3.095;12.454;483;27.255;88.825;15.155;2.191;77.649;13.750;47.825;12.567;12.340;25.825;1.203;388.680
;03:1,51 a 2,00;23;431;813;598;47;203;119;575;165;278;1.626;68;1.649;587;16.014;7.661;2.533;265;16.447;6.238;5.525;945;1.943;6.061;459;71.273;5;29;94;63;16;21;25;192;58;76;1.125;50;557;19;705;4.485;958;510;4.701;796;3.779;2.690;2.104;10.873;27;33.958;28;460;907;661;63;224;144;767;223;354;2.751;118;2.206;606;16.719;12.146;3.491;775;21.148;7.034;9.304;3.635;4.047;16.934;486;105.231
