;;Sexo Trabalhador;IBGE Subsetor
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;08:7,01 a 10,00;0;6;2;10;0;0;0;4;1;3;0;0;10;362;439;79;53;87;58;88;64;7;309;2.924;5;4.511;0;0;0;1;0;0;0;2;0;0;0;0;0;108;35;32;12;83;25;33;71;11;254;1.964;0;2.631;0;6;2;11;0;0;0;6;1;3;0;0;10;470;474;111;65;170;83;121;135;18;563;4.888;5;7.142
;09:10,01 a 15,00;0;3;0;15;0;0;0;0;1;3;0;0;3;363;607;71;31;62;41;59;130;21;203;1.772;2;3.387;0;1;0;3;0;0;0;1;0;0;0;0;0;64;24;18;1;51;12;14;219;14;203;950;1;1.576;0;4;0;18;0;0;0;1;1;3;0;0;3;427;631;89;32;113;53;73;349;35;406;2.722;3;4.963
;10:15,01 a 20,00;0;1;0;7;0;0;0;0;0;0;0;0;2;163;208;16;9;30;22;22;9;4;85;797;1;1.376;0;0;0;1;0;0;0;0;1;0;0;0;0;40;14;3;1;16;11;2;18;3;70;344;0;524;0;1;0;8;0;0;0;0;1;0;0;0;2;203;222;19;10;46;33;24;27;7;155;1.141;1;1.900
;11:Mais de 20,00;0;1;0;2;0;0;0;0;0;1;0;0;4;200;216;16;8;24;36;10;14;4;43;1.586;2;2.167;0;1;0;0;0;0;0;0;0;0;0;0;0;26;8;3;0;4;12;1;3;0;26;716;0;800;0;2;0;2;0;0;0;0;0;1;0;0;4;226;224;19;8;28;48;11;17;4;69;2.302;2;2.967
;{ñ class};1;13;4;0;0;1;6;2;0;1;0;0;11;11;64;50;32;3;109;128;26;4;30;35;7;538;0;1;0;0;0;0;0;0;0;0;1;0;5;4;3;22;9;4;9;10;22;10;19;26;0;145;1;14;4;0;0;1;6;2;0;1;1;0;16;15;67;72;41;7;118;138;48;14;49;61;7;683
120040:Rio Branco - AC;Total;144;483;169;35;26;46;804;155;137;108;56;0;1.326;875;6.521;7.417;1.380;361;2.754;2.158;2.822;933;772;16.035;1.390;46.907;38;50;13;7;10;8;148;74;14;45;65;0;459;150;916;4.684;523;366;951;633;3.327;1.975;1.076;21.546;337;37.415;182;533;182;42;36;54;952;229;151;153;121;0;1.785;1.025;7.437;12.101;1.903;727;3.705;2.791;6.149;2.908;1.848;37.581;1.727;84.322
;00:Até 0,50;0;0;1;0;0;0;0;0;0;0;0;0;7;15;22;52;9;4;3;9;11;1;9;3;2;148;0;0;0;0;0;0;0;0;0;0;0;0;5;5;16;30;3;4;8;4;10;1;8;2;0;96;0;0;1;0;0;0;0;0;0;0;0;0;12;20;38;82;12;8;11;13;21;2;17;5;2;244
;01:0,51 a 1,00;3;28;3;0;1;2;20;9;3;4;0;0;22;2;235;230;24;2;97;19;251;25;49;26;344;1.399;0;6;1;1;0;0;2;10;1;0;4;0;18;1;62;155;33;7;49;21;240;105;73;33;35;857;3;34;4;1;1;2;22;19;4;4;4;0;40;3;297;385;57;9;146;40;491;130;122;59;379;2.256
;02:1,01 a 1,50;70;309;92;18;21;19;321;68;52;79;56;0;480;57;2.581;4.107;700;15;1.056;631;1.632;442;199;894;490;14.389;27;34;6;5;9;7;105;32;10;33;57;0;260;7;617;3.147;317;23;531;284;2.297;651;285;1.948;90;10.782;97;343;98;23;30;26;426;100;62;112;113;0;740;64;3.198;7.254;1.017;38;1.587;915;3.929;1.093;484;2.842;580;25.171
;03:1,51 a 2,00;57;84;30;1;3;8;246;30;51;15;0;0;359;60;1.934;1.518;291;14;1.015;384;317;109;115;1.244;244;8.129;5;7;2;0;1;1;15;16;2;5;3;0;110;3;116;722;78;17;130;73;205;425;131;2.475;97;4.639;62;91;32;1;4;9;261;46;53;20;3;0;469;63;2.050;2.240;369;31;1.145;457;522;534;246;3.719;341;12.768
;04:2,01 a 3,00;13;53;30;15;0;14;148;20;21;7;0;0;260;141;1.228;841;214;16;229;607;235;86;119;2.547;179;7.023;5;2;4;1;0;0;14;8;1;4;1;0;29;11;65;387;56;46;61;112;198;247;226;4.526;64;6.068;18;55;34;16;0;14;162;28;22;11;1;0;289;152;1.293;1.228;270;62;290;719;433;333;345;7.073;243;13.091
;05:3,01 a 4,00;1;1;2;1;1;1;26;22;4;2;0;0;96;93;257;301;65;58;101;219;125;42;89;3.925;46;5.478;1;1;0;0;0;0;4;5;0;1;0;0;20;19;17;106;18;82;35;45;86;190;123;3.240;14;4.007;2;2;2;1;1;1;30;27;4;3;0;0;116;112;274;407;83;140;136;264;211;232;212;7.165;60;9.485
;06:4,01 a 5,00;0;0;2;0;0;0;9;3;2;1;0;0;47;84;70;134;21;32;42;43;55;37;66;2.719;10;3.377;0;0;0;0;0;0;2;0;0;0;0;0;6;16;3;55;10;33;25;21;59;93;85;3.602;3;4.013;0;0;2;0;0;0;11;3;2;1;0;0;53;100;73;189;31;65;67;64;114;130;151;6.321;13;7.390
;07:5,01 a 7,00;0;0;4;0;0;0;14;1;3;0;0;0;26;143;43;97;32;82;63;71;69;60;54;1.877;7;2.646;0;0;0;0;0;0;6;1;0;1;0;0;5;26;5;48;1;72;37;38;75;122;61;3.097;3;3.598;0;0;4;0;0;0;20;2;3;1;0;0;31;169;48;145;33;154;100;109;144;182;115;4.974;10;6.244
;08:7,01 a 10,00;0;0;4;0;0;0;5;1;0;0;0;0;9;93;49;54;10;55;37;34;32;15;33;994;18;1.443;0;0;0;0;0;0;0;0;0;0;0;0;2;22;11;10;4;39;22;11;33;26;39;1.344;17;1.580;0;0;4;0;0;0;5;1;0;0;0;0;11;115;60;64;14;94;59;45;65;41;72;2.338;35;3.023
;09:10,01 a 15,00;0;1;0;0;0;0;0;0;0;0;0;0;5;76;10;28;5;50;29;22;59;19;24;788;32;1.148;0;0;0;0;0;0;0;0;0;0;0;0;1;24;2;7;1;29;15;5;81;30;24;667;12;898;0;1;0;0;0;0;0;0;0;0;0;0;6;100;12;35;6;79;44;27;140;49;48;1.455;44;2.046
;10:15,01 a 20,00;0;0;0;0;0;0;1;0;0;0;0;0;3;44;10;2;0;15;29;8;10;32;0;348;3;505;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;1;0;7;18;1;6;38;10;271;1;363;0;0;0;0;0;0;1;0;0;0;0;0;3;54;10;3;0;22;47;9;16;70;10;619;4;868
;11:Mais de 20,00;0;0;1;0;0;0;0;0;0;0;0;0;1;63;5;6;2;18;37;4;9;62;4;646;2;860;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;6;10;0;8;39;4;336;0;409;0;0;1;0;0;0;0;0;0;0;0;0;1;69;5;6;2;24;47;4;17;101;8;982;2;1.269
;{ñ class};0;7;0;0;0;2;14;1;1;0;0;0;11;4;77;47;7;0;16;107;17;3;11;24;13;362;0;0;0;0;0;0;0;2;0;1;0;0;3;0;2;16;2;1;10;18;29;8;7;5;1;105;0;7;0;0;0;2;14;3;1;1;0;0;14;4;79;63;9;1;26;125;46;11;18;29;14;467
130260:Manaus - AM;Total;99;1.449;6.366;6.506;13.492;18.107;826;2.541;2.806;7.958;522;5;7.223;3.806;22.630;29.303;10.351;1.991;27.525;24.041;17.727;2.487;5.359;48.197;869;262.186;17;174;1.440;4.676;12.858;2.818;177;1.202;1.864;4.017;1.061;4;4.484;606;2.433;24.361;3.975;2.207;9.482;5.896;18.474;6.896;8.116;56.924;299;174.461;116;1.623;7.806;11.182;26.350;20.925;1.003;3.743;4.670;11.975;1.583;9;11.707;4.412;25.063;53.664;14.326;4.198;37.007;29.937;36.201;9.383;13.475;105.121;1.168;436.647
;00:Até 0,50;0;0;40;74;120;47;1;10;67;47;7;0;19;1;80;185;38;15;15;83;72;11;35;3;0;970;0;2;11;64;111;20;1;9;57;47;4;0;16;0;48;200;17;6;12;50;82;16;41;7;0;821;0;2;51;138;231;67;2;19;124;94;11;0;35;1;128;385;55;21;27;133;154;27;76;10;0;1.791
;01:0,51 a 1,00;0;40;135;99;170;171;20;45;34;60;29;0;192;36;267;776;125;11;489;685;972;39;260;356;77;5.088;0;9;36;104;163;73;5;48;17;84;46;0;229;24;99;853;135;32;254;95;1.107;150;704;485;32;4.784;0;49;171;203;333;244;25;93;51;144;75;0;421;60;366;1.629;260;43;743;780;2.079;189;964;841;109;9.872
;02:1,01 a 1,50;8;510;1.548;1.233;2.861;1.132;478;640;730;1.908;288;0;3.109;287;5.337;14.950;4.206;101;6.117;4.590;7.809;531;915;3.924;472;63.684;6;45;454;1.835;4.756;632;112;505;645;1.413;832;1;3.038;57;782;15.496;2.011;136;4.092;1.215;11.006;2.288;2.058;5.337;211;58.963;14;555;2.002;3.068;7.617;1.764;590;1.145;1.375;3.321;1.120;1;6.147;344;6.119;30.446;6.217;237;10.209;5.805;18.815;2.819;2.973;9.261;683;122.647
;03:1,51 a 2,00;13;315;1.674;1.852;3.353;2.493;200;558;594;1.964;100;2;1.376;936;6.688;5.850;2.066;68;9.698;4.654;3.348;435;568;2.008;214;51.027;1;26;273;1.464;3.874;511;20;221;478;1.126;108;2;494;26;486;3.769;656;169;2.461;2.267;2.065;1.197;927;2.718;35;25.374;14;341;1.947;3.316;7.227;3.004;220;779;1.072;3.090;208;4;1.870;962;7.174;9.619;2.722;237;12.159;6.921;5.413;1.632;1.495;4.726;249;76.401
;04:2,01 a 3,00;26;251;1.371;1.398;2.811;6.577;86;583;562;1.526;59;2;1.244;791;5.786;3.893;1.844;118;7.768;5.065;2.447;772;827;11.071;67;56.945;3;32;283;584;2.170;675;19;176;378;589;33;1;297;101;310;2.223;493;175;1.366;1.035;1.643;1.991;1.216;21.012;9;36.814;29;283;1.654;1.982;4.981;7.252;105;759;940;2.115;92;3;1.541;892;6.096;6.116;2.337;293;9.134;6.100;4.090;2.763;2.043;32.083;76;93.759
;05:3,01 a 4,00;14;119;494;544;1.050;2.871;26;247;229;664;17;0;508;330;1.875;1.601;731;251;1.204;5.239;956;178;599;6.759;19;26.525;1;23;135;203;547;272;7;100;100;256;10;0;137;67;240;765;256;312;380;496;707;303;892;6.919;5;13.133;15;142;629;747;1.597;3.143;33;347;329;920;27;0;645;397;2.115;2.366;987;563;1.584;5.735;1.663;481;1.491;13.678;24;39.658
;06:4,01 a 5,00;4;68;238;273;553;1.482;6;145;153;400;7;0;322;238;837;745;417;253;515;1.740;467;92;465;6.797;9;16.226;0;10;94;106;268;188;7;30;67;112;1;0;83;51;147;372;145;286;248;238;523;183;496;5.049;6;8.710;4;78;332;379;821;1.670;13;175;220;512;8;0;405;289;984;1.117;562;539;763;1.978;990;275;961;11.846;15;24.936
;07:5,01 a 7,00;6;69;324;305;836;1.222;6;144;199;475;5;0;210;295;709;643;378;375;594;859;584;65;577;5.604;7;14.491;2;8;81;121;312;192;1;42;41;142;2;0;81;60;116;313;117;414;250;207;460;181;764;6.249;1;10.157;8;77;405;426;1.148;1.414;7;186;240;617;7;0;291;355;825;956;495;789;844;1.066;1.044;246;1.341;11.853;8;24.648
;08:7,01 a 10,00;3;33;223;298;631;715;1;79;111;405;1;0;108;199;430;310;234;300;394;438;431;195;467;4.539;3;10.548;0;14;37;79;234;124;2;30;38;122;1;0;41;36;122;159;71;328;175;163;351;367;521;4.243;0;7.258;3;47;260;377;865;839;3;109;149;527;2;0;149;235;552;469;305;628;569;601;782;562;988;8.782;3;17.806
;09:10,01 a 15,00;10;14;158;201;516;612;0;45;63;246;0;0;49;204;237;125;142;261;279;284;354;92;362;3.090;0;7.344;2;3;24;44;176;78;0;20;18;53;1;0;21;121;52;73;42;236;134;63;330;130;283;2.222;0;4.126;12;17;182;245;692;690;0;65;81;299;1;0;70;325;289;198;184;497;413;347;684;222;645;5.312;0;11.470
;10:15,01 a 20,00;3;2;73;64;231;224;1;17;18;95;1;0;23;201;98;54;40;115;145;96;80;47;74;1.561;0;3.263;0;2;7;18;59;21;0;12;5;13;0;0;7;42;17;19;15;67;33;28;47;48;42;1.083;0;1.585;3;4;80;82;290;245;1;29;23;108;1;0;30;243;115;73;55;182;178;124;127;95;116;2.644;0;4.848
;11:Mais de 20,00;5;15;60;96;220;327;1;13;30;111;1;0;19;256;80;56;80;112;181;75;118;24;58;2.458;0;4.396;1;0;5;8;24;14;0;7;5;22;0;0;5;19;8;19;10;36;43;11;31;12;22;1.561;0;1.863;6;15;65;104;244;341;1;20;35;133;1;0;24;275;88;75;90;148;224;86;149;36;80;4.019;0;6.259
;{ñ class};7;13;28;69;140;234;0;15;16;57;7;1;44;32;206;115;50;11;126;233;89;6;152;27;1;1.679;1;0;0;46;164;18;3;2;15;38;23;0;35;2;6;100;7;10;34;28;122;30;150;39;0;873;8;13;28;115;304;252;3;17;31;95;30;1;79;34;212;215;57;21;160;261;211;36;302;66;1;2.552
140010:Boa Vista - RR;Total;19;273;22;8;0;0;127;98;55;25;8;3;862;1.461;3.932;5.220;1.111;246;1.332;1.016;1.373;173;1.132;15.805;368;34.669;4;14;9;3;0;3;11;62;14;6;34;0;304;335;1.793;3.866;452;205;640;301;2.742;537;1.544;20.048;89;33.016;23;287;31;11;0;3;138;160;69;31;42;3;1.166;1.796;5.725;9.086;1.563;451;1.972;1.317;4.115;710;2.676;35.853;457;67.685
;00:Até 0,50;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;15;1;1;1;8;4;3;3;14;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;17;0;0;0;3;2;3;6;6;0;43;0;0;0;0;0;0;0;0;1;0;0;0;1;0;8;32;1;1;1;11;6;6;9;20;0;97
;01:0,51 a 1,00;0;46;0;0;0;0;23;10;1;0;0;0;49;58;149;177;33;1;46;46;140;12;61;297;45;1.194;0;4;0;0;0;0;2;6;1;2;5;0;15;12;197;118;60;3;50;22;286;69;122;490;18;1.482;0;50;0;0;0;0;25;16;2;2;5;0;64;70;346;295;93;4;96;68;426;81;183;787;63;2.676
;02:1,01 a 1,50;3;153;18;5;0;0;60;42;23;16;8;3;440;141;1.780;3.216;624;13;650;299;721;53;184;2.257;127;10.836;0;8;9;1;0;3;7;33;6;3;27;0;183;37;1.455;2.720;282;10;306;112;1.885;253;344;3.080;34;10.798;3;161;27;6;0;3;67;75;29;19;35;3;623;178;3.235;5.936;906;23;956;411;2.606;306;528;5.337;161;21.634
;03:1,51 a 2,00;8;28;3;2;0;0;20;24;17;8;0;0;177;296;637;913;175;2;325;161;195;47;114;1.109;95;4.356;1;2;0;2;0;0;0;12;5;1;2;0;53;29;57;541;42;6;89;43;184;97;165;1.085;9;2.425;9;30;3;4;0;0;20;36;22;9;2;0;230;325;694;1.454;217;8;414;204;379;144;279;2.194;104;6.781
;04:2,01 a 3,00;8;32;1;1;0;0;12;17;8;0;0;0;116;270;931;527;166;12;92;278;130;21;163;2.208;51;5.044;2;0;0;0;0;0;2;7;2;0;0;0;31;56;35;283;37;16;51;56;119;51;236;3.342;8;4.334;10;32;1;1;0;0;14;24;10;0;0;0;147;326;966;810;203;28;143;334;249;72;399;5.550;59;9.378
;05:3,01 a 4,00;0;9;0;0;0;0;3;2;2;0;0;0;44;122;215;173;51;34;31;79;53;16;144;1.191;23;2.192;0;0;0;0;0;0;0;2;0;0;0;0;9;33;22;94;19;36;30;26;61;18;122;1.341;11;1.824;0;9;0;0;0;0;3;4;2;0;0;0;53;155;237;267;70;70;61;105;114;34;266;2.532;34;4.016
;06:4,01 a 5,00;0;1;0;0;0;0;0;2;2;1;0;0;15;141;84;78;25;24;22;30;38;9;98;1.548;7;2.125;1;0;0;0;0;0;0;0;0;0;0;0;5;34;6;35;4;31;29;11;42;5;133;2.604;4;2.944;1;1;0;0;0;0;0;2;2;1;0;0;20;175;90;113;29;55;51;41;80;14;231;4.152;11;5.069
;07:5,01 a 7,00;0;1;0;0;0;0;0;0;1;0;0;0;9;138;43;54;15;46;37;34;29;4;114;3.765;6;4.296;0;0;0;0;0;0;0;0;0;0;0;0;2;41;4;28;7;45;29;9;43;9;137;4.945;4;5.303;0;1;0;0;0;0;0;0;1;0;0;0;11;179;47;82;22;91;66;43;72;13;251;8.710;10;9.599
;08:7,01 a 10,00;0;0;0;0;0;0;0;1;0;0;0;0;1;104;34;25;6;50;28;26;14;3;108;1.599;4;2.003;0;0;0;0;0;0;0;1;0;0;0;0;2;34;0;9;0;35;26;8;33;4;152;2.042;0;2.346;0;0;0;0;0;0;0;2;0;0;0;0;3;138;34;34;6;85;54;34;47;7;260;3.641;4;4.349
;09:10,01 a 15,00;0;0;0;0;0;0;0;0;0;0;0;0;1;65;7;10;5;29;22;17;30;4;66;824;2;1.082;0;0;0;0;0;0;0;1;0;0;0;0;1;27;1;2;0;13;10;2;64;22;68;596;1;808;0;0;0;0;0;0;0;1;0;0;0;0;2;92;8;12;5;42;32;19;94;26;134;1.420;3;1.890
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;31;4;0;1;14;17;3;2;0;50;337;3;462;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;2;0;2;8;1;7;1;36;172;0;241;0;0;0;0;0;0;0;0;0;0;0;0;0;43;4;2;1;16;25;4;9;1;86;509;3;703
;11:Mais de 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;76;1;1;0;18;35;2;8;0;25;605;2;773;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;1;0;4;9;0;5;2;13;292;0;345;0;0;0;0;0;0;0;0;0;0;0;0;0;95;1;2;0;22;44;2;13;2;38;897;2;1.118
;{ñ class};0;3;0;0;0;0;9;0;0;0;0;0;9;19;45;31;9;2;26;33;9;1;2;51;3;252;0;0;0;0;0;0;0;0;0;0;0;0;3;1;10;16;1;4;3;8;11;3;10;53;0;123;0;3;0;0;0;0;9;0;0;0;0;0;12;20;55;47;10;6;29;41;20;4;12;104;3;375
150140:Belém - PA;Total;140;464;977;155;125;633;1.944;1.556;543;872;204;1;4.751;4.265;16.353;31.295;6.282;3.795;26.332;13.651;18.548;3.608;6.301;66.388;1.565;210.748;53;33;66;22;39;35;231;689;124;300;600;1;1.665;1.059;1.514;25.403;2.579;3.479;7.626;2.760;16.539;9.205;6.890;65.549;436;146.897;193;497;1.043;177;164;668;2.175;2.245;667;1.172;804;2;6.416;5.324;17.867;56.698;8.861;7.274;33.958;16.411;35.087;12.813;13.191;131.937;2.001;357.645
;00:Até 0,50;0;0;10;0;0;6;3;13;0;2;0;0;41;14;9;310;26;1;39;45;353;32;128;4;3;1.039;0;0;0;0;0;1;1;30;0;1;0;0;19;10;7;251;7;8;31;11;304;47;112;17;0;857;0;0;10;0;0;7;4;43;0;3;0;0;60;24;16;561;33;9;70;56;657;79;240;21;3;1.896
;01:0,51 a 1,00;0;28;18;7;2;7;50;37;15;30;16;0;178;21;296;2.302;429;31;776;231;951;115;548;3.089;233;9.410;2;1;3;1;4;1;9;19;5;11;36;0;141;3;87;1.570;188;92;513;116;1.173;250;656;3.475;38;8.394;2;29;21;8;6;8;59;56;20;41;52;0;319;24;383;3.872;617;123;1.289;347;2.124;365;1.204;6.564;271;17.804
;02:1,01 a 1,50;13;189;375;35;44;172;950;466;205;315;136;1;1.908;533;7.741;17.066;2.827;328;6.985;3.808;10.013;1.246;1.685;6.816;793;64.650;6;16;33;7;21;8;114;283;49;169;500;1;1.084;187;720;15.326;1.409;532;3.051;964;10.043;3.503;2.411;10.831;294;51.562;19;205;408;42;65;180;1.064;749;254;484;636;2;2.992;720;8.461;32.392;4.236;860;10.036;4.772;20.056;4.749;4.096;17.647;1.087;116.212
;03:1,51 a 2,00;14;95;223;17;45;176;403;202;149;91;23;0;871;766;4.914;5.695;1.178;224;8.743;1.741;2.669;746;680;5.450;261;35.376;5;6;13;2;5;5;46;92;33;32;36;0;125;107;302;4.291;371;216;1.235;454;1.776;2.169;820;5.641;40;17.822;19;101;236;19;50;181;449;294;182;123;59;0;996;873;5.216;9.986;1.549;440;9.978;2.195;4.445;2.915;1.500;11.091;301;53.198
;04:2,01 a 3,00;4;85;190;23;22;195;238;330;86;147;19;0;770;930;1.907;3.215;876;302;6.454;3.749;1.580;608;739;11.702;129;34.300;10;3;7;4;6;7;20;83;21;35;7;0;111;397;178;2.230;293;301;999;454;1.199;1.552;816;11.171;20;19.924;14;88;197;27;28;202;258;413;107;182;26;0;881;1.327;2.085;5.445;1.169;603;7.453;4.203;2.779;2.160;1.555;22.873;149;54.224
;05:3,01 a 4,00;29;25;76;29;5;20;121;204;18;110;2;0;412;475;584;1.181;380;305;1.083;1.518;719;304;442;11.401;47;19.490;4;1;5;2;2;5;13;56;8;19;6;0;49;82;93;717;120;346;584;187;566;527;444;8.449;9;12.294;33;26;81;31;7;25;134;260;26;129;8;0;461;557;677;1.898;500;651;1.667;1.705;1.285;831;886;19.850;56;31.784
