;;Sexo Trabalhador;IBGE Subsetor
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;05:3,01 a 4,00;2;14;4;20;3;54;131;132;14;32;1;0;240;454;673;952;268;351;1.030;1.057;719;885;565;13.800;12;21.413;1;4;0;0;1;4;14;23;4;4;0;0;62;75;82;727;107;530;476;175;773;1.936;830;9.614;12;15.454;3;18;4;20;4;58;145;155;18;36;1;0;302;529;755;1.679;375;881;1.506;1.232;1.492;2.821;1.395;23.414;24;36.867
;06:4,01 a 5,00;1;18;3;8;0;27;49;32;2;9;3;0;94;256;157;426;132;252;520;423;285;297;421;10.096;9;13.520;0;4;1;1;0;7;9;4;4;5;0;0;23;88;25;429;73;335;305;112;375;758;571;7.068;1;10.198;1;22;4;9;0;34;58;36;6;14;3;0;117;344;182;855;205;587;825;535;660;1.055;992;17.164;10;23.718
;07:5,01 a 7,00;1;27;1;4;0;16;27;53;2;18;1;0;107;284;146;391;126;476;462;441;194;300;426;9.556;6;13.065;3;3;0;0;0;4;4;16;1;6;0;0;30;85;22;403;56;523;290;135;325;918;634;11.413;7;14.878;4;30;1;4;0;20;31;69;3;24;1;0;137;369;168;794;182;999;752;576;519;1.218;1.060;20.969;13;27.943
;08:7,01 a 10,00;9;8;0;7;0;4;12;20;2;13;0;0;45;196;57;139;97;595;371;284;109;293;261;6.666;4;9.192;2;7;0;0;0;3;3;2;0;5;0;0;10;66;12;147;24;458;198;96;154;752;400;6.245;4;8.588;11;15;0;7;0;7;15;22;2;18;0;0;55;262;69;286;121;1.053;569;380;263;1.045;661;12.911;8;17.780
;09:10,01 a 15,00;4;3;0;3;0;6;6;11;0;4;0;0;31;139;24;72;33;450;265;190;52;205;194;5.629;2;7.323;6;1;0;0;0;3;0;3;0;4;0;0;7;31;3;33;19;378;145;48;69;390;254;3.207;0;4.601;10;4;0;3;0;9;6;14;0;8;0;0;38;170;27;105;52;828;410;238;121;595;448;8.836;2;11.924
;10:15,01 a 20,00;4;3;0;1;0;0;3;1;1;3;0;0;5;42;4;14;12;166;97;39;25;47;92;2.307;0;2.866;1;0;0;0;0;0;0;2;0;0;0;0;1;21;0;8;5;112;55;5;13;107;101;1.464;0;1.895;5;3;0;1;0;0;3;3;1;3;0;0;6;63;4;22;17;278;152;44;38;154;193;3.771;0;4.761
;11:Mais de 20,00;8;2;0;2;0;0;5;1;0;3;0;0;18;117;1;14;15;177;254;37;24;44;54;2.847;0;3.623;0;0;0;0;0;0;0;0;0;1;0;0;2;15;0;10;1;71;191;4;15;52;85;1.498;0;1.945;8;2;0;2;0;0;5;1;0;4;0;0;20;132;1;24;16;248;445;41;39;96;139;4.345;0;5.568
;{ñ class};1;4;19;32;3;18;26;56;7;8;1;0;134;282;947;693;199;1.149;1.871;819;771;101;374;41;50;7.606;1;0;0;6;0;0;3;20;0;2;8;0;78;26;68;606;148;680;711;141;444;264;365;48;2;3.621;2;4;19;38;3;18;29;76;7;10;9;0;212;308;1.015;1.299;347;1.829;2.582;960;1.215;365;739;89;52;11.227
160030:Macapá - AP;Total;8;387;81;27;10;13;28;71;26;10;26;0;560;969;3.058;10.327;3.101;450;4.838;2.148;3.071;1.078;1.269;21.226;341;53.123;6;37;14;4;4;3;9;24;14;9;49;0;407;283;661;6.747;989;500;4.242;734;3.292;2.127;1.782;26.877;35;48.849;14;424;95;31;14;16;37;95;40;19;75;0;967;1.252;3.719;17.074;4.090;950;9.080;2.882;6.363;3.205;3.051;48.103;376;101.972
;00:Até 0,50;0;0;0;0;0;0;0;1;1;0;0;0;6;16;20;188;42;2;47;39;40;16;29;117;8;572;0;0;0;0;0;0;0;0;0;0;0;0;4;19;5;135;26;1;35;34;51;39;45;92;0;486;0;0;0;0;0;0;0;1;1;0;0;0;10;35;25;323;68;3;82;73;91;55;74;209;8;1.058
;01:0,51 a 1,00;1;30;23;3;2;1;10;14;3;4;5;0;58;18;285;1.540;343;12;415;204;490;94;227;627;114;4.523;1;4;6;1;3;0;5;5;4;2;14;0;52;3;80;886;156;20;418;122;607;199;273;1.296;8;4.165;2;34;29;4;5;1;15;19;7;6;19;0;110;21;365;2.426;499;32;833;326;1.097;293;500;1.923;122;8.688
;02:1,01 a 1,50;3;180;34;17;6;7;14;38;13;3;18;0;310;95;1.271;5.660;1.379;6;2.094;925;1.676;424;369;1.021;178;15.741;0;16;7;2;1;2;2;18;7;6;30;0;205;40;448;3.788;433;38;2.763;361;2.028;830;580;1.306;25;12.936;3;196;41;19;7;9;16;56;20;9;48;0;515;135;1.719;9.448;1.812;44;4.857;1.286;3.704;1.254;949;2.327;203;28.677
;03:1,51 a 2,00;1;81;17;7;2;2;4;11;4;2;2;0;108;53;659;1.460;508;18;723;310;425;274;154;1.440;19;6.284;1;6;0;0;0;0;1;0;0;1;3;0;70;20;72;969;158;24;429;62;235;598;185;2.069;2;4.905;2;87;17;7;2;2;5;11;4;3;5;0;178;73;731;2.429;666;42;1.152;372;660;872;339;3.509;21;11.189
;04:2,01 a 3,00;2;30;3;0;0;2;0;6;4;1;0;0;21;80;417;780;419;40;1.268;297;176;114;153;2.415;13;6.241;2;3;1;1;0;1;0;0;3;0;0;0;29;28;25;520;113;41;424;49;156;222;251;3.167;0;5.036;4;33;4;1;0;3;0;6;7;1;0;0;50;108;442;1.300;532;81;1.692;346;332;336;404;5.582;13;11.277
;05:3,01 a 4,00;0;3;1;0;0;1;0;1;1;0;0;0;4;52;107;248;175;56;95;112;111;75;85;1.929;3;3.059;0;3;0;0;0;0;1;0;0;0;0;0;13;13;3;162;38;59;56;26;77;90;140;3.563;0;4.244;0;6;1;0;0;1;1;1;1;0;0;0;17;65;110;410;213;115;151;138;188;165;225;5.492;3;7.303
;06:4,01 a 5,00;0;4;0;0;0;0;0;0;0;0;0;0;0;28;39;122;73;30;12;49;21;29;61;2.871;1;3.340;0;3;0;0;0;0;0;0;0;0;0;0;4;12;1;95;15;44;17;11;27;58;89;3.376;0;3.752;0;7;0;0;0;0;0;0;0;0;0;0;4;40;40;217;88;74;29;60;48;87;150;6.247;1;7.092
;07:5,01 a 7,00;1;1;0;0;0;0;0;0;0;0;0;0;0;112;15;72;58;67;18;40;36;22;30;4.654;3;5.129;1;0;0;0;0;0;0;0;0;0;0;0;0;40;1;49;15;56;16;8;43;27;50;6.228;0;6.534;2;1;0;0;0;0;0;0;0;0;0;0;0;152;16;121;73;123;34;48;79;49;80;10.882;3;11.663
;08:7,01 a 10,00;0;0;0;0;0;0;0;0;0;0;0;0;0;169;9;28;30;68;16;30;13;12;20;3.128;0;3.523;0;0;0;0;0;0;0;0;0;0;0;0;2;20;0;21;8;58;4;8;7;12;39;3.837;0;4.016;0;0;0;0;0;0;0;0;0;0;0;0;2;189;9;49;38;126;20;38;20;24;59;6.965;0;7.539
;09:10,01 a 15,00;0;0;0;0;0;0;0;0;0;0;0;0;0;69;1;19;7;29;16;7;5;2;14;1.549;0;1.718;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;8;2;25;6;5;3;5;8;1.139;0;1.216;0;0;0;0;0;0;0;0;0;0;0;0;0;84;1;27;9;54;22;12;8;7;22;2.688;0;2.934
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;21;1;8;2;27;7;4;0;2;2;529;0;603;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;1;0;11;5;1;0;1;4;314;0;346;0;0;0;0;0;0;0;0;0;0;0;0;0;30;1;9;2;38;12;5;0;3;6;843;0;949
;11:Mais de 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;2;1;20;28;0;0;2;3;838;0;931;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;4;17;0;0;1;5;461;0;495;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;2;1;24;45;0;0;3;8;1.299;0;1.426
;{ñ class};0;58;3;0;0;0;0;0;0;0;1;0;53;219;234;200;64;75;99;131;78;12;122;108;2;1.459;1;2;0;0;0;0;0;1;0;0;2;0;28;57;26;113;25;119;52;47;58;45;113;29;0;718;1;60;3;0;0;0;0;1;0;0;3;0;81;276;260;313;89;194;151;178;136;57;235;137;2;2.177
172100:Palmas - TO;Total;139;538;219;158;7;51;122;95;119;133;43;0;670;1.574;3.277;8.770;2.589;546;7.007;2.115;3.262;984;3.286;28.673;266;64.643;21;68;25;14;3;7;15;40;51;28;68;2;441;336;555;7.108;1.080;671;4.072;488;4.713;3.872;3.781;39.470;73;67.002;160;606;244;172;10;58;137;135;170;161;111;2;1.111;1.910;3.832;15.878;3.669;1.217;11.079;2.603;7.975;4.856;7.067;68.143;339;131.645
;00:Até 0,50;0;3;1;0;0;1;0;0;0;0;0;0;7;1;30;88;22;16;51;10;269;16;25;47;0;587;0;1;0;0;0;0;0;0;0;0;0;0;6;0;10;84;22;11;94;12;321;25;20;83;1;690;0;4;1;0;0;1;0;0;0;0;0;0;13;1;40;172;44;27;145;22;590;41;45;130;1;1.277
;01:0,51 a 1,00;2;63;20;16;1;3;10;6;7;4;10;0;55;16;292;762;146;16;615;76;443;38;150;3.065;58;5.874;1;6;4;1;1;0;0;11;3;4;9;0;62;22;117;630;91;28;448;44;775;247;197;4.789;10;7.500;3;69;24;17;2;3;10;17;10;8;19;0;117;38;409;1.392;237;44;1.063;120;1.218;285;347;7.854;68;13.374
;02:1,01 a 1,50;22;206;116;57;5;17;63;34;29;49;24;0;218;237;985;4.075;811;41;2.168;490;1.330;303;328;3.313;98;15.019;8;34;11;7;2;4;9;10;15;11;50;2;239;58;309;4.019;444;107;2.173;174;2.343;1.588;548;5.162;32;17.359;30;240;127;64;7;21;72;44;44;60;74;2;457;295;1.294;8.094;1.255;148;4.341;664;3.673;1.891;876;8.475;130;32.378
;03:1,51 a 2,00;50;140;58;56;1;3;26;23;32;35;7;0;112;235;821;1.719;529;27;1.733;436;463;249;188;1.756;43;8.742;5;9;7;4;0;1;2;2;12;7;5;0;52;50;51;1.165;201;55;531;78;469;947;321;2.962;9;6.945;55;149;65;60;1;4;28;25;44;42;12;0;164;285;872;2.884;730;82;2.264;514;932;1.196;509;4.718;52;15.687
;04:2,01 a 3,00;52;66;17;20;0;9;17;19;25;19;2;0;158;495;664;1.073;513;39;1.727;624;335;161;350;3.868;33;10.286;5;10;1;2;0;1;3;8;4;3;2;0;48;63;30;696;172;77;415;70;310;464;429;6.706;11;9.530;57;76;18;22;0;10;20;27;29;22;4;0;206;558;694;1.769;685;116;2.142;694;645;625;779;10.574;44;19.816
;05:3,01 a 4,00;7;26;3;5;0;5;3;5;6;13;0;0;54;242;148;429;234;54;233;201;126;108;341;3.627;13;5.883;2;4;2;0;0;1;0;5;7;3;0;0;10;57;14;197;63;80;137;29;174;346;425;5.758;6;7.320;9;30;5;5;0;6;3;10;13;16;0;0;64;299;162;626;297;134;370;230;300;454;766;9.385;19;13.203
;06:4,01 a 5,00;1;13;2;2;0;9;0;2;7;4;0;0;14;78;59;206;83;47;112;79;72;61;319;2.480;9;3.659;0;1;0;0;0;0;1;1;3;0;0;0;2;17;6;119;33;68;58;23;67;146;357;4.449;1;5.352;1;14;2;2;0;9;1;3;10;4;0;0;16;95;65;325;116;115;170;102;139;207;676;6.929;10;9.011
;07:5,01 a 7,00;1;11;0;0;0;2;0;2;5;1;0;0;20;78;35;154;93;78;97;56;71;19;366;2.895;2;3.986;0;3;0;0;0;0;0;1;2;0;0;0;2;25;4;68;12;87;50;22;51;53;397;4.378;1;5.156;1;14;0;0;0;2;0;3;7;1;0;0;22;103;39;222;105;165;147;78;122;72;763;7.273;3;9.142
;08:7,01 a 10,00;0;0;0;0;0;1;0;0;1;2;0;0;4;59;9;67;60;81;45;32;24;12;392;2.662;2;3.453;0;0;0;0;0;0;0;0;0;0;0;0;1;20;2;27;11;63;33;16;15;10;417;2.082;2;2.699;0;0;0;0;0;1;0;0;1;2;0;0;5;79;11;94;71;144;78;48;39;22;809;4.744;4;6.152
;09:10,01 a 15,00;0;1;0;0;0;0;0;1;0;0;0;0;9;40;5;24;31;57;36;14;8;5;508;2.221;2;2.962;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;8;9;37;18;2;5;3;442;1.524;0;2.060;0;1;0;0;0;0;0;1;0;0;0;0;9;52;5;32;40;94;54;16;13;8;950;3.745;2;5.022
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;1;0;0;0;0;14;1;8;7;21;16;7;5;2;253;1.079;0;1.414;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;11;8;1;0;0;160;551;0;733;0;0;0;0;0;0;0;0;1;0;0;0;0;15;1;8;8;32;24;8;5;2;413;1.630;0;2.147
;11:Mais de 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;6;13;39;34;3;2;1;36;1.536;2;1.698;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;15;22;1;0;1;21;733;0;798;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;7;13;54;56;4;2;2;57;2.269;2;2.496
;{ñ class};4;9;2;2;0;1;3;3;6;6;0;0;19;53;228;159;47;30;140;87;114;9;30;124;4;1.080;0;0;0;0;0;0;0;2;5;0;2;0;19;7;12;94;21;32;85;16;183;42;47;293;0;860;4;9;2;2;0;1;3;5;11;6;2;0;38;60;240;253;68;62;225;103;297;51;77;417;4;1.940
211130:São Luiz - MA;Total;345;495;2.831;365;159;136;228;455;216;739;182;1;3.584;2.028;27.159;23.604;9.873;1.812;28.006;17.861;14.145;10.240;6.403;47.808;214;198.889;83;105;391;68;41;22;58;216;105;167;297;7;2.237;809;2.922;21.709;3.449;1.882;15.576;4.677;18.766;25.868;9.359;53.527;38;162.379;428;600;3.222;433;200;158;286;671;321;906;479;8;5.821;2.837;30.081;45.313;13.322;3.694;43.582;22.538;32.911;36.108;15.762;101.335;252;361.268
;00:Até 0,50;0;1;15;0;0;1;4;7;0;1;1;0;16;16;172;285;47;2;216;89;165;36;143;6;2;1.225;0;0;1;0;0;0;1;4;0;0;0;0;64;10;71;356;41;4;169;57;397;86;123;11;0;1.395;0;1;16;0;0;1;5;11;0;1;1;0;80;26;243;641;88;6;385;146;562;122;266;17;2;2.620
;01:0,51 a 1,00;5;14;106;31;11;3;18;64;21;17;43;0;225;21;1.730;1.920;406;26;2.662;984;1.462;422;697;2.139;19;13.046;2;5;41;7;3;1;1;34;23;13;77;2;242;9;253;2.068;263;64;3.282;718;1.718;1.009;1.160;3.359;4;14.358;7;19;147;38;14;4;19;98;44;30;120;2;467;30;1.983;3.988;669;90;5.944;1.702;3.180;1.431;1.857;5.498;23;27.404
;02:1,01 a 1,50;20;167;479;194;50;74;102;248;77;242;114;1;1.640;84;8.548;13.846;3.656;166;11.730;3.927;7.311;3.918;1.375;6.134;135;64.238;6;34;87;47;19;11;31;126;46;51;195;5;1.294;29;940;13.286;1.502;357;7.823;1.630;10.303;11.064;2.716;7.886;28;59.516;26;201;566;241;69;85;133;374;123;293;309;6;2.934;113;9.488;27.132;5.158;523;19.553;5.557;17.614;14.982;4.091;14.020;163;123.754
;03:1,51 a 2,00;31;143;589;72;48;29;53;69;56;161;11;0;604;114;6.320;3.285;1.731;50;6.900;3.149;1.992;1.709;593;3.166;47;30.922;11;21;41;9;12;1;10;16;15;35;12;0;204;24;458;2.755;538;102;1.809;677;2.389;5.410;1.120;5.020;4;20.693;42;164;630;81;60;30;63;85;71;196;23;0;808;138;6.778;6.040;2.269;152;8.709;3.826;4.381;7.119;1.713;8.186;51;51.615
;04:2,01 a 3,00;48;84;531;23;26;20;31;28;48;147;8;0;454;184;6.192;2.133;1.415;112;2.838;3.531;1.482;1.433;700;5.152;6;26.626;5;20;54;4;4;4;9;13;15;26;3;0;179;108;653;1.646;476;132;1.115;503;2.266;4.035;1.104;7.342;0;19.716;53;104;585;27;30;24;40;41;63;173;11;0;633;292;6.845;3.779;1.891;244;3.953;4.034;3.748;5.468;1.804;12.494;6;46.342
;05:3,01 a 4,00;23;26;187;5;9;2;3;12;9;52;1;0;215;199;1.380;697;807;245;902;1.768;576;745;558;7.383;0;15.804;2;6;40;0;1;3;3;7;4;15;2;0;72;110;137;528;204;250;406;271;771;2.020;698;9.951;1;15.502;25;32;227;5;10;5;6;19;13;67;3;0;287;309;1.517;1.225;1.011;495;1.308;2.039;1.347;2.765;1.256;17.334;1;31.306
;06:4,01 a 5,00;11;18;153;3;3;1;1;8;1;26;0;0;125;156;490;251;470;187;348;993;252;489;427;6.768;0;11.181;3;6;16;0;0;0;0;2;0;8;1;0;39;84;45;229;124;174;178;147;290;814;436;7.609;0;10.205;14;24;169;3;3;1;1;10;1;34;1;0;164;240;535;480;594;361;526;1.140;542;1.303;863;14.377;0;21.386
;07:5,01 a 7,00;26;14;258;2;1;3;3;5;0;17;1;0;119;318;332;226;492;217;311;1.070;170;1.036;492;6.940;0;12.053;14;4;30;1;0;1;1;2;1;8;1;0;27;143;99;177;117;251;169;166;147;400;622;5.734;0;8.115;40;18;288;3;1;4;4;7;1;25;2;0;146;461;431;403;609;468;480;1.236;317;1.436;1.114;12.674;0;20.168
;08:7,01 a 10,00;30;1;181;0;0;1;2;0;1;20;0;0;42;251;224;93;314;246;248;780;162;176;424;4.741;0;7.937;14;2;34;0;0;0;2;2;0;5;0;0;12;85;166;56;78;192;111;159;71;219;501;3.607;0;5.316;44;3;215;0;0;1;4;2;1;25;0;0;54;336;390;149;392;438;359;939;233;395;925;8.348;0;13.253
;09:10,01 a 15,00;65;4;61;3;0;0;0;0;0;6;0;0;12;136;76;47;206;218;134;451;110;49;486;2.474;0;4.538;15;1;18;0;0;1;0;0;0;1;1;0;4;44;8;20;30;157;50;108;14;60;399;1.464;0;2.395;80;5;79;3;0;1;0;0;0;7;1;0;16;180;84;67;236;375;184;559;124;109;885;3.938;0;6.933
;10:15,01 a 20,00;40;1;24;1;0;0;0;1;0;9;0;0;6;78;21;15;44;160;25;119;27;19;259;1.418;0;2.267;9;0;7;0;0;0;0;0;0;1;0;0;1;21;1;1;6;63;16;25;6;71;207;786;0;1.221;49;1;31;1;0;0;0;1;0;10;0;0;7;99;22;16;50;223;41;144;33;90;466;2.204;0;3.488
;11:Mais de 20,00;40;2;47;1;0;0;0;0;0;10;0;0;4;85;12;14;29;105;44;72;3;25;56;1.469;0;2.018;1;0;13;0;0;0;0;0;0;1;0;0;0;7;3;1;3;46;16;11;2;30;18;730;0;882;41;2;60;1;0;0;0;0;0;11;0;0;4;92;15;15;32;151;60;83;5;55;74;2.199;0;2.900
;{ñ class};6;20;200;30;11;2;11;13;3;31;3;0;122;386;1.662;792;256;78;1.648;928;433;183;193;18;5;7.034;1;6;9;0;2;0;0;10;1;3;5;0;99;135;88;586;67;90;432;205;392;650;255;28;1;3.065;7;26;209;30;13;2;11;23;4;34;8;0;221;521;1.750;1.378;323;168;2.080;1.133;825;833;448;46;6;10.099
221100:Terezina - PI;Total;176;1.311;1.300;162;166;545;1.166;759;301;641;528;29;3.689;2.436;15.315;23.901;7.699;1.561;20.137;7.326;12.500;6.469;5.917;33.445;685;148.164;18;130;166;39;24;123;173;263;168;178;1.179;17;2.206;853;1.244;17.855;2.542;1.788;13.422;1.470;12.616;15.177;7.833;36.346;77;115.907;194;1.441;1.466;201;190;668;1.339;1.022;469;819;1.707;46;5.895;3.289;16.559;41.756;10.241;3.349;33.559;8.796;25.116;21.646;13.750;69.791;762;264.071
;00:Até 0,50;3;10;5;3;2;10;19;5;3;5;21;0;40;10;167;364;172;22;167;68;144;40;238;26;6;1.550;0;8;3;1;2;8;8;7;0;3;7;0;17;21;104;380;123;16;161;38;190;78;195;37;0;1.407;3;18;8;4;4;18;27;12;3;8;28;0;57;31;271;744;295;38;328;106;334;118;433;63;6;2.957
;01:0,51 a 1,00;45;204;256;23;36;27;156;76;41;84;115;7;482;248;2.078;2.818;546;47;2.791;1.052;1.819;270;826;811;64;14.922;4;9;50;8;1;12;21;48;40;18;299;6;380;205;200;2.623;282;111;4.165;236;2.357;660;1.371;1.192;10;14.308;49;213;306;31;37;39;177;124;81;102;414;13;862;453;2.278;5.441;828;158;6.956;1.288;4.176;930;2.197;2.003;74;29.230
;02:1,01 a 1,50;84;740;607;75;85;362;573;362;144;393;291;19;1.997;722;6.594;14.082;3.816;197;8.090;2.782;7.695;1.759;1.275;5.095;399;58.238;7;65;67;25;12;85;67;137;92;101;732;8;1.542;227;521;10.737;1.217;445;5.983;638;7.749;4.996;1.877;6.251;38;43.619;91;805;674;100;97;447;640;499;236;494;1.023;27;3.539;949;7.115;24.819;5.033;642;14.073;3.420;15.444;6.755;3.152;11.346;437;101.857
;03:1,51 a 2,00;33;178;180;25;25;62;241;165;76;75;46;1;513;236;3.118;2.963;1.358;113;4.500;1.172;1.237;1.413;499;3.661;115;22.005;1;20;18;1;5;8;48;33;15;19;48;2;125;45;145;1.808;329;199;1.107;172;790;3.521;699;5.142;5;14.305;34;198;198;26;30;70;289;198;91;94;94;3;638;281;3.263;4.771;1.687;312;5.607;1.344;2.027;4.934;1.198;8.803;120;36.310
;04:2,01 a 3,00;6;50;99;23;6;47;98;80;27;40;32;0;219;142;1.553;1.652;912;144;2.140;932;563;1.280;551;3.646;66;14.308;3;14;9;2;3;6;12;16;16;14;27;0;54;54;149;1.073;274;195;574;145;557;2.633;882;5.154;10;11.876;9;64;108;25;9;53;110;96;43;54;59;0;273;196;1.702;2.725;1.186;339;2.714;1.077;1.120;3.913;1.433;8.800;76;26.184
;05:3,01 a 4,00;1;7;34;7;1;11;25;20;3;15;7;0;130;137;283;674;328;151;336;401;294;397;388;7.993;10;11.653;2;2;9;0;0;0;9;5;2;7;5;0;23;38;32;404;143;183;230;72;291;994;585;8.095;3;11.134;3;9;43;7;1;11;34;25;5;22;12;0;153;175;315;1.078;471;334;566;473;585;1.391;973;16.088;13;22.787
;06:4,01 a 5,00;1;3;34;2;4;3;7;11;0;1;1;0;98;167;107;326;167;116;173;150;164;158;323;2.200;3;4.219;1;2;2;0;1;0;1;2;0;3;1;0;9;46;15;233;65;131;121;39;167;453;337;2.575;3;4.207;2;5;36;2;5;3;8;13;0;4;2;0;107;213;122;559;232;247;294;189;331;611;660;4.775;6;8.426
;07:5,01 a 7,00;0;8;19;2;1;6;5;6;0;2;1;0;68;174;85;250;130;171;193;143;86;230;439;2.159;7;4.185;0;3;3;0;0;0;1;2;0;3;0;0;12;38;15;169;39;135;112;38;77;729;489;3.124;5;4.994;0;11;22;2;1;6;6;8;0;5;1;0;80;212;100;419;169;306;305;181;163;959;928;5.283;12;9.179
;08:7,01 a 10,00;0;1;16;0;2;3;7;3;0;4;1;0;25;206;37;101;59;203;157;53;41;228;372;3.321;1;4.841;0;0;0;0;0;1;0;0;0;1;0;0;3;55;6;56;19;155;84;23;38;454;438;2.110;1;3.444;0;1;16;0;2;4;7;3;0;5;1;0;28;261;43;157;78;358;241;76;79;682;810;5.431;2;8.285
;09:10,01 a 15,00;0;0;1;0;0;1;4;0;0;1;0;0;9;195;8;51;32;176;134;32;11;432;465;2.444;1;3.997;0;0;1;0;0;0;0;0;1;0;0;0;1;54;2;18;3;119;53;10;12;419;452;1.457;0;2.602;0;0;2;0;0;1;4;0;1;1;0;0;10;249;10;69;35;295;187;42;23;851;917;3.901;1;6.599
;10:15,01 a 20,00;0;0;1;0;0;0;2;0;0;0;0;0;1;72;2;11;9;95;75;4;5;126;178;1.146;0;1.727;0;0;1;0;0;0;0;0;0;1;1;0;1;37;0;6;1;45;33;2;3;57;184;647;0;1.019;0;0;2;0;0;0;2;0;0;1;1;0;2;109;2;17;10;140;108;6;8;183;362;1.793;0;2.746
;11:Mais de 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;14;5;83;57;5;3;78;80;928;0;1.319;0;0;0;0;0;0;0;0;0;1;0;0;0;21;0;3;1;18;16;0;1;23;51;543;0;678;0;0;0;0;0;0;0;0;0;1;0;0;0;87;0;17;6;101;73;5;4;101;131;1.471;0;1.997
;{ñ class};3;110;48;2;4;13;29;31;7;21;13;2;107;61;1.283;595;165;43;1.324;532;438;58;283;15;13;5.200;0;7;3;2;0;3;6;13;2;7;59;1;39;12;55;345;46;36;783;57;384;160;273;19;2;2.314;3;117;51;4;4;16;35;44;9;28;72;3;146;73;1.338;940;211;79;2.107;589;822;218;556;34;15;7.514
230440:Fortaleza - CE;Total;77;809;2.040;2.045;766;659;1.449;2.520;1.128;1.304;9.394;1.143;10.797;4.226;39.291;61.187;15.607;8.217;112.165;28.434;28.576;12.044;21.982;66.743;1.491;434.094;12;153;403;393;132;89;218;1.244;491;468;16.548;1.077;6.521;1.069;3.562;48.509;7.430;9.657;66.539;7.999;27.213;33.407;37.699;59.012;351;330.196;89;962;2.443;2.438;898;748;1.667;3.764;1.619;1.772;25.942;2.220;17.318;5.295;42.853;109.696;23.037;17.874;178.704;36.433;55.789;45.451;59.681;125.755;1.842;764.290
;00:Até 0,50;0;4;14;28;10;6;5;18;4;6;126;0;101;18;377;723;185;25;773;242;589;95;670;397;4;4.420;1;0;6;3;1;6;0;20;2;10;224;2;117;19;177;723;159;48;1.122;119;653;190;605;368;1;4.576;1;4;20;31;11;12;5;38;6;16;350;2;218;37;554;1.446;344;73;1.895;361;1.242;285;1.275;765;5;8.996
;01:0,51 a 1,00;9;157;319;146;89;70;240;267;167;116;1.514;168;1.626;120;4.635;8.144;1.209;230;8.275;2.149;5.534;458;2.747;1.340;103;39.832;1;26;77;55;24;14;41;165;93;77;2.906;154;1.370;35;364;7.684;796;582;8.082;1.166;5.760;1.204;5.680;2.589;24;38.969;10;183;396;201;113;84;281;432;260;193;4.420;322;2.996;155;4.999;15.828;2.005;812;16.357;3.315;11.294;1.662;8.427;3.929;127;78.801
;02:1,01 a 1,50;42;411;1.105;795;261;303;1.053;1.223;564;670;5.351;780;5.803;944;13.617;36.633;7.909;1.037;50.647;10.540;13.485;3.881;4.345;3.116;595;165.110;4;64;198;210;61;42;134;431;243;225;11.100;834;3.749;94;1.287;28.298;3.435;2.056;36.397;3.711;13.448;12.034;7.584;4.322;108;130.069;46;475;1.303;1.005;322;345;1.187;1.654;807;895;16.451;1.614;9.552;1.038;14.904;64.931;11.344;3.093;87.044;14.251;26.933;15.915;11.929;7.438;703;295.179
;03:1,51 a 2,00;9;102;255;351;133;124;76;438;171;176;1.196;48;1.540;829;8.176;6.539;2.349;458;23.474;4.972;3.400;2.754;2.007;4.158;314;64.049;3;16;44;35;26;8;23;208;76;42;966;31;528;42;545;4.776;965;968;6.946;1.048;2.528;7.556;2.851;11.534;51;41.816;12;118;299;386;159;132;99;646;247;218;2.162;79;2.068;871;8.721;11.315;3.314;1.426;30.420;6.020;5.928;10.310;4.858;15.692;365;105.865
