;;Sexo Trabalhador;IBGE Subsetor
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
130260:Manaus - AM;Total;689;1.451;7.548;10.518;20.848;18.513;1.117;3.265;3.957;9.149;733;16;8.280;4.446;29.862;36.528;12.596;2.089;34.568;28.860;20.823;2.935;7.461;58.996;1.022;326.270;121;222;2.025;8.440;21.460;2.723;256;1.407;2.810;3.982;1.343;1;5.638;710;3.327;32.324;5.580;2.469;11.759;7.757;24.649;8.982;10.541;72.768;386;231.680;810;1.673;9.573;18.958;42.308;21.236;1.373;4.672;6.767;13.131;2.076;17;13.918;5.156;33.189;68.852;18.176;4.558;46.327;36.617;45.472;11.917;18.002;131.764;1.408;557.950
;00:Até 0,50;0;6;84;193;304;268;4;34;45;123;7;0;50;22;199;486;135;11;72;142;243;31;63;13;4;2.539;0;1;54;147;292;52;2;26;44;75;20;0;33;18;147;396;109;6;41;122;216;41;86;17;0;1.945;0;7;138;340;596;320;6;60;89;198;27;0;83;40;346;882;244;17;113;264;459;72;149;30;4;4.484
;01:0,51 a 1,00;1;54;107;133;386;242;35;70;87;160;59;0;243;13;630;941;268;15;629;324;1.012;57;355;695;75;6.591;2;14;33;128;471;86;9;65;84;97;133;0;238;10;135;1.099;129;40;431;143;1.397;210;706;300;27;5.987;3;68;140;261;857;328;44;135;171;257;192;0;481;23;765;2.040;397;55;1.060;467;2.409;267;1.061;995;102;12.578
;02:1,01 a 1,50;24;469;1.908;2.498;4.849;1.261;610;1.209;1.252;2.307;411;10;3.534;270;9.399;18.714;5.493;81;8.582;6.006;9.910;690;1.223;3.869;491;85.070;7;68;606;3.799;8.200;456;145;695;1.152;1.577;1.027;0;3.519;81;1.109;20.155;2.828;261;5.398;2.600;15.663;3.198;2.945;5.503;248;81.240;31;537;2.514;6.297;13.049;1.717;755;1.904;2.404;3.884;1.438;10;7.053;351;10.508;38.869;8.321;342;13.980;8.606;25.573;3.888;4.168;9.372;739;166.310
;03:1,51 a 2,00;49;296;2.027;3.511;6.284;3.632;248;689;930;2.130;152;2;1.716;866;8.647;7.582;2.534;104;8.897;5.272;3.459;677;631;4.169;248;64.752;4;25;518;2.642;7.460;656;35;222;755;979;79;1;768;44;590;5.234;910;208;2.353;2.066;2.587;2.059;1.100;7.175;37;38.507;53;321;2.545;6.153;13.744;4.288;283;911;1.685;3.109;231;3;2.484;910;9.237;12.816;3.444;312;11.250;7.338;6.046;2.736;1.731;11.344;285;103.259
;04:2,01 a 3,00;62;278;1.530;2.010;3.383;5.890;148;623;688;1.671;51;3;1.359;911;5.621;4.812;1.828;169;11.006;7.869;2.865;773;846;17.208;97;71.701;6;40;425;860;2.410;543;28;168;406;548;39;0;488;85;465;3.016;701;165;1.747;1.280;1.865;2.002;1.341;28.851;20;47.499;68;318;1.955;2.870;5.793;6.433;176;791;1.094;2.219;90;3;1.847;996;6.086;7.828;2.529;334;12.753;9.149;4.730;2.775;2.187;46.059;117;119.200
;05:3,01 a 4,00;31;119;590;565;1.266;2.609;32;254;260;686;18;1;579;456;2.210;1.772;861;355;2.078;5.411;1.000;211;736;6.012;41;28.153;3;31;158;236;794;255;11;102;142;191;11;0;186;69;311;1.073;363;393;528;574;833;475;774;7.671;9;15.193;34;150;748;801;2.060;2.864;43;356;402;877;29;1;765;525;2.521;2.845;1.224;748;2.606;5.985;1.833;686;1.510;13.683;50;43.346
;06:4,01 a 5,00;18;61;361;359;963;1.349;15;137;170;388;12;0;246;311;1.073;775;462;301;827;1.233;572;83;631;8.348;16;18.711;1;18;80;151;447;193;10;41;57;109;1;0;122;58;164;460;186;365;338;247;600;225;750;7.519;10;12.152;19;79;441;510;1.410;1.542;25;178;227;497;13;0;368;369;1.237;1.235;648;666;1.165;1.480;1.172;308;1.381;15.867;26;30.863
;07:5,01 a 7,00;25;61;360;448;1.357;1.213;6;128;233;478;5;0;210;525;843;636;428;352;830;922;614;95;995;5.965;18;16.747;10;9;75;150;464;179;6;37;55;138;1;0;114;89;184;439;174;392;360;285;625;297;1.007;5.416;17;10.523;35;70;435;598;1.821;1.392;12;165;288;616;6;0;324;614;1.027;1.075;602;744;1.190;1.207;1.239;392;2.002;11.381;35;27.270
;08:7,01 a 10,00;65;36;260;347;855;725;5;62;127;429;6;0;126;271;466;346;246;292;529;518;426;201;820;5.937;10;13.105;15;9;33;133;251;138;4;30;42;90;0;0;62;59;110;197;81;288;237;168;251;296;884;5.359;6;8.743;80;45;293;480;1.106;863;9;92;169;519;6;0;188;330;576;543;327;580;766;686;677;497;1.704;11.296;16;21.848
;09:10,01 a 15,00;88;17;174;212;591;563;0;26;74;278;1;0;48;204;220;151;127;230;381;326;344;76;615;3.300;7;8.053;12;4;30;56;183;87;1;12;21;49;0;0;28;106;60;73;48;241;148;101;305;80;560;2.562;6;4.773;100;21;204;268;774;650;1;38;95;327;1;0;76;310;280;224;175;471;529;427;649;156;1.175;5.862;13;12.826
;10:15,01 a 20,00;52;10;59;87;189;231;1;5;23;132;0;0;22;226;85;51;59;88;151;132;91;18;151;1.405;2;3.270;24;1;8;20;40;32;0;3;3;16;0;0;9;52;24;15;18;55;44;24;51;31;109;1.009;1;1.589;76;11;67;107;229;263;1;8;26;148;0;0;31;278;109;66;77;143;195;156;142;49;260;2.414;3;4.859
;11:Mais de 20,00;264;16;33;88;191;308;1;5;32;253;0;0;42;289;81;38;59;77;189;126;106;10;144;2.050;5;4.407;36;0;4;8;31;12;0;3;6;29;0;0;10;34;10;13;11;36;53;19;14;10;87;1.367;0;1.793;300;16;37;96;222;320;1;8;38;282;0;0;52;323;91;51;70;113;242;145;120;20;231;3.417;5;6.200
;{ñ class};10;28;55;67;230;222;12;23;36;114;11;0;105;82;388;224;96;14;397;579;181;13;251;25;8;3.171;1;2;1;110;417;34;5;3;43;84;32;0;61;5;18;154;22;19;81;128;242;58;192;19;5;1.736;11;30;56;177;647;256;17;26;79;198;43;0;166;87;406;378;118;33;478;707;423;71;443;44;13;4.907
140010:Boa Vista - RR;Total;55;518;69;10;19;21;82;115;44;21;8;1;820;1.237;2.894;7.023;2.121;339;2.002;1.487;2.938;405;1.931;16.319;497;40.976;10;83;10;5;4;4;15;66;24;10;54;0;636;341;441;5.782;587;316;1.004;376;4.787;855;2.616;22.558;109;40.693;65;601;79;15;23;25;97;181;68;31;62;1;1.456;1.578;3.335;12.805;2.708;655;3.006;1.863;7.725;1.260;4.547;38.877;606;81.669
;00:Até 0,50;1;5;0;0;0;0;0;0;0;0;0;0;13;10;10;55;6;0;1;14;47;2;9;4;0;177;1;2;0;0;0;0;0;0;0;0;0;0;11;10;16;45;4;0;0;6;60;9;14;2;1;181;2;7;0;0;0;0;0;0;0;0;0;0;24;20;26;100;10;0;1;20;107;11;23;6;1;358
;01:0,51 a 1,00;1;65;5;1;1;0;5;10;3;2;0;0;58;22;205;354;77;0;79;64;212;14;117;413;67;1.775;1;12;0;0;0;0;2;10;3;0;7;0;295;10;44;313;43;7;102;41;524;74;193;611;18;2.310;2;77;5;1;1;0;7;20;6;2;7;0;353;32;249;667;120;7;181;105;736;88;310;1.024;85;4.085
;02:1,01 a 1,50;13;247;42;9;4;16;47;60;20;15;8;0;314;74;920;4.145;1.295;10;948;584;1.831;109;303;2.709;198;13.921;5;40;7;5;3;2;11;45;11;7;43;0;166;12;283;4.093;361;34;516;135;3.432;447;574;4.337;54;14.623;18;287;49;14;7;18;58;105;31;22;51;0;480;86;1.203;8.238;1.656;44;1.464;719;5.263;556;877;7.046;252;28.544
;03:1,51 a 2,00;14;101;17;0;4;5;19;18;14;2;0;0;180;45;808;1.215;301;2;617;310;371;64;216;1.546;91;5.960;0;10;2;0;0;1;1;5;6;3;3;0;76;5;38;723;57;10;145;79;229;109;240;1.834;13;3.589;14;111;19;0;4;6;20;23;20;5;3;0;256;50;846;1.938;358;12;762;389;600;173;456;3.380;104;9.549
;04:2,01 a 3,00;14;77;4;0;8;0;8;21;3;1;0;0;171;128;610;694;254;23;159;318;192;17;224;2.456;68;5.450;1;10;1;0;1;1;1;6;4;0;1;0;37;79;35;402;59;17;84;56;189;66;346;3.947;6;5.349;15;87;5;0;9;1;9;27;7;1;1;0;208;207;645;1.096;313;40;243;374;381;83;570;6.403;74;10.799
;05:3,01 a 4,00;3;6;0;0;1;0;1;2;2;0;0;0;43;248;172;268;77;80;38;73;53;27;206;1.607;26;2.933;1;4;0;0;0;0;0;0;0;0;0;0;23;30;17;106;24;56;37;18;68;37;236;2.478;6;3.141;4;10;0;0;1;0;1;2;2;0;0;0;66;278;189;374;101;136;75;91;121;64;442;4.085;32;6.074
;06:4,01 a 5,00;4;7;0;0;0;0;1;1;1;1;0;0;14;211;43;119;41;39;18;33;36;10;155;1.639;17;2.390;0;4;0;0;0;0;0;0;0;0;0;0;9;30;2;28;15;44;32;13;36;14;188;2.402;1;2.818;4;11;0;0;0;0;1;1;1;1;0;0;23;241;45;147;56;83;50;46;72;24;343;4.041;18;5.208
;07:5,01 a 7,00;3;6;0;0;0;0;1;1;0;0;0;0;21;175;51;82;34;64;29;33;77;58;249;3.164;13;4.061;0;1;0;0;0;0;0;0;0;0;0;0;15;59;1;35;8;58;27;13;101;42;294;4.651;3;5.308;3;7;0;0;0;0;1;1;0;0;0;0;36;234;52;117;42;122;56;46;178;100;543;7.815;16;9.369
;08:7,01 a 10,00;1;0;1;0;0;0;0;0;0;0;0;0;4;133;16;40;15;43;28;16;31;86;190;1.034;3;1.641;1;0;0;0;0;0;0;0;0;0;0;0;1;35;2;17;8;50;17;9;35;22;253;1.199;3;1.652;2;0;1;0;0;0;0;0;0;0;0;0;5;168;18;57;23;93;45;25;66;108;443;2.233;6;3.293
;09:10,01 a 15,00;0;1;0;0;0;0;0;1;0;0;0;0;0;65;5;10;10;38;26;19;30;13;162;849;7;1.236;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;1;3;25;14;2;73;27;196;607;2;987;0;1;0;0;0;0;0;1;0;0;0;0;0;102;5;11;13;63;40;21;103;40;358;1.456;9;2.223
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;31;2;3;2;16;12;2;10;4;45;364;0;491;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;1;0;12;8;2;9;5;42;222;0;312;0;0;0;0;0;0;0;0;0;0;0;0;0;42;2;4;2;28;20;4;19;9;87;586;0;803
;11:Mais de 20,00;0;0;0;0;0;0;0;0;0;0;0;0;1;85;1;3;0;22;31;1;7;0;46;502;1;700;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;1;20;0;2;1;31;239;2;319;0;0;0;0;0;0;0;0;0;0;0;0;1;108;1;3;0;23;51;1;9;1;77;741;3;1.019
;{ñ class};1;3;0;0;1;0;0;1;1;0;0;1;1;10;51;35;9;2;16;20;41;1;9;32;6;241;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;18;5;2;2;2;29;2;9;29;0;104;1;3;0;0;1;0;0;1;1;0;0;1;4;10;54;53;14;4;18;22;70;3;18;61;6;345
150140:Belém - PA;Total;219;577;338;385;141;780;1.976;1.766;518;1.011;147;0;4.758;3.869;28.686;36.836;7.029;4.004;33.941;15.436;22.473;4.999;10.590;72.737;5.806;259.022;71;71;59;57;41;70;277;742;131;329;505;0;1.995;810;2.416;31.522;2.875;3.939;11.825;3.437;23.126;12.101;12.045;71.467;568;180.479;290;648;397;442;182;850;2.253;2.508;649;1.340;652;0;6.753;4.679;31.102;68.358;9.904;7.943;45.766;18.873;45.599;17.100;22.635;144.204;6.374;439.501
;00:Até 0,50;0;0;0;0;0;1;7;17;3;7;0;0;31;5;32;357;29;3;61;85;303;26;200;21;1;1.189;0;0;0;1;0;0;1;27;3;0;0;0;44;3;14;281;10;7;30;37;295;58;153;17;0;981;0;0;0;1;0;1;8;44;6;7;0;0;75;8;46;638;39;10;91;122;598;84;353;38;1;2.170
;01:0,51 a 1,00;1;21;16;8;2;5;78;75;15;56;24;0;169;15;413;2.437;398;32;613;222;1.042;100;706;2.479;233;9.160;0;0;4;6;1;1;11;28;12;19;71;0;117;11;141;1.573;198;44;580;118;1.496;283;795;1.475;25;7.009;1;21;20;14;3;6;89;103;27;75;95;0;286;26;554;4.010;596;76;1.193;340;2.538;383;1.501;3.954;258;16.169
;02:1,01 a 1,50;18;212;150;150;57;179;990;560;192;343;79;0;1.919;350;12.242;20.177;2.758;210;9.768;4.646;12.029;1.652;1.938;6.516;3.321;80.456;3;23;33;31;26;20;128;324;58;195;387;0;1.335;95;1.068;19.152;1.474;450;5.513;972;14.789;4.152;3.194;10.649;237;64.308;21;235;183;181;83;199;1.118;884;250;538;466;0;3.254;445;13.310;39.329;4.232;660;15.281;5.618;26.818;5.804;5.132;17.165;3.558;144.764
;03:1,51 a 2,00;4;133;113;73;48;226;438;321;141;188;21;0;886;615;8.724;6.423;1.560;105;7.031;2.096;4.035;1.273;888;4.777;1.118;41.237;2;8;12;2;4;14;47;125;17;37;21;0;176;128;484;4.917;377;284;1.964;606;2.597;3.384;1.012;5.940;110;22.268;6;141;125;75;52;240;485;446;158;225;42;0;1.062;743;9.208;11.340;1.937;389;8.995;2.702;6.632;4.657;1.900;10.717;1.228;63.505
;04:2,01 a 3,00;15;119;40;56;25;227;242;378;86;176;18;0;809;945;4.378;4.169;1.020;298;12.005;4.415;2.118;740;916;9.430;700;43.325;5;6;5;7;3;13;39;95;19;33;8;0;131;215;309;3.231;350;362;1.670;776;1.473;1.925;1.105;7.885;73;19.738;20;125;45;63;28;240;281;473;105;209;26;0;940;1.160;4.687;7.400;1.370;660;13.675;5.191;3.591;2.665;2.021;17.315;773;63.063
