;;Sexo Trabalhador;IBGE Subsetor
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;{ñ class};1;9;1;0;1;1;3;2;1;0;0;0;10;2;36;48;15;5;45;34;19;4;5;18;5;265;0;1;0;0;0;0;1;0;0;0;4;0;5;0;3;18;4;2;4;5;20;14;5;22;0;108;1;10;1;0;1;1;4;2;1;0;4;0;15;2;39;66;19;7;49;39;39;18;10;40;5;373
120040:Rio Branco - AC;Total;179;407;140;20;33;29;601;133;131;57;65;0;1.132;1.027;4.208;6.000;1.064;291;1.790;1.733;1.991;358;1.620;13.191;1.333;37.533;167;34;4;2;14;3;68;54;16;48;67;0;407;181;268;3.802;304;246;561;470;2.245;1.240;1.699;19.983;375;32.258;346;441;144;22;47;32;669;187;147;105;132;0;1.539;1.208;4.476;9.802;1.368;537;2.351;2.203;4.236;1.598;3.319;33.174;1.708;69.791
;00:Até 0,50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;42;5;1;1;0;4;4;2;7;0;72;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;34;7;0;2;1;6;1;0;6;0;58;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;76;12;1;3;1;10;5;2;13;0;130
;01:0,51 a 1,00;1;20;14;0;2;4;15;5;1;0;2;0;17;4;64;159;20;6;39;20;110;28;98;20;245;894;5;0;1;0;2;0;4;4;0;2;3;0;15;1;7;125;4;6;19;4;132;49;99;29;32;543;6;20;15;0;4;4;19;9;1;2;5;0;32;5;71;284;24;12;58;24;242;77;197;49;277;1.437
;02:1,01 a 1,50;171;275;77;10;10;14;341;47;47;45;61;0;525;82;1.992;3.529;683;5;487;296;1.086;70;278;699;421;11.251;160;28;1;1;9;3;43;25;10;26;63;0;299;10;155;2.638;222;25;331;96;1.518;344;361;1.589;82;8.039;331;303;78;11;19;17;384;72;57;71;124;0;824;92;2.147;6.167;905;30;818;392;2.604;414;639;2.288;503;19.290
;03:1,51 a 2,00;5;85;18;5;2;5;131;18;63;4;2;0;245;94;1.085;1.105;150;3;700;372;247;75;178;1.339;255;6.186;1;2;1;1;0;0;7;11;4;10;1;0;43;19;42;470;30;7;68;184;166;239;188;2.829;113;4.436;6;87;19;6;2;5;138;29;67;14;3;0;288;113;1.127;1.575;180;10;768;556;413;314;366;4.168;368;10.622
;04:2,01 a 3,00;2;19;24;1;4;6;70;21;12;8;0;0;186;226;651;652;140;4;300;317;188;93;165;2.209;197;5.495;1;4;1;0;1;0;6;7;2;7;0;0;25;28;36;303;26;17;38;72;136;255;303;4.750;64;6.082;3;23;25;1;5;6;76;28;14;15;0;0;211;254;687;955;166;21;338;389;324;348;468;6.959;261;11.577
;05:3,01 a 4,00;0;1;2;4;3;0;15;34;2;0;0;0;75;116;183;257;37;28;73;434;147;35;103;1.478;107;3.134;0;0;0;0;1;0;2;6;0;1;0;0;12;8;8;140;9;22;14;33;99;179;147;2.729;40;3.450;0;1;2;4;4;0;17;40;2;1;0;0;87;124;191;397;46;50;87;467;246;214;250;4.207;147;6.584
;06:4,01 a 5,00;0;0;1;0;0;0;5;3;1;0;0;0;43;90;51;82;7;30;40;56;67;14;98;2.456;24;3.068;0;0;0;0;0;0;1;0;0;1;0;0;6;18;8;32;5;31;20;18;50;88;111;2.343;8;2.740;0;0;1;0;0;0;6;3;1;1;0;0;49;108;59;114;12;61;60;74;117;102;209;4.799;32;5.808
;07:5,01 a 7,00;0;1;0;0;5;0;8;3;4;0;0;0;14;147;42;67;6;62;44;62;55;21;192;2.207;24;2.964;0;0;0;0;1;0;3;0;0;0;0;0;5;27;3;30;0;48;21;33;64;36;155;2.801;13;3.240;0;1;0;0;6;0;11;3;4;0;0;0;19;174;45;97;6;110;65;95;119;57;347;5.008;37;6.204
;08:7,01 a 10,00;0;1;1;0;7;0;3;2;1;0;0;0;9;83;54;39;6;54;27;30;38;9;235;977;33;1.609;0;0;0;0;0;0;0;0;0;0;0;0;1;30;6;12;1;41;21;11;42;29;128;1.338;21;1.681;0;1;1;0;7;0;3;2;1;0;0;0;10;113;60;51;7;95;48;41;80;38;363;2.315;54;3.290
;09:10,01 a 15,00;0;0;2;0;0;0;1;0;0;0;0;0;4;98;19;26;3;53;25;22;23;7;133;717;19;1.152;0;0;0;0;0;0;1;0;0;0;0;0;0;21;0;2;0;35;14;8;9;10;129;1.018;2;1.249;0;0;2;0;0;0;2;0;0;0;0;0;4;119;19;28;3;88;39;30;32;17;262;1.735;21;2.401
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;0;0;0;0;2;41;7;6;1;22;26;11;12;1;66;369;2;566;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;9;4;3;4;6;43;225;0;303;0;0;0;0;0;0;0;0;0;0;0;0;2;49;8;6;1;31;30;14;16;7;109;594;2;869
;11:Mais de 20,00;0;0;0;0;0;0;0;0;0;0;0;0;1;44;8;3;0;22;15;5;4;1;67;692;2;864;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;3;3;1;2;2;28;317;0;365;0;0;0;0;0;0;0;0;0;0;0;0;1;53;8;3;0;25;18;6;6;3;95;1.009;2;1.229
;{ñ class};0;5;1;0;0;0;12;0;0;0;0;0;11;2;46;33;6;1;13;108;10;0;5;21;4;278;0;0;0;0;0;0;1;1;0;1;0;0;0;2;2;16;0;2;6;6;17;2;7;9;0;72;0;5;1;0;0;0;13;1;0;1;0;0;11;4;48;49;6;3;19;114;27;2;12;30;4;350
130260:Manaus - AM;Total;45;980;4.312;5.359;16.909;13.815;891;3.004;3.256;8.692;476;10;6.579;2.622;13.704;24.258;7.501;1.828;22.199;22.424;12.734;2.258;5.514;41.466;1.013;221.849;7;120;712;4.468;15.570;2.057;166;1.037;1.669;4.521;972;16;3.474;440;1.221;18.361;2.852;1.944;7.236;5.000;13.287;5.884;7.416;61.023;278;159.731;52;1.100;5.024;9.827;32.479;15.872;1.057;4.041;4.925;13.213;1.448;26;10.053;3.062;14.925;42.619;10.353;3.772;29.435;27.424;26.021;8.142;12.930;102.489;1.291;381.580
;00:Até 0,50;0;0;6;13;52;31;2;2;6;16;1;0;1;1;11;127;8;1;3;48;41;2;22;24;1;419;0;0;2;6;59;25;0;0;6;3;8;0;1;0;2;126;17;1;3;23;59;3;13;38;1;396;0;0;8;19;111;56;2;2;12;19;9;0;2;1;13;253;25;2;6;71;100;5;35;62;2;815
;01:0,51 a 1,00;0;14;55;20;293;126;23;48;45;50;27;0;117;10;102;613;87;4;212;257;780;23;222;737;114;3.979;0;6;9;21;178;59;4;12;10;29;50;0;125;10;47;469;57;15;248;240;771;116;553;384;39;3.452;0;20;64;41;471;185;27;60;55;79;77;0;242;20;149;1.082;144;19;460;497;1.551;139;775;1.121;153;7.431
;02:1,01 a 1,50;3;330;892;1.147;2.102;435;436;718;740;1.398;264;3;2.545;164;3.333;12.719;3.065;39;5.178;4.119;5.473;434;612;1.163;505;47.817;2;42;266;1.921;4.335;164;80;342;471;1.141;780;8;2.235;24;300;11.746;1.552;95;3.326;902;7.299;1.716;1.522;1.595;165;42.029;5;372;1.158;3.068;6.437;599;516;1.060;1.211;2.539;1.044;11;4.780;188;3.633;24.465;4.617;134;8.504;5.021;12.772;2.150;2.134;2.758;670;89.846
;03:1,51 a 2,00;9;206;1.134;1.537;3.928;1.747;199;639;811;2.168;107;5;1.263;395;3.730;4.335;1.637;30;5.345;3.815;2.220;350;387;3.463;231;39.691;1;12;166;1.388;4.608;559;39;213;406;1.461;75;5;444;18;218;2.522;456;73;1.231;1.481;1.590;912;602;7.045;47;25.572;10;218;1.300;2.925;8.536;2.306;238;852;1.217;3.629;182;10;1.707;413;3.948;6.857;2.093;103;6.576;5.296;3.810;1.262;989;10.508;278;65.263
;04:2,01 a 3,00;5;204;1.173;1.153;4.176;3.763;162;643;721;1.910;44;2;1.171;615;3.323;3.289;1.248;126;7.392;5.204;1.760;620;680;8.863;104;48.351;1;13;114;626;3.530;527;25;186;390;867;19;3;277;78;219;1.900;351;230;956;1.119;1.447;1.511;915;17.415;13;32.732;6;217;1.287;1.779;7.706;4.290;187;829;1.111;2.777;63;5;1.448;693;3.542;5.189;1.599;356;8.348;6.323;3.207;2.131;1.595;26.278;117;81.083
;05:3,01 a 4,00;4;78;398;508;1.695;2.411;30;323;301;883;19;0;532;335;1.267;1.263;550;200;1.530;4.320;855;288;635;6.470;31;24.926;2;17;60;187;1.034;222;7;101;170;339;22;0;120;41;132;658;163;204;390;461;835;703;791;12.381;8;19.048;6;95;458;695;2.729;2.633;37;424;471;1.222;41;0;652;376;1.399;1.921;713;404;1.920;4.781;1.690;991;1.426;18.851;39;43.974
;06:4,01 a 5,00;3;52;195;208;850;1.491;14;163;193;511;5;0;341;160;575;684;322;165;520;2.433;438;114;498;4.120;10;14.065;0;8;22;81;406;134;4;60;91;197;3;0;67;35;105;325;82;246;216;234;380;174;740;4.461;1;8.072;3;60;217;289;1.256;1.625;18;223;284;708;8;0;408;195;680;1.009;404;411;736;2.667;818;288;1.238;8.581;11;22.137
;07:5,01 a 7,00;5;41;182;219;1.056;1.655;7;210;167;522;3;0;285;167;585;573;213;350;548;980;374;96;706;5.375;7;14.326;0;7;40;94;469;152;1;51;51;188;0;0;87;75;87;256;76;355;268;206;377;239;720;7.836;1;11.636;5;48;222;313;1.525;1.807;8;261;218;710;3;0;372;242;672;829;289;705;816;1.186;751;335;1.426;13.211;8;25.962
;08:7,01 a 10,00;4;23;101;244;966;813;2;126;131;489;2;0;148;112;404;341;147;296;652;522;310;188;752;4.919;3;11.695;0;7;19;66;331;82;0;41;24;127;2;0;61;49;69;198;51;334;263;179;262;318;751;5.499;2;8.735;4;30;120;310;1.297;895;2;167;155;616;4;0;209;161;473;539;198;630;915;701;572;506;1.503;10.418;5;20.430
;09:10,01 a 15,00;5;9;80;169;784;486;3;65;77;386;0;0;72;233;180;123;97;332;239;266;228;64;550;2.669;3;7.120;0;5;10;42;260;73;0;21;23;84;2;0;32;68;31;74;26;265;150;77;153;107;491;1.951;1;3.946;5;14;90;211;1.044;559;3;86;100;470;2;0;104;301;211;197;123;597;389;343;381;171;1.041;4.620;4;11.066
;10:15,01 a 20,00;3;1;46;59;396;279;0;30;20;145;0;0;32;186;47;38;46;131;175;107;75;48;252;1.400;0;3.516;1;1;2;12;107;24;0;4;5;28;0;0;6;27;5;22;12;83;71;29;35;42;194;938;0;1.648;4;2;48;71;503;303;0;34;25;173;0;0;38;213;52;60;58;214;246;136;110;90;446;2.338;0;5.164
;11:Mais de 20,00;2;9;37;70;516;469;1;20;36;175;1;0;40;234;44;67;48;143;302;107;141;27;120;2.237;0;4.846;0;1;2;7;74;22;0;5;5;35;0;0;8;15;3;15;2;39;102;15;35;20;42;1.456;0;1.903;2;10;39;77;590;491;1;25;41;210;1;0;48;249;47;82;50;182;404;122;176;47;162;3.693;0;6.749
;{ñ class};2;13;13;12;95;109;12;17;8;39;3;0;32;10;103;86;33;11;103;246;39;4;78;26;4;1.098;0;1;0;17;179;14;6;1;17;22;11;0;11;0;3;50;7;4;12;34;44;23;82;24;0;562;2;14;13;29;274;123;18;18;25;61;14;0;43;10;106;136;40;15;115;280;83;27;160;50;4;1.660
140010:Boa Vista - RR;Total;11;202;18;6;0;2;186;70;58;12;6;10;729;964;1.506;3.920;632;241;1.549;802;1.121;135;971;5.488;610;19.249;4;18;5;1;0;4;29;27;10;3;17;3;223;199;1.339;2.957;268;183;534;262;1.710;489;1.277;5.608;71;15.241;15;220;23;7;0;6;215;97;68;15;23;13;952;1.163;2.845;6.877;900;424;2.083;1.064;2.831;624;2.248;11.096;681;34.490
;00:Até 0,50;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;7;0;0;0;3;2;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;17;1;1;1;0;3;0;0;1;0;25;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;24;1;1;1;3;5;0;0;1;0;41
;01:0,51 a 1,00;0;29;0;0;0;2;22;14;2;0;1;1;23;94;54;86;13;5;53;28;105;4;32;40;139;747;0;3;0;0;0;4;2;8;3;0;3;2;11;13;259;107;22;6;37;13;199;38;59;75;12;876;0;32;0;0;0;6;24;22;5;0;4;3;34;107;313;193;35;11;90;41;304;42;91;115;151;1.623
;02:1,01 a 1,50;0;131;15;3;0;0;112;33;20;12;5;8;335;124;714;2.427;348;20;666;189;565;105;160;91;260;6.343;2;12;5;0;0;0;19;11;5;3;12;1;124;29;938;2.106;196;9;218;119;1.048;401;214;189;39;5.700;2;143;20;3;0;0;131;44;25;15;17;9;459;153;1.652;4.533;544;29;884;308;1.613;506;374;280;299;12.043
;03:1,51 a 2,00;6;22;1;2;0;0;23;12;25;0;0;0;135;104;204;637;95;0;403;134;159;8;87;110;85;2.252;0;2;0;1;0;0;1;6;1;0;2;0;30;5;105;367;22;3;62;35;176;22;145;79;10;1.074;6;24;1;3;0;0;24;18;26;0;2;0;165;109;309;1.004;117;3;465;169;335;30;232;189;95;3.326
;04:2,01 a 3,00;4;7;2;1;0;0;22;7;8;0;0;1;132;108;388;457;102;14;152;231;126;10;129;340;66;2.307;1;1;0;0;0;0;6;0;1;0;0;0;38;13;25;235;19;6;79;46;101;21;236;168;5;1.001;5;8;2;1;0;0;28;7;9;0;0;1;170;121;413;692;121;20;231;277;227;31;365;508;71;3.308
;05:3,01 a 4,00;1;7;0;0;0;0;6;2;1;0;0;0;55;129;66;153;40;26;46;101;55;5;84;532;39;1.348;1;0;0;0;0;0;1;0;0;0;0;0;9;20;7;50;3;41;26;14;44;2;87;743;1;1.049;2;7;0;0;0;0;7;2;1;0;0;0;64;149;73;203;43;67;72;115;99;7;171;1.275;40;2.397
;06:4,01 a 5,00;0;4;0;0;0;0;0;0;2;0;0;0;32;90;39;55;17;30;57;19;35;1;73;1.257;9;1.720;0;0;0;0;0;0;0;0;0;0;0;0;4;25;0;35;4;25;29;10;53;3;90;1.595;3;1.876;0;4;0;0;0;0;0;0;2;0;0;0;36;115;39;90;21;55;86;29;88;4;163;2.852;12;3.596
;07:5,01 a 7,00;0;2;0;0;0;0;0;1;0;0;0;0;9;112;32;52;6;42;60;30;33;1;106;1.290;3;1.779;0;0;0;0;0;0;0;0;0;0;0;0;3;25;3;21;0;31;29;11;42;1;146;1.573;1;1.886;0;2;0;0;0;0;0;1;0;0;0;0;12;137;35;73;6;73;89;41;75;2;252;2.863;4;3.665
;08:7,01 a 10,00;0;0;0;0;0;0;0;0;0;0;0;0;3;63;5;25;6;36;39;28;14;0;99;828;1;1.147;0;0;0;0;0;0;0;1;0;0;0;0;2;25;1;10;0;32;24;6;25;0;138;779;0;1.043;0;0;0;0;0;0;0;1;0;0;0;0;5;88;6;35;6;68;63;34;39;0;237;1.607;1;2.190
;09:10,01 a 15,00;0;0;0;0;0;0;0;0;0;0;0;0;2;51;0;5;0;39;29;18;8;0;120;389;1;662;0;0;0;0;0;0;0;1;0;0;0;0;0;19;0;4;0;20;16;4;11;0;107;127;0;309;0;0;0;0;0;0;0;1;0;0;0;0;2;70;0;9;0;59;45;22;19;0;227;516;1;971
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;7;0;9;17;3;8;0;58;197;1;330;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;1;0;5;9;0;2;0;45;77;0;151;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;8;0;14;26;3;10;0;103;274;1;481
;11:Mais de 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;55;1;2;0;20;20;1;3;0;21;414;1;538;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;3;4;0;0;0;9;201;0;229;0;0;0;0;0;0;0;0;0;0;0;0;0;67;1;2;0;23;24;1;3;0;30;615;1;767
;{ñ class};0;0;0;0;0;0;1;1;0;0;0;0;2;3;1;7;5;0;7;17;8;1;2;0;5;60;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;1;1;0;4;6;1;1;1;0;22;0;0;0;0;0;0;1;1;0;0;0;0;3;4;2;11;6;1;7;21;14;2;3;1;5;82
150140:Belém - PA;Total;55;294;636;204;124;481;4.024;1.299;456;841;389;0;4.522;2.593;11.892;27.000;5.282;3.532;21.509;11.257;16.501;2.816;7.257;61.145;2.066;186.175;33;16;59;41;34;21;370;561;82;250;772;1;1.454;684;790;21.041;2.066;3.264;5.761;2.535;13.462;7.516;8.316;59.786;511;129.426;88;310;695;245;158;502;4.394;1.860;538;1.091;1.161;1;5.976;3.277;12.682;48.041;7.348;6.796;27.270;13.792;29.963;10.332;15.573;120.931;2.577;315.601
;00:Até 0,50;0;0;11;0;0;0;4;14;0;2;0;0;32;3;3;140;25;10;37;33;453;20;140;21;1;949;0;0;0;0;1;0;1;14;0;0;0;0;15;1;0;103;17;2;45;16;199;32;109;25;0;580;0;0;11;0;1;0;5;28;0;2;0;0;47;4;3;243;42;12;82;49;652;52;249;46;1;1.529
;01:0,51 a 1,00;1;28;20;11;5;6;198;22;19;30;15;0;182;19;411;2.266;383;44;678;181;1.251;82;453;1.584;309;8.198;0;4;4;2;4;0;8;10;6;10;37;0;123;3;15;1.335;148;45;299;47;849;236;453;3.670;38;7.346;1;32;24;13;9;6;206;32;25;40;52;0;305;22;426;3.601;531;89;977;228;2.100;318;906;5.254;347;15.544
;02:1,01 a 1,50;2;66;170;79;29;146;1.888;263;104;302;281;0;1.649;367;4.602;14.022;2.295;184;6.120;1.869;7.858;962;1.104;6.069;908;51.339;2;6;29;20;7;5;143;151;43;135;679;1;894;88;308;12.163;984;410;2.185;692;7.191;2.627;1.632;10.797;375;41.567;4;72;199;99;36;151;2.031;414;147;437;960;1;2.543;455;4.910;26.185;3.279;594;8.305;2.561;15.049;3.589;2.736;16.866;1.283;92.906
;03:1,51 a 2,00;3;52;117;30;29;114;773;166;168;104;48;0;701;561;3.953;5.087;958;102;6.495;2.290;2.634;552;741;4.635;346;30.659;1;1;6;4;5;5;83;87;14;25;25;0;138;116;202;3.717;324;218;1.049;578;1.813;1.554;1.036;5.322;26;16.349;4;53;123;34;34;119;856;253;182;129;73;0;839;677;4.155;8.804;1.282;320;7.544;2.868;4.447;2.106;1.777;9.957;372;47.008
;04:2,01 a 3,00;2;75;169;28;30;132;604;220;93;110;27;0;784;445;1.575;2.964;695;225;5.409;3.199;1.695;610;714;11.040;240;31.085;4;1;10;7;8;3;52;110;10;26;12;0;106;234;124;2.272;266;346;802;407;1.406;1.783;846;9.201;24;18.060;6;76;179;35;38;135;656;330;103;136;39;0;890;679;1.699;5.236;961;571;6.211;3.606;3.101;2.393;1.560;20.241;264;49.145
;05:3,01 a 4,00;3;38;71;9;10;26;178;219;18;116;6;0;367;281;558;1.057;320;287;888;1.295;666;201;495;12.300;106;19.515;1;0;4;1;1;2;26;40;4;22;4;0;53;54;49;679;108;270;428;183;572;466;551;8.593;9;12.120;4;38;75;10;11;28;204;259;22;138;10;0;420;335;607;1.736;428;557;1.316;1.478;1.238;667;1.046;20.893;115;31.635
