;;Sexo Trabalhador;IBGE Subsetor
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;06:4,01 a 5,00;1;11;31;16;4;21;94;132;14;58;1;0;351;167;225;527;161;299;434;755;355;132;438;7.193;56;11.476;2;1;3;2;1;3;20;33;1;7;3;0;31;24;24;282;70;253;244;136;361;310;528;6.728;6;9.073;3;12;34;18;5;24;114;165;15;65;4;0;382;191;249;809;231;552;678;891;716;442;966;13.921;62;20.549
;07:5,01 a 7,00;4;7;22;16;6;13;80;130;29;65;1;0;199;208;185;391;150;608;511;450;522;81;795;7.446;32;11.951;5;3;0;2;3;2;10;44;1;10;0;0;30;55;36;251;71;437;260;145;479;249;953;7.240;3;10.289;9;10;22;18;9;15;90;174;30;75;1;0;229;263;221;642;221;1.045;771;595;1.001;330;1.748;14.686;35;22.240
;08:7,01 a 10,00;3;9;16;5;6;12;58;75;4;20;2;0;104;98;116;229;102;618;358;399;316;84;879;4.493;17;8.023;4;0;3;1;2;1;9;37;1;6;0;0;22;33;23;107;32;499;188;126;277;129;942;3.930;5;6.377;7;9;19;6;8;13;67;112;5;26;2;0;126;131;139;336;134;1.117;546;525;593;213;1.821;8.423;22;14.400
;09:10,01 a 15,00;9;2;1;5;0;2;28;35;0;22;1;0;68;161;82;100;60;642;206;283;231;47;771;2.700;5;5.461;10;0;0;2;2;0;5;18;0;5;0;0;9;33;6;32;27;496;123;76;96;37;740;1.770;2;3.489;19;2;1;7;2;2;33;53;0;27;1;0;77;194;88;132;87;1.138;329;359;327;84;1.511;4.470;7;8.950
;10:15,01 a 20,00;3;2;4;3;2;0;14;8;1;4;0;0;19;88;10;23;30;264;103;120;129;14;432;1.498;3;2.774;3;0;0;0;0;0;2;2;0;0;0;0;2;19;0;6;7;182;60;35;54;24;340;882;0;1.618;6;2;4;3;2;0;16;10;1;4;0;0;21;107;10;29;37;446;163;155;183;38;772;2.380;3;4.392
;11:Mais de 20,00;24;2;2;2;0;1;21;7;2;6;0;0;29;189;13;23;35;225;148;104;99;14;201;2.148;4;3.299;1;0;0;0;0;0;0;5;0;2;0;0;4;23;0;8;4;88;41;24;45;6;116;1.613;1;1.981;25;2;2;2;0;1;21;12;2;8;0;0;33;212;13;31;39;313;189;128;144;20;317;3.761;5;5.280
;{ñ class};0;2;2;0;3;8;84;8;4;2;7;0;37;6;159;171;68;24;122;279;292;17;94;18;39;1.446;0;0;0;0;0;0;11;10;2;2;12;0;27;1;3;86;8;18;37;70;120;63;70;15;22;577;0;2;2;0;3;8;95;18;6;4;19;0;64;7;162;257;76;42;159;349;412;80;164;33;61;2.023
160030:Macapá - AP;Total;27;295;149;23;0;24;127;89;22;51;27;0;405;948;2.021;6.406;1.238;310;4.154;1.630;2.703;757;971;13.808;235;36.420;7;26;12;3;0;4;21;37;5;16;52;0;204;236;142;4.689;351;263;1.951;433;3.208;989;1.226;15.963;42;29.880;34;321;161;26;0;28;148;126;27;67;79;0;609;1.184;2.163;11.095;1.589;573;6.105;2.063;5.911;1.746;2.197;29.771;277;66.300
;00:Até 0,50;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;58;1;0;3;7;16;5;14;0;0;107;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;52;2;0;4;6;6;3;9;0;0;83;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;110;3;0;7;13;22;8;23;0;0;190
;01:0,51 a 1,00;6;31;8;4;0;1;16;6;7;4;1;0;104;5;54;938;138;8;60;62;288;14;74;97;76;2.002;0;2;1;1;0;1;5;8;3;4;13;0;73;4;12;641;59;23;64;22;287;73;140;93;15;1.544;6;33;9;5;0;2;21;14;10;8;14;0;177;9;66;1.579;197;31;124;84;575;87;214;190;91;3.546
;02:1,01 a 1,50;5;158;52;8;0;6;56;32;11;36;16;0;203;188;753;3.036;617;10;959;247;1.336;108;246;654;103;8.840;2;18;3;1;0;0;11;12;1;9;31;0;119;62;79;2.413;169;25;1.036;66;1.910;305;385;913;11;7.581;7;176;55;9;0;6;67;44;12;45;47;0;322;250;832;5.449;786;35;1.995;313;3.246;413;631;1.567;114;16.421
;03:1,51 a 2,00;5;66;28;1;0;4;44;26;1;5;8;0;49;143;519;1.062;195;6;1.214;406;383;92;118;357;33;4.765;0;2;1;1;0;2;4;9;1;1;4;0;5;18;23;852;54;9;497;203;321;181;174;407;2;2.771;5;68;29;2;0;6;48;35;2;6;12;0;54;161;542;1.914;249;15;1.711;609;704;273;292;764;35;7.536
;04:2,01 a 3,00;1;22;22;6;0;9;7;15;2;4;2;0;40;95;443;719;163;24;1.646;300;317;87;145;931;19;5.019;2;2;0;0;0;1;1;6;0;1;4;0;6;41;15;445;41;25;243;60;298;124;141;941;8;2.405;3;24;22;6;0;10;8;21;2;5;6;0;46;136;458;1.164;204;49;1.889;360;615;211;286;1.872;27;7.424
;05:3,01 a 4,00;0;11;18;3;0;3;0;7;1;1;0;0;3;65;123;251;55;27;92;401;136;39;74;1.438;3;2.751;0;1;2;0;0;0;0;0;0;0;0;0;0;10;11;133;15;28;25;29;89;49;112;1.629;5;2.138;0;12;20;3;0;3;0;7;1;1;0;0;3;75;134;384;70;55;117;430;225;88;186;3.067;8;4.889
;06:4,01 a 5,00;0;2;4;1;0;0;0;0;0;0;0;0;0;61;43;136;31;39;46;46;61;158;75;1.575;0;2.278;1;0;2;0;0;0;0;1;0;0;0;0;1;19;0;82;3;35;18;7;61;79;61;2.380;0;2.750;1;2;6;1;0;0;0;1;0;0;0;0;1;80;43;218;34;74;64;53;122;237;136;3.955;0;5.028
;07:5,01 a 7,00;1;2;2;0;0;0;0;2;0;0;0;0;2;139;48;116;22;54;41;52;83;203;89;3.664;1;4.521;0;0;2;0;0;0;0;1;0;0;0;0;0;28;2;33;2;43;27;16;127;124;84;4.430;1;4.920;1;2;4;0;0;0;0;3;0;0;0;0;2;167;50;149;24;97;68;68;210;327;173;8.094;2;9.441
;08:7,01 a 10,00;2;0;5;0;0;0;0;1;0;0;0;0;3;104;23;54;8;48;22;42;45;27;51;2.351;0;2.786;2;0;0;0;0;0;0;0;0;1;0;0;0;23;0;18;4;38;20;10;71;27;49;2.766;0;3.029;4;0;5;0;0;0;0;1;0;1;0;0;3;127;23;72;12;86;42;52;116;54;100;5.117;0;5.815
;09:10,01 a 15,00;1;0;5;0;0;0;0;0;0;0;0;0;0;81;7;12;2;60;17;27;18;8;49;1.359;0;1.646;0;0;1;0;0;0;0;0;0;0;0;0;0;20;0;8;1;27;7;4;14;9;49;1.664;0;1.804;1;0;6;0;0;0;0;0;0;0;0;0;0;101;7;20;3;87;24;31;32;17;98;3.023;0;3.450
;10:15,01 a 20,00;0;0;2;0;0;1;0;0;0;0;0;0;0;27;0;1;1;14;11;11;10;7;19;525;0;629;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;6;4;5;7;6;14;324;0;372;0;0;2;0;0;1;0;0;0;0;0;0;0;32;0;2;1;20;15;16;17;13;33;849;0;1.001
;11:Mais de 20,00;6;0;3;0;0;0;0;0;0;0;0;0;0;35;0;3;1;19;18;5;5;8;4;838;0;945;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;3;0;3;3;0;396;0;409;6;0;3;0;0;0;0;0;0;0;0;0;0;37;0;3;1;21;21;5;8;11;4;1.234;0;1.354
;{ñ class};0;1;0;0;0;0;4;0;0;1;0;0;1;5;7;20;4;1;25;24;5;1;13;19;0;131;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;11;1;2;3;5;14;6;8;20;0;74;0;1;0;0;0;0;4;0;0;1;0;0;1;9;7;31;5;3;28;29;19;7;21;39;0;205
172100:Palmas - TO;Total;81;273;144;7;15;35;60;179;67;235;35;4;227;1.538;4.680;3.919;1.164;372;1.774;1.260;1.508;212;943;26.042;252;45.026;14;32;31;1;9;0;6;71;28;52;74;0;118;321;379;2.574;342;356;542;257;1.537;813;1.232;35.925;79;44.793;95;305;175;8;24;35;66;250;95;287;109;4;345;1.859;5.059;6.493;1.506;728;2.316;1.517;3.045;1.025;2.175;61.967;331;89.819
;00:Até 0,50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;2;1;8;0;5;2;0;25;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;1;0;4;2;9;10;1;34;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;4;1;3;1;12;2;14;12;1;59
;01:0,51 a 1,00;0;44;7;3;0;2;9;9;2;3;0;3;9;21;28;477;93;12;73;26;91;14;74;70;60;1.130;2;7;12;0;0;0;2;6;6;2;4;0;9;25;6;286;37;17;100;22;142;83;149;233;8;1.158;2;51;19;3;0;2;11;15;8;5;4;3;18;46;34;763;130;29;173;48;233;97;223;303;68;2.288
;02:1,01 a 1,50;14;119;52;4;1;17;43;60;12;96;13;0;117;160;1.288;1.797;467;16;295;334;726;80;259;4.630;122;10.722;7;13;9;1;2;0;3;23;12;32;49;0;91;63;182;1.517;171;31;197;83;848;415;332;7.849;56;11.986;21;132;61;5;3;17;46;83;24;128;62;0;208;223;1.470;3.314;638;47;492;417;1.574;495;591;12.479;178;22.708
;03:1,51 a 2,00;12;42;52;0;6;14;7;30;16;66;11;0;72;80;1.222;722;240;21;713;180;222;41;134;1.969;25;5.897;4;8;4;0;2;0;1;6;5;9;17;0;14;22;38;373;49;35;88;41;187;152;159;3.379;5;4.598;16;50;56;0;8;14;8;36;21;75;28;0;86;102;1.260;1.095;289;56;801;221;409;193;293;5.348;30;10.495
;04:2,01 a 3,00;36;44;26;0;6;2;1;31;23;43;7;1;23;392;1.253;494;184;20;508;464;204;38;106;3.955;35;7.896;0;3;4;0;3;0;0;16;4;7;4;0;3;58;71;255;50;30;62;56;130;94;134;6.647;4;7.635;36;47;30;0;9;2;1;47;27;50;11;1;26;450;1.324;749;234;50;570;520;334;132;240;10.602;39;15.531
;05:3,01 a 4,00;8;11;4;0;1;0;0;22;3;14;3;0;5;374;415;187;92;32;59;117;51;18;73;2.620;4;4.113;0;0;1;0;0;0;0;10;1;0;0;0;0;33;28;66;12;38;35;24;46;21;81;4.201;0;4.597;8;11;5;0;1;0;0;32;4;14;3;0;5;407;443;253;104;70;94;141;97;39;154;6.821;4;8.710
;06:4,01 a 5,00;6;4;0;0;0;0;0;6;5;4;1;0;0;198;129;99;41;26;28;23;45;7;54;3.720;3;4.399;0;1;0;0;0;0;0;7;0;2;0;0;0;33;15;40;8;26;18;9;35;11;79;2.938;5;3.227;6;5;0;0;0;0;0;13;5;6;1;0;0;231;144;139;49;52;46;32;80;18;133;6.658;8;7.626
;07:5,01 a 7,00;4;3;3;0;0;0;0;11;4;4;0;0;0;124;99;74;25;57;38;35;62;7;60;4.248;0;4.858;0;0;0;0;2;0;0;1;0;0;0;0;1;30;9;21;13;55;13;6;80;17;71;7.276;0;7.595;4;3;3;0;2;0;0;12;4;4;0;0;1;154;108;95;38;112;51;41;142;24;131;11.524;0;12.453
;08:7,01 a 10,00;0;2;0;0;1;0;0;4;1;4;0;0;0;65;127;40;8;46;22;37;35;4;79;2.015;0;2.490;0;0;0;0;0;0;0;1;0;0;0;0;0;25;23;7;1;51;14;11;45;4;100;1.901;0;2.183;0;2;0;0;1;0;0;5;1;4;0;0;0;90;150;47;9;97;36;48;80;8;179;3.916;0;4.673
;09:10,01 a 15,00;0;1;0;0;0;0;0;5;1;0;0;0;0;57;58;18;3;70;19;25;9;0;48;1.316;0;1.630;1;0;0;0;0;0;0;0;0;0;0;0;0;22;6;3;0;54;11;3;7;6;63;913;0;1.089;1;1;0;0;0;0;0;5;1;0;0;0;0;79;64;21;3;124;30;28;16;6;111;2.229;0;2.719
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;27;13;2;4;34;12;7;23;1;29;716;0;868;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;14;2;2;7;2;33;285;0;348;0;0;0;0;0;0;0;0;0;0;0;0;0;30;13;2;4;48;14;9;30;3;62;1.001;0;1.216
;11:Mais de 20,00;0;1;0;0;0;0;0;1;0;0;0;0;0;28;10;1;0;36;4;8;21;1;12;775;0;898;0;0;0;0;0;0;0;1;0;0;0;0;0;5;0;0;0;4;1;0;3;2;8;289;0;313;0;1;0;0;0;0;0;2;0;0;0;0;0;33;10;1;0;40;5;8;24;3;20;1.064;0;1.211
;{ñ class};1;2;0;0;0;0;0;0;0;1;0;0;1;12;38;5;4;1;1;3;11;1;10;6;3;100;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;1;0;0;3;4;14;4;0;30;1;2;0;0;0;0;0;0;0;1;0;0;1;14;39;6;4;2;1;3;14;5;24;10;3;130
211130:São Luiz - MA;Total;90;429;2.717;132;87;277;382;805;167;765;220;0;2.039;2.084;17.056;17.347;3.080;2.168;13.225;10.538;10.738;2.071;2.801;34.053;460;123.731;8;37;253;29;14;24;66;277;48;179;278;0;970;624;957;13.277;1.033;1.799;3.831;2.639;10.116;5.679;3.992;47.763;109;94.002;98;466;2.970;161;101;301;448;1.082;215;944;498;0;3.009;2.708;18.013;30.624;4.113;3.967;17.056;13.177;20.854;7.750;6.793;81.816;569;217.733
;00:Até 0,50;0;0;9;0;0;0;0;0;0;0;0;0;0;23;7;18;2;0;4;6;357;0;43;6;0;475;0;0;9;0;0;0;0;0;0;0;0;0;1;15;0;18;0;1;4;4;32;1;39;5;0;129;0;0;18;0;0;0;0;0;0;0;0;0;1;38;7;36;2;1;8;10;389;1;82;11;0;604
;01:0,51 a 1,00;5;11;32;12;3;4;14;22;7;8;9;0;121;20;492;526;24;6;423;180;742;21;277;115;30;3.104;0;5;7;6;2;1;4;19;9;4;21;0;55;6;51;399;20;31;314;98;726;104;450;118;4;2.454;5;16;39;18;5;5;18;41;16;12;30;0;176;26;543;925;44;37;737;278;1.468;125;727;233;34;5.558
;02:1,01 a 1,50;25;267;330;67;21;89;225;280;97;310;141;0;782;526;6.081;11.223;1.560;406;5.397;2.177;5.211;957;728;4.481;297;41.678;4;13;54;14;5;8;37;106;23;103;242;0;716;156;355;9.733;662;420;1.662;1.209;6.204;2.890;1.111;9.794;79;35.600;29;280;384;81;26;97;262;386;120;413;383;0;1.498;682;6.436;20.956;2.222;826;7.059;3.386;11.415;3.847;1.839;14.275;376;77.278
;03:1,51 a 2,00;30;128;233;27;23;90;96;192;42;125;31;0;262;160;5.562;2.905;594;200;4.466;1.254;1.739;337;290;2.094;63;20.943;0;12;14;6;1;9;12;56;8;14;6;0;39;25;133;1.689;114;157;729;415;1.208;1.050;660;4.523;14;10.894;30;140;247;33;24;99;108;248;50;139;37;0;301;185;5.695;4.594;708;357;5.195;1.669;2.947;1.387;950;6.617;77;31.837
;04:2,01 a 3,00;3;15;280;14;23;79;31;181;16;77;7;0;280;294;2.500;1.459;382;181;1.588;3.146;1.174;150;319;5.408;41;17.648;0;5;32;2;5;4;5;41;2;13;1;0;46;76;142;819;112;157;402;287;662;381;453;13.251;7;16.905;3;20;312;16;28;83;36;222;18;90;8;0;326;370;2.642;2.278;494;338;1.990;3.433;1.836;531;772;18.659;48;34.553
;05:3,01 a 4,00;4;4;135;5;7;6;7;48;0;74;11;0;199;239;737;565;175;163;437;966;507;157;230;4.886;15;9.577;1;1;10;1;0;0;7;16;1;15;2;0;37;65;82;327;69;137;215;175;474;440;341;4.873;3;7.292;5;5;145;6;7;6;14;64;1;89;13;0;236;304;819;892;244;300;652;1.141;981;597;571;9.759;18;16.869
;06:4,01 a 5,00;0;0;82;2;1;4;6;23;2;80;4;0;181;171;368;242;83;133;289;552;286;117;174;6.646;3;9.449;1;0;10;0;0;0;0;13;4;6;0;0;35;44;54;130;25;129;116;85;227;229;252;6.277;1;7.638;1;0;92;2;1;4;6;36;6;86;4;0;216;215;422;372;108;262;405;637;513;346;426;12.923;4;17.087
;07:5,01 a 7,00;1;1;296;0;4;2;2;26;1;39;6;0;88;190;375;171;93;210;251;776;230;164;244;5.124;6;8.300;1;1;31;0;0;2;0;12;1;12;5;0;20;98;45;93;14;189;268;128;216;257;250;4.803;0;6.446;2;2;327;0;4;4;2;38;2;51;11;0;108;288;420;264;107;399;519;904;446;421;494;9.927;6;14.746
;08:7,01 a 10,00;1;1;670;4;1;1;0;13;1;18;6;0;54;98;261;98;71;253;143;593;210;76;228;1.300;1;4.102;0;0;28;0;1;0;1;10;0;6;1;0;10;45;31;38;9;230;57;106;169;122;220;1.611;1;2.696;1;1;698;4;2;1;1;23;1;24;7;0;64;143;292;136;80;483;200;699;379;198;448;2.911;2;6.798
;09:10,01 a 15,00;0;0;434;0;2;2;0;12;1;7;4;0;23;125;143;60;48;395;94;512;119;15;135;1.394;2;3.527;1;0;40;0;0;0;0;2;0;3;0;0;4;57;24;11;6;245;40;54;96;20;123;1.139;0;1.865;1;0;474;0;2;2;0;14;1;10;4;0;27;182;167;71;54;640;134;566;215;35;258;2.533;2;5.392
;10:15,01 a 20,00;5;0;88;1;0;0;0;1;0;10;0;0;9;117;85;20;16;131;35;113;49;26;68;1.090;0;1.864;0;0;8;0;0;0;0;2;0;2;0;0;1;16;6;0;1;79;11;23;35;44;38;618;0;884;5;0;96;1;0;0;0;3;0;12;0;0;10;133;91;20;17;210;46;136;84;70;106;1.708;0;2.748
;11:Mais de 20,00;16;0;118;0;0;0;0;5;0;8;0;0;11;107;115;6;18;81;25;84;32;33;34;1.508;0;2.201;0;0;10;0;0;0;0;0;0;0;0;0;0;8;14;1;0;12;3;15;7;81;19;750;0;920;16;0;128;0;0;0;0;5;0;8;0;0;11;115;129;7;18;93;28;99;39;114;53;2.258;0;3.121
;{ñ class};0;2;10;0;2;0;1;2;0;9;1;0;29;14;330;54;14;9;73;179;82;18;31;1;2;863;0;0;0;0;0;0;0;0;0;1;0;0;6;13;20;19;1;12;10;40;60;60;36;1;0;279;0;2;10;0;2;0;1;2;0;10;1;0;35;27;350;73;15;21;83;219;142;78;67;2;2;1.142
221100:Terezina - PI;Total;110;1.452;691;147;53;683;1.005;544;482;982;949;50;3.176;1.800;11.929;15.791;4.130;1.484;7.793;6.316;8.152;3.074;6.529;27.588;595;105.505;9;116;61;35;21;122;105;185;98;336;1.968;9;1.542;416;844;10.127;1.370;1.233;2.330;977;8.207;6.979;7.413;44.773;83;89.359;119;1.568;752;182;74;805;1.110;729;580;1.318;2.917;59;4.718;2.216;12.773;25.918;5.500;2.717;10.123;7.293;16.359;10.053;13.942;72.361;678;194.864
;00:Até 0,50;0;0;0;0;0;5;0;1;0;0;22;0;6;0;2;20;9;4;8;25;176;9;179;58;1;525;0;1;0;0;0;0;0;0;0;1;38;0;2;4;3;13;7;1;8;6;113;9;127;16;1;350;0;1;0;0;0;5;0;1;0;1;60;0;8;4;5;33;16;5;16;31;289;18;306;74;2;875
;01:0,51 a 1,00;42;113;15;17;4;19;46;39;17;142;31;14;109;26;1.293;868;109;32;489;263;1.073;51;522;315;110;5.759;3;5;6;7;2;8;5;16;5;62;70;1;92;3;32;571;62;29;209;88;950;243;728;499;9;3.705;45;118;21;24;6;27;51;55;22;204;101;15;201;29;1.325;1.439;171;61;698;351;2.023;294;1.250;814;119;9.464
;02:1,01 a 1,50;53;956;591;107;31;513;498;222;293;616;701;34;1.825;25;6.540;10.616;2.424;200;2.935;1.647;4.415;1.488;1.462;4.399;404;42.995;5;84;43;16;13;91;68;96;72;220;1.746;8;1.235;6;325;7.505;966;262;951;336;4.633;3.402;1.867;8.102;44;32.096;58;1.040;634;123;44;604;566;318;365;836;2.447;42;3.060;31;6.865;18.121;3.390;462;3.886;1.983;9.048;4.890;3.329;12.501;448;75.091
;03:1,51 a 2,00;12;289;43;12;4;64;304;97;72;93;93;1;455;127;1.597;1.909;782;75;1.749;1.365;1.094;299;776;2.550;47;13.909;0;9;6;7;1;12;10;16;7;22;58;0;97;2;114;1.004;183;109;311;120;787;904;842;4.568;7;9.196;12;298;49;19;5;76;314;113;79;115;151;1;552;129;1.711;2.913;965;184;2.060;1.485;1.881;1.203;1.618;7.118;54;23.105
;04:2,01 a 3,00;2;61;23;8;4;57;102;94;61;61;70;1;372;59;1.240;1.328;412;115;1.251;1.660;521;478;800;6.461;16;15.257;0;9;4;4;3;11;17;29;6;15;39;0;56;1;87;650;87;159;318;144;772;1.053;1.109;8.585;9;13.167;2;70;27;12;7;68;119;123;67;76;109;1;428;60;1.327;1.978;499;274;1.569;1.804;1.293;1.531;1.909;15.046;25;28.424
;05:3,01 a 4,00;1;10;5;2;1;9;18;63;8;38;10;0;199;43;451;440;131;94;427;525;221;273;548;5.155;6;8.678;1;5;1;0;1;0;3;23;5;5;6;0;22;22;78;178;34;106;154;75;221;540;691;16.996;7;19.174;2;15;6;2;2;9;21;86;13;43;16;0;221;65;529;618;165;200;581;600;442;813;1.239;22.151;13;27.852
;06:4,01 a 5,00;0;3;5;0;2;9;9;10;8;12;9;0;77;94;205;205;54;103;204;208;125;117;412;2.151;5;4.027;0;3;0;0;1;0;0;2;1;4;1;0;15;23;26;75;11;90;109;40;156;210;432;2.402;2;3.603;0;6;5;0;3;9;9;12;9;16;10;0;92;117;231;280;65;193;313;248;281;327;844;4.553;7;7.630
;07:5,01 a 7,00;0;4;6;0;4;1;14;11;19;8;8;0;67;306;213;169;86;132;224;256;190;117;515;2.756;0;5.106;0;0;1;0;0;0;0;0;1;3;4;0;14;76;60;79;13;104;122;80;275;256;498;1.649;3;3.238;0;4;7;0;4;1;14;11;20;11;12;0;81;382;273;248;99;236;346;336;465;373;1.013;4.405;3;8.344
;08:7,01 a 10,00;0;6;1;1;3;2;11;6;2;4;1;0;27;431;147;115;65;193;121;143;172;138;534;1.494;0;3.617;0;0;0;0;0;0;2;2;0;2;3;0;4;111;50;35;3;147;59;46;157;221;457;695;0;1.994;0;6;1;1;3;2;13;8;2;6;4;0;31;542;197;150;68;340;180;189;329;359;991;2.189;0;5.611
;09:10,01 a 15,00;0;6;0;0;0;2;1;1;0;4;3;0;13;357;84;49;35;329;196;96;51;73;392;676;2;2.370;0;0;0;0;0;0;0;1;1;1;0;0;1;81;43;3;0;154;51;25;62;112;345;511;1;1.392;0;6;0;0;0;2;1;2;1;5;3;0;14;438;127;52;35;483;247;121;113;185;737;1.187;3;3.762
;10:15,01 a 20,00;0;1;0;0;0;0;0;0;1;1;0;0;4;144;61;19;10;129;72;29;45;23;189;577;0;1.305;0;0;0;0;0;0;0;0;0;0;0;0;2;41;20;0;0;54;24;8;20;17;198;269;0;653;0;1;0;0;0;0;0;0;1;1;0;0;6;185;81;19;10;183;96;37;65;40;387;846;0;1.958
;11:Mais de 20,00;0;0;0;0;0;1;1;0;1;1;0;0;5;174;37;16;5;73;73;24;28;5;95;939;0;1.478;0;0;0;0;0;0;0;0;0;0;0;0;0;44;6;2;1;12;13;6;19;5;51;470;0;629;0;0;0;0;0;1;1;0;1;1;0;0;5;218;43;18;6;85;86;30;47;10;146;1.409;0;2.107
;{ñ class};0;3;2;0;0;1;1;0;0;2;1;0;17;14;59;37;8;5;44;75;41;3;105;57;4;479;0;0;0;1;0;0;0;0;0;1;3;0;2;2;0;12;3;6;1;3;42;7;68;11;0;162;0;3;2;1;0;1;1;0;0;3;4;0;19;16;59;49;11;11;45;78;83;10;173;68;4;641
230440:Fortaleza - CE;Total;439;889;2.190;808;1.054;900;2.017;2.980;1.322;2.926;9.928;1.509;9.819;5.209;25.385;48.516;9.812;5.429;45.414;22.751;28.228;4.437;11.855;54.649;1.637;300.103;78;119;276;97;342;70;270;1.229;458;913;22.283;1.643;6.549;884;1.642;31.274;4.593;4.730;20.556;3.743;24.558;12.842;13.669;69.404;469;222.691;517;1.008;2.466;905;1.396;970;2.287;4.209;1.780;3.839;32.211;3.152;16.368;6.093;27.027;79.790;14.405;10.159;65.970;26.494;52.786;17.279;25.524;124.053;2.106;522.794
;00:Até 0,50;0;1;0;0;1;0;3;19;1;0;22;0;25;1;31;78;14;3;89;90;438;7;260;39;20;1.142;0;1;0;4;2;0;1;10;2;0;31;0;31;1;10;46;6;4;336;12;192;17;239;42;0;987;0;2;0;4;3;0;4;29;3;0;53;0;56;2;41;124;20;7;425;102;630;24;499;81;20;2.129
;01:0,51 a 1,00;9;146;181;37;40;236;427;612;121;166;559;39;641;739;1.239;3.159;347;48;1.703;1.345;4.075;130;1.414;188;138;17.739;3;17;31;7;9;16;62;216;41;63;799;18;1.000;16;153;1.998;234;65;1.612;238;3.936;251;2.104;152;31;13.072;12;163;212;44;49;252;489;828;162;229;1.358;57;1.641;755;1.392;5.157;581;113;3.315;1.583;8.011;381;3.518;340;169;30.811
;02:1,01 a 1,50;68;556;1.299;272;359;493;1.370;1.188;774;1.305;6.780;1.308;5.459;1.233;11.913;32.071;6.325;398;24.771;6.049;15.167;1.861;3.275;5.493;644;130.431;6;75;174;32;148;38;153;417;328;477;17.874;1.566;4.539;88;649;22.435;3.065;733;12.129;1.235;13.064;6.482;4.602;12.662;244;103.215;74;631;1.473;304;507;531;1.523;1.605;1.102;1.782;24.654;2.874;9.998;1.321;12.562;54.506;9.390;1.131;36.900;7.284;28.231;8.343;7.877;18.155;888;233.646
;03:1,51 a 2,00;21;114;304;112;242;106;129;344;201;331;1.430;36;1.513;1.041;8.197;5.743;1.350;179;10.663;4.721;3.043;845;1.350;3.582;335;45.932;3;9;13;15;106;6;19;126;39;86;2.703;13;275;41;304;3.113;477;297;2.610;820;2.240;2.679;1.560;7.595;33;25.182;24;123;317;127;348;112;148;470;240;417;4.133;49;1.788;1.082;8.501;8.856;1.827;476;13.273;5.541;5.283;3.524;2.910;11.177;368;71.114
;04:2,01 a 3,00;20;35;168;130;198;24;45;344;99;217;594;30;965;312;2.026;3.452;803;252;4.303;4.730;2.301;612;1.288;4.752;148;27.848;3;12;22;16;27;9;27;147;33;65;426;20;214;24;240;1.855;401;345;1.757;529;2.139;1.517;1.492;12.034;23;23.377;23;47;190;146;225;33;72;491;132;282;1.020;50;1.179;336;2.266;5.307;1.204;597;6.060;5.259;4.440;2.129;2.780;16.786;171;51.225
;05:3,01 a 4,00;16;12;82;76;63;15;11;135;47;193;185;14;393;174;818;1.734;304;332;1.036;2.935;978;360;753;13.172;68;23.906;7;2;12;5;18;1;3;87;6;58;156;2;133;80;87;935;189;343;695;286;913;707;898;8.961;17;14.601;23;14;94;81;81;16;14;222;53;251;341;16;526;254;905;2.669;493;675;1.731;3.221;1.891;1.067;1.651;22.133;85;38.507
;06:4,01 a 5,00;19;5;55;44;52;7;5;88;24;116;109;17;191;201;259;759;150;297;555;618;539;184;601;6.470;51;11.416;7;1;11;5;14;0;3;62;3;41;59;6;94;69;49;320;86;320;372;151;472;325;655;5.367;39;8.531;26;6;66;49;66;7;8;150;27;157;168;23;285;270;308;1.079;236;617;927;769;1.011;509;1.256;11.837;90;19.947
